,Network,PFL,Type1,Type2,MISA,MISSA,uMISSA
480,EMT_RACIPE_81,67,12479,7695,1917,424,33
481,EMT_RACIPE_82,75,18890,10351,3683,166,85
482,EMT_RACIPE_83,77,17087,11690,3822,405,42
483,EMT_RACIPE_84,72,16115,9832,4221,83,83
484,EMT_RACIPE_85,71,13426,8374,3053,276,24
485,EMT_RACIPE_86,82,21936,13308,3608,759,68
486,EMT_RACIPE_87,71,15590,8691,3552,302,59
487,EMT_RACIPE_88,77,21230,12427,4172,441,65
488,EMT_RACIPE_89,88,26064,15264,4821,393,64
489,EMT_RACIPE_9,82,20641,13327,5528,296,0
490,EMT_RACIPE_90,73,15897,10813,3171,366,46
491,EMT_RACIPE_91,66,14022,7496,3356,161,90
492,EMT_RACIPE_92,62,12926,6375,2760,139,26
493,EMT_RACIPE_93,75,16143,11761,4330,278,81
494,EMT_RACIPE_94,79,20807,12159,4308,154,53
495,EMT_RACIPE_95,71,15543,9961,3860,116,40
496,EMT_RACIPE_96,77,20036,12252,4561,80,39
497,EMT_RACIPE_97,73,15504,10347,4768,244,54
498,EMT_RACIPE_98,63,11403,7060,2290,115,37
499,EMT_RACIPE_99,76,17824,12918,4786,231,91
500,wild,145,70064,62894,7798,699,177
