"","FOXC2","TGF","TGFR","CDC42","PAK1","SOSGRB2","SNAI1","HEY1","EGR1","SMAD","ILK","MEK","SHH","TWIST1","AKT","cfos","IKK","ERK","NFB","SMO","Csn","FUS","Jagged","NOTCH","NOTCHic","Csl","KLF4","cateninmemb","ZEB2","ZEB1","SNAI2","RAS","RAF","PI3K","DELTA","GSK3","Ecadherin","miR200","cateninnuc","GLI","TCFLEF","Wnt","CD44","cMet","Frizzled","SRC","DSH","STAT","AXIN2","TrCP","SUFU","LIV1","Destcompl","Patched"
"cMet",0.394954954954955,0.397984137475215,0.367647058823529,0.35,0.3,0.185,0.382759445241511,0.195271867612293,0.05,0.186313725490196,0.174313725490196,0.188383838383838,0.186031746031746,0.387320431506478,0.262725779967159,0.15,0.252380952380952,0.161111111111111,0.266666666666667,0.138888888888889,0.2,0.15,0.214507575757576,0.274675324675325,0.242857142857143,0.242857142857143,-0.317777777777778,-0.195228038915942,0.451820330969267,0.451820330969267,0.478687626452068,0.252452358637926,0.206060606060606,0.206060606060606,0.206060606060606,-0.227623862487361,-0.327972894199942,-0.462009911931606,0.163806473204284,0.086969696969697,0.131436531007752,0.0233333333333333,0.0861240310077519,0.0233333333333333,-0.05,0.05,-0.1,0,0.0419047619047619,-0.2,-0.1,0.1,-0.118474817865062,-0.162698412698413
"Jagged",0.309523809523809,0.329468599033816,0.255555555555556,0.2,0.2,0.22,0.249855072463768,0.153333333333333,0,0.0580952380952381,0.0533333333333333,0.3,0.114652014652015,0.290217391304348,0.0833333333333333,0.1,0.0333333333333333,0.2,0,0.0333333333333333,0,0,0.162857142857143,0.229230769230769,0.16,0.1,-0.405555555555556,-0.431428571428571,0.457936507936508,0.457936507936508,0.437194029850746,0.272727272727273,0.2,0.2,0.2,-0.242063492063492,-0.51088963963964,-0.469264069264069,0.349516775359472,0.269230769230769,0.314685314685315,0.2,0.269230769230769,0.2,0.1,0.1,0,0,0.28,0,0,0,0.309132420091324,-0.0761904761904762
"DELTA",0.309523809523809,0.329468599033816,0.255555555555556,0.2,0.2,0.22,0.249855072463768,0.153333333333333,0,0.0580952380952381,0.0533333333333333,0.3,0.114652014652015,0.290217391304348,0.0833333333333333,0.1,0.0333333333333333,0.2,0,0.0333333333333333,0,0,0.162857142857143,0.229230769230769,0.16,0.1,-0.405555555555556,-0.431428571428571,0.457936507936508,0.457936507936508,0.437194029850746,0.272727272727273,0.2,0.2,0.2,-0.242063492063492,-0.51088963963964,-0.469264069264069,0.349516775359472,0.269230769230769,0.314685314685315,0.2,0.269230769230769,0.2,0.1,0.1,0,0,0.28,0,0,0,0.309132420091324,-0.0761904761904762
"NFB",0.540680272108843,0.57238573417459,0.527869605142332,0.469191919191919,0.405555555555556,0.384429012345679,0.321127485910475,0.190873440285205,0.16,0.191074970351286,0.177714646464646,0.336720695325346,0.277195962994113,0.566156262218449,0.358106312292359,0.205454545454545,0.318571428571429,0.283232323232323,0.264285714285714,0.224,0.314285714285714,0.18,0.31090286226548,0.403179522319681,0.361457668015045,0.307359307359307,-0.413369963369963,-0.611641084185698,0.471903840483562,0.471903840483562,0.696700486189189,0.420544086778334,0.384685500919749,0.384685500919749,0.384685500919749,-0.252145975427696,-0.7290227896562,-0.476480395761176,0.464666734914878,0.409947181407856,0.438934351700309,0.376239316239316,0.40957264957265,0.376239316239316,0.331623931623932,0.331623931623932,0.277777777777778,0.277777777777778,0.443520770010132,-0.3,-0.12,0.2,0.161569737765705,-0.251586206896552
"SRC",0.399138655462185,0.393452380952381,0.365833333333333,0.345833333333333,0.333333333333333,0.162454212454212,0.292672754141026,0.109157509157509,0.1,0.0935906788247214,0.0915906788247214,0.114285714285714,0.0822171195305524,0.25335383423879,0.159090909090909,0.1,0.15,0.1,0.15,0.0444444444444444,0.15,0.0333333333333333,0.103723196881092,0.164528301886792,0.14,0.12,-0.351151761517615,-0.107806041335453,0.474196919691969,0.474196919691969,0.19765415185907,0.224237726098191,0.195555555555556,0.195555555555556,0.195555555555556,-0.130544590325479,-0.268561152106777,-0.486719740472817,0.0788031804910703,0.0344262295081967,0.0603521554341226,0,0.0344262295081967,0,-0.05,-0.05,-0.1,0,-0.0271686004505079,-0.1,-0.0333333333333333,0,-0.0747025966183575,-0.0598290598290598
"SMO",0.429285714285714,0.523333333333333,0.481666666666667,0.44,0.4,0.317647058823529,0.358613765406453,0.123809523809524,0.1,0.125414803775459,0.113939393939394,0.308270676691729,0.32,0.283164983164983,0.23452380952381,0.2,0.192857142857143,0.271428571428571,0.15,0.253333333333333,0.1,0.333333333333333,0.237032967032967,0.322377622377622,0.278787878787879,0.233333333333333,-0.413888888888889,-0.399013899816417,0.480701754385965,0.480701754385965,0.455267006136571,0.385396541443053,0.350512820512821,0.350512820512821,0.350512820512821,-0.33,-0.444883234192553,-0.491125541125541,0.30236442090811,0.344444444444444,0.275091693635383,0.3,0.241111111111111,0.196666666666667,0.25,0.15,0.2,0.1,0.366472607851918,0,-0.3,0.1,0.321054457863796,-0.286666666666667
"TWIST1",0.536507048412821,0.523653974448183,0.485438871473354,0.440438871473354,0.381818181818182,0.345194805194805,0.477781641570211,0.239574075902702,0.266666666666667,0.231309456309456,0.21509324009324,0.461317819810851,0.456309882747069,0.465314723590586,0.46043956043956,0.354166666666667,0.416849816849817,0.413350340136054,0.369230769230769,0.391555555555556,0.3,0.355555555555556,0.409143007898393,0.419429659334873,0.379145299145299,0.335555555555555,-0.404315196998124,-0.658595032204739,0.487754933750357,0.487754933750357,0.729811278963004,0.452830845649007,0.420886401204563,0.420886401204563,0.420886401204563,-0.40053095221771,-0.827175166743568,-0.495835866261398,0.470445071651422,0.418854803675856,0.446553304236338,0.385254803675856,0.417916244511989,0.384582911178656,0.348412698412698,0.348412698412698,0.309523809523809,0.309523809523809,0.461239889143115,-0.2,-0.3,0.266666666666667,0.397415644363442,-0.427666666666667
"NOTCH",0.370393374741201,0.392180463440596,0.329468599033816,0.255555555555556,0.2,0.28,0.293605072463768,0.15768115942029,0.1,0.0696336996336996,0.0580952380952381,0.369230769230769,0.144063779357897,0.338493253373313,0.133333333333333,0.2,0.0833333333333333,0.3,0.0333333333333333,0.0761904761904762,0,0.0333333333333333,0.192486772486772,0.187851458885942,0.229230769230769,0.16,-0.457936507936508,-0.481698841698842,0.514799253034547,0.514799253034547,0.486082918739635,0.325668449197861,0.272727272727273,0.272727272727273,0.272727272727273,-0.285965931087882,-0.569048635455539,-0.523110223110223,0.380060708413865,0.314685314685315,0.349516775359472,0.269230769230769,0.314685314685315,0.269230769230769,0.2,0.2,0.1,0.1,0.338490566037736,0,0,0,0.337703848662753,-0.114652014652015
"FUS",0.468883029721956,0.563873873873874,0.523333333333333,0.481666666666667,0.44,0.343734015345268,0.387116180865391,0.137242359630419,0.2,0.135759631361666,0.125414803775459,0.344440889457687,0.343711340206186,0.318954456849194,0.270523809523809,0.271428571428571,0.23452380952381,0.308270676691729,0.192857142857143,0.286666666666667,0.15,0.253333333333333,0.262642723130528,0.361912506098553,0.322377622377622,0.278787878787879,-0.459651600753296,-0.43686700716105,0.524451754385965,0.524451754385965,0.490193476724807,0.416646541443053,0.385396541443053,0.385396541443053,0.385396541443053,-0.354398625429553,-0.487025097892136,-0.534272749247369,0.325104146935507,0.379059829059829,0.30236442090811,0.344444444444444,0.275091693635383,0.241111111111111,0.3,0.196666666666667,0.25,0.15,0.404360806609682,-0.1,-0.333333333333333,0.1,0.339169332679702,-0.32
"cfos",0.396859138136604,0.419932041642568,0.373778195488722,0.311278195488722,0.242857142857143,0.311290322580645,0.3125,0.0696811594202899,0.3,0.080065226552337,0.0667908902691511,0.42551724137931,0.152319929297393,0.357902230659706,0.155889724310777,0.3,0.119047619047619,0.36,0.0761904761904762,0.1,0.0333333333333333,0.0666666666666667,0.204590395480226,0.213508158508158,0.171969696969697,0.113636363636364,-0.501860146820953,-0.527280467727011,0.551526461080237,0.551526461080237,0.532561281419202,0.374608621998949,0.33118756936737,0.33118756936737,0.33118756936737,-0.321972580015613,-0.605386965890916,-0.563558296529482,0.421934843888504,0.363283283283283,0.394871504157218,0.328148148148148,0.364259259259259,0.328148148148148,0.28,0.28,0.2,0.2,0.394185463659148,0,-0.0333333333333333,0.1,0.376133745657794,-0.129032258064516
"CDC42",0.396859138136604,0.419932041642568,0.373778195488722,0.311278195488722,0.342857142857143,0.311290322580645,0.3125,0.0696811594202899,0.2,0.080065226552337,0.0667908902691511,0.42551724137931,0.152319929297393,0.357902230659706,0.155889724310777,0.3,0.119047619047619,0.36,0.0761904761904762,0.1,0.0333333333333333,0.0666666666666667,0.204590395480226,0.213508158508158,0.171969696969697,0.113636363636364,-0.501860146820953,-0.527280467727011,0.551526461080237,0.551526461080237,0.532561281419202,0.374608621998949,0.33118756936737,0.33118756936737,0.33118756936737,-0.321972580015613,-0.605386965890916,-0.563558296529482,0.421934843888504,0.363283283283283,0.394871504157218,0.328148148148148,0.364259259259259,0.328148148148148,0.28,0.28,0.2,0.2,0.394185463659148,0,-0.0333333333333333,0.1,0.376133745657794,-0.129032258064516
"TGF",0.528311051693405,0.545952380952381,0.591666666666667,0.526666666666667,0.46,0.336666666666667,0.431292623312097,0.217304964539007,0.2,0.208257575757576,0.195757575757576,0.387878787878788,0.255963804713805,0.461005791176972,0.335708898944193,0.233333333333333,0.312179487179487,0.333333333333333,0.258333333333333,0.198787878787879,0.233333333333333,0.153333333333333,0.314334806087383,0.386198830409357,0.341754385964912,0.273333333333333,-0.505289739500266,-0.513022015823873,0.554804302607062,0.554804302607062,0.507975843155561,0.412192643771591,0.353634085213033,0.353634085213033,0.353634085213033,-0.36092039800995,-0.595223625178428,-0.562874347874348,0.424852386237514,0.342264150943396,0.38759748427673,0.28,0.342264150943396,0.28,0.2,0.2,0.1,0.1,0.356084656084656,-0.2,-0.133333333333333,0,0.188984880919627,-0.224713804713805
"NOTCHic",0.416295014085463,0.437986915053499,0.392180463440596,0.329468599033816,0.255555555555556,0.338974358974359,0.328462215320911,0.1734706331045,0.2,0.0852586996336996,0.0696336996336996,0.436798336798337,0.168769661710838,0.376954791834852,0.172868217054264,0.3,0.133333333333333,0.369230769230769,0.0833333333333333,0.114652014652015,0.0333333333333333,0.0761904761904762,0.218727907238546,0.229956722043836,0.187851458885942,0.229230769230769,-0.508879904162923,-0.526050306133988,0.563636462336873,0.563636462336873,0.526082918739635,0.368076826161212,0.325668449197861,0.325668449197861,0.325668449197861,-0.317296403190887,-0.617774750105221,-0.574917452025886,0.407104733571098,0.348751248751249,0.380060708413865,0.314685314685315,0.349516775359472,0.314685314685315,0.269230769230769,0.269230769230769,0.2,0.2,0.382152537868722,0,-0.0333333333333333,0.1,0.359621656881931,-0.144063779357897
"TCFLEF",0.613999651627303,0.603404563017174,0.575645365692759,0.545787545787546,0.507692307692308,0.267650862068965,0.429308398537968,0.190071194208635,0.415555555555556,0.170071931281637,0.16259718380689,0.494057100861566,0.275643651588515,0.429492094146328,0.308178488178488,0.439365079365079,0.288398268398268,0.464788808178639,0.268398268398268,0.235714285714286,0.235064935064935,0.211904761904762,0.27918370131199,0.393911447745207,0.369496732026144,0.343496732026144,-0.438209972862958,-0.437191853261039,0.573773886124134,0.573773886124134,0.480314591556812,0.412746698679472,0.387848739495798,0.387848739495798,0.387848739495798,-0.352248517052505,-0.60523493108677,-0.58508128940921,0.209437015377792,0.2698837355455,0.190044390648941,0.2411337355455,0.265938277615493,0.237457264957265,0.209509803921569,0.205833333333333,0.174509803921569,0.170833333333333,0.601138796946026,-0.171428571428571,-0.183333333333333,0.133333333333333,0.324256427410609,-0.255386416861827
"PAK1",0.433855475132941,0.456531465273692,0.419932041642568,0.373778195488722,0.311278195488722,0.354819734345351,0.341071428571429,0.0874230949041608,0.3,0.0928311839991455,0.080065226552337,0.482660098522168,0.174245062987232,0.390467072158265,0.18922305764411,0.36,0.155889724310777,0.42551724137931,0.119047619047619,0.129032258064516,0.0761904761904762,0.1,0.22886224014042,0.248011082484767,0.213508158508158,0.171969696969697,-0.543239457165781,-0.564875887574339,0.593595426597478,0.593595426597478,0.566401585601712,0.409370526760853,0.374608621998949,0.374608621998949,0.374608621998949,-0.347116533950354,-0.646186965890916,-0.605406122616439,0.445033839584344,0.393936549614942,0.421934843888504,0.363283283283283,0.394871504157218,0.364259259259259,0.328148148148148,0.328148148148148,0.28,0.28,0.430314495917212,-0.0333333333333333,-0.0666666666666667,0.2,0.394825334442841,-0.152319929297393
"LIV1",0.433855475132941,0.456531465273692,0.419932041642568,0.373778195488722,0.311278195488722,0.354819734345351,0.341071428571429,0.0874230949041608,0.3,0.0928311839991455,0.080065226552337,0.482660098522168,0.174245062987232,0.390467072158265,0.18922305764411,0.36,0.155889724310777,0.42551724137931,0.119047619047619,0.129032258064516,0.0761904761904762,0.1,0.22886224014042,0.248011082484767,0.213508158508158,0.171969696969697,-0.543239457165781,-0.564875887574339,0.593595426597478,0.593595426597478,0.566401585601712,0.409370526760853,0.374608621998949,0.374608621998949,0.374608621998949,-0.347116533950354,-0.646186965890916,-0.605406122616439,0.445033839584344,0.393936549614942,0.421934843888504,0.363283283283283,0.394871504157218,0.364259259259259,0.328148148148148,0.328148148148148,0.28,0.28,0.430314495917212,-0.0333333333333333,-0.0666666666666667,0.2,0.394825334442841,-0.152319929297393
"EGR1",0.433855475132941,0.456531465273692,0.419932041642568,0.373778195488722,0.311278195488722,0.354819734345351,0.341071428571429,0.0874230949041608,0.3,0.0928311839991455,0.080065226552337,0.482660098522168,0.174245062987232,0.390467072158265,0.18922305764411,0.36,0.155889724310777,0.42551724137931,0.119047619047619,0.129032258064516,0.0761904761904762,0.1,0.22886224014042,0.248011082484767,0.213508158508158,0.171969696969697,-0.543239457165781,-0.564875887574339,0.593595426597478,0.593595426597478,0.566401585601712,0.409370526760853,0.374608621998949,0.374608621998949,0.374608621998949,-0.347116533950354,-0.646186965890916,-0.605406122616439,0.445033839584344,0.393936549614942,0.421934843888504,0.363283283283283,0.394871504157218,0.364259259259259,0.328148148148148,0.328148148148148,0.28,0.28,0.430314495917212,-0.0333333333333333,-0.0666666666666667,0.2,0.394825334442841,-0.152319929297393
"TGFR",0.573107431783902,0.594127563434133,0.545952380952381,0.591666666666667,0.526666666666667,0.391212121212121,0.469705321724795,0.232059062899663,0.233333333333333,0.220955988455988,0.208257575757576,0.446702317290553,0.284448653198653,0.503759414365377,0.369855240407608,0.333333333333333,0.335708898944193,0.387878787878788,0.312179487179487,0.224713804713805,0.258333333333333,0.198787878787879,0.345632516011047,0.431384015594542,0.386198830409357,0.341754385964912,-0.551956406166932,-0.56248566302292,0.601049361895599,0.601049361895599,0.554382664105622,0.460942643771591,0.412192643771591,0.412192643771591,0.412192643771591,-0.397189828061764,-0.647131344788011,-0.609170644170644,0.455089180408734,0.387362190159083,0.424852386237514,0.342264150943396,0.38759748427673,0.342264150943396,0.28,0.28,0.2,0.2,0.41019721019721,-0.233333333333333,-0.153333333333333,0.1,0.216578241915477,-0.255963804713805
"ZEB1",0.462572556790073,0.493508738288118,0.457652164582939,0.416415051180877,0.364176245210728,0.381922895422557,0.343815596136852,0.175971250971251,0.2,0.168515923485804,0.157180910891346,0.371221532091097,0.267161616161616,0.469130471594277,0.28331450094162,0.271428571428571,0.249981167608286,0.32360248447205,0.217777777777778,0.218939393939394,0.173333333333333,0.191666666666667,0.331561853364117,0.361172043010753,0.326172043010753,0.288172043010753,-0.550289378622833,-0.64176858962665,0.602753366762302,0.602753366762302,0.52445446915361,0.457492076555772,0.425239240251071,0.425239240251071,0.425239240251071,-0.383025993552766,-0.644932039827864,-0.621578098338662,0.495659675744189,0.450386927754216,0.474333599544288,0.420975163048334,0.448864430643484,0.419493801272854,0.384436701509872,0.38223889931207,0.338095238095238,0.335897435897436,0.479836386797048,-0.133333333333333,-0.158333333333333,0.266666666666667,0.400791147030062,-0.244939393939394
"Csl",0.452850905324134,0.474005872399471,0.437986915053499,0.392180463440596,0.329468599033816,0.37992673992674,0.357898540999408,0.194038008991025,0.3,0.0991980935730936,0.0852586996336996,0.491938523714225,0.192057332943715,0.4096562136358,0.207868217054264,0.369230769230769,0.172868217054264,0.436798336798337,0.133333333333333,0.144063779357897,0.0833333333333333,0.114652014652015,0.244068506693586,0.264884951708908,0.229956722043836,0.187851458885942,-0.552163486252475,-0.563866761830191,0.6067449667357,0.6067449667357,0.55977941679411,0.402046291810067,0.368076826161212,0.368076826161212,0.368076826161212,-0.341987761215578,-0.658986871317342,-0.618104519000482,0.430199831031228,0.379329761147943,0.407104733571098,0.348751248751249,0.380060708413865,0.349516775359472,0.314685314685315,0.314685314685315,0.269230769230769,0.269230769230769,0.417585608734863,-0.0333333333333333,-0.0761904761904762,0.2,0.377740779138984,-0.168769661710838
"SMAD",0.493774459352408,0.513408492471304,0.474946954009766,0.428054298642534,0.369230769230769,0.390544075647395,0.390739022468307,0.215215146299484,0.3,0.102972532249997,0.190376131221719,0.479938884644767,0.294827731092437,0.42929405750462,0.311239864366799,0.36,0.274097007223942,0.423636363636364,0.236842105263158,0.243690476190476,0.2,0.213690476190476,0.349259374576623,0.367441323044771,0.329941323044771,0.287412587412587,-0.568674338319908,-0.576068780816202,0.622047140737244,0.622047140737244,0.572119388413966,0.48038056580189,0.445226982184143,0.445226982184143,0.445226982184143,-0.362060352531467,-0.670240136843046,-0.632140714419196,0.444447360486149,0.391771708683473,0.420647778022684,0.358683473389356,0.392514073287307,0.359428571428571,0.321428571428571,0.321428571428571,0.271428571428571,0.271428571428571,0.42688087402502,-0.15,-0.176190476190476,0.2,0.287295907237448,-0.271690476190476
"SNAI1",0.46430202452401,0.487021870390963,0.456531465273692,0.419932041642568,0.373778195488722,0.38382406334968,0.265929113580916,0.103762964185207,0.36,0.103521305785343,0.0928311839991455,0.526120014133982,0.194411383153553,0.418406662233777,0.219789095379959,0.42551724137931,0.18922305764411,0.482660098522168,0.155889724310777,0.152319929297393,0.119047619047619,0.129032258064516,0.250904581360844,0.278596765781947,0.248011082484767,0.213508158508158,-0.581239457165781,-0.596764656082826,0.628595426597478,0.628595426597478,0.595104633085765,0.437273473034683,0.409370526760853,0.409370526760853,0.409370526760853,-0.368320172858681,-0.681003001036441,-0.642031637019731,0.464344370152617,0.421071274472627,0.445033839584344,0.393936549614942,0.421934843888504,0.394871504157218,0.363283283283283,0.364259259259259,0.328148148148148,0.328148148148148,0.460759742607946,-0.0761904761904762,-0.1,0.28,0.410299828600721,-0.174245062987232
"GLI",0.494745935757481,0.613930316598539,0.573831306697549,0.526060606060606,0.466060606060606,0.375441008018328,0.400965176081455,0.139561979239399,0.35,0.140889442781457,0.129193536348709,0.528726453726454,0.315253694735279,0.423999197740666,0.240715269158511,0.413636363636364,0.205122048819528,0.47039312039312,0.174509803921569,0.263815789473684,0.133333333333333,0.2375,0.270870690671722,0.293939393939394,0.255555555555556,0.215555555555556,-0.580183710961421,-0.586634725655201,0.63117204825613,0.63117204825613,0.586748184435936,0.502335496433114,0.464548440065682,0.464548440065682,0.464548440065682,-0.43310104511328,-0.670877748364994,-0.641922901093966,0.468715283496954,0.412378563415516,0.443390206097573,0.477007384376214,0.412736939765915,0.377338709677419,0.434838709677419,0.334838709677419,0.38,0.28,0.443586799673756,-0.0833333333333333,-0.2,0.2,0.357207119012675,-0.291905677114134
