"","FOXC2","TGF","TGFR","PAK1","CDC42","cateninmemb","EGR1","cfos","HEY1","ILK","SMAD","ERK","Ecadherin","MEK","SNAI1","NFB","Csn","SHH","IKK","SMO","AKT","FUS","Jagged","TWIST1","KLF4","Csl","NOTCHic","NOTCH","GSK3","SOSGRB2","ZEB2","ZEB1","miR200","SNAI2","RAF","PI3K","DELTA","RAS","TrCP","SUFU","Patched","Wnt","GLI","Frizzled","DSH","cateninnuc","TCFLEF","SRC","cMet","CD44","RKIP","STAT","LIV1","AXIN2","Destcompl"
"IKK",0.474256854256854,0.498210101010101,0.451010101010101,0.35,0.405555555555556,-0.456107747001602,0.1,0.142857142857143,0.181940144478844,0.172916666666667,0.18578795379538,0.178857142857143,-0.50411778912242,0.243301587301587,0.269585807181227,0.314285714285714,0.3,0.234022988505747,0.264285714285714,0.18,0.31023166023166,0.12,0.247532021243361,0.490522875816993,-0.363369963369963,0.245454545454545,0.288311688311688,0.331168831168831,-0.188937728937729,0.290126050420168,0.417418546365915,0.417418546365915,-0.422686733556299,0.602778225445429,0.299274047186933,0.299274047186933,0.299274047186933,0.337302216201017,-0.2,-0.1,-0.213333333333333,0.271794871794872,0.31025641025641,0.233333333333333,0.2,0.356641306201486,0.336810082572794,0.233333333333333,0.271794871794872,0.31025641025641,-0.264207650273224,0.2,0.1,0.343095238095238,0.0915487333473066
"CD44",0.3725,0.361111111111111,0.35,0.2,0.3,0.041062271062271,0.3,0.325,0.204093567251462,0.183333333333333,0.197619047619048,0.385,-0.0490299641732711,0.415,0.363928761297182,0.2,0.2,0.168181818181818,0.266666666666667,0.15,0.26,0.1,0.154965034965035,0.319413919413919,-0.277777777777778,0.2,0.242857142857143,0.237593984962406,-0.194642857142857,-0.00238095238095239,0.420634920634921,0.420634920634921,-0.431699604743083,0.378692418692419,0.152380952380952,0.152380952380952,0.152380952380952,0.166666666666667,-0.1,-0.1,-0.15,-0.1,-0.0666666666666667,-0.1,0,-0.00409063804412642,-0.0317829457364341,0,0,-0.0666666666666667,-0.423703703703704,0.1,0.1,-0.1,-0.221204845574593
"Jagged",0.254285714285714,0.255111111111111,0.211111111111111,0.2,0.2,-0.211664532650448,0.1,0.2,0.166666666666667,0.0666666666666667,0.0714285714285714,0.22,-0.291438596491228,0.253333333333333,0.2,0,0,0.0814102564102564,0.0333333333333333,0.0333333333333333,0.0666666666666667,0,0.0987878787878788,0.194,-0.405555555555556,0.1,0.12,0.162857142857143,-0.104597701149425,0.08,0.444685990338164,0.444685990338164,-0.458787878787879,0.27621920563097,0.0733333333333333,0.0733333333333333,0.0733333333333333,0.118787878787879,0,0,-0.0583333333333333,0.06,0.113846153846154,0,0,0.17025641025641,0.147179487179487,0,0.06,0.113846153846154,-0.205128205128205,0,0,0.0928571428571429,0.10588416988417
"DELTA",0.254285714285714,0.255111111111111,0.211111111111111,0.2,0.2,-0.211664532650448,0.1,0.2,0.166666666666667,0.0666666666666667,0.0714285714285714,0.22,-0.291438596491228,0.253333333333333,0.2,0,0,0.0814102564102564,0.0333333333333333,0.0333333333333333,0.0666666666666667,0,0.0987878787878788,0.194,-0.405555555555556,0.1,0.12,0.162857142857143,-0.104597701149425,0.08,0.444685990338164,0.444685990338164,-0.458787878787879,0.27621920563097,0.0733333333333333,0.0733333333333333,0.0733333333333333,0.118787878787879,0,0,-0.0583333333333333,0.06,0.113846153846154,0,0,0.17025641025641,0.147179487179487,0,0.06,0.113846153846154,-0.205128205128205,0,0,0.0928571428571429,0.10588416988417
"cMet",0.386424050632911,0.378132387706856,0.361111111111111,0.3,0.35,0.0051192105640504,0.325,0.385,0.21781905744754,0.197619047619048,0.21034632034632,0.415,-0.0788009565396833,0.416818181818182,0.38426774434803,0.266666666666667,0.2,0.186931818181818,0.26,0.15,0.26625,0.15,0.178878078443296,0.343009425031897,-0.320634920634921,0.242857142857143,0.237593984962406,0.252487601983683,-0.213997695852535,0.00428571428571428,0.453968253968254,0.453968253968254,-0.464512104743083,0.409349352998988,0.166666666666667,0.166666666666667,0.166666666666667,0.189308176100629,-0.2,-0.1,-0.168181818181818,-0.0666666666666667,-0.0303030303030303,-0.1,-0.1,0.0207681190180205,-0.00409063804412642,0,-0.0666666666666667,-0.0317829457364341,-0.445925925925926,0,0.1,-0.0698412698412698,-0.204312953682702
"NFB",0.510511834336535,0.534918961769595,0.498210101010101,0.405555555555556,0.451010101010101,-0.48387965830044,0.142857142857143,0.178857142857143,0.198011573050273,0.18578795379538,0.196568622940361,0.243301587301587,-0.535257435992404,0.284478057889823,0.295613204441501,0.264285714285714,0.314285714285714,0.256914554770807,0.31023166023166,0.213333333333333,0.339120549120549,0.18,0.269114755056311,0.518141923436041,-0.407600732600733,0.288311688311688,0.331168831168831,0.364072056975283,-0.2112906701142,0.312231313578063,0.459180998473195,0.459180998473195,-0.464680691260226,0.632046518128356,0.337302216201017,0.337302216201017,0.337302216201017,0.364167887842808,-0.3,-0.12,-0.234022988505747,0.31025641025641,0.337222702391242,0.271794871794872,0.233333333333333,0.372719737574035,0.356641306201486,0.271794871794872,0.31025641025641,0.336810082572794,-0.294976881042455,0.233333333333333,0.2,0.375010131712259,0.105834447633021
"SRC",0.361111111111111,0.340140692640693,0.325595238095238,0.333333333333333,0.320833333333333,0.11844372099985,0.3,0.327272727272727,0.126804038397881,0.109429824561404,0.110330725462304,0.305050505050505,0.0556795546501429,0.303163712597675,0.266285583739321,0.15,0.15,0.0620915032679739,0.142307692307692,0.0333333333333333,0.142307692307692,0.0333333333333333,0.0367101858386262,0.180899330554503,-0.345025839793282,0.095,0.0997619047619048,0.11047619047619,-0.0777489177489177,-0.0228571428571429,0.46212189278227,0.46212189278227,-0.475435514565949,0.0885236523851557,0.111422611597831,0.111422611597831,0.111422611597831,0.12051352068874,-0.1,-0.0333333333333333,-0.0444444444444444,-0.145,-0.130245901639344,-0.175,-0.2,-0.100421053055288,-0.113172730907637,-0.175,-0.145,-0.130245901639344,-0.377549690452916,-0.1,0,-0.177744485528497,-0.185489329511069
"SMO",0.411034482758621,0.497432432432433,0.465,0.4,0.44,-0.275305877440234,0.2,0.3,0.128937728937729,0.12,0.134285714285714,0.353846153846154,-0.279147659195039,0.387179487179487,0.34331797235023,0.15,0.1,0.306111111111111,0.192857142857143,0.253333333333333,0.228857142857143,0.333333333333333,0.192619047619048,0.237745098039216,-0.413888888888889,0.233333333333333,0.260606060606061,0.295606060606061,-0.300608129734343,0.244736842105263,0.475706214689265,0.475706214689265,-0.487311633514165,0.394121510673235,0.319711538461538,0.319711538461538,0.319711538461538,0.342967352415027,0,-0.3,-0.278333333333333,0.2375,0.265277777777778,0.2,0.2,0.201486320980445,0.18344120819849,0.1,0.133333333333333,0.161111111111111,-0.341746031746032,0.1,0.1,0.302477981788327,0.270065438437532
"NOTCH",0.293061224489796,0.297046594982079,0.255111111111111,0.2,0.211111111111111,-0.241507464587621,0.2,0.22,0.171014492753623,0.0714285714285714,0.0747619047619048,0.253333333333333,-0.323696661007357,0.281904761904762,0.229230769230769,0.0333333333333333,0,0.104939668174962,0.0666666666666667,0.0583333333333333,0.0888888888888889,0.0333333333333333,0.121010101010101,0.226203389830508,-0.444685990338164,0.12,0.162857142857143,0.0983410138248848,-0.131870428422153,0.0957894736842105,0.485426731078905,0.485426731078905,-0.495930735930736,0.308494337906103,0.118787878787879,0.118787878787879,0.118787878787879,0.149222661396574,0,0,-0.0814102564102564,0.113846153846154,0.147179487179487,0.06,0,0.187807430664574,0.17025641025641,0.06,0.113846153846154,0.147179487179487,-0.236162687886826,0,0,0.132479784366577,0.124575758669217
"TWIST1",0.531762770238014,0.516879645960826,0.482938871473354,0.381818181818182,0.440438871473354,-0.601602988521828,0.28,0.371304347826087,0.243465573974049,0.21981526981527,0.237967084996788,0.431830663615561,-0.727625454056029,0.476109270580735,0.473945867412828,0.369230769230769,0.3,0.451910505282258,0.416849816849817,0.391555555555556,0.459222698205749,0.355555555555556,0.393898771137495,0.451326323054012,-0.404315196998124,0.335555555555555,0.376581196581197,0.41243025318497,-0.392828277262221,0.314044866905279,0.486838592978944,0.486838592978944,-0.495096950005241,0.709703851470456,0.413549396231243,0.413549396231243,0.413549396231243,0.439576793491517,-0.2,-0.3,-0.425802130898021,0.371278195488722,0.396078195488722,0.342857142857143,0.309523809523809,0.432346016032376,0.415382243749455,0.342857142857143,0.370516717325228,0.395014709293099,-0.459908403386664,0.309523809523809,0.266666666666667,0.443472602666151,0.380938610490661
"cfos",0.288738129398101,0.285090399796282,0.256302521008403,0.185714285714286,0.219047619047619,-0.138019283945369,0.32,0.24,0.0710144927536232,0.0714285714285714,0.0778801843317972,0.25304347826087,-0.218010877257432,0.275077376565954,0.222137103402926,0.0583333333333333,0.0333333333333333,0.0979774705581157,0.0708333333333333,0.0642857142857143,0.0918859649122807,0.0476190476190476,0.106666666666667,0.201766233766234,-0.474888888888889,0.0333333333333333,0.0641025641025641,0.0902564102564102,-0.093030303030303,0.0833333333333333,0.502396325761943,0.502396325761943,-0.517163228927935,0.274023446140234,0.0921023965141612,0.0921023965141612,0.0921023965141612,0.114053616026356,0,-0.0333333333333333,-0.0868663594470046,0.0433333333333333,0.0643859649122807,0.01,-0.05,0.0958607121973459,0.0817866381232718,0.01,0.0433333333333333,0.064954954954955,-0.243682983682984,-0.05,-0.1,0.0323481116584565,0.0103693362035795
"CDC42",0.288738129398101,0.285090399796282,0.256302521008403,0.285714285714286,0.219047619047619,-0.138019283945369,0.22,0.24,0.0710144927536232,0.0714285714285714,0.0778801843317972,0.25304347826087,-0.218010877257432,0.275077376565954,0.222137103402926,0.0583333333333333,0.0333333333333333,0.0979774705581157,0.0708333333333333,0.0642857142857143,0.0918859649122807,0.0476190476190476,0.106666666666667,0.201766233766234,-0.474888888888889,0.0333333333333333,0.0641025641025641,0.0902564102564102,-0.093030303030303,0.0833333333333333,0.502396325761943,0.502396325761943,-0.517163228927935,0.274023446140234,0.0921023965141612,0.0921023965141612,0.0921023965141612,0.114053616026356,0,-0.0333333333333333,-0.0868663594470046,0.0433333333333333,0.0643859649122807,0.01,-0.05,0.0958607121973459,0.0817866381232718,0.01,0.0433333333333333,0.064954954954955,-0.243682983682984,-0.05,-0.1,0.0323481116584565,0.0103693362035795
"FUS",0.441297640653358,0.527219666474986,0.497432432432433,0.44,0.465,-0.299328223808949,0.3,0.353846153846154,0.144879757923236,0.134285714285714,0.142672811059908,0.387179487179487,-0.303257248236134,0.413616268788683,0.365016085557778,0.192857142857143,0.15,0.32530303030303,0.228857142857143,0.278333333333333,0.25578021978022,0.253333333333333,0.211896156052783,0.264446668719844,-0.454872495446266,0.260606060606061,0.295606060606061,0.322878787878788,-0.316996089600564,0.252429149797571,0.514356521437732,0.514356521437732,-0.524935395890403,0.418717560942535,0.342967352415027,0.342967352415027,0.342967352415027,0.361744644991446,-0.1,-0.333333333333333,-0.306111111111111,0.265277777777778,0.288354700854701,0.2375,0.2,0.216160234023923,0.201486320980445,0.133333333333333,0.161111111111111,0.18344120819849,-0.375766650302733,0.1,0.1,0.326701584272799,0.281014343547021
"NOTCHic",0.323706385780118,0.328256786064881,0.297046594982079,0.211111111111111,0.255111111111111,-0.266456754648473,0.22,0.253333333333333,0.175629877369008,0.0747619047619048,0.0841144227475163,0.281904761904762,-0.349577212309042,0.313333333333333,0.24986568986569,0.0666666666666667,0.0333333333333333,0.118918162798618,0.0888888888888889,0.0814102564102564,0.114470284237726,0.0583333333333333,0.136241889089571,0.251989553352521,-0.483971704623879,0.162857142857143,0.0983410138248848,0.127288382245937,-0.150878692884962,0.132153110047847,0.518760064412238,0.518760064412238,-0.532346920901834,0.333544438106503,0.149222661396574,0.149222661396574,0.149222661396574,0.174345814105934,0,-0.0333333333333333,-0.104939668174962,0.147179487179487,0.169760132340777,0.113846153846154,0.06,0.202616590969917,0.187807430664574,0.113846153846154,0.147179487179487,0.17025641025641,-0.265740152675558,0.06,0,0.161646451033243,0.13790909200255
"PAK1",0.309427784570514,0.305855427118687,0.285090399796282,0.219047619047619,0.256302521008403,-0.156700602626688,0.24,0.25304347826087,0.0798380221653879,0.0778801843317972,0.0849769585253456,0.275077376565954,-0.237042019125944,0.303077376565954,0.236218248987652,0.0708333333333333,0.0583333333333333,0.109977470558116,0.0918859649122807,0.0868663594470046,0.104848927875244,0.0642857142857143,0.119550102249489,0.21915753811406,-0.50111839708561,0.0641025641025641,0.0902564102564102,0.106739926739927,-0.106848484848485,0.108085808580858,0.527155168205673,0.527155168205673,-0.541528711161437,0.292649124259584,0.114053616026356,0.114053616026356,0.114053616026356,0.133144525117265,-0.0333333333333333,-0.0476190476190476,-0.0979774705581157,0.0643859649122807,0.081459135643988,0.0433333333333333,0.01,0.107033125990449,0.0958607121973459,0.0433333333333333,0.064954954954955,0.0817866381232718,-0.260810055506188,0.01,-0.05,0.0531028286395886,0.0207452760532035
"LIV1",0.309427784570514,0.305855427118687,0.285090399796282,0.219047619047619,0.256302521008403,-0.156700602626688,0.24,0.25304347826087,0.0798380221653879,0.0778801843317972,0.0849769585253456,0.275077376565954,-0.237042019125944,0.303077376565954,0.236218248987652,0.0708333333333333,0.0583333333333333,0.109977470558116,0.0918859649122807,0.0868663594470046,0.104848927875244,0.0642857142857143,0.119550102249489,0.21915753811406,-0.50111839708561,0.0641025641025641,0.0902564102564102,0.106739926739927,-0.106848484848485,0.108085808580858,0.527155168205673,0.527155168205673,-0.541528711161437,0.292649124259584,0.114053616026356,0.114053616026356,0.114053616026356,0.133144525117265,-0.0333333333333333,-0.0476190476190476,-0.0979774705581157,0.0643859649122807,0.081459135643988,0.0433333333333333,0.01,0.107033125990449,0.0958607121973459,0.0433333333333333,0.064954954954955,0.0817866381232718,-0.260810055506188,0.01,-0.05,0.0531028286395886,0.0207452760532035
"EGR1",0.309427784570514,0.305855427118687,0.285090399796282,0.219047619047619,0.256302521008403,-0.156700602626688,0.24,0.25304347826087,0.0798380221653879,0.0778801843317972,0.0849769585253456,0.275077376565954,-0.237042019125944,0.303077376565954,0.236218248987652,0.0708333333333333,0.0583333333333333,0.109977470558116,0.0918859649122807,0.0868663594470046,0.104848927875244,0.0642857142857143,0.119550102249489,0.21915753811406,-0.50111839708561,0.0641025641025641,0.0902564102564102,0.106739926739927,-0.106848484848485,0.108085808580858,0.527155168205673,0.527155168205673,-0.541528711161437,0.292649124259584,0.114053616026356,0.114053616026356,0.114053616026356,0.133144525117265,-0.0333333333333333,-0.0476190476190476,-0.0979774705581157,0.0643859649122807,0.081459135643988,0.0433333333333333,0.01,0.107033125990449,0.0958607121973459,0.0433333333333333,0.064954954954955,0.0817866381232718,-0.260810055506188,0.01,-0.05,0.0531028286395886,0.0207452760532035
"TGF",0.479751552795031,0.480039682539683,0.542539682539683,0.46,0.504444444444444,-0.222857544131233,0.333333333333333,0.376190476190476,0.231850419084462,0.211515151515151,0.222805474095797,0.413032581453634,-0.293800044598845,0.437477025898079,0.392002542911634,0.258333333333333,0.233333333333333,0.228908045977011,0.301190476190476,0.186666666666667,0.31171679197995,0.153333333333333,0.24422557682867,0.373148148148148,-0.498372743452835,0.253333333333333,0.293333333333333,0.320919540229885,-0.27186034231044,0.135526315789474,0.538372743452835,0.538372743452835,-0.547888031508721,0.352598338493975,0.229166666666667,0.229166666666667,0.229166666666667,0.263095238095238,-0.2,-0.133333333333333,-0.203908045977011,0.102857142857143,0.142479784366577,0.0428571428571429,0,0.184510998766212,0.160587553790136,0.0333333333333333,0.0933333333333333,0.132955974842767,-0.377489177489177,0,0,0.11820987654321,0.017270327158961
"SNAI1",0.32505675534561,0.321782846473525,0.305855427118687,0.256302521008403,0.285090399796282,-0.17179559399111,0.25304347826087,0.275077376565954,0.0887665935939593,0.0849769585253456,0.0912500212559729,0.303077376565954,-0.252546701748212,0.323705179256537,0.14974138066025,0.0918859649122807,0.0708333333333333,0.121045431723164,0.104848927875244,0.0979774705581157,0.120126705653021,0.0868663594470046,0.131079514014195,0.233208820165342,-0.523236777147915,0.0902564102564102,0.106739926739927,0.122658294086866,-0.118267626762676,0.123557506694066,0.54622035885758,0.54622035885758,-0.561989806262302,0.307566992177787,0.133144525117265,0.133144525117265,0.133144525117265,0.148415461077857,-0.0583333333333333,-0.0642857142857143,-0.109977470558116,0.081459135643988,0.0955359180937138,0.0643859649122807,0.0433333333333333,0.11586121065746,0.107033125990449,0.064954954954955,0.0817866381232718,0.0958607121973459,-0.275872817012464,0.0433333333333333,0.01,0.0696529451897051,0.0286948374567123
"Csl",0.346694891527245,0.351159280395947,0.328256786064881,0.255111111111111,0.297046594982079,-0.286793146085782,0.253333333333333,0.281904761904762,0.188048178022603,0.0841144227475163,0.0935588671919607,0.313333333333333,-0.370391165797414,0.344855072463768,0.267256994213516,0.0888888888888889,0.0666666666666667,0.133573335212411,0.114470284237726,0.104939668174962,0.132299741602067,0.0814102564102564,0.150825222422905,0.271176912269,-0.513971704623879,0.0983410138248848,0.127288382245937,0.147288382245937,-0.166048059600721,0.155730345820205,0.546936859992349,0.546936859992349,-0.560451496065233,0.353753237509934,0.174345814105934,0.174345814105934,0.174345814105934,0.194934049400052,-0.0333333333333333,-0.0583333333333333,-0.118918162798618,0.169760132340777,0.187502067824648,0.147179487179487,0.113846153846154,0.214794978620003,0.202616590969917,0.147179487179487,0.17025641025641,0.187807430664574,-0.287399138850673,0.113846153846154,0.06,0.183497350776174,0.148451444226803
"TCFLEF",0.587343242696367,0.569303660130733,0.550098362117488,0.497435897435897,0.527668455575432,-0.287566265513007,0.431428571428571,0.46801393728223,0.199542106765629,0.173494645705172,0.181334033850487,0.486109175377468,-0.40063144949849,0.506517338642774,0.406945818012764,0.263064935064935,0.235064935064935,0.254846814245191,0.275968160871387,0.222380952380952,0.292272508697474,0.203333333333333,0.231367224598072,0.382066354308872,-0.431316844919786,0.323561294436474,0.341208353260003,0.357487423027445,-0.317865580096454,0.178933824658376,0.561473728513202,0.561473728513202,-0.573472591665363,0.409138052661986,0.343465550646056,0.343465550646056,0.343465550646056,0.357263185337252,-0.171428571428571,-0.183333333333333,-0.240122887864823,0.170651080945199,0.186179031255758,0.154411764705882,0.129411764705882,0.109798718863103,0.0972557635366427,0.15,0.166239316239316,0.181333655861958,-0.418269734123157,0.125,0.1,0.522602686202686,0.269806710249746
"SMAD",0.403133234569363,0.406913650584463,0.382212455365339,0.30952380952381,0.350368879946345,-0.291722048503625,0.285714285714286,0.308294930875576,0.213600439114901,0.193038924545774,0.101610353117202,0.34085307041046,-0.373115586607672,0.373545378102767,0.311620893891055,0.197619047619048,0.183333333333333,0.240262667257824,0.223109243697479,0.208333333333333,0.244442577030812,0.183333333333333,0.255446446027091,0.311210082633275,-0.536382928912962,0.207619047619048,0.236354679802956,0.258576902025178,-0.229809245335561,0.175998225377107,0.570838514438622,0.570838514438622,-0.582892528791777,0.367256897496812,0.262837785213331,0.262837785213331,0.262837785213331,0.284548311529121,-0.15,-0.158333333333333,-0.225764525993884,0.18021978021978,0.201083089572298,0.157142857142857,0.123809523809524,0.223848006687302,0.210879414995306,0.15047619047619,0.174005602240896,0.194732874968169,-0.318800977553928,0.117142857142857,0.06,0.189111854499304,0.0986283060501272
"TGFR",0.509882557161843,0.511954576156704,0.480039682539683,0.504444444444444,0.542539682539683,-0.253342532583889,0.376190476190476,0.413032581453634,0.243790717591924,0.222805474095797,0.23099052747658,0.437477025898079,-0.322931220067329,0.462134560144654,0.417076289224318,0.301190476190476,0.258333333333333,0.248682057276446,0.31171679197995,0.203908045977011,0.332647024538089,0.186666666666667,0.264515431901133,0.401262027151707,-0.537658457738549,0.293333333333333,0.320919540229885,0.34897709418672,-0.29264273839846,0.1614522417154,0.574221800056609,0.574221800056609,-0.583958412740393,0.382690931086567,0.263095238095238,0.263095238095238,0.263095238095238,0.28999582289056,-0.233333333333333,-0.153333333333333,-0.228908045977011,0.142479784366577,0.170221719850448,0.102857142857143,0.0428571428571429,0.203377252087736,0.184510998766212,0.0933333333333333,0.132955974842767,0.160587553790136,-0.407489177489177,0.0333333333333333,0,0.151257086843639,0.0338025852234771
"GLI",0.389470781733746,0.486572173957416,0.463748644545652,0.395,0.432931034482759,-0.163077192057616,0.382857142857143,0.39952380952381,0.138212772890192,0.132557212294601,0.139584239321628,0.424199134199134,-0.245267213732879,0.452375929779245,0.306986342986686,0.132456140350877,0.116666666666667,0.256911790057153,0.150823487289653,0.227005012531328,0.168010987289653,0.205952380952381,0.160034242479926,0.274025741283806,-0.544604890604891,0.122829354553492,0.147829354553492,0.166876973601112,-0.212218993588857,0.137698348848791,0.575036012971497,0.575036012971497,-0.588244820195285,0.312226559813807,0.241875944657598,0.241875944657598,0.241875944657598,0.262668023865519,-0.0833333333333333,-0.180952380952381,-0.243331543143573,0.177836812144213,0.0986878759739998,0.155483870967742,0.12,0.118217665285019,0.105007862535468,0.0454838709677419,0.0674350904799371,0.0881247456523508,-0.32507005077015,0.01,-0.05,0.0572554347826087,-0.00747083247929996
"ZEB1",0.431882492597086,0.456177665460673,0.427437507980358,0.350383141762452,0.392412127269698,-0.520636985911637,0.216666666666667,0.268666666666667,0.181926700242762,0.164292197568108,0.174388351414261,0.30278431372549,-0.49725200650928,0.337586075840028,0.317654709179514,0.210175438596491,0.173333333333333,0.247027740245241,0.234765602530917,0.206060606060606,0.263337031102346,0.183333333333333,0.294526335383227,0.422540427349108,-0.5422900419896,0.264583333333333,0.295955882352941,0.32405505590666,-0.340587301775188,0.266315789473684,0.588107969286204,0.588107969286204,-0.607645576586051,0.455363918849902,0.368876925230837,0.368876925230837,0.368876925230837,0.392341492159971,-0.133333333333333,-0.158333333333333,-0.229590017825312,0.358862682033414,0.379824881346129,0.331939605110337,0.29047619047619,0.409200188849695,0.395012321922102,0.328642901813634,0.35609388220579,0.376927215539124,-0.311124954993427,0.287179487179487,0.233333333333333,0.407352300981107,0.342111196521487
