"","FOXC2","TGF","TGFR","CDC42","PAK1","MEK","SNAI1","EGR1","ERK","cfos","HEY1","SMAD","ILK","SHH","AKT","TWIST1","IKK","NFB","SMO","FUS","Jagged","Csn","NOTCH","NOTCHic","Csl","SOSGRB2","SNAI2","KLF4","ZEB2","ZEB1","cateninmemb","RAS","RAF","PI3K","DELTA","Ecadherin","GSK3","miR200","cateninnuc","GLI","TCFLEF","Wnt","CD44","cMet","Frizzled","SRC","DSH","STAT","AXIN2","TrCP","SUFU","LIV1","Destcompl","Patched","RKIP"
"ERK",0.357513071456436,0.38365078389745,0.356351080633355,0.315495049504951,0.265,0.202980001227456,0.260957836038265,0.187241379310345,0.170231463215761,0.226371814092954,0.174407056358276,0.176236381294389,0.16540435617665,0.236869155557222,0.204150696864111,0.419241652763469,0.181293554006969,0.154464285714286,0.203700564971751,0.181666666666667,0.285291666238803,0.110714285714286,0.26546762115699,0.239872383061752,0.204988662131519,0.115503114855788,0.452455129425432,-0.402263797226207,0.438044070448426,0.438044070448426,-0.527008094353931,0.145239728047803,0.119601817962749,0.119601817962749,0.119601817962749,-0.594685749420544,-0.202078920895637,-0.447970028248697,0.403403993539562,0.368141170437596,0.38648215631152,0.345761567038163,0.366567353329625,0.343800782724437,0.315602836879433,0.313642052565707,0.266666666666667,0.264705882352941,0.401892119362938,-0.0857142857142857,-0.14,0.2,0.0429199020324461,-0.221268132539319,-0.279008746355685
"STAT",0.218992408557626,0.212097838640488,0.194856459330144,0.165909090909091,0.140909090909091,0.207893738140417,0.148324749556365,0.2,0.191764705882353,0.18,0.0586666666666667,0.0649619634627131,0.0615136876006441,0.0629342132830505,0.0427602905569007,0.0811339852461829,0.0342857142857143,0.02,0.045,0.025,0.0680509104422148,0,0.0332740428255862,0.0204027556968733,-0.00392156862745098,-0.0069376026272578,0.1116450404212,-0.326728064963359,0.442935269858347,0.442935269858347,-0.0664225221809866,-0.0300412087912088,-0.0438873626373626,-0.0438873626373626,-0.0438873626373626,-0.211234322002838,0.0422508103257548,-0.458532927961468,0.0332954770141283,0.0126790981879477,0.023802629159772,-0.000595238095238093,0.0129182754182754,-0.000595238095238093,-0.0196428571428571,-0.0196428571428571,-0.0571428571428571,-0.0571428571428571,-0.0417162550452067,0,0,0,-0.062844395086611,-0.0566279069767442,-0.171240347490347
"cMet",0.404391025641026,0.404830917874396,0.372222222222222,0.35,0.3,0.420454545454546,0.404054153146712,0.325,0.415,0.385,0.21781905744754,0.21034632034632,0.197619047619048,0.204256854256854,0.2725,0.390154470276174,0.26,0.266666666666667,0.15,0.15,0.222382478632479,0.2,0.278555083360575,0.24812030075188,0.242857142857143,0.0109523809523809,0.369297584136294,-0.320634920634921,0.458008658008658,0.458008658008658,-0.190956439393939,0.241766609556444,0.201960784313725,0.201960784313725,0.201960784313725,-0.324719762320248,-0.256275381613873,-0.467637104743083,0.160580439177441,0.0833333333333333,0.127858726639214,0.0214285714285714,0.082404181184669,0.0214285714285714,-0.05,0.05,-0.1,0,0.0378947368421053,-0.2,-0.1,0.1,-0.132661440836133,-0.177272727272727,-0.453333333333333
"Jagged",0.312857142857143,0.331555555555555,0.255555555555556,0.2,0.2,0.286666666666667,0.258333333333333,0.1,0.22,0.2,0.166666666666667,0.0714285714285714,0.0666666666666667,0.121794871794872,0.0888888888888889,0.293,0.0333333333333333,0,0.0333333333333333,0,0.166493506493506,0,0.231428571428571,0.16,0.1,0.12,0.415925394548063,-0.405555555555556,0.46207729468599,0.46207729468599,-0.428579325594251,0.252727272727273,0.18,0.18,0.18,-0.505079365079365,-0.23639846743295,-0.472121212121212,0.346314102564103,0.269230769230769,0.312980769230769,0.2,0.269230769230769,0.2,0.1,0.1,0,0,0.28,0,0,0,0.29972602739726,-0.0833333333333333,-0.235897435897436
"DELTA",0.312857142857143,0.331555555555555,0.255555555555556,0.2,0.2,0.286666666666667,0.258333333333333,0.1,0.22,0.2,0.166666666666667,0.0714285714285714,0.0666666666666667,0.121794871794872,0.0888888888888889,0.293,0.0333333333333333,0,0.0333333333333333,0,0.166493506493506,0,0.231428571428571,0.16,0.1,0.12,0.415925394548063,-0.405555555555556,0.46207729468599,0.46207729468599,-0.428579325594251,0.252727272727273,0.18,0.18,0.18,-0.505079365079365,-0.23639846743295,-0.472121212121212,0.346314102564103,0.269230769230769,0.312980769230769,0.2,0.269230769230769,0.2,0.1,0.1,0,0,0.28,0,0,0,0.29972602739726,-0.0833333333333333,-0.235897435897436
"NFB",0.538711484593837,0.568877854171972,0.525443510737628,0.467460317460317,0.405555555555556,0.303965367965368,0.318448696896973,0.142857142857143,0.251584415584416,0.178857142857143,0.198011573050273,0.199095938586254,0.18578795379538,0.274903846153846,0.355473453749316,0.5585506787227,0.31984126984127,0.264285714285714,0.226153846153846,0.18,0.302450252450252,0.314285714285714,0.39714404317144,0.358787878787879,0.305454545454545,0.331976356976357,0.547955609081546,-0.414350355526826,0.472592899571764,0.472592899571764,-0.594927446837336,0.406757844652581,0.37486595276069,0.37486595276069,0.37486595276069,-0.711315374302888,-0.244198268293237,-0.477283902691511,0.445809594828364,0.396932629783605,0.422677281597041,0.367372881355932,0.396486805406565,0.367372881355932,0.325,0.325,0.275,0.275,0.433785420793295,-0.3,-0.12,0.2,0.146839615512376,-0.251153846153846,-0.312412541624574
"SRC",0.40859943977591,0.400551948051948,0.369642857142857,0.345833333333333,0.333333333333333,0.333142748237088,0.308263226544133,0.3,0.316161616161616,0.327272727272727,0.126804038397881,0.113934329065908,0.109429824561404,0.0953812636165577,0.168803418803419,0.258727349346818,0.157692307692308,0.15,0.0533333333333333,0.0333333333333333,0.110233430091921,0.15,0.168809523809524,0.143809523809524,0.12,0.00857142857142857,0.190526785661845,-0.354328165374677,0.481079664570231,0.481079664570231,-0.111541343241487,0.219105082904018,0.191973299958281,0.191973299958281,0.191973299958281,-0.276047710167113,-0.152156485489819,-0.493078612209047,0.0806366047745358,0.0344827586206897,0.0614058355437666,0,0.0344827586206897,0,-0.05,-0.05,-0.1,0,-0.027046470504245,-0.1,-0.0333333333333333,0,-0.080051797017155,-0.0718518518518519,-0.405408927989573
"TWIST1",0.524303126656068,0.508817140306502,0.474271685761047,0.433846153846154,0.38,0.469035554609325,0.466127868355299,0.28,0.428051948051948,0.370909090909091,0.242579942579943,0.236291884101646,0.219270607505902,0.441834964022071,0.451540813926135,0.447100381557103,0.41025641025641,0.366666666666667,0.380434782608696,0.35,0.384665543842139,0.3,0.403806608282312,0.366908212560386,0.327777777777778,0.301434676434676,0.563660037576842,-0.4010115266996,0.4817788103023,0.4817788103023,-0.62755611801401,0.433010465375195,0.405555555555556,0.405555555555556,0.405555555555556,-0.807683388163944,-0.385386845748086,-0.490260899067006,0.433092048037238,0.388068333847895,0.412084853792634,0.35831223628692,0.38684766214178,0.357435897435897,0.326666666666667,0.326666666666667,0.293333333333333,0.293333333333333,0.43775045320873,-0.2,-0.3,0.26,0.372556081049156,-0.414763140817651,-0.453393144697492
"SMO",0.430350877192982,0.523333333333333,0.481666666666667,0.44,0.4,0.393240093240093,0.36185418305796,0.2,0.353846153846154,0.3,0.128937728937729,0.134285714285714,0.12,0.322261904761905,0.236857142857143,0.280885780885781,0.192857142857143,0.15,0.253333333333333,0.333333333333333,0.234652014652015,0.1,0.322377622377622,0.278787878787879,0.233333333333333,0.255263157894737,0.328822966507177,-0.413888888888889,0.482485875706215,0.482485875706215,-0.389448392357875,0.378311758199049,0.345781637717122,0.345781637717122,0.345781637717122,-0.441032301032301,-0.331502188868043,-0.492374924653406,0.291874432988325,0.337843137254902,0.265948507062399,0.296666666666667,0.234033613445378,0.192857142857143,0.25,0.15,0.2,0.1,0.360865800865801,0,-0.3,0.1,0.312381870781099,-0.290833333333333,-0.352857142857143
"NOTCH",0.376122448979592,0.396071684587814,0.331555555555555,0.255555555555556,0.2,0.350952380952381,0.299871794871795,0.2,0.286666666666667,0.22,0.171014492753623,0.0814285714285714,0.0714285714285714,0.151206636500754,0.133333333333333,0.341275862068966,0.0888888888888889,0.0333333333333333,0.0833333333333333,0.0333333333333333,0.194795393285959,0,0.186267281105991,0.231428571428571,0.16,0.167368421052632,0.456096334719003,-0.46207729468599,0.52133655394525,0.52133655394525,-0.476601924464307,0.302727272727273,0.252727272727273,0.252727272727273,0.252727272727273,-0.561761392729135,-0.276628352490421,-0.529264069264069,0.375009754738016,0.312980769230769,0.346314102564103,0.269230769230769,0.312980769230769,0.269230769230769,0.2,0.2,0.1,0.1,0.337692307692308,0,0,0,0.326998754669988,-0.121794871794872,-0.28762157382847
"FUS",0.469540066382172,0.562893772893773,0.523333333333333,0.481666666666667,0.44,0.430449395565675,0.389390414942018,0.3,0.393240093240093,0.353846153846154,0.144879757923236,0.145253456221198,0.134285714285714,0.34597324496809,0.270190476190476,0.315330225330225,0.236857142857143,0.192857142857143,0.290833333333333,0.253333333333333,0.259492778983225,0.15,0.358848210612917,0.322377622377622,0.278787878787879,0.272910216718266,0.359257749115873,-0.461429872495446,0.526585254588202,0.526585254588202,-0.425735312189099,0.40642235727739,0.378311758199049,0.378311758199049,0.378311758199049,-0.481904675830362,-0.354309206411902,-0.536374924653406,0.313508321036737,0.37047471620227,0.291874432988325,0.337843137254902,0.265948507062399,0.234033613445378,0.296666666666667,0.192857142857143,0.25,0.15,0.396436270664459,-0.1,-0.333333333333333,0.1,0.32858124772814,-0.322261904761905,-0.391804511278195
"TGF",0.534673913043478,0.55047619047619,0.593333333333333,0.526666666666667,0.46,0.474670008354219,0.442803560076287,0.333333333333333,0.423558897243108,0.376190476190476,0.231850419084462,0.22603128054741,0.211515151515151,0.265617816091954,0.341791979949875,0.464276729559748,0.315476190476191,0.258333333333333,0.203333333333333,0.153333333333333,0.318389724310777,0.233333333333333,0.38816091954023,0.343333333333333,0.273333333333333,0.181578947368421,0.486111346332045,-0.507068395626748,0.559795668354021,0.559795668354021,-0.508852340831759,0.396839826839827,0.34047619047619,0.34047619047619,0.34047619047619,-0.589392339437979,-0.374631519274376,-0.567284583232859,0.420273198724615,0.34078431372549,0.384232589587559,0.28,0.34078431372549,0.28,0.2,0.2,0.1,0.1,0.355334538878843,-0.2,-0.133333333333333,0,0.177856096158483,-0.234367816091954,-0.411688311688312
"cfos",0.403245594673141,0.42360698125404,0.378991596638655,0.314285714285714,0.242857142857143,0.389064112011791,0.318301698301698,0.32,0.336521739130435,0.28,0.0813593203398301,0.0933521078682369,0.0788359788359788,0.158556067588326,0.157675438596491,0.35968517639614,0.120833333333333,0.0833333333333333,0.10952380952381,0.0761904761904762,0.20530401891253,0.0333333333333333,0.21113782051282,0.17051282051282,0.116666666666667,0.193055555555556,0.497445169745073,-0.509936507936508,0.560496175871478,0.560496175871478,-0.521445724531024,0.342413984461709,0.302413984461709,0.302413984461709,0.302413984461709,-0.596585868379549,-0.307944984401969,-0.571971819030643,0.416188099367212,0.360400421496312,0.390838797970006,0.326153846153846,0.36136511375948,0.326153846153846,0.28,0.28,0.2,0.2,0.392285133565621,0,-0.0333333333333333,0.1,0.360343826344667,-0.138556067588326,-0.31979020979021
"CDC42",0.403245594673141,0.42360698125404,0.378991596638655,0.314285714285714,0.342857142857143,0.389064112011791,0.318301698301698,0.22,0.336521739130435,0.28,0.0813593203398301,0.0933521078682369,0.0788359788359788,0.158556067588326,0.157675438596491,0.35968517639614,0.120833333333333,0.0833333333333333,0.10952380952381,0.0761904761904762,0.20530401891253,0.0333333333333333,0.21113782051282,0.17051282051282,0.116666666666667,0.193055555555556,0.497445169745073,-0.509936507936508,0.560496175871478,0.560496175871478,-0.521445724531024,0.342413984461709,0.302413984461709,0.302413984461709,0.302413984461709,-0.596585868379549,-0.307944984401969,-0.571971819030643,0.416188099367212,0.360400421496312,0.390838797970006,0.326153846153846,0.36136511375948,0.326153846153846,0.28,0.28,0.2,0.2,0.392285133565621,0,-0.0333333333333333,0.1,0.360343826344667,-0.138556067588326,-0.31979020979021
"NOTCHic",0.420837896134063,0.440587813620072,0.396071684587814,0.331555555555555,0.255555555555556,0.408095238095238,0.331422597010832,0.22,0.350952380952381,0.286666666666667,0.184860646599777,0.0979753340184995,0.0814285714285714,0.172945766935537,0.172868217054264,0.378050055617353,0.133333333333333,0.0888888888888889,0.121794871794872,0.0833333333333333,0.218604917095483,0.0333333333333333,0.227600614439324,0.186267281105991,0.231428571428571,0.221913875598086,0.489429668052337,-0.515648723257419,0.570966183574879,0.570966183574879,-0.518883803658938,0.342121212121212,0.302727272727273,0.302727272727273,0.302727272727273,-0.608404502269771,-0.306586158397594,-0.581865225333433,0.399968432423966,0.345565038893691,0.375009754738016,0.312980769230769,0.346314102564103,0.312980769230769,0.269230769230769,0.269230769230769,0.2,0.2,0.380138350857775,0,-0.0333333333333333,0.1,0.347413979583482,-0.151206636500754,-0.331283545659456
"TCFLEF",0.613530167074534,0.601311840769672,0.5746336996337,0.545787545787546,0.507692307692308,0.525509507430239,0.432376326100108,0.431428571428571,0.499815062985795,0.472891986062718,0.202196974022267,0.184886277589525,0.175408521303258,0.279044734307535,0.308434738524767,0.426113327643453,0.289097721950181,0.271064935064935,0.238617886178862,0.216666666666667,0.276655075713987,0.235064935064935,0.390177331120536,0.366729055258467,0.343496732026144,0.197534618148115,0.34933549547066,-0.439831393853671,0.575400318625474,0.575400318625474,-0.425705132099085,0.40266585368286,0.379674163932167,0.379674163932167,0.379674163932167,-0.601351021329718,-0.353415528939423,-0.586610799123533,0.19855922115778,0.26087542952264,0.180030090307732,0.232687510059553,0.256411999855471,0.228520843392886,0.202412280701754,0.198245614035088,0.170833333333333,0.166666666666667,0.592284474627429,-0.171428571428571,-0.183333333333333,0.133333333333333,0.314028408409672,-0.258290017326403,-0.435052503052503
"PAK1",0.43728068239244,0.457685193544543,0.42360698125404,0.378991596638655,0.314285714285714,0.438057400602395,0.34597160121432,0.28,0.389064112011791,0.336521739130435,0.100476967398654,0.108190817545656,0.0933521078682369,0.180383478755838,0.186647401213314,0.390193650972411,0.157675438596491,0.120833333333333,0.138556067588326,0.10952380952381,0.228870897893421,0.0833333333333333,0.242598494670124,0.21113782051282,0.17051282051282,0.225055555555556,0.526388508183052,-0.55255945875618,0.600949250305135,0.600949250305135,-0.556949285060017,0.375904550499445,0.342413984461709,0.342413984461709,0.342413984461709,-0.634773570644921,-0.332757014477157,-0.612788145561255,0.437455067693004,0.389934100252789,0.416188099367212,0.360400421496312,0.390838797970006,0.36136511375948,0.326153846153846,0.326153846153846,0.28,0.28,0.427384471313966,-0.0333333333333333,-0.0761904761904762,0.2,0.377656079309094,-0.158556067588326,-0.353868422080713
"LIV1",0.43728068239244,0.457685193544543,0.42360698125404,0.378991596638655,0.314285714285714,0.438057400602395,0.34597160121432,0.28,0.389064112011791,0.336521739130435,0.100476967398654,0.108190817545656,0.0933521078682369,0.180383478755838,0.186647401213314,0.390193650972411,0.157675438596491,0.120833333333333,0.138556067588326,0.10952380952381,0.228870897893421,0.0833333333333333,0.242598494670124,0.21113782051282,0.17051282051282,0.225055555555556,0.526388508183052,-0.55255945875618,0.600949250305135,0.600949250305135,-0.556949285060017,0.375904550499445,0.342413984461709,0.342413984461709,0.342413984461709,-0.634773570644921,-0.332757014477157,-0.612788145561255,0.437455067693004,0.389934100252789,0.416188099367212,0.360400421496312,0.390838797970006,0.36136511375948,0.326153846153846,0.326153846153846,0.28,0.28,0.427384471313966,-0.0333333333333333,-0.0761904761904762,0.2,0.377656079309094,-0.158556067588326,-0.353868422080713
"EGR1",0.43728068239244,0.457685193544543,0.42360698125404,0.378991596638655,0.314285714285714,0.438057400602395,0.34597160121432,0.28,0.389064112011791,0.336521739130435,0.100476967398654,0.108190817545656,0.0933521078682369,0.180383478755838,0.186647401213314,0.390193650972411,0.157675438596491,0.120833333333333,0.138556067588326,0.10952380952381,0.228870897893421,0.0833333333333333,0.242598494670124,0.21113782051282,0.17051282051282,0.225055555555556,0.526388508183052,-0.55255945875618,0.600949250305135,0.600949250305135,-0.556949285060017,0.375904550499445,0.342413984461709,0.342413984461709,0.342413984461709,-0.634773570644921,-0.332757014477157,-0.612788145561255,0.437455067693004,0.389934100252789,0.416188099367212,0.360400421496312,0.390838797970006,0.36136511375948,0.326153846153846,0.326153846153846,0.28,0.28,0.427384471313966,-0.0333333333333333,-0.0761904761904762,0.2,0.377656079309094,-0.158556067588326,-0.353868422080713
"ZEB1",0.463761997116357,0.493474441339726,0.459337895154987,0.417799433616525,0.364176245210728,0.365026895714038,0.345562237345778,0.216666666666667,0.322549019607843,0.276666666666667,0.185035508532918,0.179052084573757,0.166552084573757,0.269158174842755,0.284223396088996,0.466988573404647,0.251849295369572,0.220701754385965,0.223106060606061,0.195833333333333,0.329360881950996,0.173333333333333,0.359550330033003,0.32621699669967,0.289583333333333,0.293359518198481,0.484562165541694,-0.552877562600551,0.604982899182057,0.604982899182057,-0.631459679157871,0.448143968146402,0.418176541436304,0.418176541436304,0.418176541436304,-0.632999633586149,-0.38240404040404,-0.624097667098159,0.485499659381597,0.444367965367965,0.466225767229969,0.417095238095238,0.442797195801398,0.415591313448456,0.383095238095238,0.380897435897436,0.338095238095238,0.335897435897436,0.475379914033557,-0.133333333333333,-0.158333333333333,0.266666666666667,0.393067856874957,-0.247858535853585,-0.332531546467717
"TGFR",0.580048362382685,0.598677629325111,0.55047619047619,0.593333333333333,0.526666666666667,0.518505624792575,0.479519977986735,0.376190476190476,0.474670008354219,0.423558897243108,0.248268329532223,0.239198540333886,0.22603128054741,0.293617816091954,0.374350119484758,0.505882568975807,0.341791979949875,0.315476190476191,0.234367816091954,0.203333333333333,0.348501248474346,0.258333333333333,0.431226612970887,0.38816091954023,0.343333333333333,0.224788823911631,0.525610382940909,-0.557068395626748,0.607720196655907,0.607720196655907,-0.556634343366613,0.440983970983971,0.396839826839827,0.396839826839827,0.396839826839827,-0.639295252059338,-0.408631519274376,-0.615671680007053,0.448885638916003,0.384027556968733,0.420273198724615,0.34078431372549,0.384232589587559,0.34078431372549,0.28,0.28,0.2,0.2,0.408013110307414,-0.233333333333333,-0.153333333333333,0.1,0.203510546420264,-0.265617816091954,-0.453116883116883
"Csl",0.454756024789034,0.474230505035385,0.440587813620072,0.396071684587814,0.331555555555555,0.456729117876659,0.3597928183388,0.286666666666667,0.408095238095238,0.350952380952381,0.206429274050757,0.114086445129611,0.0979753340184995,0.195752784479396,0.204118217054264,0.408566487542235,0.172868217054264,0.133333333333333,0.151206636500754,0.121794871794872,0.242724158287895,0.0888888888888889,0.259693637695138,0.227600614439324,0.186267281105991,0.251422072319398,0.518109871098022,-0.559934437543133,0.612632850241546,0.612632850241546,-0.554323598705907,0.374563960212815,0.342121212121212,0.342121212121212,0.342121212121212,-0.64698179365144,-0.330787071639604,-0.624097172817022,0.421047478848056,0.374320403700558,0.399968432423966,0.345565038893691,0.375009754738016,0.346314102564103,0.312980769230769,0.312980769230769,0.269230769230769,0.269230769230769,0.414013689611163,-0.0333333333333333,-0.0833333333333333,0.2,0.363898905818248,-0.172945766935537,-0.367097499147828
"SMAD",0.496669550224565,0.514340029428327,0.477754663574668,0.431991951710262,0.371428571428571,0.471405066587558,0.395830403876916,0.314285714285714,0.422612796056157,0.369124423963134,0.229016604874041,0.118864696946889,0.204578982661174,0.299778127183787,0.310371978769136,0.429115263978314,0.276143790849673,0.238888888888889,0.250833333333333,0.220833333333333,0.349112421991831,0.205555555555556,0.363749803847723,0.328527131782946,0.286666666666667,0.257407269477134,0.533504354248427,-0.575333164186459,0.627399811928114,0.627399811928114,-0.567436903231578,0.459012840542916,0.425339371155161,0.425339371155161,0.425339371155161,-0.659188333344712,-0.369249452217604,-0.637517198248906,0.436021257013289,0.387558935361217,0.414296547228878,0.356,0.388273155416013,0.356734693877551,0.32,0.32,0.271428571428571,0.271428571428571,0.423836187966623,-0.15,-0.183333333333333,0.2,0.27462095859436,-0.276759259259259,-0.389795021502339
"SNAI1",0.466262405630037,0.486777998549757,0.457685193544543,0.42360698125404,0.378991596638655,0.473820498552281,0.270834489696952,0.336521739130435,0.438057400602395,0.389064112011791,0.118334110255796,0.119219318165235,0.108190817545656,0.200860615932777,0.215520640649933,0.416781379712992,0.186647401213314,0.157675438596491,0.158556067588326,0.138556067588326,0.250202587165924,0.120833333333333,0.271712418720757,0.242598494670124,0.21113782051282,0.245055555555556,0.550597823881729,-0.589236574743641,0.635028852295185,0.635028852295185,-0.586379417768838,0.402047777419203,0.375904550499445,0.375904550499445,0.375904550499445,-0.667348862593293,-0.352977856437129,-0.648127951386497,0.454785345550351,0.415524651433891,0.437455067693004,0.389934100252789,0.416188099367212,0.390838797970006,0.360400421496312,0.36136511375948,0.326153846153846,0.326153846153846,0.456400660604128,-0.0833333333333333,-0.10952380952381,0.28,0.39152469244778,-0.180383478755838,-0.384653984713409
"GLI",0.497838597453402,0.615028610540077,0.576899114137199,0.530402298850575,0.468333333333333,0.555909090909091,0.408015220481082,0.402857142857143,0.509242424242424,0.461190476190476,0.15473324072645,0.158369988985897,0.144856475472383,0.323279461540449,0.238626703616935,0.424476806260506,0.206343239050006,0.175730994152047,0.273339598997494,0.247023809523809,0.272447108691795,0.138888888888889,0.289451076921338,0.253528746824251,0.214288240495137,0.23271645021645,0.551687700950834,-0.586816816816817,0.636427400289789,0.636427400289789,-0.579887314621675,0.468825718604326,0.432629399585921,0.432629399585921,0.432629399585921,-0.661264447886233,-0.42188041776454,-0.647161632243734,0.462151208161848,0.409325895949542,0.438694418038392,0.47479674796748,0.409650939777522,0.375105485232067,0.433333333333333,0.333333333333333,0.38,0.28,0.441227390180879,-0.0833333333333333,-0.20952380952381,0.2,0.341310645736698,-0.299112794873782,-0.408122579175211
