"","FOXC2","TGF","TGFR","CDC42","PAK1","MEK","SNAI1","EGR1","ERK","cfos","HEY1","SMAD","ILK","SHH","AKT","TWIST1","IKK","NFB","SMO","FUS","Jagged","Csn","NOTCH","NOTCHic","Csl","SOSGRB2","KLF4","SNAI2","ZEB2","ZEB1","cateninmemb","RAS","RAF","PI3K","DELTA","Ecadherin","GSK3","miR200","cateninnuc","GLI","TCFLEF","Wnt","CD44","cMet","Frizzled","SRC","DSH","STAT","AXIN2","TrCP","SUFU","LIV1","Destcompl","Patched","RKIP"
"STAT",0.220788821275637,0.214789253794489,0.196464646464646,0.165909090909091,0.140909090909091,0.208248222365869,0.149382623670586,0.2,0.191764705882353,0.18,0.0586666666666667,0.0649619634627131,0.0615136876006441,0.0637371780259859,0.0430576441102757,0.0844600938967136,0.0342857142857143,0.02,0.045,0.025,0.0699186294278319,0,0.0354769276131505,0.0217927170868347,-0.00392156862745098,-0.00595238095238095,-0.326728064963359,0.110402364209975,0.443379953379953,0.443379953379953,-0.0772603488160602,-0.0277049086431067,-0.0416289592760181,-0.0416289592760181,-0.0416289592760181,-0.233745838591232,0.0405857300594143,-0.458910189386487,0.0371958956631617,0.0192669172932331,0.0287698225312063,0.00676691729323308,0.0195328747400416,0.00676691729323308,-0.0142857142857143,-0.0142857142857143,-0.0571428571428571,-0.0571428571428571,-0.0362448304383788,0,0,0,-0.0614897020326684,-0.0571951219512195,-0.171693246041072
"cMet",0.398795698924731,0.397192513368984,0.367647058823529,0.35,0.3,0.418703703703704,0.398543556531447,0.325,0.415,0.385,0.21781905744754,0.21034632034632,0.197619047619048,0.199615975422427,0.269677419354839,0.382400932400932,0.26,0.266666666666667,0.15,0.15,0.213541909573779,0.2,0.27012987012987,0.242857142857143,0.242857142857143,0.00796387520525451,-0.320634920634921,0.479137388960974,0.456717394861725,0.456717394861725,-0.157540810953133,0.228522231314784,0.190224358974359,0.190224358974359,0.190224358974359,-0.327723155073596,-0.245425685425685,-0.466620239663718,0.144306184012066,0.0682783882783883,0.11342383107089,0.00256410256410255,0.0672699849170437,0.00256410256410255,-0.0666666666666667,0.0333333333333333,-0.1,0,0.0137254901960784,-0.2,-0.1,0.1,-0.152105069124424,-0.173809523809524,-0.450626780626781
"Jagged",0.312857142857143,0.331555555555555,0.255555555555556,0.2,0.2,0.286666666666667,0.258333333333333,0.1,0.22,0.2,0.166666666666667,0.0714285714285714,0.0666666666666667,0.121794871794872,0.0888888888888889,0.291666666666667,0.0333333333333333,0,0.0333333333333333,0,0.163636363636364,0,0.231428571428571,0.16,0.1,0.12,-0.405555555555556,0.434730158730159,0.46207729468599,0.46207729468599,-0.417543859649123,0.251428571428571,0.18,0.18,0.18,-0.490952380952381,-0.234920634920635,-0.472121212121212,0.330913490623109,0.266666666666667,0.304597701149425,0.2,0.266666666666667,0.2,0.1,0.1,0,0,0.278947368421053,0,0,0,0.294565217391304,-0.0833333333333333,-0.235897435897436
"DELTA",0.312857142857143,0.331555555555555,0.255555555555556,0.2,0.2,0.286666666666667,0.258333333333333,0.1,0.22,0.2,0.166666666666667,0.0714285714285714,0.0666666666666667,0.121794871794872,0.0888888888888889,0.291666666666667,0.0333333333333333,0,0.0333333333333333,0,0.163636363636364,0,0.231428571428571,0.16,0.1,0.12,-0.405555555555556,0.434730158730159,0.46207729468599,0.46207729468599,-0.417543859649123,0.251428571428571,0.18,0.18,0.18,-0.490952380952381,-0.234920634920635,-0.472121212121212,0.330913490623109,0.266666666666667,0.304597701149425,0.2,0.266666666666667,0.2,0.1,0.1,0,0,0.278947368421053,0,0,0,0.294565217391304,-0.0833333333333333,-0.235897435897436
"NFB",0.526005343844164,0.554808587946391,0.514498510427011,0.457894736842105,0.4,0.295050875050875,0.306771392767633,0.142857142857143,0.245421245421245,0.176190476190476,0.196225858764558,0.196592388228636,0.184495614035088,0.262350788491634,0.346014769544181,0.540621970942101,0.312681436210848,0.25974025974026,0.219555555555556,0.175555555555556,0.281411228971679,0.314285714285714,0.381782407407407,0.347407407407407,0.295555555555556,0.319744483159117,-0.410875160875161,0.677328435468079,0.466301053480189,0.466301053480189,-0.573382539499481,0.387402372652026,0.359894282037139,0.359894282037139,0.359894282037139,-0.694951534523858,-0.22959720457918,-0.47102479338843,0.423478407705975,0.382008233013427,0.403147438438835,0.357598784194529,0.381408308004053,0.357598784194529,0.321428571428571,0.321428571428571,0.271428571428571,0.271428571428571,0.421615291729144,-0.3,-0.12,0.2,0.125065426179424,-0.242632478632479,-0.304425465838509
"TWIST1",0.50827699053699,0.490351897154017,0.458903133903134,0.423717948717949,0.375,0.454356928136319,0.450511681416997,0.277777777777778,0.417737209826459,0.366013071895425,0.240183929545632,0.232973259821183,0.217929012033573,0.424227877385772,0.437489177489178,0.428285071253143,0.399393939393939,0.36,0.369172932330827,0.342857142857143,0.357618434425663,0.3,0.383029878618114,0.349206349206349,0.315873015873016,0.2795670995671,-0.396016343207354,0.693565724563847,0.473185145025752,0.473185145025752,-0.599331419386293,0.408940823327616,0.385077186963979,0.385077186963979,0.385077186963979,-0.818104877781267,-0.364976064997804,-0.481896035230908,0.396852249793426,0.355052587072565,0.377257655198832,0.327111410601977,0.353140008140008,0.325732600732601,0.298809523809524,0.298809523809524,0.275,0.275,0.409225147050259,-0.2,-0.3,0.25,0.342535518163774,-0.399942163100058,-0.443118069145466
"SMO",0.423879142300195,0.514598930481283,0.476363636363636,0.44,0.4,0.391346153846154,0.355441583005965,0.2,0.353846153846154,0.3,0.128937728937729,0.134285714285714,0.12,0.316078431372549,0.23452380952381,0.269208020050125,0.192857142857143,0.15,0.253333333333333,0.333333333333333,0.221248226950355,0.1,0.313873873873874,0.273333333333333,0.233333333333333,0.25,-0.413888888888889,0.440043460175849,0.480701754385965,0.480701754385965,-0.372892354816119,0.367660764212488,0.337931034482759,0.337931034482759,0.337931034482759,-0.448044984255511,-0.320714491501008,-0.491125541125541,0.268142078107714,0.316931216931217,0.243399810066477,0.276190476190476,0.212535612535613,0.171794871794872,0.233333333333333,0.133333333333333,0.2,0.1,0.342639206712433,0,-0.3,0.1,0.294897186147186,-0.286666666666667,-0.349915966386555
"SRC",0.408369554718439,0.400412087912088,0.369642857142857,0.345833333333333,0.333333333333333,0.333142748237088,0.307872386849477,0.3,0.316161616161616,0.327272727272727,0.126804038397881,0.113934329065908,0.109429824561404,0.0949287749287749,0.168803418803419,0.259153439153439,0.157692307692308,0.15,0.0533333333333333,0.0333333333333333,0.110030253025303,0.15,0.168337825696316,0.143809523809524,0.12,0.00857142857142857,-0.354328165374677,0.209265130776913,0.481079664570231,0.481079664570231,-0.118988469174077,0.218859180035651,0.191586452762923,0.191586452762923,0.191586452762923,-0.29024645914342,-0.151598401598402,-0.493078612209047,0.0820551750904189,0.0387902330743618,0.065106022548046,0.00294117647058824,0.0387902330743618,0.00294117647058824,-0.05,-0.05,-0.1,0,-0.0249318582651916,-0.1,-0.0333333333333333,0,-0.0813093295253638,-0.0718518518518519,-0.405408927989573
"NOTCH",0.375357142857143,0.394888888888889,0.331555555555555,0.255555555555556,0.2,0.350952380952381,0.298015873015873,0.2,0.286666666666667,0.22,0.171014492753623,0.0814285714285714,0.0714285714285714,0.149067599067599,0.133333333333333,0.337121212121212,0.0888888888888889,0.0333333333333333,0.0833333333333333,0.0333333333333333,0.187636363636364,0,0.184761904761905,0.231428571428571,0.16,0.167368421052632,-0.46207729468599,0.478777777777778,0.52133655394525,0.52133655394525,-0.46000961307378,0.298303571428571,0.251428571428571,0.251428571428571,0.251428571428571,-0.546103896103896,-0.272270032510996,-0.529264069264069,0.354382878378212,0.304597701149425,0.330913490623109,0.266666666666667,0.304597701149425,0.266666666666667,0.2,0.2,0.1,0.1,0.333114035087719,0,0,0,0.317481884057971,-0.121794871794872,-0.28762157382847
"FUS",0.460643848182548,0.552022243364719,0.514598930481283,0.476363636363636,0.44,0.424679487179487,0.381367508931891,0.3,0.391346153846154,0.353846153846154,0.144879757923236,0.144352828379674,0.134285714285714,0.338300653594771,0.265136054421769,0.302134849318418,0.23452380952381,0.192857142857143,0.286666666666667,0.253333333333333,0.244859338061466,0.15,0.348084400189663,0.313873873873874,0.273333333333333,0.2625,-0.459651600753296,0.473224238207885,0.523009446693657,0.523009446693657,-0.407686875364064,0.393315214474268,0.367660764212488,0.367660764212488,0.367660764212488,-0.488227632657337,-0.341808241501008,-0.53309445304264,0.287617733538425,0.348638534004388,0.268142078107714,0.316931216931217,0.243399810066477,0.212535612535613,0.276190476190476,0.171794871794872,0.233333333333333,0.133333333333333,0.376497474428969,-0.1,-0.333333333333333,0.1,0.309392598991223,-0.316078431372549,-0.386872488125685
"cfos",0.400039215686275,0.419486504279131,0.377551020408163,0.314285714285714,0.242857142857143,0.388245877061469,0.313813748415773,0.32,0.336521739130435,0.28,0.0813593203398301,0.0933521078682369,0.0788359788359788,0.154139194139194,0.155968468468468,0.351762113542059,0.120833333333333,0.0833333333333333,0.10952380952381,0.0761904761904762,0.194586432274059,0.0333333333333333,0.206371584699454,0.168666666666667,0.116666666666667,0.191785714285714,-0.509936507936508,0.521694420716878,0.559590272890765,0.559590272890765,-0.502231132922377,0.334486486486486,0.298,0.298,0.298,-0.579016472669224,-0.300313479623824,-0.571313895817207,0.394771708316162,0.347569444444444,0.3728669464114,0.319444444444444,0.348476702508961,0.319444444444444,0.277777777777778,0.277777777777778,0.2,0.2,0.383609022556391,0,-0.0333333333333333,0.1,0.347365206478005,-0.136190476190476,-0.317836186801704
"CDC42",0.400039215686275,0.419486504279131,0.377551020408163,0.314285714285714,0.342857142857143,0.388245877061469,0.313813748415773,0.22,0.336521739130435,0.28,0.0813593203398301,0.0933521078682369,0.0788359788359788,0.154139194139194,0.155968468468468,0.351762113542059,0.120833333333333,0.0833333333333333,0.10952380952381,0.0761904761904762,0.194586432274059,0.0333333333333333,0.206371584699454,0.168666666666667,0.116666666666667,0.191785714285714,-0.509936507936508,0.521694420716878,0.559590272890765,0.559590272890765,-0.502231132922377,0.334486486486486,0.298,0.298,0.298,-0.579016472669224,-0.300313479623824,-0.571313895817207,0.394771708316162,0.347569444444444,0.3728669464114,0.319444444444444,0.348476702508961,0.319444444444444,0.277777777777778,0.277777777777778,0.2,0.2,0.383609022556391,0,-0.0333333333333333,0.1,0.347365206478005,-0.136190476190476,-0.317836186801704
"TGF",0.533611111111111,0.548888888888889,0.593333333333333,0.526666666666667,0.46,0.474670008354219,0.440769230769231,0.333333333333333,0.423558897243108,0.376190476190476,0.231850419084462,0.22603128054741,0.211515151515151,0.26340007415647,0.341791979949875,0.460006079555324,0.315476190476191,0.258333333333333,0.203333333333333,0.153333333333333,0.31202380952381,0.233333333333333,0.386190476190476,0.343333333333333,0.273333333333333,0.181578947368421,-0.507068395626748,0.503704276943714,0.559795668354021,0.559795668354021,-0.497728934077618,0.39173139158576,0.338333333333333,0.338333333333333,0.338333333333333,-0.5770425021234,-0.369779641421201,-0.567284583232859,0.404909635955832,0.334299516908213,0.373362016908213,0.277777777777778,0.334299516908213,0.277777777777778,0.2,0.2,0.1,0.1,0.351282051282051,-0.2,-0.133333333333333,0,0.168412881120783,-0.234367816091954,-0.411688311688312
"NOTCHic",0.417730024213075,0.436385487528345,0.394888888888889,0.331555555555555,0.255555555555556,0.407474120082816,0.326904761904762,0.22,0.350952380952381,0.286666666666667,0.184860646599777,0.0979753340184995,0.0814285714285714,0.168168722663105,0.171428571428571,0.369515578318395,0.133333333333333,0.0888888888888889,0.121794871794872,0.0833333333333333,0.206754010695187,0.0333333333333333,0.222790073775989,0.184761904761905,0.231428571428571,0.220856793145655,-0.515648723257419,0.51383660130719,0.570208734396377,0.570208734396377,-0.497959751577935,0.333822697111632,0.298303571428571,0.298303571428571,0.298303571428571,-0.591734964065061,-0.298633668874633,-0.5813108528898,0.375967036794053,0.330238726790451,0.354382878378212,0.304597701149425,0.330913490623109,0.304597701149425,0.266666666666667,0.266666666666667,0.2,0.2,0.370210809281268,0,-0.0333333333333333,0.1,0.333859533383597,-0.149067599067599,-0.329650559335717
"TCFLEF",0.605714676789567,0.592462985652569,0.566899075878133,0.540197505197505,0.505197505197505,0.518018558894471,0.423850691152058,0.431428571428571,0.494660894660895,0.471428571428571,0.201421122403889,0.183654923818683,0.174889983579639,0.270735599011461,0.301571580830913,0.417364899157068,0.283652505686404,0.268398268398268,0.231904761904762,0.211904761904762,0.264528027938293,0.235064935064935,0.380111002080251,0.358013623803097,0.337134502923977,0.188633308623672,-0.437656617192332,0.465852670360146,0.571368990315481,0.571368990315481,-0.408201623171119,0.388399924537318,0.366769830493431,0.366769830493431,0.366769830493431,-0.615086288924963,-0.341583641561632,-0.582833460972018,0.176895475344903,0.242596373827499,0.159989000524759,0.214370567375887,0.237477515072998,0.209608662613982,0.184583333333333,0.179821428571429,0.153333333333333,0.148571428571429,0.573536848536848,-0.171428571428571,-0.183333333333333,0.12,0.296839296020936,-0.250870279146141,-0.429206186845205
"PAK1",0.430894234273635,0.449816834609461,0.419486504279131,0.377551020408163,0.314285714285714,0.435099023914616,0.338749481063588,0.28,0.388245877061469,0.336521739130435,0.100476967398654,0.107825792078763,0.0933521078682369,0.173288130309407,0.182891545391545,0.378697098062183,0.155968468468468,0.120833333333333,0.136190476190476,0.10952380952381,0.214725321162948,0.0833333333333333,0.234082428072947,0.206371584699454,0.168666666666667,0.220952380952381,-0.551603174603175,0.55145372049806,0.598663120572885,0.598663120572885,-0.534534865226109,0.364329418423659,0.334486486486486,0.334486486486486,0.334486486486486,-0.61530948043837,-0.321962964159907,-0.61073948328457,0.413372076640287,0.372120342648037,0.394771708316162,0.347569444444444,0.3728669464114,0.348476702508961,0.319444444444444,0.319444444444444,0.277777777777778,0.277777777777778,0.413912052859421,-0.0333333333333333,-0.0761904761904762,0.2,0.36157383957153,-0.154139194139194,-0.350020094847681
"LIV1",0.430894234273635,0.449816834609461,0.419486504279131,0.377551020408163,0.314285714285714,0.435099023914616,0.338749481063588,0.28,0.388245877061469,0.336521739130435,0.100476967398654,0.107825792078763,0.0933521078682369,0.173288130309407,0.182891545391545,0.378697098062183,0.155968468468468,0.120833333333333,0.136190476190476,0.10952380952381,0.214725321162948,0.0833333333333333,0.234082428072947,0.206371584699454,0.168666666666667,0.220952380952381,-0.551603174603175,0.55145372049806,0.598663120572885,0.598663120572885,-0.534534865226109,0.364329418423659,0.334486486486486,0.334486486486486,0.334486486486486,-0.61530948043837,-0.321962964159907,-0.61073948328457,0.413372076640287,0.372120342648037,0.394771708316162,0.347569444444444,0.3728669464114,0.348476702508961,0.319444444444444,0.319444444444444,0.277777777777778,0.277777777777778,0.413912052859421,-0.0333333333333333,-0.0761904761904762,0.2,0.36157383957153,-0.154139194139194,-0.350020094847681
"EGR1",0.430894234273635,0.449816834609461,0.419486504279131,0.377551020408163,0.314285714285714,0.435099023914616,0.338749481063588,0.28,0.388245877061469,0.336521739130435,0.100476967398654,0.107825792078763,0.0933521078682369,0.173288130309407,0.182891545391545,0.378697098062183,0.155968468468468,0.120833333333333,0.136190476190476,0.10952380952381,0.214725321162948,0.0833333333333333,0.234082428072947,0.206371584699454,0.168666666666667,0.220952380952381,-0.551603174603175,0.55145372049806,0.598663120572885,0.598663120572885,-0.534534865226109,0.364329418423659,0.334486486486486,0.334486486486486,0.334486486486486,-0.61530948043837,-0.321962964159907,-0.61073948328457,0.413372076640287,0.372120342648037,0.394771708316162,0.347569444444444,0.3728669464114,0.348476702508961,0.319444444444444,0.319444444444444,0.277777777777778,0.277777777777778,0.413912052859421,-0.0333333333333333,-0.0761904761904762,0.2,0.36157383957153,-0.154139194139194,-0.350020094847681
"ZEB1",0.458234874015983,0.486635280034882,0.455452484335957,0.416415051180877,0.364176245210728,0.362544031311155,0.339607468925624,0.216666666666667,0.321904761904762,0.276666666666667,0.185035508532918,0.178747206524977,0.166552084573757,0.263108991292875,0.281072124756335,0.456842956374729,0.250701754385965,0.220701754385965,0.221414728682171,0.195833333333333,0.31772853600053,0.173333333333333,0.352509403648902,0.322192661567454,0.288172043010753,0.289382693240341,-0.552137225093747,0.509841873347602,0.602989555764251,0.602989555764251,-0.611903634459466,0.43803184356936,0.411019321208,0.411019321208,0.411019321208,-0.620691686522158,-0.373187085470155,-0.622328338682962,0.464170166655602,0.429316764316764,0.447449701839592,0.405983430983431,0.427313183068261,0.404106432013409,0.376437976437976,0.373873873873874,0.335897435897436,0.333333333333333,0.463286099865047,-0.133333333333333,-0.158333333333333,0.266666666666667,0.379150708138785,-0.243863708274007,-0.329329913104871
"TGFR",0.576730377166157,0.594343434343434,0.548888888888889,0.593333333333333,0.526666666666667,0.517725563909774,0.47513455584663,0.376190476190476,0.474670008354219,0.423558897243108,0.248268329532223,0.239198540333886,0.22603128054741,0.289282427097647,0.372744360902256,0.498346000503941,0.341791979949875,0.315476190476191,0.234367816091954,0.203333333333333,0.339007936507936,0.258333333333333,0.426190476190476,0.386190476190476,0.343333333333333,0.223351099267155,-0.557068395626748,0.546406979646416,0.60692210513563,0.60692210513563,-0.541160155097711,0.432831715210356,0.39173139158576,0.39173139158576,0.39173139158576,-0.624891263531483,-0.400962437120125,-0.615059063945025,0.429682363228559,0.373230814618136,0.404909635955832,0.334299516908213,0.373362016908213,0.334299516908213,0.277777777777778,0.277777777777778,0.2,0.2,0.400282051282051,-0.233333333333333,-0.153333333333333,0.1,0.190518144278678,-0.26340007415647,-0.451394194041253
"Csl",0.448164806821771,0.465885487528345,0.436385487528345,0.394888888888889,0.331555555555555,0.454065029173725,0.35227789623312,0.286666666666667,0.407474120082816,0.350952380952381,0.206429274050757,0.113794543058048,0.0979753340184995,0.18798439086587,0.200460829493088,0.396268825071642,0.171428571428571,0.133333333333333,0.149067599067599,0.121794871794872,0.22735102562056,0.0888888888888889,0.250790073775989,0.222790073775989,0.184761904761905,0.247352519641381,-0.559126984126984,0.543109328579917,0.610379674567318,0.610379674567318,-0.530347974042494,0.362485117493797,0.333822697111632,0.333822697111632,0.333822697111632,-0.628607001979753,-0.319571692325219,-0.622118027777693,0.394577075404092,0.353856817242712,0.375967036794053,0.330238726790451,0.354382878378212,0.330913490623109,0.304597701149425,0.304597701149425,0.266666666666667,0.266666666666667,0.398960809281268,-0.0333333333333333,-0.0833333333333333,0.2,0.347163626950849,-0.168168722663105,-0.363304405489563
"SMAD",0.491049215285147,0.507232847729369,0.474044127555833,0.430848861283644,0.371428571428571,0.469065600433722,0.389461767847286,0.314285714285714,0.422065600433722,0.369124423963134,0.229016604874041,0.118588644496923,0.204578982661174,0.293320426292867,0.307302681992337,0.418223759641443,0.274888888888889,0.238888888888889,0.249038461538461,0.220833333333333,0.335752489851607,0.205555555555556,0.35607500359269,0.324178451868552,0.28515406162465,0.253787878787879,-0.574640601705278,0.557705241152046,0.625491536167997,0.625491536167997,-0.545880537543076,0.448177261335156,0.418102073365231,0.418102073365231,0.418102073365231,-0.642489644296688,-0.359164738785707,-0.635834701696771,0.411858010237625,0.369866520448826,0.392829670156654,0.343317847882455,0.370472651092529,0.34401525198939,0.312980769230769,0.312980769230769,0.269230769230769,0.269230769230769,0.41074370083194,-0.15,-0.183333333333333,0.2,0.25917219572046,-0.272847985347985,-0.386559062050694
"SNAI1",0.456736930902849,0.475414104234035,0.449816834609461,0.419486504279131,0.377551020408163,0.468113377981602,0.261037449505402,0.336521739130435,0.435099023914616,0.388245877061469,0.117802195362179,0.118258362053318,0.107825792078763,0.191334839438919,0.20936213362684,0.402333461698547,0.182891545391545,0.155968468468468,0.154139194139194,0.136190476190476,0.233509851549688,0.120833333333333,0.259770501467443,0.234082428072947,0.206371584699454,0.237345823575332,-0.587294492931149,0.576275224067989,0.630787472904491,0.630787472904491,-0.561157915049965,0.387256247691952,0.364329418423659,0.364329418423659,0.364329418423659,-0.646052140196573,-0.339546232943795,-0.644274226486987,0.428495423082904,0.394368586207756,0.413372076640287,0.372120342648037,0.394771708316162,0.3728669464114,0.347569444444444,0.348476702508961,0.319444444444444,0.319444444444444,0.439058251689831,-0.0833333333333333,-0.10952380952381,0.277777777777778,0.372941331936647,-0.173288130309407,-0.378431727957301
"GLI",0.492642419169929,0.608622561607424,0.573418479974771,0.529047619047619,0.468333333333333,0.553386483450004,0.402185383223073,0.402857142857143,0.508558897243108,0.461190476190476,0.15473324072645,0.158043288659196,0.144856475472383,0.317636582241845,0.235542822109036,0.414969704977397,0.204897660818713,0.175730994152047,0.271348133848134,0.247023809523809,0.260880778588808,0.138888888888889,0.28239589854891,0.24940620782726,0.212564102564103,0.229000861326443,-0.586057838660578,0.575349589776477,0.634623926793561,0.634623926793561,-0.561350021392138,0.458445784568555,0.425412076703386,0.425412076703386,0.425412076703386,-0.645451788940846,-0.412410477257979,-0.645544023849971,0.44123851641694,0.395020489404051,0.420643371546149,0.464764079147641,0.395128968253968,0.364920634920635,0.427777777777778,0.327777777777778,0.377777777777778,0.277777777777778,0.430231829573935,-0.0833333333333333,-0.20952380952381,0.2,0.326329077744012,-0.295558660163923,-0.40502475551256
