"","FOXC2","TGF","TGFR","CDC42","PAK1","SOSGRB2","RKIP","SNAI1","HEY1","TWIST1","SHH","SMAD","AKT","ILK","IKK","NFB","Csn","SMO","Jagged","FUS","NOTCH","NOTCHic","Csl","KLF4","cateninmemb","ZEB2","ZEB1","SNAI2","RAS","RAF","PI3K","DELTA","GSK3","Ecadherin","miR200","GLI","cateninnuc","TCFLEF","Wnt","CD44","cMet","Frizzled","SRC","EGR1","MEK","ERK","cfos","DSH","STAT","AXIN2","TrCP","SUFU","LIV1","Destcompl","Patched"
"CD44",0.37875,0.372222222222222,0.35,0.3,0.2,0.0761904761904762,0.123703703703704,0.363928761297182,0.193567251461988,0.351941391941392,0.168181818181818,0.178344671201814,0.26,0.172222222222222,0.266666666666667,0.2,0.2,0.15,0.182470862470862,0.1,0.24812030075188,0.242857142857143,0.2,-0.277777777777778,-0.144450549450549,0.420634920634921,0.420634920634921,0.427381507381507,0.203809523809524,0.166666666666667,0.166666666666667,0.166666666666667,-0.202976190476191,-0.281783194007165,-0.431699604743083,0.0233333333333333,0.132277877161598,0.0861240310077519,-0.05,0.0233333333333333,0.05,-0.1,0,0.1,0.055,0.075,0.075,0,0.1,-0.02,-0.1,-0.1,0.1,-0.157044636036233,-0.15
"ERK",0.349592324419911,0.380035321910279,0.350639717514675,0.313413440142412,0.267619047619048,0.197853598397288,0.048742093230783,0.248387497108238,0.153056151651007,0.421253082218245,0.226964217666159,0.150206407735012,0.196794515971526,0.14199972080492,0.171106442577031,0.144047619047619,0.110714285714286,0.189311475409836,0.285250447402585,0.168,0.267017782032846,0.238485926077167,0.202719502719503,-0.390757732474726,-0.537090172345102,0.425543687239956,0.425543687239956,0.665942999784946,0.158684467347834,0.131071706071706,0.131071706071706,0.131071706071706,-0.190675679289512,-0.605303940242791,-0.435548614042845,0.376676656676657,0.413615643476142,0.395907310142809,0.352867132867133,0.375461213488534,0.351288185498712,0.32,0.318421052631579,0.0972413793103448,0.0365287022523231,0.0228796771826853,0.107879677182685,0.27,0.268421052631579,0.410345498323269,-0.0857142857142857,-0.14,0.2,0.0614586705391006,-0.209572913318333
"Jagged",0.292857142857143,0.315555555555556,0.255555555555556,0.2,0.2,0.22,0.18974358974359,0.216666666666667,0.133333333333333,0.277,0.0967948717948718,0.0380952380952381,0.0666666666666667,0.0333333333333333,0.0333333333333333,0,0,0.0333333333333333,0.148311688311688,0,0.217142857142857,0.16,0.1,-0.405555555555556,-0.429175050301811,0.444685990338164,0.444685990338164,0.405832076420312,0.252727272727273,0.18,0.18,0.18,-0.176628352490421,-0.499754385964912,-0.458787878787879,0.269230769230769,0.346553446553447,0.314685314685315,0.2,0.269230769230769,0.2,0.1,0.1,-0.1,0.0533333333333333,0.02,0,0,0,0.28,0,0,0,0.311243243243243,-0.0583333333333333
"DELTA",0.292857142857143,0.315555555555556,0.255555555555556,0.2,0.2,0.22,0.18974358974359,0.216666666666667,0.133333333333333,0.277,0.0967948717948718,0.0380952380952381,0.0666666666666667,0.0333333333333333,0.0333333333333333,0,0,0.0333333333333333,0.148311688311688,0,0.217142857142857,0.16,0.1,-0.405555555555556,-0.429175050301811,0.444685990338164,0.444685990338164,0.405832076420312,0.252727272727273,0.18,0.18,0.18,-0.176628352490421,-0.499754385964912,-0.458787878787879,0.269230769230769,0.346553446553447,0.314685314685315,0.2,0.269230769230769,0.2,0.1,0.1,-0.1,0.0533333333333333,0.02,0,0,0,0.28,0,0,0,0.311243243243243,-0.0583333333333333
"cMet",0.400268987341772,0.402009456264775,0.372222222222222,0.35,0.3,0.10952380952381,0.134814814814815,0.387657574856504,0.199449604403165,0.389020043626785,0.190056818181818,0.185617398474541,0.26625,0.178344671201814,0.26,0.266666666666667,0.2,0.15,0.215079558123036,0.15,0.275779875219965,0.24812030075188,0.242857142857143,-0.320634920634921,-0.196051972938094,0.453968253968254,0.453968253968254,0.472636981834062,0.245318957771788,0.203809523809524,0.203809523809524,0.203809523809524,-0.23523425499232,-0.327839173650931,-0.464512104743083,0.086969696969697,0.165046238743519,0.132277877161598,0.0233333333333333,0.0861240310077519,0.0233333333333333,-0.05,0.05,0.075,0.0640909090909091,0.055,0.075,-0.1,0,0.0419047619047619,-0.2,-0.1,0.1,-0.123260852252449,-0.168181818181818
"NFB",0.530761686299535,0.564564071090653,0.522791919191919,0.469191919191919,0.405555555555556,0.397980981866431,0.247961328289197,0.307199526725303,0.176958941471325,0.560242763772176,0.266220745049162,0.175833389565722,0.348009438009438,0.163565731573157,0.31023166023166,0.264285714285714,0.314285714285714,0.213333333333333,0.304221679825774,0.18,0.397210817855979,0.356565656565657,0.307359307359307,-0.407600732600733,-0.60900460646368,0.462246132572811,0.462246132572811,0.685081479152154,0.416419550975981,0.380598655453593,0.380598655453593,0.380598655453593,-0.237095453566042,-0.722375618851266,-0.467097609689229,0.409947181407856,0.462391711374586,0.437842691766742,0.376239316239316,0.40957264957265,0.376239316239316,0.331623931623932,0.331623931623932,0.0428571428571429,0.0978898225957049,0.0828571428571429,0.0628571428571429,0.277777777777778,0.277777777777778,0.443520770010132,-0.3,-0.12,0.2,0.162254227237664,-0.240919540229885
"SRC",0.390168067226891,0.385573593073593,0.360119047619048,0.345833333333333,0.333333333333333,0.14,0.165819485174324,0.281762308780483,0.0980304534922211,0.246853606163951,0.0724400871459695,0.079362256993836,0.153418803418803,0.0802631578947368,0.142307692307692,0.15,0.15,0.0333333333333333,0.096140908021642,0.0333333333333333,0.159285714285714,0.134285714285714,0.12,-0.345025839793282,-0.104617572219728,0.465895477687931,0.465895477687931,0.182529220137459,0.22076117874616,0.191973299958281,0.191973299958281,0.191973299958281,-0.12017316017316,-0.261479642361995,-0.478398477528912,0.0344262295081967,0.0760424241936335,0.0588164734106357,0,0.0344262295081967,0,-0.05,-0.05,0.0333333333333333,0.0192681532304174,0.00606060606060606,0.00606060606060606,-0.1,0,-0.0271686004505079,-0.1,-0.0333333333333333,0,-0.0743179646440516,-0.0518518518518519
"SMO",0.42448275862069,0.519504504504505,0.481666666666667,0.44,0.4,0.326315789473684,0.296507936507936,0.348079877112135,0.113553113553114,0.278976034858388,0.311666666666667,0.111269841269841,0.228857142857143,0.103333333333333,0.192857142857143,0.15,0.1,0.253333333333333,0.231904761904762,0.333333333333333,0.318787878787879,0.278787878787879,0.233333333333333,-0.413888888888889,-0.398312976302328,0.475706214689265,0.475706214689265,0.446097427476738,0.382479874776386,0.347596153846154,0.347596153846154,0.347596153846154,-0.317898929549415,-0.441190186173706,-0.487311633514165,0.344444444444444,0.301407483109067,0.275091693635383,0.3,0.241111111111111,0.196666666666667,0.25,0.15,0,0.0582284382284382,0.0430769230769231,0.02,0.2,0.1,0.366472607851918,0,-0.3,0.1,0.32216496681613,-0.278333333333333
"TWIST1",0.535701254859169,0.523024292885655,0.485438871473354,0.440438871473354,0.381818181818182,0.351289874630836,0.367483704440226,0.474737946620749,0.233618923449432,0.464693981330137,0.452895726957134,0.222385661989622,0.459222698205749,0.208854308854309,0.416849816849817,0.369230769230769,0.3,0.391555555555556,0.407216035675274,0.355555555555556,0.418767940654733,0.379145299145299,0.335555555555555,-0.404315196998124,-0.658483403498988,0.486838592978944,0.486838592978944,0.727012912726924,0.452050268226609,0.42054341891154,0.42054341891154,0.42054341891154,-0.397015063153925,-0.826340118247221,-0.495096950005241,0.418854803675856,0.470302585432428,0.446553304236338,0.385254803675856,0.417916244511989,0.384582911178656,0.348412698412698,0.348412698412698,0.153333333333333,0.222233682844359,0.204820747520976,0.183768115942029,0.309523809523809,0.309523809523809,0.461239889143115,-0.2,-0.3,0.266666666666667,0.397657056315791,-0.425802130898021
"NOTCH",0.343877551020408,0.370394265232975,0.315555555555556,0.255555555555556,0.2,0.267368421052632,0.227674624226348,0.261282051282051,0.13768115942029,0.322762711864407,0.126206636500754,0.0480952380952381,0.111111111111111,0.0380952380952381,0.0666666666666667,0.0333333333333333,0,0.0583333333333333,0.177941317941318,0.0333333333333333,0.171981566820276,0.217142857142857,0.16,-0.444685990338164,-0.474724788521706,0.492834138486312,0.492834138486312,0.449747420335656,0.30635046113307,0.252727272727273,0.252727272727273,0.252727272727273,-0.217537443399512,-0.552173740803622,-0.501645021645022,0.314685314685315,0.373900385328957,0.346553446553447,0.269230769230769,0.314685314685315,0.269230769230769,0.2,0.2,0,0.0747619047619048,0.0533333333333333,0.02,0.1,0.1,0.338490566037736,0,0,0,0.338346046981561,-0.0967948717948718
"FUS",0.461324863883848,0.55780237684493,0.519504504504505,0.481666666666667,0.44,0.353238866396761,0.324342988054328,0.374494971451758,0.123698041089345,0.314054568889801,0.332878787878788,0.119656938044035,0.263472527472527,0.111269841269841,0.228857142857143,0.192857142857143,0.15,0.278333333333333,0.256001147446931,0.253333333333333,0.357424242424242,0.318787878787879,0.278787878787879,-0.454872495446266,-0.434625825464339,0.516810509167793,0.516810509167793,0.478592939146397,0.413484241588614,0.382479874776386,0.382479874776386,0.382479874776386,-0.340975852626338,-0.481190186173706,-0.526915593910205,0.379059829059829,0.32314661354385,0.301407483109067,0.344444444444444,0.275091693635383,0.241111111111111,0.3,0.196666666666667,0.02,0.0708721163893578,0.0582284382284382,0.0430769230769231,0.25,0.15,0.404360806609682,-0.1,-0.333333333333333,0.1,0.340121171195692,-0.311666666666667
"cfos",0.365613172098108,0.393633817163229,0.348179271708683,0.295238095238095,0.242857142857143,0.2875,0.246526806526807,0.273290591265275,0.0480259870064968,0.336640692640693,0.130972293337885,0.0551800648574842,0.132675438596491,0.0455026455026455,0.0958333333333333,0.0583333333333333,0.0333333333333333,0.080952380952381,0.185486111111111,0.0476190476190476,0.195384615384615,0.153846153846154,0.1,-0.478888888888889,-0.513732587541489,0.522423997847727,0.522423997847727,0.480864220937214,0.346050534034752,0.30702614379085,0.30702614379085,0.30702614379085,-0.216179653679654,-0.580315588037373,-0.535277141159494,0.359727095516569,0.411016957551611,0.387313253847907,0.328148148148148,0.360580580580581,0.328148148148148,0.28,0.28,0.12,0.0803831982313928,0.0617391304347826,0.04,0.2,0.2,0.391674876847291,0,-0.0333333333333333,0.1,0.374049577609307,-0.109984639016897
"CDC42",0.365613172098108,0.393633817163229,0.348179271708683,0.295238095238095,0.342857142857143,0.2875,0.246526806526807,0.273290591265275,0.0480259870064968,0.336640692640693,0.130972293337885,0.0551800648574842,0.132675438596491,0.0455026455026455,0.0958333333333333,0.0583333333333333,0.0333333333333333,0.080952380952381,0.185486111111111,0.0476190476190476,0.195384615384615,0.153846153846154,0.1,-0.478888888888889,-0.513732587541489,0.522423997847727,0.522423997847727,0.480864220937214,0.346050534034752,0.30702614379085,0.30702614379085,0.30702614379085,-0.216179653679654,-0.580315588037373,-0.535277141159494,0.359727095516569,0.411016957551611,0.387313253847907,0.328148148148148,0.360580580580581,0.328148148148148,0.28,0.28,0.02,0.0803831982313928,0.0617391304347826,0.04,0.2,0.2,0.391674876847291,0,-0.0333333333333333,0.1,0.374049577609307,-0.109984639016897
"NOTCHic",0.389038841342989,0.415617195169281,0.370394265232975,0.315555555555556,0.255555555555556,0.317368421052632,0.265702793240433,0.293557183557184,0.151527313266444,0.359869630103401,0.148787281662044,0.0603254539225762,0.150645994832041,0.0480952380952381,0.111111111111111,0.0666666666666667,0.0333333333333333,0.0967948717948718,0.201120125888338,0.0583333333333333,0.214086829978171,0.171981566820276,0.217142857142857,-0.487543133195307,-0.514684220570388,0.536537842190016,0.536537842190016,0.48561916382263,0.345266717290705,0.30635046113307,0.30635046113307,0.30635046113307,-0.246463063234223,-0.596124736209441,-0.548465830893577,0.345868110384239,0.398175194489262,0.373900385328957,0.314685314685315,0.346553446553447,0.314685314685315,0.269230769230769,0.269230769230769,0.02,0.0947619047619048,0.0747619047619048,0.0533333333333333,0.2,0.2,0.380157232704402,0,-0.0333333333333333,0.1,0.358346046981561,-0.126206636500754
"TGF",0.512375776397515,0.532023809523809,0.583809523809524,0.526666666666667,0.46,0.297368421052632,0.236363636363636,0.411265098537826,0.204577691811734,0.44962962962963,0.242054597701149,0.192101661779081,0.322243107769424,0.182424242424242,0.301190476190476,0.258333333333333,0.233333333333333,0.186666666666667,0.302430044182621,0.153333333333333,0.374712643678161,0.333333333333333,0.273333333333333,-0.498372743452835,-0.508361394777215,0.542009107089199,0.542009107089199,0.477208388194046,0.399404761904762,0.34047619047619,0.34047619047619,0.34047619047619,-0.332270990588016,-0.583647463734097,-0.550665809286499,0.342264150943396,0.420613433240047,0.385685203574975,0.28,0.342264150943396,0.28,0.2,0.2,0.166666666666667,0.187485380116959,0.171929824561404,0.166666666666667,0.1,0.1,0.356084656084656,-0.2,-0.133333333333333,0,0.188451763804668,-0.210804597701149
"PAK1",0.400095930718797,0.427513598583994,0.393633817163229,0.348179271708683,0.295238095238095,0.322153465346535,0.271388684979845,0.297872930167423,0.0612612811241438,0.36544504046678,0.148972293337885,0.0655026455026455,0.164156920077973,0.0551800648574842,0.132675438596491,0.0958333333333333,0.0583333333333333,0.109984639016897,0.205731509884117,0.080952380952381,0.227252747252747,0.195384615384615,0.153846153846154,-0.514954462659381,-0.546882770691672,0.560044576625862,0.560044576625862,0.510520640467051,0.376959624943843,0.346050534034752,0.346050534034752,0.346050534034752,-0.238361471861472,-0.616647767968169,-0.572332978722946,0.386556363809252,0.431430750655059,0.411016957551611,0.359727095516569,0.387313253847907,0.360580580580581,0.328148148148148,0.328148148148148,0.04,0.0963831982313928,0.0803831982313928,0.0617391304347826,0.28,0.28,0.424379279363014,-0.0333333333333333,-0.0476190476190476,0.2,0.390590930992765,-0.130972293337885
"LIV1",0.400095930718797,0.427513598583994,0.393633817163229,0.348179271708683,0.295238095238095,0.322153465346535,0.271388684979845,0.297872930167423,0.0612612811241438,0.36544504046678,0.148972293337885,0.0655026455026455,0.164156920077973,0.0551800648574842,0.132675438596491,0.0958333333333333,0.0583333333333333,0.109984639016897,0.205731509884117,0.080952380952381,0.227252747252747,0.195384615384615,0.153846153846154,-0.514954462659381,-0.546882770691672,0.560044576625862,0.560044576625862,0.510520640467051,0.376959624943843,0.346050534034752,0.346050534034752,0.346050534034752,-0.238361471861472,-0.616647767968169,-0.572332978722946,0.386556363809252,0.431430750655059,0.411016957551611,0.359727095516569,0.387313253847907,0.360580580580581,0.328148148148148,0.328148148148148,0.04,0.0963831982313928,0.0803831982313928,0.0617391304347826,0.28,0.28,0.424379279363014,-0.0333333333333333,-0.0476190476190476,0.2,0.390590930992765,-0.130972293337885
"EGR1",0.400095930718797,0.427513598583994,0.393633817163229,0.348179271708683,0.295238095238095,0.322153465346535,0.271388684979845,0.297872930167423,0.0612612811241438,0.36544504046678,0.148972293337885,0.0655026455026455,0.164156920077973,0.0551800648574842,0.132675438596491,0.0958333333333333,0.0583333333333333,0.109984639016897,0.205731509884117,0.080952380952381,0.227252747252747,0.195384615384615,0.153846153846154,-0.514954462659381,-0.546882770691672,0.560044576625862,0.560044576625862,0.510520640467051,0.376959624943843,0.346050534034752,0.346050534034752,0.346050534034752,-0.238361471861472,-0.616647767968169,-0.572332978722946,0.386556363809252,0.431430750655059,0.411016957551611,0.359727095516569,0.387313253847907,0.360580580580581,0.328148148148148,0.328148148148148,0.04,0.0963831982313928,0.0803831982313928,0.0617391304347826,0.28,0.28,0.424379279363014,-0.0333333333333333,-0.0476190476190476,0.2,0.390590930992765,-0.130972293337885
"TCFLEF",0.607470942520153,0.59809685550872,0.57061341180011,0.54257602862254,0.507692307692308,0.300553968985107,0.25184368829499,0.418400321203668,0.172514479652361,0.424912547972781,0.264289106895479,0.150226243806399,0.301984991165917,0.145063719905825,0.282419773774612,0.263064935064935,0.235064935064935,0.227142857142857,0.271553376018753,0.203333333333333,0.389946736872098,0.365694245177746,0.340204049099314,-0.432297237076649,-0.434132231399678,0.566222975367712,0.566222975367712,0.468884515609673,0.410113202113992,0.386328708027264,0.386328708027264,0.386328708027264,-0.342216788144217,-0.599019752546723,-0.577806290095447,0.269084046104506,0.20702598267323,0.188383370989381,0.2411337355455,0.265130220932108,0.237457264957265,0.209509803921569,0.205833333333333,0.242857142857143,0.255540069686411,0.246016260162602,0.235540069686411,0.174509803921569,0.170833333333333,0.600618315018315,-0.171428571428571,-0.183333333333333,0.133333333333333,0.324601370406737,-0.246497695852535
"Csl",0.423521599963678,0.449404043241843,0.415617195169281,0.370394265232975,0.315555555555556,0.352327770646128,0.291048415360249,0.319644140078923,0.167867182547489,0.389440736198209,0.168614867868941,0.0714365650336873,0.183979328165375,0.0603254539225762,0.150645994832041,0.111111111111111,0.0666666666666667,0.126206636500754,0.222995125888338,0.0967948717948718,0.246814102705444,0.214086829978171,0.171981566820276,-0.526114561766736,-0.548782079897605,0.575764361527033,0.575764361527033,0.515671363673487,0.376149070231882,0.345266717290705,0.345266717290705,0.345266717290705,-0.26840709858032,-0.633566596674558,-0.587463652244339,0.373287465222949,0.419044262528142,0.398175194489262,0.345868110384239,0.373900385328957,0.346553446553447,0.314685314685315,0.314685314685315,0.0533333333333333,0.112153209109731,0.0947619047619048,0.0747619047619048,0.269230769230769,0.269230769230769,0.412805047614428,-0.0333333333333333,-0.0583333333333333,0.2,0.374738490613493,-0.148787281662044
"TGFR",0.55560721744555,0.578832320162107,0.532023809523809,0.583809523809524,0.526666666666667,0.34551656920078,0.270649350649351,0.445778372874109,0.216517990319197,0.491266640305786,0.267478326514709,0.200998458932106,0.354801247304307,0.192101661779081,0.322243107769424,0.301190476190476,0.258333333333333,0.210804597701149,0.330690913747839,0.186666666666667,0.418597535764492,0.374712643678161,0.333333333333333,-0.539444172024264,-0.554550771220633,0.584650616523161,0.584650616523161,0.519106536342194,0.444434001670844,0.399404761904762,0.399404761904762,0.399404761904762,-0.364789327996329,-0.631688349594404,-0.593187803421396,0.385489957395009,0.448868526242704,0.420613433240047,0.342264150943396,0.385685203574975,0.342264150943396,0.28,0.28,0.166666666666667,0.205293599295041,0.187485380116959,0.171929824561404,0.2,0.2,0.408874355655472,-0.233333333333333,-0.153333333333333,0.1,0.214661441224022,-0.242054597701149
"SNAI1",0.426652474556154,0.4541265018098,0.427513598583994,0.393633817163229,0.348179271708683,0.349700635157855,0.290635546904531,0.219225243334683,0.07495175731462,0.389752732774472,0.16586549722138,0.0742357328335188,0.190545808966862,0.0655026455026455,0.164156920077973,0.132675438596491,0.0958333333333333,0.130972293337885,0.224555039295882,0.109984639016897,0.253783359497645,0.227252747252747,0.195384615384615,-0.548910848952216,-0.575242010760757,0.590671882898924,0.590671882898924,0.535361404798261,0.401425963203285,0.376959624943843,0.376959624943843,0.376959624943843,-0.25651328704299,-0.647292929258492,-0.604705697262811,0.410139544796455,0.448673910180098,0.431430750655059,0.386556363809252,0.411016957551611,0.387313253847907,0.359727095516569,0.360580580580581,0.0617391304347826,0.108490821549778,0.0963831982313928,0.0803831982313928,0.328148148148148,0.328148148148148,0.451418906402641,-0.0583333333333333,-0.080952380952381,0.28,0.404242246782239,-0.148972293337885
"ZEB1",0.454001256312922,0.486521697449635,0.451088626583493,0.41200233216725,0.364176245210728,0.376101364522417,0.290007619717484,0.330851002300658,0.161926700242762,0.463943353300863,0.256380954193389,0.152296869449898,0.274180122437241,0.143162254065283,0.241322979580098,0.210175438596491,0.173333333333333,0.210606060606061,0.323163896770263,0.183333333333333,0.355298979095771,0.320588235294118,0.283333333333333,-0.543487646780019,-0.638209355841336,0.593810832140491,0.593810832140491,0.510821091878754,0.452062992101452,0.421039370054208,0.421039370054208,0.421039370054208,-0.369437124391671,-0.637753803687629,-0.612819956596604,0.449497499818093,0.492884206448818,0.47243410860146,0.420975163048334,0.447966023495077,0.419493801272854,0.384436701509872,0.38223889931207,-0.0333333333333333,0.0220851688693098,0.00666666666666667,-0.0133333333333333,0.338095238095238,0.335897435897436,0.479240516590558,-0.133333333333333,-0.158333333333333,0.266666666666667,0.400841949873022,-0.236096256684492
"SMAD",0.467791749817669,0.491480821988173,0.455624248282994,0.409255533199195,0.357142857142857,0.369136350192251,0.315058142890558,0.356759142738981,0.187565033792316,0.410614462405129,0.270306577765651,0.0741336289281495,0.288588235294118,0.163657438451959,0.253921568627451,0.216666666666667,0.183333333333333,0.225833333333333,0.3278208350789,0.195833333333333,0.349830322933771,0.314909688013136,0.272380952380952,-0.546685076710559,-0.562396923364711,0.595276065024791,0.595276065024791,0.528585795437637,0.460328715297573,0.42809187319231,0.42809187319231,0.42809187319231,-0.320662153218544,-0.647102109495511,-0.605780715751083,0.386259783382086,0.434230876241487,0.412549012006431,0.356043956043956,0.386904507257448,0.35672268907563,0.321428571428571,0.321428571428571,0.0285714285714286,0.0870644172032019,0.0697567248955096,0.0511520737327189,0.271428571428571,0.271428571428571,0.422493848742367,-0.15,-0.158333333333333,0.2,0.284833608310681,-0.250603975535168
"GLI",0.463873731510148,0.587501792389044,0.550560615918456,0.503390804597701,0.451666666666667,0.349140328697851,0.287110013455594,0.357803119438329,0.111604585755689,0.399355280637114,0.288599530130441,0.111938683317863,0.216933516827784,0.102208953588134,0.184121016827784,0.153508771929825,0.116666666666667,0.244768170426065,0.247132465229383,0.218452380952381,0.274141720348617,0.238903625110522,0.198903625110522,-0.555887601887602,-0.570304991806752,0.601791858678956,0.601791858678956,0.531164431367904,0.469632558925831,0.435771172787217,0.435771172787217,0.435771172787217,-0.323040887121637,-0.644027371163883,-0.613350911214688,0.405577132706205,0.456130515091637,0.433357054242862,0.473662239089184,0.40575965164546,0.373863099921322,0.434838709677419,0.334838709677419,0.114285714285714,0.169593528018942,0.153571428571429,0.139285714285714,0.38,0.28,0.438099335748792,-0.0833333333333333,-0.180952380952381,0.2,0.354051645603356,-0.269257966344432
