"","FOXC2","TGF","TGFR","CDC42","PAK1","MEK","SNAI1","ERK","EGR1","cfos","HEY1","TWIST1","SMAD","ILK","SHH","AKT","IKK","NFB","SMO","Jagged","FUS","Csn","NOTCH","NOTCHic","Csl","SOSGRB2","SNAI2","KLF4","ZEB2","ZEB1","cateninmemb","RAS","RAF","PI3K","DELTA","GSK3","miR200","Ecadherin","cateninnuc","GLI","TCFLEF","CD44","Wnt","cMet","Frizzled","SRC","DSH","STAT","AXIN2","TrCP","SUFU","LIV1","Destcompl","Patched","RKIP"
"ERK",0.232857393202221,0.281649297447442,0.265440506238651,0.241352914997775,0.212380952380952,0.203033670742416,0.265466969798764,0.171000244558572,0.187241379310345,0.227666911225238,0.167431710884637,0.0523303281527154,0.165160547019036,0.157561762824507,0.238456603263781,0.208516375691227,0.185580595874714,0.156168831168831,0.208590163934426,0.28961207270085,0.184,0.110714285714286,0.273399860637259,0.247638087784073,0.21041181041181,0.0816212051163508,0.620889976657171,-0.404802420117224,0.442097617998611,0.442097617998611,-0.512945639764916,0.151134569500906,0.127262182262182,0.127262182262182,0.127262182262182,-0.210508778506923,-0.45187658341909,-0.560486593279992,0.397169798155346,0.369869428816797,0.384392020377569,0.368592763871992,0.35006993006993,0.348490982701509,0.32,0.318421052631579,0.27,0.268421052631579,0.405291664001142,-0.0857142857142857,-0.14,0.2,0.0505343936076718,-0.224930033215472,-0.284091763079664
"STAT",0.231637355146558,0.220461913182165,0.210316985645933,0.197159090909091,0.190909090909091,0.213776091081594,0.152957046168921,0.197647058823529,0.2,0.18,0.0653333333333333,0.149044092672279,0.0689210950080515,0.0689210950080515,0.0692436715373534,0.0461501210653753,0.0342857142857143,0.02,0.045,0.076373851046727,0.025,0,0.0369076100658054,0.0204027556968733,-0.00392156862745098,0.0112889983579639,0.117197220642197,-0.326728064963359,0.444118701811009,0.444118701811009,-0.0750329290618646,-0.0234755965828426,-0.0398935070306038,-0.0398935070306038,-0.0398935070306038,0.0385647530040053,-0.459450359154128,-0.215296382211164,0.0406907550819956,0.020731474407945,0.0327050578233544,0.0210331335331335,0.00308441558441559,0.00308441558441559,-0.0196428571428571,-0.0196428571428571,-0.0571428571428571,-0.0571428571428571,-0.0359942018765548,0,0,0,-0.0574173436516266,-0.0612790697674419,-0.173323680823681
"TCFLEF",0.302575089158799,0.363047059582941,0.361060304616053,0.36386404293381,0.361538461538462,0.2939356230297,0.271163155765666,0.295296167247387,0.301428571428571,0.303867595818815,0.135355980588067,0.160260407885959,0.106988742497649,0.106415128730918,0.111599709743387,0.165539407296771,0.164452450775031,0.17412987012987,0.0933333333333333,0.0779202832720066,0.0933333333333333,0.17012987012987,0.203851553856559,0.19886816515224,0.202789733779691,0.0344117918010134,-0.257565600065606,-0.342209383753501,0.446099813928761,0.446099813928761,0.147053504539893,0.182651536136351,0.17594982785777,0.17594982785777,0.17594982785777,-0.194357711099578,-0.461009318659921,0.0517227157299451,-0.131951036331021,-0.0427733122234401,-0.138566156605935,-0.0492190775681342,-0.056437908496732,-0.0630555555555556,-0.0675490196078431,-0.0741666666666667,-0.0725490196078431,-0.0791666666666667,0.290214407814408,-0.142857142857143,-0.1,-0.0666666666666667,0.140366301985324,-0.103010752688172,-0.291545208247233
"cMet",0.378317510548523,0.384249408983452,0.373611111111111,0.3625,0.3,0.420454545454546,0.4052230602186,0.415,0.325,0.385,0.21781905744754,0.272547228052846,0.212164502164502,0.197619047619048,0.205397727272727,0.2725,0.26,0.266666666666667,0.15,0.225487990270599,0.15,0.2,0.280035194368901,0.24812030075188,0.242857142857143,0.0176190476190476,0.484456322266541,-0.320634920634921,0.458008658008658,0.458008658008658,-0.199398537405655,0.245318957771788,0.203809523809524,0.203809523809524,0.203809523809524,-0.259293394777266,-0.467637104743083,-0.328880024519859,0.168279615536218,0.086969696969697,0.13381633870006,0.0861240310077519,0.0233333333333333,0.0233333333333333,-0.05,0.05,-0.1,0,0.0419047619047619,-0.2,-0.1,0.1,-0.126653019930331,-0.177272727272727,-0.453333333333333
"Jagged",0.205714285714286,0.247111111111111,0.211111111111111,0.2,0.2,0.286666666666667,0.258333333333333,0.22,0.1,0.2,0.166666666666667,-0.004,0.0714285714285714,0.0666666666666667,0.121794871794872,0.0888888888888889,0.0333333333333333,0,0.0333333333333333,0.166493506493506,0,0,0.231428571428571,0.16,0.1,0.12,0.402714932126697,-0.405555555555556,0.46207729468599,0.46207729468599,-0.42635814889336,0.252727272727273,0.18,0.18,0.18,-0.23639846743295,-0.472121212121212,-0.484491228070175,0.346553446553447,0.269230769230769,0.314685314685315,0.269230769230769,0.2,0.2,0.1,0.1,0,0,0.28,0,0,0,0.300540540540541,-0.0833333333333333,-0.235897435897436
"DELTA",0.205714285714286,0.247111111111111,0.211111111111111,0.2,0.2,0.286666666666667,0.258333333333333,0.22,0.1,0.2,0.166666666666667,-0.004,0.0714285714285714,0.0666666666666667,0.121794871794872,0.0888888888888889,0.0333333333333333,0,0.0333333333333333,0.166493506493506,0,0,0.231428571428571,0.16,0.1,0.12,0.402714932126697,-0.405555555555556,0.46207729468599,0.46207729468599,-0.42635814889336,0.252727272727273,0.18,0.18,0.18,-0.23639846743295,-0.472121212121212,-0.484491228070175,0.346553446553447,0.269230769230769,0.314685314685315,0.269230769230769,0.2,0.2,0.1,0.1,0,0,0.28,0,0,0,0.300540540540541,-0.0833333333333333,-0.235897435897436
"NFB",0.328423449060899,0.407111571410306,0.380529292929293,0.342929292929293,0.311111111111111,0.296765639589169,0.318609552248055,0.247746031746032,0.142857142857143,0.178857142857143,0.184986362966239,0.00995331465919701,0.180167347589778,0.171617161716172,0.271563187616366,0.356598026598027,0.321042471042471,0.264285714285714,0.228148148148148,0.301275208511729,0.18,0.314285714285714,0.400979379043895,0.362914862914863,0.307359307359307,0.273361344537815,0.61431114139237,-0.41529304029304,0.474077550197332,0.474077550197332,-0.571279840643724,0.406637475438177,0.377781754045142,0.377781754045142,0.377781754045142,-0.248112475759535,-0.478689522308332,-0.652761643322897,0.436329482611346,0.399005089791607,0.418839286532914,0.398586121975952,0.373162393162393,0.373162393162393,0.331623931623932,0.331623931623932,0.277777777777778,0.277777777777778,0.435942249240122,-0.3,-0.12,0.2,0.149527796643013,-0.252286079182631,-0.314501891551072
"SMO",0.287241379310345,0.419954954954955,0.398333333333333,0.373333333333333,0.333333333333333,0.377855477855478,0.349769585253456,0.338461538461538,0.2,0.3,0.113553113553114,0.0492374727668845,0.117619047619048,0.103333333333333,0.306111111111111,0.228857142857143,0.192857142857143,0.15,0.253333333333333,0.213783068783069,0.333333333333333,0.1,0.313787878787879,0.278787878787879,0.233333333333333,0.205263157894737,0.347645320197044,-0.413888888888889,0.47909604519774,0.47909604519774,-0.333138288617462,0.360677549194991,0.335096153846154,0.335096153846154,0.335096153846154,-0.322696397453679,-0.489843279083785,-0.340144456784374,0.259129214622316,0.315277777777778,0.237324703344121,0.211111111111111,0.2875,0.183333333333333,0.25,0.15,0.2,0.1,0.343588595312733,0,-0.3,0.1,0.298484925926786,-0.278333333333333,-0.347301587301587
"SRC",0.387847805788982,0.385544733044733,0.37281746031746,0.368055555555556,0.355555555555556,0.336916333142748,0.309789944101385,0.316161616161616,0.3,0.327272727272727,0.130577623303542,0.182954401919919,0.118100995732575,0.11359649122807,0.098322440087146,0.168803418803419,0.157692307692308,0.15,0.0533333333333333,0.114145495177605,0.0333333333333333,0.15,0.168809523809524,0.143809523809524,0.12,0.0228571428571429,0.214754284076078,-0.354328165374677,0.481079664570231,0.481079664570231,-0.119008756174225,0.222276330261311,0.191973299958281,0.191973299958281,0.191973299958281,-0.153593073593074,-0.493078612209047,-0.278159465806525,0.0881032374522227,0.0377049180327869,0.0681927229108357,0.0377049180327869,0,0,-0.05,-0.05,-0.1,0,-0.0249946874070296,-0.1,-0.0333333333333333,0,-0.0761016881669056,-0.0718518518518519,-0.405408927989573
"TWIST1",0.230947550199238,0.302786680924396,0.282968913270637,0.256718913270637,0.218787878787879,0.453548732310985,0.462116605682307,0.415240274599542,0.28,0.362608695652174,0.20701558328677,-0.142957711307254,0.191541181145142,0.178009828009828,0.429779997150805,0.447681132426895,0.412087912087912,0.369230769230769,0.383555555555556,0.376407623305941,0.355555555555556,0.3,0.404205773262377,0.374017094017094,0.335555555555555,0.22319427330869,0.60619809577559,-0.402605795288722,0.481950371424056,0.481950371424056,-0.580834364207722,0.428473181770124,0.406555373550946,0.406555373550946,0.406555373550946,-0.388641491370517,-0.490712713552039,-0.694083188010407,0.418559764716344,0.387067669172932,0.40355113906942,0.38594011303573,0.367067669172932,0.366261398176292,0.342857142857143,0.342857142857143,0.309523809523809,0.309523809523809,0.436904976743686,-0.2,-0.3,0.266666666666667,0.37494488554047,-0.40958295281583,-0.452374782809565
"FUS",0.305662431941924,0.440167720912402,0.419954954954955,0.398333333333333,0.373333333333333,0.408889960614099,0.372411094687419,0.377855477855478,0.3,0.338461538461538,0.129495142538621,0.0497610329763086,0.124715821812596,0.117619047619048,0.32530303030303,0.25578021978022,0.228857142857143,0.192857142857143,0.278333333333333,0.235469815771021,0.253333333333333,0.15,0.341060606060606,0.313787878787879,0.278787878787879,0.216801619433198,0.369009772620743,-0.458151183970856,0.518973345811237,0.518973345811237,-0.36051259029344,0.383821653998485,0.360677549194991,0.360677549194991,0.360677549194991,-0.34042214996204,-0.529447239479825,-0.368637607469305,0.275705301578838,0.342200854700855,0.259129214622316,0.237324703344121,0.315277777777778,0.211111111111111,0.2875,0.183333333333333,0.25,0.15,0.371538905871739,-0.1,-0.333333333333333,0.1,0.311769597459633,-0.306111111111111,-0.379260350188185
"NOTCH",0.232244897959184,0.282594982078853,0.247111111111111,0.211111111111111,0.2,0.350952380952381,0.299871794871795,0.286666666666667,0.2,0.22,0.171014492753623,-0.00569491525423729,0.0747619047619048,0.0714285714285714,0.151206636500754,0.133333333333333,0.0888888888888889,0.0333333333333333,0.0833333333333333,0.196123136123136,0.0333333333333333,0,0.186267281105991,0.231428571428571,0.16,0.146315789473684,0.432873662285427,-0.46207729468599,0.52133655394525,0.52133655394525,-0.466672285019015,0.303451910408432,0.252727272727273,0.252727272727273,0.252727272727273,-0.277307558342041,-0.529264069264069,-0.52562026032824,0.369818752675896,0.314685314685315,0.346553446553447,0.314685314685315,0.269230769230769,0.269230769230769,0.2,0.2,0.1,0.1,0.338490566037736,0,0,0,0.327643344278858,-0.121794871794872,-0.28762157382847
"TGF",0.440605590062112,0.471111111111111,0.542539682539683,0.504444444444444,0.46,0.474670008354219,0.442803560076287,0.423558897243108,0.333333333333333,0.376190476190476,0.231850419084462,0.194074074074074,0.222805474095797,0.211515151515151,0.265617816091954,0.341791979949875,0.315476190476191,0.258333333333333,0.203333333333333,0.319691948944526,0.153333333333333,0.233333333333333,0.38816091954023,0.343333333333333,0.273333333333333,0.171052631578947,0.471315227342081,-0.507068395626748,0.559795668354021,0.559795668354021,-0.503687354178977,0.397619047619048,0.34047619047619,0.34047619047619,0.34047619047619,-0.375373528406796,-0.567284583232859,-0.566637552227595,0.418699557641961,0.342264150943396,0.385685203574975,0.342264150943396,0.28,0.28,0.2,0.2,0.1,0.1,0.356084656084656,-0.2,-0.133333333333333,0,0.179357359291907,-0.234367816091954,-0.411688311688312
"cfos",0.259598278335725,0.306709956709957,0.280952380952381,0.247619047619048,0.214285714285714,0.385674281503316,0.317912214367911,0.336521739130435,0.32,0.28,0.0779110444777611,0.0082943722943723,0.0831967912613074,0.0751322751322751,0.157074586106844,0.157675438596491,0.120833333333333,0.0833333333333333,0.10952380952381,0.205486111111111,0.0761904761904762,0.0333333333333333,0.212051282051282,0.17051282051282,0.116666666666667,0.158333333333333,0.472982905172686,-0.509936507936508,0.560496175871478,0.560496175871478,-0.507632110894162,0.342346830331048,0.303322440087146,0.303322440087146,0.303322440087146,-0.309172077922078,-0.571971819030643,-0.558745566663895,0.408655487170339,0.362358674463938,0.389025857540709,0.363283283283283,0.328148148148148,0.328148148148148,0.28,0.28,0.2,0.2,0.393399014778325,0,-0.0333333333333333,0.1,0.360620170758847,-0.138556067588326,-0.31979020979021
"CDC42",0.259598278335725,0.306709956709957,0.280952380952381,0.247619047619048,0.314285714285714,0.385674281503316,0.317912214367911,0.336521739130435,0.22,0.28,0.0779110444777611,0.0082943722943723,0.0831967912613074,0.0751322751322751,0.157074586106844,0.157675438596491,0.120833333333333,0.0833333333333333,0.10952380952381,0.205486111111111,0.0761904761904762,0.0333333333333333,0.212051282051282,0.17051282051282,0.116666666666667,0.158333333333333,0.472982905172686,-0.509936507936508,0.560496175871478,0.560496175871478,-0.507632110894162,0.342346830331048,0.303322440087146,0.303322440087146,0.303322440087146,-0.309172077922078,-0.571971819030643,-0.558745566663895,0.408655487170339,0.362358674463938,0.389025857540709,0.363283283283283,0.328148148148148,0.328148148148148,0.28,0.28,0.2,0.2,0.393399014778325,0,-0.0333333333333333,0.1,0.360620170758847,-0.138556067588326,-0.31979020979021
"NOTCHic",0.253212639894668,0.308709631760382,0.282594982078853,0.247111111111111,0.211111111111111,0.402380952380952,0.330030525030525,0.350952380952381,0.22,0.286666666666667,0.178706800445931,-0.00632384607184735,0.0841144227475163,0.0747619047619048,0.169486206393227,0.172868217054264,0.133333333333333,0.0888888888888889,0.121794871794872,0.216652937447639,0.0833333333333333,0.0333333333333333,0.228372544263885,0.186267281105991,0.231428571428571,0.178133971291866,0.456320556073002,-0.515648723257419,0.570966183574879,0.570966183574879,-0.498923806317189,0.340397723216314,0.303451910408432,0.303451910408432,0.303451910408432,-0.307059624457744,-0.581865225333433,-0.559157779470659,0.388292035118644,0.345868110384239,0.369818752675896,0.346553446553447,0.314685314685315,0.314685314685315,0.269230769230769,0.269230769230769,0.2,0.2,0.380157232704402,0,-0.0333333333333333,0.1,0.345976677612192,-0.151206636500754,-0.331283545659456
"PAK1",0.275460347301242,0.326382087857498,0.306709956709957,0.280952380952381,0.247619047619048,0.429674281503316,0.343449207208006,0.385674281503316,0.28,0.336521739130435,0.0911463385954082,0.0082943722943723,0.0928742106161461,0.0831967912613074,0.175074586106844,0.185453216374269,0.157675438596491,0.120833333333333,0.138556067588326,0.224504516019087,0.10952380952381,0.0833333333333333,0.242820512820513,0.212051282051282,0.17051282051282,0.17516501650165,0.492874406076845,-0.55255945875618,0.600689101916495,0.600689101916495,-0.534555187817239,0.372346830331048,0.342346830331048,0.342346830331048,0.342346830331048,-0.332808441558442,-0.61258095608648,-0.586081206802303,0.424517556135856,0.388212333000523,0.408655487170339,0.389025857540709,0.362358674463938,0.363283283283283,0.328148148148148,0.328148148148148,0.28,0.28,0.426103417294048,-0.0333333333333333,-0.0761904761904762,0.2,0.37535701286411,-0.157074586106844,-0.353491867248773
"LIV1",0.275460347301242,0.326382087857498,0.306709956709957,0.280952380952381,0.247619047619048,0.429674281503316,0.343449207208006,0.385674281503316,0.28,0.336521739130435,0.0911463385954082,0.0082943722943723,0.0928742106161461,0.0831967912613074,0.175074586106844,0.185453216374269,0.157675438596491,0.120833333333333,0.138556067588326,0.224504516019087,0.10952380952381,0.0833333333333333,0.242820512820513,0.212051282051282,0.17051282051282,0.17516501650165,0.492874406076845,-0.55255945875618,0.600689101916495,0.600689101916495,-0.534555187817239,0.372346830331048,0.342346830331048,0.342346830331048,0.342346830331048,-0.332808441558442,-0.61258095608648,-0.586081206802303,0.424517556135856,0.388212333000523,0.408655487170339,0.389025857540709,0.362358674463938,0.363283283283283,0.328148148148148,0.328148148148148,0.28,0.28,0.426103417294048,-0.0333333333333333,-0.0761904761904762,0.2,0.37535701286411,-0.157074586106844,-0.353491867248773
"EGR1",0.275460347301242,0.326382087857498,0.306709956709957,0.280952380952381,0.247619047619048,0.429674281503316,0.343449207208006,0.385674281503316,0.28,0.336521739130435,0.0911463385954082,0.0082943722943723,0.0928742106161461,0.0831967912613074,0.175074586106844,0.185453216374269,0.157675438596491,0.120833333333333,0.138556067588326,0.224504516019087,0.10952380952381,0.0833333333333333,0.242820512820513,0.212051282051282,0.17051282051282,0.17516501650165,0.492874406076845,-0.55255945875618,0.600689101916495,0.600689101916495,-0.534555187817239,0.372346830331048,0.342346830331048,0.342346830331048,0.342346830331048,-0.332808441558442,-0.61258095608648,-0.586081206802303,0.424517556135856,0.388212333000523,0.408655487170339,0.389025857540709,0.362358674463938,0.363283283283283,0.328148148148148,0.328148148148148,0.28,0.28,0.426103417294048,-0.0333333333333333,-0.0761904761904762,0.2,0.37535701286411,-0.157074586106844,-0.353491867248773
"ZEB1",0.262277684290168,0.332235396151399,0.313731459143525,0.291904047976012,0.264367816091954,0.348759955083355,0.336447788150939,0.312196078431373,0.216666666666667,0.268666666666667,0.171752901675181,-0.054288121775272,0.159779263063509,0.152086955371201,0.256855212159273,0.27714203541641,0.248570606844981,0.220701754385965,0.218560606060606,0.315789701533304,0.195833333333333,0.173333333333333,0.351842286501377,0.322916666666667,0.289583333333333,0.215204678362573,0.423874249710503,-0.551679957810132,0.601717887016414,0.601717887016414,-0.591699542589963,0.435321825932642,0.409967495223981,0.409967495223981,0.409967495223981,-0.375760331025713,-0.621181914992572,-0.560447800215133,0.460708311249086,0.430741576334988,0.446813986395857,0.428994837459687,0.408404806575538,0.406772615237465,0.379558652729384,0.377360850531582,0.338095238095238,0.335897435897436,0.463722458897849,-0.133333333333333,-0.158333333333333,0.266666666666667,0.3831539814333,-0.240129233511586,-0.326808845570934
"TGFR",0.457636157747701,0.496643026004728,0.471111111111111,0.542539682539683,0.504444444444444,0.515765898765178,0.479086745916995,0.474670008354219,0.376190476190476,0.423558897243108,0.245283254905357,0.188735995782259,0.231702271248822,0.222805474095797,0.292171488408338,0.374350119484758,0.341791979949875,0.315476190476191,0.234367816091954,0.348677456190903,0.203333333333333,0.258333333333333,0.432045811626561,0.38816091954023,0.343333333333333,0.199447693307342,0.5023337458606,-0.557068395626748,0.607720196655907,0.607720196655907,-0.544564952331402,0.440893901420217,0.397619047619048,0.397619047619048,0.397619047619048,-0.409847856035158,-0.615671680007053,-0.605138404016351,0.442880248518843,0.385489957395009,0.418699557641961,0.385685203574975,0.342264150943396,0.342264150943396,0.28,0.28,0.2,0.2,0.408874355655472,-0.233333333333333,-0.153333333333333,0.1,0.204155746388681,-0.265617816091954,-0.453116883116883
"Csl",0.269304593917656,0.327984008177615,0.308709631760382,0.282594982078853,0.247111111111111,0.445859213250518,0.355326967718272,0.402380952380952,0.286666666666667,0.350952380952381,0.193739480184493,-0.00519517790028979,0.0952255338586274,0.0841144227475163,0.187589654669089,0.201550387596899,0.172868217054264,0.133333333333333,0.151206636500754,0.234882104114306,0.121794871794872,0.0888888888888889,0.258372544263885,0.228372544263885,0.186267281105991,0.193581125763411,0.475336216028259,-0.559934437543133,0.611850161475432,0.611850161475432,-0.524917690109238,0.368338899686902,0.340397723216314,0.340397723216314,0.340397723216314,-0.329298210613856,-0.623477425769163,-0.585901965517171,0.403672252385653,0.369255207158433,0.388292035118644,0.369818752675896,0.345868110384239,0.346553446553447,0.314685314685315,0.314685314685315,0.269230769230769,0.269230769230769,0.410234353527025,-0.0333333333333333,-0.0833333333333333,0.2,0.359322198635958,-0.169486206393227,-0.365845757641023
"SMAD",0.332189829037224,0.382147839666965,0.361032301818359,0.334775318578136,0.302380952380952,0.462192402496228,0.391875595730434,0.417961633265459,0.314285714285714,0.369124423963134,0.218366721556029,0.0519549245134474,0.102562734069583,0.193038924545774,0.292728220956538,0.308143790849673,0.276143790849673,0.238888888888889,0.250833333333333,0.342132523390588,0.220833333333333,0.205555555555556,0.362528735632184,0.329195402298851,0.286666666666667,0.206336882579119,0.492566207026156,-0.575333164186459,0.626722763857701,0.626722763857701,-0.540242449560262,0.453353008861972,0.423747745704078,0.423747745704078,0.423747745704078,-0.367860687071213,-0.636982752070511,-0.602494166618488,0.419898613817767,0.382662661079927,0.403485239957584,0.383268143621085,0.356043956043956,0.35672268907563,0.321428571428571,0.321428571428571,0.271428571428571,0.271428571428571,0.420189701276929,-0.15,-0.183333333333333,0.2,0.270401884477448,-0.273769113149847,-0.388686970099244
"SNAI1",0.289056281227544,0.342511120115562,0.326382087857498,0.306709956709957,0.280952380952381,0.461512846525738,0.264979456318326,0.429674281503316,0.336521739130435,0.385674281503316,0.104241576690646,0.00901232101232102,0.100623288106921,0.0928742106161461,0.191191090961213,0.211147660818713,0.185453216374269,0.157675438596491,0.157074586106844,0.240504516019087,0.138556067588326,0.120833333333333,0.268534798534798,0.242820512820513,0.212051282051282,0.186863129709197,0.508932066150596,-0.589008056887021,0.633530430329779,0.633530430329779,-0.556144134276652,0.394185910790818,0.372346830331048,0.372346830331048,0.372346830331048,-0.350432203934679,-0.646874904213281,-0.608505764554645,0.437320860214328,0.408139206857927,0.424517556135856,0.408655487170339,0.388212333000523,0.389025857540709,0.362358674463938,0.363283283283283,0.328148148148148,0.328148148148148,0.450578941769573,-0.0833333333333333,-0.10952380952381,0.28,0.386321925144812,-0.175074586106844,-0.381943750093962
"GLI",0.353791279669763,0.497151275083879,0.475268922142702,0.44948275862069,0.415,0.54918645810911,0.405802083983278,0.506645021645022,0.402857142857143,0.461190476190476,0.147277100375572,0.0710164133169227,0.145997298895466,0.136808109706277,0.318817049236849,0.237593239050006,0.206343239050006,0.175730994152047,0.273339598997494,0.268474747108577,0.247023809523809,0.138888888888889,0.289526335733232,0.254288240495137,0.214288240495137,0.191436233383136,0.518554515663182,-0.586816816816817,0.636199436763953,0.636199436763953,-0.559154806951807,0.46556179119332,0.432492484262627,0.432492484262627,0.432492484262627,-0.421786595426346,-0.646980800417333,-0.61579559252732,0.449951941526525,0.407079010052889,0.43136258109616,0.407336607070186,0.476015180265655,0.376302124311566,0.434838709677419,0.334838709677419,0.38,0.28,0.439661835748792,-0.0833333333333333,-0.20952380952381,0.2,0.339167313156675,-0.297829394915861,-0.407772174862542
