"","FOXC2","TGF","TGFR","CDC42","PAK1","MEK","SNAI1","ERK","cfos","EGR1","AKT","TWIST1","HEY1","IKK","SMAD","ILK","NFB","SHH","SMO","Jagged","NOTCH","FUS","Csn","NOTCHic","Csl","ZEB2","ZEB1","RAS","SOSGRB2","RAF","PI3K","DELTA","SNAI2","cateninmemb","KLF4","Ecadherin","cateninnuc","TCFLEF","GLI","miR200","CD44","Wnt","cMet","Frizzled","SRC","DSH","STAT","AXIN2","TrCP","SUFU","LIV1","Patched","Destcompl","RKIP","GSK3"
"ERK",0.446274364550227,0.484896196988086,0.468137955229844,0.438210947930574,0.394285714285714,0.285863005645284,0.371119791162092,0.268871362191245,0.337204695524578,0.301034482758621,0.224941121569562,0.487422498815988,0.191180377102295,0.211179653679654,0.189951502533394,0.180225058764397,0.191179653679654,0.264508154794348,0.215147540983607,0.323085321089769,0.302145104694794,0.184,0.151785714285714,0.277491365082606,0.241724941724942,0.466685964469649,0.466685964469649,0.263957230887924,0.142605023886577,0.261867021867022,0.261867021867022,0.261867021867022,0.72263862652014,-0.580382581846366,-0.450035033866071,-0.653857728648981,0.447080154662734,0.432705154662735,0.41212051106788,-0.481472194534622,0.411515563584668,0.382797202797203,0.381744571218255,0.341538461538462,0.340485829959514,0.28,0.278947368421053,0.44371776531085,-0.114285714285714,-0.14,0.2,-0.243252116147005,0.0534966530887245,-0.430464012316553,-0.102297766014503
"NOTCH",0.319387755102041,0.351039426523298,0.315555555555556,0.255555555555556,0.2,0.322380952380952,0.155897435897436,0.286666666666667,0.22,0.2,0.111111111111111,0.302423728813559,0.171014492753623,0.0888888888888889,0.0814285714285714,0.0714285714285714,0.0333333333333333,0.151206636500754,0.0833333333333333,0.196123136123136,0.173364055299539,0.0333333333333333,0,0.231428571428571,0.16,0.47061191626409,0.47061191626409,0.150540184453228,0.167368421052632,0.149090909090909,0.149090909090909,0.149090909090909,0.483661327778975,-0.479635930767853,-0.444685990338164,-0.558211092246746,0.369818752675896,0.346553446553447,0.314685314685315,-0.484502164502164,0.314685314685315,0.269230769230769,0.269230769230769,0.2,0.2,0.1,0.1,0.338490566037736,0,0,0,-0.121794871794872,0.392266734023743,-0.208576480990274,0.217459073493556
"NOTCHic",0.325839368005267,0.36568910805196,0.351039426523298,0.315555555555556,0.255555555555556,0.33952380952381,0.146902726902727,0.322380952380952,0.286666666666667,0.22,0.118087855297158,0.316889137618591,0.184860646599777,0.111111111111111,0.0950976361767729,0.0814285714285714,0.0888888888888889,0.173787281662044,0.121794871794872,0.219301944070156,0.197048265825855,0.0833333333333333,0.0333333333333333,0.173364055299539,0.231428571428571,0.478760064412238,0.478760064412238,0.151032795290666,0.212822966507177,0.150540184453228,0.150540184453228,0.150540184453228,0.515925856837091,-0.515944247197873,-0.466114561766736,-0.592054890102795,0.38554394351559,0.369818752675896,0.345868110384239,-0.496640892825864,0.346553446553447,0.314685314685315,0.314685314685315,0.269230769230769,0.269230769230769,0.2,0.2,0.380157232704402,0,-0.0333333333333333,0.1,-0.151206636500754,0.432266734023743,-0.204351128877598,0.258781387543143
"Csl",0.327563505936301,0.373625615988468,0.36568910805196,0.351039426523298,0.315555555555556,0.349306418219462,0.140183359313794,0.33952380952381,0.322380952380952,0.286666666666667,0.123514211886305,0.327047151162609,0.20381489496579,0.118087855297158,0.103986525065662,0.0950976361767729,0.111111111111111,0.194476936834458,0.151206636500754,0.239093610736823,0.213411902189491,0.121794871794872,0.0888888888888889,0.197048265825855,0.173364055299539,0.479865036787929,0.479865036787929,0.148459265878902,0.234774186019372,0.151032795290666,0.151032795290666,0.151032795290666,0.538073507843802,-0.540714889399708,-0.47040027605245,-0.614496750567911,0.394749203664247,0.38554394351559,0.369255207158433,-0.4977302174446,0.369818752675896,0.345868110384239,0.346553446553447,0.314685314685315,0.314685314685315,0.269230769230769,0.269230769230769,0.410234353527025,-0.0333333333333333,-0.0833333333333333,0.2,-0.173787281662044,0.462918775461891,-0.201125322425985,0.29132925204977
"STAT",0.250873892297205,0.238581755772831,0.225538277511962,0.196590909090909,0.159090909090909,0.257507906388362,0.175691662319033,0.243529411764706,0.22,0.2,0.0688942695722357,0.101855998407723,0.0613333333333333,0.0638095238095238,0.072458215336776,0.0644122383252818,0.04,0.0663624202510805,0.045,0.0746322184554806,0.0501942262079327,0.025,0,0.0375728669846317,0.00784313725490196,0.480195445580061,0.480195445580061,0.0123080318012913,0.00139573070607554,0.00633788254755997,0.00633788254755997,0.00633788254755997,0.118732664277274,-0.0778380289964148,-0.365607050901169,-0.225001361152421,0.0478977725994698,0.0358596319558465,0.020731474407945,-0.49737188495893,0.0210331335331335,0.00308441558441559,0.00308441558441559,-0.0196428571428571,-0.0196428571428571,-0.0571428571428571,-0.0571428571428571,-0.0359942018765548,0,0,0,-0.0566279069767442,-0.0786041630924649,-0.213870656370656,-0.12285046728972
"Wnt",0.466477732793522,0.483188405797101,0.426666666666667,0.366666666666667,0.3,0.304705882352941,0.339233954451346,0.24,0.2,0.1,0.243333333333333,0.379705882352941,0.081025641025641,0.193333333333333,0.0906380441264162,0.0743589743589744,0.133333333333333,0.128787878787879,0.05,0.190024509803922,0.279761904761905,0,0.1,0.221428571428571,0.15,0.48259206121473,0.48259206121473,0.435543403964457,0.193939393939394,0.408270676691729,0.408270676691729,0.408270676691729,0.422844827586207,-0.423516949152542,-0.431372549019608,-0.519780075680941,0.427597968431011,0.38984962406015,0.343421052631579,-0.494141414141414,0.343421052631579,0.275,0.275,0.3,0.2,0.2,0.1,0.355151515151515,-0.1,0,0,-0.0954545454545455,-0.126213048148321,-0.36,-0.336128526645768
"cfos",0.328458017353283,0.364120193531958,0.34593837535014,0.304761904761905,0.242857142857143,0.337774502579219,0.165045755931832,0.319130434782609,0.28,0.32,0.118859649122807,0.310943722943723,0.0813593203398301,0.108333333333333,0.0917392046424304,0.0788359788359788,0.0833333333333333,0.159543721909313,0.10952380952381,0.207048611111111,0.188974358974359,0.0761904761904762,0.0333333333333333,0.162820512820513,0.116666666666667,0.492584265344556,0.492584265344556,0.173789786917477,0.1875,0.171350762527233,0.171350762527233,0.171350762527233,0.526481499036244,-0.522097367415703,-0.476412698412698,-0.588585783476694,0.407174005688857,0.389025857540709,0.362358674463938,-0.509927001103472,0.363283283283283,0.328148148148148,0.328148148148148,0.28,0.28,0.2,0.2,0.393399014778325,0,-0.0333333333333333,0.1,-0.138556067588326,0.436149849034758,-0.21981351981352,0.213354978354978
"CDC42",0.328458017353283,0.364120193531958,0.34593837535014,0.304761904761905,0.342857142857143,0.337774502579219,0.165045755931832,0.319130434782609,0.28,0.22,0.118859649122807,0.310943722943723,0.0813593203398301,0.108333333333333,0.0917392046424304,0.0788359788359788,0.0833333333333333,0.159543721909313,0.10952380952381,0.207048611111111,0.188974358974359,0.0761904761904762,0.0333333333333333,0.162820512820513,0.116666666666667,0.492584265344556,0.492584265344556,0.173789786917477,0.1875,0.171350762527233,0.171350762527233,0.171350762527233,0.526481499036244,-0.522097367415703,-0.476412698412698,-0.588585783476694,0.407174005688857,0.389025857540709,0.362358674463938,-0.509927001103472,0.363283283283283,0.328148148148148,0.328148148148148,0.28,0.28,0.2,0.2,0.393399014778325,0,-0.0333333333333333,0.1,-0.138556067588326,0.436149849034758,-0.21981351981352,0.213354978354978
"SNAI1",0.335010179645707,0.381760771709289,0.37450270719316,0.364120193531958,0.34593837535014,0.356937432325108,0.0533852186417241,0.351107835912552,0.337774502579219,0.319130434782609,0.131359649122807,0.330797680580289,0.111506379163359,0.124415204678363,0.1057216670477,0.101416623997269,0.118859649122807,0.196660226763682,0.159543721909313,0.242966330346044,0.221250654107797,0.138556067588326,0.108333333333333,0.206556776556777,0.188974358974359,0.496792410319896,0.496792410319896,0.169722761988383,0.2269694563796,0.173335241462932,0.173335241462932,0.173335241462932,0.567782445508689,-0.567704609914137,-0.488429449344724,-0.63063403915039,0.424576245198942,0.418484350516443,0.406676684006007,-0.515483450632185,0.407174005688857,0.388212333000523,0.389025857540709,0.362358674463938,0.363283283283283,0.328148148148148,0.328148148148148,0.449646540837172,-0.0833333333333333,-0.10952380952381,0.28,-0.180543721909313,0.492343458057315,-0.215227190957097,0.272418884745617
"PAK1",0.332595948387766,0.37450270719316,0.364120193531958,0.34593837535014,0.304761904761905,0.351107835912552,0.15907916881966,0.337774502579219,0.319130434782609,0.28,0.124415204678363,0.322900244682853,0.0990063791633595,0.118859649122807,0.101416623997269,0.0917392046424304,0.108333333333333,0.180543721909313,0.138556067588326,0.227907506816633,0.206556776556777,0.10952380952381,0.0833333333333333,0.188974358974359,0.162820512820513,0.497407416469958,0.497407416469958,0.173335241462932,0.212252475247525,0.173789786917477,0.173789786917477,0.173789786917477,0.551255459253242,-0.54956989488823,-0.486248763986469,-0.613568482438632,0.418484350516443,0.407174005688857,0.388212333000523,-0.515003143235451,0.389025857540709,0.362358674463938,0.363283283283283,0.328148148148148,0.328148148148148,0.28,0.28,0.426103417294048,-0.0333333333333333,-0.0761904761904762,0.2,-0.159543721909313,0.468330300162578,-0.218156061249984,0.246082251082251
"LIV1",0.332595948387766,0.37450270719316,0.364120193531958,0.34593837535014,0.304761904761905,0.351107835912552,0.15907916881966,0.337774502579219,0.319130434782609,0.28,0.124415204678363,0.322900244682853,0.0990063791633595,0.118859649122807,0.101416623997269,0.0917392046424304,0.108333333333333,0.180543721909313,0.138556067588326,0.227907506816633,0.206556776556777,0.10952380952381,0.0833333333333333,0.188974358974359,0.162820512820513,0.497407416469958,0.497407416469958,0.173335241462932,0.212252475247525,0.173789786917477,0.173789786917477,0.173789786917477,0.551255459253242,-0.54956989488823,-0.486248763986469,-0.613568482438632,0.418484350516443,0.407174005688857,0.388212333000523,-0.515003143235451,0.389025857540709,0.362358674463938,0.363283283283283,0.328148148148148,0.328148148148148,0.28,0.28,0.426103417294048,-0.0333333333333333,-0.0761904761904762,0.2,-0.159543721909313,0.468330300162578,-0.218156061249984,0.246082251082251
"EGR1",0.332595948387766,0.37450270719316,0.364120193531958,0.34593837535014,0.304761904761905,0.351107835912552,0.15907916881966,0.337774502579219,0.319130434782609,0.28,0.124415204678363,0.322900244682853,0.0990063791633595,0.118859649122807,0.101416623997269,0.0917392046424304,0.108333333333333,0.180543721909313,0.138556067588326,0.227907506816633,0.206556776556777,0.10952380952381,0.0833333333333333,0.188974358974359,0.162820512820513,0.497407416469958,0.497407416469958,0.173335241462932,0.212252475247525,0.173789786917477,0.173789786917477,0.173789786917477,0.551255459253242,-0.54956989488823,-0.486248763986469,-0.613568482438632,0.418484350516443,0.407174005688857,0.388212333000523,-0.515003143235451,0.389025857540709,0.362358674463938,0.363283283283283,0.328148148148148,0.328148148148148,0.28,0.28,0.426103417294048,-0.0333333333333333,-0.0761904761904762,0.2,-0.159543721909313,0.468330300162578,-0.218156061249984,0.246082251082251
"RAS",0.472063492063492,0.487396622015143,0.432941176470588,0.38,0.3,0.419597523219814,0.454798426745329,0.378421052631579,0.31,0.26,0.311111111111111,0.496421167484997,0.166403162055336,0.266666666666667,0.173716759431045,0.161471861471861,0.233333333333333,0.199649717514124,0.116666666666667,0.275123201261581,0.355858987090367,0.1,0.2,0.297368421052632,0.25,0.500077319587629,0.500077319587629,0.446538461538462,0.0398268398268398,0.513846153846154,0.513846153846154,0.513846153846154,0.62032354281282,-0.445817214323487,-0.4475,-0.532174029031903,0.465524834786128,0.423881775296043,0.367401960784314,-0.507384615384615,0.366958698372966,0.288235294117647,0.288235294117647,0.2,0.2,0.1,0.1,0.373517786561265,-0.2,-0.1,0,-0.160666666666667,-0.131118143327446,-0.500622641509434,-0.42421188630491
"cMet",0.470168776371308,0.463563829787234,0.4125,0.3625,0.3,0.469545454545455,0.479257787509349,0.435,0.385,0.325,0.310833333333333,0.442992138947195,0.21781905744754,0.273333333333333,0.212164502164502,0.197619047619048,0.266666666666667,0.205397727272727,0.15,0.227661903314077,0.307582786754119,0.15,0.2,0.258646616541353,0.242857142857143,0.513131313131313,0.513131313131313,0.351105121293801,0.0176190476190476,0.317142857142857,0.317142857142857,0.317142857142857,0.501590963780745,-0.209862539595636,-0.355555555555556,-0.356472158385689,0.189662634041822,0.146159809183065,0.0915151515151515,-0.520025938735178,0.0907751937984496,0.0233333333333333,0.0233333333333333,-0.05,0.05,-0.1,0,0.0450793650793651,-0.2,-0.1,0.1,-0.177272727272727,-0.189221782078925,-0.517777777777778,-0.422638248847926
"Frizzled",0.499035872328406,0.522236024844721,0.483188405797101,0.426666666666667,0.366666666666667,0.345446623093682,0.348757763975155,0.304705882352941,0.24,0.2,0.268333333333333,0.411134453781513,0.100174577195854,0.243333333333333,0.102787576836697,0.0906380441264162,0.193333333333333,0.161045943304008,0.0954545454545455,0.223357843137255,0.32093837535014,0.05,0.133333333333333,0.279761904761905,0.221428571428571,0.519225724581067,0.519225724581067,0.450504033885716,0.227272727272727,0.435543403964457,0.435543403964457,0.435543403964457,0.471109811813336,-0.475262980898574,-0.478991596638655,-0.571761427662293,0.45616939700244,0.427597968431011,0.38984962406015,-0.531641414141414,0.38984962406015,0.343421052631579,0.343421052631579,0.275,0.275,0.3,0.2,0.410965468639887,-0.1,0,0.1,-0.128787878787879,-0.086690501729223,-0.377857142857143,-0.308855799373041
"Csn",0.491902967870643,0.525171030539178,0.502497999512925,0.462754409769335,0.404545454545454,0.360146103896104,0.321816130424863,0.337229437229437,0.296969696969697,0.233333333333333,0.2634,0.426844319775596,0.103834440753045,0.245,0.108112256302991,0.0944875776397515,0.22,0.174768536005976,0.120634920634921,0.232990635978053,0.330745643245643,0.0873015873015873,0.17,0.300937950937951,0.258080808080808,0.525022332506203,0.525022332506203,0.461044865526295,0.273676928398478,0.454710892397696,0.454710892397696,0.454710892397696,0.513790324792677,-0.518110314179677,-0.499596351361057,-0.603372838721568,0.487421017750367,0.46727670025187,0.438979619728727,-0.540960168004769,0.439623967132899,0.402735078244011,0.402735078244011,0.355747126436782,0.355747126436782,0.283333333333333,0.283333333333333,0.467566198457665,-0.22,-0.0428571428571429,0.2,-0.151817716333845,0.000678273401932494,-0.369990169628521,-0.242973235557011
"SMAD",0.40253903550386,0.439745398877272,0.425801175769702,0.40513078470825,0.364285714285714,0.397187208890135,0.225004613218323,0.381802593505519,0.356221198156682,0.314285714285714,0.255090569561158,0.368563393200599,0.227899286438286,0.243090569561158,0.113366861449053,0.203366861449053,0.229365079365079,0.30011541784614,0.250833333333333,0.348742913000978,0.331910235358511,0.220833333333333,0.205555555555556,0.309688013136289,0.280952380952381,0.533154998581092,0.533154998581092,0.281209152545914,0.246576456669624,0.280222310440651,0.280222310440651,0.280222310440651,0.559037987085587,-0.562100664775058,-0.516542429512943,-0.640264877877501,0.420223746601906,0.407356472032504,0.386744011384299,-0.548705916832199,0.387410746116628,0.357967032967033,0.358683473389356,0.321428571428571,0.321428571428571,0.271428571428571,0.271428571428571,0.4232908808845,-0.15,-0.183333333333333,0.2,-0.277438837920489,0.354060352764663,-0.267440892617919,0.103089939856857
"PI3K",0.523526132404181,0.54279531324725,0.499705882352941,0.439705882352941,0.375,0.369389723102356,0.383752012882448,0.321848739495798,0.257142857142857,0.2,0.381146304675716,0.433391032820826,0.105424948710187,0.352941176470588,0.112783033213285,0.0975830332132853,0.3,0.166880341880342,0.1,0.233070175438596,0.331699751861042,0.05,0.233333333333333,0.286538461538462,0.225,0.539998295924826,0.539998295924826,0.466691336061199,0.263461538461538,0.448883116883117,0.448883116883117,0.448883116883117,0.484795306933437,-0.489716052808244,-0.497587719298246,-0.587201037281671,0.475249381630954,0.443702989878377,0.402460052025269,-0.551032478081659,0.402460052025269,0.351690821256039,0.351690821256039,0.277777777777778,0.277777777777778,0.2,0.2,0.420476190476191,-0.2,0,0.1,-0.130769230769231,-0.0985057994205809,-0.398804137039431,-0.318470418470419
"ILK",0.523526132404181,0.54279531324725,0.499705882352941,0.439705882352941,0.375,0.369389723102356,0.383752012882448,0.321848739495798,0.257142857142857,0.2,0.381146304675716,0.433391032820826,0.105424948710187,0.352941176470588,0.112783033213285,0.0975830332132853,0.3,0.166880341880342,0.1,0.233070175438596,0.331699751861042,0.05,0.233333333333333,0.286538461538462,0.225,0.539998295924826,0.539998295924826,0.466691336061199,0.263461538461538,0.448883116883117,0.448883116883117,0.448883116883117,0.484795306933437,-0.489716052808244,-0.497587719298246,-0.587201037281671,0.475249381630954,0.443702989878377,0.402460052025269,-0.551032478081659,0.402460052025269,0.351690821256039,0.351690821256039,0.277777777777778,0.277777777777778,0.2,0.2,0.420476190476191,-0.2,0,0.1,-0.130769230769231,-0.0985057994205809,-0.398804137039431,-0.318470418470419
"SRC",0.473249299719888,0.454816017316017,0.418452380952381,0.370833333333333,0.333333333333333,0.400228702115495,0.386298008154648,0.360606060606061,0.327272727272727,0.3,0.216239316239316,0.304333712264747,0.126804038397881,0.188461538461538,0.117537932669512,0.109429824561404,0.15,0.0953812636165577,0.0533333333333333,0.114145495177605,0.198571428571429,0.0333333333333333,0.15,0.162857142857143,0.12,0.540318957771788,0.540318957771788,0.32696438730231,0.02,0.30726741760534,0.30726741760534,0.30726741760534,0.221811073640691,-0.125192336476575,-0.399806201550388,-0.299202883173471,0.103418811446339,0.0763494602159136,0.0409836065573771,-0.550739276826233,0.0409836065573771,0,0,-0.05,-0.05,-0.1,0,-0.0228207743635514,-0.1,-0.0333333333333333,0,-0.0718518518518519,-0.12496536072623,-0.477126099706745,-0.37991341991342
"DSH",0.518516391808926,0.546974700802909,0.522236024844721,0.483188405797101,0.426666666666667,0.37025865316887,0.350786749482402,0.345446623093682,0.304705882352941,0.24,0.290172413793103,0.43666636867513,0.115964050880064,0.268333333333333,0.11674984098764,0.102787576836697,0.243333333333333,0.184972323672106,0.128787878787879,0.250489626082991,0.352406906818672,0.0954545454545455,0.193333333333333,0.32093837535014,0.279761904761905,0.542847771825161,0.542847771825161,0.458627283185436,0.261419068736142,0.450504033885716,0.450504033885716,0.450504033885716,0.508013187831963,-0.515663452041095,-0.512972179162927,-0.61170874987476,0.477273582220606,0.45616939700244,0.427104526020935,-0.557860926336536,0.427597968431011,0.38984962406015,0.38984962406015,0.343421052631579,0.343421052631579,0.275,0.275,0.455269266108242,-0.133333333333333,-0.05,0.2,-0.161045943304008,-0.0521485169963986,-0.393941058941059,-0.279389442064456
"TGF",0.523804347826087,0.541547619047619,0.593333333333333,0.526666666666667,0.46,0.474670008354219,0.388862047043865,0.423558897243108,0.376190476190476,0.333333333333333,0.341791979949875,0.455925925925926,0.231850419084462,0.315476190476191,0.22603128054741,0.211515151515151,0.258333333333333,0.265617816091954,0.203333333333333,0.319691948944526,0.38816091954023,0.153333333333333,0.233333333333333,0.343333333333333,0.273333333333333,0.550704759263112,0.550704759263112,0.336309523809524,0.181578947368421,0.316666666666667,0.316666666666667,0.316666666666667,0.51086636890726,-0.514243894589953,-0.507068395626748,-0.595746660954885,0.42468041888598,0.388316782522344,0.342264150943396,-0.560340138788415,0.342264150943396,0.28,0.28,0.2,0.2,0.1,0.1,0.356084656084656,-0.2,-0.133333333333333,0,-0.234367816091954,0.203970264093353,-0.396536796536797,-0.153281769328736
"GLI",0.416360831613347,0.549518670187659,0.531871611364129,0.504827586206897,0.46,0.491133553371122,0.258049585966539,0.471796536796537,0.44452380952381,0.402857142857143,0.193552892648287,0.370368574078252,0.153563650083175,0.179490392648287,0.153320382417303,0.143590652687573,0.165204678362573,0.323327001365848,0.273339598997494,0.271868311039054,0.262153593532904,0.247023809523809,0.138888888888889,0.237391688770999,0.207391688770999,0.55902807646356,0.55902807646356,0.300836636705676,0.223445964065433,0.297074260468052,0.297074260468052,0.297074260468052,0.575494090545207,-0.574838052120798,-0.538619476619477,-0.645753747999388,0.44773978346384,0.431899974737002,0.407930073882676,-0.574404676850497,0.408198676035704,0.476015180265655,0.376302124311566,0.434838709677419,0.334838709677419,0.38,0.28,0.440217391304348,-0.0833333333333333,-0.20952380952381,0.2,-0.299870211242392,0.418549939402708,-0.304022190983462,0.0668318327066224
"AKT",0.545330643682377,0.570287760377159,0.54279531324725,0.499705882352941,0.439705882352941,0.395972001583368,0.38801266451152,0.369389723102356,0.321848739495798,0.257142857142857,0.306398829928242,0.461831399793303,0.12422194119139,0.381146304675716,0.126587747017999,0.112783033213285,0.352941176470588,0.194248762932973,0.130769230769231,0.263533751597537,0.367065605519579,0.1,0.3,0.331699751861042,0.286538461538462,0.566710624691949,0.566710624691949,0.476088926422645,0.303461538461538,0.466691336061199,0.466691336061199,0.466691336061199,0.525096814471125,-0.533446939658397,-0.534339856050382,-0.630837400918035,0.498172458554031,0.475249381630954,0.443242174930297,-0.579374724070963,0.443702989878377,0.402460052025269,0.402460052025269,0.351690821256039,0.351690821256039,0.277777777777778,0.277777777777778,0.468490630909403,-0.233333333333333,-0.05,0.2,-0.166880341880342,-0.0615330947059407,-0.415574323374835,-0.286615579760741
"TGFR",0.54694845262958,0.572044072948328,0.541547619047619,0.593333333333333,0.526666666666667,0.504806994655589,0.391516914300502,0.474670008354219,0.423558897243108,0.376190476190476,0.362722212508014,0.484039804929485,0.248268329532223,0.341791979949875,0.239198540333886,0.22603128054741,0.315476190476191,0.294431375413988,0.234367816091954,0.351576006915541,0.424851567022244,0.203333333333333,0.258333333333333,0.38816091954023,0.343333333333333,0.579006646055565,0.579006646055565,0.347420634920635,0.224788823911631,0.336309523809524,0.336309523809524,0.336309523809524,0.556005257796149,-0.562973686737759,-0.548139824198177,-0.642935758058803,0.450809736866494,0.42468041888598,0.388070602556299,-0.59054541738079,0.388316782522344,0.342264150943396,0.342264150943396,0.28,0.28,0.2,0.2,0.410591093852896,-0.233333333333333,-0.153333333333333,0.1,-0.265617816091954,0.247720264093353,-0.407965367965368,-0.115873456370301
