"","TGF","TGFR","CDC42","PAK1","MEK","EGR1","SNAI1","ERK","cfos","HEY1","SMAD","ILK","SHH","AKT","NFB","IKK","SMO","TWIST1","FUS","FOXC2","Csn","Jagged","NOTCH","NOTCHic","Csl","SOSGRB2","cateninmemb","KLF4","ZEB2","ZEB1","SNAI2","Ecadherin","RAS","RAF","PI3K","DELTA","GSK3","miR200","cateninnuc","GLI","TCFLEF","Wnt","CD44","Frizzled","cMet","SRC","DSH","STAT","TrCP","SUFU","LIV1","AXIN2","Patched","Destcompl","RKIP"
"STAT",0.200194805194805,0.185909090909091,0.160909090909091,0.140909090909091,0.200454545454545,0.2,0.138395718434435,0.189090909090909,0.18,0.0586666666666667,0.0638946399815965,0.0615136876006441,0.0542640692640693,0.0352631578947368,0.02,0.03,0.0392857142857143,0.0655534941249227,0.025,0.0543290043290043,0,0.0573042328802552,0.0218707482993197,0.0116666666666667,-0.00833333333333333,-0.0148729531338227,-0.0362390320676766,-0.324410774410774,0.438078308886236,0.438078308886236,0.0875513009781709,-0.176126611186061,-0.0470825787758059,-0.0586363636363636,-0.0586363636363636,-0.0586363636363636,0.0567081460041892,-0.45398107480256,0.0153140051940715,-0.00454845088991431,0.00624664768111813,-0.016260162601626,-0.00433355709703887,-0.0333333333333333,-0.016260162601626,-0.0333333333333333,-0.0666666666666667,-0.0666666666666667,0,0,0,-0.06227969348659,-0.0488095238095238,-0.0796395373300005,-0.163717357910906
"ERK",0.388555877779179,0.35998444920775,0.319075358298659,0.267619047619048,0.206762956422979,0.187241379310345,0.265000791908631,0.173429623089645,0.227666911225238,0.175163637660932,0.177095713980467,0.165950203144554,0.240608610948763,0.206884369378006,0.156168831168831,0.183879674542325,0.206033898305085,0.427068729248991,0.184,0.401595657924392,0.110714285714286,0.293028687981932,0.270425635667015,0.243414141414141,0.208565656565657,0.119585496022682,-0.542727128904886,-0.403776966903527,0.440418677358761,0.440418677358761,0.683323727645274,-0.619201544863843,0.152392284413343,0.124318038473668,0.124318038473668,0.124318038473668,-0.20868017884214,-0.45025702604326,0.413964638307898,0.37348033046999,0.39486183456958,0.346938775510204,0.371953468035716,0.313605442176871,0.344977991196479,0.311644657863145,0.266666666666667,0.264705882352941,-0.0857142857142857,-0.14,0.2,0.406675217681797,-0.223367231638418,0.0524021512137371,-0.281706075823723
"cMet",0.404830917874396,0.372222222222222,0.35,0.3,0.420454545454546,0.325,0.404054153146712,0.415,0.385,0.21781905744754,0.21034632034632,0.197619047619048,0.204256854256854,0.2725,0.266666666666667,0.26,0.15,0.389459468939633,0.15,0.349924585218703,0.2,0.22165838375108,0.278555083360575,0.24812030075188,0.242857142857143,0.0109523809523809,-0.187687381347175,-0.320634920634921,0.458008658008658,0.458008658008658,0.484339493347714,-0.324425384062286,0.241176470588235,0.201960784313725,0.201960784313725,0.201960784313725,-0.255724417426545,-0.467637104743083,0.158418139237811,0.082404181184669,0.125690866510539,0.0214285714285714,0.0814285714285714,-0.05,0.0214285714285714,0.05,-0.1,0,-0.2,-0.1,0.1,0.0372167707404103,-0.177272727272727,-0.134042553191489,-0.453333333333333
"Jagged",0.329468599033816,0.255555555555556,0.2,0.2,0.286666666666667,0.1,0.254545454545455,0.22,0.2,0.166666666666667,0.0714285714285714,0.0666666666666667,0.116666666666667,0.0888888888888889,0,0.0333333333333333,0.0333333333333333,0.288095238095238,0,0.221428571428571,0,0.16,0.229230769230769,0.16,0.1,0.12,-0.431730769230769,-0.405555555555556,0.46207729468599,0.46207729468599,0.436290322580645,-0.513116550968213,0.247777777777778,0.177777777777778,0.177777777777778,0.177777777777778,-0.230555555555556,-0.472121212121212,0.350682730923695,0.266666666666667,0.313333333333333,0.2,0.266666666666667,0.1,0.2,0.1,0,0,0,0,0,0.277777777777778,-0.0833333333333333,0.296820246593121,-0.235897435897436
"DELTA",0.329468599033816,0.255555555555556,0.2,0.2,0.286666666666667,0.1,0.254545454545455,0.22,0.2,0.166666666666667,0.0714285714285714,0.0666666666666667,0.116666666666667,0.0888888888888889,0,0.0333333333333333,0.0333333333333333,0.288095238095238,0,0.221428571428571,0,0.16,0.229230769230769,0.16,0.1,0.12,-0.431730769230769,-0.405555555555556,0.46207729468599,0.46207729468599,0.436290322580645,-0.513116550968213,0.247777777777778,0.177777777777778,0.177777777777778,0.177777777777778,-0.230555555555556,-0.472121212121212,0.350682730923695,0.266666666666667,0.313333333333333,0.2,0.266666666666667,0.1,0.2,0.1,0,0,0,0,0,0.277777777777778,-0.0833333333333333,0.296820246593121,-0.235897435897436
"NFB",0.572025449298177,0.527869605142332,0.469191919191919,0.405555555555556,0.305832860296436,0.142857142857143,0.320885414508887,0.252190476190476,0.178857142857143,0.198011573050273,0.199542600635528,0.18578795379538,0.277538392050587,0.357406107406107,0.264285714285714,0.321042471042471,0.228148148148148,0.564943216248867,0.18,0.530289750902332,0.314285714285714,0.309309384572542,0.400530515697164,0.361457668015045,0.307359307359307,0.335224089635854,-0.609937468156634,-0.41529304029304,0.474056678661635,0.474056678661635,0.695872258662956,-0.730946034570456,0.41180530758334,0.377446333224365,0.377446333224365,0.377446333224365,-0.248673578212313,-0.478687674511368,0.460340391459871,0.404752567693744,0.434451226861029,0.370634920634921,0.404362731285808,0.327777777777778,0.370634920634921,0.327777777777778,0.277777777777778,0.277777777777778,-0.3,-0.12,0.2,0.439367229956078,-0.253148148148148,0.155057125398337,-0.314164509634743
"SRC",0.394135220125786,0.365833333333333,0.345833333333333,0.333333333333333,0.331546231546232,0.3,0.303308606337272,0.316161616161616,0.327272727272727,0.126804038397881,0.113934329065908,0.109429824561404,0.0911060084194412,0.166263736263736,0.15,0.157692307692308,0.0533333333333333,0.249327865117339,0.0333333333333333,0.222055137844612,0.15,0.103458646616541,0.162222222222222,0.14,0.12,0.00588235294117647,-0.0870634920634921,-0.354328165374677,0.479700854700855,0.479700854700855,0.19711620884473,-0.248607600916287,0.209007936507937,0.183611111111111,0.183611111111111,0.183611111111111,-0.144273524816729,-0.492009272192339,0.0680769695322644,0.0235588972431078,0.0485588972431078,-0.00977443609022556,0.0235588972431078,-0.0571428571428571,-0.00977443609022556,-0.0571428571428571,-0.1,0,-0.1,-0.0333333333333333,0,-0.0405185779203421,-0.0687179487179487,-0.0919076005961252,-0.402828282828283
"SMO",0.523333333333333,0.481666666666667,0.44,0.4,0.393240093240093,0.2,0.36185418305796,0.353846153846154,0.3,0.128937728937729,0.134285714285714,0.12,0.322261904761905,0.236857142857143,0.15,0.192857142857143,0.253333333333333,0.281745120551091,0.333333333333333,0.238461538461538,0.1,0.235864135864136,0.322377622377622,0.278787878787879,0.233333333333333,0.255263157894737,-0.391530920060332,-0.413888888888889,0.482485875706215,0.482485875706215,0.454094820440948,-0.441688237306794,0.379114971050455,0.345781637717122,0.345781637717122,0.345781637717122,-0.332215060155171,-0.492374924653406,0.295139000482083,0.33952380952381,0.268367346938776,0.296666666666667,0.235714285714286,0.25,0.192857142857143,0.15,0.2,0.1,0,-0.3,0.1,0.361904761904762,-0.290833333333333,0.314076359514848,-0.352857142857143
"TWIST1",0.523653974448183,0.485438871473354,0.440438871473354,0.381818181818182,0.477104295456357,0.28,0.479416436165615,0.431830663615561,0.371304347826087,0.243465573974049,0.237967084996788,0.21981526981527,0.458244827222448,0.460917613459986,0.369230769230769,0.416849816849817,0.391555555555556,0.464640054171188,0.355555555555556,0.529305181191974,0.3,0.409143007898393,0.419429659334873,0.379145299145299,0.335555555555555,0.315754268614681,-0.654545323646141,-0.404315196998124,0.488073160880178,0.488073160880178,0.729621537593874,-0.823533891495399,0.451174956428174,0.420259585098295,0.420259585098295,0.420259585098295,-0.402020132477266,-0.496082171680117,0.466663899452965,0.417103236381908,0.443641467339624,0.384582911178656,0.416141467339624,0.348412698412698,0.38389656938044,0.348412698412698,0.309523809523809,0.309523809523809,-0.2,-0.3,0.266666666666667,0.460045160442737,-0.428541856925419,0.395249873104573,-0.461840770536423
"NOTCH",0.391537564551058,0.329468599033816,0.255555555555556,0.2,0.34962962962963,0.2,0.293255131964809,0.286666666666667,0.22,0.171014492753623,0.0814285714285714,0.0714285714285714,0.143939393939394,0.130065359477124,0.0333333333333333,0.0888888888888889,0.0833333333333333,0.336243386243386,0.0333333333333333,0.288095238095238,0,0.189411764705882,0.180954907161804,0.229230769230769,0.16,0.164444444444444,-0.483730769230769,-0.46207729468599,0.519769602378298,0.519769602378298,0.485715609936967,-0.572020660557255,0.297777777777778,0.247777777777778,0.247777777777778,0.247777777777778,-0.271296296296296,-0.528003565062389,0.383418156932663,0.313333333333333,0.350682730923695,0.266666666666667,0.313333333333333,0.2,0.266666666666667,0.2,0.1,0.1,0,0,0,0.336111111111111,-0.116666666666667,0.326051015823891,-0.284045584045584
"FUS",0.563550724637681,0.523333333333333,0.481666666666667,0.44,0.430449395565675,0.3,0.39008384812973,0.393240093240093,0.353846153846154,0.144879757923236,0.145253456221198,0.134285714285714,0.346751700680272,0.270190476190476,0.192857142857143,0.236857142857143,0.290833333333333,0.316527729246743,0.253333333333333,0.281745120551091,0.15,0.261329974373453,0.359586924703204,0.322377622377622,0.278787878787879,0.272910216718266,-0.429080327174956,-0.461429872495446,0.526585254588202,0.526585254588202,0.488796312978262,-0.483700071626321,0.407943799879284,0.379114971050455,0.379114971050455,0.379114971050455,-0.35566333601724,-0.536374924653406,0.317951052132011,0.372857142857143,0.295139000482083,0.33952380952381,0.268367346938776,0.296666666666667,0.235714285714286,0.192857142857143,0.25,0.15,-0.1,-0.333333333333333,0.1,0.398268398268398,-0.322261904761905,0.331046056484545,-0.391804511278195
"cfos",0.416781976040858,0.372980323148296,0.311278195488722,0.242857142857143,0.382693602693603,0.32,0.310244373928584,0.334545454545455,0.28,0.0813593203398301,0.0923953008698771,0.0788359788359788,0.150642690642691,0.15,0.0833333333333333,0.116666666666667,0.103463203463203,0.353930694504857,0.0761904761904762,0.315087719298246,0.0333333333333333,0.20062091503268,0.203636363636364,0.163636363636364,0.113636363636364,0.184848484848485,-0.531744670423916,-0.507936507936508,0.556260740661042,0.556260740661042,0.534127640645075,-0.608791776727364,0.337278911564626,0.29578231292517,0.29578231292517,0.29578231292517,-0.302081949058693,-0.568028946874669,0.428538523308398,0.366013071895425,0.400505050505051,0.327777777777778,0.367171717171717,0.277777777777778,0.327777777777778,0.277777777777778,0.2,0.2,0,-0.0333333333333333,0.1,0.394350362311527,-0.13012987012987,0.362052948170398,-0.312320574162679
"CDC42",0.416781976040858,0.372980323148296,0.311278195488722,0.342857142857143,0.382693602693603,0.22,0.310244373928584,0.334545454545455,0.28,0.0813593203398301,0.0923953008698771,0.0788359788359788,0.150642690642691,0.15,0.0833333333333333,0.116666666666667,0.103463203463203,0.353930694504857,0.0761904761904762,0.315087719298246,0.0333333333333333,0.20062091503268,0.203636363636364,0.163636363636364,0.113636363636364,0.184848484848485,-0.531744670423916,-0.507936507936508,0.556260740661042,0.556260740661042,0.534127640645075,-0.608791776727364,0.337278911564626,0.29578231292517,0.29578231292517,0.29578231292517,-0.302081949058693,-0.568028946874669,0.428538523308398,0.366013071895425,0.400505050505051,0.327777777777778,0.367171717171717,0.277777777777778,0.327777777777778,0.277777777777778,0.2,0.2,0,-0.0333333333333333,0.1,0.394350362311527,-0.13012987012987,0.362052948170398,-0.312320574162679
"TGF",0.546383647798742,0.591666666666667,0.526666666666667,0.46,0.473558897243108,0.333333333333333,0.437931034482759,0.423558897243108,0.376190476190476,0.231850419084462,0.22603128054741,0.211515151515151,0.260937019969278,0.339800514800515,0.258333333333333,0.315476190476191,0.203333333333333,0.460566858322276,0.153333333333333,0.409586466165414,0.233333333333333,0.313824884792627,0.383572567783094,0.341754385964912,0.273333333333333,0.17972972972973,-0.513694345834816,-0.507068395626748,0.5589202474786,0.5589202474786,0.509204511899841,-0.597567431257439,0.39003663003663,0.333846153846154,0.333846153846154,0.333846153846154,-0.368321292337944,-0.566639043326756,0.426163350991812,0.341043083900227,0.38741989549443,0.277777777777778,0.341043083900227,0.2,0.277777777777778,0.2,0.1,0.1,-0.2,-0.133333333333333,0,0.35427027027027,-0.231904761904762,0.17017425422653,-0.409889069264069
"NOTCHic",0.435373180989414,0.391537564551058,0.329468599033816,0.255555555555556,0.403475783475784,0.22,0.325098707383804,0.34962962962963,0.286666666666667,0.184860646599777,0.0972180451127819,0.0814285714285714,0.166161616161616,0.166650725330783,0.0888888888888889,0.130065359477124,0.116666666666667,0.374081224081224,0.0833333333333333,0.336243386243386,0.0333333333333333,0.215285890580008,0.221799977584339,0.180954907161804,0.229230769230769,0.215663956639566,-0.529432126696833,-0.513929146537842,0.567461910070606,0.567461910070606,0.52707228389758,-0.62091333517395,0.338637992831541,0.297777777777778,0.297777777777778,0.297777777777778,-0.302827827827828,-0.578605974700943,0.410998529183086,0.349803921568627,0.383418156932663,0.313333333333333,0.350682730923695,0.266666666666667,0.313333333333333,0.266666666666667,0.2,0.2,0,-0.0333333333333333,0.1,0.381149279050042,-0.143939393939394,0.348902935385134,-0.325222054633819
"TCFLEF",0.602553318086313,0.575311355311355,0.545787545787546,0.507692307692308,0.52576662007922,0.431428571428571,0.433398473916093,0.499815062985795,0.472891986062718,0.202196974022267,0.184886277589525,0.175408521303258,0.280061101853255,0.308877941730401,0.271064935064935,0.289097721950181,0.238617886178862,0.42743509783622,0.216666666666667,0.401174228271003,0.235064935064935,0.278180784686971,0.391564528636313,0.367496732026144,0.343496732026144,0.198043371701908,-0.426992362809938,-0.439831393853671,0.575667972915723,0.575667972915723,0.479599113645014,-0.600888005146608,0.404199670268664,0.381101844181707,0.381101844181707,0.381101844181707,-0.354766685488027,-0.58681404398419,0.200867950571137,0.262827414411038,0.181703554567504,0.2351401179941,0.258366190601361,0.204166666666667,0.230973451327434,0.2,0.170833333333333,0.166666666666667,-0.171428571428571,-0.183333333333333,0.133333333333333,0.594170304295565,-0.258943089430894,0.315818436846868,-0.435546984288706
"PAK1",0.452093548741155,0.416781976040858,0.372980323148296,0.311278195488722,0.42945619262166,0.28,0.338890207261918,0.382693602693603,0.334545454545455,0.0991887777041712,0.106293605954623,0.0923953008698771,0.173223335803981,0.178155339805825,0.116666666666667,0.15,0.13012987012987,0.386668789742952,0.103463203463203,0.353930694504857,0.0833333333333333,0.226124270737378,0.236180742334588,0.203636363636364,0.163636363636364,0.21603128054741,-0.570110751085756,-0.549315818281335,0.595716522973967,0.595716522973967,0.56927915579659,-0.649550070566227,0.372811906488484,0.337278911564626,0.337278911564626,0.337278911564626,-0.328653957172283,-0.607601139388038,0.451962647822016,0.399346405228758,0.428538523308398,0.366013071895425,0.400505050505051,0.327777777777778,0.367171717171717,0.327777777777778,0.277777777777778,0.277777777777778,-0.0333333333333333,-0.0761904761904762,0.2,0.432866263371598,-0.150642690642691,0.381511493009653,-0.346438221221503
"LIV1",0.452093548741155,0.416781976040858,0.372980323148296,0.311278195488722,0.42945619262166,0.28,0.338890207261918,0.382693602693603,0.334545454545455,0.0991887777041712,0.106293605954623,0.0923953008698771,0.173223335803981,0.178155339805825,0.116666666666667,0.15,0.13012987012987,0.386668789742952,0.103463203463203,0.353930694504857,0.0833333333333333,0.226124270737378,0.236180742334588,0.203636363636364,0.163636363636364,0.21603128054741,-0.570110751085756,-0.549315818281335,0.595716522973967,0.595716522973967,0.56927915579659,-0.649550070566227,0.372811906488484,0.337278911564626,0.337278911564626,0.337278911564626,-0.328653957172283,-0.607601139388038,0.451962647822016,0.399346405228758,0.428538523308398,0.366013071895425,0.400505050505051,0.327777777777778,0.367171717171717,0.327777777777778,0.277777777777778,0.277777777777778,-0.0333333333333333,-0.0761904761904762,0.2,0.432866263371598,-0.150642690642691,0.381511493009653,-0.346438221221503
"EGR1",0.452093548741155,0.416781976040858,0.372980323148296,0.311278195488722,0.42945619262166,0.28,0.338890207261918,0.382693602693603,0.334545454545455,0.0991887777041712,0.106293605954623,0.0923953008698771,0.173223335803981,0.178155339805825,0.116666666666667,0.15,0.13012987012987,0.386668789742952,0.103463203463203,0.353930694504857,0.0833333333333333,0.226124270737378,0.236180742334588,0.203636363636364,0.163636363636364,0.21603128054741,-0.570110751085756,-0.549315818281335,0.595716522973967,0.595716522973967,0.56927915579659,-0.649550070566227,0.372811906488484,0.337278911564626,0.337278911564626,0.337278911564626,-0.328653957172283,-0.607601139388038,0.451962647822016,0.399346405228758,0.428538523308398,0.366013071895425,0.400505050505051,0.327777777777778,0.367171717171717,0.327777777777778,0.277777777777778,0.277777777777778,-0.0333333333333333,-0.0761904761904762,0.2,0.432866263371598,-0.150642690642691,0.381511493009653,-0.346438221221503
"ZEB1",0.49243897155839,0.457347693667924,0.416415051180877,0.364176245210728,0.363346203346203,0.216666666666667,0.344817716443167,0.321904761904762,0.276666666666667,0.185035508532918,0.178747206524977,0.166552084573757,0.268630972045637,0.282585812356979,0.220701754385965,0.250701754385965,0.221414728682171,0.467426592978161,0.195833333333333,0.43676527033287,0.173333333333333,0.33045360785363,0.358640128117136,0.324172043010753,0.288172043010753,0.291038789082483,-0.64042440799752,-0.552137225093747,0.603845194202162,0.603845194202162,0.524167509384908,-0.64808025928695,0.448476385640761,0.417216156508192,0.417216156508192,0.417216156508192,-0.382524638199558,-0.623035906080543,0.492819939934369,0.447767576148871,0.471598407843271,0.418271173271173,0.445932208684786,0.380897435897436,0.416477663230241,0.378333333333333,0.335897435897436,0.333333333333333,-0.133333333333333,-0.158333333333333,0.266666666666667,0.477004600141543,-0.246167203929695,0.394716167565765,-0.331010736277245
"TGFR",0.593949190869903,0.546383647798742,0.591666666666667,0.526666666666667,0.514987468671679,0.376190476190476,0.474740850433679,0.473558897243108,0.423558897243108,0.248268329532223,0.238758553274682,0.22603128054741,0.289260719391243,0.369920996728226,0.315476190476191,0.339800514800515,0.231904761904762,0.502551591146704,0.203333333333333,0.460566858322276,0.258333333333333,0.345122594716291,0.425996810207336,0.383572567783094,0.341754385964912,0.21998946998947,-0.564522371312523,-0.556159304717657,0.605431875385577,0.605431875385577,0.556572932952472,-0.65069836104871,0.435147040131267,0.39003663003663,0.39003663003663,0.39003663003663,-0.403413640622905,-0.613626995133985,0.457547366586354,0.387142374680369,0.426163350991812,0.341043083900227,0.38741989549443,0.277777777777778,0.341043083900227,0.277777777777778,0.2,0.2,-0.233333333333333,-0.153333333333333,0.1,0.408987251402346,-0.260937019969278,0.197506855763303,-0.449148328523328
"Csl",0.470324637300093,0.435373180989414,0.391537564551058,0.329468599033816,0.450296592724338,0.286666666666667,0.354610384666182,0.403475783475784,0.34962962962963,0.205408591805256,0.112580363953362,0.0972180451127819,0.19001482717079,0.197295886621105,0.130065359477124,0.166650725330783,0.143939393939394,0.406927939409691,0.116666666666667,0.374081224081224,0.0888888888888889,0.241690384962031,0.255133310917672,0.221799977584339,0.180954907161804,0.244359608813479,-0.567632466255407,-0.557212728627394,0.608331475287997,0.608331475287997,0.561822897143696,-0.662051333865905,0.373176145441983,0.338637992831541,0.338637992831541,0.338637992831541,-0.328872843904998,-0.619836043038073,0.434114425319882,0.382547284400486,0.410998529183086,0.349803921568627,0.383418156932663,0.313333333333333,0.350682730923695,0.313333333333333,0.266666666666667,0.266666666666667,-0.0333333333333333,-0.0833333333333333,0.2,0.418437414643263,-0.166161616161616,0.367481070864678,-0.361144384730907
"SMAD",0.51025743752714,0.472677819692745,0.42743972445465,0.369230769230769,0.465444453397076,0.314285714285714,0.391204206421598,0.418236331569665,0.367619047619048,0.228068183411133,0.117473123228271,0.203892876314691,0.294908936455512,0.304042536554852,0.235555555555556,0.270249433106576,0.244871794871795,0.427388353607263,0.216666666666667,0.392056447825679,0.205555555555556,0.347078755556403,0.35894984976764,0.322815395986128,0.281351981351981,0.251059085841695,-0.57917804712215,-0.572999124644694,0.623722943722944,0.623722943722944,0.574281876959662,-0.673119034935703,0.455416766552219,0.420175263868855,0.420175263868855,0.420175263868855,-0.365994188736513,-0.633860836981841,0.447872096713184,0.394338958458312,0.423934736534213,0.359693289166973,0.395192221564153,0.320745920745921,0.36053086698248,0.320745920745921,0.269230769230769,0.269230769230769,-0.15,-0.183333333333333,0.2,0.427465976250005,-0.271286889211417,0.27366661778524,-0.385039180229054
"SNAI1",0.483212042650347,0.452093548741155,0.416781976040858,0.372980323148296,0.46555375359727,0.334545454545455,0.264743865798503,0.42945619262166,0.382693602693603,0.115803197766867,0.116647472271792,0.106293605954623,0.194562247937872,0.20721194357941,0.15,0.178155339805825,0.150642690642691,0.415061036037137,0.13012987012987,0.386668789742952,0.116666666666667,0.248763339301414,0.266967259188521,0.236180742334588,0.203636363636364,0.238022981792223,-0.602137407299006,-0.585289415641072,0.629753462287951,0.629753462287951,0.598735065740305,-0.68470140409934,0.400936906488484,0.372811906488484,0.372811906488484,0.372811906488484,-0.350482865726856,-0.642786324573223,0.471249614508165,0.427593827909171,0.451962647822016,0.399346405228758,0.428538523308398,0.366013071895425,0.400505050505051,0.367171717171717,0.327777777777778,0.327777777777778,-0.0833333333333333,-0.103463203463203,0.277777777777778,0.464797932228365,-0.173223335803981,0.397206836827106,-0.377488449532005
"GLI",0.610352105682055,0.571265811265811,0.525319865319865,0.466060606060606,0.548529208784963,0.402857142857143,0.402416990612628,0.503823326432022,0.459378881987578,0.153727678039244,0.156816342603216,0.144140286265188,0.318058660163923,0.231589113763478,0.172222222222222,0.199881796690307,0.267181467181467,0.42227504039286,0.242857142857143,0.385726817042607,0.138888888888889,0.268608347703055,0.283549508692366,0.246814814814815,0.208148148148148,0.22479674796748,-0.590671448695483,-0.58442699915339,0.632478194729535,0.632478194729535,0.590222096318339,-0.673753748325153,0.464006566189229,0.426424148606811,0.426424148606811,0.426424148606811,-0.416966339934538,-0.643229650790428,0.474557982761784,0.416800334168755,0.448836021714101,0.479657477025898,0.41732418200554,0.434920634920635,0.38012611437269,0.334920634920635,0.377777777777778,0.277777777777778,-0.0833333333333333,-0.20952380952381,0.2,0.445779749825195,-0.293497256655151,0.335856469241151,-0.402797035990657
