"","FOXC2","TGF","TGFR","CDC42","PAK1","MEK","SNAI1","EGR1","ERK","cfos","HEY1","SMAD","ILK","SHH","AKT","IKK","NFB","SMO","TWIST1","FUS","Csn","Jagged","NOTCH","NOTCHic","Csl","SOSGRB2","cateninmemb","KLF4","ZEB2","ZEB1","Ecadherin","RAS","RAF","PI3K","DELTA","GSK3","miR200","GLI","cateninnuc","TCFLEF","Wnt","Frizzled","CD44","cMet","DSH","SRC","STAT","AXIN2","TrCP","SUFU","LIV1","SNAI2","Destcompl","Patched","RKIP"
"Csn",0.245717245870582,0.268915266450264,0.247674216330933,0.206648575305292,0.145454545454545,0.242597402597403,0.156203878792941,0.106666666666667,0.209264069264069,0.161212121212121,0.0753737541528239,0.0823617387046469,0.0687370600414079,0.131817075339021,0.202566666666667,0.184166666666667,0.155,0.108513708513709,0.278301386940938,0.0873015873015873,0.105,0.170294236289795,0.252708402708403,0.233477633477634,0.201010101010101,0.168592182635766,-0.390641768388438,-0.399880772821949,0.435063688999173,0.435063688999173,-0.436723565543592,0.219508575116664,0.195900129819159,0.195900129819159,0.195900129819159,-0.13527120387588,-0.443355132389914,0.345603646327518,0.382641867929844,0.366225752475846,0.325079628860269,0.304597701149425,0.345968517749158,0.325079628860269,0.266666666666667,0.304597701149425,0.266666666666667,0.382007003462386,-0.18,-0.0428571428571429,0.2,0.128118902877524,0.0307626983915536,-0.120341665502956,-0.176176040107916
"NFB",0.469545425800406,0.486745070962793,0.45889696969697,0.41969696969697,0.383333333333333,0.252164332399627,0.256340002556148,0.142857142857143,0.21752380952381,0.170857142857143,0.19265443019313,0.190377743629382,0.181827557755776,0.225032543968979,0.312604032604033,0.288159588159588,0.247619047619048,0.193333333333333,0.453856209150327,0.16,0.314285714285714,0.221346353095593,0.320984964855933,0.297113997113997,0.260606060606061,0.27125608137992,-0.349059268607917,-0.393498168498168,0.436524414484487,0.436524414484487,-0.383034204058172,0.291282894339427,0.273869959016044,0.273869959016044,0.273869959016044,-0.155561301443654,-0.442854664928749,0.254033419763757,0.284107227166278,0.269597423244709,0.237179487179487,0.214102564102564,0.253563667970448,0.237179487179487,0.183333333333333,0.214102564102564,0.183333333333333,0.286043566362715,-0.3,-0.12,0.15,-0.132223128476248,0.0399343121126441,-0.210574712643678,-0.264347765167437
"STAT",0.21054533060668,0.200704412546518,0.189593301435407,0.165909090909091,0.140909090909091,0.205743200506009,0.139449689737976,0.2,0.191764705882353,0.18,0.0586666666666667,0.0649619634627131,0.0615136876006441,0.0546316114426837,0.0393704600484261,0.0342857142857143,0.02,0.045,0.0642690559482164,0.025,0,0.0513965679935694,0.0217934667963223,0.0149973502914679,-0.00392156862745098,-0.0103858784893268,-0.022291146962893,-0.326728064963359,0.440568405953021,0.440568405953021,-0.145023611925261,-0.0471947026653334,-0.0568961952026468,-0.0568961952026468,-0.0568961952026468,0.055838896306186,-0.456698065576147,-0.0138082505729565,0.00348372359262972,-0.00450197366601152,-0.023051948051948,-0.0321428571428571,-0.0136502386502386,-0.023051948051948,-0.0571428571428571,-0.0321428571428571,-0.0571428571428571,-0.0647407494466318,0,0,0,-0.0841707577846052,-0.0804710144754709,-0.0519767441860465,-0.167073680823681
"ERK",0.361458089389124,0.386860236882066,0.361036061057891,0.320890075656431,0.267619047619048,0.208595416332017,0.264184918516713,0.187241379310345,0.174333577891905,0.227666911225238,0.175163637660932,0.177500355120237,0.165950203144554,0.2399058786261,0.208516375691227,0.185580595874714,0.156168831168831,0.208590163934426,0.421232175401222,0.184,0.110714285714286,0.287202168674379,0.268818102746566,0.244718379754876,0.21041181041181,0.12163415010017,-0.505764506559172,-0.404802420117224,0.441467696738768,0.441467696738768,-0.55704469239736,0.146691092186142,0.121938616938617,0.121938616938617,0.121938616938617,-0.20485159053192,-0.451386387340658,0.359485076327182,0.392676588458935,0.377190477347824,0.338181818181818,0.312307692307692,0.358231369541132,0.336602870813397,0.27,0.310728744939271,0.268421052631579,0.395073461853332,-0.0857142857142857,-0.14,0.2,0.479162649440163,0.0449665828488683,-0.224930033215472,-0.28297755695153
"cMet",0.405332278481013,0.406264775413712,0.372222222222222,0.35,0.3,0.420454545454546,0.4052230602186,0.325,0.415,0.385,0.21781905744754,0.21034632034632,0.197619047619048,0.205397727272727,0.2725,0.26,0.266666666666667,0.15,0.391267234638021,0.15,0.2,0.223314077227121,0.280035194368901,0.24812030075188,0.242857142857143,0.0109523809523809,-0.174816198036839,-0.320634920634921,0.458008658008658,0.458008658008658,-0.292115808816928,0.243432165318958,0.203809523809524,0.203809523809524,0.203809523809524,-0.257680491551459,-0.467637104743083,0.0824242424242424,0.149156484036263,0.121472868217054,0.0233333333333333,-0.05,0.0814728682170543,0.0233333333333333,-0.1,0.05,0,0.0387301587301587,-0.2,-0.1,0.1,0.310436748976895,-0.132747890310915,-0.177272727272727,-0.453333333333333
"Jagged",0.312857142857143,0.331555555555555,0.255555555555556,0.2,0.2,0.286666666666667,0.258333333333333,0.1,0.22,0.2,0.166666666666667,0.0714285714285714,0.0666666666666667,0.121794871794872,0.0888888888888889,0.0333333333333333,0,0.0333333333333333,0.285,0,0,0.156969696969697,0.231428571428571,0.16,0.1,0.12,-0.388256813608926,-0.405555555555556,0.46207729468599,0.46207729468599,-0.443824561403509,0.243636363636364,0.18,0.18,0.18,-0.229501915708812,-0.472121212121212,0.253846153846154,0.316849816849817,0.287179487179487,0.2,0.1,0.253846153846154,0.2,0,0.1,0,0.27,0,0,0,0.0837355455002514,0.284432432432432,-0.0833333333333333,-0.235897435897436
"DELTA",0.312857142857143,0.331555555555555,0.255555555555556,0.2,0.2,0.286666666666667,0.258333333333333,0.1,0.22,0.2,0.166666666666667,0.0714285714285714,0.0666666666666667,0.121794871794872,0.0888888888888889,0.0333333333333333,0,0.0333333333333333,0.285,0,0,0.156969696969697,0.231428571428571,0.16,0.1,0.12,-0.388256813608926,-0.405555555555556,0.46207729468599,0.46207729468599,-0.443824561403509,0.243636363636364,0.18,0.18,0.18,-0.229501915708812,-0.472121212121212,0.253846153846154,0.316849816849817,0.287179487179487,0.2,0.1,0.253846153846154,0.2,0,0.1,0,0.27,0,0,0,0.0837355455002514,0.284432432432432,-0.0833333333333333,-0.235897435897436
"SRC",0.406377217553688,0.396915584415584,0.369642857142857,0.345833333333333,0.333333333333333,0.333142748237088,0.305209791429629,0.3,0.316161616161616,0.327272727272727,0.126804038397881,0.113934329065908,0.109429824561404,0.0924400871459695,0.168803418803419,0.157692307692308,0.15,0.0533333333333333,0.250257673361122,0.0333333333333333,0.15,0.101677840508116,0.165238095238095,0.143809523809524,0.12,0.00857142857142857,-0.0748832510103278,-0.354328165374677,0.481079664570231,0.481079664570231,-0.218804713804714,0.210445253536618,0.187717980809345,0.187717980809345,0.187717980809345,-0.145108225108225,-0.493078612209047,0.0178688524590164,0.0552563135819498,0.0398200719712115,-0.01,-0.05,0.0178688524590164,-0.01,-0.1,-0.05,0,-0.0401419524841685,-0.1,-0.0333333333333333,0,0.0173392481271077,-0.0918048256091734,-0.0718518518518519,-0.405408927989573
"SMO",0.431379310344828,0.52490990990991,0.481666666666667,0.44,0.4,0.393240093240093,0.363364055299539,0.2,0.353846153846154,0.3,0.128937728937729,0.134285714285714,0.12,0.324166666666667,0.236857142857143,0.192857142857143,0.15,0.253333333333333,0.278976034858388,0.333333333333333,0.1,0.232169312169312,0.323787878787879,0.278787878787879,0.233333333333333,0.255263157894737,-0.365560775307095,-0.413888888888889,0.482485875706215,0.482485875706215,-0.38799026339778,0.377828711985689,0.347596153846154,0.347596153846154,0.347596153846154,-0.331341797361215,-0.492374924653406,0.333333333333333,0.278018103511205,0.25621359223301,0.3,0.25,0.23,0.196666666666667,0.2,0.15,0.1,0.35957605612778,0,-0.3,0.1,0.256010946907499,0.310145203633576,-0.290833333333333,-0.352857142857143
"NOTCH",0.372040816326531,0.389620071684588,0.331555555555555,0.255555555555556,0.2,0.350952380952381,0.293717948717949,0.2,0.286666666666667,0.22,0.171014492753623,0.0814285714285714,0.0714285714285714,0.145324283559578,0.133333333333333,0.0888888888888889,0.0333333333333333,0.0833333333333333,0.327372881355932,0.0333333333333333,0,0.179191919191919,0.179815668202765,0.231428571428571,0.16,0.167368421052632,-0.430665190572277,-0.46207729468599,0.52133655394525,0.52133655394525,-0.489792303338993,0.28566534914361,0.243636363636364,0.243636363636364,0.243636363636364,-0.263592824799721,-0.529264069264069,0.287179487179487,0.343380429094715,0.316849816849817,0.253846153846154,0.2,0.287179487179487,0.253846153846154,0.1,0.2,0.1,0.317169811320755,0,0,0,0.100137661902368,0.307796918413741,-0.121794871794872,-0.28762157382847
"FUS",0.46953720508167,0.562143952463101,0.52490990990991,0.481666666666667,0.44,0.431171127722852,0.388835753412747,0.3,0.393240093240093,0.353846153846154,0.144879757923236,0.145253456221198,0.134285714285714,0.345378787878788,0.271472527472527,0.236857142857143,0.192857142857143,0.290833333333333,0.310913207633257,0.253333333333333,0.15,0.253856059157264,0.357878787878788,0.323787878787879,0.278787878787879,0.274493927125506,-0.395914592811751,-0.461429872495446,0.527271151779834,0.527271151779834,-0.420866975726547,0.402719541680012,0.377828711985689,0.377828711985689,0.377828711985689,-0.351743135153857,-0.53692938009895,0.36025641025641,0.29649636438077,0.278018103511205,0.333333333333333,0.3,0.25621359223301,0.23,0.25,0.196666666666667,0.15,0.390010838736476,-0.1,-0.333333333333333,0.1,0.269835004358127,0.324013816772262,-0.324166666666667,-0.393063328424153
"TCFLEF",0.577793602731955,0.558051643221078,0.539839722691277,0.523017292784735,0.497435897435897,0.500530944084951,0.399396475212375,0.431428571428571,0.484204413472706,0.46801393728223,0.199542106765629,0.180569215494847,0.173494645705172,0.248086096896704,0.285785832680643,0.272742354419774,0.263064935064935,0.217619047619048,0.371862472418848,0.203333333333333,0.235064935064935,0.2222394813264,0.346062569478538,0.330447951538339,0.318683245655986,0.171476738830032,-0.263456497041386,-0.429356060606061,0.556724481658692,0.556724481658692,-0.362229864097158,0.346449818717977,0.331338123580001,0.331338123580001,0.331338123580001,-0.310123867020681,-0.569138893235279,0.172802072891587,0.0953766893267963,0.0834351085707826,0.152305178481649,0.132647058823529,0.167283905821642,0.14715811965812,0.117647058823529,0.1275,0.1125,0.507073015873016,-0.171428571428571,-0.183333333333333,0.1,-0.218613450031239,0.261480698662263,-0.232135176651306,-0.411629701060752
"cfos",0.391279633804741,0.40751209574739,0.371148459383754,0.314285714285714,0.242857142857143,0.385674281503316,0.305576195955943,0.32,0.336521739130435,0.28,0.0813593203398301,0.0933521078682369,0.0788359788359788,0.148153837401149,0.152412280701754,0.120833333333333,0.0833333333333333,0.10952380952381,0.336580086580087,0.0761904761904762,0.0333333333333333,0.184479166666667,0.195128205128205,0.162820512820513,0.116666666666667,0.1875,-0.458697768693736,-0.509936507936508,0.557106345363004,0.557106345363004,-0.503583844812618,0.314592964557097,0.280446623093682,0.280446623093682,0.280446623093682,-0.286301406926407,-0.569357439945675,0.322280701754386,0.372017958552612,0.34979573633039,0.293333333333333,0.26,0.323063063063063,0.293333333333333,0.2,0.26,0.2,0.357159277504105,0,-0.0333333333333333,0.1,0.0809128827377003,0.331370611868537,-0.1321044546851,-0.313123543123543
"CDC42",0.391279633804741,0.40751209574739,0.371148459383754,0.314285714285714,0.342857142857143,0.385674281503316,0.305576195955943,0.22,0.336521739130435,0.28,0.0813593203398301,0.0933521078682369,0.0788359788359788,0.148153837401149,0.152412280701754,0.120833333333333,0.0833333333333333,0.10952380952381,0.336580086580087,0.0761904761904762,0.0333333333333333,0.184479166666667,0.195128205128205,0.162820512820513,0.116666666666667,0.1875,-0.458697768693736,-0.509936507936508,0.557106345363004,0.557106345363004,-0.503583844812618,0.314592964557097,0.280446623093682,0.280446623093682,0.280446623093682,-0.286301406926407,-0.569357439945675,0.322280701754386,0.372017958552612,0.34979573633039,0.293333333333333,0.26,0.323063063063063,0.293333333333333,0.2,0.26,0.2,0.357159277504105,0,-0.0333333333333333,0.1,0.0809128827377003,0.331370611868537,-0.1321044546851,-0.313123543123543
"TGF",0.5325,0.546904761904762,0.593333333333333,0.526666666666667,0.46,0.474670008354219,0.43949777495232,0.333333333333333,0.423558897243108,0.376190476190476,0.231850419084462,0.22603128054741,0.211515151515151,0.262492816091954,0.341791979949875,0.315476190476191,0.258333333333333,0.203333333333333,0.45462962962963,0.153333333333333,0.233333333333333,0.308744477172312,0.384712643678161,0.343333333333333,0.273333333333333,0.181578947368421,-0.468221302561456,-0.507068395626748,0.559795668354021,0.559795668354021,-0.526354596028355,0.385714285714286,0.335714285714286,0.335714285714286,0.335714285714286,-0.365812443698941,-0.567284583232859,0.320943396226415,0.392474496704884,0.360417080436941,0.27,0.2,0.320943396226415,0.27,0.1,0.2,0.1,0.339065255731922,-0.2,-0.133333333333333,0,0.185251242501777,0.163414911014188,-0.234367816091954,-0.411688311688312
"NOTCHic",0.410750493745885,0.427199689518983,0.389620071684588,0.331555555555555,0.255555555555556,0.405238095238095,0.320702075702076,0.22,0.350952380952381,0.286666666666667,0.184860646599777,0.0979753340184995,0.0814285714285714,0.163603853452051,0.168217054263566,0.133333333333333,0.0888888888888889,0.121794871794872,0.359448353054045,0.0833333333333333,0.0333333333333333,0.201046223827681,0.214026194518554,0.179815668202765,0.231428571428571,0.217368421052632,-0.466973507002297,-0.515648723257419,0.568003220611916,0.568003220611916,-0.525780052190447,0.320640718601738,0.28566534914361,0.28566534914361,0.28566534914361,-0.290039105791457,-0.57955308660511,0.316211745244003,0.365517833674867,0.343380429094715,0.287179487179487,0.253846153846154,0.316849816849817,0.287179487179487,0.2,0.253846153846154,0.2,0.353280922431866,0,-0.0333333333333333,0.1,0.115167722022608,0.326130251747074,-0.145324283559578,-0.325649742842555
"PAK1",0.419555495873707,0.435927396293838,0.40751209574739,0.371148459383754,0.314285714285714,0.427007614836649,0.330158534858091,0.28,0.385674281503316,0.336521739130435,0.100476967398654,0.106900494965011,0.0933521078682369,0.168153837401149,0.176486354775828,0.152412280701754,0.120833333333333,0.1321044546851,0.363210521362695,0.10952380952381,0.0833333333333333,0.206565056237219,0.221501831501832,0.195128205128205,0.162820512820513,0.212252475247525,-0.487452347448315,-0.54928077023159,0.593440750507698,0.593440750507698,-0.532303567996009,0.343683873648006,0.314592964557097,0.314592964557097,0.314592964557097,-0.308119588744589,-0.605905663295929,0.349109970047069,0.38939726889744,0.372017958552612,0.322280701754386,0.293333333333333,0.34979573633039,0.323063063063063,0.26,0.293333333333333,0.26,0.387347956749388,-0.0333333333333333,-0.0761904761904762,0.2,0.0948369333706117,0.346558581793349,-0.148153837401149,-0.342405311079344
"LIV1",0.419555495873707,0.435927396293838,0.40751209574739,0.371148459383754,0.314285714285714,0.427007614836649,0.330158534858091,0.28,0.385674281503316,0.336521739130435,0.100476967398654,0.106900494965011,0.0933521078682369,0.168153837401149,0.176486354775828,0.152412280701754,0.120833333333333,0.1321044546851,0.363210521362695,0.10952380952381,0.0833333333333333,0.206565056237219,0.221501831501832,0.195128205128205,0.162820512820513,0.212252475247525,-0.487452347448315,-0.54928077023159,0.593440750507698,0.593440750507698,-0.532303567996009,0.343683873648006,0.314592964557097,0.314592964557097,0.314592964557097,-0.308119588744589,-0.605905663295929,0.349109970047069,0.38939726889744,0.372017958552612,0.322280701754386,0.293333333333333,0.34979573633039,0.323063063063063,0.26,0.293333333333333,0.26,0.387347956749388,-0.0333333333333333,-0.0761904761904762,0.2,0.0948369333706117,0.346558581793349,-0.148153837401149,-0.342405311079344
"EGR1",0.419555495873707,0.435927396293838,0.40751209574739,0.371148459383754,0.314285714285714,0.427007614836649,0.330158534858091,0.28,0.385674281503316,0.336521739130435,0.100476967398654,0.106900494965011,0.0933521078682369,0.168153837401149,0.176486354775828,0.152412280701754,0.120833333333333,0.1321044546851,0.363210521362695,0.10952380952381,0.0833333333333333,0.206565056237219,0.221501831501832,0.195128205128205,0.162820512820513,0.212252475247525,-0.487452347448315,-0.54928077023159,0.593440750507698,0.593440750507698,-0.532303567996009,0.343683873648006,0.314592964557097,0.314592964557097,0.314592964557097,-0.308119588744589,-0.605905663295929,0.349109970047069,0.38939726889744,0.372017958552612,0.322280701754386,0.293333333333333,0.34979573633039,0.323063063063063,0.26,0.293333333333333,0.26,0.387347956749388,-0.0333333333333333,-0.0761904761904762,0.2,0.0948369333706117,0.346558581793349,-0.148153837401149,-0.342405311079344
"ZEB1",0.461362838625,0.490184421026094,0.457900956459165,0.417799433616525,0.364176245210728,0.36439923987216,0.343091007410667,0.216666666666667,0.322549019607843,0.276666666666667,0.185035508532918,0.179052084573757,0.166552084573757,0.266920169879663,0.283277866798143,0.251849295369572,0.220701754385965,0.223106060606061,0.461788571968469,0.195833333333333,0.173333333333333,0.324931558413752,0.356282409658078,0.324877450980392,0.289583333333333,0.292397660818713,-0.608484410333766,-0.552877562600551,0.604339433386087,0.604339433386087,-0.589830240325813,0.4427198159989,0.414215878991026,0.414215878991026,0.414215878991026,-0.378482144970864,-0.623583576240892,0.436101079374904,0.472729880053427,0.455704439740315,0.410327883498615,0.379558652729384,0.434427843995634,0.40873339955119,0.338095238095238,0.377360850531582,0.335897435897436,0.467596838349608,-0.133333333333333,-0.158333333333333,0.266666666666667,0.298255666466084,0.387678498754342,-0.246635472370766,-0.331415843988378
"Csl",0.440060838573472,0.456451390199255,0.427199689518983,0.389620071684588,0.331555555555555,0.447629399585921,0.346789032223815,0.286666666666667,0.405238095238095,0.350952380952381,0.206429274050757,0.112975334018499,0.0979753340184995,0.185155577589982,0.195348837209302,0.168217054263566,0.133333333333333,0.145324283559578,0.386762122805738,0.121794871794872,0.0888888888888889,0.223962890494347,0.242208012700373,0.214026194518554,0.179815668202765,0.240945656824989,-0.496025494769881,-0.55707729468599,0.606124767573242,0.606124767573242,-0.55519865684161,0.349684836248797,0.320640718601738,0.320640718601738,0.320640718601738,-0.311983141137554,-0.618115178108378,0.34282464846981,0.382956369981328,0.365517833674867,0.316211745244003,0.287179487179487,0.343380429094715,0.316849816849817,0.253846153846154,0.287179487179487,0.253846153846154,0.383358043254488,-0.0333333333333333,-0.0833333333333333,0.2,0.12911253932313,0.34093829562276,-0.163603853452051,-0.357446977865596
"TGFR",0.573984716157205,0.59016717325228,0.546904761904762,0.593333333333333,0.526666666666667,0.517135761778876,0.472831108285654,0.376190476190476,0.474670008354219,0.423558897243108,0.248268329532223,0.239198540333886,0.22603128054741,0.287916544905513,0.37202453808941,0.341791979949875,0.315476190476191,0.234367816091954,0.492707921444576,0.203333333333333,0.258333333333333,0.33700534673753,0.422842140081039,0.384712643678161,0.343333333333333,0.222319688109162,-0.509098900713881,-0.557068395626748,0.606210762693643,0.606210762693643,-0.566729383081166,0.426065162907268,0.385714285714286,0.385714285714286,0.385714285714286,-0.396863788442217,-0.614498659479193,0.360298234936093,0.417363779255814,0.392474496704884,0.320943396226415,0.27,0.360417080436941,0.320943396226415,0.2,0.27,0.2,0.385846371611751,-0.233333333333333,-0.153333333333333,0.1,0.204927168427702,0.18639878198193,-0.262492816091954,-0.45025974025974
"SMAD",0.483879118325032,0.498692276071797,0.466022953362634,0.42635814889336,0.371428571428571,0.463556445430039,0.38447172988302,0.314285714285714,0.420287214660808,0.369124423963134,0.229016604874041,0.117912315994508,0.204578982661174,0.290702198651706,0.302888888888889,0.272222222222222,0.238888888888889,0.245833333333333,0.408664795855154,0.220833333333333,0.205555555555556,0.331672252478704,0.348330596606459,0.316584564860427,0.280952380952381,0.248025732031943,-0.508039484875872,-0.572894139796215,0.621837372340815,0.621837372340815,-0.565754555199636,0.436143023547356,0.40620881302104,0.40620881302104,0.40620881302104,-0.351925195383842,-0.63241471012841,0.356781607680888,0.397787586888254,0.379753139066572,0.328724053724054,0.296031746031746,0.357365079365079,0.329365079365079,0.257142857142857,0.296031746031746,0.257142857142857,0.394186470436591,-0.15,-0.183333333333333,0.2,0.124424033754346,0.252636114755371,-0.268769113149847,-0.381389566480046
"SNAI1",0.445095521286668,0.461733847906741,0.435927396293838,0.40751209574739,0.371148459383754,0.457052457885977,0.252578463683714,0.336521739130435,0.427007614836649,0.385674281503316,0.116548395970082,0.116371589675958,0.106900494965011,0.18698878885746,0.202180799220273,0.176486354775828,0.152412280701754,0.148153837401149,0.386697700849875,0.1321044546851,0.120833333333333,0.225623879766631,0.247624280481423,0.221501831501832,0.195128205128205,0.227724173360732,-0.510492071109801,-0.582614103564923,0.623822054320737,0.623822054320737,-0.556705232928371,0.366179768557694,0.343683873648006,0.343683873648006,0.343683873648006,-0.325743351120826,-0.63750989000102,0.371596258895332,0.40307821882,0.38939726889744,0.349109970047069,0.322280701754386,0.372017958552612,0.34979573633039,0.293333333333333,0.323063063063063,0.293333333333333,0.412522781924213,-0.0833333333333333,-0.10952380952381,0.26,0.106134285030015,0.358345862495104,-0.168153837401149,-0.370020373840851
"GLI",0.482892049363605,0.596304859224106,0.563128388635871,0.523505747126437,0.468333333333333,0.546976513357729,0.394679707160833,0.402857142857143,0.506645021645022,0.461190476190476,0.15473324072645,0.157288907904816,0.144856475472383,0.313159165550561,0.230386606396945,0.202261606396945,0.175730994152047,0.268076441102757,0.399467714892163,0.247023809523809,0.138888888888889,0.252880276739906,0.271320260199571,0.239891688770999,0.207391688770999,0.221676052561008,-0.510965581965779,-0.584114114114114,0.630247055811572,0.630247055811572,-0.559302982000519,0.440758478134923,0.408877290016111,0.408877290016111,0.408877290016111,-0.399565769041857,-0.641514192721623,0.369469901893496,0.414101058723534,0.394555332483247,0.438406072106262,0.401935483870968,0.369555332483247,0.338520849724626,0.36,0.301935483870968,0.26,0.402694746376812,-0.0833333333333333,-0.20952380952381,0.2,0.100378261450126,0.3119337696757,-0.290525420694594,-0.398735432062145
