"","EGR1","SNAI1","MEK","cfos","ERK","HEY1","SMAD","ILK","FOXC2","NFB","SHH","IKK","AKT","SMO","Csn","FUS","TGF","TGFR","CDC42","Jagged","cateninmemb","PAK1","NOTCH","NOTCHic","Csl","KLF4","Ecadherin","ZEB2","ZEB1","GSK3","RAS","RAF","PI3K","DELTA","miR200","SOSGRB2","TWIST1","GLI","Wnt","cateninnuc","Frizzled","TCFLEF","CD44","DSH","cMet","SRC","STAT","TrCP","SUFU","LIV1","SNAI2","AXIN2","Patched","Destcompl","RKIP"
"STAT",0.18,0.120008767603704,0.171867781760255,0.16,0.163225806451613,0.0438095238095238,0.0490362751992499,0.0465046296296296,0.099239370544966,0.0111111111111111,0.0355322128851541,0.016374269005848,0.0181924508240298,0.0285714285714286,0,0.0142857142857143,0.0906876621844775,0.0824074074074074,0.0638888888888889,0.0370829170829171,-0.00391688213821744,0.0388888888888889,0.00454301075268817,-0.00083333333333333,-0.0133333333333333,-0.31909965034965,-0.129219660980264,0.42872947681043,0.42872947681043,0.0702358504812002,-0.0695876309429234,-0.0777421373806916,-0.0777421373806916,-0.0777421373806916,-0.445507433742728,-0.109452887537994,-0.025018315018315,-0.0243255637226,-0.0330634278002699,-0.00863894946952843,-0.0435897435897436,-0.0160043885630129,-0.024152536711161,-0.0666666666666667,-0.0330634278002699,-0.0435897435897436,-0.0666666666666667,0,0,0,-0.0727662958997717,-0.0801480644958906,-0.0335714285714286,-0.0946417934051904,-0.148871952018019
"ERK",0.181111111111111,0.25711396718397,0.19850312361238,0.22024154589372,0.165374289256552,0.165623320381569,0.165764386536374,0.155666666666667,0.278038797177359,0.152649769585253,0.231388965203262,0.177649769585253,0.199388900020036,0.199820089955022,0.110714285714286,0.179130434782609,0.305336979938566,0.280652295253882,0.244729965156794,0.282535939588587,-0.532300942508373,0.191071428571429,0.262316554769249,0.237765656565657,0.206565656565657,-0.401193917708135,-0.608581963135702,0.436284680856521,0.436284680856521,-0.201997349056173,0.143863528606459,0.116926259233765,0.116926259233765,0.116926259233765,-0.446435416215538,0.0845203326234662,0.352949481534848,0.363590928974787,0.338022747156605,0.402866174907921,0.308888888888889,0.384640368456308,0.362073523536522,0.266666666666667,0.33606196284288,0.306928104575163,0.264705882352941,-0.0857142857142857,-0.14,0.2,0.668379438777055,0.398743520607054,-0.21568215892054,0.0451132835963884,-0.275199898141075
"cMet",0.325,0.400426170041967,0.413202581926514,0.385,0.411315789473684,0.210204081632653,0.199676841638757,0.189396467806981,0.388830584707646,0.266666666666667,0.19839968774395,0.26,0.269677419354839,0.15,0.2,0.15,0.391239316239316,0.34957264957265,0.338461538461538,0.216777112830244,-0.179632690541781,0.3,0.277009189640769,0.24812030075188,0.242857142857143,-0.320634920634921,-0.311969703945793,0.457369614512472,0.457369614512472,-0.25459447392372,0.236734693877551,0.2,0.2,0.2,-0.467132675609225,-0.0296296296296296,0.211666666666667,0.0804029304029304,0.0214285714285714,0.149870292842907,-0.05,0.120192873488068,0.0793233082706767,-0.1,0.0214285714285714,0.05,0,-0.2,-0.1,0.1,0.44961286420002,0.0357894736842105,-0.173809523809524,-0.13774486383182,-0.452005590496157
"Jagged",0.1,0.249350649350649,0.266666666666667,0.2,0.2,0.153333333333333,0.0580952380952381,0.0533333333333333,0.233333333333333,0,0.10952380952381,0.0333333333333333,0.0833333333333333,0.0333333333333333,0,0,0.250375939849624,0.171428571428571,0.1,0.148888888888889,-0.42383808095952,0.1,0.226666666666667,0.16,0.1,-0.405555555555556,-0.508424317617866,0.46010101010101,0.46010101010101,-0.227,0.241666666666667,0.175,0.175,0.175,-0.470741901776385,0.02,0.26,0.26,0.2,0.336740740740741,0.1,0.300740740740741,0.26,0,0.2,0.1,0,0,0,0,0.339731682146543,0.275,-0.0761904761904762,0.287864823348694,-0.233333333333333
"DELTA",0.1,0.249350649350649,0.266666666666667,0.2,0.2,0.153333333333333,0.0580952380952381,0.0533333333333333,0.233333333333333,0,0.10952380952381,0.0333333333333333,0.0833333333333333,0.0333333333333333,0,0,0.250375939849624,0.171428571428571,0.1,0.148888888888889,-0.42383808095952,0.1,0.226666666666667,0.16,0.1,-0.405555555555556,-0.508424317617866,0.46010101010101,0.46010101010101,-0.227,0.241666666666667,0.175,0.175,0.175,-0.470741901776385,0.02,0.26,0.26,0.2,0.336740740740741,0.1,0.300740740740741,0.26,0,0.2,0.1,0,0,0,0,0.339731682146543,0.275,-0.0761904761904762,0.287864823348694,-0.233333333333333
"NFB",0.142857142857143,0.3169988244802,0.299728707075034,0.173291925465839,0.246625258799172,0.190873440285205,0.190655822935235,0.177714646464646,0.449442559442559,0.264285714285714,0.271784810126582,0.318571428571429,0.353455149501661,0.224,0.314285714285714,0.18,0.478862783819365,0.441157865786579,0.384722222222222,0.301900008388558,-0.603491846031007,0.3125,0.396453404378594,0.359901680240663,0.307359307359307,-0.414350355526826,-0.726710133484622,0.472387490465294,0.472387490465294,-0.244984263820471,0.40688703516669,0.374082802362457,0.374082802362457,0.374082802362457,-0.477125237031017,0.296099397590361,0.500366013071895,0.398468145698406,0.366760828625235,0.453005172570327,0.327777777777778,0.427678801813147,0.398049172183518,0.277777777777778,0.366760828625235,0.327777777777778,0.277777777777778,-0.3,-0.12,0.2,0.690736892459386,0.435018096390858,-0.249,0.150433837361778,-0.311123835700107
"SRC",0.3,0.293817266744096,0.319092970521542,0.32,0.308888888888889,0.114420667052246,0.097824710505866,0.0968538367194582,0.274822954822955,0.15,0.0785790598290598,0.15,0.155882352941176,0.0444444444444444,0.15,0.0333333333333333,0.267738359201774,0.240909090909091,0.215909090909091,0.0915857300015716,-0.0676148851148851,0.225,0.15343653250774,0.135789473684211,0.12,-0.352777777777778,-0.221270147436647,0.476641957596047,0.476641957596047,-0.13756862745098,0.19593023255814,0.174263565891473,0.174263565891473,0.174263565891473,-0.489131448261883,-0.107692307692308,0.115068096203999,0.0136632430750078,-0.0159663865546218,0.0526475405044933,-0.0571428571428571,0.0361984543426134,0.0136632430750078,-0.1,-0.0159663865546218,-0.0571428571428571,0,-0.1,-0.0333333333333333,0,0.120945273631841,-0.0491358024691358,-0.0598290598290598,-0.100901702849104,-0.396606458675424
"SMO",0.2,0.359135802469136,0.389393939393939,0.3,0.35,0.123809523809524,0.125414803775459,0.113939393939394,0.411742424242424,0.15,0.318095238095238,0.192857142857143,0.23452380952381,0.253333333333333,0.1,0.333333333333333,0.507372881355932,0.465,0.425,0.230932614555256,-0.383452628452628,0.4,0.320893141945774,0.278787878787879,0.233333333333333,-0.413888888888889,-0.431193528693529,0.481609195402299,0.481609195402299,-0.33077491614077,0.375553470919325,0.343846153846154,0.343846153846154,0.343846153846154,-0.491758241758242,0.227450980392157,0.234033613445378,0.336060606060606,0.296666666666667,0.287570786470308,0.25,0.262777398040556,0.232251082251082,0.2,0.192857142857143,0.15,0.1,0,-0.3,0.1,0.425952247191011,0.35978835978836,-0.286666666666667,0.310674006382449,-0.351428571428571
"TWIST1",0.28,0.478536036792044,0.475748792270531,0.371304347826087,0.431304347826087,0.240214808168149,0.232060372060372,0.215844155844156,0.52135647074033,0.369230769230769,0.456309882747069,0.416849816849817,0.46043956043956,0.391555555555556,0.3,0.355555555555556,0.510591158501248,0.473494384307699,0.431888544891641,0.407632703135,-0.651482502298349,0.378947368421053,0.419145299145299,0.379145299145299,0.335555555555555,-0.404315196998124,-0.818475315703502,0.487914539926924,0.487914539926924,-0.401811433525504,0.450286748045605,0.41997315919543,0.41997315919543,0.41997315919543,-0.495959323051522,0.303969931876909,0.419699977594714,0.41655012429341,0.384582911178656,0.46387776092626,0.348412698412698,0.442049739278636,0.415583812178794,0.309523809523809,0.38389656938044,0.348412698412698,0.309523809523809,-0.2,-0.3,0.266666666666667,0.717875147959894,0.459717765894237,-0.427666666666667,0.394468846581921,-0.461568738267767
"NOTCH",0.2,0.283833407971339,0.326666666666667,0.2,0.266666666666667,0.15768115942029,0.0671861471861472,0.0580952380952381,0.288172043010753,0.0333333333333333,0.1321044546851,0.0833333333333333,0.120833333333333,0.0761904761904762,0,0.0333333333333333,0.306473500825234,0.250375939849624,0.171428571428571,0.173888888888889,-0.474805822895004,0.1,0.172820512820513,0.226666666666667,0.16,-0.46010101010101,-0.565125348545701,0.51610101010101,0.51610101010101,-0.262135135135135,0.287429378531073,0.241666666666667,0.241666666666667,0.241666666666667,-0.524588055622538,0.08,0.297931034482759,0.300740740740741,0.26,0.368740740740741,0.2,0.336740740740741,0.300740740740741,0.1,0.26,0.2,0.1,0,0,0,0.385445967860829,0.328488372093023,-0.10952380952381,0.314831115483526,-0.277333333333333
"FUS",0.3,0.385244176853372,0.423540280857354,0.35,0.389393939393939,0.137242359630419,0.134874263234919,0.125414803775459,0.44913372859025,0.192857142857143,0.339371833839919,0.23452380952381,0.266523809523809,0.286666666666667,0.15,0.253333333333333,0.54521071919377,0.507372881355932,0.465,0.254009537632179,-0.418746746099687,0.425,0.355832900981918,0.320893141945774,0.278787878787879,-0.460555555555555,-0.471353528693529,0.525005421817393,0.525005421817393,-0.352329686458791,0.402065098826301,0.375553470919325,0.375553470919325,0.375553470919325,-0.534905449880069,0.244842284739983,0.26534674475851,0.367310606060606,0.336060606060606,0.308655123819706,0.296666666666667,0.287570786470308,0.262777398040556,0.25,0.232251082251082,0.192857142857143,0.15,-0.1,-0.333333333333333,0.1,0.457711903843372,0.394016547707823,-0.318095238095238,0.326166964128928,-0.389062980030722
"cfos",0.3,0.292982456140351,0.358936170212766,0.26,0.31,0.0671151216844408,0.0769449598021027,0.0642176870748299,0.3038779342723,0.0761904761904762,0.132510822510823,0.104761904761905,0.134173669467787,0.0939393939393939,0.0333333333333333,0.0666666666666667,0.326539855072464,0.289583333333333,0.233333333333333,0.180507343124166,-0.519003873448376,0.16,0.187402597402597,0.152857142857143,0.11,-0.503381642512077,-0.595588573308015,0.548176100628931,0.548176100628931,-0.287806637806638,0.320886865072912,0.281351981351981,0.281351981351981,0.281351981351981,-0.560880165977617,0.0981481481481481,0.348263924243967,0.350952380952381,0.314285714285714,0.411623902124671,0.271428571428571,0.384700825201594,0.352216748768473,0.2,0.314285714285714,0.271428571428571,0.2,0,-0.0333333333333333,0.1,0.434477926644507,0.382512626262626,-0.115367965367965,0.346785436785437,-0.298879359634077
"CDC42",0.2,0.292982456140351,0.358936170212766,0.26,0.31,0.0671151216844408,0.0769449598021027,0.0642176870748299,0.3038779342723,0.0761904761904762,0.132510822510823,0.104761904761905,0.134173669467787,0.0939393939393939,0.0333333333333333,0.0666666666666667,0.326539855072464,0.289583333333333,0.233333333333333,0.180507343124166,-0.519003873448376,0.26,0.187402597402597,0.152857142857143,0.11,-0.503381642512077,-0.595588573308015,0.548176100628931,0.548176100628931,-0.287806637806638,0.320886865072912,0.281351981351981,0.281351981351981,0.281351981351981,-0.560880165977617,0.0981481481481481,0.348263924243967,0.350952380952381,0.314285714285714,0.411623902124671,0.271428571428571,0.384700825201594,0.352216748768473,0.2,0.314285714285714,0.271428571428571,0.2,0,-0.0333333333333333,0.1,0.434477926644507,0.382512626262626,-0.115367965367965,0.346785436785437,-0.298879359634077
"TGF",0.333333333333333,0.430003556187767,0.463858363858364,0.371794871794872,0.416239316239316,0.222066869300912,0.212588446036722,0.20051948051948,0.430511363636364,0.258333333333333,0.251380471380471,0.312179487179487,0.332179487179487,0.198787878787879,0.233333333333333,0.153333333333333,0.44947270471464,0.49697270471464,0.429230769230769,0.302559377559378,-0.506896896896897,0.36,0.377254901960784,0.34,0.273333333333333,-0.506198830409357,-0.590377269789034,0.556675020885547,0.556675020885547,-0.362151849376114,0.379251700680272,0.326190476190476,0.326190476190476,0.326190476190476,-0.564626372864359,0.112365591397849,0.332446808510638,0.334090909090909,0.275,0.416364103202515,0.2,0.378972798854689,0.334090909090909,0.1,0.275,0.2,0.1,-0.2,-0.133333333333333,0,0.507982872914251,0.349772874756652,-0.224713804713805,0.161343402225755,-0.404588034915904
"NOTCHic",0.2,0.311882188459144,0.38183908045977,0.266666666666667,0.326666666666667,0.171014492753623,0.0823861471861472,0.0671861471861472,0.323804226918799,0.0833333333333333,0.151616649807051,0.120833333333333,0.154166666666667,0.10952380952381,0.0333333333333333,0.0761904761904762,0.343315606088392,0.306473500825234,0.250375939849624,0.198504273504273,-0.518968259443228,0.171428571428571,0.209184149184149,0.172820512820513,0.226666666666667,-0.51010101010101,-0.610794639884284,0.560816457255482,0.560816457255482,-0.291546899841017,0.326715092816788,0.287429378531073,0.287429378531073,0.287429378531073,-0.572689321445323,0.128571428571429,0.333828470380195,0.335805675805676,0.300740740740741,0.395394805012952,0.26,0.368740740740741,0.336740740740741,0.2,0.300740740740741,0.26,0.2,0,-0.0333333333333333,0.1,0.423579301194162,0.370861253448955,-0.1321044546851,0.336851317503728,-0.314833333333333
"TCFLEF",0.429323308270677,0.427193711183839,0.519452241630609,0.470786722904823,0.495539198152348,0.190670374115268,0.171076632871814,0.163384325179506,0.493861010242957,0.268398268398268,0.271020483581459,0.285064935064935,0.303500689254879,0.233855981416957,0.235064935064935,0.211904761904762,0.483633529795563,0.457753612611298,0.430694789081886,0.269606150590777,-0.414029809022072,0.398387096774194,0.385970899376528,0.36347954989556,0.341830065359477,-0.438568181818182,-0.584012143375104,0.573325718736543,0.573325718736543,-0.350883614546417,0.397027273705124,0.375618823000898,0.375618823000898,0.375618823000898,-0.584719187746374,0.116335664335664,0.265175716491506,0.256253298753299,0.229653972153972,0.190461159515133,0.200563063063063,0.173186687346227,0.251767168968534,0.170833333333333,0.225487305487306,0.196396396396396,0.166666666666667,-0.171428571428571,-0.183333333333333,0.133333333333333,0.436828165879438,0.588558309283667,-0.25218931475029,0.310604494798731,-0.431599273041479
"PAK1",0.26,0.319572051516073,0.400871654083734,0.31,0.358936170212766,0.0837817883511075,0.0875510204081633,0.0769449598021027,0.333774841488795,0.104761904761905,0.153687293099058,0.134173669467787,0.158904852263486,0.115367965367965,0.0761904761904762,0.0939393939393939,0.35803591806459,0.326539855072464,0.289583333333333,0.204851912412555,-0.554907487906208,0.233333333333333,0.217203921905909,0.187402597402597,0.152857142857143,-0.54099632141116,-0.633250910970353,0.58396945856251,0.58396945856251,-0.313207095472542,0.354220198406245,0.320886865072912,0.320886865072912,0.320886865072912,-0.596532339890661,0.121435819381025,0.38119075351226,0.383452380952381,0.350952380952381,0.433065343566112,0.314285714285714,0.411623902124671,0.384700825201594,0.271428571428571,0.352216748768473,0.314285714285714,0.271428571428571,-0.0333333333333333,-0.0666666666666667,0.2,0.467304289128664,0.419354731525784,-0.132510822510823,0.365396815763257,-0.328291124339959
"LIV1",0.26,0.319572051516073,0.400871654083734,0.31,0.358936170212766,0.0837817883511075,0.0875510204081633,0.0769449598021027,0.333774841488795,0.104761904761905,0.153687293099058,0.134173669467787,0.158904852263486,0.115367965367965,0.0761904761904762,0.0939393939393939,0.35803591806459,0.326539855072464,0.289583333333333,0.204851912412555,-0.554907487906208,0.233333333333333,0.217203921905909,0.187402597402597,0.152857142857143,-0.54099632141116,-0.633250910970353,0.58396945856251,0.58396945856251,-0.313207095472542,0.354220198406245,0.320886865072912,0.320886865072912,0.320886865072912,-0.596532339890661,0.121435819381025,0.38119075351226,0.383452380952381,0.350952380952381,0.433065343566112,0.314285714285714,0.411623902124671,0.384700825201594,0.271428571428571,0.352216748768473,0.314285714285714,0.271428571428571,-0.0333333333333333,-0.0666666666666667,0.2,0.467304289128664,0.419354731525784,-0.132510822510823,0.365396815763257,-0.328291124339959
"EGR1",0.26,0.319572051516073,0.400871654083734,0.31,0.358936170212766,0.0837817883511075,0.0875510204081633,0.0769449598021027,0.333774841488795,0.104761904761905,0.153687293099058,0.134173669467787,0.158904852263486,0.115367965367965,0.0761904761904762,0.0939393939393939,0.35803591806459,0.326539855072464,0.289583333333333,0.204851912412555,-0.554907487906208,0.233333333333333,0.217203921905909,0.187402597402597,0.152857142857143,-0.54099632141116,-0.633250910970353,0.58396945856251,0.58396945856251,-0.313207095472542,0.354220198406245,0.320886865072912,0.320886865072912,0.320886865072912,-0.596532339890661,0.121435819381025,0.38119075351226,0.383452380952381,0.350952380952381,0.433065343566112,0.314285714285714,0.411623902124671,0.384700825201594,0.271428571428571,0.352216748768473,0.314285714285714,0.271428571428571,-0.0333333333333333,-0.0666666666666667,0.2,0.467304289128664,0.419354731525784,-0.132510822510823,0.365396815763257,-0.328291124339959
"Csl",0.266666666666667,0.339826761207412,0.424877055143314,0.326666666666667,0.38183908045977,0.190722521950703,0.0945656343656344,0.0823861471861472,0.354382739315493,0.120833333333333,0.174388927034774,0.154166666666667,0.182236842105263,0.1321044546851,0.0833333333333333,0.10952380952381,0.374977048094661,0.343315606088392,0.306473500825234,0.224042735042735,-0.55493740119829,0.250375939849624,0.24040108040108,0.209184149184149,0.172820512820513,-0.550258490415971,-0.649129223530195,0.598704656013246,0.598704656013246,-0.316635239063632,0.3594545137522,0.326715092816788,0.326715092816788,0.326715092816788,-0.610738101933128,0.14900153609831,0.366520778072502,0.367825380239173,0.335805675805676,0.416680519298667,0.300740740740741,0.395394805012952,0.368740740740741,0.26,0.336740740740741,0.300740740740741,0.26,-0.0333333333333333,-0.0761904761904762,0.2,0.456051992356029,0.406710310052729,-0.151616649807051,0.354681926716209,-0.347108465608466
"TGFR",0.371794871794872,0.463556187766714,0.502920863858364,0.416239316239316,0.463858363858364,0.236352583586626,0.223785357233633,0.212588446036722,0.472283515535098,0.312179487179487,0.276380471380471,0.332179487179487,0.359679487179487,0.224713804713805,0.258333333333333,0.198787878787879,0.495017259170086,0.44947270471464,0.49697270471464,0.331777484555262,-0.555899745899746,0.429230769230769,0.415964579380139,0.377254901960784,0.34,-0.553862381811226,-0.641239338754552,0.601253334138559,0.601253334138559,-0.394920210958035,0.422207027140753,0.379251700680272,0.379251700680272,0.379251700680272,-0.609797712428222,0.150827129859388,0.376150512214342,0.378706293706294,0.334090909090909,0.446169718753271,0.275,0.416364103202515,0.378972798854689,0.2,0.334090909090909,0.275,0.2,-0.233333333333333,-0.153333333333333,0.1,0.553745584778658,0.40235019434428,-0.251380471380471,0.187419957249679,-0.441022143443036
"ZEB1",0.213636363636364,0.339587377591499,0.359202401372213,0.273636363636364,0.318636363636364,0.17516341016341,0.167521447036467,0.156353934346112,0.373448745618466,0.217777777777778,0.261714119202822,0.246591337099812,0.277934620681901,0.217248062015504,0.173333333333333,0.191666666666667,0.404509762968155,0.371342680673891,0.332489177489178,0.323938507026742,-0.63434695412311,0.279761904761905,0.354020618556701,0.320687285223368,0.286666666666667,-0.550654082114205,-0.642350942716958,0.601588188753727,0.601588188753727,-0.378811084551122,0.443530310366502,0.413154883745342,0.413154883745342,0.413154883745342,-0.620805786359453,0.258515093018816,0.443848041992372,0.442742673992674,0.413419365721997,0.485949445224283,0.378002699055331,0.465665136859056,0.440886375797109,0.335897435897436,0.411608809257185,0.375438596491228,0.333333333333333,-0.133333333333333,-0.158333333333333,0.266666666666667,0.521592212168233,0.472805304703387,-0.240959402221689,0.390374885165247,-0.327203262108589
"SNAI1",0.31,0.243580862088761,0.432702639999227,0.358936170212766,0.400871654083734,0.0967642444914583,0.0959210644610267,0.0875510204081633,0.362402292469187,0.134173669467787,0.17255521762736,0.158904852263486,0.186101504983151,0.132510822510823,0.104761904761905,0.115367965367965,0.38758815687056,0.35803591806459,0.326539855072464,0.225440147706673,-0.584340760301089,0.289583333333333,0.246496851198838,0.217203921905909,0.187402597402597,-0.574089846591016,-0.665804931515872,0.615083785624739,0.615083785624739,-0.333945970367588,0.380513757012369,0.354220198406245,0.354220198406245,0.354220198406245,-0.628739547097868,0.138187088416558,0.408167497698306,0.41046659896186,0.383452380952381,0.450449281214367,0.350952380952381,0.433065343566112,0.411623902124671,0.314285714285714,0.384700825201594,0.352216748768473,0.314285714285714,-0.0761904761904762,-0.0939393939393939,0.271428571428571,0.494508080597858,0.449973132732421,-0.153687293099058,0.379914653982968,-0.357553210853954
"SMAD",0.304761904761905,0.376969284929461,0.449093245108533,0.354761904761905,0.405446836268754,0.212235026938223,0.0988430231178753,0.18779181017987,0.392179197994987,0.226315789473684,0.279922343252632,0.258230683090705,0.289573966672795,0.233848133848134,0.2,0.20952380952381,0.412791587116227,0.377641723356009,0.337641723356009,0.330623811301303,-0.567757213623002,0.282539682539683,0.345242246338137,0.310995670995671,0.273333333333333,-0.567086217682244,-0.661616848601478,0.615431111144844,0.615431111144844,-0.355234677235966,0.440672382136934,0.407339048803601,0.407339048803601,0.407339048803601,-0.626043556512009,0.149525142835522,0.380900240521027,0.381858518934261,0.348234064785789,0.432514885638346,0.31030303030303,0.410209121227318,0.382754878298866,0.263636363636364,0.349126559714795,0.31030303030303,0.263636363636364,-0.15,-0.176190476190476,0.2,0.46942114512556,0.41736076901612,-0.257559474054319,0.261861697304628,-0.372213941309832
"GLI",0.393333333333333,0.385621548020597,0.529333566760037,0.445714285714286,0.489464285714286,0.136926379544975,0.136928442284403,0.127051899074527,0.38966263621436,0.162745098039216,0.299446290143965,0.18718954248366,0.215760971055089,0.253333333333333,0.133333333333333,0.233333333333333,0.511803232998885,0.474679487179487,0.433608058608059,0.249465907956474,-0.577891725045549,0.379761904761905,0.267385354758236,0.232922077922078,0.198636363636364,-0.578283113622097,-0.66008456276749,0.623577683103417,0.623577683103417,-0.403367676055418,0.445672688369605,0.410349305285028,0.410349305285028,0.410349305285028,-0.634885300177988,0.117892156862745,0.403198212923613,0.403762434703611,0.467546218487395,0.458153846153846,0.423428571428571,0.434307692307692,0.404307692307692,0.371428571428571,0.368043956043956,0.323428571428571,0.271428571428571,-0.0833333333333333,-0.2,0.2,0.488148995506665,0.434767098617989,-0.276589147286822,0.319907061601539,-0.388167367928939
