"","FOXC2","SNAI1","HEY1","TWIST1","SHH","ILK","SMAD","SMO","EGR1","IKK","Jagged","AKT","FUS","NFB","Csn","NOTCH","KLF4","NOTCHic","MEK","Csl","cfos","ERK","cateninmemb","SNAI2","ZEB2","ZEB1","miR200","Ecadherin","GSK3","TGF","RAS","TGFR","CDC42","RAF","PI3K","DELTA","PAK1","GLI","cateninnuc","TCFLEF","Wnt","CD44","cMet","Frizzled","SRC","DSH","SUFU","STAT","AXIN2","Patched","TrCP","LIV1","Destcompl","SOSGRB2","RKIP"
"ERK",0.33931934587107,0.229262340886969,0.11697631798356,0.413429762064828,0.194701475363251,0.101913495815521,0.105864863596676,0.163868852459016,0.0803448275862069,0.142398777692895,0.261977006685605,0.16625198870207,0.136,0.112987012987013,0.0857142857142857,0.245341630778475,-0.379816044398474,0.217917808063793,0.0811520343662697,0.180691530691531,0.108004402054292,0.048004402054292,-0.535447084043447,0.679931663973443,0.412691476693103,0.412691476693103,-0.423118083298411,-0.601856130369509,-0.205850402128447,0.107847375013962,0.122757105380868,0.098781440948028,0.0892923898531375,0.0971245421245421,0.0971245421245421,0.0971245421245421,0.0771428571428571,0.376676656676657,0.413198976809475,0.395907310142809,0.352867132867133,0.375461213488534,0.351288185498712,0.32,0.318421052631579,0.27,-0.1,0.268421052631579,0.410345498323269,-0.180208721740062,-0.0857142857142857,0.2,0.057861312377479,-0.0941087995068578,-0.243158845417657
"CD44",0.3725,0.348856990962254,0.160818713450292,0.346227106227106,0.139090909090909,0.138888888888889,0.14092970521542,0.15,0.3,0.266666666666667,0.161025641025641,0.246666666666667,0.1,0.2,0.2,0.237593984962406,-0.277777777777778,0.242857142857143,0.375,0.2,0.325,0.365,-0.144450549450549,0.439156399156399,0.415873015873016,0.415873015873016,-0.428063241106719,-0.280458690695907,-0.223809523809524,-0.1325,0.178095238095238,-0.165833333333333,-0.153333333333333,0.152380952380952,0.152380952380952,0.152380952380952,-0.133333333333333,0.0233333333333333,0.132277877161598,0.0861240310077519,-0.05,0.0233333333333333,0.05,-0.1,0,0,-0.1,0.1,-0.02,-0.13,-0.1,0.1,-0.159085452362763,-0.211904761904762,-0.416296296296296
"Jagged",0.264285714285714,0.175,0.1,0.26,0.0551282051282051,0,-0.00476190476190476,-0.0333333333333333,0.1,-0.0333333333333333,0.126493506493506,0,0,0,0,0.177142857142857,-0.383333333333333,0.12,0.02,0.1,0,0.02,-0.42635814889336,0.432805429864253,0.422463768115942,0.422463768115942,-0.433939393939394,-0.494491228070175,-0.222605363984674,0.0675555555555556,0.186060606060606,0.0555555555555556,0,0.113333333333333,0.113333333333333,0.113333333333333,0,0.269230769230769,0.346553446553447,0.314685314685315,0.2,0.269230769230769,0.2,0.1,0.1,0,0,0,0.28,-0.0166666666666667,0,0,0.300540540540541,-0.04,-0.138461538461538
"DELTA",0.264285714285714,0.175,0.1,0.26,0.0551282051282051,0,-0.00476190476190476,-0.0333333333333333,0.1,-0.0333333333333333,0.126493506493506,0,0,0,0,0.177142857142857,-0.383333333333333,0.12,0.02,0.1,0,0.02,-0.42635814889336,0.432805429864253,0.422463768115942,0.422463768115942,-0.433939393939394,-0.494491228070175,-0.222605363984674,0.0675555555555556,0.186060606060606,0.0555555555555556,0,0.113333333333333,0.113333333333333,0.113333333333333,0,0.269230769230769,0.346553446553447,0.314685314685315,0.2,0.269230769230769,0.2,0.1,0.1,0,0,0,0.28,-0.0166666666666667,0,0,0.300540540540541,-0.04,-0.138461538461538
"cMet",0.388955696202532,0.372585804521576,0.162779497764018,0.381058566901263,0.157840909090909,0.14092970521542,0.142747887033601,0.13,0.325,0.246666666666667,0.191460423634337,0.240416666666667,0.15,0.266666666666667,0.2,0.256742921132619,-0.315873015873016,0.237593984962406,0.362272727272727,0.242857142857143,0.365,0.375,-0.195340229165852,0.487331581638151,0.445165945165945,0.445165945165945,-0.456188241106719,-0.325496858634838,-0.256067588325653,-0.115478723404255,0.213944294699012,-0.1325,-0.165833333333333,0.178095238095238,0.178095238095238,0.178095238095238,-0.153333333333333,0.086969696969697,0.165046238743519,0.132277877161598,0.0233333333333333,0.0861240310077519,0.0233333333333333,-0.05,0.05,-0.1,-0.1,0,0.0419047619047619,-0.139090909090909,-0.2,0.1,-0.127328695606007,-0.225238095238095,-0.431111111111111
"NFB",0.522520365866979,0.289958694970198,0.124202049240749,0.555957049486461,0.236216282755543,0.111200495049505,0.117520197651735,0.188148148148148,0.0857142857142857,0.276898326898327,0.28376822440829,0.314676104676105,0.14,0.230952380952381,0.314285714285714,0.37816319880836,-0.397344322344322,0.337518037518037,0.226289449112978,0.288311688311688,0.121714285714286,0.177269841269841,-0.607887288027926,0.694740676684231,0.451719816783338,0.451719816783338,-0.456533493652895,-0.719844646812566,-0.247168713639302,0.219140467970848,0.392381844770168,0.207115151515152,0.201515151515152,0.359546023874645,0.359546023874645,0.359546023874645,0.183333333333333,0.409947181407856,0.462391711374586,0.437842691766742,0.376239316239316,0.40957264957265,0.376239316239316,0.331623931623932,0.331623931623932,0.277777777777778,-0.12,0.277777777777778,0.443520770010132,-0.2157343550447,-0.3,0.2,0.159531272477971,0.115574966828837,-0.28044696651254
"SRC",0.378104575163399,0.254556890655017,0.0345167163190996,0.238648477958823,0.0262091503267974,0.0155701754385965,0.0236782835467046,0.00333333333333333,0.233333333333333,0.108974358974359,0.0580081157374735,0.114529914529915,-0.0166666666666667,0.116666666666667,0.15,0.130714285714286,-0.333914728682171,0.109285714285714,0.218048408614446,0.095,0.260606060606061,0.216161616161616,-0.103090854662476,0.201001634112668,0.452897574123989,0.452897574123989,-0.466066461718636,-0.257751039809863,-0.143896103896104,-0.0754004329004329,0.168930102021466,-0.0863095238095238,-0.0958333333333333,0.147717980809345,0.147717980809345,0.147717980809345,-0.133333333333333,0.0344262295081967,0.0760424241936335,0.0588164734106357,0,0.0344262295081967,0,-0.05,-0.05,-0.1,-0.0333333333333333,0,-0.0271686004505079,-0.0144444444444444,-0.1,0,-0.079581541646759,-0.258571428571429,-0.36177908113392
"SMO",0.41448275862069,0.335483870967742,0.0432234432234432,0.274509803921569,0.273055555555556,0.0333333333333333,0.0380952380952381,0.213333333333333,0.2,0.164285714285714,0.203597883597884,0.200285714285714,0.333333333333333,0.15,0.1,0.300606060606061,-0.405555555555556,0.260606060606061,0.328997668997669,0.233333333333333,0.26,0.313846153846154,-0.39734210251592,0.456613026819923,0.467372881355932,0.467372881355932,-0.477637130801688,-0.439248438600891,-0.331341797361215,0.0247747747747748,0.362444096601073,0.0166666666666667,0,0.332211538461538,0.332211538461538,0.332211538461538,0,0.344444444444444,0.301407483109067,0.275091693635383,0.3,0.241111111111111,0.196666666666667,0.25,0.15,0.2,-0.3,0.1,0.366472607851918,-0.250833333333333,0,0.1,0.319191970819878,0.0780701754385965,-0.327460317460317
"NOTCH",0.323469387755102,0.207307692307692,0.0956521739130435,0.309152542372881,0.078657616892911,-0.00476190476190476,0.00523809523809524,0.0166666666666667,0,0,0.152419432419432,0.0444444444444444,-0.0333333333333333,-0.0333333333333333,0,0.131981566820276,-0.422463768115942,0.177142857142857,0.0771428571428571,0.12,0.02,0.02,-0.471907887113255,0.476720773779597,0.47061191626409,0.47061191626409,-0.47965367965368,-0.546104131295982,-0.261241727621038,0.0836845878136201,0.233886693017128,0.0675555555555556,0.0555555555555556,0.186060606060606,0.186060606060606,0.186060606060606,0,0.314685314685315,0.373900385328957,0.346553446553447,0.269230769230769,0.314685314685315,0.269230769230769,0.2,0.2,0.1,0,0.1,0.338490566037736,-0.0551282051282051,0,0,0.329512503157363,0.00736842105263157,-0.190185676392573
"TWIST1",0.532344165586851,0.46825091476539,0.201930837524058,0.462528649522357,0.435475388202833,0.172454272454272,0.18004503153018,0.383555555555556,0.28,0.412087912087912,0.39766638505329,0.449376047681132,0.355555555555556,0.369230769230769,0.3,0.413373649411385,-0.402605795288722,0.376581196581197,0.451558682559741,0.335555555555555,0.362608695652174,0.415240274599542,-0.658324547263881,0.730937616472801,0.48318493932529,0.48318493932529,-0.491697935226915,-0.825646007574018,-0.402250561824332,0.217634368387353,0.44446894002347,0.209661703239289,0.198411703239289,0.415359350982374,0.415359350982374,0.415359350982374,0.191515151515152,0.418854803675856,0.470302585432428,0.446553304236338,0.385254803675856,0.417916244511989,0.384582911178656,0.348412698412698,0.348412698412698,0.309523809523809,-0.3,0.309523809523809,0.461239889143115,-0.412322678843227,-0.2,0.266666666666667,0.396894060148204,0.196475581372607,-0.454307149959324
"cfos",0.336321650611464,0.217804811222533,0.00254872563718141,0.314493506493506,0.0864254423394208,0.00264550264550265,0.0042584058713091,0.0428571428571429,0.12,0.0291666666666667,0.151319444444444,0.0607456140350877,0.00952380952380952,-0.00833333333333333,-0.0333333333333333,0.142307692307692,-0.456666666666667,0.103846153846154,0.100368459837878,0.05,0,0.0478260869565217,-0.509914992706945,0.515799285872279,0.495117029862793,0.495117029862793,-0.507898310839487,-0.57258247699703,-0.28709145021645,0.0899414311179017,0.237423614432223,0.0747899159663866,0.0571428571428571,0.199618736383442,0.199618736383442,0.199618736383442,0.0428571428571429,0.359727095516569,0.4099058464405,0.387313253847907,0.328148148148148,0.360580580580581,0.328148148148148,0.28,0.28,0.2,0.0333333333333333,0.2,0.391674876847291,-0.0654377880184332,0,0.1,0.363055460227332,0.0208333333333333,-0.20009324009324
"CDC42",0.336321650611464,0.217804811222533,0.00254872563718141,0.314493506493506,0.0864254423394208,0.00264550264550265,0.0042584058713091,0.0428571428571429,0.02,0.0291666666666667,0.151319444444444,0.0607456140350877,0.00952380952380952,-0.00833333333333333,-0.0333333333333333,0.142307692307692,-0.456666666666667,0.103846153846154,0.100368459837878,0.05,0,0.0478260869565217,-0.509914992706945,0.515799285872279,0.495117029862793,0.495117029862793,-0.507898310839487,-0.57258247699703,-0.28709145021645,0.0899414311179017,0.237423614432223,0.0747899159663866,0.0571428571428571,0.199618736383442,0.199618736383442,0.199618736383442,0.142857142857143,0.359727095516569,0.4099058464405,0.387313253847907,0.328148148148148,0.360580580580581,0.328148148148148,0.28,0.28,0.2,0.0333333333333333,0.2,0.391674876847291,-0.0654377880184332,0,0.1,0.363055460227332,0.0208333333333333,-0.20009324009324
"FUS",0.451324863883848,0.358125380401704,0.0504698200350374,0.308541217534134,0.292247474747475,0.0380952380952381,0.0451920122887865,0.250833333333333,0.26,0.200285714285714,0.226489449862944,0.227208791208791,0.213333333333333,0.164285714285714,0.15,0.33469696969697,-0.446539162112933,0.300606060606061,0.36003215175629,0.260606060606061,0.313846153846154,0.328997668997669,-0.433654951677931,0.490544804198739,0.506023188104398,0.506023188104398,-0.516250992187826,-0.478426520792672,-0.355087616759208,0.0332854130726471,0.389955013631641,0.0247747747747748,0.0166666666666667,0.362444096601073,0.362444096601073,0.362444096601073,0,0.379059829059829,0.32314661354385,0.301407483109067,0.344444444444444,0.275091693635383,0.241111111111111,0.3,0.196666666666667,0.25,-0.333333333333333,0.15,0.404360806609682,-0.273055555555556,-0.1,0.1,0.33714817519944,0.0857624831309042,-0.363542791687122
"NOTCHic",0.363791968400263,0.236408221408221,0.106421404682274,0.339970152435774,0.101238262054201,0.00523809523809524,0.0073963686193902,0.0551282051282051,0.02,0.0444444444444444,0.175598240366452,0.079328165374677,0.0166666666666667,0,-0.0333333333333333,0.171455251030803,-0.465320910973085,0.131981566820276,0.134285714285714,0.177142857142857,0.02,0.0771428571428571,-0.511461639648752,0.512592517266571,0.509871175523349,0.509871175523349,-0.521850211445587,-0.589442569274542,-0.29099379373674,0.0983342693422825,0.271817727499886,0.0836845878136201,0.0675555555555556,0.233886693017128,0.233886693017128,0.233886693017128,0.0555555555555556,0.345868110384239,0.397259163954911,0.373900385328957,0.314685314685315,0.346553446553447,0.314685314685315,0.269230769230769,0.269230769230769,0.2,0.0333333333333333,0.2,0.380157232704402,-0.078657616892911,0,0.1,0.350512503157363,0.0346411483253588,-0.219763141181305
"TGF",0.498509316770186,0.384040050858233,0.163313990973565,0.44,0.196451149425287,0.133333333333333,0.141397849462366,0.146666666666667,0.133333333333333,0.261904761904762,0.270373097692685,0.282957393483709,0.113333333333333,0.233333333333333,0.233333333333333,0.344712643678161,-0.483498601576405,0.303333333333333,0.212664995822891,0.253333333333333,0.161904761904762,0.188220551378446,-0.50610427260798,0.502937831164868,0.527134965212768,0.527134965212768,-0.536076949870053,-0.579142540256326,-0.363100674059578,0.0132142857142857,0.32797619047619,0.0971428571428572,0.0733333333333333,0.27797619047619,0.27797619047619,0.27797619047619,0.04,0.342264150943396,0.420613433240047,0.385685203574975,0.28,0.342264150943396,0.28,0.2,0.2,0.1,-0.133333333333333,0.1,0.356084656084656,-0.177701149425287,-0.2,0,0.180510097044069,-0.128947368421053,-0.358874458874459
"PAK1",0.365287167852843,0.240477842248786,0.00843107857835788,0.341667419536985,0.0994254423394208,0.0042584058713091,0.0107100187745349,0.0654377880184332,0,0.0607456140350877,0.168497358554874,0.0885233918128655,0.0428571428571429,0.0291666666666667,-0.00833333333333333,0.171978021978022,-0.487814207650273,0.142307692307692,0.136368459837878,0.103846153846154,0.0478260869565217,0.100368459837878,-0.542149424941377,0.544551546270109,0.528236000923886,0.528236000923886,-0.540385620484157,-0.606700124055853,-0.310727813852814,0.0954059119922186,0.267423614432223,0.0899414311179017,0.0747899159663866,0.237423614432223,0.237423614432223,0.237423614432223,0.0571428571428571,0.385580754053155,0.429354122302569,0.4099058464405,0.359727095516569,0.387313253847907,0.360580580580581,0.328148148148148,0.328148148148148,0.28,-0.00952380952380952,0.28,0.424379279363014,-0.0864254423394208,0.0333333333333333,0.2,0.379446437670941,0.0317244224422442,-0.230479980424732
"LIV1",0.365287167852843,0.240477842248786,0.00843107857835788,0.341667419536985,0.0994254423394208,0.0042584058713091,0.0107100187745349,0.0654377880184332,0,0.0607456140350877,0.168497358554874,0.0885233918128655,0.0428571428571429,0.0291666666666667,-0.00833333333333333,0.171978021978022,-0.487814207650273,0.142307692307692,0.136368459837878,0.103846153846154,0.0478260869565217,0.100368459837878,-0.542149424941377,0.544551546270109,0.528236000923886,0.528236000923886,-0.540385620484157,-0.606700124055853,-0.310727813852814,0.0954059119922186,0.267423614432223,0.0899414311179017,0.0747899159663866,0.237423614432223,0.237423614432223,0.237423614432223,0.0571428571428571,0.385580754053155,0.429354122302569,0.4099058464405,0.359727095516569,0.387313253847907,0.360580580580581,0.328148148148148,0.328148148148148,0.28,-0.00952380952380952,0.28,0.424379279363014,-0.0864254423394208,0.0333333333333333,0.2,0.379446437670941,0.0317244224422442,-0.230479980424732
"EGR1",0.365287167852843,0.240477842248786,0.00843107857835788,0.341667419536985,0.0994254423394208,0.0042584058713091,0.0107100187745349,0.0654377880184332,0,0.0607456140350877,0.168497358554874,0.0885233918128655,0.0428571428571429,0.0291666666666667,-0.00833333333333333,0.171978021978022,-0.487814207650273,0.142307692307692,0.136368459837878,0.103846153846154,0.0478260869565217,0.100368459837878,-0.542149424941377,0.544551546270109,0.528236000923886,0.528236000923886,-0.540385620484157,-0.606700124055853,-0.310727813852814,0.0954059119922186,0.267423614432223,0.0899414311179017,0.0747899159663866,0.237423614432223,0.237423614432223,0.237423614432223,0.0571428571428571,0.385580754053155,0.429354122302569,0.4099058464405,0.359727095516569,0.387313253847907,0.360580580580581,0.328148148148148,0.328148148148148,0.28,-0.00952380952380952,0.28,0.424379279363014,-0.0864254423394208,0.0333333333333333,0.2,0.379446437670941,0.0317244224422442,-0.230479980424732
"Csl",0.393677025871528,0.260123636427984,0.113610947165934,0.368186856724714,0.115031365502477,0.0073963686193902,0.0146185908416124,0.078657616892911,0.02,0.079328165374677,0.193827407033119,0.109560723514212,0.0551282051282051,0.0444444444444444,0,0.202364341939894,-0.499606625258799,0.171455251030803,0.170155279503106,0.131981566820276,0.0771428571428571,0.134285714285714,-0.544794972982086,0.542197289824364,0.545230291545449,0.545230291545449,-0.556926464168899,-0.62502396462338,-0.314705133942926,0.103549688843416,0.301229492205769,0.0983342693422825,0.0836845878136201,0.271817727499886,0.271817727499886,0.271817727499886,0.0675555555555556,0.372481013610046,0.417327774589559,0.397259163954911,0.345868110384239,0.373900385328957,0.346553446553447,0.314685314685315,0.314685314685315,0.269230769230769,-0.0166666666666667,0.269230769230769,0.412805047614428,-0.101238262054201,0.0333333333333333,0.2,0.366783069884968,0.0419582214960906,-0.252482035190522
"TCFLEF",0.598863663184275,0.404790613849191,0.130293653059283,0.418324180416652,0.22800929198119,0.0921294144452039,0.096527119990137,0.202380952380952,0.402857142857143,0.261012149141181,0.249367783764,0.272968670880312,0.183333333333333,0.244883116883117,0.216883116883117,0.371570083885322,-0.425066844919786,0.351968754981667,0.463700016592003,0.328439343216962,0.429686411149826,0.44397212543554,-0.433071941134462,0.481061071218471,0.555454102427787,0.555454102427787,-0.567452754741911,-0.596257831476983,-0.354545954268983,-0.00127449092718664,0.387208907935232,-0.0112082657616237,-0.0168157423971377,0.366052534742065,0.366052534742065,0.366052534742065,-0.0307692307692308,0.269084046104506,0.206768250714467,0.188383370989381,0.2411337355455,0.265130220932108,0.237457264957265,0.209509803921569,0.205833333333333,0.174509803921569,-0.15,0.170833333333333,0.600618315018315,-0.212058371735791,-0.171428571428571,0.133333333333333,0.322012674878768,-0.0114282204821127,-0.407696652431464
"SNAI1",0.390064804447507,0.160228731928501,0.0185501261974055,0.36453921440878,0.113600199620974,0.0107100187745349,0.0169830815051622,0.0864254423394208,0.0478260869565217,0.0885233918128655,0.185203240907815,0.110745614035088,0.0654377880184332,0.0607456140350877,0.0291666666666667,0.196059654631083,-0.517409223226597,0.171978021978022,0.165068011407384,0.142307692307692,0.100368459837878,0.136368459837878,-0.568919718551049,0.569057077614393,0.555665275216629,0.555665275216629,-0.569300125767539,-0.635264119893522,-0.329803721443573,0.101252686185767,0.29008371295439,0.0954059119922186,0.0899414311179017,0.267423614432223,0.267423614432223,0.267423614432223,0.0747899159663866,0.408432673614398,0.445616383531273,0.429354122302569,0.385580754053155,0.4099058464405,0.387313253847907,0.359727095516569,0.360580580580581,0.328148148148148,-0.0428571428571429,0.328148148148148,0.45071960570334,-0.0994254423394208,0.00833333333333333,0.28,0.392439858723572,0.0366300828196027,-0.256839813060715
"TGFR",0.538247308036562,0.414423531684191,0.172269214854162,0.476654804270463,0.220744934736022,0.141397849462366,0.146735927754181,0.177701149425287,0.161904761904762,0.282957393483709,0.297909329576743,0.306213207437198,0.146666666666667,0.261904761904762,0.233333333333333,0.382842140081039,-0.524570030147833,0.344712643678161,0.251021160206452,0.303333333333333,0.188220551378446,0.212664995822891,-0.552062702169181,0.546224868201905,0.565248172759938,0.565248172759938,-0.575079882421373,-0.626161279608967,-0.397086004132928,0.0309447821681864,0.369496658312448,0.0132142857142857,0.0971428571428572,0.32797619047619,0.32797619047619,0.32797619047619,0.0733333333333333,0.385489957395009,0.448337082487168,0.420613433240047,0.342264150943396,0.385685203574975,0.342264150943396,0.28,0.28,0.2,-0.113333333333333,0.2,0.408874355655472,-0.196451149425287,-0.233333333333333,0.1,0.207123000269875,-0.103021442495127,-0.388874458874459
"SMAD",0.444692275017586,0.311670447831738,0.148494415091544,0.390913385016339,0.214922438980026,0.108878883673404,0.0141169789114995,0.174166666666667,0.0571428571428571,0.196078431372549,0.297278313084765,0.226745098039216,0.154166666666667,0.166666666666667,0.133333333333333,0.30951833607006,-0.523625209748253,0.276978653530378,0.186779593249961,0.239047619047619,0.0990783410138249,0.150241131711499,-0.558728686337288,0.556168981169123,0.568271331107779,0.568271331107779,-0.579171469818837,-0.639311984651534,-0.354488132307681,0.0725501009947299,0.383136273842606,0.066972411751702,0.0507712944332663,0.351886273842606,0.351886273842606,0.351886273842606,0.0380952380952381,0.385540358921654,0.432707545121458,0.411734900744558,0.356043956043956,0.386904507257448,0.35672268907563,0.321428571428571,0.321428571428571,0.271428571428571,-0.116666666666667,0.271428571428571,0.422493848742367,-0.198937308868502,-0.1,0.2,0.277204047679429,0.00742383910085773,-0.291449137121836
"GLI",0.437852489680083,0.325135916474283,0.0563036991305243,0.380599326159598,0.235468024116729,0.04780736298779,0.0521316873121143,0.196146616541353,0.162857142857143,0.125957751521661,0.207472060794777,0.152520251521661,0.180357142857143,0.103508771929825,0.0666666666666667,0.225332196539093,-0.53381552981553,0.193903625110522,0.281082609839516,0.158903625110522,0.204523809523809,0.247380952380952,-0.566038032915338,0.567444545928495,0.574807731694828,0.574807731694828,-0.586394152802822,-0.634910545463398,-0.401099592415382,0.14833187901055,0.389146258115771,0.141508349598785,0.122011494252874,0.356076951185078,0.356076951185078,0.356076951185078,0.111666666666667,0.404726068876418,0.454319669033929,0.432383028268836,0.473662239089184,0.40575965164546,0.373863099921322,0.434838709677419,0.334838709677419,0.38,-0.142857142857143,0.28,0.438099335748792,-0.21859559613319,-0.0333333333333333,0.2,0.342802385346717,-0.0269371336627974,-0.315681957896456
"ZEB1",0.444899409673409,0.313759135996436,0.142546469074966,0.456275445270305,0.235326073166245,0.120346127892669,0.12563458943113,0.198106060606061,0.166666666666667,0.221322979580098,0.311136850572557,0.248465836722955,0.170833333333333,0.190175438596491,0.153333333333333,0.339493193971804,-0.535487646780019,0.308088235294118,0.286344303360111,0.270833333333333,0.210666666666667,0.247137254901961,-0.63715141671409,0.521707908358912,0.582718878117502,0.582718878117502,-0.603202934216837,-0.635241016609181,-0.380745737891757,0.104337361942422,0.423974121236062,0.0944948422573823,0.0858654006330168,0.394525302338424,0.394525302338424,0.394525302338424,0.0699233716475096,0.449497499818093,0.492590664374454,0.47243410860146,0.420975163048334,0.447966023495077,0.419493801272854,0.384436701509872,0.38223889931207,0.338095238095238,-0.133333333333333,0.335897435897436,0.479240516590558,-0.21575311942959,-0.133333333333333,0.266666666666667,0.398400940114939,0.0417153996101364,-0.296846776692038
