"","FOXC2","TGF","TGFR","CDC42","PAK1","MEK","SNAI1","ERK","EGR1","cfos","HEY1","SMAD","TWIST1","SHH","ILK","AKT","IKK","SMO","NFB","Jagged","NOTCH","FUS","Csn","NOTCHic","Csl","SOSGRB2","SNAI2","ZEB2","ZEB1","KLF4","RAS","RAF","PI3K","DELTA","cateninmemb","miR200","Ecadherin","GSK3","cateninnuc","Wnt","GLI","TCFLEF","Frizzled","cMet","CD44","SRC","DSH","STAT","AXIN2","TrCP","SUFU","LIV1","Destcompl","Patched","RKIP"
"ERK",0.343280282935455,0.362549608224279,0.34853861921329,0.317151757899422,0.267619047619048,0.201914822088748,0.245548270611773,0.172666911225238,0.187241379310345,0.227666911225238,0.175163637660932,0.176892452384675,0.382303859919508,0.222844865577497,0.165950203144554,0.200658847358793,0.183227654698243,0.205311475409836,0.156168831168831,0.249855096062073,0.24457847578235,0.184,0.110714285714286,0.232113101821131,0.206565656565657,0.112615811373093,0.616783684474801,0.43578590696249,0.43578590696249,-0.403252032520325,0.106894727934332,0.0938034188034188,0.0938034188034188,0.0938034188034188,-0.390907400075724,-0.446471526659544,-0.395361807329371,-0.172871879991133,0.312336772397272,0.287972027972028,0.294237692132429,0.302822883508383,0.283076923076923,0.285866764814133,0.29222808796935,0.280971659919028,0.26,0.257894736842105,0.336971896255626,-0.0857142857142857,-0.14,0.2,-0.0001251861529304,-0.215115396978464,-0.274217844299426
"TWIST1",0.446547432312624,0.419064157996587,0.401524294670846,0.387774294670846,0.363636363636364,0.420490340061705,0.400050312096427,0.4020823798627,0.28,0.362608695652174,0.238380828211337,0.227002655220477,0.335858214376521,0.374353375171514,0.216111566111566,0.401384491215,0.377655677655678,0.337333333333333,0.353846153846154,0.275299094788151,0.312093748320163,0.333333333333333,0.3,0.291339031339031,0.278518518518518,0.25179056895304,0.581803221123458,0.437973938851132,0.437973938851132,-0.377465082343131,0.332224806771608,0.317841245127773,0.317841245127773,0.317841245127773,-0.362580058177845,-0.448803060475841,-0.34987508610763,-0.308635800072637,0.272889089598238,0.236942355889724,0.256142355889724,0.266736128126128,0.219047619047619,0.236068895643364,0.254944397651396,0.219047619047619,0.219047619047619,0.219047619047619,0.312945656494044,-0.2,-0.3,0.233333333333333,0.285828599463681,-0.355141552511416,-0.402808159329898
"STAT",0.239240627130198,0.233824804105124,0.217882775119617,0.178409090909091,0.140909090909091,0.224528779253637,0.164797149051784,0.197647058823529,0.2,0.18,0.0586666666666667,0.0672608140374257,0.0944276779359238,0.0754973588529876,0.0615136876006441,0.0590637610976594,0.0438095238095238,0.0583333333333333,0.02,0.0720287980987663,0.0536578840405225,0.025,0,0.0429782723900371,0.00784313725490196,0.0117405582922824,0.117942244764648,0.454913035682266,0.454913035682266,-0.332610417904535,-0.0117440866387665,-0.0184605045492142,-0.0184605045492142,-0.0184605045492142,-0.0602405095791863,-0.469774223418525,-0.176849981918668,0.0263351134846462,0.0320485776331138,0.025974025974026,0.0217723453017571,0.0245396384197646,0.0214285714285714,0.025974025974026,0.0217005217005217,0.0214285714285714,-0.0285714285714286,-0.0285714285714286,-0.0223666529548882,0,0,0,-0.051009108669462,-0.0746124031007752,-0.188301158301158
"cMet",0.407863924050633,0.410520094562648,0.372222222222222,0.35,0.3,0.420454545454546,0.408612890727074,0.415,0.325,0.385,0.21781905744754,0.21034632034632,0.399228711363543,0.208522727272727,0.197619047619048,0.2725,0.26,0.15,0.266666666666667,0.231548596331205,0.284290513517837,0.15,0.2,0.24812030075188,0.242857142857143,0.0109523809523809,0.490686507328843,0.458008658008658,0.458008658008658,-0.320634920634921,0.252920035938904,0.20952380952381,0.20952380952381,0.20952380952381,-0.170499915268599,-0.467637104743083,-0.253246383970046,-0.265072964669739,0.143785917144214,0.0366666666666667,0.10030303030303,0.130226595110316,-0.05,0.0366666666666667,0.0994573643410853,0.05,-0.1,0,0.0550793650793651,-0.2,-0.1,0.1,-0.125486607419381,-0.177272727272727,-0.453333333333333
"Jagged",0.312857142857143,0.331555555555555,0.255555555555556,0.2,0.2,0.286666666666667,0.258333333333333,0.22,0.1,0.2,0.166666666666667,0.0714285714285714,0.277,0.121794871794872,0.0666666666666667,0.0888888888888889,0.0333333333333333,0.0333333333333333,0,0.147445887445887,0.231428571428571,0,0,0.16,0.1,0.12,0.39683257918552,0.46207729468599,0.46207729468599,-0.405555555555556,0.234545454545455,0.18,0.18,0.18,-0.300557892811414,-0.472121212121212,-0.302315789473684,-0.222605363984674,0.246986346986347,0.2,0.238461538461538,0.241491841491841,0.1,0.2,0.238461538461538,0.1,0,0,0.26,0,0,0,0.260216216216216,-0.0833333333333333,-0.235897435897436
"DELTA",0.312857142857143,0.331555555555555,0.255555555555556,0.2,0.2,0.286666666666667,0.258333333333333,0.22,0.1,0.2,0.166666666666667,0.0714285714285714,0.277,0.121794871794872,0.0666666666666667,0.0888888888888889,0.0333333333333333,0.0333333333333333,0,0.147445887445887,0.231428571428571,0,0,0.16,0.1,0.12,0.39683257918552,0.46207729468599,0.46207729468599,-0.405555555555556,0.234545454545455,0.18,0.18,0.18,-0.300557892811414,-0.472121212121212,-0.302315789473684,-0.222605363984674,0.246986346986347,0.2,0.238461538461538,0.241491841491841,0.1,0.2,0.238461538461538,0.1,0,0,0.26,0,0,0,0.260216216216216,-0.0833333333333333,-0.235897435897436
"NFB",0.509054805309785,0.530050377189618,0.50410101010101,0.46010101010101,0.405555555555556,0.291536881419234,0.289125390684002,0.247746031746032,0.142857142857143,0.178857142857143,0.198011573050273,0.198055611787945,0.499589169000934,0.247786856237209,0.18578795379538,0.342303732303732,0.315637065637066,0.220740740740741,0.264285714285714,0.246070967031436,0.358808360098683,0.18,0.314285714285714,0.337518037518037,0.297835497835498,0.318113666519239,0.603827987890408,0.46241471494829,0.46241471494829,-0.411446886446886,0.347624597800344,0.331704199790394,0.331704199790394,0.331704199790394,-0.412592556556884,-0.4683618439444,-0.429438423956608,-0.197637362637363,0.325897498244205,0.292478632478632,0.302590992029194,0.313897498244205,0.278632478632479,0.292478632478632,0.302083152252644,0.278632478632479,0.255555555555556,0.255555555555556,0.350131712259372,-0.3,-0.12,0.2,0.0837542917470133,-0.234533844189017,-0.297688104245481
"SMO",0.411034482758621,0.497432432432433,0.465,0.44,0.4,0.387179487179487,0.34331797235023,0.353846153846154,0.2,0.3,0.128937728937729,0.134285714285714,0.240686274509804,0.306111111111111,0.12,0.228857142857143,0.192857142857143,0.253333333333333,0.15,0.196190476190476,0.295606060606061,0.333333333333333,0.1,0.260606060606061,0.233333333333333,0.244736842105263,0.395835796387521,0.475706214689265,0.475706214689265,-0.413888888888889,0.345292933810376,0.319711538461538,0.319711538461538,0.319711538461538,-0.266493196923826,-0.487311633514165,-0.249114908624814,-0.302549877307159,0.19488770469864,0.2375,0.270833333333333,0.185113268608414,0.2,0.133333333333333,0.166666666666667,0.1,0.2,0.1,0.305926257650396,0,-0.3,0.1,0.271488046836884,-0.278333333333333,-0.341746031746032
"SRC",0.421148459383754,0.417348484848485,0.379166666666667,0.345833333333333,0.333333333333333,0.336916333142748,0.320686516470791,0.316161616161616,0.3,0.327272727272727,0.126804038397881,0.113934329065908,0.2755715548819,0.105729847494553,0.109429824561404,0.174358974358974,0.157692307692308,0.0533333333333333,0.15,0.122599388379205,0.18547619047619,0.0333333333333333,0.15,0.153333333333333,0.12,0.0142857142857143,0.220532198658609,0.484853249475891,0.484853249475891,-0.354328165374677,0.238006219896082,0.212248644138506,0.212248644138506,0.212248644138506,-0.109294267325251,-0.49604157517201,-0.238383767648474,-0.167532467532468,0.0770534694399645,0.035,0.0595901639344262,0.0705657736905238,-0.025,0.035,0.0595901639344262,-0.025,-0.1,0,0.00174253049428366,-0.1,-0.0333333333333333,0,-0.0669939480809046,-0.0792592592592593,-0.411860540892799
"FUS",0.442613430127042,0.529347326049454,0.497432432432433,0.465,0.44,0.413616268788683,0.366902878010608,0.387179487179487,0.3,0.353846153846154,0.144879757923236,0.142672811059908,0.265293604352736,0.327323232323232,0.134285714285714,0.25578021978022,0.228857142857143,0.278333333333333,0.192857142857143,0.213057946069994,0.325151515151515,0.253333333333333,0.15,0.295606060606061,0.260606060606061,0.252429149797571,0.416482115956641,0.514356521437732,0.514356521437732,-0.454872495446266,0.36319686394138,0.345292933810376,0.345292933810376,0.345292933810376,-0.281204556327923,-0.524935395890403,-0.267197100405636,-0.318268940852309,0.203311617742118,0.270833333333333,0.290064102564103,0.19488770469864,0.2375,0.166666666666667,0.185113268608414,0.133333333333333,0.2,0.1,0.328907624110023,-0.1,-0.333333333333333,0.1,0.278933302311337,-0.306111111111111,-0.375766650302733
"NOTCH",0.367959183673469,0.383168458781362,0.331555555555555,0.255555555555556,0.2,0.350952380952381,0.287564102564103,0.286666666666667,0.2,0.22,0.171014492753623,0.0814285714285714,0.302423728813559,0.139441930618401,0.0714285714285714,0.133333333333333,0.0888888888888889,0.0833333333333333,0.0333333333333333,0.151149591149591,0.173364055299539,0.0333333333333333,0,0.231428571428571,0.16,0.167368421052632,0.419583901936843,0.52133655394525,0.52133655394525,-0.46207729468599,0.259183135704875,0.234545454545455,0.234545454545455,0.234545454545455,-0.322023861397801,-0.529264069264069,-0.3313480475382,-0.24305990943922,0.261272061272061,0.238461538461538,0.241491841491841,0.246986346986347,0.2,0.238461538461538,0.241491841491841,0.2,0.1,0.1,0.284528301886792,0,0,0,0.267692851730235,-0.121794871794872,-0.28762157382847
"cfos",0.385565348090456,0.398421186656481,0.371148459383754,0.314285714285714,0.242857142857143,0.385674281503316,0.297981259247082,0.336521739130435,0.32,0.28,0.0813593203398301,0.0933521078682369,0.310943722943723,0.140746429993742,0.0788359788359788,0.152412280701754,0.120833333333333,0.10952380952381,0.0833333333333333,0.157916666666667,0.185897435897436,0.0761904761904762,0.0333333333333333,0.162820512820513,0.116666666666667,0.1875,0.457986854994154,0.557106345363004,0.557106345363004,-0.509936507936508,0.288847707104522,0.269335511982571,0.269335511982571,0.269335511982571,-0.367183580838146,-0.569357439945675,-0.371358156738031,-0.265229978354978,0.304202618460044,0.271111111111111,0.276374269005848,0.289387803645229,0.26,0.271111111111111,0.276516516516517,0.26,0.2,0.2,0.322183908045977,0,-0.0333333333333333,0.1,0.295770200050611,-0.1321044546851,-0.313123543123543
"CDC42",0.385565348090456,0.398421186656481,0.371148459383754,0.314285714285714,0.342857142857143,0.385674281503316,0.297981259247082,0.336521739130435,0.22,0.28,0.0813593203398301,0.0933521078682369,0.310943722943723,0.140746429993742,0.0788359788359788,0.152412280701754,0.120833333333333,0.10952380952381,0.0833333333333333,0.157916666666667,0.185897435897436,0.0761904761904762,0.0333333333333333,0.162820512820513,0.116666666666667,0.1875,0.457986854994154,0.557106345363004,0.557106345363004,-0.509936507936508,0.288847707104522,0.269335511982571,0.269335511982571,0.269335511982571,-0.367183580838146,-0.569357439945675,-0.371358156738031,-0.265229978354978,0.304202618460044,0.271111111111111,0.276374269005848,0.289387803645229,0.26,0.271111111111111,0.276516516516517,0.26,0.2,0.2,0.322183908045977,0,-0.0333333333333333,0.1,0.295770200050611,-0.1321044546851,-0.313123543123543
"TGF",0.530326086956522,0.543333333333333,0.593333333333333,0.526666666666667,0.46,0.474670008354219,0.436191989828353,0.423558897243108,0.333333333333333,0.376190476190476,0.231850419084462,0.22603128054741,0.44037037037037,0.259367816091954,0.211515151515151,0.341791979949875,0.315476190476191,0.203333333333333,0.258333333333333,0.293673294059892,0.381264367816092,0.153333333333333,0.233333333333333,0.343333333333333,0.273333333333333,0.181578947368421,0.464013648847338,0.559795668354021,0.559795668354021,-0.507068395626748,0.370238095238095,0.330952380952381,0.330952380952381,0.330952380952381,-0.386508992700973,-0.567284583232859,-0.399790461715412,-0.353511632963688,0.329994131985195,0.26,0.292075471698113,0.311812313803376,0.2,0.26,0.292075471698113,0.2,0.1,0.1,0.31710758377425,-0.2,-0.133333333333333,0,0.136013467962865,-0.234367816091954,-0.411688311688312
"NOTCHic",0.395378538512179,0.405461452411935,0.383168458781362,0.331555555555555,0.255555555555556,0.402380952380952,0.302908017908018,0.350952380952381,0.22,0.286666666666667,0.184860646599777,0.0979753340184995,0.318146999253811,0.146968812338831,0.0814285714285714,0.163565891472868,0.133333333333333,0.121794871794872,0.0888888888888889,0.158434359361512,0.191785107931118,0.0833333333333333,0.0333333333333333,0.173364055299539,0.231428571428571,0.212822966507177,0.439022779692354,0.565040257648953,0.565040257648953,-0.515648723257419,0.277409736690097,0.259183135704875,0.259183135704875,0.259183135704875,-0.343727715353177,-0.577240947876786,-0.348040237431003,-0.255456603654096,0.276081221577405,0.241491841491841,0.246868185577863,0.261272061272061,0.238461538461538,0.241491841491841,0.246986346986347,0.238461538461538,0.2,0.2,0.297028301886792,0,-0.0333333333333333,0.1,0.275359518396902,-0.139441930618401,-0.320015940025653
"TCFLEF",0.599529020257465,0.58261440208296,0.564071355725344,0.54257602862254,0.507692307692308,0.520374979259997,0.418958684272492,0.498606271777004,0.431428571428571,0.472891986062718,0.202196974022267,0.184395136982034,0.396971084885077,0.266181334991943,0.175408521303258,0.302411358627347,0.287193967323,0.235714285714286,0.271064935064935,0.24786992493379,0.371504941549318,0.216666666666667,0.235064935064935,0.355890323609118,0.340204049099314,0.190761860893597,0.435307615569863,0.570617091972355,0.570617091972355,-0.438472434428317,0.3757302970288,0.360092977712111,0.360092977712111,0.360092977712111,-0.317830533335783,-0.582438150871886,-0.405602182503358,-0.332689922035972,0.131351162183685,0.193984414278532,0.212617954651203,0.122588275585747,0.177745098039216,0.18957264957265,0.207811643283341,0.173333333333333,0.162745098039216,0.158333333333333,0.550249084249084,-0.171428571428571,-0.183333333333333,0.133333333333333,0.285284408652164,-0.250230414746544,-0.428162740506038
"ZEB1",0.411642930179306,0.430385760062399,0.411488122267124,0.386615025820423,0.350383141762452,0.328184676513777,0.298073635088374,0.30043137254902,0.216666666666667,0.268666666666667,0.181926700242762,0.173426812952723,0.384838575920815,0.22965694203919,0.164292197568108,0.252915485434899,0.231486914006327,0.201515151515152,0.210175438596491,0.259952615143952,0.298083778966132,0.183333333333333,0.173333333333333,0.279901960784314,0.258333333333333,0.253723196881092,0.403415193056799,0.580566025972146,0.580566025972146,-0.539894832408761,0.354112324586299,0.33946665529496,0.33946665529496,0.33946665529496,-0.41767251277369,-0.60098696651984,-0.348387705957779,-0.309556503160436,0.336223322168322,0.31160323416421,0.322943440349777,0.32868907559298,0.298141695702671,0.307471581503145,0.318582692614256,0.293746091307067,0.276190476190476,0.271794871794872,0.355560888079008,-0.133333333333333,-0.158333333333333,0.233333333333333,0.300914875054534,-0.217201426024955,-0.299431619315565
"PAK1",0.403496382573214,0.413721733104568,0.398421186656481,0.371148459383754,0.314285714285714,0.423007614836649,0.312539731800781,0.385674281503316,0.28,0.336521739130435,0.100476967398654,0.106900494965011,0.32670459250894,0.151746429993742,0.0933521078682369,0.170930799220273,0.152412280701754,0.1321044546851,0.120833333333333,0.171413599182004,0.199084249084249,0.10952380952381,0.0833333333333333,0.185897435897436,0.162820512820513,0.206311881188119,0.476070037634299,0.589582229607377,0.589582229607377,-0.54928077023159,0.306120434377249,0.288847707104522,0.288847707104522,0.288847707104522,-0.383850247504813,-0.602859978016741,-0.38263843355464,-0.277593614718615,0.314823308115217,0.276374269005848,0.289545000713165,0.304202618460044,0.271111111111111,0.276516516516517,0.289387803645229,0.271111111111111,0.26,0.26,0.336020386033398,-0.0333333333333333,-0.0761904761904762,0.2,0.30404087674234,-0.140746429993742,-0.335775476825201
"LIV1",0.403496382573214,0.413721733104568,0.398421186656481,0.371148459383754,0.314285714285714,0.423007614836649,0.312539731800781,0.385674281503316,0.28,0.336521739130435,0.100476967398654,0.106900494965011,0.32670459250894,0.151746429993742,0.0933521078682369,0.170930799220273,0.152412280701754,0.1321044546851,0.120833333333333,0.171413599182004,0.199084249084249,0.10952380952381,0.0833333333333333,0.185897435897436,0.162820512820513,0.206311881188119,0.476070037634299,0.589582229607377,0.589582229607377,-0.54928077023159,0.306120434377249,0.288847707104522,0.288847707104522,0.288847707104522,-0.383850247504813,-0.602859978016741,-0.38263843355464,-0.277593614718615,0.314823308115217,0.276374269005848,0.289545000713165,0.304202618460044,0.271111111111111,0.276516516516517,0.289387803645229,0.271111111111111,0.26,0.26,0.336020386033398,-0.0333333333333333,-0.0761904761904762,0.2,0.30404087674234,-0.140746429993742,-0.335775476825201
"EGR1",0.403496382573214,0.413721733104568,0.398421186656481,0.371148459383754,0.314285714285714,0.423007614836649,0.312539731800781,0.385674281503316,0.28,0.336521739130435,0.100476967398654,0.106900494965011,0.32670459250894,0.151746429993742,0.0933521078682369,0.170930799220273,0.152412280701754,0.1321044546851,0.120833333333333,0.171413599182004,0.199084249084249,0.10952380952381,0.0833333333333333,0.185897435897436,0.162820512820513,0.206311881188119,0.476070037634299,0.589582229607377,0.589582229607377,-0.54928077023159,0.306120434377249,0.288847707104522,0.288847707104522,0.288847707104522,-0.383850247504813,-0.602859978016741,-0.38263843355464,-0.277593614718615,0.314823308115217,0.276374269005848,0.289545000713165,0.304202618460044,0.271111111111111,0.276516516516517,0.289387803645229,0.271111111111111,0.26,0.26,0.336020386033398,-0.0333333333333333,-0.0761904761904762,0.2,0.30404087674234,-0.140746429993742,-0.335775476825201
"Csl",0.410895779891489,0.418840137219191,0.405461452411935,0.383168458781362,0.331555555555555,0.434989648033126,0.317927780753868,0.402380952380952,0.286666666666667,0.350952380952381,0.206429274050757,0.111864222907388,0.333722620021305,0.159037777856073,0.0979753340184995,0.181395348837209,0.163565891472868,0.139441930618401,0.133333333333333,0.173538526028178,0.204512380658391,0.121794871794872,0.0888888888888889,0.191785107931118,0.173364055299539,0.225018088458397,0.456696157768417,0.59597948416829,0.59597948416829,-0.554220151828847,0.293953854337155,0.277409736690097,0.277409736690097,0.277409736690097,-0.359476950827183,-0.609267091667636,-0.358272795570538,-0.267680462269707,0.285858237014798,0.246868185577863,0.261384314610121,0.276081221577405,0.241491841491841,0.246986346986347,0.261272061272061,0.241491841491841,0.238461538461538,0.238461538461538,0.310652980550032,-0.0333333333333333,-0.0833333333333333,0.2,0.283342455630296,-0.146968812338831,-0.341674926200769
"TGFR",0.565697265995823,0.578085106382979,0.543333333333333,0.593333333333333,0.526666666666667,0.515765898765178,0.463035647645463,0.474670008354219,0.376190476190476,0.423558897243108,0.248268329532223,0.239198540333886,0.466349018057203,0.279141827391389,0.22603128054741,0.369698956694061,0.341791979949875,0.234367816091954,0.315476190476191,0.311064598407718,0.41076077069379,0.203333333333333,0.258333333333333,0.381264367816092,0.343333333333333,0.219850552306693,0.492254389588079,0.604701328731379,0.604701328731379,-0.557068395626748,0.398308270676692,0.370238095238095,0.370238095238095,0.370238095238095,-0.409834627804899,-0.613325638951334,-0.420063034117457,-0.374294029051707,0.344254539425407,0.292075471698113,0.312075471698113,0.329994131985195,0.26,0.292075471698113,0.311812313803376,0.26,0.2,0.2,0.345862948581117,-0.233333333333333,-0.153333333333333,0.1,0.148916693769316,-0.259367816091954,-0.447402597402597
"SMAD",0.45851983509746,0.465706428918276,0.446981329316682,0.420724346076459,0.371428571428571,0.452577017880844,0.359277925479538,0.417961633265459,0.314285714285714,0.369124423963134,0.229016604874041,0.116959935042127,0.361807623693861,0.26834944806339,0.204578982661174,0.290967320261438,0.268300653594771,0.240833333333333,0.238888888888889,0.287820276497696,0.315331143951834,0.220833333333333,0.205555555555556,0.297077175697865,0.275238095238095,0.23379917184265,0.477369116679222,0.613160511629616,0.613160511629616,-0.570455115405971,0.386527235864572,0.367777235864572,0.367777235864572,0.367777235864572,-0.378813268516118,-0.624856013980701,-0.377457652340619,-0.312342888245144,0.306594625548093,0.265506715506716,0.282772902557075,0.297070816024284,0.253968253968254,0.265732959850607,0.282823868941516,0.253968253968254,0.242857142857143,0.242857142857143,0.32747983775629,-0.15,-0.183333333333333,0.2,0.200231380908438,-0.254594801223242,-0.367640549957623
"SNAI1",0.418617094136111,0.428439475040052,0.413721733104568,0.398421186656481,0.371148459383754,0.443635417527232,0.227842222903984,0.423007614836649,0.336521739130435,0.385674281503316,0.116548395970082,0.114895574915811,0.341781515585863,0.165144488246169,0.106900494965011,0.188291910331384,0.170930799220273,0.140746429993742,0.152412280701754,0.185766540358475,0.214594453165882,0.1321044546851,0.120833333333333,0.199084249084249,0.185897435897436,0.210462824584345,0.490853812357732,0.613321466999751,0.613321466999751,-0.578875785807914,0.320077741438005,0.306120434377249,0.306120434377249,0.306120434377249,-0.394800161149027,-0.628124147084945,-0.392107736364213,-0.288748730230166,0.320966829023838,0.289545000713165,0.30471867530183,0.314823308115217,0.276374269005848,0.289387803645229,0.304202618460044,0.276516516516517,0.271111111111111,0.271111111111111,0.350472600485613,-0.0833333333333333,-0.10952380952381,0.26,0.310619824110761,-0.151746429993742,-0.354603928708046
"GLI",0.46938101995184,0.577463571765726,0.55558121882455,0.523505747126437,0.468333333333333,0.543661596230657,0.379828986501945,0.506645021645022,0.402857142857143,0.461190476190476,0.15473324072645,0.157288907904816,0.368157980483957,0.299629309163561,0.144856475472383,0.225699106396945,0.202261606396945,0.268076441102757,0.175730994152047,0.222937940609423,0.252391688770999,0.247023809523809,0.138888888888889,0.232391688770999,0.207391688770999,0.216366318047734,0.504469598689521,0.627072452636969,0.627072452636969,-0.584114114114114,0.407463385807413,0.386275266995532,0.386275266995532,0.386275266995532,-0.411901192929789,-0.638993184318262,-0.415723359406608,-0.372587017333473,0.342729531415849,0.397874762808349,0.316172635148775,0.331552006012382,0.38258064516129,0.297214791502754,0.315318239778616,0.28258064516129,0.36,0.26,0.355901268115942,-0.0833333333333333,-0.20952380952381,0.2,0.272729714044217,-0.284402971715002,-0.393075054703654
