"","FOXC2","TGF","TGFR","CDC42","PAK1","MEK","SNAI1","EGR1","ERK","cfos","HEY1","SMAD","ILK","SHH","AKT","TWIST1","IKK","NFB","SMO","FUS","Jagged","Csn","NOTCH","NOTCHic","Csl","SOSGRB2","KLF4","ZEB2","ZEB1","cateninmemb","SNAI2","RAS","RAF","PI3K","DELTA","Ecadherin","GSK3","miR200","cateninnuc","GLI","TCFLEF","Wnt","CD44","cMet","Frizzled","SRC","DSH","STAT","AXIN2","TrCP","SUFU","LIV1","Destcompl","Patched","RKIP"
"Csn",0.253628756931699,0.279771395206155,0.252802421459138,0.206648575305292,0.145454545454545,0.244680735930736,0.164599911436857,0.106666666666667,0.209264069264069,0.161212121212121,0.0753737541528239,0.0823617387046469,0.0687370600414079,0.139396839132429,0.205766666666667,0.294410171886037,0.184166666666667,0.155,0.108513708513709,0.0873015873015873,0.186203979009649,0.105,0.263672438672439,0.238672438672439,0.201010101010101,0.171982013144241,-0.399880772821949,0.437214226633582,0.437214226633582,-0.440052379580469,0.431784744514854,0.236886568921711,0.209087341122483,0.209087341122483,0.209087341122483,-0.514147570885916,-0.148852448346863,-0.445018334053115,0.417794400334073,0.373290047587359,0.397113135127261,0.348511286525412,0.373736511750637,0.348511286525412,0.318390804597701,0.318390804597701,0.266666666666667,0.266666666666667,0.406482142857143,-0.18,-0.0428571428571429,0.2,0.0494890101535981,-0.124642740771773,-0.180116926807423
"STAT",0.218786639400136,0.21176467189053,0.194856459330144,0.165909090909091,0.140909090909091,0.207893738140417,0.148182485181735,0.2,0.191764705882353,0.18,0.0586666666666667,0.0649619634627131,0.0615136876006441,0.0628225972422309,0.0427602905569007,0.0798030281291078,0.0342857142857143,0.02,0.045,0.025,0.0670143870848096,0,0.0330241149201743,0.0204027556968733,-0.00392156862745098,-0.0069376026272578,-0.326728064963359,0.442935269858347,0.442935269858347,-0.0606504627167323,0.0939577786448173,-0.0310859680672113,-0.044194582299421,-0.044194582299421,-0.044194582299421,-0.202270665345675,0.0430059523809524,-0.458532927961468,0.0308080065882152,0.0104033678186221,0.0210841170323929,-0.00146103896103896,0.0106079265562024,-0.00146103896103896,-0.0196428571428571,-0.0196428571428571,-0.0571428571428571,-0.0571428571428571,-0.0435779274488952,0,0,0,-0.0640800200082361,-0.0566279069767442,-0.171240347490347
"cMet",0.398795698924731,0.397192513368984,0.367647058823529,0.35,0.3,0.418703703703704,0.398543556531447,0.325,0.415,0.385,0.21781905744754,0.21034632034632,0.197619047619048,0.199615975422427,0.269677419354839,0.381439393939394,0.26,0.266666666666667,0.15,0.15,0.212719797596458,0.2,0.27012987012987,0.242857142857143,0.242857142857143,0.00796387520525451,-0.320634920634921,0.456717394861725,0.456717394861725,-0.148705927934909,0.211127791127791,0.227724358974359,0.190224358974359,0.190224358974359,0.190224358974359,-0.316865690395294,-0.24484126984127,-0.466620239663718,0.141926928099139,0.0647262647262647,0.108807957038046,0.00256410256410255,0.0636752136752137,0.00256410256410255,-0.0666666666666667,0.0333333333333333,-0.1,0,0.0114317425083241,-0.2,-0.1,0.1,-0.153033718199665,-0.173809523809524,-0.450626780626781
"Jagged",0.312857142857143,0.331555555555555,0.255555555555556,0.2,0.2,0.286666666666667,0.258333333333333,0.1,0.22,0.2,0.166666666666667,0.0714285714285714,0.0666666666666667,0.121794871794872,0.0888888888888889,0.293,0.0333333333333333,0,0.0333333333333333,0,0.166493506493506,0,0.231428571428571,0.16,0.1,0.12,-0.405555555555556,0.46207729468599,0.46207729468599,-0.431428571428571,0.436606060606061,0.252727272727273,0.18,0.18,0.18,-0.511962871962872,-0.23639846743295,-0.472121212121212,0.35024087024087,0.269230769230769,0.314685314685315,0.2,0.269230769230769,0.2,0.1,0.1,0,0,0.28,0,0,0,0.300540540540541,-0.0833333333333333,-0.235897435897436
"DELTA",0.312857142857143,0.331555555555555,0.255555555555556,0.2,0.2,0.286666666666667,0.258333333333333,0.1,0.22,0.2,0.166666666666667,0.0714285714285714,0.0666666666666667,0.121794871794872,0.0888888888888889,0.293,0.0333333333333333,0,0.0333333333333333,0,0.166493506493506,0,0.231428571428571,0.16,0.1,0.12,-0.405555555555556,0.46207729468599,0.46207729468599,-0.431428571428571,0.436606060606061,0.252727272727273,0.18,0.18,0.18,-0.511962871962872,-0.23639846743295,-0.472121212121212,0.35024087024087,0.269230769230769,0.314685314685315,0.2,0.269230769230769,0.2,0.1,0.1,0,0,0.28,0,0,0,0.300540540540541,-0.0833333333333333,-0.235897435897436
"NFB",0.543623370874367,0.574761539445084,0.529191919191919,0.469191919191919,0.405555555555556,0.306438842203548,0.323971886243663,0.142857142857143,0.252190476190476,0.178857142857143,0.198011573050273,0.199542600635528,0.18578795379538,0.281035559863977,0.358820248820249,0.568179271708683,0.321042471042471,0.264285714285714,0.228148148148148,0.18,0.313312588916683,0.314285714285714,0.403560024205185,0.362914862914863,0.307359307359307,0.336627598407784,-0.41529304029304,0.474843833722237,0.474843833722237,-0.611593277392812,0.694202705016264,0.415424526100359,0.380598655453593,0.380598655453593,0.380598655453593,-0.729356817838352,-0.252348631760396,-0.479293751915583,0.464901202529038,0.409947181407856,0.438934351700309,0.376239316239316,0.40957264957265,0.376239316239316,0.331623931623932,0.331623931623932,0.277777777777778,0.277777777777778,0.443520770010132,-0.3,-0.12,0.2,0.159265491747074,-0.2557343550447,-0.315783942833123
"SRC",0.407775469738457,0.399272486772487,0.369642857142857,0.345833333333333,0.333333333333333,0.333142748237088,0.307103394601415,0.3,0.316161616161616,0.327272727272727,0.126804038397881,0.113934329065908,0.109429824561404,0.0942399115533444,0.168803418803419,0.255839598997494,0.157692307692308,0.15,0.0533333333333333,0.0333333333333333,0.107180275454993,0.15,0.167445887445887,0.143809523809524,0.12,0.00857142857142857,-0.354328165374677,0.481079664570231,0.481079664570231,-0.100753129333105,0.137970241606512,0.215982077360772,0.190400682011935,0.190400682011935,0.190400682011935,-0.260086811915876,-0.149575116241783,-0.493078612209047,0.0738697480608241,0.02957181088314,0.0548882665793426,-0.00263157894736842,0.02957181088314,-0.00263157894736842,-0.05,-0.05,-0.1,0,-0.0312291453864487,-0.1,-0.0333333333333333,0,-0.0842095720800245,-0.0718518518518519,-0.405408927989573
"SMO",0.431379310344828,0.52490990990991,0.481666666666667,0.44,0.4,0.393240093240093,0.363364055299539,0.2,0.353846153846154,0.3,0.128937728937729,0.134285714285714,0.12,0.324166666666667,0.236857142857143,0.284858387799564,0.192857142857143,0.15,0.253333333333333,0.333333333333333,0.239312169312169,0.1,0.323787878787879,0.278787878787879,0.233333333333333,0.255263157894737,-0.413888888888889,0.482485875706215,0.482485875706215,-0.399013899816417,0.452381738173817,0.382479874776386,0.347596153846154,0.347596153846154,0.347596153846154,-0.445076090137548,-0.335225292506846,-0.492374924653406,0.302638863446704,0.344444444444444,0.275091693635383,0.3,0.241111111111111,0.196666666666667,0.25,0.15,0.2,0.1,0.366472607851918,0,-0.3,0.1,0.319191970819878,-0.290833333333333,-0.352857142857143
"TWIST1",0.536864045556844,0.523935454616862,0.485438871473354,0.440438871473354,0.381818181818182,0.477104295456357,0.47968413689195,0.28,0.431830663615561,0.371304347826087,0.243465573974049,0.237967084996788,0.21981526981527,0.458591118009162,0.460917613459986,0.465462356196301,0.416849816849817,0.369230769230769,0.391555555555556,0.355555555555556,0.410228291267965,0.3,0.419711336881148,0.379145299145299,0.335555555555555,0.315754268614681,-0.404315196998124,0.488073160880178,0.488073160880178,-0.65784094702935,0.725444091835154,0.45193278426317,0.42054341891154,0.42054341891154,0.42054341891154,-0.826249644858734,-0.402694223848807,-0.496082171680117,0.469808746914639,0.41858813700919,0.446065246048087,0.385254803675856,0.417647427307688,0.384582911178656,0.348412698412698,0.348412698412698,0.309523809523809,0.309523809523809,0.461080635782128,-0.2,-0.3,0.266666666666667,0.396630844730002,-0.428541856925419,-0.461840770536423
"NOTCH",0.376122448979592,0.396071684587814,0.331555555555555,0.255555555555556,0.2,0.350952380952381,0.299871794871795,0.2,0.286666666666667,0.22,0.171014492753623,0.0814285714285714,0.0714285714285714,0.151206636500754,0.133333333333333,0.342152542372881,0.0888888888888889,0.0333333333333333,0.0833333333333333,0.0333333333333333,0.196123136123136,0,0.186267281105991,0.231428571428571,0.16,0.167368421052632,-0.46207729468599,0.52133655394525,0.52133655394525,-0.482751322751323,0.485777331324293,0.303451910408432,0.252727272727273,0.252727272727273,0.252727272727273,-0.57114654543226,-0.277307558342041,-0.529264069264069,0.381928113039224,0.314685314685315,0.35024087024087,0.269230769230769,0.314685314685315,0.269230769230769,0.2,0.2,0.1,0.1,0.338490566037736,0,0,0,0.329179038193123,-0.121794871794872,-0.28762157382847
"FUS",0.472168784029038,0.566399271612038,0.52490990990991,0.481666666666667,0.44,0.431171127722852,0.392609338318407,0.3,0.393240093240093,0.353846153846154,0.144879757923236,0.145253456221198,0.134285714285714,0.349419191919192,0.271472527472527,0.320984042249826,0.236857142857143,0.192857142857143,0.290833333333333,0.253333333333333,0.265818193408555,0.15,0.362424242424242,0.323787878787879,0.278787878787879,0.274493927125506,-0.461429872495446,0.527271151779834,0.527271151779834,-0.43710020375638,0.486587345650453,0.412610879143199,0.382479874776386,0.382479874776386,0.382479874776386,-0.487378447973886,-0.359640008225909,-0.53692938009895,0.325589683118835,0.379059829059829,0.302638863446704,0.344444444444444,0.275091693635383,0.241111111111111,0.3,0.196666666666667,0.25,0.15,0.404360806609682,-0.1,-0.333333333333333,0.1,0.337028228129819,-0.324166666666667,-0.393063328424153
"TGF",0.534148351648352,0.54969696969697,0.593333333333333,0.526666666666667,0.46,0.474670008354219,0.44180349062702,0.333333333333333,0.423558897243108,0.376190476190476,0.231850419084462,0.22603128054741,0.211515151515151,0.264526546250684,0.341791979949875,0.463379293662313,0.315476190476191,0.258333333333333,0.203333333333333,0.153333333333333,0.31699599608778,0.233333333333333,0.38719298245614,0.343333333333333,0.273333333333333,0.181578947368421,-0.507068395626748,0.559795668354021,0.559795668354021,-0.511195210810984,0.511451995278659,0.395394197061237,0.339430894308943,0.339430894308943,0.339430894308943,-0.59470795800919,-0.373232323232323,-0.567284583232859,0.422559268353439,0.339731682146543,0.384559268353439,0.278947368421053,0.339731682146543,0.278947368421053,0.2,0.2,0.1,0.1,0.354415954415954,-0.2,-0.133333333333333,0,0.176762308697826,-0.234367816091954,-0.411688311688312
"cfos",0.403776730204277,0.424446142093201,0.378991596638655,0.314285714285714,0.242857142857143,0.389064112011791,0.319178037152721,0.32,0.336521739130435,0.28,0.0813593203398301,0.0933521078682369,0.0788359788359788,0.159543721909313,0.157675438596491,0.361693202471828,0.120833333333333,0.0833333333333333,0.10952380952381,0.0761904761904762,0.208020559930009,0.0333333333333333,0.212051282051282,0.17051282051282,0.116666666666667,0.193055555555556,-0.509936507936508,0.560496175871478,0.560496175871478,-0.52992547328015,0.532805541780389,0.344426734565674,0.303322440087146,0.303322440087146,0.303322440087146,-0.609036281983699,-0.309859250696947,-0.571971819030643,0.425224337158461,0.364148148148148,0.397134449518011,0.328148148148148,0.365134449518011,0.328148148148148,0.28,0.28,0.2,0.2,0.394658385093168,0,-0.0333333333333333,0.1,0.364238515606958,-0.138556067588326,-0.31979020979021
"CDC42",0.403776730204277,0.424446142093201,0.378991596638655,0.314285714285714,0.342857142857143,0.389064112011791,0.319178037152721,0.22,0.336521739130435,0.28,0.0813593203398301,0.0933521078682369,0.0788359788359788,0.159543721909313,0.157675438596491,0.361693202471828,0.120833333333333,0.0833333333333333,0.10952380952381,0.0761904761904762,0.208020559930009,0.0333333333333333,0.212051282051282,0.17051282051282,0.116666666666667,0.193055555555556,-0.509936507936508,0.560496175871478,0.560496175871478,-0.52992547328015,0.532805541780389,0.344426734565674,0.303322440087146,0.303322440087146,0.303322440087146,-0.609036281983699,-0.309859250696947,-0.571971819030643,0.425224337158461,0.364148148148148,0.397134449518011,0.328148148148148,0.365134449518011,0.328148148148148,0.28,0.28,0.2,0.2,0.394658385093168,0,-0.0333333333333333,0.1,0.364238515606958,-0.138556067588326,-0.31979020979021
"NOTCHic",0.421283739302172,0.441294614524119,0.396071684587814,0.331555555555555,0.255555555555556,0.408095238095238,0.332146927146927,0.22,0.350952380952381,0.286666666666667,0.184860646599777,0.0979753340184995,0.0814285714285714,0.173787281662044,0.172868217054264,0.380127225917185,0.133333333333333,0.0888888888888889,0.121794871794872,0.0833333333333333,0.221456469456469,0.0333333333333333,0.228372544263885,0.186267281105991,0.231428571428571,0.221913875598086,-0.515648723257419,0.570966183574879,0.570966183574879,-0.528243126030011,0.526150002131746,0.344045969814373,0.303451910408432,0.303451910408432,0.303451910408432,-0.620757742943924,-0.308427890292249,-0.581865225333433,0.409817173131674,0.349467923380967,0.381928113039224,0.314685314685315,0.35024087024087,0.314685314685315,0.269230769230769,0.269230769230769,0.2,0.2,0.38254651009368,0,-0.0333333333333333,0.1,0.351457095144546,-0.151206636500754,-0.331283545659456
"TCFLEF",0.617388107293155,0.605975289652751,0.578068312908565,0.547227191413238,0.507692307692308,0.527721918035507,0.436016761016761,0.431428571428571,0.500511033681765,0.472891986062718,0.202196974022267,0.185159955337675,0.175408521303258,0.282674701642444,0.311071947687656,0.431351027448101,0.290419773774612,0.271064935064935,0.24047619047619,0.216666666666667,0.282622934745306,0.235064935064935,0.3952389606249,0.370572293958234,0.345082097879802,0.200614156302779,-0.440433218742042,0.576925793017898,0.576925793017898,-0.435259953931766,0.464811008550979,0.409149376084159,0.385339852274635,0.385339852274635,0.385339852274635,-0.602982588494106,-0.358431046818057,-0.587983970514091,0.208129184725984,0.268846173472642,0.188791205631907,0.240544286680189,0.26489329379896,0.236867816091954,0.209509803921569,0.205833333333333,0.174509803921569,0.170833333333333,0.600344936831125,-0.171428571428571,-0.183333333333333,0.133333333333333,0.321164371776923,-0.261443932411674,-0.437425724388116
"PAK1",0.43872482709009,0.459610977258036,0.424446142093201,0.378991596638655,0.314285714285714,0.438397445345124,0.34771520741651,0.28,0.389064112011791,0.336521739130435,0.100476967398654,0.108190817545656,0.0933521078682369,0.182156787235946,0.187305068226121,0.393933639630298,0.157675438596491,0.120833333333333,0.138556067588326,0.10952380952381,0.233329201905317,0.0833333333333333,0.244647967134155,0.212051282051282,0.17051282051282,0.225728822882288,-0.55255945875618,0.601332188733215,0.601332188733215,-0.568587183317325,0.567018548377939,0.379438176213271,0.344426734565674,0.344426734565674,0.344426734565674,-0.649907068500553,-0.336001846675009,-0.613088570299678,0.448967353918237,0.396167852581646,0.425224337158461,0.364148148148148,0.397134449518011,0.365134449518011,0.328148148148148,0.328148148148148,0.28,0.28,0.431801242236025,-0.0333333333333333,-0.0761904761904762,0.2,0.383419713484137,-0.159543721909313,-0.354596839624464
"LIV1",0.43872482709009,0.459610977258036,0.424446142093201,0.378991596638655,0.314285714285714,0.438397445345124,0.34771520741651,0.28,0.389064112011791,0.336521739130435,0.100476967398654,0.108190817545656,0.0933521078682369,0.182156787235946,0.187305068226121,0.393933639630298,0.157675438596491,0.120833333333333,0.138556067588326,0.10952380952381,0.233329201905317,0.0833333333333333,0.244647967134155,0.212051282051282,0.17051282051282,0.225728822882288,-0.55255945875618,0.601332188733215,0.601332188733215,-0.568587183317325,0.567018548377939,0.379438176213271,0.344426734565674,0.344426734565674,0.344426734565674,-0.649907068500553,-0.336001846675009,-0.613088570299678,0.448967353918237,0.396167852581646,0.425224337158461,0.364148148148148,0.397134449518011,0.365134449518011,0.328148148148148,0.328148148148148,0.28,0.28,0.431801242236025,-0.0333333333333333,-0.0761904761904762,0.2,0.383419713484137,-0.159543721909313,-0.354596839624464
"EGR1",0.43872482709009,0.459610977258036,0.424446142093201,0.378991596638655,0.314285714285714,0.438397445345124,0.34771520741651,0.28,0.389064112011791,0.336521739130435,0.100476967398654,0.108190817545656,0.0933521078682369,0.182156787235946,0.187305068226121,0.393933639630298,0.157675438596491,0.120833333333333,0.138556067588326,0.10952380952381,0.233329201905317,0.0833333333333333,0.244647967134155,0.212051282051282,0.17051282051282,0.225728822882288,-0.55255945875618,0.601332188733215,0.601332188733215,-0.568587183317325,0.567018548377939,0.379438176213271,0.344426734565674,0.344426734565674,0.344426734565674,-0.649907068500553,-0.336001846675009,-0.613088570299678,0.448967353918237,0.396167852581646,0.425224337158461,0.364148148148148,0.397134449518011,0.365134449518011,0.328148148148148,0.328148148148148,0.28,0.28,0.431801242236025,-0.0333333333333333,-0.0761904761904762,0.2,0.383419713484137,-0.159543721909313,-0.354596839624464
"ZEB1",0.465120137431803,0.495364484178098,0.459931413311956,0.417799433616525,0.364176245210728,0.365280297140883,0.34729520228015,0.216666666666667,0.322549019607843,0.276666666666667,0.185035508532918,0.179052084573757,0.166552084573757,0.271016185510115,0.284706438226714,0.47067289568434,0.251849295369572,0.220701754385965,0.223106060606061,0.195833333333333,0.333846015388374,0.173333333333333,0.361548979095771,0.326838235294118,0.289583333333333,0.293879142300195,-0.552877562600551,0.605258973615972,0.605258973615972,-0.642562046212018,0.523188649142152,0.451726742280417,0.420181000955496,0.420181000955496,0.420181000955496,-0.645868976177072,-0.385639653794579,-0.624325691268721,0.496549674250678,0.450630335462127,0.474977192678197,0.420975163048334,0.44911052601153,0.419493801272854,0.384436701509872,0.38223889931207,0.338095238095238,0.335897435897436,0.479981250063862,-0.133333333333333,-0.158333333333333,0.266666666666667,0.398684852447302,-0.248596256684492,-0.333068736550361
"TGFR",0.57903724053724,0.597523056653491,0.54969696969697,0.593333333333333,0.526666666666667,0.518118284216288,0.478330436734804,0.376190476190476,0.474670008354219,0.423558897243108,0.248268329532223,0.239198540333886,0.22603128054741,0.292526546250684,0.373556685832228,0.505291058368195,0.341791979949875,0.315476190476191,0.234367816091954,0.203333333333333,0.347851014675141,0.258333333333333,0.42984004127967,0.38719298245614,0.343333333333333,0.224078947368421,-0.557068395626748,0.607324185464287,0.607324185464287,-0.561375716226147,0.557984151646881,0.439972510314249,0.395394197061237,0.395394197061237,0.395394197061237,-0.647250330890546,-0.40774113935323,-0.615367179103066,0.453740080161557,0.384326276741137,0.422559268353439,0.339731682146543,0.384559268353439,0.339731682146543,0.278947368421053,0.278947368421053,0.2,0.2,0.407779183115506,-0.233333333333333,-0.153333333333333,0.1,0.20354055137565,-0.264526546250684,-0.452268021833239
"Csl",0.456154056305054,0.476146550742798,0.441294614524119,0.396071684587814,0.331555555555555,0.457008281573499,0.361512006512006,0.286666666666667,0.408095238095238,0.350952380952381,0.206429274050757,0.114086445129611,0.0979753340184995,0.197596805471568,0.204651162790698,0.412553529772061,0.172868217054264,0.133333333333333,0.151206636500754,0.121794871794872,0.247634479927674,0.0888888888888889,0.261705877597219,0.228372544263885,0.186267281105991,0.251995176411094,-0.559934437543133,0.612955133851122,0.612955133851122,-0.566942816432488,0.559948451744149,0.378241903270935,0.344045969814373,0.344045969814373,0.344045969814373,-0.661982713497516,-0.334167535262663,-0.624348885464152,0.433445133848023,0.381175240454138,0.409817173131674,0.349467923380967,0.381928113039224,0.35024087024087,0.314685314685315,0.314685314685315,0.269230769230769,0.269230769230769,0.418815940145493,-0.0333333333333333,-0.0833333333333333,0.2,0.36998470250651,-0.173787281662044,-0.367689075613373
"SMAD",0.497850465412443,0.51596066679406,0.47836066679406,0.431991951710262,0.371428571428571,0.471651257594618,0.397295181608321,0.314285714285714,0.422612796056157,0.369124423963134,0.229016604874041,0.118864696946889,0.204578982661174,0.301319434935415,0.31081045751634,0.432477547687968,0.276143790849673,0.238888888888889,0.250833333333333,0.220833333333333,0.353237366272474,0.205555555555556,0.365450382378532,0.329195402298851,0.286666666666667,0.25790446613428,-0.575333164186459,0.627670631156279,0.627670631156279,-0.578641058034323,0.571940458568371,0.46219499161126,0.426988380041012,0.426988380041012,0.426988380041012,-0.672723821931219,-0.372219956736955,-0.637730415621913,0.447230868410356,0.393350620112967,0.422972935964091,0.359292649098474,0.394108366880644,0.36004243281471,0.321428571428571,0.321428571428571,0.271428571428571,0.271428571428571,0.427938432530267,-0.15,-0.183333333333333,0.2,0.280089538346254,-0.277438837920489,-0.39029987332505
"SNAI1",0.468993026323806,0.490239780503472,0.459610977258036,0.424446142093201,0.378991596638655,0.47502665882827,0.273720569346805,0.336521739130435,0.438397445345124,0.389064112011791,0.118334110255796,0.119383929476776,0.108190817545656,0.203794214136531,0.216921792964797,0.422372109123577,0.187305068226121,0.157675438596491,0.159543721909313,0.138556067588326,0.256551950720483,0.120833333333333,0.275243449680356,0.244647967134155,0.212051282051282,0.246940944094409,-0.589631109846523,0.635980770730749,0.635980770730749,-0.600870096482591,0.59573488276059,0.407477878446521,0.379438176213271,0.379438176213271,0.379438176213271,-0.684899127791183,-0.357810357313307,-0.648988474053287,0.468517798246517,0.42444881376464,0.448967353918237,0.396167852581646,0.425224337158461,0.397134449518011,0.364148148148148,0.365134449518011,0.328148148148148,0.328148148148148,0.463250005486908,-0.0833333333333333,-0.10952380952381,0.28,0.399113043127093,-0.182156787235946,-0.386109444666481
"GLI",0.499008872198934,0.616579202369911,0.577572110171329,0.530402298850575,0.468333333333333,0.556203750209275,0.409412603074417,0.402857142857143,0.509242424242424,0.461190476190476,0.15473324072645,0.158369988985897,0.144856475472383,0.324663599672144,0.239155739050006,0.427262770050004,0.206343239050006,0.175730994152047,0.273339598997494,0.247023809523809,0.275772174562084,0.138888888888889,0.291130345758295,0.254288240495137,0.214288240495137,0.233301153124162,-0.586816816816817,0.636728537293053,0.636728537293053,-0.588856055489446,0.584816320236658,0.471643979883287,0.43431863058189,0.43431863058189,0.43431863058189,-0.672899745853216,-0.424495482838094,-0.64740096848456,0.471271283045151,0.413902749086286,0.445543127705345,0.477695852534562,0.414293127705345,0.378048586220629,0.434838709677419,0.334838709677419,0.38,0.28,0.444638194041084,-0.0833333333333333,-0.20952380952381,0.2,0.346051139395764,-0.299870211242392,-0.408715571088957
