"","FOXC2","TGF","TGFR","CDC42","PAK1","SOSGRB2","SNAI1","HEY1","TWIST1","SHH","SMAD","ILK","AKT","IKK","NFB","Csn","SMO","Jagged","FUS","NOTCH","NOTCHic","Csl","KLF4","cateninmemb","ZEB2","ZEB1","SNAI2","RAS","RAF","PI3K","DELTA","GSK3","Ecadherin","miR200","EGR1","ERK","cfos","GLI","MEK","cateninnuc","TCFLEF","Wnt","CD44","cMet","Frizzled","SRC","DSH","STAT","AXIN2","TrCP","SUFU","LIV1","Destcompl","RKIP","Patched"
"STAT",0.192786639400136,0.191369935048425,0.174461722488038,0.153409090909091,0.140909090909091,0.074384236453202,0.114919875965852,0.028,0.0628684575461187,0.0395925087466557,0.0333777555666611,0.0310789049919485,0.0227602905569007,0.0142857142857143,0,0,0.02,0.051054357576393,0,0.0212594090378214,0.00863804981452041,-0.0156862745098039,-0.30308972073678,-0.0508986780626926,0.413726017572171,0.413726017572171,0.0749259727981934,-0.0301037461575497,-0.0420440446650124,-0.0420440446650124,-0.0420440446650124,0.0866800178015131,-0.184759673125433,-0.430469007798509,0.0333333333333333,0.0333333333333333,0.0333333333333333,0.00778265851795264,0.032258064516129,0.0222283721134595,0.0151961909454023,-0.00146103896103896,0.00794067044067044,-0.00146103896103896,-0.0196428571428571,-0.0196428571428571,-0.0571428571428571,-0.0571428571428571,-0.0452684570331629,0,0,0,-0.0594297574673191,-0.0801689189189189,-0.0316279069767442
"IKK",0.48972582972583,0.522791919191919,0.469191919191919,0.405555555555556,0.35,0.359033613445378,0.275692677410235,0.160887512899897,0.526274509803922,0.240919540229885,0.163565731573157,0.150694444444444,0.31023166023166,0.264285714285714,0.314285714285714,0.3,0.18,0.278322399250234,0.12,0.356565656565657,0.307359307359307,0.245454545454545,-0.363369963369963,-0.568138714172234,0.417418546365915,0.417418546365915,0.648902617363536,0.380598655453593,0.334119782214156,0.334119782214156,0.334119782214156,-0.21003663003663,-0.677271284982888,-0.422686733556299,0,0.0628571428571429,0.0428571428571429,0.376239316239316,0.0828571428571429,0.437842691766742,0.40957264957265,0.331623931623932,0.376239316239316,0.331623931623932,0.277777777777778,0.277777777777778,0.2,0.2,0.403095238095238,-0.2,-0.1,0.1,0.14265289833401,-0.230874316939891,-0.213333333333333
"cMet",0.380174050632911,0.38451536643026,0.361111111111111,0.35,0.3,0.191428571428571,0.356974742969391,0.169384244926041,0.375344281186978,0.163806818181818,0.15886827458256,0.147959183673469,0.252916666666667,0.246666666666667,0.266666666666667,0.2,0.13,0.195347116651464,0.15,0.265253559430491,0.237593984962406,0.242857142857143,-0.311111111111111,-0.189858433381565,0.438383838383838,0.438383838383838,0.441827839638059,0.247205750224618,0.203809523809524,0.203809523809524,0.203809523809524,-0.205721966205837,-0.313664507504718,-0.449426877470356,-0.075,-0.045,-0.035,0.086969696969697,-0.00681818181818181,0.158579485158121,0.129200954084675,0.0233333333333333,0.0861240310077519,0.0233333333333333,-0.05,0.05,-0.1,0,0.0419047619047619,-0.2,-0.1,0.1,-0.115337682984742,-0.334074074074074,-0.148181818181818
"Jagged",0.292857142857143,0.315555555555556,0.255555555555556,0.2,0.2,0.22,0.216666666666667,0.133333333333333,0.277,0.0967948717948718,0.0380952380952381,0.0333333333333333,0.0666666666666667,0.0333333333333333,0,0,0.0333333333333333,0.148311688311688,0,0.217142857142857,0.16,0.1,-0.405555555555556,-0.429175050301811,0.444685990338164,0.444685990338164,0.405832076420312,0.252727272727273,0.18,0.18,0.18,-0.176628352490421,-0.499754385964912,-0.458787878787879,-0.1,0.06,0,0.269230769230769,0.0933333333333333,0.346553446553447,0.314685314685315,0.2,0.269230769230769,0.2,0.1,0.1,0,0,0.28,0,0,0,0.311243243243243,-0.138461538461538,-0.0583333333333333
"DELTA",0.292857142857143,0.315555555555556,0.255555555555556,0.2,0.2,0.22,0.216666666666667,0.133333333333333,0.277,0.0967948717948718,0.0380952380952381,0.0333333333333333,0.0666666666666667,0.0333333333333333,0,0,0.0333333333333333,0.148311688311688,0,0.217142857142857,0.16,0.1,-0.405555555555556,-0.429175050301811,0.444685990338164,0.444685990338164,0.405832076420312,0.252727272727273,0.18,0.18,0.18,-0.176628352490421,-0.499754385964912,-0.458787878787879,-0.1,0.06,0,0.269230769230769,0.0933333333333333,0.346553446553447,0.314685314685315,0.2,0.269230769230769,0.2,0.1,0.1,0,0,0.28,0,0,0,0.311243243243243,-0.138461538461538,-0.0583333333333333
"SRC",0.385723622782446,0.381937229437229,0.360119047619048,0.345833333333333,0.333333333333333,0.184285714285714,0.272392453968329,0.0875041377027474,0.243405330301882,0.0650326797385621,0.0706377430061641,0.0697368421052632,0.147863247863248,0.142307692307692,0.15,0.15,0.0333333333333333,0.0910127028934368,0.0333333333333333,0.155714285714286,0.134285714285714,0.12,-0.345025839793282,-0.10402933692561,0.46212189278227,0.46212189278227,0.176581394050502,0.22076117874616,0.191973299958281,0.191973299958281,0.191973299958281,-0.113506493506494,-0.258600359335653,-0.475435514565949,-0.0666666666666667,-0.0535353535353535,-0.0757575757575758,0.0344262295081967,-0.0441013912712026,0.0751475696075038,0.0588164734106357,0,0.0344262295081967,0,-0.05,-0.05,-0.1,0,-0.0271686004505079,-0.1,-0.0333333333333333,0,-0.0723765727026597,-0.306451612903226,-0.0444444444444444
"NFB",0.530761686299535,0.564564071090653,0.522791919191919,0.469191919191919,0.405555555555556,0.397980981866431,0.307199526725303,0.176958941471325,0.560242763772176,0.266220745049162,0.175833389565722,0.163565731573157,0.348009438009438,0.31023166023166,0.264285714285714,0.314285714285714,0.213333333333333,0.304221679825774,0.18,0.397210817855979,0.356565656565657,0.307359307359307,-0.407600732600733,-0.60900460646368,0.462246132572811,0.462246132572811,0.685081479152154,0.416419550975981,0.380598655453593,0.380598655453593,0.380598655453593,-0.237095453566042,-0.722375618851266,-0.467097609689229,0.0428571428571429,0.0828571428571429,0.0628571428571429,0.409947181407856,0.093968253968254,0.462391711374586,0.437842691766742,0.376239316239316,0.40957264957265,0.376239316239316,0.331623931623932,0.331623931623932,0.277777777777778,0.277777777777778,0.443520770010132,-0.3,-0.12,0.2,0.162254227237664,-0.264207650273224,-0.240919540229885
"SMO",0.42448275862069,0.519504504504505,0.481666666666667,0.44,0.4,0.326315789473684,0.348079877112135,0.113553113553114,0.278976034858388,0.311666666666667,0.111269841269841,0.103333333333333,0.228857142857143,0.192857142857143,0.15,0.1,0.253333333333333,0.231904761904762,0.333333333333333,0.318787878787879,0.278787878787879,0.233333333333333,-0.413888888888889,-0.398312976302328,0.475706214689265,0.475706214689265,0.446097427476738,0.382479874776386,0.347596153846154,0.347596153846154,0.347596153846154,-0.317898929549415,-0.441190186173706,-0.487311633514165,0,0.0584615384615385,0.02,0.344444444444444,0.0614918414918415,0.301407483109067,0.275091693635383,0.3,0.241111111111111,0.196666666666667,0.25,0.15,0.2,0.1,0.366472607851918,0,-0.3,0.1,0.32216496681613,-0.290634920634921,-0.278333333333333
"TWIST1",0.535701254859169,0.523024292885655,0.485438871473354,0.440438871473354,0.381818181818182,0.355637700717792,0.473945867412828,0.231924008195195,0.464693981330137,0.451910505282258,0.220533810137771,0.207002457002457,0.459222698205749,0.416849816849817,0.369230769230769,0.3,0.391555555555556,0.406655811585638,0.355555555555556,0.418767940654733,0.379145299145299,0.335555555555555,-0.404315196998124,-0.658483403498988,0.486838592978944,0.486838592978944,0.7264747912103,0.452050268226609,0.42054341891154,0.42054341891154,0.42054341891154,-0.396287790426653,-0.82621875902392,-0.495096950005241,0.133333333333333,0.182189168573608,0.163768115942029,0.418854803675856,0.199602103896991,0.470302585432428,0.446553304236338,0.385254803675856,0.417916244511989,0.384582911178656,0.348412698412698,0.348412698412698,0.309523809523809,0.309523809523809,0.461239889143115,-0.2,-0.3,0.266666666666667,0.397771932823545,-0.434641999859391,-0.425802130898021
"NOTCH",0.343877551020408,0.370394265232975,0.315555555555556,0.255555555555556,0.2,0.256842105263158,0.261282051282051,0.13768115942029,0.322762711864407,0.126206636500754,0.0514285714285714,0.0380952380952381,0.111111111111111,0.0666666666666667,0.0333333333333333,0,0.0583333333333333,0.177941317941318,0.0333333333333333,0.171981566820276,0.217142857142857,0.16,-0.444685990338164,-0.474724788521706,0.492834138486312,0.492834138486312,0.450805621393857,0.30635046113307,0.252727272727273,0.252727272727273,0.252727272727273,-0.21981017067224,-0.552173740803622,-0.501645021645022,0,0.0933333333333333,0.06,0.314685314685315,0.107619047619048,0.373900385328957,0.346553446553447,0.269230769230769,0.314685314685315,0.269230769230769,0.2,0.2,0.1,0.1,0.338490566037736,0,0,0,0.338346046981561,-0.190185676392573,-0.0967948717948718
"FUS",0.461324863883848,0.55780237684493,0.519504504504505,0.481666666666667,0.44,0.349392712550607,0.374494971451758,0.123698041089345,0.314054568889801,0.332878787878788,0.12094726062468,0.111269841269841,0.263472527472527,0.228857142857143,0.192857142857143,0.15,0.278333333333333,0.256001147446931,0.253333333333333,0.357424242424242,0.318787878787879,0.278787878787879,-0.454872495446266,-0.434625825464339,0.516810509167793,0.516810509167793,0.478952005573686,0.413484241588614,0.382479874776386,0.382479874776386,0.382479874776386,-0.341644748947408,-0.481190186173706,-0.526915593910205,0.02,0.0614918414918415,0.0584615384615385,0.379059829059829,0.0718366690780484,0.32314661354385,0.301407483109067,0.344444444444444,0.275091693635383,0.241111111111111,0.3,0.196666666666667,0.25,0.15,0.404360806609682,-0.1,-0.333333333333333,0.1,0.340121171195692,-0.326717394861725,-0.311666666666667
"cfos",0.365613172098108,0.393633817163229,0.348179271708683,0.295238095238095,0.242857142857143,0.275,0.275822236834895,0.0514742628685657,0.336640692640693,0.133441429140354,0.0588837685611879,0.0492063492063492,0.132675438596491,0.0958333333333333,0.0583333333333333,0.0333333333333333,0.080952380952381,0.187048611111111,0.0476190476190476,0.195384615384615,0.153846153846154,0.1,-0.478888888888889,-0.513732587541489,0.522423997847727,0.522423997847727,0.482649540240781,0.346050534034752,0.30702614379085,0.30702614379085,0.30702614379085,-0.219036796536797,-0.580677906877953,-0.535277141159494,0.16,0.0930434782608696,0.08,0.359727095516569,0.101518054532056,0.411016957551611,0.387313253847907,0.328148148148148,0.360580580580581,0.328148148148148,0.28,0.28,0.2,0.2,0.391674876847291,0,-0.0333333333333333,0.1,0.373634639849971,-0.216759906759907,-0.109984639016897
"CDC42",0.365613172098108,0.393633817163229,0.348179271708683,0.295238095238095,0.342857142857143,0.275,0.275822236834895,0.0514742628685657,0.336640692640693,0.133441429140354,0.0588837685611879,0.0492063492063492,0.132675438596491,0.0958333333333333,0.0583333333333333,0.0333333333333333,0.080952380952381,0.187048611111111,0.0476190476190476,0.195384615384615,0.153846153846154,0.1,-0.478888888888889,-0.513732587541489,0.522423997847727,0.522423997847727,0.482649540240781,0.346050534034752,0.30702614379085,0.30702614379085,0.30702614379085,-0.219036796536797,-0.580677906877953,-0.535277141159494,0.06,0.0930434782608696,0.08,0.359727095516569,0.101518054532056,0.411016957551611,0.387313253847907,0.328148148148148,0.360580580580581,0.328148148148148,0.28,0.28,0.2,0.2,0.391674876847291,0,-0.0333333333333333,0.1,0.373634639849971,-0.216759906759907,-0.109984639016897
"NOTCHic",0.389038841342989,0.415617195169281,0.370394265232975,0.315555555555556,0.255555555555556,0.306842105263158,0.295673585673586,0.154604236343367,0.359869630103401,0.150937819296453,0.0636587872559096,0.0514285714285714,0.150645994832041,0.111111111111111,0.0666666666666667,0.0333333333333333,0.0967948717948718,0.202444629199596,0.0583333333333333,0.214086829978171,0.171981566820276,0.217142857142857,-0.487543133195307,-0.514684220570388,0.536537842190016,0.536537842190016,0.487078166484037,0.345266717290705,0.30635046113307,0.30635046113307,0.30635046113307,-0.24873579050695,-0.596431014923071,-0.548465830893577,0.06,0.107619047619048,0.0933333333333333,0.345868110384239,0.119047619047619,0.398175194489262,0.373900385328957,0.314685314685315,0.346553446553447,0.314685314685315,0.269230769230769,0.269230769230769,0.2,0.2,0.380157232704402,0,-0.0333333333333333,0.1,0.358012713648228,-0.233847648223559,-0.126206636500754
"TGF",0.508027950310559,0.528452380952381,0.583809523809524,0.526666666666667,0.46,0.347368421052632,0.401919898283535,0.195486782720825,0.445925925925926,0.235158045977011,0.183010752688172,0.173333333333333,0.316979949874687,0.301190476190476,0.258333333333333,0.233333333333333,0.186666666666667,0.297668139420717,0.153333333333333,0.371264367816092,0.333333333333333,0.273333333333333,-0.498372743452835,-0.507757165169964,0.538372743452835,0.538372743452835,0.470266062896518,0.399404761904762,0.34047619047619,0.34047619047619,0.34047619047619,-0.322529742490604,-0.580744431012629,-0.547888031508721,0.1,0.136842105263158,0.1,0.342264150943396,0.147953216374269,0.419656495441004,0.385685203574975,0.28,0.342264150943396,0.28,0.2,0.2,0.1,0.1,0.356084656084656,-0.2,-0.133333333333333,0,0.190723047934986,-0.303463203463203,-0.203908045977011
"PAK1",0.401475241063625,0.428606494758857,0.393633817163229,0.348179271708683,0.295238095238095,0.311633663366337,0.300881902706017,0.0647095569862128,0.366531996988519,0.151441429140354,0.0685611879160266,0.0588837685611879,0.166008771929825,0.132675438596491,0.0958333333333333,0.0583333333333333,0.109984639016897,0.207294009884117,0.080952380952381,0.228351648351648,0.195384615384615,0.153846153846154,-0.514954462659381,-0.547065920874822,0.561330750259302,0.561330750259302,0.512305959770618,0.376959624943843,0.346050534034752,0.346050534034752,0.346050534034752,-0.240491341991342,-0.617563720026742,-0.573348207149342,0.08,0.101518054532056,0.0930434782608696,0.386556363809252,0.116184721198723,0.431706612724025,0.411016957551611,0.359727095516569,0.387313253847907,0.360580580580581,0.328148148148148,0.328148148148148,0.28,0.28,0.424379279363014,-0.0333333333333333,-0.0476190476190476,0.2,0.39002561729358,-0.248251619467089,-0.133441429140354
"LIV1",0.401475241063625,0.428606494758857,0.393633817163229,0.348179271708683,0.295238095238095,0.311633663366337,0.300881902706017,0.0647095569862128,0.366531996988519,0.151441429140354,0.0685611879160266,0.0588837685611879,0.166008771929825,0.132675438596491,0.0958333333333333,0.0583333333333333,0.109984639016897,0.207294009884117,0.080952380952381,0.228351648351648,0.195384615384615,0.153846153846154,-0.514954462659381,-0.547065920874822,0.561330750259302,0.561330750259302,0.512305959770618,0.376959624943843,0.346050534034752,0.346050534034752,0.346050534034752,-0.240491341991342,-0.617563720026742,-0.573348207149342,0.08,0.101518054532056,0.0930434782608696,0.386556363809252,0.116184721198723,0.431706612724025,0.411016957551611,0.359727095516569,0.387313253847907,0.360580580580581,0.328148148148148,0.328148148148148,0.28,0.28,0.424379279363014,-0.0333333333333333,-0.0476190476190476,0.2,0.39002561729358,-0.248251619467089,-0.133441429140354
"EGR1",0.401475241063625,0.428606494758857,0.393633817163229,0.348179271708683,0.295238095238095,0.311633663366337,0.300881902706017,0.0647095569862128,0.366531996988519,0.151441429140354,0.0685611879160266,0.0588837685611879,0.166008771929825,0.132675438596491,0.0958333333333333,0.0583333333333333,0.109984639016897,0.207294009884117,0.080952380952381,0.228351648351648,0.195384615384615,0.153846153846154,-0.514954462659381,-0.547065920874822,0.561330750259302,0.561330750259302,0.512305959770618,0.376959624943843,0.346050534034752,0.346050534034752,0.346050534034752,-0.240491341991342,-0.617563720026742,-0.573348207149342,0.08,0.101518054532056,0.0930434782608696,0.386556363809252,0.116184721198723,0.431706612724025,0.411016957551611,0.359727095516569,0.387313253847907,0.360580580580581,0.328148148148148,0.328148148148148,0.28,0.28,0.424379279363014,-0.0333333333333333,-0.0476190476190476,0.2,0.39002561729358,-0.248251619467089,-0.133441429140354
"TCFLEF",0.606649587284013,0.59743460385309,0.57061341180011,0.54257602862254,0.507692307692308,0.310641486258253,0.416606229660623,0.170363942017953,0.424238011716457,0.262676203669673,0.147080473069806,0.142682767524873,0.300898034644178,0.282419773774612,0.263064935064935,0.235064935064935,0.227142857142857,0.270558351143131,0.203333333333333,0.389282285044856,0.365694245177746,0.340204049099314,-0.432297237076649,-0.434017024026406,0.565443248272196,0.565443248272196,0.467437878891092,0.410113202113992,0.386328708027264,0.386328708027264,0.386328708027264,-0.340439695869538,-0.598445243624756,-0.577200229489386,0.214285714285714,0.205783972125436,0.197212543554007,0.269084046104506,0.215307781649245,0.206854161367388,0.188383370989381,0.2411337355455,0.265130220932108,0.237457264957265,0.209509803921569,0.205833333333333,0.174509803921569,0.170833333333333,0.600618315018315,-0.171428571428571,-0.183333333333333,0.133333333333333,0.324936436956974,-0.376777333884374,-0.244884792626728
"Csl",0.424671025251035,0.450311072720301,0.415617195169281,0.370394265232975,0.315555555555556,0.343427471116816,0.322155799112321,0.170944105624413,0.390343670735455,0.17076540550335,0.0742143428114651,0.0636587872559096,0.185529715762274,0.150645994832041,0.111111111111111,0.0666666666666667,0.126206636500754,0.224319629199596,0.0967948717948718,0.247723193614535,0.214086829978171,0.171981566820276,-0.526114561766736,-0.548934985096382,0.576869333902723,0.576869333902723,0.517130366334895,0.376149070231882,0.345266717290705,0.345266717290705,0.345266717290705,-0.270090724233018,-0.634337991667257,-0.588335111939328,0.0933333333333333,0.119047619047619,0.107619047619048,0.373287465222949,0.134265010351967,0.419272964643636,0.398175194489262,0.345868110384239,0.373900385328957,0.346553446553447,0.314685314685315,0.314685314685315,0.269230769230769,0.269230769230769,0.412805047614428,-0.0333333333333333,-0.0583333333333333,0.2,0.374283280375833,-0.2656448832466,-0.150937819296453
"TGFR",0.548639304022349,0.573133232016211,0.528452380952381,0.583809523809524,0.526666666666667,0.388109161793372,0.437023143121293,0.207427081228288,0.486851192829841,0.260581774790571,0.194042781157923,0.183010752688172,0.34953808940957,0.316979949874687,0.301190476190476,0.258333333333333,0.203908045977011,0.325929008985934,0.186666666666667,0.415149259902423,0.371264367816092,0.333333333333333,-0.535872743452835,-0.552560860320079,0.578750101943401,0.578750101943401,0.511701248081703,0.445018796992481,0.399404761904762,0.399404761904762,0.399404761904762,-0.356515072563953,-0.627252097111436,-0.58747747432397,0.1,0.147953216374269,0.136842105263158,0.385489957395009,0.168501161579748,0.446848700932589,0.419656495441004,0.342264150943396,0.385685203574975,0.342264150943396,0.28,0.28,0.2,0.2,0.408874355655472,-0.233333333333333,-0.153333333333333,0.1,0.216529499547889,-0.342034632034632,-0.235158045977011
"SNAI1",0.428794173719279,0.455824236694341,0.428606494758857,0.393633817163229,0.348179271708683,0.341444984121054,0.221700408044095,0.0778047950814509,0.391044817501339,0.167946283509286,0.0765562678668261,0.0685611879160266,0.192397660818713,0.166008771929825,0.132675438596491,0.0958333333333333,0.133441429140354,0.225882245178235,0.109984639016897,0.254882260596546,0.228351648351648,0.195384615384615,-0.550156954871219,-0.575839668715928,0.592696063912439,0.592696063912439,0.537213770699214,0.401261759590805,0.376959624943843,0.376959624943843,0.376959624943843,-0.2582471175689,-0.648625114407595,-0.606681540482675,0.0930434782608696,0.116184721198723,0.101518054532056,0.410139544796455,0.126050192050741,0.449259529605801,0.431706612724025,0.386556363809252,0.411016957551611,0.387313253847907,0.359727095516569,0.360580580580581,0.328148148148148,0.328148148148148,0.451418906402641,-0.0583333333333333,-0.080952380952381,0.28,0.403841406767264,-0.271264171768344,-0.151441429140354
"ZEB1",0.454001256312922,0.486521697449635,0.451088626583493,0.41200233216725,0.364176245210728,0.372397660818713,0.331525538556982,0.162962969672814,0.463943353300863,0.257092697965631,0.153426812952723,0.144292197568108,0.274180122437241,0.241322979580098,0.210175438596491,0.173333333333333,0.210606060606061,0.323594004297145,0.183333333333333,0.355298979095771,0.320588235294118,0.283333333333333,-0.543487646780019,-0.638209355841336,0.593810832140491,0.593810832140491,0.511292756598587,0.452062992101452,0.421039370054208,0.421039370054208,0.421039370054208,-0.370151410105957,-0.637853059270755,-0.612819956596604,-0.0166666666666667,0.0186274509803922,0.00333333333333333,0.449497499818093,0.0305217241081455,0.492884206448818,0.47243410860146,0.420975163048334,0.447966023495077,0.419493801272854,0.384436701509872,0.38223889931207,0.338095238095238,0.335897435897436,0.479240516590558,-0.133333333333333,-0.158333333333333,0.266666666666667,0.400736575795046,-0.278618067941085,-0.236096256684492
"SMAD",0.468796774943297,0.492277634737177,0.455624248282994,0.409255533199195,0.357142857142857,0.362252292221236,0.358949682933554,0.190096679361936,0.411412865598741,0.272141440150973,0.0763971644793563,0.166397164479356,0.289921568627451,0.253921568627451,0.216666666666667,0.183333333333333,0.225833333333333,0.328963692221757,0.195833333333333,0.350623973727422,0.314909688013136,0.272380952380952,-0.546685076710559,-0.562531785131401,0.596223932323369,0.596223932323369,0.529890168975074,0.460328715297573,0.42809187319231,0.42809187319231,0.42809187319231,-0.322176653755601,-0.647777537985816,-0.606528379302485,0.0571428571428571,0.0848997963776658,0.0732718894009216,0.386259783382086,0.10124595022382,0.434433510486674,0.412549012006431,0.356043956043956,0.386904507257448,0.35672268907563,0.321428571428571,0.321428571428571,0.271428571428571,0.271428571428571,0.422493848742367,-0.15,-0.158333333333333,0.2,0.284425155858987,-0.299045305280553,-0.252438837920489
"GLI",0.465050202098383,0.588442968859632,0.550560615918456,0.503390804597701,0.451666666666667,0.345931885223921,0.359527553206345,0.113212772890192,0.400287681569515,0.289817301189482,0.113117394619378,0.103928205430189,0.218496016827784,0.184121016827784,0.153508771929825,0.116666666666667,0.244768170426065,0.247961926595757,0.218452380952381,0.275094101300998,0.238903625110522,0.198903625110522,-0.555887601887602,-0.57046347041214,0.602850059737157,0.602850059737157,0.532169493358953,0.469632558925831,0.435771172787217,0.435771172787217,0.435771172787217,-0.323958822382278,-0.644689495126585,-0.614191247349142,0.122857142857143,0.146017316017316,0.13952380952381,0.405577132706205,0.164249360216211,0.456369606544118,0.433357054242862,0.473662239089184,0.40575965164546,0.373863099921322,0.434838709677419,0.334838709677419,0.38,0.28,0.438099335748792,-0.0833333333333333,-0.180952380952381,0.2,0.353684673126292,-0.304025931036855,-0.271298782670963
