"","FOXC2","TGF","TGFR","CDC42","PAK1","MEK","SNAI1","EGR1","ERK","cfos","HEY1","SMAD","ILK","SHH","AKT","TWIST1","IKK","NFB","SMO","FUS","Jagged","Csn","NOTCH","NOTCHic","Csl","SOSGRB2","KLF4","ZEB2","ZEB1","SNAI2","cateninmemb","RAS","RAF","PI3K","DELTA","DSH","Ecadherin","GSK3","miR200","cateninnuc","GLI","TCFLEF","CD44","cMet","SRC","STAT","AXIN2","TrCP","SUFU","LIV1","Destcompl","Patched","RKIP"
"DELTA",0.312857142857143,0.331555555555555,0.255555555555556,0.2,0.2,0.286666666666667,0.258333333333333,0.1,0.22,0.2,0.166666666666667,0.0714285714285714,0.0666666666666667,0.121794871794872,0.0888888888888889,0.293,0.0333333333333333,0,0.0333333333333333,0,0.166493506493506,0,0.231428571428571,0.16,0.1,0.12,-0.405555555555556,0.46207729468599,0.46207729468599,0.43868778280543,-0.431991951710262,0.252727272727273,0.18,0.18,0.18,0,-0.513017543859649,-0.23639846743295,-0.472121212121212,0.350949050949051,0.269230769230769,0.314685314685315,0.269230769230769,0.2,0.1,0,0.28,0,0,0,0.300540540540541,-0.0833333333333333,-0.235897435897436
"NFB",0.543623370874367,0.574761539445084,0.529191919191919,0.469191919191919,0.405555555555556,0.306438842203548,0.323780707559333,0.142857142857143,0.252190476190476,0.178857142857143,0.198011573050273,0.199542600635528,0.18578795379538,0.281035559863977,0.358820248820249,0.568179271708683,0.321042471042471,0.264285714285714,0.228148148148148,0.18,0.313312588916683,0.314285714285714,0.403560024205185,0.362914862914863,0.307359307359307,0.336627598407784,-0.41529304029304,0.474843833722237,0.474843833722237,0.698964977831352,-0.61265624380123,0.415261997099478,0.380598655453593,0.380598655453593,0.380598655453593,0,-0.730857473036303,-0.251407873894062,-0.479293751915583,0.465961828028842,0.409947181407856,0.439530455479823,0.40957264957265,0.376239316239316,0.331623931623932,0.277777777777778,0.443520770010132,-0.3,-0.12,0.2,0.159631244033026,-0.2557343550447,-0.315783942833123
"SMO",0.42719298245614,0.521596188207266,0.479130434782609,0.44,0.4,0.389330024813896,0.358232601387597,0.2,0.353846153846154,0.3,0.128937728937729,0.134754098360656,0.12,0.324166666666667,0.23452380952381,0.282579185520362,0.192857142857143,0.15,0.253333333333333,0.333333333333333,0.239312169312169,0.1,0.322377622377622,0.278787878787879,0.233333333333333,0.255263157894737,-0.41207729468599,0.4797976011994,0.4797976011994,0.457959180666077,-0.398741302972802,0.379464285714286,0.34375,0.34375,0.34375,0,-0.445076090137548,-0.324834087481146,-0.48953823953824,0.301717171717172,0.344444444444444,0.274444444444444,0.241111111111111,0.196666666666667,0.15,0.1,0.366472607851918,0,-0.3,0.1,0.324611001164961,-0.290833333333333,-0.348461538461538
"SRC",0.40859943977591,0.400551948051948,0.369642857142857,0.345833333333333,0.333333333333333,0.333142748237088,0.308263226544133,0.3,0.316161616161616,0.327272727272727,0.126804038397881,0.113934329065908,0.109429824561404,0.0953812636165577,0.168803418803419,0.258834154351396,0.157692307692308,0.15,0.0533333333333333,0.0333333333333333,0.110475770406963,0.15,0.168809523809524,0.143809523809524,0.12,0.00857142857142857,-0.354328165374677,0.481079664570231,0.481079664570231,0.207151486620042,-0.109673701541685,0.219246027231008,0.191973299958281,0.191973299958281,0.191973299958281,0,-0.273239538239538,-0.153120050681026,-0.493078612209047,0.0811660123422667,0.0344262295081967,0.0612554978008796,0.0344262295081967,0,-0.05,0,-0.0271686004505079,-0.1,-0.0333333333333333,0,-0.079581541646759,-0.0718518518518519,-0.405408927989573
"TWIST1",0.536686067388832,0.523795035856916,0.485438871473354,0.440438871473354,0.381818181818182,0.477104295456357,0.478943225671796,0.28,0.431830663615561,0.371304347826087,0.243465573974049,0.237967084996788,0.21981526981527,0.458591118009162,0.460917613459986,0.465462356196301,0.416849816849817,0.369230769230769,0.391555555555556,0.355555555555556,0.410423425501433,0.3,0.419711336881148,0.379145299145299,0.335555555555555,0.315754268614681,-0.404315196998124,0.487914539926924,0.487914539926924,0.731234132410533,-0.658642259734095,0.451412769263527,0.420259585098295,0.420259585098295,0.420259585098295,0,-0.827486360185861,-0.401177114842751,-0.495959323051522,0.470488862349112,0.418854803675856,0.446553304236338,0.417916244511989,0.384582911178656,0.348412698412698,0.309523809523809,0.461239889143115,-0.2,-0.3,0.266666666666667,0.397347793388855,-0.428541856925419,-0.461568738267767
"NOTCH",0.376122448979592,0.396071684587814,0.331555555555555,0.255555555555556,0.2,0.350952380952381,0.299871794871795,0.2,0.286666666666667,0.22,0.171014492753623,0.0814285714285714,0.0714285714285714,0.151206636500754,0.133333333333333,0.342152542372881,0.0888888888888889,0.0333333333333333,0.0833333333333333,0.0333333333333333,0.196123136123136,0,0.186267281105991,0.231428571428571,0.16,0.167368421052632,-0.46207729468599,0.52133655394525,0.52133655394525,0.487894132011779,-0.483824412443246,0.303451910408432,0.252727272727273,0.252727272727273,0.252727272727273,0,-0.572694963214488,-0.277307558342041,-0.529264069264069,0.383193948908235,0.314685314685315,0.350949050949051,0.314685314685315,0.269230769230769,0.2,0.1,0.338490566037736,0,0,0,0.329512503157363,-0.121794871794872,-0.28762157382847
"FUS",0.468526315789474,0.563531672078234,0.521596188207266,0.479130434782609,0.44,0.427261059296654,0.388376142057454,0.3,0.389330024813896,0.353846153846154,0.14535563938549,0.145280414150129,0.134754098360656,0.349939862542955,0.269139194139194,0.318749398286319,0.23452380952381,0.192857142857143,0.290833333333333,0.253333333333333,0.265692537410329,0.15,0.361013986013986,0.322377622377622,0.278787878787879,0.272910216718266,-0.458743961352657,0.524451689249715,0.524451689249715,0.493221386814359,-0.436711227784832,0.409860761485211,0.379464285714286,0.379464285714286,0.379464285714286,0,-0.487655840484288,-0.349491621727722,-0.533982683982684,0.324688285884985,0.378425026968716,0.301717171717172,0.274444444444444,0.241111111111111,0.196666666666667,0.15,0.403972607851918,-0.1,-0.333333333333333,0.1,0.342310116209209,-0.324166666666667,-0.389514170040486
"TGF",0.534673913043478,0.55047619047619,0.593333333333333,0.526666666666667,0.46,0.474670008354219,0.442803560076287,0.333333333333333,0.423558897243108,0.376190476190476,0.231850419084462,0.22603128054741,0.211515151515151,0.265617816091954,0.341791979949875,0.465185185185185,0.315476190476191,0.258333333333333,0.203333333333333,0.153333333333333,0.319691948944526,0.233333333333333,0.38816091954023,0.343333333333333,0.273333333333333,0.181578947368421,-0.507068395626748,0.559795668354021,0.559795668354021,0.51086636890726,-0.514243894589953,0.397619047619048,0.34047619047619,0.34047619047619,0.34047619047619,0,-0.597978803812028,-0.375373528406796,-0.567284583232859,0.427072763383588,0.342264150943396,0.388316782522344,0.342264150943396,0.28,0.2,0.1,0.356084656084656,-0.2,-0.133333333333333,0,0.180510097044069,-0.234367816091954,-0.411688311688312
"cfos",0.403776730204277,0.424446142093201,0.378991596638655,0.314285714285714,0.242857142857143,0.389064112011791,0.319178037152721,0.32,0.336521739130435,0.28,0.0813593203398301,0.0933521078682369,0.0788359788359788,0.159543721909313,0.157675438596491,0.362155844155844,0.120833333333333,0.0833333333333333,0.10952380952381,0.0761904761904762,0.208611111111111,0.0333333333333333,0.212051282051282,0.17051282051282,0.116666666666667,0.193055555555556,-0.509936507936508,0.560496175871478,0.560496175871478,0.535891553701773,-0.531877013204303,0.344785854721292,0.303322440087146,0.303322440087146,0.303322440087146,0,-0.61120282246208,-0.309859250696947,-0.571971819030643,0.427177771831237,0.364990253411306,0.398659253312719,0.365985985985986,0.328148148148148,0.28,0.2,0.39512315270936,0,-0.0333333333333333,0.1,0.365130149024012,-0.138556067588326,-0.31979020979021
"CDC42",0.403776730204277,0.424446142093201,0.378991596638655,0.314285714285714,0.342857142857143,0.389064112011791,0.319178037152721,0.22,0.336521739130435,0.28,0.0813593203398301,0.0933521078682369,0.0788359788359788,0.159543721909313,0.157675438596491,0.362155844155844,0.120833333333333,0.0833333333333333,0.10952380952381,0.0761904761904762,0.208611111111111,0.0333333333333333,0.212051282051282,0.17051282051282,0.116666666666667,0.193055555555556,-0.509936507936508,0.560496175871478,0.560496175871478,0.535891553701773,-0.531877013204303,0.344785854721292,0.303322440087146,0.303322440087146,0.303322440087146,0,-0.61120282246208,-0.309859250696947,-0.571971819030643,0.427177771831237,0.364990253411306,0.398659253312719,0.365985985985986,0.328148148148148,0.28,0.2,0.39512315270936,0,-0.0333333333333333,0.1,0.365130149024012,-0.138556067588326,-0.31979020979021
"NOTCHic",0.421283739302172,0.441294614524119,0.396071684587814,0.331555555555555,0.255555555555556,0.408095238095238,0.332146927146927,0.22,0.350952380952381,0.286666666666667,0.184860646599777,0.0979753340184995,0.0814285714285714,0.173787281662044,0.172868217054264,0.380517322247095,0.133333333333333,0.0888888888888889,0.121794871794872,0.0833333333333333,0.221950950692673,0.0333333333333333,0.228372544263885,0.186267281105991,0.231428571428571,0.221913875598086,-0.515648723257419,0.570966183574879,0.570966183574879,0.528976296340436,-0.529869037189696,0.344338609915821,0.303451910408432,0.303451910408432,0.303451910408432,0,-0.622465254179266,-0.308140891675374,-0.581865225333433,0.411438223717395,0.350169185653057,0.383193948908235,0.350949050949051,0.314685314685315,0.269230769230769,0.2,0.38293501048218,0,-0.0333333333333333,0.1,0.35217916982403,-0.151206636500754,-0.331283545659456
"TCFLEF",0.616558325779818,0.605184754911805,0.57675666126632,0.545301262205287,0.506477732793522,0.525344209055549,0.435334782826298,0.431428571428571,0.497509157509158,0.46989010989011,0.202400302238867,0.184839981658099,0.175501460257321,0.282905678308387,0.309300068433913,0.430893951986389,0.287753107107946,0.268398268398268,0.24047619047619,0.216666666666667,0.283101251239182,0.235064935064935,0.3942394533571,0.368986928104575,0.343496732026144,0.200482396092152,-0.438863599889117,0.575783263525199,0.575783263525199,0.484670379390341,-0.437443126835565,0.406840581117177,0.382904410904411,0.382904410904411,0.382904410904411,0,-0.606648439621921,-0.354508028441449,-0.58673008461064,0.20953401013391,0.269294286680189,0.189741892333997,0.265348828750182,0.236867816091954,0.205833333333333,0.170833333333333,0.600627846409809,-0.171428571428571,-0.183333333333333,0.133333333333333,0.325480030509765,-0.261787665886027,-0.436554946688756
"PAK1",0.43894914399738,0.459965267776261,0.424446142093201,0.378991596638655,0.314285714285714,0.438397445345124,0.347886171124013,0.28,0.389064112011791,0.336521739130435,0.100476967398654,0.108190817545656,0.0933521078682369,0.182543721909313,0.187305068226121,0.394764539808018,0.157675438596491,0.120833333333333,0.138556067588326,0.10952380952381,0.234377982276755,0.0833333333333333,0.245018315018315,0.212051282051282,0.17051282051282,0.225728822882288,-0.55255945875618,0.601332188733215,0.601332188733215,0.571153759850055,-0.570888002215292,0.380093371805575,0.344785854721292,0.344785854721292,0.344785854721292,0,-0.652517701354814,-0.335866576704273,-0.613088570299678,0.451177771831237,0.397673180240574,0.427177771831237,0.398659253312719,0.365985985985986,0.328148148148148,0.28,0.432859001765963,-0.0333333333333333,-0.0761904761904762,0.2,0.384768975209114,-0.159543721909313,-0.354596839624464
"LIV1",0.43894914399738,0.459965267776261,0.424446142093201,0.378991596638655,0.314285714285714,0.438397445345124,0.347886171124013,0.28,0.389064112011791,0.336521739130435,0.100476967398654,0.108190817545656,0.0933521078682369,0.182543721909313,0.187305068226121,0.394764539808018,0.157675438596491,0.120833333333333,0.138556067588326,0.10952380952381,0.234377982276755,0.0833333333333333,0.245018315018315,0.212051282051282,0.17051282051282,0.225728822882288,-0.55255945875618,0.601332188733215,0.601332188733215,0.571153759850055,-0.570888002215292,0.380093371805575,0.344785854721292,0.344785854721292,0.344785854721292,0,-0.652517701354814,-0.335866576704273,-0.613088570299678,0.451177771831237,0.397673180240574,0.427177771831237,0.398659253312719,0.365985985985986,0.328148148148148,0.28,0.432859001765963,-0.0333333333333333,-0.0761904761904762,0.2,0.384768975209114,-0.159543721909313,-0.354596839624464
"EGR1",0.43894914399738,0.459965267776261,0.424446142093201,0.378991596638655,0.314285714285714,0.438397445345124,0.347886171124013,0.28,0.389064112011791,0.336521739130435,0.100476967398654,0.108190817545656,0.0933521078682369,0.182543721909313,0.187305068226121,0.394764539808018,0.157675438596491,0.120833333333333,0.138556067588326,0.10952380952381,0.234377982276755,0.0833333333333333,0.245018315018315,0.212051282051282,0.17051282051282,0.225728822882288,-0.55255945875618,0.601332188733215,0.601332188733215,0.571153759850055,-0.570888002215292,0.380093371805575,0.344785854721292,0.344785854721292,0.344785854721292,0,-0.652517701354814,-0.335866576704273,-0.613088570299678,0.451177771831237,0.397673180240574,0.427177771831237,0.398659253312719,0.365985985985986,0.328148148148148,0.28,0.432859001765963,-0.0333333333333333,-0.0761904761904762,0.2,0.384768975209114,-0.159543721909313,-0.354596839624464
"ZEB1",0.464959215632427,0.495237133233061,0.459931413311956,0.417799433616525,0.364176245210728,0.365280297140883,0.346862367517364,0.216666666666667,0.322549019607843,0.276666666666667,0.185035508532918,0.179052084573757,0.166552084573757,0.271016185510115,0.284706438226714,0.47067289568434,0.251849295369572,0.220701754385965,0.223106060606061,0.195833333333333,0.334010086578585,0.173333333333333,0.361548979095771,0.326838235294118,0.289583333333333,0.293879142300195,-0.552877562600551,0.605121254457118,0.605121254457118,0.527004585594104,-0.643198813120397,0.451460351870472,0.419914610545551,0.419914610545551,0.419914610545551,0,-0.646798439393736,-0.384727099496393,-0.624211891101814,0.49710254050698,0.450872070264829,0.475418742171199,0.449354912383965,0.419493801272854,0.38223889931207,0.335897435897436,0.48012547234277,-0.133333333333333,-0.158333333333333,0.266666666666667,0.399224770999755,-0.248596256684492,-0.332801256011285
"TGFR",0.580525441427758,0.599412360688956,0.55047619047619,0.593333333333333,0.526666666666667,0.518505624792575,0.480266686919945,0.376190476190476,0.474670008354219,0.423558897243108,0.248268329532223,0.239198540333886,0.22603128054741,0.294431375413988,0.374350119484758,0.508245683405826,0.341791979949875,0.315476190476191,0.234367816091954,0.203333333333333,0.351576006915541,0.258333333333333,0.432045811626561,0.38816091954023,0.343333333333333,0.224788823911631,-0.557068395626748,0.607720196655907,0.607720196655907,0.558320072610964,-0.56528315555993,0.443233082706767,0.397619047619048,0.397619047619048,0.397619047619048,0,-0.651300779961942,-0.410508663541932,-0.615671680007053,0.458693666837972,0.388070602556299,0.427072763383588,0.388316782522344,0.342264150943396,0.28,0.2,0.410591093852896,-0.233333333333333,-0.153333333333333,0.1,0.208131064786004,-0.265617816091954,-0.453116883116883
"Csl",0.45634121056654,0.476442006814369,0.441294614524119,0.396071684587814,0.331555555555555,0.457008281573499,0.361512006512006,0.286666666666667,0.408095238095238,0.350952380952381,0.206429274050757,0.114086445129611,0.0979753340184995,0.197925212696527,0.204651162790698,0.413248699222265,0.172868217054264,0.133333333333333,0.151206636500754,0.121794871794872,0.248513450692673,0.0888888888888889,0.262008907900249,0.228372544263885,0.186267281105991,0.251995176411094,-0.559934437543133,0.612955133851122,0.612955133851122,0.563950196415008,-0.56885986287777,0.378655953089253,0.344338609915821,0.344338609915821,0.344338609915821,0,-0.66409316115601,-0.333660179509202,-0.624348885464152,0.435280419257704,0.382427250169186,0.411438223717395,0.383193948908235,0.350949050949051,0.314685314685315,0.269230769230769,0.419695935932052,-0.0333333333333333,-0.0833333333333333,0.2,0.371154154570826,-0.173787281662044,-0.367689075613373
"SMAD",0.498007421477403,0.51620927237175,0.47836066679406,0.431991951710262,0.371428571428571,0.471651257594618,0.397295181608321,0.314285714285714,0.422612796056157,0.369124423963134,0.229016604874041,0.118864696946889,0.204578982661174,0.301602406693723,0.31081045751634,0.43306824043748,0.276143790849673,0.238888888888889,0.250833333333333,0.220833333333333,0.353976679234744,0.205555555555556,0.365703338806787,0.329195402298851,0.286666666666667,0.25790446613428,-0.575333164186459,0.627670631156279,0.627670631156279,0.575909344683299,-0.580314753423626,0.462554726838872,0.427241195485737,0.427241195485737,0.427241195485737,0,-0.674647271826466,-0.371672494600956,-0.637730415621913,0.448880776133312,0.394422483990829,0.424362032465632,0.395189712248536,0.360644257703081,0.321428571428571,0.271428571428571,0.428696207957508,-0.15,-0.183333333333333,0.2,0.281121967697921,-0.277438837920489,-0.39029987332505
"GLI",0.497895907028561,0.615758211155944,0.576733820912041,0.527714213068904,0.46280193236715,0.552249429881009,0.406570223025919,0.392857142857143,0.502541827541828,0.451190476190476,0.153390188022872,0.157662890800475,0.14337717651476,0.324471433229687,0.238291380625477,0.427112806287564,0.204958047292143,0.170175438596491,0.274801587301587,0.247023809523809,0.275113941018767,0.133333333333333,0.290775213896811,0.253829401088929,0.211724137931034,0.236354647330257,-0.5851152368758,0.636060689878801,0.636060689878801,0.588207590230942,-0.588763767734947,0.480793227482785,0.443473639853919,0.443473639853919,0.443473639853919,0,-0.674193635088513,-0.347185645272602,-0.646294167739791,0.470382008216717,0.412065884684111,0.444098767647763,0.412440476190476,0.375833333333333,0.333333333333333,0.28,0.443058389048074,-0.0833333333333333,-0.20952380952381,0.2,0.388490585656319,-0.300333502195204,-0.407494413898722
"SNAI1",0.469483495142418,0.490944077059813,0.459965267776261,0.424446142093201,0.378991596638655,0.475168745793555,0.273957599695441,0.336521739130435,0.438397445345124,0.389064112011791,0.118334110255796,0.119383929476776,0.108190817545656,0.204485469482129,0.217166179337232,0.423511973072905,0.187305068226121,0.157675438596491,0.159543721909313,0.138556067588326,0.257907394041461,0.120833333333333,0.27603872318158,0.245018315018315,0.212051282051282,0.247238256844552,-0.589631109846523,0.636061252772624,0.636061252772624,0.600955972387768,-0.603530489261924,0.408264706237206,0.380093371805575,0.380093371805575,0.380093371805575,0,-0.68798478436288,-0.357675087342571,-0.649050108761216,0.470929901962918,0.426375191209496,0.451177771831237,0.427177771831237,0.398659253312719,0.365985985985986,0.328148148148148,0.464793733700695,-0.0833333333333333,-0.10952380952381,0.28,0.400882068813286,-0.182543721909313,-0.386253024110837
