"","FOXC2","TGF","TGFR","CDC42","PAK1","MEK","SNAI1","EGR1","ERK","cfos","HEY1","SMAD","ILK","SHH","AKT","TWIST1","IKK","NFB","SMO","FUS","Jagged","Csn","NOTCH","NOTCHic","Csl","SOSGRB2","KLF4","ZEB2","ZEB1","cateninmemb","SNAI2","RAS","RAF","PI3K","DELTA","Ecadherin","GSK3","miR200","cateninnuc","GLI","TCFLEF","Wnt","CD44","cMet","Frizzled","SRC","DSH","STAT","AXIN2","TrCP","SUFU","LIV1","Destcompl","Patched","RKIP"
"Csn",0.253628756931699,0.279771395206155,0.252802421459138,0.206648575305292,0.145454545454545,0.244680735930736,0.164599911436857,0.106666666666667,0.209264069264069,0.161212121212121,0.0753737541528239,0.0823617387046469,0.0687370600414079,0.139396839132429,0.205766666666667,0.293510986442263,0.184166666666667,0.155,0.108513708513709,0.0873015873015873,0.185290817305621,0.105,0.263672438672439,0.238672438672439,0.201010101010101,0.171982013144241,-0.399880772821949,0.437214226633582,0.437214226633582,-0.434565840480842,0.3918274079446,0.236150680853769,0.209087341122483,0.209087341122483,0.209087341122483,-0.504605746146736,-0.148266832440479,-0.445018334053115,0.414157125592152,0.371655391328905,0.394253337257816,0.348511286525412,0.372066842080968,0.348511286525412,0.318390804597701,0.318390804597701,0.266666666666667,0.266666666666667,0.405370042492918,-0.18,-0.0428571428571429,0.2,0.0481502304064345,-0.124642740771773,-0.180116926807423
"STAT",0.218786639400136,0.21176467189053,0.194856459330144,0.165909090909091,0.140909090909091,0.207893738140417,0.148182485181735,0.2,0.191764705882353,0.18,0.0586666666666667,0.0649619634627131,0.0615136876006441,0.0628225972422309,0.0427602905569007,0.0792589635917972,0.0342857142857143,0.02,0.045,0.025,0.0664389729610084,0,0.0330241149201743,0.0204027556968733,-0.00392156862745098,-0.0069376026272578,-0.326728064963359,0.442935269858347,0.442935269858347,-0.0574256086358945,0.0756973795195017,-0.0315080151352419,-0.044194582299421,-0.044194582299421,-0.044194582299421,-0.196667753349766,0.0433466844681798,-0.458532927961468,0.028606844332669,0.0094633307868602,0.0194292519607977,-0.00146103896103896,0.00965007215007215,-0.00146103896103896,-0.0196428571428571,-0.0196428571428571,-0.0571428571428571,-0.0571428571428571,-0.0441989383165854,0,0,0,-0.0648732491976165,-0.0566279069767442,-0.171240347490347
"cMet",0.388955696202532,0.382387706855792,0.361111111111111,0.35,0.3,0.416818181818182,0.387657574856504,0.325,0.415,0.385,0.21781905744754,0.21034632034632,0.197619047619048,0.190056818181818,0.26625,0.350970901757419,0.26,0.266666666666667,0.15,0.15,0.18711259754738,0.2,0.256742921132619,0.237593984962406,0.242857142857143,0.00428571428571428,-0.320634920634921,0.453968253968254,0.453968253968254,-0.0249540495092097,-0.186407720422319,0.198796046720575,0.172380952380952,0.172380952380952,0.172380952380952,-0.1132258531466,-0.221390168970814,-0.464512104743083,0.0428030280060237,-0.0124242424242424,0.0185092426952892,-0.0533333333333333,-0.0137984496124031,-0.0533333333333333,-0.1,0,-0.1,0,-0.0534920634920635,-0.2,-0.1,0.1,-0.190970589710086,-0.168181818181818,-0.445925925925926
"Jagged",0.312857142857143,0.331555555555555,0.255555555555556,0.2,0.2,0.286666666666667,0.258333333333333,0.1,0.22,0.2,0.166666666666667,0.0714285714285714,0.0666666666666667,0.121794871794872,0.0888888888888889,0.293,0.0333333333333333,0,0.0333333333333333,0,0.166493506493506,0,0.231428571428571,0.16,0.1,0.12,-0.405555555555556,0.46207729468599,0.46207729468599,-0.429175050301811,0.402890899949723,0.252727272727273,0.18,0.18,0.18,-0.505754385964912,-0.23639846743295,-0.472121212121212,0.348751248751249,0.269230769230769,0.314685314685315,0.2,0.269230769230769,0.2,0.1,0.1,0,0,0.28,0,0,0,0.300540540540541,-0.0833333333333333,-0.235897435897436
"DELTA",0.312857142857143,0.331555555555555,0.255555555555556,0.2,0.2,0.286666666666667,0.258333333333333,0.1,0.22,0.2,0.166666666666667,0.0714285714285714,0.0666666666666667,0.121794871794872,0.0888888888888889,0.293,0.0333333333333333,0,0.0333333333333333,0,0.166493506493506,0,0.231428571428571,0.16,0.1,0.12,-0.405555555555556,0.46207729468599,0.46207729468599,-0.429175050301811,0.402890899949723,0.252727272727273,0.18,0.18,0.18,-0.505754385964912,-0.23639846743295,-0.472121212121212,0.348751248751249,0.269230769230769,0.314685314685315,0.2,0.269230769230769,0.2,0.1,0.1,0,0,0.28,0,0,0,0.300540540540541,-0.0833333333333333,-0.235897435897436
"NFB",0.543623370874367,0.574761539445084,0.529191919191919,0.469191919191919,0.405555555555556,0.306438842203548,0.323971886243663,0.142857142857143,0.252190476190476,0.178857142857143,0.198011573050273,0.199542600635528,0.18578795379538,0.281035559863977,0.358820248820249,0.568179271708683,0.321042471042471,0.264285714285714,0.228148148148148,0.18,0.313312588916683,0.314285714285714,0.403560024205185,0.362914862914863,0.307359307359307,0.336627598407784,-0.41529304029304,0.474843833722237,0.474843833722237,-0.608732060995191,0.670367152986598,0.415424526100359,0.380598655453593,0.380598655453593,0.380598655453593,-0.722980601529393,-0.252348631760396,-0.479293751915583,0.463019162354978,0.409947181407856,0.437842691766742,0.376239316239316,0.40957264957265,0.376239316239316,0.331623931623932,0.331623931623932,0.277777777777778,0.277777777777778,0.443520770010132,-0.3,-0.12,0.2,0.158866820650729,-0.2557343550447,-0.315783942833123
"SRC",0.406377217553688,0.396915584415584,0.369642857142857,0.345833333333333,0.333333333333333,0.333142748237088,0.305209791429629,0.3,0.316161616161616,0.327272727272727,0.126804038397881,0.113934329065908,0.109429824561404,0.0924400871459695,0.168803418803419,0.250257673361122,0.157692307692308,0.15,0.0533333333333333,0.0333333333333333,0.101677840508116,0.15,0.165238095238095,0.143809523809524,0.12,0.00857142857142857,-0.354328165374677,0.481079664570231,0.481079664570231,-0.0766479568926807,0.0416724019042015,0.210445253536618,0.187717980809345,0.187717980809345,0.187717980809345,-0.223520994256288,-0.145108225108225,-0.493078612209047,0.0565985954611444,0.0178688524590164,0.0398200719712115,-0.01,0.0178688524590164,-0.01,-0.05,-0.05,-0.1,0,-0.0401419524841685,-0.1,-0.0333333333333333,0,-0.0918048256091734,-0.0718518518518519,-0.405408927989573
"SMO",0.431379310344828,0.52490990990991,0.481666666666667,0.44,0.4,0.393240093240093,0.363364055299539,0.2,0.353846153846154,0.3,0.128937728937729,0.134285714285714,0.12,0.324166666666667,0.236857142857143,0.284858387799564,0.192857142857143,0.15,0.253333333333333,0.333333333333333,0.239312169312169,0.1,0.323787878787879,0.278787878787879,0.233333333333333,0.255263157894737,-0.413888888888889,0.482485875706215,0.482485875706215,-0.398312976302328,0.4360021893815,0.382479874776386,0.347596153846154,0.347596153846154,0.347596153846154,-0.44192819355378,-0.335225292506846,-0.492374924653406,0.302159362808315,0.344444444444444,0.275091693635383,0.3,0.241111111111111,0.196666666666667,0.25,0.15,0.2,0.1,0.366472607851918,0,-0.3,0.1,0.319191970819878,-0.290833333333333,-0.352857142857143
"TWIST1",0.536864045556844,0.523935454616862,0.485438871473354,0.440438871473354,0.381818181818182,0.477104295456357,0.47968413689195,0.28,0.431830663615561,0.371304347826087,0.243465573974049,0.237967084996788,0.21981526981527,0.458591118009162,0.460917613459986,0.465151647234027,0.416849816849817,0.369230769230769,0.391555555555556,0.355555555555556,0.409863201411797,0.3,0.419711336881148,0.379145299145299,0.335555555555555,0.315754268614681,-0.404315196998124,0.488073160880178,0.488073160880178,-0.655573489015288,0.707621716219705,0.451707802473184,0.42054341891154,0.42054341891154,0.42054341891154,-0.820830673909406,-0.402523785868048,-0.496082171680117,0.468426780651176,0.418054803675856,0.445137533957674,0.385254803675856,0.417113031660584,0.384582911178656,0.348412698412698,0.348412698412698,0.309523809523809,0.309523809523809,0.460743611227482,-0.2,-0.3,0.266666666666667,0.39624594048837,-0.428541856925419,-0.461840770536423
"NOTCH",0.376122448979592,0.396071684587814,0.331555555555555,0.255555555555556,0.2,0.350952380952381,0.299871794871795,0.2,0.286666666666667,0.22,0.171014492753623,0.0814285714285714,0.0714285714285714,0.151206636500754,0.133333333333333,0.342152542372881,0.0888888888888889,0.0333333333333333,0.0833333333333333,0.0333333333333333,0.196123136123136,0,0.186267281105991,0.231428571428571,0.16,0.167368421052632,-0.46207729468599,0.52133655394525,0.52133655394525,-0.478913270197099,0.447864444923268,0.303451910408432,0.252727272727273,0.252727272727273,0.252727272727273,-0.563012450481041,-0.277307558342041,-0.529264069264069,0.379363493649208,0.314685314685315,0.348751248751249,0.269230769230769,0.314685314685315,0.269230769230769,0.2,0.2,0.1,0.1,0.338490566037736,0,0,0,0.328577923718111,-0.121794871794872,-0.28762157382847
"FUS",0.472168784029038,0.566399271612038,0.52490990990991,0.481666666666667,0.44,0.431171127722852,0.392609338318407,0.3,0.393240093240093,0.353846153846154,0.144879757923236,0.145253456221198,0.134285714285714,0.349419191919192,0.271472527472527,0.320984042249826,0.236857142857143,0.192857142857143,0.290833333333333,0.253333333333333,0.265818193408555,0.15,0.362424242424242,0.323787878787879,0.278787878787879,0.274493927125506,-0.461429872495446,0.527271151779834,0.527271151779834,-0.435370704421509,0.465984236060135,0.412610879143199,0.382479874776386,0.382479874776386,0.382479874776386,-0.48247613875926,-0.359640008225909,-0.53692938009895,0.324441971503967,0.379059829059829,0.302159362808315,0.344444444444444,0.275091693635383,0.241111111111111,0.3,0.196666666666667,0.25,0.15,0.404360806609682,-0.1,-0.333333333333333,0.1,0.33685620439652,-0.324166666666667,-0.393063328424153
"TGF",0.5325,0.546904761904762,0.593333333333333,0.526666666666667,0.46,0.474670008354219,0.43949777495232,0.333333333333333,0.423558897243108,0.376190476190476,0.231850419084462,0.22603128054741,0.211515151515151,0.262492816091954,0.341791979949875,0.456481481481481,0.315476190476191,0.258333333333333,0.203333333333333,0.153333333333333,0.310806332842415,0.233333333333333,0.384712643678161,0.343333333333333,0.273333333333333,0.181578947368421,-0.507068395626748,0.559795668354021,0.559795668354021,-0.475686895042155,0.275286773037765,0.3875,0.335714285714286,0.335714285714286,0.335714285714286,-0.543696440307967,-0.367182306712639,-0.567284583232859,0.398161957208631,0.324716981132075,0.364190665342602,0.27,0.324716981132075,0.27,0.2,0.2,0.1,0.1,0.341534391534392,-0.2,-0.133333333333333,0,0.165686195144506,-0.234367816091954,-0.411688311688312
"cfos",0.403776730204277,0.424446142093201,0.378991596638655,0.314285714285714,0.242857142857143,0.389064112011791,0.319178037152721,0.32,0.336521739130435,0.28,0.0813593203398301,0.0933521078682369,0.0788359788359788,0.159543721909313,0.157675438596491,0.360640692640693,0.120833333333333,0.0833333333333333,0.10952380952381,0.0761904761904762,0.207048611111111,0.0333333333333333,0.212051282051282,0.17051282051282,0.116666666666667,0.193055555555556,-0.509936507936508,0.560496175871478,0.560496175871478,-0.523606649094476,0.480473030619016,0.34356634252617,0.303322440087146,0.303322440087146,0.303322440087146,-0.59777176028579,-0.309172077922078,-0.571971819030643,0.421013389627251,0.362358674463938,0.393976352590214,0.328148148148148,0.363283283283283,0.328148148148148,0.28,0.28,0.2,0.2,0.393399014778325,0,-0.0333333333333333,0.1,0.362694859555528,-0.138556067588326,-0.31979020979021
"CDC42",0.403776730204277,0.424446142093201,0.378991596638655,0.314285714285714,0.342857142857143,0.389064112011791,0.319178037152721,0.22,0.336521739130435,0.28,0.0813593203398301,0.0933521078682369,0.0788359788359788,0.159543721909313,0.157675438596491,0.360640692640693,0.120833333333333,0.0833333333333333,0.10952380952381,0.0761904761904762,0.207048611111111,0.0333333333333333,0.212051282051282,0.17051282051282,0.116666666666667,0.193055555555556,-0.509936507936508,0.560496175871478,0.560496175871478,-0.523606649094476,0.480473030619016,0.34356634252617,0.303322440087146,0.303322440087146,0.303322440087146,-0.59777176028579,-0.309172077922078,-0.571971819030643,0.421013389627251,0.362358674463938,0.393976352590214,0.328148148148148,0.363283283283283,0.328148148148148,0.28,0.28,0.2,0.2,0.393399014778325,0,-0.0333333333333333,0.1,0.362694859555528,-0.138556067588326,-0.31979020979021
"NOTCHic",0.421283739302172,0.441294614524119,0.396071684587814,0.331555555555555,0.255555555555556,0.408095238095238,0.332146927146927,0.22,0.350952380952381,0.286666666666667,0.184860646599777,0.0979753340184995,0.0814285714285714,0.173787281662044,0.172868217054264,0.379259460611875,0.133333333333333,0.0888888888888889,0.121794871794872,0.0833333333333333,0.220626447381414,0.0333333333333333,0.228372544263885,0.186267281105991,0.231428571428571,0.221913875598086,-0.515648723257419,0.570966183574879,0.570966183574879,-0.522929497377626,0.484938593219862,0.343353388240944,0.303451910408432,0.303451910408432,0.303451910408432,-0.610945069164043,-0.307886070738735,-0.581865225333433,0.406386394412567,0.348018648018648,0.379363493649208,0.314685314685315,0.348751248751249,0.314685314685315,0.269230769230769,0.269230769230769,0.2,0.2,0.381546121593291,0,-0.0333333333333333,0.1,0.350244590384777,-0.151206636500754,-0.331283545659456
"TCFLEF",0.617126997449567,0.605551756617174,0.578068312908565,0.547227191413238,0.507692307692308,0.527721918035507,0.435675010716852,0.431428571428571,0.500511033681765,0.472891986062718,0.202196974022267,0.185159955337675,0.175408521303258,0.282302828117196,0.311071947687656,0.429908613177952,0.290419773774612,0.271064935064935,0.24047619047619,0.216666666666667,0.281071402584218,0.235064935064935,0.394824785652586,0.370572293958234,0.345082097879802,0.200614156302779,-0.440433218742042,0.576925793017898,0.576925793017898,-0.427099683399015,0.414598614308406,0.407880722524624,0.384884664705964,0.384884664705964,0.384884664705964,-0.588095293181656,-0.357456361994305,-0.587983970514091,0.202941880840636,0.26613240837026,0.184728822421392,0.239424333836099,0.262162957587486,0.235747863247863,0.209509803921569,0.205833333333333,0.174509803921569,0.170833333333333,0.598319413919414,-0.171428571428571,-0.183333333333333,0.133333333333333,0.319321730378582,-0.261443932411674,-0.437425724388116
"PAK1",0.438259488824967,0.458872371601398,0.424446142093201,0.378991596638655,0.314285714285714,0.438397445345124,0.347101664837685,0.28,0.389064112011791,0.336521739130435,0.100476967398654,0.108190817545656,0.0933521078682369,0.181543721909313,0.187305068226121,0.392162431771127,0.157675438596491,0.120833333333333,0.138556067588326,0.10952380952381,0.231588488411725,0.0833333333333333,0.243919413919414,0.212051282051282,0.17051282051282,0.225728822882288,-0.55255945875618,0.601332188733215,0.601332188733215,-0.560786136273963,0.510852777454459,0.377657251617079,0.34356634252617,0.34356634252617,0.34356634252617,-0.63701051461105,-0.334626623376623,-0.613088570299678,0.443909941351389,0.393090381781011,0.421013389627251,0.362358674463938,0.393976352590214,0.363283283283283,0.328148148148148,0.328148148148148,0.28,0.28,0.429248071382099,-0.0333333333333333,-0.0761904761904762,0.2,0.381191100157032,-0.159543721909313,-0.354596839624464
"LIV1",0.438259488824967,0.458872371601398,0.424446142093201,0.378991596638655,0.314285714285714,0.438397445345124,0.347101664837685,0.28,0.389064112011791,0.336521739130435,0.100476967398654,0.108190817545656,0.0933521078682369,0.181543721909313,0.187305068226121,0.392162431771127,0.157675438596491,0.120833333333333,0.138556067588326,0.10952380952381,0.231588488411725,0.0833333333333333,0.243919413919414,0.212051282051282,0.17051282051282,0.225728822882288,-0.55255945875618,0.601332188733215,0.601332188733215,-0.560786136273963,0.510852777454459,0.377657251617079,0.34356634252617,0.34356634252617,0.34356634252617,-0.63701051461105,-0.334626623376623,-0.613088570299678,0.443909941351389,0.393090381781011,0.421013389627251,0.362358674463938,0.393976352590214,0.363283283283283,0.328148148148148,0.328148148148148,0.28,0.28,0.429248071382099,-0.0333333333333333,-0.0761904761904762,0.2,0.381191100157032,-0.159543721909313,-0.354596839624464
"EGR1",0.438259488824967,0.458872371601398,0.424446142093201,0.378991596638655,0.314285714285714,0.438397445345124,0.347101664837685,0.28,0.389064112011791,0.336521739130435,0.100476967398654,0.108190817545656,0.0933521078682369,0.181543721909313,0.187305068226121,0.392162431771127,0.157675438596491,0.120833333333333,0.138556067588326,0.10952380952381,0.231588488411725,0.0833333333333333,0.243919413919414,0.212051282051282,0.17051282051282,0.225728822882288,-0.55255945875618,0.601332188733215,0.601332188733215,-0.560786136273963,0.510852777454459,0.377657251617079,0.34356634252617,0.34356634252617,0.34356634252617,-0.63701051461105,-0.334626623376623,-0.613088570299678,0.443909941351389,0.393090381781011,0.421013389627251,0.362358674463938,0.393976352590214,0.363283283283283,0.328148148148148,0.328148148148148,0.28,0.28,0.429248071382099,-0.0333333333333333,-0.0761904761904762,0.2,0.381191100157032,-0.159543721909313,-0.354596839624464
"ZEB1",0.465120137431803,0.495364484178098,0.459931413311956,0.417799433616525,0.364176245210728,0.365280297140883,0.34729520228015,0.216666666666667,0.322549019607843,0.276666666666667,0.185035508532918,0.179052084573757,0.166552084573757,0.271016185510115,0.284706438226714,0.470418277422846,0.251849295369572,0.220701754385965,0.223106060606061,0.195833333333333,0.333579979051703,0.173333333333333,0.361548979095771,0.326838235294118,0.289583333333333,0.293879142300195,-0.552877562600551,0.605258973615972,0.605258973615972,-0.640786363542106,0.506383676262619,0.451519583632661,0.420181000955496,0.420181000955496,0.420181000955496,-0.64194179767549,-0.385484549540561,-0.624325691268721,0.495425259545467,0.450184785041461,0.474192382833138,0.420975163048334,0.448660467939521,0.419493801272854,0.384436701509872,0.38223889931207,0.338095238095238,0.335897435897436,0.479682994466664,-0.133333333333333,-0.158333333333333,0.266666666666667,0.398326787985993,-0.248596256684492,-0.333068736550361
"TGFR",0.57485807860262,0.591585612968592,0.546904761904762,0.593333333333333,0.526666666666667,0.517135761778876,0.474011049288604,0.376190476190476,0.474670008354219,0.423558897243108,0.248268329532223,0.239198540333886,0.22603128054741,0.289046488408338,0.37202453808941,0.494559773296428,0.341791979949875,0.315476190476191,0.234367816091954,0.203333333333333,0.339067202407633,0.258333333333333,0.424280989001902,0.384712643678161,0.343333333333333,0.222319688109162,-0.557068395626748,0.606210762693643,0.606210762693643,-0.520952483956704,0.313249736000728,0.42843567251462,0.3875,0.3875,0.3875,-0.590715179660607,-0.398722649010928,-0.614498659479193,0.426417050211288,0.364071819841753,0.398161957208631,0.324716981132075,0.364190665342602,0.324716981132075,0.27,0.27,0.2,0.2,0.389173876512932,-0.233333333333333,-0.153333333333333,0.1,0.189678130628377,-0.262492816091954,-0.45025974025974
"Csl",0.455766497922862,0.475534977335911,0.441294614524119,0.396071684587814,0.331555555555555,0.457008281573499,0.361000682087639,0.286666666666667,0.408095238095238,0.350952380952381,0.206429274050757,0.114086445129611,0.0979753340184995,0.19706314373101,0.204651162790698,0.411087903049798,0.172868217054264,0.133333333333333,0.151206636500754,0.121794871794872,0.246147280714748,0.0888888888888889,0.261099816991158,0.228372544263885,0.186267281105991,0.251995176411094,-0.559934437543133,0.612955133851122,0.612955133851122,-0.560391271077932,0.514990793070719,0.376809270593886,0.343353388240944,0.343353388240944,0.343353388240944,-0.650712511024508,-0.333070164994995,-0.624348885464152,0.429313781490897,0.378663809308971,0.406386394412567,0.348018648018648,0.379363493649208,0.348751248751249,0.314685314685315,0.314685314685315,0.269230769230769,0.269230769230769,0.416764630590721,-0.0333333333333333,-0.0833333333333333,0.2,0.368221433772955,-0.173787281662044,-0.367689075613373
"SMAD",0.497504908914589,0.515412459622746,0.47836066679406,0.431991951710262,0.371428571428571,0.471651257594618,0.396843913702785,0.314285714285714,0.422612796056157,0.369124423963134,0.229016604874041,0.118864696946889,0.204578982661174,0.300858912269932,0.31081045751634,0.431164864868176,0.276143790849673,0.238888888888889,0.250833333333333,0.220833333333333,0.351924731182796,0.205555555555556,0.364909688013136,0.329195402298851,0.286666666666667,0.25790446613428,-0.575333164186459,0.627670631156279,0.627670631156279,-0.572540614970632,0.526499690917563,0.460907306724533,0.426367833040322,0.426367833040322,0.426367833040322,-0.662124647200245,-0.371233006759323,-0.637730415621913,0.443366793456607,0.391060558146889,0.419861221014865,0.357967032967033,0.391774382480265,0.358683473389356,0.321428571428571,0.321428571428571,0.271428571428571,0.271428571428571,0.426055857843025,-0.15,-0.183333333333333,0.2,0.278489231497437,-0.277438837920489,-0.39029987332505
"SNAI1",0.467865587935513,0.488711081278817,0.458872371601398,0.424446142093201,0.378991596638655,0.474720315300281,0.272546504695336,0.336521739130435,0.438397445345124,0.389064112011791,0.118334110255796,0.119383929476776,0.108190817545656,0.202708770453003,0.216471734892788,0.419752175360871,0.187305068226121,0.157675438596491,0.159543721909313,0.138556067588326,0.254176723705842,0.120833333333333,0.273715332286761,0.243919413919414,0.212051282051282,0.24648353986342,-0.589631109846523,0.635649531906646,0.635649531906646,-0.591839676861183,0.53609582136998,0.404915051288672,0.377657251617079,0.377657251617079,0.377657251617079,-0.670309161853506,-0.355814742188505,-0.648727379137334,0.462753513886237,0.420329869898013,0.443909941351389,0.393090381781011,0.421013389627251,0.393976352590214,0.362358674463938,0.363283283283283,0.328148148148148,0.328148148148148,0.459551101685129,-0.0833333333333333,-0.10952380952381,0.28,0.3963226791044,-0.181543721909313,-0.385559182720698
"GLI",0.498602833677331,0.6159250513478,0.577572110171329,0.530402298850575,0.468333333333333,0.556203750209275,0.40888204280277,0.402857142857143,0.509242424242424,0.461190476190476,0.15473324072645,0.158369988985897,0.144856475472383,0.324150046633338,0.239155739050006,0.42537828988593,0.206343239050006,0.175730994152047,0.273339598997494,0.247023809523809,0.273919593090336,0.138888888888889,0.290478716685613,0.254288240495137,0.214288240495137,0.233301153124162,-0.586816816816817,0.636728537293053,0.636728537293053,-0.57967275370726,0.51408833911024,0.469793937812238,0.433556314049861,0.433556314049861,0.433556314049861,-0.657368720681991,-0.423062512491736,-0.64740096848456,0.465221659544764,0.410483265372038,0.440655012802385,0.476015180265655,0.410784882932255,0.376302124311566,0.434838709677419,0.334838709677419,0.38,0.28,0.441884057971014,-0.0833333333333333,-0.20952380952381,0.2,0.343552974948221,-0.299870211242392,-0.408715571088957
