"","FOXC2","TGF","TGFR","CDC42","PAK1","MEK","SNAI1","ERK","cfos","EGR1","HEY1","SMAD","ILK","FUS","SMO","SHH","TWIST1","AKT","IKK","NFB","Jagged","Csn","NOTCH","NOTCHic","DSH","Csl","SOSGRB2","Frizzled","Wnt","GLI","ZEB2","ZEB1","SNAI2","KLF4","cateninmemb","RAS","RAF","PI3K","DELTA","Ecadherin","GSK3","miR200","cateninnuc","TCFLEF","CD44","cMet","SRC","STAT","AXIN2","TrCP","LIV1","Destcompl","SUFU","Patched","RKIP"
"ERK",0.305700687424825,0.232589318042623,0.227094812548118,0.216875834445928,0.202857142857143,0.176166486483541,0.17019791564779,0.152489606260699,0.219156272927366,0.187241379310345,0.166066523171326,0.160645018581077,0.156085748064359,0.096,0.0779672131147541,0.051141410329872,0.39257488878277,0.208516375691227,0.185580595874714,0.156168831168831,0.293661055517362,0.110714285714286,0.274507893878256,0.247638087784073,-0.26,0.21041181041181,0.0713515179534597,-0.31,-0.342867132867133,-0.367679162942321,0.380764717537998,0.380764717537998,0.680845472377609,-0.361530590682104,-0.535006343503134,0.154164586788349,0.128532023532024,0.128532023532024,0.128532023532024,-0.595175127922558,-0.211235390677677,-0.393221822468498,0.413036232958754,0.396925121847643,0.376479025193368,0.351288185498712,0.318421052631579,0.268421052631579,0.410995904827334,-0.0857142857142857,0.2,0.0571422634780657,-0.1,-0.0603201542912247,-0.211191535696525
"Csn",0.196948437665388,0.125864508507083,0.12228455623978,0.109464043419267,0.0840909090909091,0.212700216450216,0.0731770557818117,0.18978354978355,0.152121212121212,0.106666666666667,0.0678654485049834,0.0675839899780187,0.060643115942029,0.0253968253968254,-0.00187590187590188,-0.0291718652109979,0.258091787439614,0.204166666666667,0.184166666666667,0.155,0.182894003657882,0.105,0.2627109002109,0.238672438672439,-0.266666666666667,0.201010101010101,0.123678081402052,-0.318390804597701,-0.348511286525412,-0.373402116219735,0.38208105872622,0.38208105872622,0.431732723912943,-0.362496588378941,-0.433696954272207,0.233894077000151,0.207982368746792,0.207982368746792,0.207982368746792,-0.495256426930189,-0.146773714036053,-0.392300984213617,0.413328332902039,0.395709571627234,0.373844619858745,0.348511286525412,0.318390804597701,0.266666666666667,0.406503186968839,-0.18,0.2,0.0491456132690597,-0.0142857142857143,0.020155471768375,-0.10853128788789
"RAS",0.326825396825397,0.282714036109493,0.265882352941176,0.26,0.26,0.311805985552116,0.255703048180924,0.286315789473684,0.26,0.26,0.161857707509881,0.156709956709957,0.156709956709957,0.1,0.1,0.100135593220339,0.361603927986907,0.212222222222222,0.173333333333333,0.166666666666667,0.258624088310664,0.2,0.277259185700099,0.226315789473684,-0.1,0.2,0.00346320346320345,-0.2,-0.276470588235294,-0.334803921568627,0.383387334315169,0.383387334315169,0.57561180485554,-0.351428571428571,-0.399688480372614,0.153717948717949,0.205641025641026,0.205641025641026,0.205641025641026,-0.466253624857936,-0.216989664082687,-0.394215384615385,0.409456219926248,0.37971117743333,0.338172715894869,0.276470588235294,0.2,0.1,0.349934123847167,-0.2,0,-0.0340659026705538,-0.1,-0.112,-0.369528301886792
"NFB",0.461014125316914,0.342382048331415,0.329090909090909,0.309090909090909,0.3,0.260530345471522,0.185974725117254,0.221968253968254,0.170857142857143,0.142857142857143,0.183200648680525,0.173726183027225,0.16963696369637,0.06,0.0562962962962963,0.0164957146594039,0.516811391223156,0.356598026598027,0.321042471042471,0.264285714285714,0.30693418648399,0.314285714285714,0.40226970162454,0.362914862914863,-0.277777777777778,0.307359307359307,0.25905793896506,-0.331623931623932,-0.376239316239316,-0.40769999039662,0.383721257165903,0.383721257165903,0.689735173647734,-0.3503663003663,-0.599913634804941,0.410533488331457,0.379190204749367,0.379190204749367,0.379190204749367,-0.699395699754721,-0.248896789485025,-0.392279535342717,0.456593612001818,0.435024984550837,0.408442706069825,0.376239316239316,0.331623931623932,0.277777777777778,0.442811550151976,-0.3,0.2,0.157750901554863,-0.08,-0.0321583652618136,-0.21120919153706
"FUS",0.318402903811252,0.30518784742189,0.29454954954955,0.278333333333333,0.253333333333333,0.358231653404067,0.230577051270904,0.331794871794872,0.298461538461538,0.26,0.114174231565536,0.10836661546339,0.101269841269841,0.0533333333333333,0.0533333333333333,0.0331313131313131,0.244559650503599,0.25578021978022,0.228857142857143,0.192857142857143,0.24403901319564,0.15,0.350606060606061,0.318787878787879,-0.05,0.278787878787879,0.187314439946019,-0.0875,-0.126388888888889,-0.153311965811966,0.397796436865273,0.397796436865273,0.468167017970027,-0.356147540983607,-0.403709518979969,0.394143960284663,0.36925313059034,0.36925313059034,0.36925313059034,-0.429395284712922,-0.346981230391952,-0.401786833294541,0.301780180805891,0.283573659066761,0.261769147788565,0.235555555555556,0.196666666666667,0.15,0.39470135062339,-0.1,0.1,0.328637918975722,-0.133333333333333,-0.0422222222222222,-0.248160693830797
"CD44",0.385,0.379166666666667,0.3625,0.3,0.2,0.415,0.374455077086656,0.385,0.325,0.3,0.204093567251462,0.197619047619048,0.183333333333333,0.1,0.15,0.179090909090909,0.357655677655678,0.26,0.266666666666667,0.2,0.188531468531469,0.2,0.24812030075188,0.242857142857143,0,0.2,-0.00238095238095239,0.1,0.05,-0.0233333333333333,0.425396825396825,0.425396825396825,0.439156399156399,-0.277777777777778,-0.144450549450549,0.203809523809524,0.166666666666667,0.166666666666667,0.166666666666667,-0.284432200629682,-0.223809523809524,-0.435335968379447,0.132277877161598,0.0861240310077519,0.0233333333333333,0.05,0,0.1,-0.02,-0.1,0.1,-0.159085452362763,-0.1,-0.17,-0.431111111111111
"Jagged",0.292857142857143,0.231111111111111,0.211111111111111,0.2,0.2,0.286666666666667,0.183333333333333,0.22,0.2,0.1,0.166666666666667,0.0714285714285714,0.0666666666666667,0,0.0333333333333333,-0.00512820512820513,0.277,0.0888888888888889,0.0333333333333333,0,0.166493506493506,0,0.231428571428571,0.16,0,0.1,0.12,-0.1,-0.2,-0.269230769230769,0.444685990338164,0.444685990338164,0.43868778280543,-0.405555555555556,-0.431991951710262,0.252727272727273,0.18,0.18,0.18,-0.509017543859649,-0.23639846743295,-0.458787878787879,0.350949050949051,0.314685314685315,0.269230769230769,0.2,0.1,0,0.28,0,0,0.300540540540541,0,-0.0333333333333333,-0.205128205128205
"DELTA",0.292857142857143,0.231111111111111,0.211111111111111,0.2,0.2,0.286666666666667,0.183333333333333,0.22,0.2,0.1,0.166666666666667,0.0714285714285714,0.0666666666666667,0,0.0333333333333333,-0.00512820512820513,0.277,0.0888888888888889,0.0333333333333333,0,0.166493506493506,0,0.231428571428571,0.16,0,0.1,0.12,-0.1,-0.2,-0.269230769230769,0.444685990338164,0.444685990338164,0.43868778280543,-0.405555555555556,-0.431991951710262,0.252727272727273,0.18,0.18,0.18,-0.509017543859649,-0.23639846743295,-0.458787878787879,0.350949050949051,0.314685314685315,0.269230769230769,0.2,0.1,0,0.28,0,0,0.300540540540541,0,-0.0333333333333333,-0.205128205128205
"STAT",0.229192910702113,0.228303342347965,0.226854066985646,0.221590909090909,0.209090909090909,0.229475015812777,0.153118106842252,0.217647058823529,0.2,0.2,0.068,0.0741184963074018,0.0718196457326892,0.075,0.055,0.0371774027577691,0.0852348717416184,0.0461501210653753,0.0342857142857143,0.02,0.072481680821072,0,0.0349658624929899,0.0204027556968733,0.0571428571428571,-0.00392156862745098,0.0196223316912972,0.0196428571428571,0.00146103896103896,-0.0128246753246753,0.458678500986193,0.458678500986193,0.110108681698887,-0.349376114081996,-0.0702919704872642,-0.0263724028739676,-0.0420440446650124,-0.0420440446650124,-0.0420440446650124,-0.215005429905969,0.0398108589230085,-0.476514457871814,0.037956547914277,0.0266335443385917,0.0130688755688756,-0.00146103896103896,-0.0196428571428571,-0.0571428571428571,-0.0420599008834303,0,0,-0.0617092001319281,-0.05,-0.0433720930232558,-0.186690797940798
"cMet",0.409050632911392,0.387677304964539,0.379166666666667,0.3625,0.3,0.424090909090909,0.388014399120554,0.415,0.385,0.325,0.21781905744754,0.212164502164502,0.197619047619048,0.15,0.17,0.172840909090909,0.394734329341071,0.2725,0.26,0.266666666666667,0.225487990270599,0.2,0.280035194368901,0.24812030075188,0.1,0.242857142857143,0.0176190476190476,0.05,-0.0233333333333333,-0.0824242424242424,0.460750360750361,0.460750360750361,0.489521362660049,-0.325396825396825,-0.197475460482578,0.245318957771788,0.203809523809524,0.203809523809524,0.203809523809524,-0.334050521240369,-0.259293394777266,-0.471273468379447,0.166741153997756,0.132277877161598,0.0861240310077519,0.0233333333333333,0.05,0,0.0419047619047619,-0.2,0.1,-0.127328695606007,-0.1,-0.179090909090909,-0.453333333333333
"NOTCH",0.327551020408163,0.244014336917563,0.231111111111111,0.211111111111111,0.2,0.336666666666667,0.197179487179487,0.286666666666667,0.22,0.2,0.171014492753623,0.0747619047619048,0.0714285714285714,0.0333333333333333,0.0333333333333333,-0.028657616892911,0.309203389830508,0.133333333333333,0.0888888888888889,0.0333333333333333,0.196123136123136,0,0.186267281105991,0.231428571428571,-0.1,0.16,0.146315789473684,-0.2,-0.269230769230769,-0.314685314685315,0.478019323671498,0.478019323671498,0.485777729895377,-0.444685990338164,-0.48173017160555,0.303451910408432,0.252727272727273,0.252727272727273,0.252727272727273,-0.559823995472552,-0.277307558342041,-0.49021645021645,0.38156129584701,0.350949050949051,0.314685314685315,0.269230769230769,0.2,0.1,0.338490566037736,0,0,0.329512503157363,0,0.00512820512820513,-0.22236958443855
"SRC",0.419878618113912,0.395533910533911,0.390079365079365,0.380555555555556,0.355555555555556,0.348027444253859,0.307407922590491,0.327272727272727,0.327272727272727,0.3,0.130577623303542,0.119902797534376,0.11359649122807,0.0833333333333333,0.103333333333333,0.089281045751634,0.265270935960591,0.168803418803419,0.157692307692308,0.15,0.112310632792284,0.15,0.168809523809524,0.143809523809524,0.1,0.12,0.0285714285714286,0.05,0,-0.0344262295081967,0.493179095537586,0.493179095537586,0.209931427622992,-0.370090439276486,-0.113553360275408,0.22076117874616,0.191973299958281,0.191973299958281,0.191973299958281,-0.279941501853267,-0.153593073593074,-0.506084028692724,0.0841752337096481,0.0624750099960016,0.0344262295081967,0,-0.05,0,-0.0271686004505079,-0.1,0,-0.0790687211339385,-0.0333333333333333,-0.0922222222222222,-0.414727924405344
"NOTCHic",0.350131665569454,0.252294591694633,0.244014336917563,0.231111111111111,0.211111111111111,0.373809523809524,0.211465201465201,0.336666666666667,0.286666666666667,0.22,0.178706800445931,0.0812367249057896,0.0747619047619048,0.0333333333333333,-0.00512820512820513,-0.0426361115165669,0.336247414987741,0.172868217054264,0.133333333333333,0.0888888888888889,0.219301944070156,0.0333333333333333,0.228372544263885,0.186267281105991,-0.2,0.231428571428571,0.169043062200957,-0.269230769230769,-0.314685314685315,-0.350169185653057,0.50098228663446,0.50098228663446,0.523252679795177,-0.473257418909593,-0.5225009626806,0.342368166566068,0.303451910408432,0.303451910408432,0.303451910408432,-0.599180810173931,-0.307059624457744,-0.516228010910092,0.405836105007315,0.38156129584701,0.350949050949051,0.314685314685315,0.269230769230769,0.2,0.38293501048218,0,0.1,0.351512503157363,-0.0333333333333333,0.028657616892911,-0.24067944359348
"cfos",0.344764637562342,0.259396485867074,0.251820728291317,0.238095238095238,0.214285714285714,0.363419307295505,0.214270370979232,0.327826086956522,0.28,0.32,0.0779110444777611,0.0815838880355009,0.0751322751322751,0.0476190476190476,0.0142857142857143,-0.0218751777891563,0.324034632034632,0.157675438596491,0.120833333333333,0.0833333333333333,0.207048611111111,0.0333333333333333,0.212051282051282,0.17051282051282,-0.2,0.116666666666667,0.152777777777778,-0.28,-0.328148148148148,-0.364990253411306,0.506835389523041,0.506835389523041,0.531673144373874,-0.480412698412698,-0.526745059559397,0.34356634252617,0.303322440087146,0.303322440087146,0.303322440087146,-0.593156839181069,-0.309172077922078,-0.52225193107546,0.423224709858373,0.397669154302818,0.365985985985986,0.328148148148148,0.28,0.2,0.39512315270936,0,0.1,0.364715211264676,-0.0333333333333333,0.00829493087557604,-0.244172494172494
"CDC42",0.344764637562342,0.259396485867074,0.251820728291317,0.238095238095238,0.314285714285714,0.363419307295505,0.214270370979232,0.327826086956522,0.28,0.22,0.0779110444777611,0.0815838880355009,0.0751322751322751,0.0476190476190476,0.0142857142857143,-0.0218751777891563,0.324034632034632,0.157675438596491,0.120833333333333,0.0833333333333333,0.207048611111111,0.0333333333333333,0.212051282051282,0.17051282051282,-0.2,0.116666666666667,0.152777777777778,-0.28,-0.328148148148148,-0.364990253411306,0.506835389523041,0.506835389523041,0.531673144373874,-0.480412698412698,-0.526745059559397,0.34356634252617,0.303322440087146,0.303322440087146,0.303322440087146,-0.593156839181069,-0.309172077922078,-0.52225193107546,0.423224709858373,0.397669154302818,0.365985985985986,0.328148148148148,0.28,0.2,0.39512315270936,0,0.1,0.364715211264676,-0.0333333333333333,0.00829493087557604,-0.244172494172494
"ZEB1",0.369766613785124,0.257505725267321,0.250025410306691,0.241395968682326,0.228352490421456,0.303518009847111,0.201192393621029,0.275764705882353,0.244,0.2,0.165567170308103,0.150226128645829,0.145418436338136,0.0541666666666667,0.0359848484848485,0.0114017768220197,0.412357323836479,0.27714203541641,0.248570606844981,0.220701754385965,0.322350913252462,0.173333333333333,0.356282409658078,0.324877450980392,-0.323809523809524,0.289583333333333,0.196530214424951,-0.370150987224158,-0.404766371839543,-0.431226852939199,0.508650012421068,0.508650012421068,0.511769031353294,-0.479646205915927,-0.623260067488806,0.441774934109136,0.414215878991026,0.414215878991026,0.414215878991026,-0.606595522534643,-0.378694548627434,-0.528560953166109,0.482560162083184,0.465730416486316,0.443921905848018,0.417533016959129,0.38223889931207,0.335897435897436,0.476251092891011,-0.133333333333333,0.266666666666667,0.394688193468681,-0.0666666666666667,-0.0202985739750446,-0.214631029834125
"Csl",0.370246608098189,0.26068461437037,0.252294591694633,0.244014336917563,0.231111111111111,0.405331262939959,0.223718165892079,0.373809523809524,0.336666666666667,0.286666666666667,0.191125101099526,0.0873478360169008,0.0812367249057896,-0.00512820512820513,-0.028657616892911,-0.0529809391027738,0.360400913859073,0.201550387596899,0.172868217054264,0.133333333333333,0.241176944070156,0.0888888888888889,0.260190726082067,0.228372544263885,-0.269230769230769,0.186267281105991,0.176360135371689,-0.314685314685315,-0.350169185653057,-0.380007895330476,0.520871789396891,0.520871789396891,0.553304879646034,-0.491828847481021,-0.554305244026166,0.372882872448421,0.342368166566068,0.342368166566068,0.342368166566068,-0.630459879941372,-0.330476413853914,-0.535617989123599,0.424532502948996,0.405836105007315,0.38156129584701,0.350949050949051,0.314685314685315,0.269230769230769,0.41866765829709,-0.0333333333333333,0.2,0.368758085119581,-0.0333333333333333,0.0426361115165669,-0.259573452810069
"PAK1",0.364764637562342,0.26759320717855,0.259396485867074,0.251820728291317,0.238095238095238,0.395419307295505,0.226442208688062,0.363419307295505,0.327826086956522,0.28,0.0896757503601141,0.0873903396484041,0.0815838880355009,0.0142857142857143,-0.00829493087557604,-0.0318751777891563,0.348491153773762,0.185453216374269,0.157675438596491,0.120833333333333,0.229134500681663,0.0833333333333333,0.243919413919414,0.212051282051282,-0.28,0.17051282051282,0.161688668866887,-0.328148148148148,-0.364990253411306,-0.395721960728379,0.527092624249729,0.527092624249729,0.562776218514923,-0.500084829560239,-0.55971209252643,0.375839069798898,0.34356634252617,0.34356634252617,0.34356634252617,-0.625059953367921,-0.333535714285714,-0.542048885390181,0.442810916754925,0.423224709858373,0.397669154302818,0.365985985985986,0.328148148148148,0.28,0.432230070948353,-0.0333333333333333,0.2,0.38306107592633,-0.0476190476190476,0.0218751777891563,-0.262404538371389
"LIV1",0.364764637562342,0.26759320717855,0.259396485867074,0.251820728291317,0.238095238095238,0.395419307295505,0.226442208688062,0.363419307295505,0.327826086956522,0.28,0.0896757503601141,0.0873903396484041,0.0815838880355009,0.0142857142857143,-0.00829493087557604,-0.0318751777891563,0.348491153773762,0.185453216374269,0.157675438596491,0.120833333333333,0.229134500681663,0.0833333333333333,0.243919413919414,0.212051282051282,-0.28,0.17051282051282,0.161688668866887,-0.328148148148148,-0.364990253411306,-0.395721960728379,0.527092624249729,0.527092624249729,0.562776218514923,-0.500084829560239,-0.55971209252643,0.375839069798898,0.34356634252617,0.34356634252617,0.34356634252617,-0.625059953367921,-0.333535714285714,-0.542048885390181,0.442810916754925,0.423224709858373,0.397669154302818,0.365985985985986,0.328148148148148,0.28,0.432230070948353,-0.0333333333333333,0.2,0.38306107592633,-0.0476190476190476,0.0218751777891563,-0.262404538371389
"EGR1",0.364764637562342,0.26759320717855,0.259396485867074,0.251820728291317,0.238095238095238,0.395419307295505,0.226442208688062,0.363419307295505,0.327826086956522,0.28,0.0896757503601141,0.0873903396484041,0.0815838880355009,0.0142857142857143,-0.00829493087557604,-0.0318751777891563,0.348491153773762,0.185453216374269,0.157675438596491,0.120833333333333,0.229134500681663,0.0833333333333333,0.243919413919414,0.212051282051282,-0.28,0.17051282051282,0.161688668866887,-0.328148148148148,-0.364990253411306,-0.395721960728379,0.527092624249729,0.527092624249729,0.562776218514923,-0.500084829560239,-0.55971209252643,0.375839069798898,0.34356634252617,0.34356634252617,0.34356634252617,-0.625059953367921,-0.333535714285714,-0.542048885390181,0.442810916754925,0.423224709858373,0.397669154302818,0.365985985985986,0.328148148148148,0.28,0.432230070948353,-0.0333333333333333,0.2,0.38306107592633,-0.0476190476190476,0.0218751777891563,-0.262404538371389
"TGF",0.505854037267081,0.447301587301587,0.533015873015873,0.504444444444444,0.46,0.46578111946533,0.373280356007629,0.423558897243108,0.376190476190476,0.333333333333333,0.231850419084462,0.222805474095797,0.211515151515151,0.153333333333333,0.17,0.140905172413793,0.444074074074074,0.341791979949875,0.315476190476191,0.258333333333333,0.319691948944526,0.233333333333333,0.38816091954023,0.343333333333333,-0.1,0.273333333333333,0.171052631578947,-0.171428571428571,-0.251428571428571,-0.313692722371968,0.536554561634653,0.536554561634653,0.509612450411962,-0.498372743452835,-0.513035435375452,0.397619047619048,0.34047619047619,0.34047619047619,0.34047619047619,-0.590387024083376,-0.375373528406796,-0.546499142619832,0.426115825584545,0.388316782522344,0.342264150943396,0.28,0.2,0.1,0.356084656084656,-0.2,0,0.180510097044069,-0.133333333333333,-0.159655172413793,-0.374458874458874
"SNAI1",0.382680774792329,0.275456110404356,0.26759320717855,0.259396485867074,0.251820728291317,0.419634553932276,0.136762493385571,0.395419307295505,0.363419307295505,0.327826086956522,0.0991995598839236,0.0912033777787855,0.0873903396484041,-0.00829493087557604,-0.0218751777891563,-0.0406130418668262,0.368491153773762,0.211147660818713,0.185453216374269,0.157675438596491,0.247487441858134,0.120833333333333,0.272082679225536,0.243919413919414,-0.328148148148148,0.212051282051282,0.168103763206509,-0.364990253411306,-0.395721960728379,-0.420767664567502,0.542959782921316,0.542959782921316,0.587549936248748,-0.517218785946532,-0.58544611670605,0.39997700083338,0.375839069798898,0.375839069798898,0.375839069798898,-0.651230608935038,-0.352743635077793,-0.559051767234562,0.457730896104435,0.442810916754925,0.423224709858373,0.397669154302818,0.365985985985986,0.328148148148148,0.462066900785183,-0.0833333333333333,0.28,0.397096163645629,-0.0142857142857143,0.0318751777891563,-0.277467299877665
"SMAD",0.41920980192337,0.320228660499727,0.310268501137177,0.300771294433266,0.288095238095238,0.426122808174571,0.270627614321163,0.393430500482263,0.356221198156682,0.314285714285714,0.216132084684521,0.0958527773596267,0.190614682121531,0.108333333333333,0.0883333333333333,0.0674609210690859,0.383715384383077,0.308143790849673,0.276143790849673,0.238888888888889,0.34760005585812,0.205555555555556,0.364116037219485,0.329195402298851,-0.238095238095238,0.286666666666667,0.190927240461402,-0.288095238095238,-0.326556776556777,-0.358930877276201,0.5465649031651,0.5465649031651,0.566301742678131,-0.516452095276267,-0.567313059951511,0.457402365331749,0.425494470594907,0.425494470594907,0.425494470594907,-0.644248517942262,-0.368913318650161,-0.559776395627775,0.439237827571341,0.419379671542973,0.39373516679399,0.360644257703081,0.321428571428571,0.271428571428571,0.427774548971333,-0.15,0.2,0.278974661304959,-0.133333333333333,-0.0782415902140673,-0.292569238340285
"TGFR",0.532491591852233,0.457230665315772,0.447301587301587,0.533015873015873,0.504444444444444,0.498657831794097,0.390094515299664,0.46578111946533,0.423558897243108,0.376190476190476,0.245283254905357,0.230278783704338,0.222805474095797,0.17,0.159655172413793,0.130170709136957,0.475746671938843,0.374350119484758,0.341791979949875,0.315476190476191,0.350126731553222,0.258333333333333,0.432045811626561,0.38816091954023,-0.171428571428571,0.343333333333333,0.194509421702404,-0.251428571428571,-0.313692722371968,-0.358208851404226,0.564856448427106,0.564856448427106,0.554751339300851,-0.534087029167121,-0.56084143999439,0.442063492063492,0.397619047619048,0.397619047619048,0.397619047619048,-0.636213259177073,-0.409847856035158,-0.576117910948278,0.455256658179762,0.426115825584545,0.388316782522344,0.342264150943396,0.28,0.2,0.410591093852896,-0.233333333333333,0.1,0.207727838979552,-0.153333333333333,-0.140905172413793,-0.393030303030303
"GLI",0.433787302201582,0.444717516935206,0.434599869876383,0.423908045977011,0.406666666666667,0.520518763004951,0.300386995754189,0.487922077922078,0.452857142857143,0.402857142857143,0.146107509732297,0.141488232867413,0.135542286921467,0.168452380952381,0.15266290726817,0.133816850326875,0.385805330304481,0.237593239050006,0.206343239050006,0.175730994152047,0.272381131551874,0.138888888888889,0.290478716685613,0.254288240495137,-0.14,0.214288240495137,0.179811132819982,-0.194838709677419,-0.236015180265655,-0.371334329201825,0.574107441542925,0.574107441542925,0.583752022138356,-0.544024882024882,-0.581681853828073,0.468605819000356,0.433556314049861,0.433556314049861,0.433556314049861,-0.651959159225663,-0.422424553959041,-0.587858900645278,0.466464102418126,0.444168824474313,0.414948045253534,0.37874114870181,0.334838709677419,0.28,0.445113224637681,-0.0833333333333333,0.2,0.345994413186008,-0.180952380952381,-0.142458825635517,-0.328699450169162
