"","FOXC2","TGF","TGFR","CDC42","PAK1","EGR1","cfos","SNAI1","MEK","HEY1","ERK","SMAD","ILK","SHH","NFB","IKK","AKT","SMO","Csn","cateninmemb","FUS","TWIST1","Jagged","NOTCH","NOTCHic","Csl","Ecadherin","KLF4","SOSGRB2","ZEB2","ZEB1","GSK3","SNAI2","miR200","RAS","RAF","PI3K","DELTA","GLI","cateninnuc","Wnt","TCFLEF","TrCP","SUFU","Frizzled","CD44","cMet","SRC","DSH","Patched","STAT","LIV1","AXIN2","Destcompl","RKIP"
"Csn",0.237563514433987,0.262044025839681,0.234720082177709,0.189265536723164,0.133333333333333,0.106666666666667,0.156666666666667,0.151452279749021,0.227142688922253,0.0724005424954792,0.196965174129353,0.0785804643593804,0.0666027484819431,0.126783936471434,0.150454545454545,0.173181818181818,0.192480063795853,0.0964861751152074,0.105,-0.455160856612316,0.0803571428571429,0.267983896192464,0.17143006178781,0.244836634501439,0.21969696969697,0.183333333333333,-0.435819339633558,-0.393614802074954,0.149907366407482,0.426745610711128,0.426745610711128,-0.135452894327894,0.437035110461296,-0.435055422867465,0.223256656786372,0.195199102829538,0.195199102829538,0.195199102829538,0.385157342657343,0.42851323642918,0.359020979020979,0.408197030895583,-0.18,-0.0428571428571429,0.323636363636364,0.385765165067491,0.359020979020979,0.323636363636364,0.26,-0.112765244882649,0.26,0.2,0.410406430267511,0.0318373911807174,-0.167665517559524
"ERK",0.354737168854783,0.381726796148328,0.352022286039464,0.310558871405317,0.262105263157895,0.187241379310345,0.225019157088123,0.259218515413191,0.198025615138512,0.17361251040244,0.166303560757847,0.175122608069263,0.164833219001739,0.23546205620594,0.152649769585253,0.177649769585253,0.200576598853546,0.199820089955022,0.110714285714286,-0.553514809657598,0.179130434782609,0.419896498831717,0.286645687063183,0.263481462850625,0.235531152291619,0.200047281323877,-0.634825445489847,-0.40014456002313,0.110165070889314,0.435130127192537,0.435130127192537,-0.201972157475615,0.682191267702783,-0.445081464744431,0.146492477826095,0.118513203214696,0.118513203214696,0.118513203214696,0.381997357442581,0.421297767870915,0.356003473650532,0.40233448493355,-0.0857142857142857,-0.14,0.319251336898396,0.380277342076408,0.353797591297591,0.317045454545455,0.264705882352941,-0.218440779610195,0.2625,0.2,0.412021857923497,0.0449675451132373,-0.275661714741438
"cMet",0.397750653879686,0.395554035567715,0.367647058823529,0.35,0.3,0.325,0.385,0.397267944636366,0.418703703703704,0.21781905744754,0.415,0.21034632034632,0.197619047619048,0.19839968774395,0.266666666666667,0.26,0.269677419354839,0.15,0.2,-0.148116443862259,0.15,0.37837552742616,0.21,0.26843853820598,0.242857142857143,0.242857142857143,-0.325029474812433,-0.320634920634921,0.00796387520525451,0.456717394861725,0.456717394861725,-0.241991341991342,0.474112823077564,-0.466620239663718,0.224176829804833,0.188006617038875,0.188006617038875,0.188006617038875,0.0611111111111111,0.141394129979036,-1.11022302462516e-17,0.105283018867925,-0.2,-0.1,-0.0666666666666667,0.06,-1.11022302462516e-17,0.0333333333333333,-0.1,-0.173809523809524,0,0.1,0.00686274509803921,-0.157866666666667,-0.450626780626781
"Jagged",0.298039215686275,0.314285714285714,0.242857142857143,0.2,0.2,0.1,0.2,0.245714285714286,0.28,0.166666666666667,0.22,0.0714285714285714,0.0666666666666667,0.10952380952381,0,0.0333333333333333,0.0833333333333333,0.0333333333333333,0,-0.444588744588745,0,0.274761904761905,0.154444444444444,0.216666666666667,0.15,0.1,-0.522274802822748,-0.405555555555556,0.1,0.457936507936508,0.457936507936508,-0.235064935064935,0.446037735849057,-0.469264069264069,0.251470588235294,0.175,0.175,0.175,0.28,0.371130434782609,0.2,0.332,0,0,0.1,0.28,0.2,0.1,0,-0.0761904761904762,0,0,0.286666666666667,0.312121212121212,-0.23030303030303
"DELTA",0.298039215686275,0.314285714285714,0.242857142857143,0.2,0.2,0.1,0.2,0.245714285714286,0.28,0.166666666666667,0.22,0.0714285714285714,0.0666666666666667,0.10952380952381,0,0.0333333333333333,0.0833333333333333,0.0333333333333333,0,-0.444588744588745,0,0.274761904761905,0.154444444444444,0.216666666666667,0.15,0.1,-0.522274802822748,-0.405555555555556,0.1,0.457936507936508,0.457936507936508,-0.235064935064935,0.446037735849057,-0.469264069264069,0.251470588235294,0.175,0.175,0.175,0.28,0.371130434782609,0.2,0.332,0,0,0.1,0.28,0.2,0.1,0,-0.0761904761904762,0,0,0.286666666666667,0.312121212121212,-0.23030303030303
"NFB",0.537112027296161,0.567648099027409,0.522820512820513,0.465555555555556,0.405555555555556,0.142857142857143,0.178857142857143,0.317871945259042,0.301999117161908,0.198011573050273,0.250950166112957,0.19862842072145,0.18578795379538,0.274316455696202,0.264285714285714,0.318571428571429,0.353455149501661,0.224,0.314285714285714,-0.613433959576005,0.18,0.559671345439922,0.305068816366218,0.395751795038147,0.355891655178007,0.303349282296651,-0.741119641702223,-0.413369963369963,0.328551364365971,0.471078904931652,0.471078904931652,-0.245667938947615,0.695282716826318,-0.475835722667433,0.408920730685437,0.374476286240992,0.374476286240992,0.374476286240992,0.403412377096588,0.456520404426626,0.368796992481203,0.431912109495751,-0.3,-0.12,0.321428571428571,0.4029905408683,0.368796992481203,0.321428571428571,0.271428571428571,-0.249,0.271428571428571,0.2,0.43826164874552,0.150008710149243,-0.310561403508772
"SRC",0.388357381368134,0.374896002893833,0.349122807017544,0.333333333333333,0.333333333333333,0.3,0.327272727272727,0.290952380952381,0.317959001782531,0.126804038397881,0.309625668449198,0.112286967418546,0.109429824561404,0.0817040598290598,0.15,0.15,0.155882352941176,0.0444444444444444,0.15,0.019232262252533,0.0333333333333333,0.232977583472633,0.0806971035837015,0.141503759398496,0.121503759398496,0.105714285714286,-0.15155898413918,-0.351151761517615,-0.00769230769230769,0.474196919691969,0.474196919691969,-0.117213779128673,0.167998905009581,-0.486719740472817,0.16710273466371,0.145284552845528,0.145284552845528,0.145284552845528,-0.076530612244898,-0.0294807261977974,-0.107142857142857,-0.0492578849721707,-0.1,-0.0333333333333333,-0.157142857142857,-0.076530612244898,-0.107142857142857,-0.157142857142857,-0.2,-0.0598290598290598,-0.1,0,-0.120456456456456,-0.142481851179673,-0.394199623352166
"SMO",0.425023923444976,0.516363636363636,0.476363636363636,0.44,0.4,0.2,0.3,0.357066836951894,0.391346153846154,0.128937728937729,0.353846153846154,0.134285714285714,0.12,0.318095238095238,0.15,0.192857142857143,0.23452380952381,0.253333333333333,0.1,-0.377511059068436,0.333333333333333,0.272302287876058,0.225128205128205,0.315438596491228,0.273333333333333,0.233333333333333,-0.438604546138793,-0.413888888888889,0.25,0.480701754385965,0.480701754385965,-0.324326241134752,0.444099344547106,-0.491125541125541,0.371645569620253,0.34,0.34,0.34,0.321935483870968,0.276866338625611,0.28,0.249994091929576,0,-0.3,0.233333333333333,0.218125960061444,0.176190476190476,0.133333333333333,0.2,-0.286666666666667,0.1,0.1,0.347843137254902,0.301618276346634,-0.349915966386555
"TWIST1",0.535347649536205,0.521805606004646,0.484742668941709,0.440438871473354,0.381818181818182,0.28,0.371304347826087,0.477781641570211,0.476830663615561,0.243465573974049,0.431830663615561,0.237967084996788,0.21981526981527,0.456309882747069,0.369230769230769,0.416849816849817,0.46043956043956,0.391555555555556,0.3,-0.647492853305574,0.355555555555556,0.461419843265775,0.404972385760113,0.417543133195307,0.378412698412698,0.335555555555555,-0.821733231440578,-0.404315196998124,0.315091138641206,0.487754933750357,0.487754933750357,-0.399268297348729,0.725563768334177,-0.495835866261398,0.448131799587117,0.41844982078853,0.41844982078853,0.41844982078853,0.411534288496314,0.459130028460983,0.380732600732601,0.436824264049955,-0.2,-0.3,0.346666666666667,0.410508474576271,0.38,0.346666666666667,0.309523809523809,-0.427666666666667,0.309523809523809,0.266666666666667,0.455857572261281,0.390884695990006,-0.461294052025759
"NOTCH",0.359014825442372,0.378991596638655,0.314285714285714,0.242857142857143,0.2,0.2,0.22,0.287532467532467,0.336521739130435,0.171014492753623,0.28,0.0788359788359788,0.0714285714285714,0.138556067588326,0.0333333333333333,0.0833333333333333,0.120833333333333,0.0761904761904762,0,-0.498109871349308,0.0333333333333333,0.324761904761905,0.18487922705314,0.17051282051282,0.216666666666667,0.15,-0.582930540527666,-0.457936507936508,0.1375,0.513038548752834,0.513038548752834,-0.279182582123759,0.498418688230009,-0.521645021645022,0.305316742081448,0.251470588235294,0.251470588235294,0.251470588235294,0.332,0.403370871941079,0.28,0.371130434782609,0,0,0.2,0.332,0.28,0.2,0.1,-0.10952380952381,0.1,0,0.351666666666667,0.343798230754752,-0.276456876456876
"FUS",0.463052092459061,0.555091960063058,0.516363636363636,0.476363636363636,0.44,0.3,0.353846153846154,0.384339564224622,0.425492495309569,0.144879757923236,0.391346153846154,0.144352828379674,0.134285714285714,0.341499493414387,0.192857142857143,0.23452380952381,0.266523809523809,0.286666666666667,0.15,-0.41473079001014,0.253333333333333,0.306393196966967,0.24980352980353,0.351241065627031,0.315438596491228,0.273333333333333,-0.480185302152538,-0.459651600753296,0.264285714285714,0.523739729069509,0.523739729069509,-0.346670563479074,0.47838505883282,-0.533689643689644,0.398830035639671,0.371645569620253,0.371645569620253,0.371645569620253,0.354544179523142,0.298840860918605,0.321935483870968,0.276866338625611,-0.1,-0.333333333333333,0.28,0.249994091929576,0.218125960061444,0.176190476190476,0.233333333333333,-0.318095238095238,0.133333333333333,0.1,0.383054404860536,0.31798191271027,-0.38821383872698
"cfos",0.37995670995671,0.397278697886922,0.349705882352941,0.284705882352941,0.22,0.32,0.27,0.301707317073171,0.360277777777778,0.0768968456947997,0.314444444444444,0.0875218435998252,0.0755952380952381,0.141913807585449,0.0761904761904762,0.104761904761905,0.138095238095238,0.0939393939393939,0.0333333333333333,-0.453572544294194,0.0666666666666667,0.330717948717949,0.189555555555556,0.188021978021978,0.145714285714286,0.0933333333333333,-0.522961328382742,-0.502923976608187,0.146886446886447,0.547478432053732,0.547478432053732,-0.316148148148148,0.555179172679173,-0.559764358448569,0.350824553366926,0.306756756756757,0.306756756756757,0.306756756756757,0.298635477582846,0.363105775151735,0.257894736842105,0.334005246051206,0,-0.0333333333333333,0.2,0.300202429149798,0.257894736842105,0.2,0.1,-0.122510822510823,0.1,0,0.325500212856535,0.295697172773832,-0.304209799861974
"CDC42",0.37995670995671,0.397278697886922,0.349705882352941,0.284705882352941,0.32,0.22,0.27,0.301707317073171,0.360277777777778,0.0768968456947997,0.314444444444444,0.0875218435998252,0.0755952380952381,0.141913807585449,0.0761904761904762,0.104761904761905,0.138095238095238,0.0939393939393939,0.0333333333333333,-0.453572544294194,0.0666666666666667,0.330717948717949,0.189555555555556,0.188021978021978,0.145714285714286,0.0933333333333333,-0.522961328382742,-0.502923976608187,0.146886446886447,0.547478432053732,0.547478432053732,-0.316148148148148,0.555179172679173,-0.559764358448569,0.350824553366926,0.306756756756757,0.306756756756757,0.306756756756757,0.298635477582846,0.363105775151735,0.257894736842105,0.334005246051206,0,-0.0333333333333333,0.2,0.300202429149798,0.257894736842105,0.2,0.1,-0.122510822510823,0.1,0,0.325500212856535,0.295697172773832,-0.304209799861974
"TGF",0.522986857825568,0.538250286368843,0.583611111111111,0.5225,0.46,0.333333333333333,0.376190476190476,0.429503546099291,0.464224664224664,0.231850419084462,0.420634920634921,0.22507447354905,0.211515151515151,0.254713804713805,0.258333333333333,0.312179487179487,0.332179487179487,0.198787878787879,0.233333333333333,-0.52666415709894,0.153333333333333,0.455927020765091,0.30326418455778,0.372549019607843,0.331372549019608,0.266666666666667,-0.609926281976052,-0.505289739500266,0.166386554621849,0.554804302607062,0.554804302607062,-0.351609195402299,0.518298026676141,-0.562874347874348,0.384701275735758,0.326080586080586,0.326080586080586,0.326080586080586,0.356730769230769,0.445700637608883,0.2875,0.405006631299735,-0.2,-0.133333333333333,0.2,0.356730769230769,0.2875,0.2,0.1,-0.224713804713805,0.1,0,0.367142857142857,0.130156712004731,-0.401956455968535
"NOTCHic",0.404645893403537,0.425866596638655,0.378991596638655,0.314285714285714,0.242857142857143,0.22,0.28,0.32,0.389064112011791,0.18135932033983,0.336521739130435,0.0933521078682369,0.0788359788359788,0.160075054930098,0.0833333333333333,0.120833333333333,0.157675438596491,0.10952380952381,0.0333333333333333,-0.544557958781002,0.0761904761904762,0.364919385076865,0.21008247908566,0.213369963369963,0.17051282051282,0.216666666666667,-0.634098268765458,-0.509936507936508,0.193055555555556,0.560496175871478,0.560496175871478,-0.312155555096732,0.540977434966301,-0.571971819030643,0.347991901317117,0.305316742081448,0.305316742081448,0.305316742081448,0.370028169014084,0.431239724400095,0.332,0.403370871941079,0,-0.0333333333333333,0.28,0.371130434782609,0.332,0.28,0.2,-0.138556067588326,0.2,0.1,0.400290519877676,0.367249558188381,-0.31979020979021
"TCFLEF",0.608686841058285,0.595722475355225,0.570141080006388,0.541782871051164,0.505197505197505,0.431428571428571,0.471428571428571,0.426383885979088,0.520251266464032,0.201421122403889,0.495428571428571,0.183945101689875,0.174889983579639,0.273200243712039,0.268398268398268,0.285064935064935,0.304166058660441,0.233855981416957,0.235064935064935,-0.407730690232497,0.211904761904762,0.419404041448025,0.267358698173249,0.383948412698413,0.361805555555556,0.338888888888889,-0.591828282077087,-0.438285353535354,0.191789029535865,0.572728433750447,0.572728433750447,-0.344598094048911,0.467116908367912,-0.584078168866004,0.392411901325331,0.371182033096927,0.371182033096927,0.371182033096927,0.244371270247229,0.182199615452944,0.21828431372549,0.163217427157779,-0.171428571428571,-0.183333333333333,0.190833333333333,0.239852941176471,0.214117647058824,0.186666666666667,0.1575,-0.253855981416957,0.153333333333333,0.12,0.577184837575788,0.302065968738913,-0.431376948512045
"PAK1",0.416279579911867,0.434462813410388,0.397278697886922,0.349705882352941,0.284705882352941,0.27,0.314444444444444,0.329832317073171,0.411154970760234,0.0928632322494215,0.360277777777778,0.100598766676748,0.0875218435998252,0.163386200223486,0.104761904761905,0.138095238095238,0.16515406162465,0.122510822510823,0.0761904761904762,-0.493572544294194,0.0939393939393939,0.363806184012066,0.213858344400177,0.220868693350445,0.188021978021978,0.145714285714286,-0.56614314656456,-0.543308591992803,0.184548784548785,0.587322182053732,0.587322182053732,-0.343883517104891,0.591875263473624,-0.599456666140877,0.388645066187439,0.350824553366926,0.350824553366926,0.350824553366926,0.332428581031122,0.387414075546992,0.298635477582846,0.363105775151735,-0.0333333333333333,-0.0666666666666667,0.257894736842105,0.334005246051206,0.300202429149798,0.257894736842105,0.2,-0.141913807585449,0.2,0.1,0.366307387744427,0.316342334064154,-0.337543133195307
"LIV1",0.416279579911867,0.434462813410388,0.397278697886922,0.349705882352941,0.284705882352941,0.27,0.314444444444444,0.329832317073171,0.411154970760234,0.0928632322494215,0.360277777777778,0.100598766676748,0.0875218435998252,0.163386200223486,0.104761904761905,0.138095238095238,0.16515406162465,0.122510822510823,0.0761904761904762,-0.493572544294194,0.0939393939393939,0.363806184012066,0.213858344400177,0.220868693350445,0.188021978021978,0.145714285714286,-0.56614314656456,-0.543308591992803,0.184548784548785,0.587322182053732,0.587322182053732,-0.343883517104891,0.591875263473624,-0.599456666140877,0.388645066187439,0.350824553366926,0.350824553366926,0.350824553366926,0.332428581031122,0.387414075546992,0.298635477582846,0.363105775151735,-0.0333333333333333,-0.0666666666666667,0.257894736842105,0.334005246051206,0.300202429149798,0.257894736842105,0.2,-0.141913807585449,0.2,0.1,0.366307387744427,0.316342334064154,-0.337543133195307
"EGR1",0.416279579911867,0.434462813410388,0.397278697886922,0.349705882352941,0.284705882352941,0.27,0.314444444444444,0.329832317073171,0.411154970760234,0.0928632322494215,0.360277777777778,0.100598766676748,0.0875218435998252,0.163386200223486,0.104761904761905,0.138095238095238,0.16515406162465,0.122510822510823,0.0761904761904762,-0.493572544294194,0.0939393939393939,0.363806184012066,0.213858344400177,0.220868693350445,0.188021978021978,0.145714285714286,-0.56614314656456,-0.543308591992803,0.184548784548785,0.587322182053732,0.587322182053732,-0.343883517104891,0.591875263473624,-0.599456666140877,0.388645066187439,0.350824553366926,0.350824553366926,0.350824553366926,0.332428581031122,0.387414075546992,0.298635477582846,0.363105775151735,-0.0333333333333333,-0.0666666666666667,0.257894736842105,0.334005246051206,0.300202429149798,0.257894736842105,0.2,-0.141913807585449,0.2,0.1,0.366307387744427,0.316342334064154,-0.337543133195307
"TGFR",0.567149294373791,0.586555371114606,0.538250286368843,0.583611111111111,0.5225,0.376190476190476,0.420634920634921,0.466309101654846,0.502686202686203,0.246811049005721,0.464224664224664,0.236612935087511,0.22507447354905,0.282102339745652,0.312179487179487,0.332179487179487,0.36129341123012,0.224713804713805,0.258333333333333,-0.580059218827335,0.198787878787879,0.499030469040953,0.334033415327011,0.414921900963775,0.372549019607843,0.331372549019608,-0.664586811320126,-0.553366662577189,0.206386554621849,0.600483314952741,0.600483314952741,-0.387212910572578,0.567485618995196,-0.608734220485813,0.430627201661684,0.384701275735758,0.384701275735758,0.384701275735758,0.404629928894635,0.478329745590104,0.356730769230769,0.445700637608883,-0.233333333333333,-0.153333333333333,0.2875,0.405006631299735,0.356730769230769,0.2875,0.2,-0.254713804713805,0.2,0.1,0.425097402597403,0.158746962334112,-0.441638995651075
"ZEB1",0.458518019718664,0.488692347079444,0.453638583638584,0.411880341880342,0.361111111111111,0.216666666666667,0.275,0.3405718942777,0.358621495327103,0.184066095195127,0.3175,0.177598781440471,0.165878083186107,0.264395303693319,0.217777777777778,0.246591337099812,0.278922164167481,0.217248062015504,0.173333333333333,-0.646613615333959,0.191666666666667,0.464785954621673,0.325281385281385,0.354409672830725,0.320175438596491,0.283333333333333,-0.658452179738469,-0.550372699331817,0.285678431372549,0.60138508834161,0.60138508834161,-0.377531539332969,0.523337376492383,-0.620298503113807,0.445496632320669,0.414523180993235,0.414523180993235,0.414523180993235,0.444859584859585,0.489605438582314,0.415494505494505,0.468607758767929,-0.133333333333333,-0.158333333333333,0.379230769230769,0.443062587428365,0.41374531835206,0.376666666666667,0.329230769230769,-0.243021257891793,0.326666666666667,0.26,0.475517755758816,0.388440965001033,-0.327857311557752
"Csl",0.440588953901758,0.462230233002292,0.425866596638655,0.378991596638655,0.314285714285714,0.28,0.336521739130435,0.349238329238329,0.439064112011791,0.200476967398654,0.389064112011791,0.108190817545656,0.0933521078682369,0.183151978007021,0.120833333333333,0.157675438596491,0.187864117841774,0.138556067588326,0.0833333333333333,-0.583869741888406,0.10952380952381,0.397673008265271,0.235163912310416,0.247084249084249,0.213369963369963,0.17051282051282,-0.677168808184545,-0.55255945875618,0.226388888888889,0.601864254047374,0.601864254047374,-0.338694016635193,0.576530814006458,-0.613510280569104,0.383740693587648,0.347991901317117,0.347991901317117,0.347991901317117,0.402286233530214,0.454923934926411,0.370028169014084,0.431239724400095,-0.0333333333333333,-0.0761904761904762,0.332,0.403370871941079,0.371130434782609,0.332,0.28,-0.160075054930098,0.28,0.2,0.438646684261237,0.386212281040893,-0.355383430129193
"SMAD",0.485566511696056,0.505872235872236,0.467297297297297,0.42,0.36,0.309523809523809,0.355677655677656,0.383267332165637,0.45471859135017,0.224426807760141,0.405010989010989,0.114098116486176,0.201125143513203,0.28739414979933,0.226315789473684,0.261098398169336,0.29443173150267,0.239253539253539,0.2,-0.59545338761199,0.20952380952381,0.425991548134405,0.339465459864445,0.352073596561912,0.315799086757991,0.273333333333333,-0.688602222150609,-0.568921789192169,0.239066119864738,0.617914323633791,0.617914323633791,-0.355504811037806,0.588330546306871,-0.628227105296071,0.46141683695957,0.424821092278719,0.424821092278719,0.424821092278719,0.41291876107042,0.467692755003806,0.377373737373737,0.443218178732619,-0.15,-0.176190476190476,0.337373737373737,0.413976301476301,0.378399378399378,0.337373737373737,0.281818181818182,-0.264785454147156,0.281818181818182,0.2,0.446388518256068,0.25045010229071,-0.377613999243893
"SNAI1",0.446684985317272,0.465534726571853,0.434462813410388,0.397278697886922,0.349705882352941,0.314444444444444,0.360277777777778,0.255837045205558,0.449250208855472,0.108877467124866,0.411154970760234,0.111307665620941,0.100598766676748,0.18388002738398,0.138095238095238,0.16515406162465,0.19378842285813,0.141913807585449,0.104761904761905,-0.527107897829547,0.122510822510823,0.392457869405325,0.236428877315538,0.251491999583508,0.220868693350445,0.188021978021978,-0.602906106596218,-0.579430264996605,0.208686715583267,0.621275670425825,0.621275670425825,-0.36681759324231,0.622416439944212,-0.634793204602415,0.418518191908316,0.388645066187439,0.388645066187439,0.388645066187439,0.361595247697789,0.407384045516962,0.332428581031122,0.387414075546992,-0.0761904761904762,-0.0939393939393939,0.298635477582846,0.363105775151735,0.334005246051206,0.300202429149798,0.257894736842105,-0.163386200223486,0.257894736842105,0.2,0.399751647311815,0.332761411468376,-0.367977915804003
"GLI",0.484922322350512,0.603716863431932,0.563472960992908,0.515035460992908,0.453333333333333,0.398412698412698,0.44578111946533,0.392487616136623,0.535427584111795,0.149497599175019,0.488205361889572,0.152870889356545,0.140995889356545,0.307501533226502,0.162745098039216,0.190017825311943,0.220787056081174,0.259047619047619,0.133333333333333,-0.513713973551815,0.233333333333333,0.414679723139846,0.254577000182249,0.273009599096556,0.236363636363636,0.196969696969697,-0.589795960845827,-0.580651293786305,0.20530303030303,0.626710191348625,0.626710191348625,-0.427493174484984,0.611994252210015,-0.637675234413014,0.47190765082575,0.432233737782272,0.432233737782272,0.432233737782272,0.349126559714795,0.410196300646978,0.41030303030303,0.383260273710951,-0.0833333333333333,-0.2,0.363636363636364,0.349926940377618,0.311004784688995,0.263636363636364,0.3,-0.284348823866896,0.2,0.1,0.377615870786517,0.250593147612464,-0.393981271995978
