"","FOXC2","TGF","TGFR","CDC42","PAK1","MEK","SNAI1","ERK","cfos","EGR1","HEY1","SMAD","ILK","SHH","TWIST1","AKT","IKK","NFB","SMO","FUS","Jagged","Csn","NOTCH","NOTCHic","Csl","SOSGRB2","ZEB2","ZEB1","SNAI2","KLF4","cateninmemb","RAS","RAF","PI3K","DELTA","Ecadherin","GSK3","miR200","cateninnuc","TCFLEF","GLI","Wnt","CD44","cMet","Frizzled","SRC","DSH","STAT","AXIN2","TrCP","SUFU","LIV1","Destcompl","Patched","RKIP"
"MEK",0.28992799165213,0.324880148389255,0.296412995104584,0.258095238095238,0.22,0.155822939594033,0.160363209928938,0.219156272927366,0.187241379310345,0.17,0.163218245169465,0.164474188384406,0.156725110893631,0.227544412300439,0.374227863639628,0.185580595874714,0.156168831168831,0.110714285714286,0.184,0.14,0.279035339538693,0.0857142857142857,0.247638087784073,0.21041181041181,0.156565656565657,0.0880634920634921,0.365955318712851,0.365955318712851,0.655417158581397,-0.344476327116212,-0.507775432739565,0.129801864801865,0.0945637695637696,0.0945637695637696,0.0945637695637696,-0.568937365789741,-0.192145530443403,-0.377406548990686,0.396925121847643,0.376479025193368,0.352867132867133,0.32,0.351288185498712,0.318421052631579,0.27,0.268421052631579,0.2,0.2,0.379613791006196,-0.1,-0.1,0.1,0.0423733795998244,-0.208590163934426,-0.199012236473537
"ERK",0.305141666865805,0.343561467070574,0.324880148389255,0.296412995104584,0.258095238095238,0.182285335137208,0.172168765484494,0.155822939594033,0.219156272927366,0.187241379310345,0.173798449947622,0.172984826682278,0.164474188384406,0.243969533073386,0.392397073070974,0.210351238076548,0.185580595874714,0.156168831168831,0.208590163934426,0.184,0.29710762869532,0.110714285714286,0.275615927119253,0.247638087784073,0.21041181041181,0.113306210510094,0.380286027374268,0.380286027374268,0.680755301052091,-0.360755396883654,-0.534914347182987,0.157194604075792,0.129801864801865,0.129801864801865,0.129801864801865,-0.595061636301242,-0.213308109916609,-0.392602627422058,0.41296678851431,0.396925121847643,0.377679162942321,0.352867132867133,0.376479025193368,0.351288185498712,0.32,0.318421052631579,0.27,0.268421052631579,0.410995904827334,-0.0857142857142857,-0.14,0.2,0.0569919440492795,-0.227544412300439,-0.210989952350974
"SOSGRB2",0.346300366300366,0.372214168809914,0.336043956043956,0.301428571428571,0.271428571428571,0.353340353340353,0.298069651741294,0.323037323037323,0.30952380952381,0.276190476190476,0.261647727272727,0.259196932100158,0.252903225806452,0.298701026608003,0.385797101449275,0.338011695906433,0.304678362573099,0.288888888888889,0.233333333333333,0.2,0.357215265481102,0.3,0.394031320791884,0.347552447552448,0.309090909090909,-0.0272222222222222,0.380714285714286,0.380714285714286,0.64444151907795,-0.355,-0.493212472212472,0.333311603650587,0.285875706214689,0.285875706214689,0.285875706214689,-0.55718499041342,-0.31585308255715,-0.393016978228512,0.399689084711946,0.370434782608696,0.331521739130435,0.275,0.330434782608696,0.273913043478261,0.2,0.2,0.1,0.1,0.345606435643564,-0.2,-0.2,0,-0.0356106235300866,-0.268468468468469,-0.350913742690058
"Csn",0.197543675760626,0.233659103218823,0.217668649758202,0.18561736770692,0.136363636363636,0.218422619047619,0.0762700997280789,0.192380952380952,0.152121212121212,0.106666666666667,0.0742109634551495,0.0785488085923986,0.0674948240165631,0.138577167001281,0.258574879227053,0.205766666666667,0.184166666666667,0.155,0.108513708513709,0.0873015873015873,0.185808952020647,0.105,0.263672438672439,0.238672438672439,0.201010101010101,0.162815634728468,0.382618693134822,0.382618693134822,0.431732723912943,-0.362496588378941,-0.433696954272207,0.236534558013078,0.209087341122483,0.209087341122483,0.209087341122483,-0.495492973352425,-0.148587859727798,-0.392716784629417,0.413328332902039,0.395709571627234,0.373402116219735,0.348511286525412,0.373844619858745,0.348511286525412,0.318390804597701,0.318390804597701,0.266666666666667,0.266666666666667,0.406503186968839,-0.18,-0.0428571428571429,0.2,0.0490148943148113,-0.124642740771773,-0.109516509562767
"RAS",0.326825396825397,0.351986022131625,0.309411764705882,0.28,0.26,0.311805985552116,0.255703048180924,0.286315789473684,0.26,0.26,0.161857707509881,0.158750773036487,0.156709956709957,0.192870056497175,0.361603927986907,0.212222222222222,0.173333333333333,0.166666666666667,0.116666666666667,0.1,0.258624088310664,0.2,0.277259185700099,0.226315789473684,0.2,0.0125541125541125,0.383387334315169,0.383387334315169,0.57561180485554,-0.351428571428571,-0.399688480372614,0.153717948717949,0.205641025641026,0.205641025641026,0.205641025641026,-0.466253624857936,-0.216989664082687,-0.394215384615385,0.409456219926248,0.37971117743333,0.338970588235294,0.276470588235294,0.338172715894869,0.276470588235294,0.2,0.2,0.1,0.1,0.349934123847167,-0.2,-0.1,0,-0.0340659026705538,-0.160666666666667,-0.369528301886792
"NFB",0.461810938065918,0.510032016366194,0.477753535353535,0.435353535353535,0.394444444444444,0.270203548085901,0.190789113907382,0.226412698412698,0.170857142857143,0.142857142857143,0.196225858764558,0.193101436072975,0.183807755775578,0.279830740586869,0.517446311858077,0.358820248820249,0.321042471042471,0.264285714285714,0.228148148148148,0.18,0.31187373999582,0.314285714285714,0.403560024205185,0.362914862914863,0.307359307359307,0.322324192835029,0.384487540690807,0.384487540690807,0.689735173647734,-0.3503663003663,-0.599913634804941,0.414429501224737,0.380598655453593,0.380598655453593,0.380598655453593,-0.699716727042041,-0.251564318034906,-0.392883764949967,0.456593612001818,0.435024984550837,0.408823585902238,0.376239316239316,0.408442706069825,0.376239316239316,0.331623931623932,0.331623931623932,0.277777777777778,0.277777777777778,0.442811550151976,-0.3,-0.12,0.2,0.157584788598053,-0.2557343550447,-0.212491242819112
"CD44",0.385,0.377777777777778,0.35,0.3,0.2,0.415,0.374455077086656,0.385,0.325,0.3,0.204093567251462,0.197619047619048,0.183333333333333,0.177272727272727,0.357655677655678,0.26,0.266666666666667,0.2,0.15,0.1,0.188531468531469,0.2,0.24812030075188,0.242857142857143,0.2,-0.00238095238095239,0.425396825396825,0.425396825396825,0.439156399156399,-0.277777777777778,-0.144450549450549,0.203809523809524,0.166666666666667,0.166666666666667,0.166666666666667,-0.284432200629682,-0.223809523809524,-0.435335968379447,0.132277877161598,0.0861240310077519,0.0233333333333333,-0.05,0.0233333333333333,0.05,-0.1,0,0,0.1,-0.02,-0.1,-0.1,0.1,-0.159085452362763,-0.15,-0.431111111111111
"Jagged",0.292857142857143,0.315555555555556,0.255555555555556,0.2,0.2,0.286666666666667,0.183333333333333,0.22,0.2,0.1,0.166666666666667,0.0714285714285714,0.0666666666666667,0.121794871794872,0.277,0.0888888888888889,0.0333333333333333,0,0.0333333333333333,0,0.166493506493506,0,0.231428571428571,0.16,0.1,0.12,0.444685990338164,0.444685990338164,0.43868778280543,-0.405555555555556,-0.431991951710262,0.252727272727273,0.18,0.18,0.18,-0.509017543859649,-0.23639846743295,-0.458787878787879,0.350949050949051,0.314685314685315,0.269230769230769,0.2,0.269230769230769,0.2,0.1,0.1,0,0,0.28,0,0,0,0.300540540540541,-0.0833333333333333,-0.205128205128205
"DELTA",0.292857142857143,0.315555555555556,0.255555555555556,0.2,0.2,0.286666666666667,0.183333333333333,0.22,0.2,0.1,0.166666666666667,0.0714285714285714,0.0666666666666667,0.121794871794872,0.277,0.0888888888888889,0.0333333333333333,0,0.0333333333333333,0,0.166493506493506,0,0.231428571428571,0.16,0.1,0.12,0.444685990338164,0.444685990338164,0.43868778280543,-0.405555555555556,-0.431991951710262,0.252727272727273,0.18,0.18,0.18,-0.509017543859649,-0.23639846743295,-0.458787878787879,0.350949050949051,0.314685314685315,0.269230769230769,0.2,0.269230769230769,0.2,0.1,0.1,0,0,0.28,0,0,0,0.300540540540541,-0.0833333333333333,-0.205128205128205
"STAT",0.227965916837083,0.21960610105633,0.211393540669856,0.190340909090909,0.159090909090909,0.2235926628716,0.149159872385679,0.211764705882353,0.2,0.2,0.0613333333333333,0.0701593647620634,0.0644122383252818,0.0645925087466557,0.0842686881667391,0.0427602905569007,0.0342857142857143,0.02,0.045,0.025,0.0696647794126213,0,0.0330241149201743,0.0204027556968733,-0.00392156862745098,0.00139573070607554,0.457495069033531,0.457495069033531,0.110108681698887,-0.349376114081996,-0.0702919704872642,-0.0292692091650926,-0.044194582299421,-0.044194582299421,-0.044194582299421,-0.214521753968847,0.0414775255896751,-0.475597026679153,0.037956547914277,0.0266335443385917,0.0128246753246753,-0.00146103896103896,0.0130688755688756,-0.00146103896103896,-0.0196428571428571,-0.0196428571428571,-0.0571428571428571,-0.0571428571428571,-0.0420599008834303,0,0,0,-0.0614569933223443,-0.0566279069767442,-0.184607464607465
"cMet",0.409050632911392,0.409692671394799,0.377777777777778,0.35,0.3,0.424090909090909,0.388014399120554,0.415,0.385,0.325,0.21781905744754,0.21034632034632,0.197619047619048,0.205397727272727,0.394734329341071,0.2725,0.26,0.266666666666667,0.15,0.15,0.225487990270599,0.2,0.280035194368901,0.24812030075188,0.242857142857143,0.0109523809523809,0.460750360750361,0.460750360750361,0.489521362660049,-0.325396825396825,-0.197475460482578,0.245318957771788,0.203809523809524,0.203809523809524,0.203809523809524,-0.334050521240369,-0.259293394777266,-0.471273468379447,0.166741153997756,0.132277877161598,0.086969696969697,0.0233333333333333,0.0861240310077519,0.0233333333333333,-0.05,0.05,-0.1,0,0.0419047619047619,-0.2,-0.1,0.1,-0.127328695606007,-0.177272727272727,-0.453333333333333
"NOTCH",0.327551020408163,0.357491039426523,0.315555555555556,0.255555555555556,0.2,0.336666666666667,0.197179487179487,0.286666666666667,0.22,0.2,0.171014492753623,0.0814285714285714,0.0714285714285714,0.151206636500754,0.309203389830508,0.133333333333333,0.0888888888888889,0.0333333333333333,0.0833333333333333,0.0333333333333333,0.196123136123136,0,0.186267281105991,0.231428571428571,0.16,0.167368421052632,0.478019323671498,0.478019323671498,0.485777729895377,-0.444685990338164,-0.48173017160555,0.303451910408432,0.252727272727273,0.252727272727273,0.252727272727273,-0.559823995472552,-0.277307558342041,-0.49021645021645,0.38156129584701,0.350949050949051,0.314685314685315,0.269230769230769,0.314685314685315,0.269230769230769,0.2,0.2,0.1,0.1,0.338490566037736,0,0,0,0.329512503157363,-0.121794871794872,-0.22236958443855
"SRC",0.419878618113912,0.410541125541126,0.386904761904762,0.358333333333333,0.333333333333333,0.344253859348199,0.305881205033239,0.327272727272727,0.327272727272727,0.3,0.126804038397881,0.11573613086771,0.109429824561404,0.0953812636165577,0.265270935960591,0.168803418803419,0.157692307692308,0.15,0.0533333333333333,0.0333333333333333,0.110475770406963,0.15,0.168809523809524,0.143809523809524,0.12,0.0142857142857143,0.493179095537586,0.493179095537586,0.209931427622992,-0.370090439276486,-0.113553360275408,0.219246027231008,0.191973299958281,0.191973299958281,0.191973299958281,-0.279941501853267,-0.152380952380952,-0.506084028692724,0.0841752337096481,0.0624750099960016,0.0344262295081967,0,0.0344262295081967,0,-0.05,-0.05,-0.1,0,-0.0271686004505079,-0.1,-0.0333333333333333,0,-0.0790687211339385,-0.0718518518518519,-0.414727924405344
"NOTCHic",0.350131665569454,0.38487957445837,0.357491039426523,0.315555555555556,0.255555555555556,0.379523809523809,0.213581603581604,0.336666666666667,0.286666666666667,0.22,0.184860646599777,0.0950976361767729,0.0814285714285714,0.173787281662044,0.336247414987741,0.172868217054264,0.133333333333333,0.0888888888888889,0.121794871794872,0.0833333333333333,0.221950950692673,0.0333333333333333,0.228372544263885,0.186267281105991,0.231428571428571,0.212822966507177,0.50098228663446,0.50098228663446,0.523252679795177,-0.473257418909593,-0.5225009626806,0.344338609915821,0.303451910408432,0.303451910408432,0.303451910408432,-0.599180810173931,-0.308712517019727,-0.516228010910092,0.405836105007315,0.38156129584701,0.350169185653057,0.314685314685315,0.350949050949051,0.314685314685315,0.269230769230769,0.269230769230769,0.2,0.2,0.38293501048218,0,-0.0333333333333333,0.1,0.351512503157363,-0.151206636500754,-0.24067944359348
"cfos",0.344764637562342,0.377132671250318,0.349859943977591,0.304761904761905,0.242857142857143,0.366809137803979,0.215536193764042,0.327826086956522,0.28,0.32,0.0813593203398301,0.0917392046424304,0.0788359788359788,0.159543721909313,0.324034632034632,0.157675438596491,0.120833333333333,0.0833333333333333,0.10952380952381,0.0761904761904762,0.208611111111111,0.0333333333333333,0.212051282051282,0.17051282051282,0.116666666666667,0.1875,0.506835389523041,0.506835389523041,0.531673144373874,-0.480412698412698,-0.526745059559397,0.344785854721292,0.303322440087146,0.303322440087146,0.303322440087146,-0.593156839181069,-0.310213744588745,-0.52225193107546,0.423224709858373,0.397669154302818,0.364990253411306,0.328148148148148,0.365985985985986,0.328148148148148,0.28,0.28,0.2,0.2,0.39512315270936,0,-0.0333333333333333,0.1,0.364715211264676,-0.138556067588326,-0.244172494172494
"CDC42",0.344764637562342,0.377132671250318,0.349859943977591,0.304761904761905,0.342857142857143,0.366809137803979,0.215536193764042,0.327826086956522,0.28,0.22,0.0813593203398301,0.0917392046424304,0.0788359788359788,0.159543721909313,0.324034632034632,0.157675438596491,0.120833333333333,0.0833333333333333,0.10952380952381,0.0761904761904762,0.208611111111111,0.0333333333333333,0.212051282051282,0.17051282051282,0.116666666666667,0.1875,0.506835389523041,0.506835389523041,0.531673144373874,-0.480412698412698,-0.526745059559397,0.344785854721292,0.303322440087146,0.303322440087146,0.303322440087146,-0.593156839181069,-0.310213744588745,-0.52225193107546,0.423224709858373,0.397669154302818,0.364990253411306,0.328148148148148,0.365985985985986,0.328148148148148,0.28,0.28,0.2,0.2,0.39512315270936,0,-0.0333333333333333,0.1,0.364715211264676,-0.138556067588326,-0.244172494172494
"ZEB1",0.371251762299976,0.418044781718018,0.395210136048727,0.367291354322839,0.32816091954023,0.318276237367194,0.205980979348526,0.286117647058824,0.252,0.2,0.178849777165839,0.169498950156077,0.159883565540693,0.266208426107421,0.413522372380168,0.283277866798143,0.251849295369572,0.220701754385965,0.223106060606061,0.195833333333333,0.32811523863347,0.173333333333333,0.359896086533787,0.326838235294118,0.289583333333333,0.273723196881092,0.510029322765896,0.510029322765896,0.511898230319702,-0.479646205915927,-0.623392080690126,0.447598121025788,0.418464262758071,0.418464262758071,0.418464262758071,-0.607254668065053,-0.382550331938841,-0.529674125707853,0.482853704157548,0.465730416486316,0.445512567224913,0.419052086125257,0.443921905848018,0.417533016959129,0.384436701509872,0.38223889931207,0.338095238095238,0.335897435897436,0.476251092891011,-0.133333333333333,-0.158333333333333,0.266666666666667,0.394192545027827,-0.246635472370766,-0.217936814958092
"Csl",0.371396033385545,0.409142613007123,0.38487957445837,0.357491039426523,0.315555555555556,0.41648033126294,0.229391880261445,0.379523809523809,0.336666666666667,0.286666666666667,0.20381489496579,0.106208747287884,0.0950976361767729,0.196201074765493,0.361303848396319,0.204651162790698,0.172868217054264,0.133333333333333,0.151206636500754,0.121794871794872,0.246430117359339,0.0888888888888889,0.262008907900249,0.228372544263885,0.186267281105991,0.234774186019372,0.521976761772582,0.521976761772582,0.553304879646034,-0.491828847481021,-0.554305244026166,0.377426845209939,0.344338609915821,0.344338609915821,0.344338609915821,-0.630924996220442,-0.333602060465972,-0.536489448818589,0.424532502948996,0.405836105007315,0.380814346943379,0.350169185653057,0.38156129584701,0.350949050949051,0.314685314685315,0.314685314685315,0.269230769230769,0.269230769230769,0.41866765829709,-0.0333333333333333,-0.0833333333333333,0.2,0.368514331310928,-0.173787281662044,-0.26141677078242
"PAK1",0.365454292734756,0.401176387097313,0.377132671250318,0.349859943977591,0.304761904761905,0.404142471137313,0.230571993286715,0.366809137803979,0.327826086956522,0.28,0.0990063791633595,0.102706946577914,0.0917392046424304,0.181543721909313,0.349034632034632,0.187305068226121,0.157675438596491,0.120833333333333,0.138556067588326,0.10952380952381,0.233150988411725,0.0833333333333333,0.245018315018315,0.212051282051282,0.17051282051282,0.212252475247525,0.527735711066449,0.527735711066449,0.562776218514923,-0.500084829560239,-0.55971209252643,0.379331309266747,0.344785854721292,0.344785854721292,0.344785854721292,-0.625336769976917,-0.336031926406926,-0.542556499603379,0.442810916754925,0.423224709858373,0.396697570484477,0.364990253411306,0.397669154302818,0.365985985985986,0.328148148148148,0.328148148148148,0.28,0.28,0.432230070948353,-0.0333333333333333,-0.0761904761904762,0.2,0.382910699986481,-0.159543721909313,-0.26350951074708
"LIV1",0.365454292734756,0.401176387097313,0.377132671250318,0.349859943977591,0.304761904761905,0.404142471137313,0.230571993286715,0.366809137803979,0.327826086956522,0.28,0.0990063791633595,0.102706946577914,0.0917392046424304,0.181543721909313,0.349034632034632,0.187305068226121,0.157675438596491,0.120833333333333,0.138556067588326,0.10952380952381,0.233150988411725,0.0833333333333333,0.245018315018315,0.212051282051282,0.17051282051282,0.212252475247525,0.527735711066449,0.527735711066449,0.562776218514923,-0.500084829560239,-0.55971209252643,0.379331309266747,0.344785854721292,0.344785854721292,0.344785854721292,-0.625336769976917,-0.336031926406926,-0.542556499603379,0.442810916754925,0.423224709858373,0.396697570484477,0.364990253411306,0.397669154302818,0.365985985985986,0.328148148148148,0.328148148148148,0.28,0.28,0.432230070948353,-0.0333333333333333,-0.0761904761904762,0.2,0.382910699986481,-0.159543721909313,-0.26350951074708
"EGR1",0.365454292734756,0.401176387097313,0.377132671250318,0.349859943977591,0.304761904761905,0.404142471137313,0.230571993286715,0.366809137803979,0.327826086956522,0.28,0.0990063791633595,0.102706946577914,0.0917392046424304,0.181543721909313,0.349034632034632,0.187305068226121,0.157675438596491,0.120833333333333,0.138556067588326,0.10952380952381,0.233150988411725,0.0833333333333333,0.245018315018315,0.212051282051282,0.17051282051282,0.212252475247525,0.527735711066449,0.527735711066449,0.562776218514923,-0.500084829560239,-0.55971209252643,0.379331309266747,0.344785854721292,0.344785854721292,0.344785854721292,-0.625336769976917,-0.336031926406926,-0.542556499603379,0.442810916754925,0.423224709858373,0.396697570484477,0.364990253411306,0.397669154302818,0.365985985985986,0.328148148148148,0.328148148148148,0.28,0.28,0.432230070948353,-0.0333333333333333,-0.0761904761904762,0.2,0.382910699986481,-0.159543721909313,-0.26350951074708
"TGF",0.503680124223602,0.524880952380952,0.583809523809524,0.526666666666667,0.46,0.46578111946533,0.369434202161475,0.423558897243108,0.376190476190476,0.333333333333333,0.231850419084462,0.22603128054741,0.211515151515151,0.265617816091954,0.442222222222222,0.341791979949875,0.315476190476191,0.258333333333333,0.203333333333333,0.153333333333333,0.319691948944526,0.233333333333333,0.38816091954023,0.343333333333333,0.273333333333333,0.181578947368421,0.534736379816471,0.534736379816471,0.509612450411962,-0.498372743452835,-0.513035435375452,0.397619047619048,0.34047619047619,0.34047619047619,0.34047619047619,-0.589940595511948,-0.375373528406796,-0.545110253730943,0.426115825584545,0.388316782522344,0.342264150943396,0.28,0.342264150943396,0.28,0.2,0.2,0.1,0.1,0.356084656084656,-0.2,-0.133333333333333,0,0.180510097044069,-0.234367816091954,-0.371428571428571
"SMAD",0.415307453720572,0.450355873360307,0.423662646268673,0.395171026156942,0.357142857142857,0.433256081877612,0.268929265626846,0.395756081877612,0.356221198156682,0.314285714285714,0.226781968002532,0.111678549760742,0.202154740236932,0.30011541784614,0.381572611106102,0.31081045751634,0.276143790849673,0.238888888888889,0.250833333333333,0.220833333333333,0.352158497416562,0.205555555555556,0.365703338806787,0.329195402298851,0.286666666666667,0.241045548654244,0.542230118452957,0.542230118452957,0.565680335777021,-0.512247508454279,-0.566414546457465,0.461451721801526,0.427241195485737,0.427241195485737,0.427241195485737,-0.64263317554598,-0.371710589605326,-0.555444223734627,0.438561188660342,0.419108301122349,0.392983635069966,0.35989010989011,0.39373516679399,0.360644257703081,0.321428571428571,0.321428571428571,0.271428571428571,0.271428571428571,0.427774548971333,-0.15,-0.183333333333333,0.2,0.278647507542691,-0.277438837920489,-0.288776736160686
"SNAI1",0.385149337207437,0.423353806452152,0.401176387097313,0.377132671250318,0.349859943977591,0.432842022706819,0.143561317130131,0.404142471137313,0.366809137803979,0.327826086956522,0.113292093449074,0.10996401914864,0.102706946577914,0.200767022880187,0.370265401265401,0.216471734892788,0.187305068226121,0.157675438596491,0.159543721909313,0.138556067588326,0.253386282529372,0.120833333333333,0.275222396650968,0.245018315018315,0.212051282051282,0.227724173360732,0.545324886958208,0.545324886958208,0.587684029443518,-0.517841838906034,-0.585584285963391,0.405439683650983,0.379331309266747,0.379331309266747,0.379331309266747,-0.652183804316147,-0.356427966010887,-0.561096365117308,0.457937401008926,0.442810916754925,0.422474535749559,0.396697570484477,0.423224709858373,0.397669154302818,0.364990253411306,0.365985985985986,0.328148148148148,0.328148148148148,0.462066900785183,-0.0833333333333333,-0.10952380952381,0.28,0.396671664898761,-0.181543721909313,-0.281501142546243
"TGFR",0.52944431636334,0.55750506585613,0.524880952380952,0.583809523809524,0.526666666666667,0.500027694807796,0.38742830245646,0.46578111946533,0.423558897243108,0.376190476190476,0.248268329532223,0.237775052789402,0.22603128054741,0.294431375413988,0.473894820086991,0.374350119484758,0.341791979949875,0.315476190476191,0.234367816091954,0.203333333333333,0.351576006915541,0.258333333333333,0.432045811626561,0.38816091954023,0.343333333333333,0.219850552306693,0.562283549627792,0.562283549627792,0.55451985781937,-0.532301314881406,-0.560610493112172,0.443233082706767,0.397619047619048,0.397619047619048,0.397619047619048,-0.635255757351812,-0.410825851145183,-0.57355600153153,0.45507951026125,0.426115825584545,0.388070602556299,0.342264150943396,0.388316782522344,0.342264150943396,0.28,0.28,0.2,0.2,0.410591093852896,-0.233333333333333,-0.153333333333333,0.1,0.207727838979552,-0.265617816091954,-0.39
