"","FOXC2","TGF","TGFR","CDC42","PAK1","MEK","SNAI1","ERK","HEY1","SMAD","ILK","SHH","AKT","TWIST1","IKK","NFB","SMO","FUS","Jagged","Csn","NOTCH","NOTCHic","Csl","SOSGRB2","KLF4","SNAI2","ZEB2","ZEB1","cateninmemb","RAS","RAF","PI3K","DELTA","Ecadherin","GSK3","miR200","cateninnuc","GLI","TCFLEF","Wnt","CD44","cMet","Frizzled","SRC","DSH","STAT","AXIN2","TrCP","SUFU","LIV1","Destcompl","Patched","cfos","EGR1","RKIP"
"IKK",0.497806637806638,0.529191919191919,0.469191919191919,0.405555555555556,0.35,0.252190476190476,0.287454057110546,0.178857142857143,0.181940144478844,0.18578795379538,0.172916666666667,0.2557343550447,0.321042471042471,0.532941176470588,0.264285714285714,0.314285714285714,0.18,0.12,0.287413308341143,0.3,0.362914862914863,0.307359307359307,0.245454545454545,0.301890756302521,-0.363369963369963,0.660347091652491,0.425418546365915,0.425418546365915,-0.569256032607988,0.380598655453593,0.334119782214156,0.334119782214156,0.334119782214156,-0.682863893582049,-0.224505494505495,-0.428840579710145,0.439530455479823,0.376239316239316,0.40957264957265,0.331623931623932,0.376239316239316,0.331623931623932,0.277777777777778,0.277777777777778,0.2,0.2,0.403095238095238,-0.2,-0.1,0.1,0.139265491747074,-0.228148148148148,-0.142857142857143,-0.1,-0.277322404371585
"Csn",0.247118633197166,0.274493260453079,0.248956267612984,0.206648575305292,0.145454545454545,0.241555735930736,0.15564468755626,0.209264069264069,0.0753737541528239,0.0823617387046469,0.0687370600414079,0.139396839132429,0.205766666666667,0.291089294062646,0.184166666666667,0.155,0.108513708513709,0.0873015873015873,0.186845221450699,0.105,0.263672438672439,0.238672438672439,0.201010101010101,0.171982013144241,-0.395959204194498,0.43786010247604,0.431601323407775,0.431601323407775,-0.44189458001581,0.237302312331696,0.209087341122483,0.209087341122483,0.209087341122483,-0.514741767019108,-0.149229914302437,-0.439382170301768,0.419474640201463,0.37427547866515,0.398849264374644,0.348511286525412,0.374733508747634,0.348511286525412,0.318390804597701,0.318390804597701,0.266666666666667,0.266666666666667,0.407069759206799,-0.18,-0.0428571428571429,0.2,0.0504276184258625,-0.124642740771773,-0.161212121212121,-0.106666666666667,-0.172799853636691
"STAT",0.214226312201772,0.208166909368282,0.192224880382775,0.165909090909091,0.140909090909091,0.205743200506009,0.140914545747897,0.191764705882353,0.0586666666666667,0.0649619634627131,0.0615136876006441,0.0628225972422309,0.0427602905569007,0.0776277445692738,0.0342857142857143,0.02,0.045,0.025,0.0675142417782127,0,0.0330241149201743,0.0204027556968733,-0.00392156862745098,-0.0069376026272578,-0.323786888492771,0.104685579298582,0.438721534875381,0.438721534875381,-0.0625450219421262,-0.0307617464785255,-0.044194582299421,-0.044194582299421,-0.044194582299421,-0.204239491497901,0.0427236315086783,-0.45428842702193,0.0322932127630055,0.0111440030557678,0.0224004833231963,-0.00146103896103896,0.0113594738594739,-0.00146103896103896,-0.0196428571428571,-0.0196428571428571,-0.0571428571428571,-0.0571428571428571,-0.0431294196000078,0,0,0,-0.0634173280695643,-0.0566279069767442,-0.18,-0.2,-0.165834942084942
"SRC",0.386209150326797,0.381471861471861,0.352380952380952,0.333333333333333,0.333333333333333,0.322031637125977,0.275770229345254,0.305050505050505,0.126804038397881,0.112132527264106,0.109429824561404,0.0953812636165577,0.168803418803419,0.243776683087028,0.157692307692308,0.15,0.0533333333333333,0.0333333333333333,0.110475770406963,0.15,0.168809523809524,0.143809523809524,0.12,0.00285714285714286,-0.338565891472868,0.204371545617093,0.459546271338724,0.459546271338724,-0.105794042807963,0.219246027231008,0.191973299958281,0.191973299958281,0.191973299958281,-0.264358925388337,-0.152380952380952,-0.472665788317962,0.0781567909748852,0.0344262295081967,0.0600359856057577,0,0.0344262295081967,0,-0.05,-0.05,-0.1,0,-0.0271686004505079,-0.1,-0.0333333333333333,0,-0.0800943621595796,-0.0718518518518519,-0.327272727272727,-0.3,-0.379960899315738
"Jagged",0.312857142857143,0.331555555555555,0.255555555555556,0.2,0.2,0.286666666666667,0.25,0.22,0.166666666666667,0.0714285714285714,0.0666666666666667,0.121794871794872,0.0888888888888889,0.293,0.0333333333333333,0,0.0333333333333333,0,0.166493506493506,0,0.231428571428571,0.16,0.1,0.12,-0.405555555555556,0.43868778280543,0.46207729468599,0.46207729468599,-0.431991951710262,0.252727272727273,0.18,0.18,0.18,-0.513017543859649,-0.23639846743295,-0.472121212121212,0.350949050949051,0.269230769230769,0.314685314685315,0.2,0.269230769230769,0.2,0.1,0.1,0,0,0.28,0,0,0,0.300540540540541,-0.0833333333333333,-0.2,-0.1,-0.235897435897436
"DELTA",0.312857142857143,0.331555555555555,0.255555555555556,0.2,0.2,0.286666666666667,0.25,0.22,0.166666666666667,0.0714285714285714,0.0666666666666667,0.121794871794872,0.0888888888888889,0.293,0.0333333333333333,0,0.0333333333333333,0,0.166493506493506,0,0.231428571428571,0.16,0.1,0.12,-0.405555555555556,0.43868778280543,0.46207729468599,0.46207729468599,-0.431991951710262,0.252727272727273,0.18,0.18,0.18,-0.513017543859649,-0.23639846743295,-0.472121212121212,0.350949050949051,0.269230769230769,0.314685314685315,0.2,0.269230769230769,0.2,0.1,0.1,0,0,0.28,0,0,0,0.300540540540541,-0.0833333333333333,-0.2,-0.1,-0.235897435897436
"NFB",0.540436119878351,0.572229893875463,0.529191919191919,0.469191919191919,0.405555555555556,0.306438842203548,0.317865016014655,0.252190476190476,0.198011573050273,0.199542600635528,0.18578795379538,0.281035559863977,0.358820248820249,0.565639589169001,0.321042471042471,0.264285714285714,0.228148148148148,0.18,0.313312588916683,0.314285714285714,0.403560024205185,0.362914862914863,0.307359307359307,0.336627598407784,-0.41529304029304,0.698964977831352,0.47177869962262,0.47177869962262,-0.61265624380123,0.415424526100359,0.380598655453593,0.380598655453593,0.380598655453593,-0.730215418461664,-0.252348631760396,-0.47687683348658,0.465961828028842,0.409947181407856,0.439530455479823,0.376239316239316,0.40957264957265,0.376239316239316,0.331623931623932,0.331623931623932,0.277777777777778,0.277777777777778,0.443520770010132,-0.3,-0.12,0.2,0.159531272477971,-0.2557343550447,-0.178857142857143,-0.142857142857143,-0.310655737704918
"SMO",0.431379310344828,0.52490990990991,0.481666666666667,0.44,0.4,0.393240093240093,0.360983102918587,0.353846153846154,0.128937728937729,0.134285714285714,0.12,0.324166666666667,0.236857142857143,0.284858387799564,0.192857142857143,0.15,0.253333333333333,0.333333333333333,0.239312169312169,0.1,0.323787878787879,0.278787878787879,0.233333333333333,0.255263157894737,-0.413888888888889,0.458517788724685,0.482485875706215,0.482485875706215,-0.399283850088736,0.382479874776386,0.347596153846154,0.347596153846154,0.347596153846154,-0.446083963266817,-0.335225292506846,-0.492374924653406,0.302911242507563,0.344444444444444,0.275091693635383,0.3,0.241111111111111,0.196666666666667,0.25,0.15,0.2,0.1,0.366472607851918,0,-0.3,0.1,0.319191970819878,-0.290833333333333,-0.3,-0.2,-0.352857142857143
"TWIST1",0.5346697469822,0.522229873751259,0.484188871473354,0.440438871473354,0.381818181818182,0.476109270580735,0.475371018080069,0.431830663615561,0.243465573974049,0.237967084996788,0.21981526981527,0.458591118009162,0.460917613459986,0.464359313137917,0.416849816849817,0.369230769230769,0.391555555555556,0.355555555555556,0.410423425501433,0.3,0.419711336881148,0.379145299145299,0.335555555555555,0.315754268614681,-0.402605795288722,0.731085874441667,0.485654075127759,0.485654075127759,-0.658483403498988,0.452050268226609,0.42054341891154,0.42054341891154,0.42054341891154,-0.826825555140425,-0.402797009911764,-0.493668378576669,0.470417594058075,0.418854803675856,0.446553304236338,0.385254803675856,0.417916244511989,0.384582911178656,0.348412698412698,0.348412698412698,0.309523809523809,0.309523809523809,0.461239889143115,-0.2,-0.3,0.266666666666667,0.396894060148204,-0.428541856925419,-0.371304347826087,-0.28,-0.45913806783372
"NOTCH",0.372040816326531,0.392845878136201,0.331555555555555,0.255555555555556,0.2,0.350952380952381,0.291538461538462,0.286666666666667,0.171014492753623,0.0814285714285714,0.0714285714285714,0.151206636500754,0.133333333333333,0.338762711864407,0.0888888888888889,0.0333333333333333,0.0833333333333333,0.0333333333333333,0.196123136123136,0,0.186267281105991,0.231428571428571,0.16,0.167368421052632,-0.46207729468599,0.487894132011779,0.517632850241546,0.517632850241546,-0.483824412443246,0.303451910408432,0.252727272727273,0.252727272727273,0.252727272727273,-0.571888511601585,-0.277307558342041,-0.526406926406926,0.383193948908235,0.314685314685315,0.350949050949051,0.269230769230769,0.314685314685315,0.269230769230769,0.2,0.2,0.1,0.1,0.338490566037736,0,0,0,0.329512503157363,-0.121794871794872,-0.22,-0.2,-0.280725022104332
"FUS",0.470852994555354,0.565335441824804,0.52490990990991,0.481666666666667,0.44,0.431171127722852,0.388341593484625,0.393240093240093,0.144879757923236,0.145253456221198,0.134285714285714,0.349419191919192,0.271472527472527,0.319936921830978,0.236857142857143,0.192857142857143,0.290833333333333,0.253333333333333,0.265818193408555,0.15,0.362424242424242,0.323787878787879,0.278787878787879,0.274493927125506,-0.461429872495446,0.494244898239946,0.526044157914804,0.526044157914804,-0.437831336122255,0.412610879143199,0.382479874776386,0.382479874776386,0.382479874776386,-0.488823689294214,-0.359640008225909,-0.535939281089049,0.326280807724955,0.379059829059829,0.302911242507563,0.344444444444444,0.275091693635383,0.241111111111111,0.3,0.196666666666667,0.25,0.15,0.404360806609682,-0.1,-0.333333333333333,0.1,0.33714817519944,-0.324166666666667,-0.353846153846154,-0.3,-0.39100147275405
"TGF",0.512111801242236,0.531031746031746,0.577460317460317,0.515555555555556,0.46,0.464143692564745,0.408458359821996,0.413032581453634,0.231850419084462,0.224418377321603,0.211515151515151,0.265617816091954,0.341791979949875,0.448148148148148,0.315476190476191,0.258333333333333,0.203333333333333,0.153333333333333,0.319691948944526,0.233333333333333,0.38816091954023,0.343333333333333,0.273333333333333,0.176315789473684,-0.492194253750318,0.507842538907537,0.537648799204863,0.537648799204863,-0.510174083598967,0.397619047619048,0.34047619047619,0.34047619047619,0.34047619047619,-0.588560672034177,-0.375373528406796,-0.547140168260858,0.423843098311817,0.342264150943396,0.387000993048659,0.28,0.342264150943396,0.28,0.2,0.2,0.1,0.1,0.356084656084656,-0.2,-0.133333333333333,0,0.179933728167988,-0.234367816091954,-0.376190476190476,-0.333333333333333,-0.387445887445887
"cfos",0.396993919519027,0.419009421950598,0.375070028011204,0.314285714285714,0.242857142857143,0.385674281503316,0.308388404844101,0.336521739130435,0.0813593203398301,0.0933521078682369,0.0788359788359788,0.159543721909313,0.157675438596491,0.358155844155844,0.120833333333333,0.0833333333333333,0.10952380952381,0.0761904761904762,0.208611111111111,0.0333333333333333,0.212051282051282,0.17051282051282,0.116666666666667,0.193055555555556,-0.505936507936508,0.535404935696907,0.55471962796418,0.55471962796418,-0.531392751703092,0.344785854721292,0.303322440087146,0.303322440087146,0.303322440087146,-0.609167998641763,-0.310213744588745,-0.566182836771072,0.426807401460867,0.364990253411306,0.398659253312719,0.328148148148148,0.365985985985986,0.328148148148148,0.28,0.28,0.2,0.2,0.39512315270936,0,-0.0333333333333333,0.1,0.365130149024012,-0.138556067588326,-0.28,-0.12,-0.312097902097902
"CDC42",0.396993919519027,0.419009421950598,0.375070028011204,0.314285714285714,0.342857142857143,0.385674281503316,0.308388404844101,0.336521739130435,0.0813593203398301,0.0933521078682369,0.0788359788359788,0.159543721909313,0.157675438596491,0.358155844155844,0.120833333333333,0.0833333333333333,0.10952380952381,0.0761904761904762,0.208611111111111,0.0333333333333333,0.212051282051282,0.17051282051282,0.116666666666667,0.193055555555556,-0.505936507936508,0.535404935696907,0.55471962796418,0.55471962796418,-0.531392751703092,0.344785854721292,0.303322440087146,0.303322440087146,0.303322440087146,-0.609167998641763,-0.310213744588745,-0.566182836771072,0.426807401460867,0.364990253411306,0.398659253312719,0.328148148148148,0.365985985985986,0.328148148148148,0.28,0.28,0.2,0.2,0.39512315270936,0,-0.0333333333333333,0.1,0.365130149024012,-0.138556067588326,-0.28,-0.22,-0.312097902097902
"NOTCHic",0.415589203423305,0.436794922722188,0.392845878136201,0.331555555555555,0.255555555555556,0.405238095238095,0.322755392755393,0.350952380952381,0.184860646599777,0.0979753340184995,0.0814285714285714,0.173787281662044,0.172868217054264,0.377127491738621,0.133333333333333,0.0888888888888889,0.121794871794872,0.0833333333333333,0.221950950692673,0.0333333333333333,0.228372544263885,0.186267281105991,0.231428571428571,0.221913875598086,-0.51207729468599,0.52857549473723,0.565780998389694,0.565780998389694,-0.529463357676512,0.344338609915821,0.303451910408432,0.303451910408432,0.303451910408432,-0.620739966425474,-0.308712517019727,-0.576695943747967,0.411132880205945,0.350169185653057,0.383193948908235,0.314685314685315,0.350949050949051,0.314685314685315,0.269230769230769,0.269230769230769,0.2,0.2,0.38293501048218,0,-0.0333333333333333,0.1,0.35217916982403,-0.151206636500754,-0.286666666666667,-0.22,-0.324386993935318
"TCFLEF",0.609548138008651,0.599760185248439,0.572938993195459,0.544901610017889,0.507692307692308,0.524456611913058,0.423568349363328,0.498606271777004,0.202196974022267,0.184777546159855,0.175408521303258,0.282916325049711,0.311071947687656,0.427019621781062,0.290419773774612,0.271064935064935,0.24047619047619,0.216666666666667,0.283584454025305,0.235064935064935,0.395489237479828,0.370572293958234,0.345082097879802,0.19941655151236,-0.434894639674051,0.485116888288961,0.568889642034379,0.568889642034379,-0.437664568247969,0.409916804632054,0.385606686366614,0.385606686366614,0.385606686366614,-0.60499730355603,-0.359097505185878,-0.580326674664024,0.210202515557019,0.270326282129351,0.190786707996881,0.2411337355455,0.266388082567328,0.237457264957265,0.209509803921569,0.205833333333333,0.174509803921569,0.170833333333333,0.601418315018315,-0.171428571428571,-0.183333333333333,0.133333333333333,0.322372548922853,-0.261443932411674,-0.472891986062718,-0.431428571428571,-0.42799099967856
"TGFR",0.555343242290271,0.577840256670044,0.531031746031746,0.577460317460317,0.515555555555556,0.503869719962005,0.444741545662704,0.464143692564745,0.24677579221879,0.236162149563596,0.224418377321603,0.293301431911163,0.374350119484758,0.489785158824305,0.341791979949875,0.315476190476191,0.234367816091954,0.203333333333333,0.350126731553222,0.258333333333333,0.432045811626561,0.38816091954023,0.343333333333333,0.219525666016894,-0.535051396607461,0.553212909277908,0.58179974260109,0.58179974260109,-0.558672928864556,0.442063492063492,0.397619047619048,0.397619047619048,0.397619047619048,-0.639156924163649,-0.409847856035158,-0.590248672659685,0.453692522581082,0.386780279975654,0.423843098311817,0.342264150943396,0.387000993048659,0.342264150943396,0.28,0.28,0.2,0.2,0.409732724754184,-0.233333333333333,-0.153333333333333,0.1,0.206546631393794,-0.265617816091954,-0.413032581453634,-0.376190476190476,-0.426017316017316
"PAK1",0.431476678139717,0.453982099546227,0.419009421950598,0.375070028011204,0.314285714285714,0.435007614836649,0.336789359498039,0.385674281503316,0.100476967398654,0.107545656255334,0.0933521078682369,0.182543721909313,0.187305068226121,0.390221061547149,0.157675438596491,0.120833333333333,0.138556067588326,0.10952380952381,0.234377982276755,0.0833333333333333,0.245018315018315,0.212051282051282,0.17051282051282,0.223748624862486,-0.546920114493885,0.570305478192386,0.593626380375756,0.593626380375756,-0.56967113998148,0.380240400175838,0.344785854721292,0.344785854721292,0.344785854721292,-0.649652427707507,-0.336759199134199,-0.605776745400514,0.450255677322936,0.397673180240574,0.426807401460867,0.364990253411306,0.398659253312719,0.365985985985986,0.328148148148148,0.328148148148148,0.28,0.28,0.432859001765963,-0.0333333333333333,-0.0761904761904762,0.2,0.384528645264614,-0.159543721909313,-0.336521739130435,-0.28,-0.345799559556466
"LIV1",0.431476678139717,0.453982099546227,0.419009421950598,0.375070028011204,0.314285714285714,0.435007614836649,0.336789359498039,0.385674281503316,0.100476967398654,0.107545656255334,0.0933521078682369,0.182543721909313,0.187305068226121,0.390221061547149,0.157675438596491,0.120833333333333,0.138556067588326,0.10952380952381,0.234377982276755,0.0833333333333333,0.245018315018315,0.212051282051282,0.17051282051282,0.223748624862486,-0.546920114493885,0.570305478192386,0.593626380375756,0.593626380375756,-0.56967113998148,0.380240400175838,0.344785854721292,0.344785854721292,0.344785854721292,-0.649652427707507,-0.336759199134199,-0.605776745400514,0.450255677322936,0.397673180240574,0.426807401460867,0.364990253411306,0.398659253312719,0.365985985985986,0.328148148148148,0.328148148148148,0.28,0.28,0.432859001765963,-0.0333333333333333,-0.0761904761904762,0.2,0.384528645264614,-0.159543721909313,-0.336521739130435,-0.28,-0.345799559556466
"EGR1",0.431476678139717,0.453982099546227,0.419009421950598,0.375070028011204,0.314285714285714,0.435007614836649,0.336789359498039,0.385674281503316,0.100476967398654,0.107545656255334,0.0933521078682369,0.182543721909313,0.187305068226121,0.390221061547149,0.157675438596491,0.120833333333333,0.138556067588326,0.10952380952381,0.234377982276755,0.0833333333333333,0.245018315018315,0.212051282051282,0.17051282051282,0.223748624862486,-0.546920114493885,0.570305478192386,0.593626380375756,0.593626380375756,-0.56967113998148,0.380240400175838,0.344785854721292,0.344785854721292,0.344785854721292,-0.649652427707507,-0.336759199134199,-0.605776745400514,0.450255677322936,0.397673180240574,0.426807401460867,0.364990253411306,0.398659253312719,0.365985985985986,0.328148148148148,0.328148148148148,0.28,0.28,0.432859001765963,-0.0333333333333333,-0.0761904761904762,0.2,0.384528645264614,-0.159543721909313,-0.336521739130435,-0.28,-0.345799559556466
"ZEB1",0.463343036644802,0.493955554964301,0.458916184885561,0.417799433616525,0.364176245210728,0.36439923987216,0.344181641633582,0.322549019607843,0.185035508532918,0.179052084573757,0.166552084573757,0.271016185510115,0.284706438226714,0.469737108220832,0.251849295369572,0.220701754385965,0.223106060606061,0.195833333333333,0.334010086578585,0.173333333333333,0.361548979095771,0.326838235294118,0.289583333333333,0.293879142300195,-0.551679957810132,0.526875386627696,0.603556967476184,0.603556967476184,-0.643066799919077,0.451834544262583,0.420181000955496,0.420181000955496,0.420181000955496,-0.646268809092947,-0.38573549056942,-0.622666145048231,0.497043008316014,0.450872070264829,0.475418742171199,0.420975163048334,0.449354912383965,0.419493801272854,0.384436701509872,0.38223889931207,0.338095238095238,0.335897435897436,0.48012547234277,-0.133333333333333,-0.158333333333333,0.266666666666667,0.398927810504824,-0.248596256684492,-0.276666666666667,-0.216666666666667,-0.330941076975893
"Csl",0.450071962043994,0.471488800273208,0.436794922722188,0.392845878136201,0.331555555555555,0.454151138716356,0.3520044046131,0.405238095238095,0.206429274050757,0.113530889574055,0.0979753340184995,0.197925212696527,0.204651162790698,0.409407401445167,0.172868217054264,0.133333333333333,0.151206636500754,0.121794871794872,0.248513450692673,0.0888888888888889,0.262008907900249,0.228372544263885,0.186267281105991,0.250369160150932,-0.554934437543133,0.563251109949758,0.606112490102401,0.606112490102401,-0.567842562569478,0.378897433445233,0.344338609915821,0.344338609915821,0.344338609915821,-0.661670198983614,-0.33478026370603,-0.617872414336202,0.434517671515264,0.382427250169186,0.411132880205945,0.350169185653057,0.383193948908235,0.350949050949051,0.314685314685315,0.314685314685315,0.269230769230769,0.269230769230769,0.419695935932052,-0.0333333333333333,-0.0833333333333333,0.2,0.370887274638167,-0.173787281662044,-0.350952380952381,-0.286666666666667,-0.35987086490306
"SMAD",0.492597535586163,0.511876646153043,0.474426446949855,0.429175050301811,0.371428571428571,0.46932567619927,0.388908365827721,0.420287214660808,0.229016604874041,0.118388506470698,0.204578982661174,0.301602406693723,0.31081045751634,0.429727862370085,0.276143790849673,0.238888888888889,0.250833333333333,0.220833333333333,0.353976679234744,0.205555555555556,0.365703338806787,0.329195402298851,0.286666666666667,0.256455190771961,-0.571128577364471,0.575287937782188,0.621914045496268,0.621914045496268,-0.579416239929581,0.462767511275211,0.427241195485737,0.427241195485737,0.427241195485737,-0.672522764460733,-0.372763221184274,-0.632276748401663,0.448204137222313,0.394422483990829,0.424090662045008,0.35989010989011,0.395189712248536,0.360644257703081,0.321428571428571,0.321428571428571,0.271428571428571,0.271428571428571,0.428696207957508,-0.15,-0.183333333333333,0.2,0.280882078749242,-0.277438837920489,-0.369124423963134,-0.314285714285714,-0.384088016306742
"SNAI1",0.461591036462461,0.48462726083655,0.453982099546227,0.419009421950598,0.375070028011204,0.470882054298533,0.262412135298751,0.435007614836649,0.117738872160558,0.118246763266404,0.107545656255334,0.204097119967566,0.217166179337232,0.418631317957405,0.187305068226121,0.157675438596491,0.159543721909313,0.138556067588326,0.257436805806167,0.120833333333333,0.27603872318158,0.245018315018315,0.212051282051282,0.24525805882475,-0.582122606705723,0.599571317951018,0.627451718629138,0.627451718629138,-0.601622780741411,0.408319217909828,0.380240400175838,0.380240400175838,0.380240400175838,-0.684459919903136,-0.358607383952681,-0.640454939444702,0.469563885892889,0.426009560496516,0.450255677322936,0.397673180240574,0.426807401460867,0.398659253312719,0.364990253411306,0.365985985985986,0.328148148148148,0.328148148148148,0.464560633467595,-0.0833333333333333,-0.10952380952381,0.28,0.400208469826017,-0.182543721909313,-0.385674281503316,-0.336521739130435,-0.3767619026527
"GLI",0.490722931716546,0.609961052215291,0.57160811103882,0.526954022988506,0.468333333333333,0.552501375236182,0.397241827035924,0.506645021645022,0.15473324072645,0.157829448445356,0.144856475472383,0.324973091900828,0.239155739050006,0.423084884366718,0.206343239050006,0.175730994152047,0.273339598997494,0.247023809523809,0.276800336507992,0.138888888888889,0.291431097637994,0.254288240495137,0.214288240495137,0.231531241619737,-0.580939510939511,0.590170227304657,0.628608550947261,0.628608550947261,-0.590153121631183,0.472441926015313,0.434620143837095,0.434620143837095,0.434620143837095,-0.672762878364094,-0.425251671566259,-0.639578130847481,0.472826633264859,0.41538939803787,0.447303620712557,0.478368121442125,0.415810114219051,0.37874114870181,0.434838709677419,0.334838709677419,0.38,0.28,0.445668780193237,-0.0833333333333333,-0.20952380952381,0.2,0.347289767625937,-0.299870211242392,-0.461190476190476,-0.402857142857143,-0.399426310200888
