"","FOXC2","TGF","TGFR","CDC42","PAK1","SOSGRB2","SNAI1","HEY1","SMAD","ILK","SHH","TWIST1","AKT","IKK","NFB","SMO","Csn","FUS","Jagged","NOTCH","NOTCHic","Csl","KLF4","cateninmemb","ZEB2","ZEB1","SNAI2","RAS","PI3K","DELTA","GSK3","EGR1","Ecadherin","miR200","cateninnuc","GLI","TCFLEF","Wnt","CD44","cMet","Frizzled","SRC","DSH","STAT","AXIN2","TrCP","SUFU","LIV1","Destcompl","Patched"
"NOTCH",0.370393374741201,0.392180463440596,0.329468599033816,0.255555555555556,0.2,0.321428571428571,0.291790556334736,0.153333333333333,0.0631372549019608,0.0533333333333333,0.141924741924742,0.338493253373313,0.133333333333333,0.0833333333333333,0.0333333333333333,0.0761904761904762,0,0.0333333333333333,0.191159029649596,0.187851458885942,0.229230769230769,0.16,-0.457936507936508,-0.481698841698842,0.514799253034547,0.514799253034547,0.484920667347634,0.327272727272727,0.272727272727273,0.272727272727273,-0.283950617283951,0,-0.568872832916951,-0.523110223110223,0.380060708413865,0.314685314685315,0.349516775359472,0.269230769230769,0.314685314685315,0.269230769230769,0.2,0.2,0.1,0.1,0.338490566037736,0,0,0,0.338319022962138,-0.114652014652015
"FUS",0.467216748768473,0.56255985267035,0.523333333333333,0.481666666666667,0.44,0.436446886446886,0.381069723709483,0.125164473684211,0.119193433586237,0.111947056774643,0.33735502711723,0.317573585315521,0.267857142857143,0.23452380952381,0.192857142857143,0.286666666666667,0.15,0.253333333333333,0.258875617136487,0.360472860472861,0.322377622377622,0.278787878787879,-0.459651600753296,-0.436632047264433,0.523009446693657,0.523009446693657,0.486216324639983,0.419208278109598,0.387098186366479,0.387098186366479,-0.348615193390363,0,-0.485736093605975,-0.53309445304264,0.324678470494887,0.379059829059829,0.30236442090811,0.344444444444444,0.275091693635383,0.241111111111111,0.3,0.196666666666667,0.25,0.15,0.404360806609682,-0.1,-0.333333333333333,0.1,0.340997718752999,-0.316078431372549
"TGF",0.500729754299448,0.519550561797753,0.56,0.493333333333333,0.433333333333333,0.531428571428571,0.412493605146888,0.176036036036036,0.164868637110016,0.15452380952381,0.224665523156089,0.453455739662636,0.321794871794872,0.283333333333333,0.233333333333333,0.16,0.2,0.12,0.27960088691796,0.371212121212121,0.316666666666667,0.25,-0.489484126984127,-0.502591973244147,0.542425303454715,0.542425303454715,0.50485959692089,0.510142649903288,0.450568181818182,0.450568181818182,-0.395852053551169,0,-0.585754198141724,-0.549856620920451,0.410968948515336,0.335224586288416,0.376309857606245,0.277777777777778,0.335224586288416,0.277777777777778,0.2,0.2,0.1,0.1,0.351738672286617,-0.2,-0.1,0,0.239268332238629,-0.196363636363636
"CDC42",0.395782525620983,0.419090695488722,0.373778195488722,0.311278195488722,0.342857142857143,0.369383490073145,0.308974358974359,0.0635374149659864,0.0717117117117117,0.06,0.148888888888889,0.35695002410413,0.154182754182754,0.119047619047619,0.0761904761904762,0.1,0.0333333333333333,0.0666666666666667,0.20244589925441,0.212594696969697,0.171969696969697,0.113636363636364,-0.501860146820953,-0.52713870095866,0.550552435106211,0.550552435106211,0.530552590664283,0.377333333333333,0.333333333333333,0.333333333333333,-0.31968253968254,0,-0.60467221621043,-0.562854339147443,0.421653777760301,0.363283283283283,0.394871504157218,0.328148148148148,0.364259259259259,0.328148148148148,0.28,0.28,0.2,0.2,0.394185463659148,0,-0.0333333333333333,0.1,0.377463365291113,-0.126666666666667
"TCFLEF",0.60220972454879,0.593635278253358,0.567097492664606,0.539374720387379,0.505197505197505,0.562325347219325,0.411600836905491,0.157553400999848,0.128633381887843,0.122538573761432,0.250410993873383,0.420074753195419,0.302857142857143,0.282619047619048,0.264761904761905,0.213076923076923,0.231428571428571,0.193076923076923,0.264249319614722,0.390072316132387,0.365690690690691,0.340690690690691,-0.429305517177858,-0.430202732158688,0.562820839291428,0.562820839291428,0.460784262551789,0.423204823422027,0.398384163450721,0.398384163450721,-0.338473785560234,0,-0.594900564597487,-0.574422701344974,0.202686474601024,0.266867663453341,0.185087196622685,0.239944586530264,0.262891492565406,0.236268115942029,0.209509803921569,0.205833333333333,0.174509803921569,0.170833333333333,0.598962028863668,-0.171428571428571,-0.17,0.133333333333333,0.329059352299721,-0.231660993873383
"NOTCHic",0.415393374741201,0.437278502656282,0.392180463440596,0.329468599033816,0.255555555555556,0.393650793650794,0.325511486567294,0.167619047619048,0.0767372549019608,0.0631372549019608,0.165734265734266,0.376155591035651,0.171428571428571,0.133333333333333,0.0833333333333333,0.114652014652015,0.0333333333333333,0.0761904761904762,0.216873315363881,0.229184792219275,0.187851458885942,0.229230769230769,-0.508879904162923,-0.525933642537416,0.562830749097539,0.562830749097539,0.524289088400265,0.37012987012987,0.327272727272727,0.327272727272727,-0.314954984096178,0,-0.617187439658524,-0.574329735305345,0.406874588540048,0.348751248751249,0.380060708413865,0.314685314685315,0.349516775359472,0.314685314685315,0.269230769230769,0.269230769230769,0.2,0.2,0.382152537868722,0,-0.0333333333333333,0.1,0.360655792721588,-0.141924741924742
"TGFR",0.547468884734231,0.568468310715502,0.519550561797753,0.56,0.493333333333333,0.601798941798942,0.449702907472469,0.189720246562352,0.17651912254691,0.164868637110016,0.25153119479788,0.494835050007464,0.356123230003827,0.321794871794872,0.283333333333333,0.196363636363636,0.233333333333333,0.16,0.308304590621664,0.415071770334928,0.371212121212121,0.316666666666667,-0.538909414340449,-0.550502836753896,0.590251390411237,0.590251390411237,0.548825114162269,0.558098040237861,0.510142649903288,0.510142649903288,-0.430207881772028,0,-0.636916988839399,-0.598920291332436,0.440330650642996,0.375682601555592,0.410968948515336,0.335224586288416,0.376309857606245,0.335224586288416,0.277777777777778,0.277777777777778,0.2,0.2,0.402233721791568,-0.2,-0.12,0.1,0.265167612814169,-0.224665523156089
"PAK1",0.431603421143371,0.454763210108605,0.419090695488722,0.373778195488722,0.311278195488722,0.426716823406479,0.336953633585758,0.0799308575889372,0.082905741562458,0.0717117117117117,0.16996996996997,0.388926768290176,0.187516087516088,0.154182754182754,0.119047619047619,0.126666666666667,0.0761904761904762,0.1,0.226224400883074,0.247118506493507,0.212594696969697,0.171969696969697,-0.542211024013936,-0.564314493465865,0.591605066685158,0.591605066685158,0.563628025867378,0.412755020080321,0.377333333333333,0.377333333333333,-0.344485689288839,0,-0.64481927503396,-0.603574560754091,0.444308900415424,0.393936549614942,0.421653777760301,0.363283283283283,0.394871504157218,0.364259259259259,0.328148148148148,0.328148148148148,0.28,0.28,0.430314495917212,-0.0333333333333333,-0.0666666666666667,0.2,0.396335722378036,-0.148888888888889
"LIV1",0.431603421143371,0.454763210108605,0.419090695488722,0.373778195488722,0.311278195488722,0.426716823406479,0.336953633585758,0.0799308575889372,0.082905741562458,0.0717117117117117,0.16996996996997,0.388926768290176,0.187516087516088,0.154182754182754,0.119047619047619,0.126666666666667,0.0761904761904762,0.1,0.226224400883074,0.247118506493507,0.212594696969697,0.171969696969697,-0.542211024013936,-0.564314493465865,0.591605066685158,0.591605066685158,0.563628025867378,0.412755020080321,0.377333333333333,0.377333333333333,-0.344485689288839,0,-0.64481927503396,-0.603574560754091,0.444308900415424,0.393936549614942,0.421653777760301,0.363283283283283,0.394871504157218,0.364259259259259,0.328148148148148,0.328148148148148,0.28,0.28,0.430314495917212,-0.0333333333333333,-0.0666666666666667,0.2,0.396335722378036,-0.148888888888889
"EGR1",0.431603421143371,0.454763210108605,0.419090695488722,0.373778195488722,0.311278195488722,0.426716823406479,0.336953633585758,0.0799308575889372,0.082905741562458,0.0717117117117117,0.16996996996997,0.388926768290176,0.187516087516088,0.154182754182754,0.119047619047619,0.126666666666667,0.0761904761904762,0.1,0.226224400883074,0.247118506493507,0.212594696969697,0.171969696969697,-0.542211024013936,-0.564314493465865,0.591605066685158,0.591605066685158,0.563628025867378,0.412755020080321,0.377333333333333,0.377333333333333,-0.344485689288839,0,-0.64481927503396,-0.603574560754091,0.444308900415424,0.393936549614942,0.421653777760301,0.363283283283283,0.394871504157218,0.364259259259259,0.328148148148148,0.328148148148148,0.28,0.28,0.430314495917212,-0.0333333333333333,-0.0666666666666667,0.2,0.396335722378036,-0.148888888888889
"ZEB1",0.461919545540934,0.492993530044787,0.457652164582939,0.416415051180877,0.364176245210728,0.431904761904762,0.341004233176112,0.170801723823396,0.160532809300278,0.151394428099234,0.264183906838893,0.468586789554531,0.282334108784757,0.249981167608286,0.217777777777778,0.218939393939394,0.173333333333333,0.191666666666667,0.329799318828492,0.360625824523358,0.326172043010753,0.288172043010753,-0.550289378622833,-0.641682378421692,0.602185531076959,0.602185531076959,0.522492681953686,0.45872831198312,0.425944127469117,0.425944127469117,-0.379985233486893,0,-0.64438101726892,-0.621109673633596,0.495503654080728,0.450386927754216,0.474333599544288,0.420975163048334,0.448864430643484,0.419493801272854,0.384436701509872,0.38223889931207,0.338095238095238,0.335897435897436,0.479836386797048,-0.133333333333333,-0.158333333333333,0.266666666666667,0.401579758617271,-0.243429189857761
"Csl",0.45097619682709,0.472530301217433,0.437278502656282,0.392180463440596,0.329468599033816,0.450172532781228,0.35417390694946,0.186459627329193,0.0885583411639416,0.0767372549019608,0.187956487956488,0.408375161441379,0.206471306471306,0.171428571428571,0.133333333333333,0.141924741924742,0.0833333333333333,0.114652014652015,0.241598590089156,0.264136248529955,0.229184792219275,0.187851458885942,-0.551304146587165,-0.563403809601855,0.605092653859444,0.605092653859444,0.557147362351176,0.404752694114396,0.37012987012987,0.37012987012987,-0.33900561700757,0,-0.657823914566724,-0.616583256432106,0.429604558866458,0.379329761147943,0.406874588540048,0.348751248751249,0.380060708413865,0.349516775359472,0.314685314685315,0.314685314685315,0.269230769230769,0.269230769230769,0.417585608734863,-0.0333333333333333,-0.0761904761904762,0.2,0.378992276653535,-0.165734265734266
"SMAD",0.491847038498234,0.511892755544282,0.474340012928248,0.428054298642534,0.369230769230769,0.462239819004525,0.386757028690182,0.207915179705147,0.0930473699505958,0.182236559139785,0.290648438862725,0.427931791009715,0.309606811145511,0.272842105263158,0.236842105263158,0.241895604395604,0.2,0.213690476190476,0.346746262218764,0.366561188122087,0.329273052528866,0.287412587412587,-0.567944055944056,-0.575627619810635,0.620352083720595,0.620352083720595,0.569535178214996,0.483309526553787,0.447558231216999,0.447558231216999,-0.359036458958709,0,-0.669055000692956,-0.630616201448899,0.443846824317574,0.391771708683473,0.420447034181162,0.358683473389356,0.392514073287307,0.359428571428571,0.321428571428571,0.321428571428571,0.271428571428571,0.271428571428571,0.42688087402502,-0.15,-0.176190476190476,0.2,0.288692192348936,-0.268426216640502
"SNAI1",0.461466434842001,0.484795502896549,0.454763210108605,0.419090695488722,0.373778195488722,0.468716823406479,0.261246316512587,0.0949993507396221,0.0912151971498505,0.082905741562458,0.18945605134042,0.416456692120427,0.217784286749804,0.187516087516088,0.154182754182754,0.148888888888889,0.119047619047619,0.126666666666667,0.247698352598449,0.27753426141692,0.247118506493507,0.212594696969697,-0.579160176556308,-0.595632774602063,0.625741612869897,0.625741612869897,0.591341484622805,0.44118726100149,0.412755020080321,0.412755020080321,-0.364917343965098,0,-0.678931684605468,-0.639348619331497,0.463147119742243,0.420793692472084,0.444308900415424,0.393936549614942,0.421653777760301,0.394871504157218,0.363283283283283,0.364259259259259,0.328148148148148,0.328148148148148,0.460591938619263,-0.0761904761904762,-0.1,0.28,0.411877233438076,-0.16996996996997
"GLI",0.489346334688954,0.609844310006403,0.570603803677289,0.524551172098342,0.466060606060606,0.553571428571429,0.392974105919874,0.124303647910205,0.122567230305567,0.112849361967009,0.30738211049973,0.420371269188084,0.236355835240275,0.201268115942029,0.170833333333333,0.257657657657658,0.133333333333333,0.233333333333333,0.265446247464503,0.292250224002801,0.254105894105894,0.213846153846154,-0.576518383144194,-0.584459840161361,0.62612909084305,0.62612909084305,0.581255776572232,0.513597345811652,0.474970736369592,0.474970736369592,-0.428101347986911,0,-0.667264042749179,-0.637034513478175,0.466209470585914,0.411809146490752,0.441871513461072,0.477007384376214,0.412160138248848,0.377338709677419,0.434838709677419,0.334838709677419,0.38,0.28,0.443249137336094,-0.0833333333333333,-0.2,0.2,0.361414301422749,-0.284094439266853
