"","FOXC2","TGF","TGFR","CDC42","PAK1","MEK","SNAI1","EGR1","ERK","cfos","HEY1","SMAD","TWIST1","ILK","SHH","AKT","IKK","NFB","SMO","Csn","FUS","Jagged","NOTCH","NOTCHic","Csl","SOSGRB2","KLF4","SNAI2","ZEB2","ZEB1","cateninmemb","RAS","RAF","PI3K","DELTA","Ecadherin","GSK3","miR200","cateninnuc","GLI","TCFLEF","Wnt","CD44","cMet","Frizzled","SRC","DSH","STAT","AXIN2","TrCP","SUFU","LIV1","Destcompl","Patched","RKIP"
"Csn",0.250303109862911,0.277156500332882,0.249927584670232,0.204829545454545,0.145454545454545,0.242574733824734,0.161175197603829,0.106666666666667,0.207158067158067,0.161212121212121,0.0615821264827887,0.0629954775206172,0.292919927671263,0.0523809523809524,0.129951597251441,0.199337859110586,0.17702380952381,0.147857142857143,0.0974025974025974,0.105,0.0761904761904762,0.181608849293781,0.260122230710466,0.234632034632035,0.196969696969697,0.170346051464064,-0.395794871794872,0.437416389472111,0.432462186946422,0.432462186946422,-0.440786891043615,0.236886568921711,0.209087341122483,0.209087341122483,0.209087341122483,-0.514157586351978,-0.148283472629656,-0.440583012640749,0.41837712241552,0.37427547866515,0.398110132124258,0.348511286525412,0.374733508747634,0.348511286525412,0.318390804597701,0.318390804597701,0.266666666666667,0.266666666666667,0.407069759206799,-0.18,-0.0428571428571429,0.2,0.0503262918991966,-0.114256529986867,-0.176356003966618
"STAT",0.213695333751831,0.207994590439313,0.191489736070381,0.163489736070381,0.140909090909091,0.205219941348974,0.140663064569732,0.2,0.189090909090909,0.18,0.0414959684336936,0.0483495074656871,0.0773399739419157,0.0440016813787306,0.0504761904761905,0.0322933771209633,0.0253968253968254,0.0111111111111111,0.0342857142857143,0,0.0142857142857143,0.0614365971107544,0.0277556968733439,0.015990990990991,-0.00833333333333333,-0.00820802005012531,-0.322737710051143,0.104255564808084,0.437217120229168,0.437217120229168,-0.061510472272394,-0.0310859680672113,-0.044194582299421,-0.044194582299421,-0.044194582299421,-0.202800064013656,0.0434519228252049,-0.453330423271144,0.0314279904747531,0.0111440030557678,0.0218356643356643,-0.00146103896103896,0.0113594738594739,-0.00146103896103896,-0.0196428571428571,-0.0196428571428571,-0.0571428571428571,-0.0571428571428571,-0.0431294196000078,0,0,0,-0.0635127835582549,-0.0438095238095238,-0.164802859539702
"cMet",0.387058275058275,0.389212446218121,0.360098522167488,0.342857142857143,0.3,0.391932773109244,0.376954929128842,0.314285714285714,0.391932773109244,0.374285714285714,0.0960504201680672,0.0542857142857143,0.374755998806632,0.0467857142857143,0.0511111111111111,0.144612794612795,0.140909090909091,0.15,0,0.1,0,0.0778835978835979,0.151666666666667,0.126666666666667,0.12,-0.00952380952380954,-0.310822510822511,0.472193133870349,0.441686708353375,0.441686708353375,-0.17698762622671,0.22785876757651,0.190224358974359,0.190224358974359,0.190224358974359,-0.307116085583169,-0.228571428571429,-0.453233082706767,0.14846009253904,0.0771255060728745,0.118196934644303,0.0192307692307692,0.0771255060728745,0.0192307692307692,-0.05,0.05,-0.1,0,0.0326984126984127,-0.1,0,0.1,-0.133677280064869,-0.0222222222222222,-0.431768707482993
"Jagged",0.311278195488722,0.330555555555556,0.255555555555556,0.2,0.2,0.286666666666667,0.25530303030303,0.1,0.22,0.2,0.153333333333333,0.0533333333333333,0.291666666666667,0.0533333333333333,0.114652014652015,0.0833333333333333,0.0333333333333333,0,0.0333333333333333,0,0,0.162857142857143,0.229230769230769,0.16,0.1,0.12,-0.405555555555556,0.43868778280543,0.46010101010101,0.46010101010101,-0.431991951710262,0.252727272727273,0.18,0.18,0.18,-0.512323666308629,-0.23639846743295,-0.470741901776385,0.350949050949051,0.269230769230769,0.314685314685315,0.2,0.269230769230769,0.2,0.1,0.1,0,0,0.28,0,0,0,0.300540540540541,-0.0761904761904762,-0.233333333333333
"DELTA",0.311278195488722,0.330555555555556,0.255555555555556,0.2,0.2,0.286666666666667,0.25530303030303,0.1,0.22,0.2,0.153333333333333,0.0533333333333333,0.291666666666667,0.0533333333333333,0.114652014652015,0.0833333333333333,0.0333333333333333,0,0.0333333333333333,0,0,0.162857142857143,0.229230769230769,0.16,0.1,0.12,-0.405555555555556,0.43868778280543,0.46010101010101,0.46010101010101,-0.431991951710262,0.252727272727273,0.18,0.18,0.18,-0.512323666308629,-0.23639846743295,-0.470741901776385,0.350949050949051,0.269230769230769,0.314685314685315,0.2,0.269230769230769,0.2,0.1,0.1,0,0,0.28,0,0,0,0.300540540540541,-0.0761904761904762,-0.233333333333333
"SRC",0.391891441891442,0.384387116948093,0.353617886178862,0.331666666666667,0.325,0.322614379084967,0.29114517242147,0.3,0.308888888888889,0.32,0.0919668737060041,0.0601228878648233,0.246023391812865,0.059047619047619,0.0522050802555711,0.145833333333333,0.133333333333333,0.133333333333333,0.0111111111111111,0.133333333333333,0,0.0722206506364922,0.146923076923077,0.12,0.1,0.0013986013986014,-0.342605042016807,0.202280882589055,0.467340782466833,0.467340782466833,-0.10247106421348,0.215982077360772,0.190400682011935,0.190400682011935,0.190400682011935,-0.262358645660029,-0.147272727272727,-0.479432825239277,0.0745971209516397,0.0322033898305085,0.0567316917173009,0,0.0322033898305085,0,-0.05,-0.05,-0.1,0,-0.0285695666340827,-0.1,0,0,-0.0809842591315647,-0.0328502415458937,-0.394126984126984
"NFB",0.541129747445537,0.572741400014127,0.527869605142332,0.469191919191919,0.405555555555556,0.305210610418664,0.320765562141953,0.142857142857143,0.252190476190476,0.178857142857143,0.179383753501401,0.176371752271049,0.566570076306385,0.164507345491388,0.271244943565953,0.353578643578644,0.315800865800866,0.264285714285714,0.219130434782609,0.314285714285714,0.18,0.307420017499144,0.400546841530986,0.359901680240663,0.307359307359307,0.336627598407784,-0.413369963369963,0.698714438591266,0.472306678661635,0.472306678661635,-0.612174030478063,0.415424526100359,0.380598655453593,0.380598655453593,0.380598655453593,-0.729609734307738,-0.251778221778222,-0.476796744632254,0.465497306308552,0.409947181407856,0.439530455479823,0.376239316239316,0.40957264957265,0.376239316239316,0.331623931623932,0.331623931623932,0.277777777777778,0.277777777777778,0.443520770010132,-0.3,-0.12,0.2,0.159531272477971,-0.24671664167916,-0.31302294197031
"SMO",0.430350877192982,0.524132420091324,0.481666666666667,0.44,0.4,0.393240093240093,0.359918699186992,0.2,0.353846153846154,0.3,0.115789473684211,0.111947056774643,0.284024322830293,0.105050505050505,0.316078431372549,0.23452380952381,0.192857142857143,0.15,0.253333333333333,0.1,0.333333333333333,0.234652014652015,0.322377622377622,0.278787878787879,0.233333333333333,0.255263157894737,-0.413888888888889,0.458517788724685,0.481609195402299,0.481609195402299,-0.399283850088736,0.382479874776386,0.347596153846154,0.347596153846154,0.347596153846154,-0.445705357250274,-0.335225292506846,-0.491758241758242,0.302911242507563,0.344444444444444,0.275091693635383,0.3,0.241111111111111,0.196666666666667,0.25,0.15,0.2,0.1,0.366472607851918,0,-0.3,0.1,0.319191970819878,-0.286666666666667,-0.351428571428571
"TWIST1",0.535048583376443,0.522440401206014,0.484367006710602,0.439712918660287,0.381818181818182,0.476577979666883,0.47611025529517,0.28,0.431304347826087,0.371304347826087,0.201451378809869,0.187347849379332,0.464318953023163,0.17543449197861,0.448034405385191,0.456894409937888,0.414285714285714,0.366666666666667,0.386,0.3,0.35,0.403987241751465,0.417148816096184,0.377435897435897,0.333846153846154,0.315091138641206,-0.403063660477454,0.730977163959379,0.486340760823519,0.486340760823519,-0.658184526153743,0.45193278426317,0.42054341891154,0.42054341891154,0.42054341891154,-0.826564045018653,-0.402536890469163,-0.494553471393979,0.470094155524592,0.418854803675856,0.446334063252389,0.385254803675856,0.417916244511989,0.384582911178656,0.348412698412698,0.348412698412698,0.309523809523809,0.309523809523809,0.461239889143115,-0.2,-0.3,0.266666666666667,0.396866762105797,-0.420285714285714,-0.459785903550609
"NOTCH",0.373778195488722,0.394489981785064,0.330555555555556,0.255555555555556,0.2,0.34962962962963,0.29592803030303,0.2,0.286666666666667,0.22,0.153333333333333,0.0627672955974843,0.340819209039548,0.0533333333333333,0.141924741924742,0.127777777777778,0.0833333333333333,0.0333333333333333,0.0761904761904762,0,0.0333333333333333,0.191159029649596,0.184069478908189,0.229230769230769,0.16,0.167368421052632,-0.46010101010101,0.487623953018196,0.518591576138746,0.518591576138746,-0.483314703033013,0.303451910408432,0.252727272727273,0.252727272727273,0.252727272727273,-0.571507339778016,-0.276628352490421,-0.526624254717561,0.382636293747405,0.314685314685315,0.350949050949051,0.269230769230769,0.314685314685315,0.269230769230769,0.2,0.2,0.1,0.1,0.338490566037736,0,0,0,0.329512503157363,-0.114652014652015,-0.285057471264368
"FUS",0.469948192629224,0.564672960631865,0.524132420091324,0.481666666666667,0.44,0.430449395565675,0.38745493107105,0.3,0.393240093240093,0.353846153846154,0.125164473684211,0.1190899139175,0.319474058280028,0.111947056774643,0.33735502711723,0.266523809523809,0.23452380952381,0.192857142857143,0.286666666666667,0.15,0.253333333333333,0.258875617136487,0.359586924703204,0.322377622377622,0.278787878787879,0.274493927125506,-0.460555555555555,0.494129299516052,0.525359195402299,0.525359195402299,-0.437601607098081,0.412610879143199,0.382479874776386,0.382479874776386,0.382479874776386,-0.488167321289001,-0.359386366332349,-0.535192585192585,0.326072005450343,0.379059829059829,0.302911242507563,0.344444444444444,0.275091693635383,0.241111111111111,0.3,0.196666666666667,0.25,0.15,0.404360806609682,-0.1,-0.333333333333333,0.1,0.33714817519944,-0.316078431372549,-0.390375939849624
"TGF",0.51995670995671,0.537398190045249,0.579705882352941,0.514705882352941,0.45,0.466782340466551,0.427577877727803,0.333333333333333,0.419163292847503,0.371794871794872,0.177310924369748,0.166773442050087,0.459434951013898,0.155882352941176,0.223333333333333,0.302272727272727,0.275,0.225,0.16,0.2,0.12,0.282209682209682,0.353836477987421,0.306666666666667,0.24,0.176190476190476,-0.498809523809524,0.508148595590456,0.550809523809524,0.550809523809524,-0.510312852110889,0.395394197061237,0.339430894308943,0.339430894308943,0.339430894308943,-0.593389197201906,-0.37124449779912,-0.558233618233618,0.42200200080032,0.34078431372549,0.38500200080032,0.28,0.34078431372549,0.28,0.2,0.2,0.1,0.1,0.355334538878843,-0.2,-0.1,0,0.179900930158722,-0.193333333333333,-0.401862514529776
"cfos",0.400064102564103,0.421895310796074,0.376857142857143,0.312857142857143,0.242857142857143,0.38708782742681,0.314010582010582,0.32,0.334545454545455,0.28,0.0631372549019608,0.071785277573979,0.360114255103407,0.0597163120567376,0.148288288288288,0.148825611325611,0.113690476190476,0.0761904761904762,0.1,0.0333333333333333,0.0666666666666667,0.203279409178829,0.208107517482517,0.167482517482517,0.113636363636364,0.191785714285714,-0.506575963718821,0.53513963161022,0.555809178743961,0.555809178743961,-0.530603439381845,0.344426734565674,0.303322440087146,0.303322440087146,0.303322440087146,-0.6090048800715,-0.309385587238848,-0.567829773141248,0.425836453275706,0.364990253411306,0.397985985985986,0.328148148148148,0.365985985985986,0.328148148148148,0.28,0.28,0.2,0.2,0.39512315270936,0,-0.0333333333333333,0.1,0.365069510938097,-0.126666666666667,-0.315193394176445
"CDC42",0.400064102564103,0.421895310796074,0.376857142857143,0.312857142857143,0.342857142857143,0.38708782742681,0.314010582010582,0.22,0.334545454545455,0.28,0.0631372549019608,0.071785277573979,0.360114255103407,0.0597163120567376,0.148288288288288,0.148825611325611,0.113690476190476,0.0761904761904762,0.1,0.0333333333333333,0.0666666666666667,0.203279409178829,0.208107517482517,0.167482517482517,0.113636363636364,0.191785714285714,-0.506575963718821,0.53513963161022,0.555809178743961,0.555809178743961,-0.530603439381845,0.344426734565674,0.303322440087146,0.303322440087146,0.303322440087146,-0.6090048800715,-0.309385587238848,-0.567829773141248,0.425836453275706,0.364990253411306,0.397985985985986,0.328148148148148,0.365985985985986,0.328148148148148,0.28,0.28,0.2,0.2,0.39512315270936,0,-0.0333333333333333,0.1,0.365069510938097,-0.126666666666667,-0.315193394176445
"NOTCHic",0.418493642643193,0.439361776656859,0.394489981785064,0.330555555555556,0.255555555555556,0.406772486772487,0.328524715385903,0.22,0.34962962962963,0.286666666666667,0.167126436781609,0.0766134494436381,0.378793892583852,0.0627672955974843,0.16518055587823,0.165873015873016,0.127777777777778,0.0833333333333333,0.114652014652015,0.0333333333333333,0.0761904761904762,0.217547918538485,0.225402812241522,0.184069478908189,0.229230769230769,0.220856793145655,-0.512828282828283,0.528349759469809,0.567076424623594,0.567076424623594,-0.528806506311701,0.344045969814373,0.303451910408432,0.303451910408432,0.303451910408432,-0.620654626599722,-0.308033311168107,-0.578388960599914,0.410328601439713,0.350169185653057,0.382636293747405,0.314685314685315,0.350949050949051,0.314685314685315,0.269230769230769,0.269230769230769,0.2,0.2,0.38293501048218,0,-0.0333333333333333,0.1,0.352125568483996,-0.141924741924742,-0.327914614121511
"TCFLEF",0.610801083591331,0.600715804772558,0.573350939907693,0.543827130383884,0.506477732793522,0.524102644761238,0.425219125201559,0.431428571428571,0.497642163661581,0.471428571428571,0.157060668799799,0.12892733366004,0.427163194322326,0.122289218028348,0.250401337792642,0.297387163561077,0.278530020703934,0.261863354037267,0.213076923076923,0.231428571428571,0.193076923076923,0.265915993165207,0.386861491628615,0.362888888888889,0.338888888888889,0.198761612013146,-0.435582503324439,0.484441303826075,0.570456581948517,0.570456581948517,-0.436348072925347,0.409149376084159,0.385339852274635,0.385339852274635,0.385339852274635,-0.603884330224644,-0.357727718374418,-0.58179358862854,0.208911304990694,0.2698837355455,0.189780870208085,0.2411337355455,0.265938277615493,0.237457264957265,0.209509803921569,0.205833333333333,0.174509803921569,0.170833333333333,0.601138796946026,-0.171428571428571,-0.17,0.133333333333333,0.322135509927357,-0.23133779264214,-0.429688736493248
"PAK1",0.435295419290081,0.457469540487951,0.421895310796074,0.376857142857143,0.312857142857143,0.435736476075459,0.342303264937411,0.28,0.38708782742681,0.334545454545455,0.0796726879728269,0.0832138490025504,0.392327140257469,0.071785277573979,0.170163288288288,0.179518680632542,0.148825611325611,0.113690476190476,0.126666666666667,0.0761904761904762,0.1,0.227962953482626,0.241821803196803,0.208107517482517,0.167482517482517,0.225119047619048,-0.547752434307056,0.569811164456935,0.596475845410628,0.596475845410628,-0.568879621031521,0.379438176213271,0.344426734565674,0.344426734565674,0.344426734565674,-0.649965332048901,-0.33562411934894,-0.608356088930722,0.449267415618802,0.397009957844804,0.425836453275706,0.364990253411306,0.397985985985986,0.365985985985986,0.328148148148148,0.328148148148148,0.28,0.28,0.432464924861258,-0.0333333333333333,-0.0666666666666667,0.2,0.384282824099973,-0.148288288288288,-0.350077115106678
"LIV1",0.435295419290081,0.457469540487951,0.421895310796074,0.376857142857143,0.312857142857143,0.435736476075459,0.342303264937411,0.28,0.38708782742681,0.334545454545455,0.0796726879728269,0.0832138490025504,0.392327140257469,0.071785277573979,0.170163288288288,0.179518680632542,0.148825611325611,0.113690476190476,0.126666666666667,0.0761904761904762,0.1,0.227962953482626,0.241821803196803,0.208107517482517,0.167482517482517,0.225119047619048,-0.547752434307056,0.569811164456935,0.596475845410628,0.596475845410628,-0.568879621031521,0.379438176213271,0.344426734565674,0.344426734565674,0.344426734565674,-0.649965332048901,-0.33562411934894,-0.608356088930722,0.449267415618802,0.397009957844804,0.425836453275706,0.364990253411306,0.397985985985986,0.365985985985986,0.328148148148148,0.328148148148148,0.28,0.28,0.432464924861258,-0.0333333333333333,-0.0666666666666667,0.2,0.384282824099973,-0.148288288288288,-0.350077115106678
"EGR1",0.435295419290081,0.457469540487951,0.421895310796074,0.376857142857143,0.312857142857143,0.435736476075459,0.342303264937411,0.28,0.38708782742681,0.334545454545455,0.0796726879728269,0.0832138490025504,0.392327140257469,0.071785277573979,0.170163288288288,0.179518680632542,0.148825611325611,0.113690476190476,0.126666666666667,0.0761904761904762,0.1,0.227962953482626,0.241821803196803,0.208107517482517,0.167482517482517,0.225119047619048,-0.547752434307056,0.569811164456935,0.596475845410628,0.596475845410628,-0.568879621031521,0.379438176213271,0.344426734565674,0.344426734565674,0.344426734565674,-0.649965332048901,-0.33562411934894,-0.608356088930722,0.449267415618802,0.397009957844804,0.425836453275706,0.364990253411306,0.397985985985986,0.365985985985986,0.328148148148148,0.328148148148148,0.28,0.28,0.432464924861258,-0.0333333333333333,-0.0666666666666667,0.2,0.384282824099973,-0.148288288288288,-0.350077115106678
"TGFR",0.565072989026477,0.585518490797129,0.537398190045249,0.579705882352941,0.514705882352941,0.510899987525375,0.464385695317379,0.371794871794872,0.466782340466551,0.419163292847503,0.190824437883261,0.177606775383421,0.501132367988068,0.166773442050087,0.250964912280702,0.333136924803591,0.302272727272727,0.275,0.193333333333333,0.225,0.16,0.312854843500005,0.396260720411664,0.353836477987421,0.306666666666667,0.21796262808921,-0.547829131652661,0.554153438205468,0.597150987224158,0.597150987224158,-0.560068949671865,0.440075048125066,0.395394197061237,0.395394197061237,0.395394197061237,-0.645331383290434,-0.405928042102917,-0.605701972663998,0.452364117791964,0.384408474799316,0.42200200080032,0.34078431372549,0.38500200080032,0.34078431372549,0.28,0.28,0.2,0.2,0.408431884011586,-0.2,-0.12,0.1,0.206623268363315,-0.223333333333333,-0.442603255270517
"ZEB1",0.463648381902239,0.494271616692654,0.458954156375194,0.417117421681316,0.364176245210728,0.364636039437802,0.344208942034039,0.216666666666667,0.321904761904762,0.276666666666667,0.170643910485013,0.160543220256278,0.469882461079077,0.151264869740814,0.264028440794091,0.281278259937855,0.248925318761384,0.217777777777778,0.218939393939394,0.173333333333333,0.191666666666667,0.330042378001,0.359880726484142,0.325426944971537,0.288172043010753,0.293359518198481,-0.551784986098239,0.526768984121521,0.603829715061058,0.603829715061058,-0.642785200095447,0.451726742280417,0.420181000955496,0.420181000955496,0.420181000955496,-0.646068551419297,-0.385489714839773,-0.622845922845923,0.496751740894673,0.450872070264829,0.475221579050632,0.420975163048334,0.449354912383965,0.419493801272854,0.384436701509872,0.38223889931207,0.338095238095238,0.335897435897436,0.48012547234277,-0.133333333333333,-0.158333333333333,0.266666666666667,0.398902565211208,-0.243429189857761,-0.331144991845868
"Csl",0.453596887480951,0.474546961842044,0.439361776656859,0.394489981785064,0.330555555555556,0.455124135124135,0.357556973450419,0.286666666666667,0.406772486772487,0.34962962962963,0.186007555662728,0.0886134494436381,0.411201299991259,0.0766134494436381,0.188050511035181,0.198659901118917,0.165873015873016,0.127777777777778,0.141924741924742,0.0833333333333333,0.114652014652015,0.243017087439289,0.259675112711005,0.225402812241522,0.184069478908189,0.251435305542349,-0.55589397625894,0.562835108831191,0.608956766503936,0.608956766503936,-0.56718488469008,0.378241903270935,0.344045969814373,0.344045969814373,0.344045969814373,-0.661991113885352,-0.33384933490698,-0.620411432510026,0.433698480262563,0.381876502726227,0.410328601439713,0.350169185653057,0.382636293747405,0.350949050949051,0.314685314685315,0.314685314685315,0.269230769230769,0.269230769230769,0.419369119009312,-0.0333333333333333,-0.0761904761904762,0.2,0.370680375587487,-0.16518055587823,-0.364453075659972
"SMAD",0.494919075174562,0.514115993840015,0.476437786100708,0.43037037037037,0.37037037037037,0.469651109032459,0.392030429814193,0.314285714285714,0.421107419712071,0.367619047619048,0.207513227513228,0.0930861622473681,0.430818971556676,0.182091397849462,0.290675527175527,0.304085106382979,0.269333333333333,0.233333333333333,0.241895604395604,0.2,0.213690476190476,0.347898094599941,0.362954843988436,0.326329329585143,0.284468864468864,0.257352941176471,-0.571854811854812,0.57494966894433,0.623955700981985,0.623955700981985,-0.578881175250259,0.46219499161126,0.426988380041012,0.426988380041012,0.426988380041012,-0.672763550789748,-0.371954530857378,-0.634130432320138,0.447504947206983,0.393948080904603,0.423398716359179,0.35989010989011,0.394710191769015,0.360644257703081,0.321428571428571,0.321428571428571,0.271428571428571,0.271428571428571,0.428414589933954,-0.15,-0.176190476190476,0.2,0.280707175896073,-0.267895604395604,-0.385960124356749
"SNAI1",0.465412759576913,0.487985004405477,0.457469540487951,0.421895310796074,0.376857142857143,0.472602835522464,0.267717629578295,0.334545454545455,0.435736476075459,0.38708782742681,0.094705367711389,0.091284984433467,0.420526932140924,0.0832138490025504,0.190246104023278,0.208550938697058,0.179518680632542,0.148825611325611,0.148288288288288,0.113690476190476,0.126666666666667,0.250171542439682,0.272093201944194,0.241821803196803,0.208107517482517,0.246331168831169,-0.584526627855443,0.599071178034668,0.630653060600501,0.630653060600501,-0.601019971908714,0.407464710209954,0.379438176213271,0.379438176213271,0.379438176213271,-0.68485522326673,-0.357438662377626,-0.643999653287158,0.468650099375014,0.4249212332607,0.449267415618802,0.397009957844804,0.425836453275706,0.397985985985986,0.364990253411306,0.365985985985986,0.328148148148148,0.328148148148148,0.463839777975242,-0.0761904761904762,-0.1,0.28,0.399903504221621,-0.170163288288288,-0.381420398688767
"GLI",0.494515660103079,0.613587912595113,0.574457477812504,0.52796066252588,0.467246376811594,0.553116018124008,0.401436507989017,0.402857142857143,0.506747303040209,0.459378881987578,0.123748079877112,0.122722357463737,0.424798049152832,0.112603309844689,0.307184564813187,0.228606442577031,0.195833333333333,0.166666666666667,0.257657657657658,0.133333333333333,0.233333333333333,0.267001119636786,0.286553939164935,0.249240506329114,0.21,0.232064834390416,-0.582153916211293,0.589717110719204,0.63150924832743,0.63150924832743,-0.589313175846383,0.471643979883287,0.43431863058189,0.43431863058189,0.43431863058189,-0.673053090771778,-0.423991538590126,-0.642359950604492,0.471721099404424,0.414848808137404,0.446297370590865,0.478368121442125,0.415262887832244,0.37874114870181,0.434838709677419,0.334838709677419,0.38,0.28,0.445345999311797,-0.0833333333333333,-0.2,0.2,0.34707534614473,-0.283500354286871,-0.402372256365233
