"","FOXC2","TGF","TGFR","CDC42","PAK1","SNAI1","MEK","ERK","cfos","EGR1","TWIST1","Jagged","NOTCH","SHH","NOTCHic","HEY1","IKK","AKT","Csn","SMO","ZEB2","ZEB1","ILK","Csl","NFB","SMAD","FUS","SOSGRB2","SNAI2","RAS","RAF","PI3K","DELTA","cateninmemb","cateninnuc","KLF4","GLI","TCFLEF","GSK3","CD44","Wnt","cMet","Ecadherin","Frizzled","SRC","AXIN2","DSH","miR200","STAT","TrCP","LIV1","Destcompl","SUFU","Patched","RKIP"
"IKK",0.481944936783646,0.518974358974359,0.46,0.4,0.35,0.264823008849558,0.245384948721652,0.173291925465839,0.142857142857143,0.1,0.524104447164423,0.262618083670715,0.345614035087719,0.188095238095238,0.291228070175439,0.0230769230769231,0.22,0.274838709677419,0.3,0.116666666666667,0.407486631016043,0.407486631016043,0.00416666666666667,0.233333333333333,0.28,-0.0081140350877193,0.0666666666666667,0.298214285714286,0.658460730892689,0.379834067928442,0.334119782214156,0.334119782214156,0.334119782214156,-0.5658385509839,0.435857310710289,-0.348571428571429,0.376239316239316,0.408031223753767,-0.221904761904762,0.376239316239316,0.331623931623932,0.331623931623932,-0.676818442471288,0.277777777777778,0.277777777777778,0.403095238095238,0.2,-0.413007662835249,0.2,-0.2,0.1,0.139139452829976,-0.1,-0.15952380952381,-0.2625
"ERK",0.336580089770764,0.371954239623413,0.343382811051984,0.299253256396114,0.248232848232848,0.228309039214306,0.197285800336259,0.162117604617605,0.217474747474747,0.181111111111111,0.415973590404507,0.253739250614251,0.242444100741509,0.156924207069398,0.215408270122617,0.0285561497326203,0.121766381766382,0.145575905575906,0.0476923076923077,0.129699248120301,0.413311357434374,0.413311357434374,0.00433549831400637,0.174730304020922,0.0884330484330484,0.00125426582100917,0.101127819548872,0.116879924984778,0.680510520141178,0.153292201748524,0.126916054959533,0.126916054959533,0.126916054959533,-0.533901495527231,0.410176031433188,-0.376908219928709,0.37324496308465,0.392511582061422,-0.208123751395745,0.372433227507063,0.350935251798561,0.34935630443014,-0.604571013046978,0.32,0.318421052631579,0.408303751493242,0.27,-0.423958505069455,0.268421052631579,-0.04,0.2,0.0559179634273896,-0.0642857142857143,-0.145889724310777,-0.25722063236224
"CD44",0.364285714285714,0.359166666666667,0.346666666666667,0.3,0.2,0.333108108108108,0.411315789473684,0.385,0.325,0.3,0.341666666666667,0.130769230769231,0.220833333333333,0.0838095238095238,0.233333333333333,0.11,0.26,0.226666666666667,0.2,0.133333333333333,0.413312693498452,0.413312693498452,0.0727272727272727,0.2,0.2,0.0527272727272727,0.1,-0.00238095238095239,0.438744113029827,0.203809523809524,0.166666666666667,0.166666666666667,0.166666666666667,-0.143809523809524,0.131436531007752,-0.276470588235294,0.0233333333333333,0.0861240310077519,-0.222391084093212,0.0233333333333333,-0.05,0.05,-0.279421102888518,-0.1,0,-0.02,0,-0.425818181818182,0.1,-0.1,0.1,-0.159085452362763,-0.1,-0.0904761904761905,-0.407222222222222
"Jagged",0.184705882352941,0.215584415584416,0.142857142857143,0.1,0.2,0.126666666666667,0.26,0.2,0.2,0.1,0.269979296066253,0.0555555555555556,0.116666666666667,-0.0166666666666667,0.05,-0.0333333333333333,-0.1,-0.0571428571428571,0,-0.1,0.420634920634921,0.420634920634921,-0.133333333333333,0,-0.1,-0.166666666666667,-0.1,0.1,0.435375,0.251428571428571,0.18,0.18,0.18,-0.425480769230769,0.342118634054118,-0.376190476190476,0.269230769230769,0.311166253101737,-0.232142857142857,0.269230769230769,0.2,0.2,-0.499847279157624,0.1,0.1,0.28,0,-0.435,0,0,0,0.300845070422535,0,0.0666666666666667,-0.163636363636364
"DELTA",0.184705882352941,0.215584415584416,0.142857142857143,0.1,0.2,0.126666666666667,0.26,0.2,0.2,0.1,0.269979296066253,0.0555555555555556,0.116666666666667,-0.0166666666666667,0.05,-0.0333333333333333,-0.1,-0.0571428571428571,0,-0.1,0.420634920634921,0.420634920634921,-0.133333333333333,0,-0.1,-0.166666666666667,-0.1,0.1,0.435375,0.251428571428571,0.18,0.18,0.18,-0.425480769230769,0.342118634054118,-0.376190476190476,0.269230769230769,0.311166253101737,-0.232142857142857,0.269230769230769,0.2,0.2,-0.499847279157624,0.1,0.1,0.28,0,-0.435,0,0,0,0.300845070422535,0,0.0666666666666667,-0.163636363636364
"cMet",0.380227743271221,0.385357142857143,0.359166666666667,0.346666666666667,0.3,0.357597904026475,0.411315789473684,0.411315789473684,0.385,0.325,0.378252032520325,0.159536354056902,0.240833333333333,0.0949206349206349,0.220833333333333,0.09125,0.226666666666667,0.214666666666667,0.2,0.0904761904761905,0.44204832568236,0.44204832568236,0.0527272727272727,0.233333333333333,0.26,0.0511399711399712,0.133333333333333,0.00796387520525451,0.487251575716394,0.244761904761905,0.203809523809524,0.203809523809524,0.203809523809524,-0.194179894179894,0.163214956663729,-0.313312693498452,0.086969696969697,0.131436531007752,-0.256275381613873,0.0861240310077519,0.0233333333333333,0.0233333333333333,-0.324476047943463,-0.05,0.05,0.0419047619047619,-0.1,-0.453251810136766,0,-0.2,0.1,-0.127344838028292,-0.1,-0.0838095238095238,-0.426371158392435
"SRC",0.369004329004329,0.366562669560499,0.340789473684211,0.325,0.325,0.251084010840108,0.312557022809124,0.302352941176471,0.32,0.3,0.233002003390353,0.0306738223017293,0.11597433299561,-0.0284701114488349,0.0968253968253968,-0.0298924731182796,0.0933333333333333,0.0896296296296296,0.133333333333333,-0.0476190476190476,0.450251917246299,0.450251917246299,-0.0637037037037037,0.0857142857142857,0.113333333333333,-0.0737037037037037,-0.0333333333333333,-0.00144230769230769,0.200664277954831,0.215400682011935,0.190400682011935,0.190400682011935,0.190400682011935,-0.0994992577464445,0.0718840128872296,-0.333252895752896,0.0322033898305085,0.0557702688114002,-0.144913267698078,0.0322033898305085,0,0,-0.254186441577746,-0.05,-0.05,-0.0285695666340827,-0.1,-0.46358407079646,0,-0.1,0,-0.0811072059881313,0,0.0476190476190476,-0.364514963880289
"NFB",0.528200443391576,0.564864769933263,0.518974358974359,0.46,0.4,0.292267803802239,0.298488396997515,0.245384948721652,0.173291925465839,0.142857142857143,0.558125065721124,0.283487648888107,0.388060078253187,0.206128024980484,0.345614035087719,0.017016317016317,0.274838709677419,0.31537925021796,0.28,0.15952380952381,0.455958246736567,0.455958246736567,-0.0081140350877193,0.291228070175439,0.22,-0.0193723132334147,0.116666666666667,0.333045746388443,0.695358005525813,0.413336605999508,0.379834067928442,0.379834067928442,0.379834067928442,-0.606923822301729,0.460265473975595,-0.39639751552795,0.408423224285293,0.435857310710289,-0.24892089093702,0.408031223753767,0.376239316239316,0.376239316239316,-0.723542580402322,0.331623931623932,0.331623931623932,0.442663583418979,0.277777777777778,-0.461796590170889,0.277777777777778,-0.3,0.2,0.158597997669231,-0.0666666666666667,-0.188095238095238,-0.300735294117647
"SMO",0.41203953279425,0.508827404479578,0.46969696969697,0.433333333333333,0.4,0.329074529074529,0.3875,0.35,0.3,0.2,0.271943681318681,0.19568300955905,0.298888888888889,0.242592592592593,0.26,0.0111111111111111,0.166666666666667,0.2,0.1,0.2,0.468281718281718,0.468281718281718,-0.00909090909090909,0.22,0.133333333333333,-0.0202020202020202,0.3,0.25,0.456705041164365,0.381713800904977,0.347596153846154,0.347596153846154,0.347596153846154,-0.396067382483333,0.29965310430657,-0.404545454545454,0.344444444444444,0.273784378437844,-0.332913953573925,0.241111111111111,0.3,0.196666666666667,-0.43843639818132,0.25,0.15,0.366472607851918,0.2,-0.480297055057618,0.1,0,0.1,0.319046051987228,-0.3,-0.216666666666667,-0.332211538461538
"NOTCH",0.250559540889527,0.282251082251082,0.215584415584416,0.142857142857143,0.1,0.167843137254902,0.32,0.26,0.2,0.2,0.317979296066253,0.0805555555555556,0.0782051282051282,0.0106060606060606,0.116666666666667,-0.0733333333333333,-0.0571428571428571,-0.0032967032967033,-0.1,-0.0666666666666667,0.477777777777778,0.477777777777778,-0.166666666666667,0.05,-0.1,-0.183908045977011,-0.1,0.15,0.480517857142857,0.299120879120879,0.251428571428571,0.251428571428571,0.251428571428571,-0.471679599640126,0.369145661081145,-0.420634920634921,0.311166253101737,0.342118634054118,-0.27116724738676,0.311166253101737,0.269230769230769,0.269230769230769,-0.556856624952017,0.2,0.2,0.336862745098039,0.1,-0.486851851851852,0.1,0,0,0.327938666481648,0.1,0.0166666666666667,-0.218181818181818
"TWIST1",0.530804122556567,0.519108937877858,0.4829387251119,0.439712918660287,0.381818181818182,0.466389551933438,0.47546678437431,0.431304347826087,0.371304347826087,0.28,0.461414267575783,0.388968222216486,0.411386694386694,0.417911882865901,0.374386694386694,0.137440225035162,0.408771929824561,0.446507778881165,0.3,0.373809523809524,0.482620578403042,0.482620578403042,0.0853664596273292,0.333846153846154,0.366666666666667,0.081065384358512,0.35,0.315091138641206,0.730785837005087,0.45193278426317,0.42054341891154,0.42054341891154,0.42054341891154,-0.657801546232029,0.469740783993988,-0.401401098901099,0.418854803675856,0.446334063252389,-0.40212405194157,0.417916244511989,0.385254803675856,0.384582911178656,-0.824903063343181,0.348412698412698,0.348412698412698,0.461239889143115,0.309523809523809,-0.491198558836254,0.309523809523809,-0.2,0.266666666666667,0.396866762105797,-0.3,-0.39839968774395,-0.454227106227106
"cfos",0.264681659803611,0.298033760776643,0.254108527131783,0.186666666666667,0.12,0.179194507071121,0.354166666666667,0.3,0.25,0.3,0.314220251293422,0.0781002032920191,0.0952380952380952,0.00117293233082706,0.0552380952380952,-0.187619047619048,-0.0212121212121212,0.0147878787878788,-0.1,-0.0371428571428572,0.508223645723646,0.508223645723646,-0.186666666666667,-0.00666666666666668,-0.0666666666666667,-0.195141242937853,-0.08,0.161378205128205,0.521709704124565,0.335837837837838,0.298,0.298,0.298,-0.511918731770088,0.405650899733705,-0.461058897243108,0.353411764705882,0.381600266822313,-0.299081486042693,0.355343283582089,0.324,0.324,-0.585915439194933,0.28,0.28,0.388722741433022,0.2,-0.522961483474897,0.2,0.1,0.1,0.360228076947822,0.1,0.0108270676691729,-0.245146198830409
"CDC42",0.264681659803611,0.298033760776643,0.254108527131783,0.186666666666667,0.22,0.179194507071121,0.354166666666667,0.3,0.25,0.2,0.314220251293422,0.0781002032920191,0.0952380952380952,0.00117293233082706,0.0552380952380952,-0.187619047619048,-0.0212121212121212,0.0147878787878788,-0.1,-0.0371428571428572,0.508223645723646,0.508223645723646,-0.186666666666667,-0.00666666666666668,-0.0666666666666667,-0.195141242937853,-0.08,0.161378205128205,0.521709704124565,0.335837837837838,0.298,0.298,0.298,-0.511918731770088,0.405650899733705,-0.461058897243108,0.353411764705882,0.381600266822313,-0.299081486042693,0.355343283582089,0.324,0.324,-0.585915439194933,0.28,0.28,0.388722741433022,0.2,-0.522961483474897,0.2,0.1,0.1,0.360228076947822,0.1,0.0108270676691729,-0.245146198830409
"FUS",0.44972069221454,0.547907864249693,0.508827404479578,0.46969696969697,0.433333333333333,0.354757589183819,0.421646341463415,0.3875,0.35,0.3,0.305651546487221,0.216850892770729,0.335597749648383,0.259259259259259,0.298888888888889,0.0037940379403794,0.2,0.230232558139535,0.133333333333333,0.216666666666667,0.508971373454132,0.508971373454132,-0.0202020202020202,0.26,0.166666666666667,-0.0295043457834156,0.2,0.268367346938776,0.490531288853829,0.410602689793866,0.381713800904977,0.381713800904977,0.381713800904977,-0.431739897103216,0.320668619116161,-0.445286195286195,0.377777777777778,0.29965310430657,-0.355938008556743,0.273784378437844,0.344444444444444,0.241111111111111,-0.478612351260499,0.3,0.196666666666667,0.403579526090912,0.25,-0.519622897754248,0.15,-0.1,0.1,0.33625673447981,-0.3,-0.242592592592593,-0.36942084078712
"NOTCHic",0.295113996335071,0.326190476190476,0.282251082251082,0.215584415584416,0.142857142857143,0.19622151563328,0.379322033898305,0.32,0.26,0.2,0.352285865409318,0.0991396263520157,0.119188734762505,0.0239393939393939,0.0782051282051282,-0.0824242424242424,-0.0032967032967033,0.0367032967032967,-0.1,-0.0166666666666667,0.524444444444444,0.524444444444444,-0.183908045977011,0.116666666666667,-0.0571428571428571,-0.191154422788606,-0.0666666666666667,0.205,0.517243520859671,0.337088793559382,0.299120879120879,0.299120879120879,0.299120879120879,-0.513422718906181,0.393763657685559,-0.470634920634921,0.340578017807619,0.369145661081145,-0.300631533101045,0.342118634054118,0.311166253101737,0.311166253101737,-0.603093184091801,0.269230769230769,0.269230769230769,0.37760348583878,0.2,-0.537962962962963,0.2,0.1,0.1,0.348010351069462,0.1,-0.0106060606060606,-0.261038961038961
"TGF",0.505897435897436,0.527264202978489,0.572162162162162,0.51,0.45,0.397937275038385,0.459312805797741,0.412971342383107,0.371794871794872,0.333333333333333,0.451757673034269,0.244679487179487,0.331372549019608,0.137740693196406,0.289705882352941,0.061231884057971,0.245454545454545,0.25974025974026,0.2,0.1,0.538012820512821,0.538012820512821,0.0142857142857143,0.225,0.2,0.00383795309168444,0.0666666666666667,0.172268907563025,0.506582994955088,0.394571081224831,0.339430894308943,0.339430894308943,0.339430894308943,-0.507617153348488,0.418493202774585,-0.491346153846154,0.34078431372549,0.383441656382833,-0.368769715141529,0.34078431372549,0.28,0.28,-0.588095646245001,0.2,0.2,0.355334538878843,0.1,-0.546637564116556,0.1,-0.2,0,0.179922190356973,-0.1,-0.115789473684211,-0.381481481481481
"PAK1",0.295686026615838,0.328673491416373,0.298033760776643,0.254108527131783,0.186666666666667,0.202175873530748,0.402198162729659,0.354166666666667,0.3,0.25,0.341193935503948,0.0957472621155485,0.123407109322602,0.0129839559528743,0.0952380952380952,-0.186169772256729,0.0147878787878788,0.0401212121212121,-0.0666666666666667,-0.0108270676691729,0.545830483330483,0.545830483330483,-0.195141242937853,0.0552380952380952,-0.0212121212121212,-0.194478991282224,-0.0371428571428572,0.195469114219114,0.552081604951011,0.367483407458091,0.335837837837838,0.335837837837838,0.335837837837838,-0.546182963778681,0.426288349932909,-0.498015418982238,0.379378615534612,0.405650899733705,-0.322095742661837,0.381600266822313,0.353411764705882,0.355343283582089,-0.622624299954427,0.324,0.324,0.420890573600854,0.28,-0.55991063601727,0.28,0.1,0.2,0.376713432596358,0.08,-0.00117293233082706,-0.27608145062897
"LIV1",0.295686026615838,0.328673491416373,0.298033760776643,0.254108527131783,0.186666666666667,0.202175873530748,0.402198162729659,0.354166666666667,0.3,0.25,0.341193935503948,0.0957472621155485,0.123407109322602,0.0129839559528743,0.0952380952380952,-0.186169772256729,0.0147878787878788,0.0401212121212121,-0.0666666666666667,-0.0108270676691729,0.545830483330483,0.545830483330483,-0.195141242937853,0.0552380952380952,-0.0212121212121212,-0.194478991282224,-0.0371428571428572,0.195469114219114,0.552081604951011,0.367483407458091,0.335837837837838,0.335837837837838,0.335837837837838,-0.546182963778681,0.426288349932909,-0.498015418982238,0.379378615534612,0.405650899733705,-0.322095742661837,0.381600266822313,0.353411764705882,0.355343283582089,-0.622624299954427,0.324,0.324,0.420890573600854,0.28,-0.55991063601727,0.28,0.1,0.2,0.376713432596358,0.08,-0.00117293233082706,-0.27608145062897
"EGR1",0.295686026615838,0.328673491416373,0.298033760776643,0.254108527131783,0.186666666666667,0.202175873530748,0.402198162729659,0.354166666666667,0.3,0.25,0.341193935503948,0.0957472621155485,0.123407109322602,0.0129839559528743,0.0952380952380952,-0.186169772256729,0.0147878787878788,0.0401212121212121,-0.0666666666666667,-0.0108270676691729,0.545830483330483,0.545830483330483,-0.195141242937853,0.0552380952380952,-0.0212121212121212,-0.194478991282224,-0.0371428571428572,0.195469114219114,0.552081604951011,0.367483407458091,0.335837837837838,0.335837837837838,0.335837837837838,-0.546182963778681,0.426288349932909,-0.498015418982238,0.379378615534612,0.405650899733705,-0.322095742661837,0.381600266822313,0.353411764705882,0.355343283582089,-0.622624299954427,0.324,0.324,0.420890573600854,0.28,-0.55991063601727,0.28,0.1,0.2,0.376713432596358,0.08,-0.00117293233082706,-0.27608145062897
"TCFLEF",0.598120425919528,0.589435309687209,0.565209444477737,0.53793671720501,0.501351351351351,0.407332715559357,0.518713464677622,0.494075783518201,0.469323308270677,0.429323308270677,0.418110114611225,0.232248190667659,0.37097058234941,0.19561797752809,0.351578947368421,0.0563126310046803,0.261939393939394,0.272750204750205,0.226666666666667,0.176666666666667,0.559287591561353,0.559287591561353,0.00743778126635269,0.331578947368421,0.253939393939394,0.000771114599686022,0.17,0.195395061728395,0.480842411237025,0.406898425850039,0.383780146280146,0.383780146280146,0.383780146280146,-0.431194632115149,0.204532838909144,-0.427928148601755,0.267333121562111,0.186476664143206,-0.354643386225935,0.26359930565264,0.239944586530264,0.236268115942029,-0.595612675660211,0.209509803921569,0.205833333333333,0.59939774052605,0.174509803921569,-0.571530964711851,0.170833333333333,-0.166666666666667,0.133333333333333,0.320822909020017,-0.153333333333333,-0.182284644194757,-0.417973210179006
"Csl",0.32634206651051,0.357001287001287,0.326190476190476,0.282251082251082,0.215584415584416,0.220478941375855,0.427148120854827,0.379322033898305,0.32,0.26,0.38013732429526,0.118039969994627,0.148402217908573,0.0369264069264069,0.119188734762505,-0.0787205387205387,0.0367032967032967,0.0643628711713818,-0.0571428571428571,0.0106060606060606,0.563667059285434,0.563667059285434,-0.191154422788606,0.0782051282051282,-0.0032967032967033,-0.190067466266867,-0.0166666666666667,0.235909090909091,0.548249339646039,0.368551719411085,0.337088793559382,0.337088793559382,0.337088793559382,-0.548557854041316,0.41487047879238,-0.510634920634921,0.367363732093334,0.393763657685559,-0.323857339552658,0.369145661081145,0.340578017807619,0.342118634054118,-0.640867909366527,0.311166253101737,0.311166253101737,0.409816370992842,0.269230769230769,-0.57706910821436,0.269230769230769,0.1,0.2,0.364345012424044,0.0666666666666667,-0.0239393939393939,-0.293986937917574
"SNAI1",0.320606154411365,0.353828386087997,0.328673491416373,0.298033760776643,0.254108527131783,0.124194222154602,0.436598162729659,0.402198162729659,0.354166666666667,0.3,0.365109672802585,0.114147262115549,0.148795710358872,0.0274417872781755,0.123407109322602,-0.178030237373008,0.0401212121212121,0.0647588932806324,-0.0212121212121212,0.00117293233082706,0.575490126766464,0.575490126766464,-0.194478991282224,0.0952380952380952,0.0147878787878788,-0.198335032413329,-0.0108270676691729,0.214388033138033,0.577751507863632,0.392344260890373,0.367483407458091,0.367483407458091,0.367483407458091,-0.574625586729501,0.44311585294859,-0.53080230422814,0.403386966265301,0.426288349932909,-0.340986297384476,0.405650899733705,0.379378615534612,0.381600266822313,-0.653205436823274,0.353411764705882,0.355343283582089,0.447995836758749,0.324,-0.591556205637523,0.324,0.0666666666666667,0.28,0.390193444991771,0.0371428571428572,-0.0129839559528743,-0.303108477655997
"TGFR",0.548754578754579,0.573930869645155,0.527264202978489,0.572162162162162,0.51,0.432011349112459,0.500398077115571,0.459312805797741,0.412971342383107,0.371794871794872,0.491101935329351,0.270393772893773,0.37296546937359,0.158079676247253,0.331372549019608,0.0545652173913044,0.25974025974026,0.285546711353163,0.2,0.115789473684211,0.581003474718428,0.581003474718428,0.00383795309168444,0.289705882352941,0.245454545454545,-0.00449538024164889,0.1,0.215512150806268,0.550832994955088,0.438049342094396,0.394571081224831,0.394571081224831,0.394571081224831,-0.554999017971731,0.446733048035707,-0.534824414715719,0.382853279242732,0.418493202774585,-0.40227756854467,0.383441656382833,0.34078431372549,0.34078431372549,-0.638095646245001,0.28,0.28,0.407586791131095,0.2,-0.589910291389283,0.2,-0.2,0.1,0.205800784606174,-0.0666666666666667,-0.137740693196406,-0.418981481481482
"SMAD",0.444164318324453,0.467778830566621,0.433661183507798,0.389290322580645,0.328,0.332230417845123,0.451595037660611,0.404054054054054,0.35,0.3,0.410904100353506,0.219992242123804,0.251400513335565,0.129821181301628,0.218390804597701,-0.0517499921539089,0.142857142857143,0.174388674388674,0.0761904761904762,0.0964102564102564,0.589599206763386,0.589599206763386,-0.0970302261678292,0.178390804597701,0.10952380952381,-0.198882078019681,0.0733333333333333,0.246226318484383,0.562445552236836,0.453634278619396,0.420894065096265,0.420894065096265,0.420894065096265,-0.562920114707342,0.431050368605271,-0.538089546868173,0.381741988133836,0.409242459000751,-0.361612222194137,0.383382967221977,0.351820728291317,0.353224237063246,-0.654477996729322,0.318487394957983,0.318487394957983,0.420275764036958,0.271428571428571,-0.601187980573676,0.271428571428571,-0.0333333333333333,0.2,0.275296622470301,-0.0333333333333333,-0.115854700854701,-0.344929266136163
"GLI",0.440729288669009,0.563979749272422,0.529309262166405,0.48469387755102,0.421428571428571,0.344671812690593,0.533478277994407,0.488962148962149,0.441269841269841,0.388888888888889,0.393863829694418,0.197578636959371,0.238172094216468,0.204606359823751,0.20564197373454,-0.0585964912280702,0.135864135864136,0.163336663336663,0.0761904761904762,0.17304347826087,0.59846443184995,0.59846443184995,-0.0790870038375623,0.170158102766798,0.114652014652015,-0.0824203371708956,0.16,0.213686868686869,0.575884329651063,0.461215390276878,0.426574867401061,0.426574867401061,0.426574867401061,-0.571766275626403,0.453522462453073,-0.55059649122807,0.401140030095742,0.430550410646666,-0.411720362532598,0.402448220865644,0.469386475593372,0.370390804597701,-0.652387197190536,0.431724137931034,0.331724137931034,0.436007068015676,0.38,-0.611558652654864,0.28,-0.0333333333333333,0.2,0.340853583490873,-0.12,-0.190503795721187,-0.368703011278832
