"","FOXC2","TGF","TGFR","CDC42","PAK1","MEK","EGR1","SNAI1","ERK","cfos","HEY1","SMAD","ILK","SHH","AKT","IKK","SMO","FUS","Jagged","NOTCH","TrCP","TWIST1","NOTCHic","Csl","SOSGRB2","KLF4","ZEB2","ZEB1","cateninmemb","SNAI2","RAS","RAF","PI3K","DELTA","Ecadherin","GSK3","miR200","cateninnuc","GLI","TCFLEF","Wnt","CD44","cMet","Frizzled","SRC","DSH","STAT","AXIN2","SUFU","LIV1","Csn","Destcompl","NFB","Patched","RKIP"
"ERK",0.358637576568611,0.387129614706189,0.357734010310584,0.316128170894526,0.262857142857143,0.207481210203883,0.187241379310345,0.266274766338268,0.174333577891905,0.227666911225238,0.174481043804277,0.176762347740164,0.16521219576448,0.244452624860826,0.209433806883888,0.185580595874714,0.208590163934426,0.184,0.297710038333874,0.275061910498755,0.0857142857142857,0.418657416572893,0.247638087784073,0.21041181041181,0.121353675450763,-0.403252032520325,0.440510316411309,0.440510316411309,-0.542666692150563,0.684587492675996,0.156145268372991,0.128092463092463,0.128092463092463,0.128092463092463,-0.615171867252815,-0.211004071917748,-0.450147997247779,0.418598319315096,0.378180416075153,0.39929276375954,0.352867132867133,0.376987931045786,0.351288185498712,0.32,0.318421052631579,0.27,0.268421052631579,0.411321108079367,-0.14,0.2,-0.110714285714286,0.0588202013284532,-0.156168831168831,-0.227544412300439,-0.282574390260429
"STAT",0.218786639400136,0.21176467189053,0.194856459330144,0.165909090909091,0.140909090909091,0.207893738140417,0.2,0.148182485181735,0.191764705882353,0.18,0.0586666666666667,0.0649619634627131,0.0615136876006441,0.0628225972422309,0.0427602905569007,0.0342857142857143,0.045,0.025,0.0675142417782127,0.0330241149201743,0,0.0802251471666764,0.0204027556968733,-0.00392156862745098,-0.0069376026272578,-0.326728064963359,0.442935269858347,0.442935269858347,-0.0628629869659736,0.104995176821802,-0.0307617464785255,-0.044194582299421,-0.044194582299421,-0.044194582299421,-0.20560603104461,0.0427236315086783,-0.458532927961468,0.0325315917856516,0.0111440030557678,0.0224004833231963,-0.00146103896103896,0.0113594738594739,-0.00146103896103896,-0.0196428571428571,-0.0196428571428571,-0.0571428571428571,-0.0571428571428571,-0.0431294196000078,0,0,0,-0.0634173280695643,-0.02,-0.0566279069767442,-0.171240347490347
"cMet",0.366007383966245,0.370626477541371,0.347222222222222,0.325,0.3,0.420454545454546,0.325,0.387041242036782,0.415,0.385,0.21781905744754,0.206709956709957,0.197619047619048,0.205397727272727,0.2725,0.26,0.15,0.15,0.225487990270599,0.280035194368901,0.2,0.312144709223361,0.24812030075188,0.242857142857143,-0.00238095238095239,-0.320634920634921,0.44992784992785,0.44992784992785,-0.18864710023073,0.469672825147278,0.233890386343217,0.192380952380952,0.192380952380952,0.192380952380952,-0.315781569110724,-0.235906298003072,-0.461387104743083,0.158579485158121,0.086969696969697,0.129200954084675,0.0233333333333333,0.0861240310077519,0.0233333333333333,-0.05,0.05,-0.1,0,0.0419047619047619,-0.1,0.1,-0.2,-0.123247062952945,-0.266666666666667,-0.177272727272727,-0.438518518518519
"Jagged",0.312857142857143,0.331555555555555,0.255555555555556,0.2,0.2,0.286666666666667,0.1,0.258333333333333,0.22,0.2,0.166666666666667,0.0714285714285714,0.0666666666666667,0.121794871794872,0.0888888888888889,0.0333333333333333,0.0333333333333333,0,0.166493506493506,0.231428571428571,0,0.293,0.16,0.1,0.12,-0.405555555555556,0.46207729468599,0.46207729468599,-0.431991951710262,0.43868778280543,0.252727272727273,0.18,0.18,0.18,-0.513017543859649,-0.23639846743295,-0.472121212121212,0.350949050949051,0.269230769230769,0.314685314685315,0.2,0.269230769230769,0.2,0.1,0.1,0,0,0.28,0,0,0,0.300540540540541,0,-0.0833333333333333,-0.235897435897436
"DELTA",0.312857142857143,0.331555555555555,0.255555555555556,0.2,0.2,0.286666666666667,0.1,0.258333333333333,0.22,0.2,0.166666666666667,0.0714285714285714,0.0666666666666667,0.121794871794872,0.0888888888888889,0.0333333333333333,0.0333333333333333,0,0.166493506493506,0.231428571428571,0,0.293,0.16,0.1,0.12,-0.405555555555556,0.46207729468599,0.46207729468599,-0.431991951710262,0.43868778280543,0.252727272727273,0.18,0.18,0.18,-0.513017543859649,-0.23639846743295,-0.472121212121212,0.350949050949051,0.269230769230769,0.314685314685315,0.2,0.269230769230769,0.2,0.1,0.1,0,0,0.28,0,0,0,0.300540540540541,0,-0.0833333333333333,-0.235897435897436
"SRC",0.367390289449113,0.365169552669553,0.337896825396825,0.323611111111111,0.311111111111111,0.318048408614446,0.3,0.287210594965186,0.316161616161616,0.327272727272727,0.123030453492221,0.109767662399241,0.105263157894737,0.0924400871459695,0.163247863247863,0.157692307692308,0.0533333333333333,0.0333333333333333,0.106806045636321,0.165238095238095,0.1,0.176738663635215,0.143809523809524,0.12,-0.00571428571428571,-0.345025839793282,0.467782270140761,0.467782270140761,-0.0962209998503218,0.183119190638934,0.205966169833504,0.180208594075928,0.180208594075928,0.180208594075928,-0.251043912514501,-0.127445887445887,-0.479879959010394,0.0698772839857346,0.0311475409836066,0.0530987604958017,0,0.0311475409836066,0,-0.05,-0.05,-0.1,0,-0.0293425134939861,-0.0333333333333333,0,-0.15,-0.0777978181239051,-0.15,-0.0718518518518519,-0.387227109807755
"NFB",0.540806356105161,0.572528628052679,0.527591919191919,0.469191919191919,0.405555555555556,0.306438842203548,0.142857142857143,0.322875995832704,0.252190476190476,0.178857142857143,0.198011573050273,0.199542600635528,0.18578795379538,0.281035559863977,0.358820248820249,0.321042471042471,0.228148148148148,0.18,0.313312588916683,0.403560024205185,0.1,0.561433239962652,0.362914862914863,0.307359307359307,0.336627598407784,-0.41529304029304,0.474843833722237,0.474843833722237,-0.612445050559413,0.698010528560832,0.414927013662548,0.380598655453593,0.380598655453593,0.380598655453593,-0.729953099124351,-0.25085757379875,-0.479293751915583,0.465804965283744,0.409947181407856,0.439530455479823,0.376239316239316,0.40957264957265,0.376239316239316,0.331623931623932,0.331623931623932,0.277777777777778,0.277777777777778,0.443520770010132,-0.12,0.2,-0.114285714285714,0.159697385434782,-0.264285714285714,-0.2557343550447,-0.315783942833123
"SMO",0.431379310344828,0.52490990990991,0.481666666666667,0.44,0.4,0.393240093240093,0.2,0.363364055299539,0.353846153846154,0.3,0.128937728937729,0.134285714285714,0.12,0.324166666666667,0.236857142857143,0.192857142857143,0.253333333333333,0.333333333333333,0.239312169312169,0.323787878787879,0,0.281917211328976,0.278787878787879,0.233333333333333,0.255263157894737,-0.413888888888889,0.482485875706215,0.482485875706215,-0.399283850088736,0.458517788724685,0.382479874776386,0.347596153846154,0.347596153846154,0.347596153846154,-0.446083963266817,-0.335225292506846,-0.492374924653406,0.302911242507563,0.344444444444444,0.275091693635383,0.3,0.241111111111111,0.196666666666667,0.25,0.15,0.2,0.1,0.366472607851918,-0.3,0.1,-0.1,0.319191970819878,-0.15,-0.290833333333333,-0.352857142857143
"TWIST1",0.534088351633363,0.521774292885655,0.484188871473354,0.440438871473354,0.381818181818182,0.477104295456357,0.28,0.478892057684029,0.431830663615561,0.371304347826087,0.243465573974049,0.237967084996788,0.21981526981527,0.458591118009162,0.460917613459986,0.416849816849817,0.391555555555556,0.355555555555556,0.410423425501433,0.419711336881148,0.2,0.457945316189023,0.379145299145299,0.335555555555555,0.315754268614681,-0.404315196998124,0.488073160880178,0.488073160880178,-0.658483403498988,0.730399494956177,0.451707802473184,0.42054341891154,0.42054341891154,0.42054341891154,-0.826704195917124,-0.40152328909706,-0.496082171680117,0.470417594058075,0.418854803675856,0.446553304236338,0.385254803675856,0.417916244511989,0.384582911178656,0.348412698412698,0.348412698412698,0.309523809523809,0.309523809523809,0.461239889143115,-0.3,0.266666666666667,-0.3,0.397008936655958,-0.369230769230769,-0.428541856925419,-0.461840770536423
"NOTCH",0.376122448979592,0.396071684587814,0.331555555555555,0.255555555555556,0.2,0.350952380952381,0.2,0.299871794871795,0.286666666666667,0.22,0.171014492753623,0.0814285714285714,0.0714285714285714,0.151206636500754,0.133333333333333,0.0888888888888889,0.0833333333333333,0.0333333333333333,0.196123136123136,0.186267281105991,0,0.342152542372881,0.231428571428571,0.16,0.167368421052632,-0.46207729468599,0.52133655394525,0.52133655394525,-0.483824412443246,0.487894132011779,0.303451910408432,0.252727272727273,0.252727272727273,0.252727272727273,-0.572694963214488,-0.277307558342041,-0.529264069264069,0.383193948908235,0.314685314685315,0.350949050949051,0.269230769230769,0.314685314685315,0.269230769230769,0.2,0.2,0.1,0.1,0.338490566037736,0,0,0,0.329512503157363,-0.0333333333333333,-0.121794871794872,-0.28762157382847
"FUS",0.470852994555354,0.565335441824804,0.52490990990991,0.481666666666667,0.44,0.431171127722852,0.3,0.392609338318407,0.393240093240093,0.353846153846154,0.144879757923236,0.145253456221198,0.134285714285714,0.349419191919192,0.271472527472527,0.236857142857143,0.290833333333333,0.253333333333333,0.265818193408555,0.362424242424242,0.1,0.315948624941541,0.323787878787879,0.278787878787879,0.274493927125506,-0.461429872495446,0.527271151779834,0.527271151779834,-0.437831336122255,0.493885831812657,0.412610879143199,0.382479874776386,0.382479874776386,0.382479874776386,-0.488823689294214,-0.358971111904839,-0.53692938009895,0.326280807724955,0.379059829059829,0.302911242507563,0.344444444444444,0.275091693635383,0.241111111111111,0.3,0.196666666666667,0.25,0.15,0.404360806609682,-0.333333333333333,0.1,-0.15,0.33714817519944,-0.192857142857143,-0.324166666666667,-0.393063328424153
"TGF",0.512111801242236,0.531031746031746,0.577460317460317,0.515555555555556,0.46,0.474670008354219,0.333333333333333,0.431805467260013,0.423558897243108,0.376190476190476,0.231850419084462,0.224418377321603,0.211515151515151,0.265617816091954,0.341791979949875,0.315476190476191,0.203333333333333,0.153333333333333,0.319691948944526,0.38816091954023,0.2,0.421296296296296,0.343333333333333,0.273333333333333,0.176315789473684,-0.507068395626748,0.556159304717657,0.556159304717657,-0.510174083598967,0.500900213610009,0.391071428571429,0.335714285714286,0.335714285714286,0.335714285714286,-0.589007100605605,-0.361550647656323,-0.564506805455081,0.423364629412296,0.342264150943396,0.387000993048659,0.28,0.342264150943396,0.28,0.2,0.2,0.1,0.1,0.356084656084656,-0.133333333333333,0,-0.233333333333333,0.182781381174387,-0.258333333333333,-0.234367816091954,-0.405627705627706
"cfos",0.403776730204277,0.424446142093201,0.378991596638655,0.314285714285714,0.242857142857143,0.389064112011791,0.32,0.319178037152721,0.336521739130435,0.28,0.0813593203398301,0.0933521078682369,0.0788359788359788,0.159543721909313,0.157675438596491,0.120833333333333,0.10952380952381,0.0761904761904762,0.208611111111111,0.212051282051282,0,0.360640692640693,0.17051282051282,0.116666666666667,0.193055555555556,-0.509936507936508,0.560496175871478,0.560496175871478,-0.531877013204303,0.535891553701773,0.344785854721292,0.303322440087146,0.303322440087146,0.303322440087146,-0.61120282246208,-0.310213744588745,-0.571971819030643,0.427177771831237,0.364990253411306,0.398659253312719,0.328148148148148,0.365985985985986,0.328148148148148,0.28,0.28,0.2,0.2,0.39512315270936,-0.0333333333333333,0.1,-0.0333333333333333,0.365130149024012,-0.0833333333333333,-0.138556067588326,-0.31979020979021
"CDC42",0.403776730204277,0.424446142093201,0.378991596638655,0.314285714285714,0.342857142857143,0.389064112011791,0.22,0.319178037152721,0.336521739130435,0.28,0.0813593203398301,0.0933521078682369,0.0788359788359788,0.159543721909313,0.157675438596491,0.120833333333333,0.10952380952381,0.0761904761904762,0.208611111111111,0.212051282051282,0,0.360640692640693,0.17051282051282,0.116666666666667,0.193055555555556,-0.509936507936508,0.560496175871478,0.560496175871478,-0.531877013204303,0.535891553701773,0.344785854721292,0.303322440087146,0.303322440087146,0.303322440087146,-0.61120282246208,-0.310213744588745,-0.571971819030643,0.427177771831237,0.364990253411306,0.398659253312719,0.328148148148148,0.365985985985986,0.328148148148148,0.28,0.28,0.2,0.2,0.39512315270936,-0.0333333333333333,0.1,-0.0333333333333333,0.365130149024012,-0.0833333333333333,-0.138556067588326,-0.31979020979021
"NOTCHic",0.421283739302172,0.441294614524119,0.396071684587814,0.331555555555555,0.255555555555556,0.408095238095238,0.22,0.332146927146927,0.350952380952381,0.286666666666667,0.184860646599777,0.0979753340184995,0.0814285714285714,0.173787281662044,0.172868217054264,0.133333333333333,0.121794871794872,0.0833333333333333,0.221950950692673,0.228372544263885,0,0.379259460611875,0.186267281105991,0.231428571428571,0.221913875598086,-0.515648723257419,0.570966183574879,0.570966183574879,-0.529869037189696,0.528976296340436,0.344338609915821,0.303451910408432,0.303451910408432,0.303451910408432,-0.622465254179266,-0.308712517019727,-0.581865225333433,0.411438223717395,0.350169185653057,0.383193948908235,0.314685314685315,0.350949050949051,0.314685314685315,0.269230769230769,0.269230769230769,0.2,0.2,0.38293501048218,-0.0333333333333333,0.1,-0.0333333333333333,0.35217916982403,-0.0888888888888889,-0.151206636500754,-0.331283545659456
"TCFLEF",0.60630347510583,0.596898763471392,0.571070948901855,0.542098986285033,0.502564102564103,0.525000829600133,0.431428571428571,0.432192486732236,0.500511033681765,0.472891986062718,0.201312018270054,0.184203017538632,0.174451583504215,0.282302828117196,0.309984991165917,0.290419773774612,0.24047619047619,0.216666666666667,0.282825440742572,0.394824785652586,0.171428571428571,0.409845041412689,0.370572293958234,0.345082097879802,0.197947489636112,-0.438472434428317,0.57412586390218,0.57412586390218,-0.435984122943993,0.480755280926423,0.407653992542698,0.383606686366614,0.383606686366614,0.383606686366614,-0.602747459836689,-0.354819140725009,-0.585165423599158,0.20880038886312,0.269705164116929,0.189470491955903,0.2411337355455,0.265759151749718,0.237457264957265,0.209509803921569,0.205833333333333,0.174509803921569,0.170833333333333,0.601018315018315,-0.183333333333333,0.133333333333333,-0.235064935064935,0.322668412583686,-0.271064935064935,-0.261443932411674,-0.434064379850301
"TGFR",0.553596517399441,0.576421816953732,0.531031746031746,0.577460317460317,0.515555555555556,0.513026172737781,0.376190476190476,0.469268594103671,0.474670008354219,0.423558897243108,0.24677579221879,0.236873893335838,0.224418377321603,0.293301431911163,0.37202453808941,0.341791979949875,0.234367816091954,0.203333333333333,0.350126731553222,0.430606962705698,0.233333333333333,0.460798075655727,0.38816091954023,0.343333333333333,0.217056530214425,-0.553496967055319,0.601064965095016,0.601064965095016,-0.558672928864556,0.545807621017417,0.43610066833751,0.391071428571429,0.391071428571429,0.391071428571429,-0.639603352735077,-0.397002970394709,-0.609374840645697,0.453036905763049,0.386780279975654,0.423364629412296,0.342264150943396,0.387000993048659,0.342264150943396,0.28,0.28,0.2,0.2,0.409732724754184,-0.153333333333333,0.1,-0.258333333333333,0.209394284400193,-0.315476190476191,-0.265617816091954,-0.444199134199134
"PAK1",0.438259488824967,0.459418819688829,0.424446142093201,0.378991596638655,0.314285714285714,0.438397445345124,0.28,0.348056318775632,0.389064112011791,0.336521739130435,0.100476967398654,0.108190817545656,0.0933521078682369,0.182543721909313,0.187305068226121,0.157675438596491,0.138556067588326,0.10952380952381,0.234377982276755,0.245018315018315,0.0333333333333333,0.391075475249388,0.212051282051282,0.17051282051282,0.225728822882288,-0.55255945875618,0.601332188733215,0.601332188733215,-0.570888002215292,0.570972928023653,0.380240400175838,0.344785854721292,0.344785854721292,0.344785854721292,-0.652379293050315,-0.336395562770563,-0.613088570299678,0.451177771831237,0.397673180240574,0.427177771831237,0.364990253411306,0.398659253312719,0.365985985985986,0.328148148148148,0.328148148148148,0.28,0.28,0.432859001765963,-0.0761904761904762,0.2,-0.0833333333333333,0.384679021204463,-0.120833333333333,-0.159543721909313,-0.354596839624464
"LIV1",0.438259488824967,0.459418819688829,0.424446142093201,0.378991596638655,0.314285714285714,0.438397445345124,0.28,0.348056318775632,0.389064112011791,0.336521739130435,0.100476967398654,0.108190817545656,0.0933521078682369,0.182543721909313,0.187305068226121,0.157675438596491,0.138556067588326,0.10952380952381,0.234377982276755,0.245018315018315,0.0333333333333333,0.391075475249388,0.212051282051282,0.17051282051282,0.225728822882288,-0.55255945875618,0.601332188733215,0.601332188733215,-0.570888002215292,0.570972928023653,0.380240400175838,0.344785854721292,0.344785854721292,0.344785854721292,-0.652379293050315,-0.336395562770563,-0.613088570299678,0.451177771831237,0.397673180240574,0.427177771831237,0.364990253411306,0.398659253312719,0.365985985985986,0.328148148148148,0.328148148148148,0.28,0.28,0.432859001765963,-0.0761904761904762,0.2,-0.0833333333333333,0.384679021204463,-0.120833333333333,-0.159543721909313,-0.354596839624464
"EGR1",0.438259488824967,0.459418819688829,0.424446142093201,0.378991596638655,0.314285714285714,0.438397445345124,0.28,0.348056318775632,0.389064112011791,0.336521739130435,0.100476967398654,0.108190817545656,0.0933521078682369,0.182543721909313,0.187305068226121,0.157675438596491,0.138556067588326,0.10952380952381,0.234377982276755,0.245018315018315,0.0333333333333333,0.391075475249388,0.212051282051282,0.17051282051282,0.225728822882288,-0.55255945875618,0.601332188733215,0.601332188733215,-0.570888002215292,0.570972928023653,0.380240400175838,0.344785854721292,0.344785854721292,0.344785854721292,-0.652379293050315,-0.336395562770563,-0.613088570299678,0.451177771831237,0.397673180240574,0.427177771831237,0.364990253411306,0.398659253312719,0.365985985985986,0.328148148148148,0.328148148148148,0.28,0.28,0.432859001765963,-0.0761904761904762,0.2,-0.0833333333333333,0.384679021204463,-0.120833333333333,-0.159543721909313,-0.354596839624464
"ZEB1",0.452375234178936,0.485256373238964,0.451004404735027,0.410902881892387,0.35727969348659,0.361756068065993,0.216666666666667,0.342417153499662,0.322549019607843,0.276666666666667,0.183999239102866,0.177922141070932,0.165422141070932,0.270304441737873,0.283277866798143,0.251849295369572,0.223106060606061,0.195833333333333,0.333149871524821,0.360722532814779,0.133333333333333,0.448989656548195,0.326838235294118,0.289583333333333,0.290175438596491,-0.550482353019713,0.601854961336397,0.601854961336397,-0.640175114917244,0.5217044824372,0.448987938063041,0.417649355385876,0.417649355385876,0.417649355385876,-0.641445864397298,-0.379948835254847,-0.621006598827741,0.494697649935607,0.450184785041461,0.473660467939521,0.420975163048334,0.448660467939521,0.419493801272854,0.384436701509872,0.38223889931207,0.338095238095238,0.335897435897436,0.479682994466664,-0.158333333333333,0.266666666666667,-0.173333333333333,0.399213948245021,-0.220701754385965,-0.248596256684492,-0.328813417401425
"Csl",0.455766497922862,0.47598849207514,0.441294614524119,0.396071684587814,0.331555555555555,0.457008281573499,0.286666666666667,0.361791195921631,0.408095238095238,0.350952380952381,0.206429274050757,0.114086445129611,0.0979753340184995,0.197925212696527,0.204651162790698,0.172868217054264,0.151206636500754,0.121794871794872,0.248513450692673,0.262008907900249,0.0333333333333333,0.409733501243929,0.228372544263885,0.186267281105991,0.251995176411094,-0.559934437543133,0.612955133851122,0.612955133851122,-0.56885986287777,0.563801053983986,0.378897433445233,0.344338609915821,0.344338609915821,0.344338609915821,-0.663976882086243,-0.334485712896016,-0.624348885464152,0.435280419257704,0.382427250169186,0.411438223717395,0.350169185653057,0.383193948908235,0.350949050949051,0.314685314685315,0.314685314685315,0.269230769230769,0.269230769230769,0.419695935932052,-0.0833333333333333,0.2,-0.0888888888888889,0.371009151542494,-0.133333333333333,-0.173787281662044,-0.367689075613373
"SMAD",0.466685137132109,0.490080540518665,0.453825560438984,0.409691482226694,0.354761904761905,0.462348932013223,0.314285714285714,0.383510580369451,0.413310470474762,0.369124423963134,0.22648495930442,0.115172589967111,0.201839256633777,0.299024049884611,0.305555555555556,0.272222222222222,0.250833333333333,0.220833333333333,0.349872783130848,0.361817186644773,0.15,0.386944822664641,0.326896551724138,0.286666666666667,0.246672582076309,-0.566923990542483,0.617105327134836,0.617105327134836,-0.569724012530491,0.559214235824199,0.452578359356112,0.418367833040322,0.418367833040322,0.418367833040322,-0.658128395336198,-0.354516956171092,-0.627570744732814,0.440692868249814,0.389621709226026,0.417592564298447,0.357967032967033,0.390319837025719,0.358683473389356,0.321428571428571,0.321428571428571,0.271428571428571,0.271428571428571,0.42513419885685,-0.183333333333333,0.2,-0.205555555555556,0.280515482102388,-0.238888888888889,-0.275603975535168,-0.379489062514239
"SNAI1",0.467865587935513,0.4896607551727,0.459418819688829,0.424446142093201,0.378991596638655,0.475168745793555,0.336521739130435,0.274034966462465,0.438397445345124,0.389064112011791,0.118334110255796,0.119383929476776,0.108190817545656,0.204485469482129,0.217166179337232,0.187305068226121,0.159543721909313,0.138556067588326,0.257907394041461,0.27603872318158,0.0833333333333333,0.418665218839132,0.245018315018315,0.212051282051282,0.247238256844552,-0.589631109846523,0.636141536826696,0.636141536826696,-0.603461404633254,0.600439907574441,0.408483421522307,0.380240400175838,0.380240400175838,0.380240400175838,-0.687550989200159,-0.357979721186404,-0.649111625054721,0.470898990210174,0.426375191209496,0.451177771831237,0.397673180240574,0.427177771831237,0.398659253312719,0.364990253411306,0.365985985985986,0.328148148148148,0.328148148148148,0.464793733700695,-0.10952380952381,0.28,-0.120833333333333,0.400687793134288,-0.157675438596491,-0.182543721909313,-0.38639600280438
"GLI",0.496452098383213,0.61466718971258,0.576314248536109,0.530402298850575,0.468333333333333,0.556203750209275,0.402857142857143,0.40888204280277,0.509242424242424,0.461190476190476,0.15473324072645,0.158369988985897,0.144856475472383,0.324973091900828,0.239155739050006,0.206343239050006,0.273339598997494,0.247023809523809,0.276800336507992,0.291431097637994,0.0833333333333333,0.419904293028232,0.254288240495137,0.214288240495137,0.233301153124162,-0.586816816816817,0.636728537293053,0.636728537293053,-0.591204572587183,0.590170227304657,0.472045886411353,0.434620143837095,0.434620143837095,0.434620143837095,-0.675088931598748,-0.423700471024432,-0.64740096848456,0.473629491494495,0.41538939803787,0.447628296037233,0.478368121442125,0.415810114219051,0.37874114870181,0.434838709677419,0.334838709677419,0.38,0.28,0.445668780193237,-0.20952380952381,0.2,-0.138888888888889,0.347555019615327,-0.175730994152047,-0.299870211242392,-0.408715571088957
