"","TGF","TGFR","CDC42","PAK1","EGR1","MEK","ERK","cfos","SNAI1","HEY1","SMAD","ILK","NFB","SHH","IKK","AKT","SMO","FUS","Csn","TWIST1","Jagged","cateninmemb","NOTCH","NOTCHic","Csl","Ecadherin","SOSGRB2","KLF4","ZEB2","ZEB1","SNAI2","GSK3","RAS","RAF","PI3K","DELTA","miR200","FOXC2","GLI","Wnt","cateninnuc","TCFLEF","Frizzled","CD44","cMet","DSH","SRC","TrCP","SUFU","STAT","LIV1","AXIN2","Patched","Destcompl","RKIP"
"STAT",0.181975071076902,0.17183014354067,0.153409090909091,0.140909090909091,0.2,0.191258697027198,0.185882352941176,0.18,0.125037209066788,0.0586666666666667,0.0626631128880004,0.0615136876006441,0.02,0.0430681896137751,0.0247619047619048,0.0264568200161421,0.0316666666666667,0.025,0,0.0440388031092679,0.0388288540174047,0.0137867965972066,0.00462335550856396,-0.0021727609962904,-0.0156862745098039,-0.114100225425478,-0.025615763546798,-0.320845712022183,0.430957504034427,0.430957504034427,0.0584809711350663,0.0757476635514019,-0.0703218553633816,-0.0785308105872622,-0.0785308105872622,-0.0785308105872622,-0.44729163250441,-0.0257150647580095,-0.0378342245989305,-0.0470779220779221,-0.0226034393957188,-0.029158862518484,-0.0607142857142857,-0.0376762126762127,-0.0470779220779221,-0.0857142857142857,-0.0607142857142857,0,0,-0.0857142857142857,0,-0.0924330571389395,-0.0386434108527132,-0.103104173666007,-0.154179536679537
"ERK",0.374454588774802,0.349179863500076,0.313413440142412,0.267619047619048,0.187241379310345,0.200248155422082,0.171000244558572,0.227666911225238,0.255811195356405,0.175163637660932,0.176284549649113,0.165950203144554,0.156168831168831,0.233490587396755,0.180874713521772,0.201058199760304,0.202032786885246,0.184,0.110714285714286,0.408756765158821,0.278490355740325,-0.480615602453523,0.256746233010463,0.232646510018773,0.202719502719503,-0.532183366295691,0.112335336723686,-0.401701644923426,0.435773408524795,0.435773408524795,0.655872354422233,-0.193733823103642,0.132691999969228,0.107719502719503,0.107719502719503,0.107719502719503,-0.445968430684311,0.0388054898399726,0.342340992340992,0.318531468531469,0.37546996424885,0.359775519804405,0.288461538461538,0.340072917573922,0.3158998895841,0.25,0.28582995951417,-0.0857142857142857,-0.14,0.247368421052632,0.2,0.374289726589819,-0.217065466623808,0.0318909310153102,-0.275485986800526
"cMet",0.402009456264775,0.372222222222222,0.35,0.3,0.325,0.420454545454546,0.415,0.385,0.401833229710125,0.21781905744754,0.21034632034632,0.197619047619048,0.266666666666667,0.202272727272727,0.26,0.2725,0.15,0.15,0.2,0.381058566901263,0.212905645079558,-0.138816497855644,0.275779875219965,0.24812030075188,0.242857142857143,-0.256583863800418,0.0109523809523809,-0.320634920634921,0.458008658008658,0.458008658008658,0.466967144777364,-0.248675115207373,0.232057502246181,0.198095238095238,0.198095238095238,0.198095238095238,-0.467637104743083,-0.13626582278481,0.06,0.01,0.122878930293199,0.0957602862254025,-0.05,0.0588372093023256,0.01,-0.1,0.05,-0.2,-0.1,0,0.1,0.0192063492063492,-0.177272727272727,-0.148131070610062,-0.453333333333333
"Jagged",0.315555555555556,0.255555555555556,0.2,0.2,0.1,0.286666666666667,0.22,0.2,0.241666666666667,0.166666666666667,0.0714285714285714,0.0666666666666667,0,0.106410256410256,0.0333333333333333,0.0888888888888889,0.0333333333333333,0,0,0.26,0.138787878787879,-0.351073715017377,0.217142857142857,0.16,0.1,-0.410491228070175,0.12,-0.405555555555556,0.46207729468599,0.46207729468599,0.389316239316239,-0.200383141762452,0.214545454545455,0.16,0.16,0.16,-0.472121212121212,-0.00571428571428572,0.213846153846154,0.16,0.285108225108225,0.253240093240093,0.1,0.213846153846154,0.16,0,0.1,0,0,0,0,0.231428571428571,-0.0833333333333333,0.247861003861004,-0.235897435897436
"DELTA",0.315555555555556,0.255555555555556,0.2,0.2,0.1,0.286666666666667,0.22,0.2,0.241666666666667,0.166666666666667,0.0714285714285714,0.0666666666666667,0,0.106410256410256,0.0333333333333333,0.0888888888888889,0.0333333333333333,0,0,0.26,0.138787878787879,-0.351073715017377,0.217142857142857,0.16,0.1,-0.410491228070175,0.12,-0.405555555555556,0.46207729468599,0.46207729468599,0.389316239316239,-0.200383141762452,0.214545454545455,0.16,0.16,0.16,-0.472121212121212,-0.00571428571428572,0.213846153846154,0.16,0.285108225108225,0.253240093240093,0.1,0.213846153846154,0.16,0,0.1,0,0,0,0,0.231428571428571,-0.0833333333333333,0.247861003861004,-0.235897435897436
"NFB",0.563298248305843,0.522791919191919,0.469191919191919,0.405555555555556,0.142857142857143,0.303824463118581,0.252190476190476,0.178857142857143,0.314577344781779,0.198011573050273,0.199542600635528,0.18578795379538,0.264285714285714,0.271729369585622,0.321042471042471,0.354375804375804,0.228148148148148,0.18,0.314285714285714,0.552147525676937,0.298659119564704,-0.568520645534444,0.392049527533399,0.356565656565657,0.307359307359307,-0.663281736251133,0.332417072091995,-0.41529304029304,0.47177869962262,0.47177869962262,0.678039623318608,-0.239446240034475,0.399909096932454,0.368068300912553,0.368068300912553,0.368068300912553,-0.47687683348658,0.134709416303042,0.386161528858158,0.354700854700855,0.435867128032758,0.413200461366091,0.316239316239316,0.385774301028538,0.354700854700855,0.277777777777778,0.316239316239316,-0.3,-0.12,0.277777777777778,0.2,0.421646403242148,-0.248837803320562,0.142963617560989,-0.310655737704918
"SRC",0.383755411255411,0.360119047619048,0.345833333333333,0.333333333333333,0.3,0.329369163331427,0.316161616161616,0.327272727272727,0.295839936617475,0.126804038397881,0.113934329065908,0.109429824561404,0.15,0.0850326797385621,0.157692307692308,0.163247863247863,0.0533333333333333,0.0333333333333333,0.15,0.233476064165719,0.0891778405081158,-0.0349180511899416,0.152142857142857,0.134285714285714,0.12,-0.180707424383895,0.00285714285714286,-0.354328165374677,0.47730607966457,0.47730607966457,0.171611482546077,-0.131168831168831,0.192910076990177,0.171697955778056,0.171697955778056,0.171697955778056,-0.490115649246084,-0.0978664799253035,-0.00713114754098361,-0.035,0.0287121437778356,0.0123810475809676,-0.075,-0.00713114754098361,-0.035,-0.1,-0.075,-0.1,-0.0333333333333333,0,0,-0.0669492966126907,-0.0644444444444444,-0.111619684663163,-0.398957315086347
"SMO",0.519504504504505,0.481666666666667,0.44,0.4,0.2,0.393240093240093,0.353846153846154,0.3,0.358602150537634,0.128937728937729,0.134285714285714,0.12,0.15,0.318611111111111,0.192857142857143,0.236857142857143,0.253333333333333,0.333333333333333,0.1,0.274509803921569,0.228333333333333,-0.352702787347322,0.318787878787879,0.278787878787879,0.233333333333333,-0.373532225128076,0.255263157894737,-0.413888888888889,0.482485875706215,0.482485875706215,0.440573617952928,-0.32657989259931,0.371578711985689,0.341346153846154,0.341346153846154,0.341346153846154,-0.492374924653406,-0.106896551724138,0.326388888888889,0.2875,0.273685832704739,0.250377562028047,0.25,0.222222222222222,0.183333333333333,0.2,0.15,0,-0.3,0.1,0.1,0.350485147036871,-0.290833333333333,0.30520611171774,-0.352857142857143
"TWIST1",0.523024292885655,0.485438871473354,0.440438871473354,0.381818181818182,0.28,0.477104295456357,0.431830663615561,0.371304347826087,0.478892057684029,0.243465573974049,0.237967084996788,0.21981526981527,0.369230769230769,0.457605896334286,0.416849816849817,0.460917613459986,0.391555555555556,0.355555555555556,0.3,0.462528649522357,0.406655811585638,-0.641300725505019,0.418767940654733,0.379145299145299,0.335555555555555,-0.795156274086268,0.315754268614681,-0.404315196998124,0.488073160880178,0.488073160880178,0.72573350136597,-0.400703616965912,0.44943296208392,0.419638441535975,0.419638441535975,0.419638441535975,-0.496082171680117,0.109027581570717,0.413549540517962,0.383149540517962,0.458717792961241,0.437843727406324,0.348412698412698,0.412575733531899,0.382455251604188,0.309523809523809,0.348412698412698,-0.2,-0.3,0.309523809523809,0.266666666666667,0.45745979826625,-0.428541856925419,0.392732133728381,-0.461840770536423
"NOTCH",0.367168458781362,0.315555555555556,0.255555555555556,0.2,0.2,0.343809523809524,0.286666666666667,0.22,0.273974358974359,0.171014492753623,0.0814285714285714,0.0714285714285714,0.0333333333333333,0.129939668174962,0.0888888888888889,0.122222222222222,0.0833333333333333,0.0333333333333333,0,0.298983050847458,0.164713804713805,-0.394529212399576,0.159078341013825,0.217142857142857,0.16,-0.454846066779853,0.156842105263158,-0.46207729468599,0.513929146537842,0.513929146537842,0.431115181115181,-0.234474050853361,0.256574440052701,0.214545454545455,0.214545454545455,0.214545454545455,-0.523549783549784,0.00448979591836735,0.253240093240093,0.213846153846154,0.312455163883735,0.285108225108225,0.16,0.253240093240093,0.213846153846154,0.1,0.16,0,0,0.1,0,0.278598382749326,-0.106410256410256,0.272160069281565,-0.273828470380194
"FUS",0.556738547057696,0.519504504504505,0.481666666666667,0.44,0.3,0.428872277148139,0.393240093240093,0.353846153846154,0.385017244877257,0.144879757923236,0.145253456221198,0.134285714285714,0.192857142857143,0.341843434343434,0.236857142857143,0.267626373626374,0.290833333333333,0.253333333333333,0.15,0.30539985627759,0.251224899598394,-0.384918802244901,0.352878787878788,0.318787878787879,0.278787878787879,-0.408326745676022,0.270647773279352,-0.461429872495446,0.524817164049773,0.524817164049773,0.471632863913431,-0.347650126713022,0.397342904125427,0.371578711985689,0.371578711985689,0.371578711985689,-0.534949182079148,-0.106896551724138,0.355235042735043,0.326388888888889,0.293522789226478,0.273685832704739,0.2875,0.250377562028047,0.222222222222222,0.25,0.183333333333333,-0.1,-0.333333333333333,0.15,0.1,0.382162165670412,-0.318611111111111,0.319950637265185,-0.388939617083947
"cfos",0.379106187929717,0.344257703081232,0.295238095238095,0.242857142857143,0.32,0.363419307295505,0.327826086956522,0.28,0.28415803605677,0.0813593203398301,0.090126301416624,0.0788359788359788,0.0833333333333333,0.133956306536952,0.108333333333333,0.134649122807018,0.0928571428571428,0.0761904761904762,0.0333333333333333,0.304008658008658,0.170208333333333,-0.411062579024648,0.170769230769231,0.138461538461538,0.1,-0.474842415415802,0.163888888888889,-0.501936507936508,0.54385833429417,0.54385833429417,0.455897873416122,-0.248639069264069,0.276608746479622,0.243681917211329,0.243681917211329,0.243681917211329,-0.556472285884051,-0.00449955591992895,0.282319688109162,0.250740740740741,0.331016957551611,0.3099058464405,0.21,0.283173173173173,0.250740740740741,0.15,0.21,0,-0.0333333333333333,0.15,0.1,0.305550082101806,-0.115437788018433,0.281864914707238,-0.294405594405594
"CDC42",0.379106187929717,0.344257703081232,0.295238095238095,0.342857142857143,0.22,0.363419307295505,0.327826086956522,0.28,0.28415803605677,0.0813593203398301,0.090126301416624,0.0788359788359788,0.0833333333333333,0.133956306536952,0.108333333333333,0.134649122807018,0.0928571428571428,0.0761904761904762,0.0333333333333333,0.304008658008658,0.170208333333333,-0.411062579024648,0.170769230769231,0.138461538461538,0.1,-0.474842415415802,0.163888888888889,-0.501936507936508,0.54385833429417,0.54385833429417,0.455897873416122,-0.248639069264069,0.276608746479622,0.243681917211329,0.243681917211329,0.243681917211329,-0.556472285884051,-0.00449955591992895,0.282319688109162,0.250740740740741,0.331016957551611,0.3099058464405,0.21,0.283173173173173,0.250740740740741,0.15,0.21,0,-0.0333333333333333,0.15,0.1,0.305550082101806,-0.115437788018433,0.281864914707238,-0.294405594405594
"NOTCHic",0.403474191265438,0.367168458781362,0.315555555555556,0.255555555555556,0.22,0.386666666666667,0.343809523809524,0.286666666666667,0.302016687016687,0.184860646599777,0.0950976361767729,0.0814285714285714,0.0888888888888889,0.150369775701844,0.122222222222222,0.152454780361757,0.106410256410256,0.0833333333333333,0.0333333333333333,0.331058522545571,0.187892612660825,-0.430431849316412,0.193288867329614,0.159078341013825,0.217142857142857,-0.493590324053972,0.197751196172249,-0.508505866114562,0.556151368760064,0.556151368760064,0.465784519792536,-0.260920331845097,0.290564587835952,0.256574440052701,0.256574440052701,0.256574440052701,-0.568058454070015,0.0061026991441738,0.284422888939018,0.253240093240093,0.333981881440987,0.312455163883735,0.213846153846154,0.285108225108225,0.253240093240093,0.16,0.213846153846154,0,-0.0333333333333333,0.16,0.1,0.316098382749326,-0.129939668174962,0.291160069281565,-0.309039737985828
"TGF",0.530238095238095,0.583809523809524,0.526666666666667,0.46,0.333333333333333,0.470225563909774,0.423558897243108,0.376190476190476,0.426846789574062,0.231850419084462,0.22603128054741,0.211515151515151,0.258333333333333,0.252471264367816,0.315476190476191,0.336528822055138,0.203333333333333,0.153333333333333,0.233333333333333,0.434444444444445,0.293544428080511,-0.419082184104156,0.367816091954023,0.333333333333333,0.273333333333333,-0.477094813623774,0.176315789473684,-0.507068395626748,0.556159304717657,0.556159304717657,0.462448491392648,-0.345168204268009,0.361904761904762,0.313690476190476,0.313690476190476,0.313690476190476,-0.564506805455081,-0.0460093167701863,0.286145552560647,0.231428571428571,0.351598958803527,0.319541542535584,0.171428571428571,0.281383647798742,0.226666666666667,0.1,0.166666666666667,-0.2,-0.133333333333333,0.1,0,0.297310405643739,-0.227471264367816,0.132129029569561,-0.405627705627706
"TCFLEF",0.594844395274765,0.569678832360858,0.54257602862254,0.507692307692308,0.431428571428571,0.522415795586527,0.498606271777004,0.472891986062718,0.428246119292144,0.202196974022267,0.184395136982034,0.175408521303258,0.271064935064935,0.275314523196969,0.287193967323,0.305672228192565,0.235714285714286,0.216666666666667,0.235064935064935,0.415970865585173,0.267101921424842,-0.38440318637681,0.384031812762919,0.361772676550295,0.340204049099314,-0.522722346193608,0.194354675264855,-0.438472434428317,0.572956273258905,0.572956273258905,0.461963524626333,-0.346921901161997,0.393681131243708,0.373313194318609,0.373313194318609,0.373313194318609,-0.584256332690068,-0.0435210059707872,0.244552710716394,0.220950226244344,0.175719554710996,0.159396530656013,0.192745098039216,0.239808901790034,0.216538461538462,0.162745098039216,0.188333333333333,-0.171428571428571,-0.183333333333333,0.158333333333333,0.133333333333333,0.577668864468864,-0.255069124423963,0.305216867791597,-0.432097166735547
"PAK1",0.408614384651029,0.379106187929717,0.344257703081232,0.295238095238095,0.28,0.400752640628838,0.363419307295505,0.327826086956522,0.307785721020971,0.0960652026927713,0.10173920464243,0.090126301416624,0.108333333333333,0.152956306536952,0.134649122807018,0.158723196881092,0.115437788018433,0.0928571428571428,0.0833333333333333,0.331182571052136,0.191067229038855,-0.440366608328678,0.198241758241758,0.170769230769231,0.138461538461538,-0.505361446557671,0.188641364136414,-0.538002081707,0.577620392171983,0.577620392171983,0.483565142855543,-0.269729978354978,0.30479056466144,0.276608746479622,0.276608746479622,0.276608746479622,-0.590482438168314,-0.00449955591992895,0.309148956401845,0.282319688109162,0.348810060999887,0.331016957551611,0.250740740740741,0.3099058464405,0.283173173173173,0.21,0.250740740740741,-0.0333333333333333,-0.0761904761904762,0.21,0.15,0.336367692164699,-0.133956306536952,0.296902508692201,-0.323687362361396
"LIV1",0.408614384651029,0.379106187929717,0.344257703081232,0.295238095238095,0.28,0.400752640628838,0.363419307295505,0.327826086956522,0.307785721020971,0.0960652026927713,0.10173920464243,0.090126301416624,0.108333333333333,0.152956306536952,0.134649122807018,0.158723196881092,0.115437788018433,0.0928571428571428,0.0833333333333333,0.331182571052136,0.191067229038855,-0.440366608328678,0.198241758241758,0.170769230769231,0.138461538461538,-0.505361446557671,0.188641364136414,-0.538002081707,0.577620392171983,0.577620392171983,0.483565142855543,-0.269729978354978,0.30479056466144,0.276608746479622,0.276608746479622,0.276608746479622,-0.590482438168314,-0.00449955591992895,0.309148956401845,0.282319688109162,0.348810060999887,0.331016957551611,0.250740740740741,0.3099058464405,0.283173173173173,0.21,0.250740740740741,-0.0333333333333333,-0.0761904761904762,0.21,0.15,0.336367692164699,-0.133956306536952,0.296902508692201,-0.323687362361396
"EGR1",0.408614384651029,0.379106187929717,0.344257703081232,0.295238095238095,0.28,0.400752640628838,0.363419307295505,0.327826086956522,0.307785721020971,0.0960652026927713,0.10173920464243,0.090126301416624,0.108333333333333,0.152956306536952,0.134649122807018,0.158723196881092,0.115437788018433,0.0928571428571428,0.0833333333333333,0.331182571052136,0.191067229038855,-0.440366608328678,0.198241758241758,0.170769230769231,0.138461538461538,-0.505361446557671,0.188641364136414,-0.538002081707,0.577620392171983,0.577620392171983,0.483565142855543,-0.269729978354978,0.30479056466144,0.276608746479622,0.276608746479622,0.276608746479622,-0.590482438168314,-0.00449955591992895,0.309148956401845,0.282319688109162,0.348810060999887,0.331016957551611,0.250740740740741,0.3099058464405,0.283173173173173,0.21,0.250740740740741,-0.0333333333333333,-0.0761904761904762,0.21,0.15,0.336367692164699,-0.133956306536952,0.296902508692201,-0.323687362361396
"Csl",0.433632921424169,0.403474191265438,0.367168458781362,0.315555555555556,0.286666666666667,0.425797101449275,0.386666666666667,0.343809523809524,0.327313129704434,0.202507705423306,0.108430969510106,0.0950976361767729,0.122222222222222,0.171059430874258,0.152454780361757,0.179586563307494,0.129939668174962,0.106410256410256,0.0888888888888889,0.35927522683451,0.210288445994158,-0.460554173475433,0.222379776420523,0.193288867329614,0.159078341013825,-0.525450789170251,0.221328431944607,-0.54707729468599,0.592062970970009,0.592062970970009,0.494196152902155,-0.282569816381179,0.319241058424187,0.290564587835952,0.290564587835952,0.290564587835952,-0.60444189633581,0.00552798650049564,0.311842243777728,0.284422888939018,0.352106524093932,0.333981881440987,0.253240093240093,0.312455163883735,0.285108225108225,0.213846153846154,0.253240093240093,-0.0333333333333333,-0.0833333333333333,0.213846153846154,0.16,0.34720378120691,-0.150369775701844,0.306089990061577,-0.34083697300887
"TGFR",0.571372847011145,0.530238095238095,0.583809523809524,0.526666666666667,0.376190476190476,0.505842002265939,0.470225563909774,0.423558897243108,0.460180122907396,0.248268329532223,0.237775052789402,0.22603128054741,0.315476190476191,0.2790249366842,0.336528822055138,0.362110217403975,0.227471264367816,0.203333333333333,0.258333333333333,0.469675761170423,0.321080659964569,-0.460190729138798,0.404506739436037,0.367816091954023,0.333333333333333,-0.519513893691917,0.209649122807018,-0.553496967055319,0.598800814151619,0.598800814151619,0.502494787688944,-0.374752556346248,0.399916457811195,0.361904761904762,0.361904761904762,0.361904761904762,-0.607615309853908,-0.0420791857658195,0.324210068689679,0.286145552560647,0.377019685109993,0.351598958803527,0.231428571428571,0.319541542535584,0.281383647798742,0.171428571428571,0.226666666666667,-0.233333333333333,-0.153333333333333,0.166666666666667,0.1,0.342374783326142,-0.252471264367816,0.154709674730851,-0.43991341991342
"ZEB1",0.482750563511428,0.450073398157097,0.41200233216725,0.364176245210728,0.216666666666667,0.3585220696208,0.320196078431373,0.276666666666667,0.338303104028489,0.185035508532918,0.178090546112219,0.166552084573757,0.220701754385965,0.263798202878693,0.248570606844981,0.278570606844981,0.218560606060606,0.195833333333333,0.173333333333333,0.453455238635136,0.319120001496782,-0.599216839500377,0.348898071625344,0.316666666666667,0.283333333333333,-0.579587403012505,0.285730994152047,-0.550482353019713,0.60047565099157,0.60047565099157,0.504003823716312,-0.371310579261178,0.434594926624766,0.406090989616892,0.406090989616892,0.406090989616892,-0.619893426285997,0.0208406810580724,0.426348804158711,0.399888323059055,0.464660927988448,0.446265624661638,0.36527293844367,0.423659241682915,0.397270352794026,0.323809523809524,0.361976235146967,-0.133333333333333,-0.158333333333333,0.32051282051282,0.266666666666667,0.45695169032152,-0.242090017825312,0.380458266659403,-0.32633407855845
"SNAI1",0.434219223360706,0.408614384651029,0.379106187929717,0.344257703081232,0.327826086956522,0.430349053184892,0.400752640628838,0.363419307295505,0.228604226359049,0.109755678883247,0.109980287053255,0.10173920464243,0.134649122807018,0.170626209449573,0.158723196881092,0.182334307992203,0.133956306536952,0.115437788018433,0.108333333333333,0.353438981308547,0.208714287862384,-0.464511686048885,0.223139717425432,0.198241758241758,0.170769230769231,-0.53121992730689,0.207131930174149,-0.568843203202327,0.606279678764849,0.606279678764849,0.506528602459968,-0.286693674724615,0.32662964512121,0.30479056466144,0.30479056466144,0.30479056466144,-0.62016543528647,-0.00437249111687939,0.330538353111168,0.309148956401845,0.363368656766536,0.348810060999887,0.282319688109162,0.331016957551611,0.3099058464405,0.250740740740741,0.283173173173173,-0.0833333333333333,-0.0928571428571428,0.250740740740741,0.21,0.361076316873324,-0.152956306536952,0.308963912200973,-0.348791964871856
"SMAD",0.477655440533427,0.444986117824264,0.406438631790744,0.357142857142857,0.314285714285714,0.444917891560802,0.404533276176187,0.362672811059908,0.368004499980306,0.225664649566778,0.114059502141694,0.202154740236932,0.229365079365079,0.278550072189443,0.258776844070962,0.289443510737628,0.233333333333333,0.208333333333333,0.205555555555556,0.383194827980265,0.316261695293953,-0.47117132972217,0.328330596606459,0.296584564860427,0.260952380952381,-0.535415425157278,0.231529133392487,-0.56448496615224,0.610014206684152,0.610014206684152,0.508380729194018,-0.326415714611203,0.407556585737866,0.378280269948392,0.378280269948392,0.378280269948392,-0.620905597707512,-0.0170732326828598,0.329723254363542,0.300946275946276,0.365626327238268,0.346578708190649,0.268253968253968,0.323647907647908,0.294920634920635,0.223809523809524,0.261587301587302,-0.15,-0.183333333333333,0.217142857142857,0.16,0.35655206183444,-0.258103975535168,0.221228863826476,-0.368139731278992
"GLI",0.571483779198081,0.538307308609846,0.499942528735632,0.451666666666667,0.402857142857143,0.524938652507713,0.487922077922078,0.452857142857143,0.376814616406243,0.151224468796625,0.153135640713574,0.142324829902763,0.165204678362573,0.301053891342112,0.18765365795441,0.21577865795441,0.255576441102757,0.234523809523809,0.138888888888889,0.372237696278443,0.234218825197098,-0.458066765280052,0.249039093090817,0.217610521662246,0.185110521662246,-0.52621796717945,0.20306133394629,-0.575062205062205,0.617512374125277,0.617512374125277,0.506019799782935,-0.368724297367652,0.402126811016843,0.372225820917833,0.372225820917833,0.372225820917833,-0.629021989362547,-0.0426181415548676,0.334219387137147,0.404857685009488,0.368537820225095,0.348633456806088,0.368387096774194,0.324282807455438,0.294972462627852,0.32,0.258387096774194,-0.0833333333333333,-0.20952380952381,0.21,0.15,0.348250301932367,-0.280066237021124,0.266942297614679,-0.384675281686205
