"","FOXC2","TGF","TGFR","CDC42","PAK1","SNAI1","MEK","ERK","cfos","EGR1","HEY1","SMAD","AKT","TWIST1","IKK","ILK","SHH","NFB","SMO","Jagged","FUS","Csn","NOTCH","NOTCHic","Csl","ZEB2","ZEB1","SOSGRB2","RAS","SNAI2","RAF","PI3K","DELTA","cateninmemb","KLF4","Ecadherin","cateninnuc","miR200","TCFLEF","GLI","CD44","Wnt","cMet","Frizzled","SRC","DSH","STAT","AXIN2","TrCP","SUFU","LIV1","Destcompl","Patched","GSK3","RKIP"
"ERK",0.498043724495337,0.530144833614032,0.495499164322694,0.447459948636419,0.38981288981289,0.381581314399549,0.326309006234777,0.289838417999483,0.338031189083821,0.295925925925926,0.190706602598675,0.194238516866684,0.237984977984978,0.525589926035692,0.210712250712251,0.180438092238234,0.268551257739496,0.181481481481481,0.218735177865613,0.324002945499446,0.187826086956522,0.133333333333333,0.312584807088143,0.279486215538847,0.237380952380952,0.515374637570027,0.515374637570027,0.149896685843935,0.30615239503899,0.723813797780633,0.272819061705657,0.272819061705657,0.272819061705657,-0.583318664489095,-0.471417797888386,-0.669155571774506,0.452746908327935,-0.525648248175446,0.432339610915971,0.408074544715299,0.407421221362108,0.37813104189044,0.376961451247166,0.33813104189044,0.336961451247166,0.278947368421053,0.277777777777778,0.440653138772311,-0.1,-0.14,0.2,0.127909797779308,-0.24600790513834,-0.311779993461916,-0.400029664262089
"Frizzled",0.413221698935985,0.44025641025641,0.383333333333333,0.313636363636364,0.25,0.305079825834543,0.362575757575758,0.305,0.225,0.2,0.0966666666666667,0.0999776436396155,0.243636363636364,0.424141950004019,0.213636363636364,0.0873015873015873,0.169121447028424,0.15,0.105555555555556,0.22172032193159,0.05,0.1,0.311111111111111,0.266666666666667,0.2,0.531538461538462,0.531538461538462,0.247985347985348,0.455762711864407,0.45894670911843,0.41,0.41,0.41,-0.463437847121424,-0.469191919191919,-0.571020471139275,0.439190550828482,-0.541782661782662,0.409320420958352,0.374837662337662,0.374837662337662,0.333928571428571,0.333928571428571,0.271428571428571,0.271428571428571,0.3,0.2,0.400659340659341,-0.1,0,0.1,0.0468526897938663,-0.138888888888889,-0.416666666666667,-0.317142857142857
"SRC",0.460305958132045,0.444087747458534,0.404761904761905,0.361904761904762,0.333333333333333,0.374497354497354,0.376442162488674,0.341558441558442,0.327272727272727,0.3,0.127882205513784,0.117934609250399,0.199853372434018,0.296404715732447,0.177272727272727,0.110566188197767,0.0968518518518519,0.15,0.0533333333333333,0.113860468010953,0.0333333333333333,0.15,0.190175438596491,0.156842105263158,0.12,0.534995590828924,0.534995590828924,0.0151515151515152,0.316436251920123,0.217831529171557,0.285483870967742,0.285483870967742,0.285483870967742,-0.121156399567701,-0.393055555555556,-0.294251207729469,0.0971934019610345,-0.545006587615283,0.0718862766539092,0.0389830508474576,0.0389830508474576,0,0,-0.05,-0.05,-0.1,0,-0.0241251221896383,-0.1,-0.0333333333333333,0,-0.0854173409573129,-0.0718518518518519,-0.388405797101449,-0.459980513944708
"FUS",0.471716935546723,0.562474482356372,0.517592592592593,0.469444444444444,0.425,0.408397337429595,0.433766233766234,0.390909090909091,0.345454545454545,0.3,0.149621212121212,0.150915932866712,0.259365079365079,0.301022360723853,0.222222222222222,0.138294573643411,0.353208020050125,0.166666666666667,0.296190476190476,0.262099567099567,0.253333333333333,0.133333333333333,0.348235294117647,0.31,0.26,0.54027124951038,0.54027124951038,0.257596899224806,0.323030471943515,0.479855091030959,0.293115942028985,0.293115942028985,0.293115942028985,-0.424753751179442,-0.459203296703297,-0.479481351981352,0.308145361939421,-0.549120790481952,0.286912485227092,0.367171717171717,0.262588160902768,0.336060606060606,0.232251082251082,0.296666666666667,0.192857142857143,0.25,0.15,0.394054094054094,-0.1,-0.333333333333333,0.1,0.44057303371827,-0.32952380952381,-0.372222222222222,-0.414630128781072
"cfos",0.386704413472706,0.412306684141546,0.372857142857143,0.312857142857143,0.242857142857143,0.281371143871144,0.375238095238095,0.332380952380952,0.28,0.32,0.0817287784679089,0.0944361944361944,0.143939393939394,0.349918453951989,0.116666666666667,0.0791208791208791,0.160075054930098,0.0833333333333333,0.10952380952381,0.208411111111111,0.0761904761904762,0.0333333333333333,0.205333333333333,0.168666666666667,0.116666666666667,0.54417771109444,0.54417771109444,0.191785714285714,0.322162324049116,0.533182963132585,0.282539682539683,0.282539682539683,0.282539682539683,-0.529223993130983,-0.501010101010101,-0.606348074518872,0.420539374625907,-0.557194769999648,0.395390859774421,0.364148148148148,0.365134449518011,0.328148148148148,0.328148148148148,0.28,0.28,0.2,0.2,0.394658385093168,0,-0.0333333333333333,0.1,0.423420136217622,-0.138556067588326,-0.227591973244147,-0.293333333333333
"CDC42",0.386704413472706,0.412306684141546,0.372857142857143,0.312857142857143,0.342857142857143,0.281371143871144,0.375238095238095,0.332380952380952,0.28,0.22,0.0817287784679089,0.0944361944361944,0.143939393939394,0.349918453951989,0.116666666666667,0.0791208791208791,0.160075054930098,0.0833333333333333,0.10952380952381,0.208411111111111,0.0761904761904762,0.0333333333333333,0.205333333333333,0.168666666666667,0.116666666666667,0.54417771109444,0.54417771109444,0.191785714285714,0.322162324049116,0.533182963132585,0.282539682539683,0.282539682539683,0.282539682539683,-0.529223993130983,-0.501010101010101,-0.606348074518872,0.420539374625907,-0.557194769999648,0.395390859774421,0.364148148148148,0.365134449518011,0.328148148148148,0.328148148148148,0.28,0.28,0.2,0.2,0.394658385093168,0,-0.0333333333333333,0.1,0.423420136217622,-0.138556067588326,-0.227591973244147,-0.293333333333333
"NOTCHic",0.40148033126294,0.427159165071552,0.387959165071552,0.329468599033816,0.255555555555556,0.292437731849497,0.391428571428571,0.345,0.286666666666667,0.22,0.185768591114279,0.0997899159663865,0.154166666666667,0.365858416945373,0.126388888888889,0.0821428571428571,0.174802142118732,0.0888888888888889,0.121794871794872,0.221640377502446,0.0833333333333333,0.0333333333333333,0.219384593417577,0.183152709359606,0.231428571428571,0.55046176046176,0.55046176046176,0.219749373433584,0.320612025769506,0.525160670787752,0.280454545454545,0.280454545454545,0.280454545454545,-0.526077672837247,-0.502617359000338,-0.616144842441527,0.402829096113653,-0.563031996252335,0.378576604419301,0.348751248751249,0.349516775359472,0.314685314685315,0.314685314685315,0.269230769230769,0.269230769230769,0.2,0.2,0.382152537868722,0,-0.0333333333333333,0.1,0.418056038012755,-0.151206636500754,-0.239010989010989,-0.301449275362319
"NFB",0.638975364258383,0.652061973114605,0.601152882205514,0.539047619047619,0.473333333333333,0.446871030665941,0.379047619047619,0.322857142857143,0.242857142857143,0.2,0.219218798630563,0.2214762315507,0.386984126984127,0.616816264667333,0.35047619047619,0.204454954954955,0.302814814814815,0.293333333333333,0.232,0.332943237117769,0.18,0.333333333333333,0.430460005766089,0.386911618669315,0.328421052631579,0.555258991682833,0.555258991682833,0.366344341056985,0.535365822896566,0.720894274137961,0.492375168690958,0.492375168690958,0.492375168690958,-0.637963129631296,-0.482207792207792,-0.769853401699082,0.48346694103674,-0.563595312733244,0.457091229461788,0.426097449908925,0.425704368147919,0.388597449908925,0.388597449908925,0.337777777777778,0.337777777777778,0.277777777777778,0.277777777777778,0.4581188001188,-0.3,-0.12,0.2,0.246245907463804,-0.268,-0.465359477124183,-0.435586828032648
"PI3K",0.451731601731602,0.468119658119658,0.408119658119658,0.335897435897436,0.266666666666667,0.36051510989011,0.393157894736842,0.33,0.25,0.2,0.105555555555556,0.115726227795193,0.357435897435897,0.451893349932566,0.326666666666667,0.0984848484848485,0.175849056603774,0.26,0.11,0.234467054263566,0.05,0.2,0.322587991718427,0.274761904761905,0.204761904761905,0.561215128957064,0.561215128957064,0.282828282828283,0.475922199865862,0.47702380952381,0.423809523809524,0.423809523809524,0.423809523809524,-0.482690654326755,-0.498397435897436,-0.590381990398339,0.46451023685267,-0.56879679144385,0.431176903519336,0.392169811320755,0.392169811320755,0.345,0.345,0.275,0.275,0.2,0.2,0.413154587348136,-0.2,0,0.1,0.0197600132406488,-0.14,-0.531428571428571,-0.342105263157895
"ILK",0.451731601731602,0.468119658119658,0.408119658119658,0.335897435897436,0.266666666666667,0.36051510989011,0.393157894736842,0.33,0.25,0.2,0.105555555555556,0.115726227795193,0.357435897435897,0.451893349932566,0.326666666666667,0.0984848484848485,0.175849056603774,0.26,0.11,0.234467054263566,0.05,0.2,0.322587991718427,0.274761904761905,0.204761904761905,0.561215128957064,0.561215128957064,0.282828282828283,0.475922199865862,0.47702380952381,0.423809523809524,0.423809523809524,0.423809523809524,-0.482690654326755,-0.498397435897436,-0.590381990398339,0.46451023685267,-0.56879679144385,0.431176903519336,0.392169811320755,0.392169811320755,0.345,0.345,0.275,0.275,0.2,0.2,0.413154587348136,-0.2,0,0.1,0.0197600132406488,-0.14,-0.531428571428571,-0.342105263157895
"Csn",0.425408670931059,0.455852616060718,0.416882027825424,0.358700209643606,0.288888888888889,0.314313870411431,0.395055242860121,0.351965811965812,0.296410256410256,0.223076923076923,0.0999101527403414,0.10887912900108,0.26218045112782,0.455029385029385,0.23218045112782,0.0906973108192621,0.17860061829134,0.200751879699248,0.126190476190476,0.23179882209294,0.0928571428571429,0.142857142857143,0.330631491332827,0.294207650273224,0.246666666666667,0.563619660867937,0.563619660867937,0.292176476006263,0.504566985645933,0.509937482144448,0.465657894736842,0.465657894736842,0.465657894736842,-0.515581489407063,-0.511706340846851,-0.612943561032811,0.48535482254654,-0.576372636100459,0.460180539045378,0.429425948786673,0.430160658329672,0.394710922879937,0.394710922879937,0.351048951048951,0.351048951048951,0.281818181818182,0.281818181818182,0.460490708478513,-0.2,-0.0428571428571429,0.2,0.119945822140933,-0.155920205920206,-0.449314194577352,-0.333265306122449
"TGF",0.546086091328027,0.561175619461024,0.600350877192982,0.526666666666667,0.46,0.448109756097561,0.48572105940527,0.423558897243108,0.376190476190476,0.333333333333333,0.231850419084462,0.227032392894462,0.344887955182073,0.473132875143184,0.315476190476191,0.211515151515151,0.265617816091954,0.258333333333333,0.203333333333333,0.319691948944526,0.153333333333333,0.233333333333333,0.391481481481481,0.343333333333333,0.273333333333333,0.568654970760234,0.568654970760234,0.181578947368421,0.420194432169686,0.512342041477289,0.361290322580645,0.361290322580645,0.361290322580645,-0.515732955789246,-0.512865497076023,-0.601831932773109,0.428909819168012,-0.576115617715618,0.389561448240693,0.342264150943396,0.342264150943396,0.28,0.28,0.2,0.2,0.1,0.1,0.356084656084656,-0.2,-0.133333333333333,0,0.214293192278209,-0.234367816091954,-0.432857142857143,-0.42340718105424
"DSH",0.451036824986405,0.478906717004876,0.44025641025641,0.383333333333333,0.313636363636364,0.335692070732502,0.405819000819001,0.362575757575758,0.305,0.225,0.113549783549784,0.120239081548112,0.275551257253385,0.459402065610955,0.243636363636364,0.0999776436396155,0.192599707897989,0.213636363636364,0.138888888888889,0.247923530487739,0.105555555555556,0.15,0.347374847374847,0.311111111111111,0.266666666666667,0.578738461538462,0.578738461538462,0.29035822934128,0.494224250325945,0.496943529468192,0.455762711864407,0.455762711864407,0.455762711864407,-0.506667863434637,-0.520069112174375,-0.617756763567474,0.464381390523138,-0.591475913316404,0.439190550828482,0.408735967422408,0.409320420958352,0.374837662337662,0.374837662337662,0.333928571428571,0.333928571428571,0.271428571428571,0.271428571428571,0.441519555713104,-0.1,-0.05,0.2,0.0808149539448097,-0.169121447028424,-0.463725490196078,-0.36
"PAK1",0.416893092717989,0.444014001214717,0.412306684141546,0.372857142857143,0.312857142857143,0.309337245566059,0.418600927096502,0.375238095238095,0.332380952380952,0.28,0.102053981719941,0.109515559515559,0.166666666666667,0.379057526799671,0.143939393939394,0.0944361944361944,0.183730968908592,0.116666666666667,0.138556067588326,0.233247712418301,0.10952380952381,0.0833333333333333,0.234525879917184,0.205333333333333,0.168666666666667,0.579312846229575,0.579312846229575,0.222968509984639,0.358283997052919,0.565422345371968,0.322162324049116,0.322162324049116,0.322162324049116,-0.565113865304041,-0.535030719566802,-0.644413597139777,0.440753769725447,-0.591931612104911,0.420539374625907,0.394451178451178,0.395390859774421,0.364148148148148,0.365134449518011,0.328148148148148,0.328148148148148,0.28,0.28,0.430787417351232,-0.0333333333333333,-0.0761904761904762,0.2,0.454308167105653,-0.160075054930098,-0.268575579801524,-0.323333333333333
"LIV1",0.416893092717989,0.444014001214717,0.412306684141546,0.372857142857143,0.312857142857143,0.309337245566059,0.418600927096502,0.375238095238095,0.332380952380952,0.28,0.102053981719941,0.109515559515559,0.166666666666667,0.379057526799671,0.143939393939394,0.0944361944361944,0.183730968908592,0.116666666666667,0.138556067588326,0.233247712418301,0.10952380952381,0.0833333333333333,0.234525879917184,0.205333333333333,0.168666666666667,0.579312846229575,0.579312846229575,0.222968509984639,0.358283997052919,0.565422345371968,0.322162324049116,0.322162324049116,0.322162324049116,-0.565113865304041,-0.535030719566802,-0.644413597139777,0.440753769725447,-0.591931612104911,0.420539374625907,0.394451178451178,0.395390859774421,0.364148148148148,0.365134449518011,0.328148148148148,0.328148148148148,0.28,0.28,0.430787417351232,-0.0333333333333333,-0.0761904761904762,0.2,0.454308167105653,-0.160075054930098,-0.268575579801524,-0.323333333333333
"EGR1",0.416893092717989,0.444014001214717,0.412306684141546,0.372857142857143,0.312857142857143,0.309337245566059,0.418600927096502,0.375238095238095,0.332380952380952,0.28,0.102053981719941,0.109515559515559,0.166666666666667,0.379057526799671,0.143939393939394,0.0944361944361944,0.183730968908592,0.116666666666667,0.138556067588326,0.233247712418301,0.10952380952381,0.0833333333333333,0.234525879917184,0.205333333333333,0.168666666666667,0.579312846229575,0.579312846229575,0.222968509984639,0.358283997052919,0.565422345371968,0.322162324049116,0.322162324049116,0.322162324049116,-0.565113865304041,-0.535030719566802,-0.644413597139777,0.440753769725447,-0.591931612104911,0.420539374625907,0.394451178451178,0.395390859774421,0.364148148148148,0.365134449518011,0.328148148148148,0.328148148148148,0.28,0.28,0.430787417351232,-0.0333333333333333,-0.0761904761904762,0.2,0.454308167105653,-0.160075054930098,-0.268575579801524,-0.323333333333333
"Csl",0.432344528793804,0.45889569201766,0.427159165071552,0.387959165071552,0.329468599033816,0.32303474677487,0.435367965367965,0.391428571428571,0.345,0.286666666666667,0.209076861790971,0.116153552330023,0.180166666666667,0.39523694801882,0.154166666666667,0.0997899159663865,0.199564046880636,0.126388888888889,0.151206636500754,0.246852842091682,0.121794871794872,0.0888888888888889,0.249543323576307,0.219384593417577,0.183152709359606,0.587391221042673,0.587391221042673,0.248840282524493,0.355850121007601,0.556496703176416,0.320612025769506,0.320612025769506,0.320612025769506,-0.561307798360259,-0.537232743615722,-0.654182476850129,0.422388681605881,-0.599601575540361,0.402829096113653,0.377865172801882,0.378576604419301,0.348751248751249,0.349516775359472,0.314685314685315,0.314685314685315,0.269230769230769,0.269230769230769,0.416727005953828,-0.0333333333333333,-0.0833333333333333,0.2,0.447919929125645,-0.174802142118732,-0.283128636069813,-0.334782608695652
"ZEB1",0.444998607630187,0.480650295650296,0.447677322677323,0.407417582417582,0.353846153846154,0.315015565744043,0.347914913510986,0.307542242703533,0.262380952380952,0.21,0.185667975032414,0.180066812532756,0.265855957767722,0.456152382751732,0.237009803921569,0.166624189581936,0.272250726385156,0.207843137254902,0.224404761904762,0.331230865872137,0.195833333333333,0.166666666666667,0.351380138013801,0.31969696969697,0.283333333333333,0.587972787887386,0.587972787887386,0.292984475841619,0.447478193512042,0.518347307258198,0.416193277310924,0.416193277310924,0.416193277310924,-0.634781042540946,-0.534511784511784,-0.638002952650837,0.483626654093647,-0.605733035612933,0.465278030240436,0.44423278456364,0.442658982621389,0.417095238095238,0.415591313448456,0.383095238095238,0.380897435897436,0.338095238095238,0.335897435897436,0.475371179217125,-0.133333333333333,-0.158333333333333,0.266666666666667,0.486703253044717,-0.249936676798379,-0.311318681318681,-0.307043010752688
"TCFLEF",0.527411764705882,0.505294117647059,0.476799493991145,0.441505376344086,0.394838709677419,0.379066251360567,0.518008658008658,0.486190476190476,0.452857142857143,0.41,0.211438795994963,0.197238730667239,0.304451324389405,0.39615816218274,0.284451324389405,0.184080835930397,0.284738007743455,0.263398692810458,0.245324283559578,0.275595823258007,0.221794871794872,0.222222222222222,0.381348133848134,0.358490990990991,0.334166666666667,0.609914772727273,0.609914772727273,0.174500768049155,0.413953059604075,0.466066954569433,0.387071339173967,0.387071339173967,0.387071339173967,-0.420603488833259,-0.460306593369303,-0.595182072205936,0.188250400458335,-0.619920692610385,0.169064353946707,0.250368686868687,0.24582905982906,0.224611111111111,0.220444444444444,0.198611111111111,0.194444444444444,0.170833333333333,0.166666666666667,0.583690476190476,-0.166666666666667,-0.183333333333333,0.133333333333333,0.417086563576012,-0.263219020401683,-0.511111111111111,-0.473082869511441
"SNAI1",0.445517628033974,0.473090088171239,0.444014001214717,0.412306684141546,0.372857142857143,0.23715414697451,0.452143246845719,0.418600927096502,0.375238095238095,0.332380952380952,0.120465534066512,0.12014678875144,0.193855606758833,0.405248002990147,0.166666666666667,0.109515559515559,0.20550874668637,0.143939393939394,0.160075054930098,0.255044277807997,0.138556067588326,0.116666666666667,0.263166656616213,0.234525879917184,0.205333333333333,0.61098271187257,0.61098271187257,0.24418063119676,0.386563880434843,0.591675594536468,0.358283997052919,0.358283997052919,0.358283997052919,-0.594171052321043,-0.565203133359905,-0.676863520098174,0.456792070144358,-0.624578670928441,0.440753769725447,0.419841803451178,0.420539374625907,0.394451178451178,0.395390859774421,0.364148148148148,0.365134449518011,0.328148148148148,0.328148148148148,0.460112570725465,-0.0833333333333333,-0.10952380952381,0.28,0.479040935258988,-0.183730968908592,-0.302769128188621,-0.353859649122807
"AKT",0.493800567248843,0.511554001554001,0.468119658119658,0.408119658119658,0.335897435897436,0.397181776556777,0.436315789473684,0.393157894736842,0.33,0.25,0.126832151300236,0.134827351390699,0.294278002699055,0.491893349932566,0.357435897435897,0.115726227795193,0.204420485175202,0.326666666666667,0.14,0.265168808649531,0.11,0.26,0.364406173536608,0.322587991718427,0.274761904761905,0.612530918430749,0.612530918430749,0.331313131313131,0.516985001798229,0.519163835943889,0.475922199865862,0.475922199865862,0.475922199865862,-0.529701523891972,-0.551338612368024,-0.641622551347638,0.491706004048437,-0.620837607770381,0.46451023685267,0.430631349782293,0.431176903519336,0.392169811320755,0.392169811320755,0.345,0.345,0.275,0.275,0.458932365125914,-0.2,-0.05,0.2,0.0571125689418283,-0.175849056603774,-0.576428571428571,-0.388051209103841
"TGFR",0.590220169540317,0.609451481529989,0.561175619461024,0.600350877192982,0.526666666666667,0.482382056567045,0.529269446502044,0.48572105940527,0.423558897243108,0.376190476190476,0.249310736544779,0.242012149979482,0.37555462184874,0.515149681865874,0.344887955182073,0.227032392894462,0.295795330884853,0.315476190476191,0.234367816091954,0.35302528227786,0.203333333333333,0.258333333333333,0.435231481481481,0.391481481481481,0.343333333333333,0.617447241291635,0.617447241291635,0.227033492822967,0.466558068533323,0.560768191598354,0.420194432169686,0.420194432169686,0.420194432169686,-0.568160140255266,-0.565442816663652,-0.656766755864357,0.460255973014166,-0.625380323597971,0.428909819168012,0.389284018493065,0.389561448240693,0.342264150943396,0.342264150943396,0.28,0.28,0.2,0.2,0.411543171368499,-0.233333333333333,-0.153333333333333,0.1,0.258082401813968,-0.265617816091954,-0.470788177339901,-0.460040844420577
"SMAD",0.493946911950939,0.514973132131027,0.478657342657343,0.436,0.376,0.386283662741491,0.469165867689358,0.422857142857143,0.374285714285714,0.314285714285714,0.233102057759592,0.12390720276464,0.300155929787044,0.428945697577277,0.269121447028424,0.207919741949593,0.305129751977333,0.238888888888889,0.250833333333333,0.355362374751858,0.220833333333333,0.205555555555556,0.362219465354585,0.327335744424352,0.288095238095238,0.624373693599046,0.624373693599046,0.259405318002156,0.472067560357476,0.574210527006666,0.433781846071762,0.433781846071762,0.433781846071762,-0.579092906346489,-0.571313959264779,-0.674357047313274,0.443063657858693,-0.634791071587259,0.421239177489177,0.393375766148043,0.394155844155844,0.36004243281471,0.360822510822511,0.321428571428571,0.321428571428571,0.271428571428571,0.271428571428571,0.42840089987004,-0.15,-0.183333333333333,0.2,0.353800500960914,-0.278988673139159,-0.434314765694076,-0.383163324542635
"GLI",0.48936906879334,0.610492269880722,0.572806809940069,0.528030690537084,0.467246376811594,0.390230347253604,0.545679953848968,0.502017982017982,0.457402597402597,0.402857142857143,0.156424006101425,0.160170350821817,0.226775580187882,0.420621018390867,0.197803617571059,0.146163836163836,0.32641412175814,0.172222222222222,0.273339598997494,0.276596247417722,0.247023809523809,0.138888888888889,0.285508323380664,0.25040194040194,0.212564102564103,0.628389400367818,0.628389400367818,0.232134764460346,0.467230394943271,0.587831981171208,0.428071818891491,0.428071818891491,0.428071818891491,-0.588285968635732,-0.579067296340024,-0.672519006824268,0.467197906079292,-0.639240305760446,0.443520657402043,0.413378671917822,0.413762871934915,0.477695852534562,0.378048586220629,0.434838709677419,0.334838709677419,0.38,0.28,0.444375701643761,-0.0833333333333333,-0.20952380952381,0.2,0.411168291467799,-0.300422932330827,-0.444290540540541,-0.394000693801057
