"","FOXC2","TGF","TGFR","CDC42","GSK3","PAK1","HEY1","SMAD","ILK","SMO","SHH","MEK","FUS","ERK","AKT","EGR1","IKK","cfos","NFB","Jagged","SNAI1","TWIST1","Csn","KLF4","NOTCH","NOTCHic","Csl","cateninmemb","SOSGRB2","SNAI2","miR200","Ecadherin","ZEB2","ZEB1","GLI","cateninnuc","Wnt","TCFLEF","Frizzled","CD44","cMet","DSH","SRC","RAS","RAF","PI3K","DELTA","STAT","Destcompl","AXIN2","TrCP","SUFU","LIV1","Patched","RKIP"
"IKK",0.488051948051948,0.521446464646465,0.464646464646465,0.405555555555556,-0.186776556776557,0.35,0.181940144478844,0.18578795379538,0.172916666666667,0.18,0.2557343550447,0.243301587301587,0.12,0.178857142857143,0.315637065637066,0.1,0.264285714285714,0.142857142857143,0.314285714285714,0.287413308341143,0.278746112524738,0.526830065359477,0.3,-0.358241758241758,0.35974025974026,0.307359307359307,0.245454545454545,-0.568138714172234,0.301890756302521,0.659251201241532,-0.419877369007804,-0.680067589282468,0.416155388471178,0.416155388471178,0.376239316239316,0.437134689192188,0.331623931623932,0.408442706069825,0.277777777777778,0.376239316239316,0.331623931623932,0.2,0.277777777777778,0.36662406380205,0.320145190562613,0.320145190562613,0.320145190562613,0.2,0.145649706927456,0.403095238095238,-0.2,-0.1,0.1,-0.228148148148148,-0.262932604735883
"ERK",0.34744601365291,0.375932144350181,0.348459616877654,0.304663996439697,-0.160255773563791,0.24952380952381,0.170615080416129,0.173610086327995,0.16175598298453,0.208590163934426,0.2399058786261,0.198697391806675,0.184,0.162207141110296,0.200204179253019,0.173448275862069,0.175433537051184,0.213873807776963,0.143668831168831,0.291594460209637,0.246475033718738,0.417725662243081,0.0982142857142857,-0.386974074939108,0.265416984787347,0.238547178693164,0.201320901320901,-0.534189414467938,0.117798119895207,0.678081737280225,-0.433197920841529,-0.605696049147199,0.422988671609736,0.422988671609736,0.3700333000333,0.409709275680369,0.346223776223776,0.390750942347036,0.316153846153846,0.368817856845177,0.344644828855355,0.27,0.314574898785425,0.129384553839999,0.106612276612277,0.106612276612277,0.106612276612277,0.268421052631579,0.0724514362988893,0.404135540294849,-0.0857142857142857,-0.14,0.2,-0.224930033215472,-0.271499205165133
"Csn",0.242615683805075,0.269782187083509,0.243290540305466,0.194572591587517,-0.0933596695044097,0.136363636363636,0.0742109634551495,0.0795770862273601,0.0674948240165631,0.108513708513709,0.137757494870134,0.229623917748918,0.0873015873015873,0.191082251082251,0.200633333333333,0.106666666666667,0.175833333333333,0.143030303030303,0.146666666666667,0.183930273087934,0.14531905542135,0.286467975689575,0.105,-0.389013861955038,0.259078421578422,0.233116883116883,0.195454545454545,-0.436745291336283,0.169595295745417,0.433035005814263,-0.433331643625655,-0.509720138518114,0.425758478081059,0.425758478081059,0.370119115220103,0.413841535316065,0.346101647971195,0.393697217817569,0.318390804597701,0.37054609241564,0.346101647971195,0.266666666666667,0.318390804597701,0.213285487858328,0.19121255119806,0.19121255119806,0.19121255119806,0.266666666666667,0.059378140629077,0.403807542492918,-0.18,-0.0428571428571429,0.2,-0.124642740771773,-0.163857492381462
"STAT",0.218786639400136,0.21176467189053,0.194856459330144,0.165909090909091,0.0479261237205163,0.140909090909091,0.0586666666666667,0.0649619634627131,0.0615136876006441,0.045,0.0628225972422309,0.207893738140417,0.025,0.191764705882353,0.0427602905569007,0.2,0.0342857142857143,0.18,0.02,0.0675142417782127,0.146549832120511,0.0802251471666764,0,-0.326728064963359,0.0330241149201743,0.0204027556968733,-0.00392156862745098,-0.0628629869659736,-0.0069376026272578,0.104995176821802,-0.458532927961468,-0.20560603104461,0.442935269858347,0.442935269858347,0.0111440030557678,0.0325315917856516,-0.00146103896103896,0.0224004833231963,-0.0196428571428571,0.0113594738594739,-0.00146103896103896,-0.0571428571428571,-0.0196428571428571,-0.0322542837919583,-0.044194582299421,-0.044194582299421,-0.044194582299421,-0.0571428571428571,-0.0629129144503965,-0.0431294196000078,0,0,0,-0.0566279069767442,-0.171240347490347
"Jagged",0.312857142857143,0.331555555555555,0.255555555555556,0.2,-0.229501915708812,0.2,0.166666666666667,0.0714285714285714,0.0666666666666667,0.0333333333333333,0.121794871794872,0.286666666666667,0,0.22,0.0888888888888889,0.1,0.0333333333333333,0.2,0,0.166493506493506,0.258333333333333,0.293,0,-0.405555555555556,0.231428571428571,0.16,0.1,-0.431991951710262,0.12,0.43868778280543,-0.472121212121212,-0.513017543859649,0.46207729468599,0.46207729468599,0.269230769230769,0.350949050949051,0.2,0.314685314685315,0.1,0.269230769230769,0.2,0,0.1,0.252727272727273,0.18,0.18,0.18,0,0.300540540540541,0.28,0,0,0,-0.0833333333333333,-0.235897435897436
"DELTA",0.312857142857143,0.331555555555555,0.255555555555556,0.2,-0.229501915708812,0.2,0.166666666666667,0.0714285714285714,0.0666666666666667,0.0333333333333333,0.121794871794872,0.286666666666667,0,0.22,0.0888888888888889,0.1,0.0333333333333333,0.2,0,0.166493506493506,0.258333333333333,0.293,0,-0.405555555555556,0.231428571428571,0.16,0.1,-0.431991951710262,0.12,0.43868778280543,-0.472121212121212,-0.513017543859649,0.46207729468599,0.46207729468599,0.269230769230769,0.350949050949051,0.2,0.314685314685315,0.1,0.269230769230769,0.2,0,0.1,0.252727272727273,0.18,0.18,0.18,0,0.300540540540541,0.28,0,0,0,-0.0833333333333333,-0.235897435897436
"NFB",0.533071868370673,0.566383173507224,0.521446464646465,0.464646464646465,-0.207168713639302,0.405555555555556,0.198011573050273,0.198799106211736,0.18578795379538,0.228148148148148,0.281035559863977,0.294935574229692,0.18,0.243301587301587,0.351192621192621,0.142857142857143,0.315637065637066,0.178857142857143,0.264285714285714,0.312593164456251,0.30696529060693,0.561433239962652,0.314285714285714,-0.406318681318681,0.399095098449937,0.35974025974026,0.307359307359307,-0.610060572672762,0.334522335249889,0.696649575225271,-0.467913622784239,-0.726456032300125,0.463281825252787,0.463281825252787,0.408823585902238,0.462468022525521,0.376239316239316,0.437134689192188,0.331623931623932,0.408442706069825,0.376239316239316,0.277777777777778,0.331623931623932,0.398962372259761,0.36662406380205,0.36662406380205,0.36662406380205,0.277777777777778,0.166247713571974,0.442811550151976,-0.3,-0.12,0.2,-0.2557343550447,-0.301394143197422
"TWIST1",0.524572904589784,0.514459274426775,0.478240595611285,0.436990595611285,-0.363329058598104,0.381818181818182,0.243465573974049,0.237307018990187,0.21981526981527,0.391555555555556,0.458591118009162,0.467861038059132,0.355555555555556,0.426567505720824,0.452765878189607,0.28,0.412087912087912,0.371304347826087,0.369230769230769,0.409863201411797,0.459101377529057,0.457945316189023,0.3,-0.394308943089431,0.415260441864215,0.376581196581197,0.335555555555555,-0.656366887656185,0.314044866905279,0.729268341564089,-0.48167906927995,-0.823034896081454,0.473083609925715,0.473083609925715,0.418054803675856,0.467124171470036,0.385254803675856,0.444524976530415,0.348412698412698,0.417113031660584,0.384582911178656,0.309523809523809,0.348412698412698,0.435548191317775,0.406438602276679,0.406438602276679,0.406438602276679,0.309523809523809,0.403762660798513,0.460743611227482,-0.2,-0.3,0.266666666666667,-0.428541856925419,-0.445844506714072
"SMO",0.427931034482759,0.522207207207207,0.481666666666667,0.44,-0.30643337245279,0.4,0.128937728937729,0.134285714285714,0.12,0.253333333333333,0.324166666666667,0.393240093240093,0.333333333333333,0.353846153846154,0.236857142857143,0.2,0.192857142857143,0.3,0.15,0.239312169312169,0.352150537634409,0.281917211328976,0.1,-0.413888888888889,0.323787878787879,0.278787878787879,0.233333333333333,-0.399283850088736,0.255263157894737,0.458517788724685,-0.489843279083785,-0.445345955886743,0.47909604519774,0.47909604519774,0.344444444444444,0.302159362808315,0.3,0.275091693635383,0.25,0.241111111111111,0.196666666666667,0.2,0.15,0.371578711985689,0.341346153846154,0.341346153846154,0.341346153846154,0.1,0.323715354413029,0.366472607851918,0,-0.3,0.1,-0.290833333333333,-0.347301587301587
"TGF",0.471847826086957,0.488253968253968,0.531111111111111,0.464444444444444,-0.0979281210200975,0.42,0.227595099935525,0.215034213098729,0.206969696969697,0.203333333333333,0.259367816091954,0.429490392648287,0.153333333333333,0.373934837092732,0.307769423558897,0.333333333333333,0.276190476190476,0.347619047619048,0.233333333333333,0.306682621502209,0.386691036236491,0.423148148148148,0.233333333333333,-0.455097889651665,0.35816091954023,0.313333333333333,0.253333333333333,-0.484721313658419,0.156578947368421,0.482378561322718,-0.511514347721244,-0.56101537486503,0.504188798742574,0.504188798742574,0.320943396226415,0.392115645030243,0.27,0.359101290963257,0.2,0.320943396226415,0.27,0.1,0.2,0.28452380952381,0.236309523809524,0.236309523809524,0.236309523809524,0.1,0.254330383629949,0.339065255731922,-0.2,-0.133333333333333,0,-0.234367816091954,-0.371428571428571
"FUS",0.464773139745916,0.560505079547633,0.522207207207207,0.481666666666667,-0.325496917603292,0.44,0.144879757923236,0.145253456221198,0.134285714285714,0.290833333333333,0.349419191919192,0.426573426573427,0.253333333333333,0.393240093240093,0.267626373626374,0.3,0.236857142857143,0.353846153846154,0.192857142857143,0.265818193408555,0.379509028200446,0.315948624941541,0.15,-0.458151183970856,0.360151515151515,0.323787878787879,0.278787878787879,-0.437086457165086,0.274493927125506,0.493526765385368,-0.530437338489726,-0.486989791503182,0.520200339676268,0.520200339676268,0.379059829059829,0.324441971503967,0.344444444444444,0.302159362808315,0.3,0.275091693635383,0.241111111111111,0.25,0.196666666666667,0.399962991461671,0.371578711985689,0.371578711985689,0.371578711985689,0.15,0.34283944200427,0.404360806609682,-0.1,-0.333333333333333,0.1,-0.324166666666667,-0.383384061528391
"NOTCH",0.376122448979592,0.396071684587814,0.331555555555555,0.255555555555556,-0.259047370254267,0.2,0.171014492753623,0.0814285714285714,0.0714285714285714,0.0833333333333333,0.151206636500754,0.350952380952381,0.0333333333333333,0.286666666666667,0.133333333333333,0.2,0.0888888888888889,0.22,0.0333333333333333,0.196123136123136,0.296794871794872,0.342152542372881,0,-0.46207729468599,0.186267281105991,0.231428571428571,0.16,-0.483824412443246,0.167368421052632,0.487894132011779,-0.529264069264069,-0.572694963214488,0.52133655394525,0.52133655394525,0.314685314685315,0.383193948908235,0.269230769230769,0.350949050949051,0.2,0.314685314685315,0.269230769230769,0.1,0.2,0.300553359683794,0.252727272727273,0.252727272727273,0.252727272727273,0.1,0.330447082596615,0.338490566037736,0,0,0,-0.121794871794872,-0.28762157382847
"TCFLEF",0.585435936129378,0.577724732886222,0.555208176594832,0.529039952295766,-0.269682369079081,0.487179487179487,0.196506613379008,0.180290598737414,0.170156755525177,0.24047619047619,0.276623033935522,0.502823958851834,0.216666666666667,0.482415795586527,0.289594196827016,0.411428571428571,0.275463762044407,0.452891986062718,0.252883116883117,0.274865909831952,0.397306206113737,0.408718293630265,0.216883116883117,-0.408502037178508,0.378408916979535,0.358807588075881,0.333317391997449,-0.423658440752846,0.195588515277138,0.471985248611571,-0.551101201342165,-0.587641524468661,0.538928849902534,0.538928849902534,0.259423006660858,0.19494381933742,0.232714932126697,0.177332135488623,0.204509803921569,0.255453555878084,0.229038461538462,0.174509803921569,0.200833333333333,0.366114007697904,0.345220446594093,0.345220446594093,0.345220446594093,0.170833333333333,0.339006593206913,0.592244688644689,-0.171428571428571,-0.183333333333333,0.133333333333333,-0.258218125960061,-0.406201956192313
"SMAD",0.403379589642483,0.419846969521432,0.394348961553305,0.355801475519785,-0.188947947068248,0.295238095238095,0.212864483888457,0.104641522860701,0.189879618098796,0.240833333333333,0.280197611495743,0.412306167201141,0.220833333333333,0.371921551816526,0.255746031746032,0.257142857142857,0.231746031746032,0.318433179723502,0.198412698412698,0.325238653819299,0.318374778447359,0.376868939332183,0.155555555555556,-0.503646377621623,0.315949644225506,0.288965517241379,0.253333333333333,-0.534309284538085,0.228556640047323,0.530520676700327,-0.558122591639802,-0.61690047651502,0.545365557106593,0.545365557106593,0.356297379678675,0.403646042929812,0.326800976800977,0.382774715675506,0.296031746031746,0.356858840505899,0.327404295051354,0.257142857142857,0.296031746031746,0.248169452760524,0.220208926444734,0.220208926444734,0.220208926444734,0.257142857142857,0.346989569298465,0.393389438294458,-0.1,-0.183333333333333,0.2,-0.258264525993884,-0.325714407225029
"TGFR",0.513332542244162,0.531516379601486,0.488253968253968,0.531111111111111,-0.122133499993203,0.464444444444444,0.236550323816122,0.226777985340722,0.215034213098729,0.234367816091954,0.280271770894214,0.471956146072945,0.203333333333333,0.429490392648287,0.338001981698432,0.347619047619048,0.307769423558897,0.373934837092732,0.276190476190476,0.331320302661629,0.4111748120477,0.459091208646369,0.233333333333333,-0.501526461080237,0.396290415943108,0.35816091954023,0.313333333333333,-0.529294061926317,0.2022579597141,0.522887820581977,-0.55579587264793,-0.607863756466393,0.547585025157669,0.547585025157669,0.359007912355447,0.420016442195876,0.320943396226415,0.392115645030243,0.27,0.359101290963257,0.320943396226415,0.2,0.27,0.319026733500418,0.28452380952381,0.28452380952381,0.28452380952381,0.2,0.279330383629949,0.384988002513038,-0.233333333333333,-0.153333333333333,0.1,-0.259367816091954,-0.405714285714286
"cfos",0.401871968299515,0.422930990578049,0.378991596638655,0.314285714285714,-0.284485930735931,0.242857142857143,0.0813593203398301,0.0933521078682369,0.0788359788359788,0.10952380952381,0.159543721909313,0.389064112011791,0.0761904761904762,0.336521739130435,0.157675438596491,0.32,0.120833333333333,0.28,0.0833333333333333,0.208611111111111,0.310478382377117,0.360640692640693,0.0333333333333333,-0.509936507936508,0.212051282051282,0.17051282051282,0.116666666666667,-0.531877013204303,0.193055555555556,0.535891553701773,-0.570664629488159,-0.6108405036215,0.558801260617241,0.558801260617241,0.364990253411306,0.426807401460867,0.328148148148148,0.398659253312719,0.28,0.365985985985986,0.328148148148148,0.2,0.28,0.336204102237101,0.299618736383442,0.299618736383442,0.299618736383442,0.2,0.368395314011169,0.39512315270936,0,-0.0333333333333333,0.1,-0.138556067588326,-0.316456876456876
"CDC42",0.401871968299515,0.422930990578049,0.378991596638655,0.314285714285714,-0.284485930735931,0.342857142857143,0.0813593203398301,0.0933521078682369,0.0788359788359788,0.10952380952381,0.159543721909313,0.389064112011791,0.0761904761904762,0.336521739130435,0.157675438596491,0.22,0.120833333333333,0.28,0.0833333333333333,0.208611111111111,0.310478382377117,0.360640692640693,0.0333333333333333,-0.509936507936508,0.212051282051282,0.17051282051282,0.116666666666667,-0.531877013204303,0.193055555555556,0.535891553701773,-0.570664629488159,-0.6108405036215,0.558801260617241,0.558801260617241,0.364990253411306,0.426807401460867,0.328148148148148,0.398659253312719,0.28,0.365985985985986,0.328148148148148,0.2,0.28,0.336204102237101,0.299618736383442,0.299618736383442,0.299618736383442,0.2,0.368395314011169,0.39512315270936,0,-0.0333333333333333,0.1,-0.138556067588326,-0.316456876456876
"NOTCHic",0.419670836076366,0.440020729173801,0.396071684587814,0.331555555555555,-0.284667204965011,0.255555555555556,0.184860646599777,0.0979753340184995,0.0814285714285714,0.121794871794872,0.173787281662044,0.408095238095238,0.0833333333333333,0.350952380952381,0.172868217054264,0.22,0.133333333333333,0.286666666666667,0.0888888888888889,0.221950950692673,0.323778998778999,0.379259460611875,0.0333333333333333,-0.515648723257419,0.228372544263885,0.186267281105991,0.231428571428571,-0.529869037189696,0.221913875598086,0.528976296340436,-0.580709155969272,-0.622158975465636,0.569484702093398,0.569484702093398,0.350169185653057,0.411132880205945,0.314685314685315,0.383193948908235,0.269230769230769,0.350949050949051,0.314685314685315,0.2,0.269230769230769,0.336513950816799,0.300553359683794,0.300553359683794,0.300553359683794,0.2,0.355113749263282,0.38293501048218,0,-0.0333333333333333,0.1,-0.151206636500754,-0.328466644251006
"ZEB1",0.43110045285465,0.464192024655964,0.432695961663838,0.391579210394803,-0.276451450351216,0.335057471264368,0.177813507735788,0.172864334771462,0.159883565540693,0.223106060606061,0.263535898021454,0.332537790446575,0.195833333333333,0.29156862745098,0.265127983894162,0.183333333333333,0.235127983894162,0.243333333333333,0.200701754385965,0.32450145088687,0.301134230574925,0.447729078177393,0.153333333333333,-0.525396791700879,0.345743193971804,0.314338235294118,0.277083333333333,-0.627901446536349,0.287056530214425,0.512186424922169,-0.590795297007036,-0.626938814660969,0.57367945148305,0.57367945148305,0.439398726744716,0.481870243184009,0.412250960421692,0.461713687411015,0.379558652729384,0.437777517198249,0.410694183864916,0.338095238095238,0.377360850531582,0.377724930529873,0.351425717931448,0.351425717931448,0.351425717931448,0.335897435897436,0.418370684023875,0.470143784173048,-0.133333333333333,-0.158333333333333,0.266666666666667,-0.244674688057041,-0.296235692096427
"PAK1",0.433596106230549,0.455717875823951,0.422930990578049,0.378991596638655,-0.307758658008658,0.314285714285714,0.100476967398654,0.108190817545656,0.0933521078682369,0.138556067588326,0.182543721909313,0.435730778678457,0.10952380952381,0.389064112011791,0.185453216374269,0.28,0.157675438596491,0.336521739130435,0.120833333333333,0.234377982276755,0.33697002915516,0.391075475249388,0.0833333333333333,-0.550920114493885,0.243919413919414,0.212051282051282,0.17051282051282,-0.570521701848991,0.225728822882288,0.570792096197252,-0.608735695478007,-0.651186524382746,0.596421839395376,0.596421839395376,0.397673180240574,0.44997981525397,0.364990253411306,0.426807401460867,0.328148148148148,0.398659253312719,0.365985985985986,0.28,0.328148148148148,0.369385920418919,0.336204102237101,0.336204102237101,0.336204102237101,0.28,0.389297569650267,0.432859001765963,-0.0333333333333333,-0.0761904761904762,0.2,-0.159543721909313,-0.346843616788368
"LIV1",0.433596106230549,0.455717875823951,0.422930990578049,0.378991596638655,-0.307758658008658,0.314285714285714,0.100476967398654,0.108190817545656,0.0933521078682369,0.138556067588326,0.182543721909313,0.435730778678457,0.10952380952381,0.389064112011791,0.185453216374269,0.28,0.157675438596491,0.336521739130435,0.120833333333333,0.234377982276755,0.33697002915516,0.391075475249388,0.0833333333333333,-0.550920114493885,0.243919413919414,0.212051282051282,0.17051282051282,-0.570521701848991,0.225728822882288,0.570792096197252,-0.608735695478007,-0.651186524382746,0.596421839395376,0.596421839395376,0.397673180240574,0.44997981525397,0.364990253411306,0.426807401460867,0.328148148148148,0.398659253312719,0.365985985985986,0.28,0.328148148148148,0.369385920418919,0.336204102237101,0.336204102237101,0.336204102237101,0.28,0.389297569650267,0.432859001765963,-0.0333333333333333,-0.0761904761904762,0.2,-0.159543721909313,-0.346843616788368
"EGR1",0.433596106230549,0.455717875823951,0.422930990578049,0.378991596638655,-0.307758658008658,0.314285714285714,0.100476967398654,0.108190817545656,0.0933521078682369,0.138556067588326,0.182543721909313,0.435730778678457,0.10952380952381,0.389064112011791,0.185453216374269,0.28,0.157675438596491,0.336521739130435,0.120833333333333,0.234377982276755,0.33697002915516,0.391075475249388,0.0833333333333333,-0.550920114493885,0.243919413919414,0.212051282051282,0.17051282051282,-0.570521701848991,0.225728822882288,0.570792096197252,-0.608735695478007,-0.651186524382746,0.596421839395376,0.596421839395376,0.397673180240574,0.44997981525397,0.364990253411306,0.426807401460867,0.328148148148148,0.398659253312719,0.365985985985986,0.28,0.328148148148148,0.369385920418919,0.336204102237101,0.336204102237101,0.336204102237101,0.28,0.389297569650267,0.432859001765963,-0.0333333333333333,-0.0761904761904762,0.2,-0.159543721909313,-0.346843616788368
"Csl",0.451280031478665,0.472447033028676,0.440020729173801,0.396071684587814,-0.307494892741152,0.331555555555555,0.206429274050757,0.114086445129611,0.0979753340184995,0.151206636500754,0.197925212696527,0.454834368530021,0.121794871794872,0.408095238095238,0.203100775193798,0.286666666666667,0.172868217054264,0.350952380952381,0.133333333333333,0.248513450692673,0.35065646913473,0.409733501243929,0.0888888888888889,-0.558505866114562,0.261099816991158,0.228372544263885,0.186267281105991,-0.568554052480216,0.251995176411094,0.563651911552964,-0.620142707167529,-0.662856649884241,0.608158735242569,0.608158735242569,0.382427250169186,0.434174618342022,0.350169185653057,0.411132880205945,0.314685314685315,0.383193948908235,0.350949050949051,0.269230769230769,0.314685314685315,0.368499244934446,0.336513950816799,0.336513950816799,0.336513950816799,0.269230769230769,0.375406253833666,0.419695935932052,-0.0333333333333333,-0.0833333333333333,0.2,-0.173787281662044,-0.360263879274047
"GLI",0.486807490540076,0.606820837638894,0.5703502494036,0.526954022988506,-0.372503659522405,0.468333333333333,0.15473324072645,0.157829448445356,0.144856475472383,0.273339598997494,0.324973091900828,0.546589055511707,0.247023809523809,0.504047619047619,0.231949106396945,0.402857142857143,0.202261606396945,0.461190476190476,0.175730994152047,0.276287515995172,0.390616808837468,0.419904293028232,0.138888888888889,-0.57958815958816,0.287026335733232,0.251788240495137,0.214288240495137,-0.589101670675183,0.231531241619737,0.588961415704307,-0.636424658932399,-0.671513210335586,0.62510325994197,0.62510325994197,0.414538334208083,0.470034172515393,0.478368121442125,0.445467525773014,0.434838709677419,0.414948045253534,0.37874114870181,0.38,0.334838709677419,0.450125222273585,0.414283638115169,0.414283638115169,0.414283638115169,0.28,0.356722713979723,0.445113224637681,-0.0833333333333333,-0.20952380952381,0.2,-0.299870211242392,-0.393964542574274
"SNAI1",0.4619315573106,0.484951746791693,0.455717875823951,0.422930990578049,-0.326966578800737,0.378991596638655,0.118334110255796,0.119137927016751,0.108190817545656,0.159543721909313,0.204485469482129,0.4689146351807,0.138556067588326,0.435730778678457,0.212536549707602,0.336521739130435,0.185453216374269,0.389064112011791,0.157675438596491,0.257672099923814,0.261703125240569,0.418665218839132,0.120833333333333,-0.58487650078672,0.273307169021455,0.243919413919414,0.212051282051282,-0.602266088722912,0.24648353986342,0.599789749566343,-0.641876905852646,-0.685421696078896,0.628525160428587,0.628525160428587,0.426009560496516,0.468823387788818,0.397673180240574,0.44997981525397,0.364990253411306,0.426807401460867,0.398659253312719,0.328148148148148,0.365985985985986,0.396151109253073,0.369385920418919,0.369385920418919,0.369385920418919,0.328148148148148,0.40590941175553,0.464560633467595,-0.0833333333333333,-0.10952380952381,0.28,-0.182543721909313,-0.376550729759079
