"","FOXC2","TGF","TGFR","CDC42","PAK1","KLF4","miR200","MEK","SNAI1","EGR1","ERK","cfos","HEY1","SMAD","ILK","SHH","AKT","IKK","NFB","SMO","TWIST1","FUS","Csn","Jagged","NOTCH","NOTCHic","Csl","cateninmemb","SOSGRB2","SNAI2","Ecadherin","RAS","RAF","PI3K","DELTA","GSK3","GLI","Wnt","cateninnuc","TCFLEF","Frizzled","CD44","cMet","DSH","SRC","STAT","ZEB2","ZEB1","AXIN2","TrCP","SUFU","LIV1","Destcompl","Patched","RKIP"
"CDC42",0.391279633804741,0.40751209574739,0.371148459383754,0.314285714285714,0.342857142857143,-0.13831746031746,0.0715983363042187,0.385674281503316,0.305576195955943,0.22,0.336521739130435,0.28,0.0813593203398301,0.0933521078682369,0.0788359788359788,0.148153837401149,0.152412280701754,0.120833333333333,0.0833333333333333,0.10952380952381,0.335064935064935,0.0761904761904762,0.0333333333333333,0.182916666666667,0.195128205128205,0.162820512820513,0.116666666666667,-0.454106573725183,0.1875,0.496320346320346,-0.500645019094068,0.313373452361975,0.280446623093682,0.280446623093682,0.280446623093682,-0.28525974025974,0.319649122807018,0.293333333333333,0.368695527210379,0.346102934617786,0.26,0.32036036036036,0.293333333333333,0.2,0.26,0.2,0.149404281486606,0.149404281486606,0.355435139573071,0,-0.0333333333333333,0.1,0.329350260159389,-0.1321044546851,-0.313123543123543
"cateninnuc",0.394660972906875,0.377823700367293,0.358173045345459,0.331736263736264,0.299428571428571,-0.11993719013292,0.0707939186105555,0.375402090942628,0.337341782284819,0.297101449275362,0.353842457915105,0.327260179434092,0.124481847142868,0.111715903923271,0.103393939393939,0.216676254409264,0.345354166666667,0.328166666666667,0.304166666666667,0.18792349726776,0.322642834144213,0.163333333333333,0.270833333333333,0.245431193280403,0.374349267208944,0.356621994481671,0.332203389830509,-0.399356551467337,0.260300632619561,0.460085127243714,-0.473944359443034,0.386631466631467,0.371816651816652,0.371816651816652,0.371816651816652,-0.336431741386572,0.25090071235098,0.235880949505131,0.175187556936854,0.263450467734976,0.217402688635565,0.249932917324222,0.234853552244857,0.191375291375291,0.216375291375291,0.191375291375291,0.150514114959807,0.150514114959807,0.392565794861588,-0.233333333333333,-0.133333333333333,0.160606060606061,0.317101511023581,-0.204693683603163,-0.350273978296311
"MEK",0.335646123577158,0.361036061057891,0.320890075656431,0.267619047619048,0.22,-0.132711621233859,0.0585041848261146,0.174333577891905,0.243814548146343,0.17,0.227666911225238,0.187241379310345,0.163218245169465,0.165950203144554,0.156725110893631,0.224930033215472,0.185580595874714,0.156168831168831,0.110714285714286,0.184,0.398902078313843,0.14,0.0857142857142857,0.270635903614138,0.244718379754876,0.21041181041181,0.156565656565657,-0.481652944192399,0.0925079365079365,0.646639655495895,-0.537743639993709,0.121938616938617,0.0911449661449661,0.0911449661449661,0.0911449661449661,-0.185868847570975,0.338181818181818,0.312307692307692,0.378305718983512,0.358231369541132,0.27,0.336602870813397,0.310728744939271,0.2,0.268421052631579,0.2,0.151613582018173,0.151613582018173,0.368244193560649,-0.1,-0.1,0.1,0.032001532116061,-0.208590163934426,-0.257629367536488
"NOTCHic",0.410750493745885,0.427199689518983,0.389620071684588,0.331555555555555,0.255555555555556,-0.143599033816425,0.0783474714110552,0.405238095238095,0.320702075702076,0.22,0.350952380952381,0.286666666666667,0.184860646599777,0.0979753340184995,0.0814285714285714,0.163603853452051,0.168217054263566,0.133333333333333,0.0888888888888889,0.121794871794872,0.358190491418825,0.0833333333333333,0.0333333333333333,0.199721720516422,0.214026194518554,0.179815668202765,0.231428571428571,-0.4653736441334,0.217368421052632,0.497181223516247,-0.527999036270714,0.319655496926861,0.28566534914361,0.28566534914361,0.28566534914361,-0.289212659510465,0.314061207609595,0.287179487179487,0.364541405522867,0.341182626896913,0.253846153846154,0.314652014652015,0.287179487179487,0.2,0.253846153846154,0.2,0.159339774557166,0.159339774557166,0.351892033542977,0,-0.0333333333333333,0.1,0.324862338974489,-0.145324283559578,-0.325649742842555
"ERK",0.361458089389124,0.386860236882066,0.361036061057891,0.320890075656431,0.267619047619048,-0.146665109605952,0.0570335965908205,0.208595416332017,0.264184918516713,0.187241379310345,0.174333577891905,0.227666911225238,0.175163637660932,0.177500355120237,0.165950203144554,0.2399058786261,0.208516375691227,0.185580595874714,0.156168831168831,0.208590163934426,0.421232175401222,0.184,0.110714285714286,0.287202168674379,0.268818102746566,0.244718379754876,0.21041181041181,-0.509251840236557,0.12163415010017,0.672067969292108,-0.565653011775378,0.146691092186142,0.121938616938617,0.121938616938617,0.121938616938617,-0.20485159053192,0.359485076327182,0.338181818181818,0.395319607872401,0.378305718983512,0.312307692307692,0.358231369541132,0.336602870813397,0.27,0.310728744939271,0.268421052631579,0.160589959970929,0.160589959970929,0.395073461853332,-0.0857142857142857,-0.14,0.2,0.0454175411352268,-0.224930033215472,-0.28297755695153
"PAK1",0.418865840701293,0.434834500118975,0.40751209574739,0.371148459383754,0.314285714285714,-0.143235493104346,0.0766744784361984,0.427007614836649,0.329203880920143,0.28,0.385674281503316,0.336521739130435,0.100476967398654,0.106900494965011,0.0933521078682369,0.167153837401149,0.176486354775828,0.152412280701754,0.120833333333333,0.1321044546851,0.361151891586674,0.10952380952381,0.0833333333333333,0.204389059304703,0.22040293040293,0.195128205128205,0.162820512820513,-0.484143203761813,0.212252475247525,0.524530111238972,-0.530610417017944,0.341555270543793,0.313373452361975,0.313373452361975,0.313373452361975,-0.306350649350649,0.345502781343603,0.319649122807018,0.387178285831068,0.368695527210379,0.293333333333333,0.346102934617786,0.32036036036036,0.26,0.293333333333333,0.26,0.165802995312973,0.165802995312973,0.384365957183134,-0.0333333333333333,-0.0761904761904762,0.2,0.344387854144351,-0.148153837401149,-0.342405311079344
"LIV1",0.418865840701293,0.434834500118975,0.40751209574739,0.371148459383754,0.314285714285714,-0.143235493104346,0.0766744784361984,0.427007614836649,0.329203880920143,0.28,0.385674281503316,0.336521739130435,0.100476967398654,0.106900494965011,0.0933521078682369,0.167153837401149,0.176486354775828,0.152412280701754,0.120833333333333,0.1321044546851,0.361151891586674,0.10952380952381,0.0833333333333333,0.204389059304703,0.22040293040293,0.195128205128205,0.162820512820513,-0.484143203761813,0.212252475247525,0.524530111238972,-0.530610417017944,0.341555270543793,0.313373452361975,0.313373452361975,0.313373452361975,-0.306350649350649,0.345502781343603,0.319649122807018,0.387178285831068,0.368695527210379,0.293333333333333,0.346102934617786,0.32036036036036,0.26,0.293333333333333,0.26,0.165802995312973,0.165802995312973,0.384365957183134,-0.0333333333333333,-0.0761904761904762,0.2,0.344387854144351,-0.148153837401149,-0.342405311079344
"EGR1",0.418865840701293,0.434834500118975,0.40751209574739,0.371148459383754,0.314285714285714,-0.143235493104346,0.0766744784361984,0.427007614836649,0.329203880920143,0.28,0.385674281503316,0.336521739130435,0.100476967398654,0.106900494965011,0.0933521078682369,0.167153837401149,0.176486354775828,0.152412280701754,0.120833333333333,0.1321044546851,0.361151891586674,0.10952380952381,0.0833333333333333,0.204389059304703,0.22040293040293,0.195128205128205,0.162820512820513,-0.484143203761813,0.212252475247525,0.524530111238972,-0.530610417017944,0.341555270543793,0.313373452361975,0.313373452361975,0.313373452361975,-0.306350649350649,0.345502781343603,0.319649122807018,0.387178285831068,0.368695527210379,0.293333333333333,0.346102934617786,0.32036036036036,0.26,0.293333333333333,0.26,0.165802995312973,0.165802995312973,0.384365957183134,-0.0333333333333333,-0.0761904761904762,0.2,0.344387854144351,-0.148153837401149,-0.342405311079344
"SOSGRB2",0.370573870573871,0.39267243394903,0.343736263736264,0.301428571428571,0.271428571428571,-0.157982456140351,0.0717443679204824,0.359400959400959,0.356393745557925,0.276190476190476,0.323037323037323,0.30952380952381,0.261647727272727,0.259196932100158,0.252903225806452,0.298701026608003,0.338011695906433,0.304678362573099,0.288888888888889,0.233333333333333,0.40104347826087,0.2,0.3,0.354161830366599,0.394031320791884,0.347552447552448,0.309090909090909,-0.471190008190008,-0.0272222222222222,0.638741879942676,-0.526071802914184,0.330747501086484,0.285875706214689,0.285875706214689,0.285875706214689,-0.313702544922741,0.325724637681159,0.275,0.382987283655143,0.358321891685736,0.2,0.32463768115942,0.273913043478261,0.1,0.2,0.1,0.169411027568922,0.169411027568922,0.34164603960396,-0.2,-0.2,0,-0.0417541444387082,-0.268468468468469,-0.381834795321637
"SNAI1",0.443643477295956,0.459834500118975,0.434834500118975,0.40751209574739,0.371148459383754,-0.157254184693131,0.076386293998158,0.456604027392703,0.251090001916585,0.336521739130435,0.427007614836649,0.385674281503316,0.116548395970082,0.116371589675958,0.106900494965011,0.185600439342897,0.201486354775828,0.176486354775828,0.152412280701754,0.148153837401149,0.384433942868725,0.1321044546851,0.120833333333333,0.223683176951762,0.24570905285191,0.22040293040293,0.195128205128205,-0.50835736611069,0.2269694563796,0.548164036817249,-0.556572956039796,0.363886961841001,0.341555270543793,0.341555270543793,0.341555270543793,-0.323842398525567,0.368354700904846,0.345502781343603,0.401736881597718,0.387178285831068,0.319649122807018,0.368695527210379,0.346102934617786,0.293333333333333,0.32036036036036,0.293333333333333,0.175520092483944,0.175520092483944,0.409307682124858,-0.0833333333333333,-0.10952380952381,0.26,0.35655890677593,-0.167153837401149,-0.369183553757168
"Csl",0.439486125929793,0.455544360720797,0.427199689518983,0.389620071684588,0.331555555555555,-0.150741890959282,0.082922634809748,0.447629399585921,0.345998518389823,0.286666666666667,0.405238095238095,0.350952380952381,0.206429274050757,0.112975334018499,0.0979753340184995,0.184293508624465,0.195348837209302,0.168217054263566,0.133333333333333,0.145324283559578,0.385504261170518,0.121794871794872,0.0888888888888889,0.222638387183089,0.241298921791282,0.214026194518554,0.179815668202765,-0.496566304683859,0.240945656824989,0.526338568780974,-0.559510664177691,0.348331967515097,0.319655496926861,0.319655496926861,0.319655496926861,-0.310862144046548,0.340674110835401,0.314061207609595,0.38358085663779,0.364541405522867,0.287179487179487,0.341182626896913,0.314652014652015,0.253846153846154,0.287179487179487,0.253846153846154,0.175914360192525,0.175914360192525,0.381455015548118,-0.0333333333333333,-0.0833333333333333,0.2,0.340036013563154,-0.163603853452051,-0.357446977865596
"HEY1",0.390184513006655,0.373652623798965,0.340969696969697,0.307636363636364,0.263636363636364,-0.137037037037037,0.103072853072853,0.364959479574398,0.33671420000923,0.2,0.328877005347594,0.281818181818182,0.111306340718105,0.105159420289855,0.0906666666666667,0.324798387096774,0.33989417989418,0.302857142857143,0.26,0.266666666666667,0.412614379084967,0.233333333333333,0.2,0.354196538094589,0.376317269274404,0.342296650717703,0.305454545454545,-0.588486989523575,0.28138936535163,0.464333025702278,-0.662473516286614,0.400897435897436,0.375897435897436,0.375897435897436,0.375897435897436,-0.348106210167198,0.353897196408636,0.326310989512084,0.392565794861588,0.375006641685997,0.296078431372549,0.353267511251214,0.326310989512084,0.266666666666667,0.296078431372549,0.266666666666667,0.185479876160991,0.185479876160991,0.40259545543053,-0.1,-0.2,0.233333333333333,0.341494152557151,-0.297916666666667,-0.328674500103071
"FOXC2",0.390184513006655,0.373652623798965,0.340969696969697,0.307636363636364,0.263636363636364,-0.137037037037037,0.103072853072853,0.364959479574398,0.33671420000923,0.2,0.328877005347594,0.281818181818182,0.111306340718105,0.105159420289855,0.0906666666666667,0.324798387096774,0.33989417989418,0.302857142857143,0.26,0.266666666666667,0.412614379084967,0.233333333333333,0.2,0.354196538094589,0.376317269274404,0.342296650717703,0.305454545454545,-0.588486989523575,0.28138936535163,0.464333025702278,-0.662473516286614,0.400897435897436,0.375897435897436,0.375897435897436,0.375897435897436,-0.348106210167198,0.353897196408636,0.326310989512084,0.392565794861588,0.375006641685997,0.296078431372549,0.353267511251214,0.326310989512084,0.266666666666667,0.296078431372549,0.266666666666667,0.185479876160991,0.185479876160991,0.40259545543053,-0.1,-0.2,0.233333333333333,0.341494152557151,-0.297916666666667,-0.328674500103071
"RAS",0.345396825396825,0.367769365171811,0.315294117647059,0.28,0.26,-0.165714285714286,0.0959076923076923,0.315727554179567,0.306489675516224,0.26,0.286315789473684,0.26,0.161857707509881,0.158750773036487,0.156709956709957,0.192870056497175,0.212222222222222,0.173333333333333,0.166666666666667,0.116666666666667,0.373115111838516,0.1,0.2,0.256376897299428,0.277259185700099,0.226315789473684,0.2,-0.377439068538901,0.0125541125541125,0.569900314148941,-0.43196461720393,0.151794871794872,0.205641025641026,0.205641025641026,0.205641025641026,-0.215439276485788,0.334803921568627,0.276470588235294,0.392409442943361,0.367763550592086,0.2,0.333917396745932,0.276470588235294,0.1,0.2,0.1,0.191487481590574,0.191487481590574,0.34703557312253,-0.2,-0.1,0,-0.0399756905570859,-0.160666666666667,-0.392622641509434
"GLI",0.482303814069487,0.595363682753518,0.563128388635871,0.523505747126437,0.468333333333333,-0.168212784212784,0.0863030880368341,0.546976513357729,0.39387325554793,0.402857142857143,0.506645021645022,0.461190476190476,0.15473324072645,0.157288907904816,0.144856475472383,0.312336120283071,0.230386606396945,0.202261606396945,0.175730994152047,0.268076441102757,0.397685724952278,0.247023809523809,0.138888888888889,0.251025174347891,0.27036787924719,0.239891688770999,0.207391688770999,-0.50790679176236,0.221676052561008,0.548643448994077,-0.557690125265842,0.438902569139768,0.407813460228877,0.407813460228877,0.407813460228877,-0.398014568500029,0.366265896887238,0.436053130929791,0.41196146077613,0.391578914452161,0.401935483870968,0.366254239127486,0.336081825334382,0.36,0.301935483870968,0.26,0.192779228537293,0.192779228537293,0.4000211352657,-0.0833333333333333,-0.20952380952381,0.2,0.309991929909672,-0.290525420694594,-0.398735432062145
"SMAD",0.483376605762218,0.497895463322793,0.466022953362634,0.42635814889336,0.371428571428571,-0.169255864064747,0.0898499896881479,0.463556445430039,0.383777285438576,0.314285714285714,0.420287214660808,0.369124423963134,0.229016604874041,0.117912315994508,0.204578982661174,0.289958704227914,0.302888888888889,0.272222222222222,0.238888888888889,0.245833333333333,0.407959025076269,0.220833333333333,0.205555555555556,0.330983940790392,0.347536945812808,0.316584564860427,0.280952380952381,-0.510692561370861,0.248025732031943,0.541317378032659,-0.57324695312596,0.435269661101941,0.405335450575625,0.405335450575625,0.405335450575625,-0.351184454643101,0.355577955218243,0.326800976800977,0.399904688909639,0.380147850003864,0.296031746031746,0.356131567778627,0.327404295051354,0.257142857142857,0.296031746031746,0.257142857142857,0.194971662018072,0.194971662018072,0.39292860880137,-0.15,-0.183333333333333,0.2,0.252450086145454,-0.268769113149847,-0.381389566480046
"TCFLEF",0.614745539308001,0.602358094427411,0.57619915403006,0.547227191413238,0.507692307692308,-0.184280303030303,0.104311792625046,0.527041645926663,0.433323039118018,0.431428571428571,0.500511033681765,0.472891986062718,0.202196974022267,0.185159955337675,0.175408521303258,0.280076427958874,0.309984991165917,0.290419773774612,0.271064935064935,0.24047619047619,0.425333281140253,0.216666666666667,0.235064935064935,0.276619947990307,0.391535097684375,0.368611509644508,0.345082097879802,-0.411342116035668,0.19941655151236,0.475567779735934,-0.560746231032043,0.403648242935256,0.381440621384665,0.381440621384665,0.381440621384665,-0.354113721533907,0.258801888648436,0.232714932126697,0.192424854155549,0.176015919447645,0.204509803921569,0.254824625060474,0.229038461538462,0.174509803921569,0.200833333333333,0.170833333333333,0.195199672160198,0.195199672160198,0.591844688644689,-0.171428571428571,-0.183333333333333,0.133333333333333,0.314647062433726,-0.259831029185868,-0.43611424897828
"CD44",0.37875,0.372222222222222,0.35,0.3,0.2,-0.0984126984126984,0.0903996486605182,0.415,0.373019670388091,0.3,0.385,0.325,0.204093567251462,0.197619047619048,0.183333333333333,0.177272727272727,0.26,0.266666666666667,0.2,0.15,0.351941391941392,0.1,0.2,0.188531468531469,0.24812030075188,0.242857142857143,0.2,-0.131043956043956,-0.00238095238095239,0.437136197136197,-0.252675605254587,0.203809523809524,0.166666666666667,0.166666666666667,0.166666666666667,-0.223809523809524,0.0233333333333333,-0.05,0.121472868217054,0.0814728682170543,-0.1,0.0233333333333333,0.05,0,0,0.1,0.198412698412698,0.198412698412698,-0.02,-0.1,-0.1,0.1,-0.161126268689294,-0.15,-0.423703703703704
"cMet",0.405332278481013,0.406264775413712,0.372222222222222,0.35,0.3,-0.0984126984126984,0.0982121486605182,0.420454545454546,0.4052230602186,0.325,0.415,0.385,0.21781905744754,0.21034632034632,0.197619047619048,0.205397727272727,0.2725,0.26,0.266666666666667,0.15,0.391267234638021,0.15,0.2,0.223314077227121,0.280035194368901,0.24812030075188,0.242857142857143,-0.174816198036839,0.0109523809523809,0.483121598596051,-0.292115808816928,0.243432165318958,0.203809523809524,0.203809523809524,0.203809523809524,-0.257680491551459,0.0824242424242424,0.0233333333333333,0.149156484036263,0.121472868217054,-0.05,0.0814728682170543,0.0233333333333333,-0.1,0.05,0,0.217604617604618,0.217604617604618,0.0387301587301587,-0.2,-0.1,0.1,-0.132747890310915,-0.177272727272727,-0.453333333333333
"SNAI2",0.425495673461765,0.41151863197899,0.375493787258493,0.333613445378151,0.276470588235294,-0.165576923076923,0.131011611203145,0.393614202437732,0.37146790711633,0.2,0.349019607843137,0.288235294117647,0.116169379144063,0.112087517128288,0.0934272300469483,0.365447812927988,0.36889281262983,0.326724137931034,0.275,0.301176470588235,0.448322008191805,0.26,0.2,0.401762028014479,0.41441672362725,0.376754385964912,0.332894736842105,-0.634438050708527,0.323799864773496,0.710377886140621,-0.799772560513357,0.442051352058506,0.412827607766268,0.412827607766268,0.412827607766268,-0.386470390385003,0.402974962071897,0.373563197366014,0.447317873308484,0.427131537904757,0.341168831168831,0.40259545543053,0.373563197366014,0.305454545454545,0.341168831168831,0.305454545454545,0.218680931403398,0.218680931403398,0.447100565604419,-0.1,-0.2,0.26,0.385439109675373,-0.335870348139256,-0.355166666666667
"TGF",0.5325,0.546904761904762,0.593333333333333,0.526666666666667,0.46,-0.208543096872616,0.0735729309005171,0.474670008354219,0.43949777495232,0.333333333333333,0.423558897243108,0.376190476190476,0.231850419084462,0.22603128054741,0.211515151515151,0.262492816091954,0.341791979949875,0.315476190476191,0.258333333333333,0.203333333333333,0.45462962962963,0.153333333333333,0.233333333333333,0.308744477172312,0.384712643678161,0.343333333333333,0.273333333333333,-0.466568409999473,0.181578947368421,0.492344716619968,-0.526762880850664,0.385714285714286,0.335714285714286,0.335714285714286,0.335714285714286,-0.365812443698941,0.320943396226415,0.27,0.3911587072312,0.359101290963257,0.2,0.320943396226415,0.27,0.1,0.2,0.1,0.224906733236253,0.224906733236253,0.339065255731922,-0.2,-0.133333333333333,0,0.162838542138107,-0.234367816091954,-0.411688311688312
"TGFR",0.573984716157205,0.59016717325228,0.546904761904762,0.593333333333333,0.526666666666667,-0.222828811158331,0.0762122270882004,0.517135761778876,0.472831108285654,0.376190476190476,0.474670008354219,0.423558897243108,0.248268329532223,0.239198540333886,0.22603128054741,0.287916544905513,0.37202453808941,0.341791979949875,0.315476190476191,0.234367816091954,0.491996177672334,0.203333333333333,0.258333333333333,0.33628070905637,0.422842140081039,0.384712643678161,0.343333333333333,-0.508600742562983,0.222319688109162,0.533316938842191,-0.569522676421363,0.425480367585631,0.385714285714286,0.385714285714286,0.385714285714286,-0.396374790887205,0.359007912355447,0.320943396226415,0.417110877293202,0.3911587072312,0.27,0.359101290963257,0.320943396226415,0.2,0.27,0.2,0.242642582292856,0.242642582292856,0.384988002513038,-0.233333333333333,-0.153333333333333,0.1,0.185620800202624,-0.262492816091954,-0.45025974025974
"TWIST1",0.536864045556844,0.523935454616862,0.485438871473354,0.440438871473354,0.381818181818182,-0.228361475922452,0.154166229954931,0.477104295456357,0.47968413689195,0.28,0.431830663615561,0.371304347826087,0.243465573974049,0.237967084996788,0.21981526981527,0.458591118009162,0.460917613459986,0.416849816849817,0.369230769230769,0.391555555555556,0.465151647234027,0.355555555555556,0.3,0.409863201411797,0.419711336881148,0.379145299145299,0.335555555555555,-0.652557571486191,0.315754268614681,0.729954721049579,-0.812963294765112,0.451707802473184,0.42054341891154,0.42054341891154,0.42054341891154,-0.402523785868048,0.418054803675856,0.385254803675856,0.466242849628172,0.444218697816786,0.348412698412698,0.417113031660584,0.384582911178656,0.309523809523809,0.348412698412698,0.309523809523809,0.274471840261314,0.274471840261314,0.460743611227482,-0.2,-0.3,0.266666666666667,0.395901310965108,-0.428541856925419,-0.461840770536423
"ZEB1",0.46185788812995,0.490971822600897,0.457900956459165,0.417799433616525,0.364176245210728,-0.382600217624951,-0.279180550354879,0.36439923987216,0.34376554366699,0.216666666666667,0.322549019607843,0.276666666666667,0.185035508532918,0.179052084573757,0.166552084573757,0.267631913651905,0.283277866798143,0.251849295369572,0.220701754385965,0.223106060606061,0.463634789714173,0.195833333333333,0.173333333333333,0.327018767332546,0.35710885593907,0.324877450980392,0.289583333333333,-0.619039217571517,0.292397660818713,0.516323737381399,-0.609371836655251,0.444523066987376,0.415074248089738,0.415074248089738,0.415074248089738,-0.379949253771725,0.439398726744716,0.412250960421692,0.480359854709179,0.461181772517398,0.379558652729384,0.437777517198249,0.410694183864916,0.338095238095238,0.377360850531582,0.335897435897436,0.408841957495719,0.408841957495719,0.470143784173048,-0.133333333333333,-0.158333333333333,0.266666666666667,0.39050532259687,-0.246635472370766,-0.331415843988378
