"","FOXC2","TGF","TGFR","CDC42","PAK1","MEK","SNAI1","ERK","EGR1","cfos","HEY1","SMAD","ILK","SHH","AKT","IKK","TWIST1","NFB","SMO","FUS","Jagged","Csn","NOTCH","NOTCHic","Csl","SOSGRB2","ZEB2","ZEB1","KLF4","SNAI2","cateninmemb","RAS","RAF","PI3K","DELTA","Ecadherin","miR200","GSK3","cateninnuc","GLI","TCFLEF","Wnt","CD44","cMet","Frizzled","SRC","DSH","STAT","AXIN2","Destcompl","TrCP","SUFU","LIV1","Patched","RKIP"
"NOTCH",0.376122448979592,0.396071684587814,0.331555555555555,0.255555555555556,0.2,0.350952380952381,0.306720430107527,0.286666666666667,0.2,0.22,0.171014492753623,0.0814285714285714,0.0714285714285714,0.151206636500754,0.133333333333333,0.0888888888888889,0.342152542372881,0.0333333333333333,0.0833333333333333,0.0333333333333333,0.196123136123136,0,0.186267281105991,0.231428571428571,0.16,0.167368421052632,0.52133655394525,0.52133655394525,-0.46207729468599,0.487074879579623,-0.483055781497496,0.31030303030303,0.252727272727273,0.252727272727273,0.252727272727273,-0.572694963214488,-0.529264069264069,-0.315227170490328,0.378389957681803,0.314685314685315,0.348776223776224,0.269230769230769,0.314685314685315,0.269230769230769,0.2,0.2,0.1,0.1,0.338490566037736,0.396922546144558,0,0,0,-0.121794871794872,-0.28762157382847
"Frizzled",0.38002886002886,0.394195804195804,0.326923076923077,0.25,0.2,0.342857142857143,0.321144644828855,0.285714285714286,0.2,0.214285714285714,0.0873333333333333,0.0882306099697404,0.0805383022774327,0.143939393939394,0.226666666666667,0.193333333333333,0.334043762432509,0.133333333333333,0.0833333333333333,0.0333333333333333,0.186080808080808,0.1,0.271428571428571,0.221428571428571,0.15,0.103508771929825,0.53,0.53,-0.47,0.498321474183543,-0.490232951857723,0.39496115427303,0.336470588235294,0.336470588235294,0.336470588235294,-0.570819523725702,-0.538636363636364,-0.512380952380952,0.400620132327449,0.328148148148148,0.365985985985986,0.28,0.328148148148148,0.28,0.2,0.2,0.2,0.1,0.348571428571429,0.407451338199513,-0.1,0,0,-0.116666666666667,-0.316256157635468
"ERK",0.511282926163505,0.535579605579606,0.492987012987013,0.437748917748918,0.375844155844156,0.335039961982408,0.424392577687519,0.290435645435645,0.293076923076923,0.333617463617464,0.185246000676623,0.18941344215739,0.176454061112902,0.256261281617251,0.245756025654979,0.212013694366636,0.542953520485858,0.176719576719577,0.20955710955711,0.178787878787879,0.31137231722758,0.128571428571429,0.307355193539404,0.269855193539404,0.223558897243108,0.132614144055792,0.535128361306063,0.535128361306063,-0.484894539817609,0.729433237151033,-0.595217178444935,0.338589701480044,0.296269952263743,0.296269952263743,0.296269952263743,-0.67378819246719,-0.543727901620962,-0.4786509411123,0.477212611885496,0.427180727849066,0.454009524572423,0.395619266055046,0.426989322552221,0.394785932721713,0.3525,0.351666666666667,0.2875,0.286666666666667,0.458579383101734,0.510749202079171,-0.1,-0.133333333333333,0.2,-0.235176944267853,-0.42728440123177
"FUS",0.491893380794983,0.581001011122346,0.535652173913044,0.487826086956522,0.44,0.446135689644738,0.428994194548917,0.402233250620347,0.3,0.353846153846154,0.14535563938549,0.146916260522818,0.134754098360656,0.346472431077694,0.281632653061224,0.242857142857143,0.330056286549708,0.192857142857143,0.290833333333333,0.253333333333333,0.260626040626041,0.15,0.365915335985089,0.32615629984051,0.278787878787879,0.275263157894737,0.550380382675393,0.550380382675393,-0.475945360653007,0.490269088039226,-0.436779039232517,0.446134394341291,0.409724137931034,0.409724137931034,0.409724137931034,-0.494024132730015,-0.558984468339307,-0.46225845140216,0.318572634675319,0.371885690446391,0.294793107116264,0.337843137254902,0.267366946778712,0.234033613445378,0.296666666666667,0.192857142857143,0.25,0.15,0.397352287352287,0.466306919766622,-0.1,-0.333333333333333,0.1,-0.322261904761905,-0.419796120039528
"PI3K",0.44484126984127,0.457426286856572,0.389310344827586,0.31,0.25,0.380519480519481,0.375265385415944,0.316883116883117,0.2,0.245454545454545,0.0985663082437276,0.10725840783312,0.0936781609195402,0.151633986928105,0.346969696969697,0.313636363636364,0.369292929292929,0.25,0.0888888888888889,0.0333333333333333,0.197605769230769,0.2,0.286351351351351,0.235,0.16,0.156410256410256,0.561194029850746,0.561194029850746,-0.5,0.513676863676864,-0.508648898119303,0.512324929971989,0.447619047619048,0.447619047619048,0.447619047619048,-0.594705652862385,-0.567718805440568,-0.625880444856348,0.421112637362637,0.338901098901099,0.382651098901099,0.284615384615385,0.338901098901099,0.284615384615385,0.2,0.2,0.1,0.1,0.356140350877193,0.418446348733234,-0.2,0,0,-0.118300653594771,-0.34
"ILK",0.44484126984127,0.457426286856572,0.389310344827586,0.31,0.25,0.380519480519481,0.375265385415944,0.316883116883117,0.2,0.245454545454545,0.0985663082437276,0.10725840783312,0.0936781609195402,0.151633986928105,0.346969696969697,0.313636363636364,0.369292929292929,0.25,0.0888888888888889,0.0333333333333333,0.197605769230769,0.2,0.286351351351351,0.235,0.16,0.156410256410256,0.561194029850746,0.561194029850746,-0.5,0.513676863676864,-0.508648898119303,0.512324929971989,0.447619047619048,0.447619047619048,0.447619047619048,-0.594705652862385,-0.567718805440568,-0.625880444856348,0.421112637362637,0.338901098901099,0.382651098901099,0.284615384615385,0.338901098901099,0.284615384615385,0.2,0.2,0.1,0.1,0.356140350877193,0.418446348733234,-0.2,0,0,-0.118300653594771,-0.34
"cfos",0.406587640976353,0.426683904330963,0.378991596638655,0.314285714285714,0.242857142857143,0.389064112011791,0.331139130592087,0.336521739130435,0.32,0.28,0.0813593203398301,0.0933521078682369,0.0788359788359788,0.159543721909313,0.157675438596491,0.120833333333333,0.363386904761905,0.0833333333333333,0.10952380952381,0.0761904761904762,0.207420634920635,0.0333333333333333,0.212051282051282,0.17051282051282,0.116666666666667,0.193055555555556,0.563038548752834,0.563038548752834,-0.509936507936508,0.534136363636364,-0.530554905116654,0.356875314228255,0.309162895927602,0.309162895927602,0.309162895927602,-0.611378009593789,-0.573962902439724,-0.363027705359905,0.421165841109154,0.363283283283283,0.394829207445788,0.328148148148148,0.364259259259259,0.328148148148148,0.28,0.28,0.2,0.2,0.394185463659148,0.448921421421421,0,-0.0333333333333333,0.1,-0.138556067588326,-0.324732738525842
"CDC42",0.406587640976353,0.426683904330963,0.378991596638655,0.314285714285714,0.342857142857143,0.389064112011791,0.331139130592087,0.336521739130435,0.22,0.28,0.0813593203398301,0.0933521078682369,0.0788359788359788,0.159543721909313,0.157675438596491,0.120833333333333,0.363386904761905,0.0833333333333333,0.10952380952381,0.0761904761904762,0.207420634920635,0.0333333333333333,0.212051282051282,0.17051282051282,0.116666666666667,0.193055555555556,0.563038548752834,0.563038548752834,-0.509936507936508,0.534136363636364,-0.530554905116654,0.356875314228255,0.309162895927602,0.309162895927602,0.309162895927602,-0.611378009593789,-0.573962902439724,-0.363027705359905,0.421165841109154,0.363283283283283,0.394829207445788,0.328148148148148,0.364259259259259,0.328148148148148,0.28,0.28,0.2,0.2,0.394185463659148,0.448921421421421,0,-0.0333333333333333,0.1,-0.138556067588326,-0.324732738525842
"NFB",0.655081755922799,0.662892978590653,0.606303831303831,0.538996138996139,0.471428571428571,0.389911688311688,0.487527113409466,0.328311688311688,0.2,0.245454545454545,0.213973405454136,0.216018518518519,0.200462962962963,0.292602374283047,0.398623655913979,0.354623655913978,0.632983527490253,0.293333333333333,0.225555555555556,0.175555555555556,0.322905969191271,0.333333333333333,0.432178680857926,0.384486373165618,0.322222222222222,0.362257495590829,0.573171277485308,0.573171277485308,-0.498207364341085,0.726488168968497,-0.644942349356611,0.563299983744298,0.512469418960245,0.512469418960245,0.512469418960245,-0.7762350512043,-0.580287093510198,-0.576572612784951,0.491569731933336,0.430252525252525,0.46244549568079,0.391363636363636,0.429825174825175,0.391363636363636,0.338636363636364,0.338636363636364,0.275,0.275,0.460023854563135,0.518232304142107,-0.3,-0.12,0.2,-0.260249433106576,-0.460290741516548
"Csn",0.418350303944925,0.435097015923993,0.387172487622106,0.32113475177305,0.246666666666667,0.391808981657179,0.346215825220532,0.340196078431373,0.216666666666667,0.283333333333333,0.0905933633295838,0.100008220464268,0.0839033515504104,0.161689547206166,0.260080442433384,0.224183006535948,0.370162582120097,0.188888888888889,0.113333333333333,0.08,0.208694219826295,0.133333333333333,0.311991711991712,0.271082621082621,0.219230769230769,0.171573236889693,0.573945518358725,0.573945518358725,-0.519133457104616,0.538105594862898,-0.5350228712846,0.449169000933707,0.401232492997199,0.401232492997199,0.401232492997199,-0.617413378544686,-0.584792097198127,-0.563468404525315,0.426081562841098,0.364148148148148,0.397797766100926,0.328148148148148,0.365134449518011,0.328148148148148,0.28,0.28,0.2,0.2,0.394658385093168,0.450343917407812,-0.2,-0.0333333333333333,0.1,-0.141458333333333,-0.348349159037684
"NOTCHic",0.424882779558104,0.444123632639762,0.396071684587814,0.331555555555555,0.255555555555556,0.408095238095238,0.346833424457809,0.350952380952381,0.22,0.286666666666667,0.184860646599777,0.0979753340184995,0.0814285714285714,0.173787281662044,0.172868217054264,0.133333333333333,0.382021823418633,0.0888888888888889,0.121794871794872,0.0833333333333333,0.22044746044746,0.0333333333333333,0.228372544263885,0.186267281105991,0.231428571428571,0.221913875598086,0.574366856975553,0.574366856975553,-0.515648723257419,0.526744301067227,-0.528170126611841,0.358175370728562,0.31030303030303,0.31030303030303,0.31030303030303,-0.622694963214488,-0.584558186911128,-0.365732220995379,0.404376799787066,0.348018648018648,0.378389957681803,0.314685314685315,0.348776223776224,0.314685314685315,0.269230769230769,0.269230769230769,0.2,0.2,0.381752977385254,0.437712019828768,0,-0.0333333333333333,0.1,-0.151206636500754,-0.33762157382847
"TGF",0.55219696969697,0.564773462783172,0.601666666666667,0.526666666666667,0.46,0.489412555779693,0.473983371126228,0.423558897243108,0.333333333333333,0.376190476190476,0.231850419084462,0.226515151515151,0.211515151515151,0.26340007415647,0.348809523809524,0.315476190476191,0.475457516339869,0.258333333333333,0.203333333333333,0.153333333333333,0.314860688956434,0.233333333333333,0.391481481481481,0.343333333333333,0.273333333333333,0.181578947368421,0.574380648591175,0.574380648591175,-0.514380648591175,0.509571909571909,-0.514120251053637,0.437635594778452,0.372329472329472,0.372329472329472,0.372329472329472,-0.601857134365125,-0.580949889526532,-0.513684210526316,0.424062914124934,0.337777777777778,0.384540367705835,0.277777777777778,0.337777777777778,0.277777777777778,0.2,0.2,0.1,0.1,0.353036437246964,0.417169858770897,-0.2,-0.133333333333333,0,-0.234367816091954,-0.434510518721045
"DSH",0.428177008177008,0.442343952343952,0.394195804195804,0.326923076923077,0.25,0.393626373626374,0.357730010682514,0.342857142857143,0.214285714285714,0.285714285714286,0.0974782608695652,0.105713127452258,0.0882306099697404,0.163504611330698,0.261666666666667,0.226666666666667,0.375834807208629,0.193333333333333,0.116666666666667,0.0833333333333333,0.209821815275053,0.133333333333333,0.311727078891258,0.271428571428571,0.221428571428571,0.156997144022848,0.583488372093023,0.583488372093023,-0.527142857142857,0.541850885948249,-0.539198469099102,0.443109302421178,0.39496115427303,0.39496115427303,0.39496115427303,-0.62294176481229,-0.594324986390855,-0.563896103896104,0.430731656491018,0.364990253411306,0.400620132327449,0.328148148148148,0.365985985985986,0.328148148148148,0.28,0.28,0.2,0.2,0.39512315270936,0.451722171532847,-0.1,-0.0333333333333333,0.1,-0.143939393939394,-0.366256157635468
"PAK1",0.445937821481768,0.465145442792502,0.426683904330963,0.378991596638655,0.314285714285714,0.442488769546037,0.367076630592087,0.389064112011791,0.28,0.336521739130435,0.100476967398654,0.108384787606799,0.0933521078682369,0.181765944131536,0.189750910294604,0.157675438596491,0.397672619047619,0.120833333333333,0.138556067588326,0.10952380952381,0.231710855740824,0.0833333333333333,0.245759147219821,0.212051282051282,0.17051282051282,0.225728822882288,0.608371882086168,0.608371882086168,-0.554936507936508,0.568227272727273,-0.568899338989156,0.399086369504637,0.356875314228255,0.356875314228255,0.356875314228255,-0.653423464139243,-0.619369726586705,-0.405950079789128,0.443614820700991,0.393895528181242,0.421165841109154,0.363283283283283,0.394829207445788,0.364259259259259,0.328148148148148,0.328148148148148,0.28,0.28,0.430341815450679,0.483400693413332,-0.0333333333333333,-0.0761904761904762,0.2,-0.159543721909313,-0.365430412944447
"LIV1",0.445937821481768,0.465145442792502,0.426683904330963,0.378991596638655,0.314285714285714,0.442488769546037,0.367076630592087,0.389064112011791,0.28,0.336521739130435,0.100476967398654,0.108384787606799,0.0933521078682369,0.181765944131536,0.189750910294604,0.157675438596491,0.397672619047619,0.120833333333333,0.138556067588326,0.10952380952381,0.231710855740824,0.0833333333333333,0.245759147219821,0.212051282051282,0.17051282051282,0.225728822882288,0.608371882086168,0.608371882086168,-0.554936507936508,0.568227272727273,-0.568899338989156,0.399086369504637,0.356875314228255,0.356875314228255,0.356875314228255,-0.653423464139243,-0.619369726586705,-0.405950079789128,0.443614820700991,0.393895528181242,0.421165841109154,0.363283283283283,0.394829207445788,0.364259259259259,0.328148148148148,0.328148148148148,0.28,0.28,0.430341815450679,0.483400693413332,-0.0333333333333333,-0.0761904761904762,0.2,-0.159543721909313,-0.365430412944447
"EGR1",0.445937821481768,0.465145442792502,0.426683904330963,0.378991596638655,0.314285714285714,0.442488769546037,0.367076630592087,0.389064112011791,0.28,0.336521739130435,0.100476967398654,0.108384787606799,0.0933521078682369,0.181765944131536,0.189750910294604,0.157675438596491,0.397672619047619,0.120833333333333,0.138556067588326,0.10952380952381,0.231710855740824,0.0833333333333333,0.245759147219821,0.212051282051282,0.17051282051282,0.225728822882288,0.608371882086168,0.608371882086168,-0.554936507936508,0.568227272727273,-0.568899338989156,0.399086369504637,0.356875314228255,0.356875314228255,0.356875314228255,-0.653423464139243,-0.619369726586705,-0.405950079789128,0.443614820700991,0.393895528181242,0.421165841109154,0.363283283283283,0.394829207445788,0.364259259259259,0.328148148148148,0.328148148148148,0.28,0.28,0.430341815450679,0.483400693413332,-0.0333333333333333,-0.0761904761904762,0.2,-0.159543721909313,-0.365430412944447
"TCFLEF",0.645558023847498,0.626032534975877,0.594746546492191,0.558576333726234,0.511740890688259,0.551746137004758,0.485532780159655,0.51764652014652,0.431428571428571,0.48014652014652,0.204014652014652,0.188953542838075,0.177139196846514,0.278192186533611,0.327895876053771,0.303047391205286,0.445201818959501,0.276731601731602,0.238617886178862,0.216666666666667,0.274190937150057,0.235064935064935,0.399959393902864,0.37383999091779,0.346958270487682,0.20078104543858,0.613642147540752,0.613642147540752,-0.46712284131639,0.479884821671825,-0.437564443746151,0.452179303976928,0.422113944499804,0.422113944499804,0.422113944499804,-0.616362932330494,-0.623483886477702,-0.483293803137249,0.199506536710413,0.256052165202651,0.177672248018386,0.226766450916936,0.251585291496646,0.22259978425027,0.198611111111111,0.194444444444444,0.170833333333333,0.166666666666667,0.587763740794052,0.471532359132647,-0.171428571428571,-0.183333333333333,0.133333333333333,-0.257261953975472,-0.476734201917006
"AKT",0.496666087359518,0.509751868251921,0.457426286856572,0.389310344827586,0.31,0.429944767875802,0.418806055272403,0.380519480519481,0.245454545454545,0.316883116883117,0.114845378011169,0.123728996068415,0.10725840783312,0.177496055893622,0.286969696969697,0.346969696969697,0.416661350345561,0.313636363636364,0.118300653594771,0.0888888888888889,0.227549272055628,0.25,0.332233704292528,0.286351351351351,0.235,0.215593929879644,0.618694029850746,0.618694029850746,-0.558823529411765,0.56155117051605,-0.561290063875223,0.56375350140056,0.512324929971989,0.512324929971989,0.512324929971989,-0.651367833212317,-0.625767585928373,-0.681118540094444,0.452977541914767,0.381758241758242,0.421112637362637,0.338901098901099,0.382651098901099,0.338901098901099,0.284615384615385,0.284615384615385,0.2,0.2,0.408140350877193,0.467017777304663,-0.2,-0.0333333333333333,0.1,-0.151633986928105,-0.393846153846154
"ZEB1",0.480090192055158,0.506236370361728,0.467839745889154,0.422385200434609,0.364176245210728,0.377218524207772,0.377413281805434,0.329753086419753,0.216666666666667,0.276666666666667,0.18539738039738,0.180311493661365,0.16687865784047,0.268717782217782,0.292115870247336,0.256294974724948,0.477045756850226,0.220701754385965,0.223106060606061,0.195833333333333,0.329283521203781,0.173333333333333,0.363703671123622,0.328358843537415,0.289583333333333,0.294806481853489,0.621860290247387,0.621860290247387,-0.562554028709772,0.523218763875904,-0.641423247203402,0.481838518453229,0.443957010374234,0.443957010374234,0.443957010374234,-0.650012721966402,-0.639941495040505,-0.48136814068049,0.488662145301571,0.444309517000967,0.4675338267175,0.415684981684982,0.442752485609628,0.4141810570382,0.381684981684982,0.379487179487179,0.338095238095238,0.335897435897436,0.475024622698375,0.528176535432787,-0.133333333333333,-0.158333333333333,0.266666666666667,-0.247106060606061,-0.354343434343434
"Csl",0.464882779558104,0.48269506121119,0.444123632639762,0.396071684587814,0.331555555555555,0.462027822364901,0.384088326418594,0.408095238095238,0.286666666666667,0.350952380952381,0.206429274050757,0.11435951480946,0.0979753340184995,0.196931386465538,0.207788851974898,0.172868217054264,0.41662802866923,0.133333333333333,0.151206636500754,0.121794871794872,0.245178643243159,0.0888888888888889,0.262951983516222,0.228372544263885,0.186267281105991,0.251995176411094,0.62191728925221,0.62191728925221,-0.563093978731871,0.560444222512631,-0.566508784758806,0.399568813351513,0.358175370728562,0.358175370728562,0.358175370728562,-0.665175490476321,-0.63240399189979,-0.408162127537435,0.426725284635551,0.377679664967801,0.404376799787066,0.348018648018648,0.378389957681803,0.348776223776224,0.314685314685315,0.314685314685315,0.269230769230769,0.269230769230769,0.416512335674024,0.471321978334992,-0.0333333333333333,-0.0833333333333333,0.2,-0.173787281662044,-0.381036207974812
"TGFR",0.60267316017316,0.617081155090864,0.564773462783172,0.601666666666667,0.526666666666667,0.538687918098534,0.517983371126228,0.489412555779693,0.376190476190476,0.423558897243108,0.248773496007539,0.241013292779092,0.226515151515151,0.291635368274117,0.384611992945326,0.348809523809524,0.521339869281046,0.315476190476191,0.234367816091954,0.203333333333333,0.346907021002766,0.258333333333333,0.436519649420413,0.391481481481481,0.343333333333333,0.227033492822967,0.629482689407501,0.629482689407501,-0.571389994385567,0.558251154854928,-0.567221988026342,0.491170948313805,0.437635594778452,0.437635594778452,0.437635594778452,-0.658220770728761,-0.636295801476217,-0.569311220172618,0.456525225682722,0.384256651017214,0.424062914124934,0.337777777777778,0.384540367705835,0.337777777777778,0.277777777777778,0.277777777777778,0.2,0.2,0.407455041898126,0.466885767861806,-0.233333333333333,-0.153333333333333,0.1,-0.26340007415647,-0.480967211634431
"SNAI1",0.481087685241986,0.499338991179598,0.465145442792502,0.426683904330963,0.378991596638655,0.483803323536648,0.300209763725221,0.442488769546037,0.336521739130435,0.389064112011791,0.11854925655528,0.120171859850145,0.108384787606799,0.202881481980141,0.222602895854171,0.189750910294604,0.428280353854249,0.157675438596491,0.159543721909313,0.138556067588326,0.25378237238694,0.120833333333333,0.277674040836843,0.245759147219821,0.212051282051282,0.247567903342058,0.64902547685741,0.64902547685741,-0.596226830517153,0.597208621364289,-0.601451517678281,0.43335340965403,0.399086369504637,0.399086369504637,0.399086369504637,-0.690059283409793,-0.661036393253372,-0.441615608799367,0.462630739659023,0.420458028181242,0.443614820700991,0.393895528181242,0.421165841109154,0.394829207445788,0.363283283283283,0.364259259259259,0.328148148148148,0.328148148148148,0.460391076534423,0.51199939520791,-0.0833333333333333,-0.10952380952381,0.28,-0.181765944131536,-0.403579397143092
"GLI",0.511552273578952,0.626215802941906,0.583572411420709,0.533245614035088,0.468333333333333,0.564914614121511,0.435783833379209,0.513190476190476,0.402857142857143,0.461190476190476,0.154961622331349,0.159178641261992,0.145051217439277,0.323482542772942,0.244548198453122,0.20906432748538,0.433793845343953,0.175730994152047,0.273339598997494,0.247023809523809,0.273069830226044,0.138888888888889,0.293244916003537,0.255313881520778,0.214288240495137,0.233923013923014,0.649341558401912,0.649341558401912,-0.59334229390681,0.588174986519937,-0.589990526405411,0.502046848747704,0.457280701754386,0.457280701754386,0.457280701754386,-0.678504922998896,-0.659037559863427,-0.522743486821696,0.466342875523201,0.410251293422025,0.440993574125996,0.47479674796748,0.410589356199809,0.375105485232067,0.433333333333333,0.333333333333333,0.38,0.28,0.44187357445422,0.496299102255492,-0.0833333333333333,-0.20952380952381,0.2,-0.299112794873782,-0.425351848801294
"SMAD",0.519678323586058,0.532808438725675,0.491069308290893,0.44195688225539,0.377777777777778,0.490596128355788,0.437425544930616,0.436429461689121,0.314285714285714,0.379802955665025,0.230646365129124,0.12183797271459,0.206101932105453,0.299967174555127,0.321919718241907,0.284331065759637,0.444465832395022,0.245555555555556,0.249038461538461,0.220833333333333,0.349706515370373,0.205555555555556,0.370603125687871,0.332467532467532,0.28961038961039,0.259489199285366,0.651185592930559,0.651185592930559,-0.591448551448551,0.574914601293054,-0.58150170093269,0.507698894338681,0.463913043478261,0.463913043478261,0.463913043478261,-0.681547909832151,-0.660269739862901,-0.5177022084196,0.442977170429254,0.389540277699105,0.418831252652763,0.355946527699105,0.390346404167914,0.35674956622325,0.317802197802198,0.317802197802198,0.269230769230769,0.269230769230769,0.425128205128205,0.480567545930378,-0.15,-0.183333333333333,0.2,-0.275453555878084,-0.419897435897436
