"","FOXC2","TGF","SNAI1","TWIST1","HEY1","SHH","Csn","ILK","SMAD","SMO","Jagged","KLF4","AKT","NFB","FUS","IKK","NOTCH","EGR1","NOTCHic","Csl","cateninmemb","MEK","SNAI2","cfos","ERK","miR200","ZEB2","ZEB1","Ecadherin","GSK3","RAS","RAF","PI3K","DELTA","GLI","cateninnuc","Wnt","TCFLEF","CD44","cMet","Frizzled","SRC","DSH","SUFU","STAT","AXIN2","Patched","TrCP","LIV1","Destcompl","RKIP","PAK1","CDC42","TGFR","SOSGRB2"
"RAS",0.322063492063492,0.348025626092021,0.255663716814159,0.357348608837971,0.0865612648221344,0.126033898305085,0.2,0.0766233766233766,0.0725417439703154,0.1,0.212233392469939,-0.351428571428571,0.165555555555556,0.166666666666667,0.1,0.16,0.244091360476663,0.26,0.215789473684211,0.2,-0.398966458711964,0.218488132094943,0.574881877848241,0.235,0.208684210526316,-0.391015384615385,0.379263622974963,0.379263622974963,-0.461312517980403,-0.213888888888889,0.108974358974359,0.166666666666667,0.166666666666667,0.166666666666667,0.338970588235294,0.408889647688288,0.276470588235294,0.37971117743333,0.338172715894869,0.276470588235294,0.2,0.2,0.1,-0.1,0.1,0.349934123847167,-0.104,-0.2,0,-0.0340659026705538,-0.358207547169811,-0.26,-0.28,-0.309411764705882,-0.260606060606061
"Csn",0.19931249921511,0.234404911039043,0.0859676006726925,0.258355929562101,-0.026436877076412,0.0535945692476629,0.055,-0.0337448240165631,-0.0396574204175914,0.0352092352092352,0.121610987745703,-0.353683832507362,0.116666666666667,0.0716666666666667,0.00793650793650794,0.0966666666666667,0.201527639027639,-0.02,0.177489177489177,0.142424242424242,-0.424468477530875,0.0668235930735931,0.422355051837675,0.00727272727272727,0.0397402597402597,-0.389662024804493,0.38079735318445,0.38079735318445,-0.483699272825895,-0.132839422174436,0.172969762296701,0.150896825636433,0.150896825636433,0.150896825636433,0.370782028883491,0.406084071411003,0.348511286525412,0.390149014285326,0.371177953192079,0.348511286525412,0.318390804597701,0.318390804597701,0.266666666666667,0.0142857142857143,0.266666666666667,0.404803470254958,-0.0470371921984825,-0.18,0.2,0.0491204288833788,-0.0942687295883259,-0.127272727272727,-0.17055630936228,-0.210299899105869,-0.0600784042430531
"SOSGRB2",0.348009768009768,0.373632608526226,0.311769012082445,0.387246376811594,0.184659090909091,0.232118164676304,0.3,0.17010752688172,0.165212421986616,0.2,0.310957926307495,-0.355,0.291959064327485,0.288888888888889,0.2,0.283625730994152,0.361745296956565,0.276190476190476,0.332167832167832,0.309090909090909,-0.492229671229671,0.266062166062166,0.643436493952322,0.265079365079365,0.256971256971257,-0.394121950604203,0.382142857142857,0.382142857142857,-0.554296376273822,-0.311552007288333,0.29111980298421,0.250094161958569,0.250094161958569,0.250094161958569,0.331521739130435,0.398924266356306,0.275,0.370434782608696,0.330434782608696,0.273913043478261,0.2,0.2,0.1,-0.2,0.1,0.345606435643564,-0.213513513513513,-0.2,0,-0.0356106235300866,-0.34828216374269,-0.271428571428571,-0.301428571428571,-0.336043956043956,-0.391944444444444
"ERK",0.327823977823978,0.361882057728978,0.208216958651913,0.406081985785013,0.0773571968510785,0.164254841399615,0.0857142857142857,0.0589721106955728,0.0541088888110743,0.144590163934426,0.242323064579124,-0.372018506778775,0.143402228280804,0.100865800865801,0.12,0.123218742042271,0.231053694560377,0.066551724137931,0.20584593832769,0.172999222999223,-0.533183525805289,0.0419661930132545,0.677876372057489,0.08995597945708,0.0182893127904133,-0.412251570230516,0.401258655795716,0.401258655795716,-0.596101368210161,-0.203158187992091,0.106751702642792,0.0844194694194694,0.0844194694194694,0.0844194694194694,0.376676656676657,0.411483260163461,0.352867132867133,0.395163815719017,0.375461213488534,0.351288185498712,0.32,0.318421052631579,0.27,-0.1,0.268421052631579,0.410345498323269,-0.157008464588021,-0.0857142857142857,0.2,0.057861312377479,-0.225951245474,-0.258095238095238,-0.298282153983089,-0.335508431355351,-0.248131915549391
"GLI",0.259616443068455,0.398014530470614,0.140698917303241,0.250434539993114,-0.0874629143729313,0.107579464534352,-0.0722222222222222,-0.0865643016219249,-0.0908886259462492,0.093671679197995,0.0806227814577263,-0.380991848991849,-0.0167962689461749,-0.0564327485380117,0.0726190476190476,-0.0339837689461749,0.0730592396109637,-0.142857142857143,0.0530592396109637,0.0230592396109638,-0.479003275652862,-0.061809093300806,0.484525377056027,-0.10952380952381,-0.0822510822510823,-0.420622710622711,0.405124679979519,0.405124679979519,-0.507431451083933,-0.327334014663983,0.126089086710256,0.106485126314216,0.106485126314216,0.106485126314216,0.360033105898502,0.388799968292662,0.444288425047438,0.376666077079273,0.362705038118234,0.346325727773407,0.421935483870968,0.321935483870968,0.38,-0.0476190476190476,0.28,0.402459239130435,-0.103875760830648,0.0833333333333333,0.2,0.321894685555344,-0.1225613777153,-0.308333333333333,-0.349712643678161,-0.378014530470614,-0.128026280504157
"SMO",0.355689655172414,0.463693693693694,0.235176651305684,0.233278867102397,-0.0791208791208791,0.163333333333333,0.1,-0.0933333333333333,-0.0917460317460317,0.146666666666667,0.137804232804233,-0.366666666666667,0.0977142857142857,0.1,0.266666666666667,0.0857142857142857,0.234090909090909,0.1,0.209090909090909,0.2,-0.385961304241918,0.146013986013986,0.446517788724685,0.16,0.136923076923077,-0.421820373719108,0.405367231638418,0.405367231638418,-0.408562219117337,-0.31987624026459,0.291368515205724,0.263461538461538,0.263461538461538,0.263461538461538,0.344444444444444,0.293012709767947,0.3,0.271208198489752,0.241111111111111,0.196666666666667,0.25,0.15,0.2,-0.3,0.1,0.366472607851918,-0.146666666666667,0,0.1,0.319191970819878,-0.242222222222222,-0.4,-0.42,-0.436666666666667,-0.249122807017544
"Jagged",0.254285714285714,0.285333333333333,0.15,0.252,0.0666666666666667,0.0301282051282051,0,-0.0333333333333333,-0.0380952380952381,-0.0333333333333333,0.108311688311688,-0.383333333333333,-0.0222222222222222,0,0,-0.0333333333333333,0.162857142857143,0.1,0.12,0.1,-0.42635814889336,-0.02,0.432805429864253,0,-0.02,-0.427272727272727,0.413768115942029,0.413768115942029,-0.490491228070175,-0.222605363984674,0.166060606060606,0.0933333333333333,0.0933333333333333,0.0933333333333333,0.269230769230769,0.346553446553447,0.2,0.314685314685315,0.269230769230769,0.2,0.1,0.1,0,0,0,0.28,0.00833333333333333,0,0,0.300540540540541,-0.123076923076923,-0.2,-0.2,-0.233333333333333,-0.14
"DELTA",0.254285714285714,0.285333333333333,0.15,0.252,0.0666666666666667,0.0301282051282051,0,-0.0333333333333333,-0.0380952380952381,-0.0333333333333333,0.108311688311688,-0.383333333333333,-0.0222222222222222,0,0,-0.0333333333333333,0.162857142857143,0.1,0.12,0.1,-0.42635814889336,-0.02,0.432805429864253,0,-0.02,-0.427272727272727,0.413768115942029,0.413768115942029,-0.490491228070175,-0.222605363984674,0.166060606060606,0.0933333333333333,0.0933333333333333,0.0933333333333333,0.269230769230769,0.346553446553447,0.2,0.314685314685315,0.269230769230769,0.2,0.1,0.1,0,0,0,0.28,0.00833333333333333,0,0,0.300540540540541,-0.123076923076923,-0.2,-0.2,-0.233333333333333,-0.14
"CD44",0.3725,0.366666666666667,0.3443115364168,0.346227106227106,0.150292397660819,0.13,0.2,0.127777777777778,0.121655328798186,0.15,0.154965034965035,-0.277777777777778,0.246666666666667,0.2,0.1,0.266666666666667,0.237593984962406,0.3,0.242857142857143,0.2,-0.144450549450549,0.365,0.439156399156399,0.325,0.365,-0.428063241106719,0.415873015873016,0.415873015873016,-0.280458690695907,-0.223809523809524,0.172380952380952,0.152380952380952,0.152380952380952,0.152380952380952,0.0233333333333333,0.132277877161598,-0.05,0.0861240310077519,0.0233333333333333,0.05,-0.1,0,0,-0.1,0.1,-0.02,-0.13,-0.1,0.1,-0.159085452362763,-0.416296296296296,-0.2,-0.3,-0.35,-0.29047619047619
"FUS",0.380689655172414,0.492417097949013,0.254044575833985,0.257886196945328,-0.0776716037585603,0.180505050505051,0.1,-0.0917460317460317,-0.0962621607782898,0.146666666666667,0.157081341237968,-0.387978142076503,0.109252747252747,0.0857142857142857,0.146666666666667,0.0977142857142857,0.259090909090909,0.16,0.234090909090909,0.209090909090909,-0.414080484875065,0.160956514749618,0.473627303985008,0.136923076923077,0.146013986013986,-0.442612452927029,0.428066618141486,0.428066618141486,-0.438699205418707,-0.338270889094021,0.315385982454633,0.291368515205724,0.291368515205724,0.291368515205724,0.375213675213675,0.308773579333165,0.344444444444444,0.293012709767947,0.271208198489752,0.241111111111111,0.3,0.196666666666667,0.25,-0.266666666666667,0.15,0.401876334559993,-0.163333333333333,-0.1,0.1,0.335688321184841,-0.255624284077892,-0.42,-0.436666666666667,-0.463693693693694,-0.237584345479082
"cMet",0.386424050632911,0.390070921985816,0.36295560421341,0.378811375890028,0.144410044719642,0.1425,0.2,0.121655328798186,0.118018965161822,0.13,0.181051991486774,-0.315873015873016,0.234166666666667,0.266666666666667,0.15,0.246666666666667,0.252487601983683,0.325,0.237593984962406,0.242857142857143,-0.195340229165852,0.345,0.487331581638151,0.365,0.365,-0.454625741106719,0.443145743145743,0.443145743145743,-0.324479046930004,-0.256067588325653,0.204456424079066,0.172380952380952,0.172380952380952,0.172380952380952,0.086969696969697,0.165046238743519,0.0233333333333333,0.132277877161598,0.0861240310077519,0.0233333333333333,-0.05,0.05,-0.1,-0.1,0,0.0419047619047619,-0.13,-0.2,0.1,-0.127328695606007,-0.427407407407407,-0.3,-0.35,-0.366666666666667,-0.323809523809524
"SRC",0.367777777777778,0.366493506493507,0.240109006238092,0.231796134899583,0.00951671631909964,0.00620915032679738,0.15,-0.00942982456140351,-0.00852892366050261,-0.0166666666666667,0.0455081157374735,-0.329263565891473,0.0935897435897436,0.116666666666667,-0.0166666666666667,0.0935897435897436,0.117619047619048,0.233333333333333,0.0997619047619048,0.095,-0.10191438407424,0.192319420621307,0.199821693109718,0.242424242424242,0.197979797979798,-0.457985653637828,0.444362084456424,0.444362084456424,-0.253735393147158,-0.141471861471861,0.157165396139113,0.135953274926992,0.135953274926992,0.135953274926992,0.0344262295081967,0.0751475696075038,0,0.0588164734106357,0.0344262295081967,0,-0.05,-0.05,-0.1,-0.0333333333333333,0,-0.0271686004505079,0.00555555555555556,-0.1,0,-0.079581541646759,-0.346236559139785,-0.333333333333333,-0.333333333333333,-0.342857142857143,-0.37
"TCFLEF",0.512974350980194,0.517902898175399,0.302509192341828,0.359158853940778,-0.00246848732832176,0.0969491014296081,0.123376623376623,-0.0551951089845827,-0.058445586996055,0.0795238095238095,0.156454036923832,-0.329835115864528,0.16069780149724,0.143376623376623,0.07,0.149828236279849,0.289513566818295,0.152857142857143,0.273234497050853,0.255587438227323,-0.393830399865921,0.191154803384769,0.446920454076853,0.16993031358885,0.182311265969803,-0.462619916897025,0.449125730994152,0.449125730994152,-0.53145938539566,-0.329269455067723,0.311794295296598,0.295894163890554,0.295894163890554,0.295894163890554,0.253550787092987,0.17840867452373,0.234296128707893,0.166209361808953,0.25074544428318,0.230619658119658,0.209509803921569,0.205833333333333,0.174509803921569,-0.05,0.170833333333333,0.589822710622711,-0.0908141321044547,-0.114285714285714,0.133333333333333,0.315783017023724,-0.298176516508243,-0.451282051282051,-0.479189028026237,-0.500684355129041,-0.214897589436512
"NOTCH",0.30530612244898,0.340172043010753,0.182307692307692,0.297762711864407,0.0623188405797102,0.053657616892911,0,-0.0380952380952381,-0.0447619047619048,-0.00833333333333333,0.134237614237614,-0.413768115942029,0.0111111111111111,-0.0333333333333333,-0.0333333333333333,-0.0222222222222222,0.111244239631336,0,0.162857142857143,0.12,-0.469813646275559,0.0228571428571429,0.474604371663195,-0.02,-0.02,-0.464415584415584,0.45450885668277,0.45450885668277,-0.538878324844369,-0.256696273075583,0.213886693017128,0.166060606060606,0.166060606060606,0.166060606060606,0.314685314685315,0.372267732267732,0.269230769230769,0.346553446553447,0.314685314685315,0.269230769230769,0.2,0.2,0.1,0,0.1,0.338490566037736,-0.0301282051282051,0,0,0.329512503157363,-0.161007957559682,-0.2,-0.233333333333333,-0.285333333333333,-0.124210526315789
"cfos",0.312896085263374,0.349477973007385,0.181951887774673,0.300493506493506,-0.0411294352823588,0.0504466063605848,-0.0333333333333333,-0.0417989417989418,-0.0498634579279741,0.0142857142857143,0.126631944444444,-0.439142857142857,0.0232456140350877,-0.0333333333333333,-0.019047619047619,-0.00833333333333333,0.117948717948718,0.08,0.0794871794871795,0.0333333333333333,-0.504493700429241,0.0328076639646279,0.510768793250545,-0.04,-0.00956521739130435,-0.486002886002886,0.472345209270149,0.472345209270149,-0.560461937043979,-0.280335497835498,0.208765077846857,0.174618736383442,0.174618736383442,0.174618736383442,0.359727095516569,0.405703426198476,0.328148148148148,0.385333055828105,0.360580580580581,0.328148148148148,0.28,0.28,0.2,0.0333333333333333,0.2,0.391674876847291,-0.0368663594470046,0,0.1,0.363055460227332,-0.166526806526807,-0.214285714285714,-0.257142857142857,-0.310084033613445,-0.125
"CDC42",0.312896085263374,0.349477973007385,0.181951887774673,0.300493506493506,-0.0411294352823588,0.0504466063605848,-0.0333333333333333,-0.0417989417989418,-0.0498634579279741,0.0142857142857143,0.126631944444444,-0.439142857142857,0.0232456140350877,-0.0333333333333333,-0.019047619047619,-0.00833333333333333,0.117948717948718,-0.02,0.0794871794871795,0.0333333333333333,-0.504493700429241,0.0328076639646279,0.510768793250545,-0.04,-0.00956521739130435,-0.486002886002886,0.472345209270149,0.472345209270149,-0.560461937043979,-0.280335497835498,0.208765077846857,0.174618736383442,0.174618736383442,0.174618736383442,0.359727095516569,0.405703426198476,0.328148148148148,0.385333055828105,0.360580580580581,0.328148148148148,0.28,0.28,0.2,0.0333333333333333,0.2,0.391674876847291,-0.0368663594470046,0,0.1,0.363055460227332,-0.166526806526807,-0.114285714285714,-0.257142857142857,-0.310084033613445,-0.125
"NOTCHic",0.344015799868334,0.380299431545785,0.204000814000814,0.3285803219273,0.0577034559643255,0.0654855738821583,-0.0333333333333333,-0.0447619047619048,-0.0541144227475163,0.0301282051282051,0.150793905628343,-0.449482401656315,0.0459948320413437,-0.0222222222222222,-0.00833333333333333,0.0111111111111111,0.150717923841863,-0.02,0.111244239631336,0.162857142857143,-0.506933321731948,0.0657142857142857,0.508472107134137,-0.02,0.0228571428571429,-0.501987838750844,0.489323671497585,0.489323671497585,-0.579153975686636,-0.285621892910294,0.246891619125502,0.213886693017128,0.213886693017128,0.213886693017128,0.345868110384239,0.393794449824984,0.314685314685315,0.372267732267732,0.346553446553447,0.314685314685315,0.269230769230769,0.269230769230769,0.2,0.0333333333333333,0.2,0.380157232704402,-0.053657616892911,0,0.1,0.350512503157363,-0.190585422348414,-0.233333333333333,-0.285333333333333,-0.340172043010753,-0.133301435406699
"PAK1",0.338413326642684,0.376253929291538,0.199374322142214,0.323319593450028,-0.0455411999882412,0.0574466063605849,-0.0333333333333333,-0.0498634579279741,-0.0563150708311999,0.0368663594470046,0.138901883094751,-0.465372365339578,0.0454678362573099,-0.00833333333333333,0.0142857142857143,0.0232456140350877,0.144322344322344,-0.04,0.117948717948718,0.0794871794871795,-0.53379772973327,0.0608076639646279,0.537170239905156,-0.00956521739130435,0.0328076639646279,-0.512906439302378,0.49967639898076,0.49967639898076,-0.591119376490345,-0.303244588744589,0.234674168755948,0.208765077846857,0.208765077846857,0.208765077846857,0.383629534540959,0.42294480550882,0.359727095516569,0.405703426198476,0.385333055828105,0.360580580580581,0.328148148148148,0.328148148148148,0.28,0.019047619047619,0.28,0.423121417727794,-0.0504466063605848,0.0333333333333333,0.2,0.378694557971693,-0.189178740228464,-0.257142857142857,-0.310084033613445,-0.349477973007385,-0.145792079207921
"LIV1",0.338413326642684,0.376253929291538,0.199374322142214,0.323319593450028,-0.0455411999882412,0.0574466063605849,-0.0333333333333333,-0.0498634579279741,-0.0563150708311999,0.0368663594470046,0.138901883094751,-0.465372365339578,0.0454678362573099,-0.00833333333333333,0.0142857142857143,0.0232456140350877,0.144322344322344,-0.04,0.117948717948718,0.0794871794871795,-0.53379772973327,0.0608076639646279,0.537170239905156,-0.00956521739130435,0.0328076639646279,-0.512906439302378,0.49967639898076,0.49967639898076,-0.591119376490345,-0.303244588744589,0.234674168755948,0.208765077846857,0.208765077846857,0.208765077846857,0.383629534540959,0.42294480550882,0.359727095516569,0.405703426198476,0.385333055828105,0.360580580580581,0.328148148148148,0.328148148148148,0.28,0.019047619047619,0.28,0.423121417727794,-0.0504466063605848,0.0333333333333333,0.2,0.378694557971693,-0.189178740228464,-0.257142857142857,-0.310084033613445,-0.349477973007385,-0.145792079207921
"EGR1",0.338413326642684,0.376253929291538,0.199374322142214,0.323319593450028,-0.0455411999882412,0.0574466063605849,-0.0333333333333333,-0.0498634579279741,-0.0563150708311999,0.0368663594470046,0.138901883094751,-0.465372365339578,0.0454678362573099,-0.00833333333333333,0.0142857142857143,0.0232456140350877,0.144322344322344,-0.04,0.117948717948718,0.0794871794871795,-0.53379772973327,0.0608076639646279,0.537170239905156,-0.00956521739130435,0.0328076639646279,-0.512906439302378,0.49967639898076,0.49967639898076,-0.591119376490345,-0.303244588744589,0.234674168755948,0.208765077846857,0.208765077846857,0.208765077846857,0.383629534540959,0.42294480550882,0.359727095516569,0.405703426198476,0.385333055828105,0.360580580580581,0.328148148148148,0.328148148148148,0.28,0.019047619047619,0.28,0.423121417727794,-0.0504466063605848,0.0333333333333333,0.2,0.378694557971693,-0.189178740228464,-0.257142857142857,-0.310084033613445,-0.349477973007385,-0.145792079207921
"Csl",0.369877868833852,0.407283558529912,0.221787375265636,0.352282353530009,0.0531282925656327,0.0723821256062963,-0.0222222222222222,-0.0541144227475163,-0.0602255338586274,0.053657616892911,0.163814738961676,-0.479482401656315,0.0684754521963824,0.0111111111111111,0.0301282051282051,0.0459948320413437,0.177081560205499,-0.02,0.150717923841863,0.111244239631336,-0.537820171884854,0.092888198757764,0.536138028088649,0.0228571428571429,0.0657142857142857,-0.531399603456727,0.518605439453386,0.518605439453386,-0.611363278012217,-0.30874413149645,0.272259266184326,0.246891619125502,0.246891619125502,0.246891619125502,0.370868110384239,0.412033443535676,0.345868110384239,0.393794449824984,0.372267732267732,0.346553446553447,0.314685314685315,0.314685314685315,0.269230769230769,0.00833333333333333,0.269230769230769,0.411776769979467,-0.0654855738821583,0.0333333333333333,0.2,0.366173685363335,-0.215009385482055,-0.285333333333333,-0.340172043010753,-0.380299431545785,-0.158504687439219
"SNAI1",0.358362500721464,0.397020058323796,0.113609197587054,0.342499080629515,-0.0479221523691936,0.0630776743217499,-0.00833333333333333,-0.0563150708311999,-0.059636104041532,0.0504466063605848,0.149490118388869,-0.489359904280389,0.0614400584795322,0.0232456140350877,0.0368663594470046,0.0454678362573099,0.163914181057038,-0.00956521739130435,0.144322344322344,0.117948717948718,-0.557735553567467,0.0778480227090225,0.558993907354033,0.0328076639646279,0.0608076639646279,-0.536249378783646,0.521693619152961,0.521693619152961,-0.615937274513238,-0.320736337919506,0.253393380578608,0.234674168755948,0.234674168755948,0.234674168755948,0.403922039111343,0.437296896370978,0.383629534540959,0.42294480550882,0.405703426198476,0.385333055828105,0.359727095516569,0.360580580580581,0.328148148148148,-0.0142857142857143,0.328148148148148,0.447596942203318,-0.0574466063605849,0.0333333333333333,0.28,0.390536663234851,-0.209680832278673,-0.310084033613445,-0.349477973007385,-0.376253929291538,-0.165792079207921
"SMAD",0.4226626076031,0.454913391258843,0.274727012682658,0.375774381976667,0.0851490599775728,0.16964345804486,0.111111111111111,0.0442462560270779,-0.0624204106395887,0.149166666666667,0.265641949448401,-0.506589116501748,0.185665732959851,0.134920634920635,0.129166666666667,0.164332399626517,0.283962780514505,0.0285714285714286,0.256978653530378,0.219047619047619,-0.552556034390248,0.119410484489254,0.550768861073035,0.0576036866359447,0.0924874075661773,-0.55680441130179,0.544775355200107,0.544775355200107,-0.626893828264236,-0.349139443124406,0.35456460275341,0.327590918542884,0.327590918542884,0.327590918542884,0.384101510000791,0.428003703181668,0.356043956043956,0.408652132766268,0.385449961802903,0.35672268907563,0.321428571428571,0.321428571428571,0.271428571428571,-0.0916666666666667,0.271428571428571,0.421572189756192,-0.161093272171254,-0.1,0.2,0.276658791408982,-0.257481644283375,-0.333333333333333,-0.385446009389671,-0.426228132294699,-0.205493936705117
"TGFR",0.523391195855597,0.55144714623438,0.388588655913676,0.467239356794517,0.13156365176054,0.187012224819793,0.233333333333333,0.0977908113391985,0.0917409892751415,0.154137931034483,0.274125685684404,-0.514865061203734,0.279075595966661,0.247619047619048,0.13,0.258145363408521,0.364506739436037,0.147619047619048,0.327816091954023,0.293333333333333,-0.549006667896943,0.20225174809169,0.543350579336237,0.163408521303258,0.178964076858814,-0.561970479156241,0.551672216312776,0.551672216312776,-0.618863062790999,-0.392879285440494,0.346971595655806,0.310714285714286,0.310714285714286,0.310714285714286,0.385489957395009,0.44596296134003,0.342264150943396,0.419656495441004,0.385685203574975,0.342264150943396,0.28,0.28,0.2,-0.113333333333333,0.2,0.408874355655472,-0.172887931034483,-0.233333333333333,0.1,0.207123000269875,-0.367402597402597,-0.315555555555556,-0.363174603174603,-0.509603174603175,-0.274431448992852
"ZEB1",0.432669494374187,0.469578027911847,0.290570255799026,0.448810788359618,0.0907999082092346,0.200560926408739,0.153333333333333,0.0657661519734318,0.059996921204201,0.176515151515152,0.288762010002218,-0.527798676893704,0.222389169645425,0.179649122807018,0.158333333333333,0.200960598216854,0.32405505590666,0.15,0.295955882352941,0.264583333333333,-0.635136840256444,0.22928789841928,0.519860186154388,0.178,0.205058823529412,-0.591631442516938,0.570670826513053,0.570670826513053,-0.629571519308284,-0.378062461318895,0.406647990807194,0.381293660098533,0.381293660098533,0.381293660098533,0.449497499818093,0.491080275899623,0.420975163048334,0.471902193707843,0.447966023495077,0.419493801272854,0.384436701509872,0.38223889931207,0.338095238095238,-0.133333333333333,0.335897435897436,0.479240516590558,-0.19024064171123,-0.133333333333333,0.266666666666667,0.398400940114939,-0.277663174993929,-0.35727969348659,-0.402207229718474,-0.439263067281926,-0.194892787524366
