"","FOXC2","TGF","TGFR","CDC42","PAK1","SNAI1","MEK","TWIST1","ERK","cfos","EGR1","NOTCH","Jagged","NOTCHic","AKT","ZEB2","SHH","IKK","Csl","NFB","Csn","SMO","SNAI2","FUS","HEY1","SOSGRB2","SMAD","ILK","ZEB1","RAS","RAF","PI3K","DELTA","cateninnuc","TCFLEF","GLI","CD44","Wnt","cMet","AXIN2","Frizzled","SRC","DSH","STAT","Destcompl","LIV1","KLF4","GSK3","cateninmemb","miR200","SUFU","Ecadherin","Patched","TrCP","RKIP"
"ERK",0.327823977823978,0.358499126791302,0.334048577340753,0.298282153983089,0.258095238095238,0.216525971229219,0.19008013550861,0.396991615529594,0.157489606260699,0.219156272927366,0.187241379310345,0.22994566131938,0.227152364802087,0.20584593832769,0.152695266597048,0.336687331587138,0.1558599266744,0.127924624395213,0.172999222999223,0.100865800865801,0.0857142857142857,0.125311475409836,0.662396982928335,0.104,0.077080303456729,0.112335336723686,0.0617504482337439,0.0587109345559323,-0.00750300401832841,0.141071101615656,0.119398934398934,0.119398934398934,0.119398934398934,0.382741196754871,0.369060641199315,0.354181607865818,0.352889637481843,0.335384615384615,0.333805668016194,0.390995237287303,0.312307692307692,0.310728744939271,0.27,0.268421052631579,0.041626981270352,0.2,-0.309643766752305,-0.197121683317985,-0.492078694351677,-0.265199447799174,-0.1,-0.537658114658577,-0.144265723775849,-0.0857142857142857,-0.244273051545791
"cateninnuc",0.383538117620085,0.368977063893793,0.351073133762789,0.328659340659341,0.299428571428571,0.31978785254588,0.370576867391356,0.315450916665584,0.351310812345485,0.327260179434092,0.297101449275362,0.360392016339986,0.219626811601874,0.34402837997635,0.320889204545455,0.33864990538742,0.172634535084328,0.306045454545455,0.325423728813559,0.292045454545455,0.270833333333333,0.151530054644809,0.458307989875799,0.143333333333333,0.045822814045117,0.258791198657297,0.0171508556624518,0.01701443001443,0.0513158256529646,0.385958065958066,0.371816651816652,0.371816651816652,0.371816651816652,0.172376712851808,0.261909990951781,0.250110198516988,0.249139266530571,0.235880949505131,0.234853552244857,0.392067662856607,0.217402688635565,0.216375291375291,0.191375291375291,0.191375291375291,0.316519064255639,0.160606060606061,-0.267081090123795,-0.334790863934508,-0.395325398855297,-0.294060858605809,-0.133333333333333,-0.465076902076374,-0.164573532905678,-0.233333333333333,-0.33660650433107
"cfos",0.30908656145385,0.337980646804176,0.306162464985994,0.257142857142857,0.214285714285714,0.188944051728862,0.324893146647016,0.2764329004329,0.279130434782609,0.24,0.32,0.108717948717949,0.085625,0.0794871794871795,0.0357456140350877,0.343218417310427,0.0218751777891563,0.00416666666666667,0.0333333333333333,-0.0333333333333333,-0.0333333333333333,-0.0142857142857143,0.47249628716782,-0.0476190476190476,-0.0554222888555722,0.163888888888889,-0.0464328383683222,-0.0544973544973545,-0.0726815019793228,0.298648971783835,0.273039215686275,0.273039215686275,0.273039215686275,0.338574316891149,0.323389131705963,0.306978557504873,0.307547547547548,0.285925925925926,0.285925925925926,0.345500821018062,0.26,0.26,0.2,0.2,0.319311158255251,0.1,-0.313650793650794,-0.264472402597403,-0.414738285371758,-0.240208810797046,0.0333333333333333,-0.439263453442918,-0.00829493087557604,0,-0.203426573426573
"CDC42",0.30908656145385,0.337980646804176,0.306162464985994,0.257142857142857,0.314285714285714,0.188944051728862,0.324893146647016,0.2764329004329,0.279130434782609,0.24,0.22,0.108717948717949,0.085625,0.0794871794871795,0.0357456140350877,0.343218417310427,0.0218751777891563,0.00416666666666667,0.0333333333333333,-0.0333333333333333,-0.0333333333333333,-0.0142857142857143,0.47249628716782,-0.0476190476190476,-0.0554222888555722,0.163888888888889,-0.0464328383683222,-0.0544973544973545,-0.0726815019793228,0.298648971783835,0.273039215686275,0.273039215686275,0.273039215686275,0.338574316891149,0.323389131705963,0.306978557504873,0.307547547547548,0.285925925925926,0.285925925925926,0.345500821018062,0.26,0.26,0.2,0.2,0.319311158255251,0.1,-0.313650793650794,-0.264472402597403,-0.414738285371758,-0.240208810797046,0.0333333333333333,-0.439263453442918,-0.00829493087557604,0,-0.203426573426573
"IKK",0.474256854256854,0.51050101010101,0.46010101010101,0.405555555555556,0.35,0.256523890302516,0.243301587301587,0.514052287581699,0.178857142857143,0.142857142857143,0.1,0.331168831168831,0.238441112152452,0.288311688311688,0.266087516087516,0.345268170426065,0.18610472541507,0.230952380952381,0.245454545454545,0.314285714285714,0.3,0.14,0.651926463127108,0.12,0.0731682146542828,0.301890756302521,0.0707164466446645,0.0618055555555556,-0.0225914786967418,0.377781754045142,0.334119782214156,0.334119782214156,0.334119782214156,0.421533657169787,0.396639142401854,0.37008547008547,0.37008547008547,0.331623931623932,0.331623931623932,0.399285714285714,0.277777777777778,0.277777777777778,0.2,0.2,0.133169281548401,0.1,-0.304029304029304,-0.22010989010989,-0.544651586774492,-0.268394648829431,-0.1,-0.63401421125527,-0.158518518518519,-0.2,-0.241985428051002
"SHH",0.35,0.44,0.4,0.3,0.2,0.266666666666667,0.3,0.2,0.2,0.1,0,0.233333333333333,0.134285714285714,0.2,0.15,0.35,0.213333333333333,0.1,0.1,0,0,0.3,0.36727969348659,0.2,0,0.25,0,0,0,0.303846153846154,0.25,0.25,0.25,0.235555555555556,0.196666666666667,0.25,0.15,0.2,0.1,0.276190476190476,0.2,0.1,0.2,0.1,0.272987012987013,0,-0.3,-0.271794871794872,-0.292616487455197,-0.3,-0.2,-0.318055555555556,-0.333333333333333,0,-0.26
"NOTCHic",0.340789993416722,0.370704198342579,0.33694623655914,0.285333333333333,0.233333333333333,0.212334147334147,0.354761904761905,0.30876921436947,0.303333333333333,0.253333333333333,0.22,0.142823186999757,0.117005373826566,0.111244239631336,0.0571059431524548,0.36341384863124,0.0447866491509755,0.0222222222222222,0.162857142857143,-0.0222222222222222,-0.0333333333333333,0.00512820512820513,0.477735235368148,-0.0333333333333333,0.0484503901895206,0.197751196172249,-0.0439910928400137,-0.0519047619047619,-0.067890499194847,0.307947065428325,0.279868247694335,0.279868247694335,0.279868247694335,0.339815059531526,0.32256315113458,0.303699526280171,0.304195804195804,0.281118881118881,0.281118881118881,0.34395178197065,0.253846153846154,0.253846153846154,0.2,0.2,0.316957144059948,0.1,-0.326932367149758,-0.27301858712517,-0.432559389789436,-0.257328028426294,0.0333333333333333,-0.475487166887232,-0.028657616892911,0,-0.222580042589756
"SNAI2",0.423902047963757,0.410276395954145,0.375493787258493,0.333613445378151,0.276470588235294,0.363542355532452,0.393614202437732,0.44707977216696,0.349019607843137,0.288235294117647,0.2,0.411819321029847,0.390410310876938,0.376754385964912,0.364073535521396,0.363563876651982,0.344608491283837,0.326724137931034,0.332894736842105,0.275,0.2,0.301176470588235,0.710377886140621,0.26,0.0767179023508137,0.323799864773496,0.0495059672227945,0.049027498323273,0.147274176631005,0.442051352058506,0.412827607766268,0.412827607766268,0.412827607766268,0.447007314302273,0.427131537904757,0.402974962071897,0.40259545543053,0.373563197366014,0.373563197366014,0.447100565604419,0.341168831168831,0.341168831168831,0.305454545454545,0.305454545454545,0.385439109675373,0.26,-0.281538461538462,-0.386470390385003,-0.634004211229135,-0.33597810898325,-0.2,-0.797684699392344,-0.327707082833133,-0.1,-0.3525
"PAK1",0.330465871798677,0.359292122214012,0.337980646804176,0.306162464985994,0.257142857142857,0.206843813065377,0.358226479980349,0.293280726519857,0.324893146647016,0.279130434782609,0.24,0.12959706959707,0.0985084355828221,0.108717948717949,0.0561159844054581,0.365404912487276,0.0348751777891563,0.0357456140350877,0.0794871794871795,0.00416666666666667,-0.0333333333333333,0.00829493087557604,0.492749451724782,-0.0142857142857143,-0.0451281712085134,0.186661166116612,-0.0451425157876771,-0.0464328383683222,-0.075575392654564,0.320012608147472,0.298648971783835,0.298648971783835,0.298648971783835,0.352229489304942,0.338574316891149,0.322100508724385,0.323389131705963,0.306978557504873,0.307547547547548,0.366255537999194,0.285925925925926,0.285925925925926,0.26,0.26,0.329837474044725,0.2,-0.336601613322925,-0.280836038961039,-0.43689945753293,-0.256452465619381,0.0476190476190476,-0.461339578010392,-0.0218751777891563,0.0333333333333333,-0.22497353475254
"LIV1",0.330465871798677,0.359292122214012,0.337980646804176,0.306162464985994,0.257142857142857,0.206843813065377,0.358226479980349,0.293280726519857,0.324893146647016,0.279130434782609,0.24,0.12959706959707,0.0985084355828221,0.108717948717949,0.0561159844054581,0.365404912487276,0.0348751777891563,0.0357456140350877,0.0794871794871795,0.00416666666666667,-0.0333333333333333,0.00829493087557604,0.492749451724782,-0.0142857142857143,-0.0451281712085134,0.186661166116612,-0.0451425157876771,-0.0464328383683222,-0.075575392654564,0.320012608147472,0.298648971783835,0.298648971783835,0.298648971783835,0.352229489304942,0.338574316891149,0.322100508724385,0.323389131705963,0.306978557504873,0.307547547547548,0.366255537999194,0.285925925925926,0.285925925925926,0.26,0.26,0.329837474044725,0.2,-0.336601613322925,-0.280836038961039,-0.43689945753293,-0.256452465619381,0.0476190476190476,-0.461339578010392,-0.0218751777891563,0.0333333333333333,-0.22497353475254
"EGR1",0.330465871798677,0.359292122214012,0.337980646804176,0.306162464985994,0.257142857142857,0.206843813065377,0.358226479980349,0.293280726519857,0.324893146647016,0.279130434782609,0.24,0.12959706959707,0.0985084355828221,0.108717948717949,0.0561159844054581,0.365404912487276,0.0348751777891563,0.0357456140350877,0.0794871794871795,0.00416666666666667,-0.0333333333333333,0.00829493087557604,0.492749451724782,-0.0142857142857143,-0.0451281712085134,0.186661166116612,-0.0451425157876771,-0.0464328383683222,-0.075575392654564,0.320012608147472,0.298648971783835,0.298648971783835,0.298648971783835,0.352229489304942,0.338574316891149,0.322100508724385,0.323389131705963,0.306978557504873,0.307547547547548,0.366255537999194,0.285925925925926,0.285925925925926,0.26,0.26,0.329837474044725,0.2,-0.336601613322925,-0.280836038961039,-0.43689945753293,-0.256452465619381,0.0476190476190476,-0.461339578010392,-0.0218751777891563,0.0333333333333333,-0.22497353475254
"SRC",0.367777777777778,0.364675324675325,0.342857142857143,0.333333333333333,0.333333333333333,0.242503857308291,0.314484467314656,0.223219653909309,0.305050505050505,0.327272727272727,0.3,0.117619047619048,0.020540461067984,0.0997619047619048,0.0991452991452992,0.367759808325846,-0.0196732026143791,0.0935897435897436,0.095,0.116666666666667,0.15,-0.0366666666666667,0.185954103010962,-0.0166666666666667,-0.0192568685865607,0.00285714285714286,-0.0412991939307729,-0.0385964912280702,-0.0472072476789458,0.207414950506315,0.187717980809345,0.187717980809345,0.187717980809345,0.0425025336621504,0.0328828468612555,0.0145901639344262,0.0145901639344262,-0.01,-0.01,-0.0423158655276467,-0.05,-0.05,-0.1,0,-0.0947718585762064,0,-0.268087855297158,-0.137835497835498,-0.0579011375542583,-0.284289269506661,-0.0333333333333333,-0.186475893387658,0.0255555555555556,-0.1,-0.36177908113392
"NFB",0.515292710830559,0.551007339214934,0.51050101010101,0.46010101010101,0.405555555555556,0.28255128756279,0.292321195144725,0.545480859010271,0.243301587301587,0.178857142857143,0.142857142857143,0.369233347297863,0.258584997044539,0.331168831168831,0.303865293865294,0.380900354334111,0.206586653125914,0.266087516087516,0.288311688311688,0.230952380952381,0.314285714285714,0.158518518518519,0.6848532923954,0.14,0.0856682146542828,0.332417072091995,0.0740621715517277,0.0707164466446645,-0.0191432028346729,0.407632500313799,0.377781754045142,0.377781754045142,0.377781754045142,0.442317970895277,0.421533657169787,0.397051762220302,0.396639142401854,0.37008547008547,0.37008547008547,0.43403748733536,0.331623931623932,0.331623931623932,0.277777777777778,0.277777777777778,0.150445029056706,0.2,-0.336721611721612,-0.243247145011851,-0.579181681811451,-0.299512473602845,-0.12,-0.671734917515302,-0.18610472541507,-0.3,-0.28044696651254
"SNAI1",0.347873749816467,0.37622760608498,0.359292122214012,0.337980646804176,0.306162464985994,0.120189008794915,0.381544865630573,0.309998675237806,0.358226479980349,0.324893146647016,0.279130434782609,0.146739926739927,0.108626082641646,0.12959706959707,0.0741715399610136,0.382502083458986,0.0416712942940107,0.0561159844054581,0.108717948717949,0.0357456140350877,0.00416666666666667,0.0218751777891563,0.509879857356696,0.00829493087557604,-0.0403662664466086,0.198359279324159,-0.0462495268577878,-0.0451425157876771,-0.0742223791244287,0.336597173007899,0.320012608147472,0.320012608147472,0.320012608147472,0.363070996790745,0.352229489304942,0.336908552600071,0.338574316891149,0.322100508724385,0.323389131705963,0.383504955248612,0.306978557504873,0.307547547547548,0.285925925925926,0.285925925925926,0.338444930185075,0.26,-0.356227781547224,-0.293707326089752,-0.454757834044157,-0.269420765331197,0.0142857142857143,-0.479497746584794,-0.0348751777891563,0.0333333333333333,-0.246312446886431
"CD44",0.3725,0.366666666666667,0.35,0.3,0.2,0.3443115364168,0.415,0.346227106227106,0.385,0.325,0.3,0.237593984962406,0.148904428904429,0.242857142857143,0.246666666666667,0.385714285714286,0.120909090909091,0.266666666666667,0.2,0.2,0.2,0.15,0.437136197136197,0.1,0.139766081871345,-0.00238095238095239,0.102380952380952,0.116666666666667,0.0746031746031746,0.203809523809524,0.166666666666667,0.166666666666667,0.166666666666667,0.119934406678593,0.0814728682170543,0.0233333333333333,0.0233333333333333,-0.05,0.05,-0.02,-0.1,0,0,0.1,-0.161126268689294,0.1,-0.266666666666667,-0.223809523809524,-0.129120879120879,-0.338331137461572,-0.1,-0.245423406796222,-0.13,-0.1,-0.416296296296296
"Csl",0.364353211807526,0.394060207412874,0.370704198342579,0.33694623655914,0.285333333333333,0.23209699318395,0.390631469979296,0.328408040554572,0.354761904761905,0.303333333333333,0.253333333333333,0.166459550636121,0.131588707159899,0.142823186999757,0.0811369509043928,0.388275727084279,0.0585797525992514,0.0571059431524548,0.111244239631336,0.0222222222222222,-0.0222222222222222,0.028657616892911,0.500330313667925,0.00512820512820513,0.0595615013006317,0.219702415684444,-0.0434355372844582,-0.0439910928400137,-0.0701004439462282,0.331108830134207,0.307947065428325,0.307947065428325,0.307947065428325,0.354852223625294,0.339815059531526,0.321441461764042,0.32256315113458,0.303699526280171,0.304195804195804,0.366830959348542,0.281118881118881,0.281118881118881,0.253846153846154,0.253846153846154,0.328474511518814,0.2,-0.354075224292616,-0.290838911131061,-0.457177126792494,-0.275410817097318,0.0333333333333333,-0.50013832967793,-0.0447866491509755,0.0333333333333333,-0.247925664709572
"cMet",0.386424050632911,0.390070921985816,0.366666666666667,0.35,0.3,0.364650519467647,0.416818181818182,0.376564184878792,0.415,0.385,0.325,0.252487601983683,0.168469646295733,0.237593984962406,0.234166666666667,0.394805194805195,0.127159090909091,0.246666666666667,0.242857142857143,0.266666666666667,0.2,0.13,0.481661744581453,0.15,0.126040591675267,0.0109523809523809,0.0951082251082251,0.102380952380952,0.0695526695526696,0.243432165318958,0.203809523809524,0.203809523809524,0.203809523809524,0.145358135492152,0.119934406678593,0.0824242424242424,0.0814728682170543,0.0233333333333333,0.0233333333333333,0.0387301587301587,-0.05,0.05,-0.1,0,-0.133423565986591,0.1,-0.285714285714286,-0.256067588325653,-0.170046146024794,-0.335206137461572,-0.1,-0.277738928424721,-0.120909090909091,-0.2,-0.431111111111111
"SMO",0.411034482758621,0.508468468468468,0.473333333333333,0.44,0.4,0.329032258064516,0.387179487179487,0.268627450980392,0.353846153846154,0.3,0.2,0.295606060606061,0.18521164021164,0.260606060606061,0.192285714285714,0.408757062146893,0.248055555555556,0.164285714285714,0.233333333333333,0.15,0.1,0.213333333333333,0.451089217296114,0.333333333333333,0.0124542124542125,0.255263157894737,-0.00476190476190476,0,-0.0115819209039548,0.380154293381038,0.347596153846154,0.347596153846154,0.347596153846154,0.285515406639576,0.263710895361381,0.338888888888889,0.235555555555556,0.3,0.196666666666667,0.363024331989849,0.25,0.15,0.2,0.1,0.313893393428277,0.1,-0.366666666666667,-0.331341797361215,-0.375761039774507,-0.337884267631103,-0.3,-0.396062219117337,-0.225833333333333,0,-0.327460317460317
"SMAD",0.418357867117455,0.443721053050107,0.417824638707478,0.382629107981221,0.333333333333333,0.285093116113277,0.413025440426041,0.354471917754063,0.376486978887579,0.327649769585253,0.285714285714286,0.275478927203065,0.234727133081972,0.25008210180624,0.197856209150327,0.430260567044972,0.154261138205837,0.173856209150327,0.219047619047619,0.144444444444444,0.111111111111111,0.124166666666667,0.517787013376603,0.104166666666667,0.0850246328642482,0.230079858030169,-0.0521983039791259,0.0468493150684932,-0.0657061418681735,0.419900470708331,0.394900470708331,0.394900470708331,0.394900470708331,0.373606007962237,0.357699219715023,0.338262576751785,0.339381716322893,0.317399267399267,0.317927170868347,0.379655468555747,0.29047619047619,0.29047619047619,0.257142857142857,0.257142857142857,0.241955788633482,0.2,-0.397372805840225,-0.333094966854365,-0.4746902338966,-0.308293442747512,-0.0666666666666667,-0.518134600289656,-0.139762996941896,-0.1,-0.287436548608854
"TGF",0.486273291925466,0.50781746031746,0.563174603174603,0.515555555555556,0.46,0.370193897012079,0.450810359231412,0.420740740740741,0.413032581453634,0.376190476190476,0.333333333333333,0.327816091954023,0.224901816396662,0.293333333333333,0.263408521303258,0.431594665187342,0.149324712643678,0.247619047619048,0.253333333333333,0.233333333333333,0.233333333333333,0.113333333333333,0.483789219629928,0.113333333333333,0.113023855577047,0.176315789473684,0.0796969696969697,0.0796969696969697,0.00624321013337032,0.382142857142857,0.335714285714286,0.335714285714286,0.335714285714286,0.377696127110228,0.351380337636544,0.317169811320755,0.317169811320755,0.27,0.27,0.336596119929453,0.2,0.2,0.1,0.1,0.159414520255628,0,-0.407958301550979,-0.356251358991085,-0.449310302974818,-0.339890617045789,-0.133333333333333,-0.491439486409089,-0.130574712643678,-0.2,-0.358874458874459
"GLI",0.407246517027864,0.530906272723793,0.506200390370852,0.471609195402299,0.423333333333333,0.291786568498991,0.499977637463825,0.335868539119812,0.467380952380952,0.42452380952381,0.382857142857143,0.186979600858911,0.136961052825005,0.164122458001768,0.122485529299439,0.432921146953405,0.16482890427126,0.103735529299439,0.136622458001768,0.0812865497076023,0.0444444444444444,0.139003759398496,0.520498952744008,0.123214285714286,-0.010636500831747,0.201291422441865,-0.0171460552492104,-0.0176865957897509,-0.0699873698583376,0.420021619307778,0.394873104456292,0.394873104456292,0.394873104456292,0.380530644295691,0.364810381295093,0.345746699503412,0.3463038877886,0.424895635673624,0.324752163650669,0.383763586956522,0.395483870967742,0.295483870967742,0.36,0.26,0.296983338592154,0.2,-0.405272415272415,-0.375068392003023,-0.465253169879785,-0.308884088048175,-0.0857142857142857,-0.494969553010051,-0.15124865735768,-0.0333333333333333,-0.310766367032504
"FUS",0.44524500907441,0.543574851447192,0.508468468468468,0.473333333333333,0.44,0.349786975045648,0.420512820512821,0.299517503336413,0.387179487179487,0.353846153846154,0.3,0.327424242424243,0.20087429081405,0.295606060606061,0.219208791208791,0.433910436380021,0.259166666666667,0.192285714285714,0.260606060606061,0.164285714285714,0.15,0.225833333333333,0.481071263974749,0.213333333333333,0.0110049370918936,0.270647773279352,-0.00282642089093702,-0.00476190476190476,-0.00237946691622474,0.405918485520776,0.380154293381038,0.380154293381038,0.380154293381038,0.302091493596098,0.285515406639576,0.367735042735043,0.263710895361381,0.338888888888889,0.235555555555556,0.395943586648234,0.3,0.196666666666667,0.25,0.15,0.328637918975722,0.1,-0.391256830601093,-0.351743135153857,-0.403880220407654,-0.360656544858826,-0.333333333333333,-0.428117013637885,-0.248055555555556,-0.1,-0.363542791687122
"TGFR",0.521644470964767,0.54540611279973,0.50781746031746,0.563174603174603,0.515555555555556,0.394677672823288,0.489166523614973,0.452413338605509,0.450810359231412,0.413032581453634,0.376190476190476,0.360190192673447,0.243742396106807,0.327816091954023,0.286664335256747,0.455368250093003,0.163449006428989,0.263408521303258,0.293333333333333,0.247619047619048,0.233333333333333,0.130574712643678,0.519205886296594,0.113333333333333,0.11451639289048,0.209649122807018,0.0836115604443007,0.0796969696969697,0.0103941535295967,0.417230576441103,0.382142857142857,0.382142857142857,0.382142857142857,0.397802415861336,0.377696127110228,0.351363359707851,0.351380337636544,0.317169811320755,0.317169811320755,0.379085390315719,0.27,0.27,0.2,0.2,0.179777423481434,0.1,-0.42938687297955,-0.383879720849276,-0.48325949466073,-0.36129824167922,-0.113333333333333,-0.52738497192868,-0.149324712643678,-0.233333333333333,-0.39030303030303
"TWIST1",0.531762770238014,0.51995196942324,0.484188871473354,0.440438871473354,0.381818181818182,0.465975839431769,0.476109270580735,0.461613317714576,0.431830663615561,0.371304347826087,0.28,0.41243025318497,0.390691381311336,0.376581196581197,0.447681132426895,0.459036229211668,0.424084606098777,0.412087912087912,0.335555555555555,0.369230769230769,0.3,0.383555555555556,0.729658205111848,0.355555555555556,0.182237536474825,0.315754268614681,0.14954225152245,0.150532350532351,0.170461689759935,0.451707802473184,0.42054341891154,0.42054341891154,0.42054341891154,0.465361527786308,0.443912419103156,0.418054803675856,0.417113031660584,0.385254803675856,0.384582911178656,0.460743611227482,0.348412698412698,0.348412698412698,0.309523809523809,0.309523809523809,0.395786434457354,0.266666666666667,-0.389180737961226,-0.402250561824332,-0.651340457329683,-0.415955001222793,-0.3,-0.808444480366335,-0.406843226788432,-0.2,-0.454307149959324
"TCFLEF",0.592023551412646,0.583475896861628,0.561290466398052,0.535122242098986,0.502564102564103,0.394692532014708,0.516993529118965,0.408276655354706,0.491823461091754,0.46801393728223,0.431428571428571,0.362073443482139,0.219859148281364,0.345129921887454,0.263881714358573,0.489668261562998,0.18891436487518,0.253012149141181,0.323561294436474,0.236883116883117,0.216883116883117,0.175714285714286,0.469904232610301,0.156666666666667,0.0730792019538808,0.194354675264855,0.0332471502645599,0.0338207640312903,-0.00361722488038277,0.40062732707782,0.379996578063365,0.379996578063365,0.379996578063365,0.184532046710125,0.170528610284008,0.25585025091419,0.251857361715852,0.231005530417295,0.22732905982906,0.589545787545787,0.204509803921569,0.200833333333333,0.174509803921569,0.170833333333333,0.312511475029144,0.133333333333333,-0.371250318309142,-0.349988306980649,-0.400239468559928,-0.393310558250317,-0.15,-0.540272749787148,-0.182165898617512,-0.171428571428571,-0.408352390136382
