"","FOXC2","TGF","TGFR","CDC42","PAK1","MEK","SNAI1","EGR1","ERK","cfos","HEY1","SMAD","ILK","SHH","AKT","SMO","TWIST1","FUS","Jagged","NOTCH","NOTCHic","Csl","SOSGRB2","KLF4","ZEB2","ZEB1","SNAI2","cateninmemb","RAS","RAF","PI3K","DELTA","TrCP","Ecadherin","GSK3","miR200","cateninnuc","GLI","TCFLEF","Wnt","CD44","cMet","Frizzled","SRC","DSH","STAT","AXIN2","SUFU","LIV1","Destcompl","Patched","RKIP"
"SRC",0.394642857142857,0.38712962962963,0.3575,0.3375,0.325,0.326365697794269,0.29874666145528,0.3,0.316161616161616,0.327272727272727,0.125134952766532,0.112241019630006,0.107568122433744,0.0942399115533444,0.166263736263736,0.0533333333333333,0.2205148005148,0.0333333333333333,0.109069614186437,0.167445887445887,0.143809523809524,0.12,0.000879120879120879,-0.351151761517615,0.476367521367521,0.476367521367521,0.199550286968126,-0.105598481221507,0.213958024080488,0.186826241134752,0.186826241134752,0.186826241134752,0,-0.266727081659537,-0.135950507116151,-0.488437297724725,0.0770547945205479,0.0333333333333333,0.0583333333333333,0,0.0333333333333333,0,-0.05,-0.05,-0.1,0,-0.027861385925902,-0.0333333333333333,0,-0.077407039517665,-0.0718518518518519,-0.398136200716846
"SMO",0.431379310344828,0.52490990990991,0.481666666666667,0.44,0.4,0.393240093240093,0.363364055299539,0.2,0.353846153846154,0.3,0.128937728937729,0.134285714285714,0.12,0.324166666666667,0.236857142857143,0.253333333333333,0.284024322830293,0.333333333333333,0.239312169312169,0.323787878787879,0.278787878787879,0.233333333333333,0.255263157894737,-0.413888888888889,0.482485875706215,0.482485875706215,0.458517788724685,-0.399283850088736,0.382479874776386,0.347596153846154,0.347596153846154,0.347596153846154,0,-0.446083963266817,-0.335225292506846,-0.492374924653406,0.302911242507563,0.344444444444444,0.275091693635383,0.3,0.241111111111111,0.196666666666667,0.25,0.15,0.2,0.1,0.366472607851918,-0.3,0.1,0.319191970819878,-0.290833333333333,-0.352857142857143
"TWIST1",0.536074318279068,0.523308062498497,0.485092959523669,0.440438871473354,0.381818181818182,0.477104295456357,0.479416436165615,0.28,0.431830663615561,0.371304347826087,0.243465573974049,0.237967084996788,0.21981526981527,0.458591118009162,0.460917613459986,0.391555555555556,0.46341046136375,0.355555555555556,0.410423425501433,0.419711336881148,0.379145299145299,0.335555555555555,0.315754268614681,-0.404315196998124,0.488073160880178,0.488073160880178,0.730977163959379,-0.658595032204739,0.45193278426317,0.42054341891154,0.42054341891154,0.42054341891154,0,-0.827309283413202,-0.402331036737596,-0.496082171680117,0.470488862349112,0.418854803675856,0.446553304236338,0.385254803675856,0.417916244511989,0.384582911178656,0.348412698412698,0.348412698412698,0.309523809523809,0.309523809523809,0.461239889143115,-0.3,0.266666666666667,0.396961599612245,-0.428541856925419,-0.461840770536423
"NOTCH",0.376122448979592,0.396071684587814,0.331555555555555,0.255555555555556,0.2,0.350952380952381,0.299871794871795,0.2,0.286666666666667,0.22,0.171014492753623,0.0814285714285714,0.0714285714285714,0.151206636500754,0.133333333333333,0.0833333333333333,0.343877192982456,0.0333333333333333,0.196123136123136,0.186267281105991,0.231428571428571,0.16,0.167368421052632,-0.46207729468599,0.52133655394525,0.52133655394525,0.487894132011779,-0.483824412443246,0.303451910408432,0.252727272727273,0.252727272727273,0.252727272727273,0,-0.572694963214488,-0.277307558342041,-0.529264069264069,0.383193948908235,0.314685314685315,0.350949050949051,0.269230769230769,0.314685314685315,0.269230769230769,0.2,0.2,0.1,0.1,0.338490566037736,0,0,0.329512503157363,-0.121794871794872,-0.28762157382847
"FUS",0.471776661338205,0.566086380498145,0.52490990990991,0.481666666666667,0.44,0.431171127722852,0.392609338318407,0.3,0.393240093240093,0.353846153846154,0.144879757923236,0.145253456221198,0.134285714285714,0.349419191919192,0.271472527472527,0.290833333333333,0.319853199835641,0.253333333333333,0.265818193408555,0.362424242424242,0.323787878787879,0.278787878787879,0.274493927125506,-0.461429872495446,0.527271151779834,0.527271151779834,0.494129299516052,-0.437831336122255,0.412610879143199,0.382479874776386,0.382479874776386,0.382479874776386,0,-0.48901949138753,-0.359386366332349,-0.53692938009895,0.326280807724955,0.379059829059829,0.302911242507563,0.344444444444444,0.275091693635383,0.241111111111111,0.3,0.196666666666667,0.25,0.15,0.404360806609682,-0.333333333333333,0.1,0.33714817519944,-0.324166666666667,-0.393063328424153
"TGF",0.529934640522876,0.546923177253163,0.590559540889527,0.524705882352941,0.46,0.474670008354219,0.439495798319328,0.333333333333333,0.423558897243108,0.376190476190476,0.231850419084462,0.225336289726534,0.211515151515151,0.265617816091954,0.341791979949875,0.203333333333333,0.459313453536755,0.153333333333333,0.319691948944526,0.38816091954023,0.343333333333333,0.273333333333333,0.17972972972973,-0.507068395626748,0.5589202474786,0.5589202474786,0.509528545324836,-0.513521916411825,0.3961876510657,0.339430894308943,0.339430894308943,0.339430894308943,0,-0.596686336929094,-0.37209601081812,-0.566639043326756,0.425974043026843,0.342264150943396,0.387959515181807,0.28,0.342264150943396,0.28,0.2,0.2,0.1,0.1,0.356084656084656,-0.133333333333333,0,0.182355757937153,-0.234367816091954,-0.409889069264069
"cfos",0.404645893403537,0.425145442792502,0.378991596638655,0.314285714285714,0.242857142857143,0.389064112011791,0.319178037152721,0.32,0.336521739130435,0.28,0.0813593203398301,0.0933521078682369,0.0788359788359788,0.159543721909313,0.157675438596491,0.10952380952381,0.364296788482835,0.0761904761904762,0.208611111111111,0.212051282051282,0.17051282051282,0.116666666666667,0.193055555555556,-0.509936507936508,0.560496175871478,0.560496175871478,0.536095005239259,-0.531877013204303,0.344785854721292,0.303322440087146,0.303322440087146,0.303322440087146,0,-0.611382005597785,-0.310553656869446,-0.571971819030643,0.427177771831237,0.364990253411306,0.398659253312719,0.328148148148148,0.365985985985986,0.328148148148148,0.28,0.28,0.2,0.2,0.39512315270936,-0.0333333333333333,0.1,0.365130149024012,-0.138556067588326,-0.31979020979021
"CDC42",0.404645893403537,0.425145442792502,0.378991596638655,0.314285714285714,0.342857142857143,0.389064112011791,0.319178037152721,0.22,0.336521739130435,0.28,0.0813593203398301,0.0933521078682369,0.0788359788359788,0.159543721909313,0.157675438596491,0.10952380952381,0.364296788482835,0.0761904761904762,0.208611111111111,0.212051282051282,0.17051282051282,0.116666666666667,0.193055555555556,-0.509936507936508,0.560496175871478,0.560496175871478,0.536095005239259,-0.531877013204303,0.344785854721292,0.303322440087146,0.303322440087146,0.303322440087146,0,-0.611382005597785,-0.310553656869446,-0.571971819030643,0.427177771831237,0.364990253411306,0.398659253312719,0.328148148148148,0.365985985985986,0.328148148148148,0.28,0.28,0.2,0.2,0.39512315270936,-0.0333333333333333,0.1,0.365130149024012,-0.138556067588326,-0.31979020979021
"NOTCHic",0.422024088323854,0.441878136200717,0.396071684587814,0.331555555555555,0.255555555555556,0.408095238095238,0.332146927146927,0.22,0.350952380952381,0.286666666666667,0.184860646599777,0.0979753340184995,0.0814285714285714,0.173787281662044,0.172868217054264,0.121794871794872,0.382338731443995,0.0833333333333333,0.221950950692673,0.228372544263885,0.186267281105991,0.231428571428571,0.221913875598086,-0.515648723257419,0.570966183574879,0.570966183574879,0.529141616921236,-0.529869037189696,0.344338609915821,0.303451910408432,0.303451910408432,0.303451910408432,0,-0.622618158298973,-0.308974225008708,-0.581865225333433,0.411438223717395,0.350169185653057,0.383193948908235,0.314685314685315,0.350949050949051,0.314685314685315,0.269230769230769,0.269230769230769,0.2,0.2,0.38293501048218,-0.0333333333333333,0.1,0.35217916982403,-0.151206636500754,-0.331283545659456
"TCFLEF",0.614446398496816,0.603596253742929,0.576201295759735,0.546012616514452,0.506477732793522,0.52671793023349,0.434796949900043,0.431428571428571,0.500511033681765,0.472891986062718,0.201835125448029,0.184830252599039,0.175003663003663,0.282674701642444,0.310638353009585,0.24047619047619,0.426518451091731,0.216666666666667,0.283293860368487,0.3952389606249,0.370572293958234,0.345082097879802,0.199533075221698,-0.439831393853671,0.576065525961318,0.576065525961318,0.484297302582418,-0.437835684527394,0.409133617951593,0.384859211619139,0.384859211619139,0.384859211619139,0,-0.606508550992106,-0.357627540528069,-0.587116587591555,0.210151442231125,0.270105698162323,0.190444672071574,0.2411337355455,0.266163889562943,0.237457264957265,0.209509803921569,0.205833333333333,0.174509803921569,0.170833333333333,0.601278836060399,-0.183333333333333,0.133333333333333,0.32270995870529,-0.261443932411674,-0.43627654676835
"PAK1",0.439837531034199,0.460682632875146,0.425145442792502,0.378991596638655,0.314285714285714,0.438397445345124,0.348334663658745,0.28,0.389064112011791,0.336521739130435,0.100476967398654,0.108190817545656,0.0933521078682369,0.182543721909313,0.187305068226121,0.138556067588326,0.396519010705057,0.10952380952381,0.234377982276755,0.245018315018315,0.212051282051282,0.17051282051282,0.225728822882288,-0.55255945875618,0.601332188733215,0.601332188733215,0.571426522042166,-0.570959582011642,0.380402293077457,0.344785854721292,0.344785854721292,0.344785854721292,0,-0.652828459005295,-0.337061883560488,-0.613088570299678,0.451210921002508,0.397673180240574,0.427177771831237,0.364990253411306,0.398659253312719,0.365985985985986,0.328148148148148,0.328148148148148,0.28,0.28,0.432859001765963,-0.0761904761904762,0.2,0.384708462277024,-0.159543721909313,-0.354596839624464
"LIV1",0.439837531034199,0.460682632875146,0.425145442792502,0.378991596638655,0.314285714285714,0.438397445345124,0.348334663658745,0.28,0.389064112011791,0.336521739130435,0.100476967398654,0.108190817545656,0.0933521078682369,0.182543721909313,0.187305068226121,0.138556067588326,0.396519010705057,0.10952380952381,0.234377982276755,0.245018315018315,0.212051282051282,0.17051282051282,0.225728822882288,-0.55255945875618,0.601332188733215,0.601332188733215,0.571426522042166,-0.570959582011642,0.380402293077457,0.344785854721292,0.344785854721292,0.344785854721292,0,-0.652828459005295,-0.337061883560488,-0.613088570299678,0.451210921002508,0.397673180240574,0.427177771831237,0.364990253411306,0.398659253312719,0.365985985985986,0.328148148148148,0.328148148148148,0.28,0.28,0.432859001765963,-0.0761904761904762,0.2,0.384708462277024,-0.159543721909313,-0.354596839624464
"EGR1",0.439837531034199,0.460682632875146,0.425145442792502,0.378991596638655,0.314285714285714,0.438397445345124,0.348334663658745,0.28,0.389064112011791,0.336521739130435,0.100476967398654,0.108190817545656,0.0933521078682369,0.182543721909313,0.187305068226121,0.138556067588326,0.396519010705057,0.10952380952381,0.234377982276755,0.245018315018315,0.212051282051282,0.17051282051282,0.225728822882288,-0.55255945875618,0.601332188733215,0.601332188733215,0.571426522042166,-0.570959582011642,0.380402293077457,0.344785854721292,0.344785854721292,0.344785854721292,0,-0.652828459005295,-0.337061883560488,-0.613088570299678,0.451210921002508,0.397673180240574,0.427177771831237,0.364990253411306,0.398659253312719,0.365985985985986,0.328148148148148,0.328148148148148,0.28,0.28,0.432859001765963,-0.0761904761904762,0.2,0.384708462277024,-0.159543721909313,-0.354596839624464
"ZEB1",0.462596263385737,0.493479379820513,0.458290513021308,0.41632160110421,0.362698412698413,0.364253055482283,0.346058667798103,0.216666666666667,0.322549019607843,0.276666666666667,0.18460372960373,0.178685513648111,0.16606415442481,0.270739113827349,0.284223396088996,0.223106060606061,0.468062493062493,0.195833333333333,0.333681235467319,0.361278069319014,0.326838235294118,0.289583333333333,0.292621280664975,-0.552137225093747,0.604264121104788,0.604264121104788,0.525829649717106,-0.642375312335622,0.451277892811881,0.41953186106585,0.41953186106585,0.41953186106585,0,-0.645769506532668,-0.384847426324231,-0.623383738277859,0.496274302312195,0.450630335462127,0.474778975209391,0.420975163048334,0.44911052601153,0.419493801272854,0.384436701509872,0.38223889931207,0.338095238095238,0.335897435897436,0.479981250063862,-0.158333333333333,0.266666666666667,0.399331315285335,-0.248596256684492,-0.331819892887087
"TGFR",0.574979685567921,0.595286813616799,0.546923177253163,0.590559540889527,0.524705882352941,0.51692352948098,0.477181258259981,0.376190476190476,0.474670008354219,0.423558897243108,0.247639892768672,0.238379767987403,0.225336289726534,0.294026907001045,0.373556685832228,0.234367816091954,0.502276416499718,0.203333333333333,0.351078810258395,0.431639180409795,0.38816091954023,0.343333333333333,0.22222972972973,-0.556159304717657,0.606046684260209,0.606046684260209,0.55641456177607,-0.563931273136971,0.441910364930007,0.3961876510657,0.3961876510657,0.3961876510657,0,-0.649454503019059,-0.408076159701495,-0.61410172989392,0.456977627256234,0.387718696397942,0.425974043026843,0.342264150943396,0.387959515181807,0.342264150943396,0.28,0.28,0.2,0.2,0.410395000912242,-0.153333333333333,0.1,0.209720966482423,-0.265617816091954,-0.450468779408997
"Csl",0.45709655209197,0.477037953552315,0.441878136200717,0.396071684587814,0.331555555555555,0.457008281573499,0.362027405234577,0.286666666666667,0.408095238095238,0.350952380952381,0.206429274050757,0.114086445129611,0.0979753340184995,0.197925212696527,0.204651162790698,0.151206636500754,0.414596795960124,0.121794871794872,0.248513450692673,0.262008907900249,0.228372544263885,0.186267281105991,0.251995176411094,-0.559934437543133,0.612955133851122,0.612955133851122,0.564171557040996,-0.568919573177445,0.37902495677929,0.344338609915821,0.344338609915821,0.344338609915821,0,-0.664357796360853,-0.335009727967288,-0.624348885464152,0.435307714272633,0.382427250169186,0.411438223717395,0.350169185653057,0.383193948908235,0.350949050949051,0.314685314685315,0.314685314685315,0.269230769230769,0.269230769230769,0.419695935932052,-0.0833333333333333,0.2,0.371032128945445,-0.173787281662044,-0.367689075613373
"SMAD",0.491808537824472,0.511756094401403,0.474104272539055,0.427818558253341,0.368398268398268,0.469382397696717,0.394823227901902,0.314285714285714,0.420343936158256,0.369124423963134,0.228424908424908,0.117785475394171,0.203775813558422,0.301001683501683,0.309117076808352,0.250833333333333,0.425081369248036,0.220833333333333,0.352736646092977,0.364527131782946,0.328527131782946,0.286666666666667,0.254366529220384,-0.57317102650436,0.625306636922879,0.625306636922879,0.572948411487786,-0.577832871485983,0.461360992989312,0.426027659655978,0.426027659655978,0.426027659655978,0,-0.671786497172052,-0.370439690106793,-0.635389874494792,0.446345304065416,0.392869291434241,0.422193197179497,0.359292649098474,0.393621768608068,0.36004243281471,0.321428571428571,0.321428571428571,0.271428571428571,0.271428571428571,0.427652871223824,-0.183333333333333,0.2,0.282004037312018,-0.276759259259259,-0.387828106852497
"SNAI1",0.470418176195489,0.491703041038412,0.460682632875146,0.425145442792502,0.378991596638655,0.475168745793555,0.274631622513843,0.336521739130435,0.438397445345124,0.389064112011791,0.118334110255796,0.119411532712117,0.108190817545656,0.204485469482129,0.217166179337232,0.159543721909313,0.425314822223382,0.138556067588326,0.257907394041461,0.27603872318158,0.245018315018315,0.212051282051282,0.24740182668457,-0.589631109846523,0.636313647324068,0.636313647324068,0.601210888618985,-0.603669214721275,0.408797354805852,0.380402293077457,0.380402293077457,0.380402293077457,0,-0.688359594536431,-0.359055239042216,-0.649250576085599,0.471014182716202,0.426375191209496,0.451210921002508,0.397673180240574,0.427177771831237,0.398659253312719,0.364990253411306,0.365985985985986,0.328148148148148,0.328148148148148,0.464793733700695,-0.10952380952381,0.28,0.400720546869169,-0.182543721909313,-0.386664350172987
"GLI",0.499338512949039,0.617030595336353,0.577838196286472,0.530402298850575,0.468333333333333,0.556203750209275,0.409670390399874,0.402857142857143,0.509242424242424,0.461190476190476,0.15473324072645,0.158369988985897,0.144856475472383,0.324973091900828,0.239155739050006,0.273339598997494,0.428402518741502,0.247023809523809,0.276800336507992,0.291431097637994,0.254288240495137,0.214288240495137,0.233301153124162,-0.586816816816817,0.636728537293053,0.636728537293053,0.591123666285498,-0.591384827839697,0.472468749414785,0.434620143837095,0.434620143837095,0.434620143837095,0,-0.675987493901313,-0.425139309989497,-0.64740096848456,0.473736080468371,0.41538939803787,0.447628296037233,0.478368121442125,0.415810114219051,0.37874114870181,0.434838709677419,0.334838709677419,0.38,0.28,0.445668780193237,-0.20952380952381,0.2,0.347532195606938,-0.299870211242392,-0.408715571088957
