"","FOXC2","TGF","TGFR","CDC42","PAK1","MEK","SNAI1","ERK","EGR1","cfos","HEY1","SMAD","ILK","SHH","AKT","TWIST1","IKK","NFB","SMO","FUS","Jagged","Csn","NOTCH","NOTCHic","Csl","SOSGRB2","KLF4","ZEB2","ZEB1","SNAI2","cateninmemb","RAS","RAF","PI3K","DELTA","Ecadherin","GSK3","miR200","cateninnuc","GLI","TCFLEF","Wnt","CD44","cMet","Frizzled","SRC","DSH","STAT","AXIN2","TrCP","SUFU","LIV1","Destcompl","Patched","RKIP"
"ERK",0.366336814267849,0.393626098757417,0.363955769087088,0.320890075656431,0.267619047619048,0.202014900885486,0.269526798858594,0.16887880621093,0.187241379310345,0.225019157088123,0.175163637660932,0.177230690949432,0.165950203144554,0.244935716648265,0.209654669948788,0.432541685739858,0.185580595874714,0.156168831168831,0.208590163934426,0.184,0.298312447972428,0.110714285714286,0.275214689455382,0.247638087784073,0.21041181041181,0.063232023721275,-0.404802420117224,0.442727539258453,0.442727539258453,0.688060018686205,-0.544787964800055,0.15497903448755,0.127563304150472,0.127563304150472,0.127563304150472,-0.618750804129241,-0.213892573209554,-0.452366779497521,0.420336830702416,0.378681669207985,0.400545164035749,0.352867132867133,0.377496836898203,0.351288185498712,0.32,0.318421052631579,0.27,0.268421052631579,0.411646311331399,-0.0857142857142857,-0.14,0.2,0.0586129095214099,-0.227544412300439,-0.284800235883827
"STAT",0.218786639400136,0.21176467189053,0.194856459330144,0.165909090909091,0.140909090909091,0.216683006535948,0.148182485181735,0.201388888888889,0.2,0.188888888888889,0.0586666666666667,0.0655599303752106,0.0615136876006441,0.0628225972422309,0.0446305418719212,0.0802251471666764,0.0342857142857143,0.02,0.045,0.025,0.0675142417782127,0,0.0341282458929518,0.0204027556968733,-0.00392156862745098,0.0560688665710187,-0.326728064963359,0.442935269858347,0.442935269858347,0.105172295404854,-0.0628629869659736,-0.0274130393151528,-0.0400567174760723,-0.0400567174760723,-0.0400567174760723,-0.20560603104461,0.0423809523809524,-0.458532927961468,0.0325315917856516,0.0111440030557678,0.0224004833231963,-0.00146103896103896,0.0113594738594739,-0.00146103896103896,-0.0196428571428571,-0.0196428571428571,-0.0571428571428571,-0.0571428571428571,-0.0431294196000078,0,0,0,-0.0634173280695643,-0.0566279069767442,-0.172402628192102
"cMet",0.381932773109244,0.369642857142857,0.345833333333333,0.333333333333333,0.3,0.321390374331551,0.283072386849477,0.327272727272727,0.2,0.3,0.11359649122807,0.109429824561404,0.0969298245614035,0.0718518518518519,0.157692307692308,0.22952380952381,0.15,0.15,0.0333333333333333,0.0333333333333333,0.0857051282051282,0.1,0.143809523809524,0.12,0.12,0.0333333333333333,-0.319444444444444,0.452777777777778,0.452777777777778,0.175588064791134,-0.0767325250710971,0.194748508098892,0.164313725490196,0.164313725490196,0.164313725490196,-0.239906204906205,-0.131168831168831,-0.464189723320158,0.0612554978008796,0,0.0344262295081967,-0.05,0,-0.05,-0.1,0,-0.1,0,-0.0641251221896383,-0.1,0,0.1,-0.098555900621118,-0.0533333333333333,-0.382828282828283
"Jagged",0.312857142857143,0.331555555555555,0.255555555555556,0.2,0.2,0.286666666666667,0.258333333333333,0.22,0.1,0.2,0.166666666666667,0.0714285714285714,0.0666666666666667,0.121794871794872,0.0888888888888889,0.293,0.0333333333333333,0,0.0333333333333333,0,0.166493506493506,0,0.231428571428571,0.16,0.1,0.0666666666666667,-0.405555555555556,0.46207729468599,0.46207729468599,0.43868778280543,-0.431991951710262,0.252727272727273,0.18,0.18,0.18,-0.513017543859649,-0.23639846743295,-0.472121212121212,0.350949050949051,0.269230769230769,0.314685314685315,0.2,0.269230769230769,0.2,0.1,0.1,0,0,0.28,0,0,0,0.300540540540541,-0.0833333333333333,-0.235897435897436
"DELTA",0.312857142857143,0.331555555555555,0.255555555555556,0.2,0.2,0.286666666666667,0.258333333333333,0.22,0.1,0.2,0.166666666666667,0.0714285714285714,0.0666666666666667,0.121794871794872,0.0888888888888889,0.293,0.0333333333333333,0,0.0333333333333333,0,0.166493506493506,0,0.231428571428571,0.16,0.1,0.0666666666666667,-0.405555555555556,0.46207729468599,0.46207729468599,0.43868778280543,-0.431991951710262,0.252727272727273,0.18,0.18,0.18,-0.513017543859649,-0.23639846743295,-0.472121212121212,0.350949050949051,0.269230769230769,0.314685314685315,0.2,0.269230769230769,0.2,0.1,0.1,0,0,0.28,0,0,0,0.300540540540541,-0.0833333333333333,-0.235897435897436
"NFB",0.543623370874367,0.574761539445084,0.529191919191919,0.469191919191919,0.405555555555556,0.299369735955102,0.323971886243663,0.246922183507549,0.142857142857143,0.176190476190476,0.198011573050273,0.199220789616275,0.18578795379538,0.281035559863977,0.358121122727864,0.568179271708683,0.321042471042471,0.264285714285714,0.228148148148148,0.18,0.313312588916683,0.314285714285714,0.403174603174603,0.362914862914863,0.307359307359307,0.274078431372549,-0.41529304029304,0.474843833722237,0.474843833722237,0.69890253417538,-0.61265624380123,0.412103108750968,0.378260869565217,0.378260869565217,0.378260869565217,-0.730857473036303,-0.252206869751074,-0.479293751915583,0.465961828028842,0.409947181407856,0.439530455479823,0.376239316239316,0.40957264957265,0.376239316239316,0.331623931623932,0.331623931623932,0.277777777777778,0.277777777777778,0.443520770010132,-0.3,-0.12,0.2,0.159531272477971,-0.2557343550447,-0.315386920500617
"SRC",0.40859943977591,0.400551948051948,0.369642857142857,0.345833333333333,0.333333333333333,0.33903743315508,0.308263226544133,0.321390374331551,0.3,0.327272727272727,0.126804038397881,0.113934329065908,0.109429824561404,0.0953812636165577,0.168803418803419,0.258834154351396,0.157692307692308,0.15,0.0533333333333333,0.0333333333333333,0.110475770406963,0.15,0.168809523809524,0.143809523809524,0.12,0.0296296296296296,-0.354328165374677,0.481079664570231,0.481079664570231,0.207151486620042,-0.109673701541685,0.222440815791199,0.194748508098892,0.194748508098892,0.194748508098892,-0.273239538239538,-0.152380952380952,-0.493078612209047,0.0811660123422667,0.0344262295081967,0.0612554978008796,0,0.0344262295081967,0,-0.05,-0.05,-0.1,0,-0.0271686004505079,-0.1,-0.0333333333333333,0,-0.079581541646759,-0.0718518518518519,-0.405408927989573
"SMO",0.431379310344828,0.52490990990991,0.481666666666667,0.44,0.4,0.393846153846154,0.363364055299539,0.353846153846154,0.2,0.3,0.128937728937729,0.132903225806452,0.12,0.324166666666667,0.23452380952381,0.284858387799564,0.192857142857143,0.15,0.253333333333333,0.333333333333333,0.239312169312169,0.1,0.322377622377622,0.278787878787879,0.233333333333333,0.25,-0.413888888888889,0.482485875706215,0.482485875706215,0.458239821078297,-0.399283850088736,0.379464285714286,0.34375,0.34375,0.34375,-0.446083963266817,-0.334539969834088,-0.492374924653406,0.302911242507563,0.344444444444444,0.275091693635383,0.3,0.241111111111111,0.196666666666667,0.25,0.15,0.2,0.1,0.366472607851918,0,-0.3,0.1,0.319191970819878,-0.290833333333333,-0.351428571428571
"TWIST1",0.536864045556844,0.523935454616862,0.485438871473354,0.440438871473354,0.381818181818182,0.472253012687795,0.479416436165615,0.42719806763285,0.277777777777778,0.367777777777778,0.242857142857143,0.236439015055837,0.219105681722504,0.458244827222448,0.458180928297577,0.465609313137917,0.415572232645403,0.369230769230769,0.391555555555556,0.355555555555556,0.410228291267965,0.3,0.418125617072985,0.378412698412698,0.335555555555555,0.209842845326716,-0.404315196998124,0.488073160880178,0.488073160880178,0.730929438908699,-0.658642259734095,0.447569393702705,0.416231365533691,0.416231365533691,0.416231365533691,-0.827486360185861,-0.40212405194157,-0.496082171680117,0.470532602683722,0.418854803675856,0.446553304236338,0.385254803675856,0.417916244511989,0.384582911178656,0.348412698412698,0.348412698412698,0.309523809523809,0.309523809523809,0.461239889143115,-0.2,-0.3,0.266666666666667,0.396961599612245,-0.428541856925419,-0.460313229612182
"NOTCH",0.376122448979592,0.396071684587814,0.331555555555555,0.255555555555556,0.2,0.348205128205128,0.299871794871795,0.286666666666667,0.2,0.22,0.171014492753623,0.0814285714285714,0.0714285714285714,0.151206636500754,0.133333333333333,0.342152542372881,0.0888888888888889,0.0333333333333333,0.0833333333333333,0.0333333333333333,0.196123136123136,0,0.186267281105991,0.231428571428571,0.16,0.0952380952380952,-0.46207729468599,0.52133655394525,0.52133655394525,0.487894132011779,-0.483824412443246,0.301981004070556,0.252727272727273,0.252727272727273,0.252727272727273,-0.572694963214488,-0.277307558342041,-0.529264069264069,0.383193948908235,0.314685314685315,0.350949050949051,0.269230769230769,0.314685314685315,0.269230769230769,0.2,0.2,0.1,0.1,0.338490566037736,0,0,0,0.329512503157363,-0.121794871794872,-0.28762157382847
"FUS",0.472168784029038,0.566399271612038,0.52490990990991,0.481666666666667,0.44,0.432117758784425,0.391935483870968,0.393846153846154,0.3,0.353846153846154,0.14364361129067,0.143870967741935,0.132903225806452,0.348656462585034,0.269139194139194,0.320984042249826,0.23452380952381,0.192857142857143,0.290833333333333,0.253333333333333,0.265372775372775,0.15,0.361013986013986,0.322377622377622,0.278787878787879,0.258108108108108,-0.461429872495446,0.527271151779834,0.527271151779834,0.493851331869664,-0.437831336122255,0.409509128763613,0.379464285714286,0.379464285714286,0.379464285714286,-0.48901949138753,-0.358701043659591,-0.53692938009895,0.326280807724955,0.379059829059829,0.302911242507563,0.344444444444444,0.275091693635383,0.241111111111111,0.3,0.196666666666667,0.25,0.15,0.404360806609682,-0.1,-0.333333333333333,0.1,0.337320625790638,-0.324166666666667,-0.391634756995582
"TGF",0.534673913043478,0.55047619047619,0.593333333333333,0.526666666666667,0.46,0.472396106545433,0.442803560076287,0.423558897243108,0.333333333333333,0.376190476190476,0.231850419084462,0.22603128054741,0.211515151515151,0.265617816091954,0.341791979949875,0.465185185185185,0.315476190476191,0.258333333333333,0.203333333333333,0.153333333333333,0.319691948944526,0.233333333333333,0.38816091954023,0.343333333333333,0.273333333333333,0.152083333333333,-0.507068395626748,0.559795668354021,0.559795668354021,0.51086636890726,-0.514243894589953,0.396839826839827,0.34047619047619,0.34047619047619,0.34047619047619,-0.597978803812028,-0.375373528406796,-0.567284583232859,0.427072763383588,0.342264150943396,0.388316782522344,0.28,0.342264150943396,0.28,0.2,0.2,0.1,0.1,0.356084656084656,-0.2,-0.133333333333333,0,0.180510097044069,-0.234367816091954,-0.411688311688312
"cfos",0.403776730204277,0.424446142093201,0.378991596638655,0.314285714285714,0.242857142857143,0.383636363636364,0.319178037152721,0.334545454545455,0.32,0.28,0.0813593203398301,0.0933521078682369,0.0788359788359788,0.159543721909313,0.157675438596491,0.362155844155844,0.120833333333333,0.0833333333333333,0.10952380952381,0.0761904761904762,0.208611111111111,0.0333333333333333,0.212051282051282,0.17051282051282,0.116666666666667,0.129487179487179,-0.509936507936508,0.560496175871478,0.560496175871478,0.535891553701773,-0.531877013204303,0.342413984461709,0.302413984461709,0.302413984461709,0.302413984461709,-0.61120282246208,-0.310213744588745,-0.571971819030643,0.427177771831237,0.364990253411306,0.398659253312719,0.328148148148148,0.365985985985986,0.328148148148148,0.28,0.28,0.2,0.2,0.39512315270936,0,-0.0333333333333333,0.1,0.365130149024012,-0.138556067588326,-0.31979020979021
"CDC42",0.403776730204277,0.424446142093201,0.378991596638655,0.314285714285714,0.342857142857143,0.383636363636364,0.319178037152721,0.334545454545455,0.22,0.28,0.0813593203398301,0.0933521078682369,0.0788359788359788,0.159543721909313,0.157675438596491,0.362155844155844,0.120833333333333,0.0833333333333333,0.10952380952381,0.0761904761904762,0.208611111111111,0.0333333333333333,0.212051282051282,0.17051282051282,0.116666666666667,0.129487179487179,-0.509936507936508,0.560496175871478,0.560496175871478,0.535891553701773,-0.531877013204303,0.342413984461709,0.302413984461709,0.302413984461709,0.302413984461709,-0.61120282246208,-0.310213744588745,-0.571971819030643,0.427177771831237,0.364990253411306,0.398659253312719,0.328148148148148,0.365985985985986,0.328148148148148,0.28,0.28,0.2,0.2,0.39512315270936,0,-0.0333333333333333,0.1,0.365130149024012,-0.138556067588326,-0.31979020979021
"NOTCHic",0.421283739302172,0.441294614524119,0.396071684587814,0.331555555555555,0.255555555555556,0.402051282051282,0.332146927146927,0.348205128205128,0.22,0.286666666666667,0.184860646599777,0.0979753340184995,0.0814285714285714,0.173787281662044,0.172868217054264,0.380517322247095,0.133333333333333,0.0888888888888889,0.121794871794872,0.0833333333333333,0.221950950692673,0.0333333333333333,0.228372544263885,0.186267281105991,0.231428571428571,0.143625192012289,-0.515648723257419,0.570966183574879,0.570966183574879,0.528976296340436,-0.529869037189696,0.341374943464496,0.301981004070556,0.301981004070556,0.301981004070556,-0.622465254179266,-0.308712517019727,-0.581865225333433,0.411438223717395,0.350169185653057,0.383193948908235,0.314685314685315,0.350949050949051,0.314685314685315,0.269230769230769,0.269230769230769,0.2,0.2,0.38293501048218,0,-0.0333333333333333,0.1,0.35217916982403,-0.151206636500754,-0.331283545659456
"TCFLEF",0.613427514832256,0.602949546266129,0.575311355311355,0.545787545787546,0.507692307692308,0.530198849397794,0.430568199926612,0.503804797353184,0.433333333333333,0.476923076923077,0.192574425574426,0.176098210779551,0.166509169683661,0.277914488966318,0.303636363636364,0.428985888630965,0.283636363636364,0.263636363636364,0.235714285714286,0.211904761904762,0.280519934785831,0.23030303030303,0.388520301049713,0.363941176470588,0.337941176470588,0.110440735986307,-0.437901515151515,0.573467251178324,0.573467251178324,0.481846019894523,-0.437152100338657,0.411466507269633,0.387281724660937,0.387281724660937,0.387281724660937,-0.605350645909976,-0.354137744931221,-0.5847361770214,0.20934937809492,0.2698837355455,0.18995675336607,0.2411337355455,0.265938277615493,0.237457264957265,0.209509803921569,0.205833333333333,0.174509803921569,0.170833333333333,0.601138796946026,-0.166666666666667,-0.183333333333333,0.133333333333333,0.324185643470816,-0.256039488966318,-0.429706428836864
"PAK1",0.43894914399738,0.459965267776261,0.424446142093201,0.378991596638655,0.314285714285714,0.430398953564421,0.348056318775632,0.383636363636364,0.28,0.334545454545455,0.100476967398654,0.107915214664353,0.0933521078682369,0.182543721909313,0.186647401213314,0.394764539808018,0.157675438596491,0.120833333333333,0.138556067588326,0.10952380952381,0.234377982276755,0.0833333333333333,0.244647967134155,0.212051282051282,0.17051282051282,0.158254302774851,-0.55255945875618,0.601332188733215,0.601332188733215,0.571095173611275,-0.570888002215292,0.376832589112872,0.342413984461709,0.342413984461709,0.342413984461709,-0.652517701354814,-0.336625402147943,-0.613088570299678,0.451177771831237,0.397673180240574,0.427177771831237,0.364990253411306,0.398659253312719,0.365985985985986,0.328148148148148,0.328148148148148,0.28,0.28,0.432859001765963,-0.0333333333333333,-0.0761904761904762,0.2,0.384679021204463,-0.159543721909313,-0.354234654234654
"LIV1",0.43894914399738,0.459965267776261,0.424446142093201,0.378991596638655,0.314285714285714,0.430398953564421,0.348056318775632,0.383636363636364,0.28,0.334545454545455,0.100476967398654,0.107915214664353,0.0933521078682369,0.182543721909313,0.186647401213314,0.394764539808018,0.157675438596491,0.120833333333333,0.138556067588326,0.10952380952381,0.234377982276755,0.0833333333333333,0.244647967134155,0.212051282051282,0.17051282051282,0.158254302774851,-0.55255945875618,0.601332188733215,0.601332188733215,0.571095173611275,-0.570888002215292,0.376832589112872,0.342413984461709,0.342413984461709,0.342413984461709,-0.652517701354814,-0.336625402147943,-0.613088570299678,0.451177771831237,0.397673180240574,0.427177771831237,0.364990253411306,0.398659253312719,0.365985985985986,0.328148148148148,0.328148148148148,0.28,0.28,0.432859001765963,-0.0333333333333333,-0.0761904761904762,0.2,0.384679021204463,-0.159543721909313,-0.354234654234654
"EGR1",0.43894914399738,0.459965267776261,0.424446142093201,0.378991596638655,0.314285714285714,0.430398953564421,0.348056318775632,0.383636363636364,0.28,0.334545454545455,0.100476967398654,0.107915214664353,0.0933521078682369,0.182543721909313,0.186647401213314,0.394764539808018,0.157675438596491,0.120833333333333,0.138556067588326,0.10952380952381,0.234377982276755,0.0833333333333333,0.244647967134155,0.212051282051282,0.17051282051282,0.158254302774851,-0.55255945875618,0.601332188733215,0.601332188733215,0.571095173611275,-0.570888002215292,0.376832589112872,0.342413984461709,0.342413984461709,0.342413984461709,-0.652517701354814,-0.336625402147943,-0.613088570299678,0.451177771831237,0.397673180240574,0.427177771831237,0.364990253411306,0.398659253312719,0.365985985985986,0.328148148148148,0.328148148148148,0.28,0.28,0.432859001765963,-0.0333333333333333,-0.0761904761904762,0.2,0.384679021204463,-0.159543721909313,-0.354234654234654
"ZEB1",0.465120137431803,0.495364484178098,0.459931413311956,0.417799433616525,0.364176245210728,0.356791668047592,0.347052095304521,0.315559440559441,0.213636363636364,0.271969696969697,0.18460372960373,0.178353311051316,0.16606415442481,0.270739113827349,0.283075855105389,0.470806626937409,0.250701754385965,0.220701754385965,0.223106060606061,0.195833333333333,0.333846015388374,0.173333333333333,0.360656830724566,0.32621699669967,0.289583333333333,0.222808105872622,-0.552877562600551,0.605258973615972,0.605258973615972,0.526812524817419,-0.643198813120397,0.448241735685248,0.417273993749765,0.417273993749765,0.417273993749765,-0.646798439393736,-0.385297800191288,-0.624325691268721,0.497140855674135,0.450872070264829,0.475418742171199,0.420975163048334,0.449354912383965,0.419493801272854,0.384436701509872,0.38223889931207,0.338095238095238,0.335897435897436,0.48012547234277,-0.133333333333333,-0.158333333333333,0.266666666666667,0.398989690696108,-0.248596256684492,-0.332183548392891
"TGFR",0.580525441427758,0.599412360688956,0.55047619047619,0.593333333333333,0.526666666666667,0.513824677974005,0.480266686919945,0.472396106545433,0.376190476190476,0.423558897243108,0.248268329532223,0.239198540333886,0.22603128054741,0.294431375413988,0.374350119484758,0.508245683405826,0.341791979949875,0.315476190476191,0.234367816091954,0.203333333333333,0.351576006915541,0.258333333333333,0.432045811626561,0.38816091954023,0.343333333333333,0.18323087431694,-0.557068395626748,0.607720196655907,0.607720196655907,0.558320072610964,-0.56528315555993,0.441482683982684,0.396839826839827,0.396839826839827,0.396839826839827,-0.651300779961942,-0.410825851145183,-0.615671680007053,0.458693666837972,0.388070602556299,0.427072763383588,0.342264150943396,0.388316782522344,0.342264150943396,0.28,0.28,0.2,0.2,0.410591093852896,-0.233333333333333,-0.153333333333333,0.1,0.208131064786004,-0.265617816091954,-0.453116883116883
"Csl",0.45634121056654,0.476442006814369,0.441294614524119,0.396071684587814,0.331555555555555,0.44879684418146,0.361791195921631,0.402051282051282,0.286666666666667,0.348205128205128,0.206429274050757,0.113617792119058,0.0979753340184995,0.197925212696527,0.203576878471586,0.413248699222265,0.172868217054264,0.133333333333333,0.151206636500754,0.121794871794872,0.248513450692673,0.0888888888888889,0.261400067199665,0.228372544263885,0.186267281105991,0.170897919285016,-0.559934437543133,0.612955133851122,0.612955133851122,0.563853070052162,-0.56885986287777,0.375084924632104,0.341374943464496,0.341374943464496,0.341374943464496,-0.66409316115601,-0.334561852322534,-0.624348885464152,0.435280419257704,0.382427250169186,0.411438223717395,0.350169185653057,0.383193948908235,0.350949050949051,0.314685314685315,0.314685314685315,0.269230769230769,0.269230769230769,0.419695935932052,-0.0333333333333333,-0.0833333333333333,0.2,0.371009151542494,-0.173787281662044,-0.367097499147828
"SMAD",0.498007421477403,0.51620927237175,0.47836066679406,0.431991951710262,0.371428571428571,0.463502136167366,0.397538358147229,0.416627136167366,0.314285714285714,0.366009852216749,0.229016604874041,0.118454580747299,0.204578982661174,0.301602406693723,0.309927574633457,0.43306824043748,0.276143790849673,0.238888888888889,0.250833333333333,0.220833333333333,0.353976679234744,0.205555555555556,0.365195402298851,0.329195402298851,0.286666666666667,0.197172932330827,-0.575333164186459,0.627670631156279,0.627670631156279,0.575824850506546,-0.580314753423626,0.459387926887927,0.424707792207792,0.424707792207792,0.424707792207792,-0.674647271826466,-0.372570192438266,-0.637730415621913,0.448880776133312,0.394422483990829,0.424362032465632,0.35989010989011,0.395189712248536,0.360644257703081,0.321428571428571,0.321428571428571,0.271428571428571,0.271428571428571,0.428696207957508,-0.15,-0.183333333333333,0.2,0.280991130003331,-0.277438837920489,-0.389795021502339
"SNAI1",0.469571761532323,0.491013654873035,0.459965267776261,0.424446142093201,0.378991596638655,0.465992173903404,0.274259527331782,0.430398953564421,0.334545454545455,0.383636363636364,0.118088907697161,0.118669231969669,0.107915214664353,0.204333605177796,0.215520640649933,0.423585052628531,0.186647401213314,0.157675438596491,0.159543721909313,0.138556067588326,0.257817322677226,0.120833333333333,0.275100642031274,0.244647967134155,0.212051282051282,0.17590136159838,-0.589631109846523,0.636141536826696,0.636141536826696,0.600779525525311,-0.603530489261924,0.404839317456018,0.376832589112872,0.376832589112872,0.376832589112872,-0.68798478436288,-0.358479706783705,-0.649111625054721,0.470950616436297,0.426375191209496,0.451177771831237,0.397673180240574,0.427177771831237,0.398659253312719,0.364990253411306,0.365985985985986,0.328148148148148,0.328148148148148,0.464793733700695,-0.0833333333333333,-0.10952380952381,0.28,0.400664762909975,-0.182543721909313,-0.385458282926637
"GLI",0.499191068971448,0.616866227818388,0.577572110171329,0.530402298850575,0.468333333333333,0.549290243792574,0.409688494415674,0.504584361439632,0.402857142857143,0.459378881987578,0.15473324072645,0.158135608263711,0.144856475472383,0.324973091900828,0.238626703616935,0.428092680758216,0.206343239050006,0.175730994152047,0.273339598997494,0.247023809523809,0.276800336507992,0.138888888888889,0.291130345758295,0.254288240495137,0.214288240495137,0.181336238198983,-0.586816816816817,0.636728537293053,0.636728537293053,0.591015403899442,-0.591363051192571,0.469599096555618,0.432629399585921,0.432629399585921,0.432629399585921,-0.675868564374612,-0.425137532020474,-0.64740096848456,0.473749037220735,0.41538939803787,0.447628296037233,0.478368121442125,0.415810114219051,0.37874114870181,0.434838709677419,0.334838709677419,0.38,0.28,0.445668780193237,-0.0833333333333333,-0.20952380952381,0.2,0.347422393620632,-0.299870211242392,-0.408420480326192
