"","FOXC2","TGF","TGFR","CDC42","PAK1","EGR1","MEK","ERK","cfos","SNAI1","TWIST1","KLF4","cateninmemb","SOSGRB2","HEY1","Ecadherin","SMAD","ILK","Jagged","SHH","SNAI2","NFB","IKK","NOTCH","SMO","AKT","NOTCHic","Csl","FUS","miR200","Csn","GSK3","RAS","RAF","PI3K","DELTA","TrCP","SUFU","ZEB2","ZEB1","Patched","GLI","Wnt","cateninnuc","Frizzled","TCFLEF","CD44","cMet","SRC","DSH","STAT","LIV1","AXIN2","Destcompl","RKIP"
"CD44",0.367487684729064,0.361818181818182,0.346666666666667,0.3,0.2,0.3,0.411315789473684,0.385,0.325,0.350301659125189,0.341666666666667,-0.273333333333333,-0.135799484203739,-0.00238095238095239,0.16,-0.269361387966039,0.135311355311355,0.126739926739927,0.14983164983165,0.125980392156863,0.435998844709733,0.2,0.26,0.227450980392157,0.133333333333333,0.236923076923077,0.233333333333333,0.2,0.1,-0.414932126696833,0.2,-0.220910973084886,0.201960784313725,0.166666666666667,0.166666666666667,0.166666666666667,-0.1,-0.1,0.402745098039216,0.376470588235294,-0.108333333333333,0.0214285714285714,-0.05,0.124285714285714,-0.1,0.0814285714285714,0.0214285714285714,0.05,0,0,0.1,0.1,-0.0221052631578947,-0.163829787234043,-0.411555555555556
"ERK",0.347562688792991,0.37851094956092,0.350777193617973,0.305921226539783,0.251282051282051,0.181111111111111,0.202354618718867,0.167989293641468,0.22024154589372,0.246688806400292,0.419324255400205,-0.367695223026759,-0.533880885230571,0.116160423266565,0.117716802168022,-0.610361802692779,0.115899484607384,0.108387747518182,0.275346536169567,0.203638248977075,0.677071816964991,0.117142857142857,0.153374741200828,0.254907289409966,0.176666666666667,0.175660455486542,0.229249394673123,0.188571428571429,0.143333333333333,-0.42899899118606,0.06,-0.204470093974572,0.147955827526648,0.12123273200065,0.12123273200065,0.12123273200065,-0.04,-0.0833333333333333,0.405871220082504,0.397612129872192,-0.192456140350877,0.366871708181574,0.343838000316406,0.405298130345146,0.313605442176871,0.386921042039657,0.365740852366316,0.34187721600268,0.311644657863145,0.266666666666667,0.264705882352941,0.2,0.402387964318999,0.0489471469958562,-0.27365165055365
"cMet",0.388614445292444,0.391229946524064,0.361818181818182,0.346666666666667,0.3,0.325,0.413202581926514,0.411315789473684,0.385,0.380994728432119,0.379938271604938,-0.302745098039216,-0.184186580977933,0.00796387520525451,0.168108108108108,-0.316666777187596,0.156363986890303,0.135311355311355,0.18583164983165,0.152511004401761,0.4826655113764,0.26,0.236923076923077,0.25428024868484,0.108333333333333,0.240626780626781,0.227450980392157,0.233333333333333,0.133333333333333,-0.448265460030166,0.2,-0.253114362915395,0.240574645699864,0.201960784313725,0.201960784313725,0.201960784313725,-0.2,-0.1,0.430950226244344,0.414932126696833,-0.125980392156863,0.082404181184669,0.0214285714285714,0.154474393530997,-0.05,0.124285714285714,0.0814285714285714,0.0214285714285714,0.05,-0.1,0,0.1,0.0372167707404103,-0.134333384356345,-0.438086167800454
"Jagged",0.209803921568627,0.230952380952381,0.15,0.1,0.2,0.1,0.266666666666667,0.2,0.2,0.18,0.277489177489178,-0.366666666666667,-0.42383808095952,0.1,0.103333333333333,-0.502386874048777,-0.00575757575757576,0.00333333333333333,0.0879411764705882,0.0555555555555555,0.432533733133433,-0.1,-0.0666666666666667,0.141818181818182,-0.0666666666666667,0.00476190476190476,0.06,0,-0.1,-0.441228070175439,0,-0.226984126984127,0.246198830409357,0.177777777777778,0.177777777777778,0.177777777777778,0,0,0.433333333333333,0.383333333333333,1.11022302462516e-17,0.266666666666667,0.2,0.33987493987494,0.1,0.307407407407407,0.266666666666667,0.2,0.1,0,0,0,0.277777777777778,0.296204278812974,-0.215151515151515
"DELTA",0.209803921568627,0.230952380952381,0.15,0.1,0.2,0.1,0.266666666666667,0.2,0.2,0.18,0.277489177489178,-0.366666666666667,-0.42383808095952,0.1,0.103333333333333,-0.502386874048777,-0.00575757575757576,0.00333333333333333,0.0879411764705882,0.0555555555555555,0.432533733133433,-0.1,-0.0666666666666667,0.141818181818182,-0.0666666666666667,0.00476190476190476,0.06,0,-0.1,-0.441228070175439,0,-0.226984126984127,0.246198830409357,0.177777777777778,0.177777777777778,0.177777777777778,0,0,0.433333333333333,0.383333333333333,1.11022302462516e-17,0.266666666666667,0.2,0.33987493987494,0.1,0.307407407407407,0.266666666666667,0.2,0.1,0,0,0,0.277777777777778,0.296204278812974,-0.215151515151515
"SRC",0.385960705960706,0.377668918918919,0.350585585585586,0.331666666666667,0.325,0.3,0.321388888888889,0.308888888888889,0.32,0.288626126126126,0.235613275613276,-0.329411764705882,-0.076272507206583,-0.00144230769230769,0.0956410256410256,-0.231473095681621,0.065724358974359,0.0643910256410256,0.0705813953488372,0.0536974789915966,0.190914665141695,0.133333333333333,0.133333333333333,0.138480392156863,0.0142857142857143,0.136781609195402,0.117647058823529,0.1,0,-0.466247815224797,0.133333333333333,-0.138363392970206,0.204844759066071,0.181893939393939,0.181893939393939,0.181893939393939,-0.1,0,0.448791714614499,0.442334771746537,-0.0242857142857143,0.0198551935394041,-0.00977443609022556,0.0584825133267055,-0.0571428571428571,0.0417730017585821,0.0198551935394041,-0.00977443609022556,-0.0571428571428571,-0.1,0,0,-0.042872178368647,-0.0945632235274089,-0.390589293747188
"NFB",0.536214152954241,0.569850788891269,0.523643892339545,0.461904761904762,0.4,0.142857142857143,0.301870014043927,0.246625258799172,0.173291925465839,0.304356291480428,0.560398915667837,-0.388538611925709,-0.604608763738398,0.333045746388443,0.106548856548857,-0.72676099481269,0.0903452403452403,0.0908857808857809,0.29938080495356,0.239318711180124,0.692660947162748,0.23,0.297741935483871,0.397082066869301,0.188571428571429,0.338767576509512,0.355238095238095,0.295238095238095,0.126666666666667,-0.466193853427896,0.28,-0.246362244909756,0.409620737245022,0.376636444051305,0.376636444051305,0.376636444051305,-0.3,-0.0666666666666667,0.44924506387921,0.415555555555556,-0.219006211180124,0.402342237708091,0.370634920634921,0.454910613922126,0.327777777777778,0.430105082375021,0.401923264193203,0.370634920634921,0.327777777777778,0.277777777777778,0.277777777777778,0.2,0.438003593592442,0.153500213132998,-0.311620553359684
"SMO",0.419321889629735,0.513640238704177,0.472463768115942,0.433333333333333,0.4,0.2,0.389393939393939,0.35,0.3,0.344249512670565,0.274175824175824,-0.397368421052632,-0.387568172568173,0.25,0.0916666666666667,-0.434114236142818,0.0883333333333333,0.0783333333333333,0.215220779220779,0.286666666666667,0.452171717171717,0.133333333333333,0.176190476190476,0.308311688311688,0.22,0.219047619047619,0.265454545454545,0.22,0.3,-0.475120121879761,0.1,-0.330507743082,0.378311758199049,0.345781637717122,0.345781637717122,0.345781637717122,0,-0.3,0.466796992481203,0.427950310559006,-0.253333333333333,0.33952380952381,0.296666666666667,0.291240601503759,0.25,0.266240601503759,0.235714285714286,0.192857142857143,0.15,0.2,0.1,0.1,0.361904761904762,0.313581318124798,-0.342857142857143
"TWIST1",0.53245081852034,0.520243838720619,0.483302662250031,0.439712918660287,0.381818181818182,0.28,0.475748792270531,0.431304347826087,0.371304347826087,0.47197590239713,0.461730582781111,-0.393572418572419,-0.653440288806888,0.315091138641206,0.176060606060606,-0.820704897133137,0.15030155890621,0.136813186813187,0.396389628056529,0.435266913319239,0.729162137276926,0.366666666666667,0.41025641025641,0.413793348565626,0.377272727272727,0.451540813926135,0.375179487179487,0.333846153846154,0.35,-0.484353657244824,0.3,-0.401444626582748,0.45105543284916,0.420259585098295,0.420259585098295,0.420259585098295,-0.2,-0.3,0.47625348011545,0.437256883051276,-0.408522727272727,0.417103236381908,0.384582911178656,0.465634746119042,0.348412698412698,0.443300023069608,0.416141467339624,0.38389656938044,0.348412698412698,0.309523809523809,0.309523809523809,0.266666666666667,0.460045160442737,0.395172511572747,-0.456903115663679
"NOTCH",0.279803921568627,0.30018315018315,0.230952380952381,0.15,0.1,0.2,0.333333333333333,0.266666666666667,0.2,0.221176470588235,0.325315264445699,-0.433333333333333,-0.472556029677469,0.15,0.0866666666666667,-0.562803540715443,-0.0162838915470494,-0.00575757575757576,0.114256965944272,0.0859903381642512,0.47911758406511,-0.0666666666666667,0.00476190476190476,0.103356643356643,-1.11022302462516e-17,0.0619047619047619,0.141818181818182,0.06,-0.0666666666666667,-0.504864433811802,-0.1,-0.267524667524668,0.292865497076023,0.246198830409357,0.246198830409357,0.246198830409357,0,0.1,0.495495495495496,0.441228070175439,-0.0555555555555555,0.307407407407407,0.266666666666667,0.36987493987494,0.2,0.33987493987494,0.307407407407407,0.266666666666667,0.2,0.1,0.1,0,0.333333333333333,0.322690765299461,-0.26969696969697
"FUS",0.458890234953476,0.553870123761649,0.513640238704177,0.472463768115942,0.433333333333333,0.3,0.425196408529742,0.389393939393939,0.35,0.372898161319214,0.307509157509158,-0.443522267206478,-0.422703307703308,0.268367346938776,0.102777777777778,-0.474773576802159,0.092037037037037,0.0883333333333333,0.239665223665224,0.312,0.485377091451948,0.176190476190476,0.219047619047619,0.34658329324996,0.253333333333333,0.253830227743271,0.308311688311688,0.265454545454545,0.22,-0.518744282953586,0.133333333333333,-0.352927671907623,0.405834693978866,0.378311758199049,0.378311758199049,0.378311758199049,-0.1,-0.3,0.507882263799033,0.475120121879761,-0.286666666666667,0.37077380952381,0.33952380952381,0.312198685336095,0.296666666666667,0.291240601503759,0.266240601503759,0.235714285714286,0.192857142857143,0.25,0.15,0.1,0.397004099653106,0.329581318124798,-0.381493506493506
"cfos",0.303768315018315,0.323969972320044,0.280535628885701,0.209803921568627,0.133333333333333,0.3,0.370068649885584,0.317894736842105,0.26,0.236292474463206,0.325621662386368,-0.480681818181818,-0.517086559212645,0.159966914805624,-0.0185964912280702,-0.594176314563788,-0.00766312671035124,-0.0175222816399287,0.120592705167173,0.0824242424242424,0.523166558931265,-1.11022302462516e-17,0.05,0.128812974465148,0.0433333333333333,0.086,0.0896825396825397,0.0277777777777778,-0.00666666666666668,-0.544137757667169,-0.0666666666666667,-0.293236889692586,0.328917748917749,0.28952380952381,0.28952380952381,0.28952380952381,0.1,0.0666666666666667,0.535416666666667,0.495248868778281,-0.0733333333333333,0.351782461618527,0.320634920634921,0.410745414807626,0.277777777777778,0.383904559700738,0.353968253968254,0.320634920634921,0.277777777777778,0.2,0.2,0.1,0.385992105516511,0.355279338142462,-0.301957793033308
"CDC42",0.303768315018315,0.323969972320044,0.280535628885701,0.209803921568627,0.233333333333333,0.2,0.370068649885584,0.317894736842105,0.26,0.236292474463206,0.325621662386368,-0.480681818181818,-0.517086559212645,0.159966914805624,-0.0185964912280702,-0.594176314563788,-0.00766312671035124,-0.0175222816399287,0.120592705167173,0.0824242424242424,0.523166558931265,-1.11022302462516e-17,0.05,0.128812974465148,0.0433333333333333,0.086,0.0896825396825397,0.0277777777777778,-0.00666666666666668,-0.544137757667169,-0.0666666666666667,-0.293236889692586,0.328917748917749,0.28952380952381,0.28952380952381,0.28952380952381,0.1,0.0666666666666667,0.535416666666667,0.495248868778281,-0.0733333333333333,0.351782461618527,0.320634920634921,0.410745414807626,0.277777777777778,0.383904559700738,0.353968253968254,0.320634920634921,0.277777777777778,0.2,0.2,0.1,0.385992105516511,0.355279338142462,-0.301957793033308
"TGF",0.521679932970256,0.537962304409673,0.580067567567567,0.5125,0.45,0.333333333333333,0.467458828434438,0.416239316239316,0.371794871794872,0.428651623250926,0.457887805078816,-0.491428571428571,-0.50760992316949,0.172268907563025,0.175555555555556,-0.592498673007148,0.156172839506173,0.15,0.28415194040194,0.220434782608696,0.505395683453237,0.214285714285714,0.280952380952381,0.354484772632457,0.16,0.305090311986864,0.309803921568627,0.233333333333333,0.1,-0.553369664152049,0.2,-0.363653846153846,0.386631578947368,0.332631578947368,0.332631578947368,0.332631578947368,-0.2,-0.1,0.542648083623693,0.500681492109039,-0.19,0.338647342995169,0.277777777777778,0.41782691125834,0.2,0.381283001909898,0.338647342995169,0.277777777777778,0.2,0.1,0.1,0,0.353014084507042,0.168314536340852,-0.405302144249513
"NOTCHic",0.324133818475844,0.343731537279924,0.30018315018315,0.230952380952381,0.15,0.2,0.391228070175439,0.333333333333333,0.266666666666667,0.248573730862208,0.361193127041119,-0.487179487179487,-0.517453988861142,0.203846153846154,0.0843410852713178,-0.611113679880454,-0.00544051805307354,-0.0162838915470494,0.13251783550949,0.096759568933482,0.518100634912568,0.00476190476190476,0.0619047619047619,0.143707520549626,0.0555555555555555,0.101904761904762,0.103356643356643,0.141818181818182,-1.11022302462516e-17,-0.556266302970681,-0.0666666666666667,-0.29733235983236,0.332046783625731,0.292865497076023,0.292865497076023,0.292865497076023,0.1,0.0666666666666667,0.547074442863917,0.504864433811802,-0.0859903381642512,0.338176638176638,0.307407407407407,0.396466700174565,0.266666666666667,0.36987493987494,0.33987493987494,0.307407407407407,0.266666666666667,0.2,0.2,0.1,0.37431693989071,0.343325685934382,-0.313556618819777
"TCFLEF",0.605147027951725,0.593730390519953,0.568821965611528,0.54090318388564,0.502631578947368,0.429323308270677,0.521150359268459,0.496786722904823,0.470786722904823,0.422678053511958,0.420002801699047,-0.424493359401335,-0.419945634539285,0.194881297446515,0.156382783882784,-0.590592502050417,0.128137792987183,0.119828337399791,0.254968812375249,0.247389846743295,0.475339358312744,0.266666666666667,0.278205128205128,0.380167553696965,0.2125,0.293789543789544,0.358955432484844,0.338076311605723,0.2,-0.568831808858155,0.23030303030303,-0.351350283703225,0.401428925367591,0.379206703145369,0.379206703145369,0.379206703145369,-0.166666666666667,-0.166666666666667,0.557509417872198,0.538397026249459,-0.227083333333333,0.259257575757576,0.233257575757576,0.194888847900306,0.204166666666667,0.177114213293989,0.255016835016835,0.229090909090909,0.2,0.170833333333333,0.166666666666667,0.133333333333333,0.591628745951707,0.313744247651843,-0.428628794272645
"PAK1",0.334990034475329,0.355175646078909,0.323969972320044,0.280535628885701,0.209803921568627,0.26,0.417609633492141,0.370068649885584,0.317894736842105,0.262980577357097,0.354907376672083,-0.52526013143483,-0.55413256405526,0.193300248138958,-0.00109649122807018,-0.633107612273712,0.00518603530082194,-0.00766312671035124,0.144276915693489,0.102121212121212,0.556423175732185,0.05,0.086,0.15543167950112,0.0733333333333333,0.107518987341772,0.128812974465148,0.0896825396825397,0.0433333333333333,-0.583968266141746,-1.11022302462516e-17,-0.317548816298091,0.362438875678312,0.328917748917749,0.328917748917749,0.328917748917749,0.0666666666666667,0.00666666666666668,0.571648550724638,0.544137757667169,-0.0824242424242424,0.381782461618527,0.351782461618527,0.433489097118096,0.320634920634921,0.410745414807626,0.383904559700738,0.353968253968254,0.320634920634921,0.277777777777778,0.277777777777778,0.2,0.420653460098184,0.372937506225559,-0.332840145974484
"LIV1",0.334990034475329,0.355175646078909,0.323969972320044,0.280535628885701,0.209803921568627,0.26,0.417609633492141,0.370068649885584,0.317894736842105,0.262980577357097,0.354907376672083,-0.52526013143483,-0.55413256405526,0.193300248138958,-0.00109649122807018,-0.633107612273712,0.00518603530082194,-0.00766312671035124,0.144276915693489,0.102121212121212,0.556423175732185,0.05,0.086,0.15543167950112,0.0733333333333333,0.107518987341772,0.128812974465148,0.0896825396825397,0.0433333333333333,-0.583968266141746,-1.11022302462516e-17,-0.317548816298091,0.362438875678312,0.328917748917749,0.328917748917749,0.328917748917749,0.0666666666666667,0.00666666666666668,0.571648550724638,0.544137757667169,-0.0824242424242424,0.381782461618527,0.351782461618527,0.433489097118096,0.320634920634921,0.410745414807626,0.383904559700738,0.353968253968254,0.320634920634921,0.277777777777778,0.277777777777778,0.2,0.420653460098184,0.372937506225559,-0.332840145974484
"EGR1",0.334990034475329,0.355175646078909,0.323969972320044,0.280535628885701,0.209803921568627,0.26,0.417609633492141,0.370068649885584,0.317894736842105,0.262980577357097,0.354907376672083,-0.52526013143483,-0.55413256405526,0.193300248138958,-0.00109649122807018,-0.633107612273712,0.00518603530082194,-0.00766312671035124,0.144276915693489,0.102121212121212,0.556423175732185,0.05,0.086,0.15543167950112,0.0733333333333333,0.107518987341772,0.128812974465148,0.0896825396825397,0.0433333333333333,-0.583968266141746,-1.11022302462516e-17,-0.317548816298091,0.362438875678312,0.328917748917749,0.328917748917749,0.328917748917749,0.0666666666666667,0.00666666666666668,0.571648550724638,0.544137757667169,-0.0824242424242424,0.381782461618527,0.351782461618527,0.433489097118096,0.320634920634921,0.410745414807626,0.383904559700738,0.353968253968254,0.320634920634921,0.277777777777778,0.277777777777778,0.2,0.420653460098184,0.372937506225559,-0.332840145974484
"ZEB1",0.457469890047355,0.488667180772444,0.454456654456654,0.412698412698413,0.357142857142857,0.213636363636364,0.36170403416249,0.320471806674338,0.273636363636364,0.339798895020153,0.464300880930782,-0.529384478144514,-0.635641816273395,0.2896875,0.0792989417989418,-0.643960968718551,0.0665458360567561,0.0579956501831502,0.3032017961692,0.243017814378574,0.520665842427028,0.2,0.22962962962963,0.349771134261616,0.199324324324324,0.261803542673108,0.315799842395587,0.27962962962963,0.175,-0.620221027479092,0.14,-0.379803540082881,0.44605619974041,0.41541646910068,0.41541646910068,0.41541646910068,-0.1,-0.125,0.583649888848546,0.582586618876942,-0.223374957235717,0.44398937931687,0.416314102564103,0.487734612540794,0.380897435897436,0.467238388161075,0.442384586991484,0.414503546099291,0.378333333333333,0.335897435897436,0.333333333333333,0.266666666666667,0.47452380952381,0.392759310875227,-0.329503017890115
"Csl",0.355541760714111,0.374999142913727,0.343731537279924,0.30018315018315,0.230952380952381,0.266666666666667,0.438663967611336,0.391228070175439,0.333333333333333,0.276168667571069,0.390938169534037,-0.532634032634033,-0.554580314801355,0.233943241224795,0.103490021441531,-0.650577281413021,0.00897808659808925,-0.00544051805307354,0.156899460951186,0.11725646334342,0.55131297611039,0.0619047619047619,0.101904761904762,0.171707520549626,0.0859903381642512,0.126394557823129,0.143707520549626,0.103356643356643,0.0555555555555555,-0.597318934549628,0.00476190476190476,-0.321580147442979,0.36494438711157,0.332046783625731,0.332046783625731,0.332046783625731,0.0666666666666667,1.11022302462516e-17,0.584623849978541,0.556266302970681,-0.096759568933482,0.368225899260382,0.338176638176638,0.419005929846463,0.307407407407407,0.396466700174565,0.36987493987494,0.33987493987494,0.307407407407407,0.266666666666667,0.266666666666667,0.2,0.40847843057394,0.360430949092276,-0.346497795290365
"TGFR",0.566064959708224,0.585601789388214,0.537962304409673,0.580067567567567,0.5125,0.371794871794872,0.50872866970428,0.467458828434438,0.416239316239316,0.46518298856458,0.498058745249757,-0.539047619047619,-0.556973430948839,0.214734660987683,0.184444444444444,-0.64493110543958,0.165161603551117,0.156172839506173,0.312723368973369,0.2464190345772,0.55092413873779,0.280952380952381,0.305090311986864,0.3973419154896,0.19,0.335393342289894,0.354484772632457,0.309803921568627,0.16,-0.600880976369244,0.214285714285714,-0.39717497291441,0.430255740021194,0.386631578947368,0.386631578947368,0.386631578947368,-0.2,-0.1,0.588197821843589,0.553369664152049,-0.220434782608696,0.380632075819597,0.338647342995169,0.447602791727923,0.277777777777778,0.41782691125834,0.381283001909898,0.338647342995169,0.277777777777778,0.2,0.2,0.1,0.405014084507042,0.193955561981878,-0.444957316663306
"SNAI1",0.362908816201217,0.383537829833903,0.355175646078909,0.323969972320044,0.280535628885701,0.317894736842105,0.452280120598158,0.417609633492141,0.370068649885584,0.188466014250301,0.382057914306491,-0.556741612916312,-0.584744808953219,0.21232463838286,0.0169035087719298,-0.666585873143277,0.0133308316809124,0.00518603530082194,0.166943582360156,0.123065164923572,0.584516966439958,0.086,0.107518987341772,0.184876123945564,0.0824242424242424,0.136583026750639,0.15543167950112,0.128812974465148,0.0733333333333333,-0.617191950352272,0.05,-0.337482094029533,0.389029073801357,0.362438875678312,0.362438875678312,0.362438875678312,1.11022302462516e-17,-0.0433333333333333,0.604006868823358,0.583968266141746,-0.102121212121212,0.409012508566884,0.381782461618527,0.451528579759348,0.351782461618527,0.433489097118096,0.410745414807626,0.383904559700738,0.353968253968254,0.320634920634921,0.320634920634921,0.277777777777778,0.450415364860089,0.387653694032146,-0.362812134770003
"SMAD",0.46494211167759,0.481536092633654,0.446414141414141,0.401969696969697,0.338636363636364,0.304761904761905,0.460581271614791,0.413095238095238,0.36031746031746,0.371968257292185,0.421060696131488,-0.555972558514931,-0.567968884143269,0.244481074481075,0.115728228228228,-0.663283407277029,0.00220588235294117,0.0908333333333333,0.261311510483526,0.215815390283475,0.565458028586497,0.158928571428571,0.194063706563707,0.273512419986944,0.174025974025974,0.225098189322327,0.24050749387857,0.200208986415883,0.145454545454545,-0.617391069048952,0.121428571428571,-0.35808805638471,0.44817137995503,0.414452690166976,0.414452690166976,0.414452690166976,-0.05,-0.1,0.607549308052741,0.57461820769202,-0.194538794538795,0.382455877455878,0.349988344988345,0.43471346894143,0.315897435897436,0.411617339103728,0.383985760156359,0.351529619805482,0.315897435897436,0.269230769230769,0.269230769230769,0.2,0.419061875762451,0.26759958120346,-0.381371356384223
"GLI",0.466353383458647,0.582347852503612,0.546228449518538,0.501513002364066,0.435555555555556,0.393333333333333,0.543735940292232,0.499365079365079,0.453333333333333,0.386625844680111,0.408170706299048,-0.571695749510927,-0.578330082638387,0.211705685618729,0.112954538449684,-0.662366825370793,0.110584751944672,0.0991692268305171,0.250333651995623,0.302244668911336,0.58058674400968,0.164285714285714,0.18781512605042,0.26504178873771,0.258787878787879,0.215650177596812,0.232114959469418,0.196521739130435,0.238787878787879,-0.62775894839924,0.121428571428571,-0.407395111585697,0.454823225312926,0.418919610855095,0.418919610855095,0.418919610855095,-0.05,-0.193333333333333,0.61916920053607,0.584998005638297,-0.278787878787879,0.403667570849156,0.468908212560387,0.460098472353609,0.429777777777778,0.435329241584378,0.404858893936117,0.370076285240464,0.329777777777778,0.377777777777778,0.277777777777778,0.2,0.436137095466908,0.328627024697675,-0.401683501683502
