"","FOXC2","TGF","TGFR","CDC42","PAK1","SNAI1","HEY1","SMAD","ILK","SHH","TWIST1","SMO","AKT","NFB","IKK","MEK","FUS","EGR1","Jagged","Csn","ERK","cfos","NOTCH","NOTCHic","Csl","KLF4","ZEB2","ZEB1","SNAI2","cateninmemb","RAS","Ecadherin","RAF","PI3K","DELTA","GSK3","miR200","cateninnuc","GLI","TCFLEF","Wnt","CD44","cMet","Frizzled","SRC","DSH","STAT","AXIN2","TrCP","SUFU","LIV1","Destcompl","Patched","RKIP","SOSGRB2"
"STAT",0.217750172532781,0.210954020305753,0.194856459330144,0.165909090909091,0.140909090909091,0.144616272051689,0.0536191363777571,0.0589233559141754,0.0560331825037707,0.0598809523809524,0.0793767908570263,0.045,0.028007662835249,0.0111111111111111,0.0211111111111111,0.0851851851851852,0.025,0.08,0.0657266607266607,0,0.0651851851851852,0.0466666666666667,0.0256535947712418,0.0138888888888889,-0.00833333333333333,-0.326728064963359,0.441957344053152,0.441957344053152,0.103039333541151,-0.0627303327681265,-0.0665020590098651,-0.204860890370689,-0.0806752873563218,-0.0806752873563218,-0.0806752873563218,0.0464671987217558,-0.45779388616738,0.0323168513040804,0.0111440030557678,0.0224004833231963,-0.00146103896103896,0.0113594738594739,-0.00146103896103896,-0.0196428571428571,-0.0196428571428571,-0.0571428571428571,-0.0571428571428571,-0.0431294196000078,0,0,0,-0.0626187719513852,-0.0545238095238095,-0.160603804797353,-0.130666666666667
"ERK",0.365847236910802,0.393237537042889,0.363955769087088,0.320890075656431,0.267619047619048,0.267661193304463,0.172468216143574,0.17428885480739,0.16297387009791,0.243259279804296,0.432128498569552,0.208590163934426,0.203778103298497,0.152649769585253,0.179479037877936,0.102875431291714,0.184,0.0776923076923077,0.297288988304865,0.110714285714286,0.0682475995765032,0.117227191413238,0.272117644525019,0.244386552088045,0.208565656565657,-0.404802420117224,0.442296277793712,0.442296277793712,0.687143902221742,-0.544725617386033,0.151077883751879,-0.618393938182249,0.123720491435232,0.123720491435232,0.123720491435232,-0.21210312270658,-0.452038372272562,0.420225275301396,0.378681669207985,0.400545164035749,0.352867132867133,0.377496836898203,0.351288185498712,0.32,0.318421052631579,0.27,0.268421052631579,0.411646311331399,-0.0857142857142857,-0.14,0.2,0.0591701387591324,-0.226470958636413,-0.28050659258713,-0.00179615705931496
"cMet",0.405332278481013,0.406264775413712,0.372222222222222,0.35,0.3,0.4052230602186,0.21781905744754,0.209545653123635,0.197619047619048,0.205397727272727,0.393514425649257,0.15,0.269677419354839,0.266666666666667,0.26,0.392080165399493,0.15,0.325,0.225487990270599,0.2,0.398202614379085,0.380555555555556,0.278555083360575,0.24812030075188,0.242857142857143,-0.320634920634921,0.458008658008658,0.458008658008658,0.488606948606949,-0.196763716710336,0.228838220360498,-0.332217112076693,0.190224358974359,0.190224358974359,0.190224358974359,-0.25876887340302,-0.467637104743083,0.166176182246344,0.086969696969697,0.132277877161598,0.0233333333333333,0.0861240310077519,0.0233333333333333,-0.05,0.05,-0.1,0,0.0419047619047619,-0.2,-0.1,0.1,-0.127328695606007,-0.177272727272727,-0.452005590496157,-0.256410256410256
"Jagged",0.312857142857143,0.331555555555555,0.255555555555556,0.2,0.2,0.258333333333333,0.166666666666667,0.0666666666666667,0.0666666666666667,0.121794871794872,0.293,0.0333333333333333,0.0833333333333333,0,0.0333333333333333,0.16,0,0.1,0.166493506493506,0,0.1,0.1,0.229230769230769,0.16,0.1,-0.405555555555556,0.46207729468599,0.46207729468599,0.438117106773823,-0.431991951710262,0.250505050505051,-0.513017543859649,0.177777777777778,0.177777777777778,0.177777777777778,-0.234920634920635,-0.472121212121212,0.350949050949051,0.269230769230769,0.314685314685315,0.2,0.269230769230769,0.2,0.1,0.1,0,0,0.28,0,0,0,0.300540540540541,-0.0833333333333333,-0.233333333333333,0
"DELTA",0.312857142857143,0.331555555555555,0.255555555555556,0.2,0.2,0.258333333333333,0.166666666666667,0.0666666666666667,0.0666666666666667,0.121794871794872,0.293,0.0333333333333333,0.0833333333333333,0,0.0333333333333333,0.16,0,0.1,0.166493506493506,0,0.1,0.1,0.229230769230769,0.16,0.1,-0.405555555555556,0.46207729468599,0.46207729468599,0.438117106773823,-0.431991951710262,0.250505050505051,-0.513017543859649,0.177777777777778,0.177777777777778,0.177777777777778,-0.234920634920635,-0.472121212121212,0.350949050949051,0.269230769230769,0.314685314685315,0.2,0.269230769230769,0.2,0.1,0.1,0,0,0.28,0,0,0,0.300540540540541,-0.0833333333333333,-0.233333333333333,0
"NFB",0.541954489713578,0.573413307559649,0.528541512687854,0.469191919191919,0.405555555555556,0.320601389035042,0.191394335511983,0.192609141357692,0.179199179671869,0.277666433418496,0.566765600633995,0.226153846153846,0.34015047879617,0.25,0.302941176470588,0.263789868667917,0.18,0.1,0.311235718489135,0.3,0.207692307692308,0.133333333333333,0.395635446231473,0.355238095238095,0.301904761904762,-0.414350355526826,0.473199535804492,0.473199535804492,0.696919946770699,-0.612151384278658,0.37942622252745,-0.729738733141065,0.34467821191737,0.34467821191737,0.34467821191737,-0.249866824119226,-0.477754041248606,0.465258903114862,0.409947181407856,0.439233666521802,0.376239316239316,0.40957264957265,0.376239316239316,0.331623931623932,0.331623931623932,0.277777777777778,0.277777777777778,0.443520770010132,-0.3,-0.12,0.2,0.161212325427938,-0.253740053050398,-0.306597402597403,0.11873977086743
"SRC",0.40859943977591,0.400551948051948,0.369642857142857,0.345833333333333,0.333333333333333,0.307103394601415,0.125134952766532,0.111204486070108,0.107568122433744,0.0942399115533444,0.258834154351396,0.0533333333333333,0.158571428571429,0.15,0.15,0.30719512195122,0.0333333333333333,0.3,0.109779202279202,0.15,0.295,0.32,0.163636363636364,0.14,0.12,-0.354328165374677,0.481079664570231,0.481079664570231,0.206242109014356,-0.109673701541685,0.182526350461133,-0.273093977831969,0.155253623188406,0.155253623188406,0.155253623188406,-0.150067428595036,-0.493078612209047,0.0811660123422667,0.0344262295081967,0.0612554978008796,0,0.0344262295081967,0,-0.05,-0.05,-0.1,0,-0.0271686004505079,-0.1,-0.0333333333333333,0,-0.079275694965591,-0.0718518518518519,-0.400676554774915,-0.272222222222222
"SMO",0.431379310344828,0.52490990990991,0.481666666666667,0.44,0.4,0.36185418305796,0.125128205128205,0.128692699490662,0.115789473684211,0.322261904761905,0.284858387799564,0.253333333333333,0.225,0.15,0.183333333333333,0.369047619047619,0.333333333333333,0.2,0.238143338143338,0.1,0.333333333333333,0.3,0.316923076923077,0.273333333333333,0.233333333333333,-0.413888888888889,0.482485875706215,0.482485875706215,0.457274495981393,-0.399283850088736,0.355410709279507,-0.445895361380798,0.321264367816092,0.321264367816092,0.321264367816092,-0.332215060155171,-0.492374924653406,0.302911242507563,0.344444444444444,0.275091693635383,0.3,0.241111111111111,0.196666666666667,0.25,0.15,0.2,0.1,0.366472607851918,0,-0.3,0.1,0.319662516471855,-0.290833333333333,-0.347032967032967,-0.0583333333333333
"TWIST1",0.532683693655504,0.520513745513746,0.482550782550783,0.438961038961039,0.381818181818182,0.475086583391236,0.208818681318681,0.203337635994837,0.186096256684492,0.453075578116187,0.462310744843411,0.386,0.458259587020649,0.366666666666667,0.416666666666667,0.386311637080868,0.35,0.2,0.406380520605205,0.3,0.346666666666667,0.29,0.417713430734026,0.378582995951417,0.333846153846154,-0.40093033809848,0.484426983087618,0.484426983087618,0.727622127122351,-0.656864023206447,0.44948940954288,-0.824863227587686,0.419652158186641,0.419652158186641,0.419652158186641,-0.400439763939764,-0.492654830753172,0.468550233845669,0.418319319804889,0.445240210535646,0.385254803675856,0.417376433445862,0.384582911178656,0.348412698412698,0.348412698412698,0.309523809523809,0.309523809523809,0.460920588140039,-0.2,-0.3,0.266666666666667,0.399176829060443,-0.422111111111111,-0.456788819875776,0.208766233766234
"NOTCH",0.376122448979592,0.396071684587814,0.331555555555555,0.255555555555556,0.2,0.298015873015873,0.166666666666667,0.0751412429378531,0.0666666666666667,0.149067599067599,0.342152542372881,0.0833333333333333,0.124509803921569,0.0333333333333333,0.0833333333333333,0.233913043478261,0.0333333333333333,0.1,0.194795393285959,0,0.16,0.1,0.182564102564103,0.229230769230769,0.16,-0.46207729468599,0.52133655394525,0.52133655394525,0.486780208378101,-0.483824412443246,0.304351204351204,-0.572531713900135,0.250505050505051,0.250505050505051,0.250505050505051,-0.274455518641565,-0.529264069264069,0.383193948908235,0.314685314685315,0.350949050949051,0.269230769230769,0.314685314685315,0.269230769230769,0.2,0.2,0.1,0.1,0.338490566037736,0,0,0,0.330118005329273,-0.121794871794872,-0.283333333333333,0.0555555555555556
"FUS",0.471379310344828,0.565770124963673,0.52490990990991,0.481666666666667,0.44,0.389738798442575,0.139834087481146,0.137301971013841,0.128692699490662,0.346751700680272,0.3203081232493,0.290833333333333,0.254166666666667,0.183333333333333,0.225,0.40515873015873,0.253333333333333,0.3,0.264203944203944,0.15,0.369047619047619,0.333333333333333,0.352637362637363,0.316923076923077,0.273333333333333,-0.461429872495446,0.526585254588202,0.526585254588202,0.492301719211883,-0.437716685909631,0.385040338909136,-0.488516051035971,0.355410709279507,0.355410709279507,0.355410709279507,-0.355764548209779,-0.536374924653406,0.326072005450343,0.379059829059829,0.302911242507563,0.344444444444444,0.275091693635383,0.241111111111111,0.3,0.196666666666667,0.25,0.15,0.404360806609682,-0.1,-0.333333333333333,0.1,0.338137589785638,-0.322261904761905,-0.383296703296703,-0.0416666666666667
"TGF",0.49993564993565,0.519233954451346,0.556190476190476,0.49047619047619,0.433333333333333,0.414219858156028,0.18202380952381,0.179733201581028,0.168863636363636,0.233996744943037,0.452584670231729,0.165454545454545,0.212121212121212,0.133333333333333,0.178787878787879,0.331954022988506,0.12,0.2,0.284093181576428,0.1,0.273333333333333,0.233333333333333,0.265816993464052,0.214705882352941,0.15,-0.486984126984127,0.542798080472499,0.542798080472499,0.505030607016692,-0.502113834385679,0.391936925434116,-0.58608631392089,0.332386363636364,0.332386363636364,0.332386363636364,-0.323504273504274,-0.549656659765355,0.410628341234638,0.334299516908213,0.375384788226042,0.277777777777778,0.334299516908213,0.277777777777778,0.2,0.2,0.1,0.1,0.351282051282051,-0.1,-0.1,0,0.254080808080808,-0.204584980237154,-0.395031055900621,-0.0666666666666667
"cfos",0.402704145830722,0.42360698125404,0.378991596638655,0.314285714285714,0.242857142857143,0.31520705709385,0.0754385964912281,0.0861481822365393,0.0723270440251572,0.156190476190476,0.361223443223443,0.10952380952381,0.144658944658945,0.0761904761904762,0.10952380952381,0.272666666666667,0.0761904761904762,0.2,0.206513467731427,0.0333333333333333,0.216666666666667,0.15,0.206261363636364,0.165636363636364,0.113636363636364,-0.509936507936508,0.559590272890765,0.559590272890765,0.534139433551198,-0.531745369301061,0.345457601222307,-0.610540559558734,0.303899159663866,0.303899159663866,0.303899159663866,-0.306784936196701,-0.571313895817207,0.426912041416808,0.364990253411306,0.398659253312719,0.328148148148148,0.365985985985986,0.328148148148148,0.28,0.28,0.2,0.2,0.39512315270936,0,-0.0333333333333333,0.1,0.366688730000717,-0.136190476190476,-0.311017543859649,0.0928571428571429
"CDC42",0.402704145830722,0.42360698125404,0.378991596638655,0.314285714285714,0.342857142857143,0.31520705709385,0.0754385964912281,0.0861481822365393,0.0723270440251572,0.156190476190476,0.361223443223443,0.10952380952381,0.144658944658945,0.0761904761904762,0.10952380952381,0.272666666666667,0.0761904761904762,0.1,0.206513467731427,0.0333333333333333,0.216666666666667,0.15,0.206261363636364,0.165636363636364,0.113636363636364,-0.509936507936508,0.559590272890765,0.559590272890765,0.534139433551198,-0.531745369301061,0.345457601222307,-0.610540559558734,0.303899159663866,0.303899159663866,0.303899159663866,-0.306784936196701,-0.571313895817207,0.426912041416808,0.364990253411306,0.398659253312719,0.328148148148148,0.365985985985986,0.328148148148148,0.28,0.28,0.2,0.2,0.39512315270936,0,-0.0333333333333333,0.1,0.366688730000717,-0.136190476190476,-0.311017543859649,0.0928571428571429
"NOTCHic",0.420384744061559,0.440587813620072,0.396071684587814,0.331555555555555,0.255555555555556,0.328826683826684,0.179166666666667,0.0910832719233603,0.0751412429378531,0.170806729502382,0.379732160207276,0.121794871794872,0.162605042016807,0.0833333333333333,0.124509803921569,0.293235077376566,0.0833333333333333,0.1,0.220128726619293,0.0333333333333333,0.233913043478261,0.16,0.223897435897436,0.182564102564103,0.229230769230769,-0.515648723257419,0.570208734396377,0.570208734396377,0.527506014829714,-0.529759371792839,0.344665340476859,-0.621914429949518,0.304351204351204,0.304351204351204,0.304351204351204,-0.30583627177964,-0.5813108528898,0.411218451205325,0.350169185653057,0.383193948908235,0.314685314685315,0.350949050949051,0.314685314685315,0.269230769230769,0.269230769230769,0.2,0.2,0.38293501048218,0,-0.0333333333333333,0.1,0.353401087406325,-0.149067599067599,-0.324509803921569,0.0888888888888889
"TCFLEF",0.61436401363439,0.603687027873074,0.576751000937047,0.547227191413238,0.507692307692308,0.430661089057792,0.19181454521608,0.175123997321574,0.165497278264599,0.277734903974427,0.429901581988609,0.236666666666667,0.29579641670672,0.26031746031746,0.275571697605596,0.408560491612375,0.216666666666667,0.319607843137255,0.280425299890949,0.226984126984127,0.386060491612375,0.362464985994398,0.38520030816641,0.360454545454545,0.337222222222222,-0.439217532467532,0.574384705357359,0.574384705357359,0.482653345876317,-0.437965646873202,0.389628384623587,-0.60616615654742,0.366486729644624,0.366486729644624,0.366486729644624,-0.354358446988301,-0.58562126605028,0.210046027705716,0.270326282129351,0.190668865075958,0.2411337355455,0.266388082567328,0.237457264957265,0.209509803921569,0.205833333333333,0.174509803921569,0.170833333333333,0.601418315018315,-0.171428571428571,-0.183333333333333,0.133333333333333,0.324191699563315,-0.256991869918699,-0.425627025748561,-0.127090909090909
"TGFR",0.548287298287298,0.569233954451346,0.519233954451346,0.556190476190476,0.49047619047619,0.44955820402069,0.19602380952381,0.192175597894392,0.179733201581028,0.260083701464776,0.494069386388934,0.204584980237154,0.247505827505828,0.178787878787879,0.212121212121212,0.387509578544061,0.165454545454545,0.233333333333333,0.312599968906745,0.133333333333333,0.331954022988506,0.273333333333333,0.309961137608196,0.265816993464052,0.214705882352941,-0.539256854256854,0.592312643579295,0.592312643579295,0.549537649270213,-0.550645302917148,0.43587631937351,-0.63813678710701,0.391936925434116,0.391936925434116,0.391936925434116,-0.357235616787856,-0.600784479314228,0.440404221704222,0.374757532175388,0.410628341234638,0.334299516908213,0.375384788226042,0.334299516908213,0.277777777777778,0.277777777777778,0.2,0.2,0.401530807500957,-0.1,-0.12,0.1,0.280042346542347,-0.233996744943037,-0.437338748208313,-0.030952380952381
"PAK1",0.43650696273213,0.458051425698485,0.42360698125404,0.378991596638655,0.314285714285714,0.343536354914673,0.0933490442524221,0.101098348349496,0.0861481822365393,0.178803541517109,0.392903883994793,0.136190476190476,0.174756032037585,0.10952380952381,0.144658944658945,0.319774104683196,0.10952380952381,0.15,0.232051929269889,0.0761904761904762,0.272666666666667,0.216666666666667,0.239594696969697,0.206261363636364,0.165636363636364,-0.551603174603175,0.599262404038307,0.599262404038307,0.569057166640778,-0.570362880821798,0.379433504836765,-0.651239860258034,0.345457601222307,0.345457601222307,0.345457601222307,-0.333956840078401,-0.611210268874202,0.450437371049008,0.397673180240574,0.426912041416808,0.364990253411306,0.398659253312719,0.365985985985986,0.328148148148148,0.328148148148148,0.28,0.28,0.432859001765963,-0.0333333333333333,-0.0761904761904762,0.2,0.386507186884227,-0.156190476190476,-0.344738474092207,0.0950793650793651
"LIV1",0.43650696273213,0.458051425698485,0.42360698125404,0.378991596638655,0.314285714285714,0.343536354914673,0.0933490442524221,0.101098348349496,0.0861481822365393,0.178803541517109,0.392903883994793,0.136190476190476,0.174756032037585,0.10952380952381,0.144658944658945,0.319774104683196,0.10952380952381,0.15,0.232051929269889,0.0761904761904762,0.272666666666667,0.216666666666667,0.239594696969697,0.206261363636364,0.165636363636364,-0.551603174603175,0.599262404038307,0.599262404038307,0.569057166640778,-0.570362880821798,0.379433504836765,-0.651239860258034,0.345457601222307,0.345457601222307,0.345457601222307,-0.333956840078401,-0.611210268874202,0.450437371049008,0.397673180240574,0.426912041416808,0.364990253411306,0.398659253312719,0.365985985985986,0.328148148148148,0.328148148148148,0.28,0.28,0.432859001765963,-0.0333333333333333,-0.0761904761904762,0.2,0.386507186884227,-0.156190476190476,-0.344738474092207,0.0950793650793651
"EGR1",0.43650696273213,0.458051425698485,0.42360698125404,0.378991596638655,0.314285714285714,0.343536354914673,0.0933490442524221,0.101098348349496,0.0861481822365393,0.178803541517109,0.392903883994793,0.136190476190476,0.174756032037585,0.10952380952381,0.144658944658945,0.319774104683196,0.10952380952381,0.15,0.232051929269889,0.0761904761904762,0.272666666666667,0.216666666666667,0.239594696969697,0.206261363636364,0.165636363636364,-0.551603174603175,0.599262404038307,0.599262404038307,0.569057166640778,-0.570362880821798,0.379433504836765,-0.651239860258034,0.345457601222307,0.345457601222307,0.345457601222307,-0.333956840078401,-0.611210268874202,0.450437371049008,0.397673180240574,0.426912041416808,0.364990253411306,0.398659253312719,0.365985985985986,0.328148148148148,0.328148148148148,0.28,0.28,0.432859001765963,-0.0333333333333333,-0.0761904761904762,0.2,0.386507186884227,-0.156190476190476,-0.344738474092207,0.0950793650793651
"ZEB1",0.464797493227084,0.495109278924605,0.459931413311956,0.417799433616525,0.364176245210728,0.34618146659433,0.183257575757576,0.176510885707966,0.164588744588745,0.270001392996442,0.470538643061863,0.223106060606061,0.27962962962963,0.217777777777778,0.247777777777778,0.342800176421752,0.195833333333333,0.196969696969697,0.333399147252344,0.173333333333333,0.302175176421752,0.256969696969697,0.358982921566963,0.324805706377089,0.288172043010753,-0.552877562600551,0.604982899182057,0.604982899182057,0.526367906047102,-0.643156610749566,0.445852763210972,-0.646606237014953,0.415504504504504,0.415504504504504,0.415504504504504,-0.384479555596029,-0.624097667098159,0.497064187812727,0.450872070264829,0.475418742171199,0.420975163048334,0.449354912383965,0.419493801272854,0.384436701509872,0.38223889931207,0.338095238095238,0.335897435897436,0.48012547234277,-0.133333333333333,-0.158333333333333,0.266666666666667,0.399286781843303,-0.247858535853585,-0.329701251686798,0.153142076502732
"Csl",0.45430287271653,0.47484068718329,0.440587813620072,0.396071684587814,0.331555555555555,0.358026683826684,0.19969646799117,0.107322588162677,0.0910832719233603,0.194616253311905,0.411695630526911,0.149067599067599,0.194863106532936,0.124509803921569,0.162605042016807,0.338930441614977,0.121794871794872,0.16,0.246499483799449,0.0833333333333333,0.293235077376566,0.233913043478261,0.257850924269529,0.223897435897436,0.182564102564103,-0.559126984126984,0.611219970351433,0.611219970351433,0.562193749968917,-0.568421939048796,0.377480874457441,-0.663028799450984,0.344665340476859,0.344665340476859,0.344665340476859,-0.332403435958745,-0.622774267523946,0.434666727067394,0.382427250169186,0.411218451205325,0.350169185653057,0.383193948908235,0.350949050949051,0.314685314685315,0.314685314685315,0.269230769230769,0.269230769230769,0.419695935932052,-0.0333333333333333,-0.0833333333333333,0.2,0.372445790406937,-0.170806729502382,-0.360086726998492,0.0853174603174603
"SMAD",0.496279978753183,0.514851437768217,0.477754663574668,0.431991951710262,0.371428571428571,0.394335709783073,0.223629822782365,0.113336043360434,0.199189701897019,0.298844984479313,0.43174963123152,0.249038461538461,0.300722222222222,0.23,0.266,0.358976608187135,0.220833333333333,0.2,0.352293264973962,0.2,0.312777777777778,0.26,0.361402090396785,0.324816724543127,0.282956259426848,-0.574640601705278,0.626193389059631,0.626193389059631,0.574387478650803,-0.579935849391956,0.458704828660436,-0.673736534188641,0.424677050882658,0.424677050882658,0.424677050882658,-0.37058823629554,-0.636387240101825,0.448342332075092,0.394422483990829,0.42416930408527,0.35989010989011,0.395189712248536,0.360644257703081,0.321428571428571,0.321428571428571,0.271428571428571,0.271428571428571,0.428696207957508,-0.15,-0.183333333333333,0.2,0.282296382679615,-0.274964387464387,-0.382593095660854,0.0621907600596125
"GLI",0.492846068779443,0.612009735933208,0.574145658263305,0.529047619047619,0.468333333333333,0.400521957010012,0.138728549835512,0.142847579695262,0.129704722552405,0.317605195995027,0.42332053076414,0.267181467181467,0.208179880647911,0.146078431372549,0.176513213981245,0.350510191815637,0.242857142857143,0.191428571428571,0.271703506273538,0.116666666666667,0.307247780468119,0.258095238095238,0.275041551774225,0.238407888407888,0.198148148148148,-0.583018548449165,0.631146609015934,0.631146609015934,0.586218053366047,-0.589221453167074,0.377151443687551,-0.672206139371054,0.340399306935415,0.340399306935415,0.340399306935415,-0.418727359742887,-0.642076231302237,0.471115840435782,0.414848808137404,0.44607013659666,0.478368121442125,0.415262887832244,0.37874114870181,0.434838709677419,0.334838709677419,0.38,0.28,0.445345999311797,-0.0666666666666667,-0.20952380952381,0.2,0.352796730573587,-0.292181467181467,-0.387429555017213,0.0611844737895158
"SNAI1",0.466403869948625,0.488530528654652,0.458051425698485,0.42360698125404,0.378991596638655,0.270166789697282,0.111140455295367,0.111984424298863,0.101098348349496,0.200937928868888,0.421268273228747,0.156190476190476,0.203997909293903,0.144658944658945,0.174756032037585,0.352927743497212,0.136190476190476,0.216666666666667,0.25553226300052,0.10952380952381,0.319774104683196,0.272666666666667,0.270283632251534,0.239594696969697,0.206261363636364,-0.58747619047619,0.633179800784239,0.633179800784239,0.598365172068186,-0.602442295659834,0.406627249406704,-0.686100313127966,0.379433504836765,0.379433504836765,0.379433504836765,-0.356208850802262,-0.646303132999324,0.469740180622369,0.426113547213051,0.450437371049008,0.397673180240574,0.426912041416808,0.398659253312719,0.364990253411306,0.365985985985986,0.328148148148148,0.328148148148148,0.464634702700543,-0.0761904761904762,-0.10952380952381,0.28,0.402354784896375,-0.178803541517109,-0.376055968692639,0.0950793650793651
