"","FOXC2","TGF","TGFR","CDC42","PAK1","EGR1","MEK","cfos","ERK","SNAI1","HEY1","NFB","SMAD","IKK","ILK","AKT","Csn","SHH","TWIST1","SMO","FUS","Jagged","NOTCH","NOTCHic","Csl","RAS","RAF","PI3K","DELTA","SOSGRB2","KLF4","ZEB2","ZEB1","SNAI2","cateninmemb","Ecadherin","GSK3","miR200","cateninnuc","GLI","TCFLEF","Wnt","CD44","cMet","Frizzled","SRC","DSH","STAT","AXIN2","TrCP","SUFU","LIV1","Destcompl","Patched","RKIP"
"ERK",0.365653053584088,0.393076648207967,0.363955769087088,0.320890075656431,0.267619047619048,0.173448275862069,0.134233257785853,0.188341892883346,0.113341892883346,0.265466969798764,0.172433262234311,0.0948051948051948,0.174200632153403,0.0936287242169595,0.164474188384406,0.0945461554096201,0.0857142857142857,0.243969533073386,0.431432115698249,0.208590163934426,0.184,0.297710038333874,0.200974651537767,0.187401244335551,0.169153069153069,-0.136268456515981,-0.140558885558886,-0.140558885558886,-0.140558885558886,0.133845584835876,-0.404802420117224,0.442097617998611,0.442097617998611,0.686916159142632,-0.544787964800055,-0.618476173164599,-0.204178536997831,-0.45187658341909,0.420197941813527,0.378681669207985,0.400545164035749,0.352867132867133,0.377496836898203,0.351288185498712,0.32,0.318421052631579,0.27,0.268421052631579,0.411646311331399,-0.0857142857142857,-0.14,0.2,0.0597829167071817,-0.227544412300439,-0.278117565747894
"STAT",0.220013633265167,0.212730855465409,0.194856459330144,0.165909090909091,0.140909090909091,0.233333333333333,0.21067678684377,0.213333333333333,0.207450980392157,0.152957046168921,0.064,0.07,0.0678605141873508,0.0557142857142857,0.0644122383252818,0.0438498789346247,0.05,0.0645925087466557,0.0821575143164349,0.045,0.025,0.068589510595417,0.0384907466003982,0.0375198728139905,0.0294117647058824,0.0593366140760219,0.0570978081058726,0.0570978081058726,0.0570978081058726,-0.0152709359605911,-0.326728064963359,0.444118701811009,0.444118701811009,0.106131220626014,-0.0628629869659736,-0.206089706981732,0.0385491766800178,-0.459450359154128,0.0327699708082976,0.0111440030557678,0.0224004833231963,-0.00146103896103896,0.0113594738594739,-0.00146103896103896,-0.0196428571428571,-0.0196428571428571,-0.0571428571428571,-0.0571428571428571,-0.0431294196000078,0,0,0,-0.0646210423880327,-0.0566279069767442,-0.178729086229086
"cMet",0.405332278481013,0.406264775413712,0.372222222222222,0.35,0.3,0.325,0.423181818181818,0.385,0.425,0.4052230602186,0.21781905744754,0.266666666666667,0.21034632034632,0.273333333333333,0.197619047619048,0.273333333333333,0.2,0.205397727272727,0.393514425649257,0.15,0.15,0.225487990270599,0.282050871860502,0.258646616541353,0.242857142857143,0.136280323450135,0.145714285714286,0.145714285714286,0.145714285714286,0.0109523809523809,-0.320634920634921,0.458008658008658,0.458008658008658,0.48879143565275,-0.196763716710336,-0.332217112076693,-0.260906298003072,-0.467637104743083,0.166176182246344,0.086969696969697,0.132277877161598,0.0233333333333333,0.0861240310077519,0.0233333333333333,-0.05,0.05,-0.1,0,0.0419047619047619,-0.2,-0.1,0.1,-0.127328695606007,-0.177272727272727,-0.453333333333333
"Jagged",0.312857142857143,0.331555555555555,0.255555555555556,0.2,0.2,0.1,0.22,0.2,0.22,0.258333333333333,0.166666666666667,0,0.0714285714285714,0.0333333333333333,0.0666666666666667,0.0444444444444444,0,0.121794871794872,0.293,0.0333333333333333,0,0.166493506493506,0.202857142857143,0.16,0.1,-0.0624242424242424,-0.0533333333333333,-0.0533333333333333,-0.0533333333333333,0.12,-0.405555555555556,0.46207729468599,0.46207729468599,0.43868778280543,-0.431991951710262,-0.513017543859649,-0.23639846743295,-0.472121212121212,0.350949050949051,0.269230769230769,0.314685314685315,0.2,0.269230769230769,0.2,0.1,0.1,0,0,0.28,0,0,0,0.300540540540541,-0.0833333333333333,-0.235897435897436
"DELTA",0.312857142857143,0.331555555555555,0.255555555555556,0.2,0.2,0.1,0.22,0.2,0.22,0.258333333333333,0.166666666666667,0,0.0714285714285714,0.0333333333333333,0.0666666666666667,0.0444444444444444,0,0.121794871794872,0.293,0.0333333333333333,0,0.166493506493506,0.202857142857143,0.16,0.1,-0.0624242424242424,-0.0533333333333333,-0.0533333333333333,-0.0533333333333333,0.12,-0.405555555555556,0.46207729468599,0.46207729468599,0.43868778280543,-0.431991951710262,-0.513017543859649,-0.23639846743295,-0.472121212121212,0.350949050949051,0.269230769230769,0.314685314685315,0.2,0.269230769230769,0.2,0.1,0.1,0,0,0.28,0,0,0,0.300540540540541,-0.0833333333333333,-0.235897435897436
"NFB",0.542826558125363,0.574128628052679,0.529191919191919,0.469191919191919,0.405555555555556,0.114285714285714,0.196455648926237,0.118285714285714,0.160507936507937,0.318609552248055,0.194440144478844,0.169047619047619,0.194588424920559,0.187966537966538,0.183807755775578,0.194633204633205,0.285714285714286,0.279830740586869,0.566909430438842,0.228148148148148,0.18,0.312593164456251,0.306996229576875,0.284415584415584,0.251082251082251,0.0198676487962275,0.0163850617315508,0.0163850617315508,0.0163850617315508,0.35093100398054,-0.41529304029304,0.474077550197332,0.474077550197332,0.697400772463271,-0.61265624380123,-0.730536445748983,-0.239855634561517,-0.478689522308332,0.465804965283744,0.409947181407856,0.439530455479823,0.376239316239316,0.40957264957265,0.376239316239316,0.331623931623932,0.331623931623932,0.277777777777778,0.277777777777778,0.443520770010132,-0.3,-0.12,0.2,0.160979417487458,-0.2557343550447,-0.306094997898277
"SMO",0.427931034482759,0.522207207207207,0.481666666666667,0.44,0.4,0.1,0.281118881118881,0.2,0.253846153846154,0.349769585253456,0.10989010989011,-0.05,0.124285714285714,-0.00714285714285715,0.11,0.0208571428571429,-0.1,0.318611111111111,0.278976034858388,0.253333333333333,0.333333333333333,0.235740740740741,0.113787878787879,0.0787878787878788,0.0333333333333333,0.0645013416815742,0.0668269230769231,0.0668269230769231,0.0668269230769231,0.28859649122807,-0.413888888888889,0.47909604519774,0.47909604519774,0.454898741105638,-0.399283850088736,-0.44460794850667,-0.317020519933141,-0.489843279083785,0.302159362808315,0.344444444444444,0.275091693635383,0.3,0.241111111111111,0.196666666666667,0.25,0.15,0.2,0.1,0.366472607851918,0,-0.3,0.1,0.322940160614579,-0.290833333333333,-0.333015873015873
"SRC",0.40859943977591,0.400551948051948,0.369642857142857,0.345833333333333,0.333333333333333,0.3,0.336230226796265,0.345454545454545,0.334343434343434,0.309789944101385,0.126804038397881,0.183333333333333,0.11573613086771,0.191025641025641,0.109429824561404,0.17991452991453,0.15,0.0953812636165577,0.258834154351396,0.0533333333333333,0.0333333333333333,0.110475770406963,0.17952380952381,0.168809523809524,0.145,0.165997648575871,0.169027951606174,0.169027951606174,0.169027951606174,0.00285714285714286,-0.354328165374677,0.481079664570231,0.481079664570231,0.207741457121517,-0.109673701541685,-0.273239538239538,-0.157229437229437,-0.493078612209047,0.0811660123422667,0.0344262295081967,0.0612554978008796,0,0.0344262295081967,0,-0.05,-0.05,-0.1,0,-0.0271686004505079,-0.1,-0.0333333333333333,0,-0.0800943621595796,-0.0718518518518519,-0.408634734441186
"TWIST1",0.53059997954034,0.519040807692033,0.484188871473354,0.440438871473354,0.381818181818182,0.153333333333333,0.283945148399877,0.209855072463768,0.254591914569031,0.46488888291003,0.223772272924815,0.0576923076923077,0.224365860009424,0.0767399267399267,0.208854308854309,0.0936890792822996,0.05,0.452895726957134,0.458990320002906,0.391555555555556,0.355555555555556,0.407216035675274,0.259602752244262,0.234131054131054,0.205925925925926,-0.0166326639202312,-0.0186874584407791,-0.0186874584407791,-0.0186874584407791,0.346161669502631,-0.402605795288722,0.481950371424056,0.481950371424056,0.727012912726924,-0.658165691028774,-0.824917852234212,-0.383395336475375,-0.490712713552039,0.469421263590564,0.418854803675856,0.446247025522709,0.385254803675856,0.417916244511989,0.384582911178656,0.348412698412698,0.348412698412698,0.309523809523809,0.309523809523809,0.461239889143115,-0.1,-0.3,0.266666666666667,0.400366727521501,-0.425802130898021,-0.433675816284512
"TCFLEF",0.555922328176961,0.552368954248836,0.528196768818373,0.49922480620155,0.466666666666667,0.211428571428571,0.260338476854156,0.228501742160279,0.244692218350755,0.368453633767441,0.112081834617947,0.0187012987012987,0.123021164940859,0.0219271051529116,0.116329004329004,0.0284488442833464,-0.0012987012987013,0.239608719007096,0.37517861613902,0.207142857142857,0.183333333333333,0.247942273742948,0.139143341208671,0.125522078750199,0.111796588554121,0.0554096691187992,0.0550154509847651,0.0550154509847651,0.0550154509847651,0.286119453400891,-0.376421250318309,0.506871743753323,0.506871743753323,0.428121542659653,-0.40195332345396,-0.554510540455757,-0.268282906756037,-0.518443905492098,0.17965043466551,0.250414141130254,0.164358338445578,0.229296128707893,0.24637437510079,0.225619658119658,0.204509803921569,0.200833333333333,0.174509803921569,0.170833333333333,0.585646886446886,0.0285714285714286,-0.15,0.133333333333333,0.333040810361125,-0.224884792626728,-0.278162740506038
"FUS",0.462141560798548,0.558377419973165,0.522207207207207,0.481666666666667,0.44,0.2,0.298360260429226,0.253846153846154,0.281118881118881,0.379014868272324,0.125832138875617,-0.00714285714285715,0.135253456221198,0.0208571428571429,0.124285714285714,0.0208571428571429,-0.05,0.343863636363636,0.311960328052105,0.290833333333333,0.253333333333333,0.262246764837126,0.131969696969697,0.113787878787879,0.0787878787878788,0.0649380229042817,0.0645013416815742,0.0645013416815742,0.0645013416815742,0.307827260458839,-0.458151183970856,0.518973345811237,0.518973345811237,0.489189584911742,-0.436714017686501,-0.484881921109409,-0.340766339331135,-0.529447239479825,0.324441971503967,0.379059829059829,0.302159362808315,0.344444444444444,0.275091693635383,0.241111111111111,0.3,0.196666666666667,0.25,0.15,0.404360806609682,0.1,-0.333333333333333,0.1,0.340896364994141,-0.318611111111111,-0.367036491572574
"NOTCH",0.376122448979592,0.396071684587814,0.331555555555555,0.255555555555556,0.2,0.2,0.248571428571429,0.22,0.22,0.299871794871795,0.171014492753623,0.0333333333333333,0.0814285714285714,0.0444444444444444,0.0714285714285714,0.0333333333333333,0,0.151206636500754,0.342152542372881,0.0833333333333333,0.0333333333333333,0.196123136123136,0.125437788018433,0.202857142857143,0.16,-0.0551778656126482,-0.0624242424242424,-0.0624242424242424,-0.0624242424242424,0.167368421052632,-0.46207729468599,0.52133655394525,0.52133655394525,0.487894132011779,-0.483824412443246,-0.572694963214488,-0.272762103796587,-0.529264069264069,0.383193948908235,0.314685314685315,0.350949050949051,0.269230769230769,0.314685314685315,0.269230769230769,0.2,0.2,0.1,0.1,0.338490566037736,0,0,0,0.329512503157363,-0.121794871794872,-0.28762157382847
"TGF",0.534673913043478,0.55047619047619,0.593333333333333,0.526666666666667,0.46,0.333333333333333,0.426950710108605,0.376190476190476,0.40250626566416,0.442803560076287,0.231850419084462,0.258333333333333,0.22603128054741,0.286904761904762,0.211515151515151,0.281641604010025,0.233333333333333,0.265617816091954,0.465185185185185,0.203333333333333,0.153333333333333,0.319691948944526,0.347471264367816,0.323333333333333,0.273333333333333,0.0875,0.0892857142857143,0.0892857142857143,0.0892857142857143,0.181578947368421,-0.507068395626748,0.559795668354021,0.559795668354021,0.51086636890726,-0.514243894589953,-0.597978803812028,-0.372633802379399,-0.567284583232859,0.427072763383588,0.342264150943396,0.388316782522344,0.28,0.342264150943396,0.28,0.2,0.2,0.1,0.1,0.356084656084656,-0.2,-0.133333333333333,0,0.180510097044069,-0.234367816091954,-0.411688311688312
"cfos",0.403776730204277,0.424446142093201,0.378991596638655,0.314285714285714,0.242857142857143,0.32,0.287162859248342,0.24,0.261739130434783,0.317912214367911,0.0813593203398301,0.0583333333333333,0.0917392046424304,0.0458333333333333,0.0788359788359788,0.0405701754385965,0.0333333333333333,0.159543721909313,0.362155844155844,0.10952380952381,0.0761904761904762,0.208611111111111,0.14,0.123076923076923,0.1,-0.032845794144216,-0.0389433551198257,-0.0389433551198257,-0.0389433551198257,0.198611111111111,-0.509936507936508,0.560496175871478,0.560496175871478,0.535404935696907,-0.531877013204303,-0.61120282246208,-0.302148268398268,-0.571971819030643,0.427177771831237,0.364990253411306,0.398659253312719,0.328148148148148,0.365985985985986,0.328148148148148,0.28,0.28,0.2,0.2,0.39512315270936,0,-0.0333333333333333,0.1,0.365545086783348,-0.138556067588326,-0.316456876456876
"CDC42",0.403776730204277,0.424446142093201,0.378991596638655,0.314285714285714,0.342857142857143,0.22,0.287162859248342,0.24,0.261739130434783,0.317912214367911,0.0813593203398301,0.0583333333333333,0.0917392046424304,0.0458333333333333,0.0788359788359788,0.0405701754385965,0.0333333333333333,0.159543721909313,0.362155844155844,0.10952380952381,0.0761904761904762,0.208611111111111,0.14,0.123076923076923,0.1,-0.032845794144216,-0.0389433551198257,-0.0389433551198257,-0.0389433551198257,0.198611111111111,-0.509936507936508,0.560496175871478,0.560496175871478,0.535404935696907,-0.531877013204303,-0.61120282246208,-0.302148268398268,-0.571971819030643,0.427177771831237,0.364990253411306,0.398659253312719,0.328148148148148,0.365985985985986,0.328148148148148,0.28,0.28,0.2,0.2,0.39512315270936,0,-0.0333333333333333,0.1,0.365545086783348,-0.138556067588326,-0.316456876456876
"NOTCHic",0.421283739302172,0.441294614524119,0.396071684587814,0.331555555555555,0.255555555555556,0.22,0.28,0.22,0.248571428571429,0.330030525030525,0.184860646599777,0.0444444444444444,0.0950976361767729,0.0333333333333333,0.0814285714285714,0.0310077519379845,0.0333333333333333,0.173787281662044,0.380517322247095,0.121794871794872,0.0833333333333333,0.221950950692673,0.143858840650012,0.125437788018433,0.202857142857143,-0.0487739247259487,-0.0551778656126482,-0.0551778656126482,-0.0551778656126482,0.231004784688995,-0.515648723257419,0.570966183574879,0.570966183574879,0.528174693134024,-0.529869037189696,-0.622465254179266,-0.29838193850733,-0.581865225333433,0.411438223717395,0.350169185653057,0.383193948908235,0.314685314685315,0.350949050949051,0.314685314685315,0.269230769230769,0.269230769230769,0.2,0.2,0.38293501048218,0,-0.0333333333333333,0.1,0.352845836490696,-0.151206636500754,-0.325649742842555
"PAK1",0.438259488824967,0.459418819688829,0.424446142093201,0.378991596638655,0.314285714285714,0.24,0.319162859248342,0.261739130434783,0.287162859248342,0.343449207208006,0.0975357909280654,0.0458333333333333,0.103997269158559,0.0405701754385965,0.0917392046424304,0.046125730994152,0.0583333333333333,0.181543721909313,0.393677583286279,0.138556067588326,0.10952380952381,0.23376448534424,0.158681318681319,0.14,0.123076923076923,-0.0292094305078523,-0.032845794144216,-0.032845794144216,-0.032845794144216,0.239205170517052,-0.55255945875618,0.600689101916495,0.600689101916495,0.569762982713181,-0.570888002215292,-0.652240884745817,-0.324693722943723,-0.61258095608648,0.451039840796754,0.397673180240574,0.427177771831237,0.364990253411306,0.398659253312719,0.365985985985986,0.328148148148148,0.328148148148148,0.28,0.28,0.432859001765963,-0.0333333333333333,-0.0761904761904762,0.2,0.385996214602897,-0.159543721909313,-0.345738644412678
"LIV1",0.438259488824967,0.459418819688829,0.424446142093201,0.378991596638655,0.314285714285714,0.24,0.319162859248342,0.261739130434783,0.287162859248342,0.343449207208006,0.0975357909280654,0.0458333333333333,0.103997269158559,0.0405701754385965,0.0917392046424304,0.046125730994152,0.0583333333333333,0.181543721909313,0.393677583286279,0.138556067588326,0.10952380952381,0.23376448534424,0.158681318681319,0.14,0.123076923076923,-0.0292094305078523,-0.032845794144216,-0.032845794144216,-0.032845794144216,0.239205170517052,-0.55255945875618,0.600689101916495,0.600689101916495,0.569762982713181,-0.570888002215292,-0.652240884745817,-0.324693722943723,-0.61258095608648,0.451039840796754,0.397673180240574,0.427177771831237,0.364990253411306,0.398659253312719,0.365985985985986,0.328148148148148,0.328148148148148,0.28,0.28,0.432859001765963,-0.0333333333333333,-0.0761904761904762,0.2,0.385996214602897,-0.159543721909313,-0.345738644412678
"EGR1",0.438259488824967,0.459418819688829,0.424446142093201,0.378991596638655,0.314285714285714,0.24,0.319162859248342,0.261739130434783,0.287162859248342,0.343449207208006,0.0975357909280654,0.0458333333333333,0.103997269158559,0.0405701754385965,0.0917392046424304,0.046125730994152,0.0583333333333333,0.181543721909313,0.393677583286279,0.138556067588326,0.10952380952381,0.23376448534424,0.158681318681319,0.14,0.123076923076923,-0.0292094305078523,-0.032845794144216,-0.032845794144216,-0.032845794144216,0.239205170517052,-0.55255945875618,0.600689101916495,0.600689101916495,0.569762982713181,-0.570888002215292,-0.652240884745817,-0.324693722943723,-0.61258095608648,0.451039840796754,0.397673180240574,0.427177771831237,0.364990253411306,0.398659253312719,0.365985985985986,0.328148148148148,0.328148148148148,0.28,0.28,0.432859001765963,-0.0333333333333333,-0.0761904761904762,0.2,0.385996214602897,-0.159543721909313,-0.345738644412678
"ZEB1",0.460867789120049,0.491987051027293,0.458916184885561,0.417799433616525,0.364176245210728,0.15,0.226934957242809,0.178,0.202705882352941,0.338808665048072,0.176809123518968,0.0919298245614035,0.172720375623265,0.0935691688236986,0.162143452546342,0.0964263116808415,0.0866666666666667,0.268343657424147,0.466725841931439,0.223106060606061,0.195833333333333,0.332352985186673,0.239046548371415,0.221691176470588,0.202083333333333,-0.0739263297271879,-0.0775483769712824,-0.0775483769712824,-0.0775483769712824,0.314035087719298,-0.551679957810132,0.601717887016414,0.601717887016414,0.5242044824372,-0.642802773516437,-0.645113385646905,-0.370094411489176,-0.621181914992572,0.49638566143672,0.450872070264829,0.475152784724391,0.420975163048334,0.449354912383965,0.419493801272854,0.384436701509872,0.38223889931207,0.338095238095238,0.335897435897436,0.48012547234277,-0.0666666666666667,-0.158333333333333,0.266666666666667,0.401227763957467,-0.246635472370766,-0.316487561439206
"TGFR",0.580525441427758,0.599412360688956,0.55047619047619,0.593333333333333,0.526666666666667,0.376190476190476,0.448868518327783,0.40250626566416,0.426950710108605,0.479086745916995,0.248268329532223,0.286904761904762,0.237775052789402,0.281641604010025,0.22603128054741,0.276990441219327,0.258333333333333,0.294431375413988,0.508245683405826,0.234367816091954,0.203333333333333,0.351576006915541,0.368334573720334,0.347471264367816,0.323333333333333,0.0910087719298246,0.0875,0.0875,0.0875,0.229727095516569,-0.557068395626748,0.607720196655907,0.607720196655907,0.557857109648001,-0.56528315555993,-0.651300779961942,-0.404174144677688,-0.615671680007053,0.458693666837972,0.388070602556299,0.427072763383588,0.342264150943396,0.388316782522344,0.342264150943396,0.28,0.28,0.2,0.2,0.410591093852896,-0.233333333333333,-0.153333333333333,0.1,0.208534290592456,-0.265617816091954,-0.45025974025974
"Csl",0.455191785279184,0.475534977335911,0.441294614524119,0.396071684587814,0.331555555555555,0.22,0.312608695652174,0.248571428571429,0.28,0.355326967718272,0.201200515880823,0.0333333333333333,0.108430969510106,0.0310077519379845,0.0950976361767729,0.0395348837209302,0.0444444444444444,0.196201074765493,0.411442830147772,0.151206636500754,0.121794871794872,0.247471784026006,0.163858840650012,0.143858840650012,0.125437788018433,-0.0450974541377134,-0.0487739247259487,-0.0487739247259487,-0.0487739247259487,0.269216166802816,-0.559934437543133,0.611850161475432,0.611850161475432,0.562104596191443,-0.56885986287777,-0.66362804487694,-0.320915075473457,-0.623477425769163,0.435051717142209,0.382427250169186,0.411438223717395,0.350169185653057,0.383193948908235,0.350949050949051,0.314685314685315,0.314685314685315,0.269230769230769,0.269230769230769,0.419695935932052,-0.0333333333333333,-0.0833333333333333,0.2,0.3727727103481,-0.173787281662044,-0.355603659893246
"SMAD",0.497002396351775,0.515412459622746,0.47836066679406,0.431991951710262,0.371428571428571,0.257142857142857,0.341686829674452,0.279723502304147,0.309956060443682,0.391875595730434,0.224547331131024,0.146825396825397,0.114059502141694,0.144864612511671,0.202154740236932,0.155531279178338,0.161111111111111,0.30011541784614,0.431471434050254,0.250833333333333,0.220833333333333,0.353067588325653,0.271286261631089,0.249064039408867,0.22952380952381,0.0421958807300108,0.0395643017826424,0.0395643017826424,0.0395643017826424,0.273314108251996,-0.575333164186459,0.626722763857701,0.626722763857701,0.574269179887699,-0.580314753423626,-0.674239939850905,-0.360075350714448,-0.636982752070511,0.448678141888124,0.394422483990829,0.424362032465632,0.35989010989011,0.395189712248536,0.360644257703081,0.321428571428571,0.321428571428571,0.271428571428571,0.271428571428571,0.428696207957508,-0.15,-0.183333333333333,0.2,0.282571393685345,-0.277438837920489,-0.37977666325424
"SNAI1",0.466594939905017,0.488652690656571,0.459418819688829,0.424446142093201,0.378991596638655,0.261739130434783,0.342481244898566,0.287162859248342,0.319162859248342,0.26622500791975,0.110631029023303,0.0405701754385965,0.113222361409482,0.046125730994152,0.103997269158559,0.0551535087719298,0.0458333333333333,0.201932071423876,0.420241685850382,0.159543721909313,0.138556067588326,0.256352720638358,0.1774568288854,0.158681318681319,0.14,-0.0272389871580986,-0.0292094305078523,-0.0292094305078523,-0.0292094305078523,0.266752340328372,-0.589008056887021,0.633530430329779,0.633530430329779,0.598492449692732,-0.603323235375914,-0.686788231259865,-0.344693722943723,-0.646874904213281,0.470399675592831,0.426375191209496,0.451039840796754,0.397673180240574,0.427177771831237,0.398659253312719,0.364990253411306,0.365985985985986,0.328148148148148,0.328148148148148,0.464793733700695,-0.0583333333333333,-0.10952380952381,0.28,0.402827354953774,-0.181543721909313,-0.371261656964979
"GLI",0.498602833677331,0.616395639583094,0.577572110171329,0.530402298850575,0.468333333333333,0.382857142857143,0.463306665709981,0.407857142857143,0.43512987012987,0.405802083983278,0.1523940594399,0.11140350877193,0.154942004038924,0.109362692445399,0.143590652687573,0.115612692445399,0.116666666666667,0.324150046633338,0.427160279825815,0.273339598997494,0.247023809523809,0.276287515995172,0.212269799166351,0.19131741821397,0.17131741821397,0.0988418117560423,0.0966635939342601,0.0966635939342601,0.0966635939342601,0.244926253687316,-0.586816816816817,0.636199436763953,0.636199436763953,0.589854769891408,-0.591363051192571,-0.67563354674829,-0.414707553788304,-0.646980800417333,0.473629491494495,0.41538939803787,0.447628296037233,0.478368121442125,0.415810114219051,0.37874114870181,0.434838709677419,0.334838709677419,0.38,0.28,0.445668780193237,-0.0833333333333333,-0.20952380952381,0.2,0.348585122065866,-0.299870211242392,-0.401367011009513
