"","TGF","TGFR","CDC42","PAK1","MEK","EGR1","SNAI1","ERK","cfos","HEY1","SMAD","ILK","SHH","NFB","IKK","AKT","SMO","TWIST1","FUS","Csn","Jagged","NOTCH","NOTCHic","Csl","cateninmemb","SOSGRB2","KLF4","ZEB2","ZEB1","SNAI2","Ecadherin","RAS","RAF","PI3K","DELTA","GSK3","miR200","GLI","cateninnuc","TCFLEF","Wnt","CD44","Frizzled","cMet","DSH","SRC","STAT","TrCP","SUFU","LIV1","AXIN2","Patched","Destcompl","RKIP"
"cMet",0.404830917874396,0.372222222222222,0.35,0.3,0.420454545454546,0.325,0.404054153146712,0.415,0.385,0.21781905744754,0.21034632034632,0.197619047619048,0.204256854256854,0.266666666666667,0.26,0.2725,0.15,0.388748114630468,0.15,0.2,0.220917832167832,0.278555083360575,0.24812030075188,0.242857142857143,-0.184593032590836,0.0109523809523809,-0.320634920634921,0.458008658008658,0.458008658008658,0.48308055677199,-0.320462295167592,0.240574645699864,0.201960784313725,0.201960784313725,0.201960784313725,-0.255164193336909,-0.467637104743083,0.0814285714285714,0.154921515266343,0.123260073260073,0.0214285714285714,0.0804029304029304,-0.05,0.0214285714285714,-0.1,0.05,0,-0.2,-0.1,0.1,0.0365154264972777,-0.177272727272727,-0.135739150614992,-0.453333333333333
"Jagged",0.329468599033816,0.255555555555556,0.2,0.2,0.286666666666667,0.1,0.254545454545455,0.22,0.2,0.166666666666667,0.0714285714285714,0.0666666666666667,0.116666666666667,0,0.0333333333333333,0.0888888888888889,0.0333333333333333,0.286645962732919,0,0,0.156842105263158,0.229230769230769,0.16,0.1,-0.429290322580645,0.12,-0.405555555555556,0.46207729468599,0.46207729468599,0.433913043478261,-0.512302426255915,0.246198830409357,0.177777777777778,0.177777777777778,0.177777777777778,-0.228846153846154,-0.472121212121212,0.263636363636364,0.34596394984326,0.30846394984326,0.2,0.263636363636364,0.1,0.2,0,0.1,0,0,0,0,0.276470588235294,-0.0833333333333333,0.293006993006993,-0.235897435897436
"DELTA",0.329468599033816,0.255555555555556,0.2,0.2,0.286666666666667,0.1,0.254545454545455,0.22,0.2,0.166666666666667,0.0714285714285714,0.0666666666666667,0.116666666666667,0,0.0333333333333333,0.0888888888888889,0.0333333333333333,0.286645962732919,0,0,0.156842105263158,0.229230769230769,0.16,0.1,-0.429290322580645,0.12,-0.405555555555556,0.46207729468599,0.46207729468599,0.433913043478261,-0.512302426255915,0.246198830409357,0.177777777777778,0.177777777777778,0.177777777777778,-0.228846153846154,-0.472121212121212,0.263636363636364,0.34596394984326,0.30846394984326,0.2,0.263636363636364,0.1,0.2,0,0.1,0,0,0,0,0.276470588235294,-0.0833333333333333,0.293006993006993,-0.235897435897436
"NFB",0.561550993809058,0.518181818181818,0.46,0.4,0.297619047619048,0.142857142857143,0.312814228255405,0.246190476190476,0.176190476190476,0.196225858764558,0.197094039231938,0.184495614035088,0.268904370262861,0.25974025974026,0.314025974025974,0.348965733062119,0.221709401709402,0.553362540066918,0.175555555555556,0.314285714285714,0.296915539708078,0.389147324833824,0.351466165413534,0.297894736842105,-0.604759873779807,0.324391433992952,-0.411895569038426,0.468368838763575,0.468368838763575,0.692745893272188,-0.722553722414189,0.39949472781039,0.366546750931778,0.366546750931778,0.366546750931778,-0.240472785914815,-0.472924445856836,0.402532467532467,0.456839091852919,0.431556072984995,0.369199134199134,0.402085040239403,0.327380952380952,0.369199134199134,0.275,0.327380952380952,0.275,-0.3,-0.12,0.2,0.436210203298811,-0.246237703596194,0.144167214137273,-0.30729090242113
"SRC",0.39275641025641,0.365833333333333,0.345833333333333,0.333333333333333,0.331546231546232,0.3,0.302093328559494,0.316161616161616,0.327272727272727,0.126804038397881,0.113934329065908,0.109429824561404,0.0899300699300699,0.15,0.157692307692308,0.166263736263736,0.0533333333333333,0.246811424793076,0.0333333333333333,0.15,0.100734580734581,0.160754716981132,0.14,0.12,-0.0808458498023715,0.00588235294117647,-0.354328165374677,0.479700854700855,0.479700854700855,0.193883233739469,-0.241340580323631,0.206087487781036,0.181893939393939,0.181893939393939,0.181893939393939,-0.141786600496278,-0.492009272192339,0.0194444444444444,0.0628989711722228,0.0441019786910198,-0.0126984126984127,0.0194444444444444,-0.0571428571428571,-0.0126984126984127,-0.1,-0.0571428571428571,0,-0.1,-0.0333333333333333,0,-0.0442857142857143,-0.0687179487179487,-0.0955491681909242,-0.402828282828283
"SMO",0.523333333333333,0.481666666666667,0.44,0.4,0.393240093240093,0.2,0.36185418305796,0.353846153846154,0.3,0.128937728937729,0.134285714285714,0.12,0.322261904761905,0.15,0.192857142857143,0.236857142857143,0.253333333333333,0.28,0.333333333333333,0.1,0.233394153016795,0.322377622377622,0.278787878787879,0.233333333333333,-0.385903997962821,0.255263157894737,-0.413888888888889,0.482485875706215,0.482485875706215,0.451428368188932,-0.436411088911089,0.377488954790292,0.345781637717122,0.345781637717122,0.345781637717122,-0.33077491614077,-0.492374924653406,0.336060606060606,0.289730590447804,0.263501082251082,0.296666666666667,0.232251082251082,0.25,0.192857142857143,0.2,0.15,0.1,0,-0.3,0.1,0.35978835978836,-0.290833333333333,0.311008566435979,-0.352857142857143
"TWIST1",0.51929866036249,0.480409771473601,0.435224586288416,0.377777777777778,0.468499923230462,0.277777777777778,0.474890593918727,0.423589743589744,0.366666666666667,0.241384687919341,0.235666624165923,0.218670576735093,0.45306263723666,0.363636363636364,0.40958230958231,0.453912206489526,0.386363636363636,0.462005871697883,0.35,0.3,0.403813902084334,0.413526711053611,0.372829036635007,0.329545454545455,-0.649593583482472,0.30578947368421,-0.401067821067821,0.484049992560631,0.484049992560631,0.726868089262941,-0.817736553192733,0.444210434955116,0.413997668997669,0.413997668997669,0.413997668997669,-0.396856110318543,-0.491813294232649,0.41395494217499,0.461883322441581,0.439473329789119,0.382296650717703,0.412767676767677,0.345454545454545,0.381454545454545,0.305454545454545,0.345454545454545,0.305454545454545,-0.2,-0.3,0.26,0.454938701693123,-0.424068554396423,0.386730026302496,-0.458283389633504
"NOTCH",0.390182884748102,0.329468599033816,0.255555555555556,0.2,0.34962962962963,0.2,0.291212121212121,0.286666666666667,0.22,0.171014492753623,0.0814285714285714,0.0714285714285714,0.141666666666667,0.0333333333333333,0.0888888888888889,0.130065359477124,0.0833333333333333,0.333815774053674,0.0333333333333333,0,0.184842105263158,0.179230769230769,0.229230769230769,0.16,-0.481097551496308,0.164444444444444,-0.46207729468599,0.519769602378298,0.519769602378298,0.482722567287785,-0.569790348961229,0.29458592718355,0.246198830409357,0.246198830409357,0.246198830409357,-0.268086660175268,-0.528003565062389,0.30846394984326,0.378358316040443,0.34596394984326,0.263636363636364,0.30846394984326,0.2,0.263636363636364,0.1,0.2,0.1,0,0,0,0.332992327365729,-0.116666666666667,0.321730397262312,-0.284045584045584
"FUS",0.562222222222222,0.523333333333333,0.481666666666667,0.44,0.430449395565675,0.3,0.388683451350643,0.393240093240093,0.353846153846154,0.144879757923236,0.145253456221198,0.134285714285714,0.345178571428571,0.192857142857143,0.236857142857143,0.270190476190476,0.290833333333333,0.314065934065934,0.253333333333333,0.15,0.257922454903587,0.358091908091908,0.322377622377622,0.278787878787879,-0.422680857466954,0.272910216718266,-0.461429872495446,0.526585254588202,0.526585254588202,0.485274522035085,-0.477606057464548,0.405011890570109,0.377488954790292,0.377488954790292,0.377488954790292,-0.353152538518392,-0.536374924653406,0.368019368947204,0.311870263553301,0.289730590447804,0.336060606060606,0.263501082251082,0.296666666666667,0.232251082251082,0.25,0.192857142857143,0.15,-0.1,-0.333333333333333,0.1,0.394455026455026,-0.322261904761905,0.327207943383019,-0.391804511278195
"cfos",0.413158537369064,0.371278195488722,0.311278195488722,0.242857142857143,0.381715265866209,0.32,0.306356926799758,0.334545454545455,0.28,0.0813593203398301,0.0923953008698771,0.0788359788359788,0.147081653978206,0.0833333333333333,0.116666666666667,0.148095238095238,0.103463203463203,0.350052246603971,0.0761904761904762,0.0333333333333333,0.195114607614608,0.199393485075644,0.161462450592885,0.113636363636364,-0.528144348178548,0.183333333333333,-0.507936507936508,0.555272141442354,0.555272141442354,0.530191715234578,-0.605073358695645,0.332638383492444,0.291793313069909,0.291793313069909,0.291793313069909,-0.297666222187361,-0.567305963617439,0.36128762541806,0.423275588290979,0.395841959972395,0.322826086956522,0.362508626639061,0.275,0.322826086956522,0.2,0.275,0.2,0,-0.0333333333333333,0.1,0.390272108843537,-0.127601134497686,0.356368963577717,-0.310151515151515
"CDC42",0.413158537369064,0.371278195488722,0.311278195488722,0.342857142857143,0.381715265866209,0.22,0.306356926799758,0.334545454545455,0.28,0.0813593203398301,0.0923953008698771,0.0788359788359788,0.147081653978206,0.0833333333333333,0.116666666666667,0.148095238095238,0.103463203463203,0.350052246603971,0.0761904761904762,0.0333333333333333,0.195114607614608,0.199393485075644,0.161462450592885,0.113636363636364,-0.528144348178548,0.183333333333333,-0.507936507936508,0.555272141442354,0.555272141442354,0.530191715234578,-0.605073358695645,0.332638383492444,0.291793313069909,0.291793313069909,0.291793313069909,-0.297666222187361,-0.567305963617439,0.36128762541806,0.423275588290979,0.395841959972395,0.322826086956522,0.362508626639061,0.275,0.322826086956522,0.2,0.275,0.2,0,-0.0333333333333333,0.1,0.390272108843537,-0.127601134497686,0.356368963577717,-0.310151515151515
"TGF",0.545512820512821,0.591666666666667,0.526666666666667,0.46,0.473558897243108,0.333333333333333,0.436842105263158,0.423558897243108,0.376190476190476,0.231850419084462,0.22603128054741,0.211515151515151,0.259773614363778,0.258333333333333,0.315476190476191,0.339800514800515,0.203333333333333,0.458590733590734,0.153333333333333,0.233333333333333,0.310915750915751,0.382495126705653,0.341754385964912,0.273333333333333,-0.511279994740648,0.17972972972973,-0.507068395626748,0.5589202474786,0.5589202474786,0.507382660381226,-0.594768087169304,0.387533539731682,0.332631578947368,0.332631578947368,0.332631578947368,-0.36595258999122,-0.566639043326756,0.338172715894869,0.422523564392108,0.384441372611287,0.276470588235294,0.338172715894869,0.2,0.276470588235294,0.1,0.2,0.1,-0.2,-0.133333333333333,0,0.352347417840376,-0.231904761904762,0.166595486701733,-0.409889069264069
"NOTCHic",0.432436405874863,0.390182884748102,0.329468599033816,0.255555555555556,0.40275462962963,0.22,0.321893939393939,0.34962962962963,0.286666666666667,0.184860646599777,0.0972180451127819,0.0814285714285714,0.163014981273408,0.0888888888888889,0.130065359477124,0.165065359477124,0.116666666666667,0.370878711116611,0.0833333333333333,0.0333333333333333,0.210556390977444,0.218361204013378,0.179230769230769,0.229230769230769,-0.525859456258213,0.214444444444444,-0.513929146537842,0.566644602378298,0.566644602378298,0.523631658196876,-0.617313284741045,0.334917418896257,0.29458592718355,0.29458592718355,0.29458592718355,-0.299249450872942,-0.578003565062388,0.345049315696919,0.405178919948081,0.378358316040443,0.30846394984326,0.34596394984326,0.263636363636364,0.30846394984326,0.2,0.263636363636364,0.2,0,-0.0333333333333333,0.1,0.377436771810173,-0.141666666666667,0.344163857338358,-0.323439523439523
"TCFLEF",0.59307970618383,0.567101058496997,0.540197505197505,0.505197505197505,0.518126598632014,0.431428571428571,0.424632366970922,0.494660894660895,0.471428571428571,0.201421122403889,0.183654923818683,0.174889983579639,0.271620842511762,0.268398268398268,0.283652505686404,0.301834323868222,0.231904761904762,0.417695926196566,0.211904761904762,0.235064935064935,0.265745886455269,0.38110613412965,0.358411098668657,0.337134502923977,-0.400408859342361,0.188998334090565,-0.437656617192332,0.571399474635109,0.571399474635109,0.464199548037092,-0.585752517790333,0.389685961293339,0.367770141264311,0.367770141264311,0.367770141264311,-0.343092238118014,-0.582841575076613,0.242415372739582,0.177635340387913,0.159539157938731,0.214950584007188,0.23733153638814,0.184761904761905,0.210188679245283,0.153333333333333,0.18,0.148571428571429,-0.171428571428571,-0.183333333333333,0.12,0.57370867599176,-0.251232492997199,0.299736926236248,-0.429392035451952
"PAK1",0.447514365589923,0.413158537369064,0.371278195488722,0.311278195488722,0.426491385269194,0.28,0.334699172789063,0.381715265866209,0.334545454545455,0.0991887777041712,0.105890110558458,0.0923953008698771,0.169486025562905,0.116666666666667,0.148095238095238,0.174827911362565,0.127601134497686,0.382151012036069,0.103463203463203,0.0833333333333333,0.220374123185542,0.231100802148815,0.199393485075644,0.161462450592885,-0.565381917239321,0.212222222222222,-0.54828738512949,0.593680445940624,0.593680445940624,0.564868279391524,-0.644818039546709,0.367744766471167,0.332638383492444,0.332638383492444,0.332638383492444,-0.323937408628039,-0.605725582146049,0.394620958751394,0.445690807480392,0.423275588290979,0.36128762541806,0.395841959972395,0.322826086956522,0.362508626639061,0.275,0.322826086956522,0.275,-0.0333333333333333,-0.0761904761904762,0.2,0.428562071668816,-0.147081653978206,0.375408109485191,-0.343085646888042
"LIV1",0.447514365589923,0.413158537369064,0.371278195488722,0.311278195488722,0.426491385269194,0.28,0.334699172789063,0.381715265866209,0.334545454545455,0.0991887777041712,0.105890110558458,0.0923953008698771,0.169486025562905,0.116666666666667,0.148095238095238,0.174827911362565,0.127601134497686,0.382151012036069,0.103463203463203,0.0833333333333333,0.220374123185542,0.231100802148815,0.199393485075644,0.161462450592885,-0.565381917239321,0.212222222222222,-0.54828738512949,0.593680445940624,0.593680445940624,0.564868279391524,-0.644818039546709,0.367744766471167,0.332638383492444,0.332638383492444,0.332638383492444,-0.323937408628039,-0.605725582146049,0.394620958751394,0.445690807480392,0.423275588290979,0.36128762541806,0.395841959972395,0.322826086956522,0.362508626639061,0.275,0.322826086956522,0.275,-0.0333333333333333,-0.0761904761904762,0.2,0.428562071668816,-0.147081653978206,0.375408109485191,-0.343085646888042
"EGR1",0.447514365589923,0.413158537369064,0.371278195488722,0.311278195488722,0.426491385269194,0.28,0.334699172789063,0.381715265866209,0.334545454545455,0.0991887777041712,0.105890110558458,0.0923953008698771,0.169486025562905,0.116666666666667,0.148095238095238,0.174827911362565,0.127601134497686,0.382151012036069,0.103463203463203,0.0833333333333333,0.220374123185542,0.231100802148815,0.199393485075644,0.161462450592885,-0.565381917239321,0.212222222222222,-0.54828738512949,0.593680445940624,0.593680445940624,0.564868279391524,-0.644818039546709,0.367744766471167,0.332638383492444,0.332638383492444,0.332638383492444,-0.323937408628039,-0.605725582146049,0.394620958751394,0.445690807480392,0.423275588290979,0.36128762541806,0.395841959972395,0.322826086956522,0.362508626639061,0.275,0.322826086956522,0.275,-0.0333333333333333,-0.0761904761904762,0.2,0.428562071668816,-0.147081653978206,0.375408109485191,-0.343085646888042
"ZEB1",0.491020768415361,0.456729187306532,0.416415051180877,0.364176245210728,0.363081232492997,0.216666666666667,0.343548237201393,0.321904761904762,0.276666666666667,0.185035508532918,0.178747206524977,0.166552084573757,0.267312538901149,0.220701754385965,0.250701754385965,0.282088615699834,0.221414728682171,0.465471139115148,0.195833333333333,0.173333333333333,0.328188126805616,0.35714626801946,0.323525578364288,0.288172043010753,-0.636058491846525,0.290495185103765,-0.552137225093747,0.60356264692983,0.60356264692983,0.521686959846724,-0.643677107920544,0.44648129305553,0.415699263105447,0.415699263105447,0.415699263105447,-0.38071872977253,-0.622801830325117,0.444720945226899,0.488117191870534,0.467688237446941,0.415569653713984,0.442869659798175,0.379487179487179,0.413765182186235,0.335897435897436,0.376923076923077,0.333333333333333,-0.133333333333333,-0.158333333333333,0.266666666666667,0.474522738487314,-0.245414728682171,0.391920323952056,-0.330459917994315
"TGFR",0.591872973769526,0.545512820512821,0.591666666666667,0.526666666666667,0.514566091487712,0.376190476190476,0.472667650434497,0.473558897243108,0.423558897243108,0.248268329532223,0.238758553274682,0.22603128054741,0.287258994480737,0.315476190476191,0.339800514800515,0.369068807483442,0.231904761904762,0.499996983590734,0.203333333333333,0.258333333333333,0.341923502853735,0.423580398023482,0.382495126705653,0.341754385964912,-0.561213060336364,0.219203413940256,-0.556159304717657,0.6050139974786,0.6050139974786,0.554204969071239,-0.646840887978201,0.43204966876394,0.387533539731682,0.387533539731682,0.387533539731682,-0.400547184585815,-0.613305709993422,0.384158117354723,0.453002667348276,0.422523564392108,0.338172715894869,0.384441372611287,0.276470588235294,0.338172715894869,0.2,0.276470588235294,0.2,-0.233333333333333,-0.153333333333333,0.1,0.40649375930379,-0.259773614363778,0.193330412754065,-0.448234933925723
"Csl",0.466600994403541,0.432436405874863,0.390182884748102,0.329468599033816,0.447992724867725,0.286666666666667,0.351178104252942,0.40275462962963,0.34962962962963,0.205408591805256,0.112262292900393,0.0972180451127819,0.186735911505966,0.130065359477124,0.165065359477124,0.194573556198436,0.141666666666667,0.403039515136712,0.116666666666667,0.0888888888888889,0.236567951671085,0.251034471340111,0.218361204013378,0.179230769230769,-0.562863066366516,0.241230158730159,-0.556353388962085,0.606644602378298,0.606644602378298,0.55781750644922,-0.65742548670458,0.368946646453669,0.334917418896257,0.334917418896257,0.334917418896257,-0.324916117539609,-0.618281342840166,0.377456723104326,0.427267273361736,0.405178919948081,0.345049315696919,0.378358316040443,0.30846394984326,0.34596394984326,0.263636363636364,0.30846394984326,0.263636363636364,-0.0333333333333333,-0.0833333333333333,0.2,0.414309928152356,-0.163014981273408,0.362205815380316,-0.358414892897651
"SMAD",0.507012806917367,0.470056285178236,0.426153846153846,0.369230769230769,0.463452380952381,0.314285714285714,0.388314708753939,0.417619047619048,0.367619047619048,0.228068183411133,0.117176084334741,0.203892876314691,0.292202717950254,0.235555555555556,0.268888888888889,0.301756021756022,0.242982456140351,0.423591428021046,0.216666666666667,0.205555555555556,0.34236312821681,0.355269753494002,0.319647435897436,0.279647435897436,-0.574372677740719,0.248264293050325,-0.572268842268842,0.622300106326422,0.622300106326422,0.570673641845643,-0.668451239713159,0.451384998586789,0.416812507880469,0.416812507880469,0.416812507880469,-0.362346828677464,-0.632548139670694,0.389681398969936,0.4413668113842,0.418344379270859,0.355797101449275,0.390557880055788,0.316666666666667,0.356666666666667,0.266666666666667,0.316666666666667,0.266666666666667,-0.15,-0.183333333333333,0.2,0.423706914604012,-0.268696741854637,0.268510987010192,-0.382726162726163
"SNAI1",0.478248310544051,0.447514365589923,0.413158537369064,0.371278195488722,0.461328478001024,0.334545454545455,0.260205245663557,0.426491385269194,0.381715265866209,0.115214418729812,0.115783158686801,0.105890110558458,0.190436349536987,0.148095238095238,0.174827911362565,0.203289449824103,0.147081653978206,0.410093937125249,0.127601134497686,0.116666666666667,0.242371424130211,0.261495233703339,0.231100802148815,0.199393485075644,-0.596338293078247,0.233252265140677,-0.583640920483026,0.627013779273957,0.627013779273957,0.593614819525964,-0.679061054491479,0.395227890868467,0.367744766471167,0.367744766471167,0.367744766471167,-0.345266620374562,-0.640179363658654,0.422289804067298,0.464158574531154,0.445690807480392,0.394620958751394,0.423275588290979,0.36128762541806,0.395841959972395,0.322826086956522,0.362508626639061,0.322826086956522,-0.0833333333333333,-0.103463203463203,0.275,0.460046121599468,-0.169486025562905,0.390502449107832,-0.373764803796707
"GLI",0.606578559241745,0.568197358197358,0.523752913752914,0.466060606060606,0.546071156848867,0.402857142857143,0.399030812749751,0.503040853818564,0.459378881987578,0.153727678039244,0.156461203170632,0.144140286265188,0.315055724417427,0.172222222222222,0.198309178743961,0.228887691140656,0.265079365079365,0.418365412656751,0.242857142857143,0.138888888888889,0.263787722732901,0.279265801973971,0.243140147523709,0.206153846153846,-0.586649733202895,0.221372549019608,-0.583622170179547,0.630891768501052,0.630891768501052,0.586872201964989,-0.669639741567493,0.459022245169034,0.421866281866282,0.421866281866282,0.421866281866282,-0.412622885105176,-0.641771555000272,0.41276103500761,0.468952864147978,0.444094909602524,0.47576103500761,0.413325678833293,0.430555555555556,0.376269841269841,0.375,0.330555555555556,0.275,-0.0833333333333333,-0.20952380952381,0.2,0.442213135548268,-0.290611279972982,0.329585832915597,-0.400149381135297
