"","FOXC2","TGF","TGFR","CDC42","PAK1","MEK","EGR1","ERK","cfos","SNAI1","TWIST1","HEY1","AKT","SHH","IKK","SMAD","NFB","Csn","ILK","SMO","FUS","Jagged","NOTCH","NOTCHic","Csl","SOSGRB2","KLF4","SNAI2","ZEB2","ZEB1","cateninmemb","RAS","RAF","PI3K","DELTA","Ecadherin","miR200","GSK3","cateninnuc","GLI","TCFLEF","Wnt","CD44","cMet","Frizzled","SRC","DSH","STAT","AXIN2","TrCP","SUFU","LIV1","Patched","Destcompl","RKIP"
"IKK",0.48972582972583,0.522791919191919,0.469191919191919,0.405555555555556,0.35,0.252190476190476,0.1,0.178857142857143,0.142857142857143,0.278746112524738,0.526274509803922,0.139834881320949,0.299420849420849,0.22610472541507,0.264285714285714,0.135402915291529,0.314285714285714,0.3,0.128472222222222,0.18,0.12,0.269231490159325,0.35021645021645,0.307359307359307,0.245454545454545,0.301890756302521,-0.363369963369963,0.660347091652491,0.417418546365915,0.417418546365915,-0.569256032607988,0.380598655453593,0.334119782214156,0.334119782214156,0.334119782214156,-0.679481229734269,-0.422686733556299,-0.224505494505495,0.439530455479823,0.376239316239316,0.40957264957265,0.331623931623932,0.376239316239316,0.331623931623932,0.277777777777778,0.277777777777778,0.2,0.2,0.403095238095238,-0.2,-0.1,0.1,-0.198518518518518,0.139265491747074,-0.264207650273224
"Csn",0.23799525657379,0.266970017479404,0.240001043732387,0.197693351424695,0.145454545454545,0.236888528138528,0.106666666666667,0.201471861471861,0.161212121212121,0.143654615470718,0.284960261804582,0.0367109634551495,0.180766666666667,0.105243833667948,0.159166666666667,0.0334074204175914,0.13,0.105,0.0274948240165631,0.0751803751803752,0.053968253968254,0.164104864513451,0.247005772005772,0.222005772005772,0.184343434343434,0.166897267381529,-0.386435394670689,0.435641335235958,0.42031100082713,0.42031100082713,-0.437461191181531,0.236150680853769,0.209087341122483,0.209087341122483,0.209087341122483,-0.506983031010615,-0.429011893382573,-0.146676722813075,0.416102204766335,0.37427547866515,0.396920003924483,0.348511286525412,0.374733508747634,0.348511286525412,0.318390804597701,0.318390804597701,0.266666666666667,0.266666666666667,0.407069759206799,-0.18,-0.0428571428571429,0.2,-0.0913094074384397,0.0500354615631174,-0.162974069664566
"SRC",0.358986928104575,0.357431457431457,0.33015873015873,0.311111111111111,0.311111111111111,0.307413760243949,0.3,0.297979797979798,0.309090909090909,0.246181754340949,0.218237968927624,0.0329361138695796,0.103418803418803,-0.00305010893246187,0.0923076923076923,0.000195590327169274,0.1,0.1,0.00109649122807018,-0.0333333333333333,-0.0333333333333333,0.0369665960950365,0.119285714285714,0.0942857142857143,0.08,-0.00571428571428571,-0.304263565891473,0.192103955518337,0.423135669362084,0.423135669362084,-0.0860597215985631,0.210445253536618,0.187717980809345,0.187717980809345,0.187717980809345,-0.234755538579068,-0.436226028399941,-0.13965367965368,0.0631419468006981,0.0278688524590164,0.0486005597760896,0,0.0278688524590164,0,-0.05,-0.05,-0.1,0,-0.0315164265374644,-0.1,0.0333333333333333,0,0.0148148148148148,-0.0840870361522535,-0.356533072662105
"STAT",0.206226312201772,0.201916909368282,0.185974880382775,0.159659090909091,0.140909090909091,0.202011385199241,0.2,0.185882352941176,0.18,0.129655961871159,0.0723624118676593,0.0186666666666667,0.0193704600484262,0.0331714344515332,0.0142857142857143,0.0253706480093287,0,0,0.0207729468599034,0.02,0,0.0493127249851466,0.0193176614650058,0.00863804981452041,-0.0156862745098039,-0.0103858784893268,-0.316379481085363,0.103239937971151,0.428662363277748,0.428662363277748,-0.0595995216793727,-0.0315080151352419,-0.044194582299421,-0.044194582299421,-0.044194582299421,-0.198469561848455,-0.445247071560767,0.0443902981753449,0.0300778670194247,0.0111440030557678,0.0211386536701994,-0.00146103896103896,0.0113594738594739,-0.00146103896103896,-0.0196428571428571,-0.0196428571428571,-0.0571428571428571,-0.0571428571428571,-0.0431294196000078,0,0,0,-0.0269767441860465,-0.0636695348791481,-0.1548712998713
"Jagged",0.302857142857143,0.323555555555556,0.255555555555556,0.2,0.2,0.286666666666667,0.1,0.22,0.2,0.241666666666667,0.285,0.133333333333333,0.0666666666666667,0.0967948717948718,0.0333333333333333,0.0285714285714286,0,0,0.0333333333333333,0.0333333333333333,0,0.148311688311688,0.217142857142857,0.16,0.1,0.12,-0.405555555555556,0.43868778280543,0.453381642512077,0.453381642512077,-0.431991951710262,0.252727272727273,0.18,0.18,0.18,-0.509017543859649,-0.465454545454545,-0.23639846743295,0.350949050949051,0.269230769230769,0.314685314685315,0.2,0.269230769230769,0.2,0.1,0.1,0,0,0.28,0,0,0,-0.0583333333333333,0.300540540540541,-0.22051282051282
"DELTA",0.302857142857143,0.323555555555556,0.255555555555556,0.2,0.2,0.286666666666667,0.1,0.22,0.2,0.241666666666667,0.285,0.133333333333333,0.0666666666666667,0.0967948717948718,0.0333333333333333,0.0285714285714286,0,0,0.0333333333333333,0.0333333333333333,0,0.148311688311688,0.217142857142857,0.16,0.1,0.12,-0.405555555555556,0.43868778280543,0.453381642512077,0.453381642512077,-0.431991951710262,0.252727272727273,0.18,0.18,0.18,-0.509017543859649,-0.465454545454545,-0.23639846743295,0.350949050949051,0.269230769230769,0.314685314685315,0.2,0.269230769230769,0.2,0.1,0.1,0,0,0.28,0,0,0,-0.0583333333333333,0.300540540540541,-0.22051282051282
"NFB",0.532355311797543,0.565829893875463,0.522791919191919,0.469191919191919,0.405555555555556,0.301210084033613,0.142857142857143,0.252190476190476,0.178857142857143,0.30751323581241,0.561512605042017,0.150549167035235,0.337198627198627,0.247791472403022,0.299420849420849,0.142466112317551,0.264285714285714,0.314285714285714,0.135402915291529,0.198518518518518,0.18,0.29297249735357,0.390861611506773,0.35021645021645,0.307359307359307,0.336627598407784,-0.407600732600733,0.698151969701271,0.46377869962262,0.46377869962262,-0.6109666978667,0.415424526100359,0.380598655453593,0.380598655453593,0.380598655453593,-0.725548645464606,-0.468306068903731,-0.250780004309416,0.464706926068058,0.409947181407856,0.439530455479823,0.376239316239316,0.40957264957265,0.376239316239316,0.331623931623932,0.331623931623932,0.277777777777778,0.277777777777778,0.443520770010132,-0.3,-0.12,0.2,-0.22610472541507,0.159531272477971,-0.302669188734762
"TWIST1",0.528961501739071,0.517870436157982,0.480740595611285,0.436990595611285,0.381818181818182,0.474472716508988,0.28,0.429199084668192,0.371304347826087,0.464163258717176,0.460902982092913,0.148953870987769,0.440448252312659,0.420267944305734,0.401465201465201,0.125747935153876,0.353846153846154,0.3,0.122117572117572,0.369333333333333,0.333333333333333,0.389596774230238,0.409473740794495,0.371737891737892,0.328148148148148,0.314044866905279,-0.397727746508234,0.730399494956177,0.477921781430553,0.477921781430553,-0.657002312596614,0.451707802473184,0.42054341891154,0.42054341891154,0.42054341891154,-0.823287541838401,-0.486506655486846,-0.402069737184491,0.469345002128228,0.418854803675856,0.44594074680908,0.385254803675856,0.417916244511989,0.384582911178656,0.348412698412698,0.348412698412698,0.309523809523809,0.309523809523809,0.461239889143115,-0.2,-0.3,0.266666666666667,-0.398100456621005,0.396779183640449,-0.451249912119477
"SMO",0.427931034482759,0.522207207207207,0.481666666666667,0.44,0.4,0.393240093240093,0.2,0.353846153846154,0.3,0.352150537634409,0.281917211328976,0.0945054945054945,0.228857142857143,0.300555555555556,0.192857142857143,0.0817460317460317,0.15,0.1,0.0833333333333333,0.253333333333333,0.333333333333333,0.224761904761905,0.318787878787879,0.278787878787879,0.233333333333333,0.255263157894737,-0.413888888888889,0.458517788724685,0.47909604519774,0.47909604519774,-0.399283850088736,0.382479874776386,0.347596153846154,0.347596153846154,0.347596153846154,-0.44460794850667,-0.489843279083785,-0.335225292506846,0.302911242507563,0.344444444444444,0.275091693635383,0.3,0.241111111111111,0.196666666666667,0.25,0.15,0.2,0.1,0.366472607851918,0,-0.3,0.1,-0.278333333333333,0.319191970819878,-0.347301587301587
"TGF",0.462049689440994,0.482698412698413,0.532698412698413,0.475555555555556,0.42,0.447050960735171,0.333333333333333,0.409273182957393,0.361904761904762,0.370152574698029,0.420925925925926,0.106963249516441,0.241290726817043,0.152471264367816,0.220238095238095,0.091505376344086,0.191666666666667,0.166666666666667,0.0866666666666667,0.103333333333333,0.0866666666666667,0.215015954835542,0.298045977011494,0.256666666666667,0.206666666666667,0.156578947368421,-0.456928553267226,0.494114628124393,0.498746735085408,0.498746735085408,-0.488027098782386,0.3875,0.335714285714286,0.335714285714286,0.335714285714286,-0.55305351861415,-0.506036157329261,-0.358782965240891,0.406248081610544,0.334716981132075,0.374190665342602,0.28,0.334716981132075,0.28,0.2,0.2,0.1,0.1,0.351146384479718,-0.2,-0.0666666666666667,0,-0.127471264367816,0.175356968533347,-0.354978354978355
"NOTCH",0.362040816326531,0.384845878136201,0.323555555555556,0.255555555555556,0.2,0.343809523809524,0.2,0.286666666666667,0.22,0.280128205128205,0.334152542372881,0.128985507246377,0.111111111111111,0.120324283559578,0.0666666666666667,0.0352380952380952,0.0333333333333333,0,0.0285714285714286,0.0583333333333333,0.0333333333333333,0.174237614237614,0.171981566820276,0.217142857142857,0.16,0.167368421052632,-0.453381642512077,0.486835930953578,0.508937198067633,0.508937198067633,-0.48173017160555,0.303451910408432,0.252727272727273,0.252727272727273,0.252727272727273,-0.566275608375778,-0.516883116883117,-0.275034831069314,0.38156129584701,0.314685314685315,0.350949050949051,0.269230769230769,0.314685314685315,0.269230769230769,0.2,0.2,0.1,0.1,0.338490566037736,0,0,0,-0.0967948717948718,0.329512503157363,-0.272236958443855
"FUS",0.464773139745916,0.560505079547633,0.522207207207207,0.481666666666667,0.44,0.428872277148139,0.3,0.393240093240093,0.353846153846154,0.376678839521201,0.315948624941541,0.0959547698678133,0.25578021978022,0.315707070707071,0.228857142857143,0.0836815156169995,0.192857142857143,0.15,0.0817460317460317,0.278333333333333,0.253333333333333,0.245243832472748,0.352878787878788,0.318787878787879,0.278787878787879,0.274493927125506,-0.458151183970856,0.493885831812657,0.520200339676268,0.520200339676268,-0.437086457165086,0.412610879143199,0.382479874776386,0.382479874776386,0.382479874776386,-0.485703838917628,-0.530437338489726,-0.358971111904839,0.325737329464085,0.379059829059829,0.302911242507563,0.344444444444444,0.275091693635383,0.241111111111111,0.3,0.196666666666667,0.25,0.15,0.404360806609682,-0.1,-0.333333333333333,0.1,-0.300555555555556,0.33714817519944,-0.383384061528391
"TGFR",0.500914318261955,0.524542384329618,0.482698412698413,0.532698412698413,0.475555555555556,0.485407125118733,0.361904761904762,0.447050960735171,0.409273182957393,0.399946085022513,0.458292473968631,0.114425936083605,0.26687212216588,0.172245275667251,0.241290726817043,0.096843454635901,0.220238095238095,0.191666666666667,0.091505376344086,0.127471264367816,0.103333333333333,0.238928998313803,0.334736624493509,0.298045977011494,0.256666666666667,0.194850552306693,-0.49621426755294,0.534623887383652,0.536859942632578,0.536859942632578,-0.531214165756982,0.427850877192982,0.3875,0.3875,0.3875,-0.597687249448903,-0.54562560014451,-0.390323307539179,0.43255454750957,0.372781497261108,0.406248081610544,0.334716981132075,0.374190665342602,0.334716981132075,0.28,0.28,0.2,0.2,0.399644238556971,-0.166666666666667,-0.0866666666666667,0.1,-0.152471264367816,0.199348904017218,-0.392121212121212
"cfos",0.385229213636674,0.409485612426789,0.365546218487395,0.304761904761905,0.242857142857143,0.380368459837878,0.32,0.327826086956522,0.28,0.293010027946737,0.350640692640693,0.0358820589705147,0.127412280701754,0.12205154463219,0.0958333333333333,0.0403396484041645,0.0583333333333333,0.0333333333333333,0.0322751322751323,0.080952380952381,0.0476190476190476,0.182881944444444,0.192307692307692,0.153846153846154,0.1,0.1875,-0.496412698412698,0.533132998388473,0.541805987931896,0.541805987931896,-0.526939982427809,0.34356634252617,0.303322440087146,0.303322440087146,0.303322440087146,-0.600754787488767,-0.554558186911128,-0.307356601731602,0.423345721959583,0.364990253411306,0.396679055292917,0.328148148148148,0.365985985985986,0.328148148148148,0.28,0.28,0.2,0.2,0.39512315270936,0,-0.0333333333333333,0.1,-0.103533026113671,0.364715211264676,-0.298275058275058
"CDC42",0.385229213636674,0.409485612426789,0.365546218487395,0.304761904761905,0.342857142857143,0.380368459837878,0.22,0.327826086956522,0.28,0.293010027946737,0.350640692640693,0.0358820589705147,0.127412280701754,0.12205154463219,0.0958333333333333,0.0403396484041645,0.0583333333333333,0.0333333333333333,0.0322751322751323,0.080952380952381,0.0476190476190476,0.182881944444444,0.192307692307692,0.153846153846154,0.1,0.1875,-0.496412698412698,0.533132998388473,0.541805987931896,0.541805987931896,-0.526939982427809,0.34356634252617,0.303322440087146,0.303322440087146,0.303322440087146,-0.600754787488767,-0.554558186911128,-0.307356601731602,0.423345721959583,0.364990253411306,0.396679055292917,0.328148148148148,0.365985985985986,0.328148148148148,0.28,0.28,0.2,0.2,0.39512315270936,0,-0.0333333333333333,0.1,-0.103533026113671,0.364715211264676,-0.298275058275058
"TCFLEF",0.594898294739134,0.587721734579026,0.562225045837304,0.535122242098986,0.502564102564103,0.516993529118965,0.431428571428571,0.491823461091754,0.46801393728223,0.400644309200795,0.416109725276086,0.0786104608748057,0.265003733993916,0.19735253927417,0.249786342689569,0.0431047832223237,0.236883116883117,0.216883116883117,0.040619123566492,0.170952380952381,0.156666666666667,0.230762883872856,0.366724606272836,0.345129921887454,0.323561294436474,0.195552280055274,-0.420508658008658,0.481648194606754,0.551157097288676,0.551157097288676,-0.43133525696342,0.407880722524624,0.384884664705964,0.384884664705964,0.384884664705964,-0.59323890084167,-0.563022914167493,-0.355540272450802,0.205565501573574,0.269084046104506,0.187696085766014,0.2411337355455,0.265130220932108,0.237457264957265,0.209509803921569,0.205833333333333,0.174509803921569,0.170833333333333,0.600618315018315,-0.171428571428571,-0.15,0.133333333333333,-0.183855606758833,0.321497671306489,-0.409950406392065
"NOTCHic",0.405589203423305,0.428794922722188,0.384845878136201,0.323555555555556,0.255555555555556,0.400952380952381,0.22,0.343809523809524,0.286666666666667,0.310286935286935,0.371259460611875,0.139754738015608,0.145994832041344,0.140754391086459,0.111111111111111,0.0445906132237067,0.0666666666666667,0.0333333333333333,0.0352380952380952,0.0967948717948718,0.0583333333333333,0.198740925495892,0.211455251030803,0.171981566820276,0.217142857142857,0.217368421052632,-0.503381642512077,0.526715690472616,0.554122383252818,0.554122383252818,-0.525746398786077,0.343353388240944,0.303451910408432,0.303451910408432,0.303451910408432,-0.613595669631521,-0.566016064859995,-0.306439789747,0.408278853098919,0.350169185653057,0.38156129584701,0.314685314685315,0.350949050949051,0.314685314685315,0.269230769230769,0.269230769230769,0.2,0.2,0.38293501048218,0,-0.0333333333333333,0.1,-0.120324283559578,0.351845836490696,-0.31308202886639
"PAK1",0.418332661912536,0.443365393847554,0.409485612426789,0.365546218487395,0.304761904761905,0.427035126504544,0.28,0.380368459837878,0.327826086956522,0.31950167472478,0.380531996988519,0.0476467648528677,0.155190058479532,0.14105154463219,0.127412280701754,0.0467912613073903,0.0958333333333333,0.0583333333333333,0.0403396484041645,0.103533026113671,0.080952380952381,0.204967834014997,0.224175824175824,0.192307692307692,0.153846153846154,0.220173267326733,-0.534117616445485,0.56658688627274,0.579426566710031,0.579426566710031,-0.563570019057846,0.377657251617079,0.34356634252617,0.34356634252617,0.34356634252617,-0.63971672520503,-0.59161402447458,-0.332811147186147,0.44569054954579,0.395721960728379,0.423345721959583,0.364990253411306,0.396679055292917,0.365985985985986,0.328148148148148,0.328148148148148,0.28,0.28,0.431601140130743,-0.0333333333333333,-0.0476190476190476,0.2,-0.12205154463219,0.38336182780603,-0.329766770982241
"LIV1",0.418332661912536,0.443365393847554,0.409485612426789,0.365546218487395,0.304761904761905,0.427035126504544,0.28,0.380368459837878,0.327826086956522,0.31950167472478,0.380531996988519,0.0476467648528677,0.155190058479532,0.14105154463219,0.127412280701754,0.0467912613073903,0.0958333333333333,0.0583333333333333,0.0403396484041645,0.103533026113671,0.080952380952381,0.204967834014997,0.224175824175824,0.192307692307692,0.153846153846154,0.220173267326733,-0.534117616445485,0.56658688627274,0.579426566710031,0.579426566710031,-0.563570019057846,0.377657251617079,0.34356634252617,0.34356634252617,0.34356634252617,-0.63971672520503,-0.59161402447458,-0.332811147186147,0.44569054954579,0.395721960728379,0.423345721959583,0.364990253411306,0.396679055292917,0.365985985985986,0.328148148148148,0.328148148148148,0.28,0.28,0.431601140130743,-0.0333333333333333,-0.0476190476190476,0.2,-0.12205154463219,0.38336182780603,-0.329766770982241
"EGR1",0.418332661912536,0.443365393847554,0.409485612426789,0.365546218487395,0.304761904761905,0.427035126504544,0.28,0.380368459837878,0.327826086956522,0.31950167472478,0.380531996988519,0.0476467648528677,0.155190058479532,0.14105154463219,0.127412280701754,0.0467912613073903,0.0958333333333333,0.0583333333333333,0.0403396484041645,0.103533026113671,0.080952380952381,0.204967834014997,0.224175824175824,0.192307692307692,0.153846153846154,0.220173267326733,-0.534117616445485,0.56658688627274,0.579426566710031,0.579426566710031,-0.563570019057846,0.377657251617079,0.34356634252617,0.34356634252617,0.34356634252617,-0.63971672520503,-0.59161402447458,-0.332811147186147,0.44569054954579,0.395721960728379,0.423345721959583,0.364990253411306,0.396679055292917,0.365985985985986,0.328148148148148,0.328148148148148,0.28,0.28,0.431601140130743,-0.0333333333333333,-0.0476190476190476,0.2,-0.12205154463219,0.38336182780603,-0.329766770982241
"Csl",0.438922536756638,0.46258177079475,0.428794922722188,0.384845878136201,0.323555555555556,0.447691511387164,0.286666666666667,0.400952380952381,0.343809523809524,0.337559662559663,0.401733501243929,0.153480228211686,0.176227390180879,0.160581977293356,0.145994832041344,0.0507017243348179,0.111111111111111,0.0666666666666667,0.0445906132237067,0.120324283559578,0.0967948717948718,0.221657592162559,0.244182523758076,0.211455251030803,0.171981566820276,0.24744972186564,-0.543381642512077,0.560198166236971,0.593348902589835,0.593348902589835,-0.562749456890053,0.376809270593886,0.343353388240944,0.343353388240944,0.343353388240944,-0.653246832422218,-0.605013886210758,-0.331623884003259,0.43074883594626,0.380814346943379,0.408278853098919,0.350169185653057,0.38156129584701,0.350949050949051,0.314685314685315,0.314685314685315,0.269230769230769,0.269230769230769,0.41866765829709,-0.0333333333333333,-0.0583333333333333,0.2,-0.140754391086459,0.369944556783201,-0.346722581861782
"ZEB1",0.459211623503487,0.490663303452261,0.456017634160923,0.414900882891887,0.364176245210728,0.362927355964412,0.216666666666667,0.320196078431373,0.276666666666667,0.335964858251117,0.46732722520558,0.150591506938657,0.271322979580098,0.248900666704728,0.241322979580098,0.13576285180967,0.210175438596491,0.173333333333333,0.130955159501978,0.210606060606061,0.183333333333333,0.319419586459557,0.353646086533787,0.320588235294118,0.283333333333333,0.292397660818713,-0.548781407085495,0.526274522941455,0.599236480660769,0.599236480660769,-0.641844302669352,0.451519583632661,0.420181000955496,0.420181000955496,0.420181000955496,-0.643660884726367,-0.618474953258121,-0.385021204855134,0.496119703989911,0.450872070264829,0.474886827277582,0.420975163048334,0.449354912383965,0.419493801272854,0.384436701509872,0.38223889931207,0.338095238095238,0.335897435897436,0.48012547234277,-0.133333333333333,-0.158333333333333,0.266666666666667,-0.232174688057041,0.398822436426847,-0.325701558274092
"SMAD",0.481496576243998,0.503140163512178,0.467283589806998,0.422032193158954,0.364285714285714,0.463276567768316,0.314285714285714,0.416161183152931,0.362672811059908,0.373369884595691,0.421761449476737,0.17312424863871,0.280666666666667,0.261636852995009,0.25,0.0542519124710906,0.216666666666667,0.183333333333333,0.148061436280614,0.220833333333333,0.195833333333333,0.325504119536378,0.346737821565408,0.312610837438424,0.272380952380952,0.253822833481219,-0.56128214556682,0.572567455356885,0.610095180221265,0.610095180221265,-0.574905753203943,0.460907306724533,0.426367833040322,0.426367833040322,0.426367833040322,-0.664696524253495,-0.620589078120421,-0.369932931173533,0.444853573104521,0.392983635069966,0.421550634907966,0.35989010989011,0.39373516679399,0.360644257703081,0.321428571428571,0.321428571428571,0.271428571428571,0.271428571428571,0.427774548971333,-0.15,-0.158333333333333,0.2,-0.241934250764526,0.28003742128119,-0.369542876584576
"SNAI1",0.446413983386488,0.471994426105618,0.443365393847554,0.409485612426789,0.365546218487395,0.462012704979881,0.327826086956522,0.427035126504544,0.380368459837878,0.242455411379584,0.407301227757749,0.0577658124719153,0.181578947368421,0.157168049486559,0.155190058479532,0.0501122945177224,0.127412280701754,0.0958333333333333,0.0467912613073903,0.12205154463219,0.103533026113671,0.224261951662055,0.252339089481947,0.224175824175824,0.192307692307692,0.240927984307865,-0.56807400273832,0.594578840681054,0.611037882823192,0.611037882823192,-0.594209051873045,0.404750847676193,0.377657251617079,0.377657251617079,0.377657251617079,-0.672651168493271,-0.62475523484922,-0.353867252796708,0.464172738497778,0.422230187419421,0.44569054954579,0.395721960728379,0.423345721959583,0.396679055292917,0.364990253411306,0.365985985985986,0.328148148148148,0.328148148148148,0.461904170433774,-0.0583333333333333,-0.080952380952381,0.28,-0.14105154463219,0.398383757630591,-0.359473883952952
"GLI",0.474265243378053,0.596767678314006,0.559826501843418,0.515172413793104,0.46,0.543063069527158,0.402857142857143,0.498311688311688,0.452857142857143,0.371630982835513,0.410287681569515,0.0790764178285401,0.197638068385249,0.266754739582643,0.169513068385249,0.0737878888455121,0.142982456140351,0.116666666666667,0.0683824834401067,0.227005012531328,0.205952380952381,0.235244466222739,0.263792787672098,0.229507073386384,0.192007073386384,0.226985787074283,-0.567062205062205,0.586169645339056,0.611959464072367,0.611959464072367,-0.583365458332233,0.469793937812238,0.433556314049861,0.433556314049861,0.433556314049861,-0.661160038014835,-0.623521133149616,-0.420912355955615,0.467719894670889,0.413687270378295,0.443631430833471,0.478368121442125,0.414085976288017,0.37874114870181,0.434838709677419,0.334838709677419,0.38,0.28,0.444557669082126,-0.0833333333333333,-0.180952380952381,0.2,-0.247413175796634,0.346127039180703,-0.37747090711341
