"","FOXC2","EGR1","MEK","TGF","ERK","TGFR","cfos","CDC42","HEY1","SMAD","ILK","PAK1","SNAI1","ZEB1","TWIST1","ZEB2","SHH","NFB","AKT","SNAI2","SMO","IKK","Jagged","FUS","KLF4","cateninmemb","RAS","NOTCH","Csn","RAF","PI3K","DELTA","NOTCHic","Csl","SOSGRB2","TrCP","SUFU","GSK3","miR200","cateninnuc","Ecadherin","TCFLEF","GLI","Wnt","CD44","Frizzled","cMet","SRC","Patched","DSH","STAT","AXIN2","RKIP","LIV1","Destcompl"
"NFB",0.568558071702896,0.142857142857143,0.318641753439319,0.594393459138041,0.260252491694352,0.545051353874883,0.178857142857143,0.476984126984127,0.324981684981685,0.343186674764379,0.314122635355512,0.405555555555556,0.36711181895401,0.486502946437967,0.582063835880494,0.331589430894309,0.364695652173913,0.294285714285714,0.41394572906768,0.700267070528501,0.293913043478261,0.37004329004329,0.362339197591101,0.22,-0.264433551198257,-0.614347469429024,0.415774534850578,0.434721295865682,0.314285714285714,0.380598655453593,0.380598655453593,0.380598655453593,0.390503608790852,0.324401913875598,0.339525164904672,-0.3,-0.12,-0.254554334554335,-0.474053900839615,0.466130267393425,-0.740064021400545,0.438680874680875,0.409193861693862,0.376239316239316,0.408810744810745,0.331623931623932,0.376239316239316,0.331623931623932,-0.329913043478261,0.277777777777778,0.277777777777778,0.443095238095238,-0.351321716453295,0.2,0.158786836550586
"cateninnuc",0.403094629505931,0.297101449275362,0.378435145226228,0.384934043778802,0.355465307639221,0.362835829493088,0.327260179434092,0.333803571428571,0.193980359507105,0.195993434908937,0.178407228012385,0.299428571428571,0.351842851719718,0.381931249050289,0.329501467527202,0.334567432173815,0.253434563069266,0.312768817204301,0.363627083201244,0.464148722001754,0.213492063492063,0.343295132993775,0.26785435790269,0.177777777777778,-0.203053830227743,-0.409857768841579,0.38876485001485,0.385456406073302,0.270833333333333,0.372717552717553,0.372717552717553,0.372717552717553,0.364985817838008,0.336842105263158,0.261178744392285,-0.233333333333333,-0.133333333333333,-0.338740365866775,-0.375777703225847,0.182082015456548,-0.494718694336357,0.268692659714251,0.254721529215275,0.238054862548609,0.253760533017419,0.217402688635565,0.237027465288335,0.216375291375291,-0.235409871711242,0.191375291375291,0.191375291375291,0.395445557923643,-0.360415943689638,0.160606060606061,0.319625094010172
"SNAI2",0.426596491074847,0.2,0.393614202437732,0.412368787258493,0.349019607843137,0.375493787258493,0.288235294117647,0.333613445378151,0.145974025974026,0.159570909877085,0.125863044708546,0.276470588235294,0.376863340092094,0.376534753932014,0.44915275353342,0.342409558579489,0.379947867164783,0.275,0.372403150276713,0.710777486540221,0.301176470588235,0.326724137931034,0.409368734786192,0.26,-0.241176470588235,-0.63740252833956,0.442051352058506,0.416228070175439,0.2,0.412827607766268,0.412827607766268,0.412827607766268,0.376754385964912,0.332894736842105,0.323799864773496,-0.1,-0.2,-0.386470390385003,-0.377871895424837,0.449418177528942,-0.808498766625438,0.427956280172798,0.402974962071897,0.373563197366014,0.40259545543053,0.341168831168831,0.373563197366014,0.341168831168831,-0.341602002503129,0.305454545454545,0.305454545454545,0.447100565604419,-0.357094594594595,0.26,0.385743987724154
"SOSGRB2",0.387314117738696,0.276190476190476,0.363662323037323,0.407323308270677,0.323037323037323,0.349428571428571,0.30952380952381,0.301428571428571,0.337709401709402,0.352145214521452,0.333333333333333,0.271428571428571,0.389982042191593,0.39751202792365,0.416893939393939,0.343228795438346,0.368512544802867,0.288888888888889,0.370681605975724,0.645936302640432,0.26,0.318300653594771,0.407044008001455,0.2,-0.289130434782609,-0.493923339915706,0.333311603650587,0.419090909090909,0.3,0.285875706214689,0.285875706214689,0.285875706214689,0.359090909090909,0.309090909090909,-0.0272222222222222,-0.2,-0.2,-0.317337421033073,-0.394150761519183,0.399462496524174,-0.567723129001209,0.369796484736355,0.331521739130435,0.275,0.330434782608696,0.2,0.273913043478261,0.2,-0.321290322580645,0.1,0.1,0.345606435643564,-0.402539682539683,0,-0.0359243253625276
"SMO",0.446459330143541,0.2,0.397596153846154,0.537121861604409,0.353846153846154,0.487826086956522,0.3,0.44,0.246969696969697,0.276170212765957,0.24,0.4,0.391482480853934,0.486274509803922,0.294638694638695,0.34717868338558,0.388863287250384,0.15,0.273188405797101,0.458920719127616,0.283333333333333,0.216666666666667,0.283764705882353,0.333333333333333,-0.265454545454545,-0.398997677823212,0.382479874776386,0.345964912280702,0.1,0.347596153846154,0.347596153846154,0.347596153846154,0.293333333333333,0.233333333333333,0.255263157894737,0,-0.3,-0.336500754147813,-0.488643815201192,0.302136752136752,-0.449608115619789,0.274444444444444,0.344444444444444,0.3,0.241111111111111,0.25,0.196666666666667,0.15,-0.34047619047619,0.2,0.1,0.366472607851918,-0.372669683257919,0.1,0.318884306355123
"CD44",0.38258064516129,0.3,0.415,0.375714285714286,0.385,0.35,0.325,0.3,0.251666666666667,0.270604395604396,0.232142857142857,0.2,0.390555555555556,0.417011128775835,0.355806938159879,0.355555555555556,0.216666666666667,0.2,0.266666666666667,0.439156399156399,0.15,0.266666666666667,0.218850574712644,0.1,-0.255555555555556,-0.144133148404993,0.203809523809524,0.253968253968254,0.2,0.166666666666667,0.166666666666667,0.166666666666667,0.242857142857143,0.2,-0.00238095238095239,-0.1,-0.1,-0.223809523809524,-0.419856459330144,0.131860465116279,-0.283333333333333,0.0861240310077519,0.0233333333333333,-0.05,0.0233333333333333,-0.1,0.05,0,-0.161111111111111,0,0.1,-0.02,-0.427692307692308,0.1,-0.159085452362763
"NOTCH",0.443939393939394,0.2,0.396923076923077,0.450438596491228,0.32,0.375,0.22,0.275,0.343076923076923,0.272272727272727,0.247272727272727,0.2,0.426984126984127,0.555957767722474,0.385335968379447,0.371428571428571,0.31,0.1,0.26,0.49251474782201,0.2,0.2,0.295090439276486,0.1,-0.3,-0.490672726973305,0.304966078697422,0.264285714285714,0,0.252727272727273,0.252727272727273,0.252727272727273,0.3,0.2,0.175555555555556,0,0,-0.285592903828198,-0.560912698412698,0.384849587554559,-0.599963924963925,0.349451357466063,0.312980769230769,0.269230769230769,0.312980769230769,0.2,0.269230769230769,0.2,-0.26,0.1,0.1,0.337692307692308,-0.394871794871795,0,0.327881367203085
"cMet",0.417715780296425,0.325,0.422407407407407,0.417287319422151,0.415,0.375714285714286,0.385,0.35,0.288252032520325,0.306406864740198,0.270604395604396,0.3,0.433148148148148,0.455106366871073,0.404042232277526,0.390555555555556,0.264814814814815,0.266666666666667,0.295238095238095,0.489156399156399,0.161111111111111,0.266666666666667,0.270070086907766,0.15,-0.255555555555556,-0.196514100785945,0.245318957771788,0.298154300479882,0.2,0.203809523809524,0.203809523809524,0.203809523809524,0.253968253968254,0.242857142857143,0.0109523809523809,-0.2,-0.1,-0.260394889663182,-0.450382775119617,0.165386476676973,-0.334963768115942,0.131860465116279,0.086969696969697,0.0233333333333333,0.0861240310077519,-0.05,0.0233333333333333,0.05,-0.216666666666667,-0.1,0,0.0419047619047619,-0.467692307692308,0.1,-0.12756002863395
"FUS",0.492666226695265,0.3,0.438772624434389,0.582978215195569,0.397596153846154,0.537121861604409,0.353846153846154,0.487826086956522,0.282818753573471,0.302032281731475,0.276170212765957,0.44,0.427892737264191,0.53484593837535,0.333017073017073,0.391482480853934,0.428622323394962,0.216666666666667,0.317869256860931,0.495300975069115,0.34047619047619,0.273188405797101,0.317992893801816,0.283333333333333,-0.313841642228739,-0.43864951534739,0.412876350547312,0.390543225533714,0.15,0.382479874776386,0.382479874776386,0.382479874776386,0.345964912280702,0.293333333333333,0.276831785345717,-0.1,-0.333333333333333,-0.361500754147813,-0.537071488157167,0.326052836052836,-0.495089165182471,0.302136752136752,0.378425026968716,0.344444444444444,0.274444444444444,0.3,0.241111111111111,0.196666666666667,-0.388863287250384,0.25,0.15,0.403972607851918,-0.418321857170962,0.1,0.336461854361032
"cfos",0.493333333333333,0.32,0.451428571428571,0.498375812093953,0.391428571428571,0.444927536231884,0.32,0.366666666666667,0.272806652806653,0.319450787686082,0.270802139037433,0.266666666666667,0.467110959216222,0.616862745098039,0.421764556318332,0.425757575757576,0.341269841269841,0.2,0.310989010989011,0.546092996680179,0.255555555555556,0.253846153846154,0.333873873873874,0.2,-0.357894736842105,-0.547594157950335,0.349472586237292,0.3170692431562,0.1,0.305316742081448,0.305316742081448,0.305316742081448,0.265217391304348,0.2,0.215416666666667,0,-0.1,-0.322459132906894,-0.622633565621371,0.434196182876305,-0.652380157064713,0.401001162129417,0.363296703296703,0.326153846153846,0.364389140271493,0.28,0.326153846153846,0.28,-0.307936507936508,0.2,0.2,0.394431267248452,-0.452355072463768,0.1,0.363692323936226
"CDC42",0.493333333333333,0.22,0.451428571428571,0.498375812093953,0.391428571428571,0.444927536231884,0.32,0.366666666666667,0.272806652806653,0.319450787686082,0.270802139037433,0.366666666666667,0.467110959216222,0.616862745098039,0.421764556318332,0.425757575757576,0.341269841269841,0.2,0.310989010989011,0.546092996680179,0.255555555555556,0.253846153846154,0.333873873873874,0.2,-0.357894736842105,-0.547594157950335,0.349472586237292,0.3170692431562,0.1,0.305316742081448,0.305316742081448,0.305316742081448,0.265217391304348,0.2,0.215416666666667,0,-0.1,-0.322459132906894,-0.622633565621371,0.434196182876305,-0.652380157064713,0.401001162129417,0.363296703296703,0.326153846153846,0.364389140271493,0.28,0.326153846153846,0.28,-0.307936507936508,0.2,0.2,0.394431267248452,-0.452355072463768,0.1,0.363692323936226
"NOTCHic",0.498067834306366,0.22,0.460559440559441,0.502211646136618,0.396923076923077,0.450438596491228,0.32,0.375,0.374895104895105,0.321698014629049,0.272272727272727,0.275,0.467228029423151,0.62262443438914,0.430016819443276,0.426984126984127,0.343333333333333,0.2,0.317575757575758,0.537030876854269,0.26,0.26,0.327890439276486,0.2,-0.356521739130435,-0.542708926068328,0.347971260044572,0.315054945054945,0.1,0.304966078697422,0.304966078697422,0.304966078697422,0.264285714285714,0.3,0.240555555555556,0,-0.1,-0.317766816871676,-0.627579365079365,0.416842887387055,-0.65798861632195,0.384849587554559,0.348612953138815,0.312980769230769,0.349451357466063,0.269230769230769,0.312980769230769,0.269230769230769,-0.31,0.2,0.2,0.382217855137563,-0.4541938287701,0.1,0.350904214303261
"TCFLEF",0.636241737024674,0.431428571428571,0.535245381990603,0.621233844568347,0.506525658807212,0.589973050095117,0.476428571428571,0.556319203941271,0.330666666666667,0.341188550892055,0.315678346810422,0.511740890688259,0.468939288778724,0.585972273967058,0.444456341806264,0.440238382434313,0.363932819910973,0.299254658385093,0.352308252070178,0.487425587819536,0.295425101214575,0.323392589419576,0.331365468230058,0.263846153846154,-0.303581412763125,-0.440258891432798,0.410432171869589,0.420003961759281,0.251428571428571,0.38579835029835,0.38579835029835,0.38579835029835,0.390216727716728,0.361645299145299,0.20391830244591,-0.171428571428571,-0.21,-0.360684060091298,-0.587170606803525,0.211379712791186,-0.614118464899436,0.190919128203055,0.269658210730822,0.240544286680189,0.265713969938108,0.209509803921569,0.236867816091954,0.205833333333333,-0.329387365365518,0.174509803921569,0.170833333333333,0.600871090866406,-0.461704805491991,0.133333333333333,0.321807418237823
"TWIST1",0.540523961654356,0.28,0.477830663615561,0.52676652554688,0.431830663615561,0.486350821158889,0.371304347826087,0.440438871473354,0.292554319024907,0.308804566090449,0.273061594202899,0.381818181818182,0.489753895650291,0.487385000894935,0.468063042827194,0.453148578676876,0.484387997623292,0.369230769230769,0.470892759301997,0.731287514084549,0.397222222222222,0.420450281425891,0.424313794539023,0.355555555555556,-0.357385730211817,-0.658424304256021,0.452050268226609,0.424971453667106,0.3,0.42054341891154,0.42054341891154,0.42054341891154,0.381010101010101,0.335555555555555,0.315754268614681,-0.2,-0.3,-0.402967821660024,-0.488428775601054,0.470258880775686,-0.827861231474933,0.446443851873952,0.418854803675856,0.385254803675856,0.417916244511989,0.348412698412698,0.384582911178656,0.348412698412698,-0.444281045751634,0.309523809523809,0.309523809523809,0.461239889143115,-0.467440453212866,0.266666666666667,0.39684665708351
"TGF",0.57826420890937,0.333333333333333,0.493650793650794,0.587988806858776,0.431746031746032,0.620681114551084,0.376190476190476,0.536470588235294,0.358228969006958,0.387282913165266,0.348459383753501,0.46,0.514936802871721,0.584097003980725,0.495955409190703,0.461090649025568,0.3875,0.276190476190476,0.415584415584416,0.514400275312327,0.283333333333333,0.376190476190476,0.409256756756757,0.183333333333333,-0.407899159663866,-0.519671773451989,0.398658008658009,0.443605870020964,0.233333333333333,0.34047619047619,0.34047619047619,0.34047619047619,0.388888888888889,0.288888888888889,0.185135135135135,-0.2,-0.133333333333333,-0.381240219092332,-0.583715410002539,0.428712279209779,-0.617526027623097,0.387745358090186,0.341538461538462,0.28,0.341538461538462,0.2,0.28,0.2,-0.333333333333333,0.1,0.1,0.355714285714286,-0.460026021337497,0,0.179511087203395
"PAK1",0.537462887989204,0.32,0.512034632034632,0.540962562882597,0.451428571428571,0.498375812093953,0.391428571428571,0.444927536231884,0.327568557568558,0.361287522379959,0.319450787686082,0.366666666666667,0.506766131630015,0.668827810600223,0.461516109113363,0.467110959216222,0.384325396825397,0.253846153846154,0.35284947610529,0.586535652615793,0.307936507936508,0.310989010989011,0.373951694885547,0.255555555555556,-0.403728070175439,-0.59358571913177,0.388238018336058,0.35732898341594,0.2,0.349472586237292,0.349472586237292,0.349472586237292,0.3170692431562,0.265217391304348,0.250900537634409,-0.1,-0.2,-0.351312887847606,-0.675305321346561,0.462377291385282,-0.701928226086899,0.434196182876305,0.400594000594001,0.363296703296703,0.401001162129417,0.326153846153846,0.364389140271493,0.326153846153846,-0.341269841269841,0.28,0.28,0.434842226152562,-0.497809617918313,0.2,0.384968919680907
"LIV1",0.537462887989204,0.32,0.512034632034632,0.540962562882597,0.451428571428571,0.498375812093953,0.391428571428571,0.444927536231884,0.327568557568558,0.361287522379959,0.319450787686082,0.366666666666667,0.506766131630015,0.668827810600223,0.461516109113363,0.467110959216222,0.384325396825397,0.253846153846154,0.35284947610529,0.586535652615793,0.307936507936508,0.310989010989011,0.373951694885547,0.255555555555556,-0.403728070175439,-0.59358571913177,0.388238018336058,0.35732898341594,0.2,0.349472586237292,0.349472586237292,0.349472586237292,0.3170692431562,0.265217391304348,0.250900537634409,-0.1,-0.2,-0.351312887847606,-0.675305321346561,0.462377291385282,-0.701928226086899,0.434196182876305,0.400594000594001,0.363296703296703,0.401001162129417,0.326153846153846,0.364389140271493,0.326153846153846,-0.341269841269841,0.28,0.28,0.434842226152562,-0.497809617918313,0.2,0.384968919680907
"EGR1",0.537462887989204,0.32,0.512034632034632,0.540962562882597,0.451428571428571,0.498375812093953,0.391428571428571,0.444927536231884,0.327568557568558,0.361287522379959,0.319450787686082,0.366666666666667,0.506766131630015,0.668827810600223,0.461516109113363,0.467110959216222,0.384325396825397,0.253846153846154,0.35284947610529,0.586535652615793,0.307936507936508,0.310989010989011,0.373951694885547,0.255555555555556,-0.403728070175439,-0.59358571913177,0.388238018336058,0.35732898341594,0.2,0.349472586237292,0.349472586237292,0.349472586237292,0.3170692431562,0.265217391304348,0.250900537634409,-0.1,-0.2,-0.351312887847606,-0.675305321346561,0.462377291385282,-0.701928226086899,0.434196182876305,0.400594000594001,0.363296703296703,0.401001162129417,0.326153846153846,0.364389140271493,0.326153846153846,-0.341269841269841,0.28,0.28,0.434842226152562,-0.497809617918313,0.2,0.384968919680907
"Csl",0.540362916273579,0.32,0.518390765860645,0.54302797266723,0.460559440559441,0.502211646136618,0.396923076923077,0.450438596491228,0.43045066045066,0.363957428854991,0.321698014629049,0.375,0.50625805251784,0.673703571079788,0.468555862264435,0.467228029423151,0.385862068965517,0.26,0.359631832342113,0.576168387025139,0.31,0.317575757575758,0.367187563877125,0.26,-0.398894620486367,-0.587382465587228,0.385102890692902,0.354638278388278,0.2,0.347971260044572,0.347971260044572,0.347971260044572,0.315054945054945,0.264285714285714,0.272729468599034,-0.1,-0.2,-0.345640832619708,-0.678829365079365,0.444058077260472,-0.706310763972956,0.416842887387055,0.384577865419517,0.348612953138815,0.384849587554559,0.312980769230769,0.349451357466063,0.312980769230769,-0.343333333333333,0.269230769230769,0.269230769230769,0.421060830344175,-0.499456986664837,0.2,0.371060770076255
"SMAD",0.57001521908277,0.342857142857143,0.524582927274264,0.574255617296449,0.466910969602307,0.529934904601571,0.408374384236453,0.476848484848485,0.435095492742552,0.36540142412105,0.427544281263907,0.407151515151515,0.517878991118428,0.6825912492146,0.484298167267563,0.478643578643579,0.48821017699957,0.344444444444444,0.446644444444445,0.58726666496809,0.405570291777188,0.399444444444444,0.474131056158453,0.353846153846154,-0.410993300141373,-0.597288555788936,0.468466122894295,0.452141402714932,0.3,0.430595267745953,0.430595267745953,0.430595267745953,0.40825,0.35625,0.275005574136009,-0.2,-0.3,-0.382628989737313,-0.686306052411764,0.457006683105778,-0.712828663944695,0.429531710914454,0.396760006328113,0.358775510204082,0.397083333333333,0.32,0.359583333333333,0.32,-0.446746762365424,0.271428571428571,0.271428571428571,0.430211558307534,-0.499283574618519,0.2,0.281158436916201
"GLI",0.584413636432592,0.420634920634921,0.60357697435323,0.687334489114983,0.54678685089644,0.639625594236277,0.493362193362193,0.584696016771489,0.384799898682877,0.413389103310599,0.373814635225492,0.511111111111111,0.539120901166581,0.699014485185994,0.489028271555363,0.496058700209644,0.526088670335246,0.283333333333333,0.379721362229102,0.605642975701754,0.435327635327635,0.330701754385965,0.41910204204553,0.387179487179487,-0.432007073386384,-0.61272060897744,0.479755444854717,0.39206280610775,0.233333333333333,0.438904381024929,0.438904381024929,0.438904381024929,0.344871794871795,0.294871794871795,0.252142857142857,-0.133333333333333,-0.333333333333333,-0.438530956567711,-0.704621452111107,0.48481425602828,-0.721298674739589,0.455001421803681,0.419032479638897,0.477637130801688,0.418915245861132,0.433333333333333,0.378070175438596,0.333333333333333,-0.48053311477969,0.38,0.28,0.448087406454309,-0.515256401824081,0.2,0.347992760654971
"SNAI1",0.577164380526517,0.391428571428571,0.554678023555829,0.580143849432304,0.512034632034632,0.540962562882597,0.451428571428571,0.498375812093953,0.37186079501148,0.39111866684525,0.361287522379959,0.444927536231884,0.443013466384813,0.714073712239567,0.497696417535664,0.506766131630015,0.423957942757155,0.310989010989011,0.398463511193009,0.621377281575069,0.341269841269841,0.35284947610529,0.40964491022478,0.307936507936508,-0.436595203042571,-0.632176591829928,0.419945335409228,0.398934822831998,0.253846153846154,0.388238018336058,0.388238018336058,0.388238018336058,0.35732898341594,0.3170692431562,0.273913089935664,-0.2,-0.255555555555556,-0.376185984294306,-0.719248983318392,0.485490498932452,-0.745406486956464,0.462377291385282,0.43447490408476,0.400594000594001,0.434196182876305,0.363296703296703,0.401001162129417,0.364389140271493,-0.384325396825397,0.326153846153846,0.326153846153846,0.470759538814061,-0.540241379704914,0.28,0.402933172937496
"TGFR",0.633604014734613,0.376190476190476,0.542222222222222,0.644577954145598,0.493650793650794,0.587988806858776,0.431746031746032,0.620681114551084,0.398654500921851,0.424849050731404,0.387282913165266,0.536470588235294,0.563916394708456,0.643121394224627,0.545174159190703,0.514936802871721,0.434945255474453,0.376190476190476,0.464155844155844,0.564644177751352,0.333333333333333,0.415584415584416,0.452735017626322,0.283333333333333,-0.45483793517407,-0.575339279749219,0.445930735930736,0.497704230676702,0.276190476190476,0.398658008658009,0.398658008658009,0.398658008658009,0.443605870020964,0.388888888888889,0.235135135135135,-0.233333333333333,-0.183333333333333,-0.417788442442586,-0.640677435318994,0.463126006569168,-0.677834312786873,0.428712279209779,0.387484407484407,0.341538461538462,0.387745358090186,0.28,0.341538461538462,0.28,-0.3875,0.2,0.2,0.410380952380952,-0.514124381993235,0.1,0.207318012701821
"ZEB1",0.621291540235664,0.266666666666667,0.464753768844221,0.620281675491401,0.414,0.574182384711259,0.356666666666667,0.519965517241379,0.502281185056305,0.527640012025229,0.490675031480482,0.451,0.562511052166225,0.748277774507568,0.589820973452797,0.522511052166225,0.542019912578922,0.406666666666667,0.509179646936656,0.558568146011066,0.451724137931034,0.457777777777778,0.505190654066455,0.4,-0.434217527386542,-0.687979126157111,0.469262568502385,0.502131337726237,0.333333333333333,0.433092355736428,0.433092355736428,0.433092355736428,0.454923215898826,0.403703703703704,0.348937488038694,-0.233333333333333,-0.333333333333333,-0.408007391855789,-0.747412999952502,0.520557334568831,-0.733066717067965,0.493863646091703,0.465564097436607,0.43010593010593,0.462390777874649,0.387248787248787,0.426906906906907,0.384684684684685,-0.501019912578922,0.335897435897436,0.333333333333333,0.491447221126958,-0.53957445564271,0.266666666666667,0.403708313356178
