"","FOXC2","TGF","TGFR","CDC42","PAK1","SNAI1","MEK","ERK","EGR1","cfos","HEY1","SMAD","ILK","SHH","TWIST1","AKT","IKK","NFB","SMO","FUS","Jagged","Csn","NOTCH","NOTCHic","Csl","SOSGRB2","ZEB2","ZEB1","SNAI2","KLF4","cateninmemb","RAS","RAF","PI3K","DELTA","Ecadherin","GSK3","miR200","cateninnuc","GLI","TCFLEF","Wnt","CD44","cMet","Frizzled","SRC","DSH","STAT","AXIN2","TrCP","SUFU","LIV1","Destcompl","Patched","RKIP"
"Csn",0.239166093058384,0.268785883147585,0.244849712934819,0.201587301587302,0.142857142857143,0.140970328941132,0.237954458848314,0.204993564993565,0.106666666666667,0.159047619047619,0.0752738825591586,0.0821979949874687,0.068483709273183,0.139890842018502,0.285693520320678,0.206117886178862,0.184166666666667,0.155,0.108513708513709,0.0873015873015873,0.187030189397027,0.105,0.263915157119041,0.238672438672439,0.201010101010101,0.169616519174041,0.421947272305805,0.421947272305805,0.436210656044152,-0.388806580259222,-0.439665340343217,0.237025684089728,0.209087341122483,0.209087341122483,0.209087341122483,-0.511299761856081,-0.148978675555839,-0.430239541160594,0.41736151688841,0.37394988301664,0.397656176188594,0.348511286525412,0.374404143668269,0.348511286525412,0.318390804597701,0.318390804597701,0.266666666666667,0.266666666666667,0.406875,-0.18,-0.0428571428571429,0.2,0.0498401346369023,-0.124997224997225,-0.159494569757728
"ERK",0.349368728080164,0.381004943557882,0.354011078527208,0.314494949494949,0.265,0.241603643256807,0.20181649167087,0.16887880621093,0.187241379310345,0.225019157088123,0.175355466438761,0.17716299625591,0.165938506459992,0.245730018859516,0.421740953341177,0.210814240734527,0.185580595874714,0.156168831168831,0.208590163934426,0.184,0.298631527978431,0.110714285714286,0.275929404310684,0.247638087784073,0.21041181041181,0.120534116676974,0.423698629038387,0.423698629038387,0.685710276649922,-0.390274026743956,-0.541630031788139,0.157757665906837,0.129801864801865,0.129801864801865,0.129801864801865,-0.612418878119367,-0.213749906013138,-0.434028321749986,0.417477149486196,0.378307938912473,0.399153285849832,0.352867132867133,0.377119387544748,0.351288185498712,0.32,0.318421052631579,0.27,0.268421052631579,0.41142455772724,-0.0857142857142857,-0.14,0.2,0.0579361594537091,-0.228053251182748,-0.262015168294238
"CD44",0.38258064516129,0.375714285714286,0.35,0.3,0.2,0.375555555555556,0.415,0.385,0.3,0.325,0.204093567251462,0.197619047619048,0.183333333333333,0.177272727272727,0.355806938159879,0.26,0.266666666666667,0.2,0.15,0.1,0.188531468531469,0.2,0.24812030075188,0.242857142857143,0.2,-0.00238095238095239,0.424119241192412,0.424119241192412,0.439156399156399,-0.277777777777778,-0.144450549450549,0.203809523809524,0.166666666666667,0.166666666666667,0.166666666666667,-0.284158469945355,-0.223809523809524,-0.434460547504026,0.132277877161598,0.0233333333333333,0.0861240310077519,-0.05,0.0233333333333333,0.05,-0.1,0,0,0.1,-0.02,-0.1,-0.1,0.1,-0.159085452362763,-0.15,-0.427692307692308
"NFB",0.527192973656786,0.563144414093181,0.519058392587804,0.461915535444947,0.402941176470588,0.295378583186558,0.299369735955102,0.246922183507549,0.142857142857143,0.176190476190476,0.199507121764808,0.19997138769671,0.186666666666667,0.283171189622803,0.557682012560061,0.359678834678835,0.321042471042471,0.264285714285714,0.228148148148148,0.18,0.314401913875598,0.314285714285714,0.404091333503098,0.362914862914863,0.307359307359307,0.332692494771146,0.455378925637309,0.455378925637309,0.696396175074796,-0.398254444387954,-0.609268903450086,0.415098655453593,0.380598655453593,0.380598655453593,0.380598655453593,-0.724917953680972,-0.252064549623605,-0.4605101891944,0.462626645855567,0.40957264957265,0.437949226500729,0.376239316239316,0.409193861693862,0.376239316239316,0.331623931623932,0.331623931623932,0.277777777777778,0.277777777777778,0.443308761226911,-0.3,-0.12,0.2,0.158759165294758,-0.256719576719577,-0.295722781155852
"Jagged",0.309523809523809,0.329468599033816,0.255555555555556,0.2,0.2,0.240701754385965,0.286666666666667,0.22,0.1,0.2,0.166666666666667,0.0714285714285714,0.0666666666666667,0.121794871794872,0.290217391304348,0.0888888888888889,0.0333333333333333,0,0.0333333333333333,0,0.166493506493506,0,0.231428571428571,0.16,0.1,0.12,0.457936507936508,0.457936507936508,0.43868778280543,-0.405555555555556,-0.431991951710262,0.252727272727273,0.18,0.18,0.18,-0.512323666308629,-0.23639846743295,-0.469264069264069,0.350949050949051,0.269230769230769,0.314685314685315,0.2,0.269230769230769,0.2,0.1,0.1,0,0,0.28,0,0,0,0.300540540540541,-0.0833333333333333,-0.23030303030303
"DELTA",0.309523809523809,0.329468599033816,0.255555555555556,0.2,0.2,0.240701754385965,0.286666666666667,0.22,0.1,0.2,0.166666666666667,0.0714285714285714,0.0666666666666667,0.121794871794872,0.290217391304348,0.0888888888888889,0.0333333333333333,0,0.0333333333333333,0,0.166493506493506,0,0.231428571428571,0.16,0.1,0.12,0.457936507936508,0.457936507936508,0.43868778280543,-0.405555555555556,-0.431991951710262,0.252727272727273,0.18,0.18,0.18,-0.512323666308629,-0.23639846743295,-0.469264069264069,0.350949050949051,0.269230769230769,0.314685314685315,0.2,0.269230769230769,0.2,0.1,0.1,0,0,0.28,0,0,0,0.300540540540541,-0.0833333333333333,-0.23030303030303
"cMet",0.409607672188317,0.410545746388443,0.375714285714286,0.35,0.3,0.401769147788565,0.422407407407407,0.415,0.325,0.385,0.21781905744754,0.210582010582011,0.197619047619048,0.205397727272727,0.396983408748115,0.2725,0.26,0.266666666666667,0.15,0.15,0.225487990270599,0.2,0.280035194368901,0.24812030075188,0.242857142857143,0.0109523809523809,0.462417113532837,0.462417113532837,0.489339549339549,-0.324119241192412,-0.197307692307692,0.245318957771788,0.203809523809524,0.203809523809524,0.203809523809524,-0.334417537302868,-0.259293394777266,-0.472165465536813,0.166555497558199,0.086969696969697,0.132277877161598,0.0233333333333333,0.0861240310077519,0.0233333333333333,-0.05,0.05,-0.1,0,0.0419047619047619,-0.2,-0.1,0.1,-0.127328695606007,-0.177272727272727,-0.455692307692308
"STAT",0.232473068278695,0.223678405999559,0.209392691713845,0.181034482758621,0.15,0.159979418196519,0.216683006535948,0.201388888888889,0.2,0.188888888888889,0.0595238095238095,0.0680720720720721,0.0626666666666667,0.0647422917625403,0.0894510454084922,0.0430576441102757,0.0342857142857143,0.02,0.045,0.025,0.0692618967093808,0,0.0332740428255862,0.0204027556968733,-0.00392156862745098,-0.000184034966643665,0.465098814229249,0.465098814229249,0.108559511263887,-0.349649122807018,-0.0680563143297531,-0.0299088680137067,-0.044194582299421,-0.044194582299421,-0.044194582299421,-0.214599443853475,0.0420361247947455,-0.481422875783151,0.035928768469793,0.0120982830728593,0.0248722574132819,-0.00146103896103896,0.0123320644872369,-0.00146103896103896,-0.0196428571428571,-0.0196428571428571,-0.0571428571428571,-0.0571428571428571,-0.0425026586316909,0,0,0,-0.0623205144707912,-0.0571951219512195,-0.186493506493506
"GLI",0.430961791831357,0.547179487179487,0.487179487179487,0.433333333333333,0.4,0.349184149184149,0.424895635673624,0.389411764705882,0.26,0.36,0.222402597402597,0.210093743975323,0.204830586080586,0.353812256609961,0.381531100478469,0.392424242424242,0.342424242424242,0.333333333333333,0.264285714285714,0.25,0.282628124563608,0.3,0.430952380952381,0.366666666666667,0.333333333333333,0.165454545454545,0.469486338797814,0.469486338797814,0.43875,-0.418666666666667,-0.439240037071362,0.383608058608059,0.329761904761905,0.329761904761905,0.329761904761905,-0.517995391705069,-0.277200577200577,-0.475714285714286,0.360146118721461,0.366666666666667,0.321333333333333,0.4,0.266666666666667,0.2,0.3,0.1,0.2,0,0.276190476190476,-0.2,-0.2,0,-0.0355595910680657,-0.317226890756303,-0.335648148148148
"TWIST1",0.530108468919483,0.516637142060031,0.477807354825988,0.432879818594104,0.377777777777778,0.48221282416791,0.472449464280895,0.42719806763285,0.277777777777778,0.367777777777778,0.262171162171162,0.254930254930255,0.235449735449735,0.466739561766736,0.453628778628779,0.466019760056457,0.419230769230769,0.369230769230769,0.394685990338164,0.355555555555556,0.41284195742963,0.3,0.42187655607666,0.380292397660819,0.335555555555555,0.309167634533488,0.487649198299267,0.487649198299267,0.725303149010106,-0.389501915708812,-0.651003671266989,0.450148597791922,0.41997315919543,0.41997315919543,0.41997315919543,-0.819646027557953,-0.401194509400351,-0.495393844641451,0.463157683775888,0.41627015397701,0.441381528058126,0.384582911178656,0.415301528058126,0.38389656938044,0.348412698412698,0.348412698412698,0.309523809523809,0.309523809523809,0.459552825349549,-0.2,-0.3,0.266666666666667,0.394186790743672,-0.435310990338164,-0.466789142667991
"SRC",0.420657568238213,0.411538461538462,0.381538461538462,0.353333333333333,0.333333333333333,0.315027046022164,0.33903743315508,0.321390374331551,0.3,0.327272727272727,0.127321981424149,0.115742533591504,0.109973302822273,0.0960942760942761,0.267674817674818,0.168803418803419,0.157692307692308,0.15,0.0533333333333333,0.0333333333333333,0.110938773064941,0.15,0.168809523809524,0.143809523809524,0.12,0.0117647058823529,0.49618994897468,0.49618994897468,0.209235055643325,-0.367941176470588,-0.112543510264539,0.219246027231008,0.191973299958281,0.191973299958281,0.191973299958281,-0.279902110348335,-0.152380952380952,-0.508118619348566,0.0831220268455366,0.0344262295081967,0.0620335914713869,0,0.0344262295081967,0,-0.05,-0.05,-0.1,0,-0.0271686004505079,-0.1,-0.0333333333333333,0,-0.079275694965591,-0.0718518518518519,-0.415185185185185
"NOTCH",0.366666666666667,0.389468599033816,0.329468599033816,0.255555555555556,0.2,0.27531713900135,0.348205128205128,0.286666666666667,0.2,0.22,0.171014492753623,0.0821428571428571,0.0714285714285714,0.151206636500754,0.334661835748792,0.133333333333333,0.0888888888888889,0.0333333333333333,0.0833333333333333,0.0333333333333333,0.196123136123136,0,0.186267281105991,0.231428571428571,0.16,0.167368421052632,0.51112799729821,0.51112799729821,0.487350884409708,-0.457936507936508,-0.483314703033013,0.303451910408432,0.252727272727273,0.252727272727273,0.252727272727273,-0.570129573481624,-0.277307558342041,-0.520083741395217,0.382636293747405,0.314685314685315,0.350949050949051,0.269230769230769,0.314685314685315,0.269230769230769,0.2,0.2,0.1,0.1,0.338490566037736,0,0,0,0.329512503157363,-0.121794871794872,-0.271969696969697
"cfos",0.389850427350427,0.414404674176229,0.373726708074534,0.312857142857143,0.242857142857143,0.292080863353093,0.383636363636364,0.334545454545455,0.32,0.28,0.0817287784679089,0.0941651269084897,0.0791208791208791,0.160075054930098,0.352726792033541,0.157675438596491,0.120833333333333,0.0833333333333333,0.10952380952381,0.0761904761904762,0.209007936507937,0.0333333333333333,0.212051282051282,0.17051282051282,0.116666666666667,0.191785714285714,0.546732026143791,0.546732026143791,0.534703901762725,-0.502222222222222,-0.530503135680167,0.344785854721292,0.303322440087146,0.303322440087146,0.303322440087146,-0.607123817359112,-0.310213744588745,-0.559406090985038,0.425767903466254,0.364990253411306,0.398324294443697,0.328148148148148,0.365985985985986,0.328148148148148,0.28,0.28,0.2,0.2,0.39512315270936,0,-0.0333333333333333,0.1,0.364971420234578,-0.138556067588326,-0.299030303030303
"CDC42",0.389850427350427,0.414404674176229,0.373726708074534,0.312857142857143,0.342857142857143,0.292080863353093,0.383636363636364,0.334545454545455,0.22,0.28,0.0817287784679089,0.0941651269084897,0.0791208791208791,0.160075054930098,0.352726792033541,0.157675438596491,0.120833333333333,0.0833333333333333,0.10952380952381,0.0761904761904762,0.209007936507937,0.0333333333333333,0.212051282051282,0.17051282051282,0.116666666666667,0.191785714285714,0.546732026143791,0.546732026143791,0.534703901762725,-0.502222222222222,-0.530503135680167,0.344785854721292,0.303322440087146,0.303322440087146,0.303322440087146,-0.607123817359112,-0.310213744588745,-0.559406090985038,0.425767903466254,0.364990253411306,0.398324294443697,0.328148148148148,0.365985985985986,0.328148148148148,0.28,0.28,0.2,0.2,0.39512315270936,0,-0.0333333333333333,0.1,0.364971420234578,-0.138556067588326,-0.299030303030303
"TGF",0.527063709382986,0.545064724919094,0.591666666666667,0.526666666666667,0.46,0.42045104510451,0.472396106545433,0.423558897243108,0.333333333333333,0.376190476190476,0.231850419084462,0.226515151515151,0.211515151515151,0.265617816091954,0.460006079555324,0.341791979949875,0.315476190476191,0.258333333333333,0.203333333333333,0.153333333333333,0.319691948944526,0.233333333333333,0.38816091954023,0.343333333333333,0.273333333333333,0.181578947368421,0.553804590985414,0.553804590985414,0.510597389545493,-0.505289739500266,-0.514001468121391,0.397619047619048,0.34047619047619,0.34047619047619,0.34047619047619,-0.596542487480088,-0.375373528406796,-0.562139176612861,0.426778320983882,0.342264150943396,0.388316782522344,0.28,0.342264150943396,0.28,0.2,0.2,0.1,0.1,0.356084656084656,-0.2,-0.133333333333333,0,0.180510097044069,-0.234367816091954,-0.399844758274732
"NOTCHic",0.406289308176101,0.430475793278421,0.389468599033816,0.329468599033816,0.255555555555556,0.305580296896086,0.402051282051282,0.348205128205128,0.22,0.286666666666667,0.185768591114279,0.0992160278745644,0.0821428571428571,0.174802142118732,0.370278274104957,0.172868217054264,0.133333333333333,0.0888888888888889,0.121794871794872,0.0833333333333333,0.222653748368034,0.0333333333333333,0.228372544263885,0.186267281105991,0.231428571428571,0.219749373433584,0.554490829156617,0.554490829156617,0.527350884409708,-0.504875283446712,-0.527898036366346,0.344338609915821,0.303451910408432,0.303451910408432,0.303451910408432,-0.617446646652356,-0.308712517019727,-0.56665908386097,0.409427571005972,0.350169185653057,0.382636293747405,0.314685314685315,0.350949050949051,0.314685314685315,0.269230769230769,0.269230769230769,0.2,0.2,0.38293501048218,0,-0.0333333333333333,0.1,0.351920529913216,-0.151206636500754,-0.309900731452456
"PAK1",0.422121343685089,0.447738007509562,0.414404674176229,0.373726708074534,0.312857142857143,0.319791706726587,0.430398953564421,0.383636363636364,0.28,0.334545454545455,0.101728778467909,0.108871009261431,0.0941651269084897,0.183884578739622,0.384087738779103,0.187864117841774,0.157675438596491,0.120833333333333,0.138556067588326,0.10952380952381,0.235122586189465,0.0833333333333333,0.245384615384615,0.212051282051282,0.17051282051282,0.222312030075188,0.583373247517837,0.583373247517837,0.568653948016194,-0.538071278825996,-0.567683835774775,0.37994567207289,0.344785854721292,0.344785854721292,0.344785854721292,-0.64631200924103,-0.336491116851518,-0.595742427321375,0.448115852546876,0.397343194587777,0.425767903466254,0.364990253411306,0.398324294443697,0.365985985985986,0.328148148148148,0.328148148148148,0.28,0.28,0.432662584886016,-0.0333333333333333,-0.0761904761904762,0.2,0.383972177236849,-0.160075054930098,-0.331480634156131
"LIV1",0.422121343685089,0.447738007509562,0.414404674176229,0.373726708074534,0.312857142857143,0.319791706726587,0.430398953564421,0.383636363636364,0.28,0.334545454545455,0.101728778467909,0.108871009261431,0.0941651269084897,0.183884578739622,0.384087738779103,0.187864117841774,0.157675438596491,0.120833333333333,0.138556067588326,0.10952380952381,0.235122586189465,0.0833333333333333,0.245384615384615,0.212051282051282,0.17051282051282,0.222312030075188,0.583373247517837,0.583373247517837,0.568653948016194,-0.538071278825996,-0.567683835774775,0.37994567207289,0.344785854721292,0.344785854721292,0.344785854721292,-0.64631200924103,-0.336491116851518,-0.595742427321375,0.448115852546876,0.397343194587777,0.425767903466254,0.364990253411306,0.398324294443697,0.365985985985986,0.328148148148148,0.328148148148148,0.28,0.28,0.432662584886016,-0.0333333333333333,-0.0761904761904762,0.2,0.383972177236849,-0.160075054930098,-0.331480634156131
"EGR1",0.422121343685089,0.447738007509562,0.414404674176229,0.373726708074534,0.312857142857143,0.319791706726587,0.430398953564421,0.383636363636364,0.28,0.334545454545455,0.101728778467909,0.108871009261431,0.0941651269084897,0.183884578739622,0.384087738779103,0.187864117841774,0.157675438596491,0.120833333333333,0.138556067588326,0.10952380952381,0.235122586189465,0.0833333333333333,0.245384615384615,0.212051282051282,0.17051282051282,0.222312030075188,0.583373247517837,0.583373247517837,0.568653948016194,-0.538071278825996,-0.567683835774775,0.37994567207289,0.344785854721292,0.344785854721292,0.344785854721292,-0.64631200924103,-0.336491116851518,-0.595742427321375,0.448115852546876,0.397343194587777,0.425767903466254,0.364990253411306,0.398324294443697,0.365985985985986,0.328148148148148,0.328148148148148,0.28,0.28,0.432662584886016,-0.0333333333333333,-0.0761904761904762,0.2,0.383972177236849,-0.160075054930098,-0.331480634156131
"ZEB1",0.444269514388677,0.479930363543267,0.446597030209933,0.407168458781362,0.355555555555556,0.315609507640068,0.356622242491808,0.315559440559441,0.213636363636364,0.271969696969697,0.185452613153288,0.179166769560028,0.166245421245421,0.272957880560973,0.459272369163012,0.286238477549807,0.252905144216473,0.220701754385965,0.224404761904762,0.195833333333333,0.334240024303857,0.173333333333333,0.362329096045198,0.327583333333333,0.289583333333333,0.289133858267717,0.585952940722575,0.585952940722575,0.522863852165788,-0.535797101449275,-0.638038504304735,0.45052591372513,0.41964591372513,0.41964591372513,0.41964591372513,-0.639145092696299,-0.384624690412815,-0.604024653339597,0.492247153785242,0.449030360278288,0.472084634740041,0.42035903160696,0.447494470805615,0.418872562678407,0.384436701509872,0.38223889931207,0.338095238095238,0.335897435897436,0.478906280803369,-0.133333333333333,-0.158333333333333,0.266666666666667,0.397104107493768,-0.250177957781051,-0.30892670547843
"Csl",0.439175214216369,0.463979629595556,0.430475793278421,0.389468599033816,0.329468599033816,0.334547551304147,0.44879684418146,0.402051282051282,0.286666666666667,0.348205128205128,0.208396328340556,0.115176939926682,0.0992160278745644,0.199802142118732,0.401961442421788,0.205668217054264,0.172868217054264,0.133333333333333,0.151206636500754,0.121794871794872,0.249429704652187,0.0888888888888889,0.262631803523145,0.228372544263885,0.186267281105991,0.24781954887218,0.592745862713664,0.592745862713664,0.560786467231794,-0.542163419039932,-0.564731767472154,0.378412683989895,0.344338609915821,0.344338609915821,0.344338609915821,-0.656958230872769,-0.334342146649357,-0.604754321956208,0.431361533270123,0.381876502726227,0.409427571005972,0.350169185653057,0.382636293747405,0.350949050949051,0.314685314685315,0.314685314685315,0.269230769230769,0.269230769230769,0.419369119009312,-0.0333333333333333,-0.0833333333333333,0.2,0.370001710725024,-0.174802142118732,-0.344732192126613
"TGFR",0.567657768788927,0.59016276413478,0.545064724919094,0.591666666666667,0.526666666666667,0.453784378437844,0.513403300790038,0.472396106545433,0.376190476190476,0.423558897243108,0.248773496007539,0.239925113200975,0.226515151515151,0.295097584878081,0.500235964612795,0.374350119484758,0.341791979949875,0.315476190476191,0.234367816091954,0.203333333333333,0.352044890120997,0.258333333333333,0.432045811626561,0.38816091954023,0.343333333333333,0.223351099267155,0.596539633720457,0.596539633720457,0.557373473953464,-0.550920807461431,-0.564177731341132,0.443233082706767,0.397619047619048,0.397619047619048,0.397619047619048,-0.648100813392822,-0.410825851145183,-0.605373500045204,0.457478500517096,0.388070602556299,0.426778320983882,0.342264150943396,0.388316782522344,0.342264150943396,0.28,0.28,0.2,0.2,0.410591093852896,-0.233333333333333,-0.153333333333333,0.1,0.207984844518816,-0.265617816091954,-0.434844758274732
"SMAD",0.479656256149652,0.503085403851913,0.466924689566199,0.424786324786325,0.369230769230769,0.367288998163917,0.462884852216749,0.416009852216749,0.314285714285714,0.366009852216749,0.230973084886128,0.119759416544016,0.205947261847883,0.303551982546006,0.421535078693551,0.311760229205838,0.276143790849673,0.238888888888889,0.250833333333333,0.220833333333333,0.355004703841716,0.205555555555556,0.366292176492399,0.329195402298851,0.286666666666667,0.253623670212766,0.607940324295587,0.607940324295587,0.572956533743674,-0.558541932643628,-0.576460324251523,0.462340533234081,0.427241195485737,0.427241195485737,0.427241195485737,-0.667856453696618,-0.372376142376142,-0.618641152788804,0.445162378638271,0.393948080904603,0.422511021644534,0.35989010989011,0.394710191769015,0.360644257703081,0.321428571428571,0.321428571428571,0.271428571428571,0.271428571428571,0.428414589933954,-0.15,-0.183333333333333,0.2,0.280057343865816,-0.278452380952381,-0.366093108085702
"SNAI1",0.451673582491059,0.477943957166313,0.447738007509562,0.414404674176229,0.373726708074534,0.244848654334788,0.466008709661982,0.430398953564421,0.334545454545455,0.383636363636364,0.119849583837036,0.119631410983095,0.108871009261431,0.206153486302647,0.411815011506376,0.218550038419392,0.187864117841774,0.157675438596491,0.160075054930098,0.138556067588326,0.258256914547674,0.120833333333333,0.276765368522691,0.245384615384615,0.212051282051282,0.24215008675535,0.615403322705807,0.615403322705807,0.596908795661624,-0.570424220002466,-0.5982724959409,0.407566304352425,0.37994567207289,0.37994567207289,0.37994567207289,-0.680039486718508,-0.357957783518185,-0.628919997414833,0.466190718857037,0.424986979374419,0.448115852546876,0.397343194587777,0.425767903466254,0.398324294443697,0.364990253411306,0.365985985985986,0.328148148148148,0.328148148148148,0.463875776876593,-0.0833333333333333,-0.10952380952381,0.28,0.399027732792405,-0.183884578739622,-0.362229988161299
