"","AKT","AXIN2","CD44","CDC42","Csl","Csn","DELTA","DSH","Destcompl","EGR1","ERK","Ecadherin","FOXC2","FUS","Frizzled","GLI","GSK3","HEY1","IKK","ILK","JAK","Jagged","KLF4","LIV1","MEK","NFB","NOTCH","NOTCHic","PAK1","PI3K","Patched","RAF","RAS","RKIP","SHH","SMAD","SMO","SNAI1","SNAI2","SOSGRB2","SRC","STAT","SUFU","TCFLEF","TGF","TGFR","TWIST1","TrCP","Wnt","ZEB1","ZEB2","cMet","cateninmemb","cateninnuc","cfos","miR200"
"PI3K",0.949960887737785,-0.116702464146198,1,0.949450251292615,0.959661293862376,0.947661218878701,1,0.820770343257348,-0.00771212524107071,0.972426552457961,0.974979697738143,-0.968601112172304,0.949450251292615,0.803665809595653,0.820770343257348,0.820770343257348,-0.953280585770618,0.949959968776021,0.949705079726711,0.949450251292615,0.0296528702126996,0.959916937904354,-0.101050350135119,0.213492771140621,0.976523072649009,0.949450251292615,0.959916937904354,0.959916937904354,0.949450251292615,1,-0.804175544451018,1,1,-0.951493971947389,0.804175544451018,0.949450251292615,0.804175544451018,0.949450251292615,0.985960173986046,0.974724619708015,1,0.213492771140621,-0.803155163014867,1,0.949450251292615,0.949450251292615,0.950215714857124,-0.941023531675369,0.820770343257348,0.341093325326316,0.341093325326316,1,-1,1,0.973704018125505,-0.341093325326316
"Patched",-0.830718626637616,0.0791889937765933,-0.804175544451018,-0.831739936974052,-0.833275379713445,-0.828425220002732,-0.804175544451018,-0.983403911692025,-0.0134527809373746,-0.817447363078801,-0.818979306415242,0.819737393103564,-0.831739936974052,-0.999489465085311,-0.983403911692025,-0.983403911692025,0.829951901605618,-0.830720269604537,-0.830464094119283,-0.831739936974052,-0.0110343732693529,-0.833529754592907,0.0890276004880329,-0.167314017177038,-0.816925566990493,-0.830207971469398,-0.833529754592907,-0.833529754592907,-0.831739936974052,-0.804175544451018,1,-0.804175544451018,-0.804175544451018,0.830206542376429,-1,-0.831739936974052,-1,-0.831739936974052,-0.81003793998276,-0.817701592532667,-0.804175544451018,-0.167314017177038,0.998978799781105,-0.804175544451018,-0.831739936974052,-0.831739936974052,-0.830974747972696,0.821784774148025,-0.983403911692025,-0.27804612169931,-0.27804612169931,-0.804175544451018,0.804175544451018,-0.804175544451018,-0.818720866205882,0.27804612169931
"RAF",0.949960887737785,-0.116702464146198,1,0.949450251292615,0.959661293862376,0.947661218878701,1,0.820770343257348,-0.00771212524107071,0.972426552457961,0.974979697738143,-0.968601112172304,0.949450251292615,0.803665809595653,0.820770343257348,0.820770343257348,-0.953280585770618,0.949959968776021,0.949705079726711,0.949450251292615,0.0296528702126996,0.959916937904354,-0.101050350135119,0.213492771140621,0.976523072649009,0.949450251292615,0.959916937904354,0.959916937904354,0.949450251292615,1,-0.804175544451018,1,1,-0.951493971947389,0.804175544451018,0.949450251292615,0.804175544451018,0.949450251292615,0.985960173986046,0.974724619708015,1,0.213492771140621,-0.803155163014867,1,0.949450251292615,0.949450251292615,0.950215714857124,-0.941023531675369,0.820770343257348,0.341093325326316,0.341093325326316,1,-1,1,0.973704018125505,-0.341093325326316
"RAS",0.949960887737785,-0.116702464146198,1,0.949450251292615,0.959661293862376,0.947661218878701,1,0.820770343257348,-0.00771212524107071,0.972426552457961,0.974979697738143,-0.968601112172304,0.949450251292615,0.803665809595653,0.820770343257348,0.820770343257348,-0.953280585770618,0.949959968776021,0.949705079726711,0.949450251292615,0.0296528702126996,0.959916937904354,-0.101050350135119,0.213492771140621,0.976523072649009,0.949450251292615,0.959916937904354,0.959916937904354,0.949450251292615,1,-0.804175544451018,1,1,-0.951493971947389,0.804175544451018,0.949450251292615,0.804175544451018,0.949450251292615,0.985960173986046,0.974724619708015,1,0.213492771140621,-0.803155163014867,1,0.949450251292615,0.949450251292615,0.950215714857124,-0.941023531675369,0.820770343257348,0.341093325326316,0.341093325326316,1,-1,1,0.973704018125505,-0.341093325326316
"RKIP",-0.997957527084974,0.0886321905426159,-0.951493971947389,-0.997957527084974,-0.987745675058039,-0.995661118183022,-0.951493971947389,-0.814632759983378,-0.0198409003581704,-0.975491201174164,-0.976512488044056,0.981871781216078,-0.997957527084974,-0.829695384697135,-0.814632759983378,-0.814632759983378,0.996170141302874,-0.99642598392712,-0.997702370565523,-0.997957527084974,-0.0352854988006745,-0.988000610850598,0.0903087137370215,-0.219136901535324,-0.974979461854681,-0.997446876260687,-0.988000610850598,-0.988000610850598,-0.997957527084974,-0.951493971947389,0.830206542376429,-0.951493971947389,-0.951493971947389,1,-0.830206542376429,-0.997957527084974,-0.830206542376429,-0.997957527084974,-0.965531451467425,-0.972682111935943,-0.951493971947389,-0.219136901535324,0.829184723736946,-0.951493971947389,-0.997957527084974,-0.997957527084974,-0.998213020075016,0.989021904810183,-0.814632759983378,-0.339062779354174,-0.339062779354174,-0.951493971947389,0.951493971947389,-0.951493971947389,-0.977277024274954,0.339062779354174
"SHH",0.830718626637616,-0.0791889937765933,0.804175544451018,0.831739936974052,0.833275379713445,0.828425220002732,0.804175544451018,0.983403911692025,0.0134527809373746,0.817447363078801,0.818979306415242,-0.819737393103564,0.831739936974052,0.999489465085311,0.983403911692025,0.983403911692025,-0.829951901605618,0.830720269604537,0.830464094119283,0.831739936974052,0.0110343732693529,0.833529754592907,-0.0890276004880329,0.167314017177038,0.816925566990493,0.830207971469398,0.833529754592907,0.833529754592907,0.831739936974052,0.804175544451018,-1,0.804175544451018,0.804175544451018,-0.830206542376429,1,0.831739936974052,1,0.831739936974052,0.81003793998276,0.817701592532667,0.804175544451018,0.167314017177038,-0.998978799781105,0.804175544451018,0.831739936974052,0.831739936974052,0.830974747972696,-0.821784774148025,0.983403911692025,0.27804612169931,0.27804612169931,0.804175544451018,-0.804175544451018,0.804175544451018,0.818720866205882,-0.27804612169931
"SMAD",0.998978703810351,-0.088119267011384,0.949450251292615,1,0.989277017768078,0.996681642809412,0.949450251292615,0.815144531990125,0.0203549477195877,0.973447856704831,0.974469138115876,-0.980850834400186,1,0.831229051988936,0.815144531990125,0.815144531990125,-0.996170161773551,0.998468193883764,0.998723415644922,1,0.036304088272595,0.989532086220022,-0.0882692164460135,0.22015347761986,0.972938116775844,0.998468055715527,0.989532086220022,0.989532086220022,1,0.949450251292615,-0.831739936974052,0.949450251292615,0.949450251292615,-0.997957527084974,0.831739936974052,1,0.831739936974052,1,0.963488787822319,0.974724043094342,0.949450251292615,0.22015347761986,-0.830718393758263,0.949450251292615,1,1,0.999234062424959,-0.990042730470372,0.815144531990125,0.338039332723765,0.338039332723765,0.949450251292615,-0.949450251292615,0.949450251292615,0.975234047210216,-0.338039332723765
"SMO",0.830718626637616,-0.0791889937765933,0.804175544451018,0.831739936974052,0.833275379713445,0.828425220002732,0.804175544451018,0.983403911692025,0.0134527809373746,0.817447363078801,0.818979306415242,-0.819737393103564,0.831739936974052,0.999489465085311,0.983403911692025,0.983403911692025,-0.829951901605618,0.830720269604537,0.830464094119283,0.831739936974052,0.0110343732693529,0.833529754592907,-0.0890276004880329,0.167314017177038,0.816925566990493,0.830207971469398,0.833529754592907,0.833529754592907,0.831739936974052,0.804175544451018,-1,0.804175544451018,0.804175544451018,-0.830206542376429,1,0.831739936974052,1,0.831739936974052,0.81003793998276,0.817701592532667,0.804175544451018,0.167314017177038,-0.998978799781105,0.804175544451018,0.831739936974052,0.831739936974052,0.830974747972696,-0.821784774148025,0.983403911692025,0.27804612169931,0.27804612169931,0.804175544451018,-0.804175544451018,0.804175544451018,0.818720866205882,-0.27804612169931
"SNAI1",0.998978703810351,-0.088119267011384,0.949450251292615,1,0.989277017768078,0.996681642809412,0.949450251292615,0.815144531990125,0.0203549477195877,0.973447856704831,0.974469138115876,-0.980850834400186,1,0.831229051988936,0.815144531990125,0.815144531990125,-0.996170161773551,0.998468193883764,0.998723415644922,1,0.036304088272595,0.989532086220022,-0.0882692164460135,0.22015347761986,0.972938116775844,0.998468055715527,0.989532086220022,0.989532086220022,1,0.949450251292615,-0.831739936974052,0.949450251292615,0.949450251292615,-0.997957527084974,0.831739936974052,1,0.831739936974052,1,0.963488787822319,0.974724043094342,0.949450251292615,0.22015347761986,-0.830718393758263,0.949450251292615,1,1,0.999234062424959,-0.990042730470372,0.815144531990125,0.338039332723765,0.338039332723765,0.949450251292615,-0.949450251292615,0.949450251292615,0.975234047210216,-0.338039332723765
"SNAI2",0.963999434602357,-0.105734635419505,0.985960173986046,0.963488787822319,0.968085185807154,0.961702481077264,0.985960173986046,0.816421794695288,0.00273984139072943,0.976256083181405,0.978298640744424,-0.98263839010689,0.963488787822319,0.809527056546044,0.816421794695288,0.816421794695288,-0.96680800205313,0.963999617639137,0.963744171966933,0.963488787822319,0.0304305555157417,0.96834026837254,-0.0977174463444627,0.214278879605704,0.974215525376084,0.963488787822319,0.96834026837254,0.96834026837254,0.963488787822319,0.985960173986046,-0.81003793998276,0.985960173986046,0.985960173986046,-0.965531451467425,0.81003793998276,0.963488787822319,0.81003793998276,0.963488787822319,1,0.971404651319561,0.985960173986046,0.214278879605704,-0.809016399630185,0.985960173986046,0.963488787822319,0.963488787822319,0.964254817432187,-0.955063552047629,0.816421794695288,0.340336058184592,0.340336058184592,0.985960173986046,-0.985960173986046,0.985960173986046,0.977531841212862,-0.340336058184592
"SOSGRB2",0.974213401240503,-0.101134398929883,0.974724619708015,0.974724043094342,0.972680964086697,0.971915041288872,0.974724619708015,0.819999381538689,0.0073425007270748,0.953276979080053,0.958893958190953,-0.977023016165701,0.974724043094342,0.817191281503598,0.819999381538689,0.819999381538689,-0.971915797298679,0.973702371580435,0.973957854014902,0.974724043094342,0.0294040657924992,0.972936315876761,-0.0982341705647187,0.213248518204735,0.983410987069607,0.973702759386664,0.972936315876761,0.972936315876761,0.974724043094342,0.974724619708015,-0.817701592532667,0.974724619708015,0.974724619708015,-0.972682111935943,0.817701592532667,0.974724043094342,0.817701592532667,0.974724043094342,0.971404651319561,1,0.974724619708015,0.213248518204735,-0.816680629514035,0.974724619708015,0.974724043094342,0.974724043094342,0.974468494553971,-0.965276745735585,0.819999381538689,0.343395685080865,0.343395685080865,0.974724619708015,-0.974724619708015,0.974724619708015,0.95455334753794,-0.343395685080865
"SRC",0.949960887737785,-0.116702464146198,1,0.949450251292615,0.959661293862376,0.947661218878701,1,0.820770343257348,-0.00771212524107071,0.972426552457961,0.974979697738143,-0.968601112172304,0.949450251292615,0.803665809595653,0.820770343257348,0.820770343257348,-0.953280585770618,0.949959968776021,0.949705079726711,0.949450251292615,0.0296528702126996,0.959916937904354,-0.101050350135119,0.213492771140621,0.976523072649009,0.949450251292615,0.959916937904354,0.959916937904354,0.949450251292615,1,-0.804175544451018,1,1,-0.951493971947389,0.804175544451018,0.949450251292615,0.804175544451018,0.949450251292615,0.985960173986046,0.974724619708015,1,0.213492771140621,-0.803155163014867,1,0.949450251292615,0.949450251292615,0.950215714857124,-0.941023531675369,0.820770343257348,0.341093325326316,0.341093325326316,1,-1,1,0.973704018125505,-0.341093325326316
"STAT",0.219642844020413,-0.0224422127785291,0.213492771140621,0.22015347761986,0.215548599975016,0.217333537073843,0.213492771140621,0.162966905363776,0.0181744943345657,0.218607853985461,0.218097227775106,-0.211224383516637,0.22015347761986,0.167829184195157,0.162966905363776,0.162966905363776,-0.218368596407833,0.220148838502972,0.219385202452679,0.22015347761986,0.816181412755478,0.215806187570735,0.435255270444318,1,0.215071049377043,0.219132210420967,0.215806187570735,0.215806187570735,0.22015347761986,0.213492771140621,-0.167314017177038,0.213492771140621,0.213492771140621,-0.219136901535324,0.167314017177038,0.22015347761986,0.167314017177038,0.22015347761986,0.214278879605704,0.213248518204735,0.213492771140621,1,-0.167829184195157,0.213492771140621,0.22015347761986,0.22015347761986,0.219895834737377,-0.216827447080899,0.162966905363776,0.0737774498786121,0.0737774498786121,0.213492771140621,-0.213492771140621,0.213492771140621,0.217848706591062,-0.0737774498786121
"SUFU",-0.829697077296918,0.0786806589091571,-0.803155163014867,-0.830718393758263,-0.832254377350246,-0.827404321294859,-0.803155163014867,-0.982383011793805,-0.0139599854673912,-0.81642653121031,-0.817958483733981,0.818715378464086,-0.830718393758263,-0.999489331633278,-0.982383011793805,-0.982383011793805,0.828930214586728,-0.829698986230998,-0.829442676264572,-0.830718393758263,-0.0115475539794481,-0.832508620945455,0.0880033270434292,-0.167829184195157,-0.815902601083618,-0.829186419066246,-0.832508620945455,-0.832508620945455,-0.830718393758263,-0.803155163014867,0.998978799781105,-0.803155163014867,-0.803155163014867,0.829184723736946,-0.998978799781105,-0.830718393758263,-0.998978799781105,-0.830718393758263,-0.809016399630185,-0.816680629514035,-0.803155163014867,-0.167829184195157,1,-0.803155163014867,-0.830718393758263,-0.830718393758263,-0.829953333180432,0.820763570064649,-0.982383011793805,-0.277537548507711,-0.277537548507711,-0.803155163014867,0.803155163014867,-0.803155163014867,-0.817699643747917,0.277537548507711
"TCFLEF",0.949960887737785,-0.116702464146198,1,0.949450251292615,0.959661293862376,0.947661218878701,1,0.820770343257348,-0.00771212524107071,0.972426552457961,0.974979697738143,-0.968601112172304,0.949450251292615,0.803665809595653,0.820770343257348,0.820770343257348,-0.953280585770618,0.949959968776021,0.949705079726711,0.949450251292615,0.0296528702126996,0.959916937904354,-0.101050350135119,0.213492771140621,0.976523072649009,0.949450251292615,0.959916937904354,0.959916937904354,0.949450251292615,1,-0.804175544451018,1,1,-0.951493971947389,0.804175544451018,0.949450251292615,0.804175544451018,0.949450251292615,0.985960173986046,0.974724619708015,1,0.213492771140621,-0.803155163014867,1,0.949450251292615,0.949450251292615,0.950215714857124,-0.941023531675369,0.820770343257348,0.341093325326316,0.341093325326316,1,-1,1,0.973704018125505,-0.341093325326316
"TGF",0.998978703810351,-0.088119267011384,0.949450251292615,1,0.989277017768078,0.996681642809412,0.949450251292615,0.815144531990125,0.0203549477195877,0.973447856704831,0.974469138115876,-0.980850834400186,1,0.831229051988936,0.815144531990125,0.815144531990125,-0.996170161773551,0.998468193883764,0.998723415644922,1,0.036304088272595,0.989532086220022,-0.0882692164460135,0.22015347761986,0.972938116775844,0.998468055715527,0.989532086220022,0.989532086220022,1,0.949450251292615,-0.831739936974052,0.949450251292615,0.949450251292615,-0.997957527084974,0.831739936974052,1,0.831739936974052,1,0.963488787822319,0.974724043094342,0.949450251292615,0.22015347761986,-0.830718393758263,0.949450251292615,1,1,0.999234062424959,-0.990042730470372,0.815144531990125,0.338039332723765,0.338039332723765,0.949450251292615,-0.949450251292615,0.949450251292615,0.975234047210216,-0.338039332723765
"TGFR",0.998978703810351,-0.088119267011384,0.949450251292615,1,0.989277017768078,0.996681642809412,0.949450251292615,0.815144531990125,0.0203549477195877,0.973447856704831,0.974469138115876,-0.980850834400186,1,0.831229051988936,0.815144531990125,0.815144531990125,-0.996170161773551,0.998468193883764,0.998723415644922,1,0.036304088272595,0.989532086220022,-0.0882692164460135,0.22015347761986,0.972938116775844,0.998468055715527,0.989532086220022,0.989532086220022,1,0.949450251292615,-0.831739936974052,0.949450251292615,0.949450251292615,-0.997957527084974,0.831739936974052,1,0.831739936974052,1,0.963488787822319,0.974724043094342,0.949450251292615,0.22015347761986,-0.830718393758263,0.949450251292615,1,1,0.999234062424959,-0.990042730470372,0.815144531990125,0.338039332723765,0.338039332723765,0.949450251292615,-0.949450251292615,0.949450251292615,0.975234047210216,-0.338039332723765
"TWIST1",0.999744709204997,-0.0883734393087081,0.950215714857124,0.999234062424959,0.989532138075473,0.997447318812043,0.950215714857124,0.814379196657314,0.0201013390704441,0.97370288622763,0.97472416500914,-0.981106437334386,0.999234062424959,0.830463990096292,0.814379196657314,0.814379196657314,-0.996425593483927,0.997702133767735,0.999489354534746,0.999234062424959,0.036047443283943,0.989787271666626,-0.0890366975046054,0.219895834737377,0.973704863616786,0.999234062424959,0.989787271666626,0.989787271666626,0.999234062424959,0.950215714857124,-0.830974747972696,0.950215714857124,0.950215714857124,-0.998213020075016,0.830974747972696,0.999234062424959,0.830974747972696,0.999234062424959,0.964254817432187,0.974468494553971,0.950215714857124,0.219895834737377,-0.829953333180432,0.950215714857124,0.999234062424959,0.999234062424959,1,-0.990808557537773,0.814379196657314,0.338293576971557,0.338293576971557,0.950215714857124,-0.950215714857124,0.950215714857124,0.975489269470568,-0.338293576971558
"TrCP",-0.991064018971072,0.0899030391301122,-0.941023531675369,-0.990042730470372,-0.980340423740092,-0.993361836253228,-0.941023531675369,-0.805188992084849,-0.0170409807465643,-0.964511031496989,-0.965532305219197,0.971915511732043,-0.990042730470372,-0.821274224450771,-0.805188992084849,-0.805188992084849,0.987234381557143,-0.988510595377292,-0.991319200473346,-0.990042730470372,-0.032981046064915,-0.980595664575609,0.0869972571927705,-0.216827447080899,-0.964514692358478,-0.991574663221422,-0.980595664575609,-0.980595664575609,-0.990042730470372,-0.941023531675369,0.821784774148025,-0.941023531675369,-0.941023531675369,0.989021904810183,-0.821784774148025,-0.990042730470372,-0.821784774148025,-0.990042730470372,-0.955063552047629,-0.965276745735585,-0.941023531675369,-0.216827447080899,0.820763570064649,-0.941023531675369,-0.990042730470372,-0.990042730470372,-0.990808557537773,1,-0.805188992084849,-0.334717185608585,-0.334717185608585,-0.941023531675369,0.941023531675369,-0.941023531675369,-0.966297733210269,0.334717185608585
"Wnt",0.814123230341551,-0.0886321905426159,0.820770343257348,0.815144531990125,0.819232572646399,0.811829068206395,0.820770343257348,1,0.00401117416437059,0.815149162601164,0.818213023210839,-0.815908916469749,0.815144531990125,0.982893672753995,1,1,-0.817952533143155,0.814124566532677,0.81386854714782,0.815144531990125,0.00669020733009182,0.819487107519042,-0.093372531710015,0.162966905363776,0.819737057540133,0.813612579517264,0.819487107519042,0.819487107519042,0.815144531990125,0.820770343257348,-0.983403911692025,0.820770343257348,0.820770343257348,-0.814632759983378,0.983403911692025,0.815144531990125,0.983403911692025,0.815144531990125,0.816421794695288,0.819999381538689,0.820770343257348,0.162966905363776,-0.982383011793805,0.820770343257348,0.815144531990125,0.815144531990125,0.814379196657314,-0.805188992084849,1,0.279319730720253,0.279319730720253,0.820770343257348,-0.820770343257348,0.820770343257348,0.815912578660494,-0.279319730720253
"ZEB1",0.338549954341742,-0.00867743287716819,0.341093325326316,0.338039332723765,0.338545817917012,0.337268300553083,0.341093325326316,0.279319730720253,0.0308970104083615,0.337522653690815,0.338543882148931,-0.357191128764052,0.338039332723765,0.277537548507711,0.279319730720253,0.279319730720253,-0.340848846983072,0.338037222958069,0.338293576971557,0.338039332723765,0.016590817369399,0.338802127798203,-0.490954028547694,0.0737774498786121,0.343157570163023,0.338549954341742,0.338802127798203,0.338802127798203,0.338039332723765,0.341093325326316,-0.27804612169931,0.341093325326316,0.341093325326316,-0.339062779354174,0.27804612169931,0.338039332723765,0.27804612169931,0.338039332723765,0.340336058184592,0.343395685080865,0.341093325326316,0.0737774498786121,-0.277537548507711,0.341093325326316,0.338039332723765,0.338039332723765,0.338293576971557,-0.334717185608585,0.279319730720253,1,1,0.341093325326316,-0.341093325326316,0.341093325326316,0.338291510024501,-1
"ZEB2",0.338549954341742,-0.00867743287716819,0.341093325326316,0.338039332723765,0.338545817917012,0.337268300553083,0.341093325326316,0.279319730720253,0.0308970104083615,0.337522653690815,0.338543882148931,-0.357191128764052,0.338039332723765,0.277537548507711,0.279319730720253,0.279319730720253,-0.340848846983072,0.338037222958069,0.338293576971557,0.338039332723765,0.016590817369399,0.338802127798203,-0.490954028547694,0.0737774498786121,0.343157570163023,0.338549954341742,0.338802127798203,0.338802127798203,0.338039332723765,0.341093325326316,-0.27804612169931,0.341093325326316,0.341093325326316,-0.339062779354174,0.27804612169931,0.338039332723765,0.27804612169931,0.338039332723765,0.340336058184592,0.343395685080865,0.341093325326316,0.0737774498786121,-0.277537548507711,0.341093325326316,0.338039332723765,0.338039332723765,0.338293576971557,-0.334717185608585,0.279319730720253,1,1,0.341093325326316,-0.341093325326316,0.341093325326316,0.338291510024501,-1
"cMet",0.949960887737785,-0.116702464146198,1,0.949450251292615,0.959661293862376,0.947661218878701,1,0.820770343257348,-0.00771212524107071,0.972426552457961,0.974979697738143,-0.968601112172304,0.949450251292615,0.803665809595653,0.820770343257348,0.820770343257348,-0.953280585770618,0.949959968776021,0.949705079726711,0.949450251292615,0.0296528702126996,0.959916937904354,-0.101050350135119,0.213492771140621,0.976523072649009,0.949450251292615,0.959916937904354,0.959916937904354,0.949450251292615,1,-0.804175544451018,1,1,-0.951493971947389,0.804175544451018,0.949450251292615,0.804175544451018,0.949450251292615,0.985960173986046,0.974724619708015,1,0.213492771140621,-0.803155163014867,1,0.949450251292615,0.949450251292615,0.950215714857124,-0.941023531675369,0.820770343257348,0.341093325326316,0.341093325326316,1,-1,1,0.973704018125505,-0.341093325326316
"cateninmemb",-0.949960887737785,0.116702464146198,-1,-0.949450251292615,-0.959661293862376,-0.947661218878701,-1,-0.820770343257348,0.00771212524107071,-0.972426552457961,-0.974979697738143,0.968601112172304,-0.949450251292615,-0.803665809595653,-0.820770343257348,-0.820770343257348,0.953280585770618,-0.949959968776021,-0.949705079726711,-0.949450251292615,-0.0296528702126996,-0.959916937904354,0.101050350135119,-0.213492771140621,-0.976523072649009,-0.949450251292615,-0.959916937904354,-0.959916937904354,-0.949450251292615,-1,0.804175544451018,-1,-1,0.951493971947389,-0.804175544451018,-0.949450251292615,-0.804175544451018,-0.949450251292615,-0.985960173986046,-0.974724619708015,-1,-0.213492771140621,0.803155163014867,-1,-0.949450251292615,-0.949450251292615,-0.950215714857124,0.941023531675369,-0.820770343257348,-0.341093325326316,-0.341093325326316,-1,1,-1,-0.973704018125505,0.341093325326316
"cateninnuc",0.949960887737785,-0.116702464146198,1,0.949450251292615,0.959661293862376,0.947661218878701,1,0.820770343257348,-0.00771212524107071,0.972426552457961,0.974979697738143,-0.968601112172304,0.949450251292615,0.803665809595653,0.820770343257348,0.820770343257348,-0.953280585770618,0.949959968776021,0.949705079726711,0.949450251292615,0.0296528702126996,0.959916937904354,-0.101050350135119,0.213492771140621,0.976523072649009,0.949450251292615,0.959916937904354,0.959916937904354,0.949450251292615,1,-0.804175544451018,1,1,-0.951493971947389,0.804175544451018,0.949450251292615,0.804175544451018,0.949450251292615,0.985960173986046,0.974724619708015,1,0.213492771140621,-0.803155163014867,1,0.949450251292615,0.949450251292615,0.950215714857124,-0.941023531675369,0.820770343257348,0.341093325326316,0.341093325326316,1,-1,1,0.973704018125505,-0.341093325326316
"cfos",0.975234047210216,-0.101647319495501,0.973704018125505,0.975234047210216,0.976255310211998,0.972936315876761,0.973704018125505,0.815912578660494,0.00733901540001019,0.996681153746536,0.994638606302121,-0.974468753704343,0.975234047210216,0.818210298134039,0.815912578660494,0.815912578660494,-0.979064051982376,0.9752339123709,0.974978626534995,0.975234047210216,0.0340022933272354,0.976510541328369,-0.0936354440088339,0.217848706591062,0.970131943883378,0.974723402959865,0.976510541328369,0.976510541328369,0.975234047210216,0.973704018125505,-0.818720866205882,0.973704018125505,0.973704018125505,-0.977277024274954,0.818720866205882,0.975234047210216,0.818720866205882,0.975234047210216,0.977531841212862,0.95455334753794,0.973704018125505,0.217848706591062,-0.817699643747917,0.973704018125505,0.975234047210216,0.975234047210216,0.975489269470568,-0.966297733210269,0.815912578660494,0.338291510024501,0.338291510024501,0.973704018125505,-0.973704018125505,0.973704018125505,1,-0.338291510024501
"miR200",-0.338549954341742,0.00867743287716819,-0.341093325326316,-0.338039332723765,-0.338545817917012,-0.337268300553083,-0.341093325326316,-0.279319730720253,-0.0308970104083616,-0.337522653690815,-0.338543882148931,0.357191128764052,-0.338039332723765,-0.277537548507712,-0.279319730720253,-0.279319730720253,0.340848846983072,-0.338037222958069,-0.338293576971558,-0.338039332723765,-0.016590817369399,-0.338802127798203,0.490954028547694,-0.0737774498786121,-0.343157570163023,-0.338549954341742,-0.338802127798203,-0.338802127798203,-0.338039332723765,-0.341093325326316,0.27804612169931,-0.341093325326316,-0.341093325326316,0.339062779354174,-0.27804612169931,-0.338039332723765,-0.27804612169931,-0.338039332723765,-0.340336058184592,-0.343395685080865,-0.341093325326316,-0.0737774498786121,0.277537548507711,-0.341093325326316,-0.338039332723765,-0.338039332723765,-0.338293576971558,0.334717185608585,-0.279319730720253,-1,-1,-0.341093325326316,0.341093325326316,-0.341093325326316,-0.338291510024501,1
