"","AKT","AXIN2","CD44","CDC42","Csl","Csn","DELTA","DSH","Destcompl","EGR1","ERK","Ecadherin","FOXC2","FUS","Frizzled","GLI","GSK3","HEY1","IKK","ILK","Jagged","KLF4","LIV1","LOXL23","MEK","NFB","NOTCH","NOTCHic","PAK1","PI3K","Patched","RAF","RAS","RKIP","SHH","SMAD","SMO","SNAI1","SNAI2","SOSGRB2","SRC","STAT","SUFU","TCFLEF","TGF","TGFR","TWIST1","TrCP","Wnt","ZEB1","ZEB2","cMet","cateninmemb","cateninnuc","cfos","miR200"
"PI3K",0.941605830816572,-0.126572007062377,1,0.941358575854129,0.950227878601789,0.927818579839509,1,0.800653429966361,-0.018595935233423,0.972406295677984,0.973389396274633,-0.956386399606253,0.941605830816572,0.779213256820154,0.800653429966361,0.800653429966361,-0.943082667559159,0.940622050930572,0.93988186061268,0.941358575854129,0.950720701941681,-0.00162269862053901,0.999260782828214,0.0995595981162392,0.973880568050608,0.934465048263361,0.950720701941681,0.950720701941681,0.941111377311384,1,-0.779213256820154,1,1,-0.944802730282591,0.779213256820154,0.941605830816572,0.779213256820154,0.941605830816572,0.97782319713882,0.970213969880412,1,1,-0.778719163711828,1,0.941605830816572,0.941605830816572,0.941851397668048,-0.91647195492977,0.800653429966361,0.305144162359784,0.305144162359784,1,-1,1,0.973148141608113,-0.305144162359784
"Patched",-0.816428138978993,0.0639790979574808,-0.779213256820154,-0.817166581927134,-0.814701069708196,-0.802639980859043,-0.779213256820154,-0.97856252823658,-0.0183640372123168,-0.795971237311816,-0.799419641705814,0.805089281374088,-0.816920955945603,-1,-0.97856252823658,-0.97856252823658,0.816919439821536,-0.812980145497298,-0.814704115150732,-0.817166581927134,-0.81519388891886,0.00556285835899505,-0.778474285551578,-0.0808435811052977,-0.794985005190534,-0.809286999916828,-0.81519388891886,-0.81519388891886,-0.817412258254258,-0.779213256820154,1,-0.779213256820154,-0.779213256820154,0.813711261342007,-1,-0.816920955945603,-1,-0.816920955945603,-0.794492180683781,-0.79723116212371,-0.779213256820154,-0.779213256820154,0.999507294927445,-0.779213256820154,-0.816920955945603,-0.816920955945603,-0.81667376424243,0.79129447368189,-0.97856252823658,-0.252907070898287,-0.252907070898287,-0.779213256820154,0.779213256820154,-0.779213256820154,-0.798190689019998,0.252907070898287
"RAF",0.941605830816572,-0.126572007062377,1,0.941358575854129,0.950227878601789,0.927818579839509,1,0.800653429966361,-0.018595935233423,0.972406295677984,0.973389396274633,-0.956386399606253,0.941605830816572,0.779213256820154,0.800653429966361,0.800653429966361,-0.943082667559159,0.940622050930572,0.93988186061268,0.941358575854129,0.950720701941681,-0.00162269862053901,0.999260782828214,0.0995595981162392,0.973880568050608,0.934465048263361,0.950720701941681,0.950720701941681,0.941111377311384,1,-0.779213256820154,1,1,-0.944802730282591,0.779213256820154,0.941605830816572,0.779213256820154,0.941605830816572,0.97782319713882,0.970213969880412,1,1,-0.778719163711828,1,0.941605830816572,0.941605830816572,0.941851397668048,-0.91647195492977,0.800653429966361,0.305144162359784,0.305144162359784,1,-1,1,0.973148141608113,-0.305144162359784
"RAS",0.941605830816572,-0.126572007062377,1,0.941358575854129,0.950227878601789,0.927818579839509,1,0.800653429966361,-0.018595935233423,0.972406295677984,0.973389396274633,-0.956386399606253,0.941605830816572,0.779213256820154,0.800653429966361,0.800653429966361,-0.943082667559159,0.940622050930572,0.93988186061268,0.941358575854129,0.950720701941681,-0.00162269862053901,0.999260782828214,0.0995595981162392,0.973880568050608,0.934465048263361,0.950720701941681,0.950720701941681,0.941111377311384,1,-0.779213256820154,1,1,-0.944802730282591,0.779213256820154,0.941605830816572,0.779213256820154,0.941605830816572,0.97782319713882,0.970213969880412,1,1,-0.778719163711828,1,0.941605830816572,0.941605830816572,0.941851397668048,-0.91647195492977,0.800653429966361,0.305144162359784,0.305144162359784,1,-1,1,0.973148141608113,-0.305144162359784
"RKIP",-0.996801793548372,0.0851752989121853,-0.944802730282591,-0.996554619013131,-0.988668099113415,-0.983013922623422,-0.944802730282591,-0.795725171433453,-0.0213219191768407,-0.969942040731047,-0.971418015539415,0.984477473243828,-0.996801793548372,-0.813711261342007,-0.795725171433453,-0.795725171433453,0.994829036563265,-0.992368124616581,-0.99507774626874,-0.996554619013131,-0.989160922453308,0.0109861681216199,-0.94406363375952,-0.11434531633662,-0.97092359623445,-0.989660659130283,-0.989160922453308,-0.989160922453308,-0.996307504249097,-0.944802730282591,0.813711261342007,-0.944802730282591,-0.944802730282591,1,-0.813711261342007,-0.996801793548372,-0.813711261342007,-0.996801793548372,-0.965995309874185,-0.968242716733673,-0.944802730282591,-0.944802730282591,0.813217308569385,-0.944802730282591,-0.996801793548372,-0.996801793548372,-0.997047440827051,0.97166791766157,-0.795725171433453,-0.314507665969293,-0.314507665969293,-0.944802730282591,0.944802730282591,-0.944802730282591,-0.970191007660454,0.314507665969293
"SHH",0.816428138978993,-0.0639790979574808,0.779213256820154,0.817166581927134,0.814701069708195,0.802639980859043,0.779213256820154,0.97856252823658,0.0183640372123168,0.795971237311816,0.799419641705814,-0.805089281374088,0.816920955945603,1,0.97856252823658,0.97856252823658,-0.816919439821536,0.812980145497298,0.814704115150732,0.817166581927134,0.81519388891886,-0.00556285835899505,0.778474285551578,0.0808435811052977,0.794985005190534,0.809286999916828,0.81519388891886,0.81519388891886,0.817412258254258,0.779213256820154,-1,0.779213256820154,0.779213256820154,-0.813711261342007,1,0.816920955945603,1,0.816920955945603,0.794492180683781,0.79723116212371,0.779213256820154,0.779213256820154,-0.999507294927445,0.779213256820154,0.816920955945603,0.816920955945603,0.81667376424243,-0.791294473681889,0.97856252823658,0.252907070898287,0.252907070898287,0.779213256820154,-0.779213256820154,0.779213256820154,0.798190689019998,-0.252907070898287
"SMAD",0.999507190573419,-0.0839266649380555,0.941605830816572,0.999753625285397,0.990390445644495,0.985711722838889,0.941605830816572,0.795483206560451,0.022550655270364,0.9667554790982,0.96822829898047,-0.985216667377389,1,0.816920955945603,0.795483206560451,0.795483206560451,-0.997043256075254,0.995564848708235,0.997782391034659,0.999753625285397,0.990883257315096,-0.0117176137781549,0.94086596944378,0.116110586924188,0.967722947728226,0.992362261513488,0.990883257315096,0.990883257315096,0.99950731053861,0.941605830816572,-0.816920955945603,0.941605830816572,0.941605830816572,-0.996801793548372,0.816920955945603,1,0.816920955945603,1,0.963780411995347,0.9714273416931,0.941605830816572,0.941605830816572,-0.816428606579227,0.941605830816572,1,1,0.999753625285397,-0.974373909817757,0.795483206560451,0.315250869710046,0.315250869710046,0.941605830816572,-0.941605830816572,0.941605830816572,0.967006778147839,-0.315250869710046
"SMO",0.816428138978993,-0.0639790979574808,0.779213256820154,0.817166581927134,0.814701069708195,0.802639980859043,0.779213256820154,0.97856252823658,0.0183640372123168,0.795971237311816,0.799419641705814,-0.805089281374088,0.816920955945603,1,0.97856252823658,0.97856252823658,-0.816919439821536,0.812980145497298,0.814704115150732,0.817166581927134,0.81519388891886,-0.00556285835899505,0.778474285551578,0.0808435811052977,0.794985005190534,0.809286999916828,0.81519388891886,0.81519388891886,0.817412258254258,0.779213256820154,-1,0.779213256820154,0.779213256820154,-0.813711261342007,1,0.816920955945603,1,0.816920955945603,0.794492180683781,0.79723116212371,0.779213256820154,0.779213256820154,-0.999507294927445,0.779213256820154,0.816920955945603,0.816920955945603,0.81667376424243,-0.791294473681889,0.97856252823658,0.252907070898287,0.252907070898287,0.779213256820154,-0.779213256820154,0.779213256820154,0.798190689019998,-0.252907070898287
"SNAI1",0.999507190573419,-0.0839266649380555,0.941605830816572,0.999753625285397,0.990390445644495,0.985711722838889,0.941605830816572,0.795483206560451,0.022550655270364,0.9667554790982,0.96822829898047,-0.985216667377389,1,0.816920955945603,0.795483206560451,0.795483206560451,-0.997043256075254,0.995564848708235,0.997782391034659,0.999753625285397,0.990883257315096,-0.0117176137781549,0.94086596944378,0.116110586924188,0.967722947728226,0.992362261513488,0.990883257315096,0.990883257315096,0.99950731053861,0.941605830816572,-0.816920955945603,0.941605830816572,0.941605830816572,-0.996801793548372,0.816920955945603,1,0.816920955945603,1,0.963780411995347,0.9714273416931,0.941605830816572,0.941605830816572,-0.816428606579227,0.941605830816572,1,1,0.999753625285397,-0.974373909817757,0.795483206560451,0.315250869710046,0.315250869710046,0.941605830816572,-0.941605830816572,0.941605830816572,0.967006778147839,-0.315250869710046
"SNAI2",0.963780411995347,-0.105375459256263,0.97782319713882,0.963533434284188,0.966489386592731,0.949990598849812,0.97782319713882,0.793754381721141,0.00259415278772207,0.973888953745574,0.975363898124114,-0.97856252823658,0.963780411995347,0.794492180683781,0.793754381721141,0.793754381721141,-0.965257788070802,0.961810462795305,0.962056182404112,0.963533434284188,0.966982205803395,-0.00507004830387949,0.977083791753952,0.104500532041289,0.972894652128556,0.956638333587493,0.966982205803395,0.966982205803395,0.963286514339915,0.97782319713882,-0.794492180683781,0.97782319713882,0.97782319713882,-0.965995309874185,0.794492180683781,0.963780411995347,0.794492180683781,0.963780411995347,1,0.968728748947709,0.97782319713882,0.97782319713882,-0.793998639618394,0.97782319713882,0.963780411995347,0.963780411995347,0.964026251968892,-0.938646746698243,0.793754381721141,0.308594809980032,0.308594809980032,0.97782319713882,-0.97782319713882,0.97782319713882,0.974138684674478,-0.308594809980032
"SOSGRB2",0.970934540075468,-0.1060810494172,0.970213969880412,0.971182022094485,0.967734734392047,0.957128683595641,0.970213969880412,0.796981259167202,0.00086355738652724,0.951517574106853,0.954957481287452,-0.971927522261865,0.9714273416931,0.79723116212371,0.796981259167202,0.796981259167202,-0.96847274531359,0.967975753605628,0.969208714924683,0.971182022094485,0.968227538253662,-0.00677909938474944,0.969472964823165,0.107790067680416,0.981541787043755,0.963784442206522,0.968227538253662,0.968227538253662,0.970936760732079,0.970213969880412,-0.79723116212371,0.970213969880412,0.970213969880412,-0.968242716733673,0.79723116212371,0.9714273416931,0.79723116212371,0.9714273416931,0.968728748947709,1,0.970213969880412,0.970213969880412,-0.796740926199408,0.970213969880412,0.9714273416931,0.9714273416931,0.971182022094485,-0.945801657576266,0.796981259167202,0.31033375504112,0.31033375504112,0.970213969880412,-0.970213969880412,0.970213969880412,0.95078633131429,-0.31033375504112
"SRC",0.941605830816572,-0.126572007062377,1,0.941358575854129,0.950227878601789,0.927818579839509,1,0.800653429966361,-0.018595935233423,0.972406295677984,0.973389396274633,-0.956386399606253,0.941605830816572,0.779213256820154,0.800653429966361,0.800653429966361,-0.943082667559159,0.940622050930572,0.93988186061268,0.941358575854129,0.950720701941681,-0.00162269862053901,0.999260782828214,0.0995595981162392,0.973880568050608,0.934465048263361,0.950720701941681,0.950720701941681,0.941111377311384,1,-0.779213256820154,1,1,-0.944802730282591,0.779213256820154,0.941605830816572,0.779213256820154,0.941605830816572,0.97782319713882,0.970213969880412,1,1,-0.778719163711828,1,0.941605830816572,0.941605830816572,0.941851397668048,-0.91647195492977,0.800653429966361,0.305144162359784,0.305144162359784,1,-1,1,0.973148141608113,-0.305144162359784
"STAT",0.941605830816572,-0.126572007062377,1,0.941358575854129,0.950227878601789,0.927818579839509,1,0.800653429966361,-0.018595935233423,0.972406295677984,0.973389396274633,-0.956386399606253,0.941605830816572,0.779213256820154,0.800653429966361,0.800653429966361,-0.943082667559159,0.940622050930572,0.93988186061268,0.941358575854129,0.950720701941681,-0.00162269862053901,0.999260782828214,0.0995595981162392,0.973880568050608,0.934465048263361,0.950720701941681,0.950720701941681,0.941111377311384,1,-0.779213256820154,1,1,-0.944802730282591,0.779213256820154,0.941605830816572,0.779213256820154,0.941605830816572,0.97782319713882,0.970213969880412,1,1,-0.778719163711828,1,0.941605830816572,0.941605830816572,0.941851397668048,-0.91647195492977,0.800653429966361,0.305144162359784,0.305144162359784,1,-1,1,0.973148141608113,-0.305144162359784
"SUFU",-0.815935787607869,0.0634887888100199,-0.778719163711828,-0.816674111408671,-0.814208344766209,-0.802148793240659,-0.778719163711828,-0.978070103052806,-0.0188573478030387,-0.795475493879063,-0.798924403917873,0.8045961505121,-0.816428606579227,-0.999507294927445,-0.978070103052806,-0.978070103052806,0.816426846115971,-0.812488024311202,-0.814211878887221,-0.816674111408671,-0.81470116598163,0.00507122248637428,-0.777980311955524,-0.0803444364645594,-0.794491466129927,-0.808795229796188,-0.81470116598163,-0.81470116598163,-0.816919666553447,-0.778719163711828,0.999507294927445,-0.778719163711828,-0.778719163711828,0.813217308569385,-0.999507294927445,-0.816428606579227,-0.999507294927445,-0.816428606579227,-0.793998639618394,-0.796740926199408,-0.778719163711828,-0.778719163711828,1,-0.778719163711828,-0.816428606579227,-0.816428606579227,-0.816181291719216,0.790802020068602,-0.978070103052806,-0.252413525153285,-0.252413525153285,-0.778719163711828,0.778719163711828,-0.778719163711828,-0.797694585577121,0.252413525153285
"TCFLEF",0.941605830816572,-0.126572007062377,1,0.941358575854129,0.950227878601789,0.927818579839509,1,0.800653429966361,-0.018595935233423,0.972406295677984,0.973389396274633,-0.956386399606253,0.941605830816572,0.779213256820154,0.800653429966361,0.800653429966361,-0.943082667559159,0.940622050930572,0.93988186061268,0.941358575854129,0.950720701941681,-0.00162269862053901,0.999260782828214,0.0995595981162392,0.973880568050608,0.934465048263361,0.950720701941681,0.950720701941681,0.941111377311384,1,-0.779213256820154,1,1,-0.944802730282591,0.779213256820154,0.941605830816572,0.779213256820154,0.941605830816572,0.97782319713882,0.970213969880412,1,1,-0.778719163711828,1,0.941605830816572,0.941605830816572,0.941851397668048,-0.91647195492977,0.800653429966361,0.305144162359784,0.305144162359784,1,-1,1,0.973148141608113,-0.305144162359784
"TGF",0.999507190573419,-0.0839266649380555,0.941605830816572,0.999753625285397,0.990390445644495,0.985711722838889,0.941605830816572,0.795483206560451,0.022550655270364,0.9667554790982,0.96822829898047,-0.985216667377389,1,0.816920955945603,0.795483206560451,0.795483206560451,-0.997043256075254,0.995564848708235,0.997782391034659,0.999753625285397,0.990883257315096,-0.0117176137781549,0.94086596944378,0.116110586924188,0.967722947728226,0.992362261513488,0.990883257315096,0.990883257315096,0.99950731053861,0.941605830816572,-0.816920955945603,0.941605830816572,0.941605830816572,-0.996801793548372,0.816920955945603,1,0.816920955945603,1,0.963780411995347,0.9714273416931,0.941605830816572,0.941605830816572,-0.816428606579227,0.941605830816572,1,1,0.999753625285397,-0.974373909817757,0.795483206560451,0.315250869710046,0.315250869710046,0.941605830816572,-0.941605830816572,0.941605830816572,0.967006778147839,-0.315250869710046
"TGFR",0.999507190573419,-0.0839266649380555,0.941605830816572,0.999753625285397,0.990390445644495,0.985711722838889,0.941605830816572,0.795483206560451,0.022550655270364,0.9667554790982,0.96822829898047,-0.985216667377389,1,0.816920955945603,0.795483206560451,0.795483206560451,-0.997043256075254,0.995564848708235,0.997782391034659,0.999753625285397,0.990883257315096,-0.0117176137781549,0.94086596944378,0.116110586924188,0.967722947728226,0.992362261513488,0.990883257315096,0.990883257315096,0.99950731053861,0.941605830816572,-0.816920955945603,0.941605830816572,0.941605830816572,-0.996801793548372,0.816920955945603,1,0.816920955945603,1,0.963780411995347,0.9714273416931,0.941605830816572,0.941605830816572,-0.816428606579227,0.941605830816572,1,1,0.999753625285397,-0.974373909817757,0.795483206560451,0.315250869710046,0.315250869710046,0.941605830816572,-0.941605830816572,0.941605830816572,0.967006778147839,-0.315250869710046
"TWIST1",0.999753625285397,-0.0841743139204604,0.941851397668048,0.999507189137251,0.990143873658263,0.985958741824199,0.941851397668048,0.795236167164124,0.0223044995893735,0.967000241587381,0.968473303614332,-0.984969904445694,0.999753625285397,0.81667376424243,0.795236167164124,0.795236167164124,-0.997289566498751,0.995318589634517,0.998028883604558,0.999507189137251,0.990636686046951,-0.0114718060041031,0.941111595398075,0.115861023830655,0.967968793446523,0.992608987817487,0.990636686046951,0.990636686046951,0.999260812941776,0.941851397668048,-0.81667376424243,0.941851397668048,0.941851397668048,-0.997047440827051,0.81667376424243,0.999753625285397,0.81667376424243,0.999753625285397,0.964026251968892,0.971182022094485,0.941851397668048,0.941851397668048,-0.816181291719216,0.941851397668048,0.999753625285397,0.999753625285397,1,-0.974620307907502,0.795236167164124,0.315004046220316,0.315004046220316,0.941851397668048,-0.941851397668048,0.941851397668048,0.967251361155594,-0.315004046220316
"TrCP",-0.974866719244339,0.0883619215031031,-0.91647195492977,-0.974127497762837,-0.964764238773219,-0.988668546187671,-0.91647195492977,-0.769856868995566,-0.0151586350449055,-0.941620673806675,-0.943093789766665,0.959590329812504,-0.974373909817757,-0.791294473681889,-0.769856868995566,-0.769856868995566,0.973388333227041,-0.969938828538647,-0.976591615282528,-0.974127497762837,-0.96525705044382,0.00728239114141772,-0.915732148493932,-0.104282292430155,-0.942589282431122,-0.982013329528377,-0.96525705044382,-0.96525705044382,-0.973881144119712,-0.91647195492977,0.79129447368189,-0.91647195492977,-0.91647195492977,0.97166791766157,-0.791294473681889,-0.974373909817757,-0.791294473681889,-0.974373909817757,-0.938646746698243,-0.945801657576266,-0.91647195492977,-0.91647195492977,0.790802020068602,-0.91647195492977,-0.974373909817757,-0.974373909817757,-0.974620307907502,1,-0.769856868995566,-0.310815630917068,-0.310815630917068,-0.91647195492977,0.91647195492977,-0.91647195492977,-0.941871734765609,0.310815630917068
"Wnt",0.794990392376511,-0.0829485922358369,0.800653429966361,0.795728982066154,0.795727863828115,0.781200731448143,0.800653429966361,1,-0.000609739031537129,0.795729519559628,0.798191502131969,-0.790551949928575,0.795483206560451,0.97856252823658,1,1,-0.79646762226634,0.791542112638909,0.7932662260709,0.795728982066154,0.796220680256096,-0.00137223481245552,0.799914233851967,0.0761709736305029,0.796711312065388,0.78784851956739,0.796220680256096,0.796220680256096,0.795974806616296,0.800653429966361,-0.97856252823658,0.800653429966361,0.800653429966361,-0.795725171433453,0.97856252823658,0.795483206560451,0.97856252823658,0.795483206560451,0.793754381721141,0.796981259167202,0.800653429966361,0.800653429966361,-0.978070103052806,0.800653429966361,0.795483206560451,0.795483206560451,0.795236167164124,-0.769856868995566,1,0.248719406818786,0.248719406818786,0.800653429966361,-0.800653429966361,0.800653429966361,0.797456654205902,-0.248719406818786
"ZEB1",0.315250869710046,-0.0067923021264518,0.305144162359784,0.315496851248722,0.314017647815973,0.312792138241674,0.305144162359784,0.248719406818786,0.0292012578724722,0.310071462652355,0.311056988436303,-0.330032902979393,0.315250869710046,0.252907070898287,0.248719406818786,0.248719406818786,-0.314757241121995,0.312294951295288,0.315990515258159,0.315004046220316,0.314510454370301,-0.696454287202355,0.305390783186837,0.122792509789974,0.310073245530875,0.314514059922824,0.314510454370301,0.314510454370301,0.315250046898401,0.305144162359784,-0.252907070898287,0.305144162359784,0.305144162359784,-0.314507665969293,0.252907070898287,0.315250869710046,0.252907070898287,0.315250869710046,0.308594809980032,0.31033375504112,0.305144162359784,0.305144162359784,-0.252413525153285,0.305144162359784,0.315250869710046,0.315250869710046,0.315004046220316,-0.310815630917068,0.248719406818786,1,1,0.305144162359784,-0.305144162359784,0.305144162359784,0.309332500328886,-1
"ZEB2",0.315250869710046,-0.0067923021264518,0.305144162359784,0.315496851248722,0.314017647815973,0.312792138241674,0.305144162359784,0.248719406818786,0.0292012578724722,0.310071462652355,0.311056988436303,-0.330032902979393,0.315250869710046,0.252907070898287,0.248719406818786,0.248719406818786,-0.314757241121995,0.312294951295288,0.315990515258159,0.315004046220316,0.314510454370301,-0.696454287202355,0.305390783186837,0.122792509789974,0.310073245530875,0.314514059922824,0.314510454370301,0.314510454370301,0.315250046898401,0.305144162359784,-0.252907070898287,0.305144162359784,0.305144162359784,-0.314507665969293,0.252907070898287,0.315250869710046,0.252907070898287,0.315250869710046,0.308594809980032,0.31033375504112,0.305144162359784,0.305144162359784,-0.252413525153285,0.305144162359784,0.315250869710046,0.315250869710046,0.315004046220316,-0.310815630917068,0.248719406818786,1,1,0.305144162359784,-0.305144162359784,0.305144162359784,0.309332500328886,-1
"cMet",0.941605830816572,-0.126572007062377,1,0.941358575854129,0.950227878601789,0.927818579839509,1,0.800653429966361,-0.018595935233423,0.972406295677984,0.973389396274633,-0.956386399606253,0.941605830816572,0.779213256820154,0.800653429966361,0.800653429966361,-0.943082667559159,0.940622050930572,0.93988186061268,0.941358575854129,0.950720701941681,-0.00162269862053901,0.999260782828214,0.0995595981162392,0.973880568050608,0.934465048263361,0.950720701941681,0.950720701941681,0.941111377311384,1,-0.779213256820154,1,1,-0.944802730282591,0.779213256820154,0.941605830816572,0.779213256820154,0.941605830816572,0.97782319713882,0.970213969880412,1,1,-0.778719163711828,1,0.941605830816572,0.941605830816572,0.941851397668048,-0.91647195492977,0.800653429966361,0.305144162359784,0.305144162359784,1,-1,1,0.973148141608113,-0.305144162359784
"cateninmemb",-0.941605830816572,0.126572007062377,-1,-0.941358575854129,-0.950227878601789,-0.927818579839509,-1,-0.800653429966361,0.018595935233423,-0.972406295677984,-0.973389396274633,0.956386399606253,-0.941605830816572,-0.779213256820154,-0.800653429966361,-0.800653429966361,0.943082667559159,-0.940622050930572,-0.93988186061268,-0.941358575854129,-0.950720701941681,0.00162269862053901,-0.999260782828214,-0.0995595981162392,-0.973880568050608,-0.934465048263361,-0.950720701941681,-0.950720701941681,-0.941111377311384,-1,0.779213256820154,-1,-1,0.944802730282591,-0.779213256820154,-0.941605830816572,-0.779213256820154,-0.941605830816572,-0.97782319713882,-0.970213969880412,-1,-1,0.778719163711828,-1,-0.941605830816572,-0.941605830816572,-0.941851397668048,0.91647195492977,-0.800653429966361,-0.305144162359784,-0.305144162359784,-1,1,-1,-0.973148141608113,0.305144162359784
"cateninnuc",0.941605830816572,-0.126572007062377,1,0.941358575854129,0.950227878601789,0.927818579839509,1,0.800653429966361,-0.018595935233423,0.972406295677984,0.973389396274633,-0.956386399606253,0.941605830816572,0.779213256820154,0.800653429966361,0.800653429966361,-0.943082667559159,0.940622050930572,0.93988186061268,0.941358575854129,0.950720701941681,-0.00162269862053901,0.999260782828214,0.0995595981162392,0.973880568050608,0.934465048263361,0.950720701941681,0.950720701941681,0.941111377311384,1,-0.779213256820154,1,1,-0.944802730282591,0.779213256820154,0.941605830816572,0.779213256820154,0.941605830816572,0.97782319713882,0.970213969880412,1,1,-0.778719163711828,1,0.941605830816572,0.941605830816572,0.941851397668048,-0.91647195492977,0.800653429966361,0.305144162359784,0.305144162359784,1,-1,1,0.973148141608113,-0.305144162359784
"cfos",0.967006778147839,-0.104665564350102,0.973148141608113,0.966758516449574,0.969712090509452,0.953228923792008,0.973148141608113,0.797456654205902,0.00284517564377833,0.996796593051728,0.991869164607062,-0.968475168921812,0.967006778147839,0.798190689019998,0.797456654205902,0.797456654205902,-0.968481694526505,0.964546419751507,0.965283724650979,0.966758516449574,0.970204936741517,-0.00582169488227289,0.972409981112273,0.102711684958496,0.965760208690931,0.959870663204766,0.970204936741517,0.970204936741517,0.966510312710188,0.973148141608113,-0.798190689019998,0.973148141608113,0.973148141608113,-0.970191007660454,0.798190689019998,0.967006778147839,0.798190689019998,0.967006778147839,0.974138684674478,0.95078633131429,0.973148141608113,0.973148141608113,-0.797694585577121,0.973148141608113,0.967006778147839,0.967006778147839,0.967251361155594,-0.941871734765609,0.797456654205902,0.309332500328886,0.309332500328886,0.973148141608113,-0.973148141608113,0.973148141608113,1,-0.309332500328886
"miR200",-0.315250869710046,0.0067923021264518,-0.305144162359784,-0.315496851248722,-0.314017647815973,-0.312792138241674,-0.305144162359784,-0.248719406818786,-0.0292012578724722,-0.310071462652355,-0.311056988436303,0.330032902979393,-0.315250869710046,-0.252907070898287,-0.248719406818786,-0.248719406818786,0.314757241121995,-0.312294951295288,-0.315990515258159,-0.315004046220316,-0.314510454370301,0.696454287202355,-0.305390783186837,-0.122792509789974,-0.310073245530875,-0.314514059922824,-0.314510454370301,-0.314510454370301,-0.315250046898401,-0.305144162359784,0.252907070898287,-0.305144162359784,-0.305144162359784,0.314507665969293,-0.252907070898287,-0.315250869710046,-0.252907070898287,-0.315250869710046,-0.308594809980032,-0.31033375504112,-0.305144162359784,-0.305144162359784,0.252413525153285,-0.305144162359784,-0.315250869710046,-0.315250869710046,-0.315004046220316,0.310815630917068,-0.248719406818786,-1,-1,-0.305144162359784,0.305144162359784,-0.305144162359784,-0.309332500328886,1
