,Network,PFL,Type1,Type2,MISA,MISSA,uMISSA
464,EMT_RACIPE2_67,110,42168,33318,14486,847,61
465,EMT_RACIPE2_68,108,43772,28360,11861,410,115
466,EMT_RACIPE2_69,107,47245,30316,9213,427,112
467,EMT_RACIPE2_7,108,44652,27671,11346,562,62
468,EMT_RACIPE2_70,99,37866,24342,7672,385,132
469,EMT_RACIPE2_71,105,48157,27436,10423,969,60
470,EMT_RACIPE2_72,104,42063,24535,8157,532,16
471,EMT_RACIPE2_73,108,49311,27896,8563,611,48
472,EMT_RACIPE2_74,103,41223,27421,10005,733,60
473,EMT_RACIPE2_75,116,51953,38953,15252,575,128
474,EMT_RACIPE2_76,132,62733,44309,18688,861,138
475,EMT_RACIPE2_77,100,38555,26735,9003,411,81
476,EMT_RACIPE2_78,119,57764,40866,17476,453,91
477,EMT_RACIPE2_79,106,50826,27894,7396,831,64
478,EMT_RACIPE2_8,114,45713,34130,11350,753,143
479,EMT_RACIPE2_80,102,39225,23736,7722,276,21
480,EMT_RACIPE2_81,112,47747,34445,13914,593,112
481,EMT_RACIPE2_82,115,57016,26398,9342,404,0
482,EMT_RACIPE2_83,103,40982,27929,7746,503,85
483,EMT_RACIPE2_84,110,50563,27899,11777,230,86
484,EMT_RACIPE2_85,99,34838,23511,7167,1056,11
485,EMT_RACIPE2_86,112,50626,29386,7787,732,45
486,EMT_RACIPE2_87,100,39644,24222,10196,531,82
487,EMT_RACIPE2_88,99,36917,24954,8193,247,150
488,EMT_RACIPE2_89,104,45524,23334,9322,447,68
489,EMT_RACIPE2_9,118,54625,36125,10277,545,167
490,EMT_RACIPE2_90,108,48132,29372,10652,275,49
491,EMT_RACIPE2_91,107,45341,28073,9993,243,86
492,EMT_RACIPE2_92,102,37734,22916,10431,920,61
493,EMT_RACIPE2_93,111,48992,32376,9028,483,0
494,EMT_RACIPE2_94,120,59236,37635,11848,1528,35
495,EMT_RACIPE2_95,99,37349,23042,8143,486,83
496,EMT_RACIPE2_96,104,38893,26673,13683,390,124
497,EMT_RACIPE2_97,109,46590,28719,12095,812,21
498,EMT_RACIPE2_98,106,45894,30501,10093,358,132
499,EMT_RACIPE2_99,104,45385,24361,9055,256,18
500,wild,205,181446,167385,18525,1072,269
