"","SHH","HEY1","NOTCHic","NOTCH","TrCP","SUFU","Csl","Jagged","Csn","MEK","LIV1","DSH","STAT","ZEB2","GLI","SRC","CDC42","TGFR","RAS","PAK1","PI3K","TGF","SNAI2","SOSGRB2","KLF4","Ecadherin","cateninnuc","RAF","DELTA","TCFLEF","CD44","cMet","cateninmemb","Wnt","Frizzled","AXIN2","TWIST1","EGR1","Destcompl","cfos","ERK","AKT","NFB","IKK","FUS","Patched","SMO","ILK","RKIP","SMAD","SNAI1","GSK3","FOXC2","miR200","ZEB1"
"SHH",0.213333333333333,0,0,0.0333333333333333,0,0.2,0.1,0.0771428571428571,0,0.06,0,0.2,0.1,0,0.15,0.1,0.233333333333333,0.333333333333333,0.0884615384615385,0.2,0.05,0.333333333333333,-0.191647509578544,0.1,0,0.00083333333333333,-0.0244444444444444,-0.05,-0.05,-0.03,-0.05,-0.1,-0.065663082437276,-0.2,-0.2,-0.219047619047619,-0.1,0,-0.301558441558442,-0.1,0,-0.1,0,-0.1,-0.2,-0.333333333333333,-0.3,0,-0.26,-0.0333333333333333,-0.283333333333333,-0.305128205128205,-0.25,-0.3,-0.35
"cMet",-0.0503409090909091,-0.132060543515652,-0.00451127819548872,-0.00663893776995681,-0.2,-0.1,0.0428571428571429,-0.0334245464680247,-0.2,-0.0540909090909091,-0.1,0.1,0,0.000577200577200571,0.133636363636364,0,0.0175,-0.0158333333333333,-0.0675651392632525,-0.02,-0.0619047619047619,-0.00306737588652482,0.134066890125284,0.124761904761905,-0.0984126984126984,-0.04032965203956,-0.136279069767442,0.0619047619047619,0.0619047619047619,-0.136279069767442,-0.136279069767442,-0.12,-0.105324847157587,-0.12,-0.1,-0.157460317460317,0.0517973412355435,-0.025,0.150728915644882,0.075,0.045,0.133333333333333,0.1,0.133333333333333,0,0.0690909090909091,0.06,0.0705215419501134,0.108148148148148,0.101430632859204,0.105021220230854,0.217933947772657,0.0618723628691983,0.0119008014931928,0.032034632034632
"CD44",-0.0690909090909091,-0.149707602339181,0.0428571428571429,-0.00451127819548872,-0.1,-0.1,0,-0.0508158508158508,-0.2,-0.045,-0.1,0,-0.1,0.00158730158730158,0.12,0,-0.02,0.0175,-0.0619047619047619,0,-0.0476190476190476,-0.0158333333333333,0.139176379176379,0.0714285714285714,-0.112698412698413,-0.0375306698512648,-0.136279069767442,0.0476190476190476,0.0476190476190476,-0.136279069767442,-0.12,0,-0.101410256410256,-0.1,-0.1,-0.14,0.0416849816849817,0,0.156809996725963,-0.025,0.075,0.133333333333333,0.2,0.1,0.1,0.06,0,0.0888888888888889,0.0859259259259259,0.0705215419501134,0.118580542264753,0.213095238095238,0.0454166666666667,-0.0037241985068072,0.026984126984127
"Csn",0.00154247010407772,-0.0282585825027685,-0.115945165945166,-0.117868242868243,0.22,0.0142857142857143,-0.114646464646465,0.0260639228633307,0.145,-0.128111471861472,0.133333333333333,0.15,0.15,0.00302398676592225,0.160239603195193,0.160344827586207,-0.055325644504749,-0.0476333368124413,-0.321498745375063,-0.0568181818181818,-0.324377824069881,-0.0464400193900069,-0.113888481276487,-0.0491041162227603,0.00741650506356389,-0.0116815437613621,-0.15915230067598,0.324377824069881,0.324377824069881,-0.159573226713262,-0.160216313529982,-0.161549646863315,-0.0627891292019359,-0.161549646863315,-0.160344827586207,-0.198221986150456,0.141238896680692,0.116666666666667,0.219211646774735,0.107575757575758,0.121861471861472,-0.141633333333333,-0.136666666666667,-0.140833333333333,-0.00317460317460317,-0.00728017502211051,-0.0062049062049062,0.0372036749482402,0.12918555372298,0.0354041890870576,0.114738117483808,0.297663607918045,0.157787700281484,0.0437144040700913,0.052272952853598
"ERK",-0.256439785892974,-0.281306662851656,-0.215790130388671,-0.213297055596427,-0.171428571428571,-0.2,-0.193162393162393,-0.190819859279106,-0.158928571428571,-0.377723101792907,0.0333333333333333,0.0433333333333333,0.0491228070175439,0.00587042042987095,0.055682387787651,0.0491228070175439,-0.1056608811749,-0.11514993226979,-0.198967847334184,-0.102857142857143,-0.197317682317682,-0.107182899302757,0.262877176608588,0.188846355370627,0.015987676976633,0.0570577731009821,-0.0660385633421051,0.197317682317682,0.197317682317682,-0.0641635633421051,-0.0630483217064173,-0.058213716108453,0.0436216349462236,-0.0524242424242424,-0.0433333333333333,-0.0639720007132789,0.343546464640125,0.408620689655172,0.289014579111464,0.449046221570066,0.354046221570066,0.173664053611436,0.155898268398268,0.178251209574739,0.212,0.247744133719061,0.249704918032787,0.302402283011887,0.581435041396708,0.316080094562039,0.476450955742294,0.397792637134048,0.47235843270326,0.381311999712285,0.477775864100201
"RKIP",-0.249704918032787,-0.27367402245451,-0.177777777777778,-0.193162393162393,-0.1,-0.1,-0.177777777777778,-0.19285916403913,-0.1,-0.449046221570066,0,0,0,0.00722525107604018,0.0433333333333333,0.0333333333333333,-0.126666666666667,-0.102857142857143,-0.187476412476413,-0.0666666666666667,-0.181493506493507,-0.1056608811749,0.271593518680422,0.154412698412698,0.0192252510760402,0.061664032210795,-0.0630483217064173,0.181493506493507,0.181493506493507,-0.058213716108453,-0.0491228070175439,-0.0491228070175439,0.0491286244227421,-0.0433333333333333,-0.0333333333333333,-0.0498476324425692,0.324150326797386,0.35,0.292062399872841,0.35,0.408620689655172,0.155898268398268,0.171428571428571,0.158928571428571,0.2,0.212,0.2,0.287291399229782,0.540616246498599,0.284321102200079,0.469275029816368,0.392434988179669,0.443044503389331,0.353977118391335,0.447055954088953
"RAF",-0.249704918032787,-0.27367402245451,-0.177777777777778,-0.193162393162393,-0.1,-0.1,-0.177777777777778,-0.19285916403913,-0.1,-0.449046221570066,0,0,0,0.00722525107604018,0.0433333333333333,0.0333333333333333,-0.126666666666667,-0.102857142857143,-0.187476412476413,-0.0666666666666667,-0.181493506493507,-0.1056608811749,0.271593518680422,0.154412698412698,0.0192252510760402,0.061664032210795,-0.0630483217064173,0.181493506493507,0.181493506493507,-0.058213716108453,-0.0491228070175439,-0.0491228070175439,0.0491286244227421,-0.0433333333333333,-0.0333333333333333,-0.0498476324425692,0.324150326797386,0.35,0.292062399872841,0.35,0.408620689655172,0.155898268398268,0.171428571428571,0.158928571428571,0.2,0.212,0.2,0.287291399229782,0.540616246498599,0.284321102200079,0.469275029816368,0.392434988179669,0.443044503389331,0.353977118391335,0.447055954088953
"TGF",-0.165431034482759,-0.178401031592521,-0.09,-0.107241379310345,-0.2,-0.2,-0.06,-0.152117083946981,-0.3,-0.086265664160401,0,0.1,0.1,0.00910431546587153,0.088921832884097,0.1,-0.0444444444444444,-0.0587301587301587,-0.0363095238095238,-0.1,-0.0255952380952381,-0.173015873015873,-0.0456882574246016,0.0973684210526316,-0.00544113907958301,-0.0628678113703582,-0.103566398844452,0.0255952380952381,0.0255952380952381,-0.104523336643496,-0.103207547169811,-0.09,-0.104184116640173,-0.0757142857142857,-0.0857142857142857,-0.133641975308642,0.0716666666666667,0.0333333333333333,0.00509515232809328,0.0904761904761905,0.106265664160401,0.267293233082707,0.25,0.235714285714286,0.14,0.177931034482759,0.14,0.182727272727273,0.2004329004329,0.200469208211144,0.101179275270184,0.213388003603268,0.137360248447205,0.168608833695041,0.215104361694751
"SUFU",0.235932393432393,0.0541353181478902,0.0460606060606061,0.0524098124098124,0.1,0.213333333333333,0.0392424242424242,0.0830273573273602,0.0571428571428571,0.139178762054771,0.05,0.1375,0.03,0.0177428984201186,0.124009071267436,0.0244444444444444,0.322297297297297,0.319105807935595,0.133297946903099,0.325,0.130766301333479,0.319303046594372,-0.152910484286717,0.15161329898172,0.0264730102636258,0.0112167043968794,-0.0107085927133363,-0.130766301333479,-0.130766301333479,-0.0120896668821343,-0.0150787973169169,-0.0195900755124056,-0.0520270800151869,-0.128098290598291,-0.131944444444444,-0.178302258281121,-0.148382055136395,-0.0984615384615385,-0.306745035626916,-0.107552447552448,-0.129391528012218,-0.0384293826978391,-0.0531428571428571,-0.0377582417582418,-0.225833333333333,-0.229368686868687,-0.220277777777778,-0.064342037890425,-0.31828061808916,-0.0673443473592472,-0.321879316125932,-0.321063816689622,-0.327739863906365,-0.360558880763544,-0.436476305797051
"cateninmemb",0.0179144441622217,-0.0254381386477715,-0.0321836925960637,-0.0370164063507106,0,0.0333333333333333,-0.0290909090909091,0.0294442252557932,0.02,0.0167936490434974,0.0333333333333333,0.0392156862745098,0.0392156862745098,0.0301052289212018,0.0411504630721575,0.0415412676698586,-0.0598787878787879,-0.0564641537324464,-0.0308226109524171,-0.0585454545454545,-0.03026395173454,-0.0591766311284681,0.0679010624478042,0.00707321476934188,0.029535864978903,-0.0687878299680895,-0.0429825853084926,0.03026395173454,0.03026395173454,-0.0427958439452807,-0.0416750469340727,-0.0406717024524673,-0.105736037127455,-0.0398171297388242,-0.0415412676698586,0.0574346850013019,0.0584054965251153,-0.0272727272727273,0.117437533166941,-0.0390374331550802,-0.0132642372787916,-0.019037999037999,-0.00571428571428572,-0.0242328042328042,-0.0166666666666667,-0.019489247311828,-0.0291666666666667,0.0347826086956522,0.0762972536648299,0.0321191704389936,0.0776168402023549,0.120294729635085,0.0286928903969068,0.139990927756291,0.142925378682279
"RAS",0.0476949152542373,-0.0721343873517787,0.0868421052631579,0.0849553128103277,0,0.1,0.05,0.107715355805243,0,0.158648090815273,0,0.1,0.1,0.0358689248895434,0.163480392156863,0.15,-0.1,-0.0529411764705882,-0.19448717948718,-0.1,-0.104102564102564,-0.0539312754804892,-0.319199742991601,-0.211688311688312,0.0307142857142857,-0.0987110522733468,-0.153371293000539,0.104102564102564,0.104102564102564,-0.158187157023202,-0.161264080100125,-0.167647058823529,-0.115126973085296,-0.167647058823529,-0.15,-0.191620553359684,0.022924168030551,-0.12,0.0231534336185499,-0.17,-0.133157894736842,0.00555555555555555,0.0333333333333333,0,0,-0.046,-0.05,-0.0264069264069264,-0.0867672955974843,-0.0508967223252938,0.0380432645034415,-0.0291731266149871,0.0661904761904762,0.0816615384615385,0.0870692194403535
"SOSGRB2",-0.136465535302745,-0.252840909090909,-0.0713286713286713,-0.0727371220328967,-0.2,0,-0.0636363636363636,-0.0787676542603214,-0.1,-0.263417963417963,0,0,0,0.0390852130325815,0.063871635610766,0.0428571428571429,-0.135714285714286,-0.116483516483516,-0.115710560625815,-0.0857142857142857,-0.111864406779661,-0.107263658327488,0.139839511035684,0.0111111111111111,0.0562280701754386,0.0419183719603337,-0.0770753261072708,0.111864406779661,0.111864406779661,-0.0742072572736188,-0.068944099378882,-0.0645962732919255,0.0314256074256074,-0.0595238095238095,-0.0428571428571429,-0.0692244224422442,0.21768115942029,0.2,0.250530602879596,0.188888888888889,0.224024024024024,0.137792397660819,0.155555555555556,0.150292397660819,0.1,0.108558558558559,0.116666666666667,0.165161290322581,0.326388888888889,0.16446198962328,0.326254442075338,0.331519641337313,0.317020757020757,0.304907256742097,0.363220551378446
"cateninnuc",-0.10715221195788,-0.0538888082542555,-0.0559767295872932,-0.058704002314566,0.0333333333333333,-0.111111111111111,-0.0455116133082235,-0.0528773616989416,0.0333333333333333,-0.0536068948675675,-0.0393939393939394,-0.024009324009324,-0.024009324009324,0.0416335087323994,-0.0123898535453032,-0.0184537684537685,-0.170021978021978,-0.171746115953013,-0.121984111984112,-0.177714285714286,-0.121479061479061,-0.169562709839475,0.197047898956519,-0.029152493546894,0.0281321288438726,0.0114184041074849,-0.0915872443175186,0.121479061479061,0.121479061479061,0.00921363941625656,0.0109313391922088,0.0141059423668119,0.0557496769438645,0.0155519088812716,0.0198997349682281,0.179128817257304,0.0660894680139562,0.00434782608695652,0.322082827766917,0.040855762594893,0.0471848765189437,-0.0666666666666667,-0.0666666666666667,-0.0666666666666667,0.0911111111111111,0.106934347034133,0.102586520947177,0.0682871572871573,0.282077185841454,0.0771548244085761,0.283239054907538,0.327476143342247,0.156829951469296,0.283122860965974,0.323737759554363
"Destcompl",0.0615539806670314,-0.157708445400753,-0.0690501370936153,-0.0656433234663608,0.2,0.0777777777777778,-0.0657892675283979,0.198550689337971,0.214285714285714,-0.248196363365486,0.283333333333333,0.29047619047619,0.29047619047619,0.041961293922441,0.287065511135961,0.289106327462492,0.0287543983110486,0.0287543983110486,-0.274034247947697,0.0253061224489796,-0.278743824085845,0.031414496833216,-0.365750405292426,-0.00775935172899483,0.0554356879169425,-0.0553204317594868,-0.283550475398286,0.278743824085845,0.278743824085845,-0.284825335163712,-0.28674314338289,-0.288608815024681,-0.272448639755187,-0.289106327462492,-0.289106327462492,-0.343016619625589,0.247970297412098,0.238461538461538,0.0844131067838122,0.250582750582751,0.245664717795865,-0.197416496074214,-0.214285714285714,-0.200772200772201,-0.0743295019157088,-0.0644553346322151,-0.0629009304871374,0.165238095238095,0.235072487559637,0.166056808688388,0.196708078592267,0.191265691407626,0.254835523223686,0.224474901258477,0.255513413506013
"DSH",0.100444251968099,0.160805696729549,0.170518207282913,0.16702170378641,-0.0666666666666667,0.05,0.160714285714286,0.00803759206289986,-0.126666666666667,0.26187036217996,-0.2,-0.225,-0.225,0.0471961660857282,-0.235445230723869,-0.230263157894737,0.0443478260869565,0.0395859213250518,0.347570803930961,0.04,0.353453156872137,0.0322688481543201,0.286509351524867,0.0624538063562454,0.0335019444671072,0.0973282316856711,0.236356620100788,-0.353453156872137,-0.353453156872137,0.236267572905774,0.236743763381965,0.237406015037594,0.154689334458904,0.237406015037594,0.230263157894737,0.28087992078572,-0.322098158412301,-0.233333333333333,-0.184766977511261,-0.227450980392157,-0.238562091503268,0.107413793103448,0.114166666666667,0.101666666666667,-0.0772727272727273,-0.0851068286552158,-0.0915584415584415,-0.180809820236032,-0.312337662337662,-0.181187178726598,-0.300300207039338,-0.296269459132488,-0.445138419312226,-0.317643046316827,-0.409235242032094
"TWIST1",-0.147820350750913,-0.19524430371888,-0.0333903133903134,-0.0362205020695587,-0.2,-0.166666666666667,-0.0385185185185185,-0.00726553411684636,-0.15,-0.123876840056013,-1.11022302462516e-17,0.0142857142857143,0.0142857142857143,0.0580835221186099,0.0118833751044277,0.0198412698412698,0.0723510971786834,0.0773510971786834,0.0163847713215635,0.0654545454545455,0.0102203877599197,0.0766677258802779,-0.299706537914566,0.148833343112519,0.0599541380029185,-0.0916681522093143,-0.0121277126102331,-0.0102203877599197,-0.0102203877599197,-0.0125302427999973,-0.0132959395840708,-0.0177136102668017,-0.0327161603676821,-0.0166833751044277,-0.0198412698412698,0.0190112575596447,-0.000280365769496202,0.126666666666667,0.0484449980670759,0.12231884057971,0.114424103737605,0.13722294654498,0.142307692307692,0.142307692307692,0.155555555555556,0.13944596651446,0.143555555555556,0.201169351169351,0.122707968360142,0.198199054139648,0.100880109361868,0.0735808811353652,0.157204479691351,0.149150683017154,0.153003003003003
"Ecadherin",-0.169941685716705,-0.0492833814428761,-0.0995087061609037,-0.107315397610718,-0.1,-0.166666666666667,-0.0943540669856459,-0.126881965715707,-0.04,-0.0328853115754268,-0.133333333333333,-0.115686274509804,-0.115686274509804,0.0816003697562836,-0.0986100916709908,-0.10405836753306,-0.166909090909091,-0.162518847006652,-0.0259136985262519,-0.170909090909091,-0.0247963800904977,-0.16233801518025,0.189373698310005,0.0113335439800187,0.0616971401781529,-0.0728355002405766,0.0935093463930005,0.0247963800904977,0.0247963800904977,0.0950032772986961,0.0973694043223574,0.0997105414461032,0.15438702106385,0.100610091670991,0.10405836753306,0.172090541657702,-0.0447409111378878,0.00545454545454545,0.289036678107293,-0.00042780748663102,0.0191598213793484,0.0139297739297739,0.0352380952380952,0.0204232804232804,0.166666666666667,0.16364247311828,0.160416666666667,0.0704927536231884,0.24563706313305,0.073156191879847,0.251253026190907,0.293071000002938,0.0763219511102149,0.266065715786386,0.294276969954856
"KLF4",-0.16364247311828,-0.0365317035905271,-0.0943540669856459,-0.0995087061609037,-0.1,-0.2,-0.0890909090909091,-0.123907137340421,-0.1,-0.0191598213793484,-0.166666666666667,-0.133333333333333,-0.133333333333333,0.0820743034055727,-0.100610091670991,-0.115686274509804,-0.170909090909091,-0.166909090909091,-0.0247963800904977,-0.190909090909091,-0.0203846153846154,-0.162518847006652,0.193287003547813,0.0139651229273871,0.062962962962963,0.0285276935276805,0.0950032772986961,0.0203846153846154,0.0203846153846154,0.0973694043223574,0.0997105414461032,0.10405836753306,0.156822918499748,0.10405836753306,0.115686274509804,0.176420438564918,-0.0490239651416122,-0.04,0.290621021070946,0.00545454545454545,-0.00042780748663102,0.0204232804232804,0.04,0.0352380952380952,0.166666666666667,0.160416666666667,0.166666666666667,0.056,0.241517212945784,0.0704927536231884,0.247455557836477,0.295057754969825,0.071058793215478,0.261782661782662,0.287641898864809
"HEY1",-0.16364247311828,-0.0365317035905271,-0.0943540669856459,-0.0995087061609037,-0.1,-0.2,-0.0890909090909091,-0.123907137340421,-0.1,-0.0191598213793484,-0.166666666666667,-0.133333333333333,-0.133333333333333,0.0820743034055727,-0.100610091670991,-0.115686274509804,-0.170909090909091,-0.166909090909091,-0.0247963800904977,-0.190909090909091,-0.0203846153846154,-0.162518847006652,0.193287003547813,0.0139651229273871,0.062962962962963,0.0285276935276805,0.0950032772986961,0.0203846153846154,0.0203846153846154,0.0973694043223574,0.0997105414461032,0.10405836753306,0.156822918499748,0.10405836753306,0.115686274509804,0.176420438564918,-0.0490239651416122,-0.04,0.290621021070946,0.00545454545454545,-0.00042780748663102,0.0204232804232804,0.04,0.0352380952380952,0.166666666666667,0.160416666666667,0.166666666666667,0.056,0.241517212945784,0.0704927536231884,0.247455557836477,0.295057754969825,0.071058793215478,0.261782661782662,0.287641898864809
"TrCP",0.122188541844456,0.150092600758444,0.0848717948717949,0.0947619047619047,0.0666666666666667,0.080952380952381,0.0987179487179487,0.0978821574642127,0.0666666666666667,0.130464259395726,-0.1,-0.08,-0.08,0.0872704141878017,-0.0925745257452575,-0.0911111111111111,0.0565826330532213,0.0444614209320092,0.0761156761300233,0.0428571428571429,0.0765702215845688,0.0499259018063261,0.238492592134836,0.0523514851485149,0.0892099921935987,0.0884467722601414,0.0951819460293342,-0.0765702215845688,-0.0765702215845688,0.0962853943051963,0.0948039128237148,0.0938138138138138,0.11027600304696,0.0911111111111111,0.0911111111111111,0.123430306410137,-0.199575287031809,-0.12,0.132148472841856,-0.0982608695652174,-0.130464259395726,-0.1010477582846,-0.104166666666667,-0.093640350877193,-0.114285714285714,-0.118188541844456,-0.104608294930876,-0.158568015019628,-0.210296462285413,-0.150180918245434,-0.209068817449833,-0.00410119047619047,-0.354596358307831,-0.277360173418698,-0.402928956566368
"PAK1",0.122188541844456,0.150092600758444,0.0848717948717949,0.0947619047619047,0.0666666666666667,0.080952380952381,0.0987179487179487,0.0978821574642127,0.0666666666666667,0.130464259395726,-0.1,-0.08,-0.08,0.0872704141878017,-0.0925745257452575,-0.0911111111111111,0.0565826330532213,0.0444614209320092,0.0761156761300233,0.0428571428571429,0.0765702215845688,0.0499259018063261,0.238492592134836,0.0523514851485149,0.0892099921935987,0.0884467722601414,0.0951819460293342,-0.0765702215845688,-0.0765702215845688,0.0962853943051963,0.0948039128237148,0.0938138138138138,0.11027600304696,0.0911111111111111,0.0911111111111111,0.123430306410137,-0.199575287031809,-0.12,0.132148472841856,-0.0982608695652174,-0.130464259395726,-0.1010477582846,-0.104166666666667,-0.093640350877193,-0.114285714285714,-0.118188541844456,-0.104608294930876,-0.158568015019628,-0.210296462285413,-0.150180918245434,-0.209068817449833,-0.00410119047619047,-0.354596358307831,-0.277360173418698,-0.402928956566368
"AXIN2",0.0989101062871555,-0.193518656297561,-0.0594548872180451,-0.0648602926234505,0.2,0.1,-0.0505263157894737,0.239988325423108,0.233333333333333,-0.296241612496692,0.266666666666667,0.313333333333333,0.313333333333333,0.0890480495383875,0.343675840886051,0.334263565891473,-0.00692901234567902,0.00280550092865726,-0.349947153103571,-0.0279166666666667,-0.353884160977587,0.00643586396496089,-0.418367394240666,-0.0467587516114865,0.0992270150687507,-0.0686612019928123,-0.341676368868995,0.353884160977587,0.353884160977587,-0.343016619625589,-0.343368319508355,-0.341160117615611,-0.313657932868781,-0.341160117615611,-0.334263565891473,0.0819574814565243,0.306424015720838,0.233333333333333,0.269473368258226,0.269918699186992,0.291414026289796,-0.256763285024155,-0.255072463768116,-0.26231884057971,-0.107692307692308,-0.100549450549451,-0.107692307692308,0.200299056820796,0.290908956634763,0.205854612376351,0.255703198471548,0.274991208511803,0.322377715960854,0.282259282836005,0.313827857396139
"GLI",0.142664476446849,0.0552803073176588,0.0527431476569407,0.0575050524188455,-0.0166666666666667,0.114285714285714,0.0552431476569408,0.020109298429171,-0.0277777777777778,-0.00559254741575183,-0.1,0.04,-0.08,0.0896067588325653,-0.0697339416205741,-0.0832258064516129,0.128563218390805,0.125418564302754,0.174958108223,0.121666666666667,0.17515612802498,0.127065623126284,0.237474568817485,0.230085813891124,0.090992706992707,0.0765435351055412,0.0906819112836815,-0.17515612802498,-0.17515612802498,0.0913394127780031,0.0906900621286524,0.0881038552321007,0.102926159403747,-0.0332447817836812,-0.0367741935483871,0.119236111111111,-0.171863601405197,0.00857142857142857,0.102478746189076,0.0252380952380952,0.00835497835497835,0.00369748776703664,0.0119883040935673,0.00994748776703664,-0.126785714285714,-0.142252953813104,-0.132048872180451,-0.0613737984416239,-0.183807890222985,-0.0581305551983806,-0.184489470150074,-0.0925651006581071,-0.291916924664603,-0.256896199775457,-0.373354668032087
"CDC42",0.118188541844456,0.147151424287856,0.0987179487179487,0.0848717948717949,0.1,0.0666666666666667,0.0833333333333333,0.0960416666666667,0.0666666666666667,0.130464259395726,-0.1,-0.1,-0.1,0.0914504784964833,-0.0911111111111111,-0.08,0.0428571428571429,0.0565826330532213,0.0765702215845688,0.128571428571429,0.0802287581699346,0.0444614209320092,0.236865105697222,0.0375,0.0760952380952381,0.0868550767584113,0.0962853943051963,-0.0802287581699346,-0.0802287581699346,0.0948039128237148,0.0938138138138138,0.0911111111111111,0.111558054329011,0.0911111111111111,0.08,0.121543513957307,-0.194683982683983,-0.1,0.13049433750351,-0.12,-0.0982608695652174,-0.093640350877193,-0.0666666666666667,-0.104166666666667,-0.080952380952381,-0.104608294930876,-0.114285714285714,-0.152116402116402,-0.204219114219114,-0.158568015019628,-0.207875500027399,-0.00701028138528138,-0.350458427273348,-0.2768525592055,-0.396819631807525
"DELTA",0.0897435897435898,0.25,-0.06,-0.0314285714285714,0,0,0,0.0824242424242424,0,0.133333333333333,0,0,0,0.0963768115942029,-0.0969230769230769,-0.1,0.1,0.0222222222222222,0.0618181818181818,0,0.08,0.0182222222222222,0.257541478129713,0.1,0.0833333333333333,0.0706666666666667,0.0988544788544788,-0.08,-0.08,0.0999533799533799,0.0969230769230769,0.12,0.119460398756173,0.12,0.1,0.142857142857143,-0.188,-0.1,0.165667953667954,0,-0.1,-0.0555555555555556,-0.1,-0.0666666666666667,-0.1,-0.0666666666666667,-0.0666666666666667,-0.15,-0.158974358974359,-0.126190476190476,-0.175,0.0616858237547893,-0.342857142857143,-0.253939393939394,-0.374154589371981
"SNAI2",-0.225249987318871,-0.036543098251959,-0.143859649122807,-0.149054454317612,-0.1,-0.2,-0.13859649122807,-0.197337683662382,-0.133333333333333,-0.000529941706412285,-0.22,-0.210909090909091,-0.210909090909091,0.123892385147892,-0.176995448627594,-0.196623376623377,-0.229411764705882,-0.22684766214178,0.0346907872030688,-0.229411764705882,0.0447364493035255,-0.223120954067246,0.467489824192728,0.041683569979716,0.102115384615385,0.227565484357147,0.16898495159559,-0.0447364493035255,-0.0447364493035255,0.172090541657702,0.176420438564918,0.183947320285348,0.248898927304193,0.183947320285348,0.196623376623377,0.247292500996451,-0.0963669676367402,-0.0666666666666667,0.3427739699028,-0.0254901960784314,-0.0156862745098039,0.0847354936989337,0.108333333333333,0.0979885057471264,0.22,0.223841536614646,0.225882352941176,0.0631120053655265,0.280423076923077,0.077944541250694,0.293732299387099,0.34342652307493,0.0325192163567549,0.300767896632091,0.324276064610866
