"","GSK3","miR200","AXIN2","TGFR","ZEB1","SOSGRB2","STAT","ERK","SRC","cfos","MEK","LIV1","Csn","AKT","RKIP","RAS","SNAI1","RAF","PI3K","DELTA","FOXC2","TWIST1","HEY1","cateninmemb","IKK","ILK","SMAD","NFB","FUS","Patched","SHH","SMO","TrCP","SUFU","Ecadherin","GLI","Wnt","Frizzled","cateninnuc","NOTCHic","TCFLEF","DSH","Jagged","CD44","NOTCH","Csl","cMet","TGF","ZEB2","CDC42","EGR1","SNAI2","PAK1","Destcompl","KLF4"
"NOTCHic",-0.0146053006554574,0.0373745714786177,0.0543508535489668,0.160759856630824,-0.06085346215781,0.210191387559809,0.06,0.281428571428571,0.0523076923076923,0.26,0.267142857142857,0,-0.0333333333333333,-0.0930232558139535,0.0764747637015728,-0.0750658437015258,0.0187342287342287,-0.0794993412384717,-0.0794993412384717,-0.0794993412384717,-0.0105069124423963,-0.036406140070355,-0.0274470457079153,0.00140649065891973,0.1,0.0747619047619048,0.0726036313806098,0.0666666666666667,0.0583333333333333,0.0411387631975867,0.042214032014791,0.0352564102564102,0,0.0333333333333333,-0.019762757063087,-0.0456605759831566,-0.0553379953379953,-0.0523076923076923,-0.0375463431515776,0.0425806451612903,-0.0401417629989059,-0.06,0.0229557638829162,-0.0454478854478854,0.0373174872665535,0.12,-0.0553379953379953,-0.15630125790471,0.06085346215781,-0.176888888888889,-0.26,-0.199158356455303,-0.188888888888889,-0.0398869483635839,0.0615942028985507
"Csl",-0.0188762874006709,0.0380281662498596,0.0494665347828999,0.15630125790471,-0.06085346215781,0.206126346909402,0.0523076923076923,0.267142857142857,0.0553379953379953,0.281428571428571,0.268229813664596,0.06,-0.0666666666666667,-0.0968992248062015,0.0797005701531857,-0.0754334907603494,0.0238725686551774,-0.0750658437015258,-0.0750658437015258,-0.0750658437015258,-0.012805763017109,-0.0388892100477816,-0.0294078300216408,-0.00012256132884785,0.0930232558139535,0.0726036313806098,0.0714925202694987,0.1,0.0352564102564102,0.042214032014791,0.0448002389113427,0.0411387631975867,0.0333333333333333,0.0583333333333333,-0.0219720593886684,-0.0408218663057373,-0.0456605759831566,-0.0553379953379953,-0.0357739017564947,0.0373174872665535,-0.0375463431515776,-0.0523076923076923,0.0255599305495829,-0.0401417629989059,0.0436811236301898,0.0425806451612903,-0.0454478854478854,-0.156528015274324,0.06085346215781,-0.160759856630824,-0.26,-0.19699579120549,-0.176888888888889,-0.0364134565902749,0.0630227743271221
"NOTCH",-0.00799373040752351,0.0367965367965368,0.0585175202156334,0.176888888888889,-0.0615942028985507,0.214736842105263,0,0.26,0.06,0.26,0.281428571428571,0,0,-0.1,0.0750663129973475,-0.0794993412384717,0.0182051282051282,-0.0751515151515151,-0.0751515151515151,-0.0751515151515151,-0.0185714285714286,-0.0307457627118644,-0.0289855072463768,0.000392291875958273,0.0666666666666667,0.0714285714285714,0.0747619047619048,0.0333333333333333,0.0333333333333333,0.0352564102564102,0.0411387631975867,0.0583333333333333,0,0,-0.0193033389926429,-0.0553379953379953,-0.0523076923076923,-0.06,-0.0401417629989059,0.12,-0.0454478854478854,0,0.0156709956709957,-0.0553379953379953,0.0425806451612903,0.12,-0.0523076923076923,-0.160759856630824,0.0615942028985507,-0.188888888888889,-0.2,-0.20456917809859,-0.2,-0.0448869483635839,0.0615942028985507
"Jagged",-0.00344827586206897,0.0339393939393939,0.0528571428571429,0.188888888888889,-0.0615942028985507,0.22,0,0.26,0,0.2,0.26,0,0,-0.0666666666666667,0.0923076923076923,-0.0751515151515151,0.0166666666666667,-0.0933333333333333,-0.0933333333333333,-0.0933333333333333,-0.00428571428571428,-0.046,-0.0333333333333333,0.00615145417962319,0.0333333333333333,0.0666666666666667,0.0714285714285714,0,0,0.0583333333333333,0.0352564102564102,0.0333333333333333,0,0,-0.0265614035087719,-0.0523076923076923,-0.06,0,-0.0454478854478854,0.12,-0.0553379953379953,0,0.0156709956709957,-0.0523076923076923,0.12,0.1,-0.06,-0.176888888888889,0.0615942028985507,-0.2,-0.1,-0.207214680744092,-0.2,-0.0495598455598456,0.0833333333333333
"CDC42",-0.120800865800866,0.0427255750785163,-0.0918390804597701,0.171148459383754,-0.0744782658826242,0.25,-0.05,0.279130434782609,-0.07,0.24,0.270655858511422,-0.1,-0.0333333333333333,-0.0905701754385965,0.108065268065268,-0.0709482437961634,0.0544796975176722,-0.0721677559912854,-0.0721677559912854,-0.0721677559912854,-0.0222832547653208,-0.0960519480519481,0.0710144927536232,0.0553045680853971,0.0958333333333333,0.0751322751322751,0.0735193719064687,0.0583333333333333,0.0761904761904762,0.0692012288786482,0.0704357967798828,0.0595238095238095,0,0.0333333333333333,0.0856033404299486,0.0741910331384016,0.0662962962962963,0.07,0.0812067513057612,0.0807692307692308,0.0793548994539094,0.05,0.0673611111111111,0.0744044044044044,0.0761538461538462,0.05,0.0662962962962963,-0.171148459383754,0.0744782658826242,-0.180952380952381,-0.26,-0.150539071633962,-0.0857142857142857,0.104212068899774,0.0690476190476191
"PAK1",-0.126255411255411,0.0417103466521203,-0.0968705270006506,0.171148459383754,-0.0747998092909844,0.252970297029703,-0.07,0.270655858511422,-0.0662962962962963,0.279130434782609,0.278655858511422,-0.05,-0.0583333333333333,-0.0998294346978557,0.115247588507257,-0.0727664256143453,0.0599689576608703,-0.0709482437961634,-0.0709482437961634,-0.0709482437961634,-0.0243522202825621,-0.0993128176171655,0.0695439045183291,0.0547551175359465,0.0905701754385965,0.0735193719064687,0.0748096944871138,0.0958333333333333,0.0595238095238095,0.0704357967798828,0.0724357967798828,0.0692012288786482,0.0333333333333333,0.0761904761904762,0.0830427867967306,0.0785812770408406,0.0741910331384016,0.0662962962962963,0.0832757168230026,0.0761538461538462,0.0812067513057612,0.07,0.0698150988411725,0.0793548994539094,0.0849450549450549,0.0807692307692308,0.0744044044044044,-0.17333425173348,0.0747998092909844,-0.171148459383754,-0.24,-0.149815744328356,-0.180952380952381,0.107670715516315,0.0739656518345043
"EGR1",-0.126255411255411,0.0417103466521203,-0.0968705270006506,0.171148459383754,-0.0747998092909844,0.252970297029703,-0.07,0.270655858511422,-0.0662962962962963,0.279130434782609,0.278655858511422,-0.05,-0.0583333333333333,-0.0998294346978557,0.115247588507257,-0.0727664256143453,0.0599689576608703,-0.0709482437961634,-0.0709482437961634,-0.0709482437961634,-0.0243522202825621,-0.0993128176171655,0.0695439045183291,0.0547551175359465,0.0905701754385965,0.0735193719064687,0.0748096944871138,0.0958333333333333,0.0595238095238095,0.0704357967798828,0.0724357967798828,0.0692012288786482,0.0333333333333333,0.0761904761904762,0.0830427867967306,0.0785812770408406,0.0741910331384016,0.0662962962962963,0.0832757168230026,0.0761538461538462,0.0812067513057612,0.07,0.0698150988411725,0.0793548994539094,0.0849450549450549,0.0807692307692308,0.0744044044044044,-0.17333425173348,0.0747998092909844,-0.171148459383754,-0.24,-0.149815744328356,-0.180952380952381,0.107670715516315,0.0739656518345043
"SNAI1",-0.129621747889075,0.0437276377184027,-0.0999008300309537,0.17333425173348,-0.0781208425013165,0.253347655520269,-0.0662962962962963,0.278655858511422,-0.0744044044044044,0.270655858511422,0.281794871964337,-0.07,-0.0958333333333333,-0.0984405458089669,0.119013278883826,-0.0745726653516195,-0.0362943875348592,-0.0727664256143453,-0.0727664256143453,-0.0727664256143453,-0.022954507449017,-0.102082048386396,0.0683534283278529,0.0524407824754975,0.0998294346978557,0.0748096944871138,0.0741946883370523,0.0905701754385965,0.0692012288786482,0.0724357967798828,0.074960068624543,0.0704357967798828,0.0583333333333333,0.0595238095238095,0.0831988742056796,0.0798609845362702,0.0785812770408406,0.0741910331384016,0.0832757168230026,0.0849450549450549,0.0832757168230026,0.0662962962962963,0.0714621576647019,0.0812067513057612,0.0861695447409733,0.0761538461538462,0.0793548994539094,-0.175955219475416,0.0781208425013165,-0.171148459383754,-0.279130434782609,-0.148776522068886,-0.171148459383754,0.110137820779473,0.0736541253547535
"cateninnuc",-0.209319465621323,0.041348046713291,-0.202661724645219,0.149079196665404,-0.0878410217586842,0.171510812849827,-0.0393939393939394,0.0700011356588131,-0.0338383838383838,0.0725327812284334,0.0732121448331251,-0.0393939393939394,-0.0583333333333333,-0.0788929924242424,0.204090870254642,-0.0851205351205351,0.191408263119708,-0.0842787842787843,-0.0842787842787843,-0.0842787842787843,-0.0142086056020482,-0.128429247882901,0.0270835818586907,-0.150012189197847,0.0734242424242424,0.0374747474747475,0.0381568757148566,0.0674242424242424,0.0788888888888889,0.0897431807125321,0.0921396948737521,0.0903642987249545,0.0333333333333333,0.0888888888888889,-0.187890414230081,0.0365960077246557,0.0358054938906636,0.0325446243254463,-0.0590914120444704,0.0432845734974233,0.0396106039732042,0.0393939393939394,0.0595122869490195,0.037892904197252,0.0478300280428779,0.0421217827997489,0.0370992534036012,-0.146677449940513,0.0878410217586842,-0.152527472527473,-0.0550724637681159,0.140570974476068,-0.157142857142857,0.203452094630066,0.0742890166377711
"GLI",-0.217377419148628,0.0519327731092437,-0.0946875,0.15069290826285,-0.107336917562724,0.0860314906332606,-0.07,0.178030303030303,-0.0667741935483871,0.18452380952381,0.187422568223673,-0.05,0,-0.0311308404940924,0.160499619546293,-0.00370807430536266,0.141997626029884,-0.000341737671699298,-0.000341737671699298,-0.000341737671699298,0.0156900369797042,-0.146489717601772,0.0400601944744559,0.0538265217645438,0.0201933404940924,0.0401137907372557,0.0411948718183368,0.0263157894736842,0.117857142857143,0.132465091299678,0.136168795003381,0.128383458646617,-0.0333333333333333,0.142857142857143,0.0813387713920375,0.0671371472405023,0.165009487666034,0.156774193548387,0.0802733547220119,0.0134969053934571,0.0783008502390471,0.16,0.0325573190696612,0.0766774736156705,0.0230207149172666,0.0184969053934571,0.0740912667191188,-0.151398790615791,0.107336917562724,-0.15132183908046,-0.142857142857143,-0.155771907071497,-0.161666666666667,0.129842234678221,0.106974688974689
"CD44",-0.475595238095238,0.0684716732542819,0.06,0.165833333333333,-0.114285714285714,0.492857142857143,-0.1,0.555,0,0.475,0.615,-0.1,-0.2,-0.426666666666667,0.368518518518519,-0.462857142857143,0.170494417862839,-0.442857142857143,-0.442857142857143,-0.442857142857143,0.10125,-0.107985347985348,0.13859649122807,-0.0210805860805861,0.366666666666667,0.194444444444444,0.208730158730159,0.3,0.1,0.17,0.188181818181818,0.15,0.1,0.1,0.0399506025404408,-0.03,-0.05,-0.1,0.0248837209302326,0.342857142857143,0.00488372093023256,0,0.173613053613054,-0.03,0.400751879699248,0.3,0.05,-0.171388888888889,0.114285714285714,-0.153333333333333,-0.4,-0.338288378288378,-0.133333333333333,0.299470697369857,0.00952380952380952
"TGF",0.30281427639549,0.0283786137234413,0.0600088183421517,0.14984126984127,-0.114441901856089,-0.0657894736842105,0,-0.0634085213032581,0.0333333333333333,-0.0476190476190476,-0.0700751879699248,0,0.233333333333333,0.238784461152882,0.0194805194805195,0.197619047619048,0.0972186904005086,0.192261904761905,0.192261904761905,0.192261904761905,-0.0388975155279503,-0.143888888888889,-0.0705996131528046,-0.00514827622559015,-0.244047619047619,-0.0933333333333333,-0.0965591397849462,-0.258333333333333,-0.113333333333333,-0.100114942528736,-0.106364942528736,-0.0966666666666667,-0.2,-0.133333333333333,-0.0387353938782217,-0.0437196765498652,-0.0342857142857143,-0.0142857142857143,-0.0640830850711685,-0.253333333333333,-0.0640830850711685,0,-0.133726067746686,-0.0627672955974843,-0.256781609195402,-0.253333333333333,-0.0533333333333333,-0.23734126984127,0.114441901856089,-0.168888888888889,0.0333333333333333,-0.0643644088593738,-0.18,-0.148389806029136,0.114441901856089
"Csn",-0.597611187789187,0.0578428832706134,-0.246965297450425,0.361742859130919,-0.11654094292804,0.402787962642684,-0.183333333333333,0.344415584415584,-0.207471264367816,0.296363636363636,0.357957251082251,-0.2,-0.145,-0.224633333333333,0.338137799962863,-0.332373952062337,0.292426058688061,-0.326039978933739,-0.326039978933739,-0.326039978933739,0.091275513407714,-0.283799283154122,0.0734606866002215,-0.0598665598357441,0.215833333333333,0.0888781055900621,0.0932482855386482,0.178333333333333,0.0873015873015873,0.0982497788949402,0.103167811681825,0.0842712842712843,0.02,0.0428571428571429,0.031058110599584,0.215436750767564,0.206266445090708,0.207471264367816,0.222606060411616,0.227922077922078,0.219779842732723,0.183333333333333,0.114876317366325,0.215599778424041,0.23272977022977,0.195454545454545,0.206266445090708,-0.368186773212064,0.11654094292804,-0.356614654002714,-0.26,-0.0302894574702525,-0.343181818181818,0.498815389338059,0.108021259785966
"Wnt",-0.583385579937304,0.0644444444444444,-0.253939393939394,0.366666666666667,-0.117168818747011,0.363636363636364,-0.1,0.26,-0.2,0.2,0.312941176470588,0,-0.1,-0.190833333333333,0.351666666666667,-0.318933697881066,0.329710144927536,-0.300751879699248,-0.300751879699248,-0.300751879699248,0.0982186234817814,-0.307647058823529,0.061025641025641,-0.108135593220339,0.153333333333333,0.0743589743589744,0.0859868813357186,0.133333333333333,0,0.0954545454545455,0.10021645021645,0.05,0.1,0,-0.003958263084935,0.226315789473684,0.2,0.3,0.236249564308121,0.192857142857143,0.226315789473684,0.2,0.129730392156863,0.226315789473684,0.217857142857143,0.15,0.2,-0.388405797101449,0.117168818747011,-0.333333333333333,-0.1,0.0323275862068966,-0.3,0.504984510966858,0.119607843137255
"ILK",-0.459944684944685,0.0739356345913723,-0.255333333333333,0.237647058823529,-0.117256438969765,0.303461538461538,-0.2,0.267226890756303,-0.211111111111111,0.214285714285714,0.304931808789089,-0.1,-0.233333333333333,-0.285822021116139,0.317453135100194,-0.286435391092925,0.28774959742351,-0.265887445887446,-0.265887445887446,-0.265887445887446,0.182459930313589,-0.159886411205014,0.0501933878182491,-0.0972172946582782,0.262745098039216,0.0653381352541016,0.0693381352541016,0.233333333333333,0.05,0.091025641025641,0.0993589743589744,0.0833333333333333,0.2,0,0.0211209502988581,0.216462281679673,0.224154589371981,0.211111111111111,0.224425471149065,0.198076923076923,0.223806914448035,0.2,0.117368421052632,0.216462281679673,0.2174317617866,0.175,0.224154589371981,-0.249842180774749,0.117256438969765,-0.217647058823529,-0.2,0.0876114374220542,-0.2,0.463110455691172,0.0953947368421053
"cMet",-0.519143625192012,0.0684716732542819,0.0298412698412699,0.171388888888889,-0.119336219336219,0.532857142857143,0,0.615,-0.05,0.555,0.645909090909091,-0.1,-0.3,-0.451666666666667,0.390740740740741,-0.477951482479784,0.189138485659449,-0.462857142857143,-0.462857142857143,-0.462857142857143,0.10504746835443,-0.127086471580854,0.148400412796698,-0.028553895689127,0.426666666666667,0.208730158730159,0.217821067821068,0.366666666666667,0.15,0.188181818181818,0.203806818181818,0.17,0.2,0.1,0.0376605262045629,0.00181818181818182,-0.03,-0.05,0.0327933254500066,0.400751879699248,0.0248837209302326,-0.1,0.197526097091314,0.00488372093023256,0.424156135018397,0.342857142857143,-0.03,-0.173516548463357,0.119336219336219,-0.165833333333333,-0.475,-0.330989108215386,-0.153333333333333,0.328524751423911,0.0142857142857143
"TWIST1",-0.0299821301595651,0.0754749676833316,-0.0211944507105797,-0.0379205851619645,-0.11971971971972,-0.099790725420016,-0.00476190476190477,-0.0942486651411137,0.0119047619047619,-0.0889855072463768,-0.0987262770814122,-0.0333333333333333,0.15,0.137545787545788,0.0907154407154407,0.0371676015848249,0.127627221573089,0.0354552728177017,0.0354552728177017,0.0354552728177017,0.125255867538313,-0.0560410991246232,-0.106270565592599,0.0220983274682786,-0.137545787545788,-0.110578760578761,-0.112228925595262,-0.142307692307692,-0.0666666666666667,-0.0827762557077625,-0.0803132015205704,-0.0786666666666667,-0.2,-0.0333333333333333,-0.0876321026265474,-0.0153573934837093,-0.0129573934837093,-0.0119047619047619,-0.0136083646160773,-0.0762393162393162,-0.0143559206827823,0.00476190476190477,-0.105673258421446,-0.016040453607744,-0.0771827124657313,-0.0711111111111111,-0.01403242147923,0.0458932503100283,0.11971971971972,0.0279205851619645,0.0933333333333333,0.267038528400192,0.0175757575757576,0.0394126356091889,0.121669793621013
"Frizzled",-0.607021943573668,0.0706944444444444,-0.263241719520789,0.388405797101449,-0.134000501915328,0.396969696969697,-0.2,0.312941176470588,-0.2,0.26,0.36479302832244,-0.1,-0.133333333333333,-0.228333333333333,0.373095238095238,-0.343343146699964,0.347170462387854,-0.318933697881066,-0.318933697881066,-0.318933697881066,0.0912418792957349,-0.312408963585434,0.0674086197490453,-0.120516545601291,0.190833333333333,0.0859868813357186,0.0962672551674943,0.153333333333333,0.05,0.10021645021645,0.116345482474515,0.0954545454545455,0.1,0,0.000936841810169897,0.226315789473684,0.226315789473684,0.2,0.240059088117645,0.217857142857143,0.236249564308121,0.3,0.134780897207368,0.226315789473684,0.251190476190476,0.192857142857143,0.226315789473684,-0.400786749482402,0.134000501915328,-0.366666666666667,-0.2,0.0294884694876536,-0.333333333333333,0.519573370383304,0.11484593837535
"DSH",-0.624887372808006,0.0670359078590786,-0.272946360871,0.400786749482402,-0.13951231293895,0.426237989652624,-0.2,0.36479302832244,-0.226315789473684,0.312941176470588,0.388101298999132,-0.2,-0.153333333333333,-0.243275862068966,0.39477355977356,-0.353147068268591,0.354996549344375,-0.343343146699964,-0.343343146699964,-0.343343146699964,0.0986011866550422,-0.325174921032243,0.0744261636086944,-0.119927617450526,0.228333333333333,0.0962672551674943,0.103437066488249,0.190833333333333,0.0954545454545455,0.116345482474515,0.123093948732183,0.10021645021645,0.133333333333333,0.05,-0.00108247337859218,0.236119711042312,0.226315789473684,0.226315789473684,0.243353834333139,0.251190476190476,0.240059088117645,0.2,0.144858416587213,0.236249564308121,0.260281385281385,0.217857142857143,0.226315789473684,-0.410194414987628,0.13951231293895,-0.388405797101449,-0.26,0.0286735684399237,-0.366666666666667,0.529306194810785,0.129409045171467
"ZEB2",-0.236566445916071,-0.163892023691191,-0.159808715697575,-0.142325293753865,-0.142224687550964,-0.140128205128205,-0.14,-0.135243350311262,-0.133333333333333,-0.132017543859649,-0.121828716164921,-0.1,-0.0888888888888889,-0.0736889927310488,-0.0354106280193237,0.00133035772222068,0.00515150272654565,0.00625541125541125,0.00625541125541125,0.00625541125541125,0.0164475524475524,0.0192110915264827,0.0551173020527859,0.0570668871622116,0.0652777777777778,0.0671227364185111,0.0713910291014379,0.0763888888888889,0.0857142857142857,0.0918466898954704,0.0927557808045613,0.0942857142857143,0.1,0.1,0.102238259942157,0.115101473450097,0.120606060606061,0.120606060606061,0.123310062394569,0.124,0.124608763693271,0.127272727272727,0.127745424449335,0.127777777777778,0.128918032786885,0.133333333333333,0.133333333333333,0.139679791108363,0.142224687550964,0.151168831168831,0.158333333333333,0.16084529018188,0.167532467532468,0.171576048035717,0.233971552754196
"Ecadherin",-0.256135384964126,0.0791338167315821,-0.275402989836916,0.133275683665928,-0.153056260668398,0.220888628088231,-0.215686274509804,0.0565157946965103,-0.208709530323757,0.0348663101604278,0.0631824613631769,-0.233333333333333,0.08,0.0322847522847523,0.24635474210113,0.0159490465717873,0.238569014194133,0.0170663650075415,0.0170663650075415,0.0170663650075415,-0.0601955357603849,-0.291419992453841,0.0117064617183054,-0.0835197368124197,-0.0413756613756614,0.0313623188405797,0.0354785416008703,-0.0561904761904762,0.233333333333333,0.232459677419355,0.234034480568961,0.227083333333333,-0.1,0.233333333333333,-0.0854152277225447,0.201146311932953,0.201812978599619,0.208709530323757,0.203875543506097,0.139508706160904,0.202661724645219,0.215686274509804,0.219964802287851,0.202288125641483,0.142110936644175,0.134354066985646,0.202622573802018,-0.131286533575512,0.153056260668398,-0.132787878787879,-0.00545454545454545,0.200418873732109,-0.123454545454545,0.252869329294011,0.124753867791842
"cateninmemb",-0.256135384964126,0.0791338167315821,-0.275402989836916,0.133275683665928,-0.153056260668398,0.220888628088231,-0.215686274509804,0.0565157946965103,-0.208709530323757,0.0348663101604278,0.0631824613631769,-0.233333333333333,0.08,0.0322847522847523,0.24635474210113,0.0159490465717873,0.238569014194133,0.0170663650075415,0.0170663650075415,0.0170663650075415,-0.0601955357603849,-0.291419992453841,0.0117064617183054,-0.167559275290748,-0.0413756613756614,0.0313623188405797,0.0354785416008703,-0.0561904761904762,0.233333333333333,0.232459677419355,0.234034480568961,0.227083333333333,-0.1,0.233333333333333,-0.0539246895505267,0.201146311932953,0.201812978599619,0.208709530323757,0.203875543506097,0.139508706160904,0.202661724645219,0.215686274509804,0.219964802287851,0.202288125641483,0.142110936644175,0.134354066985646,0.202622573802018,-0.131286533575512,0.153056260668398,-0.132787878787879,-0.00545454545454545,0.200418873732109,-0.123454545454545,0.252869329294011,0.124753867791842
"KLF4",-0.255031632204744,0.0822995522995523,-0.27767103107403,0.132787878787879,-0.154004127966976,0.211678101772441,-0.233333333333333,0.0348663101604278,-0.215686274509804,0.00545454545454545,0.0565157946965103,-0.233333333333333,0.1,0.0413756613756614,0.245980210265924,0.0170663650075415,0.242366482548564,0.022948717948718,0.022948717948718,0.022948717948718,-0.06042436871233,-0.293468409586057,0.00432391138273491,-0.0854428137354967,-0.0561904761904762,0.0226666666666667,0.0313623188405797,-0.08,0.233333333333333,0.227083333333333,0.232459677419355,0.233333333333333,-0.1,0.2,0.0127347235919636,0.201812978599619,0.208709530323757,0.215686274509804,0.202661724645219,0.134354066985646,0.202288125641483,0.233333333333333,0.217447639816455,0.202622573802018,0.139508706160904,0.129090909090909,0.208709530323757,-0.133275683665928,0.154004127966976,-0.123454545454545,0.04,0.201923991131266,-0.0954545454545455,0.252589739359249,0.122222222222222
"HEY1",-0.255031632204744,0.0822995522995523,-0.27767103107403,0.132787878787879,-0.154004127966976,0.211678101772441,-0.233333333333333,0.0348663101604278,-0.215686274509804,0.00545454545454545,0.0565157946965103,-0.233333333333333,0.1,0.0413756613756614,0.245980210265924,0.0170663650075415,0.242366482548564,0.022948717948718,0.022948717948718,0.022948717948718,-0.06042436871233,-0.293468409586057,0.00432391138273491,-0.0854428137354967,-0.0561904761904762,0.0226666666666667,0.0313623188405797,-0.08,0.233333333333333,0.227083333333333,0.232459677419355,0.233333333333333,-0.1,0.2,0.0127347235919636,0.201812978599619,0.208709530323757,0.215686274509804,0.202661724645219,0.134354066985646,0.202288125641483,0.233333333333333,0.217447639816455,0.202622573802018,0.139508706160904,0.129090909090909,0.208709530323757,-0.133275683665928,0.154004127966976,-0.123454545454545,0.04,0.201923991131266,-0.0954545454545455,0.252589739359249,0.122222222222222
"Destcompl",-0.598273522262319,0.0995948489085831,-0.348161342358167,0.333690507055817,-0.23916732743051,0.336287403284532,-0.283333333333333,0.358031258359127,-0.290182648401827,0.32032634032634,0.378284422916089,-0.283333333333333,-0.161904761904762,-0.234573053189919,0.489060872607787,-0.294685016229307,0.470480546530664,-0.286992708536999,-0.286992708536999,-0.286992708536999,0.111445262398001,-0.372321030245553,0.0586635586635587,-0.316583168637663,0.218465670639584,0.0797619047619048,0.0864285714285714,0.192339544513458,0.190804597701149,0.211293124718174,0.217676103441578,0.199376026272578,0.133333333333333,0.166666666666667,-0.135766628814827,0.29407875229793,0.290182648401827,0.290182648401827,0.300262064701813,0.241165295730513,0.297661350780345,0.283333333333333,0.292185300468519,0.294784638451578,0.25098493500907,0.222687034860948,0.290680160839637,-0.338518093262713,0.23916732743051,-0.324743138634764,-0.274871794871795,0.213397972379345,-0.306122448979592,0.490892943699949,0.222354419579555
"AXIN2",-0.641397602143597,0.137356996999954,0.0822148950181478,0.353560171528461,-0.286055118965128,0.34287786702934,-0.313333333333333,0.352458019907302,-0.329612403100775,0.299186991869919,0.395906295769371,-0.266666666666667,-0.166666666666667,-0.255314009661836,0.520091279688054,-0.329168985358874,0.520993589635804,-0.310796281946801,-0.310796281946801,-0.310796281946801,0.140988332510581,-0.41899047112705,0.0462256664082222,-0.354569810908732,0.227536231884058,0.0640901771336554,0.0763917644352427,0.197101449275362,0.188461538461538,0.233104395604396,0.246547018555215,0.217032967032967,0.133333333333333,0.15,-0.153631191114358,0.343730815592642,0.339957230686982,0.329612403100775,0.351490352301963,0.268508771929825,0.348161342358167,0.313333333333333,0.324239321195843,0.344058177059222,0.289454717875771,0.243508771929825,0.339957230686982,-0.369401755686876,0.286055118965128,-0.326126543209877,-0.233333333333333,0.263022526022327,-0.282916666666667,0.646968899254376,0.262747194729672
