"","AXIN2","Wnt","CDC42","TGF","Destcompl","FOXC2","PI3K","ZEB2","NOTCHic","GSK3","RKIP","Csl","SOSGRB2","SNAI1","IKK","FUS","SUFU","KLF4","EGR1","TrCP","MEK","ERK","Csn","cfos","SMAD","HEY1","NFB","ILK","AKT","miR200","ZEB1","Patched","NOTCH","SMO","SHH","Jagged","cateninmemb","TWIST1","RAF","DELTA","RAS","TGFR","PAK1","LIV1","GLI","Frizzled","Ecadherin","CD44","DSH","cMet","TCFLEF","SRC","cateninnuc","STAT","SNAI2"
"cateninmemb",-0.336872311252607,-0.266577825998082,-0.185272727272727,-0.193679201934219,-0.102097206808787,-0.169912728820775,-0.148344645550528,0.0323704507994268,-0.123605781088147,-0.0876210151064854,-0.0381816328846826,-0.126698564593301,-0.0305151816075351,-0.0503724885095643,-0.146984126984127,-0.25,0.233333333333333,0.0506797937177684,0.107272727272727,-0.1,0.123128801661246,0.1227366447985,-0.12,0.107272727272727,0.0635160192300944,0.0367161776241918,0.124761904761905,0.0598840579710145,0.152178932178932,-0.00830401338781227,0.0268711819973687,0.27627688172043,0.127695000419002,0.26875,0.279426488019643,0.274737033397177,-0.0722572235426042,0.224559316464016,0.148344645550528,0.148344645550528,0.147506656723712,0.187711751662971,0.173272727272727,0.233333333333333,0.267244492664748,0.257957136342909,0.245034473748066,0.268525698215819,0.250980392156863,0.267522353734214,0.272386221254424,0.257957136342909,0.27294644534406,0.250980392156863,0.364673385479314
"cateninnuc",-0.272386221254424,-0.0991806089483278,-0.102637362637363,-0.10675320864449,0.00793576416212228,-0.110641063854179,-0.0517156717156717,0.038722193504491,-0.0188112235215113,0.0163750247430684,-0.0890035150953265,-0.0106716886377903,0.0185253631875665,-0.105479107606658,-0.0626666666666667,-0.131111111111111,0.111111111111111,0.0544141801259239,0.103623188405797,-0.0333333333333333,0.127746264648256,0.11857195272165,-0.0333333333333333,0.127432712215321,0.0459830954251145,0.0333416534149238,0.0666666666666667,0.0466652236652237,0.0673541666666667,-0.0026658992835824,0.0314437196141065,0.133371573385829,0.011538496248784,0.132750455373406,0.135332357699554,0.107976367073169,-0.0431428742401989,0.0733527093786602,0.0517156717156717,0.0517156717156717,0.0591230791230791,0.110683339648857,0.105714285714286,0.0939393939393939,0.104714205786272,0.103528435035284,0.134465780375079,0.106258234519104,0.0939393939393939,0.100702678963549,0.10483926513897,0.105050505050505,0.00707621625744521,0.0939393939393939,0.30337656469798
"MEK",-0.0808118244827105,-0.0743589743589744,-0.06,-0.062537690156218,0.0223068429331116,-0.0547856875443082,-0.26996336996337,0.0653077361025711,-0.00322455322455323,0.265782416846247,-0.0272777532065458,-0.00707070707070707,0.15752380952381,-0.222335243121576,-0.253679653679654,-0.1,0.1,0.0661406025824964,0.22,-0.2,0.141107850330154,0.251107850330154,-0.214285714285714,0.223448275862069,0.13013156030466,0.117965016013796,0.214285714285714,0.120906468053737,0.252503183091418,-0.00185737248725877,0.0569872697046298,0.134360655737705,0.00541433424645104,0.136,0.135014250508947,0.143488348051514,0.11610329123959,-0.105502765208648,0.26996336996337,0.26996336996337,0.263931623931624,0.051588785046729,0.0266666666666667,0,0.0694638694638695,0.0666666666666667,0.179414851256601,0.0747270273586063,0.0666666666666667,0.0796221322537112,0.0795616329565707,0.0719298245614035,0.0797475065625186,0.0666666666666667,0.379748443847694
"RAF",-0.0799109235818097,-0.0666666666666667,-0.0266666666666667,-0.051588785046729,0.0283737885398062,-0.0430739758325965,-0.257142857142857,0.0661013868962219,-0.00707070707070707,0.253743104806935,-0.0180672268907563,0.0111111111111111,0.141968253968254,-0.223617294403627,-0.214285714285714,-0.1,0.1,0.0681013868962219,0.17,-0.2,0.251107850330154,0.223448275862069,-0.2,0.22,0.120906468053737,0.119783197831978,0.214285714285714,0.12387676508344,0.253679653679654,0.00712095568611584,0.0442888570062171,0.136,0.00322455322455323,0.1,0.134360655737705,0.147586708707252,0.115859388800565,-0.0978104575163398,0.257142857142857,0.257142857142857,0.26996336996337,0.06,0.0333333333333333,0,0.0743589743589744,0.0666666666666667,0.177593357631828,0.0796221322537112,0,0.0719298245614035,0.0747270273586063,0.0666666666666667,0.0795616329565707,0,0.374882263799032
"ERK",-0.084226458629052,-0.0694638694638695,-0.051588785046729,-0.0581420857606136,0.0263278876531417,-0.050512183270804,-0.263931623931624,0.0692447439765869,-0.00541433424645104,0.261876876428445,-0.0225423771619775,-0.00322455322455323,0.15752380952381,-0.224881539417872,-0.252503183091418,-0.136,0.1,0.066915796380946,0.223448275862069,-0.214285714285714,0.153085566207591,0.141107850330154,-0.214285714285714,0.251107850330154,0.125572289787943,0.125132251508677,0.253679653679654,0.13013156030466,0.258007770247382,0.0023092941794079,0.051790419310929,0.135014250508947,-0.00151087350978165,0.134360655737705,0.139362076595903,0.150114854075611,0.116931258120914,-0.102312751339022,0.263931623931624,0.263931623931624,0.273062537022933,0.062537690156218,0.06,0.0666666666666667,0.0742257742257742,0.0743589743589744,0.180341730762265,0.0795616329565707,0.0666666666666667,0.0747270273586063,0.0797475065625186,0.0796221322537112,0.0825252843402964,0.0719298245614035,0.381281356381508
"SOSGRB2",-0.0567244224422442,-0.0428571428571429,-0.0457142857142857,-0.0585620762216507,0.121832157402627,-0.0546886446886447,-0.452919020715631,0.0696616541353383,0.11958041958042,0.364974287050023,0.0902412280701754,0.127272727272727,0.258055555555556,-0.139314143567875,-0.43859649122807,-0.2,0.2,0.0739473684210526,0.276190476190476,-0.3,0.338188838188838,0.323037323037323,-0.4,0.30952380952381,0.223282953605534,0.212784090909091,0.433333333333333,0.216989247311828,0.467763157894737,0.00177240217967154,0.0545488721804511,0.22972972972973,-0.115355067467744,0.2,0.222752985543683,0.235391549677627,0.128559182559183,-0.0157391304347826,0.452919020715631,0.452919020715631,0.465739533536144,0.064945054945055,0.0357142857142857,0,0.0530020703933747,0.0428571428571429,0.185300528167037,0.0573498964803313,0,0.0472049689440994,0.0573498964803313,0.0428571428571429,0.0606003744918035,0,0.378206572872523
"CD44",-0.1,-0.1,-0.0466666666666667,-0.0536111111111111,-0.0955254829204409,-0.0470833333333333,0.1,0.0746031746031746,-0.0142857142857143,-0.151785714285714,-0.156296296296296,0,-0.195238095238095,-0.0443115364167996,0.2,0.1,-0.1,0.179365079365079,0,0,-0.035,-0.025,0.1,-0.025,-0.099092970521542,-0.0824561403508772,-0.2,-0.0888888888888889,-0.18,-0.0414185331576636,0.0714285714285714,-0.06,0.0300751879699248,-0.1,-0.0781818181818182,-0.0841958041958042,-0.00232600732600732,-0.0675457875457876,-0.1,-0.1,-0.12,0.0591666666666667,0.0666666666666667,0.1,0.0666666666666667,0.1,-0.0280952122462273,0.0666666666666667,0,0.2,0.0596899224806202,0.2,0.0596899224806202,0.1,-0.243334443334443
"cMet",-0.0888888888888889,-0.0666666666666667,-0.0591666666666667,-0.0472281323877069,-0.0941741315690895,-0.0458175105485232,0.12,0.0756132756132756,-0.0300751879699248,-0.151785714285714,-0.16,-0.0142857142857143,-0.188571428571429,-0.0493962821795114,0.18,0.1,-0.1,0.174603174603175,-0.025,0.1,-0.0440909090909091,-0.035,0.2,-0.025,-0.0954566068851783,-0.0961816305469556,-0.2,-0.099092970521542,-0.1925,-0.0476685331576636,0.0744588744588745,-0.0781818181818182,0.010926251799712,-0.06,-0.0938068181818182,-0.0928914563697172,-0.00125839166764434,-0.0754109560851134,-0.12,-0.12,-0.12188679245283,0.0536111111111111,0.0466666666666667,0.1,0.0621212121212121,0.1,-0.0314031002869398,0.0596899224806202,0.1,0.0666666666666667,0.0596899224806202,0.2,0.0630797529890947,0.2,-0.24698407837094
"Jagged",0.211428571428571,0.16,0,0.0657777777777778,0.115474903474903,0.0414285714285714,0.0333333333333333,0.0797101449275362,-0.12,0.135249042145594,-0.00512820512820514,-0.1,0.16,-0.0416666666666667,-0.1,0,0,0.0666666666666667,0.1,0,0.113333333333333,0.18,0,0.2,0.0380952380952381,-0.0666666666666667,0,0.0333333333333333,0.0444444444444444,-0.0127272727272727,0.105797101449275,0.025,0.0771428571428571,0.1,0.00192307692307692,-0.0579220779220779,-0.0608487287360527,-0.186,-0.0333333333333333,-0.0333333333333333,-0.0424242424242424,-0.0777777777777778,0,0,-0.183076923076923,-0.1,-0.179263157894737,-0.183076923076923,0,-0.16,-0.18004662004662,-0.1,-0.181145521145521,0,-0.305781799899447
"Destcompl",0.151693745683622,0.0511738453688813,-0.030661505981703,-0.0319604429793696,-0.0581032165277424,-0.0300825812567822,-0.0421896150426842,0.0831900944158113,0.0195475910693302,0.038290147470795,-0.00554427822216259,0.0467215041128085,0.0759978341545414,-0.0180468142562981,-0.0340215992389905,0.0727969348659004,-0.0555555555555556,0.079012027941391,0.0184615384615385,-0.0666666666666667,0.0496449224152067,0.0310795215713248,-0.0380952380952381,0.0578554778554779,0.0321846282372598,0.0426023549100472,0.0511387163561077,0.0367460317460317,0.0440887133329503,-0.0277977901541479,0.0364964832679911,-0.0764238778710817,-0.0385856672216348,-0.0727969348659004,-0.0770041486641185,-0.0155439044721857,-0.00361427800184452,-0.027227580009356,0.0421896150426842,0.0421896150426842,0.0544345130018679,0.0417141375606504,0.0520408163265306,-0.0166666666666667,-0.0420829362779722,-0.0373124592302675,-0.0709993466044483,-0.0424119617178296,-0.0523809523809524,-0.0517403199267849,-0.0499462082931721,-0.0373124592302675,-0.0459176514344266,-0.0523809523809524,-0.170653025511634
"cfos",0.204581280788177,0.166296296296296,0.0476190476190476,0.0646422205245735,0.122230507111485,0.0426795108287217,-0.00893246187363834,0.0949267842730313,0.00769230769230769,0.127272727272727,-0.0221212121212121,0,0.136111111111111,-0.0644901090470711,-0.05,-0.0285714285714286,0.1,0.100952380952381,0.28,0,0.141960206337509,0.150434782608696,-0.1,0.12,0.0368407578084997,0.0135432283858071,0.05,0.0158730158730159,0.05,0.0017825311942959,0.0965525193128099,0.008678955453149,-0.00307692307692308,0.0119047619047619,-0.00490129146043125,-0.0247569444444444,-0.0852321650099768,-0.153532467532468,0.00893246187363834,0.00893246187363834,0.000395876507784684,-0.069187675070028,-0.0714285714285714,-0.1,-0.163664717348928,-0.17,-0.165112995310447,-0.163593593593594,-0.15,-0.166296296296296,-0.166563890623297,-0.17,-0.171749075808482,-0.15,-0.288941447846557
"NOTCH",0.224636118598383,0.183076923076923,0.0777777777777778,0.0883584229390681,0.119213221231913,0.0638775510204082,0.0424242424242424,0.0982286634460548,-0.0771428571428571,0.119339951236503,-0.00167992926613617,-0.12,0.133684210526316,-0.0462820512820513,-0.0444444444444444,-0.1,0,0.0797101449275362,0.2,0,0.141904761904762,0.113333333333333,0,0.18,0.0147619047619048,-0.0623188405797101,0.1,0.0380952380952381,0.0444444444444444,0.00727272727272727,0.0798711755233494,0.00192307692307692,-0.0325345622119816,0.025,-0.00395927601809955,-0.0542183742183742,-0.0676550114585658,-0.180915254237288,-0.0424242424242424,-0.0424242424242424,-0.0293807641633729,-0.0657777777777778,0,0,-0.18004662004662,-0.16,-0.186521222410866,-0.18004662004662,-0.1,-0.183076923076923,-0.181145521145521,-0.16,-0.184818990533276,-0.1,-0.315834709952357
"PAK1",0.207097004058618,0.163664717348928,0.069187675070028,0.061909980087415,0.125087649968628,0.0399208901390666,-0.000395876507784684,0.0984637617649927,0.00307692307692308,0.125454545454545,-0.0215687259333668,0.00769230769230769,0.131160616061606,-0.0556595601210568,-0.05,-0.0119047619047619,0.0285714285714286,0.0911163153786105,0.12,-0.1,0.153960206337509,0.141960206337509,-0.05,0.150434782608696,0.027163338453661,0.037072640150513,0.05,0.0368407578084997,0.0462962962962963,0.0017825311942959,0.09687406272117,-0.00490129146043125,-0.012967032967033,0.008678955453149,0.00909870853956876,-0.0186219751192911,-0.0848658646436764,-0.157880293619424,0.000395876507784684,0.000395876507784684,-0.000513214401306225,-0.0646422205245735,-0.0476190476190476,-0.15,-0.168054961251367,-0.166296296296296,-0.166427874203181,-0.166563890623297,-0.17,-0.163593593593594,-0.171749075808482,-0.166296296296296,-0.172714593049861,-0.17,-0.292196420721783
"LIV1",0.207097004058618,0.163664717348928,0.069187675070028,0.061909980087415,0.125087649968628,0.0399208901390666,-0.000395876507784684,0.0984637617649927,0.00307692307692308,0.125454545454545,-0.0215687259333668,0.00769230769230769,0.131160616061606,-0.0556595601210568,-0.05,-0.0119047619047619,0.0285714285714286,0.0911163153786105,0.12,-0.1,0.153960206337509,0.141960206337509,-0.05,0.150434782608696,0.027163338453661,0.037072640150513,0.05,0.0368407578084997,0.0462962962962963,0.0017825311942959,0.09687406272117,-0.00490129146043125,-0.012967032967033,0.008678955453149,0.00909870853956876,-0.0186219751192911,-0.0848658646436764,-0.157880293619424,0.000395876507784684,0.000395876507784684,-0.000513214401306225,-0.0646422205245735,-0.0476190476190476,-0.15,-0.168054961251367,-0.166296296296296,-0.166427874203181,-0.166563890623297,-0.17,-0.163593593593594,-0.171749075808482,-0.166296296296296,-0.172714593049861,-0.17,-0.292196420721783
"EGR1",0.207097004058618,0.163664717348928,0.069187675070028,0.061909980087415,0.125087649968628,0.0399208901390666,-0.000395876507784684,0.0984637617649927,0.00307692307692308,0.125454545454545,-0.0215687259333668,0.00769230769230769,0.131160616061606,-0.0556595601210568,-0.05,-0.0119047619047619,0.0285714285714286,0.0911163153786105,0.12,-0.1,0.153960206337509,0.141960206337509,-0.05,0.150434782608696,0.027163338453661,0.037072640150513,0.05,0.0368407578084997,0.0462962962962963,0.0017825311942959,0.09687406272117,-0.00490129146043125,-0.012967032967033,0.008678955453149,0.00909870853956876,-0.0186219751192911,-0.0848658646436764,-0.157880293619424,0.000395876507784684,0.000395876507784684,-0.000513214401306225,-0.0646422205245735,-0.0476190476190476,-0.15,-0.168054961251367,-0.166296296296296,-0.166427874203181,-0.166563890623297,-0.17,-0.163593593593594,-0.171749075808482,-0.166296296296296,-0.172714593049861,-0.17,-0.292196420721783
"STAT",-0.13224148400619,-0.0823051948051948,-0.0477272727272727,-0.0391841758546564,-0.0603278041922002,-0.026081799591002,-0.119721877584781,0.100968262506724,-0.0291467938526762,-0.032196261682243,-0.0572377734877735,-0.0372549019607843,0.0448686371100164,-0.10045423443773,-0.0647619047619048,-0.05,0.1,0.208892850069321,0.2,0,0.184035420619861,0.189411764705882,-0.1,0.16,0.0486423454939197,0.0253333333333333,0.06,0.0314009661835749,0.066456820016142,0.000336630320050238,0.102402725479649,0.0456589147286822,0.0378846579303461,0.0433333333333333,0.0412341359676202,0.0542470788336304,0.0124505258396472,-0.00642503423612869,0.119721877584781,0.119721877584781,0.115990534301199,0.0319377990430622,0.0227272727272727,0.2,0.0865068754774637,0.0732142857142857,0.0111045065417972,0.0865786990786991,0.0857142857142857,0.0823051948051948,0.0881559861449451,0.0732142857142857,0.0851762483618701,0.0857142857142857,0.0133935077025423
"GLI",0.198340881642512,0.0667931688804554,-0.0377586206896552,-0.0474278770714532,0.135888730782252,0.0260085569315445,-0.159181656618001,0.103046082949309,0.00646109637488948,0.256060893319966,-0.0717310858621683,0.00396109637488948,0.318134314063518,-0.112482113516774,-0.107303974221267,-0.149404761904762,0.161904761904762,0.0983903903903904,0.285714285714286,-0.133333333333333,0.326212599555141,0.31461038961039,-0.1,0.310714285714286,0.0709470187970093,0.0779222616658949,0.105263157894737,0.0785145863645769,0.113553974221267,-0.000954762471790334,0.0983401604369346,0.140919262441819,-0.00931823923203233,0.138878446115288,0.149561237750461,0.0243310486957399,-0.0811653617391285,-0.147223600771988,0.159181656618001,0.159181656618001,0.157399478400179,0.0471925829538061,0.055,-0.15,-0.172325083774072,-0.0703225806451613,-0.151896548092921,-0.15975487669226,-0.08,-0.155444531864673,-0.163975655913039,-0.160322580645161,-0.165230886038562,-0.17,-0.271159302428641
"RAS",0.0978656126482213,0.0823529411764706,-0.1,-0.114851485148515,0.1275322885788,-0.120952380952381,-0.396153846153846,0.107930780559647,0.223684210526316,0.329018087855297,0.00667295597484277,0.25,0.193073593073593,-0.17779744346116,-0.34,-0.1,0.1,0.100714285714286,0.22,-0.2,0.271857585139319,0.254210526315789,-0.3,0.27,0.12387136672851,0.137351778656126,0.333333333333333,0.132034632034632,0.34,-0.0656,0.113645066273932,0.0966666666666667,-0.236891757696127,0.116666666666667,0.122090395480226,0.102751823378671,0.052325189673726,-0.0517184942716858,0.396153846153846,0.396153846153846,0.311538461538462,0.1,0.14,0,-0.0698529411764706,-0.1,0.0503894697975809,-0.067459324155194,-0.1,-0.0823529411764706,-0.0689977856936555,-0.1,-0.066448210622834,-0.1,0.234173285514997
"FUS",0.296759412501541,0.0430555555555556,-0.0883333333333333,-0.0743310331608204,0.00753624127244905,0.0210798548094374,-0.00112924865831843,0.131598558108904,0.00772727272727273,0.0335593912208518,-0.0472164948453608,-0.0272727272727273,0.159109311740891,-0.0601715792829609,0.0191428571428571,-0.0933333333333333,-0.0666666666666667,0.119808743169399,0.16,0.1,0.120284543043164,0.130629370629371,0.05,0.121538461538462,0.0817972350230415,0.0857620640229336,-0.00714285714285715,0.0785714285714286,-0.0383736263736264,0.000563682046323981,0.0310249211465807,0.0391666666666667,0.00136363636363636,0.0558333333333333,0.0341161616161616,-0.0862743035634602,0.0549183599754507,-0.104959848977404,0.00112924865831843,0.00112924865831843,-0.00280088234604839,0.0775225225225225,0.08,-0.1,-0.0469017094017094,-0.0375,-0.117293010637913,-0.143743257820928,0,-0.138888888888889,-0.139231979625439,-0.133333333333333,-0.1443950231037,-0.1,-0.335805196145195
"ILK",0.17952380952381,0.120289855072464,-0.155882352941176,-0.156077474892396,0.0552404484745798,-0.168492450638792,-0.185246753246753,0.159091809078663,0.113461538461538,0.20988455988456,-0.159405300581771,0.075,0.242307692307692,-0.186300322061192,-0.250980392156863,-0.05,0,0.150877192982456,0.2,-0.2,0.197850943656151,0.212605042016807,-0.233333333333333,0.171428571428571,0.0841613445378151,0.0991221874684694,0.233333333333333,0.0833613445378151,0.24841628959276,-0.0195113518884011,0.092232581917328,0.0333333333333333,-0.0973325062034739,0.0333333333333333,0.0277777777777778,0.00131578947368421,0.00316575632304312,-0.101244498749844,0.185246753246753,0.185246753246753,0.167438534068671,0.143882352941176,0.15,-0.1,-0.134136008918618,-0.133333333333333,-0.1160859943717,-0.134136008918618,-0.1,-0.120289855072464,-0.124531489144606,-0.133333333333333,-0.130098499453885,-0.1,-0.0790998287985052
"AKT",0.176996733711535,0.134136008918618,-0.143882352941176,-0.146711915980009,0.0650832938012961,-0.160221773947063,-0.167438534068671,0.160461672092362,0.0973325062034739,0.196981334078108,-0.15133076642028,0.113461538461538,0.24008547008547,-0.193067239354425,-0.24841628959276,-0.0333333333333333,0.05,0.156860098965362,0.171428571428571,-0.233333333333333,0.215572462643493,0.197850943656151,-0.233333333333333,0.212605042016807,0.0838246442011148,0.0953627889722288,0.250980392156863,0.0841613445378151,0.157507198683669,-0.0136289989472246,0.0867531298625335,0.0277777777777778,-0.116844701325425,0.0333333333333333,0.0235672514619883,0.00727605437434646,0.00571417630265576,-0.0942108596061136,0.167438534068671,0.167438534068671,0.17876383527349,0.156077474892396,0.155882352941176,-0.1,-0.124638802214707,-0.120289855072464,-0.118207206492912,-0.124531489144606,-0.133333333333333,-0.134136008918618,-0.130098499453885,-0.120289855072464,-0.126406191761577,-0.133333333333333,-0.0818133966377012
"Frizzled",0.208400281888654,0.144736842105263,-0.04,-0.0336231884057971,0.0676238597217957,-0.0494058939836174,-0.176930963773069,0.163267374083176,0.128571428571429,0.226431556948798,-0.14952380952381,0.0785714285714286,0.227272727272727,-0.181297446514838,-0.165833333333333,-0.05,0,0.153781512605042,0.2,-0.1,0.18636165577342,0.201176470588235,-0.133333333333333,0.16,0.0743990994154002,0.0924386252045827,0.153333333333333,0.0734645199761479,0.159583333333333,-0.0149431818181818,0.0868251961494571,0.017965367965368,-0.110924369747899,0.0227272727272727,0.00828794861052926,-0.0191815210932858,-0.0113270110304009,-0.211932773109244,0.176930963773069,0.176930963773069,0.158820727552597,0.0269565217391304,0.0333333333333333,-0.1,-0.162593984962406,-0.15,-0.17129070116875,-0.162593984962406,0,-0.144736842105263,-0.153984713439227,-0.15,-0.161603761058275,-0.1,-0.211146252583487
"DSH",0.208822222816924,0.162593984962406,-0.0269565217391304,-0.0235186587890724,0.0779292032332461,-0.0411807857585091,-0.158820727552597,0.163267374083176,0.110924369747899,0.213206498944158,-0.141831501831502,0.128571428571429,0.227272727272727,-0.187384403036577,-0.159583333333333,-0.0227272727272727,0.05,0.160577629109896,0.16,-0.133333333333333,0.205158648254623,0.18636165577342,-0.153333333333333,0.201176470588235,0.0755311748870983,0.0889298532747581,0.165833333333333,0.0743990994154002,0.167629310344828,-0.010065133037694,0.0836755898502445,0.00828794861052926,-0.132602691426221,0.017965367965368,0.00276647621789122,-0.0137551645041385,-0.00861794153687907,-0.205549794385839,0.158820727552597,0.158820727552597,0.169745097300496,0.0336231884057971,0.04,-0.1,-0.154097252936262,-0.144736842105263,-0.175065942608609,-0.153984713439227,-0.15,-0.162593984962406,-0.161603761058275,-0.144736842105263,-0.159021392402887,-0.15,-0.216384902176037
"GSK3",0.213845053867152,0.154097252936262,-0.0336231884057971,-0.030185325455739,0.0710605875234891,-0.047400881452289,-0.169745097300496,0.164010316133696,0.132602691426221,0.121692355849316,-0.149099672257567,0.110924369747899,0.231458773784355,-0.180629142792945,-0.167629310344828,-0.017965367965368,0.0227272727272727,0.159050911552644,0.201176470588235,-0.153333333333333,0.195499557345533,0.205158648254623,-0.165833333333333,0.18636165577342,0.0765806501494672,0.0941201646934432,0.159583333333333,0.0755311748870983,0.158227600943118,-0.0134648985711055,0.089173361024093,0.00276647621789122,-0.122992301815831,0.00828794861052926,0.00659422741406347,-0.0179887411464743,-0.0118009654095581,-0.212079884014521,0.169745097300496,0.169745097300496,0.160501399821504,0.0235186587890724,0.0269565217391304,-0.15,-0.162116120860791,-0.162593984962406,-0.175428142147628,-0.161603761058275,-0.144736842105263,-0.153984713439227,-0.159021392402887,-0.162593984962406,-0.163166129244993,-0.144736842105263,-0.216643746006926
"SRC",-0.118912830974542,-0.065,-0.111111111111111,-0.10972582972583,0.0330749323140627,-0.106535947712418,-0.320500625782228,0.171039233303384,0.113333333333333,0.248225108225108,-0.0705115672857608,0.08,0.237142857142857,-0.210519270785856,-0.226923076923077,-0.133333333333333,0.0333333333333333,0.265374677002584,0.3,-0.1,0.32229845626072,0.309090909090909,-0.15,0.309090909090909,0.0976588430535799,0.11012909632572,0.25,0.0949561403508772,0.232478632478632,-0.0156609574000878,0.0909628631326745,0.097037037037037,-0.109761904761905,0.0933333333333333,0.0911546840958606,0.0796512585274053,0.0208961981739261,-0.0735038524693697,0.320500625782228,0.320500625782228,0.337167292448894,0.120634920634921,0.111111111111111,0.2,0.0764754098360656,0.075,0.0225210084033613,0.0764754098360656,0.1,0.065,0.0837924830067973,0.075,0.0844636239463946,0.2,0.0702504945340968
"TCFLEF",-0.441705982905983,-0.0832076420311714,-0.2,-0.200117596088383,0.148813592531498,-0.204307702411628,-0.222109443894642,0.190592947014,0.00687071576598119,0.210395356205999,-0.110692014510722,0.0147138530208832,0.149081529249194,-0.239742403110604,-0.213719312945119,-0.183333333333333,0.216666666666667,0.190387063916476,0.252857142857143,-0.142857142857143,0.28514849842376,0.277665505226481,-0.206493506493507,0.274808362369338,0.119237780992838,0.0847584610016811,0.210493506493507,0.116369712159186,0.220241052075554,-0.0232663120012518,0.11416932482722,0.186482334869432,-0.0118541044703001,0.188095238095238,0.189549819532008,0.156892454963542,0.0979932396344018,-0.045461300684189,0.222109443894642,0.222109443894642,0.22697146754773,0.198130841121495,0.2,0.1,0.0869343501057056,0.0823529411764706,0.0915386291839308,0.0927572165779713,0.0823529411764706,0.0883547008547008,-0.00964828170381565,0.0875,-0.00939054974505276,0.0875,0.205828866108547
