"","KLF4","TGFR","TGF","CDC42","HEY1","TrCP","SUFU","TWIST1","Ecadherin","EGR1","cfos","cateninmemb","AXIN2","GLI","STAT","LIV1","CD44","cMet","TCFLEF","cateninnuc","SNAI2","PI3K","RAF","DELTA","RAS","FOXC2","SRC","Wnt","Frizzled","DSH","ERK","MEK","Destcompl","miR200","SOSGRB2","SNAI1","Csl","RKIP","GSK3","NOTCHic","NOTCH","Jagged","Csn","ZEB2","ZEB1","FUS","NFB","SMO","SHH","Patched","AKT","IKK","PAK1","ILK","SMAD"
"GLI",-0.220676104676105,-0.334958794187812,-0.332370558893694,-0.338103448275862,-0.0721120371799489,-0.0833333333333333,-0.152380952380952,-0.15502062547903,-0.197927601798532,0.125714285714286,0.150714285714286,-0.130475287939242,-0.145458937198068,-0.13772538253462,-0.12,-0.1,-0.116059307089178,-0.114335169158143,-0.116059307089178,-0.115043168416135,-0.0935373973520154,0.197716212400551,-0.197716212400551,-0.197716212400551,-0.197914232202532,-0.000472888716890265,0.116774193548387,0.0355977229601518,0.0367741935483871,0.04,-0.15461038961039,-0.159582765300997,0.108382180599334,0.1087199900203,0.374737769605026,0.112245518722869,-0.0131918656056587,0.102740040495751,-0.0552731593755386,-0.0106918656056587,-0.00973948465327776,0.0293952898047995,0.116666666666667,0.218873783922171,0.218873783922171,0.152380952380952,0.121929824561403,0.152380952380952,0.146636432350718,0.150340136054422,0.123364773540995,0.128052273540995,0.345,0.0720937070360838,0.0683099232523
"miR200",-0.240855762594893,-0.211416824794434,-0.209672638747922,-0.209803921568627,-0.201694915254237,-0.1,-0.16,-0.210638809043717,-0.222343552463686,-0.0571428571428571,-0.0771428571428571,-0.11623481062712,-0.12926129125834,-0.0946466491255224,-0.08,-0.1,-0.0868956975856114,-0.0913900796080833,-0.0857052213951352,-0.08555370624362,0.0509126952797962,0.0371794871794872,-0.0371794871794872,-0.0371794871794872,-0.0334388388004348,-0.0204751346214761,0.0843478260869565,0.0990422535211268,0.092,0.08,0.0862337662337662,0.0828324056895485,0.149338785862003,0.0365805332627804,0.125157962604771,0.108563288563289,0.146995073891626,0.129219417036555,0.143767124858183,0.146995073891626,0.143040271631739,0.160787820666507,0.2,0.24114247311828,0.24114247311828,0.1725,0.194736842105263,0.179166666666667,0.174282241790497,0.175369198312236,0.193766491700951,0.19187969924812,0.2,0.216940581542351,0.219134938909123
"SMAD",-0.244059794645889,-0.261882655336114,-0.262281061710616,-0.262441314553991,-0.224201056704416,-0.2,-0.233333333333333,-0.16422776445448,-0.107348185675789,-0.0571428571428571,-0.0410138248847926,-0.0505768234297882,-0.0244694206605985,-0.0372273609683682,-0.0342857142857143,-0.02,-0.021577455224514,-0.0212138188608777,-0.021441770014202,-0.0205299159108585,-0.131867969020192,-0.0711033478893741,0.0711033478893741,0.0711033478893741,0.0714322952577952,0.0139963096059367,0.0231746031746032,0.0365079365079365,0.0365079365079365,0.0476190476190476,0.0410138248847926,0.043898440269408,0.0769334155553126,0.123780107894537,0.142258207630878,0.168556284217575,0.216190476190476,0.188416988416988,0.145007088428141,0.226535303776683,0.230503557744937,0.224162966066192,0.211111111111111,0.245422121206794,0.245422121206794,0.233333333333333,0.225396825396825,0.238333333333333,0.241061753237157,0.242920489296636,0.227279178338002,0.231279178338002,0.266666666666667,0.267057508701344,0.165152746796582
"cateninnuc",-0.244016333607081,-0.177984590122521,-0.177111227677106,-0.176835164835165,-0.110785177682829,-0.0333333333333333,-0.133333333333333,-0.0319805428704763,-0.04455465868374,-0.145652173913043,-0.150414078674948,-0.089178400074667,0.211077617339569,0.0425129912771366,0.0498834498834499,0.0575757575757576,0.0438448025404547,0.0438448025404547,0.0443675807331358,-0.0556048025863892,-0.182256255387212,0.067022077022077,-0.067022077022077,-0.067022077022077,-0.0663486763486764,0.172962054339104,-0.0471056721056721,-0.0425129912771366,-0.045773860842354,-0.0498834498834499,0.150414078674948,0.147203069500636,-0.209663791997736,0.142321941928747,-0.0435497308534436,0.245030457244383,0.138731952291274,0.260036470560044,-0.219563159395242,0.1375691615936,0.138023707048145,0.0972158673074163,0.0708333333333333,0.24548147680348,0.24548147680348,0.153333333333333,0.0920454545454545,0.154972677595628,0.16128128799631,0.159320503682585,0.102732954545455,0.0980454545454545,0.169142857142857,0.147611832611833,0.147748258259854
"STAT",-0.350920974450386,-0.255472488038277,-0.254989396250838,-0.252840909090909,-0.172666666666667,-0.1,-0.1,-0.237296070579429,-0.252233842936214,-0.0333333333333333,-0.0133333333333333,-0.131023351328545,-0.139421362950775,-0.0928284950343774,-0.0857142857142857,0,-0.0911047286047286,-0.0936688311688312,-0.0920511008444762,-0.0914551532878612,-0.0155265180764759,0.0890818858560794,-0.0890818858560794,-0.0890818858560794,-0.0875893485426466,0.0018118609406953,0.0982142857142857,0.0936688311688312,0.0982142857142857,0.0857142857142857,0.00156862745098039,0.0090955091714105,0.13753966019126,0.123646047037226,0.237972085385878,0.172967551149954,0.0392156862745098,0.170894465894466,0.125220293724967,0.0473237943826179,0.0482946681690257,0.0707674250631997,0.15,0.25265375649991,0.25265375649991,0.1,0.15,0.133333333333333,0.125471633395074,0.126356589147287,0.162590799031477,0.164285714285714,0.259090909090909,0.175281803542673,0.177580654117386
"NOTCH",-0.270289855072464,-0.321333333333333,-0.31810752688172,-0.333333333333333,-0.0876811594202898,0,-0.1,-0.189694915254237,-0.180139784946237,0,-0.06,-0.115163000851372,-0.122398921832884,-0.0786013986013986,-0.1,0,-0.0786013986013986,-0.0876923076923077,-0.0775024975024975,-0.0787269872984159,-0.0726004931887285,0.0709090909090909,-0.0709090909090909,-0.0709090909090909,-0.0665612648221344,0.0473469387755102,0.08,0.0876923076923077,0.08,0.1,0.0266666666666667,-0.0019047619047619,0.118285714285714,0.131948051948052,0.194736842105263,0.209871794871795,0.18,0.21211317418214,0.0770114942528736,0.165714285714286,0.0818433179723502,0.114487734487734,0.1,0.26658615136876,0.26658615136876,0.133333333333333,0.133333333333333,0.108333333333333,0.152677224736048,0.146794871794872,0.177777777777778,0.166666666666667,0.3,0.197619047619048,0.187619047619048
"Csl",-0.266004140786749,-0.321292240257517,-0.319704938670215,-0.31810752688172,-0.0793352569567403,-0.133333333333333,-0.108333333333333,-0.190098112437536,-0.177842694594016,-0.0266666666666667,0.0019047619047619,-0.114042729902119,-0.121267102352736,-0.0812895706444094,-0.0876923076923077,-0.08,-0.0787269872984159,-0.0775024975024975,-0.0782689720312403,-0.0772969880403884,-0.0737703197919723,0.066068653984696,-0.066068653984696,-0.066068653984696,-0.0657010069258724,0.0450480882007976,0.0786013986013986,0.0796766674186029,0.0786013986013986,0.0876923076923077,0.00952380952380952,0.0106107660455487,0.119378950117524,0.131001032163902,0.197175866495507,0.204191806583111,0.0818433179723502,0.203792281081601,0.080284416269938,0.0923696337618239,0.091460542852733,0.109613976209589,0.166666666666667,0.267150915027446,0.267150915027446,0.146794871794872,0.177777777777778,0.152677224736048,0.147727280353401,0.149451418284435,0.17312661498708,0.180103359173127,0.321333333333333,0.185460774237753,0.185460774237753
"NOTCHic",-0.263146997929607,-0.31810752688172,-0.321292240257517,-0.321333333333333,-0.0799888517279822,-0.1,-0.133333333333333,-0.190323846071847,-0.177842694594016,-0.06,-0.0266666666666667,-0.11496016109478,-0.121010032943995,-0.0796766674186029,-0.08,-0.1,-0.0775024975024975,-0.0786013986013986,-0.0787269872984159,-0.0782689720312403,-0.0728008939903317,0.0665612648221344,-0.0665612648221344,-0.0665612648221344,-0.066068653984696,0.0473469387755102,0.0876923076923077,0.0786013986013986,0.0876923076923077,0.08,-0.0019047619047619,0.00952380952380952,0.118952380952381,0.132526086630133,0.194736842105263,0.206168091168091,0.165714285714286,0.210704723477914,0.078664386814857,0.0818433179723502,0.0923696337618239,0.111176476209589,0.133333333333333,0.268808373590982,0.268808373590982,0.108333333333333,0.166666666666667,0.146794871794872,0.149451418284435,0.152677224736048,0.180103359173127,0.177777777777778,0.333333333333333,0.187619047619048,0.185460774237753
"Jagged",-0.283333333333333,-0.333333333333333,-0.321333333333333,-0.3,-0.0833333333333333,0,0,-0.188,-0.179333333333333,-0.1,0,-0.111498079385403,-0.124285714285714,-0.0876923076923077,0,0,-0.0876923076923077,-0.08,-0.0786013986013986,-0.0775024975024975,-0.0720713926596279,0.08,-0.08,-0.08,-0.0709090909090909,0.0371428571428571,0.1,0.08,0.1,0,0.06,0.0266666666666667,0.118285714285714,0.129090909090909,0.2,0.208333333333333,0.2,0.194871794871795,0.0770114942528736,0.18,0.165714285714286,0.103376623376623,0,0.270289855072464,0.270289855072464,0.1,0.1,0.133333333333333,0.146794871794872,0.108333333333333,0.166666666666667,0.133333333333333,0.2,0.183333333333333,0.197619047619048
"DELTA",-0.283333333333333,-0.333333333333333,-0.321333333333333,-0.3,-0.0833333333333333,0,0,-0.188,-0.179333333333333,-0.1,0,-0.111498079385403,-0.124285714285714,-0.0876923076923077,0,0,-0.0876923076923077,-0.08,-0.0786013986013986,-0.0775024975024975,-0.0720713926596279,0.08,-0.08,-0.08,-0.0709090909090909,0.0371428571428571,0.1,0.08,0.1,0,0.06,0.0266666666666667,0.118285714285714,0.129090909090909,0.2,0.208333333333333,0.2,0.194871794871795,0.0770114942528736,0.18,0.165714285714286,0.103376623376623,0,0.270289855072464,0.270289855072464,0.1,0.1,0.133333333333333,0.146794871794872,0.108333333333333,0.166666666666667,0.133333333333333,0.2,0.183333333333333,0.197619047619048
"SNAI1",-0.273013796172675,-0.336556709121801,-0.335750257508897,-0.337649605296664,-0.181851931177268,-0.158333333333333,-0.152380952380952,-0.213344698779481,-0.206841239381366,-0.00956521739130434,-0.0180397936624908,-0.137868713413891,-0.138904792886576,-0.110779467209663,-0.108888888888889,-0.12,-0.107796013835618,-0.108166384205988,-0.106830496594238,-0.106727244141993,-0.0990732229831807,0.0854907274562942,-0.0854907274562942,-0.0854907274562942,-0.0848339130063763,0.0491085384474551,0.106186186186186,0.111327913279133,0.108888888888889,0.108888888888889,0.0180397936624908,0.0157976411961231,0.134406525476901,0.13503504752882,0.206639060132428,0.111561229670233,0.101794871794872,0.212721102379439,0.0651060927521324,0.103992673992674,0.103176347462062,0.121300032078271,0.183333333333333,0.274458970949707,0.274458970949707,0.155606758832565,0.18859649122807,0.1568413267338,0.153705404403703,0.1558413267338,0.181652046783626,0.183040935672515,0.336134453781513,0.19036695681857,0.189997953128533
"LIV1",-0.274571428571429,-0.337649605296664,-0.336556709121801,-0.336134453781513,-0.184232883558221,-0.133333333333333,-0.119047619047619,-0.213857519292302,-0.206581093699785,-0.04,-0.00956521739130434,-0.137488747956205,-0.138904792886576,-0.111327913279133,-0.12,-0.1,-0.108166384205988,-0.106186186186186,-0.107796013835618,-0.106830496594238,-0.0983692337106363,0.0854907274562942,-0.0854907274562942,-0.0854907274562942,-0.0854907274562942,0.0505062512810002,0.108888888888889,0.108888888888889,0.108888888888889,0.12,0.0180397936624908,0.0180397936624908,0.134296876354094,0.135707477884247,0.208525852585259,0.213340589100838,0.091025641025641,0.21313951242128,0.0653041125541126,0.101794871794872,0.103992673992674,0.121770620313565,0.158333333333333,0.275565982019818,0.275565982019818,0.152380952380952,0.183333333333333,0.155606758832565,0.1558413267338,0.1568413267338,0.183040935672515,0.18859649122807,0.338095238095238,0.192302440689537,0.19036695681857
"TWIST1",-0.272024181780279,-0.0137526123301985,-0.0185362114190368,-0.00750261233019853,-0.265983733780344,0,-0.233333333333333,0.00749609531074062,0.166435370387604,-0.26,-0.255652173913043,0.12629399960245,0.133502680115583,0.0801563909774436,0.0857142857142857,0.1,0.0815785940113036,0.0835866261398176,0.0805066185136007,0.0803341055751303,0.215068987780674,-0.0532771822082385,0.0532771822082385,0.0532771822082385,0.0525922507013892,0.228430524839002,-0.0857142857142857,-0.0825563909774436,-0.0857142857142857,-0.0857142857142857,0.255652173913043,0.261124810728964,-0.140326232889457,0.191782831988261,-0.175589195955329,0.268994680523953,0.128888888888889,0.284407053972271,-0.149411355600362,0.136581196581197,0.140354781486857,0.12848653510454,0,0.276041831304989,0.276041831304989,0.244444444444444,0.0538461538461538,0.264444444444444,0.281975991782322,0.279512937595129,0.0830632644191966,0.0728937728937729,0.000606060606060599,0.300773500773501,0.305063929816405
"CDC42",-0.274571428571429,-0.336134453781513,-0.337649605296664,-0.338095238095238,-0.184232883558221,-0.1,-0.133333333333333,-0.212770562770563,-0.206788706156532,-0.06,-0.04,-0.138221348688806,-0.138275862068966,-0.108888888888889,-0.1,-0.1,-0.106186186186186,-0.108888888888889,-0.108166384205988,-0.107796013835618,-0.0976459064050305,0.0867102396514161,-0.0867102396514161,-0.0867102396514161,-0.0854907274562942,0.0505062512810002,0.12,0.108888888888889,0.12,0.1,0.00956521739130434,0.0180397936624908,0.133695372594696,0.136215092097445,0.205555555555556,0.215011233492246,0.0833333333333333,0.218111888111888,0.0631222943722944,0.091025641025641,0.101794871794872,0.123611111111111,0.133333333333333,0.276530612244898,0.276530612244898,0.119047619047619,0.158333333333333,0.152380952380952,0.1568413267338,0.155606758832565,0.18859649122807,0.183333333333333,0.242857142857143,0.193915343915344,0.192302440689537
"CD44",-0.365079365079365,-0.285,-0.312777777777778,-0.26,-0.226900584795322,0,-0.1,-0.282124542124542,-0.146740853327543,-0.3,-0.325,-0.0828754578754579,-0.13,-0.106666666666667,0.1,0.1,-0.106666666666667,0,-0.122945736434109,-0.127561121049493,0.237620157620158,0.0333333333333333,-0.0333333333333333,-0.0333333333333333,-0.0476190476190476,0.1325,0,0.1,0.1,0,0.365,0.365,-0.112932445705555,0.186881862099253,-0.169047619047619,0.321690590111643,0.1,0.383333333333333,-0.164285714285714,0.114285714285714,0.140601503759398,0.182937062937063,0.1,0.288888888888889,0.288888888888889,0.1,0.1,0.15,0.228181818181818,0.21,0.193333333333333,0.133333333333333,0.2,0.25,0.264285714285714
"Csn",-0.290565251741722,-0.395231012768326,-0.394037695345892,-0.397795115332429,-0.196420265780731,-0.3,-0.114285714285714,-0.320486208508649,-0.207839435474424,-0.00333333333333333,0.0239393939393939,-0.0438896741925552,-0.277317536197671,-0.239373545983361,-0.216666666666667,-0.2,-0.237634584314269,-0.237190139869824,-0.238920757947709,-0.238379567328346,0.0107492322725936,0.365543579989735,-0.365543579989735,-0.365543579989735,-0.364967764250772,0.0846973329888788,0.240804597701149,0.237190139869824,0.240804597701149,0.216666666666667,-0.0512121212121212,-0.0522537878787879,-0.201137494507383,0.148771701321926,0.312011991237173,0.283009272839422,-0.110606060606061,0.260594573634944,-0.257333586331727,-0.109307359307359,-0.106422743922744,0.0548382816569345,0.25,0.29127047146402,0.29127047146402,0.103174603174603,0.275,0.13044733044733,0.123942835471127,0.127221523995718,0.308166666666667,0.304166666666667,0.402272727272727,0.191798654244306,0.188970890748162
"cMet",-0.388888888888889,-0.312777777777778,-0.329799054373522,-0.285,-0.2406260749914,-0.1,-0.1,-0.298978474708812,-0.150557647220673,-0.325,-0.365,-0.0818078422170949,-0.144285714285714,-0.124848484848485,0,0.1,-0.122945736434109,-0.106666666666667,-0.127561121049493,-0.127561121049493,0.240539865649355,0.0476190476190476,-0.0476190476190476,-0.0476190476190476,-0.0570530098831986,0.13123417721519,0,0.106666666666667,0.1,0.1,0.365,0.377727272727273,-0.111581094354204,0.193131862099253,-0.169047619047619,0.326775335874355,0.114285714285714,0.405555555555556,-0.159447004608295,0.140601503759398,0.146984482482803,0.182937062937063,0.1,0.304040404040404,0.304040404040404,0.15,0.133333333333333,0.21,0.237556818181818,0.228181818181818,0.205833333333333,0.193333333333333,0.26,0.264285714285714,0.282467532467532
"ZEB2",-0.415903655738931,-0.353531230674088,-0.353002130144987,-0.35012987012987,-0.345228964583803,-0.3,-0.3,-0.230211567237698,-0.189960152078115,-0.158333333333333,-0.142543859649123,-0.133348856934214,-0.128359178512942,-0.11092577147623,-0.1,-0.1,-0.0982943469785575,-0.0973684210526316,-0.0968858962743322,-0.0962365456249815,-0.0222295008431296,-0.0184848484848485,0.0184848484848485,0.0184848484848485,0.0191272467717864,0.0537435897435897,0.1,0.109090909090909,0.109090909090909,0.109090909090909,0.145769666100736,0.149428202686102,0.15546343820854,0.167953527193377,0.216208791208791,0.234027207825445,0.256410256410256,0.256505636070853,0.257411842501936,0.26574358974359,0.267382934005885,0.270835490613773,0.311111111111111,0.317131367697165,0.317131367697165,0.328571428571429,0.336111111111111,0.337142857142857,0.337142857142857,0.337142857142857,0.337398753894081,0.338333333333333,0.351948051948052,0.370952380952381,0.372171893147503
"SUFU",-0.333412955509745,-0.398596894767108,-0.39839965610833,-0.395405405405405,-0.12682358675025,0.05,-0.253333333333333,-0.123805747555855,-0.102236485942478,-0.127692307692308,-0.112540792540793,-0.123427758552626,0.192687943871369,0.122607075906332,0.0433333333333333,0.05,0.0297475890373182,0.0312513484358145,0.0292041107764487,0.0295621670424333,-0.204880089110163,0.0989260200295287,-0.0989260200295287,-0.0989260200295287,-0.0979766529409211,0.185458404074703,-0.0322222222222222,-0.124465811965812,-0.126388888888889,-0.1375,0.109092516678724,0.107815920934043,-0.201279184760141,0.178471948548068,0.176432339590234,0.275720435835,0.167727272727273,0.286061668653716,-0.224490847157337,0.167727272727273,0.167727272727273,0.123519053024677,-0.00714285714285715,0.328952629678021,0.328952629678021,0.265833333333333,0.0288571428571429,0.276944444444444,0.279885047385047,0.277954545454545,0.0502820266981341,0.0442417582417582,0.39,0.142452636968766,0.143607371379851
"RKIP",-0.327737924438068,-0.402857142857143,-0.413137516688919,-0.36,-0.29883855981417,-0.1,-0.1,-0.344150326797386,0.0128121202176405,-0.35,-0.3,0.0886597521891639,-0.0699132676980778,-0.0787179487179487,0,0,-0.0750337381916329,-0.0596491228070175,-0.077131640289535,-0.0799306224778302,0.356346680655126,0.165584415584416,-0.165584415584416,-0.165584415584416,-0.168148518148518,0.102313586796345,0.0333333333333333,0.0633333333333333,0.0333333333333333,0,0.331034482758621,0.35443873807777,-0.259034136302605,0.189956064120171,-0.0670476190476191,0.444320505467093,0.155555555555556,0.53172268907563,-0.295468873128448,0.164646464646465,0.149261849261849,0.198001051014633,0.1,0.339737924438068,0.339737924438068,0.2,0.2,0.24,0.268590163934426,0.244,0.252272727272727,0.225,0.3,0.317008985879332,0.339781263107055
"RAF",-0.327737924438068,-0.402857142857143,-0.413137516688919,-0.36,-0.29883855981417,-0.1,-0.1,-0.344150326797386,0.0128121202176405,-0.35,-0.3,0.0886597521891639,-0.0699132676980778,-0.0787179487179487,0,0,-0.0750337381916329,-0.0596491228070175,-0.077131640289535,-0.0799306224778302,0.356346680655126,0.165584415584416,-0.165584415584416,-0.165584415584416,-0.168148518148518,0.102313586796345,0.0333333333333333,0.0633333333333333,0.0333333333333333,0,0.331034482758621,0.35443873807777,-0.259034136302605,0.189956064120171,-0.0670476190476191,0.444320505467093,0.155555555555556,0.53172268907563,-0.295468873128448,0.164646464646465,0.149261849261849,0.198001051014633,0.1,0.339737924438068,0.339737924438068,0.2,0.2,0.24,0.268590163934426,0.244,0.252272727272727,0.225,0.3,0.317008985879332,0.339781263107055
"RAS",-0.326428571428571,-0.335294117647059,-0.354105998835178,-0.3,-0.225889328063241,0,-0.1,-0.29848336061102,-0.0752385029549808,-0.26,-0.31,0.0274379229092029,-0.218102766798419,-0.196078431372549,-0.1,0,-0.194305381727159,-0.179411764705882,-0.200459227881005,-0.201309086237946,0.300892624570102,0.193076923076923,-0.193076923076923,-0.193076923076923,-0.300769230769231,0.136984126984127,0.15,0.179411764705882,0.15,0.1,0.294210526315789,0.307936016511868,-0.250880922973946,0.214830769230769,-0.0541125541125541,0.396234021632252,0.1,0.497754716981132,-0.355801033591731,0.126315789473684,0.124428997020854,0.184139562389119,0,0.343954344624448,0.343954344624448,0.2,0.1,0.266666666666667,0.288361581920904,0.286666666666667,0.201111111111111,0.173333333333333,0.26,0.329437229437229,0.353927025355597
"TGF",-0.335774218154081,-0.334603174603175,-0.443531746031746,-0.315555555555556,-0.302192134107028,0,-0.2,-0.320925925925926,-0.122065812637904,-0.2,-0.242857142857143,-0.0544623868456607,-0.0454585537918871,-0.054743935309973,0,0,-0.0452201257861635,-0.0433333333333333,-0.0465359152598477,-0.0494067286569769,0.00919948528737055,-0.0583333333333333,0.0583333333333333,0.0583333333333333,0.0583333333333333,0.0639285714285714,0.0333333333333333,0.0528571428571429,0.0428571428571429,0,0.290225563909774,0.279114452798663,0.0125195649691327,0.194746202073788,-0.0842105263157895,0.375629370629371,0.34,0.385714285714286,-0.124499114714379,0.33,0.333448275862069,0.270544918998527,0.1,0.34486512724499,0.34486512724499,0.26,0.125,0.276666666666667,0.312658045977012,0.293908045977011,0.18515037593985,0.153571428571429,0.26,0.348181818181818,0.36108504398827
"MEK",-0.339502630320421,-0.413137516688919,-0.418976932747313,-0.402857142857143,-0.315202196177806,-0.1,-0.2,-0.352575235222294,0.00935128233057307,-0.3,-0.331034482758621,0.0857329229208713,-0.0780213758061859,-0.0808158508158508,-0.0333333333333333,0,-0.077131640289535,-0.0750337381916329,-0.0799306224778302,-0.0823469793551536,0.357076607662425,0.168148518148518,-0.168148518148518,-0.168148518148518,-0.16973581973582,0.103214487697246,0.0596491228070175,0.0787179487179487,0.0633333333333333,0.0333333333333333,0.35443873807777,0.236105404744436,-0.258406521239843,0.193980831922029,-0.0514920634920635,0.448807684954272,0.164646464646465,0.546196373286157,-0.295223172882747,0.149261849261849,0.151451630283747,0.206197772326109,0.2,0.346087130787274,0.346087130787274,0.24,0.225,0.244,0.278394085503054,0.268590163934426,0.288743315508021,0.252272727272727,0.36,0.339781263107055,0.345316318457609
"ERK",-0.344928986909568,-0.418976932747313,-0.423647262417642,-0.413137516688919,-0.319639056246065,-0.2,-0.24,-0.356597426623126,0.0088363492718707,-0.331034482758621,-0.35443873807777,0.0851809449999881,-0.0827368229606575,-0.0850765024449235,-0.0596491228070175,-0.0333333333333333,-0.0799306224778302,-0.077131640289535,-0.0823469793551536,-0.0828330904662647,0.35797832091761,0.16973581973582,-0.16973581973582,-0.16973581973582,-0.171826028756722,0.101676026158785,0.0750337381916329,0.0808158508158508,0.0787179487179487,0.0633333333333333,0.236105404744436,0.237498162404603,-0.257842823381895,0.195696518196539,-0.0476085683464324,0.449039166435754,0.149261849261849,0.553160161586992,-0.293315815934518,0.151451630283747,0.156160771557985,0.206800181964663,0.225,0.350339099291211,0.350339099291211,0.244,0.252272727272727,0.268590163934426,0.281292636227691,0.278394085503054,0.300669921012609,0.288743315508021,0.402857142857143,0.345316318457609,0.350179540342107
"TGFR",-0.344702789582652,-0.443531746031746,-0.450623944613306,-0.334603174603175,-0.311147357987625,-0.1,-0.26,-0.326264004217741,-0.123599032399403,-0.242857142857143,-0.290225563909774,-0.0560790150211803,-0.0484628456373807,-0.0579697417615859,-0.0333333333333333,0,-0.0465359152598477,-0.0452201257861635,-0.0494067286569769,-0.0505581901273046,0.010356892694778,-0.0583333333333333,0.0583333333333333,0.0583333333333333,0.0559941520467836,0.0643652526512788,0.0433333333333333,0.054743935309973,0.0528571428571429,0.0428571428571429,0.279114452798663,0.283224041839759,0.0133260165820359,0.197972008525401,-0.0829759584145549,0.380644119891908,0.33,0.4,-0.123765618381861,0.333448275862069,0.34280079384768,0.275617382766643,0.125,0.351280221584613,0.351280221584613,0.276666666666667,0.153571428571429,0.293908045977011,0.321132622248198,0.312658045977012,0.201429445707291,0.18515037593985,0.315555555555556,0.36108504398827,0.368558353596811
