"","GSK3","Csn","ILK","AKT","Destcompl","SHH","CDC42","NFB","Patched","SNAI2","IKK","KLF4","AXIN2","cateninnuc","DELTA","SMO","Jagged","EGR1","Csl","LIV1","NOTCHic","SOSGRB2","ZEB2","ZEB1","NOTCH","cateninmemb","STAT","MEK","miR200","ERK","cMet","CD44","DSH","SRC","Wnt","RAF","PI3K","GLI","RAS","TrCP","Frizzled","cfos","TCFLEF","Ecadherin","RKIP","TWIST1","FUS","TGFR","SMAD","PAK1","TGF","SUFU","SNAI1","HEY1","FOXC2"
"ZEB2",-0.223997154683103,-0.2,-0.181386782231853,-0.173219106957425,-0.160098322495764,-0.155395945517897,-0.154285714285714,-0.15,-0.141759581881533,-0.133868972121719,-0.125555555555556,-0.122951201737863,-0.115074129479309,-0.106768220522854,-0.0986363636363636,-0.0978571428571429,-0.0771794998401144,-0.0666666666666667,-0.0564102564102564,-0.05,-0.0364102564102564,-0.032032967032967,0.0330779284053837,0.0330779284053837,0.0511643547709121,0.0747801694499774,0.09,0.09017281598962,0.090208033922342,0.0938313525749859,0.0940350877192982,0.0949610136452242,0.0954545454545455,0.0966666666666667,0.096993006993007,0.0986363636363636,0.0986363636363636,0.0988278693783281,0.0997070274479268,0.1,0.102121212121212,0.103508771929825,0.104820168574802,0.105668869911527,0.12256038647343,0.125193071301656,0.146428571428571,0.14952380952381,0.153947757841609,0.15974025974026,0.163280423280423,0.175,0.176795110099415,0.178353259643582,0.194049728049728
"ZEB1",-0.15815747733245,-0.18,-0.186983421320737,-0.175382719092814,-0.188991660107597,-0.108292655463997,-0.212918540729635,-0.143157894736842,-0.0979723707664884,-0.193058467378314,-0.138239861949957,-0.0341099206269735,-0.139383017642419,-0.054664684984652,-0.16291799539407,-0.0685606060606061,-0.119817601550498,-0.0666666666666667,-0.0625,0,-0.0428921568627451,-0.0707602339181287,0.0516511540609786,0.0516511540609786,0.0536359585156377,-0.0101748168728001,0.0230769230769231,0.0800535544614322,0.100617030864057,0.0831372549019608,0.0362285251811794,0.0424785251811794,0.0285714285714286,0.0401500938086304,0.0398753685339051,0.16291799539407,0.16291799539407,0.0464045781558982,0.167799885157849,0.1,0.0456445993031359,0.0866666666666667,0.0504572485854347,0.108962979472531,0.130945598566488,0.185323720480774,0.0958333333333333,0.214441383369229,0.171118036705353,0.214367816091954,0.227433509353481,0.133333333333333,0.170318109560225,0.181692573402418,0.257513388462592
"RAF",-0.235263987391647,0.1,0.0226679503637142,0.0173701298701299,-0.311027895478749,0.0428633879781421,-0.14,0.0571428571428571,0.0346666666666667,-0.344171766625867,0.0446428571428571,-0.0583452893352463,-0.0599742147210502,-0.0766535459986645,-0.137662337662338,0.0466666666666667,0.0815647990945105,0.06,0.0888888888888889,0,0.0888888888888889,-0.0658412698412698,0.0723452893352463,0.0723452893352463,-0.0927350427350427,-0.109677240265476,0,-0.0416581071166544,-0.00549356157956421,-0.056551724137931,0.0491228070175439,0.0645074224021592,0,0.0333333333333333,0.0433333333333333,0.137662337662338,0.137662337662338,0.0587179487179487,0.152192252192252,-0.1,0.0333333333333333,-0.06,0.0708011286958655,-0.0629127016613805,0.209313725490196,0.18315210932858,-0.0666666666666667,0.14952380952381,-0.0236580493736152,0.133333333333333,0.16167334223409,-0.1,0.247133531805643,-0.0390631049167635,0.174933687002652
"SOSGRB2",-0.381733376487935,0,0.0866666666666667,-0.0971491228070175,-0.370745138530373,0.113660171799707,-0.112857142857143,-0.0333333333333333,0.109009009009009,-0.37877368919365,-0.0596491228070175,-0.0882456140350877,-0.0830858085808581,-0.109129295097416,-0.293032015065913,0.133333333333333,0.168887199125653,0.10952380952381,0.290909090909091,0,0.290909090909091,-0.1375,0.105388471177945,0.105388471177945,-0.289500640204866,-0.113478491478491,0,-0.088994188994189,-0.0163681916799112,-0.101115401115401,0.0645962732919255,0.0892339544513458,0,0.0428571428571429,0.0595238095238095,0.293032015065913,0.293032015065913,0.0841614906832298,0.313544835578734,0,0.0428571428571429,-0.0984126984126984,0.0997602702408194,-0.0511427640459899,0.232017543859649,0.142753623188406,-0.166666666666667,0.128241758241758,-0.0845687645687646,0.0928571428571429,0.145972254695659,-0.2,0.231691542288557,-0.105018939393939,0.164310134310134
"GLI",0.00818494566752197,-0.1,-0.124314274427632,-0.140368219656284,-0.191652586701654,-0.00266263100431855,-0.165114942528736,-0.0947368421052632,-0.0104815610454708,-0.301407291474267,-0.129430719656284,-0.133999141999142,-0.19736865942029,-0.168788082250027,-0.123810769511851,-0.00231829573934836,-0.0467411809363806,-0.125714285714286,-0.0130150309460654,-0.15,-0.0280150309460654,-0.086411140481937,0.15073869260966,0.15073869260966,0.0261102690413035,0.113044048382989,0.15,0.114213723661237,0.0321428004400141,0.11034632034632,0.151652242328875,0.161997069915082,0.22,0.146774193548387,0.222656546489564,0.123810769511851,0.123810769511851,0.134145908191691,0.131929581393039,0.133333333333333,0.216774193548387,0.109047619047619,0.166217849135861,0.192197554883169,0.161413654204121,0.205582137161085,-0.0345238095238095,0.178322489698547,0.13242238253574,0.161666666666667,0.184675430875018,-0.00952380952380953,0.199178328534883,0.122283960144741,0.311659571723426
"FOXC2",-0.224090423319429,-0.1,-0.0866666666666667,-0.181375661375661,-0.235448531934892,0.0094758064516129,-0.0710909090909091,-0.12,0.00625,-0.208907518928109,-0.162857142857143,-0.118518518518519,-0.178249300298369,-0.103773996146386,-0.18474358974359,0,0.0491963109354414,0.08,0.129090909090909,-0.0333333333333333,0.14488038277512,0.0435534591194969,0.155423116615067,0.155423116615067,-0.15209687762048,-0.0339523868182405,0.0333333333333333,-0.0821776283146811,-0.0539072039072039,-0.0832085561497326,0.0697218422252622,0.086243581355697,0.0333333333333333,0.0627450980392157,0.0697218422252622,0.18474358974359,0.18474358974359,0.0852390836045725,0.199449472096531,0.1,0.0627450980392157,-0.0890909090909091,0.0939358890480047,0.0439225667005988,0.15475159760874,0.115516339869281,-0.0333333333333333,0.0884242424242424,0.104057971014493,0.0590909090909091,0.10159497413156,0,0.169984357122283,0.0586860198624904,0.223675808294683
"Ecadherin",-0.237114705880136,-0.12,-0.104057971014493,-0.19046657046657,-0.248589258868722,0.00711360172720345,-0.0884242424242424,-0.162857142857143,0.0094758064516129,-0.220286206465737,-0.181375661375661,-0.13750586029067,-0.188764764215895,-0.111243650674864,-0.199449472096531,0.00625,0.0489674779834963,0.0890909090909091,0.14488038277512,-0.0333333333333333,0.15209687762048,0.03829030122476,0.161584254055825,0.161584254055825,-0.164364535613045,-0.0369011047669584,0.0627450980392157,-0.0802168440009556,-0.0481343919891406,-0.0821776283146811,0.086243581355697,0.0939358890480047,0.0627450980392157,0.0697218422252622,0.0852390836045725,0.199449472096531,0.199449472096531,0.0932390836045725,0.212577963716643,0.1,0.0697218422252622,-0.0832085561497326,0.103773996146386,-0.052085222978077,0.164863957159302,0.125013546573192,0,0.10159497413156,0.122217777309892,0.0710909090909091,0.11045573362523,-0.0333333333333333,0.186756509021018,0.0741222614732287,0.239007616075003
"SNAI2",-0.266486124838032,-0.133333333333333,-0.109859154929577,-0.221565572635369,-0.280530230175363,0.101720575554165,-0.065266106442577,-0.158333333333333,0.10031212484994,0.0996067636451533,-0.196264367816092,-0.147692307692308,-0.223657559423261,-0.198857931917758,-0.228216230982837,0.102352941176471,0.145318381301245,0.1,0.174122807017544,-0.12,0.189912280701754,0.0763015551048006,0.187466540801343,0.187466540801343,-0.200301891091365,0.0682976766752666,0.129090909090909,-0.1025702172761,-0.0763301869101537,-0.103921568627451,0.163195536857509,0.178249300298369,0.129090909090909,0.15051948051948,0.163195536857509,0.228216230982837,0.228216230982837,0.177634039531305,0.243741345138088,0.1,0.15051948051948,-0.105882352941176,0.188764764215895,0.239406862051052,0.207089743589744,0.218216146375261,-0.12,0.0815054226818933,0.124691690814745,0.0509803921568627,0.0957911369676075,-0.1,0.225520036727599,0.0741862567811935,0.255916216732683
"TGF",0.0747833379927313,-0.1,-0.351818181818182,-0.175,-0.0512205910633107,-0.317528735632184,-0.482222222222222,-0.175,-0.292528735632184,-0.0756954488904443,-0.175,-0.201093312992627,-0.0751322751322751,-0.0780637055761187,0.0898809523809524,-0.316666666666667,-0.271054246440844,-0.266666666666667,-0.34,0,-0.34,-0.175,0.195638767538081,0.195638767538081,0.329655172413793,0.0682952499452087,0,0.301286549707602,-0.00336789647134475,0.303508771929825,0.0766666666666667,0.0710062893081761,0,0.0666666666666667,0.0814285714285714,-0.0898809523809524,-0.0898809523809524,0.0757681940700809,-0.0863095238095238,0,0.0714285714285714,0.266666666666667,0.0723220787818603,0.150232436270598,0.148917748917749,0.278518518518518,0.3,0.486984126984127,0.361495601173021,0.46,0.394126984126984,0.2,0.324351557533376,0.362862669245648,0.415869565217391
"TGFR",0.0706268587751274,-0.175,-0.361495601173021,-0.202906976744186,-0.0576722039665365,-0.32600331190337,-0.486984126984127,-0.175,-0.317528735632184,-0.0796306340756295,-0.175,-0.195736170135484,-0.0772781978790563,-0.0813409420685899,0.0863095238095238,-0.292528735632184,-0.274677434846642,-0.266666666666667,-0.34,0,-0.329655172413793,-0.166358024691358,0.206582163764496,0.206582163764496,0.340446539320268,0.0680643030629917,0.0666666666666667,0.302656412721301,-0.0153913568819019,0.301286549707602,0.0710062893081761,0.0723220787818603,0.0714285714285714,0.0766666666666667,0.0757681940700809,-0.0863095238095238,-0.0863095238095238,0.0789940005216938,-0.0816311612364244,0.1,0.0814285714285714,0.303508771929825,0.0780637055761187,0.149721363016765,0.164632034632035,0.287415315671543,0.316666666666667,0.394126984126984,0.360427985514658,0.482222222222222,0.406183721715637,0.3,0.329366306795913,0.374802967753111,0.429406683121321
"TWIST1",-0.140009762871865,-0.1,-0.28977613977614,-0.163189917427206,-0.148385317172681,-0.0976325887936658,-0.18932079414838,-0.123076923076923,-0.104036529680365,-0.36794883605424,-0.156410256410256,-0.197811131957473,-0.119363647105583,-0.0949171143913294,-0.0239051341518135,-0.102666666666667,-0.0549729783094007,-0.133333333333333,-0.0311111111111111,-0.0666666666666667,-0.0311111111111111,-0.0526159322497995,0.212863740933916,0.212863740933916,0.0292243186582809,0.0388954894162134,0.0666666666666667,0.144790350307957,-0.0795545540299759,0.140312738367658,0.084160756501182,0.0901848528867242,0.0666666666666667,0.0777777777777778,0.0851461988304094,0.0239051341518135,0.0239051341518135,0.0907461988304094,0.029384586206608,0.1,0.0777777777777778,0.13768115942029,0.0918693858116859,0.0124476582918775,0.17089260784913,0.158540917511169,0.0666666666666667,0.19807079414838,0.301327294891651,0.182424242424242,0.203309974102822,0.0333333333333333,0.235241567246787,0.278431737753772,0.287685111212868
"RAS",-0.491201550387597,-0.1,-0.0874458874458875,-0.282222222222222,-0.486339618897758,-0.0455254237288136,-0.22,-0.2,-0.054,-0.373568199427933,-0.26,-0.189285714285714,-0.247878787878788,-0.260226451619766,-0.421794871794872,-0.05,0.0569879755568697,-0.02,0.2,0,0.184210526315789,-0.108225108225108,0.2129970544919,0.2129970544919,-0.204965243296922,-0.0426958905673564,0.1,0.0100670794633643,-0.0736307692307692,0.000263157894736843,0.202941176470588,0.226345431789737,0.1,0.15,0.202941176470588,0.421794871794872,0.421794871794872,0.223774509803922,0.352564102564103,0.1,0.15,-0.005,0.246345431789737,0.0838003044871879,0.322635220125786,0.247583196944899,0,0.255294117647059,0.109894867037724,0.18,0.278066394874782,-0.1,0.376529006882989,0.0770750988142292,0.32031746031746
"NOTCHic",-0.149262214622716,-0.2,-0.293333333333333,-0.262790697674419,-0.224402230000361,-0.21941079161193,-0.375555555555556,-0.188888888888889,-0.201131221719457,-0.305318609639015,-0.2,-0.200310559006211,-0.181017520215633,-0.162095824931158,-0.0965480895915678,-0.142307692307692,-0.129368360361738,-0.22,0.00857142857142857,-0.1,-0.0817511520737327,-0.100334928229665,0.221739130434783,0.221739130434783,0.10280378365268,0.0939225171970952,0.12,0.249047619047619,0.00345119235292646,0.246190476190476,0.124662004662005,0.141145521145521,0.12,0.127692307692308,0.124662004662005,0.0965480895915678,0.0965480895915678,0.142941574554478,0.108863360527528,0.1,0.127692307692308,0.253333333333333,0.154614908900623,0.197165510971521,0.29629518935007,0.292870909284724,0.15,0.388458781362007,0.283980815347722,0.355555555555556,0.409477889642262,0.2,0.400567765567766,0.192820512820513,0.474173798551679
"Jagged",-0.11992337164751,0,-0.166666666666667,-0.188888888888889,-0.189776061776062,-0.142307692307692,-0.3,-0.1,-0.15,-0.278808446455505,-0.2,-0.2,-0.162857142857143,-0.141145521145521,-0.0533333333333333,-0.2,-0.087965367965368,-0.1,0,0,-0.02,-0.08,0.221739130434783,0.221739130434783,-0.00857142857142857,0.0937058715931955,0,0.253333333333333,0.0260606060606061,0.22,0.12,0.127692307692308,0,0.1,0.12,0.0533333333333333,0.0533333333333333,0.127692307692308,0.0806060606060606,0,0.1,0.2,0.124662004662005,0.193929824561404,0.241025641025641,0.262,0.1,0.355555555555556,0.266666666666667,0.2,0.375555555555556,0,0.341666666666667,0.0666666666666667,0.43
"SMAD",-0.198309464136532,-0.266666666666667,-0.366300731232238,-0.348750700280112,-0.14327026687735,-0.310958613280584,-0.346009389671362,-0.29047619047619,-0.320252293577982,-0.219525178350303,-0.343417366946779,-0.206632861805778,-0.0790016733861434,-0.0865280987420229,-0.128729843664341,-0.3175,-0.245050970534842,-0.257142857142857,-0.201904761904762,-0.06,-0.221444991789819,-0.135906536527655,0.222066768335211,0.222066768335211,0.217476737821565,0.0360223111751734,0.06,0.259808908271024,0.0305721449737862,0.252116600578716,0.067843137254902,0.0791158645276292,0.0666666666666667,0.06,0.0762820512820513,0.128729843664341,0.128729843664341,0.0885122671093894,0.139256159453815,0.3,0.0666666666666667,0.247465437788018,0.0827793652060553,0.130214807578227,0.244952064011859,0.223058998818886,0.2625,0.36556246229706,0.286300731232238,0.333333333333333,0.371936964289092,0.275,0.321918483398322,0.368095541165338,0.408999580160649
"SNAI1",-0.150993468989756,-0.1875,-0.29405017921147,-0.27328216374269,-0.253432073874174,-0.214733528093586,-0.422167048637637,-0.255921052631579,-0.210267508676111,-0.330547295144257,-0.272587719298246,-0.230207066617056,-0.216705887909531,-0.19060155490923,-0.0892257583003638,-0.224267508676111,-0.146344227414892,-0.26695652173913,-0.135128205128205,-0.15,-0.132930402930403,-0.129806183448534,0.233909945932285,0.233909945932285,0.119869178440607,0.117891002989449,0.146296296296296,0.285846947621424,0.0232305051744034,0.282707934168509,0.174661294958325,0.18021685051388,0.146296296296296,0.15980980980981,0.178183330956117,0.0892257583003638,0.0892257583003638,0.183119345581345,0.0984211605992143,0.175,0.162085769980507,0.272041267501842,0.184354781548363,0.218919117427054,0.300609144432857,0.32289897783376,0.208218125960061,0.432549562298839,0.314099379703475,0.399439775910364,0.436985046169807,0.14047619047619,0.31263843280776,0.292170143919637,0.501129352201798
"PAK1",-0.140762445887446,-0.175,-0.275985663082437,-0.272587719298246,-0.244276372119788,-0.210267508676111,-0.399439775910364,-0.1875,-0.224267508676111,-0.323138646133195,-0.255921052631579,-0.209957845433255,-0.208314279517923,-0.184354781548363,-0.076498485573091,-0.208218125960061,-0.143285403885481,-0.28,-0.108974358974359,-0.15,-0.135128205128205,-0.123391089108911,0.234770954542371,0.234770954542371,0.132930402930403,0.118340053075805,0.15,0.282707934168509,0.0133361728016849,0.272041267501842,0.15980980980981,0.174661294958325,0.15,0.146296296296296,0.162085769980507,0.076498485573091,0.076498485573091,0.178183330956117,0.0892257583003638,0.2,0.146296296296296,0.26695652173913,0.18021685051388,0.214340553431217,0.295588223930765,0.317257952192735,0.14047619047619,0.422167048637637,0.29405017921147,0.385714285714286,0.432549562298839,0.157142857142857,0.396624197932316,0.276098715348208,0.491345362366982
"LIV1",-0.140762445887446,-0.175,-0.275985663082437,-0.272587719298246,-0.244276372119788,-0.210267508676111,-0.399439775910364,-0.1875,-0.224267508676111,-0.323138646133195,-0.255921052631579,-0.209957845433255,-0.208314279517923,-0.184354781548363,-0.076498485573091,-0.208218125960061,-0.143285403885481,-0.28,-0.108974358974359,-0.15,-0.135128205128205,-0.123391089108911,0.234770954542371,0.234770954542371,0.132930402930403,0.118340053075805,0.15,0.282707934168509,0.0133361728016849,0.272041267501842,0.15980980980981,0.174661294958325,0.15,0.146296296296296,0.162085769980507,0.076498485573091,0.076498485573091,0.178183330956117,0.0892257583003638,0.2,0.146296296296296,0.26695652173913,0.18021685051388,0.214340553431217,0.295588223930765,0.317257952192735,0.14047619047619,0.422167048637637,0.29405017921147,0.385714285714286,0.432549562298839,0.157142857142857,0.396624197932316,0.276098715348208,0.491345362366982
"EGR1",-0.140762445887446,-0.175,-0.275985663082437,-0.272587719298246,-0.244276372119788,-0.210267508676111,-0.399439775910364,-0.1875,-0.224267508676111,-0.323138646133195,-0.255921052631579,-0.209957845433255,-0.208314279517923,-0.184354781548363,-0.076498485573091,-0.208218125960061,-0.143285403885481,-0.28,-0.108974358974359,-0.15,-0.135128205128205,-0.123391089108911,0.234770954542371,0.234770954542371,0.132930402930403,0.118340053075805,0.15,0.282707934168509,0.0133361728016849,0.272041267501842,0.15980980980981,0.174661294958325,0.15,0.146296296296296,0.162085769980507,0.076498485573091,0.076498485573091,0.178183330956117,0.0892257583003638,0.2,0.146296296296296,0.26695652173913,0.18021685051388,0.214340553431217,0.295588223930765,0.317257952192735,0.14047619047619,0.422167048637637,0.29405017921147,0.385714285714286,0.432549562298839,0.157142857142857,0.396624197932316,0.276098715348208,0.491345362366982
"Csl",-0.166198886198563,-0.188888888888889,-0.283980815347722,-0.283720930232558,-0.236285228172207,-0.206479757129171,-0.388458781362007,-0.2,-0.21941079161193,-0.31672800561217,-0.262790697674419,-0.217453416149068,-0.194128060061392,-0.16684139382767,-0.108863360527528,-0.201131221719457,-0.117389193695071,-0.253333333333333,-0.0817511520737327,-0.12,-0.10280378365268,-0.109278017660559,0.242733605572904,0.242733605572904,0.0982583291072255,0.0885708352399086,0.127692307692308,0.258830227743271,0.00846208559911382,0.249047619047619,0.141145521145521,0.154614908900623,0.127692307692308,0.124662004662005,0.142941574554478,0.108863360527528,0.108863360527528,0.157457703586736,0.121731007586352,0.2,0.124662004662005,0.246190476190476,0.162095824931158,0.200188766785474,0.30965924464961,0.306640660977727,0.142307692307692,0.409477889642262,0.299536370903277,0.375555555555556,0.421042515492602,0.15,0.409658674658675,0.181709401709402,0.493714028436736
"PI3K",-0.518722943722944,-0.3,-0.236902761104442,-0.412518853695324,-0.579936880968069,-0.126282051282051,-0.277941176470588,-0.366666666666667,-0.101282051282051,-0.254139254312445,-0.384313725490196,-0.253728070175439,-0.341523809523809,-0.359844108600234,-0.40221645021645,-0.116666666666667,-0.00850877192982456,-0.0333333333333333,0.1,-0.1,0.146153846153846,-0.102307692307692,0.264302384082315,0.264302384082315,-0.171960297766749,-0.0450533839634034,0.2,0.0427836708453873,0.00137149071575301,0.0509803921568627,0.285990338164251,0.312144184318097,0.2,0.255555555555556,0.285990338164251,0.40221645021645,0.40221645021645,0.312144184318097,0.437832888572615,0.2,0.255555555555556,0.0333333333333333,0.335308026126007,0.196629113659092,0.372656755009696,0.271106133116112,0.15,0.305941176470588,0.268102761104442,0.225,0.331144428503109,0.1,0.439323671497585,0.225779436989204,0.40053193960511
"IKK",-0.451245421245421,-0.1,-0.34375,-0.351608751608752,-0.380711875091494,-0.219233716475096,-0.405555555555556,-0.171428571428571,-0.208888888888889,-0.473111140955621,-0.338095238095238,-0.263369963369963,-0.20047619047619,-0.210761749156943,-0.224016938898972,-0.22,-0.0549109653233364,-0.05,0.0727272727272727,-0.1,0.067965367965368,-0.222478991596639,0.279418546365915,0.279418546365915,-0.0886002886002886,0.0576488130119415,0.1,0.120412698412698,0.000758082497212934,0.104857142857143,0.164102564102564,0.181025641025641,0.1,0.133333333333333,0.164102564102564,0.224016938898972,0.224016938898972,0.181025641025641,0.249369051575028,0,0.133333333333333,0.0928571428571429,0.195149934810952,0.180366795695842,0.323588342440801,0.455816993464052,0.16,0.446464646464646,0.400185643564356,0.35,0.464864646464646,0.1,0.418886061634153,0.335913312693498,0.562741702741703
"NFB",-0.472814048696402,-0.171428571428571,-0.400185643564356,-0.387164307164307,-0.401808220606444,-0.24694455984859,-0.446464646464646,-0.338095238095238,-0.219233716475096,-0.490590815752369,-0.351608751608752,-0.274908424908425,-0.217497467071935,-0.224173513862826,-0.249369051575028,-0.208888888888889,-0.0664217566902429,-0.0928571428571429,0.067965367965368,-0.1,0.0886002886002886,-0.22984741264927,0.286698239852505,0.286698239852505,-0.0982777079551273,0.055642477214687,0.133333333333333,0.118451914098973,-0.00679478759342151,0.120412698412698,0.181025641025641,0.195149934810952,0.133333333333333,0.164102564102564,0.181025641025641,0.249369051575028,0.249369051575028,0.195632382598675,0.267279499336222,0.1,0.164102564102564,0.104857142857143,0.210761749156943,0.184700664074655,0.353075521927981,0.477721755368814,0.22,0.464864646464646,0.416914268099672,0.405555555555556,0.484484899629203,0.16,0.449844965743742,0.389484741264927,0.591825368080348
"Csn",-0.672261761481201,-0.3,-0.316736542443064,-0.413833333333333,-0.658142547946335,-0.190506179876883,-0.476085481682497,-0.308333333333333,-0.177391425778523,-0.409402750216281,-0.345833333333333,-0.26907850319615,-0.374388475763299,-0.38193770972916,-0.492608694193696,-0.129004329004329,-0.0689690333243257,-0.103333333333333,0.102020202020202,-0.2,0.121500721500722,-0.141955494062032,0.301583126550868,0.301583126550868,-0.121500721500722,0.0120678973059725,0.266666666666667,0.128279220779221,-0.016329144180716,0.124112554112554,0.31369616396621,0.339918386188432,0.266666666666667,0.290804597701149,0.31369616396621,0.492608694193696,0.492608694193696,0.341207080996777,0.521975296880836,0.1,0.290804597701149,0.130606060606061,0.365641858857242,0.249358169134657,0.459715246906164,0.472092099111734,0.138095238095238,0.506854712451727,0.325219832931496,0.447727272727273,0.538596955888482,0.171428571428571,0.574342912485479,0.306184939091916,0.637636090943178
"TCFLEF",-0.534309646131327,-0.235064935064935,-0.207757879547353,-0.354538988360868,-0.618597521447961,0.0338286543590323,-0.422540250447227,-0.255064935064935,0.0362826420890937,-0.562503028420686,-0.303452031839129,-0.198979819200407,-0.716557753357753,-0.32283796926668,-0.447464038303388,0.0604761904761905,0.146287215215704,0.0757142857142857,0.299330463892874,-0.233333333333333,0.320899091343855,-0.0407738369415016,0.332567561580719,0.332567561580719,-0.335849257456811,0.00834932560750551,0.283333333333333,-0.0679890492782479,-0.0213341678401919,-0.069349593495935,0.351666666666667,0.37996855345912,0.274509803921569,0.318333333333333,0.342843137254902,0.447464038303388,0.447464038303388,0.371414565826331,0.478870082981444,0.171428571428571,0.309509803921569,-0.068397212543554,0.304367178888673,0.206927137036459,0.425493410478946,0.511972889253252,-0.07,0.453381371942554,0.224775087960355,0.392307692307692,0.482189318962422,-0.05,0.507024971773926,0.135558981190725,0.670873598108543
