"","AXIN2","TCFLEF","CD44","cMet","Destcompl","STAT","ZEB2","DSH","TGFR","CDC42","TGF","PAK1","LIV1","FOXC2","TWIST1","DELTA","NOTCH","Jagged","Csl","GSK3","NOTCHic","miR200","KLF4","ZEB1","ILK","AKT","NFB","Csn","SNAI1","cfos","TrCP","SUFU","EGR1","RKIP","MEK","ERK","SMAD","HEY1","FUS","IKK","Patched","SNAI2","SHH","SMO","RAF","PI3K","RAS","SOSGRB2","Ecadherin","Frizzled","Wnt","SRC","GLI","cateninmemb","cateninnuc"
"RKIP",-0.279735114861697,-0.288197767145136,-0.255330634278003,-0.224561403508772,-0.445724073601566,-0.1,0.0752233381157341,-0.1,0.103809523809524,0.113333333333333,0.0953983088562528,0.133333333333333,0,-0.0772325375773652,0.0219489007724302,0.0613636363636364,0.0201631701631702,-0.0210162503031773,0.0666666666666667,-0.326674546887313,0.0393939393939394,0.00460933537721603,0.0632233381157341,-0.0574108082257293,-0.0743688489516474,-0.0726731601731602,-0.0571428571428571,-0.1,0.265019710667431,-0.15,-0.1,0.1,0.1,0.105392156862745,-0.116250917094644,-0.139655172413793,0.0753589479615484,0.0627564847077042,0.0666666666666667,0.0696428571428571,0.106666666666667,0.451884362067961,0.124699453551913,0.0866666666666667,-0.0613636363636364,-0.0613636363636364,-0.0622183372183372,-0.126285714285714,0.256042353122805,0.166666666666667,0.216666666666667,0.166666666666667,0.247435897435897,0.299590178413708,0.313388606839792
"SOSGRB2",-0.28910203520352,-0.303922850604773,-0.267080745341615,-0.236645962732919,-0.472101761027935,-0.1,0.0839473684210526,-0.1,0.0504395604395604,0.0542857142857143,0.0426381419998441,0.0642857142857143,0,-0.0931501831501831,-0.0357971014492754,0.210357815442561,0.228523589086969,0.0747290965932679,0.272727272727273,-0.449728245885329,0.24965034965035,0.00927732157723454,0.0739473684210526,-0.0688345864661654,-0.163440860215054,0.0280701754385965,0.0333333333333333,0,0.187022032693674,-0.177777777777778,0,0.2,0.166666666666667,-0.00157163742690058,-0.167704067704068,-0.185885885885886,0.168335965110159,0.0513257575757576,0.166666666666667,-0.0280701754385965,0.196846846846847,0.462128009159243,0.21080033521894,0.183333333333333,-0.210357815442561,-0.210357815442561,-0.214203969288715,-0.173611111111111,0.262326454130808,0.171428571428571,0.229761904761905,0.171428571428571,0.2601966873706,0.306767442767443,0.32858824257418
"GLI",-0.129633152173913,-0.117501089620925,-0.114903687023522,-0.105420928402832,-0.101731105163187,-0.09,0.0861660692951016,-0.18,0.0433235740620256,0.0414367816091954,0.0402647505326138,0.0483333333333333,-0.05,0.00436769005847953,0.045293980684473,-0.00456632949657016,-0.00488600479979791,-0.0151543182483917,0.0114235190097259,0.00160991878247346,-0.0010764809902741,-0.000777395978634366,0.0821956241956242,-0.0849836149513569,-0.00976970318553542,-0.0271631459601384,-0.0169590643274854,-0.0222222222222222,0.0830351089084789,-0.0271428571428571,-0.0333333333333333,0.123809523809524,-0.0228571428571429,0.076743230288414,-0.0371163091052594,-0.031038961038961,0.00328321669904893,0.00818541956063179,0.111309523809524,0.0271631459601384,0.118613498030791,0.254354206585496,0.126432428071943,0.116572681704261,0.00456632949657016,0.00456632949657016,0.00991286415003551,-0.149220013025323,0.121674713606333,0.183225806451613,0.193814041745731,0.0932258064516129,0.102750211958496,0.123728784804121,0.124255423153501
"TWIST1",0.0713104637298186,0.0283708546660128,0.0328118960136392,0.0404424181019926,0.0781554823941044,0.0523809523809524,0.101500623430448,0.0523809523809524,0.176551724137931,0.176551724137931,0.17769067630194,0.18,0.0666666666666667,0.0877503872721427,0.0788571519378155,-0.0533995217423427,-0.0602789872601193,-0.0678750564705336,-0.0511111111111111,0.0834250119322443,-0.0536752136752137,0.0607787443664186,0.102188868042527,-0.0862783836468047,0.144976794976795,0.0607592971999752,0.0576923076923077,0.05,0.101337120513294,0.0797101449275362,0.1,-0.166666666666667,-0.0666666666666667,0.127903680077593,0.0785711032936007,0.0770785659801678,-0.145966893986696,-0.139007884770597,-0.177777777777778,-0.0624542124542125,-0.175147640791476,0.265805619192315,-0.168743699904777,-0.173777777777778,0.0533995217423427,0.0533995217423427,0.0557967820163153,-0.0631872322947838,0.0541261833194924,-0.0468253968253968,-0.0394569757727653,-0.0468253968253968,-0.0314569757727653,-0.00283195890670808,-0.0237130053273124
"CDC42",-0.121592775041051,-0.117118207316227,-0.107217217217217,-0.0937037037037037,-0.126381427288831,-0.05,0.132114992889811,-0.05,0.207563025210084,0.20952380952381,0.210593328240387,0.257142857142857,-0.1,-0.0375527772084444,0.0954372294372294,-0.104411764705882,-0.0517948717948718,-0.0557638888888889,-0.0333333333333333,-0.106769480519481,-0.041025641025641,0.00552160258042611,0.138222222222222,-0.129636035205042,0.0417989417989418,-0.00635964912280701,-0.00833333333333333,-0.0333333333333333,0.158429502986465,0.12,0,0.0333333333333333,-0.06,0.13951048951049,0.0636993367722918,0.0721739130434783,-0.0369602321215224,-0.0411294352823588,-0.00952380952380952,-0.00416666666666667,-0.0165130568356375,0.26130881284166,-0.017747624736872,-0.0261904761904762,0.104411764705882,0.104411764705882,0.101972740315638,-0.183333333333333,0.120497481008141,0.09,0.0937037037037037,0.09,0.106861598440546,0.117945940684918,0.121192281390301
"TrCP",-0.132284598940422,-0.121192281390301,-0.117118207316227,-0.107217217217217,-0.13044157766477,-0.09,0.136938144015213,-0.09,0.210593328240387,0.207563025210084,0.208953983978092,0.20952380952381,-0.05,-0.0403113978980995,0.0910894033502729,-0.101972740315638,-0.0583882783882784,-0.0600583674164962,-0.041025641025641,-0.114769480519481,-0.0517948717948718,0.00349114572763424,0.131664845173042,-0.128671404979962,0.0369602321215224,-0.00450779727095516,0.00416666666666667,-0.00833333333333333,0.161532128284794,0.0721739130434783,-0.0333333333333333,-0.00952380952380952,-0.12,0.136748058571263,0.0650326701056251,0.0636993367722918,-0.0440570063150708,-0.0337764941058882,-0.0261904761904762,0.00635964912280701,-0.017747624736872,0.266914599460104,-0.00974762473687204,-0.0165130568356375,0.101972740315638,0.101972740315638,0.107427285770184,-0.194224422442244,0.121812359900875,0.0937037037037037,0.106861598440546,0.0937037037037037,0.116129891123473,0.126187698926676,0.128778488286853
"PAK1",-0.132284598940422,-0.121192281390301,-0.117118207316227,-0.107217217217217,-0.13044157766477,-0.09,0.136938144015213,-0.09,0.210593328240387,0.207563025210084,0.208953983978092,0.20952380952381,-0.05,-0.0403113978980995,0.0910894033502729,-0.101972740315638,-0.0583882783882784,-0.0600583674164962,-0.041025641025641,-0.114769480519481,-0.0517948717948718,0.00349114572763424,0.131664845173042,-0.128671404979962,0.0369602321215224,-0.00450779727095516,0.00416666666666667,-0.00833333333333333,0.161532128284794,0.0721739130434783,-0.0333333333333333,-0.00952380952380952,-0.12,0.136748058571263,0.0650326701056251,0.0636993367722918,-0.0440570063150708,-0.0337764941058882,-0.0261904761904762,0.00635964912280701,-0.017747624736872,0.266914599460104,-0.00974762473687204,-0.0165130568356375,0.101972740315638,0.101972740315638,0.107427285770184,-0.194224422442244,0.121812359900875,0.0937037037037037,0.106861598440546,0.0937037037037037,0.116129891123473,0.126187698926676,0.128778488286853
"LIV1",-0.132284598940422,-0.121192281390301,-0.117118207316227,-0.107217217217217,-0.13044157766477,-0.09,0.136938144015213,-0.09,0.210593328240387,0.207563025210084,0.208953983978092,0.20952380952381,-0.05,-0.0403113978980995,0.0910894033502729,-0.101972740315638,-0.0583882783882784,-0.0600583674164962,-0.041025641025641,-0.114769480519481,-0.0517948717948718,0.00349114572763424,0.131664845173042,-0.128671404979962,0.0369602321215224,-0.00450779727095516,0.00416666666666667,-0.00833333333333333,0.161532128284794,0.0721739130434783,-0.0333333333333333,-0.00952380952380952,-0.12,0.136748058571263,0.0650326701056251,0.0636993367722918,-0.0440570063150708,-0.0337764941058882,-0.0261904761904762,0.00635964912280701,-0.017747624736872,0.266914599460104,-0.00974762473687204,-0.0165130568356375,0.101972740315638,0.101972740315638,0.107427285770184,-0.194224422442244,0.121812359900875,0.0937037037037037,0.106861598440546,0.0937037037037037,0.116129891123473,0.126187698926676,0.128778488286853
"EGR1",-0.132284598940422,-0.121192281390301,-0.117118207316227,-0.107217217217217,-0.13044157766477,-0.09,0.136938144015213,-0.09,0.210593328240387,0.207563025210084,0.208953983978092,0.20952380952381,-0.05,-0.0403113978980995,0.0910894033502729,-0.101972740315638,-0.0583882783882784,-0.0600583674164962,-0.041025641025641,-0.114769480519481,-0.0517948717948718,0.00349114572763424,0.131664845173042,-0.128671404979962,0.0369602321215224,-0.00450779727095516,0.00416666666666667,-0.00833333333333333,0.161532128284794,0.0721739130434783,-0.0333333333333333,-0.00952380952380952,-0.12,0.136748058571263,0.0650326701056251,0.0636993367722918,-0.0440570063150708,-0.0337764941058882,-0.0261904761904762,0.00635964912280701,-0.017747624736872,0.266914599460104,-0.00974762473687204,-0.0165130568356375,0.101972740315638,0.101972740315638,0.107427285770184,-0.194224422442244,0.121812359900875,0.0937037037037037,0.106861598440546,0.0937037037037037,0.116129891123473,0.126187698926676,0.128778488286853
"SNAI1",-0.138811405467229,-0.128778488286853,-0.121192281390301,-0.117118207316227,-0.135211314506876,-0.0937037037037037,0.137553150165275,-0.0937037037037037,0.208953983978092,0.210593328240387,0.206736242042608,0.207563025210084,-0.09,-0.0439962771865366,0.0899611982220678,-0.107427285770184,-0.060429094714809,-0.0652348380047315,-0.0517948717948718,-0.118399843555784,-0.0583882783882784,0.00358720720698102,0.1350916364503,-0.13125443081022,0.0440570063150708,-0.00520224171539961,-0.00635964912280701,0.00416666666666667,0.0700730535516983,0.0636993367722918,-0.00833333333333333,-0.0261904761904762,-0.0721739130434783,0.138421698738627,0.0677232530652664,0.0650326701056251,-0.0417199829448371,-0.0397288750582692,-0.0165130568356375,0.00450779727095516,-0.00974762473687204,0.272311850549612,-0.0103301490087167,-0.017747624736872,0.107427285770184,0.107427285770184,0.106606267707787,-0.201394233762999,0.126442953033029,0.106861598440546,0.116129891123473,0.107217217217217,0.120700275035721,0.130643657475899,0.132908586376683
"CD44",-0.26,-0.314108527131783,-0.246666666666667,-0.1,-0.406002400960384,0.1,0.153968253968254,0,0.180833333333333,0.193333333333333,0.169722222222222,0.133333333333333,0.1,-0.15125,0.0586813186813187,0.185714285714286,0.216541353383459,0.0482051282051282,0.2,-0.405952380952381,0.242857142857143,0.0656258234519104,0.258730158730159,-0.144444444444444,-0.116666666666667,0.00666666666666667,0,0,0.256113769271664,-0.15,0.1,0.1,0.2,0.0633333333333333,-0.21,-0.23,0.114625850340136,0.0625730994152047,0.1,0,0.15,0.432056832056832,0.15,0.15,-0.185714285714286,-0.185714285714286,-0.188571428571429,-0.116666666666667,0.308692867223971,0.1,0.2,0,0.246666666666667,0.324102564102564,0.346416219439475
"TGFR",0.0602680700320185,0.065805573109446,0.0619778219132737,0.0527672955974843,0.0571301754431817,0.0333333333333333,0.163216553078822,0.0142857142857143,0.340436507936508,0.427936507936508,0.343982607227288,0.408888888888889,0,-0.0126343947489761,0.237988664821405,-0.121428571428571,-0.231175059952038,-0.123494429147724,-0.233333333333333,0.122382130331451,-0.233333333333333,0.0188329776761368,0.167140223747775,-0.169048570415523,0.167262952101662,0.0505566241184356,0.0476190476190476,0.0333333333333333,0.22814807209417,0.157894736842105,0.0333333333333333,-0.113333333333333,-0.1,0.213939393939394,0.138229592245454,0.14233918128655,-0.166907080215541,-0.1402061260429,-0.146666666666667,-0.0528822055137845,-0.160136494252874,0.000962415462339174,-0.16635118351841,-0.157011494252874,0.121428571428571,0.121428571428571,0.117335004177109,-0.233300844704353,-0.065433200983038,-0.0242857142857143,-0.0337196765498652,-0.0433333333333333,-0.0421067733240588,-0.067984903143155,-0.0722714721351324
"TGF",0.0503968253968254,0.0619778219132737,0.0527672955974843,0.0433333333333333,0.0535011431851172,0,0.167367496475048,0,0.427936507936508,0.408888888888889,0.340436507936508,0.42,0,-0.0174378881987578,0.234074074074074,-0.121428571428571,-0.233333333333333,-0.126392979872361,-0.213333333333333,0.114313670673749,-0.233333333333333,0.0220587841277497,0.154640223747775,-0.167161777962693,0.162424242424242,0.0528822055137845,0.0333333333333333,0.0333333333333333,0.230212968849332,0.1,0,-0.133333333333333,-0.1,0.208225108225108,0.14233918128655,0.157894736842105,-0.167262952101662,-0.134235976789168,-0.113333333333333,-0.0476190476190476,-0.157011494252874,0.0044346376845614,-0.160136494252874,-0.146666666666667,0.121428571428571,0.121428571428571,0.121428571428571,-0.239473684210526,-0.0638999812215389,-0.0142857142857143,-0.0242857142857143,-0.0333333333333333,-0.0337196765498652,-0.0615183904410765,-0.065805573109446
"cMet",-0.325079365079365,-0.346416219439475,-0.314108527131783,-0.246666666666667,-0.438434833392817,0,0.179220779220779,-0.1,0.169722222222222,0.180833333333333,0.180360520094563,0.193333333333333,0.1,-0.175300632911392,0.0463217681195209,0.188571428571429,0.188881778915374,0.0155964325529543,0.242857142857143,-0.455952380952381,0.216541353383459,0.0718758234519104,0.253968253968254,-0.155555555555556,-0.114625850340136,0.0129166666666667,0,0,0.276452752322511,-0.23,0,0.1,0.15,0.0818518518518518,-0.222727272727273,-0.21,0.110989486703772,0.0606123151014792,0.15,-0.00666666666666667,0.15,0.462713766363401,0.159375,0.15,-0.188571428571429,-0.188571428571429,-0.173477088948787,-0.15,0.324214495722699,0.2,0.246666666666667,0.1,0.31030303030303,0.357198649511817,0.38483429853552
"STAT",-0.375740729858377,-0.378608112007166,-0.349901487401487,-0.313149350649351,-0.351765036915443,-0.214285714285714,0.183629191321499,-0.214285714285714,0.151345693779904,0.153977272727273,0.149896418417585,0.122727272727273,-0.1,-0.139685071574642,-0.0674187797875954,-0.172684036393714,-0.154497558666605,-0.177168944186209,-0.107843137254902,-0.303400089007566,-0.132167461579226,0.0190040290206091,0.270419885125767,-0.166415635646405,0.0281803542673108,-0.0404923325262308,-0.03,-0.05,0.269512119003063,0.0866666666666667,0,0.05,-0.0666666666666667,0.227110682110682,0.0358127767235927,0.0454901960784314,-0.0247320784052418,-0.0226666666666667,0.025,0.0252380952380952,0.0572480620155039,0.359975979238574,0.0722923098031145,0.0316666666666667,0.172684036393714,0.172684036393714,0.176415379677296,-0.291748768472906,0.361967953080656,0.276785714285714,0.313149350649351,0.276785714285714,0.349283804430863,0.382934595547358,0.401134929647213
"ILK",-0.336571428571429,-0.346800445930881,-0.313467112597547,-0.281159420289855,-0.531352378860615,-0.2,0.251637453949397,-0.2,0.221882352941176,0.205882352941176,0.225947393591583,0.2,-0.1,-0.290448315911731,-0.0192037470725995,0.18604329004329,0.046712158808933,-0.123947368421053,0.075,-0.491125541125541,0.0596153846153846,0.0334397363085888,0.232456140350877,-0.156769073469984,-0.0171748699479792,0.220211161387632,0.2,0.233333333333333,0.37384460547504,-0.104761904761905,0.2,0,0.133333333333333,0.303587588881707,-0.13716306194609,-0.122408963585434,0.0163748699479792,0.0100561665489523,0.05,-0.217647058823529,0.0653846153846154,0.23073499304913,0.0792735042735043,0.05,-0.18604329004329,-0.18604329004329,-0.184673427029591,-0.273076923076923,0.175088855036398,0.233333333333333,0.281159420289855,0.233333333333333,0.313467112597547,0.227053884860237,0.372573641807169
"AKT",-0.371589479112945,-0.372573641807169,-0.346800445930881,-0.313467112597547,-0.552609616246885,-0.233333333333333,0.262596358058986,-0.233333333333333,0.225947393591583,0.221882352941176,0.229270656431462,0.205882352941176,-0.2,-0.306989669295189,-0.0250141446261164,0.184673427029591,0.0320780124674696,-0.143814918089927,0.0596153846153846,-0.515319089512638,0.046712158808933,0.0350440143834551,0.246986054880792,-0.171837566620669,-0.0163748699479792,0.119201060377531,0.217647058823529,0.2,0.392641597956243,-0.122408963585434,0.233333333333333,0.05,0.104761904761905,0.325326719316489,-0.148555467009381,-0.13716306194609,0.0167115702846795,0.0108080462482005,0.05,-0.220211161387632,0.0792735042735043,0.252544038275261,0.089799820062978,0.0653846153846154,-0.184673427029591,-0.184673427029591,-0.182022824619953,-0.297521367521368,0.190997945945489,0.281159420289855,0.313467112597547,0.281159420289855,0.346428006452296,0.24815480229143,0.394881334114862
"DSH",-0.396269970829877,-0.40813407691414,-0.375753124533187,-0.332706766917293,-0.621675986743477,-0.225,0.288410330656762,-0.225,0.335610766045549,0.332753623188406,0.340837246881786,0.306666666666667,-0.2,-0.230723059070672,0.0721234876929495,0.221771680453819,0.0325194413429708,-0.169058816620376,0.0690476190476191,-0.668689276960339,0.0514005602240896,0.0371591678984972,0.26942699409861,-0.188391964627161,-0.00443214685770652,0.141135057471264,0.138333333333333,0.113333333333333,0.438419599723948,-0.110980392156863,0.133333333333333,0.05,0.0933333333333333,0.344385614385614,-0.145984569266303,-0.133202614379085,0.00480950534827256,-0.00110201854882706,0.0409090909090909,-0.144583333333333,0.0745496439044826,0.398644284061353,0.0874330794873047,0.0551948051948052,-0.221771680453819,-0.221771680453819,-0.219250672050458,-0.358388765705839,0.201949914185964,0.293421052631579,0.332706766917293,0.293421052631579,0.375190427048012,0.272247331285632,0.436362037733374
"KLF4",-0.645848207524718,-0.682571453408306,-0.626718610598941,-0.564979480164159,-0.518694130862614,-0.4,0.2968782249742,-0.4,-0.122424242424242,-0.113090909090909,-0.129741315594974,-0.109090909090909,-0.3,-0.377924536756963,-0.319572984749455,-0.166282051282051,-0.401824101021062,-0.551276180091772,-0.323636363636364,-0.454616859374717,-0.365741626794258,0.0968213268213268,0.225925925925926,-0.222115583075335,-0.0533333333333333,-0.158624338624339,-0.12,-0.1,0.407672775823081,0.0527272727272727,-0.1,0.2,-0.08,0.353360131931561,0.0378697833397652,0.0409625668449198,0.0591304347826087,0.0777234530175707,0.3,0.143809523809524,0.422916666666667,0.554038251841958,0.458400537634409,0.366666666666667,0.166282051282051,0.166282051282051,0.175840874811463,-0.151014865637507,0.658274645530175,0.488235294117647,0.564979480164159,0.488235294117647,0.625324307750366,0.754289747064137,0.728524130867833
"HEY1",-0.645848207524718,-0.682571453408306,-0.626718610598941,-0.564979480164159,-0.518694130862614,-0.4,0.2968782249742,-0.4,-0.122424242424242,-0.113090909090909,-0.129741315594974,-0.109090909090909,-0.3,-0.377924536756963,-0.319572984749455,-0.166282051282051,-0.401824101021062,-0.551276180091772,-0.323636363636364,-0.454616859374717,-0.365741626794258,0.0968213268213268,0.225925925925926,-0.222115583075335,-0.0533333333333333,-0.158624338624339,-0.12,-0.1,0.407672775823081,0.0527272727272727,-0.1,0.2,-0.08,0.353360131931561,0.0378697833397652,0.0409625668449198,0.0591304347826087,0.0777234530175707,0.3,0.143809523809524,0.422916666666667,0.554038251841958,0.458400537634409,0.366666666666667,0.166282051282051,0.166282051282051,0.175840874811463,-0.151014865637507,0.658274645530175,0.488235294117647,0.564979480164159,0.488235294117647,0.625324307750366,0.754289747064137,0.728524130867833
"FOXC2",-0.645848207524718,-0.682571453408306,-0.626718610598941,-0.564979480164159,-0.518694130862614,-0.4,0.2968782249742,-0.4,-0.122424242424242,-0.113090909090909,-0.129741315594974,-0.109090909090909,-0.3,-0.377924536756963,-0.319572984749455,-0.166282051282051,-0.401824101021062,-0.551276180091772,-0.323636363636364,-0.454616859374717,-0.365741626794258,0.0968213268213268,0.225925925925926,-0.222115583075335,-0.0533333333333333,-0.158624338624339,-0.12,-0.1,0.407672775823081,0.0527272727272727,-0.1,0.2,-0.08,0.353360131931561,0.0378697833397652,0.0409625668449198,0.0591304347826087,0.0777234530175707,0.3,0.143809523809524,0.422916666666667,0.554038251841958,0.458400537634409,0.366666666666667,0.166282051282051,0.166282051282051,0.175840874811463,-0.151014865637507,0.658274645530175,0.488235294117647,0.564979480164159,0.488235294117647,0.625324307750366,0.754289747064137,0.728524130867833
"cateninnuc",-0.728524130867833,-0.631703606650842,-0.596080006949572,-0.556000641870207,-0.535602905255019,-0.451048951048951,0.301000252871968,-0.451048951048951,-0.0324395604395604,-0.0324395604395604,-0.036588032055281,-0.0262857142857143,-0.381818181818182,-0.386539607933051,-0.230486156184273,-0.0939169389169389,-0.417333763332975,-0.486220908000166,-0.365536723163842,-0.472630143170221,-0.394606490605702,0.0642492231476442,0.22121163731484,-0.197232208455903,-0.0453275613275613,-0.0812367424242424,-0.0674242424242424,-0.0583333333333333,0.427745563981715,0.0139061421670117,-0.0333333333333333,0.255555555555556,-0.0123188405797101,0.377788757974862,0.00829123100686773,0.0151719649518219,0.0479196486399761,0.0736712006873602,0.305555555555556,0.0734242424242424,0.358096030048988,0.583994425932369,0.379228927652474,0.330145719489982,0.0939169389169389,0.0939169389169389,0.100145895145895,-0.148130008896899,0.468751331102954,0.5017338825558,0.553907795599279,0.503826728826729,0.593433487298883,0.591900263206573,0.560949671273874
"Ecadherin",-0.70708532092678,-0.728524130867833,-0.682571453408306,-0.626718610598941,-0.54916943375171,-0.488235294117647,0.319627040140077,-0.488235294117647,-0.129741315594974,-0.122424242424242,-0.132453792990996,-0.113090909090909,-0.4,-0.406986321653988,-0.333539465196383,-0.175840874811463,-0.433422614032215,-0.58766061945104,-0.365741626794258,-0.485742687189287,-0.401824101021062,0.100731941346466,0.243647444913268,-0.242494729994767,-0.0591304347826087,-0.167715247715248,-0.143809523809524,-0.12,0.437419611266119,0.0409625668449198,-0.1,0.3,-0.0527272727272727,0.385944401594482,0.0374776264770201,0.0378697833397652,0.0613096115380566,0.0877905671115304,0.366666666666667,0.158624338624339,0.458400537634409,0.590582502293493,0.489109199051731,0.422916666666667,0.175840874811463,0.175840874811463,0.186455399951128,-0.17075170774277,0.587778053514595,0.564979480164159,0.625324307750366,0.564979480164159,0.680657641083699,0.795443593217984,0.76801992918716
"cateninmemb",-0.70708532092678,-0.728524130867833,-0.682571453408306,-0.626718610598941,-0.54916943375171,-0.488235294117647,0.319627040140077,-0.488235294117647,-0.129741315594974,-0.122424242424242,-0.132453792990996,-0.113090909090909,-0.4,-0.406986321653988,-0.333539465196383,-0.175840874811463,-0.433422614032215,-0.58766061945104,-0.365741626794258,-0.485742687189287,-0.401824101021062,0.100731941346466,0.243647444913268,-0.242494729994767,-0.0591304347826087,-0.167715247715248,-0.143809523809524,-0.12,0.437419611266119,0.0409625668449198,-0.1,0.3,-0.0527272727272727,0.385944401594482,0.0374776264770201,0.0378697833397652,0.0613096115380566,0.0877905671115304,0.366666666666667,0.158624338624339,0.458400537634409,0.590582502293493,0.489109199051731,0.422916666666667,0.175840874811463,0.175840874811463,0.186455399951128,-0.17075170774277,0.5883554844169,0.564979480164159,0.625324307750366,0.564979480164159,0.680657641083699,0.69570479181036,0.76801992918716
"SNAI2",-0.660853958281929,-0.70708532092678,-0.645848207524718,-0.575955734406439,-0.551544225991072,-0.4,0.328301027900147,-0.4,-0.169905911082382,-0.160504201680672,-0.177980445243872,-0.150980392156863,-0.3,-0.411076197806334,-0.356510324220175,-0.210659327351482,-0.435856687172477,-0.577922019763751,-0.343421052631579,-0.486030157254455,-0.394298245614035,0.126057096505002,0.253653846153846,-0.253062722886511,-0.0641851106639839,-0.200543553524443,-0.158333333333333,-0.133333333333333,0.43698115566893,0.0823529411764706,-0.1,0.2,-0.1,0.381346153846154,0.0618706942236354,0.0686274509803922,0.0704052063577638,0.0901145268233876,0.3,0.182471264367816,0.439735894357743,0.788600050246544,0.484806316892954,0.376470588235294,0.210659327351482,0.210659327351482,0.222074852465637,-0.168931710615281,0.794721614991353,0.492857142857143,0.575955734406439,0.492857142857143,0.64493969162569,0.782527185582762,0.758793395460942
"AXIN2",-0.153618859467765,-0.672660805287648,-0.617678390281787,-0.555533279871692,-0.804616647722288,-0.4,0.413391116589763,-0.4,0.191159046214356,0.183194444444444,0.19478940925066,0.172083333333333,-0.3,-0.372651103775226,-0.0440286600935688,0.21279664489007,-0.11945285511075,-0.47080783493827,-0.0663157894736842,-0.744884605605429,-0.0931015037593985,0.124698630187373,0.372343962069294,-0.32507956489987,-0.022866344605475,0.185169082125604,0.179710144927536,0.166666666666667,0.61185180470225,-0.228617886178862,0.133333333333333,0.15,0.206666666666667,0.506651404151404,-0.253671060526268,-0.242636577767647,0.0240568207959512,0.0251001798669141,0.203846153846154,-0.184057971014493,0.275869963369963,0.591616318335845,0.304394553533898,0.241941391941392,-0.21279664489007,-0.21279664489007,-0.208859637016055,-0.289359797129783,0.359970677456414,0.481395348837209,0.555533279871692,0.481395348837209,0.617168499997478,0.60616406174831,0.719310178396165
