"","RKIP","cfos","SNAI1","TWIST1","MEK","ERK","SUFU","EGR1","NOTCHic","NFB","Csn","IKK","Csl","TrCP","AXIN2","Wnt","GLI","Destcompl","SNAI2","TCFLEF","DELTA","SOSGRB2","TGFR","TGF","CDC42","PAK1","RAS","STAT","RAF","PI3K","Ecadherin","DSH","CD44","cateninnuc","LIV1","cMet","miR200","SRC","cateninmemb","Frizzled","HEY1","SMAD","SMO","ILK","FUS","SHH","Patched","AKT","Jagged","NOTCH","GSK3","ZEB2","ZEB1","FOXC2","KLF4"
"Csl",0.152221064328414,0.0719047619047619,0.11479900132074,0.0623512608815234,0.0752898550724638,0.0633333333333333,-0.0166666666666667,0.0933333333333333,-0.0207276255154014,0.0222222222222222,0.0222222222222222,0.010594315245478,-0.0259907834101383,0.0333333333333333,-0.123851670027278,-0.0827716369651854,-0.077932927287766,-0.0725554198313685,0.208245904473456,-0.0773785647286192,0.00881637103526159,-0.0506231765666939,-0.0379332009223113,-0.0372529288134677,-0.0322007168458781,-0.0515555555555556,-0.00955166515290865,0.0661538461538461,-0.00881637103526159,-0.00881637103526159,0.212111705507581,0.0661538461538461,0.0784472670186956,0.0801801656434277,0.12,0.0829370629370629,0.101326102461771,0.0752447552447552,0.196183359060824,0.0752447552447552,0.090383194526417,-0.00427029804727646,0.000829562594268479,-0.00593696471394313,0.0243589743589744,0.00621517623905899,0.00190483141147278,-0.0175710594315245,0.01887102258791,0.0261821709699469,0.0748644111205918,0.000426330726594959,0.000426330726594959,-0.181320666197513,0.000503795721187026
"Csn",0.0617326575863161,0.0963636363636364,0.0176115880874155,0.0738756428237494,0.065952380952381,0.0742857142857143,0.0428571428571429,0.06,-0.0977633477633478,0.0966666666666667,0.105,0.100833333333333,-0.114646464646465,0.18,0.0186012747875354,0.00741587037806398,-0.00786797241669585,-0.0226464414926449,0.108589716560758,-0.00235190382700927,0.02928277430587,0.065163150005765,0.0830776188985144,0.0766337048173688,0.0651289009497965,0.0636363636363636,-0.0260198184517434,0.05,-0.02928277430587,-0.02928277430587,0.192371572867057,0.05,0.00813968517749158,-0.00167695967269007,0,-0.00741587037806398,0.0882959362651616,-0.00862068965517241,0.130557121873136,-0.00862068965517241,-0.00642857142857143,0.00144664745299036,0.0227994227994228,-0.000866977225672878,0.00158730158730159,0.00103844976928002,0.000218777638132478,-0.0904333333333333,0.00713746039578756,0.0881479631479632,-0.0762693590877455,0.00121091811414392,0.00121091811414392,-0.108247784816372,0.00780722545428428
"AKT",-0.0788096174924819,-0.112605042016807,-0.0462803143123509,-0.10461603165573,-0.0834703667729802,-0.0847361895577903,-0.05,-0.0714285714285714,0.105024813895782,-0.194117647058824,-0.2,-0.196681749622926,0.121153846153846,-0.166666666666667,-0.0321973525872443,0.000572277963582318,0.0201253505892806,0.0202210973055436,-0.114804558624747,0.0110679387475534,-0.0736101524046729,-0.0755982905982906,-0.0768000956480153,-0.0692472255573809,-0.0613529411764706,-0.0573529411764706,0.0728872608384079,-0.0555555555555556,0.0736101524046729,0.0736101524046729,-0.204336301475579,-0.0555555555555556,-0.0203462892630173,-0.00660640028601497,0,-0.000572277963582318,-0.0915148711436079,0.00096618357487922,-0.105988161681161,0.00096618357487922,0.00207923198167956,-0.0109752410054931,-0.0230769230769231,-0.00794493797519008,0,-0.00228744939271255,0.00192307692307692,0.089611042552219,-0.0144336005576856,-0.095268716334806,0.0771030194417291,0.00162045654986249,0.00162045654986249,0.144042912158445,-0.00515632028789923
"NOTCH",-0.15393457117595,-0.06,-0.121282051282051,-0.0649152542372881,-0.0719047619047619,-0.0933333333333333,0,0,-0.0514285714285714,-0.0333333333333333,0,-0.0222222222222222,-0.08,0,0.120970350404313,0.0661538461538461,0.0752447552447552,0.0756986251939523,-0.211018937489526,0.0829370629370629,-0.00606060606060606,0.0757894736842105,0.0515555555555556,0.0322007168458781,0.0555555555555556,0,0.0162055335968379,-0.1,0.00606060606060606,0.00606060606060606,-0.211473684210526,-0.1,-0.0752447552447552,-0.0784472670186956,0,-0.0661538461538461,-0.102424242424242,-0.12,-0.198108785985786,-0.12,-0.0956521739130435,0.00809523809523809,-0.0166666666666667,0.00476190476190476,0.0333333333333333,-0.000829562594268479,-0.0243589743589744,0.0222222222222222,-0.0176430976430976,-0.0259907834101383,-0.0783089515848137,0.00177133655394525,0.00177133655394525,0.185918367346939,-0.00193236714975845
"TrCP",0.147693981892877,0.0669565217391304,0.109040241653154,0.0646918878223226,0.0684254482928028,0.0550921149594694,-0.00952380952380952,0.08,-0.00717948717948718,0.0208333333333333,0.00833333333333333,0.00504385964912281,-0.0179487179487179,0.0333333333333333,-0.139781578213589,-0.104230019493177,-0.0998397755907384,-0.0922136946792985,0.218273838022521,-0.0975911555119476,-0.00867872894415219,-0.0389026402640264,-0.0321110262286733,-0.0310181300538099,-0.0260504201680672,-0.0476190476190476,0.00867872894415219,0.09,0.00867872894415219,0.00867872894415219,0.195014942690622,0.09,0.100554118474911,0.101177362408499,0.15,0.104514514514515,0.100075424724574,0.0937037037037037,0.19736493825244,0.0937037037037037,-0.00728900255754476,-0.00218125960061444,0.00360983102918586,-0.00476190476190476,0.0261904761904762,0.00884439893042043,0.00484439893042043,-0.0124512670565302,0.0104626789366053,0.015970695970696,0.0890443722943723,0.00215836584420314,0.00215836584420314,-0.187009915825035,-0.00010408534998699
"LIV1",0.147693981892877,0.0669565217391304,0.109040241653154,0.0646918878223226,0.0684254482928028,0.0550921149594694,-0.00952380952380952,0.08,-0.00717948717948718,0.0208333333333333,0.00833333333333333,0.00504385964912281,-0.0179487179487179,0.0333333333333333,-0.139781578213589,-0.104230019493177,-0.0998397755907384,-0.0922136946792985,0.218273838022521,-0.0975911555119476,-0.00867872894415219,-0.0389026402640264,-0.0321110262286733,-0.0310181300538099,-0.0260504201680672,-0.0476190476190476,0.00867872894415219,0.09,0.00867872894415219,0.00867872894415219,0.195014942690622,0.09,0.100554118474911,0.101177362408499,0.15,0.104514514514515,0.100075424724574,0.0937037037037037,0.19736493825244,0.0937037037037037,-0.00728900255754476,-0.00218125960061444,0.00360983102918586,-0.00476190476190476,0.0261904761904762,0.00884439893042043,0.00484439893042043,-0.0124512670565302,0.0104626789366053,0.015970695970696,0.0890443722943723,0.00215836584420314,0.00215836584420314,-0.187009915825035,-0.00010408534998699
"cfos",-0.157086247086247,-0.08,-0.108801578168667,-0.0668658008658009,-0.0550921149594694,-0.0669565217391304,-0.0333333333333333,0.04,0.0179487179487179,-0.00833333333333333,-0.0333333333333333,-0.0208333333333333,0.0333333333333333,0,0.140410509031199,0.0937037037037037,0.104230019493177,0.0910106871605015,-0.220082156286536,0.100554118474911,0.00136165577342048,0.0458333333333333,0.0260504201680672,0.0321110262286733,0.0476190476190476,0.0428571428571429,-0.00867872894415219,-0.15,-0.00136165577342048,-0.00136165577342048,-0.19591459666986,-0.15,-0.104514514514515,-0.0975911555119476,-0.1,-0.0937037037037037,-0.10362872421696,-0.09,-0.19773123861874,-0.09,0.00434782608695652,0.00476190476190476,-0.0261904761904762,0.00476190476190476,-0.00952380952380952,-0.00484439893042043,-0.00360983102918586,0.00504385964912281,-0.0129166666666667,-0.00717948717948718,-0.093771645021645,0.0039509589146393,0.0039509589146393,0.192527157204345,-0.00317460317460317
"CDC42",-0.157086247086247,-0.08,-0.108801578168667,-0.0668658008658009,-0.0550921149594694,-0.0669565217391304,-0.0333333333333333,-0.06,0.0179487179487179,-0.00833333333333333,-0.0333333333333333,-0.0208333333333333,0.0333333333333333,0,0.140410509031199,0.0937037037037037,0.104230019493177,0.0910106871605015,-0.220082156286536,0.100554118474911,0.00136165577342048,0.0458333333333333,0.0260504201680672,0.0321110262286733,0.0476190476190476,0.142857142857143,-0.00867872894415219,-0.15,-0.00136165577342048,-0.00136165577342048,-0.19591459666986,-0.15,-0.104514514514515,-0.0975911555119476,-0.1,-0.0937037037037037,-0.10362872421696,-0.09,-0.19773123861874,-0.09,0.00434782608695652,0.00476190476190476,-0.0261904761904762,0.00476190476190476,-0.00952380952380952,-0.00484439893042043,-0.00360983102918586,0.00504385964912281,-0.0129166666666667,-0.00717948717948718,-0.093771645021645,0.0039509589146393,0.0039509589146393,0.192527157204345,-0.00317460317460317
"SNAI2",-0.0161538461538462,-0.0607843137254902,-0.0146316611200132,0.0865133906384271,-0.0573396926338103,-0.0627450980392157,0.1,-0.0666666666666667,0.108333333333333,-0.0666666666666667,-0.0666666666666667,-0.0701149425287356,0.11359649122807,-0.1,0.140345025021985,0.084865556978233,0.0886088724862544,0.0744333759764853,0.22520124944065,0.0887099201308769,-0.0558672276764844,0.140365111561866,0.0949723479135244,0.0931089938762573,0.0941176470588235,0.0941176470588235,0.057237090690183,-0.0890909090909091,0.0558672276764844,0.0558672276764844,-0.381053997919677,-0.0890909090909091,-0.0880913634298459,-0.0873124046029266,-0.08,-0.084865556978233,-0.00801619213950151,-0.0890909090909091,-0.279562899430504,-0.0890909090909091,0.0415913200723327,0.0304583481751755,-0.0741176470588235,0.0299798792756539,-0.08,-0.0733415619769034,-0.0761584633853541,0.0640908461431935,-0.0829801683980832,-0.104437229437229,-0.0730822701078548,0.00772624292007552,0.00772624292007552,-0.0856907034180543,-0.00519230769230769
"FOXC2",-0.0207276850133993,-0.0490909090909091,-0.0181377496216588,-0.00694989106753813,-0.0456949115166217,-0.0549732620320856,0,-0.04,0.0567464114832536,-0.02,0,-0.0247619047619048,0.0672727272727273,-0.1,0.0880913634298459,-0.012859097127223,-0.00423840747205057,0.0219966192963711,-0.0769397086555632,-0.00603635465230659,-0.00948717948717949,0.0996283590623213,0.0462424242424242,0.0428277900960828,0.0449090909090909,0.0409090909090909,0.0116930618401207,0,0.00948717948717949,0.00948717948717949,-0.19394799989121,0,0.00503301017070124,0.00865154767845852,0.0333333333333333,0.012859097127223,-0.00635327635327635,0.00588235294117647,-0.191400884571616,0.00588235294117647,0.0233919022154316,0.0173333333333333,0.0333333333333333,0.0173333333333333,0.0333333333333333,0.0324596774193548,0.0270833333333333,0.0136507936507937,0.00880105401844532,-0.053653627978099,-0.021088535067759,0.00823529411764706,0.00823529411764706,-0.0537524366471735,-0.0037037037037037
"cateninmemb",-0.0218512805190173,-0.0549732620320856,-0.0184542053178613,-0.00788098976399995,-0.0484400095558373,-0.0456949115166217,-0.0333333333333333,-0.0490909090909091,0.053653627978099,-0.0247619047619048,-0.02,-0.0136507936507937,0.0567464114832536,0,0.0887099201308769,-0.00423840747205057,-0.0055717408053839,0.0215306360717672,-0.075434591256406,-0.00865154767845852,-0.0116930618401207,0.0969967801149529,0.0428277900960828,0.0466252584505132,0.0462424242424242,0.0449090909090909,0.0105757434043665,0.00588235294117647,0.0116930618401207,0.0116930618401207,0.181201689153111,0.00588235294117647,0.00603635465230659,0.00706424609115694,0,0.00503301017070124,-0.00653949609256872,0.012859097127223,0.136422763818379,0.012859097127223,0.0254053250342236,0.017091202582728,0.0270833333333333,0.0173333333333333,0.0333333333333333,0.0285226695453391,0.0324596774193548,0.0175468975468976,0.00948755287428056,-0.057742847308954,-0.021088535067759,0.00823529411764706,0.00823529411764706,-0.0558119332146792,-0.00496952648851383
"GLI",-0.138556468357859,0.0938095238095238,-0.151425124863697,-0.109716216626234,0.0853285020688336,0.0925108225108225,0.0761904761904762,0.0771428571428571,-0.0524977895667551,-0.0157894736842105,0,-0.00966702470461869,-0.0474977895667551,-0.0333333333333333,0.145034722222222,0.220265654648956,0.11132948443619,0.0820275319013227,-0.240701299872005,0.10227782567686,0.12811425581743,0.261101405968663,0.15572435480373,0.155018472450789,0.15132183908046,0.161666666666667,-0.129500394431291,-0.09,-0.12811425581743,-0.12811425581743,-0.20074211923336,-0.2,-0.103251851650886,-0.106880336137111,-0.15,-0.111872541306058,-0.119994783338437,-0.0996774193548387,-0.205463671337432,-0.209677419354839,0.0469658383495395,0.0500656672827464,-0.0676378446115288,0.050606207823287,-0.0886904761904762,-0.0737770904333143,-0.0717194772645901,0.0143545247046187,0.0237430472307051,0.0439263609953265,-0.164089391875982,0.0132462024236218,0.0132462024236218,0.245689284485724,0.0159365079365079
"SMAD",-0.186653335925563,-0.076036866359447,-0.16061566524873,-0.128375293611672,-0.0894984048209855,-0.076036866359447,-0.108333333333333,-0.0857142857142857,-0.0903448275862069,-0.130952380952381,-0.116666666666667,-0.121148459383753,-0.08,-0.15,0.031023541812535,0.00586080586080586,0.000105410177352624,0.0364416283048572,-0.164994879262343,0.0228969742578171,-0.0780417021115711,0.00636645962732919,0.025685209956199,0.025286803581697,0.0206572769953052,0.0333333333333333,0.0757390705326237,-0.0171428571428571,0.0780417021115711,0.0780417021115711,-0.10276221038104,0.00952380952380952,-0.0273745861981156,-0.0274562447745344,-0.06,-0.0328291316526611,-0.120091178481878,-0.0171428571428571,-0.0715374148196813,0.00952380952380952,0.0691563875391045,-0.00119163941081749,0.115833333333333,0.100236932017754,0.0958333333333333,0.1049264747678,0.111246177370031,0.125148459383753,0.0939530791788856,0.0776464148877942,0.0620293699617008,0.0132652141576402,0.0132652141576402,0.259673203460561,0.0187085390980549
"Wnt",0.0433333333333333,0,0.0206521739130435,0.0841176470588235,0.101176470588235,0.06,0,0.1,-0.0642857142857143,0.0666666666666667,0.1,0.0866666666666667,-0.05,0.1,0.0412121212121212,-0.05,0.00789473684210527,-0.0183953673002382,0.0498275862068966,0.00789473684210527,0.0481203007518797,0.0545454545454545,0.0666666666666667,0.0710144927536232,0.1,0.1,-0.025393028024607,-0.1,-0.0481203007518797,-0.0481203007518797,0.188852984151961,-0.2,-0.00789473684210527,0.00998605785988149,0,0.05,0.0750505050505051,0,0.0941949152542373,-0.1,-0.00564102564102564,0.000715563506261181,-0.05,0.00769230769230769,0,0.0192640692640693,-0.00454545454545455,-0.0866666666666667,-0.00340686274509804,0.105952380952381,-0.10384012539185,0.0160688665710187,0.0160688665710187,-0.10663967611336,-0.00588235294117647
"SUFU",-0.154223297566449,-0.0507226107226107,-0.149024371927069,-0.0472272440398768,-0.0376534006467976,-0.0380789325616912,0.106666666666667,-0.0476923076923077,0.115606060606061,-0.0817142857142857,-0.0857142857142857,-0.0778681318681319,0.129242424242424,-0.1,0.195102374297203,0.156837606837607,0.162413815016046,0.0110854856740195,-0.207053671287545,0.0509968630243119,0.0611698896969792,0.18525334314808,0.220689093348668,0.224831105182987,0.227072072072072,0.221666666666667,-0.0637015352665994,-0.07,-0.0611698896969792,-0.0611698896969792,-0.0574115958629569,-0.175,-0.0569751238938771,-0.0513549192902965,-0.05,-0.0509600862998921,-0.117326484189523,-0.0422222222222222,-0.114978680968127,-0.147222222222222,0.0747730530339226,0.0695919701909421,-0.130277777777778,0.0688991295442908,-0.119166666666667,-0.12264157014157,-0.119166666666667,0.0758547090493399,-0.0559219050162873,-0.117193362193362,-0.029696547898451,0.0175864850840325,0.0175864850840325,0.150106393518664,0.00533005028194976
"RAS",-0.118698113207547,-0.24,0.0787020648967552,0.0376432078559738,-0.305221878224974,-0.318947368421053,0.1,-0.24,0.186842105263158,-0.0666666666666667,-0.1,-0.0733333333333333,0.15,-0.1,-0.0493544137022398,0.00588235294117647,-0.0399509803921569,0.0410115026394096,0.239975076469922,-0.0215153557331279,-0.167435897435897,-0.16969696969697,0.06,0.0510891089108911,0.06,0.02,0.053974358974359,0.1,0.167435897435897,0.167435897435897,-0.086501348013953,0.1,0.0430538172715895,0.0121669138067823,0,-0.00588235294117647,-0.0203076923076923,0,-0.0499895584036128,0,-0.0217391304347826,-0.128818800247372,-0.1,-0.132900432900433,-0.1,-0.138915254237288,-0.144,0.0622222222222222,-0.090715552927262,-0.20759682224429,-0.0442764857881137,0.0204455081001473,0.0204455081001473,-0.0238095238095238,0.0317857142857143
"NFB",0.0289687543785904,0.0851428571428571,-0.00121912773381978,0.0900700280112045,0.094031746031746,0.105142857142857,-0.12,0.0571428571428571,-0.203607503607504,0.0142857142857143,0.114285714285714,0.00617760617760618,-0.176623376623377,0.1,-0.0857548125633232,-0.0657264957264957,-0.0623557092096418,-0.0838395661512994,0.335835489781167,-0.0723202166733598,0.106561693208251,0.0831777974347634,0.0998747474747475,0.107469684183608,0.0974747474747475,0.111111111111111,-0.113029354899794,0.0611111111111111,-0.106561693208251,-0.106561693208251,0.169689359828656,0.0611111111111111,0.0617716934666087,0.0697319813792422,0.05,0.0657264957264957,0.063082514053222,0.0918803418803419,0.157500565620061,0.0918803418803419,0.0871001031991744,0.0993816482019949,0.105925925925926,0.099009900990099,0.08,0.108875655880226,0.119719029374202,-0.0083998283998284,0.0797480441139122,0.193930084252665,-0.0129702650290886,0.0230730273960764,0.0230730273960764,-0.190204492276205,0.0267399267399267
"IKK",0.0276867030965392,0.0571428571428571,-0.00752049759683348,0.0891176470588235,0.105142857142857,0.0851428571428571,-0.1,0.1,-0.176623376623377,0.114285714285714,0.1,0.0142857142857143,-0.190909090909091,0.2,-0.0914285714285714,-0.0918803418803419,-0.0657264957264957,-0.0798528551878442,0.333193213358403,-0.0617716934666087,0.119237749546279,0.090546218487395,0.0974747474747475,0.0998747474747475,0.111111111111111,0.1,-0.106561693208251,0.05,-0.119237749546279,-0.119237749546279,0.172097064483552,0.05,0.0657264957264957,0.0723202166733598,0.1,0.0918803418803419,0.0645930880713489,0.0611111111111111,0.153382297404644,0.0611111111111111,0.0871001031991744,0.099009900990099,0.08,0.1,0.12,0.119719029374202,0.105925925925926,-0.00617760617760618,0.0826257419556388,0.203607503607504,-0.0204212454212454,0.0265213032581454,0.0265213032581454,-0.191399711399711,0.0113553113553114
"RKIP",0.0933473389355742,0.31,-0.176109942734366,-0.263856209150327,0.261430667644901,0.272068965517241,-0.1,0.21,-0.155555555555556,-0.114285714285714,-0.1,-0.126785714285714,-0.155555555555556,-0.1,-0.0805907172995781,-0.0266666666666667,-0.0651282051282051,-0.00393209548627814,-0.422800897592819,-0.0584590847748743,0.0811688311688312,0.282031746031746,-0.00857142857142856,-0.00576769025367155,-0.0133333333333333,-0.0333333333333333,-0.0922799422799423,0.1,-0.0811688311688312,-0.0811688311688312,0.0543613455570787,0.1,0.0577597840755736,0.0429374562761465,0,0.0192982456140351,-0.135444231065117,0.0666666666666667,0.0860812072576778,0.0666666666666667,0.132597754548974,0.151913577108674,0.173333333333333,0.144982884039367,0.133333333333333,0.141857923497268,0.153333333333333,0.123755411255411,0.141001697792869,0.128632478632479,0.111426319936958,0.0580707795313247,0.0580707795313247,0.266681402888299,0.0720707795313247
"MEK",0.0788736547250479,0.272068965517241,-0.18572532734975,-0.268618113912232,0.178097334311568,0.261430667644901,-0.133333333333333,0.31,-0.128632478632479,-0.126785714285714,-0.114285714285714,-0.123755411255411,-0.155555555555556,-0.1,-0.0859961227049835,-0.0651282051282051,-0.0658275058275058,0.000670414973972907,-0.430343476668245,-0.0429374562761465,0.0922799422799423,0.282031746031746,-0.00576769025367155,-0.0130669603266643,-0.00857142857142856,-0.0133333333333333,-0.0843434343434344,0.0666666666666667,-0.0922799422799423,-0.0922799422799423,0.0536327481071698,0.0666666666666667,0.0584590847748743,0.0505582741200127,0.1,0.0577597840755736,-0.138849803820535,0.0192982456140351,0.0816909633552388,0.0266666666666667,0.134415936367156,0.148592543898342,0.153333333333333,0.151913577108674,0.173333333333333,0.159504982320797,0.141857923497268,0.127284823020117,0.144280386317459,0.142501091771165,0.0984042069148452,0.0660072874678327,0.0660072874678327,0.276591312798209,0.0603060736489718
"ERK",0.069124351103878,0.261430667644901,-0.179012364386787,-0.264595922511399,0.175590370523267,0.178097334311568,-0.173333333333333,0.272068965517241,-0.142501091771165,-0.123755411255411,-0.126785714285714,-0.127284823020117,-0.128632478632479,-0.114285714285714,-0.0780286430301867,-0.0658275058275058,-0.0510405384089595,-0.00650733775056674,-0.429802448715134,-0.0505582741200127,0.0843434343434344,0.271352134381261,-0.0130669603266643,-0.0108691581288621,-0.00576769025367155,-0.00857142857142856,-0.0844534453445345,0.0192982456140351,-0.0843434343434344,-0.0843434343434344,0.0512640560371389,0.0266666666666667,0.0429374562761465,0.0531277185644571,0.0666666666666667,0.0584590847748743,-0.142526274408771,0.0577597840755736,0.085094827200685,0.0651282051282051,0.131344264012207,0.14828859253056,0.141857923497268,0.148592543898342,0.153333333333333,0.157572615171039,0.159504982320797,0.124532529442135,0.133738217642761,0.1483182662864,0.0941353604116663,0.0689994134520846,0.0689994134520846,0.283941740148637,0.0672828178350183
"SOSGRB2",0.0426169590643275,0.382539682539683,-0.228680170575693,-0.166927536231884,0.367961467961468,0.352809952809953,-0.2,0.371428571428571,-0.337762237762238,-0.0111111111111111,0,-0.0269005847953216,-0.345454545454545,0,-0.0849903740374037,-0.0404761904761905,-0.0709109730848861,0.0328973785349624,-0.421021075577542,-0.0542595619483491,0.22391713747646,0.434166666666667,0.099010989010989,0.101138648585457,0.102857142857143,0.0928571428571429,-0.231609445168767,0.1,-0.22391713747646,-0.22391713747646,0.0772979126244272,0.1,0.0658385093167702,0.0479498105143147,0,0.0354037267080745,-0.140274098741139,0.0571428571428571,0.100937521937522,0.0571428571428571,0.145549242424242,0.26166779457102,0.266666666666667,0.259569892473118,0.233333333333333,0.257804315943851,0.253153153153153,0.022733918128655,0.253047504469165,0.32790308283266,0.0909387324534589,0.0784335839598998,0.0784335839598998,0.238815628815629,0.082719298245614
"TWIST1",-0.105055031141988,0.11768115942029,-0.143814891970564,-0.10208328792997,0.114198572355613,0.11768115942029,-0.166666666666667,0.113333333333333,-0.0885470085470085,-0.0576923076923077,-0.05,-0.0576923076923077,-0.0911111111111111,0,-0.0765421675099095,-0.0402506265664161,-0.046650626566416,-0.0543131825663954,0.295963238309104,-0.0455919237771616,0.046897091710501,0.12453206595083,0.0967058516196447,0.0996671272460684,0.0992058516196447,0.0957575757575758,-0.0492943519844736,0.0476190476190476,-0.046897091710501,-0.046897091710501,0.0393318339383456,0.0476190476190476,0.0451325057067175,0.0427742124488119,0.0333333333333333,0.0391084093211753,-0.124907591796807,0.0476190476190476,0.0723296626279397,0.0476190476190476,0.11840814552679,0.133340631360433,0.159555555555556,0.132350532350532,0.155555555555556,0.160216868734582,0.163665144596651,0.0610821382007823,0.0492376193615338,0.0857168198677632,0.0672878085163524,0.0951855364136066,0.0951855364136066,0.0189667140811177,0.100229309985408
"TGF",-0.162337662337662,0.204761904761905,-0.303976478067387,-0.254259259259259,0.216691729323308,0.210025062656642,-0.133333333333333,0.233333333333333,-0.223333333333333,-0.0583333333333333,-0.0333333333333333,-0.044047619047619,-0.233333333333333,0,0.03668430335097,0.0128571428571429,0.00719676549865229,0.0516589818621763,-0.236204463830341,0.0454799735187024,0.113690476190476,0.344736842105263,0.163174603174603,0.0578174603174603,0.148888888888889,0.16,-0.110119047619048,0,-0.113690476190476,-0.113690476190476,-0.124802949392047,0,-0.0310062893081761,-0.038781408925401,0,-0.0366666666666667,-0.172465034965035,-0.0666666666666667,-0.0947126164140721,-0.0428571428571429,0.130625402965829,0.157585532746823,0.153333333333333,0.162424242424242,0.153333333333333,0.158613505747126,0.142988505747126,0.0493107769423559,0.144121256750123,0.230229885057471,-0.0121020097536732,0.0958435614728521,0.0958435614728521,0.401972049689441,0.0903890160183067
"TGFR",-0.168051948051948,0.210025062656642,-0.297191817300425,-0.250344668511928,0.211212277268514,0.216691729323308,-0.153333333333333,0.204761904761905,-0.230229885057471,-0.044047619047619,-0.0583333333333333,-0.0493107769423559,-0.223333333333333,-0.0333333333333333,0.0439804406900258,0.00719676549865229,0.0207451525954265,0.0446025302492731,-0.237130389756267,0.038781408925401,0.110119047619048,0.345971410006498,0.0578174603174603,0.0563990206011483,0.163174603174603,0.148888888888889,-0.10953425229741,-0.0666666666666667,-0.110119047619048,-0.110119047619048,-0.12684724240738,-0.0428571428571429,-0.0454799735187024,-0.0370985036995374,0,-0.0310062893081761,-0.175104331152718,-0.0366666666666667,-0.0930959882385524,-0.0128571428571429,0.12614779102553,0.16007663594967,0.142988505747126,0.157585532746823,0.153333333333333,0.156918590492889,0.158613505747126,0.0493107769423559,0.133976329213891,0.238143554122219,-0.0157694914162648,0.0969756369445502,0.0969756369445502,0.410268992920882,0.0957461588754495
"miR200",-0.000922601377776521,0.00571428571428572,-0.00140526140526141,0.0693716304145752,-0.00405689548546691,-0.00337662337662337,0.02,-0.0142857142857143,0.00571428571428572,-0.00421052631578948,-0.02,-0.012781954887218,-0.00463054187192118,0,0.0625427035117148,0.00777464788732394,0.00667574678842284,0.0185953285561523,-0.0735979560256698,0.0100754830235279,-0.0546613088404133,0.0133591231463572,0.0119070208728653,0.0119070208728653,0.0102941176470588,0.00833333333333333,0.0564069447506378,0,0.0546613088404133,0.0546613088404133,-0.00476097066544695,0,-0.00769453064257553,-0.009166392114437,0,-0.00881812614819351,-0.000147573272187436,-0.0130434782608696,-0.087796159100802,-0.012,8.47457627118645e-05,0.000846323061764014,-0.0075,-0.000721075057358243,-0.0075,-0.00985277930654926,-0.00876582278481013,0.012781954887218,0.00932566131223527,-0.00175948345439871,0.0541665183830893,0.101079749103943,0.101079749103943,-0.00722686527564576,0.0984126984126984
"ZEB2",-0.167181964573269,-0.142982456140351,-0.139992302938482,-0.137166092440629,-0.131298742529021,-0.130079230333899,-0.125,-0.116666666666667,-0.114564102564103,-0.111111111111111,-0.111111111111111,-0.108888888888889,-0.102564102564103,-0.1,-0.0674865188164352,-0.0624475524475524,-0.055108102906268,-0.0522782531664883,-0.0496741166256325,-0.0485735661532548,-0.0302597402597403,-0.0294322344322344,-0.00768089053803339,-0.00503538789253075,-0.00155844155844156,0.0038961038961039,0.0279042798743013,0.03,0.0302597402597403,0.0302597402597403,0.0369893148450677,0.0409090909090909,0.0439961013645224,0.049742397322086,0.05,0.0514035087719298,0.0544474403130124,0.0566666666666667,0.0640712479498271,0.0675757575757576,0.0788269794721408,0.0918466898954704,0.0935714285714286,0.0942857142857143,0.0964285714285714,0.101509344314222,0.103327526132404,0.106085150571132,0.111462965314222,0.114017654476671,0.161603761588295,0.175915808224026,0.175915808224026,0.242669774669775,0.275564344588049
