"","ZEB2","DELTA","miR200","AXIN2","EGR1","MEK","cateninmemb","NOTCH","cfos","LIV1","ERK","Jagged","cMet","CD44","TCFLEF","cateninnuc","Wnt","GLI","Ecadherin","STAT","FUS","Frizzled","DSH","HEY1","GSK3","Csn","ILK","SHH","Patched","SMAD","AKT","SMO","ZEB1","TrCP","SNAI1","RKIP","IKK","NFB","SUFU","FOXC2","SRC","KLF4","Csl","TWIST1","NOTCHic","SNAI2","SOSGRB2","RAS","RAF","PI3K","Destcompl","CDC42","TGFR","PAK1","TGF"
"cateninmemb",-0.00249991440826767,-0.012579185520362,-0.00224812018108107,-0.103757612336656,0.0527272727272727,0.0775018836025507,0.0675548725319625,-0.0676601159965724,0.0644919786096257,0,0.0778940404652958,-0.00786994062777224,-0.00749539047165883,-0.00849873495326419,-0.0121101919893788,-0.0125770453974086,-0.00842492570404264,-0.00909159237070931,0.0532350450812216,-0.0176470588235294,0.0166666666666667,-0.0153214774281806,-0.0176470588235294,-0.0126254479827318,0.0584016044753252,0.02,-0.0031304347826087,-0.0136916857167048,-0.00739247311827957,-0.00434108853563533,-0.00732082732082732,-0.00416666666666667,0.00447133655158247,0,-0.00528260899036109,-0.0139427987742594,-0.0112169312169312,-0.00380952380952381,-0.0333333333333333,-0.066112947424923,0.0153214774281806,-0.0149085794655415,0.0701435406698565,-0.00738513406604106,0.0732363241750111,-0.122413528191844,-0.0652809124010713,0.015651811218686,0.012579185520362,0.012579185520362,0.0635270673257182,-0.00424242424242424,-0.00570583887657058,0.00509090909090909,-0.0022700341749431
"KLF4",-0.00223942208462332,0.0184615384615385,-0.00277981277981278,0.104376169037687,-0.08,-0.0778940404652958,0.262908615774469,0.0732363241750111,-0.0527272727272727,-0.0333333333333333,-0.0644919786096257,0.00535277815637636,0.0153214774281806,0.00749539047165883,0.00849873495326419,0.0121101919893788,0.0153214774281806,0.00842492570404264,0.34439530789453,0,-0.0333333333333333,0.0176470588235294,0,0.006585179526356,-0.0608298605459654,0,-0.00266666666666667,0.00739247311827957,0.00416666666666667,0.0031304347826087,0.0112169312169312,0.0166666666666667,-0.00304953560371517,0.1,0.00623197607896868,0.00757575757575757,0.00380952380952381,-0.02,0,0.0663417803768681,-0.0176470588235294,0.0111111111111111,-0.0490909090909091,0.00943355119825708,-0.0701435406698565,0.12102882018462,0.0639651229273871,-0.012579185520362,-0.0184615384615385,-0.0184615384615385,-0.0618495277171441,-0.00509090909090909,0.00424242424242424,-0.00909090909090909,0.00570583887657058
"FOXC2",-0.00223942208462332,0.0184615384615385,-0.00277981277981278,0.104376169037687,-0.08,-0.0778940404652958,0.262908615774469,0.0732363241750111,-0.0527272727272727,-0.0333333333333333,-0.0644919786096257,0.00535277815637636,0.0153214774281806,0.00749539047165883,0.00849873495326419,0.0121101919893788,0.0153214774281806,0.00842492570404264,0.34439530789453,0,-0.0333333333333333,0.0176470588235294,0,0.006585179526356,-0.0608298605459654,0,-0.00266666666666667,0.00739247311827957,0.00416666666666667,0.0031304347826087,0.0112169312169312,0.0166666666666667,-0.00304953560371517,0.1,0.00623197607896868,0.00757575757575757,0.00380952380952381,-0.02,0,0.0663417803768681,-0.0176470588235294,0.0111111111111111,-0.0490909090909091,0.00943355119825708,-0.0701435406698565,0.12102882018462,0.0639651229273871,-0.012579185520362,-0.0184615384615385,-0.0184615384615385,-0.0618495277171441,-0.00509090909090909,0.00424242424242424,-0.00909090909090909,0.00570583887657058
"SNAI2",0.000106565974407383,0.0676133707339878,-0.00120115993928956,0.156672344854202,-0.1,-0.0937731849496555,0.346050299713999,0.121844383686489,-0.0823529411764706,0.08,-0.0843137254901961,0.101084002724912,0.107601975489299,0.104376169037687,0.103757612336656,0.105776245877028,0.107601975489299,0.104928178697856,0.51201640548868,0.0890909090909091,0.08,0.103376623376623,0.0890909090909091,0.0130198915009042,-0.10732376885571,0.0666666666666667,-0.00335345405767941,-0.0974948852780549,-0.0960864345738295,0.000952766038014371,0.0604452291926326,-0.0858823529411765,-0.00148835745752045,0.1,0.00076645641187788,0.00446153846153846,0.0520114942528736,0.0416666666666667,-0.1,0.0984394426642831,-0.103376623376623,0.0075,-0.103070175438596,0.104574532937372,-0.115350877192982,0.40389852693868,0.0913793103448276,-0.0639604026974582,-0.0676133707339878,-0.0676133707339878,-0.107714487683165,-0.00588235294117647,0.000100553041729513,-0.00588235294117647,0.00320614310384131
"HEY1",0.00223942208462332,-0.0184615384615385,0.00277981277981278,-0.104376169037687,0.08,0.0778940404652958,-0.262908615774469,-0.0732363241750111,0.0527272727272727,0.0333333333333333,0.0644919786096257,-0.00535277815637636,-0.0153214774281806,-0.00749539047165883,-0.00849873495326419,-0.0121101919893788,-0.0153214774281806,-0.00842492570404264,-0.34439530789453,0,0.0333333333333333,-0.0176470588235294,0,-0.006585179526356,0.0608298605459654,0,0.00266666666666667,-0.00739247311827957,-0.00416666666666667,-0.0031304347826087,-0.0112169312169312,-0.0166666666666667,0.00304953560371517,-0.1,-0.00623197607896868,-0.00757575757575757,-0.00380952380952381,0.02,0,-0.0663417803768681,0.0176470588235294,-0.0111111111111111,0.0490909090909091,-0.00943355119825708,0.0701435406698565,-0.12102882018462,-0.0639651229273871,0.012579185520362,0.0184615384615385,0.0184615384615385,0.0618495277171441,0.00509090909090909,-0.00424242424242424,0.00909090909090909,-0.00570583887657058
"Ecadherin",0.00249991440826767,0.012579185520362,0.00224812018108107,0.103757612336656,-0.0527272727272727,-0.0775018836025507,0.265088102953957,0.0676601159965724,-0.0644919786096257,0,-0.0778940404652958,0.00786994062777224,0.00749539047165883,0.00849873495326419,0.0121101919893788,0.0125770453974086,0.00842492570404264,0.00909159237070931,0.24439530789453,0.0176470588235294,-0.0166666666666667,0.0153214774281806,0.0176470588235294,0.0126254479827318,-0.0584016044753252,-0.02,0.0031304347826087,0.0136916857167048,0.00739247311827957,0.00434108853563533,0.00732082732082732,0.00416666666666667,-0.00447133655158247,0,0.00528260899036109,0.0139427987742594,0.0112169312169312,0.00380952380952381,0.0333333333333333,0.066112947424923,-0.0153214774281806,0.0149085794655415,-0.0701435406698565,0.00738513406604106,-0.0732363241750111,0.122413528191844,0.0652809124010713,-0.015651811218686,-0.012579185520362,-0.012579185520362,-0.0635270673257182,0.00424242424242424,0.00570583887657058,-0.00509090909090909,0.0022700341749431
"cateninnuc",0.0103273795369142,-0.0358830808830809,0.00282328115863425,0.209603031071644,-0.0376811594202899,-0.0649207735719932,0.204486735560891,0.107121869065109,-0.0646652864044168,0.0787878787878788,-0.0722602231132776,0.0644382508921172,0.0693304280260802,0.0756796343752865,0.0785922557345098,-0.0230371284135156,0.0708905497916814,0.0768194035466221,0.246406580123846,0.0864801864801865,0.0411111111111111,0.0741514193568988,0.0864801864801865,0.0248179629007703,-0.118942166782305,-0.075,0.00783694083694084,-0.0268097795861831,-0.0309492131373813,0.0071548125968317,-0.0551960227272727,-0.0427504553734062,-0.00826176900704481,-0.1,0.0586229074293946,0.0775765574375996,-0.0497272727272727,-0.0477272727272727,-0.0111111111111111,0.076123734189308,-0.0725912975912976,0.0242905374577972,-0.11864406779661,0.0928380188904141,-0.111667323610564,0.253178113861251,0.0717080728158026,0.029990824990825,0.0358830808830809,0.0358830808830809,-0.12590649567668,0.00940659340659341,0.00480889225716812,0.00171428571428572,0.00197046430956987
"ZEB1",0.0282832048746151,0.0644167044912203,-0.0716832205928379,0.0600145453556815,0.0666666666666667,0.0611699058478017,0.132507421983616,0.0690548533462972,0.0786666666666667,-0.0666666666666667,0.0633725490196078,0.0217194651294237,-0.0218923591950852,-0.0288368036395296,-0.0256453142778275,-0.0234926723991582,-0.0316693469132494,-0.0375112713118748,0.0673552476864146,-0.0282051282051282,-0.0125,-0.0259001161440186,-0.0380952380952381,0.010490718262739,0.0274822870129563,0.0466666666666667,0.00238558329694756,0.0245187641539955,0.0170454545454545,0.00190481406617833,0.055362586794856,0.0170454545454545,-0.118706650230153,0.0666666666666667,0.0387560620824652,0.0278390983613421,0.0482197296519989,0.0203508771929825,0,-0.00716949286901935,0.0160100062539087,-0.0292019305869866,-0.0458333333333333,-0.00990817228110203,-0.0674019607843137,0.0296995892265086,-0.0711890838206628,-0.0582749722077558,-0.0644167044912203,-0.0644167044912203,-0.0679624616143159,-0.142178910544728,-0.14167129633153,-0.149425287356322,-0.145608304205545
"TGFR",0.038175878206965,-0.0922619047619048,0.0325024005780402,-0.0930161000976452,0.0904761904761905,0.073767066066994,-0.132968777228843,-0.0273819565037625,0.0852130325814536,-0.1,0.0696574770258981,0.0629356897398135,-0.0547798742138365,-0.0626746110559418,-0.0617176732568987,-0.060566211786571,-0.0738274932614555,-0.0809242674550039,-0.123525675406782,-0.0666666666666667,-0.0866666666666667,-0.0757142857142857,-0.0857142857142857,0.0886457461243108,-0.0434354474392944,-0.00833333333333333,0.0854349951124145,0.0932046317942724,0.0869899425287356,0.0865026107707775,-0.0187897068252025,0.0901149425287356,-0.0346798323025602,-0.0333333333333333,-0.01672322582218,0.0471428571428571,-0.0211152882205514,-0.0369047619047619,0.0866666666666667,0.0836740893433508,0.0566666666666667,-0.0411586030293124,0.0433333333333333,0.0113285883748517,0.0295402298850575,-0.0266578686009568,-0.00155945419103314,0.100449039264829,0.0922619047619048,0.0922619047619048,0.0380838554585291,0.135873015873016,0.0376587301587302,0.131111111111111,0.0355310705842621
"TGF",0.0393079536786631,-0.0869047619047619,0.0286900838624977,-0.0891534391534392,0.133333333333333,0.0696574770258981,-0.133892564757712,-0.0295402298850575,0.0904761904761905,0,0.0852130325814536,0.0629356897398135,-0.0566666666666667,-0.0547798742138365,-0.0626746110559418,-0.0617176732568987,-0.0757142857142857,-0.0738274932614555,-0.122844244401671,-0.1,-0.0866666666666667,-0.0857142857142857,-0.1,0.0796905222437137,-0.0461249339918616,-0.0333333333333333,0.0757575757575758,0.0869899425287356,0.0901149425287356,0.0854349951124145,-0.0211152882205514,0.0866666666666667,-0.0297741719252017,0,-0.0258677685950413,0.0428571428571429,-0.0369047619047619,-0.00833333333333333,0.0666666666666667,0.0814906832298137,0.0666666666666667,-0.0429443173150267,0.0333333333333333,0.0166666666666667,0.0433333333333333,-0.0271208315639198,-0.00526315789473684,0.0922619047619048,0.0869047619047619,0.0869047619047619,0.0352612748133678,0.131111111111111,0.135873015873016,0.12,0.0376587301587302
"miR200",0.0440681003584229,0.0579027937236892,-0.0707390422435841,0.0599541749172836,-0.0142857142857143,-0.0026777983920841,0.0800131476022394,0.00842225376415908,-0.00428571428571428,0,0.00480519480519481,-0.00791680652121793,0.0174770361298224,0.00736467657926062,0.00379324800783205,0.00742961164419568,0.0150422535211268,0.00515214363101687,0.0115842290932143,-0.02,0.0075,0.008,-0.02,2.82485875706215e-05,0.00642294342048239,0.02,-0.000884955752212389,-0.0129549623922216,-0.00969409282700422,5.54831192609649e-05,0.0126741381756277,-0.000833333333333335,0.0479345878136201,0,-0.000485440485440486,-0.0027583802173155,0.00135338345864662,0.00421052631578948,-0.02,0.00740446545324594,-0.0104347826086957,-0.046031746031746,0.0115270935960591,0.0727758948617844,0.00118226600985222,0.0752033727100798,-0.00558027079303675,-0.0486758610553601,-0.0579027937236892,-0.0579027937236892,-0.0506152022675536,-0.00196078431372549,-0.000347881087919039,0,0.0019777003074298
"SOSGRB2",0.0661152882205514,-0.137476459510358,0.0547902633769772,0.0979304180418042,0.0571428571428571,0.01998751998752,0.0909057369057369,-0.123805771693096,0.046031746031746,0,0.0108966108966109,-0.0550300344824665,0.0726708074534162,0.0654244306418219,0.0748981148523483,0.07738377450818,0.0690476190476191,0.0618012422360249,0.0542352514946273,0.1,0.1,0.0857142857142857,0.1,-0.0684659090909091,-0.0616715215593196,-0.1,-0.0746236559139785,-0.0926670856903415,-0.125225225225225,-0.0669313482216708,-0.139766081871345,-0.133333333333333,-0.0326315789473684,0,0.011498223169865,0.00869883040935671,-0.139766081871345,-0.155555555555556,0,0.00594627594627595,-0.0857142857142857,-0.0475438596491228,0.127272727272727,-0.0391594202898551,0.11958041958042,0.155498230745414,0.00777777777777778,0.142604664638563,0.137476459510358,0.137476459510358,0.14765961108243,-0.0757142857142857,-0.0564835164835165,-0.135714285714286,-0.0657033746395449
"TWIST1",0.0834922641940186,-0.0126699355415358,0.0682196135974566,0.166195847163589,-0.0666666666666667,-0.0596434304450289,0.33382233688872,0.0992850615492125,-0.0449275362318841,0.1,-0.0501906941266209,0.10773240268984,0.119621749408983,0.117613717280469,0.115929184355508,0.116906757673507,0.118479532163743,0.116879532163743,0.483495990984299,0.1,0.0222222222222222,0.111111111111111,0.1,0.084981684981685,-0.123268652915712,0.1,0.0695013195013195,-0.0302743175053048,-0.0278112633181126,0.0731316825376231,0.0778419320792202,-0.0182222222222222,-0.057323990657324,0.1,0.0612440296824714,0.0885362189710016,0.0710622710622711,0.0615384615384615,-0.0333333333333333,0.181300113989536,-0.111111111111111,-0.0807171148634563,-0.0814814814814815,0.10527114888671,-0.0917378917378917,0.403922179731977,0.102429149797571,0.016437058829207,0.0126699355415358,0.0126699355415358,-0.12049818890018,0.0666666666666667,0.0729166666666667,0.0666666666666667,0.0772446848899013
"SMAD",0.0938442579540675,0.0742755817690316,-0.0058584345523028,-0.120898716663845,0.114285714285714,0.112389326727286,-0.196941069463537,-0.0130651340996169,0.091705069124424,-0.08,0.105658557496517,-0.0290058651026393,-0.0803267973856209,-0.0792358882947118,-0.0796429439256481,-0.0797442610482418,-0.0982905982905983,-0.096851749369735,-0.221648102066836,-0.08,-0.00416666666666667,-0.0944444444444444,-0.1,0.0476138617528901,0.121333637123111,-0.0333333333333333,0.0275518089216719,0.0266561793026614,0.0292584097859327,-0.0776862863164233,0.0246610644257703,0.0191666666666667,0.00731509789007777,0,-0.00796323703178541,-0.00161320700266412,0.019327731092437,0.00952380952380952,-0.0333333333333333,-0.071011664875722,0.0744444444444445,-0.0891738033165044,0.0219047619047619,-0.0557766206654326,0.0138587848932676,-0.232465213684845,-0.0609065365276545,-0.0752624238742947,-0.0742755817690316,-0.0742755817690316,0.0149938441568429,-0.0455734406438632,-0.0573052842192822,-0.0357142857142857,-0.06487500533482
"NOTCHic",0.0947181964573269,0.0285902503293808,0.00404123814528439,-0.0186253369272237,0.14,0.105238095238095,-0.044496435696822,-0.11671355808877,0.106666666666667,0,0.0852380952380952,-0.113536436582794,-0.0125407925407925,-0.0158374958374958,-0.0154293325721897,-0.0171087218851668,-0.0125407925407925,-0.0136160613579968,-0.065792185472821,-0.02,0.158333333333333,-0.0276923076923077,-0.02,-0.198472686733556,0.0149266964313986,-0.133333333333333,-0.0857142857142857,-0.10273074490342,-0.108107088989442,-0.0936279547790339,-0.119896640826873,-0.119871794871795,-0.00270531400966184,-0.1,-0.0020960520960521,-0.00862006699792033,-0.122222222222222,-0.144444444444444,-0.133333333333333,-0.0773469387755102,0.0276923076923077,-0.0888716356107661,0.234285714285714,-0.060134953629677,0.124608294930876,-0.169630095499481,-0.0452631578947368,-0.0231715311175581,-0.0285902503293808,-0.0285902503293808,0.0120111500018042,-0.0546666666666667,-0.0643440860215054,-0.0666666666666667,-0.0738982261488939
"cfos",0.0965755793842961,0.0154139433551198,0.00463033698327816,-0.125353037766831,0.24,0.108209285187915,-0.191885554321839,-0.135897435897436,0.12,-0.1,0.0895652173913043,-0.132152777777778,-0.0888888888888889,-0.096996996996997,-0.096006897987096,-0.0963772683574664,-0.0888888888888889,-0.0941520467836257,-0.213890517227325,-0.1,0.147619047619048,-0.1,-0.1,-0.0985257371314343,0.0644209956709957,-0.133333333333333,-0.0838624338624339,-0.0959663196222336,-0.104608294930876,-0.0919269499914661,-0.115570175438596,-0.114285714285714,-0.00259041469695223,-0.1,0.00411967779056386,-0.0088111888111888,-0.120833333333333,-0.158333333333333,-0.133333333333333,-0.0829787524766004,0.1,-0.0914285714285714,0.166666666666667,-0.064987012987013,0.143589743589744,-0.25176888804626,-0.0444444444444444,-0.00565784579414421,-0.0154139433551198,-0.0154139433551198,0.10379706181082,-0.0428571428571429,-0.0526610644257703,-0.0571428571428571,-0.0647822765469824
"Csl",0.098585599772244,0.0231715311175581,0.00600202245900988,-0.0183682675184834,0.106666666666667,0.107412008281574,-0.0455667720882593,-0.112168103543316,0.0852380952380952,-0.02,0.105238095238095,-0.116140603249461,-0.0158374958374958,-0.0154293325721897,-0.0171087218851668,-0.0169371952985459,-0.0136160613579968,-0.0128096097450936,-0.0683503250077047,-0.0276923076923077,0.119871794871795,-0.0125407925407925,-0.0276923076923077,-0.2069694187597,0.0147794210263913,-0.144444444444444,-0.0936279547790339,-0.107041089731007,-0.10273074490342,-0.0964057325568117,-0.109819121447028,-0.108107088989442,-0.00602023113673366,-0.133333333333333,-0.00367707976403629,0.000135693370743267,-0.119896640826873,-0.122222222222222,-0.158333333333333,-0.0761975134881539,0.0125407925407925,-0.0945859213250518,0.124608294930876,-0.0630694908757267,0.11671355808877,-0.170599521301122,-0.050954214805306,-0.022436236999911,-0.0231715311175581,-0.0231715311175581,0.0132908574972338,-0.0643440860215054,-0.0738982261488939,-0.0546666666666667,-0.0786601309107987
"EGR1",0.103327990959859,0.00565784579414421,0.00869125068886191,-0.125981968584441,0.12,0.113542618521248,-0.19316760560389,-0.134798534798535,0.0895652173913043,-0.1,0.108209285187915,-0.134606765507839,-0.096996996996997,-0.096006897987096,-0.0963772683574664,-0.0963772683574664,-0.0941520467836257,-0.0926886321494794,-0.217973562210024,-0.1,0.114285714285714,-0.0888888888888889,-0.1,-0.107349266543199,0.0655119047619048,-0.158333333333333,-0.0919269499914661,-0.0989663196222336,-0.0959663196222336,-0.0957979177334016,-0.108162768031189,-0.104608294930876,-0.00741356582235416,-0.133333333333333,0.00149437946120826,0.0050009658849438,-0.115570175438596,-0.120833333333333,-0.147619047619048,-0.0815994421317728,0.0888888888888889,-0.0979859484777518,0.143589743589744,-0.0698783173348391,0.135897435897436,-0.252853879004669,-0.0533553355335534,-0.00656693670323512,-0.00565784579414421,-0.00565784579414421,0.104248189630369,-0.0526610644257703,-0.0647822765469824,-0.0428571428571429,-0.0724325497710261
"SNAI1",0.10394299710992,0.00656693670323512,0.00705820553996662,-0.126448169050641,0.0895652173913043,0.124753380853086,-0.195205602149658,-0.139696493982208,0.108209285187915,-0.1,0.113542618521248,-0.136253824331369,-0.096006897987096,-0.0963772683574664,-0.0963772683574664,-0.0974097928799238,-0.0926886321494794,-0.0928714475059693,-0.219014144936351,-0.0888888888888889,0.104608294930876,-0.0941520467836257,-0.0888888888888889,-0.109134980828913,0.0670300565770863,-0.120833333333333,-0.0957979177334016,-0.101878940981457,-0.0989663196222336,-0.103546995224177,-0.117190545808967,-0.0959663196222336,-0.00409253261202205,-0.158333333333333,-0.101174659684699,0.000398455424692751,-0.108162768031189,-0.115570175438596,-0.114285714285714,-0.0852843214202099,0.096996996996997,-0.104528004552518,0.135897435897436,-0.0683398557963776,0.134798534798535,-0.254228334251065,-0.0575062789297798,-0.00788056560307092,-0.00656693670323512,-0.00656693670323512,0.104193365068966,-0.0647822765469824,-0.0724325497710261,-0.0526610644257703,-0.0734406142871552
"RAS",0.10749263622975,-0.130769230769231,0.0874769230769231,0.0665612648221344,0.08,0.139700722394221,-0.0639567352617358,-0.211717974180735,0.13,0,0.114210526315789,-0.136069386950522,0.0441176470588235,0.0419899874843554,0.0527592182535862,0.0485099264688837,0.0441176470588235,0.0441176470588235,-0.134257813797456,0.1,0.2,0.05,0.1,-0.189920948616601,0.035749354005168,-0.2,-0.182251082251082,-0.182248587570621,-0.187333333333333,-0.202659245516388,-0.235555555555556,-0.183333333333333,-0.0763217967599411,-0.2,0.0991150442477876,0.0144591194968553,-0.213333333333333,-0.233333333333333,-0.1,0.0744444444444445,-0.05,-0.0982142857142857,0.2,-0.0794108019639935,0.194736842105263,-0.273608156460892,0.0324675324675325,0.025,0.130769230769231,0.130769230769231,0.0835366236529027,-0.1,-0.123529411764706,-0.1,-0.130460104834013
"PI3K",0.128128763166009,0.01395670995671,0.0134943811173319,0.116095238095238,0.0666666666666667,0.0338522294163567,-0.0570230516464126,-0.123076923076923,0.0380952380952381,0.1,0.0322128851540616,-0.0623684210526316,0.0623188405797102,0.0792419175027871,0.0786769457513747,0.07558416224622,0.0623188405797102,0.0792419175027871,-0.175185815289439,0.1,0.15,0.0666666666666667,0.1,-0.137298624424041,-0.0251563251563252,-0.233333333333333,-0.129563825530212,-0.138034188034188,-0.143589743589744,-0.123963825530212,-0.24841628959276,-0.166666666666667,0.0136159663729166,-0.2,-0.0132367149758454,-0.0281512605042017,-0.250980392156863,-0.233333333333333,-0.1,-0.0852427409988386,-0.0666666666666667,-0.119736842105263,0.1,-0.00465781941191777,0.123076923076923,-0.079017021809193,-0.00730769230769231,-0.0235457510526004,-0.01395670995671,-0.01395670995671,0.175990346500999,-0.0691176470588235,-0.0691176470588235,-0.075,-0.07318268770923
"SMO",0.154802259887006,-0.0394230769230769,0.045750452079566,0.180907598148977,0,0.0461072261072261,0.0988467828931343,0.102878787878788,0.02,0.1,0.0430769230769231,0.043968253968254,0.0333333333333333,0.0388888888888889,0.0320927723840345,0.0283333738877939,-0.075,-0.0694444444444444,0.0474154913879236,0,-0.0666666666666667,-0.1,-0.1,-0.0600732600732601,-0.143611081475159,0.1,-0.0733333333333333,-0.0313888888888889,-0.0258333333333333,-0.0685714285714286,-0.0174285714285714,-0.0133333333333333,0.0019774011299435,0,0.059062980030722,0.0522222222222222,-0.0214285714285714,0.05,0.1,0.061551724137931,0,-0.158333333333333,-0.133333333333333,-0.00642701525054466,-0.0878787878787879,0.180908593322386,0.0385964912280702,0.0417486583184258,0.0394230769230769,0.0394230769230769,-0.115852209805698,-0.0333333333333333,-0.025,-0.0333333333333333,-0.00878378378378378
"SUFU",0.156565693098825,-0.0526656888861113,0.0528136491055883,0.177710367724377,0.0430769230769231,0.0166917210937754,0.104914294535044,0.118679653679654,0.0461072261072261,0,0.0196704444980307,0.0432213232525169,0.0320927723840345,0.0283333738877939,0.0326811999747504,0.034573783094955,-0.0752136752136752,-0.0785594001207384,0.04929831237462,0.0333333333333333,0.0258333333333333,-0.0694444444444444,-0.075,-0.0542936197729283,-0.134843209132904,-0.0214285714285714,-0.0576036866359447,-0.021498478998479,-0.0303787878787879,-0.0569108459892934,0.0101656464341028,-0.0313888888888889,-0.010828976867152,0.05,0.0724151705742596,0.0610082520980901,0.00949450549450549,-0.0174285714285714,-0.0133333333333333,0.0738150126321194,-0.0388888888888889,-0.14714260004581,-0.102878787878788,-0.0204497928184186,-0.121060606060606,0.182831504103729,0.0683167709483499,0.0539315116709215,0.0526656888861113,0.0526656888861113,-0.110610239584857,-0.00878378378378378,-0.00559229442208166,-0.025,-0.0109177382090639
"Patched",0.166666666666667,-0.0769230769230769,0.0571428571428571,0.170562770562771,0.1,0.0430769230769231,0.10078853046595,0.0878787878787879,0,0.1,0.02,0.0368253968253968,0,0.0333333333333333,0.0388888888888889,0.0320927723840345,-0.1,-0.075,0.0381903991370011,0.1,-0.1,-0.1,0,-0.0743589743589744,-0.127106227106227,0,-0.0833333333333333,-0.0258333333333333,-0.0133333333333333,-0.0733333333333333,-0.0214285714285714,0.0666666666666667,-0.0166666666666667,0,0.0543010752688172,0.08,0.05,0.1,0.2,0.065,0,-0.166666666666667,-0.2,-0.0240740740740741,-0.133333333333333,0.179003831417625,0.0333333333333333,0.0394230769230769,0.0769230769230769,0.0769230769230769,-0.117402597402597,-0.0333333333333333,-0.0333333333333333,-0.0333333333333333,-0.025
"SHH",0.175,-0.1,0.05,0.152380952380952,0,0.02,0.10078853046595,0.133333333333333,0.1,0,0,0.0257142857142857,0,0,0.0333333333333333,0.0388888888888889,-0.1,-0.1,0.0352777777777778,0.1,-0.2,0,0,-0.0666666666666667,-0.112820512820513,0,-0.0666666666666667,-0.0133333333333333,0.0666666666666667,-0.0833333333333333,0.05,0.1,-0.025,0,0.0833333333333333,0.08,0.1,0,0.2,0.075,-0.1,-0.2,-0.1,-0.05,-0.2,0.172337164750958,0.1,0.0769230769230769,0.1,0.1,-0.103116883116883,-0.0333333333333333,-0.0333333333333333,0,-0.0333333333333333
"SRC",0.175217130877508,-0.179090529828953,0.0603074220465525,-0.138267669684219,0.2,0.159310081951591,-0.284230279898219,-0.20952380952381,0.172727272727273,-0.2,0.183838383838384,-0.125725123500353,-0.095,-0.0966393442622951,-0.100297880847661,-0.09470503968435,-0.095,-0.0966393442622951,-0.354123164417282,-0.2,0.1,-0.075,-0.1,-0.155925190334326,0.07004329004329,-0.2,-0.146491228070175,-0.115599128540305,-0.121481481481481,-0.134779516358464,-0.213247863247863,-0.14,-0.0231281820904462,-0.1,0.150128374371042,0.0494297816878462,-0.241025641025641,-0.233333333333333,-0.1,0.0570634920634921,0.075,-0.258785529715762,0.225,-0.158672476948339,0.220238095238095,-0.204762284136433,-0.0628571428571429,0.183635984374407,0.179090529828953,0.179090529828953,0.101384774645644,-0.263888888888889,-0.254365079365079,-0.288888888888889,-0.267092352092352
