"","TWIST1","SOSGRB2","HEY1","AXIN2","ERK","SUFU","SMO","cfos","SHH","CD44","cMet","Jagged","Patched","SRC","DSH","Ecadherin","PAK1","TGFR","CDC42","SNAI2","TGF","FOXC2","RAF","PI3K","DELTA","RAS","ZEB2","ZEB1","TrCP","LIV1","FUS","Frizzled","Csl","Wnt","cateninmemb","GLI","STAT","NOTCH","NFB","KLF4","EGR1","TCFLEF","cateninnuc","NOTCHic","SMAD","AKT","Csn","miR200","MEK","IKK","ILK","Destcompl","SNAI1","RKIP","GSK3"
"RAF",0.0429530600118835,-0.084952380952381,-0.0958575300038715,0.212259728082513,-0.073448275862069,-0.1,-0.1,-0.07,-0.128196721311475,0.181713900134953,0.170175438596491,-0.154541595925297,-0.12,0.133333333333333,0.1,0.0992702504826105,0.0666666666666667,0.0380952380952381,0.0333333333333333,-0.138741330069359,-0.0203382287494437,-0.0420571765399352,-0.0847402597402597,-0.0847402597402597,-0.0847402597402597,-0.0958513708513709,-0.00569583931133429,-0.00569583931133429,0.1,0,0.1,-0.133333333333333,0.111111111111111,-0.173333333333333,-0.175540414363944,-0.184871794871795,-0.1,0.135586635586636,0.0857142857142857,0.00430416068866571,0.12,-0.197797816218869,-0.203650233521668,0.12020202020202,0.0943634896223897,0.0887445887445888,0.1,-0.0122517470828133,0.0670652971386647,0.0857142857142857,0.0834724005134788,-0.41422213484697,-0.0390125547392092,0.0107843137254902,-0.34822695035461
"ERK",-0.0599735799450248,0.0809178609955309,0.101647166988048,-0.240521648539555,-0.034601369528002,0.1,0.128196721311475,0.0670652971386647,0.140757107784905,-0.203650233521668,-0.197797816218869,0.169379636612637,0.139307832422587,-0.181713900134953,-0.173333333333333,-0.0973037502077919,-0.0380952380952381,-0.0203382287494437,-0.0203382287494437,0.141193068664661,0.0123711957824107,0.0387769732597319,0.0942640692640693,0.0942640692640693,0.0942640692640693,0.0974543882959725,-0.00132703282964809,-0.00132703282964809,-0.0857142857142857,0.133333333333333,-0.12,0.184871794871795,-0.135586635586636,0.200955710955711,0.181314866312695,0.20672012198328,0.170175438596491,-0.145053445138367,-0.0887445887445888,-0.00339216798460734,-0.073448275862069,0.210527556941742,0.213374779163964,-0.139236270623132,-0.0938655028796044,-0.0866506869636929,-0.0857142857142857,0.0153606222118123,0.0393367455725702,-0.0875681181563535,-0.0880904268917624,0.42879101212122,0.0461350618617163,-0.0014968192232178,0.36756965198614
"IKK",-0.140228758169935,0.135714285714286,-0.10061919504644,-0.0402380952380952,0.0388571428571429,-0.1,-0.1,0.0428571428571429,-0.114048531289911,-0.0158119658119658,-0.0235042735042735,-0.0479740706029366,-0.103703703703704,-0.0388888888888889,-0.05,-0.00800997756129588,0.15,0.127777777777778,0.127777777777778,-0.0320921001581759,-0.120577777777778,-0.116854256854257,-0.182456140350877,-0.182456140350877,-0.182456140350877,-0.190906844576229,0.00526315789473684,0.00526315789473684,0,0.1,0.08,0.0388888888888889,-0.109090909090909,0.0235042735042735,0.0240031383886133,0.0158119658119658,0.05,-0.0932178932178932,0.0571428571428571,0.00769230769230769,0,0.00507750253512965,0.000436152324159189,-0.0948051948051948,0.103279702970297,-0.0342985842985843,0.1,-0.00280936454849498,-0.0410793650793651,-0.0261904761904762,0.10625,-0.212273310551907,-0.0216850438224484,-0.0193078324225865,-0.297435897435897
"MEK",0.0565061735649971,-0.0760634920634921,-0.106766620912962,0.230277746100531,-0.0670652971386647,-0.1,-0.12,-0.073448275862069,-0.139307832422587,0.197797816218869,0.181713900134953,-0.168476022154805,-0.128196721311475,0.170175438596491,0.133333333333333,0.0967201594079292,0.0333333333333333,0.0203382287494437,0.0380952380952381,-0.140201184083958,-0.0203382287494437,-0.0447598792426379,-0.0958513708513709,-0.0958513708513709,-0.0958513708513709,-0.0942640692640693,0.00620892259342761,0.00620892259342761,0.1,-0.1,0.1,-0.173333333333333,0.12020202020202,-0.184871794871795,-0.17919895094931,-0.200955710955711,-0.133333333333333,0.139236270623132,0.0857142857142857,-0.00746054519368723,0.07,-0.203650233521668,-0.210527556941742,0.135586635586636,0.0880904268917624,0.0875681181563535,0.0857142857142857,-0.0224684653490672,-0.034601369528002,0.0887445887445888,0.0943634896223897,-0.42259033568379,-0.0396535803802348,0.00288957688338493,-0.360757662885323
"Patched",-0.143518518518519,0.116666666666667,-0.0897435897435898,-0.416883116883117,0.08,0.2,0.2,0.1,0.1475,-0.283333333333333,-0.25,0.126560846560847,0.16,-0.2,-0.2,-0.0015210355987055,0.233333333333333,0.233333333333333,0.233333333333333,0.059463601532567,-0.266666666666667,-0.105,-0.0576923076923077,-0.0576923076923077,-0.0576923076923077,-0.0639423076923077,0.00833333333333333,0.00833333333333333,0,0.1,-0.3,0.3,-0.2,0.35,0.187240143369176,0.3875,0.1,-0.212121212121212,-0.1,-0.00555555555555556,-0.1,0.3,0.30873786407767,-0.166666666666667,0.04,-0.0428571428571429,0,-0.0261904761904762,-0.0569230769230769,0,0.1,0.347652347652348,0.0290322580645161,-0.04,0.3003663003663
"FUS",0.168818795697453,-0.100877192982456,0.0553750597228858,0.459997274090228,-0.066013986013986,-0.2,-0.1475,-0.0569230769230769,-0.186388888888889,0.30873786407767,0.3,-0.15388442659527,-0.1975,0.283333333333333,0.35,-0.0018222389299302,-0.233333333333333,-0.269369369369369,-0.266666666666667,-0.0623754592738682,0.282135326816178,0.10994555353902,0.0569655635062612,0.0569655635062612,0.0569655635062612,0.0556555198381389,0.00946847596270493,0.00946847596270493,0.1,-0.2,0.16,-0.3875,0.212121212121212,-0.404166666666667,-0.194967358570492,-0.413782051282051,-0.25,0.239848484848485,0.0428571428571429,0.00336976320582879,0.08,-0.316256661070151,-0.319789269765803,0.217121212121212,-0.046984126984127,0.0577802197802198,0,0.0173171837979458,0.0602668595772044,0.0308571428571429,-0.066984126984127,-0.363715268492047,-0.0337043155667623,0.0132531500572738,-0.319407116030164
"NFB",-0.130387488328665,0.138872180451128,-0.0970477664750111,-0.0295997973657548,0.0410793650793651,-0.08,-0.103703703703704,0.0388571428571429,-0.115253350567019,-0.00507750253512965,-0.0158119658119658,-0.0537294662863898,-0.114048531289911,-0.0235042735042735,-0.0388888888888889,-0.00929408671057357,0.127777777777778,0.120577777777778,0.127777777777778,-0.0331083603207775,-0.119944866385373,-0.118049475977763,-0.190906844576229,-0.190906844576229,-0.190906844576229,-0.189414307262796,0.00947771728171002,0.00947771728171002,0.1,0.05,0.1,0.0235042735042735,-0.0948051948051948,0.0158119658119658,0.0219968025913588,0.00457601075578604,0.0388888888888889,-0.0887017641856352,-0.0261904761904762,0.00576923076923077,-0.0428571428571429,0.000436152324159189,-0.00419129865623297,-0.0932178932178932,0.103651450182193,-0.0320763620763621,0.0571428571428571,-0.00552839778112338,-0.0443473389355742,-0.0342985842985843,0.103279702970297,-0.21825337699709,-0.0241507972471059,-0.0244360375507916,-0.307239819004525
"SOSGRB2",0.115710144927536,0.0180555555555556,-0.00909090909090909,0.205617436743674,0.0280995280995281,0,-0.0166666666666667,0.0253968253968254,-0.0340771003561701,0.177639751552795,0.164596273291925,-0.0604779676525659,-0.0247747747747748,0.142857142857143,0.1,0.0823205264590001,-0.0142857142857143,-0.031978021978022,-0.0242857142857143,-0.0328390559865301,0.0369425609851142,0.0173626373626374,-0.230696798493409,-0.230696798493409,-0.230696798493409,-0.234542952339562,0.0158020050125313,0.0158020050125313,0,0,0,-0.142857142857143,-0.0909090909090909,-0.167857142857143,-0.159272805272805,-0.180900621118012,-0.1,-0.0684822220033488,-0.111111111111111,0.0100877192982456,-0.0142857142857143,-0.186060804184374,-0.192370555618408,-0.0755244755244755,0.0025265057523122,-0.105847953216374,-0.1,-0.00764256792552789,-0.0311298311298311,-0.105847953216374,0.0032258064516129,-0.366944874662995,-0.0414953802416489,0.0325292397660819,-0.32751249685331
"SRC",0.0500025262094228,-0.0314285714285714,-0.0611055941741145,0.158623400909516,-0.109090909090909,-0.1,-0.1,-0.109090909090909,-0.0932461873638344,0.114918032786885,0.11,-0.0805645730416373,-0.0814814814814815,0.1,0.1,0.0164640098463628,-0.111111111111111,-0.111111111111111,-0.111111111111111,-0.0278584976122038,0.111111111111111,0.0977777777777778,0.222344597413433,0.222344597413433,0.222344597413433,0.223859748928585,0.0174678047319557,0.0174678047319557,0.1,-0.2,0.1,-0.1,0.2,-0.11,-0.117682233198623,-0.114918032786885,-0.2,0.188095238095238,0.2,-0.0921834625322997,0.1,-0.118576569372251,-0.118800283018784,0.195238095238095,0.0465445708866762,0.175641025641026,0.2,-0.0181613233787147,0.107204116638079,0.192307692307692,0.0528508771929825,-0.0263991081382386,0.0313764429033968,0.126067122841316,-0.0058008658008658
"DELTA",0.055,0.04,-0.1,0.0142857142857143,-0.02,0,-0.0666666666666667,0,-0.0378205128205128,0.0123076923076923,0.02,-0.0644155844155844,-0.0916666666666667,0,0,0.0174736842105263,0,-0.0666666666666667,-0.1,0.0700854700854701,0.0946666666666667,0.0871428571428571,-0.0133333333333333,-0.0133333333333333,-0.0133333333333333,-0.0133333333333333,0.021256038647343,0.021256038647343,0,0,0.1,0,0.2,-0.02,-0.0166434973477227,-0.0123076923076923,0,0.194285714285714,0.1,0.0777777777777778,-0.1,-0.0213986013986014,-0.0181018981018981,0.18,0.0619047619047619,0.0777777777777778,0,-0.0218181818181818,-0.0133333333333333,0.0666666666666667,0,-0.0102857142857143,-0.0333333333333333,-0.0615384615384615,0.0409961685823755
"cfos",-0.0173506493506493,0.0138888888888889,-0.0272863568215892,-0.153382594417077,0.0269565217391304,-0.0666666666666667,-0.0142857142857143,0.04,-0.0263127951299994,-0.127107107107107,-0.116296296296296,-0.0217361111111111,-0.0497695852534562,-0.12,-0.1,-0.0704127940357804,-0.0285714285714286,-0.02296918767507,-0.0523809523809524,0.108293677125794,0.0366055513114337,0.0472282571565211,-0.0580065359477124,-0.0580065359477124,-0.0580065359477124,-0.0628845847282002,0.0296052884430608,0.0296052884430608,0.1,0.1,0.080952380952381,0.12,0.05,0.116296296296296,0.116917243633502,0.124191033138402,0.1,0.0423076923076923,0.0666666666666667,0.0678730158730159,-0.08,0.127107107107107,0.131921921921922,0.0192307692307692,0.0587386926096604,0.0660087719298246,0.0666666666666667,-0.0300441388676683,-0.0286514369933677,0.0291666666666667,0.0248677248677249,0.161041573504993,-0.0155274261603375,-0.0642890442890443,0.160787337662338
"ZEB1",-0.351833762010804,-0.139610136452242,-0.158498435933669,-0.277998093885347,-0.131529411764706,-0.15,-0.148863636363636,-0.128,-0.137252443843924,-0.242281251149616,-0.240197917816282,-0.0423630031037125,-0.123373440285205,-0.230393996247655,-0.214285714285714,-0.0734291549753342,0.0383141762452107,0.0495405427573861,0.0571547559553557,0.0672627854724064,-0.0574145585054176,-0.0113098667726304,-0.0309441651171743,-0.0309441651171743,-0.0309441651171743,-0.0292118816526074,0.0351568608068299,0.0351568608068299,0.1,0.2,0.1125,0.221602787456446,0.0520833333333333,0.229295095148754,0.210410458149715,0.232387878653908,0.223076923076923,0.0537200210662777,0.144210526315789,0.0258222818576893,0.1,0.246004655404935,0.246983128986148,0.0677696078431373,0.14056578725063,0.158215210156539,0.16,0.166866832543625,0.136375226742679,0.175358067299396,0.160277325712169,0.275509788623721,0.246800827932998,0.25898615890879,0.260098596657952
"NOTCHic",0.0633359982944249,0.0421531100478469,-0.129832775919732,0.0199460916442048,-0.000952380952380955,-0.0666666666666667,-0.0378205128205128,0.0133333333333333,-0.0526845229406899,0.0181018981018981,0.0213986013986014,-0.0774889226544856,-0.0731146304675716,0.0123076923076923,0.02,0.0141564881427498,-0.0666666666666667,-0.0720860215053764,-0.0946666666666667,0.069900974109391,0.0854618176837203,0.0751283739302172,-0.00608695652173913,-0.00608695652173913,-0.00608695652173913,-0.00855001070893125,0.0375523349436393,0.0375523349436393,0.1,0,0.0916666666666667,-0.0123076923076923,0.194285714285714,-0.0213986013986014,-0.0166243815591433,-0.0203233325813971,-0.02,0.0927577007033713,0.0777777777777778,0.0676846100759144,0.02,-0.020959040959041,-0.0186689646231631,0.071705069124424,0.0561733470366564,0.0746770025839793,0.0666666666666667,-0.035129494782674,-0.00476190476190476,0.0444444444444445,0.0252380952380952,-0.00968446817979528,-0.0295400895400895,-0.0758172376433668,0.039343276020392
"Csn",0.190742558828113,0.135175833045082,-0.00815060908084164,0.245004819798552,0.112077922077922,-0.0142857142857143,-0.0405483405483405,0.108181818181818,-0.054324120558917,0.210424779578082,0.201980335133638,-0.0781817427028382,-0.0502257599031793,0.183908045977011,0.166666666666667,-0.0153072225557829,0.075,0.0573000382701875,0.0585820895522388,-0.0457820689487376,-0.0494241432821207,-0.0752552327490164,-0.252343621585538,-0.252343621585538,-0.252343621585538,-0.256758208917592,0.0412125723738627,0.0412125723738627,-0.02,-0.133333333333333,0.0253968253968254,-0.183908045977011,-0.0853535353535353,-0.201980335133638,-0.0769124754833433,-0.210277278365079,-0.166666666666667,-0.0740523365523365,-0.128333333333333,0.0404266321913381,-0.09,-0.218784908195446,-0.222813771695145,-0.0788600288600289,0.0189431613150457,-0.132333333333333,-0.12,-0.0161857952734209,-0.119369588744589,-0.128333333333333,0.0145729813664596,-0.491366477894416,-0.175154637671286,-0.178457997007198,-0.531744699693458
"Ecadherin",0.309502659412617,0.053732207878186,-0.0121715946903472,0.389856978231007,-0.0799316390098682,-0.233333333333333,-0.252083333333333,-0.0809625668449198,-0.268059965286597,0.328277233581462,0.321922718531295,-0.306645194149337,-0.261760752688172,0.312357501139991,0.296078431372549,-0.0987262833264241,-0.171090909090909,-0.184814486326681,-0.180424242424242,-0.120677482190002,0.188611954681112,0.145338831558879,0.0795550527903469,0.0795550527903469,0.0795550527903469,0.0784377343545927,0.0424772448265912,0.0424772448265912,0.1,-0.266666666666667,0.233333333333333,-0.312357501139991,0.234354066985646,-0.322702328726198,-0.273856480015017,-0.329368995392864,-0.296078431372549,0.25052698692586,0.0657142857142857,0.00993905297702766,0.0927272727272727,-0.332635888625049,-0.33515689702841,0.245694273171213,-0.0195259851914237,0.0744203944203944,0.08,-0.018185778632706,0.0771865409706526,0.0731216931216931,-0.019768115942029,-0.32565591019994,-0.0864269573977384,-0.0713982290226271,-0.310012149413873
"GLI",-0.00567667665290755,0.0360782285561047,-0.0667339781516352,-0.1446875,-0.0787229437229437,0.019047619047619,0.049968671679198,-0.0826190476190476,0.0502122258910062,-0.115053446919341,-0.117639653815893,-0.0418413145645542,0.0703768349445041,-0.110322580645161,-0.24,-0.0651382410269398,0.0433333333333333,0.0599024072869226,0.074367816091954,0.0979983325031593,-0.0686082896398637,0.0430519005847953,-0.165145664125434,-0.165145664125434,-0.165145664125434,-0.164551604719493,0.0441410650281618,0.0441410650281618,0.05,0.1,-0.081547619047619,0.230322580645161,0.00127320954907162,0.233851992409867,0.102941931535702,0.131724332835399,0.12,0.0132970190728811,0.002046783625731,0.0220892320892321,0.0742857142857143,0.117975524841419,0.116600748989656,0.0237732095490716,0.0451432307563046,0.0201590285236902,0.0388888888888889,-0.0541598339740754,0.0848002917892421,0.0326590285236902,0.0667648523779262,0.119325892125569,0.000492479951985786,-0.0308555694553708,0.0191499550499791
"ZEB2",-0.242457199303474,-0.178736263736264,-0.176606135799684,-0.159615142523154,-0.152348613469157,-0.15,-0.15,-0.149122807017544,-0.14470066518847,-0.1314522417154,-0.130526315789474,-0.126058337095348,-0.125609756097561,-0.12,-0.109090909090909,-0.0772369485814673,-0.0467532467532468,-0.039678416821274,-0.0267532467532468,-0.00699033180400975,0.0296255067683639,0.0384009324009324,0.0423593073593074,0.0423593073593074,0.0423593073593074,0.0438582366954958,0.052687410739417,0.052687410739417,0.1,0.1,0.107142857142857,0.109090909090909,0.115384615384615,0.116783216783217,0.117656276951674,0.118618079168538,0.12,0.12439007986549,0.130555555555556,0.131403978370632,0.133333333333333,0.134973368475963,0.135233108735703,0.138051282051282,0.149046272632669,0.152445482866044,0.155555555555556,0.156542388682423,0.16088519883501,0.168333333333333,0.173436516535108,0.178757050363943,0.22368818632037,0.250193236714976,0.260486641949793
"Csl",0.0689793391522127,0.0527222157389038,-0.159244540625615,0.0217455775053874,0.00476190476190476,-0.0916666666666667,-0.0731146304675716,-0.000952380952380955,-0.070787971216552,0.020959040959041,0.0181018981018981,-0.0905097559878189,-0.0526845229406899,0.0213986013986014,0.0123076923076923,0.0113657904683312,-0.0946666666666667,-0.0854618176837203,-0.0720860215053764,0.0693789756008153,0.0784323392256704,0.0665076842750448,-0.00855001070893125,-0.00855001070893125,-0.00855001070893125,-0.00707942247363713,0.0596517824574514,0.0596517824574514,0.0666666666666667,-0.02,0.0378205128205128,-0.0213986013986014,0.071705069124424,-0.0203233325813971,-0.0178476231493574,-0.0227426874201068,-0.0123076923076923,0.0836667916124622,0.0444444444444445,0.036256038647343,-0.0133333333333333,-0.0186689646231631,-0.0197552996717623,0.0927577007033713,0.0372844581477675,0.0614987080103359,0.0777777777777778,-0.058005311776138,-0.00150103519668737,0.0746770025839793,0.0561733470366564,-0.00913602211032545,-0.0212396942831725,-0.0827296800396802,0.0406687546654583
"Wnt",0.232941176470588,0.206060606060606,-0.0328205128205128,0.205454545454545,0.133333333333333,0,-0.1,0.133333333333333,-0.112987012987013,0.165789473684211,0.15,-0.108676470588235,-0.127272727272727,0.1,0,-0.0874124236634072,0.1,0.0666666666666667,0.0333333333333333,-0.0117241379310345,-0.0318840579710145,-0.0468825910931174,-0.266165413533835,-0.266165413533835,-0.266165413533835,-0.284347231715653,0.061453849832616,0.061453849832616,-0.1,0,0.1,0,-0.05,-0.15,-0.0525847457627119,-0.165789473684211,-0.1,-0.0559523809523809,-0.0666666666666667,0.0980392156862745,-0.1,-0.194360902255639,-0.20164567046756,-0.0642857142857143,0.0856887298747764,-0.0991666666666667,-0.1,-0.0367676767676768,-0.174509803921569,-0.0866666666666667,0.0461538461538462,-0.48126060492847,-0.237163561076605,-0.261666666666667,-0.494592476489028
"NOTCH",0.0702542372881356,0.0557894736842105,-0.165217391304348,0.0199460916442048,0.0133333333333333,-0.1,-0.0916666666666667,-0.02,-0.0731146304675716,0.0213986013986014,0.0123076923076923,-0.094045214045214,-0.0378205128205128,0.02,0,0.00940916808149406,-0.1,-0.0946666666666667,-0.0666666666666667,0.0684981684981685,0.0720860215053764,0.0606122448979592,-0.0133333333333333,-0.0133333333333333,-0.0133333333333333,-0.00608695652173913,0.0694041867954911,0.0694041867954911,0,0,0.0666666666666667,-0.02,0.18,-0.0123076923076923,-0.0192612983948431,-0.0213986013986014,0,0.071705069124424,0.0666666666666667,0.021256038647343,0,-0.0181018981018981,-0.020959040959041,0.194285714285714,0.0252380952380952,0.0444444444444445,0.1,-0.0703896103896104,0.000952380952380955,0.0777777777777778,0.0619047619047619,-0.00935113484646195,-0.0194871794871795,-0.0856763925729443,0.0409961685823755
"cMet",0.126376095814298,0.0266666666666667,-0.117681458548332,0.210634920634921,-0.02,-0.1,-0.15,-0.02,-0.155965909090909,0.186279069767442,0.17,-0.178957129826695,-0.159090909090909,0.25,0.1,0.0988892305167817,0.0466666666666667,0.0286111111111111,0.0341666666666667,-0.0377897366218534,-0.0243557919621749,-0.0387341772151899,-0.00285714285714286,-0.00285714285714286,-0.00285714285714286,-0.000970350404312668,0.0763347763347763,0.0763347763347763,0.1,-0.1,0.15,-0.15,0.142857142857143,-0.17,-0.169466583238825,-0.188181818181818,-0.2,0.154503279475284,0.133333333333333,-0.0206349206349206,0,-0.195509838998211,-0.201724528263748,0.14812030075188,0.135957534528963,0.126666666666667,0.1,-0.0524710419411506,0.0181818181818182,0.126666666666667,0.128684807256236,-0.244769947290956,-0.0738387442669334,0.0162962962962963,-0.201248079877112
"CD44",0.116263736263736,0.0333333333333333,-0.127485380116959,0.19,-0.02,-0.1,-0.15,0,-0.159090909090909,0.17,0.25,-0.176783216783217,-0.15,0.2,0,0.0996525892954077,0.0666666666666667,0.0341666666666667,0.0466666666666667,-0.0355999555999556,-0.0286111111111111,-0.04,0,0,0,-0.00285714285714286,0.0793650793650794,0.0793650793650794,0,-0.1,0.1,-0.1,0.1,-0.15,-0.166263736263736,-0.17,-0.1,0.14812030075188,0.1,-0.0301587301587302,0,-0.186279069767442,-0.195509838998211,0.142857142857143,0.128684807256236,0.126666666666667,0.1,-0.0571585419411506,0.02,0.133333333333333,0.138888888888889,-0.235310487831496,-0.0653641679957469,0.0162962962962963,-0.185119047619048
"TCFLEF",0.113574728703481,0.128327345309381,-0.0133740603292416,-0.327791452991453,0.1531475029036,0.0333333333333333,0.00476190476190476,0.146480836236934,-0.0168193341060944,0.0310373326882761,0.0172008547008547,-0.0316648809666454,-0.0162058371735791,-0.00416666666666667,-0.0372549019607843,-0.0739327143158755,0.174358974358974,0.163665646821482,0.16273106738223,-0.0325974907316555,-0.154725249470489,-0.169452925208107,-0.252007196985536,-0.252007196985536,-0.252007196985536,-0.256080784370556,0.0901342814105972,0.0901342814105972,-0.0571428571428571,0.0666666666666667,0,0.0122549019607843,-0.18388330942133,-0.00911261940673705,0.00989515541703436,-0.0240194517048737,0.0291666666666667,-0.172919854271828,-0.124779220779221,0.193714985994398,-0.134285714285714,-0.141919348724931,-0.148706290305687,-0.18388330942133,0.0765692843267564,-0.136560426950329,-0.120779220779221,-0.0629545019906466,-0.16267131242741,-0.140908253037285,0.0633761676919572,-0.467222384554983,-0.23637667771559,-0.241434541029527,-0.4014320593783
"Frizzled",0.262464985994398,0.233333333333333,-0.0732460447354064,0.233361522198732,0.174509803921569,-0.1,-0.127272727272727,0.133333333333333,-0.145245077503142,0.194360902255639,0.165789473684211,-0.142009803921569,-0.112987012987013,0.15,0,-0.0955709318219153,0.0333333333333333,0.0318840579710145,0.0666666666666667,-0.0145632546502774,-0.0442650103519669,-0.0654872422559081,-0.284347231715653,-0.284347231715653,-0.284347231715653,-0.280410223841637,0.102047909238557,0.102047909238557,-0.1,-0.1,0.1,-0.15,-0.0642857142857143,-0.165789473684211,-0.0592514124293785,-0.194360902255639,-0.1,-0.0618347338935574,-0.0866666666666667,0.0599439775910364,-0.133333333333333,-0.20164567046756,-0.214026622848512,-0.0559523809523809,0.062324243893468,-0.117916666666667,-0.0666666666666667,-0.0727051767676768,-0.174509803921569,-0.0991666666666667,0.0856887298747764,-0.495318960366136,-0.233988957902001,-0.290238095238095,-0.517016718913271
"TWIST1",0.111436517017181,-0.0228676484969391,0.0620910163283045,0.0956656246978828,0.0970785659801678,0.0333333333333333,0.0262222222222222,0.0997101449275362,0.0220519003381545,0.0612065282406221,0.0624113475177305,0.0298095720341084,0.0166331811263318,0.0666666666666667,0.0666666666666667,0.0045511052758962,-0.113333333333333,-0.116781609195402,-0.116781609195402,0.0257049808488939,0.114731495300186,0.0890969495620658,0.0473104764376112,0.0473104764376112,0.0473104764376112,0.0479954079444605,0.114056161424582,0.114056161424582,0,-0.0666666666666667,-0.0222222222222222,-0.0666666666666667,0.0037037037037037,-0.0614035087719298,-0.0449803871771971,-0.0606035087719298,-0.0666666666666667,0.00396978981884642,-0.0423076923076923,0.109526787575568,-0.0866666666666667,-0.0601345527429192,-0.0597320225531549,0.00113960113960114,-0.0607440473777108,-0.0385950207984106,-0.05,-0.0759298466268386,-0.095586028666735,-0.0470695970695971,-0.0623942123942124,-0.0954271028596288,-0.141590205604411,-0.159779201083549,-0.0923128293542951
"miR200",-0.347155605131065,-0.157620889748549,-0.136045197740113,-0.265754957727412,-0.137012987012987,-0.1,-0.11,-0.114285714285714,-0.124240506329114,-0.23607684209802,-0.225964482547459,-0.0659695836330217,-0.149240506329114,-0.221739130434783,-0.2,-0.172146510328281,0.0291666666666667,0.0308744465528147,0.0115196078431373,0.0782247837938832,-0.0209907256225821,0.0171493547103303,-0.04132797550708,-0.04132797550708,-0.04132797550708,-0.0415773520656835,0.12290770609319,0.12290770609319,0.2,0.2,0.15,0.212,0.0979310344827586,0.216225352112676,0.214444910442229,0.223917659804984,0.2,0.095885447106955,0.157894736842105,0.161335403726708,0.114285714285714,0.237664143685322,0.241300507321686,0.0772413793103448,0.166119001309725,0.171857000993049,0.1,0.184209806861275,0.140414347557205,0.137894736842105,0.136338437046402,0.273781411701817,0.227300292300292,0.255879110005372,0.254073907945934
"TGF",0.119259259259259,0.05,0.0511927788523533,-0.197089947089947,0.0385964912280702,0.0666666666666667,0.0466666666666667,0.0333333333333333,0.0739295977011494,-0.166540880503145,-0.153333333333333,0.105154639175258,0.0708045977011494,-0.133333333333333,-0.1,-0.0949949122106943,-0.12,-0.0946031746031746,-0.108888888888889,0.133547163852321,-0.0143253968253968,0.00490683229813665,0.0261904761904762,0.0261904761904762,0.0261904761904762,0.0279761904761905,0.126773917666366,0.126773917666366,0,0,-0.0466666666666667,0.142857142857143,0.0133333333333333,0.162857142857143,0.161608386806821,0.176064690026954,0.1,-0.0104597701149425,0.0333333333333333,0.123137554030003,-0.0333333333333333,0.17443561734525,0.18065571303903,0.00333333333333333,-0.0419159335288368,0.0228070175438596,0.0333333333333333,-0.0352751654475792,-0.0408187134502924,0.0333333333333333,-0.0403030303030303,0.144414338653092,-0.142520661157025,-0.162337662337662,0.205762122200478
