"","NOTCH","NOTCHic","Csl","HEY1","CD44","ILK","SRC","STAT","IKK","NFB","Csn","AKT","FUS","SNAI1","SMO","Patched","SHH","EGR1","ERK","RAF","DELTA","SOSGRB2","SNAI2","PAK1","FOXC2","ZEB1","CDC42","TGFR","TGF","RAS","PI3K","GSK3","RKIP","MEK","cfos","LIV1","miR200","SUFU","DSH","Frizzled","TrCP","cMet","SMAD","Wnt","TCFLEF","cateninnuc","GLI","TWIST1","Destcompl","AXIN2","Jagged","Ecadherin","cateninmemb","ZEB2","KLF4"
"DELTA",0.165714285714286,0.18,0.2,0.216666666666667,-0.0276923076923077,0.116666666666667,0,0,0.0666666666666667,0.1,0,0.0777777777777778,0.1,0.183333333333333,0.0666666666666667,0.0666666666666667,0.105128205128205,0.1,0.18,-0.0333333333333333,-0.0333333333333333,-0.02,-0.165711412770236,0,0.0671428571428571,0.324154589371981,0.1,0.0666666666666667,0.0786666666666667,0.0242424242424242,0.0333333333333333,-0.00344827586206897,-0.0923076923076923,-0.146666666666667,-0.2,0,0.273939393939394,0,0,0,0,0.02,-0.0928571428571429,0.02,0.0367832167832168,0.0466733266733267,0.0276923076923077,-0.121,0.0290965250965251,0.0242857142857143,-0.0851948051948052,0.0771228070175438,0.0560526797146515,0.0463768115942029,0.0333333333333333
"TrCP",0.103296703296703,0.107692307692308,0.115384615384615,0.121320957168475,0.0852178911584852,0.112032770097286,0.0962962962962963,0.1,0.0758771929824561,0.0916666666666667,0.0666666666666667,0.0888401559454191,0.0857142857142857,0.20457397933728,0.0695852534562212,0.0782272287648632,0.0852272287648632,0.16,0.160736919675755,-0.0113714862638822,-0.0113714862638822,0.0125137513751375,-0.111091734653594,-0.0333333333333333,0.0526915964030692,0.361737903874104,0.0431372549019608,0.0416221033868093,0.0459936880862628,0.0127351226275186,0.0113714862638822,-0.115893398268398,-0.125625056343288,-0.159403586342422,-0.155652173913043,-0.1,0.307155848033722,-0.0523809523809524,-0.1,-0.0962962962962963,-0.0666666666666667,-0.0881881881881882,-0.112677931387609,-0.0910331384015595,-0.0818845578251519,-0.0794017992044622,-0.087618504255218,-0.195227460944852,-0.147911445279866,-0.117720667967903,-0.110949216087253,-0.063487990646214,-0.0919156212286174,0.0533225225345465,0.0541764246682279
"PAK1",0.103296703296703,0.107692307692308,0.115384615384615,0.121320957168475,0.0852178911584852,0.112032770097286,0.0962962962962963,0.1,0.0758771929824561,0.0916666666666667,0.0666666666666667,0.0888401559454191,0.0857142857142857,0.20457397933728,0.0695852534562212,0.0782272287648632,0.0852272287648632,0.16,0.160736919675755,-0.0113714862638822,-0.0113714862638822,0.0125137513751375,-0.111091734653594,-0.0333333333333333,0.0526915964030692,0.361737903874104,0.0431372549019608,0.0416221033868093,0.0459936880862628,0.0127351226275186,0.0113714862638822,-0.115893398268398,-0.125625056343288,-0.159403586342422,-0.155652173913043,-0.1,0.307155848033722,-0.0523809523809524,-0.1,-0.0962962962962963,-0.0666666666666667,-0.0881881881881882,-0.112677931387609,-0.0910331384015595,-0.0818845578251519,-0.0794017992044622,-0.087618504255218,-0.195227460944852,-0.147911445279866,-0.117720667967903,-0.110949216087253,-0.063487990646214,-0.0919156212286174,0.0533225225345465,0.0541764246682279
"EGR1",0.103296703296703,0.107692307692308,0.115384615384615,0.121320957168475,0.0852178911584852,0.112032770097286,0.0962962962962963,0.1,0.0758771929824561,0.0916666666666667,0.0666666666666667,0.0888401559454191,0.0857142857142857,0.20457397933728,0.0695852534562212,0.0782272287648632,0.0852272287648632,0.16,0.160736919675755,-0.0113714862638822,-0.0113714862638822,0.0125137513751375,-0.111091734653594,-0.0333333333333333,0.0526915964030692,0.361737903874104,0.0431372549019608,0.0416221033868093,0.0459936880862628,0.0127351226275186,0.0113714862638822,-0.115893398268398,-0.125625056343288,-0.159403586342422,-0.155652173913043,-0.1,0.307155848033722,-0.0523809523809524,-0.1,-0.0962962962962963,-0.0666666666666667,-0.0881881881881882,-0.112677931387609,-0.0910331384015595,-0.0818845578251519,-0.0794017992044622,-0.087618504255218,-0.195227460944852,-0.147911445279866,-0.117720667967903,-0.110949216087253,-0.063487990646214,-0.0919156212286174,0.0533225225345465,0.0541764246682279
"NOTCHic",0.0674969682270192,0.0753917050691244,0.165714285714286,0.208238573021182,-0.0466733266733267,0.0995238095238095,-0.0276923076923077,-0.02,0.1,0.0777777777777778,0.0666666666666667,0.0837209302325581,0.0666666666666667,0.179149369149369,0.105128205128205,0.0933634992458522,0.100890380966282,0.18,0.146666666666667,-0.0314888010540184,-0.0314888010540184,-0.0283732057416268,-0.17800054129183,-0.0666666666666667,0.0741211323238973,0.345636070853462,0.0786666666666667,0.0883440860215054,0.0877071433463461,0.0300109685417032,0.0314888010540184,0.01865916215446,-0.110957522322262,-0.155238095238095,-0.146666666666667,0,0.292271350999675,-0.0666666666666667,0.02,0.0276923076923077,-0.1,0.0367832167832168,-0.104559780746831,0.0367832167832168,0.0503467960610818,0.0532475594198604,0.0443100985036469,-0.119166506769001,0.0445077400497961,0.0434418987720874,-0.0670687321018447,0.0922724883888821,0.071241235729222,0.054524959742351,0.0463768115942029
"SNAI1",0.103296703296703,0.103296703296703,0.107692307692308,0.123106671454189,0.0818845578251519,0.112677931387609,0.0881881881881882,0.0962962962962963,0.0888401559454191,0.0758771929824561,0.0916666666666667,0.0937012670565302,0.0695852534562212,0.106175402824824,0.0782272287648632,0.0852272287648632,0.0869748015803972,0.155652173913043,0.159403586342422,-0.0127351226275186,-0.0127351226275186,0.0121363928845715,-0.113471888860768,-0.0431372549019608,0.0543434388427134,0.367272959224658,0.0416221033868093,0.0459936880862628,0.0480098171185209,0.0151981768147107,0.0127351226275186,-0.113451154043976,-0.128135516594334,-0.162094169302063,-0.160736919675755,-0.1,0.310710122769553,-0.0857142857142857,-0.0962962962962963,-0.0910331384015595,-0.0666666666666667,-0.0852178911584852,-0.114522949837793,-0.087618504255218,-0.0794017992044622,-0.0778013861946532,-0.084145012481909,-0.195330025047416,-0.146047410192147,-0.114224164471399,-0.109066863146076,-0.0607304464214482,-0.0889795245101373,0.055167540984731,0.0551110041074803
"STAT",-0.00457036133792273,0.00222575516693164,-0.00588235294117647,0.098,-0.143568931068931,0.0950885668276973,-0.126785714285714,-0.114285714285714,0.114285714285714,0.1,0.1,0.0956416464891041,0.1,0.155334163211132,0.133333333333333,0.121705426356589,0.127900116622076,0.166666666666667,0.172549019607843,-0.0808829611248966,-0.0808829611248966,-0.149753694581281,-0.18839158870963,-0.0727272727272727,0.0718118609406953,0.321068674914829,0.0789772727272727,0.086872009569378,0.0844565506321799,0.0756590805278817,0.0808829611248966,0.18958611481976,-0.0967390604890605,-0.180075901328273,-0.166666666666667,0,0.271580557536123,-0.1,0.114285714285714,0.126785714285714,-0.1,0.135876623376623,-0.0950885668276973,0.135876623376623,0.145777132961676,0.147326596608875,0.1417589763178,-0.0125110604870725,0.227857737254522,0.189237429237429,0.00474440522373281,0.141785214904033,0.199697721548143,0.0557468172852788,0.141325014854427
"Csl",0.0629515136815646,0.0674969682270192,0.0753917050691244,0.211506546877391,-0.0503467960610818,0.104559780746831,-0.0367832167832168,-0.0276923076923077,0.0837209302325581,0.1,0.0777777777777778,0.0906976744186046,0.105128205128205,0.176382570730397,0.0933634992458522,0.100890380966282,0.106924863724903,0.146666666666667,0.155238095238095,-0.0300109685417032,-0.0300109685417032,-0.0356902789123585,-0.180610533834708,-0.0786666666666667,0.0758452702549318,0.346188557041307,0.0883440860215054,0.0877071433463461,0.0906549891513348,0.027805086188762,0.0300109685417032,0.0238138013297177,-0.108653374856825,-0.156325051759834,-0.146666666666667,0.02,0.295539324855884,-0.0666666666666667,0.0276923076923077,0.0367832167832168,-0.0666666666666667,0.0466733266733267,-0.102337558524609,0.0443100985036469,0.0532475594198604,0.0550200008149433,0.048342356568163,-0.116231969522952,0.0506625237182909,0.0493544951731157,-0.0665478987685114,0.0970399302493472,0.0758283916925248,0.0578398768694229,0.05351966873706
"GLI",0.01697391688771,0.01697391688771,0.02447391688771,0.00171494229219187,0.0941845953498467,-0.00225021530519358,0.103225806451613,0.1,0.00911803317818355,0.0274853801169591,0.0222222222222222,0.0184930331781836,0.0857142857142857,0.0855876170272189,0.0646616541353384,0.0728249194414608,0.0773516684126542,0.217142857142857,0.212705627705628,-0.0700142840533493,-0.0700142840533493,0.0179944833927135,-0.0850419907771878,-0.0816666666666667,-0.00165946422428621,0.258348438300051,0.0851149425287356,0.0807124268054652,0.0861241915113475,0.0717964622711711,0.0700142840533493,-0.0219871145970641,-0.0468200948339975,-0.215468058644854,-0.208809523809524,-0.1,0.236797083205752,-0.0857142857142857,-0.02,-0.0232258064516129,-0.0333333333333333,-0.0959087332808812,0.00333129638627466,-0.0173434535104364,-0.0925612187264701,-0.0914255343271874,-0.115215793935968,-0.119020622840657,-0.125886620230113,-0.125667270531401,-0.0287570746471895,-0.0731066763922561,-0.1007104068129,0.0593835978835979,0.062974688974689
"KLF4",-0.233323139150594,-0.234354066985646,-0.229090909090909,-0.0922689075630252,-0.292160034893634,-0.0733333333333333,-0.284313725490196,-0.266666666666667,0.0561904761904762,0.08,0.1,0.0376719576719577,0.233333333333333,-0.171348931653514,0.233333333333333,0.233333333333333,0.225806451612903,-0.08,-0.0409625668449198,-0.0247435897435897,-0.0247435897435897,-0.260977701543739,-0.273217652857323,-0.159090909090909,0.109083372543748,-0.111692466460268,0.163090909090909,0.159090909090909,0.153725055432372,0.0100377073906486,0.0247435897435897,0.437762910056456,0.132148010719439,0.0461172060201775,0.0527272727272727,0.233333333333333,-0.0769393569393569,-0.2,0.266666666666667,0.284313725490196,-0.1,0.291290469676243,0.0950724637681159,0.291290469676243,0.290487794090958,0.287872601064806,0.291290469676243,0.3139651416122,0.458731245099089,0.355970544675679,0.305417291354323,0.519745796465469,0.489949597602037,0.0645046439628483,0.0259259259259259
"HEY1",-0.233323139150594,-0.234354066985646,-0.229090909090909,-0.0922689075630252,-0.292160034893634,-0.0733333333333333,-0.284313725490196,-0.266666666666667,0.0561904761904762,0.08,0.1,0.0376719576719577,0.233333333333333,-0.171348931653514,0.233333333333333,0.233333333333333,0.225806451612903,-0.08,-0.0409625668449198,-0.0247435897435897,-0.0247435897435897,-0.260977701543739,-0.273217652857323,-0.159090909090909,0.109083372543748,-0.111692466460268,0.163090909090909,0.159090909090909,0.153725055432372,0.0100377073906486,0.0247435897435897,0.437762910056456,0.132148010719439,0.0461172060201775,0.0527272727272727,0.233333333333333,-0.0769393569393569,-0.2,0.266666666666667,0.284313725490196,-0.1,0.291290469676243,0.0950724637681159,0.291290469676243,0.290487794090958,0.287872601064806,0.291290469676243,0.3139651416122,0.458731245099089,0.355970544675679,0.305417291354323,0.519745796465469,0.489949597602037,0.0645046439628483,0.0259259259259259
"FOXC2",-0.233323139150594,-0.234354066985646,-0.229090909090909,-0.0922689075630252,-0.292160034893634,-0.0733333333333333,-0.284313725490196,-0.266666666666667,0.0561904761904762,0.08,0.1,0.0376719576719577,0.233333333333333,-0.171348931653514,0.233333333333333,0.233333333333333,0.225806451612903,-0.08,-0.0409625668449198,-0.0247435897435897,-0.0247435897435897,-0.260977701543739,-0.273217652857323,-0.159090909090909,0.109083372543748,-0.111692466460268,0.163090909090909,0.159090909090909,0.153725055432372,0.0100377073906486,0.0247435897435897,0.437762910056456,0.132148010719439,0.0461172060201775,0.0527272727272727,0.233333333333333,-0.0769393569393569,-0.2,0.266666666666667,0.284313725490196,-0.1,0.291290469676243,0.0950724637681159,0.291290469676243,0.290487794090958,0.287872601064806,0.291290469676243,0.3139651416122,0.458731245099089,0.355970544675679,0.305417291354323,0.519745796465469,0.489949597602037,0.0645046439628483,0.0259259259259259
"SUFU",-0.171212121212121,-0.171212121212121,-0.175757575757576,-0.0539083232116234,-0.103754045307443,-0.0475729646697389,-0.106666666666667,-0.106666666666667,0.058021978021978,0.0657142857142857,0.0857142857142857,0.0399011726528505,0.200833333333333,-0.0146070279744087,0.200833333333333,0.185681818181818,0.179890312390312,0.152307692307692,0.130573105055864,0.0578273546804571,0.0578273546804571,-0.177217519322782,-0.224196439986508,-0.208333333333333,0.0588822713496327,0.156617483431866,0.205630630630631,0.202439141268929,0.198691606752163,-0.0625741901234951,-0.0578273546804571,0.36008065451986,0.0189802931481871,-0.128445445481396,-0.143216783216783,0.1,0.114375408043033,-0.213333333333333,0.2,0.2,-0.1,0.103754045307443,0.0528847429607319,0.196153846153846,0.102123610524835,0.100844838146318,0.19578209894195,0.0490168044212221,0.375618497613691,0.259302922522133,0.115238567662801,0.137458561427554,0.176767133172746,0.0668642585919962,0.0505805329232246
"SRC",-0.0626190476190476,-0.0697619047619048,-0.065,-0.0162777226084078,-0.114918032786885,0.0260964912280702,-0.1,0,0.126923076923077,0.15,0.15,0.115811965811966,0.1,-0.0755052651836146,0.08,0.0837037037037037,0.0719389978213508,0.133333333333333,0.0727272727272727,0.0309720483938256,0.0309720483938256,-0.0614285714285714,-0.17132516427887,0.0666666666666667,-0.108669467787115,0.153960766696616,-0.0916666666666667,-0.101190476190476,-0.0939177489177489,-0.0355175029392802,-0.0309720483938256,0.404069264069264,-0.00808080808080808,-0.0708404802744425,-0.106060606060606,0,0.125281803542673,-0.1,0.1,0.1,-0.1,0.11,-0.0197901849217639,0.11,0.118576569372251,0.119247710311848,0.114918032786885,-0.0344271820133889,0.250070473005256,0.158623400909516,-0.00300929193131028,0.130005234416999,0.182864840592726,0.0679544773884397,0.1671834625323
"Ecadherin",-0.230720908667323,-0.233323139150594,-0.234354066985646,-0.113074276690542,-0.290487794090958,-0.0950724637681159,-0.291290469676243,-0.284313725490196,0.0376719576719577,0.0561904761904762,0.08,0.0194901394901395,0.233333333333333,-0.187488172159843,0.233333333333333,0.225806451612903,0.213995427990856,-0.0527272727272727,-0.0461172060201775,-0.0100377073906486,-0.0100377073906486,-0.258346122596371,-0.268461481875987,-0.163090909090909,0.103820214649011,-0.133019480678278,0.159090909090909,0.153725055432372,0.149565923425139,-0.000576817749016231,0.0100377073906486,0.449904190409657,0.153496325326181,0.0512152452358638,0.0409625668449198,0.266666666666667,-0.0923955953006232,-0.233333333333333,0.284313725490196,0.291290469676243,-0.1,0.292160034893634,0.10935817805383,0.291290469676243,0.287872601064806,0.285258221979839,0.289290469676243,0.323089908837526,0.46721213978688,0.357413843644751,0.31113811515295,0.421011619250279,0.491103443755883,0.0682961131571611,0.0335208626347867
"cateninmemb",-0.230720908667323,-0.233323139150594,-0.234354066985646,-0.113074276690542,-0.290487794090958,-0.0950724637681159,-0.291290469676243,-0.284313725490196,0.0376719576719577,0.0561904761904762,0.08,0.0194901394901395,0.233333333333333,-0.187488172159843,0.233333333333333,0.225806451612903,0.213995427990856,-0.0527272727272727,-0.0461172060201775,-0.0100377073906486,-0.0100377073906486,-0.258346122596371,-0.268461481875987,-0.163090909090909,0.103820214649011,-0.133019480678278,0.159090909090909,0.153725055432372,0.149565923425139,-0.000576817749016231,0.0100377073906486,0.449904190409657,0.153496325326181,0.0512152452358638,0.0409625668449198,0.266666666666667,-0.0923955953006232,-0.233333333333333,0.284313725490196,0.291290469676243,-0.1,0.292160034893634,0.10935817805383,0.291290469676243,0.287872601064806,0.285258221979839,0.289290469676243,0.323089908837526,0.46721213978688,0.357413843644751,0.31113811515295,0.423075567906982,0.395515630479725,0.0682961131571611,0.0335208626347867
"cateninnuc",-0.159979070696453,-0.161797252514635,-0.165285624607658,-0.109856987120471,-0.133210991906644,-0.0977171717171717,-0.139646464646465,-0.142424242424242,-0.0914848484848485,-0.0734848484848485,-0.0583333333333333,-0.107891098484848,0.0888888888888889,-0.2500206749173,0.0774134790528233,0.063127764767109,0.0555024924359543,-0.0123188405797101,-0.0316678460046649,0.108126423126423,0.108126423126423,-0.197060615721602,-0.205641798253946,-0.0777142857142857,0.0430251824678054,-0.158448031432012,0.0715604395604396,0.0681121636983706,0.0641820326940038,-0.113345278345278,-0.108126423126423,0.406204700131415,0.221483166130809,0.033502708389986,0.0266045548654244,0.142424242424242,-0.108385847164469,-0.0888888888888889,0.142424242424242,0.138314653383147,0.0333333333333333,0.136385595081247,0.101946366805848,0.135053783817929,0.130597100943239,0.028304916463813,0.131891728481961,0.210248616914103,0.418443691474869,0.287872601064806,0.165326297195543,0.269743168576865,0.242558728683305,0.0737399010394779,0.0375353590656082
"Destcompl",0.253824758800798,0.252021151586369,0.249847238542891,-0.114003944773176,0.327662811188675,-0.133888888888889,0.317090671885192,0.304761904761905,-0.310240053718315,-0.303933747412008,-0.295238095238095,-0.304870926201536,-0.250574712643678,-0.265931221701256,-0.267717569786535,-0.269271973931613,-0.268304855943218,-0.00205128205128206,-0.0105957430547595,0.281148693616741,0.281148693616741,0.211334274003493,0.337435419105775,0.228979591836735,-0.186354273026569,-0.302966682818672,-0.232427867698804,-0.233480499277751,-0.232396755435386,-0.275497202250964,-0.281148693616741,0.144850386610862,0.266587056234519,0.00932992026994933,0.0111421911421911,-0.283333333333333,-0.22849976262808,0.233333333333333,-0.304761904761905,-0.317090671885192,0.266666666666667,-0.323558333576735,0.128625730994152,-0.323031265944598,-0.329306646805113,-0.329969573883135,-0.326556312326788,-0.0241077746971996,0.0480146128615294,-0.380254715950537,-0.235729590099765,-0.177540064251064,-0.351383399985245,0.0781443548742346,0.0954505848220061
"TCFLEF",-0.140045800887948,-0.144364737765025,-0.154168659333652,-0.129763440860215,-0.00255684567005322,-0.0945782638414217,-0.0216666666666667,-0.0416666666666667,0.0083653121072476,0.0406233766233766,0.0766233766233766,-0.0122868618057959,0.0666666666666667,-0.165127485253008,0.0333333333333333,0.010752688172043,0.00523121577940498,0.102857142857143,0.0704297328687573,0.0404300047856004,0.0404300047856004,-0.0945082143405497,0.28714519133807,0.0512820512820513,-0.0748886710275626,0.0396177122098175,-0.0629099582587955,-0.0741249115298235,-0.0797540506026712,-0.0421382833664152,-0.0404300047856004,0.301580276610137,0.0674950635992102,-0.0704297328687573,-0.0809059233449477,0.0666666666666667,0.0421198212764478,-0.1,0.0372549019607843,0.0172549019607843,-0.0857142857142857,0.00884615384615385,0.0982111510307143,0.0044343891402715,-0.102597793505205,-0.106034219622043,-0.0017767909839521,0.0647323816103018,0.315012352426688,0.357237606837607,0.0768002172759034,0.0483887738123586,0.0200113292162506,0.0993936292752082,0.00241437484084542
"RAS",0.00714995034756703,0.00526315789473684,0,-0.154347826086957,0.112265331664581,-0.0653679653679654,0.1,0.1,-0.0466666666666667,0,0.1,-0.0633333333333333,0,-0.369734513274336,-0.0333333333333333,-0.0453333333333333,-0.0639774011299435,-0.02,-0.110789473684211,0.237948717948718,0.237948717948718,0.0233766233766234,-0.144125811730598,0.14,-0.188888888888889,-0.300821060382916,-0.2,-0.194117647058824,-0.195107746068725,-0.341794871794872,-0.237948717948718,0.437881136950904,0.214672955974843,0.112750257997936,0.095,0,-0.238276923076923,-0.1,-0.1,-0.1,-0.1,-0.105882352941176,0.0612863327149041,-0.105882352941176,-0.115342254741504,-0.121291263240087,-0.11421568627451,0.134358974358974,0.307076581495186,-0.136337285902503,-0.033538340232604,0.0925333682001566,0.0255317783930573,0.10750736377025,0.116785714285714
"TWIST1",-0.158986722571628,-0.163703703703704,-0.163703703703704,-0.254765009002297,-0.128394428778946,-0.237382837382837,-0.133333333333333,-0.133333333333333,-0.0527472527472527,-0.0384615384615385,0,-0.0612218290184392,0,-0.209724353258307,-0.012,-0.0133698630136986,-0.0178033605506444,-0.02,0.000938215102974826,-0.0533291165928737,-0.0533291165928737,-0.158014042911068,0.203558729765078,-0.153333333333333,0.0952548201985561,-0.219601180127496,0.146436781609195,0.141436781609195,0.138475505982772,0.0492195275517778,0.0533291165928737,0.218210770050693,0.200271532880229,-0.000440702665163881,0.00695652173913044,0.133333333333333,-0.178046326380883,-0.0333333333333333,0.133333333333333,0.133333333333333,0,0.131205673758865,0.246293728471946,0.132280701754386,0.125178502285837,0.122705816834428,0.129080701754386,0.185555510152192,0.235287843410387,0.179929693961952,0.156880124146459,0.15282842910357,0.174576417485173,0.11218674815166,0.100729622680842
"AXIN2",0.301749475038949,0.294317042606516,0.278245614035088,-0.160329686394595,0.37357241817797,-0.179963193006671,0.343565891472868,0.313333333333333,-0.347342995169082,-0.325603864734299,-0.277777777777778,-0.359565217391304,-0.253846153846154,-0.33846564085976,-0.282417582417582,-0.303846153846154,-0.312698612862547,0.0133333333333333,-0.00914216244966188,0.355494025909251,0.355494025909251,0.246353294515987,0.382214094650536,0.2475,-0.237123742767771,-0.359436600478675,-0.266018518518519,-0.274868076040642,-0.278828472080246,-0.352081952418437,-0.355494025909251,0.243628664749946,0.33723384142739,0.0125904383117308,-0.00113821138211382,-0.266666666666667,-0.274819718200948,0.2,-0.313333333333333,-0.343565891472868,0.2,-0.362531408714248,0.177582240625719,-0.362531408714248,-0.380254715950537,-0.383756661475829,-0.373223232613619,-0.0139335144608978,0.244761938441427,0.0571108830931487,-0.266485189311276,-0.185388279139731,-0.382644226678964,0.139907562623711,0.156475596659172
"ZEB1",0.0290157591962405,0.0314950980392157,0.0354166666666667,0.182541637982053,-0.307577192853377,0.171302875137274,-0.288868042526579,-0.271794871794872,0.180345125107852,0.185263157894737,0.18,0.16891655367928,0.2125,0.0464011310666293,0.221590909090909,0.223551693404635,0.223907565290756,0.1,0.107529411764706,-0.0468801704509719,-0.0468801704509719,-0.17224171539961,-0.299165444628172,-0.0867816091954023,0.0512593884806541,0.34466154447017,0.0940279860069965,0.0955508286465904,0.0963382302213936,0.0382187531281372,0.0468801704509719,0.380630962808646,-0.0455525132507724,-0.107969940399067,-0.104,0.233333333333333,0.304141241124253,-0.2,0.261904761904762,0.278977932636469,-0.2,0.300632748408932,-0.162168259752658,0.290516394174931,0.310236767321462,0.311410935618918,0.296358318573556,0.0985981451572542,0.421366930454802,0.346356234228302,-0.0282286770392894,0.36348669911056,0.419313543966134,0.187364334962448,0.170787495243626
"ZEB2",-0.248780159730979,-0.242769230769231,-0.230769230769231,-0.218953304759756,-0.205155945419103,-0.198272971160295,-0.19,-0.17,-0.168888888888889,-0.166666666666667,-0.166666666666667,-0.166085150571132,-0.160714285714286,-0.158777440571009,-0.157857142857143,-0.150540069686411,-0.14963097877732,-0.133333333333333,-0.121618562535371,-0.103073593073593,-0.103073593073593,-0.0915201465201465,-0.0774822818126087,-0.0415584415584416,0.0273317793317793,0.036676570164712,0.0506493506493506,0.0567717996289425,0.057300900158043,0.099005070589653,0.103073593073593,0.107715080547808,0.111755233494364,0.120399050340249,0.128070175438597,0.15,0.156060125947827,0.175,0.177272727272727,0.197272727272727,0.2,0.200526315789474,0.201931507745661,0.207529137529138,0.207972846827554,0.208622197476905,0.213033724685101,0.220135888328567,0.240874361352458,0.242085598362912,0.244624997648741,0.248148519413772,0.258773682038633,0.270960043304331,0.360343954960267
"miR200",-0.101236258384125,-0.0938916256157635,-0.0800985221674877,-0.0117514124293785,-0.299980596819805,-0.00812848246476565,-0.270434782608696,-0.24,0.0281203007518797,0.0252631578947368,0.02,0.0243467158462193,0.0325,-0.0408961408961409,0.0458333333333333,0.052162447257384,0.0565102733443405,-0.0142857142857143,-0.00974025974025974,-0.116850363566781,-0.116850363566781,-0.112166344294004,-0.24879627823808,-0.0583333333333333,0.0442667901204487,0.297508960573477,0.0720588235294118,0.080123339658444,0.0836117117514673,0.10961844336728,0.116850363566781,0.268936917607959,0.022869959382922,0.00497835497835498,0.0142857142857143,0.2,0.237770820472117,-0.02,0.24,0.268,0,0.288744641763625,0.0134576360697813,0.28630985915493,0.305932977772186,0.308660250499459,0.297298870143941,0.197017747079097,0.377899110385547,0.334459915665031,0.106870135059538,0.405798646090783,0.386082336421309,0.323212365591398,0.314285714285714
