"","PAK1","TGFR","CDC42","TGF","GSK3","AXIN2","Destcompl","SOSGRB2","AKT","TWIST1","cateninnuc","IKK","TCFLEF","MEK","ERK","cfos","NFB","Csn","Ecadherin","Wnt","RAS","RAF","PI3K","TrCP","SUFU","ILK","FUS","SMO","LIV1","KLF4","Csl","SNAI1","cateninmemb","Jagged","NOTCHic","NOTCH","FOXC2","ZEB2","RKIP","SHH","Patched","SNAI2","miR200","DSH","SMAD","STAT","HEY1","DELTA","Frizzled","SRC","GLI","EGR1","cMet","CD44","ZEB1"
"IKK",0.15,0.172222222222222,0.172222222222222,0.173022222222222,-0.20043956043956,0.212142857142857,-0.0817494467349058,0.0915966386554622,-0.194916344916345,0.238660130718954,0.177087544032406,-0.197619047619048,0.176243662175866,-0.0125079365079365,-0.0102857142857143,-0.0142857142857143,-0.114285714285714,-0.1,0.239330057107034,0.168803418803419,-0.0912885662431942,-0.0912885662431942,-0.0912885662431942,0,-0.1,-0.10625,-0.12,-0.14,0.1,0.00256410256410256,-0.00909090909090909,-0.0149279050042409,0.116400164081728,-0.141366760387379,-0.0233766233766234,-0.0281385281385281,0.155180375180375,-0.00726315789473684,0.00947176684881603,0.150600255427842,0.143703703703704,-0.117107320858328,-0.00434782608695652,-0.15,0.109220297029703,-0.15,0.106501547987616,0.0912885662431942,-0.161111111111111,-0.161111111111111,-0.173418803418803,0,-0.168803418803419,-0.173418803418803,0.00326315789473684
"ZEB2",-0.361038961038961,-0.359901051329623,-0.359220779220779,-0.354610046038617,-0.333464289438305,-0.274014272751796,-0.271472982430371,-0.261135531135531,-0.252855659397715,-0.247736448886783,-0.245516964983236,-0.244444444444444,-0.243309172775444,-0.243228498074454,-0.240789473684211,-0.240789473684211,-0.233333333333333,-0.233333333333333,-0.232830624744824,-0.214195804195804,-0.211321180603836,-0.203398268398268,-0.203398268398268,-0.2,-0.2,-0.174034721147397,-0.171428571428571,-0.157142857142857,-0.15,-0.122443948177174,-0.112820512820513,-0.0927368349837938,-0.0921997369953151,-0.0908571692248368,-0.0901538461538462,-0.0753997477931904,-0.0244522144522144,0.0378097369021034,0.0755394524959742,0.136145074437757,0.142508710801394,0.145103839530612,0.174585298630149,0.177272727272727,0.179522526025446,0.19,0.190102639296188,0.203398268398268,0.203939393939394,0.216666666666667,0.22337011612241,0.225,0.229824561403509,0.239083820662768,0.259517992341322
"ZEB1",-0.31455938697318,-0.310572040544871,-0.313110111610861,-0.307028733458257,-0.310802635049901,-0.350801552875037,-0.329974163268517,-0.198011695906433,-0.298221783968117,-0.317182567022658,-0.316615691639185,-0.286793212539546,-0.314952286551122,-0.216620886239959,-0.218823529411765,-0.22,-0.27859649122807,-0.273333333333333,-0.216624748536148,-0.293471366032342,-0.30065745143569,-0.292940916002619,-0.292940916002619,-0.233333333333333,-0.166666666666667,-0.183156696966088,-0.141666666666667,-0.123484848484848,-0.233333333333333,-0.0488190041322038,-0.0270833333333333,-0.0639299037681159,-0.00142849833629561,-0.0331586703079037,-0.00551470588235293,0.00522909577053963,-0.0866348624829038,0.0669225212862218,0.0576815962889464,0.112438864254858,0.115641711229947,0.18297456811474,0.196561263251709,0.261904761904762,0.189406696966088,0.271794871794872,0.192816225225552,0.292940916002619,0.283855981416957,0.293746091307067,0.300000575654335,0.2,0.30551079718942,0.31176079718942,0.254594724292669
"Csn",0.118181818181818,0.135039835786104,0.128629579375848,0.139574441991355,-0.518136628553999,-0.204746419578218,-0.461296831867146,0.107040239824743,-0.191933333333333,0.020317126383045,-0.171100847601376,-0.178333333333333,-0.170198863235772,-0.027012987012987,-0.027012987012987,-0.0309090909090909,-0.161666666666667,-0.145,0.0249601590137587,-0.166368923971749,-0.417368175400469,-0.410266447953252,-0.410266447953252,-0.02,0.0142857142857143,-0.0213030538302277,0.0253968253968254,0.0223665223665224,-0.133333333333333,-0.0948229548229548,0.182828282828283,0.216847572365578,0.0744323187433218,0.0411542302585974,0.189321789321789,0.197975635475635,-0.158986563581466,0.109485525227461,-0.212009273317095,-0.0185237583968414,-0.0234417911837267,0.0421743754250107,0.0802406782467949,0.15,0.0282439278662175,0.15,0.00992524916943522,0.410266447953252,0.160344827586207,0.160344827586207,0.168552330085286,0.04,0.166368923971749,0.168591146193971,-0.0348469809760132
"RAF",0.133333333333333,0.145714285714286,0.126666666666667,0.154125500667557,-0.406501182033097,-0.142440225035162,-0.390163173283251,0.137269841269841,-0.260497835497835,0.0855793226381462,-0.111970572617419,-0.239285714285714,-0.111207213838793,0.0771900220102715,0.066551724137931,0.07,-0.214285714285714,-0.2,-0.0309846328420996,-0.1,-0.316477966477966,-0.301948051948052,-0.301948051948052,-0.2,-0.1,-0.117458279845956,-0.1,-0.08,0,-0.111142993782879,0.0333333333333333,0.273171460046067,-0.019090014384132,-0.0782258064516129,0.0515151515151515,0.0630536130536131,-0.0742263483642794,0.125142993782879,-0.0967086834733893,0.0921967213114754,0.084,0.104667774086379,0.0795261839228491,0.1,0.124388972915263,0.1,0.118544328300426,0.301948051948052,0.1,0.1,0.103846153846154,-0.07,0.105263157894737,0.109109311740891,-0.0425327594452415
"MEK",0.126666666666667,0.154125500667557,0.145714285714286,0.157045208696754,-0.414117889649805,-0.146043828638765,-0.394556478722581,0.14615873015873,-0.271086070791953,0.0866782237370473,-0.112899940647159,-0.260497835497835,-0.111970572617419,-0.0228099779897285,0.0771900220102715,0.066551724137931,-0.239285714285714,-0.214285714285714,-0.0298917366672362,-0.103846153846154,-0.322509712509712,-0.316477966477966,-0.316477966477966,-0.2,-0.1,-0.124388972915263,-0.08,-0.084,-0.1,-0.122907699665232,0.0515151515151515,0.279581716456324,-0.0181144046280345,-0.079865150713908,0.0630536130536131,0.0637835400609123,-0.0760281501660812,0.133079501719387,-0.101971841368126,0.0954646951676846,0.0921967213114754,0.104667774086379,0.0872661220033445,0.1,0.133614065166186,0.1,0.122180691936789,0.316477966477966,0.1,0.105263157894737,0.105944055944056,-0.07,0.109109311740891,0.111207213838793,-0.0401518070642891
"ERK",0.145714285714286,0.157045208696754,0.154125500667557,0.159792461444007,-0.419113348323737,-0.147832446524944,-0.397374968012322,0.153925720449992,-0.28209524510388,0.0884812750546617,-0.113663829536047,-0.271086070791953,-0.112899940647159,-0.023088529521762,-0.0228099779897285,0.0771900220102715,-0.260497835497835,-0.239285714285714,-0.0294454613496941,-0.105944055944056,-0.327020163554817,-0.322509712509712,-0.322509712509712,-0.214285714285714,-0.08,-0.133614065166186,-0.084,-0.0921967213114754,-0.1,-0.130659637649728,0.0630536130536131,0.280739123863731,-0.0171024451064153,-0.0831784037259562,0.0637835400609123,0.0673846480941533,-0.0789341330720641,0.140166115892615,-0.106150114348628,0.10077870482952,0.0954646951676846,0.10520880203949,0.0929033769053053,0.1,0.139693092521809,0.105263157894737,0.12934792743167,0.322509712509712,0.103846153846154,0.109109311740891,0.106695935643304,-0.066551724137931,0.111207213838793,0.111970572617419,-0.039364405489486
"SOSGRB2",0.0928571428571429,0.104395604395604,0.0928571428571429,0.113615462551633,-0.363503913882596,-0.144533828382838,-0.346638559054666,0.0486111111111111,-0.336038011695906,0.0467826086956522,-0.11734700038816,-0.315204678362573,-0.116390977443609,0.0206739206739207,0.0115830115830116,0.0142857142857143,-0.288888888888889,-0.3,-0.0251134665375421,-0.105952380952381,-0.374286542083152,-0.364030131826742,-0.364030131826742,-0.3,0,-0.0262365591397849,0,0.0166666666666667,0,-0.129473684210526,0.209090909090909,0.203319829424307,-0.0124394914394914,0.0176315967838958,0.232167832167832,0.233576282872058,-0.0900976800976801,0.140902255639098,-0.076937134502924,0.00306934841818563,-0.00855855855855856,0.0143527760084171,0.0932107583440551,0.1,0.0367260696292954,0.1,0.0247159090909091,0.364030131826742,0.114285714285714,0.114285714285714,0.110300207039337,0.019047619047619,0.109937888198758,0.114285714285714,-0.047468671679198
"miR200",-0.325,-0.333191018342821,-0.334803921568627,-0.332028227645147,-0.312447181200257,-0.348429965399961,-0.340994232324747,-0.229084461637653,-0.269133210384452,-0.330645244326226,-0.326609693492284,-0.259699248120301,-0.32297332985592,-0.227501546072975,-0.228181818181818,-0.21,-0.256842105263158,-0.22,-0.324703507492086,-0.291943661971831,-0.297217537862195,-0.284998086490624,-0.284998086490624,-0.2,-0.18,-0.180519735917966,-0.18,-0.153333333333333,-0.2,-0.121394064872326,-0.0930049261083744,-0.0825607725607726,-0.0991024007236165,-0.0611097099017022,-0.0619704433497537,-0.039936545044669,-0.054620880474539,0.14298835125448,0.0799640006408263,0.12600807191341,0.136877637130802,0.208237130052617,0.175596025516653,0.24,0.178952337798844,0.24,0.194915254237288,0.284998086490624,0.268,0.279130434782609,0.301833771861941,0.2,0.30307409675444,0.315433647316237,0.360430107526882
"SNAI1",0.171148459383754,0.161262716711126,0.165087853323147,0.161262716711126,0.0441457663623505,0.214212053398781,0.187468474523099,0.157016781866866,-0.137853313840156,0.099066824479868,0.170163567444752,-0.141325536062378,0.170886334610473,0.131791362508303,0.134481945467944,0.138481945467944,-0.139473684210526,-0.15,0.133673106527382,0.17516711833785,0.0312500259680292,0.0310858223555498,0.0310858223555498,-0.125,-0.192857142857143,-0.179540877282813,-0.202534562211982,-0.206238265915685,0.17,-0.186936884881117,-0.167179487179487,-0.16164671770653,0.0693312122682539,-0.17331439462288,-0.168278388278388,-0.16705389848247,0.0852946010029789,0.1805815892935,0.0916272620634719,0.199325644556462,0.202238265915685,-0.11782124152648,0.184195422338642,-0.173703703703704,0.176219844072481,-0.173703703703704,0.19151338196448,-0.0310858223555498,-0.173703703703704,-0.173703703703704,-0.17388741084242,-0.14695652173913,-0.173703703703704,-0.171851851851852,0.103374726655516
"PAK1",0.180952380952381,0.165087853323147,0.171148459383754,0.161262716711126,0.0453998917748918,0.214678253864981,0.188510141189766,0.161922442244224,-0.141325536062378,0.0997847731978167,0.170886334610473,-0.139473684210526,0.171851851851852,0.134481945467944,0.138481945467944,0.14695652173913,-0.15,-0.125,0.133777164800015,0.173703703703704,0.0310858223555498,0.0306312769010043,0.0306312769010043,-0.1,-0.142857142857143,-0.185347328895716,-0.192857142857143,-0.202534562211982,0.15,-0.190986729117877,-0.156410256410256,-0.0621805255357112,0.0692966699539189,-0.176608512269939,-0.167179487179487,-0.168278388278388,0.0874547026548214,0.181934602823635,0.0941377223145179,0.202238265915685,0.206238265915685,-0.118189997812099,0.184867852694069,-0.17,0.179540877282813,-0.17,0.195084810535909,-0.0306312769010043,-0.173703703703704,-0.173703703703704,-0.17516711833785,-0.16,-0.173703703703704,-0.173703703703704,0.106449757405824
"LIV1",0.180952380952381,0.165087853323147,0.171148459383754,0.161262716711126,0.0453998917748918,0.214678253864981,0.188510141189766,0.161922442244224,-0.141325536062378,0.0997847731978167,0.170886334610473,-0.139473684210526,0.171851851851852,0.134481945467944,0.138481945467944,0.14695652173913,-0.15,-0.125,0.133777164800015,0.173703703703704,0.0310858223555498,0.0306312769010043,0.0306312769010043,-0.1,-0.142857142857143,-0.185347328895716,-0.192857142857143,-0.202534562211982,0.15,-0.190986729117877,-0.156410256410256,-0.0621805255357112,0.0692966699539189,-0.176608512269939,-0.167179487179487,-0.168278388278388,0.0874547026548214,0.181934602823635,0.0941377223145179,0.202238265915685,0.206238265915685,-0.118189997812099,0.184867852694069,-0.17,0.179540877282813,-0.17,0.195084810535909,-0.0306312769010043,-0.173703703703704,-0.173703703703704,-0.17516711833785,-0.16,-0.173703703703704,-0.173703703703704,0.106449757405824
"SNAI2",-0.0607843137254902,-0.0500395029806795,-0.0560224089635854,-0.0500395029806795,-0.179749467644618,-0.194172344854202,-0.178818939090884,0.0795807978363759,-0.172624982689378,-0.0806199918228847,-0.141077675047473,-0.161781609195402,-0.141077675047473,-0.0743773184949656,-0.0784313725490196,-0.0843137254901961,-0.158333333333333,-0.133333333333333,-0.0706917613604595,-0.140459118346442,-0.186300669642392,-0.182647701605862,-0.182647701605862,-0.1,0.1,0.00248155600268276,0.12,0.137647058823529,-0.12,-0.157884615384615,0.174122807017544,0.1604645612606,-0.0142847446018962,0.136736176637955,0.18640350877193,0.187702210070631,-0.165550556021655,0.183488567233061,-0.157871794871795,-0.130116159139712,-0.131524609843938,0.018863416467213,0.150480979593906,0.129090909090909,0.00373853969109714,0.129090909090909,-0.0223930078360458,0.182647701605862,0.136233766233766,0.136233766233766,0.140993877704731,0.0666666666666667,0.140459118346442,0.140459118346442,-0.0905351374029788
"GLI",0.0966666666666667,0.078145738451529,0.0863218390804598,0.0736751502162348,0.179181622359945,0.213286533816425,0.210940942123757,-0.015453779259089,-0.0318006698293352,0.0987785983117053,0.171362776248516,-0.0333631698293352,0.172139823469078,0.0834453851857167,0.0906277056277056,0.0945238095238095,-0.0435672514619883,-0.0277777777777778,0.129527731186482,0.0420493358633776,0.182927777056942,0.179957480027239,0.179957480027239,-0.0166666666666667,-0.00952380952380953,-0.135002613105768,-0.0345238095238095,-0.0503132832080201,0.15,-0.192744744744745,-0.12236958443855,-0.0316146265082435,0.067504273782136,-0.136741164269318,-0.13986958443855,-0.13986958443855,0.0568222179222566,0.185030636627411,0.0334613119419475,0.0466095795043164,0.0503132832080201,-0.12157983696432,0.184705655541569,-0.04,0.127435045538201,-0.17,0.140751316218209,-0.179957480027239,-0.0432258064516129,-0.173225806451613,-0.144176995437846,-0.102857142857143,-0.173225806451613,-0.17408787541713,0.0855143369175627
"cfos",0.185714285714286,0.171148459383754,0.180952380952381,0.165087853323147,0.044672619047619,0.212791461412151,0.190164276528111,0.170833333333333,-0.139473684210526,0.102502164502165,0.171851851851852,-0.15,0.173703703703704,0.138481945467944,0.14695652173913,0.16,-0.125,-0.1,0.134676818779254,0.173703703703704,0.0306312769010043,0.0294117647058824,0.0294117647058824,0,-0.1,-0.191798941798942,-0.142857142857143,-0.192857142857143,0.1,-0.195904761904762,-0.133333333333333,-0.0638511699271193,0.0689303695876185,-0.1790625,-0.156410256410256,-0.167179487179487,0.0867650474824076,0.186757753949037,0.0913752913752914,0.206238265915685,0.202534562211982,-0.118913325117705,0.189436380612851,-0.15,0.185347328895716,-0.15,0.198025987006497,-0.0294117647058824,-0.17,-0.17,-0.173703703703704,-0.32,-0.173703703703704,-0.173703703703704,0.106128213997463
"CDC42",0.285714285714286,0.171148459383754,0.180952380952381,0.165087853323147,0.044672619047619,0.212791461412151,0.190164276528111,0.170833333333333,-0.139473684210526,0.102502164502165,0.171851851851852,-0.15,0.173703703703704,0.138481945467944,0.14695652173913,0.16,-0.125,-0.1,0.134676818779254,0.173703703703704,0.0306312769010043,0.0294117647058824,0.0294117647058824,0,-0.1,-0.191798941798942,-0.142857142857143,-0.192857142857143,0.1,-0.195904761904762,-0.133333333333333,-0.0638511699271193,0.0689303695876185,-0.1790625,-0.156410256410256,-0.167179487179487,0.0867650474824076,0.186757753949037,0.0913752913752914,0.206238265915685,0.202534562211982,-0.118913325117705,0.189436380612851,-0.15,0.185347328895716,-0.15,0.198025987006497,-0.0294117647058824,-0.17,-0.17,-0.173703703703704,-0.22,-0.173703703703704,-0.173703703703704,0.106128213997463
"NOTCHic",0.166666666666667,0.159440860215054,0.162666666666667,0.156256146839258,-0.0412447357588423,0.0247836178496556,0.0115473965287049,0.190574162679426,-0.164341085271318,0.0673807696407633,0.0173397522143433,-0.166666666666667,0.0193244850387708,0.137619047619048,0.146190476190476,0.153333333333333,-0.133333333333333,-0.1,0.0153311874756793,0.0246620046620047,-0.0539518552412106,-0.0514888010540184,-0.0514888010540184,0,-0.1,-0.188095238095238,-0.125,-0.163461538461538,0,-0.213871635610766,0.0257142857142857,-0.0135409035409035,0.00203706260917662,-0.109095496115364,-0.083963133640553,-0.0865947125879214,0.0382225148123766,0.212866344605475,0.0512247668148591,0.168268622585511,0.169343891402715,-0.0710217197544794,0.206811800915847,-0.02,0.18449811579308,-0.02,0.0922965440356745,0.0514888010540184,-0.0276923076923077,-0.0276923076923077,-0.0214361982103918,-0.22,-0.0246620046620047,-0.0213653013653014,0.092866344605475
"NOTCH",0.2,0.162666666666667,0.166666666666667,0.159440860215054,-0.0371125043538837,0.0261725067385445,0.0145473965287049,0.204210526315789,-0.166666666666667,0.0705254237288136,0.0193244850387708,-0.133333333333333,0.0213653013653014,0.146190476190476,0.153333333333333,0.22,-0.1,0,0.0157906055461234,0.0276923076923077,-0.0514888010540184,-0.0442424242424242,-0.0442424242424242,0,0,-0.188095238095238,-0.1,-0.125,0,-0.221014492753623,0.04,-0.0151282051282051,0.00183422285258433,-0.111082251082251,0.0257142857142857,-0.083963133640553,0.0430612244897959,0.213607085346216,0.0582670203359859,0.169343891402715,0.163461538461538,-0.0724245253657018,0.206233766233766,0,0.188095238095238,0,0.0876811594202898,0.0442424242424242,-0.02,-0.02,-0.0246620046620047,-0.2,-0.0276923076923077,-0.0246620046620047,0.0950885668276973
"Csl",0.162666666666667,0.156256146839258,0.159440860215054,0.155122359991185,-0.0431593160239381,0.0229841319884731,0.00917079689433565,0.188135138289182,-0.168217054263566,0.0662521014692057,0.0163677682234914,-0.164341085271318,0.0173397522143433,0.13435817805383,0.137619047619048,0.146190476190476,-0.166666666666667,-0.133333333333333,0.0150986293361444,0.0214361982103918,-0.0557900905353282,-0.0539518552412106,-0.0539518552412106,-0.1,-0.125,-0.18449811579308,-0.163461538461538,-0.169343891402715,0.02,-0.213871635610766,-0.083963133640553,-0.0107741051219312,0.00280158860306042,-0.106491329448697,-0.0865947125879214,-0.0829583489515578,0.0359236642376639,0.213971316981166,0.0489206193494213,0.164820346723442,0.168268622585511,-0.0703505788148821,0.2065939359921,-0.0276923076923077,0.182275893570858,-0.0276923076923077,0.090335759721949,0.0539518552412106,-0.0246620046620047,-0.0246620046620047,-0.0206297465974885,-0.153333333333333,-0.0213653013653014,-0.0193244850387708,0.0923138584176297
"Jagged",0.2,0.166666666666667,0.2,0.162666666666667,-0.0325670498084291,0.0242857142857143,0.0182857142857143,0.22,-0.133333333333333,0.079,0.0213653013653014,-0.1,0.0246620046620047,0.153333333333333,0.22,0.2,0,0,0.0174035087719298,0.02,-0.0442424242424242,-0.0533333333333333,-0.0533333333333333,0,0,-0.183333333333333,0,-0.1,0,-0.216666666666667,0.1,-0.0166666666666667,0.00235778306200842,-0.111082251082251,0.04,0.0257142857142857,0.0328571428571428,0.221014492753623,0.041025641025641,0.163461538461538,0.125,-0.0718954248366013,0.209090909090909,0,0.188095238095238,0,0.0833333333333333,0.0533333333333333,0,0,-0.0276923076923077,-0.1,-0.02,-0.0276923076923077,0.0876811594202898
"DELTA",0.2,0.166666666666667,0.2,0.162666666666667,-0.0325670498084291,0.0242857142857143,0.0182857142857143,0.22,-0.133333333333333,0.079,0.0213653013653014,-0.1,0.0246620046620047,0.153333333333333,0.22,0.2,0,0,0.0174035087719298,0.02,-0.0442424242424242,-0.0533333333333333,-0.0533333333333333,0,0,-0.183333333333333,0,-0.1,0,-0.216666666666667,0.1,-0.0166666666666667,0.00235778306200842,-0.111082251082251,0.04,0.0257142857142857,0.0328571428571428,0.221014492753623,0.041025641025641,0.163461538461538,0.125,-0.0718954248366013,0.209090909090909,0,0.188095238095238,0,0.0833333333333333,0.0533333333333333,0,0,-0.0276923076923077,-0.1,-0.02,-0.0276923076923077,0.0876811594202898
"SUFU",0.0983333333333334,0.0967807168870999,0.101036036036036,0.0950055689581058,-0.219705266890254,-0.245053117469368,-0.224993581705605,0.0322966507177033,-0.170785898665093,0.0640282721101971,-0.0910185380610666,-0.166087912087912,-0.0901489728436753,0.0619665245490631,0.0666473756128929,0.0586013986013986,-0.146857142857143,-0.142857142857143,0.0599671075071933,-0.198076923076923,-0.213145271262784,-0.214094638351392,-0.214094638351392,-0.1,0.173333333333333,-0.128643113159242,0.173333333333333,0.151111111111111,-0.1,-0.310179913397249,0.206060606060606,0.216033368651103,0.129722641593489,0.0490569963752003,0.199242424242424,0.192099567099567,-0.175003760363517,0.328631137794937,-0.198275942679477,-0.136525096525097,-0.14,0.00353891147665317,0.243338565691037,0.2,0.132569210156933,0.0933333333333333,0.111375266954104,0.214094638351392,0.2,0.0933333333333333,0.198448670288819,-0.0676923076923077,0.09042071197411,0.09042071197411,0.0107054285411452
"FUS",0.106666666666667,0.101036036036036,0.0983333333333334,0.0967807168870999,-0.218676989255292,-0.245755693581781,-0.225153071338778,0.032995951417004,-0.166087912087912,0.0650591999452486,-0.0901489728436753,-0.146857142857143,-0.09042071197411,0.0666473756128929,0.0586013986013986,0.0676923076923077,-0.142857142857143,-0.1,0.0601730807306743,-0.2,-0.214094638351392,-0.20929114490161,-0.20929114490161,-0.1,0.333333333333333,-0.124126984126984,0.173333333333333,0.173333333333333,-0.1,-0.311976320582878,0.206060606060606,0.217566588412602,0.131086898073708,0.0507197042136801,0.206060606060606,0.199242424242424,-0.173266787658802,0.330080413157256,-0.197867779414171,-0.14,-0.151111111111111,0.00268195696116206,0.24036458799587,0.2,0.128643113159242,0.1,0.105351170568562,0.20929114490161,0.2,0.0933333333333333,0.198076923076923,-0.06,0.0933333333333333,0.09042071197411,0.0111885203285848
"SMO",0.0666666666666667,0.0983333333333334,0.106666666666667,0.101036036036036,-0.220349230057968,-0.247619047619048,-0.225007085937318,0.0368421052631579,-0.146857142857143,0.0697712418300654,-0.09042071197411,-0.142857142857143,-0.09042071197411,0.0586013986013986,0.0676923076923077,0.06,-0.1,-0.1,0.0626388341553318,-0.2,-0.20929114490161,-0.213942307692308,-0.213942307692308,0,0.3,-0.106666666666667,0.333333333333333,0.173333333333333,-0.1,-0.297222222222222,0.233333333333333,0.218509984639017,0.13052823885583,0.0591534391534392,0.206060606060606,0.206060606060606,-0.183793103448276,0.331920903954802,-0.211269841269841,-0.151111111111111,-0.173333333333333,0.00429775588396278,0.242344786015672,0.2,0.124126984126984,0.1,0.0923076923076923,0.213942307692308,0.2,0.1,0.2,0,0.0933333333333333,0.0933333333333333,-0.00169491525423729
"Wnt",0.3,0.32,0.3,0.33304347826087,-0.513949843260188,-0.149090909090909,-0.441899780507168,0.242424242424242,-0.270833333333333,0.135882352941176,-0.11571727331574,-0.233333333333333,-0.112406015037594,0.0274509803921569,0.0333333333333333,0.0333333333333333,-0.133333333333333,-0.1,0.171985875388708,-0.1,-0.420471633629528,-0.397744360902256,-0.397744360902256,-0.1,0,-0.164957264957265,0,-0.05,0,-0.317647058823529,0.15,0.286490683229814,0.144279661016949,-0.0512990196078431,0.135714285714286,0.152380952380952,-0.138218623481781,0.3493543758967,-0.261666666666667,0.0924242424242424,0.0590909090909091,0.00344827586206897,0.263838383838384,0,0.171934009143311,0.1,0.153846153846154,0.397744360902256,0,0.1,0.105263157894737,0,0.1,0.105263157894737,0.00143472022955524
"AXIN2",0.184583333333333,0.225739238501038,0.20804012345679,0.236300294606648,-0.644211797609967,0.0661073403065991,-0.656759349104122,0.211588252794424,-0.437294685990338,0.0590592346576119,-0.370566088482996,-0.39951690821256,-0.367755885283688,-0.00651145364176813,-0.0099597295038371,-0.0108943089430894,-0.351690821256039,-0.277777777777778,0.108594009777287,-0.354431970061481,-0.547932549269974,-0.527722575516693,-0.527722575516693,-0.2,0.15,-0.111663216011042,0.157692307692308,0.162454212454212,-0.266666666666667,-0.43638664183967,0.320701754385965,0.521013358521652,0.343900435469448,0.273050650876738,0.351058897243108,0.367275113459324,-0.298900014895331,0.476712798997602,-0.481778526133365,-0.14711463399988,-0.155311355311355,0.184996175734384,0.356363719945343,0.313333333333333,0.130314009661836,0.313333333333333,0.0878071638720726,0.527722575516693,0.338914728682171,0.338914728682171,0.363237001508022,0.0133333333333333,0.354431970061481,0.36294932021921,-0.195843890225767
