"","KLF4","miR200","AKT","AXIN2","SHH","cateninmemb","NFB","PAK1","FUS","Wnt","Frizzled","DSH","Csn","STAT","SRC","cMet","Ecadherin","GLI","CDC42","TrCP","SUFU","CD44","TCFLEF","TGFR","cateninnuc","ILK","TGF","SMAD","LIV1","SOSGRB2","EGR1","ERK","Csl","MEK","SNAI1","RKIP","FOXC2","TWIST1","NOTCH","NOTCHic","Jagged","cfos","HEY1","SNAI2","ZEB1","RAF","PI3K","DELTA","RAS","Patched","SMO","IKK","Destcompl","ZEB2","GSK3"
"TGFR",-0.209878409792597,-0.174245470880621,-0.315401876784986,-0.250857990629092,-0.166955362361192,-0.224373540428281,-0.283333333333333,-0.18,-0.153333333333333,-0.21811320754717,-0.22,-0.2,-0.283333333333333,-0.2,-0.22,-0.21811320754717,-0.178680926813827,-0.20327449786975,-0.160952380952381,-0.233333333333333,-0.153333333333333,-0.202323733862959,-0.186055791279227,-0.234166666666667,-0.171795383839015,-0.111045943304008,-0.21927304964539,-0.0993021710620149,-0.1,0.0621020142949968,-0.019047619047619,0.0328822055137845,0.0566666666666667,0.0589096027740584,-0.0539461262791914,-0.0812554112554113,0.0304908595296862,-0.091779359430605,-0.0872794178450343,-0.0808045977011494,0.0585793259482188,0.0137844611528822,0.103846338905088,0.29316909638469,0.0174246414754165,0.351785714285714,0.351785714285714,0.351785714285714,0.360557644110276,0.179949712643678,0.170574712643678,0.299122807017544,0.303396387592252,0.198002031453955,0.409516693214223
"TWIST1",-0.214905149051491,-0.165660482828495,-0.155361023157633,0.00146665162794195,-0.113949479272106,-0.0638203458654793,-0.123076923076923,0.0175757575757576,-0.0666666666666667,-0.0367000835421888,-0.023015873015873,0.00476190476190477,-0.1,0.00476190476190477,-0.023015873015873,-0.0357818304626815,-0.117953895702133,-0.0391000835421888,0.0244723092998955,-0.1,-0.0333333333333333,-0.0385930754426012,-0.0341520340949749,0.0269723092998955,-0.0284591071254521,-0.161570661570662,0.0354005553135629,-0.160580562560761,0.0333333333333333,0.0943926147587475,0.0266666666666667,0.0476048817696415,-0.0414814814814815,0.0570576180880495,-0.138693461349241,-0.146279533236055,-0.13657176469442,-0.0487117703679489,0.0135666290383272,0.0286609686609687,-0.0110103550921749,-0.0397101449275362,0.14519153163221,-0.243626591627744,-0.0905247352615774,0.0677697227222844,0.0677697227222844,0.0677697227222844,0.0756464350510515,0.10951598173516,0.102666666666667,0.146886446886447,-0.0339456994546434,0.20119329856172,-0.0309332643141708
"TGF",-0.236664124078312,-0.185682421027249,-0.299122807017544,-0.256437389770723,-0.179949712643678,-0.240077928419044,-0.283333333333333,-0.18,-0.153333333333333,-0.22,-0.2,-0.1,-0.233333333333333,-0.1,-0.2,-0.22,-0.185324879113657,-0.21811320754717,-0.18,-0.2,-0.133333333333333,-0.21811320754717,-0.202323733862959,-0.160952380952381,-0.186055791279227,-0.128787878787879,-0.234166666666667,-0.111045943304008,0,0.0460526315789474,-0.0333333333333333,-0.0137844611528822,0.00666666666666667,0.0328822055137845,-0.0725301970756516,-0.096969696969697,0.0283074534161491,-0.09,-0.0808045977011494,-0.0566666666666667,0.0578546882670594,0.019047619047619,0.117279174725983,0.306595022310616,0.0132736980791901,0.328571428571429,0.328571428571429,0.328571428571429,0.351785714285714,0.170574712643678,0.153333333333333,0.283333333333333,0.300170581140639,0.211209578623766,0.396558258006399
"IKK",-0.245421245421245,-0.200211817168339,0.176512226512227,-0.159047619047619,-0.00835249042145594,-0.115094802776367,0.0571428571428571,-0.3,0,-0.134188034188034,-0.111111111111111,-0.1,0.1,-0.1,-0.111111111111111,-0.134188034188034,-0.0643954861732413,-0.12957264957265,-0.311111111111111,0,0.1,-0.12957264957265,-0.131267564826887,-0.315656565656566,-0.130845623898617,0.00972222222222222,-0.318056565656566,0.00873212321232123,-0.1,-0.283193277310924,-0.1,-0.154857142857143,-0.0454545454545455,-0.16152380952381,-0.124010460842522,-0.0849726775956284,0.0441269841269841,-0.0953267973856209,0.0295815295815296,0.0311688311688312,-0.0718744142455483,0.142857142857143,-0.0104231166150671,0.385452591995702,0.0235488721804511,-0.152571082879613,-0.152571082879613,-0.152571082879613,-0.148345730766937,-0.00888888888888889,-0.02,-0.173809523809524,-0.0933162044718064,0.26012030075188,-0.230018315018315
"PAK1",-0.29239760603695,-0.254264200681042,-0.127363547758285,-0.280551476283422,-0.143096944871138,-0.256493610994522,-0.104166666666667,-0.3,-0.147619047619048,-0.241150097465887,-0.238518518518519,-0.22,-0.0666666666666667,-0.22,-0.238518518518519,-0.238518518518519,-0.205813954225649,-0.227003756002472,-0.282352941176471,-0.0666666666666667,-0.080952380952381,-0.224657132379905,-0.214657132379905,-0.27174688057041,-0.205967477207491,-0.08899982932241,-0.260817918821776,-0.0851288615804745,-0.2,-0.216501650165016,-0.24,-0.194753131908622,-0.0166666666666667,-0.178753131908622,-0.0635900407659569,-0.00491030148488712,-0.0703628263752936,-0.0132420478072652,-0.0160805860805861,-0.00948717948717949,0.00778991990456714,0.22695652173913,0.0890451832907076,0.306292651572149,0.0909715371243053,0.112313353525692,0.112313353525692,0.112313353525692,0.117313353525692,0.148096944871138,0.144393241167435,0.119956140350877,0.323360042568385,0.285297251859852,0.189667207792208
"AXIN2",-0.279777535688807,-0.224908377601868,0.0901449275362319,0.0749570322271059,-0.298645139013991,-0.320495835751378,0.109178743961353,-0.212083333333333,-0.253846153846154,-0.349259556268377,-0.338914728682171,-0.313333333333333,0.122222222222222,-0.313333333333333,-0.338914728682171,-0.349259556268377,-0.0751456831859523,-0.351146348721208,-0.220725308641975,0.133333333333333,-0.2,-0.350836843334624,-0.34907834392079,-0.219840352889763,-0.345662866186246,-0.165700483091787,-0.216209989853459,-0.16371635610766,-0.266666666666667,-0.0502086786518764,-0.18,-0.191260542511967,0.0371929824561403,-0.186432956305071,-0.252991937766239,-0.232753653156879,-0.204900072604991,0.0493443248209983,-0.0526369979001558,-0.0479072681704261,-0.257708349230088,0.19219512195122,0.165973565567886,0.347947116673195,-0.11278465522835,-0.121336610955988,-0.121336610955988,-0.121336610955988,-0.115037398357563,0.293727106227106,0.277655677655678,-0.0990338164251208,-0.270149295294068,0.288952451112283,-0.29165906823916
"GLI",-0.300567996567997,-0.260708785538507,-0.172570563313045,-0.281364734299517,-0.0248493809479607,-0.268239274323888,-0.147953216374269,-0.203333333333333,-0.030952380952381,-0.104364326375712,-0.0961290322580645,-0.08,-0.111111111111111,-0.22,-0.236129032258065,-0.241007081038552,-0.220396682238884,-0.191172837014009,-0.186091954022989,-0.1,0.019047619047619,-0.228076046555794,-0.218660462140209,-0.175400130123617,-0.209634759809068,-0.0844971264015285,-0.163870718358912,-0.0801728020772041,-0.2,-0.0315358387924759,-0.122857142857143,-0.0846536796536797,-0.0049867374005305,-0.0686315802061659,-0.0770508026633627,-0.0602162782599724,-0.0655014834881321,-0.0456911942990042,-0.0310846911708981,-0.0225132625994695,0.00843605452296158,0.11452380952381,0.084277409065185,0.319732621441745,0.0691564260112647,0.25635598850632,0.25635598850632,0.25635598850632,0.262890641971666,0.0277300393841747,0.0256892230576441,0.166320563313045,0.332758256696878,0.292852619901007,0.301234406064976
"cfos",-0.303873015873016,-0.262893642305407,-0.119956140350877,-0.285582922824302,-0.148096944871138,-0.265284819785731,-0.0666666666666667,-0.314285714285714,-0.080952380952381,-0.238518518518519,-0.22,-0.2,-0.0666666666666667,-0.2,-0.22,-0.238518518518519,-0.20975859090385,-0.241150097465887,-0.3,-0.1,-0.0666666666666667,-0.238518518518519,-0.224657132379905,-0.282352941176471,-0.214657132379905,-0.0986772486772487,-0.27174688057041,-0.08899982932241,-0.1,-0.233333333333333,-0.36,-0.22695652173913,-0.0166666666666667,-0.194753131908622,-0.076716532412735,-0.0209324009324009,-0.0779490332718453,-0.0143290043290043,-0.00948717948717949,0.0166666666666667,0.00288194444444444,0.24,0.0949275362318841,0.31515341106582,0.0822898650985818,0.0964596949891068,0.0964596949891068,0.0964596949891068,0.112313353525692,0.144393241167435,0.147619047619048,0.104166666666667,0.320051771891693,0.297194357969176,0.180576298701299
"CDC42",-0.303873015873016,-0.262893642305407,-0.119956140350877,-0.285582922824302,-0.148096944871138,-0.265284819785731,-0.0666666666666667,-0.214285714285714,-0.080952380952381,-0.238518518518519,-0.22,-0.2,-0.0666666666666667,-0.2,-0.22,-0.238518518518519,-0.20975859090385,-0.241150097465887,-0.3,-0.1,-0.0666666666666667,-0.238518518518519,-0.224657132379905,-0.282352941176471,-0.214657132379905,-0.0986772486772487,-0.27174688057041,-0.08899982932241,-0.1,-0.233333333333333,-0.26,-0.22695652173913,-0.0166666666666667,-0.194753131908622,-0.076716532412735,-0.0209324009324009,-0.0779490332718453,-0.0143290043290043,-0.00948717948717949,0.0166666666666667,0.00288194444444444,0.24,0.0949275362318841,0.31515341106582,0.0822898650985818,0.0964596949891068,0.0964596949891068,0.0964596949891068,0.112313353525692,0.144393241167435,0.147619047619048,0.104166666666667,0.320051771891693,0.297194357969176,0.180576298701299
"cateninnuc",-0.292019496912735,-0.218010651692734,0.21292803030303,0.121751751796637,-0.0339105877561288,-0.0509843661598047,0.23030303030303,-0.195428571428571,0.0144444444444444,-0.0426273894856384,-0.0328447807899863,-0.00955710955710955,0.233333333333333,-0.00955710955710955,-0.0345571095571095,-0.0443397182527617,-0.166842764937114,-0.0465799586555989,-0.201582417582418,0.233333333333333,0.0444444444444444,-0.0483079722210157,-0.048532020017879,-0.202157130226096,-0.145963668733703,-0.114868686868687,-0.200410405335266,-0.116369368996927,0.0212121212121212,-0.219591620930635,-0.272463768115942,-0.288658262791449,-0.232580037664783,-0.288658262791449,-0.278360020918038,-0.232322107173224,-0.0432950437540601,-0.115411959014712,0.22333056620601,0.225603293478737,0.0268161425668248,0.289924085576259,0.0736811381702106,-0.087718156016392,-0.068596797076353,-0.258023958023958,-0.258023958023958,-0.258023958023958,-0.253646853646854,0.0306426138999197,0.0101457194899818,-0.22230303030303,-0.277203472718996,0.298886994298296,-0.302335773911669
"AKT",-0.300989653621233,-0.24392081438851,0.0281959870195164,-0.333390751246347,-0.188778677462888,-0.233119851219651,0.149019607843137,-0.230882352941176,-0.15,-0.291140839836492,-0.277294685990338,-0.255555555555556,0.166666666666667,-0.255555555555556,-0.277294685990338,-0.291140839836492,-0.195648246776907,-0.291699499054369,-0.234882352941176,0.166666666666667,-0.1,-0.29057586808508,-0.286245971177863,-0.23081731229077,-0.282092125024017,-0.118589835934374,-0.224472901414637,-0.112865930210468,-0.2,-0.160854700854701,-0.2,-0.207521697203472,-0.1,-0.19233182378575,-0.197729498867943,-0.164632809645597,-0.237655480163824,0.0690571629725605,0.0781274586939418,0.0903225806451613,-0.0469606134541652,0.205882352941176,0.104701871720973,0.153733901130547,0.0207815346725386,-0.135532704738184,-0.135532704738184,-0.135532704738184,-0.124689331244208,0.181410256410256,0.173076923076923,-0.14132730015083,-0.130555348238903,0.301712074211863,-0.190092553802231
"ILK",-0.305263157894737,-0.244990333105087,0.14132730015083,-0.325809523809524,-0.181410256410256,-0.235668271199263,0.166666666666667,-0.225,-0.1,-0.277294685990338,-0.255555555555556,-0.2,0.166666666666667,-0.2,-0.255555555555556,-0.277294685990338,-0.19898158011024,-0.291140839836492,-0.230882352941176,0.2,-0.1,-0.291140839836492,-0.29057586808508,-0.234882352941176,-0.286245971177863,-0.114589835934374,-0.23081731229077,-0.118589835934374,-0.1,-0.163076923076923,-0.2,-0.205882352941176,-0.1,-0.207521697203472,-0.208506441223833,-0.173949579831933,-0.236903600464576,0.0650816278043648,0.0903225806451613,0.1,-0.0489473684210526,0.2,0.0979349544277402,0.156849479019994,0.0146171511108947,-0.147861471861472,-0.147861471861472,-0.147861471861472,-0.135532704738184,0.173076923076923,0.15,-0.149019607843137,-0.138413081903089,0.305136731746109,-0.201382876382876
"NOTCHic",-0.324154589371981,-0.279686710206941,-0.0847545219638243,-0.0895604971548368,-0.122157349292074,-0.102185555044004,-0.0555555555555556,-0.311111111111111,-0.0666666666666667,-0.0828438228438228,-0.0676923076923077,-0.06,-0.0666666666666667,-0.06,-0.0676923076923077,-0.0828438228438228,-0.104892291985707,-0.090370704564253,-0.307111111111111,-0.1,-0.0666666666666667,-0.0883383283383283,-0.0822158793587365,-0.300659498207885,-0.0787044289770571,-0.105714285714286,-0.297474784832089,-0.100678314491264,0,-0.260717703349282,-0.26,-0.267142857142857,-0.165714285714286,-0.25,-0.136389906389906,-0.0639444091605335,-0.0742462146148782,-0.0784752158618484,0.0569706524375455,0.0753917050691244,0.0502114172312848,0.26,-0.000457079152731324,0.19926481083501,0.0648953301127214,-0.00171277997364954,-0.00171277997364954,-0.00171277997364954,0.00764682593768051,0.114630467571644,0.120512820512821,0.0777777777777778,0.0939616305223782,0.32341384863124,0.0508771096545391
"NOTCH",-0.324154589371981,-0.276796536796537,-0.0777777777777778,-0.0798382749326146,-0.114630467571644,-0.105228151392889,-0.0666666666666667,-0.3,-0.0666666666666667,-0.0676923076923077,-0.06,0,-0.1,0,-0.06,-0.0676923076923077,-0.109333333333333,-0.0828438228438228,-0.311111111111111,0,-0.1,-0.0828438228438228,-0.0883383283383283,-0.307111111111111,-0.0822158793587365,-0.102380952380952,-0.300659498207885,-0.105714285714286,0,-0.265263157894737,-0.2,-0.26,-0.18,-0.267142857142857,-0.145384615384615,-0.0681697612732095,-0.0710204081632653,-0.084135593220339,0.0753917050691244,0.165714285714286,0.0521981721981722,0.26,-0.00507246376811594,0.202270822859058,0.0611916264090177,-0.00606060606060606,-0.00606060606060606,-0.00606060606060606,-0.00171277997364954,0.120512820512821,0.0666666666666667,0.0555555555555556,0.0886282971890448,0.324154589371981,0.0393068617206548
"Jagged",-0.311111111111111,-0.273939393939394,-0.0555555555555556,-0.0628571428571429,-0.120512820512821,-0.104704591183464,-0.1,-0.2,-0.1,-0.06,0,0,0,0,0,-0.06,-0.109333333333333,-0.0676923076923077,-0.3,0,0,-0.0676923076923077,-0.0828438228438228,-0.311111111111111,-0.0883383283383283,-0.116666666666667,-0.307111111111111,-0.102380952380952,0,-0.26,-0.1,-0.26,-0.2,-0.26,-0.15,-0.0923076923076923,-0.0771428571428571,-0.096,0.165714285714286,0.18,0.067012987012987,0.2,0.0166666666666667,0.198567119155354,0.0463768115942029,-0.0333333333333333,-0.0333333333333333,-0.0333333333333333,-0.00606060606060606,0.0666666666666667,0.0666666666666667,0.0666666666666667,0.0764787644787645,0.324154589371981,0.0256704980842912
"KLF4",-0.303703703703704,-0.243683353683354,0.277989417989418,0.234271926770791,0.141868279569892,0.221253006253006,0.26,-0.0954545454545455,0.233333333333333,0.173689010487916,0.203921568627451,0.233333333333333,0.2,0.233333333333333,0.203921568627451,0.173689010487916,0.0997186661006063,0.147826941522399,-0.131454545454545,0.1,0.2,0.146732488748786,0.130344528882565,-0.159454545454545,0.121751751796637,-0.124,-0.17360088691796,-0.144289855072464,0.233333333333333,-0.249542595769011,-0.2,-0.310695187165775,-0.287272727272727,-0.338530238712167,-0.333782982522307,-0.281395588538446,0.0180972866393314,-0.289546840958606,0.302031273121886,0.303062200956938,0.203677252282949,0.263636363636364,0.0768678380443086,-0.160335867518434,-0.143503611971104,-0.330384615384615,-0.330384615384615,-0.330384615384615,-0.329649321266968,-0.16875,-0.2,-0.274285714285714,-0.351955639001382,0.325644994840041,-0.37000099359271
"FOXC2",-0.303703703703704,-0.243683353683354,0.277989417989418,0.234271926770791,0.141868279569892,0.221253006253006,0.26,-0.0954545454545455,0.233333333333333,0.173689010487916,0.203921568627451,0.233333333333333,0.2,0.233333333333333,0.203921568627451,0.173689010487916,0.0997186661006063,0.147826941522399,-0.131454545454545,0.1,0.2,0.146732488748786,0.130344528882565,-0.159454545454545,0.121751751796637,-0.124,-0.17360088691796,-0.144289855072464,0.233333333333333,-0.249542595769011,-0.2,-0.310695187165775,-0.287272727272727,-0.338530238712167,-0.333782982522307,-0.281395588538446,0.0180972866393314,-0.289546840958606,0.302031273121886,0.303062200956938,0.203677252282949,0.263636363636364,0.0768678380443086,-0.160335867518434,-0.143503611971104,-0.330384615384615,-0.330384615384615,-0.330384615384615,-0.329649321266968,-0.16875,-0.2,-0.274285714285714,-0.351955639001382,0.325644994840041,-0.37000099359271
"Ecadherin",-0.326488513830286,-0.255042757780188,0.274093314093314,0.214684297904811,0.119033633900601,0.214073519073519,0.274285714285714,-0.131454545454545,0.2,0.147826941522399,0.173689010487916,0.203921568627451,0.26,0.203921568627451,0.173689010487916,0.146732488748786,-0.00193664061799157,0.131826941522399,-0.159454545454545,0.2,0.233333333333333,0.130344528882565,0.121751751796637,-0.17360088691796,0.118390407258822,-0.144289855072464,-0.179206673536405,-0.150343123837597,0.233333333333333,-0.265332069453221,-0.263636363636364,-0.338530238712167,-0.303062200956938,-0.348334160280795,-0.333782982522307,-0.282519184044064,0.00963046741736344,-0.283401589561958,0.297198559367239,0.302031273121886,0.198871760292103,0.310695187165775,0.0936463615342415,-0.152689871130716,-0.139712142776791,-0.329649321266968,-0.329649321266968,-0.329649321266968,-0.323783399479259,-0.141868279569892,-0.16875,-0.277989417989418,-0.344220317472957,0.338441203370847,-0.366027483658935
"cateninmemb",-0.326488513830286,-0.255042757780188,0.274093314093314,0.214684297904811,0.119033633900601,0.11906398211079,0.274285714285714,-0.131454545454545,0.2,0.147826941522399,0.173689010487916,0.203921568627451,0.26,0.203921568627451,0.173689010487916,0.146732488748786,0.00608081568453618,0.131826941522399,-0.159454545454545,0.2,0.233333333333333,0.130344528882565,0.121751751796637,-0.17360088691796,0.118390407258822,-0.144289855072464,-0.179206673536405,-0.150343123837597,0.233333333333333,-0.265332069453221,-0.263636363636364,-0.338530238712167,-0.303062200956938,-0.348334160280795,-0.333782982522307,-0.282519184044064,0.00963046741736344,-0.283401589561958,0.297198559367239,0.302031273121886,0.198871760292103,0.310695187165775,0.0936463615342415,-0.152689871130716,-0.139712142776791,-0.329649321266968,-0.329649321266968,-0.329649321266968,-0.323783399479259,-0.141868279569892,-0.16875,-0.277989417989418,-0.344220317472957,0.338441203370847,-0.366027483658935
"ZEB2",-0.446580364860799,-0.304026455269317,-0.253891484942887,-0.243580449763347,-0.229667405764967,-0.228217096704592,-0.223611111111111,-0.214285714285714,-0.214285714285714,-0.213636363636364,-0.213636363636364,-0.213636363636364,-0.211111111111111,-0.21,-0.21,-0.21,-0.207582570400333,-0.204462051709758,-0.201558441558442,-0.2,-0.2,-0.199814814814815,-0.188547209181012,-0.18591218305504,-0.180495261129064,-0.177904607129959,-0.176388373531231,-0.168148509568984,-0.15,-0.140128205128205,-0.133333333333333,-0.0844368986983588,-0.0641025641025641,-0.0612661669910417,-0.0346693247610984,-0.0205475040257649,-0.0153659673659674,-0.00567914876093204,0.0470533837746952,0.0574358974358974,0.0794326058536952,0.107017543859649,0.169085269569141,0.204330265986428,0.205733537526644,0.205844155844156,0.205844155844156,0.205844155844156,0.212482271475847,0.235121951219512,0.24,0.243611111111111,0.296410830062538,0.344092661389564,0.34945956595481
"SHH",-0.25,-0.233333333333333,0.05,0.219047619047619,0.12,-0.0268100358422939,0,0,0.2,0.2,0.2,0.2,0,0.1,0.1,0.1,-0.183333333333333,0.15,-0.0333333333333333,0,0.2,0.05,-0.01,-0.133333333333333,-0.0377777777777778,-0.0666666666666667,-0.193333333333333,-0.1,0,-0.05,0,-0.1,-0.1,-0.2,-0.316666666666667,-0.26,-0.125,-0.175,0.266666666666667,0.2,0.117142857142857,0.1,0.0666666666666667,-0.10183908045977,-0.05,-0.2,-0.2,-0.2,-0.223076923076923,-0.2,-0.3,-0.1,-0.278701298701299,0.35,-0.271794871794872
"SNAI2",-0.324230769230769,-0.27066590504963,0.319287494806813,0.312719219162222,0.20631655479093,0.309258651522097,0.275,-0.0745098039215686,0.26,0.25900310956649,0.28012987012987,0.287272727272727,0.2,0.287272727272727,0.28012987012987,0.25900310956649,0.293373061919293,0.234938938443495,-0.112605042016807,0.1,0.2,0.234271926770791,0.214684297904811,-0.144228973640738,0.201951378650153,-0.139101274312542,-0.164725868050676,-0.162546250389097,0.26,-0.278093306288032,-0.2,-0.333333333333333,-0.322368421052632,-0.371171171171171,-0.377075582755892,-0.319628205128205,0.0588708594400939,-0.348348908208208,0.357775119617225,0.348684210526316,0.276905714624325,0.276470588235294,0.0868444846292948,0.143791123062063,-0.184726452695616,-0.379442454248973,-0.379442454248973,-0.379442454248973,-0.384921906303768,-0.231668667466987,-0.254117647058824,-0.306034482758621,-0.409555916093632,0.355254038179148,-0.419335318059223
"TCFLEF",-0.35897154316272,-0.289027886437525,0.102125571483215,0.250770695970696,-0.0665766682687324,-0.20837043370752,0.119376623376623,-0.366666666666667,-0.0166666666666667,-0.0871468074409251,-0.0777450980392157,-0.0627450980392157,0.123376623376623,-0.0708333333333333,-0.0858333333333333,-0.0952350427350427,-0.137262591931955,-0.0939791055775711,-0.373643410852713,0.114285714285714,0.0166666666666667,-0.101524350911143,-0.201180708299459,-0.379250887488227,-0.201438440258222,-0.133086352244247,-0.379250887488227,-0.134042375188798,-0.0333333333333333,-0.328393674190081,-0.311428571428571,-0.32815331010453,-0.225011956001913,-0.326112493777999,-0.297001183381937,-0.140601552096248,-0.0763009012574168,-0.162998076121532,0.225213897243526,0.232855093256815,0.0686553860387161,0.313867595818815,0.0799215910172233,0.402041032440432,-0.0320251196172249,-0.224532811563497,-0.224532811563497,-0.224532811563497,-0.219933599999766,0.0579877112135177,0.0547619047619048,-0.106473397570172,-0.232703351068365,0.365890173666489,-0.246596633545349
"FUS",-0.402868852459016,-0.293975554879177,0.0449010989010989,0.112402240438222,0.030479797979798,-0.0848379748297165,0.0642857142857143,-0.193333333333333,0.12,0.0722222222222222,0.1,0.15,0.05,0.05,-0.01,-0.0377777777777778,-0.191043002663036,0.0510683760683761,-0.218333333333333,0.1,0.2,-0.0601078748651564,-0.0683785515568857,-0.229144144144144,-0.0670198559047118,-0.134761904761905,-0.22808031435691,-0.143149001536098,0.1,-0.134547908232119,-0.2,-0.25967365967366,-0.239393939393939,-0.270018487259867,-0.325949917398487,-0.2664392079856,-0.146506352087114,-0.128008475059599,0.227575757575758,0.234393939393939,0.0794332887103972,0.238461538461538,0.112103838190795,-0.042565762514998,-0.022471491456102,-0.200547853309481,-0.200547853309481,-0.200547853309481,-0.19225091007804,-0.0436111111111111,-0.0825,-0.0602857142857143,-0.236629895312632,0.408108037849641,-0.239546368925854
"SUFU",-0.405862864435064,-0.298064774210032,0.0334917029279445,0.0971797580026253,0.0169662844662845,-0.0841558465896074,0.0602857142857143,-0.218333333333333,0.0825,0.0510683760683761,0.0722222222222222,0.1,0.0642857142857143,-0.01,-0.0377777777777778,-0.0601078748651564,-0.187850417699082,0.0417746957709783,-0.229144144144144,0.05,0.12,-0.0683785515568857,-0.0670198559047118,-0.22808031435691,-0.0642065566719753,-0.143149001536098,-0.225121734475253,-0.139222904538408,0.05,-0.138044411728622,-0.238461538461538,-0.270018487259867,-0.234393939393939,-0.259380189387526,-0.315898810073104,-0.260316759006008,-0.151717270201258,-0.12161672248228,0.214083694083694,0.227575757575758,0.0772955214894946,0.25967365967366,0.121742392407662,-0.0423680037806539,-0.0176405735817059,-0.19225091007804,-0.19225091007804,-0.19225091007804,-0.180542049318547,-0.030479797979798,-0.0436111111111111,-0.0449010989010989,-0.227538986221723,0.409074221424521,-0.227978245532538
