"","KLF4","Ecadherin","cateninmemb","TrCP","FOXC2","AXIN2","Csn","FUS","IKK","NFB","GLI","NOTCH","cateninnuc","NOTCHic","TCFLEF","SNAI1","PI3K","STAT","RKIP","Destcompl","TGF","SNAI2","TGFR","CDC42","TWIST1","MEK","GSK3","ZEB1","EGR1","ERK","cfos","SOSGRB2","PAK1","Jagged","RAF","DELTA","RAS","DSH","SRC","cMet","LIV1","CD44","Frizzled","Csl","miR200","Wnt","AKT","SHH","SMO","Patched","SUFU","SMAD","ILK","HEY1","ZEB2"
"RAF",-0.0201339072214252,0.172037914365501,0.152916950564009,0,-0.13623636899499,0.0250937646507267,0,0.0666666666666667,-0.0303571428571429,-0.0428571428571429,0.031025641025641,0.152525252525253,0.0255564577380568,0.152525252525253,0.021739663844927,-0.187540855251778,0.132467532467532,0,-0.150910364145658,-0.0205535175742771,-0.0170538495772141,0.300356414291543,-0.0123809523809524,-0.0266666666666667,-0.136990493166964,-0.0238591342626559,-0.105476753349094,-0.072988043998087,-0.01,0.00896551724137931,0.04,0.0215238095238095,0.0333333333333333,-0.0400901447166303,-0.132467532467532,-0.132467532467532,-0.145288045288045,0,-0.0333333333333333,-0.0175438596491228,0,-0.0252361673414305,-0.0333333333333333,-0.188888888888889,-0.0460386096279032,-0.0233333333333333,0.0515692640692641,-0.0268633879781421,-0.0466666666666667,-0.0186666666666667,-0.1,-0.0236580493736152,-0.0226679503637142,-0.048586914440573,0.0161339072214252
"Frizzled",-0.0226890756302521,0.135713984415794,0.115617433414044,0.1,0.332550607287449,0.156067653276956,0.2,0.1,0.205,0.18,0.112406015037594,-0.0311624649859944,0.109675015352952,-0.0488095238095238,0.10777025344819,0.244392684610076,-0.0819890635680109,0.1,0.197857142857143,0.0529353929991957,0.139337474120083,0.0229878712063527,0.12695652173913,0.14,0.109929971988796,0.0813507625272331,0.0874555903866249,0.327934429023964,-0.133333333333333,-0.110980392156863,-0.0933333333333333,-0.151515151515152,-0.133333333333333,-0.0802606951871658,0.0819890635680109,0.0819890635680109,0.0686032367963574,0,-0.1,-0.105263157894737,-0.1,-0.112406015037594,-0.1,0.0571428571428571,0.262844065656566,-0.105263157894737,-0.1925,-0.15123586091328,-0.127272727272727,-0.141558441558442,-0.1,-0.193873126800751,-0.206022659511032,-0.191303873431533,0.0169140730428853
"PI3K",-0.0300438596491228,0.0817593320464219,0.0780051471826112,0,0.276185830429733,0.138190476190476,0.1,0.1,0.0843137254901961,0.0666666666666667,0.0947751765143069,-0.0358560794044665,0.0917441321902345,-0.0423076923076923,0.0919503177572448,0.177805958132045,-0.091012987012987,0.1,0.166079508726568,0.0441777791722883,0.108216164514586,-0.0479436711322096,0.0976470588235294,0.117647058823529,0.0794340924775707,0.0835330853652936,0.0837902837902838,0.261376324715582,-0.133333333333333,-0.10812324929972,-0.0904761904761905,-0.102692307692308,-0.1,-0.0676315789473684,0.091012987012987,0.091012987012987,0.0827938089307952,-0.1,-0.0888888888888889,-0.0932367149758454,-0.1,-0.0947751765143069,-0.0888888888888889,0.05,0.223001839395282,-0.0932367149758454,-0.0663650075414781,-0.122222222222222,-0.116666666666667,-0.116666666666667,-0.1,-0.14405506202481,-0.15765506202481,-0.145975851747217,0.0214877387733905
"ILK",-0.0300438596491228,0.0817593320464219,0.0780051471826112,0,0.276185830429733,0.138190476190476,0.1,0.1,0.0843137254901961,0.0666666666666667,0.0947751765143069,-0.0358560794044665,0.0917441321902345,-0.0423076923076923,0.0919503177572448,0.177805958132045,-0.091012987012987,0.1,0.166079508726568,0.0441777791722883,0.108216164514586,-0.0479436711322096,0.0976470588235294,0.117647058823529,0.0794340924775707,0.0835330853652936,0.0837902837902838,0.261376324715582,-0.133333333333333,-0.10812324929972,-0.0904761904761905,-0.102692307692308,-0.1,-0.0676315789473684,0.091012987012987,0.091012987012987,0.0827938089307952,-0.1,-0.0888888888888889,-0.0932367149758454,-0.1,-0.0947751765143069,-0.0888888888888889,0.05,0.223001839395282,-0.0932367149758454,-0.0663650075414781,-0.122222222222222,-0.116666666666667,-0.116666666666667,-0.1,-0.14405506202481,-0.15765506202481,-0.145975851747217,0.0214877387733905
"SMO",0.0138888888888889,0.179278532105709,0.229446184361624,0,0.123448275862069,0.301268846096432,-0.1,-0.0666666666666667,-0.0357142857142857,-0.05,0.0625,-0.00909090909090909,0.165718422269265,-0.00909090909090909,0.163462783171521,0.140322580645161,0.00480769230769231,0.1,0.111746031746032,0.0731665233990815,0.0668918918918919,0.284669950738916,0.075,0.0333333333333333,-0.00942265795206972,0.118135198135198,0.0617020519933141,0.261864406779661,-0.1,-0.0969230769230769,-0.12,0.0552631578947368,-0.0333333333333333,0.0905820105820106,-0.00480769230769231,-0.00480769230769231,-0.000156529516994633,0,-0.15,-0.156666666666667,-0.1,-0.156666666666667,-0.05,0,0.181916817359855,-0.0625,0.0237142857142857,-0.0477777777777778,-0.0533333333333333,-0.0533333333333333,0.1,-0.103968253968254,-0.0833333333333333,-0.0791208791208791,0.0220338983050847
"SUFU",-0.00442857454489927,0.186543743792574,0.23371424932767,-0.05,0.121388069514936,0.312082408870081,-0.0357142857142857,0.0533333333333333,-0.0314065934065934,-0.0237142857142857,0.0708714612525021,-0.00375180375180375,0.166281082115813,-0.00454545454545455,0.165718422269265,0.145026704588461,0.00670674785760599,0.156666666666667,0.11443065198588,0.0731834424939876,0.0720977335134455,0.28940645586514,0.0679557216791259,0.0668918918918919,-0.0143408854038968,0.110514753038597,0.0654858729560777,0.26630410921883,-0.0969230769230769,-0.110089221123704,-0.118135198135198,0.0430253956569746,-0.075,0.0881552012067423,-0.00670674785760599,-0.00670674785760599,-0.00575738076899839,-0.0625,-0.156666666666667,-0.163462783171521,-0.15,-0.165718422269265,-0.0625,0.00909090909090909,0.191817807458865,-0.0682692307692308,0.019997197433439,-0.058978588978589,-0.0477777777777778,-0.0609090909090909,-0.0533333333333333,-0.104844362140794,-0.104613415258577,-0.0979614588310241,0.023575050019616
"SHH",0,0.161666666666667,0.209462365591398,0,0.1,0.276190476190476,0,0,-0.1,0,0.05,0,0.156666666666667,0,0.156666666666667,0.15,0,0.1,0.08,0.0709090909090909,0.0333333333333333,0.270574712643678,0.0333333333333333,0.0333333333333333,-0.025,0.12,0.058974358974359,0.225,0,-0.1,-0.1,0.05,0,0.0942857142857143,0,0,0.00769230769230769,0,-0.1,-0.1,0,-0.15,0,0.1,0.15,0,0.05,-0.0533333333333333,0.1,0.0666666666666667,0,-0.0833333333333333,-0.0666666666666667,-0.0666666666666667,0.025
"GSK3",-0.0238748756747196,0.134671471862829,0.118531768581334,0.18,0.331183553288816,0.15671116135934,0.205,0.141558441558442,0.202844827586207,0.1925,0.111024833634215,-0.0276060214295508,0.109934189557386,-0.0304631642866937,0.109407873767912,0.243685861941676,-0.0767264860960773,0.105263157894737,0.197222689591111,0.0557959045759524,0.138660265150191,0.024069852481608,0.139685906175832,0.139337474120083,0.109939961000882,0.0869471398341367,-0.013580579029391,0.333683747506256,-0.110980392156863,-0.0926289580159549,-0.0813507625272331,-0.143381288781175,-0.12695652173913,-0.0780810991932768,0.0767264860960773,0.0767264860960773,0.0729449734910353,-0.105263157894737,-0.112406015037594,-0.10777025344819,-0.1,-0.109675015352952,-0.112406015037594,0.0311624649859944,0.265070783410261,-0.109138041181385,-0.190024314765694,-0.14415569535717,-0.15123586091328,-0.140806413060519,-0.127272727272727,-0.195620177803552,-0.197269353215846,-0.186338171980674,0.0255158210041822
"Wnt",0.00588235294117647,0.129886478588288,0.118474576271186,0.1,0.332550607287449,0.149090909090909,0.1,0.1,0.18,0.2,0.105263157894737,-0.0488095238095238,0.10777025344819,-0.0571428571428571,0.112406015037594,0.247567287784679,-0.0774436090225564,0.1,0.18,0.0622192126278429,0.12695652173913,0.0226724137931034,0.14,0.133333333333333,0.110882352941176,0.110980392156863,0.0759404388714734,0.324964131994261,-0.1,-0.0933333333333333,-0.133333333333333,-0.160606060606061,-0.1,-0.0772303921568628,0.0774436090225564,0.0774436090225564,0.0819890635680109,0,-0.1,-0.1,0,-0.105263157894737,0,0.1,0.245656565656566,-0.1,-0.205,-0.141558441558442,-0.1,-0.127272727272727,0,-0.206022659511032,-0.18974358974359,-0.176410256410256,0.0258249641319943
"DSH",-0.0139512115525822,0.134045854477251,0.119504359209097,0.2,0.330386105122947,0.155645712348686,0.18,0.127272727272727,0.1925,0.205,0.109138041181385,-0.0304631642866937,0.109407873767912,-0.0311624649859944,0.109675015352952,0.24468253968254,-0.0686032367963574,0.1,0.192962037962038,0.0594239426175163,0.139685906175832,0.0245012588664225,0.139337474120083,0.12695652173913,0.111348411705108,0.0926289580159549,0.0802630149805924,0.335021043197192,-0.0933333333333333,-0.0813507625272331,-0.110980392156863,-0.146637102734664,-0.14,-0.0779351137918169,0.0686032367963574,0.0686032367963574,0.0767264860960773,-0.1,-0.105263157894737,-0.112406015037594,-0.1,-0.10777025344819,-0.105263157894737,0.0488095238095238,0.259795285168761,-0.112406015037594,-0.202844827586207,-0.140806413060519,-0.141558441558442,-0.15123586091328,-0.1,-0.197269353215846,-0.193873126800751,-0.182531943606972,0.0271502935153263
"AKT",-0.0189327485380117,0.0793350896221794,0.0795341991703788,0.1,0.273930191331989,0.137107443699501,0.0666666666666667,0.116666666666667,0.0663650075414781,0.0843137254901961,0.0930991988606756,-0.0346365672093445,0.0917441321902345,-0.0358560794044665,0.0917441321902345,0.178557837831293,-0.0827938089307952,0.0888888888888889,0.160489446614766,0.0483961414551667,0.106705590496459,-0.0478431686196468,0.108216164514586,0.0976470588235294,0.0797399028751243,0.0923938448589645,0.0789515741128644,0.266170845263527,-0.0904761904761905,-0.0835330853652936,-0.10812324929972,-0.0938034188034188,-0.117647058823529,-0.0636580690135936,0.0827938089307952,0.0827938089307952,0.0892998330271808,-0.0888888888888889,-0.0932367149758454,-0.0947751765143069,-0.1,-0.0919503177572448,-0.0932367149758454,0.0423076923076923,0.216584727095817,-0.0947751765143069,-0.173435714612185,-0.112748538011696,-0.116666666666667,-0.122222222222222,-0.1,-0.14439176236151,-0.14405506202481,-0.136201415656991,0.0303918483624316
"Csn",-0.0242763772175537,0.121784890964674,0.115864479717511,0.3,0.36195142024711,0.162633380547687,0.2,0.125396825396825,0.2125,0.208333333333333,0.130852184524879,-0.00623126873126874,0.12961603159566,-0.011038961038961,0.128714047230056,0.275317781202944,-0.054991328616906,0.116666666666667,0.220945681736262,0.0696982055478564,0.155611062135124,-0.0233705130931569,0.152508436836795,0.139687924016282,0.12644615864111,0.0716937229437229,0.0823317521424391,0.346969396195203,-0.08,-0.0696103896103896,-0.0890909090909091,-0.13017640954687,-0.159090909090909,-0.0994765860287696,0.054991328616906,0.054991328616906,0.0586381616303417,-0.116666666666667,-0.127011494252874,-0.133035590638416,-0.133333333333333,-0.129035590638416,-0.127011494252874,0.0227272727272727,0.278631852128555,-0.133035590638416,-0.2165,-0.151999713078507,-0.152669552669553,-0.160196434389983,-0.114285714285714,-0.193746104706552,-0.192974896480331,-0.189332779623477,0.0344516129032258
"SOSGRB2",-0.037719298245614,0.170225647631889,0.147215943215943,0.1,-0.146043956043956,0.00783140814081408,0.1,0.166666666666667,0.0391812865497076,0.0444444444444444,0.0131987577639752,0.168462523392101,0.00819878693324883,0.178321678321678,0.00533071809959682,-0.159397299218195,0.137853107344633,0,-0.166959064327485,-0.116316755578501,-0.0305588028992284,0.324365647974512,-0.0241758241758242,-0.0357142857142857,-0.14568115942029,0.0187629187629188,-0.226665707675525,-0.118295739348371,-0.0476190476190476,-0.0217932217932218,0.00793650793650794,-0.0358333333333333,0.0357142857142857,-0.127037176673925,-0.137853107344633,-0.137853107344633,-0.142981312472838,0,-0.0142857142857143,-0.00124223602484472,0,-0.00848861283643892,-0.0142857142857143,-0.209090909090909,-0.0800419094830848,-0.00595238095238095,-0.0183479532163743,-0.103603603603604,-0.133333333333333,-0.103603603603604,-0.2,-0.0880096247838183,-0.0901075268817204,-0.0143939393939394,0.0362907268170426
"NOTCHic",-0.0415458937198068,0.133980169016623,0.137411512082051,0.1,0.322146148782093,0.104152440850554,0.133333333333333,0.108333333333333,0.144444444444444,0.1,0.069333032558839,0.128969197186515,0.0658165026540163,0.113179723502304,0.0610836782265354,0.226613756613757,0.0924110671936759,0.04,0.17665284367567,0.0532003752751416,0.121064584617492,-0.0721847511249846,0.110236559139785,0.0973333333333333,0.131833493230999,-0.0247619047619048,-0.0139514264906114,0.367117552334944,-0.02,-0.000952380952380955,0.0133333333333333,-0.0850239234449761,-0.133333333333333,-0.115076084082707,-0.0924110671936759,-0.0924110671936759,-0.102755894779883,-0.04,-0.0630769230769231,-0.0661072261072261,-0.1,-0.0672061272061272,-0.0630769230769231,-0.222857142857143,0.309566849335635,-0.0661072261072261,-0.128165374677003,-0.161104218362283,-0.162179487179487,-0.162179487179487,-0.133333333333333,-0.189705378554299,-0.197619047619048,-0.303534002229654,0.0430273752012882
"NOTCH",-0.0415458937198068,0.131683078664403,0.139642749404566,0,0.314081632653061,0.101374663072776,0.1,0.133333333333333,0.1,0.133333333333333,0.0661072261072261,0.113179723502304,0.0610836782265354,0.222857142857143,0.0672061272061272,0.236666666666667,0.105454545454545,0.1,0.15552608311229,0.0632003752751416,0.110236559139785,-0.0703811439105557,0.0973333333333333,0.133333333333333,0.124915254237288,0.000952380952380955,-0.024695228143504,0.350080515297907,0,0.0133333333333333,-0.02,-0.116842105263158,-0.1,-0.115738335738336,-0.105454545454545,-0.105454545454545,-0.0924110671936759,-0.1,-0.04,-0.0630769230769231,0,-0.0661072261072261,-0.04,-0.18,0.29974025974026,-0.0630769230769231,-0.144444444444444,-0.162179487179487,-0.108333333333333,-0.162179487179487,-0.1,-0.197619047619048,-0.197619047619048,-0.305072463768116,0.0452495974235105
"cfos",-0.0444444444444444,0.0999501437137345,0.10322871678206,0.1,0.338565279770445,0.0914285714285714,0.133333333333333,0.119047619047619,0.145833333333333,0.108333333333333,0.0737037037037037,0.147179487179487,0.0693838392848294,0.133333333333333,0.066050505951496,0.225598114965204,0.108769063180828,0.05,0.174242424242424,0.0565049553343941,0.103768780239368,-0.121930040762158,0.0946778711484594,0.080952380952381,0.159766233766234,-0.0142962417096536,-0.0521915584415584,0.370690649141012,0.08,-0.00434782608695652,0,-0.0972222222222222,-0.114285714285714,-0.135277777777778,-0.108769063180828,-0.108769063180828,-0.114866624156438,-0.05,-0.07,-0.0737037037037037,-0.1,-0.071001001001001,-0.07,-0.133333333333333,0.311887785417197,-0.0737037037037037,-0.13530701754386,-0.168569721795528,-0.169047619047619,-0.172273425499232,-0.133333333333333,-0.189076634237925,-0.193915343915344,-0.201624187906047,0.0481801760252123
"TWIST1",-0.0607358765895351,-0.340411492899617,-0.242999570181807,0,0.102973714207773,-0.146877584780811,-0.05,-0.0222222222222222,-0.045970695970696,-0.0269230769230769,-0.117298245614035,-0.0306810729452239,-0.116956628495724,-0.0231339031339031,-0.114598951669962,-0.0701408533710514,-0.0710057466603956,-0.1,-0.105226774791992,-0.0913504720526229,-0.189432112738412,-0.376475112783768,-0.191026645768025,-0.188526645768025,0.0915687316116378,0.121570864214397,-0.094727281076365,-0.0994564740178775,-0.0933333333333333,-0.106147978642258,-0.132463768115942,0.0395235580590272,0.178181818181818,-0.00483292228699178,0.0710057466603956,0.0710057466603956,0.08162218501656,0.1,0.116666666666667,0.108156028368794,0.1,0.116589763308553,0.116666666666667,0.0385185185185185,-0.09457673898613,0.109298245614035,0.0273266281740858,0.0207292739801006,0.0262222222222222,0.00841400304414003,0.0333333333333333,0.136541627135687,0.14017199017199,0.143366238281492,0.0566891452856365
"SNAI1",-0.0555112949628041,0.0965257983986972,0.102010056340602,0.108333333333333,0.338075423046964,0.0892163182729221,0.145833333333333,0.172273425499232,0.137158869395711,0.13530701754386,0.0724213208615937,0.147838827838828,0.0673326047059392,0.144981684981685,0.0675907358365535,0.12934750981313,0.108048442338256,0.0737037037037037,0.170139231843155,0.0578082134797575,0.0974130160934139,-0.123103356216398,0.0972114031901881,0.103768780239368,0.157684293966903,-0.00547112960203033,-0.052728012086923,0.372460126642861,-0.00434782608695652,-0.00170375829034635,0.0142962417096536,-0.105284990763227,-0.0946778711484594,-0.137445948113397,-0.108048442338256,-0.108048442338256,-0.112481939875202,-0.0737037037037037,-0.071001001001001,-0.066050505951496,-0.07,-0.0693838392848294,-0.0737037037037037,-0.147179487179487,0.317280394047126,-0.0693134598012647,-0.131603313840156,-0.172365838300383,-0.168569721795528,-0.165569721795528,-0.169047619047619,-0.194142697801786,-0.197463731012118,-0.207891694908848,0.0567388468209235
"SRC",-0.151421188630491,-0.0639654952890247,-0.123781993713516,0.1,0.0804855275443511,-0.0993391134344851,0.15,0.15,0.0961538461538462,0.15,-0.0416393442622951,0.0154761904761905,-0.0455652459374192,0.0333333333333333,-0.0404198320671731,0.00275617197461548,0.111305798915311,-0.1,-0.0894753991528185,-0.0763254499124064,-0.0972546897546897,-0.0257006420267222,-0.0954365079365079,-0.0763888888888889,0.0577920929645068,0.00432628168477225,-0.280779220779221,0.186006289308176,0,0.0202020202020202,0.00909090909090909,-0.135714285714286,0.0888888888888889,-0.0820553987297107,-0.111305798915311,-0.111305798915311,-0.0946391322486441,0,0.05,0.04,0.2,0.0416393442622951,0.05,0,0.144886546625677,0.04,-0.112820512820513,-0.112287581699346,-0.11,-0.121111111111111,-0.1,-0.0938359412043623,-0.0947368421052631,-0.0549569678914267,0.05675351901767
"TrCP",-0.0477231329690346,0.0960055070355338,0.104877068430412,0.133333333333333,0.337185969425617,0.0882839173405211,0.108333333333333,0.169047619047619,0.13530701754386,0.145833333333333,0.0693134598012647,0.144981684981685,0.0675907358365535,0.147179487179487,0.0693838392848294,0.227746086325585,0.114866624156438,0.07,0.165955131424745,0.0613169854095821,0.0972114031901881,-0.121930040762158,0.103768780239368,0.0946778711484594,0.159222755505364,0.00170375829034635,-0.0572824675324675,0.370369105732652,0,0.0142962417096536,-0.00434782608695652,-0.104152915291529,-0.080952380952381,-0.136504771642808,-0.114866624156438,-0.114866624156438,-0.108048442338256,-0.07,-0.0737037037037037,-0.071001001001001,-0.05,-0.066050505951496,-0.0737037037037037,-0.133333333333333,0.313918242269989,-0.0737037037037037,-0.137158869395711,-0.165569721795528,-0.172273425499232,-0.168569721795528,-0.119047619047619,-0.197463731012118,-0.189076634237925,-0.200153599670753,0.0568618480509358
"PAK1",-0.0477231329690346,0.0960055070355338,0.104877068430412,0.133333333333333,0.337185969425617,0.0882839173405211,0.108333333333333,0.169047619047619,0.13530701754386,0.145833333333333,0.0693134598012647,0.144981684981685,0.0675907358365535,0.147179487179487,0.0693838392848294,0.227746086325585,0.114866624156438,0.07,0.165955131424745,0.0613169854095821,0.0972114031901881,-0.121930040762158,0.103768780239368,0.0946778711484594,0.159222755505364,0.00170375829034635,-0.0572824675324675,0.370369105732652,0,0.0142962417096536,-0.00434782608695652,-0.104152915291529,-0.080952380952381,-0.136504771642808,-0.114866624156438,-0.114866624156438,-0.108048442338256,-0.07,-0.0737037037037037,-0.071001001001001,-0.05,-0.066050505951496,-0.0737037037037037,-0.133333333333333,0.313918242269989,-0.0737037037037037,-0.137158869395711,-0.165569721795528,-0.172273425499232,-0.168569721795528,-0.119047619047619,-0.197463731012118,-0.189076634237925,-0.200153599670753,0.0568618480509358
"LIV1",-0.0477231329690346,0.0960055070355338,0.104877068430412,0.133333333333333,0.337185969425617,0.0882839173405211,0.108333333333333,0.169047619047619,0.13530701754386,0.145833333333333,0.0693134598012647,0.144981684981685,0.0675907358365535,0.147179487179487,0.0693838392848294,0.227746086325585,0.114866624156438,0.07,0.165955131424745,0.0613169854095821,0.0972114031901881,-0.121930040762158,0.103768780239368,0.0946778711484594,0.159222755505364,0.00170375829034635,-0.0572824675324675,0.370369105732652,0,0.0142962417096536,-0.00434782608695652,-0.104152915291529,-0.080952380952381,-0.136504771642808,-0.114866624156438,-0.114866624156438,-0.108048442338256,-0.07,-0.0737037037037037,-0.071001001001001,-0.05,-0.066050505951496,-0.0737037037037037,-0.133333333333333,0.313918242269989,-0.0737037037037037,-0.137158869395711,-0.165569721795528,-0.172273425499232,-0.168569721795528,-0.119047619047619,-0.197463731012118,-0.189076634237925,-0.200153599670753,0.0568618480509358
"EGR1",-0.0477231329690346,0.0960055070355338,0.104877068430412,0.133333333333333,0.337185969425617,0.0882839173405211,0.108333333333333,0.169047619047619,0.13530701754386,0.145833333333333,0.0693134598012647,0.144981684981685,0.0675907358365535,0.147179487179487,0.0693838392848294,0.227746086325585,0.114866624156438,0.07,0.165955131424745,0.0613169854095821,0.0972114031901881,-0.121930040762158,0.103768780239368,0.0946778711484594,0.159222755505364,0.00170375829034635,-0.0572824675324675,0.370369105732652,0,0.0142962417096536,-0.00434782608695652,-0.104152915291529,-0.080952380952381,-0.136504771642808,-0.114866624156438,-0.114866624156438,-0.108048442338256,-0.07,-0.0737037037037037,-0.071001001001001,-0.05,-0.066050505951496,-0.0737037037037037,-0.133333333333333,0.313918242269989,-0.0737037037037037,-0.137158869395711,-0.165569721795528,-0.172273425499232,-0.168569721795528,-0.119047619047619,-0.197463731012118,-0.189076634237925,-0.200153599670753,0.0568618480509358
"RAS",-0.0942857142857143,0.0131756980350331,-0.023148698414095,0.1,-0.242063492063492,-0.121449275362319,0,0,-0.12,-0.1,-0.0941176470588235,0.0461767626613704,-0.0965285927522718,0.0631578947368421,-0.0962453066332916,-0.236892822025565,0.112051282051282,-0.1,-0.202899371069182,-0.124804202711179,-0.0988934187536401,0.258916521058895,-0.111764705882353,-0.1,-0.168848881614839,-0.0988802889576884,-0.206356589147287,-0.238011782032401,0.16,0.108684210526316,0.135,0.0324675324675325,0.1,-0.0141730731322689,-0.112051282051282,-0.112051282051282,-0.204358974358974,0.1,0.1,0.0941176470588235,0,0.0962453066332916,0.1,-0.1,-0.190676923076923,0.0941176470588235,0.125555555555556,0.0618079096045198,0.0333333333333333,0.0533333333333333,-0.1,0.0849103277674706,0.0787878787878788,0.16304347826087,0.0746980854197349
"ZEB1",-0.158309494722929,-0.212447645776099,-0.250393350256129,0.2,0.246830780067973,-0.129164946720631,0.18,0.2,0.180345125107852,0.185263157894737,-0.0222239875621822,0.169639239993518,-0.0340427019166512,0.17046568627451,-0.0333577704098019,0.134144668683526,-0.00299831391088749,-0.0230769230769231,0.117084578864076,-0.0429429871461278,-0.0225391660858487,-0.181543143858372,-0.0245076700228566,-0.0280609695152424,0.190192521320448,0.0859804785350264,-0.0457605888997487,0.392323931763918,-0.0666666666666667,-0.0793725490196079,-0.0946666666666667,-0.0891228070175439,0.00632183908045977,-0.194910343158538,0.00299831391088749,0.00299831391088749,0.00851012493450954,0.0142857142857143,0.0303939962476548,0.0264724276202038,0,0.0320279831757594,0.021602787456446,-0.164583333333333,0.332489851991901,0.0177566336102921,-0.191773696536423,-0.209548594591509,-0.204545454545455,-0.216310160427807,-0.2,-0.221526774836722,-0.220565236375184,-0.236176975011172,0.162775284949639
"ZEB2",-0.368957090853435,-0.330481399203016,-0.294544505271218,-0.2,-0.198393162393162,-0.189666832882371,-0.188888888888889,-0.185714285714286,-0.183055555555556,-0.176388888888889,-0.163040354141272,-0.156235393022278,-0.153175073834822,-0.152410256410256,-0.150317930977679,-0.146403574771406,-0.136471861471861,-0.13,-0.121690821256039,-0.111438577124985,-0.0687322201607916,-0.0673945984820406,-0.0639703153988868,-0.0537662337662338,-0.0467770831447351,-0.0400454815244248,0.00162859590591398,0.0350714003019628,0.0416666666666667,0.0437040181097906,0.0469298245614035,0.0701282051282051,0.0701298701298701,0.129307924449335,0.136471861471861,0.136471861471861,0.138399056332675,0.140909090909091,0.143333333333333,0.14859649122807,0.15,0.151374269005848,0.154242424242424,0.156410256410256,0.157414014966856,0.159370629370629,0.183990134994808,0.193088375039595,0.194285714285714,0.196724738675958,0.2,0.230730851651498,0.231340607749058,0.243484096548613,0.26932635904181
"miR200",-0.315873015873016,-0.359280206774547,-0.311949481530326,0,0.0288710747247333,-0.18166139047595,0.02,0.02,0.0233082706766917,0.0147368421052632,-0.133859154929577,0.0176955832011355,-0.138875090684644,0.0126108374384236,-0.138572060381613,-0.000182040182040182,-0.101262916188289,-0.12,0.00137777652125564,-0.101213136004171,-0.046379977347278,-0.174081976165831,-0.0440543959519292,-0.0392156862745098,0.118235874554893,0.010439084724799,-0.0225444495419885,0.313512544802867,-0.0142857142857143,-0.0179220779220779,-0.00428571428571428,0.000164410058027078,0.0333333333333333,-0.0356898425637337,0.101262916188289,0.101262916188289,0.096524761574823,0.12,0.124347826086957,0.134206981016534,0.1,0.134206981016534,0.124,-0.0160591133004926,0.248698297909869,0.133859154929577,-0.0176478933182012,-0.0308356264905522,-0.0266666666666667,-0.0254008438818565,-0.02,0.0044971123091355,0.00104883644706654,2.82485875706215e-05,0.311823476702509
