"","GSK3","AXIN2","DSH","TCFLEF","cateninnuc","CD44","GLI","Destcompl","Frizzled","Wnt","Csl","Ecadherin","SNAI2","ZEB2","ZEB1","Csn","NOTCHic","SUFU","NOTCH","SOSGRB2","cateninmemb","TWIST1","MEK","RAF","PI3K","DELTA","ERK","RKIP","cfos","miR200","Patched","KLF4","TGFR","ILK","HEY1","TGF","IKK","SHH","SMAD","FOXC2","FUS","NFB","AKT","EGR1","SMO","RAS","CDC42","PAK1","SNAI1","Jagged","TrCP","cMet","SRC","STAT","LIV1"
"cateninnuc",0.0634334526602449,0.251348305474068,0.0785547785547786,0.0802443370615595,-0.0160826444352646,0.0843518800040539,0.0828349236627974,0.0411235493955759,0.0854040936232717,0.0745345284058804,0.157250470809793,-0.0158951857147827,0.278348469565136,0.0180762212767462,0.0180762212767462,-0.0208333333333333,0.149110935926072,-0.111111111111111,0.149110935926072,0.226640652240165,-0.0930319454186615,0.0741770922933461,0.154058621794278,-0.0162825462825463,-0.0162825462825463,-0.0162825462825463,0.147177887849324,-0.0894295572087135,0.156038647342995,-0.00610848021790958,0.125061828960617,0.0129642303129848,0.0912120752810408,0.0342481962481962,0.0503888649339284,0.08881032855615,0.0159242424242424,0.12005093571443,0.0324746628239125,0.0902908785203867,-0.121111111111111,0.0299242424242424,0.0268617424242424,0.144927536231884,-0.119471766848816,0.00601318601318602,-0.0906373626373626,-0.0937142857142857,0.0748740708852748,-0.0637344366561424,0.0333333333333333,-0.0760185466707206,-0.0868881118881119,-0.0785547785547786,-0.0939393939393939
"ERK",0.295129041151999,0.200864714668358,0.153333333333333,0.161988367224641,0.160460589446863,0.160315504771109,0.153525246683141,0.125240174227718,0.149487179487179,0.155780885780886,-0.186635586635587,0.161625643648937,-0.27280929567023,0.0181858827904762,0.0181858827904762,0.0107142857142857,-0.188825367657484,-0.133333333333333,-0.193534508931723,0.268102943442749,0.0801668742356194,0.0268218861536966,0.101745432919764,-0.214189699189699,-0.214189699189699,-0.214189699189699,0.109266324284666,-0.0991118526284579,0.199266324284666,-0.0128672850401563,0.155884281581485,-0.0136576468363863,0.0226969292389853,0.121002589780979,0.104267029621229,0.0226969292389853,0.00490068754774637,0.155884281581485,0.124650006194352,0.00596426665392183,-0.129333333333333,-0.0198051948051948,-0.00243876199353803,0.175862068965517,-0.15392349726776,0.218480128232604,-0.0226969292389853,-0.0142857142857143,-0.006250782030389,0.0624138853917078,0.0142857142857143,-0.16209667525457,-0.155802968960864,-0.159649122807018,-0.133333333333333
"DELTA",0.0632183908045977,0.142857142857143,0,0.0696503496503496,0.0707492507492507,0.0969230769230769,0.0969230769230769,0.0814980694980695,0.1,0.12,0.2,0.02,-0.0508044243338361,0.0193236714975845,0.0193236714975845,0,0.3,0,0.3,-0.04,0.0182604719224438,0.03,-0.02,0.08,0.08,0.08,-0.02,0.0256410256410256,0,-0.00787878787878789,-0.125,0.0111111111111111,0,-0.0333333333333333,0.0666666666666667,0.012,-0.2,-0.0557692307692308,-0.0190476190476191,0.01,0.1,-0.1,-0.122222222222222,0.1,0.2,-0.08,0.1,0.2,-0.0333333333333333,-0.12034632034632,0,-0.12,-0.1,0,0
"SOSGRB2",0.0456374294242457,0.157343234323432,0.1,0.126139261196469,0.122888783184997,0.122981366459627,0.117908902691511,0.0764469683932771,0.114285714285714,0.130952380952381,-0.190909090909091,0.1397805247661,-0.189857254134701,0.0254511278195489,0.0254511278195489,0.1,-0.175524475524476,0,-0.162848419186447,0.106666666666667,0.0847106587106587,-0.0171304347826087,0.107644007644008,-0.060075329566855,-0.060075329566855,-0.060075329566855,0.0924924924924925,-0.104312865497076,0.122222222222222,-0.00157546860415248,0.00315315315315315,-0.0197368421052632,-0.0227472527472527,0.00236559139784946,-0.00587121212121212,-0.0149458343075364,-0.0929824561403509,0.0287345485019904,0.0100578990901572,-0.024969474969475,-0.0333333333333333,-0.0666666666666667,-0.109649122807018,0.133333333333333,-0.0166666666666667,0.0831522526437781,0.0342857142857143,0.0642857142857143,0.0341265103056148,-0.0295557946641137,-0.1,-0.136024844720497,-0.114285714285714,-0.1,0
"SMAD",0.153036631984,0.128809546690829,0.0857142857142857,0.0931727332271669,0.0902345366719491,0.0846245649775062,0.067538057466115,0.0854737054790566,0.0579365079365079,0.0617826617826618,0.0238095238095238,0.0157227438358551,-0.0342494127541082,0.0282544019448249,0.0282544019448249,0.0222222222222222,0.00656814449917898,0.025,0.0041871921182266,-0.00991570541259983,0.0161652183619313,0.00423078661223756,-0.0288946893316736,-0.0290990755968922,-0.0290990755968922,-0.0290990755968922,-0.0260100739470582,0.0105338422608289,-0.0539170506912442,-0.0416125565795044,0.0387385321100917,-0.0306699441937884,-0.0364971954632825,0.0669502187310407,0.0793274200989355,-0.0384892273357924,0.0326797385620915,0.0257273796937349,-0.040668828888007,-0.0382372542383122,-0.0375,0.0111111111111111,0.0206797385620915,-0.0571428571428571,-0.0525,0.0327174966495238,0.0124748490945674,-0.0142857142857143,-0.044072989286699,-0.00951319648093842,-0.1,-0.0798972922502334,-0.0779365079365079,-0.105714285714286,-0.12
"NFB",-0.101910148674855,0.107147922998987,0.0888888888888889,0.0797868473989478,0.0750025336734576,0.0768332609010575,0.0762873331412657,-0.0225914666617902,0.0658119658119658,0.0796581196581196,0.0948051948051948,0.0494968987811268,0.318812723515363,0.0292064644369545,0.0292064644369545,-0.314285714285714,0.09004329004329,-0.12,0.0881078061723223,0.135488721804511,0.0495140772598844,0.159673202614379,0.0964911297852474,0.0917614580404386,0.0917614580404386,0.0917614580404386,0.11152380952381,-0.120148521787866,0.104857142857143,0.0125272223288774,0.091647509578544,-0.0283882783882784,0.0773979797979798,0.0813393839383938,0.0883292790800531,0.0856258278992456,0.194916344916345,0.100081244518303,0.0898895698119998,0.0536127352063607,-0.12,0.197619047619048,0.172694122694123,0.0928571428571429,-0.108888888888889,-0.0828062341598416,-0.0797979797979798,-0.0888888888888889,0.0902251346818951,0.00595263620406393,0.3,-0.0796581196581196,-0.0658119658119658,-0.0888888888888889,-0.1
"IKK",-0.0921062271062271,0.107857142857143,0.1,0.0768332609010575,0.0797868473989478,0.0796581196581196,0.0796581196581196,-0.0307310015455111,0.0888888888888889,0.0658119658119658,0.109090909090909,0.0474102214135505,0.3171867072552,0.0303558897243108,0.0303558897243108,-0.3,0.0948051948051948,-0.1,0.09004329004329,0.142857142857143,0.0523651860244039,0.161895424836601,0.11152380952381,0.0776769509981851,0.0776769509981851,0.0776769509981851,0.104857142857143,-0.116302367941712,0.0928571428571429,0.00437012263099219,0.108888888888889,-0.0399267399267399,0.0797979797979798,0.0763888888888889,0.0829721362229102,0.0773979797979798,0.197619047619048,0.091647509578544,0.0813393839383938,0.0468398268398268,-0.12,0.314285714285714,0.194916344916345,0.05,-0.12,-0.0917614580404386,-0.0888888888888889,-0.1,0.0948826689284705,0.00235551390190566,0.2,-0.0658119658119658,-0.0888888888888889,-0.1,-0.1
"SNAI1",0.0508657955081222,0.0938455233770783,0.0540740740740741,0.0658362247532613,0.0640809330650837,0.0681810523394682,0.0712034270860685,0.0765719624094815,0.0540740740740741,0.0633423667570009,0.123333333333333,0.0299168013449258,-0.125227126919917,0.0394235657213969,0.0394235657213969,0.0875,0.123333333333333,0.0619047619047619,0.132312925170068,-0.047242927122901,0.0436773311450442,-0.00811493578884884,-0.0157833081635059,0.0690062750894889,0.0690062750894889,0.0690062750894889,-0.00950528125767625,-0.0146258118619939,-0.00683861459100958,-0.0282334697145605,-0.0921974739716675,-0.0434503515312463,-0.0544531970761479,-0.0645075951527565,-0.0515439759112041,-0.045985455140664,-0.0899366471734893,-0.0923916487289491,-0.0592185422622276,-0.0483222900410262,0.058678955453149,-0.0769736842105263,-0.1010477582846,-0.0356521739130435,0.0771974739716675,-0.0739323834638731,0.0528138528138528,0.0285714285714286,-0.13161321159417,-0.110409040558964,-0.125,-0.0592921634505793,-0.0513713713713714,-0.0540740740740741,-0.08
"Csl",0.0653438426723176,0.122634079904779,0.0969230769230769,0.0848635987785388,0.0820619978637303,0.0776880262594548,0.0809406722309948,0.0897655095705122,0.0696503496503496,0.0728761561019625,0.158064516129032,0.0193826059884037,-0.0534917705471604,0.0408542628624301,0.0408542628624301,0.122222222222222,0.142275042444822,0.125,0.141365951535731,-0.0145827984595635,0.0219889373094698,-0.00603289680909711,0.0124534161490683,0.066463910901692,0.066463910901692,0.066463910901692,0.0157142857142857,-0.0160545314613215,-0.0128571428571429,-0.0285882611350139,-0.0718982630272953,-0.0443236714975845,-0.0425510581467023,-0.0499109284001371,0.0679130871969747,-0.0423243007770878,-0.0819121447028424,-0.0831051595790194,-0.0554664839556926,-0.0462363321301824,0.0557692307692308,-0.0888888888888889,-0.0935400516795866,-0.02,0.0557692307692308,-0.0649933226663979,0.020258064516129,-0.012,-0.0382103886451713,-0.114739026380169,-0.2,-0.0707492507492507,-0.0696503496503496,-0.0969230769230769,-0.12
"STAT",-0.0893190921228304,-0.154570919276802,-0.0857142857142857,-0.105642884980424,-0.0981339457670752,-0.111005661005661,-0.109281894576012,-0.0894669196260793,-0.0857142857142857,-0.108441558441558,0.0607843137254902,-0.0248130994622362,-0.188246860560398,0.041187018110095,0.041187018110095,0.2,0.0364599894011659,0.2,0.0296638728963115,-0.194170771756979,-0.00833529415483208,-0.157896484658104,-0.0387855787476281,-0.0527191894127378,-0.0527191894127378,-0.0527191894127378,-0.0592156862745098,-0.0384797297297297,-0.0533333333333333,-0.0312729170538389,-0.0876744186046512,-0.140364428599723,-0.160466507177033,-0.0426731078904992,-0.036,-0.179307086887178,-0.106666666666667,-0.104488577896687,-0.059914487200844,-0.140235855487389,0.15,-0.14,-0.0981920903954802,-0.0333333333333333,0.09,0.0497341147858721,0.142045454545455,0.154545454545455,-0.00694553544194525,-0.024655925628211,-0.1,0.108441558441558,0.0857142857142857,0.0857142857142857,0.2
"LIV1",0.0474994588744589,0.087551817083372,0.08,0.0681810523394682,0.0658362247532613,0.0592921634505793,0.0633423667570009,0.0787649448656219,0.0540740740740741,0.0540740740740741,0.137179487179487,0.0306452092533545,-0.12526065021861,0.045204623531975,0.045204623531975,0.125,0.123333333333333,0.128571428571429,0.123333333333333,-0.0408278327832783,0.0441954658600701,-0.0176533973273104,-0.00950528125767625,0.0685517296349434,0.0685517296349434,0.0685517296349434,-0.00683861459100958,-0.019228322322245,-0.0356521739130435,-0.0300586378221493,-0.0771974739716675,-0.0518615664845173,-0.0528138528138528,-0.0580559822495307,-0.0420201663873946,-0.0544531970761479,-0.0769736842105263,-0.0921974739716675,-0.0645075951527565,-0.0565815022392473,0.0619047619047619,-0.0875,-0.0899366471734893,-0.04,0.058678955453149,-0.0690062750894889,0.0285714285714286,-0.00476190476190476,-0.0303676599927468,-0.102409040558964,-0.2,-0.0513713713713714,-0.0540740740740741,-0.08,-0.1
"EGR1",0.0474994588744589,0.087551817083372,0.08,0.0681810523394682,0.0658362247532613,0.0592921634505793,0.0633423667570009,0.0787649448656219,0.0540740740740741,0.0540740740740741,0.137179487179487,0.0306452092533545,-0.12526065021861,0.045204623531975,0.045204623531975,0.125,0.123333333333333,0.128571428571429,0.123333333333333,-0.0408278327832783,0.0441954658600701,-0.0176533973273104,-0.00950528125767625,0.0685517296349434,0.0685517296349434,0.0685517296349434,-0.00683861459100958,-0.019228322322245,-0.0356521739130435,-0.0300586378221493,-0.0771974739716675,-0.0518615664845173,-0.0528138528138528,-0.0580559822495307,-0.0420201663873946,-0.0544531970761479,-0.0769736842105263,-0.0921974739716675,-0.0645075951527565,-0.0565815022392473,0.0619047619047619,-0.0875,-0.0899366471734893,-0.04,0.058678955453149,-0.0690062750894889,0.0285714285714286,-0.00476190476190476,-0.0303676599927468,-0.102409040558964,-0.2,-0.0513713713713714,-0.0540740740740741,-0.08,-0.1
"NOTCH",0.0564002089864159,0.125876010781671,0.1,0.0707492507492507,0.0776880262594548,0.0696503496503496,0.0696503496503496,0.0871055461335835,0.12,0.0969230769230769,0.3,0.027258064516129,-0.0534499269793387,0.0489533011272142,0.0489533011272142,0.1,0.3,0.1,0.158064516129032,0.00736842105263157,0.0282081159015014,-0.00898305084745763,-0.0128571428571429,0.08,0.08,0.08,-0.02,-0.012290008841733,-0.02,-0.0107359307359307,-0.0557692307692308,-0.0193236714975845,0.012,-0.0190476190476191,0.0884057971014493,-0.020258064516129,-0.122222222222222,-0.0557692307692308,-0.0290476190476191,-0.0246938775510204,0.2,-0.2,-0.0888888888888889,0,0.125,-0.0669565217391304,0,0.1,-0.0287179487179487,-0.0981240981240981,0,-0.0969230769230769,-0.12,-0.1,0
"NOTCHic",0.065491118077325,0.120320455226116,0.12,0.0776880262594548,0.0848635987785388,0.0707492507492507,0.0728761561019625,0.0854388794669168,0.0969230769230769,0.0696503496503496,0.3,0.0215919083139851,-0.055654335796974,0.0496940418679549,0.0496940418679549,0.2,0.158064516129032,0.2,0.142275042444822,0.00736842105263157,0.0284109556580936,-0.0121277049355079,0.0157142857142857,0.0669565217391304,0.0669565217391304,0.0669565217391304,-0.0128571428571429,-0.016515360954409,-0.02,-0.0274989365162776,-0.0557692307692308,-0.0443236714975845,-0.020258064516129,-0.0290476190476191,0.0868673355629877,-0.0425510581467023,-0.0888888888888889,-0.0718982630272953,-0.0499109284001371,-0.0456616194865043,0.125,-0.122222222222222,-0.0819121447028424,-0.02,0.0557692307692308,-0.066463910901692,-0.012,0,-0.0303052503052503,-0.102759859713502,-0.1,-0.0696503496503496,-0.0969230769230769,-0.12,-0.1
"cfos",0.0467721861471861,0.0856650246305419,0.1,0.0592921634505793,0.0681810523394682,0.0513713713713714,0.0540740740740741,0.0745544185498324,0.08,0.0540740740740741,0.183333333333333,0.0340362127135621,-0.127611463961829,0.0545293823744187,0.0545293823744187,0.2,0.137179487179487,0.2,0.123333333333333,-0.0180555555555556,0.0515214731860774,-0.0247186147186147,-0.00683861459100958,0.0697712418300654,0.0697712418300654,0.0697712418300654,-0.0356521739130435,-0.0208857808857809,-0.04,-0.0280281809693575,-0.058678955453149,-0.0502222222222222,-0.0285714285714286,-0.0338624338624339,-0.0184907546226887,-0.0528138528138528,-0.0875,-0.0771974739716675,-0.0580559822495307,-0.0545125367220059,0.128571428571429,-0.125,-0.0769736842105263,0.08,0.0619047619047619,-0.0685517296349434,-0.00476190476190476,0,-0.0210597840977588,-0.0882986111111111,-0.1,-0.0540740740740741,-0.08,-0.1,-0.1
"RAS",-0.296356589147287,-0.172305665349144,-0.1,-0.155251757003947,-0.149302748505364,-0.14755944931164,-0.145343137254902,-0.162903642554805,-0.1,-0.141176470588235,0.15,-0.0568035523388099,0.111878691704864,0.0577356406480118,0.0577356406480118,0,0.155263157894737,0.1,0.142055610724926,-0.194805194805195,0.0141081482290332,-0.097948717948718,-0.117616099071207,0.158205128205128,0.158205128205128,0.158205128205128,-0.135263157894737,0.0887672955974843,-0.13,0.0604923076923077,-0.205333333333333,-0.0546428571428571,-0.0941176470588235,-0.17965367965368,-0.1699604743083,-0.106988934187536,-0.0666666666666667,-0.207028248587571,-0.191898577612863,-0.0893650793650794,0.2,-0.0333333333333333,-0.0277777777777778,-0.08,0.233333333333333,-0.267820512820513,0.1,0.1,0.0461553588987217,-0.106378868519614,-0.1,0.141176470588235,0.1,0.1,0
"GLI",0.18896806727857,0.103283514492754,0.16,0.0808369821393778,0.0799403891925756,0.0756421769445726,0.058082280269692,0.102646604150529,0.150322580645161,0.149146110056926,0.0323253757736516,0.0413175137560269,-0.126139384510226,0.0681413210445469,0.0681413210445469,0.0777777777777778,0.0248253757736516,-0.0380952380952381,0.0267301376784135,0.125989732980883,0.0431797235101116,-0.0526147395332455,0.0964626533687307,-0.108568355839022,-0.108568355839022,-0.108568355839022,0.0948051948051948,-0.0924762592587816,0.0857142857142857,-0.0439650030052507,0.0621688148943788,-0.0711111111111111,-0.0380481457384515,-0.0206195718759482,-0.013693385467579,-0.0392246163266868,-0.0575844372836854,0.0551729301207163,-0.0238628151191915,-0.138795257137943,-0.0755952380952381,-0.0514619883040936,-0.0607094372836854,0.0857142857142857,-0.0703320802005013,0.105598058809319,0.0273563218390805,0.00666666666666668,0.0473353225360775,-0.0561228162502193,-0.133333333333333,-0.0678835562549174,-0.0703225806451613,-0.08,-0.1
"cMet",-0.193260368663594,-0.194285714285714,-0.1,-0.174448419797257,-0.177838250305732,-0.168294573643411,-0.165757575757576,-0.141980231896198,-0.15,-0.156666666666667,0.214285714285714,-0.13912884472957,0.148245590581357,0.0800865800865801,0.0800865800865801,0,0.230075187969925,0.1,0.223692209246521,-0.312380952380952,-0.0684561938654465,-0.110453142363255,-0.125909090909091,0.125714285714286,0.125714285714286,0.125714285714286,-0.135,0.0711111111111111,-0.135,0.0459342061923584,-0.191818181818182,-0.173015873015873,-0.113333333333333,-0.149773242630385,-0.1265565875473,-0.115460992907801,-0.0666666666666667,-0.176193181818182,-0.158864151721295,-0.101682489451477,0.15,-0.0333333333333333,-0.0354166666666667,-0.075,0.21,-0.120053908355795,0.113333333333333,0.113333333333333,0.0561759431964606,-0.104473497516976,-0.1,0.156666666666667,0.25,0.2,0.1
"TCFLEF",0.232913456933494,0.577335775335775,0.227450980392157,0.128518612727911,0.126972220975333,0.223363973552653,0.217473807806289,0.190376666038603,0.207450980392157,0.216852689793866,0.201928901641958,0.0645901347997669,0.294422724997552,0.0902329877724614,0.0902329877724614,-0.0584415584415584,0.182321058504703,-0.1,0.179331025282111,0.363292491939199,0.0339875779945761,0.114842466603472,0.299125601460096,0.00685407170966739,0.00685407170966739,0.00685407170966739,0.30184668989547,-0.128076870092299,0.293275261324042,-0.0558339852918166,0.172596006144393,0.0119318181818182,0.0466069249159882,0.0604284954811271,0.113083135090557,0.0485936798828756,0.0801189777963972,0.173823000009424,0.0587076541809359,0.0362963841954326,-0.16,0.0704415584415584,0.0692494125790059,0.295714285714286,-0.179047619047619,-0.000152363431086575,-0.0568872987477639,-0.0615384615384615,-0.00404695490469549,-0.126359903881556,0.0857142857142857,-0.222735042735043,-0.213333333333333,-0.233333333333333,-0.233333333333333
"TGF",0.0425278787314012,0.155643738977072,0.1,0.112578616352201,0.113057085251723,0.112578616352201,0.0935309973045822,0.0871782005909882,0.114285714285714,0.114285714285714,-0.126666666666667,0.0725409311769401,-0.100653463106927,0.0956165776760743,0.0956165776760743,0.0333333333333333,-0.0966666666666667,-0.0666666666666667,-0.124252873563218,0.165789473684211,0.0402681719696276,-0.107592592592593,0.0669507101086048,-0.1,-0.1,-0.1,0.0691729323308271,-0.136363636363636,0.0428571428571429,0.00915990140128072,0.0419540229885057,-0.0756165776760742,-0.0495238095238095,0.0666666666666667,0.0579626047711154,-0.160238095238095,-0.104761904761905,0.0607040229885057,0.0602150537634409,-0.164829192546584,0.0333333333333333,-0.133333333333333,-0.06265664160401,0.1,0.0166666666666667,0.1125,0.0733333333333333,0.14,0.113165924984107,0.0159732449680903,0,-0.133333333333333,-0.133333333333333,-0.1,0
"TGFR",0.0540193212741885,0.152639447131579,0.114285714285714,0.113057085251723,0.120585871788481,0.112578616352201,0.0941761585949048,0.082137878010343,0.114285714285714,0.0935309973045822,-0.0966666666666667,0.0708373536641632,-0.102968277921741,0.102786388996829,0.102786388996829,0.133333333333333,-0.124252873563218,0.0333333333333333,-0.140799636153146,0.184307992202729,0.0458108971428378,-0.115777645973376,0.0765397512044953,-0.1125,-0.1125,-0.1125,0.0669507101086048,-0.150649350649351,0.0691729323308271,0.000655502574301246,0.0607040229885057,-0.0934737205332171,-0.160238095238095,0.0602150537634409,0.0549775301442497,-0.179387031408308,-0.06265664160401,0.0499695597116696,0.049894769065932,-0.183606485123003,0.0166666666666667,-0.104761904761905,-0.048703153231917,0.0428571428571429,-0.0419540229885057,0.107236842105263,0.0495238095238095,0.0733333333333333,0.115820792240744,0.0130746942434527,-0.0333333333333333,-0.112578616352201,-0.133333333333333,-0.133333333333333,-0.1
"SMO",-0.0108218642199225,-0.228138528138528,0,-0.0731823085221143,-0.0664153912288813,-0.0644444444444444,0.0305555555555556,-0.041373974862347,0.05,0.025,-0.166666666666667,0.0132734249672594,-0.291781061850027,0.11680790960452,0.11680790960452,0.1,-0.139393939393939,0.1,-0.139393939393939,-0.0342105263157895,0.0966137731843964,-0.0552287581699346,0.0566899766899767,-0.0302884615384615,-0.0302884615384615,-0.0302884615384615,0.0415384615384615,-0.0688888888888889,0.08,-0.0136226642555757,-0.0683333333333333,-0.125,-0.055,-0.0766666666666666,-0.0923076923076923,-0.0604054054054054,-0.171428571428571,-0.0572222222222222,-0.0814285714285714,-0.155,0.133333333333333,-0.1,-0.143428571428571,0.1,0.0933333333333333,0.0140093917710197,0.08,0.1,0.056989247311828,0.0378042328042328,0,0.07,0.05,0.1,0.1
"SUFU",-0.0133254967224373,-0.231620861913093,0.025,-0.0696762607940986,-0.0652261329168608,-0.0664153912288813,0.0299264448892702,-0.0384257061591801,0.0305555555555556,0.0228632478632479,-0.139393939393939,0.014260403509364,-0.291036182452085,0.119170020982369,0.119170020982369,0.171428571428571,-0.153030303030303,0.0933333333333333,-0.1498556998557,-0.0359587780640412,0.0979759972527261,-0.0621160038114308,0.0575801698912484,-0.0240530598932904,-0.0240530598932904,-0.0240530598932904,0.0486439996784824,-0.07531009654721,0.0566899766899767,-0.0164751799904205,-0.0582323232323232,-0.136190733287523,-0.0646607245543416,-0.0872350230414746,-0.0973714255013365,-0.0684082590711069,-0.139582417582418,-0.0647960297960298,-0.0902373325102968,-0.164308475904401,0.0683333333333333,-0.143428571428571,-0.132199867246847,0.0415384615384615,0.0572222222222222,0.0151923003996195,0.0604054054054054,0.055,0.0559285292378348,0.0350053889728503,-0.1,0.0731823085221143,0.0644444444444444,0.07,0.05
"FUS",-0.023865342480792,-0.233728590250329,0.05,-0.0664153912288813,-0.0696762607940986,-0.0731823085221143,0.0228632478632479,-0.0307170405557776,0.025,0.0305555555555556,-0.139393939393939,0.0168350688028758,-0.28872899721807,0.121102388132127,0.121102388132127,0.1,-0.139393939393939,0.133333333333333,-0.153030303030303,-0.0380566801619433,0.0945653560521804,-0.0672706429866886,0.0486439996784824,-0.0140093917710197,-0.0140093917710197,-0.0140093917710197,0.0566899766899767,-0.0781672394043528,0.0415384615384615,-0.0116424662357737,-0.0572222222222222,-0.133196721311475,-0.0604054054054054,-0.0814285714285714,-0.0937569676700112,-0.0646607245543416,-0.143428571428571,-0.0582323232323232,-0.0872350230414746,-0.161578947368421,0.0933333333333333,-0.171428571428571,-0.139582417582418,0.08,0.0683333333333333,0.0240530598932904,0.055,0.08,0.0513288699533374,0.0414186906355581,-0.1,0.0644444444444444,0.07,0.05,0.1
"SRC",-0.301991341991342,-0.16521526626716,-0.1,-0.131527389044382,-0.129961393518655,-0.127868852459016,-0.127868852459016,-0.107121356903966,-0.1,-0.1,0.01,-0.0351501711795829,-0.100349817803227,0.122836178496556,0.122836178496556,0.15,0.0147619047619048,0.1,0.000476190476190475,-0.285714285714286,-0.00966995958688819,-0.162164961475306,-0.1147512864494,0.0990905298289529,0.0990905298289529,0.0990905298289529,-0.109090909090909,-0.0304659498207885,-0.0757575757575758,-0.00425413555848338,-0.161481481481482,-0.206072351421189,-0.264087301587302,-0.132017543859649,-0.127929493545184,-0.274996392496392,-0.144871794871795,-0.149716775599129,-0.134720246562352,-0.258711484593838,0.2,-0.183333333333333,-0.139316239316239,-0.0666666666666667,0.18,-0.0824238631622862,0.273611111111111,0.311111111111111,0.11965997166243,-0.0617437073629734,-0.1,0.1,0.1,0.2,0.2
"TWIST1",0.116081025157206,0.136178874888552,0.0714285714285714,0.0811491410638839,0.0823567316331766,0.0855901824115103,0.0840975772765246,0.0982463425052983,0.0825396825396825,0.0856975772765246,-0.0185185185185185,-0.00804521571099694,0.36039591427852,0.123308396115414,0.123308396115414,-0.1,-0.0185185185185185,-0.233333333333333,-0.0147449336128581,0.215881398032428,0.0304993504675391,0.0647526424757546,0.161394173298268,-0.0395752264695971,-0.0395752264695971,-0.0395752264695971,0.161891685736079,-0.14745182353878,0.17768115942029,0.0613814065611571,0.178849315068493,-0.114373566812591,0.110414054336468,0.0550596050596051,0.0585211398770721,0.113830910828495,0.0531135531135531,0.187223699304946,0.06001010010911,0.0754929803879541,-0.2,0.0769230769230769,0.058198298876265,0.173333333333333,-0.172,0.0382053634558985,-0.0991640543364681,-0.106060606060606,0.122010459586331,0.00522527022827972,0.1,-0.0867950016886187,-0.0825396825396825,-0.0714285714285714,-0.1
