"","GLI","STAT","PI3K","GSK3","ZEB2","Destcompl","NFB","IKK","TWIST1","KLF4","PAK1","HEY1","SMAD","EGR1","SNAI1","TGFR","TGF","cfos","NOTCH","NOTCHic","Csl","SHH","RKIP","SMO","Patched","FUS","MEK","ERK","FOXC2","ILK","CDC42","Jagged","SUFU","miR200","TrCP","AKT","Csn","SOSGRB2","ZEB1","RAF","DELTA","RAS","SNAI2","LIV1","DSH","Frizzled","Wnt","SRC","cMet","CD44","Ecadherin","TCFLEF","cateninnuc","cateninmemb","AXIN2"
"CDC42",0.154191033138402,0.15,-0.00958605664488017,-0.0241504329004329,-0.00439870863599677,0.110760268582937,0.0666666666666667,0.0416666666666667,-0.0101991341991342,0.00409523809523809,-0.157142857142857,0.0210144927536232,0.036926096603516,0.22,-0.098008658008658,-0.0739495798319328,-0.0815253374076903,0.24,-0.0225641025641026,-0.017948717948718,-0.0333333333333333,-0.0108238038345565,-0.169067599067599,0.00238095238095239,0.0120583717357911,-0.0523809523809524,-0.27168754605748,-0.25304347826087,-0.00527977044476327,-0.0272486772486773,0.0523809523809524,0.0114236111111111,-0.0666666666666667,0.097839741957389,-0.1,-0.0469298245614035,-0.0666666666666667,-0.2,0.00439870863599677,0.00958605664488017,0.00958605664488017,0.00714703225463627,0.00475906089044775,-0.1,-0.15,-0.15,-0.146296296296296,-0.15,-0.146296296296296,-0.151701701701702,-0.137044431954191,-0.156652196751207,-0.161837381936392,-0.174036649118753,-0.189934318555008
"NOTCH",-0.176783216783217,-0.1,-0.0533333333333333,-0.0118773946360153,-0.00249597423510467,-0.107792155306174,-0.0666666666666667,-0.0777777777777778,-0.0125254237288136,0.0123188405797101,0.1,0.0789855072463768,-0.0242857142857143,-0.2,0.0962820512820513,0.0324444444444444,0.048573476702509,-0.22,0.016036866359447,0.125714285714286,0.14,-0.0062971342383107,0.161007957559682,-0.0416666666666667,0.0121794871794872,0.0666666666666667,0.227142857142857,0.22,-0.00979591836734694,0.030952380952381,-0.0444444444444444,0.0110822510822511,0.1,-0.0967099567099567,0,0.0666666666666667,0.1,0.214736842105263,0.00249597423510467,0.0533333333333333,0.0533333333333333,0.0547826086956522,0.0651655534008475,0,0.1,0.16,0.167692307692308,0.16,0.167692307692308,0.176783216783217,0.181499151103565,0.188871128871129,0.196626230911945,0.219133525570366,0.218409703504043
"SRC",0.274754098360656,0.1,0.00969545264914477,0.0270995670995671,-0.00167714884696017,0.0604984870202261,-0.0833333333333333,-0.091025641025641,-0.0214310976379942,-0.108785529715762,-0.0666666666666667,-0.0146888447533929,-0.032793978188715,0.266666666666667,-0.0633734538411588,-0.0494047619047619,-0.0603138528138528,0.293939393939394,0.153809523809524,0.153809523809524,0.13,0.0767102396514161,-0.190452916259368,-0.0566666666666667,-0.0825925925925926,0.0166666666666667,-0.317838765008576,-0.327272727272727,-0.0320448179271709,0.0282894736842105,0.0541666666666667,-0.113072806398494,-0.0333333333333333,0.0857034109208022,0.1,0.0854700854700855,0.05,-0.35,0.00167714884696017,-0.00969545264914477,-0.00969545264914477,-0.0187863617400539,-0.216691336788659,0,-0.2,-0.25,-0.26,-0.25,-0.26,-0.274754098360656,-0.324744362391421,-0.290607756897241,-0.299332589112006,-0.342368283191139,-0.312233839092184
"SHH",-0.3,-0.1,-0.2,0.0102564102564103,0,-0.0283116883116883,0,-0.1,-0.05,0,0,0,0.0166666666666667,0,0.116666666666667,-0.0333333333333333,-0.0333333333333333,-0.1,0.0333333333333333,0,-0.1,-0.186666666666667,0.12,0.1,0.0666666666666667,0,0.02,0,-0.1,0,0.0333333333333333,0.151428571428571,0,-0.1,0,0.15,0,0,0,0.2,0.2,0.207692307692308,0.313486590038314,0,0.2,0.2,0.2,0.1,0.1,0.2,0.160277777777778,0.233333333333333,0.238888888888889,0.238136200716846,0.304761904761905
"GLI",0.132043279906335,0.15,0.0759471490026077,-0.0967829460187067,0.000666666666666665,0.118900444202021,0.0169590643274854,0.0271631459601384,-0.0460694248215471,0.0036053196053196,-0.0466666666666667,-0.00411071667438391,-0.00344058926148478,0.114285714285714,-0.116290753401254,-0.0567078724788549,-0.0536490489494431,0.130952380952381,0.0123585322723254,0.00569186560565871,0.0131918656056587,0.125226260094681,-0.14130592347077,-0.121522556390977,-0.121522556390977,0.126785714285714,-0.136118485565999,-0.132251082251082,0.0181424148606811,0.00344058926148478,0.0535632183908046,-0.0454610171991585,0.114285714285714,0.102300207532406,-0.0333333333333333,-0.0224756459601384,-0.0222222222222222,-0.0309565950273915,-0.000666666666666665,-0.0759471490026077,-0.0759471490026077,-0.0805016044481522,0.0159559065532474,-0.15,-0.22,-0.216774193548387,-0.227362428842505,-0.146774193548387,-0.156530291109363,-0.161702704902466,-0.146859522240558,-0.163650756850518,-0.166460081417165,-0.184790420695302,-0.198271437198068
"NOTCHic",-0.190761711406873,-0.16,-0.0547826086956522,-0.0135302871979988,0.00268921095008052,-0.108458821972841,-0.0777777777777778,-0.0666666666666667,-0.016927939452084,-0.00553830227743271,0.0444444444444444,0.0805239687848383,-0.0336382322713258,-0.22,0.0978693528693529,0.048573476702509,0.0517581900783051,-0.22,0.016036866359447,0.016036866359447,0.125714285714286,-0.0138240159587408,0.165233309672358,0.0121794871794872,0.0062971342383107,0.0416666666666667,0.241428571428571,0.227142857142857,-0.00818301514154049,0.0242857142857143,-0.0324444444444444,0.0210160259166882,0.0666666666666667,-0.0984440607561995,0.1,0.0736434108527132,0.0666666666666667,0.210191387559809,-0.00268921095008052,0.0547826086956522,0.0547826086956522,0.0621717712572285,0.073381986266579,0.1,0.16,0.167692307692308,0.176783216783217,0.167692307692308,0.176783216783217,0.188871128871129,0.189921815728374,0.196626230911945,0.20471783396538,0.229884032669758,0.232298592392932
"Csl",-0.198019775923002,-0.167692307692308,-0.0621717712572285,-0.0130884609829767,0.00268921095008052,-0.109982283276923,-0.0666666666666667,-0.0736434108527132,-0.0207654112353797,-0.00268115942028985,0.0324444444444444,0.0707200472162109,-0.0319715656046591,-0.22,0.0951025544503805,0.0517581900783051,0.0479033147948584,-0.227142857142857,0.00967322999581064,0.016036866359447,0.016036866359447,-0.0138240159587408,0.167537457137796,0.0062971342383107,0.0138240159587408,-0.0121794871794872,0.241428571428571,0.241428571428571,-0.0110565783599313,0.0336382322713258,-0.048573476702509,0.0225785259166882,0.0416666666666667,-0.0990976555274413,0.0666666666666667,0.0713178294573643,0.0777777777777778,0.222386509511028,-0.00268921095008052,0.0621717712572285,0.0621717712572285,0.0669511830219344,0.0810628214641927,0.16,0.167692307692308,0.176783216783217,0.190761711406873,0.176783216783217,0.188871128871129,0.196626230911945,0.194340420379537,0.20471783396538,0.210606913439365,0.238140913403703,0.242324299333806
"PAK1",-0.158581277040841,-0.15,0.00714703225463627,0.0241504329004329,0.0047202520443569,-0.111662524222035,-0.0416666666666667,-0.0469298245614035,0.00748174289478637,0.000822794691647152,0.0523809523809524,-0.031308610400682,-0.0343454514422256,-0.24,0.0939513787723812,0.0815253374076903,0.0793395450579636,-0.25304347826087,0.0181684981684982,0.0225641025641026,0.017948717948718,0.0138238038345565,0.170725057631135,-0.0120583717357911,-0.0108238038345565,0.00238095238095239,0.274354212724146,0.27168754605748,0.00459011527234948,0.036926096603516,-0.0739495798319328,-0.0120371080436264,0.0523809523809524,-0.097839741957389,0.0666666666666667,0.0432261208576998,0.0666666666666667,0.212871287128713,-0.0047202520443569,-0.00714703225463627,-0.00714703225463627,-0.00396521407281809,-0.000599928883214478,0.15,0.15,0.146296296296296,0.154191033138402,0.146296296296296,0.151701701701702,0.156652196751207,0.139189760673914,0.161837381936392,0.165285657798461,0.179164854246958,0.194965765095889
"Csn",0.0822665454771956,0.0666666666666667,0.0961081088334055,0.0881686724002501,0.00554177005789909,0.00325303611088663,0.113333333333333,0.105,0.00887174692223781,0.00545141133376428,-0.0840909090909091,0.00107142857142857,0.006292292707851,-0.0166666666666667,-0.0870240596746875,-0.0749060640851686,-0.0760993815076029,0.00151515151515152,-0.0916527916527917,-0.0878066378066378,-0.0994949494949495,0.00489140097812758,-0.0830792546393892,-0.00115440115440116,-0.00653074524042266,-0.00793650793650794,0.00551948051948051,-0.00281385281385282,0.0936915077600946,-0.0075776397515528,0.0825983717774763,-0.0120612362388824,0.0142857142857143,0.0154544609221143,0.02,-0.1106,-0.105,-0.0739905453706907,-0.00554177005789909,-0.0961081088334055,-0.0961081088334055,-0.0951484159351329,-0.0415274854260236,-0.0666666666666667,-0.0666666666666667,-0.0839080459770115,-0.0827032266999031,-0.0839080459770115,-0.0827032266999031,-0.0822587822554586,-0.0212781761446432,-0.0848311295223396,-0.0848912618133799,-0.041359300006655,-0.115085969468052
"SNAI1",-0.163517291666069,-0.146296296296296,0.00396521407281809,0.0238203998971326,0.00681127295456601,-0.112265594397474,-0.0469298245614035,-0.0432261208576998,0.00327661468965817,0.00113432117139793,0.0739495798319328,-0.0301181342102058,-0.0339764477521887,-0.25304347826087,-0.00498100556925586,0.0793395450579636,0.0757105127998991,-0.27168754605748,0.0193929879644165,0.0181684981684982,0.0225641025641026,0.0105228329607701,0.169469827505612,-0.0108238038345565,-0.0138238038345565,0.0120583717357911,0.277044795683788,0.274354212724146,0.00547956889369637,0.0343454514422256,-0.0815253374076903,-0.00780181392597939,0.00238095238095239,-0.0962066968084937,0.0666666666666667,0.0487816764132554,0.0416666666666667,0.222305249392864,-0.00681127295456601,-0.00396521407281809,-0.00396521407281809,-0.00281578878546177,0.00332229706381871,0.15,0.146296296296296,0.154191033138402,0.158581277040841,0.151701701701702,0.156652196751207,0.161837381936392,0.140854693036037,0.165285657798461,0.167195828165007,0.181962781708098,0.200093970224094
"STAT",-0.294098548510313,-0.242857142857143,-0.173619727047146,-0.0843591455273698,0.00705576474807244,-0.140256615367231,-0.12,-0.105714285714286,-0.120566664719588,0.0969102792632204,0.0545454545454545,-0.018,-0.0269670720195458,-0.2,0.0844364466312811,0.0561901913875598,0.0566732831749994,-0.2,-0.0277138932193187,-0.0248012718600954,-0.00588235294117647,-0.0348381011181999,0.149134491634492,0.0216666666666667,0.0286434108527132,0.025,0.213409234661607,0.205882352941176,-0.0628357191547376,0.0189210950080515,-0.0482954545454545,0.0976460583184799,0.05,-0.0980182773639168,0.1,0.110799031476998,0.1,0.280829228243021,-0.00705576474807244,0.173619727047146,0.173619727047146,0.179589876300878,0.202505758618902,0.1,0.242857142857143,0.267857142857143,0.281493506493506,0.267857142857143,0.281493506493506,0.292604617604618,0.333666954544806,0.30364562706834,0.313299977485503,0.355624480296226,0.336826702709056
"Patched",0.325,0.1,0.207692307692308,-0.0102564102564103,0.00833333333333333,0.0206193806193806,0.1,0.15,0.0611111111111111,0.0111111111111111,0.0333333333333333,-0.00769230769230769,-0.00666666666666667,0.1,-0.126344086021505,0.0333333333333333,0.0583333333333333,0,0.0121212121212121,-0.0333333333333333,0,0.224166666666667,-0.12,-0.0666666666666667,-0.186666666666667,0.1,-0.0276923076923077,-0.02,0.13,0.0166666666666667,-0.0333333333333333,-0.177354497354497,0,0.107142857142857,0,-0.135714285714286,0,0.0333333333333333,-0.00833333333333333,-0.207692307692308,-0.207692307692308,-0.232692307692308,-0.333486590038314,-0.1,-0.2,-0.2,-0.3,-0.1,-0.2,-0.233333333333333,-0.17678263214671,-0.238888888888889,-0.253451995685005,-0.254802867383513,-0.35021645021645
"SMO",0.330555555555556,0.1,0.232692307692308,-0.0170525267612646,0.0100282485875706,0.0252705434100783,0.15,0.135714285714286,0.0611111111111111,0.0194444444444444,0.0333333333333333,-0.00293040293040293,-0.0019047619047619,0,-0.128725038402458,0.0583333333333333,0.0637387387387387,0.02,0.0271212121212121,0.0121212121212121,-0.0333333333333333,0.229722222222222,-0.131111111111111,-0.186666666666667,-0.224166666666667,0.0666666666666667,-0.0186013986013986,-0.0276923076923077,0.140344827586207,0.00666666666666667,-0.0333333333333333,-0.177354497354497,0.1,0.110940325497288,0,-0.131714285714286,-0.1,0.00701754385964912,-0.0100282485875706,-0.232692307692308,-0.232692307692308,-0.237343470483005,-0.34967706622879,-0.1,-0.2,-0.3,-0.325,-0.2,-0.233333333333333,-0.238888888888889,-0.185269717017559,-0.253451995685005,-0.266985830271472,-0.270336847966037,-0.370906105388864
"DELTA",-0.167692307692308,0,-0.0533333333333333,-0.0118773946360153,0.0123188405797101,-0.104988416988417,-0.1,-0.0666666666666667,-0.021,0.0166666666666667,0.2,0.0833333333333333,-0.030952380952381,-0.1,0.0916666666666667,0.0444444444444444,0.0324444444444444,-0.2,0.125714285714286,0.14,0.2,-0.0121794871794872,0.123076923076923,-0.0666666666666667,-0.0416666666666667,0.1,0.22,0.22,0.00857142857142857,0.0166666666666667,-0.1,0.0110822510822511,0,-0.0824242424242424,0,0.0777777777777778,0,0.22,-0.0123188405797101,0.0533333333333333,0.0533333333333333,0.0533333333333333,0.0508798391151332,0,0,0.1,0.16,0.1,0.16,0.167692307692308,0.167789473684211,0.176783216783217,0.188871128871129,0.207091640753613,0.201428571428571
"Frizzled",0.00131578947368421,0,0.0986329460013671,0.0935997910135841,0.0132032141521182,-0.0198468145915475,0.06,0.0725,0.0607843137254902,0.0226890756302521,0.1,-0.0368466993998909,-0.0279448726308105,-0.0666666666666667,0.00110420979986197,0.0666666666666667,0.0885714285714286,-0.126666666666667,-0.0782913165266106,-0.0880952380952381,-0.0714285714285714,0.0531629660661919,0.0569047619047619,-0.0545454545454545,-0.0402597402597403,0.1,0.112723311546841,0.109019607843137,0.0840711797382544,0.0326177698270722,-0.0666666666666667,-0.0261185383244207,0.1,-0.068822601010101,-0.1,-0.0725,0,0.118181818181818,-0.0132032141521182,-0.0986329460013671,-0.0986329460013671,-0.0994203475761702,-0.0666985750027194,-0.1,0.1,0.025,-0.00131578947368421,0.025,-0.00131578947368421,-0.00131578947368421,0.0962161494419559,0.00199546880446149,0.000566897375890058,0.0407822168415389,-0.0483861874559549
"TGFR",0.104303973567516,0.133333333333333,0.222619047619048,0.010331256236739,0.014860020262205,0.010502017654859,0.114285714285714,0.0984962406015037,0.0691867668380124,0.0199770258980785,0.233333333333333,-0.0469826881068545,-0.0519425804364388,-0.157142857142857,0.0591857150626258,0.126190476190476,0.121225937183384,-0.183458646616541,-0.0862019350037212,-0.0696551724137931,-0.08,0.0734497369959088,0.074978354978355,-0.0910344827586207,-0.0785344827586207,0.06,0.200749361989448,0.185680868838764,0.0572423987631886,0.0565689149560117,-0.233333333333333,-0.0750122729504173,0.06,0.0356396060372701,-0.1,-0.117100891764294,-0.1,0.262751786874594,-0.014860020262205,-0.222619047619048,-0.222619047619048,-0.226127819548872,0.0459850037901609,-0.1,-0.114285714285714,-0.114285714285714,-0.101078167115903,-0.133333333333333,-0.120125786163522,-0.121441575637206,-0.072251330027695,-0.123833920134814,-0.123568198257046,-0.124755310343438,-0.160152826032654
"SMAD",-0.16514810129918,-0.174285714285714,-0.157929034575323,-0.0998852289453793,0.0154133858828485,-0.0520154354038794,0.0126984126984127,0.00289449112978525,0.0088209310624409,0.00940283799038804,0.0428571428571429,0.0478226433774132,-0.0226552442990799,-0.171428571428571,0.0581022046949466,0.0627957690275733,0.0600069244060593,-0.18110599078341,-0.0650465243568692,-0.061871921182266,-0.0676190476190476,-0.106300660504985,0.108580253289144,0.108333333333333,0.107415902140673,-0.108333333333333,0.185354649101836,0.183431572178759,0.0185331885781502,-0.0763923747485391,-0.055533199195171,0.123652981427175,-0.0583333333333333,-0.0798711561214411,0,-0.00289449112978525,0.0111111111111111,0.189988169180716,-0.0154133858828485,0.157929034575323,0.157929034575323,0.163850087206902,0.0688392037562907,0.16,0.147619047619048,0.147619047619048,0.157234432234432,0.174285714285714,0.182128851540616,0.190492487904253,0.176871540749297,0.19686969278892,0.201530280428231,0.225827986132271,0.235232329149105
"ILK",0.017785209959123,0,0.100623376623377,0.0888768638768639,0.0156002401934531,-0.0171144091284658,-0.0333333333333333,-0.0156862745098039,-0.016199979635475,0.0239035087719298,0,-0.0316247939999327,-0.022906762705082,-0.0666666666666667,0.0087842190016103,-0.0254117647058824,-0.00346054519368723,-0.10952380952381,-0.0774813895781638,-0.0903846153846154,-0.075,0.0561965811965812,0.0455074337427279,-0.05,-0.0423076923076923,0.1,0.0935160949625752,0.0918767507002801,-0.0130313588850174,0.026906762705082,0.0294117647058824,-0.0304385964912281,0.1,-0.0692505471193996,0,0.0182503770739065,0.1,0.0626923076923077,-0.0156002401934531,-0.100623376623377,-0.100623376623377,-0.100623376623377,0.00861934710991315,-0.1,0,0.0111111111111111,-0.0193236714975845,0.0111111111111111,-0.0193236714975845,-0.017785209959123,0.068752715305719,-0.0160902947048857,-0.0187707070760197,0.00676561457547434,-0.0682857142857143
"DSH",-0.0032593739250086,-0.025,0.0994203475761702,0.093831809575069,0.0179276236009371,-0.018892616118265,0.0725,0.0725,0.0593658740091781,0.0139512115525822,0.0666666666666667,-0.0368466993998909,-0.0343599669704331,-0.126666666666667,-0.000345065562456866,0.0885714285714286,0.0903135888501742,-0.109019607843137,-0.0817878200231141,-0.0782913165266106,-0.0880952380952381,0.0500954814036152,0.0534082584082584,-0.0402597402597403,-0.0531629660661919,0.0545454545454545,0.13302406342654,0.112723311546841,0.0879672836343583,0.0279448726308105,-0.0666666666666667,-0.0222425693321726,0.1,-0.06821284491254,0,-0.0782471264367816,-0.06,0.108425720620843,-0.0179276236009371,-0.0994203475761702,-0.0994203475761702,-0.0968993391728089,-0.0679791337920093,0,0.025,-0.00131578947368421,-0.00131578947368421,-0.00131578947368421,-0.00131578947368421,0.00199546880446149,0.0978842793804985,0.000566897375890058,0.0029711716412507,0.0425490012938357,-0.0471203646711448
"TGF",0.101078167115903,0.1,0.231547619047619,0.00519678190911068,0.0182562466772993,0.0103004047516332,0.1,0.114285714285714,0.0674074074074074,0.0146198830409357,0.2,-0.0499677627337202,-0.0565689149560117,-0.1,0.0559408773045137,0.233333333333333,0.126190476190476,-0.157142857142857,-0.0696551724137931,-0.08,-0.08,0.0785344827586207,0.0692640692640693,-0.06,-0.0910344827586207,0.06,0.185680868838764,0.183458646616541,0.0629192546583851,0.0581818181818182,-0.233333333333333,-0.0750122729504173,0,0.0365193714331645,0,-0.0984962406015037,-0.1,0.256578947368421,-0.0182562466772993,-0.231547619047619,-0.231547619047619,-0.222619047619048,0.0445961149012721,0,-0.1,-0.114285714285714,-0.114285714285714,-0.133333333333333,-0.133333333333333,-0.120125786163522,-0.0719106145251397,-0.121441575637206,-0.123833920134814,-0.123600575932353,-0.160582010582011
"GSK3",-0.00184427958538596,0.00131578947368421,0.0968993391728089,-0.00566902237168637,0.0183733888312492,-0.0201254445789907,0.0725,0.0782471264367816,0.0597499969285123,0.017768005445712,0.0666666666666667,-0.0441131353860501,-0.0339101918579893,-0.109019607843137,-0.00222767907297735,0.0903135888501742,0.0882623067988922,-0.112723311546841,-0.084644962880257,-0.0817878200231141,-0.0782913165266106,0.0524878259012228,0.0526563787090103,-0.0531629660661919,-0.0500954814036152,0.0402597402597403,0.129614972517449,0.13302406342654,0.0881267732675321,0.0343599669704331,-0.0885714285714286,-0.0256002335657493,0.0545454545454545,-0.0676266784412622,-0.06,-0.0808112290008842,-0.0725,0.120053627597587,-0.0183733888312492,-0.0968993391728089,-0.0968993391728089,-0.0973195072400358,-0.0670300397454174,0.025,-0.00131578947368421,-0.00131578947368421,0.0032593739250086,-0.00131578947368421,0.00199546880446149,0.000566897375890058,0.0973245164565604,0.0029711716412507,0.00441854006230333,0.0445825998791584,-0.047576985675711
"CD44",0.13,-0.1,0.142857142857143,0.0845238095238095,0.019047619047619,-0.0623976863472662,0.2,0.233333333333333,0.0478388278388278,-0.0857142857142857,-0.0666666666666667,0.0947368421052632,0.118707482993197,-0.1,0.0300903774587985,0.0183333333333333,0.0294444444444444,-0.15,-0.18796992481203,-0.214285714285714,-0.2,-0.100909090909091,0.121111111111111,0.15,0.11,-0.1,0.19,0.19,0.0391666666666667,-0.116666666666667,0.00666666666666668,0.0906293706293706,-0.1,0.0363592446201142,0,-0.213333333333333,-0.1,0.276190476190476,-0.019047619047619,-0.142857142857143,-0.142857142857143,-0.128571428571429,0.214501054501055,0.1,0,-0.1,-0.15,0,-0.05,-0.13,-0.0487248941483009,-0.118372093023256,-0.118372093023256,-0.107564102564103,-0.16
"Wnt",0.00131578947368421,0.1,0.0804511278195489,0.0966300940438871,0.0201339072214252,-0.0195815626021576,0,0.06,0.0541176470588235,0.0274509803921569,0.1,-0.038974358974359,-0.0326177698270722,-0.1,0.00269151138716356,0.0666666666666667,0.0666666666666667,-0.0666666666666667,-0.0880952380952381,-0.0714285714285714,0,0.0402597402597403,0.0283333333333333,-0.1,-0.0545454545454545,0.1,0.109019607843137,0.126666666666667,0.0863967611336032,0.0256410256410257,-0.1,-0.0230882352941176,0,-0.061010101010101,-0.1,-0.0725,-0.1,0.109090909090909,-0.0201339072214252,-0.0804511278195489,-0.0804511278195489,-0.0986329460013671,-0.0682758620689655,0,0,0.1,0.025,0,0.025,-0.00131578947368421,0.091321044546851,-0.00131578947368421,0.00199546880446149,0.0391949152542373,-0.0460606060606061
"AKT",0.0149919138697375,-0.0111111111111111,0.100623376623377,0.0900865412962187,0.0203947607413983,-0.0157082883675063,-0.0156862745098039,-0.0182503770739065,-0.0171174108281356,0.0162112010796221,-0.0294117647058824,-0.0323766736991809,-0.0293040691023884,-0.10952380952381,0.00602732677103386,-0.00346054519368723,-0.00315843039006186,-0.0918767507002801,-0.0835789505537735,-0.0774813895781638,-0.0903846153846154,0.0530386864597391,0.0411596076557713,-0.0423076923076923,-0.0561965811965812,0.05,0.112503436734727,0.0935160949625752,-0.00927196038877682,0.022906762705082,0.0254117647058824,-0.0277895898687115,0.1,-0.068181028402822,0.1,-0.0908405320170026,0.0333333333333333,0.0538034188034188,-0.0203947607413983,-0.100623376623377,-0.100623376623377,-0.0974908465028947,0.00630778932096842,0,0.0111111111111111,-0.0193236714975845,-0.017785209959123,-0.0193236714975845,-0.017785209959123,-0.0160902947048857,0.0693587759117796,-0.0187707070760197,-0.0166168609221736,0.00768304576813489,-0.0686467251160392
"cMet",0.120909090909091,0,0.128571428571429,0.0909754224270353,0.0220779220779221,-0.0610463349959148,0.233333333333333,0.213333333333333,0.039973659299502,-0.080952380952381,-0.00666666666666668,0.0927760577915377,0.122343846629561,-0.15,0.0267005469503239,0.0294444444444444,0.018806146572104,-0.19,-0.207118860982243,-0.18796992481203,-0.214285714285714,-0.107159090909091,0.121111111111111,0.11,0.100909090909091,-0.15,0.217272727272727,0.19,0.0404324894514768,-0.118707482993197,-0.0183333333333333,0.0971511097598054,-0.1,0.0394842446201142,-0.1,-0.232083333333333,-0.2,0.296190476190476,-0.0220779220779221,-0.128571428571429,-0.128571428571429,-0.124797843665768,0.21888061654485,0.1,-0.1,-0.15,-0.13,-0.05,-0.13,-0.118372093023256,-0.0474526295172577,-0.118372093023256,-0.114417290763369,-0.105072999361256,-0.152063492063492
"TWIST1",-0.158227234753551,-0.147619047619048,-0.0503220220171517,-0.0758971920611265,0.0411341165727131,-0.0916410581397549,-0.126923076923077,-0.122161172161172,-0.140416621263303,0.031217427558891,-0.0109090909090909,-0.0161668839634941,-0.0145290204696145,-0.0866666666666667,-0.0240232253038969,-0.00276253918495298,-0.00344591048335845,-0.0823188405797101,-0.0208165349674784,-0.0236467236467236,-0.0185185185185185,-0.0693575364959399,-0.0113839352969788,0.0706666666666667,0.0747762557077626,-0.0666666666666667,0.0907110898596264,0.0902135774218154,0.0427682407614891,0.0174993174993175,0.00401253918495298,0.0653560043474918,-0.0333333333333333,0.0589323271494952,0.1,0.127245917923884,0.15,0.16819417551683,-0.0411341165727131,0.0503220220171517,0.0503220220171517,0.049979556263727,-0.118859984711473,0.133333333333333,0.147619047619048,0.153174603174603,0.154227234753551,0.153174603174603,0.153174603174603,0.157592273857334,0.140035020426273,0.163258430059478,0.165156072382652,0.186530952460008,0.204781132845649
"RAF",0.151538461538462,0,0.00649350649350649,-0.00713159968479118,0.0447766618842659,0.0588883637078525,-0.157142857142857,-0.182142857142857,-0.118265002970885,0.0367766618842659,-0.2,-0.0771583430120015,-0.103269826340786,0.4,-0.131581678638735,-0.164761904761905,-0.156350689808634,0.4,0.227505827505827,0.212121212121212,0.166666666666667,0.128699453551913,-0.258963585434174,-0.0666666666666667,-0.110666666666667,0.0666666666666667,-0.458107116654439,-0.451724137931034,0.00271146478043031,0.100299529311083,0.193333333333333,-0.164376667475139,0.1,0.109253849850603,0.2,0.179112554112554,0.2,-0.475555555555556,-0.0447766618842659,-0.00649350649350649,-0.00649350649350649,-0.000510600510600507,-0.462309844378388,0,0,-0.1,-0.14,-0.1,-0.147368421052632,-0.158906882591093,-0.322999357793847,-0.177788001472212,-0.190765100708853,-0.305137406313877,-0.157137834036568
