"","GSK3","Ecadherin","FOXC2","SOSGRB2","MEK","ERK","SNAI2","NOTCHic","cateninnuc","SMO","cMet","IKK","SRC","Csn","AKT","Wnt","ILK","STAT","KLF4","NFB","TrCP","LIV1","TWIST1","RAS","RAF","PI3K","DELTA","ZEB1","ZEB2","CDC42","TGF","PAK1","TGFR","SNAI1","SMAD","FUS","AXIN2","DSH","miR200","Frizzled","Patched","GLI","HEY1","CD44","SHH","RKIP","TCFLEF","SUFU","Csl","EGR1","NOTCH","Jagged","cfos","Destcompl","cateninmemb"
"Csl",0.0728476810151179,0.274500328979239,0.0843883982959146,0.169369821449411,0.224296066252588,0.231904761904762,0.268034095130056,-0.00341983992238661,0.12814046799685,-0.00633484162895928,0.117129537129537,-0.0395348837209302,0.118228438228438,-0.0333333333333333,-0.0217054263565891,0.119303707045643,-0.0298903734155533,0.103076923076923,0.0211835748792271,0,0,0.08,0.0203547177511434,-0.0190428687489716,-0.0197781628666186,-0.0197781628666186,-0.0197781628666186,0.00901353190807911,-0.00901353190807911,0.00541935483870968,0.00539624580741139,0.028,0.0124257242654613,-0.0797117455813108,0.0137792623044422,-0.0230769230769231,-0.0885979670036516,-0.103076923076923,-0.0897212699524838,-0.118228438228438,-0.0205468788011482,-0.123335965110159,0.127736244999672,-0.122435659578517,-0.0102020512149414,-0.163844738089987,-0.127168484005998,0,-0.00184331797235023,-0.213333333333333,-0.00385288735034066,-0.00070357270274489,-0.22047619047619,-0.175710841646156,-0.248104371848928
"TrCP",0.0274967532467532,0.262710948305023,0.102197784075783,0.152351485148515,0.244239744534512,0.250906411201179,0.278305248602763,-0.00435897435897436,0.140111098466168,-0.0164362519201229,0.131111111111111,-0.0421052631578947,0.131111111111111,-0.025,-0.0235867446393762,0.13374269005848,-0.0328725038402458,0.12,0.0202867551392142,0,0,0.1,0.0193966685488425,-0.0073912486896705,-0.00784579414421595,-0.00784579414421595,-0.00784579414421595,0.00856284345263892,-0.00856284345263892,-0.00168067226890756,0.000728667025677635,0.0238095238095238,0.00892538833715304,-0.0854473315371778,0.0141628264208909,-0.019047619047619,-0.10251572327044,-0.12,-0.0921646400446042,-0.131111111111111,-0.00948967400580303,-0.136181714448723,0.0312079254490402,-0.135071507150715,0.00251032599419697,-0.16893997347036,-0.139145581224789,0.0142857142857143,-0.00641025641025641,-0.24,-0.00443223443223443,-0.00104102760736196,-0.235652173913043,-0.169232954446975,-0.238294203861145
"PAK1",0.0274967532467532,0.262710948305023,0.102197784075783,0.152351485148515,0.244239744534512,0.250906411201179,0.278305248602763,-0.00435897435897436,0.140111098466168,-0.0164362519201229,0.131111111111111,-0.0421052631578947,0.131111111111111,-0.025,-0.0235867446393762,0.13374269005848,-0.0328725038402458,0.12,0.0202867551392142,0,0,0.1,0.0193966685488425,-0.0073912486896705,-0.00784579414421595,-0.00784579414421595,-0.00784579414421595,0.00856284345263892,-0.00856284345263892,-0.00168067226890756,0.000728667025677635,0.0238095238095238,0.00892538833715304,-0.0854473315371778,0.0141628264208909,-0.019047619047619,-0.10251572327044,-0.12,-0.0921646400446042,-0.131111111111111,-0.00948967400580303,-0.136181714448723,0.0312079254490402,-0.135071507150715,0.00251032599419697,-0.16893997347036,-0.139145581224789,0.0142857142857143,-0.00641025641025641,-0.24,-0.00443223443223443,-0.00104102760736196,-0.235652173913043,-0.169232954446975,-0.238294203861145
"NOTCH",0.0600748867990247,0.271187889077533,0.0977551020408163,0.156842105263158,0.22047619047619,0.213333333333333,0.261318202494673,-0.114285714285714,0.122435659578517,0,0.103076923076923,-0.0333333333333333,0.08,-0.1,0,0.103076923076923,-0.0452380952380952,0.1,0.0161835748792271,0,0,0,0.0283050847457627,-0.027167325428195,-0.0315151515151515,-0.0315151515151515,-0.0315151515151515,0.00136876006441224,-0.00136876006441224,0,0.00541935483870968,0.1,0.028,-0.0821794871794872,0.0119047619047619,0,-0.085256064690027,-0.1,-0.0958441558441559,-0.08,-0.0230769230769231,-0.118228438228438,0.148550724637681,-0.118228438228438,0.00633484162895928,-0.176215738284704,-0.117129537129537,0.1,0.1,-0.2,-0.00184331797235023,0.00875420875420875,-0.18,-0.163376898928301,-0.238605330220255
"GLI",0.0956231505150034,-0.260412291255127,-0.178169612143103,-0.36306784660767,-0.36431656741049,-0.365974025974026,-0.285065201276087,-0.0218191865605659,-0.12924567390201,-0.131328320802005,-0.123225806451613,-0.0120658789831722,-0.123225806451613,-0.0333333333333333,-0.0276908789831722,-0.204402277039848,-0.0151739657785379,-0.12,-0.00954096954096955,-0.0385964912280702,-0.0666666666666667,-0.1,-0.062927683521911,-0.0617152342569949,-0.0627053332668959,-0.0627053332668959,-0.0627053332668959,-0.000163850486431136,0.000163850486431136,0.118908045977012,0.117084886524551,0.101666666666667,0.110731945348081,0.105893417952443,0.0265253171298892,0.152380952380952,0.0988813405797102,0.2,0.102425861032672,0.203225806451613,0.14765485141425,0.106529936614316,0.0184900790588397,0.126674082313682,0.139012876105608,0.169825722109734,0.128946809586409,0.152380952380952,0.0293191865605659,0.354285714285714,0.0265810913224706,0.0521755141684615,0.354285714285714,0.127344242319425,0.232583704643944
"LIV1",-0.0274967532467532,-0.262710948305023,-0.102197784075783,-0.152351485148515,-0.244239744534512,-0.250906411201179,-0.278305248602763,0.00435897435897436,-0.140111098466168,0.0164362519201229,-0.131111111111111,0.0421052631578947,-0.131111111111111,0.025,0.0235867446393762,-0.13374269005848,0.0328725038402458,-0.12,-0.0202867551392142,0,0,-0.1,-0.0193966685488425,0.0073912486896705,0.00784579414421595,0.00784579414421595,0.00784579414421595,-0.00856284345263892,0.00856284345263892,0.00168067226890756,-0.000728667025677635,-0.0238095238095238,-0.00892538833715304,0.0854473315371778,-0.0141628264208909,0.019047619047619,0.10251572327044,0.12,0.0921646400446042,0.131111111111111,0.00948967400580303,0.136181714448723,-0.0312079254490402,0.135071507150715,-0.00251032599419697,0.16893997347036,0.139145581224789,-0.0142857142857143,0.00641025641025641,0.24,0.00443223443223443,0.00104102760736196,0.235652173913043,0.169232954446975,0.238294203861145
"EGR1",-0.0274967532467532,-0.262710948305023,-0.102197784075783,-0.152351485148515,-0.244239744534512,-0.250906411201179,-0.278305248602763,0.00435897435897436,-0.140111098466168,0.0164362519201229,-0.131111111111111,0.0421052631578947,-0.131111111111111,0.025,0.0235867446393762,-0.13374269005848,0.0328725038402458,-0.12,-0.0202867551392142,0,0,-0.1,-0.0193966685488425,0.0073912486896705,0.00784579414421595,0.00784579414421595,0.00784579414421595,-0.00856284345263892,0.00856284345263892,0.00168067226890756,-0.000728667025677635,-0.0238095238095238,-0.00892538833715304,0.0854473315371778,-0.0141628264208909,0.019047619047619,0.10251572327044,0.12,0.0921646400446042,0.131111111111111,0.00948967400580303,0.136181714448723,-0.0312079254490402,0.135071507150715,-0.00251032599419697,0.16893997347036,0.139145581224789,-0.0142857142857143,0.00641025641025641,0.24,0.00443223443223443,0.00104102760736196,0.235652173913043,0.169232954446975,0.238294203861145
"SRC",-0.0118614718614719,-0.0689909600203718,-0.116209150326797,-0.225714285714286,-0.370306842004955,-0.364646464646465,-0.150055499475666,0.145238095238095,-0.0151005816912609,0.03,0,-0.108974358974359,0,-0.05,-0.103418803418803,0,0.0407894736842105,0.1,0.08656330749354,-0.116666666666667,-0.1,0.2,-0.106143741316155,-0.209802404520803,-0.212832707551106,-0.212832707551106,-0.212832707551106,-0.0139862234201857,0.0139862234201857,-0.0833333333333333,-0.0862770562770563,-0.133333333333333,-0.0880952380952381,0.0256057071281707,-0.0308795637743006,-0.05,-0.0110735687874538,0,0.0746596398770312,0,-0.0411111111111111,0.0147540983606557,-0.0478649453823237,0.0147540983606557,-0.0587581699346405,0.17109807754969,0.0135345861655338,-0.1,-0.15,0.333333333333333,-0.152380952380952,-0.0104446012702893,0.342424242424242,0.0365711100493709,-0.0264979045053136
"SNAI1",-0.0319191954909777,-0.263907618440299,-0.0972422567568507,-0.150464692695685,-0.253208354399983,-0.244239744534512,-0.280149030030856,-0.00443223443223443,-0.141350127893117,-0.00948967400580303,-0.135071507150715,0.0235867446393762,-0.131111111111111,0,0.0291423001949318,-0.136181714448723,0.0141628264208909,-0.131111111111111,-0.0112524872264416,0.0421052631578947,0.025,-0.12,-0.012935130087304,0.00706284146471155,0.0073912486896705,0.0073912486896705,0.0073912486896705,-0.0160659184833892,0.0160659184833892,-0.00892538833715304,-0.00536576379987118,0.00168067226890756,-0.000728667025677635,-0.00974839800018878,-0.0246179309719365,-0.0164362519201229,0.104147424902142,0.131111111111111,0.087841873473999,0.13374269005848,-0.00251032599419697,0.140386467647992,-0.0121603064014211,0.139145581224789,0.0097226837145409,0.161408592717222,0.140111098466168,0.019047619047619,-0.00435897435897436,0.235652173913043,-0.00128205128205128,0.0104527923132443,0.250906411201179,0.171864533394343,0.239572269491543
"NOTCHic",-0.0691657958899338,-0.272872422002494,-0.0832389730085583,-0.152296650717703,-0.231904761904762,-0.22047619047619,-0.265125817725134,-0.00184331797235023,-0.127168484005998,-0.0230769230769231,-0.118228438228438,0,-0.103076923076923,0,0.0395348837209302,-0.118228438228438,0.0119047619047619,-0.08,-0.00546928916494134,0.0333333333333333,0.1,-0.1,-0.0201289841168319,0.0197781628666186,0.027167325428195,0.027167325428195,0.027167325428195,-0.0184057971014493,0.0184057971014493,-0.028,-0.0124257242654613,0,-0.00541935483870968,0.0911741961741962,-0.0298903734155533,0,0.085256064690027,0.08,0.0860175662487801,0.103076923076923,-0.00633484162895928,0.119303707045643,-0.110089186176143,0.117129537129537,0.0205468788011482,0.155088977721324,0.122435659578517,0,-0.114285714285714,0.18,-0.00341983992238661,0.00382857270274489,0.213333333333333,0.170043565594967,0.244893362674616
"cfos",-0.0249512987012987,-0.261119252803293,-0.100818473730956,-0.1375,-0.250906411201179,-0.235652173913043,-0.275954434859544,-0.00641025641025641,-0.139145581224789,-0.019047619047619,-0.131111111111111,0,-0.12,0,0.0421052631578947,-0.131111111111111,0.0119047619047619,-0.1,-0.00225396825396825,0.025,0.1,-0.1,-0.0177662337662338,0.00784579414421595,0.0139433551198257,0.0139433551198257,0.0139433551198257,-0.0185306891118029,0.0185306891118029,-0.0238095238095238,-0.00892538833715304,0,0.00168067226890756,0.0961871883390871,-0.0328725038402458,-0.0142857142857143,0.1,0.1,0.0881037263390205,0.12,-0.0164362519201229,0.13374269005848,-0.0106196901549225,0.131111111111111,0.00948967400580303,0.160652680652681,0.135071507150715,0,-0.0166666666666667,0.28,-0.00435897435897436,0.0065625,0.24,0.164721676251486,0.234997500564442
"STAT",0.123259902091678,-0.0593945820336884,-0.172913428766189,-0.00870279146141215,-0.213978494623656,-0.2,-0.0803811502629403,0.0311075781664017,0.00751916616642161,0.03,0.00519480519480519,0.0161904761904762,0.0142857142857143,0,0.0483938660209847,0.00519480519480519,0.0142512077294686,0.0142857142857143,0.0961081402257873,0.04,0.1,0.1,-0.130399518855291,-0.0449515758675605,-0.0419665012406948,-0.0419665012406948,-0.0419665012406948,-0.0195714541868388,0.0195714541868388,-0.0369318181818182,-0.0310203002565703,-0.0181818181818182,-0.0237739234449761,0.0745720339032953,-0.0291937364651008,-0.05,-0.0272891814068285,-0.0142857142857143,0.0903903708391384,-0.0142857142857143,-0.0648837209302326,-0.00771581359816654,-0.0153333333333333,-0.00946830946830947,-0.0462996501337724,0.134324324324324,-0.00978376688155868,-0.05,-0.0392156862745098,0.2,-0.0379036946712561,-0.0154516012535095,0.2,-0.0842715356689573,-0.041550669011637
"ZEB2",-0.293955572727516,-0.265695034768423,-0.234041958041958,-0.211923076923077,-0.210701271274173,-0.202164685908319,-0.193524708809649,-0.186666666666667,-0.150233078428038,-0.144285714285714,-0.13859649122807,-0.137222222222222,-0.133333333333333,-0.133333333333333,-0.125072689511942,-0.124988344988345,-0.123214672651292,-0.12,-0.113281555728322,-0.108333333333333,-0.1,-0.1,-0.0802547451306165,-0.0510954142217526,-0.0483116883116883,-0.0483116883116883,-0.0483116883116883,-0.0216259372042294,0.0216259372042294,0.058961038961039,0.0690895348038205,0.0753246753246753,0.0759678416821274,0.0804677587883517,0.106751258017146,0.107142857142857,0.107372184210598,0.109090909090909,0.121337306662277,0.122424242424242,0.129651567944251,0.131410363336969,0.134227385517708,0.144152046783626,0.144197022489705,0.144219001610306,0.148025286220245,0.15,0.166666666666667,0.175,0.178469945355191,0.205925867144443,0.211842105263158,0.21637485182727,0.244384132962603
"SMO",-0.321817987837405,-0.180487447107481,-0.0381034482758621,-0.276315789473684,-0.18004662004662,-0.183076923076923,-0.320455391351943,-0.212121212121212,-0.242407718324939,-0.226666666666667,-0.206666666666667,0.0285714285714286,-0.2,0.1,0.0325714285714286,-0.3,-0.0866666666666667,-0.1,-0.025,0.1,0,-0.1,0.0934095860566449,-0.06570885509839,-0.0610576923076923,-0.0610576923076923,-0.0610576923076923,-0.0217514124293785,0.0217514124293785,0.213333333333333,0.252297297297297,0.233333333333333,0.255,0.0307987711213518,0.0723809523809524,0.0666666666666667,0.080892670547843,0.2,0.079535864978903,0.3,0.251666666666667,0.316666666666667,0.0981684981684982,0.223333333333333,0.262777777777778,0.08,0.23789644012945,0.1,0.166666666666667,0.1,0.217121212121212,0.201560846560847,0.16,0.401142113700253,0.262644674113512
"SOSGRB2",-0.221303508708838,0.25309534468989,0.0821733821733822,0.363055555555556,0.450598650598651,0.429386529386529,0.418256524698542,-0.301398601398601,0.0151471412757515,-0.233333333333333,0.00993788819875776,-0.0385964912280702,0.0142857142857143,0,-0.0552631578947368,0.0142857142857143,-0.259784946236559,0,-0.0252631578947368,-0.0333333333333333,0,0,0.0772173913043478,0.131667390989425,0.139359698681733,0.139359698681733,0.139359698681733,-0.022406015037594,0.022406015037594,-0.0142857142857143,-0.0222780765333957,-0.0142857142857143,-0.0258241758241758,-0.0964925373134329,0.264680051131664,0.233333333333333,-0.00981160616061606,0,-0.0303184679230051,-0.0142857142857143,0.246846846846847,-0.0186335403726708,0.270549242424242,-0.0142857142857143,0.251498009637545,-0.289437134502924,-0.0153383458646617,0.2,0.309090909090909,-0.404761904761905,0.308440854919728,0.233088553007261,-0.415873015873016,0.177367636092468,-0.193871338871339
"Wnt",-0.541222570532915,0.192253006631449,0.374251012145749,0.0393939393939394,0.0309803921568627,0.0133333333333333,-0.0117241379310345,0.0928571428571429,-0.161437534232933,-0.05,-0.125,-0.14,-0.1,-0.1,-0.1775,-0.125,0.00512820512820513,-0.1,-0.0411764705882353,-0.2,-0.1,0,0.226176470588235,-0.281373889268626,-0.258646616541353,-0.258646616541353,-0.258646616541353,-0.024103299856528,0.024103299856528,-0.0333333333333333,-0.0582608695652174,-0.1,-0.08,-0.276035196687371,0.0390578413834228,0.1,0.0939393939393939,0,-0.15040404040404,0,0.0772727272727273,0.140789473684211,-0.0184615384615385,0.140789473684211,0.062987012987013,-0.255,0.151503759398496,0,-0.05,0,-0.0845238095238095,0.0631617647058823,-0.0333333333333333,0.488240788306169,-0.0233050847457627
"SMAD",-0.14550929994539,-0.0907976003684058,-0.0874749159858919,-0.0926205264714582,-0.220224149443954,-0.224070303290108,-0.188333605824747,-0.0298193760262726,-0.0426002561999424,-0.0825,-0.0362464985994398,-0.0832866479925303,-0.0342857142857143,-0.0888888888888889,-0.0966199813258637,-0.0181318681318681,-0.0757927004502347,-0.0342857142857143,-0.0324997211527972,-0.112698412698413,-0.1,-0.02,-0.0599950966517476,-0.130779541400146,-0.129792699294883,-0.129792699294883,-0.129792699294883,-0.0252290954911003,0.0252290954911003,-0.0598256203890007,-0.066698686782644,-0.080952380952381,-0.0726747824001739,0.0280060902359289,-0.00754063288309864,0.1125,0.0205625140147996,0.0142857142857143,0.0661443442204782,0.0142857142857143,0.0962614678899083,0.0202901415131631,0.0737243611113917,0.039519225872167,0.0869677875925105,0.089979388740207,0.041283133606224,0.075,0.0447619047619048,0.228571428571429,0.0345812807881773,0.0668306102499651,0.212442396313364,0.0945304167062535,0.0698876502265639
"TCFLEF",-0.0943850706432697,0.173984688869224,0.0294924872825861,-0.264191616766467,-0.110990542558487,-0.108269454123113,0.199485442754563,-0.202136139008449,-0.0141003404838262,-0.15047619047619,-0.113354700854701,0.0491629660661919,-0.1125,0.0402597402597403,0.0437281834574962,-0.106737053795877,-0.0726824637350953,-0.1125,-0.0311545072574484,0.0362597402597403,0.0857142857142857,-0.1,0.0538224851053255,0.0400165181853275,0.0414619846767861,0.0414619846767861,0.0414619846767861,-0.0298147705121389,0.0298147705121389,0.0097793679189028,0.00923471235165641,0.00512820512820513,0.00791020904039813,-0.0206321734982823,0.0744033050352865,0.16,0.0306046398046398,0.105882352941176,0.0589515638310819,0.105882352941176,0.15531490015361,0.106115935783455,0.0924953214704856,0.112725770037091,0.153474409356064,0.0160371033659365,0.0137566978721423,0.166666666666667,0.204096923322174,0.105714285714286,0.203132816749313,0.138082499486221,0.113031358885017,0.152595341956512,-0.131298753097574
"miR200",-0.180889510069165,-0.29025116391417,-0.123959022007802,-0.142614442295293,-0.122263450834879,-0.132467532467532,-0.20410258159435,-0.0840394088669951,-0.136872730811301,-0.0641666666666667,-0.128781383955909,-0.0445112781954887,-0.121739130434783,0,-0.0558320329124699,-0.119042253521127,-0.026659174977759,-0.1,-0.0504658385093168,-0.0473684210526316,-0.1,-0.1,0.0334741945171393,0.0166216777230288,0.0208610792192882,0.0208610792192882,0.0208610792192882,-0.0396774193548387,0.0396774193548387,0.00955882352941176,0.0162167380080314,-0.00416666666666667,0.00633301707779886,0.0212422762422762,0.036377043316317,0.0775,0.0874572964882852,0.1,0.0103105800041156,0.112,0.0856856540084388,0.121240055718929,0.032090395480226,0.131028574967145,0.0748160887910475,0.0705849424669927,0.134600003538574,0.04,0.087487684729064,0.114285714285714,0.0959038156466561,0.0886424198833214,0.114285714285714,0.21152130149203,0.266765723519474
"RAF",-0.414893617021277,0.254718409126498,0.180165045682287,0.27384126984127,0.326852531181218,0.303448275862069,0.392100600338054,-0.111111111111111,-0.0120986887760693,-0.153333333333333,-0.00526315789473684,-0.167857142857143,0,-0.1,-0.170887445887446,0,-0.170143346170304,0,-0.0416547106647537,-0.142857142857143,-0.1,0,0.158306595365419,-0.157778332778333,-0.148376623376623,-0.148376623376623,-0.148376623376623,-0.0456547106647537,0.0456547106647537,-0.04,-0.0475656430796618,-0.0333333333333333,-0.0447619047619048,-0.258000163876219,0.171133445180205,0.133333333333333,0.00496952648851383,0,-0.0544633573242612,0,0.149333333333333,0.00384615384615385,0.178977932636469,0.00910931174089069,0.160808743169399,-0.361344537815126,0.00980861244019139,0.1,0.111111111111111,-0.3,0.107264957264957,0.148963133640553,-0.3,0.339881248666714,-0.183411310470134
"MEK",-0.424475926603586,0.260182890000815,0.188273153790395,0.276063492063492,0.230185864514551,0.326852531181218,0.393560454352653,-0.107264957264957,-0.0143291720474447,-0.149333333333333,-0.00910931174089069,-0.170887445887446,-0.00526315789473684,-0.142857142857143,-0.183828622358034,-0.00384615384615385,-0.171133445180205,0,-0.0455762792922047,-0.167857142857143,-0.1,0,0.160870697929521,-0.163810078810079,-0.157778332778333,-0.157778332778333,-0.157778332778333,-0.0464483614584045,0.0464483614584045,-0.0447619047619048,-0.0468357160723625,-0.04,-0.0475656430796618,-0.265692471568527,0.173716471010463,0.153333333333333,0.00496952648851383,0,-0.0572497350332396,0,0.160808743169399,0.00454545454545455,0.180796114454651,0.00980861244019139,0.162769527483124,-0.367923485183547,0.0120986887760693,0.133333333333333,0.111111111111111,-0.3,0.110914592301454,0.149782805771701,-0.303448275862069,0.346994219378011,-0.186094237299402
"ERK",-0.4329227930886,0.262894870776647,0.19357229908954,0.281888734781939,0.230464416046585,0.230185864514551,0.393830968329208,-0.110914592301454,-0.0153013942696669,-0.160808743169399,-0.00980861244019139,-0.183828622358034,-0.00910931174089069,-0.167857142857143,-0.189333209513997,-0.00454545454545455,-0.173716471010463,-0.00526315789473684,-0.0463514730906543,-0.170887445887446,-0.142857142857143,0,0.164892889330354,-0.166780375839782,-0.163810078810079,-0.163810078810079,-0.163810078810079,-0.0488105661828139,0.0488105661828139,-0.0475656430796618,-0.0490335182701647,-0.0447619047619048,-0.0468357160723625,-0.269164693790749,0.17554017921715,0.149333333333333,0.00643294112266017,0,-0.0601909115038278,0.00384615384615385,0.162769527483124,0.00629984051036683,0.183185192952944,0.0120986887760693,0.164701894632883,-0.377672788804717,0.0143291720474447,0.153333333333333,0.107264957264957,-0.303448275862069,0.10842151750921,0.152192444325917,-0.326852531181218,0.351917180670758,-0.187750171062052
"CD44",0.192857142857143,-0.145248615785474,0.0808333333333333,-0.247619047619048,-0.14,-0.14,-0.235599955599956,0.0571428571428571,-0.0497257006559332,0.05,-0.15,0.0666666666666667,-0.2,0.1,0.113333333333333,-0.05,0.105555555555556,-0.1,-0.141269841269841,0.1,0,-0.1,0.0701098901098901,0.0419047619047619,0.0333333333333333,0.0333333333333333,0.0333333333333333,-0.0507936507936508,0.0507936507936508,-0.0466666666666667,-0.0438888888888889,-0.0666666666666667,-0.0216666666666667,-0.0295055821371611,-0.111678004535147,-0.1,0.06,0,-0.0776635924462011,0.1,-0.09,0.0566666666666667,-0.127485380116959,0.0566666666666667,-0.0990909090909091,0.0762962962962963,0.0543410852713178,-0.1,-0.1,0.1,-0.0834586466165413,-0.0908158508158508,0.1,-0.149241514787733,0.141904761904762
"AXIN2",-0.291828903362084,-0.0200193275991591,0.225405702806171,-0.0469327213226231,0.00566176451323005,0.012558316237368,-0.172420186203541,-0.0320238095238095,-0.189740281662968,-0.166117216117216,-0.17358192996525,-0.128019323671498,-0.164961240310078,-0.122222222222222,-0.13024154589372,-0.17358192996525,-0.0901081205429032,-0.153333333333333,-0.0934629281948662,-0.109178743961353,-0.0666666666666667,-0.133333333333333,0.177426155844006,-0.143813117300298,-0.139876109426282,-0.139876109426282,-0.139876109426282,-0.0967003571462178,0.0967003571462178,-0.0440895061728395,-0.0385402786837189,-0.0379166666666667,-0.0352399486507156,-0.179717128129326,0.0841557395905222,0.142307692307692,0.00118905922171003,0.153333333333333,-0.135324220300661,0.164961240310078,0.166117216117216,0.181129099776571,0.0896008729680129,0.18146836529648,0.1782483636582,-0.17330812556619,0.185805997183936,0.15,0.0266666666666667,-0.0133333333333333,0.0306724581724582,0.180122239687457,-0.00601626016260163,0.304774983659457,0.156295566988312
"ZEB1",0.126165738601968,0.1314023762729,0.0419426491144098,0.107017543859649,0.06756741815669,0.060078431372549,0.147710586730179,0.0350490196078431,0.0299351262433117,0.0132575757575758,0.025515947467167,-0.0258498705780846,0.025515947467167,-0.04,-0.0315641562923703,0.0186478155990351,-0.0446653170854338,0.0230769230769231,-0.125417646312726,-0.0242105263157895,-0.1,0,-0.0635094278640824,0.00797949831993421,0.00656217548528854,0.00656217548528854,0.00656217548528854,-0.122539719151413,0.122539719151413,0.0157421289355322,0.0155043096781678,0.0229885057471264,0.0111736010167505,0.0512240690901516,0.0461076247777415,-0.00416666666666667,-0.0310893383902233,-0.0142857142857143,0.111918874574199,-0.0167247386759582,-0.0054144385026738,-0.0210533138808221,0.043374639177748,-0.0275992808005003,-0.00648205416103679,0.0268533916116121,-0.0286631105877344,0.00833333333333333,-0.0291666666666667,-0.0666666666666667,-0.0309167882028845,-0.0116919762424964,-0.0706666666666667,-0.160118272046104,-0.208226160524136
"Destcompl",-0.690977467215192,-0.0196919824372956,0.410906246979032,-0.101996069020546,0.0152177351596318,0.016905498872712,-0.296455266778089,-0.0668762240501371,-0.3986434677779,-0.256431308155446,-0.372087864655847,-0.218006826702479,-0.354674929332464,-0.180952380952381,-0.236127632071606,-0.37150661250078,-0.122142857142857,-0.334126984126984,-0.154094119014368,-0.202691511387164,-0.166666666666667,-0.305555555555556,0.374838078711867,-0.26643716946445,-0.257331988930698,-0.257331988930698,-0.257331988930698,-0.144784517568976,0.144784517568976,-0.00332864180154821,0.00209007741027445,-0.0136734693877551,-0.00332864180154821,-0.388512471366566,0.131382623224728,0.242145593869732,0.185805997183936,0.334126984126984,-0.209303867965739,0.354674929332464,0.275602292611405,0.382452809161263,0.122718307333692,0.383655028834951,0.281598424139451,-0.360882586385382,0.392422152122622,0.211111111111111,0.0657892675283979,-0.0179487179487179,0.0718862440902173,0.35971073325604,-0.024009324009324,0.626547531849242,0.310407699158452
