"","SUFU","Csn","SHH","RAF","DELTA","RAS","Destcompl","TGFR","AKT","CDC42","TWIST1","miR200","TGF","KLF4","PAK1","NFB","cateninnuc","CD44","TCFLEF","AXIN2","Ecadherin","cateninmemb","ZEB2","ZEB1","SNAI2","GSK3","RKIP","Csl","NOTCH","NOTCHic","EGR1","SNAI1","Jagged","MEK","SOSGRB2","ERK","cfos","STAT","SRC","cMet","Frizzled","DSH","IKK","SMAD","Wnt","GLI","SMO","ILK","HEY1","PI3K","TrCP","LIV1","Patched","FUS","FOXC2"
"TWIST1",0.0333333333333333,-0.1,0.0404639389372502,-0.0561999960355432,-0.0561999960355432,-0.0582547905560911,0.208675994477941,0.167155172413793,-0.0546160054634631,0.169655172413793,0.147484063419418,-0.000391992453621212,0.16054924986254,0.0132270168855535,0.18,-0.0923076923076923,0.106696113074244,0.108553158937676,0.106868626012714,0.0891272705788835,0.192802734613178,0.0984289174430772,-0.039037282896932,-0.039037282896932,-0.211704624890256,0.215590357355063,-0.0780113606200563,0.108888888888889,0.0847476213513949,0.0960683760683761,0.0933333333333333,-0.0886379220220159,0.102768773580571,0.0573911905005863,0.117739443368734,0.0618688024408848,0.0802898550724638,-0.119047619047619,-0.113492063492063,-0.111364403917595,-0.113492063492063,-0.119047619047619,0.0732600732600733,0.0656600795214656,-0.110334168755221,-0.107934168755221,-0.0182222222222222,0.0725907725907726,0.097522816166884,0.0561999960355432,0.1,-0.133333333333333,-0.0360304414003044,-0.0222222222222222,-0.207553146403484
"ZEB2",-0.15,-0.111111111111111,-0.104504276211593,-0.0912337662337662,-0.0912337662337662,-0.0880217747990767,-0.0854963967155089,-0.0827581941867656,-0.0823753894080997,-0.0820779220779221,-0.0817273198465654,-0.0817183763957564,-0.0816999931285646,-0.0813384084778219,-0.0766233766233766,-0.0736111111111111,-0.0715272371425077,-0.0714522417153996,-0.0707480163632869,-0.0699086903564918,-0.0564513664851479,-0.0557051250871476,-0.0167317017463182,-0.0167317017463182,0.0116947005221913,0.0117870613191934,0.015780998389694,0.0333333333333333,0.034120218579235,0.0346666666666667,0.0416666666666667,0.0437672378073101,0.0457649939807761,0.0477000427899016,0.0566666666666667,0.0574561403508772,0.0574561403508772,0.06,0.06,0.0705263157894737,0.0727272727272727,0.0727272727272727,0.0758333333333333,0.0782917895113017,0.0804195804195804,0.0822544428049015,0.0871428571428571,0.0892673992673993,0.0912046018497631,0.0912337662337662,0.1,0.1,0.101777003484321,0.107142857142857,0.109167055167055
"TGFR",-0.153333333333333,-0.00833333333333333,-0.110089859731151,-0.18452380952381,-0.18452380952381,-0.183354218880535,0.162620722117573,0.0907142857142857,0.0175802879291251,0.194285714285714,0.0407552392249901,0.0429802538951594,0.0836220871327254,-0.0309274091024663,0.213333333333333,0.00595238095238095,0.0890741177274285,0.0886312479311486,0.0886312479311486,0.077501494955,0.0975594928519884,0.0746014596080785,0.0254857281419174,0.0254857281419174,0.0163592453331544,0.107316986479088,-0.0451082251082251,0.0333333333333333,0.0113288679401307,0.0264367816091954,0.123809523809524,-0.0545930216203748,0.139203272075303,0.113017246312127,0.220971410006498,0.121236424394319,0.150125313283208,-0.133333333333333,-0.113333333333333,-0.0925786163522013,-0.0942857142857143,-0.114285714285714,-0.00595238095238095,0.0940932920062756,-0.0735309973045822,-0.0690148682723241,0.0998850574712644,0.11010752688172,0.120354706159724,0.18452380952381,0.0333333333333333,-0.1,0.106135057471264,0.103333333333333,-0.0631620060213187
"TGF",-0.133333333333333,-0.0333333333333333,-0.106135057471264,-0.173809523809524,-0.173809523809524,-0.18452380952381,0.16423362534338,0.194285714285714,0.00595238095238095,0.213333333333333,0.0411111111111111,0.0438600192910538,0.0907142857142857,-0.0434274091024663,0.18,-0.00833333333333333,0.0886312479311486,0.0925786163522013,0.0886312479311486,0.0770723104056437,0.0985816393596545,0.0736776720792101,0.0288819545570118,0.0288819545570118,0.0186740601479692,0.106094492591557,-0.0393939393939394,0.0333333333333333,0.0264367816091954,0.0333333333333333,0.166666666666667,-0.0590178003814367,0.1428264604811,0.121236424394319,0.219736842105263,0.150125313283208,0.123809523809524,-0.1,-0.133333333333333,-0.113333333333333,-0.114285714285714,-0.1,-0.00595238095238095,0.11010752688172,-0.0942857142857143,-0.0735309973045822,0.103333333333333,0.113333333333333,0.123339780786589,0.173809523809524,0,0,0.0998850574712644,0.153333333333333,-0.064472049689441
"cMet",0.1,0.3,-0.00556818181818182,-0.00476190476190477,-0.00476190476190477,-0.0104222821203953,0.114959472732582,0.133333333333333,0.18,0.15,-0.0252994196814422,0.108313570487484,0.139716312056738,-0.046031746031746,0.1,0.2,0.157286619568843,0.14968992248062,0.152766845557543,0.115238095238095,0.213207711876744,0.123069036538787,0.143001443001443,0.143001443001443,-0.09853081225344,-0.0469470046082949,0.112592592592593,-0.2,-0.171556550951848,-0.173684210526316,0.05,0.187412032907127,0.0329228742272221,0.155454545454545,0.123333333333333,0.15,0.11,0,-0.05,-0.156666666666667,-0.15,-0.1,-0.18,0.0460523603380746,-0.156666666666667,-0.152121212121212,-0.02,0.0369614512471655,-0.0406260749914001,0.00476190476190477,-0.2,0.1,-0.0381818181818182,0,0.133254219409283
"SMAD",-0.25,-0.238888888888889,-0.258649773200096,-0.1527071589255,-0.1527071589255,-0.157312422083394,0.229503935589579,0.0292808995500002,-0.213846872082166,0.0410127431254192,-0.0695047704756594,0.0878626244206367,0.0245000230559763,-0.191641668474577,0.0452380952380952,-0.243650793650794,0.105480057034313,0.107547916136151,0.105784008402094,0.0857078789487413,0.15146711370725,0.0875317897362339,0.181493590085202,0.181493590085202,0.235976264108893,0.335993320241441,0.0474573877012901,0.278095238095238,0.245774493705528,0.260853858784893,0.228571428571429,0.0619223285674898,0.281561374109761,0.156772709660932,0.0950606329488317,0.172157325045547,0.193087557603687,-0.145714285714286,-0.117936507936508,-0.110093370681606,-0.0912698412698413,-0.119047619047619,0.233846872082166,0.166116121321601,-0.0816544566544567,-0.0780573343522984,0.27,0.271354216559696,0.286003953381084,0.1527071589255,0.25,-0.16,0.270917431192661,0.25,0.177455046055945
"miR200",-0.16,-0.2,-0.183113648871767,0.00773057787983162,0.00773057787983162,-0.00199510790570454,0.213875322098346,0.0302340290955092,-0.199616966945666,0.0431372549019608,0.00739027843322322,0.0221207043537055,0.0279084477001603,-0.230917874396135,0.0333333333333333,-0.215789473684211,0.114270757953096,0.117012460694799,0.115028333710672,0.0812110434245211,0.0707312805030318,0.0498110634877537,0.217598566308244,0.217598566308244,0.187033174402536,0.21932787460269,0.0565061773769472,0.208669950738916,0.20126687261696,0.205221674876847,0.142857142857143,0.0665379065379065,0.210807064652761,0.106301793444651,0.103774983881367,0.121948051948052,0.112857142857143,-0.12,-0.13304347826087,-0.126001224739743,-0.124,-0.12,0.201503759398496,0.223886560212468,-0.116957746478873,-0.108166537687664,0.1775,0.229215713817484,0.241751412429379,-0.00773057787983162,0.1,-0.1,0.17876582278481,0.1975,0.160255246108905
"STAT",-0.15,-0.2,-0.144037867874048,0.0230924317617866,0.0230924317617866,0.0186148198214881,0.283834979281422,0.0996411483253588,-0.183066989507667,0.102272727272727,0.0067011948571169,0.110779466287369,0.0914285879388854,-0.13664091899386,0.127272727272727,-0.18,0.168384274188747,0.170249195249195,0.169933737835946,0.113838710309299,0.239129935700842,0.108206204271973,0.225363098440022,0.225363098440022,0.199639907267264,0.299728526924789,0.066307915057915,0.194117647058824,0.177271674873046,0.186009538950715,0.233333333333333,0.12856214838639,0.185113992474283,0.192093611638204,0.0526272577996716,0.203921568627451,0.233333333333333,-0.214285714285714,-0.189285714285714,-0.171103896103896,-0.189285714285714,-0.214285714285714,0.184761904761905,0.209870064967516,-0.171103896103896,-0.168582887700535,0.12,0.228260869565217,0.244666666666667,-0.0230924317617866,0.1,-0.1,0.150232558139535,0.1,0.198178595773688
"ZEB1",-0.258333333333333,-0.32,-0.270102479684854,-0.00997368735168345,-0.00997368735168345,-0.0139106952256992,0.320448466656285,0.0768398372725651,-0.300345125107852,0.0803931367649509,-0.00908068912066628,0.124768472233923,0.0669973175875257,-0.26210157611199,0.0992337164750958,-0.325263157894737,0.200180507664496,0.202824988657126,0.200963286529467,0.103387464801201,0.18875847063535,0.0568016601342736,0.245060955301276,0.245060955301276,0.232186092022027,0.339287160071292,0.0977149220862954,0.325,0.302280829687247,0.317156862745098,0.166666666666667,0.107763262910529,0.328412023313938,0.134356741815669,0.126744639376218,0.143607843137255,0.170666666666667,-0.225641025641026,-0.213445903689806,-0.205602766434904,-0.2068524970964,-0.219047619047619,0.320345125107852,0.346960063184014,-0.197237112481015,-0.19414432897586,0.276515151515151,0.358498524722476,0.382844668285083,0.00997368735168345,0.3,-0.233333333333333,0.272593582887701,0.258333333333333,0.18645385608795
"NFB",-0.16,-0.171428571428571,-0.204746957177368,0.134934348985626,0.134934348985626,0.123491562915974,-0.0205597099161783,0.222258585858586,-0.334431574431574,0.235858585858586,0.111199813258637,0.133532890770511,0.225423142820611,-0.261263736263736,0.222222222222222,-0.338095238095238,0.178255766294107,0.181325510647545,0.180059687862734,0.129300911854103,0.22723190497038,0.0914530013767536,0.249151384207646,0.249151384207646,-0.116276187647721,-0.0864770523594053,0.155457475129606,0.316017316017316,0.315075175720337,0.314430014430014,0.171428571428571,0.191877432697782,0.243558926055032,0.165755368814192,0.262195931003981,0.182095238095238,0.175428571428571,-0.183333333333333,-0.191025641025641,-0.186410256410256,-0.191025641025641,-0.183333333333333,0.32998712998713,0.323282407237006,-0.186410256410256,-0.180792278882167,0.181481481481481,0.333319581958196,0.348413312693498,-0.134934348985626,0.1,-0.15,0.198722860791826,0.2,0.127328377686943
"GLI",-0.19047619047619,-0.122222222222222,-0.234076427842092,0.1007897752753,0.1007897752753,0.0970273990376764,0.175223457341665,-0.034382997180655,-0.151085675498269,-0.0262068965517241,-0.118168837387853,0.132536091359621,-0.0355594677688903,-0.263940797940798,-0.04,-0.138011695906433,0.13289637964067,0.134733036707453,0.133434335408751,0.107207125603865,0.162122658527866,0.0998519347622381,0.260937275985663,0.260937275985663,0.258717722466012,0.0795409150383916,0.134156231057919,0.151370468611848,0.153156182897562,0.158870468611848,0.174285714285714,0.169992319508449,0.156368672089295,0.143072038458779,-0.054541240470444,0.155779220779221,0.149285714285714,-0.15,-0.133870967741935,-0.133870967741935,-0.00387096774193549,-0.02,0.160460675498269,0.165548296302122,-0.00269449715370019,-0.102268965238807,0.234555137844611,0.160683431437257,0.16803862050042,-0.1007897752753,0.133333333333333,-0.15,0.242718403150734,0.20297619047619,0.27219255245958
"SNAI1",-0.173809523809524,-0.2,-0.200971448235254,-0.0674884666850234,-0.0674884666850234,-0.0717577606094897,0.226293963643549,0.117872901768755,-0.188706140350877,0.12279093455564,-0.121647577060621,0.128292034921181,0.112630966284884,-0.27459694407358,0.128851540616247,-0.215789473684211,0.131085505448224,0.131844517785112,0.130879000543733,0.106148141600321,0.170918860882732,0.108299630666455,0.262224978193664,0.262224978193664,0.254243459568071,0.247324664609318,0.140323778643204,0.22,0.20276295133438,0.21010989010989,0.258260869565217,0.111020309533136,0.225292578892498,0.233313946507783,0.155009081096789,0.236452959960698,0.249786293294031,-0.138888888888889,-0.138888888888889,-0.135918591859186,-0.13625730994152,-0.138888888888889,0.199122807017544,0.241774719436903,-0.131867066039081,-0.128393574265772,0.208058826876031,0.245833760027308,0.259988125685057,0.0674884666850234,0.175,-0.15,0.198058826876031,0.209293394777266,0.310895860459615
"LIV1",-0.157142857142857,-0.175,-0.198058826876031,-0.0602157394122961,-0.0602157394122961,-0.0674884666850234,0.2255264197839,0.12279093455564,-0.199122807017544,0.128851540616247,-0.124416807829851,0.13338329332656,0.117872901768755,-0.279269841269841,0.119047619047619,-0.2,0.130879000543733,0.135918591859186,0.131844517785112,0.107779843232023,0.172115531018008,0.107436072808078,0.270466060604488,0.270466060604488,0.255752008009238,0.247258658008658,0.150365619647388,0.215384615384615,0.21010989010989,0.22,0.28,0.211909989248438,0.227174931833674,0.236452959960698,0.159914741474147,0.249786293294031,0.258260869565217,-0.15,-0.138888888888889,-0.138888888888889,-0.138888888888889,-0.15,0.215789473684211,0.245833760027308,-0.13625730994152,-0.131867066039081,0.209293394777266,0.243898276156341,0.257011935208866,0.0602157394122961,0.2,-0.15,0.208058826876031,0.173809523809524,0.318900943051737
"EGR1",-0.157142857142857,-0.175,-0.198058826876031,-0.0602157394122961,-0.0602157394122961,-0.0674884666850234,0.2255264197839,0.12279093455564,-0.199122807017544,0.128851540616247,-0.124416807829851,0.13338329332656,0.117872901768755,-0.279269841269841,0.119047619047619,-0.2,0.130879000543733,0.135918591859186,0.131844517785112,0.107779843232023,0.172115531018008,0.107436072808078,0.270466060604488,0.270466060604488,0.255752008009238,0.247258658008658,0.150365619647388,0.215384615384615,0.21010989010989,0.22,0.28,0.211909989248438,0.227174931833674,0.236452959960698,0.159914741474147,0.249786293294031,0.258260869565217,-0.15,-0.138888888888889,-0.138888888888889,-0.138888888888889,-0.15,0.215789473684211,0.245833760027308,-0.13625730994152,-0.131867066039081,0.209293394777266,0.243898276156341,0.257011935208866,0.0602157394122961,0.2,-0.15,0.208058826876031,0.173809523809524,0.318900943051737
"cfos",-0.2,-0.2,-0.208058826876031,-0.0553376906318083,-0.0553376906318083,-0.0602157394122961,0.223571532565854,0.128851540616247,-0.215789473684211,0.119047619047619,-0.127134199134199,0.136936592818946,0.12279093455564,-0.279269841269841,0.142857142857143,-0.175,0.131844517785112,0.138888888888889,0.135918591859186,0.110295566502463,0.171354285343267,0.105604570976576,0.27528921172989,0.27528921172989,0.258102821752457,0.242895021645022,0.155337995337995,0.2,0.22,0.215384615384615,0.32,0.224559153926243,0.235763888888889,0.249786293294031,0.156944444444444,0.258260869565217,0.28,-0.15,-0.15,-0.138888888888889,-0.15,-0.15,0.2,0.243898276156341,-0.138888888888889,-0.13625730994152,0.173809523809524,0.261640211640212,0.273188405797101,0.0553376906318083,0.1,-0.1,0.209293394777266,0.157142857142857,0.32303887408622
"SNAI2",-0.2,0.133333333333333,-0.234180883621054,-0.0444745320693714,-0.0444745320693714,-0.0431046690556728,-0.293298801203843,-0.0938734468146233,0.0447687300927849,-0.108403361344538,-0.255684472294513,0.194917905806639,-0.0845566766282879,-0.230961538461538,-0.127450980392157,0.108333333333333,-0.151291855037092,-0.149329250183407,-0.150360178018459,-0.103515731268308,-0.267900994973324,-0.112492996153704,0.281894273127753,0.281894273127753,0.193374943945364,-0.295817671228125,0.269538461538462,-0.198684210526316,-0.145483025746184,-0.168859649122807,-0.0666666666666667,0.283261718087092,-0.128896627967254,0.0135135135135135,0.0913793103448276,-1.11022302462516e-17,-0.0254901960784314,0.192727272727273,0.164155844155844,0.151479787817816,0.164155844155844,0.192727272727273,-0.0772988505747126,0.142464997320446,0.151479787817816,0.14987550974295,0.214117647058824,0.127632461435278,0.0825346594333936,0.0444745320693714,-0.1,0.22,0.224321728691477,0.22,0.310337001637042
"Csn",-0.171428571428571,-0.3,-0.186820459639074,0.270037603947576,0.270037603947576,0.265623016615522,-0.158879979585693,0.194829175799325,-0.325466666666667,0.185854816824966,-0.122527660900732,0.153499293746159,0.187430607780232,-0.302775263951735,0.202272727272727,-0.291666666666667,0.217621347175218,0.22189576697595,0.219966506525789,0.154124763928234,0.154286597677936,0.0236599459348864,0.297278742762614,0.297278742762614,0.237999175644883,-0.172699408466594,0.212054929931297,0.305555555555556,0.321764346764347,0.31984126984127,0.233333333333333,0.294475590079789,0.234280842331175,0.243195346320346,0.177562550443906,0.246320346320346,0.260606060606061,-0.233333333333333,-0.229885057471264,-0.221451322531505,-0.229885057471264,-0.233333333333333,0.316666666666667,0.257451423595033,-0.221451322531505,-0.220141278863383,0.165367965367965,0.266962991718427,0.287079180509413,-0.270037603947576,0.1,-0.2,0.190099148163664,0.138095238095238,0.382969776804215
"DSH",-0.15,-0.3,-0.171120966242676,0.278850759683748,0.278850759683748,0.274649079011479,-0.193491468759472,0.182194616977226,-0.330747126436782,0.173623188405797,-0.119940103701055,0.16462536954915,0.174180679694996,-0.318917081395665,0.186666666666667,-0.3,0.210313862874237,0.213256236618035,0.211827665189464,0.134697817147037,0.143830821130846,-0.0207046342323638,0.312671542575354,0.312671542575354,0.228758100604714,-0.20712586703906,0.195641025641026,0.308333333333333,0.322758124228712,0.322058823529412,0.24,0.285607315389924,0.234077091019635,0.24578406801317,0.19150036954915,0.246535947712418,0.257647058823529,-0.225,-0.219736842105263,-0.212593984962406,-0.219736842105263,-0.225,0.325,0.267760302278229,-0.212593984962406,-0.211940390191164,0.156060606060606,0.27342067963672,0.297636890917966,-0.278850759683748,0.2,-0.2,0.175415444770283,0.122727272727273,0.366260569296065
"Frizzled",-0.1,-0.2,-0.175415444770283,0.295386192754614,0.295386192754614,0.278850759683748,-0.195972384790006,0.173623188405797,-0.325,0.186666666666667,-0.121358543417367,0.167064393939394,0.182194616977226,-0.319887955182073,0.166666666666667,-0.3,0.211827665189464,0.212593984962406,0.213256236618035,0.133431994362227,0.143918617443401,-0.0229425612052731,0.31424634572496,0.31424634572496,0.229805830523224,-0.215710553814002,0.203333333333333,0.3,0.322058823529412,0.308333333333333,0.2,0.294013112491373,0.237953060011883,0.246535947712418,0.193939393939394,0.257647058823529,0.24,-0.2,-0.225,-0.219736842105263,-0.225,-0.1,0.3,0.27342067963672,-0.219736842105263,-0.212593984962406,0.122727272727273,0.283701053468495,0.301145662847791,-0.295386192754614,0.1,-0.1,0.156060606060606,0.15,0.364961867997364
"Wnt",0,-0.1,-0.156060606060606,0.309022556390977,0.309022556390977,0.295386192754614,-0.201542676567194,0.186666666666667,-0.3,0.166666666666667,-0.110882352941176,0.163939393939394,0.173623188405797,-0.329411764705882,0.1,-0.2,0.213256236618035,0.219736842105263,0.212593984962406,0.135757575757576,0.140888314413098,-0.0207203389830509,0.317216642754663,0.317216642754663,0.233275862068966,-0.22358934169279,0.203333333333333,0.2,0.308333333333333,0.3,0.1,0.30036231884058,0.230882352941176,0.257647058823529,0.178787878787879,0.24,0.2,-0.1,-0.2,-0.225,-0.1,0,0.3,0.283701053468495,-0.225,-0.219736842105263,0.15,0.258119658119658,0.269230769230769,-0.309022556390977,0.1,0,0.122727272727273,0.1,0.367287449392713
"SMO",-0.3,0.1,-0.256111111111111,0.129326923076923,0.129326923076923,0.124675760286225,-0.170749250749251,0.0816666666666667,-0.062,0.04,-0.0728213507625272,0.17209162145871,0.0735585585585586,-0.308333333333333,0,0.05,0.0967055178399072,0.108888888888889,0.0982092772384034,0.0692939244663383,0.12098047703778,0.0902369767199081,0.319915254237288,0.319915254237288,-0.0292829775588396,-0.182285998790853,0.22952380952381,-0.133333333333333,-0.0183333333333333,-0.0333333333333333,0,0.275038402457757,0.0853968253968254,0.144289044289044,-0.0570175438596491,0.123076923076923,0.1,0,-0.1,-0.12,0,0.1,0.05,0.210793650793651,-0.0125,-0.00138888888888889,0.253333333333333,0.193333333333333,0.178021978021978,-0.129326923076923,0,0.1,0.228333333333333,0.333333333333333,0.324655172413793
"FUS",-0.333333333333333,0.05,-0.271262626262626,0.124675760286225,0.124675760286225,0.111138642382295,-0.169143411333192,0.0735585585585586,-0.0889230769230769,0.0816666666666667,-0.0859103559981293,0.178032215518116,0.0799415372819628,-0.306693989071038,0.04,-0.05,0.0972489961007768,0.0982092772384034,0.0967055178399072,0.0649460983793817,0.125911983887095,0.0893058780234463,0.322982738899865,0.322982738899865,-0.0330531750453746,-0.179944861667107,0.238802160039273,-0.0333333333333333,-0.00696969696969699,-0.0183333333333333,0.1,0.269378025099267,0.0853968253968254,0.138541917852263,-0.0377867746288799,0.144289044289044,0.123076923076923,-0.1,-0.12,-0.108888888888889,-0.0125,0,0.062,0.211438812083973,-0.00138888888888889,0.0101495726495726,0.228333333333333,0.210793650793651,0.199761108456761,-0.124675760286225,-0.1,0,0.256111111111111,0.253333333333333,0.32991833030853
"Patched",-0.2,0,-0.228333333333333,0.123076923076923,0.123076923076923,0.129326923076923,-0.170749250749251,0.04,-0.05,0,-0.0787037037037037,0.180952380952381,0.0816666666666667,-0.283333333333333,-0.1,0.1,0.0982092772384034,0.12,0.108888888888889,0.0761904761904762,0.124301510248112,0.0834408602150538,0.325,0.325,-0.0245210727969349,-0.200732600732601,0.262857142857143,-0.2,-0.0333333333333333,-0.133333333333333,0.1,0.260752688172043,0.0711111111111111,0.123076923076923,-0.0833333333333333,0.1,0,0.1,0,-0.1,0.1,0.2,-0.05,0.193333333333333,0,-0.0125,0.333333333333333,0.133333333333333,0.125641025641026,-0.123076923076923,0,0.1,0.253333333333333,0.3,0.335
"SRC",-0.1,0,-0.197211328976035,0.106733416770964,0.106733416770964,0.090066750104297,0.0669923554706163,0.177777777777778,-0.146581196581197,0.177777777777778,-0.110637867879247,0.181384863123994,0.181414141414141,-0.239341085271318,0.177777777777778,-0.1,0.211849850663761,0.210081967213115,0.212520991603359,0.132746823069404,0.260000353676824,0.0980814997754827,0.338791554357592,0.338791554357592,0.240180316713065,-0.114199134199134,0.347279244053438,0.1,0.135714285714286,0.114285714285714,0.1,0.307536803391505,0.252631733709715,0.180407852105965,0.0714285714285714,0.174747474747475,0.163636363636364,-0.1,-0.225,-0.215,-0.225,-0.2,0.107692307692308,0.291844476055002,-0.215,-0.210081967213115,0.13,0.301754385964912,0.258043694141013,-0.106733416770964,-0.1,0,0.170740740740741,0.15,0.37125116713352
"PI3K",-0.1,-0.1,-0.194017094017094,0.306285714285714,0.306285714285714,0.291217221135029,-0.207212356060368,0.276882352941176,-0.23921568627451,0.280882352941176,-0.0380103859077487,0.182978544863791,0.287451458632233,-0.341008771929825,0.275,-0.2,0.235981943032973,0.236142697881828,0.237837613136066,0.147142857142857,0.178216038328255,-0.00447071208408416,0.339662025090478,0.339662025090478,0.133320504396258,-0.227477152477152,0.234146735617324,0.3,0.337965260545906,0.315384615384615,0.2,0.310205314009662,0.264824561403509,0.273150571704091,0.218846153846154,0.274789915966387,0.257142857142857,-0.2,-0.233333333333333,-0.23768115942029,-0.233333333333333,-0.2,0.205882352941176,0.300764465786315,-0.23768115942029,-0.236142697881828,0.133333333333333,0.311164465786315,0.325184138835637,-0.306285714285714,0,-0.1,0.171794871794872,0.15,0.292566782810685
"AKT",-0.15,-0.2,-0.18770130454341,0.291217221135029,0.291217221135029,0.285675052460331,-0.203490271693123,0.287451458632233,-0.352346999405823,0.276882352941176,-0.0370929547150882,0.181374266788924,0.282315506970602,-0.343572874493927,0.280882352941176,-0.205882352941176,0.233981943032973,0.237837613136066,0.235981943032973,0.148225889633832,0.178973614085831,-0.00233003930120954,0.339662025090478,0.339662025090478,0.132415981783192,-0.21699328150941,0.228556673505523,0.315384615384615,0.345282333716637,0.337965260545906,0.257142857142857,0.298425865388108,0.261513303125363,0.273150571704091,0.218846153846154,0.273150571704091,0.274789915966387,-0.233333333333333,-0.23768115942029,-0.236142697881828,-0.23768115942029,-0.233333333333333,0.23921568627451,0.299754364776214,-0.236142697881828,-0.236701357099705,0.171794871794872,0.300764465786315,0.321424740339397,-0.291217221135029,0.1,-0.2,0.194017094017094,0.133333333333333,0.294070542209181
