"","KLF4","GSK3","TGFR","CDC42","ERK","cfos","Csl","TrCP","FUS","AKT","RAF","PI3K","RKIP","SMO","Destcompl","RAS","SUFU","SOSGRB2","ILK","Wnt","Frizzled","GLI","CD44","cateninnuc","DSH","cateninmemb","Ecadherin","LIV1","STAT","TCFLEF","SRC","cMet","AXIN2","SNAI2","SNAI1","SMAD","SHH","Patched","HEY1","DELTA","NFB","TWIST1","IKK","Jagged","NOTCHic","NOTCH","Csn","MEK","EGR1","FOXC2","TGF","PAK1","ZEB2","ZEB1","miR200"
"Jagged",-0.0833333333333333,0.0203065134099617,-0.188888888888889,-0.2,-0.22,-0.2,-0.1,0,0,0.0666666666666667,0.0333333333333333,0.0333333333333333,-0.107692307692308,0.0333333333333333,0.0916911196911197,0.00606060606060606,0,-0.12,0.0666666666666667,0.08,0.1,0.0261538461538462,0.0261538461538462,0.0462670662670663,0,0.12135906347174,0.119017543859649,0,0,-0.0473659673659674,-0.1,-0.08,-0.0371428571428571,0.114982403217697,0.0666666666666667,-0.0714285714285714,-0.041025641025641,-0.0333333333333333,0.0333333333333333,-0.0333333333333333,0,0.078,-0.0333333333333333,-0.0357575757575758,0.04,0.0257142857142857,0,0.186666666666667,0.1,0.157142857142857,0.184888888888889,0.2,0.0702898550724638,0.0702898550724638,-0.0406060606060606
"DELTA",-0.0833333333333333,0.0203065134099617,-0.188888888888889,-0.2,-0.22,-0.2,-0.1,0,0,0.0666666666666667,0.0333333333333333,0.0333333333333333,-0.107692307692308,0.0333333333333333,0.0916911196911197,0.00606060606060606,0,-0.12,0.0666666666666667,0.08,0.1,0.0261538461538462,0.0261538461538462,0.0462670662670663,0,0.12135906347174,0.119017543859649,0,0,-0.0473659673659674,-0.1,-0.08,-0.0371428571428571,0.114982403217697,0.0666666666666667,-0.0714285714285714,-0.041025641025641,-0.0333333333333333,0.0333333333333333,-0.0333333333333333,0,0.078,-0.0333333333333333,-0.0357575757575758,0.04,0.0257142857142857,0,0.186666666666667,0.1,0.157142857142857,0.184888888888889,0.2,0.0702898550724638,0.0702898550724638,-0.0406060606060606
"RKIP",-0.0905308464849354,0.23806146572104,-0.144761904761905,-0.14,0.016551724137931,0.02,-0.0888888888888889,-0.1,-0.1,-0.0641233766233766,0.1,0.1,-0.0750700280112045,-0.08,0.269579120846945,0.094017094017094,-0.1,-0.192825396825397,-0.0616495507060334,-0.01,0,-0.0330769230769231,-0.0283400809716599,-0.0195071835891442,0,0.136829434476493,0.173344414180233,0,0,0.0136547662863452,0,0.00526315789473684,0.0176277543366151,-0.072218045112782,0.100315916932966,0.0586792536763304,0.0663606557377049,0.068,0.0770421989934185,-0.1,0.0857142857142857,0.0512863933452169,0.0732142857142857,0.0944296224432048,0.0797979797979798,0.075951825951826,0.1,-0.0144240645634629,-0.07,0.143132920719128,0.140089007565643,0.133333333333333,0.0705308464849354,0.0705308464849354,-0.0497254244950603
"RAF",-0.0905308464849354,0.23806146572104,-0.144761904761905,-0.14,0.016551724137931,0.02,-0.0888888888888889,-0.1,-0.1,-0.0641233766233766,0.1,0.1,-0.0750700280112045,-0.08,0.269579120846945,0.094017094017094,-0.1,-0.192825396825397,-0.0616495507060334,-0.01,0,-0.0330769230769231,-0.0283400809716599,-0.0195071835891442,0,0.136829434476493,0.173344414180233,0,0,0.0136547662863452,0,0.00526315789473684,0.0176277543366151,-0.072218045112782,0.100315916932966,0.0586792536763304,0.0663606557377049,0.068,0.0770421989934185,-0.1,0.0857142857142857,0.0512863933452169,0.0732142857142857,0.0944296224432048,0.0797979797979798,0.075951825951826,0.1,-0.0144240645634629,-0.07,0.143132920719128,0.140089007565643,0.133333333333333,0.0705308464849354,0.0705308464849354,-0.0497254244950603
"LIV1",-0.0558516783762685,-0.008,-0.160376878023937,-0.169467787114846,-0.20412675018423,-0.195652173913043,0.0435897435897436,0.0333333333333333,0.0476190476190476,0.0478070175438596,-0.0281922525107604,-0.0281922525107604,-0.080240440958673,0.0701996927803379,0.0902882205513784,-0.0227377070562149,0.0476190476190476,-0.0722084708470847,0.0682027649769585,0.0606627680311891,0.0659259259259259,0.0660286216897257,0.0654710155700255,0.0626383208062962,0.04,0.105335599963595,0.0786569395392675,-0.1,-0.04,-0.0613969414959514,-0.0659259259259259,-0.0605205205205205,-0.0696210924187502,0.0920829898488588,0.0338826582317716,-0.0675576036866359,-0.061557717471696,-0.061557717471696,-0.072992180380398,0.0281922525107604,-0.0583333333333333,0.0522617165443252,-0.0478070175438596,-0.0520488241308793,-0.0482051282051282,-0.046007326007326,-0.0583333333333333,0.189460083517563,0.2,0.143119491699119,0.159283981849073,0.171428571428571,0.0707354531545028,0.0707354531545028,-0.0439543237691939
"EGR1",-0.0558516783762685,-0.008,-0.160376878023937,-0.169467787114846,-0.20412675018423,-0.195652173913043,0.0435897435897436,0.0333333333333333,0.0476190476190476,0.0478070175438596,-0.0281922525107604,-0.0281922525107604,-0.080240440958673,0.0701996927803379,0.0902882205513784,-0.0227377070562149,0.0476190476190476,-0.0722084708470847,0.0682027649769585,0.0606627680311891,0.0659259259259259,0.0660286216897257,0.0654710155700255,0.0626383208062962,0.04,0.105335599963595,0.0786569395392675,-0.1,-0.04,-0.0613969414959514,-0.0659259259259259,-0.0605205205205205,-0.0696210924187502,0.0920829898488588,0.0338826582317716,-0.0675576036866359,-0.061557717471696,-0.061557717471696,-0.072992180380398,0.0281922525107604,-0.0583333333333333,0.0522617165443252,-0.0478070175438596,-0.0520488241308793,-0.0482051282051282,-0.046007326007326,-0.0583333333333333,0.189460083517563,0.2,0.143119491699119,0.159283981849073,0.171428571428571,0.0707354531545028,0.0707354531545028,-0.0439543237691939
"cateninnuc",-0.0607567600450163,0.211529737859538,-0.125372489579386,-0.123648351648352,0.0196123909112352,0.0170807453416149,0.144883866917765,0.166666666666667,0.00111111111111111,0.172818181818182,0.153499653499653,0.153499653499653,-0.166080971138043,0.00275045537340619,0.202144477972713,0.153162953162953,0.0111111111111111,-0.116141451028852,0.0243059163059163,-0.0133085100327507,-0.000265031771881086,-0.0105417116137783,-0.00967184988924119,-0.106975108884411,0.00932400932400932,0.0582332558062905,0.0291090408362772,0.00606060606060606,-0.00932400932400932,0.00705795892583567,-0.000990675990675992,0.0120528022701936,0.0215218113291766,-0.0166788523210531,0.15949664629557,-0.0244423419539381,-0.0116734448590555,-0.00709828146036271,-0.0413598671894616,-0.153499653499653,-0.156818181818182,0.0189520697786128,-0.172818181818182,0.0100033417323596,-0.150697820406137,-0.145243274951592,-0.141666666666667,-0.0191536753149049,-0.0123188405797101,0.0801466620810883,0.124717467745325,0.120571428571429,0.0725174846801949,0.0725174846801949,-0.03136940762819
"ERK",-0.0856516855182232,0.242767038274024,-0.140818934572942,-0.140089007565643,-0.0822426021032037,0.0144240645634629,-0.075951825951826,-0.0857142857142857,-0.068,-0.067134709596933,0.0981440781440781,0.0981440781440781,-0.0733693976051057,-0.0663606557377049,0.269708134540793,0.098034067142978,-0.08,-0.184087532747727,-0.0575722426062197,-0.0183916083916084,-0.0330769230769231,-0.0241560194191773,-0.0195071835891442,-0.0200320183681611,-0.01,0.136360926387549,0.169884326650992,0,0.00526315789473684,0.0174625739237167,0.0283400809716599,0.0136547662863452,0.012156429353095,-0.0762983524412316,0.0963807317477803,0.058180145341782,0.060904560256034,0.0565567341690775,0.0716993507154166,-0.0981440781440781,0.0641233766233766,0.0450984065747058,0.0652998472116119,0.0876056050622054,0.0854408770467165,0.0807317357724782,0.0732142857142857,0.0864208750837051,-0.016551724137931,0.142430680016887,0.13807168182569,0.144761904761905,0.0741141485721745,0.0741141485721745,-0.0517765080863916
"AKT",-0.0847053531264058,0.281330005120328,-0.190930655188905,-0.190117647058824,-0.0258116361298618,-0.0274509803921569,0.1,0.233333333333333,0.05,0.146830293889117,0.19032224396608,0.19032224396608,-0.185549872122762,0.0576923076923077,0.271005599911284,0.189599352399815,0.05,-0.0850854700854701,0.0404565026010404,-0.113920475659606,-0.115458937198068,-0.122300363927763,-0.122395051930793,-0.120840729964099,-0.111111111111111,-0.00994052599309565,0.101382039338897,0.1,0.111111111111111,0.119302268425638,0.115458937198068,0.113920475659606,0.0858913529310641,-0.0163196362591005,0.179836245202378,-0.0394464015909394,-0.0594174538911381,-0.0604700854700855,-0.049441508119001,-0.19032224396608,-0.23921568627451,0.0890782000873744,-0.241779788838612,0.022140118508191,-0.1,-0.103658536585366,-0.233333333333333,0.0232799905602415,0.0333333333333333,0.205676263830307,0.190024310778029,0.194117647058824,0.0742565997064055,0.0742565997064055,-0.0484598914685704
"Csn",-0.0915161962220786,0.393502450688866,-0.318819364714887,-0.317537313432836,-0.0929437229437229,-0.0942424242424242,0.138383838383838,0.02,0.053968253968254,0.166633333333333,0.211554240591466,0.211554240591466,-0.210492774676963,0.056998556998557,0.301890205848329,0.211362302011811,0.0428571428571429,-0.108679810907414,0.0662085921325052,-0.0913446891012325,-0.104597701149425,-0.0996416323326736,-0.099789133545677,-0.0994416810472866,-0.0666666666666667,0.0397691305609894,0.108772003797036,0.0666666666666667,0.0666666666666667,0.0972167862787959,0.104597701149425,0.0913446891012325,0.0779231586402266,0.0338065981742662,0.200162126099185,-0.0644091062713227,-0.0698489007320313,-0.0731275892566215,-0.0722978959025471,-0.211554240591466,-0.161666666666667,0.199034595605423,-0.165833333333333,-0.0105034483568902,-0.126695526695527,-0.132464757464757,-0.145,0.0971103896103896,0.103333333333333,0.329810724915366,0.314284758509636,0.325,0.0777369727047146,0.0777369727047146,-0.0380171693709174
"NOTCH",-0.0702898550724638,0.0271246952281435,-0.184888888888889,-0.188888888888889,-0.186666666666667,-0.22,-0.04,0,0.0333333333333333,0.0666666666666667,0.00606060606060606,0.00606060606060606,-0.111140583554377,0.0333333333333333,0.0916911196911197,0.00171277997364954,0,-0.104210526315789,0.0714285714285714,0.0261538461538462,0.08,0.0473659673659674,0.0473659673659674,0.0507568621854336,0.1,0.127118225775404,0.11175947934352,0,-0.1,-0.0462670662670663,-0.08,-0.0261538461538462,-0.0578975741239892,0.110220498455793,0.0435897435897436,-0.0714285714285714,-0.0645550527903469,-0.041025641025641,0.0289855072463768,-0.00606060606060606,-0.0333333333333333,0.066135593220339,-0.0666666666666667,-0.0505723905723906,0.0257142857142857,-0.051705069124424,0,0.193809523809524,0.2,0.171428571428571,0.184888888888889,0.2,0.0814009661835749,0.0814009661835749,-0.0491774891774892
"PI3K",-0.0701754385964912,0.282539682539683,-0.190117647058824,-0.194117647058824,-0.0274509803921569,-0.0333333333333333,0.1,0.2,0.05,0.241779788838612,0.188952380952381,0.188952380952381,-0.188655462184874,0.05,0.269599479150325,0.19032224396608,0,-0.0873076923076923,0.0412565026010404,-0.115458937198068,-0.111111111111111,-0.113920475659606,-0.113920475659606,-0.119302268425638,-0.1,-0.00861534760369708,0.0986547666116241,0.1,0.1,0.122395051930793,0.111111111111111,0.115458937198068,0.0804761904761905,-0.0196362191736734,0.176578099838969,-0.0404565026010404,-0.0604700854700855,-0.0576923076923077,-0.0501933878182491,-0.188952380952381,-0.233333333333333,0.0857142857142857,-0.23921568627451,0.0168421052631579,-0.1,-0.1,-0.233333333333333,0.0258116361298618,0.0333333333333333,0.207180023228804,0.190930655188905,0.2,0.0824757777885973,0.0824757777885973,-0.058620319276057
"ILK",-0.0701754385964912,0.282539682539683,-0.190117647058824,-0.194117647058824,-0.0274509803921569,-0.0333333333333333,0.1,0.2,0.05,0.241779788838612,0.188952380952381,0.188952380952381,-0.188655462184874,0.05,0.269599479150325,0.19032224396608,0,-0.0873076923076923,0.0412565026010404,-0.115458937198068,-0.111111111111111,-0.113920475659606,-0.113920475659606,-0.119302268425638,-0.1,-0.00861534760369708,0.0986547666116241,0.1,0.1,0.122395051930793,0.111111111111111,0.115458937198068,0.0804761904761905,-0.0196362191736734,0.176578099838969,-0.0404565026010404,-0.0604700854700855,-0.0576923076923077,-0.0501933878182491,-0.188952380952381,-0.233333333333333,0.0857142857142857,-0.23921568627451,0.0168421052631579,-0.1,-0.1,-0.233333333333333,0.0258116361298618,0.0333333333333333,0.207180023228804,0.190930655188905,0.2,0.0824757777885973,0.0824757777885973,-0.058620319276057
"Wnt",-0.096078431372549,0.402272727272727,-0.34,-0.333333333333333,-0.0533333333333333,-0.0333333333333333,0.1,0.1,0,0.165833333333333,0.219548872180451,0.219548872180451,-0.22,0.05,0.303718924640795,0.224094326725906,0,-0.142424242424242,0.0521367521367521,-0.1,0,-0.126315789473684,-0.126315789473684,-0.129106707165264,0,0.00572033898305085,0.128409388932599,0,0.1,0.119172932330827,0.1,0.1,0.0890909090909091,0.00612068965517241,0.237267080745342,-0.0591134963227986,-0.0638528138528139,-0.0590909090909091,-0.061025641025641,-0.219548872180451,-0.133333333333333,0.224117647058824,-0.153333333333333,0.0199509803921569,-0.114285714285714,-0.122619047619048,-0.1,0.0474509803921569,0,0.362429149797571,0.335652173913043,0.3,0.0838833094213295,0.0838833094213295,-0.0444444444444444
"AXIN2",-0.0889987045664676,0.142060591836336,-0.124588659455916,-0.123703703703704,-0.0129686194058202,-0.0157723577235772,-0.00807017543859649,0.0666666666666667,0.107692307692308,0.0911594202898551,0.0914973302516555,0.0914973302516555,-0.109314269959431,0.107692307692308,0.141124928664014,0.0914973302516555,0.1,-0.00938303086970689,0.0189095928226363,-0.107206629243518,-0.10031007751938,-0.104690905973078,-0.104998427350773,-0.104837960161144,-0.0933333333333333,-0.0904141617801889,0.0345999889847917,0.1,0.0933333333333333,0.104881194056518,0.10031007751938,0.107206629243518,-0.0338859212521249,-0.0609554857366185,0.106784940065767,-0.0197032436162871,-0.113558818230949,-0.111263736263736,-0.0177339901477833,-0.0914973302516555,-0.0821256038647343,0.105620491245914,-0.0922705314009662,0.0963642467990294,0.00449874686716792,0.0078771252455463,-0.0777777777777778,0.0143479297506478,0.0133333333333333,0.157803359793992,0.124918692459216,0.12,0.088092569046155,0.088092569046155,-0.0593335718710446
"SRC",-0.183785529715762,0.225194805194805,-0.289087301587302,-0.298611111111111,-0.0383838383838384,-0.0606060606060606,0.105,0.1,0.0166666666666667,0.128632478632479,0.190421360033375,0.190421360033375,-0.109677419354839,0.0166666666666667,0.0781358496575888,0.184360753972769,-0.0333333333333333,-0.2,0.0344298245614035,-0.03,0,-0.0283606557377049,-0.0283606557377049,-0.0291109149181491,0,-0.0851126328393953,-0.0125199473728886,0.2,0.1,0.0320191923230708,0,0.03,0.0326023205406095,0.0108558797124082,0.167838388067159,-0.0353307254623044,-0.0321350762527233,-0.0203703703703704,-0.0654832836809004,-0.190421360033375,-0.1,0.113592269799166,-0.123076923076923,-0.0124317807574688,-0.119285714285714,-0.112142857142857,-0.1,0.0402706308366686,0.0333333333333333,0.293552754435107,0.290905483405483,0.311111111111111,0.0888963761605271,0.0888963761605271,-0.0549875567266871
"DSH",-0.101117728644856,0.409635449623849,-0.338509316770186,-0.335652173913043,-0.0474509803921569,-0.0474509803921569,0.122619047619048,0.133333333333333,0.0590909090909091,0.177830459770115,0.226456531450315,0.226456531450315,-0.223021978021978,0.0638528138528139,0.304938375103467,0.225616195315861,0.05,-0.132076866223208,0.0619172346405557,-0.119172932330827,-0.126315789473684,-0.128976853899455,-0.129106707165264,-0.129013843661893,-0.1,0.00260182420375868,0.124946243941798,0.1,0.1,0.127678135736693,0.126315789473684,0.119172932330827,0.0894932248597247,0.00280453081740713,0.232518978605935,-0.0607851591688575,-0.0761425427267501,-0.0767560396592655,-0.0709173916788698,-0.226456531450315,-0.165833333333333,0.224583705822755,-0.172083333333333,0.0175314361121475,-0.116736694677871,-0.123030400971577,-0.153333333333333,0.0497066194899012,0.0533333333333333,0.366969570617061,0.336070292379942,0.34,0.0892859756722066,0.0892859756722066,-0.0431868224932249
"SOSGRB2",-0.10780701754386,0.370843312834898,-0.178131868131868,-0.174285714285714,0.144916344916345,0.147619047619048,0.00909090909090909,0,-0.2,0.035233918128655,0.246139359698682,0.246139359698682,0.00818713450292398,-0.183333333333333,0.301726610451443,0.241011154570477,-0.2,-0.306944444444444,-0.166666666666667,-0.0226190476190476,-0.0142857142857143,-0.0443581780538302,-0.0403726708074534,-0.0350088789185533,0,0.141725205725206,0.190606936069826,0,0,0.0298463550179797,0.0142857142857143,0.0186335403726708,0.025962596259626,-0.0697281413610622,0.151299218194741,0.163170163170163,0.167494238424471,0.16981981981982,0.0784090909090909,-0.246139359698682,-0.0111111111111111,0.121246376811594,-0.0269005847953216,0.199907651379722,-0.0167832167832168,-0.0210085688958928,0,-0.141886041886042,-0.180952380952381,0.17949938949939,0.174585768841088,0.164285714285714,0.0949498746867168,0.0949498746867168,-0.0465144806882111
"GSK3",-0.0919574233013446,0.310800175081419,-0.336070292379942,-0.338509316770186,-0.0497066194899012,-0.0474509803921569,0.116736694677871,0.153333333333333,0.0638528138528139,0.180394562334217,0.225616195315861,0.225616195315861,-0.225778870252554,0.0767560396592655,0.305678072179902,0.227717035651996,0.0590909090909091,-0.135332680176696,0.0607851591688575,-0.128976853899455,-0.119172932330827,-0.127090061446624,-0.127678135736693,-0.128487527872419,-0.126315789473684,0.0024249895441654,0.123201100708344,0.1,0.126315789473684,0.129013843661893,0.119172932330827,0.129106707165264,0.0850792218155847,0.00133774910903785,0.231300816922657,-0.0612349342813013,-0.0790133561238793,-0.0761425427267501,-0.0705713709176242,-0.225616195315861,-0.172083333333333,0.224967828742089,-0.177830459770115,0.0170934799077679,-0.123030400971577,-0.120692738633915,-0.165833333333333,0.044024801308083,0.0474509803921569,0.369361915114669,0.336070292379942,0.335652173913043,0.0968639845875112,0.0968639845875112,-0.0501035868543035
"Frizzled",-0.0865546218487395,0.408939393939394,-0.335652173913043,-0.34,-0.0474509803921569,-0.0533333333333333,0.114285714285714,0.1,0.05,0.172083333333333,0.224094326725906,0.224094326725906,-0.230714285714286,0.0590909090909091,0.303984176630184,0.226456531450315,0,-0.139393939393939,0.0591134963227986,-0.126315789473684,-0.1,-0.119172932330827,-0.119172932330827,-0.127678135736693,0,0.00413303739574926,0.123980484503695,0.1,0.1,0.129106707165264,0.1,0.126315789473684,0.0797885835095137,0.000126998803437399,0.229330572808834,-0.0619172346405557,-0.0767560396592655,-0.0638528138528139,-0.0674086197490453,-0.224094326725906,-0.153333333333333,0.223165266106443,-0.165833333333333,0.0128802733214498,-0.122619047619048,-0.116736694677871,-0.133333333333333,0.0474509803921569,0.0333333333333333,0.371731475378966,0.338509316770186,0.333333333333333,0.0987347945698444,0.0987347945698444,-0.0553819444444444
"ZEB1",-0.103485911120902,0.112367790941097,0.162276729655477,0.161769115442279,0.131450980392157,0.137333333333333,0.108333333333333,0.133333333333333,0.0666666666666667,0.122625826862238,0.131146421816696,0.131146421816696,0.0695238095238095,0.0666666666666667,0.104349827203152,0.130988941501736,0.0666666666666667,0.0649512670565302,0.0690485452308181,-0.0141963727329581,-0.0065040650406504,-0.0152273005680096,-0.0227339544323045,-0.0242646410292983,-0.0333333333333333,0.170798099064344,0.0996722681459874,0.0333333333333333,0.041025641025641,0.0277871459216662,0.0141963727329581,0.0220395099878601,-0.0063801128815089,0.00342509578253446,-0.0402345596497404,-0.0690485452308181,-0.0607773358453702,-0.0568627450980392,-0.0850868992837905,-0.131146421816696,-0.117543859649123,-0.139318681123364,-0.112625826862238,-0.0752931316445197,-0.116176470588235,-0.11865580943121,-0.133333333333333,-0.138058909907575,-0.133333333333333,-0.169233287877283,-0.158339721781461,-0.163218390804598,0.118450487102926,0.118450487102926,0.1589350110349
"RAS",-0.119285714285714,0.388875968992248,-0.14,-0.14,0.0747368421052632,0.08,0.1,0.1,-0.1,0.145555555555556,0.304102564102564,0.304102564102564,-0.0392201257861635,-0.0833333333333333,0.291552570622338,0.207948717948718,-0.1,-0.138528138528139,-0.0813852813852814,-0.117647058823529,-0.1,-0.121813725490196,-0.119774718397997,-0.123134927593901,-0.1,0.0267159012485531,0.105300214068939,0,0.1,0.122851641474921,0.1,0.117647058823529,0.0938339920948617,-0.0382439330554313,0.132900688298918,0.0813852813852814,0.0708587570621469,0.0793333333333333,-0.0179841897233202,-0.304102564102564,-0.133333333333333,0.0764866339334424,-0.14,0.130806229055786,-0.105263157894737,-0.103376365441907,-0.1,-0.0766976264189887,-0.08,0.155873015873016,0.140990099009901,0.14,0.120316642120766,0.120316642120766,-0.0676
"Destcompl",-0.135326349113138,0.307215712816863,-0.174909070706322,-0.173856439127375,-0.030849478390462,-0.0303030303030303,-0.0121817469643557,0.1,0.147892720306513,0.134168100319253,0.134530824286678,0.134530824286678,-0.217328492673899,0.153607006020799,0.206573749106545,0.136414654741937,0.144444444444444,-0.0164122399319993,0.0357142857142857,-0.211100239182431,-0.211100239182431,-0.209430480369815,-0.210105214306809,-0.211192093380248,-0.196031746031746,-0.184118624692626,0.0473286970037089,0.188888888888889,0.196031746031746,0.209968228005439,0.211100239182431,0.211597751620242,0.104881194056518,-0.0769818554541595,0.216512748194498,-0.0360651629072682,-0.159886758679121,-0.159306487886084,-0.0330882792421254,-0.134530824286678,-0.13167701863354,0.210221357183232,-0.136181523138045,0.192559302205787,0.015442616529573,0.0168454221407955,-0.114285714285714,0.0325372421035422,0.0333333333333333,0.248095221731471,0.174022371198933,0.170408163265306,0.126462857730203,0.126462857730203,-0.0562667994515014
"TGFR",-0.152269714140424,0.137418846919371,-0.324563492063492,-0.226349206349206,-0.0633082706766917,-0.056641604010025,0.00666666666666667,-0.0333333333333333,-0.113333333333333,-0.00182432826251676,0.0982142857142857,0.0982142857142857,-0.121168831168831,-0.102988505747126,0.0713960977434762,0.101138262322473,-0.113333333333333,-0.161094866796621,-0.0748582600195503,0.0538274932614555,0.0557142857142857,0.0583436222937136,0.0733763654419066,0.0713209410285502,0.0857142857142857,0.161501843809651,0.160144655752339,-0.1,-0.1,-0.0719409587433421,-0.07,-0.0681132075471698,-0.0665639121647705,0.0358139539570727,0.202755177244316,0.0759258756779133,0.0865337034872394,0.0904885057471264,0.0888718881414975,-0.0982142857142857,0.00476190476190476,0.200860023724792,-0.00050125313283208,0.0813966083968325,0.00022988505747126,0.00238815843876622,0.0333333333333333,0.066047996704089,0.0619047619047619,0.315813827334617,0.3195989530564,0.231111111111111,0.151413918992176,0.151413918992176,-0.0384561906391717
"cMet",-0.26031746031746,0.355011520737327,-0.2725,-0.2725,0.045,0.075,-0.0142857142857143,0,-0.15,0.0254166666666667,0.217142857142857,0.217142857142857,-0.0562962962962963,-0.13,0.238530916051924,0.217142857142857,-0.1,-0.196666666666667,-0.106462585034014,-0.0566666666666667,-0.05,-0.0748484848484849,-0.0729457364341085,-0.0797601649434523,-0.1,-0.0368683925801364,0.0388653114997197,0.1,0.2,0.0837149672033393,0.15,0.0566666666666667,0.0647619047619048,-0.0296928861892366,0.249182277728219,0.104644403215832,0.111534090909091,0.120909090909091,0.0632954936360509,-0.217142857142857,0,0.212700333374491,-0.00666666666666667,0.130006080875646,-0.00150375939849624,-0.0121420572708367,0,-0.0504545454545455,-0.075,0.27248417721519,0.270372340425532,0.26,0.171428571428571,0.171428571428571,-0.0794867149758454
"miR200",-0.317512077294686,0.00824894055410872,-0.0105392156862745,-0.0105392156862745,0.00792207792207792,-0.00571428571428572,0.00916256157635468,0,-0.0075,0.0138204000567456,0.087929582854956,0.087929582854956,-0.00955358909841396,-0.0141666666666667,0.0753796084907952,0.0851864407103176,-0.02,-0.00164087685364281,0.000884955752212389,0.0178591549295775,0.008,0.0134635505339731,0.012321294646236,0.0115420738670152,0.02,0.115421593313767,0.0371031159734833,0,-0.02,-0.0135117708367122,-0.00695652173913044,-0.0168156766687079,-0.0221878323895048,0.0599797496664844,0.0167164317164317,-0.00182539462368574,0.0136300678774537,0.0103691983122363,-0.00169491525423729,-0.087929582854956,-0.0147368421052632,-0.0685165958785591,-0.017593984962406,0.00878224246783345,-0.00571428571428572,-0.007409200968523,-0.02,-0.000439084724799008,-0.0142857142857143,0.00172055586689733,0.0105392156862745,0.0125,0.312634408602151,0.312634408602151,0.24676764558897
"ZEB2",-0.418227299685717,-0.196624850487661,-0.175485466914038,-0.174805194805195,-0.141694963214488,-0.132017543859649,-0.102564102564103,-0.1,-0.0892857142857143,-0.0892679127725857,-0.0827705627705628,-0.0827705627705628,-0.08256038647343,-0.0807142857142857,-0.0797659348328729,-0.079130305811248,-0.075,-0.065952380952381,-0.0657142857142857,-0.0406060606060606,-0.0406060606060606,-0.0369363358354184,-0.0296296296296296,-0.0284260444823825,-0.0272727272727273,-0.0250849945028995,-0.0157280054350174,0,0.02,0.0275169535732916,0.0333333333333333,0.0333333333333333,0.0392152438874856,0.0450420681757913,0.0455098352227467,0.0675435540069687,0.0758362369337979,0.0758362369337979,0.0798826979472141,0.0827705627705628,0.0861111111111111,0.0881468474369283,0.0883333333333333,0.0930515584146869,0.109230769230769,0.109777217318201,0.111111111111111,0.139255938824244,0.158333333333333,0.170818958818959,0.171781763210335,0.176623376623377,0.319786447148652,0.319786447148652,0.334441248968549
