"","GSK3","Patched","SHH","SMO","FUS","SNAI2","TrCP","cateninnuc","EGR1","TCFLEF","RAS","cMet","ERK","IKK","GLI","RAF","DELTA","Wnt","AKT","Destcompl","Frizzled","LIV1","AXIN2","Csl","TGF","TGFR","PAK1","ZEB2","CDC42","TWIST1","SOSGRB2","SNAI1","miR200","NOTCH","NOTCHic","Jagged","RKIP","KLF4","DSH","STAT","cateninmemb","FOXC2","ZEB1","SRC","PI3K","NFB","cfos","CD44","MEK","Csn","SMAD","ILK","HEY1","SUFU","Ecadherin"
"SRC",0.0704761904761905,-0.0148148148148148,-0.0383442265795207,-0.0333333333333333,-0.0333333333333333,0.0143307305222974,-0.1,0.0357795226428444,0.0666666666666667,0.0333186725309876,0.0543478590662571,0.03,0.0575757575757576,-0.125641025641026,0.0381967213114754,0.0528327075511055,0.0528327075511055,0.03,-0.125641025641026,0.0903866061474757,0.05,0,0.0455437970164478,-0.12,-0.0797330447330447,-0.0924603174603175,0.0888888888888889,0.0111260856543875,0.0638888888888889,0.161187318428698,-0.0242857142857143,0.0721287502546217,0.0294422485726834,0.127142857142857,0.134285714285714,0.0452758174547165,-0.047702834799609,-0.100645994832041,0,0.1,-0.00239447687471935,0.155009337068161,0.182637017070979,-0.05,-0.0528327075511055,0.133333333333333,-0.0575757575757576,-0.0381967213114754,-0.0707833047455689,0.1,0.0532954006638217,0.0614035087719298,0.0775984773253889,0.0333333333333333,0.0295089550971904
"RAF",0.0455870764381403,0.117333333333333,0.122251366120219,0.113333333333333,0.133333333333333,0.368828175088885,0.1,-0.00415014876646054,0.26,-0.00491350754508649,-0.103690753690754,-0.00526315789473684,0.256551724137931,0.130357142857143,-0.00615384615384615,-0.104545454545455,-0.104545454545455,-0.01,0.133387445887446,-0.223386358027532,0,0,9.37646507266764e-05,0.133333333333333,-0.0541255006675567,-0.0457142857142857,0.0666666666666667,0.0129555236728838,0.06,0.0697742127153892,-0.237269841269841,0.0158677700998735,0.0106061175916376,-0.128088578088578,-0.124242424242424,-0.119203250060635,-0.230882352941176,0.0229555236728838,0,0,-0.160256390844626,0.0379015620394931,0.0387680535628886,0,0.104545454545455,-0.142857142857143,-0.26,0.001417004048583,-0.262934702861335,-0.1,-0.114900524070379,-0.12579161317929,-0.139179248935347,-0.1,-0.196968414891835
"ERK",0.0443748659616246,0.116369013179042,0.114919737816723,0.122251366120219,0.117333333333333,0.36952234071891,0.142857142857143,-0.0049630876346968,0.256551724137931,-0.00489364319025236,-0.105168044276955,-0.00491350754508649,0.162934702861335,0.141622740005093,-0.00939972308393361,-0.105278055278055,-0.105278055278055,-0.00965034965034965,0.13611815284913,-0.223933781763221,-0.00615384615384615,0,-0.00172122106669807,0.128088578088578,-0.0510092738287022,-0.054855427674856,0.0457142857142857,0.016716303575396,0.0541255006675567,0.0684797143335122,-0.235457543535213,0.020426174658278,0.00692964700340226,-0.129799154953329,-0.131738213125074,-0.116141824028639,-0.228778555843977,0.0108260207089075,0.01,0.00526315789473684,-0.162059967482048,0.0363954405333716,0.0373382322905476,0.001417004048583,0.105278055278055,-0.133387445887446,-0.262934702861335,0.00415014876646054,-0.162656151329302,-0.130357142857143,-0.117874985425935,-0.114531520380342,-0.130882630877636,-0.113333333333333,-0.197982148315961
"ILK",0.117797017797018,0.157692307692308,0.166025641025641,0.15,0.15,0.130999673689057,0,0.254949210072625,0.0333333333333333,0.253505911103553,0.125221609440788,0.241545893719807,0.0417366946778711,0.00392156862745098,0.246161278335191,0.118372294372294,0.118372294372294,0.241545893719807,-0.00377073906485671,0.313128549465031,0.211111111111111,0.1,0.149333333333333,0.075,0.00458201817312291,0.00864705882352941,0.025,0.0206954249638898,0.00735294117647059,0.165097466879363,-0.00269230769230769,0.0626489533011272,0.000383319235778254,-0.0357940446650124,-0.0519230769230769,0.0209649122807018,0.0444246929541047,0.0282894736842105,-0.2,-0.2,0.04810087875179,0.0811149825783972,-0.11272173263872,-0.211111111111111,-0.118372294372294,-0.0333333333333333,-0.0476190476190476,-0.246161278335191,-0.0368186618909859,-0.0333333333333333,-0.101974869947979,-0.117174869947979,-0.128237984730771,-0.1,-0.118508744796149
"TGFR",-0.217252493879176,-0.183448275862069,-0.169323982076758,-0.183448275862069,-0.18,-0.186908564965477,-0.3,-0.0880173939574654,-0.233333333333333,-0.0866887845686257,0.00478279030910611,-0.0834591194968554,-0.227485380116959,-0.256954887218045,-0.0784514390053039,0.00595238095238096,0.00595238095238096,-0.0739353099730458,-0.243001398845952,0.020424261822236,-0.0871428571428571,-0.1,-0.0763146142259161,-0.25,0.0830572441742655,0.0944047619047619,-0.186666666666667,0.0240195050980423,-0.181904761904762,-0.0317437722419929,0.280831708901884,-0.0610858007639987,0.0296850597184301,0.242954601835773,0.246551724137931,0.143266952679772,0.061038961038961,0.0328525117140678,0.0571428571428571,0.0666666666666667,0.104901734843502,-0.0306578697550788,0.028706895386227,0.0966666666666667,-0.00595238095238096,0.246428571428571,0.23859649122807,0.0900380668652764,0.234334695185452,0.275,0.155367403805011,0.150029325513196,0.186290019919744,0.18,0.1558064337543
"SMAD",-0.205054049264576,-0.268241590214067,-0.273817798392506,-0.278333333333333,-0.258333333333333,-0.289400901372541,-0.2,-0.135176861548819,-0.257142857142857,-0.136190032774756,-0.192160038345168,-0.132987861811391,-0.266070088950809,-0.179925303454715,-0.115271519048497,-0.188870564660958,-0.188870564660958,-0.117429792429792,-0.171925303454715,-0.061335645783169,-0.103968253968254,-0.08,-0.0903096145720357,-0.152380952380952,0.0043365261046272,0.00274290060661923,-0.00238095238095238,0.0251236611014846,-0.0122401073105298,0.0625729979394117,0.0943138124815143,0.0754237661979597,0.0171366700315868,0.13552271483306,0.146633825944171,0.16595377740539,0.116275680536105,0.0243649821844216,0.10952380952381,0.122857142857143,0.128018020651748,0.185421710441546,0.164323411212439,0.117301587301587,0.188870564660958,0.193650793650794,0.247465437788018,0.131169679993209,0.257416242796963,0.188888888888889,0.144064839270319,0.249302934508414,0.27092032287068,0.258333333333333,0.253628216497167
"TGF",-0.213096014661572,-0.183448275862069,-0.183448275862069,-0.18,-0.18,-0.186445602002514,-0.2,-0.0866887845686257,-0.233333333333333,-0.0900380668652764,0.00595238095238096,-0.0966666666666667,-0.23859649122807,-0.246428571428571,-0.0739353099730458,0.00238095238095239,0.00238095238095239,-0.0871428571428571,-0.256954887218045,0.0192145844028812,-0.0571428571428571,0,-0.0647266313932981,-0.26,0.0944047619047619,0.181904761904762,-0.22,0.0349629013244574,-0.186666666666667,-0.02,0.289473684210526,-0.0619707565162111,0.0288052943225357,0.246551724137931,0.25,0.153411880216004,0.0753246753246753,0.0167810831426392,0.1,0.1,0.102823212903548,-0.0293478260869565,0.0336125557635855,0.0666666666666667,-0.00238095238095239,0.275,0.233333333333333,0.0834591194968554,0.227485380116959,0.3,0.150029325513196,0.164545454545455,0.202707930367505,0.2,0.157510011267077
"Csn",0.155571239558664,-0.00523204394172136,-0.00933040459745907,0.000144300144300144,0.00317460317460317,0.067259026886823,-0.02,0.156720185446307,-0.04,0.15726137606567,0.15270072390952,0.157062733693394,-0.052987012987013,0.0175,0.156626052470687,0.152124908170556,0.152124908170556,0.157062733693394,0.0103,0.265223789969261,0.153448275862069,0.133333333333333,0.111986347182877,0.0171717171717172,0.113329857546721,0.113568521031208,-0.109090909090909,0.036014888337469,-0.113568521031208,0.158922393641889,0.141955494062032,0.176211370078932,0.0348697113699769,-0.00231157731157732,-0.00808080808080809,0.0668608868993769,0.177323790591242,0.0375895999425411,-0.15,-0.15,0.0715746727794952,0.198364652683965,0.072545905707196,-0.153448275862069,-0.152124908170556,-0.03,0.0490909090909091,-0.15661828924895,0.0571536796536796,-0.055,0.0555912895783104,0.051735248447205,0.0475166112956811,-0.0142857142857143,0.0325751124704001
"TCFLEF",0.0597379079175429,0.0204761904761905,0.0161817119485831,0.0204761904761905,0.03,-0.299801931064775,-0.142857142857143,-0.0309439988894375,-0.00571428571428572,-0.0303426243189908,0.107986843207048,0.0748076923076923,-0.00422764227642277,-0.150540427314621,0.0677972794468958,0.110746370145287,0.110746370145287,0.0696606334841629,-0.145105644705925,0.0840715805260604,0.0773529411764706,0.1,0.0122881562881563,-0.234768053562889,0.0844084408916989,0.0850706925473281,-0.0897435897435897,0.0366251993620415,-0.0897435897435897,0.222853809108849,0.14517795178873,0.187607364741256,0.0656377023244493,0.224534192576634,0.230846484935438,0.129752975016902,0.112191761950682,0.136223580341227,-0.0823529411764706,-0.0875,0.165879454358705,0.399791340096239,0.2197185894028,-0.0825,-0.110746370145287,0.153766233766234,0.00327526132404181,-0.0722919690372521,0.00558818649410984,0.133766233766234,0.0837118382606961,0.0873447254499886,0.120178513654962,-0.05,0.265028745088333
"GLI",-0.119252947645161,-0.123934837092732,-0.125169404993966,-0.123934837092732,-0.0976190476190476,-0.345190653919891,-0.15,-0.189504156599231,-0.362857142857143,-0.187292560663786,0.0285620048127689,-0.17477576711251,-0.388073593073593,-0.181304451605203,-0.198901045661916,0.0378689355058382,0.0378689355058382,-0.0908159392789374,-0.167241951605203,-0.180634841275668,-0.0825806451612903,-0.1,-0.127264492753623,-0.131140583554377,0.149720451095207,0.153720451095207,-0.155,0.0534094555384878,-0.161896551724138,0.0918616819890165,0.345695130827874,0.143503254923982,0.0375406842899103,0.105307250221043,0.118640583554377,0.0950275569044765,0.191841567899165,0.0616190476190476,0.06,0.14,0.149532317269268,0.27641028121775,0.222553507424475,0.16258064516129,-0.0378689355058382,0.187426900584795,0.371190476190476,0.183396456767682,0.385311162134367,0.161111111111111,0.201635077850835,0.205418861634618,0.215914235735967,0.0476190476190476,0.287695842705746
"SNAI1",-0.193196010672496,-0.209280935313193,-0.209475110070475,-0.206280935313193,-0.209984639016897,-0.330228871026803,-0.133333333333333,-0.17662915973951,-0.284347826086957,-0.175493382764806,-0.0958883557500784,-0.16957511967413,-0.301048391058708,-0.129459064327485,-0.170598054715272,-0.0930968943379273,-0.0930968943379273,-0.166027670803024,-0.12390350877193,-0.161021210096472,-0.161637426900585,-0.14,-0.121550728603429,-0.0846153846153846,0.0605942338475701,0.0614006854604733,-0.0717086834733894,0.0540913029887033,-0.0641329258976318,0.0826583706148923,0.140606565373518,0.0653964149068027,0.0374903223013072,0.0672213500784929,0.0725274725274725,0.0839856850715746,0.199124085958964,0.054013769421767,0.151111111111111,0.151111111111111,0.144481082092566,0.27323373501267,0.204035277890052,0.164624624624625,0.0930968943379273,0.140570175438596,0.306381724392041,0.174389934488944,0.301048391058708,0.145833333333333,0.187779157054243,0.191838197644649,0.198976509644338,0.180952380952381,0.2753145275482
"PAK1",-0.190621753246753,-0.206280935313193,-0.209280935313193,-0.209984639016897,-0.180952380952381,-0.328854415780407,-0.133333333333333,-0.175493382764806,-0.28,-0.174389934488944,-0.0930968943379273,-0.164624624624625,-0.306381724392041,-0.140570175438596,-0.166027670803024,-0.0858241670652,-0.0858241670652,-0.161637426900585,-0.129459064327485,-0.160089192552612,-0.151111111111111,-0.1,-0.118287325340025,-0.0923076923076923,0.0614006854604733,0.0641329258976318,-0.0619047619047619,0.0574123361990354,-0.0717086834733894,0.0878891398456616,0.143248074807481,0.167531646223529,0.0418130888719124,0.0725274725274725,0.0846153846153846,0.0879856850715746,0.202052956251851,0.0636710902940411,0.14,0.14,0.145206470693602,0.280222299180395,0.207356311100384,0.151111111111111,0.0858241670652,0.145833333333333,0.284347826086957,0.16957511967413,0.301048391058708,0.133333333333333,0.191838197644649,0.19441884280594,0.201952700120528,0.147619047619048,0.275470614957149
"EGR1",-0.190621753246753,-0.206280935313193,-0.209280935313193,-0.209984639016897,-0.180952380952381,-0.328854415780407,-0.133333333333333,-0.175493382764806,-0.28,-0.174389934488944,-0.0930968943379273,-0.164624624624625,-0.306381724392041,-0.140570175438596,-0.166027670803024,-0.0858241670652,-0.0858241670652,-0.161637426900585,-0.129459064327485,-0.160089192552612,-0.151111111111111,-0.1,-0.118287325340025,-0.0923076923076923,0.0614006854604733,0.0641329258976318,-0.0619047619047619,0.0574123361990354,-0.0717086834733894,0.0878891398456616,0.143248074807481,0.167531646223529,0.0418130888719124,0.0725274725274725,0.0846153846153846,0.0879856850715746,0.202052956251851,0.0636710902940411,0.14,0.14,0.145206470693602,0.280222299180395,0.207356311100384,0.151111111111111,0.0858241670652,0.145833333333333,0.284347826086957,0.16957511967413,0.301048391058708,0.133333333333333,0.191838197644649,0.19441884280594,0.201952700120528,0.147619047619048,0.275470614957149
"CDC42",-0.188076298701299,-0.209984639016897,-0.206280935313193,-0.180952380952381,-0.147619047619048,-0.325237779252378,-0.1,-0.174389934488944,-0.26,-0.16957511967413,-0.0858241670652,-0.151111111111111,-0.284347826086957,-0.145833333333333,-0.161637426900585,-0.0772875816993464,-0.0772875816993464,-0.151111111111111,-0.140570175438596,-0.157532801575169,-0.14,-0.1,-0.118916256157635,-0.1,0.0641329258976318,0.0717086834733894,0.0142857142857143,0.0660940082247588,-0.0619047619047619,0.0954978354978355,0.140277777777778,0.173975560304674,0.0418130888719124,0.0846153846153846,0.0923076923076923,0.0916666666666667,0.211445221445221,0.062031746031746,0.1,0.1,0.146671672158804,0.29194643711143,0.210250201775626,0.14,0.0772875816993464,0.133333333333333,0.28,0.164624624624625,0.306381724392041,0.133333333333333,0.19441884280594,0.196031746031746,0.203423288355822,0.133333333333333,0.275816635718394
"Csl",-0.092795522782919,-0.192667737070014,-0.191805668104497,-0.189441930618401,-0.171794871794872,-0.223646255551835,-0.133333333333333,-0.0556004547704307,-0.26,-0.0539423644330951,-0.0213077709617307,-0.0461405261405261,-0.285714285714286,-0.157881136950904,-0.0495642529513497,-0.0165283591970249,-0.0165283591970249,-0.0439190916610271,-0.152454780361757,-0.0292628989230674,-0.0428438228438228,-0.02,-0.0267009676095625,-0.123225806451613,0.0743489920315774,0.0782038673150241,-0.0768888888888889,0.0679445912402915,-0.0801146953405018,0.123579251852178,0.156985256933909,0.202703753573319,0.051078410928802,0.113417194011422,0.117962648556876,0.117196046916659,0.227664960126694,0.0748826777087647,0.0276923076923077,0.0276923076923077,0.0505643508317726,0.317187048345478,0.224907607583562,0.0428438228438228,0.0165283591970249,0.155555555555556,0.274285714285714,0.052262975120118,0.285714285714286,0.144444444444444,0.20276236153934,0.201651250428229,0.110268870089842,0.133333333333333,0.137999744475492
"cateninmemb",0.148037286363988,0.0567204301075269,0.0622322411311489,0.075,0.05,0.151190087091967,-0.1,0.106779342579999,0.0854545454545454,0.108273273485695,0.188579611045106,0.109258708539027,0.0670797728650973,-0.191216931216931,0.104284195795399,0.187462292609351,0.187462292609351,0.108284195795399,-0.202905242905243,0.159074215819511,0.0962152302781578,0.0666666666666667,0.0681919212263433,-0.20066985645933,0.0449135442102407,0.0487110125646711,-0.0507272727272727,0.0807131747685355,-0.0413939393939394,0.120060734411704,0.121925310703861,0.143283152221655,0.101769314897807,0.211906586616844,0.199638928624279,0.117536734025332,0.129004444815039,0.107594936708861,-0.107843137254902,-0.107843137254902,0.0839617433052404,0.231706125494757,0.163320665756949,-0.0962152302781578,-0.187462292609351,0.183809523809524,-0.0619251336898396,-0.104910882452071,-0.061981733649411,0.16,0.0915060532687651,0.084,0.0934900866997195,-0.1,0.169331000027137
"FOXC2",0.150244791882752,0.075,0.0567204301075269,0.05,0.1,0.151972748139529,-0.1,0.108273273485695,0.04,0.104910882452071,0.187462292609351,0.0962152302781578,0.0619251336898396,-0.183809523809524,0.108284195795399,0.18525641025641,0.18525641025641,0.0962152302781578,-0.191216931216931,0.157396676210937,0.107843137254902,0.1,0.0778826428758278,-0.169090909090909,0.0487110125646711,0.0413939393939394,-0.0227272727272727,0.0845046439628483,-0.0507272727272727,0.122854030501089,0.124556889651229,0.138536316778617,0.103072853072853,0.199638928624279,0.20066985645933,0.120511562400618,0.127880849309421,0.1,-0.0666666666666667,-0.0666666666666667,-0.0374359741432912,0.22598530169613,0.161898864809081,-0.107843137254902,-0.18525641025641,0.16,-0.0854545454545454,-0.109258708539027,-0.0670797728650973,0.1,0.084,0.084,0.0928189457601222,0,-0.196397427653794
"STAT",0.0249221183800623,-0.166550387596899,-0.156815874322563,-0.131666666666667,-0.125,-0.100961475588551,-0.1,-0.00144356474781196,-0.233333333333333,0.00320482619378518,0.0848819642482377,0.0144480519480519,-0.26156862745098,-0.173809523809524,0.00352368220015279,0.0878670388751034,0.0878670388751034,0.0144480519480519,-0.178894269572236,0.0693851932989288,0.00535714285714285,-0.1,0.0201257565963448,-0.117647058823529,0.0416678223886462,0.0498803827751196,-0.0590909090909091,0.0865877712031558,-0.0340909090909091,0.218807154864126,0.222044334975369,0.233592291322438,0.0576186224887452,0.121740472625681,0.114944356120827,0.101225491909272,0.251586229086229,-0.011061596355714,-0.0428571428571429,-0.0428571428571429,0.0200401975637666,0.333734151329243,0.24124081047158,-0.00535714285714285,-0.0878670388751034,0.15,0.273333333333333,-0.00162753912753913,0.284149272612271,0.15,0.212268865567216,0.206521739130435,0.214,0.1,0.101813703682001
"CD44",0.0928571428571429,0.07,0.0518181818181818,0.05,0.1,0.225498945498946,0,0.0583363148479428,0.1,0.0537209302325581,0.00285714285714286,-0.05,0.12,0.0666666666666667,0.07,0,0,0.05,0.0733333333333333,-0.117254174397032,0.1,-0.1,0.07,0.1,0.0922222222222222,0.0866666666666667,-0.0666666666666667,0.0968253968253968,-0.0866666666666667,0.13992673992674,-0.219047619047619,0.160233918128655,0.102327624066754,-0.0729323308270677,-0.0571428571428571,-0.0479254079254079,0.0111111111111111,-0.00793650793650794,0,0.1,-0.0934065934065934,0.179583333333333,0.157142857142857,0,0,-0.1,-0.1,-0.07,-0.11,-0.1,-0.0438775510204082,-0.05,-0.0725146198830409,-0.1,-0.114652589295408
"AXIN2",0.129494777914686,0.0481684981684982,0.0425947276766949,0.0481684981684982,0.0576923076923077,0.140340531786671,-0.133333333333333,0.136784953322139,0,0.136395848263774,0.169146651750594,0.134846297781342,-0.00223387280601778,-0.18695652173913,0.137362021051782,0.168621717367392,0.168621717367392,0.134846297781342,-0.191400966183575,0.139344752523328,0.138294573643411,0.133333333333333,-0.0183119949359593,-0.15859649122807,0.0994708113879234,0.0968305473615208,-0.0966666666666667,0.0990129722571438,-0.10037037037037,0.152637227796119,0.109400597843796,0.164183013245862,0.10980936323097,0.168876414007993,0.167525062656642,0.166316938056068,0.160727972744102,0.0993492957528838,-0.126666666666667,-0.126666666666667,0.150107809225894,0.209126681281248,0.174209862548403,-0.138294573643411,-0.168621717367392,0.179710144927536,-0.0024390243902439,-0.137685414500585,0.00223387280601778,0.166666666666667,0.139124683689901,0.139521509086727,0.148458731115932,-0.05,0.0685389948258417
"SUFU",0.25418976248706,0.0591414141414141,0.057983112983113,0.0783333333333333,0.095,0.212027926393815,-0.2,0.225384286989625,-0.167692307692308,0.226867662948704,0.35309088968719,0.230690399137001,-0.188590949280604,-0.334351648351648,0.319508785308042,0.353723801079595,0.353723801079595,0.321367521367521,-0.347103326203997,0.288471324121602,0.319444444444444,0.2,0.0794216155707541,-0.380454545454545,0.289527336098531,0.293274870615296,-0.295,0.112259100857529,-0.286891891891892,0.301116948437616,0.306269169427064,0.369381399864447,0.149493474761406,0.402821067821068,0.394090909090909,0.273240365602212,0.371472987820558,0.121545706401405,-0.325,-0.233333333333333,0.229538217960277,0.485111099602347,0.358308643761375,-0.227777777777778,-0.353723801079595,0.307428571428571,0.182843822843823,-0.227682880340009,0.19752711949337,0.271428571428571,0.253112165922268,0.246876600102407,0.2635332538947,-0.12,0.147904724415627
"ZEB1",-0.151662496998515,-0.229634581105169,-0.221449527724386,-0.215909090909091,-0.225,-0.215645472305237,-0.133333333333333,-0.0905271009856851,-0.15,-0.0878852223164092,-0.199654569152495,-0.0799212743258654,-0.161764705882353,-0.109347138337647,-0.081344769973133,-0.196662443168243,-0.196662443168243,-0.0734409899044045,-0.10220428119479,-0.144449137132064,-0.0792102206736353,-0.0666666666666667,-0.0671267252923742,-0.0854166666666667,-0.0212558958273505,-0.01613778559113,0.00766283524904215,0.119019641762829,0.0207063135099117,-0.0248532908070315,0.0634697855750487,0.0480320115069612,-0.0703853538819612,0.0680774995948793,0.0697303921568627,0.125901871086452,0.0808264462809917,0.113823163038472,0.0523809523809524,0.058974358974359,0.0570029023970541,0.123619957313457,0.0359642350770316,0.0858036272670419,0.196662443168243,0.117543859649123,0.17,0.0889490521036432,0.168372635397771,0.133333333333333,0.201971022170383,0.202932560631922,0.212720569585855,0.2,0.22616583626564
"SNAI2",0.201281200356699,0.152557022809124,0.144106318583772,0.142352941176471,0.16,0.436167788958264,-0.1,0.215080509014593,0.0666666666666667,0.212596036964904,0.235862881293276,0.201887689775014,0.0745098039215686,-0.214367816091954,0.210978598865923,0.230840050243048,0.230840050243048,0.201887689775014,-0.230030466694364,0.210928652592374,0.197662337662338,0.16,0.126054418863603,-0.209649122807018,0.0452298199101268,0.0408819938231703,-0.0274509803921569,0.122203272498427,-0.0417366946778711,0.239709228878438,0.151859364435429,0.1998712033112,0.131011611203145,0.249863294600137,0.239473684210526,0.223747232794473,0.184884615384615,0.130576923076923,-0.169090909090909,-0.169090909090909,-0.126552606974478,0.264978361292055,0.199203692049507,-0.197662337662338,-0.230840050243048,0.183333333333333,-0.0843137254901961,-0.211565109129852,-0.0745098039215686,0.133333333333333,0.109256175008584,0.102079141515761,0.11214587100663,-0.1,-0.382194559102493
"cateninnuc",0.300227653935358,0.160049214268744,0.153731131480073,0.161912568306011,0.176666666666667,0.319444201099009,-0.3,0.204053713437145,0.0702898550724638,0.30386039667382,0.393565888565889,0.301456031890814,0.0604646591713185,-0.399272727272727,0.30226745162719,0.392219087219087,0.392219087219087,0.299895910125213,-0.408647727272727,0.325061162134314,0.298808953603474,0.278787878787879,0.108273273485695,-0.433458882611425,0.120025466176648,0.118715422508526,-0.114285714285714,0.124726299230443,-0.12043956043956,0.351220826312559,0.209841392799396,0.334943345748561,0.1452923152738,0.457972624683307,0.452063533774216,0.3311100878512,0.311107752462591,0.162606077196825,-0.286480186480187,-0.286480186480187,0.235371858974364,0.441443501853338,0.296509085588455,-0.300369075369075,-0.392219087219087,0.377272727272727,-0.065527950310559,-0.304233809668592,-0.0590885123823277,0.35,0.160566857426339,0.156337662337662,0.179861489711315,-0.166666666666667,0.064875629354016
"Destcompl",0.274854338289763,0.0306881520996225,0.0293341869158701,0.0394964422550629,0.0452107279693487,0.224512156901059,-0.266666666666667,0.278132197282446,0.00564102564102564,0.278744129969851,0.311128999222344,0.279254250599579,-0.00315182085673889,-0.338626825583347,0.278561357673369,0.310815027479801,0.310815027479801,0.278746886430326,-0.346680516858515,0.201797010286172,0.276766688410524,0.261111111111111,0.136395848263774,-0.306650998824912,0.128375495388718,0.129065150561132,-0.130408163265306,0.152829757866761,-0.126959887403237,0.314173438528402,0.150129805469611,0.345762947391433,0.155461022959906,0.320071317723579,0.314259694477086,0.327953537214,0.330485907498681,0.15965977608104,-0.275396825396825,-0.275396825396825,0.297127380936082,0.369735145159019,0.301099217361937,-0.276766688410524,-0.310815027479801,0.326915113871636,0.000419580419580423,-0.278881116271221,0.00694928921116927,0.309523809523809,0.22046365914787,0.217539682539683,0.235504153965692,-0.0555555555555556,0.117256891690994
