"","Csn","ZEB2","ZEB1","GSK3","SUFU","cateninmemb","TrCP","SNAI2","FUS","miR200","SMO","IKK","Patched","Destcompl","AKT","SHH","Ecadherin","Jagged","CD44","GLI","SOSGRB2","TCFLEF","cateninnuc","RAS","SMAD","DELTA","ILK","HEY1","EGR1","KLF4","TGFR","MEK","cfos","TWIST1","ERK","CDC42","Frizzled","DSH","PAK1","STAT","SRC","TGF","SNAI1","RAF","PI3K","RKIP","Wnt","cMet","FOXC2","Csl","NOTCHic","NOTCH","AXIN2","LIV1","NFB"
"KLF4",-0.1,0.0069453044375645,0.0069453044375645,-0.0122033992785283,0,-0.0635954346015322,-0.1,-0.0461428573714092,-0.1,0.00144892144892145,-0.0833333333333333,-0.0142857142857143,-0.0583333333333333,-0.0154435118094297,-0.0216931216931217,-0.0615591397849462,0.0192813393089104,0.0455108809231748,0.0419917127619501,0.0426513829268676,0.0579616923956547,0.0429950572435554,0.0378892041924969,-0.0336123680241327,-0.00243478260869565,-0.0424358974358974,-0.00533333333333333,-0.00796027501909855,0.12,0.00740740740740741,-0.00157575757575757,0.0761828105187717,0.0745454545454545,0.0199477124183007,-0.0627807486631016,0.00290909090909091,-0.0254901960784314,-0.0666666666666667,-0.00909090909090909,-0.0666666666666667,-0.0254901960784314,0.000112342941611233,0.00960049395211019,0.0424358974358974,0.0424358974358974,0.00307153164296021,-0.0185134518923849,-0.0185134518923849,-0.0549987676726939,0.00363636363636364,0.0141626794258373,0.0110698959206827,0.0553362993208518,-0.1,0
"FOXC2",-0.1,0.0069453044375645,0.0069453044375645,-0.0122033992785283,0,-0.0635954346015322,-0.1,-0.0461428573714092,-0.1,0.00144892144892145,-0.0833333333333333,-0.0142857142857143,-0.0583333333333333,-0.0154435118094297,-0.0216931216931217,-0.0615591397849462,0.0192813393089104,0.0455108809231748,0.0419917127619501,0.0426513829268676,0.0579616923956547,0.0429950572435554,0.0378892041924969,-0.0336123680241327,-0.00243478260869565,-0.0424358974358974,-0.00533333333333333,-0.00796027501909855,0.12,0.00740740740740741,-0.00157575757575757,0.0761828105187717,0.0745454545454545,0.0199477124183007,-0.0627807486631016,0.00290909090909091,-0.0254901960784314,-0.0666666666666667,-0.00909090909090909,-0.0666666666666667,-0.0254901960784314,0.000112342941611233,0.00960049395211019,0.0424358974358974,0.0424358974358974,0.00307153164296021,-0.0185134518923849,-0.0185134518923849,-0.0549987676726939,0.00363636363636364,0.0141626794258373,0.0110698959206827,0.0553362993208518,-0.1,0
"cateninmemb",-0.14,0.0114468181884877,0.0114468181884877,-0.0836116127157182,0.1,-0.0876920164697245,-0.2,-0.127800515818056,0.0666666666666667,0.00526565303101616,0.0854166666666667,-0.11989417989418,0.097244623655914,-0.088166200737804,-0.134179894179894,0.0909454110574888,-0.00630104776940872,-0.068628604358108,-0.0767592537520569,-0.0756747959809425,0.115309500165508,-0.0766347207508116,-0.0814899961943223,-0.126992003505313,-0.00301772116363126,-0.133137254901961,-0.00568115942028985,-0.000893555713926815,0.150909090909091,0.0209563994374121,0.00157871396895787,0.130270319936784,0.121497326203209,-0.125416730565597,-0.120466398368157,-0.00109090909090909,0.0976288189694482,0.0627450980392157,-0.00509090909090909,0.0627450980392157,0.0976288189694482,-0.002844536753768,0.0141194470095578,0.133137254901961,0.133137254901961,0.00464910513064606,0.0890081293142758,0.0898027320129265,-0.0881647382936212,0.0172248803827751,0.0285650865683421,0.0200149006947362,0.152093897849108,0.0333333333333333,0.116190476190476
"ERK",0.214285714285714,0.0399940161712211,0.0399940161712211,0.146699367770154,0.12,0.141467285433277,0.214285714285714,-0.311110236704516,0.14,0.0169976481305523,0.141639344262295,0.238029029793736,0.135756991321119,0.0332110607889977,0.229772149059791,0.130442981659283,0.151911661992474,0.128628208894871,0.0154165975981966,0.021148675885518,-0.096835876098012,0.0167177128398323,0.0155371572842768,0.179184825075914,0.137463191306394,0.179074814074814,0.139286899513081,0.131858115708944,-0.126551724137931,0.0364596888102944,0.109140947053492,-0.0370944057397011,-0.132934702861335,-0.118338568278603,0.039601369528002,-0.110600801068091,-0.0194871794871795,-0.0233333333333333,-0.117142857142857,-0.0175438596491228,-0.013697705802969,-0.111888199800745,0.157578583257406,-0.179074814074814,-0.179074814074814,0.209549445052908,-0.0173892773892774,-0.0115998037050669,0.0050536478122685,-0.02000777000777,-0.0192778430004707,-0.0173387848287256,-0.0162595398733096,-0.0333333333333333,-0.241558441558442
"NOTCH",0.1,0.0652979066022544,0.0652979066022544,-0.0547109021246952,0.1,0.0712771536405487,0,0.1853372118078,0.2,0.0298701298701299,0.175,0.211111111111111,0.167307692307692,0.0390053765380868,0.166666666666667,0.143778280542986,0.0257945670628183,0.115055315055315,0.0166899766899767,0.0166899766899767,0.124210526315789,0.0331734931734932,0.0352143095000238,-0.053965744400527,0.0647619047619048,-0.0612121212121212,0.0880952380952381,0.184782608695652,0.2,0.0727053140096618,0.0244444444444444,0.106190476190476,0.18,-0.00352542372881356,-0.113333333333333,-0.0444444444444444,-0.04,-0.1,-0.1,-0.1,-0.04,-0.0179928315412186,-0.101923076923077,0.0612121212121212,0.0612121212121212,-0.126525198938992,-0.00153846153846154,-0.00153846153846154,-0.105918367346939,-0.1,-0.0714285714285714,-0.155299539170507,-0.0538274932614555,0,-0.2
"DELTA",0,0.0727053140096618,0.0727053140096618,-0.0478927203065134,0,0.0571410279860984,0,0.177400703871292,0.1,0.0327272727272727,0.2,0.2,0.175,0.0324633204633205,0.211111111111111,0.167307692307692,0.0330526315789474,0.12987012987013,0.00153846153846154,0.00153846153846154,0.14,0.0166899766899767,0.0331734931734932,-0.0612121212121212,0.0880952380952381,-0.00666666666666667,0.15,0.25,0.1,0.0944444444444444,0.0444444444444444,0.113333333333333,0.2,-0.012,-0.18,-0.1,-0.1,0,-0.2,0,-0.1,-0.0244444444444444,-0.125,0.00666666666666667,0.00666666666666667,-0.123076923076923,-0.04,-0.04,-0.0957142857142857,0,-0.1,-0.0714285714285714,-0.0557142857142857,0,-0.1
"CDC42",0.2,0.0729870479265152,0.0729870479265152,-0.0758170995670996,0.2,0.0642577934387003,0.1,0.197093563370936,0.185714285714286,0.0378533231474408,0.169047619047619,0.15,0.133563748079877,0.045026397251774,0.0973684210526316,0.112576093758889,0.0361494719750377,0.121145833333333,0.0519219219219219,0.0542690058479532,0.108333333333333,0.0529120209318229,0.0466157246355266,-0.0813752059089218,0.0557176992660864,-0.0874727668845316,0.0621693121693122,0.0537481259370315,0.18,0.0626349206349206,-0.00112044817927171,0.120736919675755,0.12,0.0137402597402597,-0.115652173913043,-0.00476190476190476,-0.03,-0.05,0.0714285714285714,-0.05,-0.03,-0.00797046091163738,-0.102230259192285,0.0874727668845316,0.0874727668845316,-0.103939393939394,-0.0411111111111111,-0.0411111111111111,-0.095940424950468,-0.183333333333333,-0.175641025641026,-0.171025641025641,-0.0668965517241379,-0.1,-0.2
"NOTCHic",0.2,0.0749275362318841,0.0749275362318841,-0.0439671004718027,0.2,0.0686402368048489,0.1,0.187541620625435,0.175,0.0385406501013438,0.167307692307692,0.166666666666667,0.143778280542986,0.0363387098714201,0.108527131782946,0.123348173016105,0.0210472470015626,0.115717566710944,0.0331734931734932,0.0349695465824498,0.11511961722488,0.0352143095000238,0.0259013324007871,-0.0465765818389507,0.0582870846180199,-0.053965744400527,0.0647619047619048,0.155551839464883,0.18,0.0619910282953761,0.0179928315412186,0.117619047619048,0.113333333333333,-0.00541221618164375,-0.106190476190476,-0.0244444444444444,-0.00153846153846154,-0.04,-0.0444444444444444,-0.04,-0.00153846153846154,-0.0275469716686072,-0.102452177452177,0.053965744400527,0.053965744400527,-0.0997646355587104,-0.0166899766899767,-0.0166899766899767,-0.0897893350888743,-0.0714285714285714,-0.155299539170507,-0.160562697065244,-0.0635497154836777,-0.1,-0.211111111111111
"TrCP",0.2,0.0778101990519172,0.0778101990519172,-0.0729080086580087,0.185714285714286,0.0594958886767955,0.2,0.194742749627717,0.169047619047619,0.0388685515738367,0.133563748079877,0.0973684210526316,0.112576093758889,0.0453271491314732,0.0862573099415205,0.103576093758889,0.035249817995799,0.119305342535787,0.0529120209318229,0.0567080302381971,0.101402640264026,0.0466157246355266,0.0464777936010439,-0.07455702409074,0.0615241508789896,-0.0813752059089218,0.0557176992660864,0.0493363612311491,0.12,0.0724709862086911,0.00797046091163738,0.124736919675755,0.115652173913043,0.0131967814793902,-0.120736919675755,0.00112044817927171,-0.0411111111111111,-0.03,-0.00476190476190476,-0.03,-0.0411111111111111,-0.0134349417859543,-0.0957863451111389,0.0813752059089218,0.0813752059089218,-0.101176963000167,-0.0542690058479532,-0.0519219219219219,-0.0966300801228818,-0.175641025641026,-0.171025641025641,-0.166630036630037,-0.0700412058121883,-0.05,-0.15
"PAK1",0.2,0.0778101990519172,0.0778101990519172,-0.0729080086580087,0.185714285714286,0.0594958886767955,0.2,0.194742749627717,0.169047619047619,0.0388685515738367,0.133563748079877,0.0973684210526316,0.112576093758889,0.0453271491314732,0.0862573099415205,0.103576093758889,0.035249817995799,0.119305342535787,0.0529120209318229,0.0567080302381971,0.101402640264026,0.0466157246355266,0.0464777936010439,-0.07455702409074,0.0615241508789896,-0.0813752059089218,0.0557176992660864,0.0493363612311491,0.12,0.0724709862086911,0.00797046091163738,0.124736919675755,0.115652173913043,0.0131967814793902,-0.120736919675755,0.00112044817927171,-0.0411111111111111,-0.03,-0.00476190476190476,-0.03,-0.0411111111111111,-0.0134349417859543,-0.0957863451111389,0.0813752059089218,0.0813752059089218,-0.101176963000167,-0.0542690058479532,-0.0519219219219219,-0.0966300801228818,-0.175641025641026,-0.171025641025641,-0.166630036630037,-0.0700412058121883,-0.05,-0.15
"LIV1",0.2,0.0778101990519172,0.0778101990519172,-0.0729080086580087,0.185714285714286,0.0594958886767955,0.2,0.194742749627717,0.169047619047619,0.0388685515738367,0.133563748079877,0.0973684210526316,0.112576093758889,0.0453271491314732,0.0862573099415205,0.103576093758889,0.035249817995799,0.119305342535787,0.0529120209318229,0.0567080302381971,0.101402640264026,0.0466157246355266,0.0464777936010439,-0.07455702409074,0.0615241508789896,-0.0813752059089218,0.0557176992660864,0.0493363612311491,0.12,0.0724709862086911,0.00797046091163738,0.124736919675755,0.115652173913043,0.0131967814793902,-0.120736919675755,0.00112044817927171,-0.0411111111111111,-0.03,-0.00476190476190476,-0.03,-0.0411111111111111,-0.0134349417859543,-0.0957863451111389,0.0813752059089218,0.0813752059089218,-0.101176963000167,-0.0542690058479532,-0.0519219219219219,-0.0966300801228818,-0.175641025641026,-0.171025641025641,-0.166630036630037,-0.0700412058121883,-0.05,-0.15
"Csl",0.211111111111111,0.0787949395468012,0.0787949395468012,-0.0414634185866775,0.175,0.061606597661118,0.2,0.183887631065405,0.167307692307692,0.0383227851775965,0.143778280542986,0.108527131782946,0.123348173016105,0.0360340176106036,0.101550387596899,0.112141276464381,0.0197681772341207,0.114675900044278,0.0352143095000238,0.0381953530340627,0.106176527793986,0.0259013324007871,0.0256154547564189,-0.0392236406624801,0.0649537512846865,-0.0465765818389507,0.0582870846180199,0.152283865608674,0.113333333333333,0.0734195997239476,0.0275469716686072,0.123053830227743,0.106190476190476,-0.00428354801008619,-0.117619047619048,-0.0179928315412186,-0.0166899766899767,-0.00153846153846154,-0.0244444444444444,-0.00153846153846154,-0.0166899766899767,-0.0318553616912829,-0.0969185806142328,0.0465765818389507,0.0465765818389507,-0.0993038060656228,-0.0349695465824498,-0.0331734931734932,-0.0909387603762306,-0.155299539170507,-0.160562697065244,-0.158744515247062,-0.0684340342497446,-0.04,-0.166666666666667
"SNAI1",0.15,0.0816232371822985,0.0816232371822985,-0.0719179096481077,0.169047619047619,0.0589777539617696,0.2,0.193971713757787,0.133563748079877,0.0414622115161999,0.112576093758889,0.0862573099415205,0.103576093758889,0.0458753947455083,0.0869517543859649,0.10610036560355,0.0379033039479322,0.117422989594611,0.0466157246355266,0.050309492761049,0.104044149697989,0.0464777936010439,0.0474070656712555,-0.0757064493780963,0.0663211988494693,-0.07455702409074,0.0615241508789896,0.0552887421835301,0.115652173913043,0.0777669363644544,0.0134349417859543,0.122046336716114,0.120736919675755,0.00776088404349274,-0.124736919675755,-0.00797046091163738,-0.0542690058479532,-0.0411111111111111,0.00112044817927171,-0.0411111111111111,-0.0519219219219219,-0.016862361140793,-0.195074601338897,0.07455702409074,0.07455702409074,-0.0961560424980754,-0.0567080302381971,-0.0529120209318229,-0.0934534600466429,-0.171025641025641,-0.166630036630037,-0.163364730507588,-0.0672440030149855,-0.03,-0.0973684210526316
"STAT",0.15,0.086578805809575,0.086578805809575,-0.0952714730752114,0.2,-0.0762730276363381,0.1,0.0714578397803841,0.175,0.042047953888343,0.141666666666667,0.135714285714286,0.120736434108527,-0.0306725149220772,0.0967312348668281,0.112771832338616,-0.0138254653580144,0.0794475704516595,-0.0155316905316905,-0.0139228418640183,0.228694581280788,-0.0063834255474634,-0.0100783003984765,-0.126783498759305,0.0749652951302127,-0.126783498759305,0.0830112721417069,0.078,0.2,0.18166963755199,0.0841507177033493,0.161277672359266,0.18,-0.0845903887882898,-0.162352941176471,-0.0920454545454545,0.0107142857142857,-0.0142857142857143,-0.104545454545455,-0.0142857142857143,0.0107142857142857,-0.0904309109400643,-0.0639921989916631,0.126783498759305,0.126783498759305,-0.0690492277992278,0.0198051948051948,0.0198051948051948,-0.0810197682344922,-0.13921568627451,-0.114891361950185,-0.108095245445331,0.0634651622886917,0.1,-0.15
"cMet",-0.2,0.0883116883116883,0.0883116883116883,-0.117434715821813,-0.1,-0.140892091301344,-0.1,0.249178396623652,-0.05,0.0755897288098375,-0.01,-0.16,-0.0281818181818182,-0.0967638652512602,-0.16,-0.0438068181818182,-0.128613198402286,-0.0636728488902402,-0.0589922480620155,-0.0612121212121212,0.277619047619048,-0.060530709600477,-0.0582708225948273,-0.129451931716083,-0.0611358482787054,-0.121904761904762,-0.0502267573696145,-0.0640866873065015,0.225,0.187301587301587,0.0772222222222222,0.219545454545455,0.225,-0.0598049141869367,-0.225,-0.0883333333333333,0.05,0.1,-0.113333333333333,0.2,0.15,-0.0772222222222222,0.0343105452382883,0.121904761904762,0.121904761904762,-0.0674074074074074,0.0566666666666667,0.0566666666666667,0.042964135021097,-0.0142857142857143,-0.0511278195488722,-0.0404895216765318,0.0815873015873016,0.1,0.166666666666667
"Destcompl",0.0666666666666667,0.0903661732963305,0.0903661732963305,0.0127737808264376,0.144444444444444,0.0256325329024179,0.0666666666666667,-0.0662960840266302,0.140996168582375,0.0725928072246542,0.146710454296661,0.0672542107324716,0.138938433571273,-0.0827294260834895,0.0578582375781092,0.136423926801447,0.0487357255705348,0.0454379425864595,0.0118531608104293,0.0125040376556526,0.0899283678170592,0.0118531608104293,0.00950741884204579,0.0352814540454016,0.10640350877193,0.035909397530488,0.107222222222222,0.108898451975375,0.0379487179487179,0.0916321762324841,0.0918130301122264,0.0373255533288735,0.0349184149184149,0.00393881708608408,-0.0343719668309832,-0.0933919774806474,-0.00613176777560339,-0.00476190476190476,-0.0940816326530612,-0.00476190476190476,-0.00613176777560339,-0.0944731286343938,-0.00528463728770454,-0.035909397530488,-0.035909397530488,0.00417236167618356,-0.0100921638152074,-0.00961435484028001,0.0406131300037631,-0.0109283196239718,-0.0120152761457109,-0.0134180817569334,0.092371311185232,-0.0333333333333333,-0.0753623188405797
"IKK",0.3,0.116827067669173,0.116827067669173,0.0942673992673993,0.1,-0.114958849344324,0.2,0.26556256901543,0.2,0.0536120401337793,0.26,0.276190476190476,0.241481481481481,0.0275932452484191,0.28970398970399,0.231136653895275,-0.0778762628769628,0.0921711965010934,-0.0752136752136752,-0.0752136752136752,0.247899159663866,-0.0769085904679125,-0.0688917128307817,0.0270604875471827,0.233787128712871,0.0355111917725348,0.2625,0.269969040247678,0.05,0.134065934065934,0.243939393939394,0.0688571428571429,0.0928571428571429,-0.238627450980392,-0.0888571428571429,-0.266666666666667,0.0444444444444444,0.1,-0.3,0.1,0.0444444444444444,-0.233539393939394,-0.0103972292903591,-0.0355111917725348,-0.0355111917725348,-0.0102003642987249,0.0675213675213675,0.0675213675213675,-0.169321789321789,0.0545454545454545,-0.00735930735930737,0.0101010101010101,0.103095238095238,0.1,-0.342857142857143
"Csn",0.25,0.121968569065343,0.121968569065343,0.0636099818759723,0.2,0.0257723854272469,0.3,0.102173767162487,0.2,0.0661465244538765,0.190909090909091,0.2375,0.164027370478983,0.0257130604447581,0.2063,0.150912616380623,0.0561942275888207,0.117265736922288,-0.0313197618058441,-0.0296894852410697,0.200516545601291,-0.028747414538963,-0.0325357488745012,0.0661069840778486,0.118603898220739,0.065531168338885,0.125544772256729,0.126085271317829,0.0766666666666667,0.115581412052,0.181717287687437,0.0514772727272727,0.0584848484848485,-0.0958002181704846,-0.0493939393939394,-0.188127544097693,0.0367816091954023,0.0333333333333333,-0.204545454545455,0.0333333333333333,0.0367816091954023,-0.188638528737556,0.0430007459868619,-0.065531168338885,-0.065531168338885,0.0666630804015161,0.0379864284725107,0.0379864284725107,0.0125672628242044,-0.0277777777777778,-0.0264790764790765,-0.0197483072483072,0.0691755193578848,0,-0.266666666666667
"SRC",0.15,0.122319556753519,0.122319556753519,-0.0661471861471861,0.1,-0.0632704684927406,0.1,0.00207776444937344,0.2,0.0484380032206119,0.16,0.193589743589744,0.134074074074074,-0.030060917343526,0.193589743589744,0.128191721132898,0.00477753727753728,0.113537991060927,-0.00336065573770492,-0.00336065573770492,0.0657142857142857,-0.00458016793282687,0.00235495510967873,0.0166006750862821,0.128751778093883,0.0150855235711306,0.127850877192982,0.124155908639523,0.0333333333333333,0.226421188630491,0.0686507936507937,0.00747093577282256,0.0242424242424242,-0.0801755715548819,-0.0131313131313131,-0.0638888888888889,-0.025,0,-0.0888888888888889,0.1,-0.025,-0.0668326118326118,-0.0388164619001478,-0.0150855235711306,-0.0150855235711306,0.0418377321603128,0.005,0.005,-0.115588235294118,-0.01,-0.0147619047619048,0.0138095238095238,0.0512452717922564,0.2,-0.216666666666667
"PI3K",0.1,0.130728045831508,0.130728045831508,0.0673160173160173,0.1,0.0245677426595751,0,-0.0213975718889828,0.2,0.0740514359366818,0.2,0.117647058823529,0.176923076923077,0.0154294395113635,0.0945701357466063,0.149145299145299,0.0990771565458055,0.0990350877192982,-0.0206094388703084,-0.0206094388703084,0.141538461538462,-0.0132648061019469,-0.00934728032875098,0.0944550791674079,0.124848019207683,0.0971948051948052,0.140048019207683,0.150247200080718,0.0333333333333333,0.133991228070175,0.0968235294117647,-0.00158883225421316,0.019047619047619,-7.12758374910916e-05,-0.0131652661064426,-0.108823529411765,0.0111111111111111,0,-0.15,0,0.0111111111111111,-0.0960105212816834,0.0745571658615137,-0.0971948051948052,-0.0971948051948052,0.0893180349062702,0.00676328502415459,0.00676328502415459,0.131138211382114,0,0,0.00645161290322581,0.0718095238095238,0.1,-0.1
"TWIST1",0,0.146487715785961,0.146487715785961,0.0701181591364812,-0.166666666666667,0.110089275962411,0,-0.251808049290694,-0.111111111111111,0.113066065751319,-0.0991111111111111,0.0208791208791209,-0.10048097412481,0.0656278931754549,0.0225740361333582,-0.0990031416124945,0.112359375892408,-0.0196113007489824,0.0516208705134622,0.0501827903091061,-0.15266091650531,0.0533054034384239,0.0546280026333635,0.0799390233953065,0.0516557962102517,0.085418475450101,0.0572663572663573,0.0578319985099646,-0.133333333333333,0.14535126120492,-0.0482183908045977,-0.117066839714471,-0.111594202898551,0.0348148904870873,0.111594202898551,0.0432183908045977,-0.0587301587301587,-0.0476190476190476,0.0466666666666667,-0.0476190476190476,-0.0587301587301587,0.0498129238342105,0.114978796404485,-0.085418475450101,-0.085418475450101,0.136136112223069,-0.0597827903091061,-0.0608578183046268,0.171387408540447,0.0466666666666667,0.0441025641025641,0.0412723754233188,-0.0863444082798922,-0.0333333333333333,0.00769230769230769
"Frizzled",0.2,0.146584371493103,0.146584371493103,0.0681086729362591,0.1,0.00891713747645951,0.1,0.0531053518981834,0.2,0.0793465909090909,0.209090909090909,0.245,0.204329004329004,0.023315542096753,0.22625,0.181748359167714,0.0696424543198737,0.115793969102793,-0.0268796992481203,-0.0268796992481203,0.196969696969697,-0.0222439376587163,-0.018910604325383,0.0856472785399433,0.162266842771081,0.0848598769651401,0.180023852116875,0.189263502454992,0.0333333333333333,0.156302521008403,0.220289855072464,0.0163398692810457,0.0333333333333333,-0.0956442577030812,-0.0274509803921569,-0.233333333333333,0.025,0.1,-0.266666666666667,0,0.025,-0.213623188405797,0.0595410628019324,-0.0848598769651401,-0.0848598769651401,0.0864285714285714,0.0197368421052632,0.0197368421052632,0.0119386121834102,0,0,-0.00196078431372549,0.0804087385482734,0.1,-0.22
"DSH",0.22,0.152096182516725,0.152096182516725,0.0762293225882313,0.2,0.0113906357096751,0.2,0.0548515684290332,0.209090909090909,0.0842246396895787,0.204329004329004,0.22625,0.181748359167714,0.0198804275929362,0.20441091954023,0.172545905179984,0.0686766948817701,0.111142806312095,-0.0222439376587163,-0.0209973463069438,0.187213599408721,-0.018910604325383,-0.0214929729807703,0.0836864942262178,0.155097031450326,0.0856472785399433,0.162266842771081,0.166456484911132,0.0333333333333333,0.147564656930733,0.213623188405797,0.0170917489802939,0.0274509803921569,-0.0991903569938614,-0.0163398692810457,-0.220289855072464,0.0197368421052632,0.025,-0.233333333333333,0.025,0.0197368421052632,-0.219546533353532,0.0592512077294686,-0.0856472785399433,-0.0856472785399433,0.0983166833166833,0.0268796992481203,0.0268796992481203,0.016700516945315,0,-0.00196078431372549,0.0057315233785822,0.0791429157634633,0,-0.245
"Wnt",0.1,0.15351506456241,0.15351506456241,0.0796238244514107,0,0.00669491525423729,0.1,0.054051724137931,0.1,0.0809090909090909,0.2,0.22,0.209090909090909,0.0161537383832251,0.245,0.204329004329004,0.0680107526881721,0.13296568627451,-0.0197368421052632,-0.0197368421052632,0.206060606060606,-0.0268796992481203,-0.0222439376587163,0.0848598769651401,0.180023852116875,0.0984962406015037,0.21025641025641,0.216923076923077,0,0.170588235294118,0.233333333333333,0.0274509803921569,0.0333333333333333,-0.0908823529411765,-0.0333333333333333,-0.266666666666667,0.1,0.2,-0.3,0.1,0,-0.220289855072464,0.0468426501035197,-0.0984962406015037,-0.0984962406015037,0.09,0.025,0.025,0.00728744939271255,0.1,0,0,0.0757575757575758,0,-0.2
"GSK3",0.245,0.154325008668286,0.154325008668286,-0.0244362348160948,0.209090909090909,0.00962228911374226,0.22,0.0544201620442187,0.204329004329004,0.0841074063953231,0.181748359167714,0.20441091954023,0.172545905179984,0.0214654927567263,0.196718611847922,0.165847340586683,0.0666681338017569,0.110412879304796,-0.018910604325383,-0.0167520632880759,0.183027552897093,-0.0214929729807703,-0.0214929729807703,0.0895688471673942,0.15914500746232,0.0836864942262178,0.155097031450326,0.159882090447464,0.0274509803921569,0.153671527159741,0.219546533353532,0.0193644762530211,0.0163398692810457,-0.097781906289636,-0.0170917489802939,-0.213623188405797,0.0268796992481203,0.0197368421052632,-0.220289855072464,0.0197368421052632,0.0268796992481203,-0.221854225661225,0.0648990482610301,-0.0836864942262178,-0.0836864942262178,0.0995698161487635,0.0209973463069438,0.0222439376587163,0.0149461309804027,-0.00196078431372549,0.0057315233785822,0.00910814675520558,0.0765553967375881,0.025,-0.22625
"TGF",0.1,0.173772045396759,0.173772045396759,-0.0254247817848601,0,0.00567770537009757,0,0.0237183292752411,0.1,0.0998539774401843,0.133333333333333,0.214285714285714,0.129885057471264,0.0250466502188282,0.209022556390977,0.114260057471264,0.00638750528144219,0.0796882670594011,-0.000566037735849057,-0.0148517520215633,-0.0210526315789474,-0.000566037735849057,0.000869368962715537,0.121428571428571,0.090733137829912,0.121428571428571,0.103636363636364,0.104448742746615,0.0333333333333333,0.182862954487668,0.132380952380952,0.00711779448621553,0.019047619047619,-0.145740740740741,-0.0137844611528822,-0.146666666666667,0.0142857142857143,0,-0.18,0,0,-0.223452380952381,0.108747616020343,-0.121428571428571,-0.121428571428571,0.116883116883117,0.0242857142857143,0.01,-0.0383385093167702,0.08,0.05,0.0568965517241379,0.00343915343915344,0,-0.2
